REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_24456_lociStitched	chr7	47708327	47711623	1	3297	33508.784	839.1616	380		C7orf65	C7orf65	380	1
2_MACS_peak_2072_lociStitched	chr1	183878110	183885692	2	6428	34958.3274	2310.2354	381	RGL1		GLT25D2	381	1
2_MACS_peak_3155_lociStitched	chr10	43890545	43905874	2	11977	35160.1273	2527.7521	382	HNRNPF	FXYD4,ZNF487P	HNRNPF	382	1
2_MACS_peak_19897_lociStitched	chr4	71542204	71555345	2	8791	34952.4318	2374.5787	383	UTP3	ENAM,RUFY3,IGJ	UTP3	383	1
8_MACS_peak_8209_lociStitched	chr14	95946040	95986043	8	22486	35542.6655	3136.2352	384		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	384	1
2_MACS_peak_2002_lociStitched	chr1	179048872	179058978	2	6615	34856.6046	2450.705	385	TOR3A		TOR3A	385	1
2_MACS_peak_11525_lociStitched	chr17	62980035	62986097	2	5723	33609.5466	1226.9488	386		AMZ2P1	AMZ2P1	386	1
1_MACS_peak_7546_lociStitched	chr13	114789357	114794481	1	5125	33390.546	1069.8912	387	RASA3		RASA3	387	1
1_MACS_peak_17355_lociStitched	chr22	38900169	38903702	1	3534	32822.9832	789.6255	388	DDX17	KDELR3,KCNJ4,DDX17	DDX17	388	1
2_MACS_peak_16895_lociStitched	chr21	44725935	44734181	2	6703	34211.8294	2204.1558	389			SIK1	389	1
1_MACS_peak_26958_lociStitched	chr9	37527957	37533025	1	5069	33297.2668	1299.942	390	FBXO10	POLR1E	POLR1E	390	1
4_MACS_peak_641_lociStitched	chr1	40839074	40858340	4	13975	35351.1834	3390.816	391	SMAP2	SMAP2	SMAP2	391	1
5_MACS_peak_15568_lociStitched	chr2	219743448	219763116	5	14233	35248.9896	3304.224	392	WNT10A	WNT6,PRKAG3	WNT10A	392	1
3_MACS_peak_11847_lociStitched	chr17	80405832	80423913	3	8441	34541.9424	2675.988	393	NARF,C17orf62	HEXDC,C17orf101	NARF	393	1
1_MACS_peak_27199_lociStitched	chr9	93703309	93707118	1	3810	32805.0125	953.0118	394			SYK	394	1
1_MACS_peak_270_lociStitched	chr1	21615664	21622743	1	7080	33327.2241	1538.2667	395	ECE1	ECE1	ECE1	395	1
1_MACS_peak_17362_lociStitched	chr22	39146255	39153203	1	6949	33161.4144	1399.3272	396	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	396	1
2_MACS_peak_6574_lociStitched	chr12	102129076	102140356	2	7767	33437.304	1760.808	397	SYCP3,GNPTAB	CHPT1	SYCP3	397	1
3_MACS_peak_20930_lociStitched	chr5	32530487	32543819	3	11241	34088.5908	2423.7576	398		SUB1	SUB1	398	1
2_MACS_peak_21538_lociStitched	chr5	112256335	112266785	2	7817	33369.985	1730.52	399	REEP5	DCP2	REEP5	399	1
5_MACS_peak_28574_lociStitched	chrX	128902477	128921372	5	13136	33480.0505	1897.058	400	XPNPEP2,SASH3		SASH3	400	1
1_MACS_peak_6186_lociStitched	chr12	57076557	57083841	1	7285	32943.3468	1365.0216	401	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	401	1
2_MACS_peak_28541_lociStitched	chrX	119435001	119445529	2	9749	32629.4304	1093.8592	402	FAM70A		FAM70A	402	1
3_MACS_peak_19058_lociStitched	chr3	169481348	169492626	3	6720	33946.78	2439.4314	403	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	403	1
1_MACS_peak_12623_lociStitched	chr19	6799158	6803975	1	4818	33048.9553	1553.0008	404	VAV1	SH2D3A	VAV1	404	1
2_MACS_peak_25171_lociStitched	chr7	128572674	128582255	2	6767	34045.1254	2581.1214	405	IRF5	KCP	IRF5	405	1
3_MACS_peak_13363_lociStitched	chr19	48880295	48895448	3	9051	33777.5523	2338.1079	406	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	406	1
1_MACS_peak_19382_lociStitched	chr3	195631803	195637503	1	5701	32979.63	1551.54	407	TNK2	TNK2	TNK2	407	1
1_MACS_peak_1789_lociStitched	chr1	160676459	160685136	1	8678	34327.0797	2912.8689	408	CD48	SLAMF7	CD48	408	1
5_MACS_peak_5666_lociStitched	chr12	11901844	11920122	5	11789	34289.528	3057.9094	409	ETV6		ETV6	409	1
3_MACS_peak_27620_lociStitched	chr9	130828809	130845824	3	14019	34188.2395	2982.7295	410	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	410	1
2_MACS_peak_27678_lociStitched	chr9	132646111	132657721	2	7739	33138.423	1952.802	411	FNBP1	USP20,C9orf78	USP20	411	1
2_MACS_peak_5967_lociStitched	chr12	46119375	46132532	2	10056	33272.7373	2090.6473	412	ARID2,LOC400027		ARID2	412	1
4_MACS_peak_21078_lociStitched	chr5	55272692	55292027	4	15593	34603.8495	3484.167	413	IL6ST		IL6ST	413	1
2_MACS_peak_6916_lociStitched	chr12	125398059	125412972	2	10089	32416.3881	1321.2918	414	UBC	SCARB1	UBC	414	1
3_MACS_peak_27211_lociStitched	chr9	94181101	94195815	3	13161	34277.7344	3200.295	415	NFIL3		NFIL3	415	1
2_MACS_peak_11671_lociStitched	chr17	73868480	73875714	2	6040	32355.5118	1363.609	416	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	416	1
4_MACS_peak_20676_lociStitched	chr4	185366715	185381494	4	10318	33638.4819	2664.6537	417	IRF2		IRF2	417	1
1_MACS_peak_20680_lociStitched	chr4	185392186	185397203	1	5018	32125.8578	1163.944	418	IRF2		IRF2	418	1
1_MACS_peak_21507_lociStitched	chr5	109189519	109195920	1	6402	31982.5965	1033.1214	419	MAN2A1	LOC100289673	LOC100289673	419	1
1_MACS_peak_26522_lociStitched	chr8	134245135	134248802	1	3668	31842.0278	913.8164	420		WISP1	WISP1	420	1
3_MACS_peak_1808_lociStitched	chr1	161122692	161137506	3	7325	34495.8804	3601.2834	421	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	421	1
1_MACS_peak_19359_lociStitched	chr3	194022881	194026659	1	3779	31986.0592	1102.0426	422	LOC100131551	CPN2	LOC100131551	422	1
2_MACS_peak_14974_lociStitched	chr2	153914528	153928919	2	9444	32751.0378	1867.9518	423			ARL6IP6	423	1
1_MACS_peak_1443_lociStitched	chr1	145434034	145441367	1	7334	33040.2981	2192.567	424	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	424	1
1_MACS_peak_1658_lociStitched	chr1	154830739	154834395	1	3657	32073.3568	1247.7928	425	KCNN3		KCNN3	425	1
1_MACS_peak_15303_lociStitched	chr2	192539159	192546440	1	7282	32216.9688	1474.4025	426	OBFC2A		OBFC2A	426	1
4_MACS_peak_17407_lociStitched	chr22	39910553	39929634	4	12443	34214.1411	3570.0551	427	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	427	1
2_MACS_peak_12480_lociStitched	chr19	1647753	1654121	2	6342	31771.8624	1188.9056	428	TCF3	UQCR11	TCF3	428	1
3_MACS_peak_17378_lociStitched	chr22	39459256	39474329	3	11114	32999.3189	2455.3917	429	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	429	1
2_MACS_peak_1654_lociStitched	chr1	154755992	154765649	2	6369	33260.6394	2719.4112	430	KCNN3		KCNN3	430	1
2_MACS_peak_21694_lociStitched	chr5	131822908	131837596	2	11926	33275.664	2799.5328	431	IRF1	IL5	IRF1	431	1
4_MACS_peak_3785_lociStitched	chr10	104531391	104543026	4	9592	32476.7755	2047.76	432	C10orf26		C10orf26	432	1
1_MACS_peak_6500_lociStitched	chr12	94563009	94569350	1	6342	31590.862	1171.1827	433	PLXNC1		PLXNC1	433	1
1_MACS_peak_19945_lociStitched	chr4	76023384	76029519	1	6136	31670.097	1300.0065	434			PARM1	434	1
1_MACS_peak_3614_lociStitched	chr10	91645977	91650564	1	4588	31275.5421	965.1048	435			KIF20B	435	1
4_MACS_peak_23874_lociStitched	chr6	157976656	157999836	4	13440	32143.706	1914.668	436	ZDHHC14	MIR3692	MIR3692	436	1
2_MACS_peak_14863_lociStitched	chr2	134707795	134713960	2	5819	31676.3865	1467.27	437			MIR3679	437	1
1_MACS_peak_12220_lociStitched	chr18	48677675	48681485	1	3811	30987.492	807.339	438		MEX3C	MEX3C	438	1
2_MACS_peak_18574_lociStitched	chr3	119355897	119362644	2	5010	31499.7189	1348.7253	439	POPDC2	PLA1A,COX17	POPDC2	439	1
1_MACS_peak_9265_lociStitched	chr15	90637919	90646629	1	8711	31815.017	1664.481	440	IDH2		IDH2	440	1
1_MACS_peak_25245_lociStitched	chr7	134853291	134857376	1	4086	31207.766	1088.244	441	C7orf49	TMEM140,WDR91	C7orf49	441	1
3_MACS_peak_16651_lociStitched	chr21	19152048	19169149	3	14171	33488.8883	3370.6071	442	C21orf91		C21orf91	442	1
1_MACS_peak_3872_lociStitched	chr10	112255958	112264955	1	8998	31744.1151	1636.5543	443	DUSP5		DUSP5	443	1
2_MACS_peak_1758_lociStitched	chr1	159036457	159048334	2	6404	33193.8396	3089.2077	444	AIM2		AIM2	444	1
3_MACS_peak_16311_lociStitched	chr20	42569401	42585500	3	9902	32668.0908	2608.038	445	TOX2		TOX2	445	1
1_MACS_peak_8940_lociStitched	chr15	69108903	69114883	1	5981	31209.62	1194.804	446	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	446	1
4_MACS_peak_11742_lociStitched	chr17	76137419	76152189	4	9961	32272.45	2289.35	447	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	447	1
1_MACS_peak_11767_lociStitched	chr17	76884507	76889337	1	4831	30948.708	1039.899	448	TIMP2	USP36	TIMP2	448	1
1_MACS_peak_16264_lociStitched	chr20	37518765	37523148	1	4384	30750.6897	886.6809	449	PPP1R16B	FAM83D	FAM83D	449	1
5_MACS_peak_21941_lociStitched	chr5	150512911	150538087	5	15441	33871.7904	4008.0192	450	ANXA6		ANXA6	450	1
4_MACS_peak_22559_lociStitched	chr6	26017371	26034841	4	10974	32896.01	3058.997	451	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	451	1
1_MACS_peak_15947_lociStitched	chr20	9489971	9499799	1	9829	31671.7128	1861.4232	452	C20orf103		C20orf103	452	1
1_MACS_peak_16771_lociStitched	chr21	34912924	34917355	1	4432	31336.9182	1550.85	453	SON,GART	DNAJC28,DONSON	GART	453	1
4_MACS_peak_4822_lociStitched	chr11	67760541	67778334	4	11650	32326.3224	2583.5436	454	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	454	1
1_MACS_peak_2623_lociStitched	chr1	230257131	230261423	1	4293	30848.75	1205.1936	455	GALNT2		GALNT2	455	1
1_MACS_peak_830_lociStitched	chr1	53100974	53104455	1	3482	30356.7567	752.9403	456	FAM159A	GPX7	FAM159A	456	1
3_MACS_peak_8480_lociStitched	chr15	34619325	34635791	3	9775	32205.8494	2604.9212	457	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	457	1
3_MACS_peak_9268_lociStitched	chr15	90721510	90736312	3	7596	31877.5872	2312.0724	458	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	458	1
1_MACS_peak_14680_lociStitched	chr2	112249666	112253627	1	3962	30430.3825	925.6857	459	LOC541471		LOC541471	459	1
4_MACS_peak_12509_lociStitched	chr19	2254739	2274470	4	12480	33791.3106	4293.4656	460	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	460	1
2_MACS_peak_7362_lociStitched	chr13	78689228	78696209	2	6862	30857.4162	1374.5589	461			EDNRB	461	1
2_MACS_peak_22700_lociStitched	chr6	30649097	30659488	2	9064	31547.076	2100.0211	462	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	462	1
1_MACS_peak_24904_lociStitched	chr7	101946424	101951378	1	4955	30482.4574	1041.8262	463	SH2B2	MIR4285,SPDYE6	MIR4285	463	1
1_MACS_peak_21787_lociStitched	chr5	139046898	139052245	1	5348	30429.777	1053.8937	464	CXXC5		CXXC5	464	1
3_MACS_peak_2055_lociStitched	chr1	183438744	183451149	3	8606	32782.6935	3436.185	465	SMG7		SMG7	465	1
3_MACS_peak_19548_lociStitched	chr4	9599188	9610827	3	8485	31232.0926	1908.796	466		MIR548I2	MIR548I2	466	1
1_MACS_peak_2381_lociStitched	chr1	211430877	211435104	1	4228	30261.9384	1061.3997	467	RCOR3		RCOR3	467	1
1_MACS_peak_14219_lociStitched	chr2	66659659	66668485	1	8827	30358.7922	1215.3402	468	MEIS1		MEIS1	468	1
6_MACS_peak_26436_lociStitched	chr8	126285348	126308192	6	14312	32712.608	3575.086	469	NSMCE2		TRIB1	469	1
2_MACS_peak_27461_lociStitched	chr9	117127657	117137217	2	9365	30554.716	1431.132	470	AKNA	ORM1,ORM2	AKNA	470	1
4_MACS_peak_6667_lociStitched	chr12	109161970	109181160	4	8957	32179.711	3064.643	471	SSH1	CORO1C,SSH1	CORO1C	471	1
1_MACS_peak_11446_lociStitched	chr17	57695256	57698779	1	3524	29944.4431	867.3626	472	CLTC		CLTC	472	1
1_MACS_peak_1549_lociStitched	chr1	150335360	150339499	1	4140	30589.6934	1559.1613	473	RPRD2	PRPF3	RPRD2	473	1
2_MACS_peak_18979_lociStitched	chr3	156871562	156879640	2	5998	31024.3668	2024.3468	474	CCNL1	LOC339894	CCNL1	474	1
4_MACS_peak_11619_lociStitched	chr17	72733637	72757343	4	17658	32958.4518	3958.902	475	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	475	1
2_MACS_peak_6069_lociStitched	chr12	51312113	51323059	2	10632	31393.128	2393.8902	476	METTL7A	HIGD1C	METTL7A	476	1
1_MACS_peak_25101_lociStitched	chr7	121944297	121951905	1	7609	30730.9944	1761.252	477	LOC154860,FEZF1		FEZF1	477	1
2_MACS_peak_9637_lociStitched	chr16	14492042	14501698	2	5246	30548.6872	1595.1712	478			MIR365-1	478	1
3_MACS_peak_22350_lociStitched	chr6	7134974	7148016	3	11468	31461.2166	2588.837	479	RREB1		RREB1	479	1
5_MACS_peak_15402_lociStitched	chr2	202081318	202102044	5	14895	32981.2838	4122.4014	480	CASP10,CASP8	CASP8	CASP8	480	1
1_MACS_peak_4888_lociStitched	chr11	72523310	72527365	1	4056	29853.3155	1005.2345	481	ATG16L2	STARD10	ATG16L2	481	1
1_MACS_peak_2454_lociStitched	chr1	218336100	218340113	1	4014	29782.4795	935.8316	482			RRP15	482	1
1_MACS_peak_14657_lociStitched	chr2	111432056	111437559	1	5504	29907.7044	1074.1856	483	BUB1		BUB1	483	1
2_MACS_peak_25691_lociStitched	chr8	26428329	26437466	2	7777	30759.7105	1937.044	484	DPYSL2		DPYSL2	484	1
1_MACS_peak_21381_lociStitched	chr5	88595895	88600340	1	4446	29764.609	946.3405	485			MEF2C	485	1
1_MACS_peak_17286_lociStitched	chr22	36725868	36730603	1	4736	29593.75	789.798	486	MYH9		MYH9	486	1
2_MACS_peak_26064_lociStitched	chr8	72911561	72918452	2	5470	29964.1353	1176.2937	487	LOC100132891		TRPA1	487	1
1_MACS_peak_1405_lociStitched	chr1	143741926	143746159	1	4234	30204.9948	1477.317	488	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	488	1
3_MACS_peak_6874_lociStitched	chr12	123371248	123387151	3	13780	30436.7517	1709.5725	489	VPS37B		VPS37B	489	1
1_MACS_peak_6555_lociStitched	chr12	98907885	98912711	1	4827	29658.6656	949.7568	490	TMPO,LOC100128191		LOC100128191	490	1
2_MACS_peak_10828_lociStitched	chr17	27045981	27056727	2	8990	30608.9064	1951.4736	491	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	491	1
1_MACS_peak_21471_lociStitched	chr5	100234477	100241657	1	7181	30250.058	1618.372	492	ST8SIA4		ST8SIA4	492	1
3_MACS_peak_27508_lociStitched	chr9	123630447	123641415	3	8568	30476.7816	1875.528	493	PHF19	LOC253039,PSMD5,TRAF1	PHF19	493	1
1_MACS_peak_3986_lociStitched	chr10	125863640	125867493	1	3854	29502.0357	915.4728	494		CHST15	CHST15	494	1
2_MACS_peak_11727_lociStitched	chr17	75434519	75442947	2	6740	30156.2268	1624.9184	495	SEPT9	SEPT9,MIR4316	SEPT9	495	1
3_MACS_peak_13359_lociStitched	chr19	48824023	48837990	3	10408	31322.3942	2794.7967	496	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	496	1
1_MACS_peak_14899_lociStitched	chr2	137137938	137141461	1	3524	29208.1361	701.077	497			CXCR4	497	1
1_MACS_peak_5802_lociStitched	chr12	26306047	26312180	1	6134	29977.4907	1478.6663	498		SSPN,BHLHE41	BHLHE41	498	1
1_MACS_peak_22702_lociStitched	chr6	30683941	30690976	1	7036	30089.3985	1613.1255	499	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	499	1
1_MACS_peak_25193_lociStitched	chr7	129588138	129593272	1	5135	30023.1186	1548.9278	500	UBE2H		UBE2H	500	1
1_MACS_peak_15143_lociStitched	chr2	174826475	174831768	1	5294	29267.6435	801.3602	501	SP3		SP3	501	1
2_MACS_peak_9890_lociStitched	chr16	30661239	30673100	2	7607	30366.5322	1928.5986	502	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	502	1
1_MACS_peak_13626_lociStitched	chr2	10259654	10266867	1	7214	29838.0171	1402.9285	503	RRM2	C2orf48,CYS1	RRM2	503	1
1_MACS_peak_953_lociStitched	chr1	66795973	66803397	1	7425	30197.12	1795.8656	504	PDE4B		PDE4B	504	1
3_MACS_peak_9862_lociStitched	chr16	30193793	30212336	3	10962	32077.5357	3690.057	505	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	505	1
2_MACS_peak_8002_lociStitched	chr14	72980417	72989810	2	8330	29375.6682	1014.444	506	RGS6		DPF3	506	1
1_MACS_peak_9374_lociStitched	chr15	101737908	101744272	1	6365	29460.8652	1146.7928	507	CHSY1		CHSY1	507	1
3_MACS_peak_19159_lociStitched	chr3	178230439	178241039	3	8238	31019.84	2766.6	508		KCNMB2	KCNMB2	508	1
3_MACS_peak_2194_lociStitched	chr1	200850976	200863436	3	6784	30905.784	2706.312	509	C1orf106	GPR25,C1orf106	C1orf106	509	1
3_MACS_peak_14623_lociStitched	chr2	109829452	109843103	3	8209	30692.9084	2541.8162	510	SH3RF3		MIR4265	510	1
1_MACS_peak_3803_lociStitched	chr10	105229955	105233133	1	3179	28880.7106	770.0294	511	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	511	1
2_MACS_peak_12852_lociStitched	chr19	16221446	16231777	2	9818	30039.4487	1962.89	512	RAB8A	TPM4,HSH2D	RAB8A	512	1
2_MACS_peak_20774_lociStitched	chr5	1335401	1346212	2	9907	29898.9016	1829.2212	513	CLPTM1L	TERT	CLPTM1L	513	1
1_MACS_peak_12527_lociStitched	chr19	2594644	2600613	1	5970	29651.6044	1620.5835	514	GNG7		GNG7	514	1
3_MACS_peak_5434_lociStitched	chr11	129233735	129248926	3	9477	30568.8493	2546.0116	515	BARX2		BARX2	515	1
1_MACS_peak_23597_lociStitched	chr6	130004093	130010729	1	6637	29311.212	1353.744	516	ARHGAP18		ARHGAP18	516	1
1_MACS_peak_27201_lociStitched	chr9	93733212	93737677	1	4466	28871.1365	943.4545	517			LOC100129316	517	1
1_MACS_peak_16573_lociStitched	chr20	60911582	60916866	1	5285	28850.1116	972.7844	518	LAMA5	ADRM1,RPS21	LAMA5	518	1
2_MACS_peak_11700_lociStitched	chr17	74721306	74735095	2	8567	30352.3468	2505.4613	519	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	519	1
2_MACS_peak_13481_lociStitched	chr19	55762912	55772313	2	9219	29427.0102	1603.8106	520	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	520	1
3_MACS_peak_1625_lociStitched	chr1	153928960	153941466	3	8546	31102.422	3379.1212	521	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	521	1
1_MACS_peak_212_lociStitched	chr1	16159972	16163522	1	3551	28194.1	503.745	522	FLJ37453	SPEN,UQCRHL	SPEN	522	1
1_MACS_peak_1569_lociStitched	chr1	151042009	151044572	1	2564	28366.7714	678.9387	523	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	523	1
3_MACS_peak_18444_lociStitched	chr3	101495584	101513223	3	10795	30473.1364	2801.0732	524	FAM55C	NFKBIZ	FAM55C	524	1
1_MACS_peak_11506_lociStitched	chr17	62197018	62210312	1	13295	30336.908	2685.388	525	ERN1	SNORD104,SNORA76	ERN1	525	1
3_MACS_peak_22783_lociStitched	chr6	33279396	33292546	3	8879	30130.595	2526.115	526	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	526	1
2_MACS_peak_4641_lociStitched	chr11	62597971	62610564	2	7224	29805.1124	2222.6645	527	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	527	1
2_MACS_peak_19446_lociStitched	chr4	1712487	1724926	2	7376	29196.8208	1624.5334	528	TACC3,SLBP,TMEM129	FAM53A	TMEM129	528	1
1_MACS_peak_4425_lociStitched	chr11	35159818	35168910	1	9093	29419.8936	1873.8612	529	CD44		CD44	529	1
3_MACS_peak_22112_lociStitched	chr5	171601079	171616233	3	10897	30064.0206	2547.3874	530	STK10	EFCAB9	STK10	530	1
1_MACS_peak_12299_lociStitched	chr18	56806304	56811952	1	5649	28581.1392	1226.1808	531	SEC11C		SEC11C	531	1
4_MACS_peak_23658_lociStitched	chr6	135322857	135344073	4	10420	30915.9552	3655.5168	532	HBS1L	MIR3662,HBS1L	MIR3662	532	1
1_MACS_peak_17713_lociStitched	chr3	13371793	13377122	1	5330	28257.0225	1014.6416	533	NUP210		NUP210	533	1
4_MACS_peak_16578_lociStitched	chr20	61272999	61290820	4	10706	29584.6421	2343.4615	534	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	534	1
3_MACS_peak_26870_lociStitched	chr9	33286813	33298870	3	7426	29167.0887	2012.3133	535	NFX1	SPINK4,CHMP5,BAG1	NFX1	535	1
1_MACS_peak_24162_lociStitched	chr7	20368370	20372686	1	4317	28042.7784	911.1076	536	ITGB8		ITGB8	536	1
2_MACS_peak_9290_lociStitched	chr15	91472335	91479670	2	6558	28652.7105	1601.964	537	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	537	1
2_MACS_peak_25389_lociStitched	chr7	150125284	150133991	2	5997	29391.3492	2383.9766	538	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	538	1
3_MACS_peak_14245_lociStitched	chr2	68988902	69003907	3	8260	29690.3935	2690.3965	539	ARHGAP25		ARHGAP25	539	1
1_MACS_peak_22641_lociStitched	chr6	27857387	27864213	1	6827	28606.4008	1655.305	540	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	540	1
1_MACS_peak_13502_lociStitched	chr19	56329055	56332832	1	3778	27852.3534	941.6061	541	NLRP11	NLRP4	NLRP4	541	1
3_MACS_peak_17790_lociStitched	chr3	20080309	20098180	3	11671	29533.6146	2637.7596	542	KAT2B	C3orf48	KAT2B	542	1
5_MACS_peak_25717_lociStitched	chr8	27930207	27951651	5	13730	30845.0496	3997.1616	543	ELP3,C8orf80		C8orf80	543	1
2_MACS_peak_19973_lociStitched	chr4	77608695	77624750	2	14754	29870.3275	3044.028	544	SHROOM3		ANKRD56	544	1
1_MACS_peak_1929_lociStitched	chr1	169861592	169864427	1	2836	27652.59	851.634	545	SCYL3		SCYL3	545	1
2_MACS_peak_11740_lociStitched	chr17	76116541	76129513	2	8897	28830.27	2037.9012	546	TMC8,TMC6	C17orf99,SYNGR2	TMC6	546	1
2_MACS_peak_19740_lociStitched	chr4	40302530	40312602	2	9404	28815.992	2029.508	547		CHRNA9	CHRNA9	547	1
3_MACS_peak_3419_lociStitched	chr10	74006966	74024315	3	9158	29845.4847	3063.8334	548		ANAPC16,DDIT4,ASCC1	DDIT4	548	1
2_MACS_peak_11664_lociStitched	chr17	73774256	73782460	2	6738	28252.9352	1472.618	549	UNK,H3F3B	GALK1	UNK	549	1
1_MACS_peak_7586_lociStitched	chr14	21147622	21153693	1	6072	27612.7293	866.9388	550	RNASE4,ANG	RNASE4,OR6S1	ANG	550	1
1_MACS_peak_28729_lociStitched	chrX	153232587	153239563	1	6977	27460.3264	716.4352	551	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	551	1
1_MACS_peak_18483_lociStitched	chr3	108787892	108793049	1	5158	27875.1321	1156.1994	552	MORC1		MORC1	552	1
1_MACS_peak_27463_lociStitched	chr9	117146418	117151575	1	5158	27745.1757	1055.6379	553	AKNA		AKNA	553	1
2_MACS_peak_19482_lociStitched	chr4	4029754	4037367	2	6164	27865.8639	1193.7184	554			LOC348926	554	1
1_MACS_peak_21505_lociStitched	chr5	109023851	109034318	1	10468	28712.0277	2089.2132	555	MAN2A1		MAN2A1	555	1
3_MACS_peak_22969_lociStitched	chr6	44213378	44233739	3	11543	29993.7891	3379.926	556	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	556	1
2_MACS_peak_22715_lociStitched	chr6	31164402	31172998	2	6070	28259.35	1651.2916	557	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	557	1
2_MACS_peak_12809_lociStitched	chr19	13949058	13959274	2	8048	28140.9936	1633.5384	558		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	558	1
2_MACS_peak_9038_lociStitched	chr15	75352881	75363152	2	7833	28314.0657	1838.509	559		PPCDC	PPCDC	559	1
2_MACS_peak_17152_lociStitched	chr22	27005295	27014883	2	7066	28397.7384	1937.7348	560	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	560	1
1_MACS_peak_1601_lociStitched	chr1	152006414	152012307	1	5894	28181.5046	1751.9889	561	S100A11	S100A10,TCHHL1	S100A11	561	1
2_MACS_peak_28055_lociStitched	chrX	39712549	39720901	2	5675	27356.1408	931.248	562			BCOR	562	1
4_MACS_peak_18916_lociStitched	chr3	151985386	152002015	4	12842	29296.9722	2925.0411	563	MBNL1,LOC401093	MBNL1	LOC401093	563	1
1_MACS_peak_19829_lociStitched	chr4	56812380	56817154	1	4775	27459.5706	1114.2516	564	CEP135		CEP135	564	1
3_MACS_peak_20364_lociStitched	chr4	129724115	129741415	3	9917	28913.49	2586.35	565	PHF17		PHF17	565	1
