#16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_ROSE/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam
#Using cutoff of 23887.9584 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
1_MACS_peak_13647_lociStitched	chr2	11605278	11607067	1	1790	2961.5106	348.855	12757	0
1_MACS_peak_13245_lociStitched	chr19	44204462	44206251	1	1790	1792.0413	388.9286	12758	0
1_MACS_peak_13028_lociStitched	chr19	32836069	32837858	1	1790	3512.3437	308.9603	12759	0
1_MACS_peak_9628_lociStitched	chr16	14013139	14014928	1	1790	3484.4353	448.1445	12760	0
1_MACS_peak_8845_lociStitched	chr15	63339905	63341694	1	1790	2272.7456	335.0797	12761	0
1_MACS_peak_2389_lociStitched	chr1	211564463	211566252	1	1790	2290.2778	415.4058	12762	0
1_MACS_peak_22392_lociStitched	chr6	10625966	10627754	1	1789	2189.406	468.9924	12763	0
1_MACS_peak_21077_lociStitched	chr5	55007340	55009128	1	1789	2131.1172	401.2272	12764	0
1_MACS_peak_16796_lociStitched	chr21	36420519	36422307	1	1789	1644.96	548.5584	12765	0
1_MACS_peak_14301_lociStitched	chr2	71643645	71645433	1	1789	3797.3544	304.3176	12766	0
1_MACS_peak_12551_lociStitched	chr19	3698975	3700763	1	1789	1739.1876	278.2128	12767	0
1_MACS_peak_3679_lociStitched	chr10	97666519	97668307	1	1789	2509.2792	428.5836	12768	0
1_MACS_peak_1243_lociStitched	chr1	109418938	109420726	1	1789	1219.9524	133.7424	12769	0
2_MACS_peak_15713_lociStitched	chr2	234257427	234263061	2	1789	1644.5646	461.4246	12770	0
1_MACS_peak_27992_lociStitched	chrX	23760213	23762000	1	1788	1436.5693	205.1476	12771	0
1_MACS_peak_23050_lociStitched	chr6	53290902	53292689	1	1788	3159.416	260.0085	12772	0
1_MACS_peak_17833_lociStitched	chr3	28282329	28284116	1	1788	2432.107	380.4523	12773	0
1_MACS_peak_10150_lociStitched	chr16	67926506	67928293	1	1788	2848.1206	311.4741	12774	0
1_MACS_peak_9351_lociStitched	chr15	99688490	99690277	1	1788	3327.7514	377.9505	12775	0
1_MACS_peak_6020_lociStitched	chr12	49137538	49139325	1	1788	1792.0036	246.606	12776	0
1_MACS_peak_3619_lociStitched	chr10	92548093	92549880	1	1788	1822.2039	409.7591	12777	0
1_MACS_peak_2567_lociStitched	chr1	226632029	226633816	1	1788	2472.4932	525.9141	12778	0
1_MACS_peak_25419_lociStitched	chr7	152364505	152366291	1	1787	1871.728	465.9674	12779	0
1_MACS_peak_25233_lociStitched	chr7	134000709	134002495	1	1787	3061.5612	498.294	12780	0
1_MACS_peak_24358_lociStitched	chr7	39605144	39606930	1	1787	3307.672	355.5926	12781	0
1_MACS_peak_19776_lociStitched	chr4	47464663	47466449	1	1787	3663.6218	444.5354	12782	0
1_MACS_peak_19597_lociStitched	chr4	15682474	15684260	1	1787	5055.273	413.6376	12783	0
1_MACS_peak_17252_lociStitched	chr22	35626208	35627994	1	1787	1903.876	494.5434	12784	0
1_MACS_peak_14260_lociStitched	chr2	70025318	70027104	1	1787	1955.67	386.1332	12785	0
1_MACS_peak_8596_lociStitched	chr15	42499552	42501338	1	1787	2723.8286	417.031	12786	0
1_MACS_peak_5494_lociStitched	chr12	782537	784323	1	1787	2400.9198	253.612	12787	0
1_MACS_peak_800_lociStitched	chr1	51668612	51670398	1	1787	1693.4852	341.126	12788	0
1_MACS_peak_19352_lociStitched	chr3	193787952	193789737	1	1786	2189.6595	367.8885	12789	0
1_MACS_peak_17146_lociStitched	chr22	26907496	26909281	1	1786	2194.836	382.704	12790	0
1_MACS_peak_16172_lociStitched	chr20	32950455	32952240	1	1786	3327.0615	322.728	12791	0
1_MACS_peak_7538_lociStitched	chr13	114478465	114480250	1	1786	3269.406	375.0285	12792	0
1_MACS_peak_6926_lociStitched	chr12	126990798	126992583	1	1786	1382.661	164.577	12793	0
1_MACS_peak_4088_lociStitched	chr11	841520	843305	1	1786	6795.6735	215.985	12794	0
1_MACS_peak_3756_lociStitched	chr10	103542153	103543938	1	1786	1564.1955	493.5525	12795	0
2_MACS_peak_2709_lociStitched	chr1	239332248	239334608	2	1786	911.432	359.428	12796	0
1_MACS_peak_25928_lociStitched	chr8	56791776	56793560	1	1785	1353.8776	275.9848	12797	0
1_MACS_peak_24725_lociStitched	chr7	83687093	83688877	1	1785	1961.6864	196.0616	12798	0
1_MACS_peak_21977_lociStitched	chr5	154061647	154063431	1	1785	3720.3536	346.2744	12799	0
1_MACS_peak_19771_lociStitched	chr4	44727351	44729135	1	1785	2623.9072	290.9704	12800	0
1_MACS_peak_7835_lociStitched	chr14	54862940	54864724	1	1785	1770.9768	237.4504	12801	0
1_MACS_peak_7769_lociStitched	chr14	49669582	49671366	1	1785	1176.1912	169.6584	12802	0
1_MACS_peak_7499_lociStitched	chr13	110689548	110691332	1	1785	2314.3832	324.8664	12803	0
1_MACS_peak_5217_lociStitched	chr11	111944289	111946073	1	1785	5133.1032	349.664	12804	0
1_MACS_peak_4461_lociStitched	chr11	43965373	43967157	1	1785	1082.1744	286.1536	12805	0
1_MACS_peak_3758_lociStitched	chr10	103589705	103591489	1	1785	1511.94	420.6672	12806	0
1_MACS_peak_3552_lociStitched	chr10	83353771	83355555	1	1785	2619.2688	307.5616	12807	0
1_MACS_peak_27568_lociStitched	chr9	127962007	127963790	1	1784	2267.4411	468.2158	12808	0
1_MACS_peak_19589_lociStitched	chr4	14166453	14168236	1	1784	2101.9787	312.2033	12809	0
1_MACS_peak_18686_lociStitched	chr3	127468643	127470426	1	1784	2245.1536	348.7548	12810	0
1_MACS_peak_16181_lociStitched	chr20	33358615	33360398	1	1784	2391.003	268.3415	12811	0
1_MACS_peak_9981_lociStitched	chr16	50154840	50156623	1	1784	1204.0599	291.3422	12812	0
1_MACS_peak_9093_lociStitched	chr15	78422985	78424768	1	1784	1960.7651	211.6421	12813	0
1_MACS_peak_4306_lociStitched	chr11	18608952	18610735	1	1784	1814.5591	323.2579	12814	0
1_MACS_peak_1593_lociStitched	chr1	151787539	151789322	1	1784	1878.7471	424.1757	12815	0
1_MACS_peak_21744_lociStitched	chr5	135415439	135417221	1	1783	1652.0922	197.2674	12816	0
1_MACS_peak_17274_lociStitched	chr22	36278241	36280023	1	1783	2103.4728	327.888	12817	0
1_MACS_peak_16931_lociStitched	chr21	45758605	45760387	1	1783	6422.8626	299.7324	12818	0
1_MACS_peak_14026_lociStitched	chr2	47629465	47631247	1	1783	4015.2024	460.1124	12819	0
1_MACS_peak_11566_lociStitched	chr17	66254535	66256317	1	1783	3238.6068	261.4194	12820	0
1_MACS_peak_10496_lociStitched	chr17	2717133	2718915	1	1783	4895.8668	440.6886	12821	0
1_MACS_peak_10255_lociStitched	chr16	74639867	74641649	1	1783	1813.8978	205.6428	12822	0
1_MACS_peak_4949_lociStitched	chr11	77122025	77123807	1	1783	1681.6734	338.0454	12823	0
1_MACS_peak_3733_lociStitched	chr10	102026445	102028227	1	1783	2349.567	328.2444	12824	0
1_MACS_peak_1749_lociStitched	chr1	157695774	157697556	1	1783	2285.5932	650.43	12825	0
1_MACS_peak_27533_lociStitched	chr9	125702520	125704301	1	1782	2088.4006	337.4995	12826	0
1_MACS_peak_27182_lociStitched	chr9	92444213	92445994	1	1782	1733.9816	385.7646	12827	0
1_MACS_peak_18227_lociStitched	chr3	58317995	58319776	1	1782	1085.5195	276.7674	12828	0
1_MACS_peak_16303_lociStitched	chr20	42142073	42143854	1	1782	1458.8171	221.7345	12829	0
1_MACS_peak_9459_lociStitched	chr16	2272958	2274739	1	1782	3091.6379	494.0494	12830	0
1_MACS_peak_5552_lociStitched	chr12	6343869	6345650	1	1782	2028.9152	134.9998	12831	0
1_MACS_peak_3819_lociStitched	chr10	105653669	105655450	1	1782	1839.4168	257.5326	12832	0
1_MACS_peak_26641_lociStitched	chr8	146077500	146079280	1	1781	2737.818	239.588	12833	0
1_MACS_peak_24000_lociStitched	chr7	2933299	2935079	1	1781	2549.672	201.14	12834	0
1_MACS_peak_21450_lociStitched	chr5	96231445	96233225	1	1781	2589.544	445.89	12835	0
1_MACS_peak_12695_lociStitched	chr19	10380597	10382377	1	1781	1361.7	251.158	12836	0
1_MACS_peak_6378_lociStitched	chr12	79015945	79017725	1	1781	2046.288	226.594	12837	0
1_MACS_peak_3454_lociStitched	chr10	75624831	75626611	1	1781	1973.664	279.994	12838	0
1_MACS_peak_3129_lociStitched	chr10	35483874	35485654	1	1781	2165.726	280.884	12839	0
1_MACS_peak_24225_lociStitched	chr7	25764684	25766463	1	1780	1611.5961	347.7945	12840	0
1_MACS_peak_23002_lociStitched	chr6	49422125	49423904	1	1780	1998.8844	327.5139	12841	0
1_MACS_peak_22464_lociStitched	chr6	15434280	15436059	1	1780	1660.8744	376.9701	12842	0
1_MACS_peak_22105_lociStitched	chr5	171056883	171058662	1	1780	1469.454	315.4167	12843	0
1_MACS_peak_12435_lociStitched	chr19	488172	489951	1	1780	3080.8722	298.5162	12844	0
1_MACS_peak_6709_lociStitched	chr12	111019709	111021488	1	1780	1398.8277	107.6295	12845	0
1_MACS_peak_24191_lociStitched	chr7	23040413	23042191	1	1779	1122.9848	193.2686	12846	0
1_MACS_peak_22479_lociStitched	chr6	16591355	16593133	1	1779	2559.9644	424.4086	12847	0
1_MACS_peak_21678_lociStitched	chr5	131355150	131356928	1	1779	1566.418	416.7632	12848	0
1_MACS_peak_21266_lociStitched	chr5	75394406	75396184	1	1779	2966.2374	272.7452	12849	0
1_MACS_peak_21211_lociStitched	chr5	68855189	68856967	1	1779	2411.3236	326.7964	12850	0
1_MACS_peak_20576_lociStitched	chr4	167582827	167584605	1	1779	2652.4204	199.3138	12851	0
1_MACS_peak_15155_lociStitched	chr2	175314414	175316192	1	1779	3497.8594	272.3896	12852	0
1_MACS_peak_14760_lociStitched	chr2	119980603	119982381	1	1779	1388.0846	128.3716	12853	0
1_MACS_peak_27824_lociStitched	chrX	1600023	1601800	1	1778	1397.9659	88.3169	12854	0
1_MACS_peak_27023_lociStitched	chr9	68504015	68505792	1	1778	2376.3821	434.4765	12855	0
1_MACS_peak_23502_lociStitched	chr6	116936919	116938696	1	1778	1081.3045	281.1214	12856	0
1_MACS_peak_23020_lociStitched	chr6	52226237	52228014	1	1778	1939.0624	296.0482	12857	0
1_MACS_peak_20472_lociStitched	chr4	147189731	147191508	1	1778	1520.5789	401.602	12858	0
1_MACS_peak_18277_lociStitched	chr3	69061956	69063733	1	1778	2809.7924	331.9436	12859	0
1_MACS_peak_13581_lociStitched	chr2	3951692	3953469	1	1778	2359.1452	201.6895	12860	0
1_MACS_peak_10412_lociStitched	chr16	89488517	89490294	1	1778	1619.7355	266.1946	12861	0
1_MACS_peak_8875_lociStitched	chr15	64888536	64890313	1	1778	4494.9215	457.5775	12862	0
1_MACS_peak_4095_lociStitched	chr11	1784132	1785909	1	1778	2305.1244	259.7974	12863	0
1_MACS_peak_3948_lociStitched	chr10	121463851	121465628	1	1778	1248.1648	268.6824	12864	0
2_MACS_peak_28291_lociStitched	chrX	68835774	68839484	2	1778	1117.452	315.35	12865	0
2_MACS_peak_16292_lociStitched	chr20	40292858	40298971	2	1778	1507.4658	895.5545	12866	0
1_MACS_peak_27936_lociStitched	chrX	15799717	15801493	1	1777	2199.9312	203.5296	12867	0
1_MACS_peak_25803_lociStitched	chr8	37001482	37003258	1	1777	3046.728	363.0144	12868	0
1_MACS_peak_13574_lociStitched	chr2	3430339	3432115	1	1777	2515.5264	288.9552	12869	0
1_MACS_peak_12861_lociStitched	chr19	16307781	16309557	1	1777	1937.2608	255.0336	12870	0
1_MACS_peak_10030_lociStitched	chr16	56763285	56765061	1	1777	1884.1584	270.6624	12871	0
1_MACS_peak_8878_lociStitched	chr15	64994540	64996316	1	1777	3139.4352	400.488	12872	0
1_MACS_peak_1819_lociStitched	chr1	161359099	161360875	1	1777	2129.7792	605.616	12873	0
1_MACS_peak_1797_lociStitched	chr1	160921083	160922859	1	1777	1487.2224	439.56	12874	0
1_MACS_peak_27737_lociStitched	chr9	136856935	136858710	1	1776	931.6975	114.665	12875	0
1_MACS_peak_24278_lociStitched	chr7	30810326	30812101	1	1776	1918.42	322.1625	12876	0
1_MACS_peak_22883_lociStitched	chr6	39081803	39083578	1	1776	5964.71	372.9275	12877	0
1_MACS_peak_22355_lociStitched	chr6	7188137	7189912	1	1776	2195.1425	296.9575	12878	0
1_MACS_peak_21231_lociStitched	chr5	71403572	71405347	1	1776	1934.2175	165.2525	12879	0
1_MACS_peak_21193_lociStitched	chr5	66915886	66917661	1	1776	1329.12	374.17	12880	0
1_MACS_peak_19849_lociStitched	chr4	60418483	60420258	1	1776	3404.095	387.8375	12881	0
1_MACS_peak_14309_lociStitched	chr2	73440601	73442376	1	1776	1753.345	381.625	12882	0
1_MACS_peak_13591_lociStitched	chr2	7805332	7807107	1	1776	1893.0375	361.9225	12883	0
1_MACS_peak_12727_lociStitched	chr19	11159164	11160939	1	1776	2353.1175	391.92	12884	0
1_MACS_peak_11699_lociStitched	chr17	74710702	74712477	1	1776	2308.3875	487.06	12885	0
1_MACS_peak_11597_lociStitched	chr17	70506010	70507785	1	1776	1545.315	280.095	12886	0
1_MACS_peak_11364_lociStitched	chr17	51195456	51197231	1	1776	2091.4825	279.5625	12887	0
1_MACS_peak_11030_lociStitched	chr17	36829964	36831739	1	1776	1730.98	256.4875	12888	0
1_MACS_peak_7634_lociStitched	chr14	23503321	23505096	1	1776	7056.69	241.755	12889	0
1_MACS_peak_4662_lociStitched	chr11	63932758	63934533	1	1776	1949.1275	201.8175	12890	0
1_MACS_peak_27693_lociStitched	chr9	133587692	133589466	1	1775	6701.1076	312.7562	12891	0
1_MACS_peak_22377_lociStitched	chr6	8434724	8436498	1	1775	3032.2982	349.3006	12892	0
1_MACS_peak_22106_lociStitched	chr5	171086615	171088389	1	1775	2479.165	404.2946	12893	0
1_MACS_peak_18526_lociStitched	chr3	112709138	112710912	1	1775	8425.4356	464.9654	12894	0
1_MACS_peak_15270_lociStitched	chr2	190211507	190213281	1	1775	1848.8628	325.3516	12895	0
1_MACS_peak_7036_lociStitched	chr13	25860513	25862287	1	1775	2516.2416	253.8594	12896	0
1_MACS_peak_6057_lociStitched	chr12	50560061	50561835	1	1775	1348.24	389.0382	12897	0
1_MACS_peak_4560_lociStitched	chr11	59135337	59137111	1	1775	2665.435	378.2168	12898	0
1_MACS_peak_4353_lociStitched	chr11	26099311	26101085	1	1775	1906.6952	323.4002	12899	0
1_MACS_peak_3558_lociStitched	chr10	84037643	84039417	1	1775	3716.53	428.0662	12900	0
1_MACS_peak_825_lociStitched	chr1	52607383	52609157	1	1775	2502.0496	303.5314	12901	0
1_MACS_peak_23879_lociStitched	chr6	158184291	158186064	1	1774	1717.1505	290.0628	12902	0
1_MACS_peak_21834_lociStitched	chr5	141403607	141405380	1	1774	3806.8083	429.9525	12903	0
1_MACS_peak_20262_lociStitched	chr4	113435690	113437463	1	1774	1615.203	256.5531	12904	0
1_MACS_peak_19688_lociStitched	chr4	35501889	35503662	1	1774	1818.3888	257.9715	12905	0
1_MACS_peak_14543_lociStitched	chr2	99682020	99683793	1	1774	3873.2958	388.9962	12906	0
1_MACS_peak_7296_lociStitched	chr13	60737294	60739067	1	1774	2595.4947	196.9803	12907	0
1_MACS_peak_3048_lociStitched	chr10	27118540	27120313	1	1774	1682.577	277.1199	12908	0
1_MACS_peak_2455_lociStitched	chr1	218457802	218459575	1	1774	3969.3924	752.2839	12909	0
1_MACS_peak_26693_lociStitched	chr9	3758278	3760050	1	1773	1488.48	352.0964	12910	0
1_MACS_peak_25880_lociStitched	chr8	47867253	47869025	1	1773	1818.2492	216.184	12911	0
1_MACS_peak_25301_lociStitched	chr7	141092272	141094044	1	1773	2191.2552	363.26	12912	0
1_MACS_peak_23200_lociStitched	chr6	81149784	81151556	1	1773	1363.7312	337.7432	12913	0
1_MACS_peak_16328_lociStitched	chr20	43149678	43151450	1	1773	3198.1056	275.7232	12914	0
1_MACS_peak_15852_lociStitched	chr20	2820511	2822283	1	1773	3408.7964	222.5632	12915	0
1_MACS_peak_9691_lociStitched	chr16	18557694	18559466	1	1773	1226.224	270.4072	12916	0
1_MACS_peak_9199_lociStitched	chr15	85777046	85778818	1	1773	1296.218	279.4444	12917	0
1_MACS_peak_8681_lociStitched	chr15	47626387	47628159	1	1773	1896.2172	300.8856	12918	0
1_MACS_peak_6992_lociStitched	chr13	21099219	21100991	1	1773	2095.5672	242.0552	12919	0
1_MACS_peak_5915_lociStitched	chr12	38858271	38860043	1	1773	2075.3664	290.7852	12920	0
1_MACS_peak_4994_lociStitched	chr11	82501349	82503121	1	1773	1451.6224	317.8968	12921	0
1_MACS_peak_3461_lociStitched	chr10	75757012	75758784	1	1773	1786.176	413.0532	12922	0
1_MACS_peak_3309_lociStitched	chr10	64027485	64029257	1	1773	2230.948	334.5536	12923	0
1_MACS_peak_1383_lociStitched	chr1	120673962	120675734	1	1773	2198.5204	435.3804	12924	0
1_MACS_peak_26955_lociStitched	chr9	37421877	37423648	1	1772	2909.753	426.2797	12925	0
1_MACS_peak_25644_lociStitched	chr8	22525605	22527376	1	1772	2184.3514	382.8902	12926	0
1_MACS_peak_23210_lociStitched	chr6	82936857	82938628	1	1772	1868.9363	143.9823	12927	0
1_MACS_peak_21442_lociStitched	chr5	95774681	95776452	1	1772	3447.6057	288.673	12928	0
1_MACS_peak_17202_lociStitched	chr22	30986799	30988570	1	1772	6090.1148	387.3177	12929	0
1_MACS_peak_16397_lociStitched	chr20	46456409	46458180	1	1772	1817.046	264.4103	12930	0
1_MACS_peak_11023_lociStitched	chr17	36452208	36453979	1	1772	2575.5653	374.7436	12931	0
1_MACS_peak_10592_lociStitched	chr17	7306538	7308309	1	1772	1671.2927	258.566	12932	0
1_MACS_peak_10345_lociStitched	chr16	84208696	84210467	1	1772	2052.4119	270.963	12933	0
1_MACS_peak_9949_lociStitched	chr16	46897452	46899223	1	1772	2469.6595	405.0277	12934	0
1_MACS_peak_9527_lociStitched	chr16	4578812	4580583	1	1772	4045.4953	298.5906	12935	0
1_MACS_peak_6964_lociStitched	chr12	133286559	133288330	1	1772	1556.0006	169.8389	12936	0
1_MACS_peak_2486_lociStitched	chr1	221966297	221968068	1	1772	4426.7916	553.6146	12937	0
1_MACS_peak_24846_lociStitched	chr7	99612573	99614343	1	1771	1548.219	319.485	12938	0
1_MACS_peak_24338_lociStitched	chr7	37487639	37489409	1	1771	1547.688	294.528	12939	0
1_MACS_peak_24204_lociStitched	chr7	23636604	23638374	1	1771	2385.075	283.554	12940	0
1_MACS_peak_10192_lociStitched	chr16	69457755	69459525	1	1771	2608.095	518.256	12941	0
1_MACS_peak_8040_lociStitched	chr14	75468728	75470498	1	1771	1491.402	195.408	12942	0
1_MACS_peak_7724_lociStitched	chr14	35182640	35184410	1	1771	1841.862	146.91	12943	0
1_MACS_peak_6885_lociStitched	chr12	123604248	123606018	1	1771	1845.756	167.265	12944	0
1_MACS_peak_3681_lociStitched	chr10	97802823	97804593	1	1771	1943.991	282.138	12945	0
1_MACS_peak_1938_lociStitched	chr1	170900667	170902437	1	1771	2441.892	423.915	12946	0
1_MACS_peak_28800_lociStitched	chrY	1589842	1591611	1	1770	955.6138	80.3126	12947	0
1_MACS_peak_26741_lociStitched	chr9	6703148	6704917	1	1770	4025.0057	370.7824	12948	0
1_MACS_peak_22528_lociStitched	chr6	24645330	24647099	1	1770	2027.9816	336.8176	12949	0
1_MACS_peak_22099_lociStitched	chr5	170270696	170272465	1	1770	1522.5783	328.5033	12950	0
1_MACS_peak_22049_lociStitched	chr5	159826112	159827881	1	1770	5584.2023	276.1409	12951	0
1_MACS_peak_17107_lociStitched	chr22	24147920	24149689	1	1770	1062.1076	318.9507	12952	0
1_MACS_peak_13017_lociStitched	chr19	30096185	30097954	1	1770	4618.5052	424.3831	12953	0
1_MACS_peak_8669_lociStitched	chr15	46589266	46591035	1	1770	1600.7681	334.5179	12954	0
1_MACS_peak_8634_lociStitched	chr15	44676630	44678399	1	1770	1631.018	248.5445	12955	0
1_MACS_peak_624_lociStitched	chr1	40264173	40265942	1	1770	5182.8162	430.0439	12956	0
1_MACS_peak_27013_lociStitched	chr9	67308608	67310376	1	1769	2672.1552	375.3464	12957	0
1_MACS_peak_25370_lociStitched	chr7	149018139	149019907	1	1769	1865.0632	417.7784	12958	0
1_MACS_peak_23462_lociStitched	chr6	111622658	111624426	1	1769	1341.3816	278.1064	12959	0
1_MACS_peak_20859_lociStitched	chr5	14744255	14746023	1	1769	1611.7088	282.7032	12960	0
1_MACS_peak_19264_lociStitched	chr3	184999750	185001518	1	1769	2818.7224	630.8224	12961	0
1_MACS_peak_19042_lociStitched	chr3	166217455	166219223	1	1769	2362.932	416.0104	12962	0
1_MACS_peak_17963_lociStitched	chr3	43662856	43664624	1	1769	1800.5312	517.14	12963	0
1_MACS_peak_15890_lociStitched	chr20	4898610	4900378	1	1769	1693.3904	391.4352	12964	0
1_MACS_peak_12956_lociStitched	chr19	19626218	19627986	1	1769	3912.4072	290.1288	12965	0
1_MACS_peak_7604_lociStitched	chr14	22190495	22192263	1	1769	1903.252	148.6888	12966	0
1_MACS_peak_5426_lociStitched	chr11	128616756	128618524	1	1769	1515.3528	273.6864	12967	0
1_MACS_peak_3151_lociStitched	chr10	43277425	43279193	1	1769	5042.6896	313.6432	12968	0
1_MACS_peak_1615_lociStitched	chr1	153747336	153749104	1	1769	3174.2672	430.3312	12969	0
1_MACS_peak_1435_lociStitched	chr1	145172259	145174027	1	1769	1966.016	676.26	12970	0
1_MACS_peak_836_lociStitched	chr1	53308052	53309820	1	1769	1536.9224	211.276	12971	0
1_MACS_peak_700_lociStitched	chr1	43974800	43976568	1	1769	1594.2056	320.5384	12972	0
1_MACS_peak_27703_lociStitched	chr9	134360614	134362381	1	1768	1243.4379	258.3354	12973	0
1_MACS_peak_26032_lociStitched	chr8	70464952	70466719	1	1768	1265.172	246.8499	12974	0
1_MACS_peak_23899_lociStitched	chr6	159420185	159421952	1	1768	2604.3813	159.9135	12975	0
1_MACS_peak_22244_lociStitched	chr6	156172	157939	1	1768	1655.5023	322.6542	12976	0
1_MACS_peak_20616_lociStitched	chr4	175442568	175444335	1	1768	1441.5186	372.4836	12977	0
1_MACS_peak_20518_lociStitched	chr4	154143129	154144896	1	1768	1768.0602	386.4429	12978	0
1_MACS_peak_28545_lociStitched	chrX	119618911	119620677	1	1767	3831.8668	175.5404	12979	0
1_MACS_peak_26913_lociStitched	chr9	35489072	35490838	1	1767	1749.223	235.5844	12980	0
1_MACS_peak_16988_lociStitched	chr22	18344674	18346440	1	1767	1988.516	356.9086	12981	0
1_MACS_peak_10423_lociStitched	chr16	89808831	89810597	1	1767	1590.8128	109.492	12982	0
1_MACS_peak_7066_lociStitched	chr13	30423414	30425180	1	1767	1682.115	193.9068	12983	0
1_MACS_peak_4851_lociStitched	chr11	69392127	69393893	1	1767	2841.8472	355.1426	12984	0
1_MACS_peak_4636_lociStitched	chr11	62528298	62530064	1	1767	2485.4684	321.7652	12985	0
1_MACS_peak_4214_lociStitched	chr11	10561633	10563399	1	1767	2196.021	320.1758	12986	0
1_MACS_peak_26951_lociStitched	chr9	37119842	37121607	1	1766	2015.1005	413.8925	12987	0
1_MACS_peak_23488_lociStitched	chr6	115788876	115790641	1	1766	1245.031	354.2355	12988	0
1_MACS_peak_22587_lociStitched	chr6	26341706	26343471	1	1766	7482.188	452.3695	12989	0
1_MACS_peak_21911_lociStitched	chr5	148985054	148986819	1	1766	2674.5045	439.838	12990	0
1_MACS_peak_20760_lociStitched	chr5	643468	645233	1	1766	1917.143	377.71	12991	0
1_MACS_peak_18925_lociStitched	chr3	152552010	152553775	1	1766	4522.283	268.986	12992	0
1_MACS_peak_14209_lociStitched	chr2	65527411	65529176	1	1766	1925.615	240.04	12993	0
1_MACS_peak_13339_lociStitched	chr19	47713054	47714819	1	1766	1266.3875	272.6925	12994	0
1_MACS_peak_13160_lociStitched	chr19	40561260	40563025	1	1766	2807.762	293.343	12995	0
1_MACS_peak_12278_lociStitched	chr18	55500113	55501878	1	1766	4321.073	458.7235	12996	0
1_MACS_peak_12135_lociStitched	chr18	39534402	39536167	1	1766	1593.6185	319.2885	12997	0
1_MACS_peak_8107_lociStitched	chr14	86812776	86814541	1	1766	1715.0505	166.4395	12998	0
1_MACS_peak_8050_lociStitched	chr14	75987740	75989505	1	1766	2306.3255	178.618	12999	0
1_MACS_peak_1765_lociStitched	chr1	159838205	159839970	1	1766	3071.2765	548.915	13000	0
1_MACS_peak_1750_lociStitched	chr1	157703472	157705237	1	1766	1880.078	625.6925	13001	0
1_MACS_peak_1041_lociStitched	chr1	79983794	79985559	1	1766	2074.228	249.3945	13002	0
1_MACS_peak_28470_lociStitched	chrX	106984457	106986221	1	1765	2942.352	179.3988	13003	0
1_MACS_peak_27574_lociStitched	chr9	128468526	128470290	1	1765	2147.3172	309.9348	13004	0
1_MACS_peak_19594_lociStitched	chr4	15018929	15020693	1	1765	984.312	192.0996	13005	0
1_MACS_peak_16876_lociStitched	chr21	43607448	43609212	1	1765	2579.85	510.1488	13006	0
1_MACS_peak_12180_lociStitched	chr18	46327034	46328798	1	1765	1716.372	191.9232	13007	0
1_MACS_peak_3315_lociStitched	chr10	64492247	64494011	1	1765	1837.3824	411.012	13008	0
1_MACS_peak_25202_lociStitched	chr7	130080173	130081936	1	1764	3336.4775	435.8136	13009	0
1_MACS_peak_17691_lociStitched	chr3	11313445	11315208	1	1764	2505.223	440.9263	13010	0
1_MACS_peak_16706_lociStitched	chr21	30374373	30376136	1	1764	4144.4604	302.3545	13011	0
1_MACS_peak_13901_lociStitched	chr2	38119017	38120780	1	1764	1787.682	408.4871	13012	0
1_MACS_peak_13606_lociStitched	chr2	9062430	9064193	1	1764	1447.0704	228.3085	13013	0
1_MACS_peak_12158_lociStitched	chr18	43546301	43548064	1	1764	2257.8741	335.3226	13014	0
1_MACS_peak_9879_lociStitched	chr16	30428652	30430415	1	1764	2334.9172	341.4931	13015	0
1_MACS_peak_7204_lociStitched	chr13	46038247	46040010	1	1764	1841.8061	162.7249	13016	0
1_MACS_peak_3632_lociStitched	chr10	93667797	93669560	1	1764	1822.942	270.9731	13017	0
1_MACS_peak_3109_lociStitched	chr10	33260538	33262301	1	1764	1199.3689	169.6006	13018	0
1_MACS_peak_2613_lociStitched	chr1	229576080	229577843	1	1764	1919.7307	620.0471	13019	0
1_MACS_peak_25531_lociStitched	chr8	10800975	10802737	1	1763	2797.3512	307.8214	13020	0
1_MACS_peak_18386_lociStitched	chr3	96531122	96532884	1	1763	2079.16	227.298	13021	0
1_MACS_peak_14503_lociStitched	chr2	97151165	97152927	1	1763	3948.642	329.8464	13022	0
1_MACS_peak_13618_lociStitched	chr2	9747625	9749387	1	1763	1444.3114	392.2212	13023	0
1_MACS_peak_11985_lociStitched	chr18	12749625	12751387	1	1763	4741.3658	251.966	13024	0
