REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_26901_lociStitched	chr9	35066449	35080873	3	9472	24615.9984	2561.7024	363	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	363	1
2_MACS_peak_7070_lociStitched	chr13	30943794	30957802	2	9461	20894.3328	1546.4832	364	LOC100188949		LOC100188949	364	1
2_MACS_peak_14974_lociStitched	chr2	153914528	153928919	2	9444	32751.0378	1867.9518	365			ARL6IP6	365	1
3_MACS_peak_2084_lociStitched	chr1	184711619	184725757	3	9431	26570.9572	3472.2928	366	EDEM3		EDEM3	366	1
3_MACS_peak_384_lociStitched	chr1	27059726	27072654	3	9412	17435.9936	2305.0624	367	ARID1A	PIGV	ARID1A	367	1
2_MACS_peak_19740_lociStitched	chr4	40302530	40312602	2	9404	28815.992	2029.508	368		CHRNA9	CHRNA9	368	1
3_MACS_peak_14460_lociStitched	chr2	89049829	89066768	3	9402	51577.5611	2669.5864	369	RPIA,ANKRD36BP2		ANKRD36BP2	369	1
3_MACS_peak_27234_lociStitched	chr9	95514244	95529162	3	9382	16347.1444	2295.8802	370	BICD2	ANKRD19	BICD2	370	1
2_MACS_peak_27461_lociStitched	chr9	117127657	117137217	2	9365	30554.716	1431.132	371	AKNA	ORM1,ORM2	AKNA	371	1
4_MACS_peak_6219_lociStitched	chr12	58134959	58150986	4	9364	15472.4658	3123.6623	372	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	372	1
3_MACS_peak_16494_lociStitched	chr20	52545850	52559736	3	9358	23915.8578	2185.6564	373			SUMO1P1	373	1
3_MACS_peak_22636_lociStitched	chr6	27790948	27807981	3	9353	46060.6386	2790.0054	374	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	374	1
2_MACS_peak_16530_lociStitched	chr20	56047755	56058217	2	9341	41469.2756	1771.2166	375		CTCFL	CTCFL	375	1
4_MACS_peak_4128_lociStitched	chr11	3874333	3893292	4	9335	23808.7122	3160.4653	376	STIM1	PGAP2,RHOG	STIM1	376	1
2_MACS_peak_3867_lociStitched	chr10	112173088	112186177	2	9330	25715.9583	2124.3447	377			DUSP5	377	1
3_MACS_peak_11222_lociStitched	chr17	43517022	43531889	3	9328	22530.9385	2505.0895	378	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	378	1
2_MACS_peak_16600_lociStitched	chr20	62358283	62370962	2	9316	24408.3429	1892.9747	379	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	379	1
2_MACS_peak_19708_lociStitched	chr4	38124124	38136270	2	9302	44043.8252	2223.9326	380	TBC1D1		PTTG2	380	1
2_MACS_peak_15630_lociStitched	chr2	227655595	227666809	2	9283	17081.1648	1642.851	381	IRS1	RHBDD1	IRS1	381	1
2_MACS_peak_11322_lociStitched	chr17	47816178	47827581	2	9274	26050.1535	2387.7882	382	FAM117A	MYST2,SLC35B1	FAM117A	382	1
1_MACS_peak_4724_lociStitched	chr11	65336098	65345364	1	9267	20075.7156	1734.5952	383	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	383	1
3_MACS_peak_21938_lociStitched	chr5	150459367	150475847	3	9262	25675.84	2999.36	384	TNIP1	ANXA6	TNIP1	384	1
5_MACS_peak_3699_lociStitched	chr10	99159319	99187158	5	9256	15698.4121	3922.5151	385	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	385	1
2_MACS_peak_19990_lociStitched	chr4	78735889	78749332	2	9251	27610.5777	2265.1455	386	CNOT6L	MRPL1	CNOT6L	386	1
2_MACS_peak_6079_lociStitched	chr12	51711990	51721955	2	9249	39126.576	2140.482	387	BIN2	SMAGP,CELA1	BIN2	387	1
1_MACS_peak_23706_lociStitched	chr6	138186976	138196220	1	9245	38528.0676	1784.092	388	TNFAIP3		TNFAIP3	388	1
2_MACS_peak_17093_lociStitched	chr22	23477916	23488595	2	9240	34888.293	2003.3804	389	RAB36,RTDR1	BCR	RTDR1	389	1
3_MACS_peak_19062_lociStitched	chr3	169656776	169668287	3	9222	45074.7738	2983.6512	390	SAMD7,LOC100128164	SEC62	LOC100128164	390	1
2_MACS_peak_13481_lociStitched	chr19	55762912	55772313	2	9219	29427.0102	1603.8106	391	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	391	1
3_MACS_peak_22922_lociStitched	chr6	42737827	42752492	3	9219	43411.333	2092.6955	392		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	392	1
2_MACS_peak_20663_lociStitched	chr4	185201098	185210910	2	9216	93223.812	2494.2104	393			ENPP6	393	1
2_MACS_peak_9011_lociStitched	chr15	74831886	74846014	2	9211	24684.4416	2531.7376	394	ARID3B		ARID3B	394	1
5_MACS_peak_11258_lociStitched	chr17	45681716	45702699	5	9203	9429.7602	2859.9829	395	NPEPPS	KPNB1	KPNB1	395	1
3_MACS_peak_15548_lociStitched	chr2	219081086	219095719	3	9198	15774.374	2399.812	396	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	396	1
1_MACS_peak_12324_lociStitched	chr18	60821993	60831153	1	9161	98731.06	2287.252	397	BCL2		BCL2	397	1
3_MACS_peak_3419_lociStitched	chr10	74006966	74024315	3	9158	29845.4847	3063.8334	398		ANAPC16,DDIT4,ASCC1	DDIT4	398	1
2_MACS_peak_2593_lociStitched	chr1	228268970	228279211	2	9135	20857.8447	2721.0337	399	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	399	1
1_MACS_peak_17096_lociStitched	chr22	23517487	23526618	1	9132	20631.4945	1994.2104	400	BCR	RAB36,RTDR1	BCR	400	1
3_MACS_peak_15553_lociStitched	chr2	219148364	219160651	3	9116	22621.5957	2177.2564	401	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	401	1
2_MACS_peak_28526_lociStitched	chrX	118815317	118827809	2	9115	16645.59	929.4048	402	SEPT6	MIR766	SEPT6	402	1
2_MACS_peak_14014_lociStitched	chr2	47204124	47214991	2	9109	49445.9367	2177.7468	403	TTC7A	MCFD2	MCFD2	403	1
1_MACS_peak_19144_lociStitched	chr3	176911606	176920709	1	9104	59377.0484	2420.4877	404	TBL1XR1		TBL1XR1	404	1
3_MACS_peak_10600_lociStitched	chr17	7475187	7488517	3	9095	23735.398	2280.763	405	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	405	1
1_MACS_peak_4425_lociStitched	chr11	35159818	35168910	1	9093	29419.8936	1873.8612	406	CD44		CD44	406	1
2_MACS_peak_14762_lociStitched	chr2	120060081	120071725	2	9092	15491.1776	1914.2736	407	C2orf76		C2orf76	407	1
4_MACS_peak_7610_lociStitched	chr14	23024088	23040211	4	9091	12859.7048	1396.2518	408	DAD1	ABHD4	DAD1	408	1
2_MACS_peak_22152_lociStitched	chr5	173696494	173709907	2	9089	40760.7657	2286.9165	409			HMP19	409	1
2_MACS_peak_21599_lociStitched	chr5	121647830	121660520	2	9074	13426.02	1692.846	410	SNCAIP		SNCAIP	410	1
2_MACS_peak_22700_lociStitched	chr6	30649097	30659488	2	9064	31547.076	2100.0211	411	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	411	1
4_MACS_peak_14409_lociStitched	chr2	86290460	86308586	4	9060	13230.1674	3170.2374	412	POLR1A	PTCD3,LOC90784	POLR1A	412	1
3_MACS_peak_13363_lociStitched	chr19	48880295	48895448	3	9051	33777.5523	2338.1079	413	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	413	1
1_MACS_peak_20773_lociStitched	chr5	1311763	1320811	1	9049	101218.1664	1947.1296	414	CLPTM1L	TERT	TERT	414	1
1_MACS_peak_1444_lociStitched	chr1	145448941	145457988	1	9048	47691.2605	3397.1485	415	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	415	1
4_MACS_peak_22793_lociStitched	chr6	33537748	33558575	4	9048	28241.412	3298.9968	416	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	416	1
2_MACS_peak_10520_lociStitched	chr17	4268057	4281094	2	9041	20726.2226	2140.6754	417	UBE2G1		UBE2G1	417	1
1_MACS_peak_293_lociStitched	chr1	23849895	23858930	1	9036	65279.682	1973.244	418	E2F2	ASAP3,ID3	E2F2	418	1
2_MACS_peak_5976_lociStitched	chr12	46776291	46785799	2	9030	27492.382	1787.504	419		SLC38A2	SLC38A2	419	1
1_MACS_peak_22410_lociStitched	chr6	11827711	11836734	1	9024	77564.4149	1971.5255	420		C6orf105	C6orf105	420	1
3_MACS_peak_9873_lociStitched	chr16	30379191	30394788	3	9004	18716.4	2729.475	421	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	421	1
3_MACS_peak_13784_lociStitched	chr2	27374888	27389256	3	9003	25934.24	2446.8704	422	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	422	1
1_MACS_peak_3872_lociStitched	chr10	112255958	112264955	1	8998	31744.1151	1636.5543	423	DUSP5		DUSP5	423	1
4_MACS_peak_14335_lociStitched	chr2	74681354	74700850	4	8997	25715.224	3345.5136	424	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	424	1
2_MACS_peak_10828_lociStitched	chr17	27045981	27056727	2	8990	30608.9064	1951.4736	425	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	425	1
5_MACS_peak_10223_lociStitched	chr16	70827180	70850367	5	8969	15305.7387	3213.7182	426	VAC14,HYDIN	LOC100130894	VAC14	426	1
2_MACS_peak_18014_lociStitched	chr3	46245888	46257132	2	8965	74063.1036	2392.7232	427	CCR1	CCR3	CCR1	427	1
4_MACS_peak_6667_lociStitched	chr12	109161970	109181160	4	8957	32179.711	3064.643	428	SSH1	CORO1C,SSH1	CORO1C	428	1
2_MACS_peak_1344_lociStitched	chr1	117101394	117114608	2	8947	11864.8506	1220.9736	429	CD58		CD58	429	1
4_MACS_peak_17589_lociStitched	chr22	50962460	50979155	4	8934	24364.683	2415.7665	430	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	430	1
3_MACS_peak_26874_lociStitched	chr9	33445228	33459370	3	8932	20292.3558	2415.4536	431	AQP3	AQP7,NOL6	AQP3	431	1
2_MACS_peak_10399_lociStitched	chr16	89033399	89046054	2	8921	33882.497	1071.8785	432	CBFA2T3	CBFA2T3	CBFA2T3	432	1
2_MACS_peak_11740_lociStitched	chr17	76116541	76129513	2	8897	28830.27	2037.9012	433	TMC8,TMC6	C17orf99,SYNGR2	TMC6	433	1
2_MACS_peak_21668_lociStitched	chr5	130708842	130719137	2	8894	23843.22	1754.268	434	CDC42SE2		CDC42SE2	434	1
4_MACS_peak_4814_lociStitched	chr11	67647351	67661855	4	8886	40454.5568	2497.5888	435			LOC645332	435	1
3_MACS_peak_22783_lociStitched	chr6	33279396	33292546	3	8879	30130.595	2526.115	436	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	436	1
3_MACS_peak_11330_lociStitched	chr17	48225342	48239220	3	8879	15444.8262	1983.1662	437	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	437	1
3_MACS_peak_10582_lociStitched	chr17	7136505	7147395	3	8869	25506.558	1763.091	438	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	438	1
3_MACS_peak_8673_lociStitched	chr15	46994727	47008737	3	8862	27043.503	2408.319	439			SEMA6D	439	1
2_MACS_peak_2538_lociStitched	chr1	226062599	226071668	2	8850	28212.7521	2511.2061	440	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	440	1
3_MACS_peak_12849_lociStitched	chr19	16180437	16198005	3	8849	37050.912	2972.5056	441	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	441	1
1_MACS_peak_16379_lociStitched	chr20	45978343	45987190	1	8848	55429.1091	1810.9809	442	ZMYND8	LOC100131496	ZMYND8	442	1
3_MACS_peak_553_lociStitched	chr1	36614196	36627455	3	8841	21333.731	2285.8516	443	MAP7D1,TRAPPC3	COL8A2	MAP7D1	443	1
1_MACS_peak_14219_lociStitched	chr2	66659659	66668485	1	8827	30358.7922	1215.3402	444	MEIS1		MEIS1	444	1
3_MACS_peak_23258_lociStitched	chr6	88626014	88636967	3	8818	21394.4949	1690.0479	445			SPACA1	445	1
2_MACS_peak_27616_lociStitched	chr9	130731667	130744353	2	8798	22343.8518	2222.5872	446	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	446	1
2_MACS_peak_3780_lociStitched	chr10	104401155	104412958	2	8793	27915.2753	2113.9173	447	TRIM8		TRIM8	447	1
6_MACS_peak_18507_lociStitched	chr3	111838458	111854436	6	8793	9970.272	2492.568	448	GCET2	C3orf52,MIR567	GCET2	448	1
3_MACS_peak_2507_lociStitched	chr1	223899482	223915517	3	8792	19933.1085	3941.403	449	CAPN2	CAPN8	CAPN2	449	1
2_MACS_peak_19897_lociStitched	chr4	71542204	71555345	2	8791	34952.4318	2374.5787	450	UTP3	ENAM,RUFY3,IGJ	UTP3	450	1
2_MACS_peak_19397_lociStitched	chr3	196357962	196371273	2	8783	38852.1468	3081.4965	451	LRRC33		LRRC33	451	1
3_MACS_peak_3862_lociStitched	chr10	112112682	112128593	3	8773	109801.811	3209.2487	452		SMNDC1	SMNDC1	452	1
4_MACS_peak_27880_lociStitched	chrX	10074239	10090872	4	8766	23963.1631	1550.1956	453	WWC3	CLCN4	CLCN4	453	1
5_MACS_peak_18026_lociStitched	chr3	46421721	46438679	5	8765	12506.525	2665.7976	454		CCR2,CCR5,CCRL2	CCRL2	454	1
1_MACS_peak_21815_lociStitched	chr5	140886119	140894881	1	8763	12599.756	1257.347	455	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	455	1
1_MACS_peak_2355_lociStitched	chr1	209275307	209284060	1	8754	62885.9285	2656.5355	456			LOC642587	456	1
5_MACS_peak_1677_lociStitched	chr1	155210268	155233057	5	8748	18089.9082	4917.8662	457	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	457	1
2_MACS_peak_22634_lociStitched	chr6	27774545	27784132	2	8745	23086.4547	2033.4027	458	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	458	1
3_MACS_peak_22406_lociStitched	chr6	11722211	11733531	3	8736	27156.68	1868.932	459	C6orf105		C6orf105	459	1
3_MACS_peak_24901_lociStitched	chr7	101921684	101935939	3	8730	19299.8445	1997.1255	460	CUX1,SH2B2	MIR4285	SH2B2	460	1
2_MACS_peak_17289_lociStitched	chr22	36772685	36785185	2	8717	23947.5	2321.25	461	MYH9		MYH9	461	1
1_MACS_peak_9265_lociStitched	chr15	90637919	90646629	1	8711	31815.017	1664.481	462	IDH2		IDH2	462	1
2_MACS_peak_14266_lociStitched	chr2	70310172	70323373	2	8711	87092.2774	2409.1825	463	PCBP1,LOC400960	LOC100133985	PCBP1	463	1
2_MACS_peak_4785_lociStitched	chr11	67033253	67046777	2	8704	25780.8012	2119.2108	464	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	464	1
2_MACS_peak_19784_lociStitched	chr4	48194639	48206645	2	8696	25369.8786	1910.1546	465	TEC		TXK	465	1
3_MACS_peak_9364_lociStitched	chr15	101458059	101472285	3	8686	19291.8786	2256.2436	466	LRRK1	ALDH1A3	LRRK1	466	1
3_MACS_peak_11072_lociStitched	chr17	38251460	38261452	3	8681	13846.9136	1850.5184	467	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	467	1
1_MACS_peak_1789_lociStitched	chr1	160676459	160685136	1	8678	34327.0797	2912.8689	468	CD48	SLAMF7	CD48	468	1
3_MACS_peak_17359_lociStitched	chr22	39095283	39106076	3	8667	24557.3129	2050.67	469	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	469	1
3_MACS_peak_16759_lociStitched	chr21	34695973	34712524	3	8661	37729.6596	4021.893	470	IFNAR1		IFNAR1	470	1
2_MACS_peak_1293_lociStitched	chr1	112134576	112148127	2	8654	27000.3675	1409.304	471	LOC100129269	RAP1A,ADORA3	LOC100129269	471	1
1_MACS_peak_11064_lociStitched	chr17	38016326	38024970	1	8645	36214.9024	1536.0388	472	ZPBP2,IKZF3	GSDMB	IKZF3	472	1
3_MACS_peak_18661_lociStitched	chr3	125548721	125560470	3	8621	24059.6022	1980.8814	473		MIR548I1	MIR548I1	473	1
1_MACS_peak_6587_lociStitched	chr12	102870812	102879424	1	8613	43461.3192	1739.624	474	IGF1		IGF1	474	1
3_MACS_peak_2055_lociStitched	chr1	183438744	183451149	3	8606	32782.6935	3436.185	475	SMG7		SMG7	475	1
2_MACS_peak_18646_lociStitched	chr3	124501862	124511895	2	8603	27906.7895	1797.9136	476	ITGB5		UMPS	476	1
1_MACS_peak_12728_lociStitched	chr19	11199288	11207867	1	8580	19599.5834	1636.0153	477	LDLR		LDLR	477	1
4_MACS_peak_10213_lociStitched	chr16	70461182	70474097	4	8574	15160.9185	2102.562	478	ST3GAL2	FUK	ST3GAL2	478	1
3_MACS_peak_16007_lociStitched	chr20	17939429	17952872	3	8569	35352.4014	2433.183	479	C20orf72,SNX5,SNORD17		SNORD17	479	1
3_MACS_peak_27508_lociStitched	chr9	123630447	123641415	3	8568	30476.7816	1875.528	480	PHF19	LOC253039,PSMD5,TRAF1	PHF19	480	1
2_MACS_peak_11700_lociStitched	chr17	74721306	74735095	2	8567	30352.3468	2505.4613	481	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	481	1
2_MACS_peak_9755_lociStitched	chr16	23343536	23354284	2	8566	92876.6924	1970.1084	482	SCNN1B		SCNN1B	482	1
3_MACS_peak_11816_lociStitched	chr17	79868134	79886609	3	8565	13678.89	2324.155	483	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	483	1
1_MACS_peak_2161_lociStitched	chr1	197740212	197748772	1	8561	42356.592	2332.6	484	DENND1B		DENND1B	484	1
1_MACS_peak_18905_lociStitched	chr3	150315339	150323895	1	8557	27892.56	1689.81	485	SELT		SELT	485	1
4_MACS_peak_4683_lociStitched	chr11	64611209	64634098	4	8549	23351.3578	3238.7935	486	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	486	1
1_MACS_peak_1275_lociStitched	chr1	111172875	111181422	1	8548	42790.5555	1199.9988	487		KCNA2,KCNA3	KCNA2	487	1
3_MACS_peak_1625_lociStitched	chr1	153928960	153941466	3	8546	31102.422	3379.1212	488	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	488	1
1_MACS_peak_14407_lociStitched	chr2	86220158	86228693	1	8536	42339.5745	1882.821	489		LOC90784	LOC90784	489	1
2_MACS_peak_8957_lociStitched	chr15	70386734	70396217	2	8536	17451.5649	1563.7467	490	TLE3	MIR629	TLE3	490	1
1_MACS_peak_24782_lociStitched	chr7	92437202	92445734	1	8533	27439.7652	1497.366	491	CDK6		CDK6	491	1
1_MACS_peak_3302_lociStitched	chr10	63656305	63664829	1	8525	21513.7236	1589.726	492	ARID5B		ARID5B	492	1
3_MACS_peak_8792_lociStitched	chr15	58582525	58591230	3	8524	36366.8785	1512.929	493			LIPC	493	1
2_MACS_peak_6498_lociStitched	chr12	94541067	94552833	2	8523	20599.9128	2090.8182	494	PLXNC1		PLXNC1	494	1
2_MACS_peak_1791_lociStitched	chr1	160703177	160715461	2	8499	38579.1304	3515.6808	495	SLAMF7	CD48	SLAMF7	495	1
3_MACS_peak_19548_lociStitched	chr4	9599188	9610827	3	8485	31232.0926	1908.796	496		MIR548I2	MIR548I2	496	1
1_MACS_peak_22771_lociStitched	chr6	32934602	32943083	1	8482	73230.8907	1920.0984	497	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	497	1
2_MACS_peak_11186_lociStitched	chr17	42287069	42299806	2	8482	20682.3406	1604.862	498	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	498	1
3_MACS_peak_10835_lociStitched	chr17	27219422	27230850	3	8474	22776.004	2233.0312	499	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	499	1
3_MACS_peak_438_lociStitched	chr1	28903121	28914497	3	8463	15426.9936	2005.5888	500	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	500	1
3_MACS_peak_11847_lociStitched	chr17	80405832	80423913	3	8441	34541.9424	2675.988	501	NARF,C17orf62	HEXDC,C17orf101	NARF	501	1
4_MACS_peak_13704_lociStitched	chr2	20615795	20630334	4	8433	25975.3774	2177.9422	502		RHOB	RHOB	502	1
3_MACS_peak_12942_lociStitched	chr19	19050317	19061380	3	8422	15015.8099	2026.7416	503	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	503	1
1_MACS_peak_3306_lociStitched	chr10	63803952	63812368	1	8417	37551.3504	2105.6832	504	ARID5B		ARID5B	504	1
2_MACS_peak_4426_lociStitched	chr11	35183572	35196380	2	8417	17803.12	2443.7664	505	CD44		CD44	505	1
1_MACS_peak_4581_lociStitched	chr11	60604941	60613341	1	8401	24659.04	1506.12	506	CCDC86	ZP1,GPR44	CCDC86	506	1
4_MACS_peak_27447_lociStitched	chr9	116162765	116179232	4	8394	21943.9242	2736.8154	507	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	507	1
3_MACS_peak_24485_lociStitched	chr7	52774624	52788499	3	8393	22979.775	1820.4	508			POM121L12	508	1
2_MACS_peak_7558_lociStitched	chr13	115039572	115048836	2	8387	37571.0784	1565.616	509	UPF3A	CDC16,ZNF828	UPF3A	509	1
3_MACS_peak_21354_lociStitched	chr5	86408648	86420293	3	8382	24092.3405	2274.2685	510	MIR4280		MIR4280	510	1
2_MACS_peak_16159_lociStitched	chr20	32461957	32473616	2	8380	72170.3759	2384.2655	511			CHMP4B	511	1
4_MACS_peak_8851_lociStitched	chr15	63765706	63780263	4	8370	16231.055	2350.9555	512		USP3	USP3	512	1
3_MACS_peak_5533_lociStitched	chr12	4251192	4263579	3	8362	17411.1672	2457.5808	513			CCND2	513	1
1_MACS_peak_24504_lociStitched	chr7	55597589	55605941	1	8353	95990.3712	2172.3552	514	VOPP1		VOPP1	514	1
2_MACS_peak_25843_lociStitched	chr8	38812268	38823546	2	8344	20074.84	1750.3456	515	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	515	1
2_MACS_peak_8002_lociStitched	chr14	72980417	72989810	2	8330	29375.6682	1014.444	516	RGS6		DPF3	516	1
4_MACS_peak_4969_lociStitched	chr11	78127294	78139729	4	8324	11069.637	1908.7725	517	GAB2		GAB2	517	1
2_MACS_peak_24989_lociStitched	chr7	106504144	106513586	2	8323	44513.3648	2836.3768	518	PIK3CG		PIK3CG	518	1
2_MACS_peak_23036_lociStitched	chr6	52527710	52536601	2	8314	20094.5491	1866.2209	519	LOC730101,TMEM14A		LOC730101	519	1
1_MACS_peak_18535_lociStitched	chr3	113460498	113468806	1	8309	23907.9316	1610.0904	520	ATP6V1A,NAA50	KIAA2018	NAA50	520	1
2_MACS_peak_20040_lociStitched	chr4	84132726	84144073	2	8309	26662.0459	2424.8539	521			COQ2	521	1
4_MACS_peak_4155_lociStitched	chr11	6623573	6641185	4	8304	13799.002	2684.0688	522	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	522	1
2_MACS_peak_26602_lociStitched	chr8	145009780	145018634	2	8299	20826.3788	1498.9822	523	PLEC	GRINA,MIR661,PARP10	PLEC	523	1
3_MACS_peak_10488_lociStitched	chr17	2294438	2306198	3	8290	18687.816	1557.024	524	MNT	LOC284009	MNT	524	1
2_MACS_peak_6852_lociStitched	chr12	122231646	122243398	2	8281	36506.4128	1030.6504	525	SETD1B,LOC338799	RHOF	LOC338799	525	1
2_MACS_peak_15783_lociStitched	chr2	241499306	241509448	2	8276	20055.805	897.567	526	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	526	1
2_MACS_peak_323_lociStitched	chr1	24710220	24720652	2	8260	17198.1952	1991.4688	527	C1orf201	NIPAL3	C1orf201	527	1
3_MACS_peak_14245_lociStitched	chr2	68988902	69003907	3	8260	29690.3935	2690.3965	528	ARHGAP25		ARHGAP25	528	1
3_MACS_peak_19159_lociStitched	chr3	178230439	178241039	3	8238	31019.84	2766.6	529		KCNMB2	KCNMB2	529	1
2_MACS_peak_5243_lociStitched	chr11	115090834	115102354	2	8236	68160.384	2324.736	530	CADM1		CADM1	530	1
3_MACS_peak_5300_lociStitched	chr11	118887995	118901908	3	8225	22893.8415	2386.0795	531	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	531	1
3_MACS_peak_14623_lociStitched	chr2	109829452	109843103	3	8209	30692.9084	2541.8162	532	SH3RF3		MIR4265	532	1
3_MACS_peak_23441_lociStitched	chr6	109404289	109417720	3	8205	15158.2266	2306.1027	533	CEP57L1,SESN1	CEP57L1	SESN1	533	1
3_MACS_peak_5320_lociStitched	chr11	119554010	119567857	3	8200	12409.6814	1581.3274	534	PVRL1		PVRL1	534	1
2_MACS_peak_15130_lociStitched	chr2	173419429	173427926	2	8196	15891.9391	1492.9229	535	PDK1		PDK1	535	1
3_MACS_peak_5332_lociStitched	chr11	120367995	120382503	3	8192	28273.1904	1957.1292	536			GRIK4	536	1
4_MACS_peak_28346_lociStitched	chrX	75362551	75372227	4	8180	25613.3396	880.516	537		CXorf26	CXorf26	537	1
3_MACS_peak_16481_lociStitched	chr20	52345632	52358493	3	8174	26613.2673	2062.9044	538			SUMO1P1	538	1
2_MACS_peak_26528_lociStitched	chr8	134576914	134586068	2	8160	37698.0028	1691.6592	539	ST3GAL1		ST3GAL1	539	1
1_MACS_peak_4543_lociStitched	chr11	58339905	58348058	1	8154	75979.4376	1611.8481	540	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	540	1
