REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
2_MACS_peak_8089_lociStitched	chr16	12056512	12071780	2	10972	24153.976	364	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	364	1
3_MACS_peak_16585_lociStitched	chr3	193848451	193860851	3	7951	24153.96	365	1	HES1		HES1	365	1
5_MACS_peak_19819_lociStitched	chr6	106531251	106555558	5	21279	24151.4352	366	1	PRDM1		PRDM1	366	1
2_MACS_peak_2411_lociStitched	chr1	245024889	245030371	2	5282	24135.6014	367	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	367	1
2_MACS_peak_2287_lociStitched	chr1	228643220	228654266	2	10245	24131.0916	368	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	368	1
1_MACS_peak_17632_lociStitched	chr5	1311460	1318002	1	6543	24056.8966	369	1	CLPTM1L	TERT	TERT	369	1
1_MACS_peak_20884_lociStitched	chr7	74070730	74077221	1	6492	24038.7694	370	1	GTF2I		GTF2I	370	1
1_MACS_peak_8247_lociStitched	chr16	28833325	28837382	1	4058	24038.1307	371	1	ATXN2L	SH2B1,TUFM	ATXN2L	371	1
1_MACS_peak_1351_lociStitched	chr1	145448253	145457812	1	9560	24035.1496	372	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	372	1
12_MACS_peak_18931_lociStitched	chr6	9375266	9408785	12	26709	24013.0116	373	1			HULC	373	1
1_MACS_peak_16357_lociStitched	chr3	156875705	156880993	1	5289	24005.9336	374	1	CCNL1	LOC339894	CCNL1	374	1
1_MACS_peak_1738_lociStitched	chr1	167187868	167193784	1	5917	23967.4908	375	1	POU2F1		POU2F1	375	1
3_MACS_peak_9333_lociStitched	chr17	36101153	36112031	3	7731	23962.0584	376	1	HNF1B		HNF1B	376	1
1_MACS_peak_19693_lociStitched	chr6	74361725	74365774	1	4050	23958.3379	377	1	SLC17A5	CD109	SLC17A5	377	1
1_MACS_peak_12346_lociStitched	chr2	43357169	43364148	1	6980	23952.6259	378	1			ZFP36L2	378	1
1_MACS_peak_1300_lociStitched	chr1	120832886	120840443	1	7558	23919.4164	379	1	FAM72B		FAM72B	379	1
3_MACS_peak_2255_lociStitched	chr1	226838618	226851866	3	10546	23908.6656	380	1	ITPKB		ITPKB	380	1
2_MACS_peak_14483_lociStitched	chr21	38737607	38742163	2	4378	23886.6524	381	1	DYRK1A	DYRK1A	DYRK1A	381	1
3_MACS_peak_8036_lociStitched	chr16	10961777	10976550	3	10983	23846.5766	382	1	CIITA	FAM18A	CIITA	382	1
4_MACS_peak_10153_lociStitched	chr17	80245427	80257224	4	8637	23829.94	383	1		CSNK1D,CD7,SECTM1	CSNK1D	383	1
2_MACS_peak_19527_lociStitched	chr6	43593683	43604654	2	7663	23827.9149	384	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	384	1
1_MACS_peak_19686_lociStitched	chr6	74158776	74162727	1	3952	23810.7015	385	1	C6orf150	MTO1	C6orf150	385	1
4_MACS_peak_8360_lociStitched	chr16	31880026	31892404	4	8882	23763.2844	386	1	ZNF267		ZNF267	386	1
1_MACS_peak_8591_lociStitched	chr16	69596852	69601823	1	4972	23724.0975	387	1	NFAT5,MIR1538		NFAT5	387	1
1_MACS_peak_16333_lociStitched	chr3	152877282	152882325	1	5044	23667.8076	388	1	RAP2B		RAP2B	388	1
1_MACS_peak_17832_lociStitched	chr5	43063708	43068269	1	4562	23649.6972	389	1	LOC100132356	LOC153684,LOC648987,C5orf39	LOC100132356	389	1
1_MACS_peak_22122_lociStitched	chr8	101962061	101966621	1	4561	23644.056	390	1	YWHAZ		YWHAZ	390	1
3_MACS_peak_5179_lociStitched	chr12	57846052	57856662	3	10410	23621.043	391	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	391	1
2_MACS_peak_13508_lociStitched	chr2	219260376	219272371	2	7694	23584.569	392	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	392	1
1_MACS_peak_295_lociStitched	chr1	16172710	16177760	1	5051	23578.45	393	1	SPEN,FLJ37453	UQCRHL	FLJ37453	393	1
1_MACS_peak_17841_lociStitched	chr5	43554805	43557869	1	3065	23508.2336	394	1	PAIP1	NNT,C5orf34	PAIP1	394	1
1_MACS_peak_8673_lociStitched	chr16	79872762	79884096	1	11335	23504.4492	395	1			MAF	395	1
2_MACS_peak_13106_lociStitched	chr2	157188845	157200376	2	8725	23486.3408	396	1	NR4A2		NR4A2	396	1
1_MACS_peak_674_lociStitched	chr1	37939197	37946140	1	6944	23456.2312	397	1	ZC3H12A	MEAF6	ZC3H12A	397	1
2_MACS_peak_20490_lociStitched	chr7	26238026	26244360	2	6256	23449.7348	398	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	398	1
3_MACS_peak_20652_lociStitched	chr7	44787276	44794380	3	6733	23395.6032	399	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	399	1
2_MACS_peak_21461_lociStitched	chr7	150096615	150105676	2	6753	23354.7275	400	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	400	1
1_MACS_peak_2245_lociStitched	chr1	226248647	226252243	1	3597	23335.5228	401	1	LOC440926,H3F3A		LOC440926	401	1
2_MACS_peak_16223_lociStitched	chr3	136466891	136474523	2	7529	23327.208	402	1	STAG1		STAG1	402	1
1_MACS_peak_1745_lociStitched	chr1	167531365	167537307	1	5943	23222.5244	403	1		CD247,CREG1	CREG1	403	1
2_MACS_peak_19308_lociStitched	chr6	31756098	31764575	2	8136	23164.2502	404	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	404	1
3_MACS_peak_13657_lociStitched	chr2	238599795	238614054	3	13944	23152.3383	405	1	LRRFIP1		LRRFIP1	405	1
1_MACS_peak_1752_lociStitched	chr1	167902911	167908243	1	5333	23089.1596	406	1	DCAF6,BRP44	ADCY10	BRP44	406	1
3_MACS_peak_1853_lociStitched	chr1	183438921	183450878	3	8037	23073.4229	407	1	SMG7		SMG7	407	1
2_MACS_peak_9675_lociStitched	chr17	48942038	48950924	2	6064	23065.3902	408	1		WFIKKN2,TOB1	TOB1	408	1
2_MACS_peak_1848_lociStitched	chr1	182583147	182596208	2	9272	22995.1966	409	1	LOC284648	RNASEL,RGS16,RGS8	LOC284648	409	1
4_MACS_peak_12065_lociStitched	chr2	8651678	8666810	4	12223	22993.074	410	1			ID2	410	1
2_MACS_peak_2025_lociStitched	chr1	205446220	205454893	2	7291	22987.7865	411	1		CDK18,MIR135B	CDK18	411	1
5_MACS_peak_3325_lociStitched	chr10	125838908	125855224	5	9670	22977.8228	412	1	CHST15		CHST15	412	1
3_MACS_peak_17618_lociStitched	chr5	996625	1011380	3	9510	22958.78	413	1	NKD2		NKD2	413	1
1_MACS_peak_2115_lociStitched	chr1	211430426	211435063	1	4638	22927.1828	414	1	RCOR3		RCOR3	414	1
4_MACS_peak_8405_lociStitched	chr16	50298820	50318816	4	11587	22925.414	415	1		ADCY7	ADCY7	415	1
3_MACS_peak_1945_lociStitched	chr1	200856430	200866503	3	9489	22916.075	416	1	C1orf106	GPR25	C1orf106	416	1
1_MACS_peak_21005_lociStitched	chr7	92459896	92467026	1	7131	22888.013	417	1	CDK6		CDK6	417	1
1_MACS_peak_1574_lociStitched	chr1	155530078	155534904	1	4827	22880.5486	418	1	LOC645676,ASH1L	MSTO1	ASH1L	418	1
4_MACS_peak_1606_lociStitched	chr1	156181992	156198890	4	10564	22874.8226	419	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	419	1
1_MACS_peak_8731_lociStitched	chr16	85586485	85593251	1	6767	22837.9564	420	1			KIAA0182	420	1
4_MACS_peak_22395_lociStitched	chr8	144594640	144611243	4	13009	22809.2014	421	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	421	1
1_MACS_peak_14137_lociStitched	chr20	45979769	45990150	1	10382	22804.9808	422	1	ZMYND8	LOC100131496	ZMYND8	422	1
1_MACS_peak_14916_lociStitched	chr22	36778824	36785061	1	6238	22803.7194	423	1	MYH9		MYH9	423	1
9_MACS_peak_2875_lociStitched	chr10	73619716	73651003	9	16056	22783.1934	424	1		CDH23,PSAP	PSAP	424	1
1_MACS_peak_3922_lociStitched	chr11	62646759	62652105	1	5347	22756.8528	425	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	425	1
1_MACS_peak_3143_lociStitched	chr10	104153093	104159851	1	6759	22714.3138	426	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	426	1
1_MACS_peak_4466_lociStitched	chr11	118794351	118801522	1	7172	22686.8927	427	1		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	427	1
1_MACS_peak_10845_lociStitched	chr19	5716932	5721156	1	4225	22679.5008	428	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	428	1
3_MACS_peak_8795_lociStitched	chr16	88846236	88858062	3	7318	22594.7556	429	1	FAM38A	CDT1,APRT	FAM38A	429	1
5_MACS_peak_1600_lociStitched	chr1	156115779	156136509	5	16013	22585.335	430	1	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	430	1
3_MACS_peak_1813_lociStitched	chr1	179049029	179061596	3	6780	22521.3207	431	1	TOR3A		TOR3A	431	1
3_MACS_peak_22421_lociStitched	chr8	145044716	145053937	3	8734	22519.5262	432	1	PLEC,PARP10	GRINA,SPATC1,PLEC,MIR661	PLEC	432	1
2_MACS_peak_23473_lociStitched	chr9	140115546	140122320	2	6291	22489.0026	433	1	C9orf169,LOC643596,RNF208	SSNA1,NDOR1,SLC34A3,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,FAM166A	C9orf169	433	1
1_MACS_peak_1426_lociStitched	chr1	150335275	150340219	1	4945	22467.5136	434	1	RPRD2	PRPF3	RPRD2	434	1
3_MACS_peak_18601_lociStitched	chr5	156306757	156322069	3	12805	22416.768	435	1		PPP1R2P3,LOC100286948	LOC100286948	435	1
1_MACS_peak_11709_lociStitched	chr19	47216627	47222579	1	5953	22352.1408	436	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	436	1
1_MACS_peak_17835_lociStitched	chr5	43119909	43123255	1	3347	22298.0786	437	1	ZNF131		ZNF131	437	1
3_MACS_peak_8801_lociStitched	chr16	89033868	89046182	3	8285	22293.2656	438	1	CBFA2T3	CBFA2T3	CBFA2T3	438	1
1_MACS_peak_4019_lociStitched	chr11	65352969	65359562	1	6594	22225.003	439	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	439	1
3_MACS_peak_9303_lociStitched	chr17	33405311	33417305	3	11698	22208.0904	440	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	440	1
1_MACS_peak_3151_lociStitched	chr10	104401190	104407708	1	6519	22198.3526	441	1	TRIM8		TRIM8	441	1
1_MACS_peak_1422_lociStitched	chr1	150205604	150210016	1	4413	22142.0632	442	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	442	1
1_MACS_peak_12035_lociStitched	chr19	59064859	59071945	1	7087	22135.9554	443	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	CHMP2A	443	1
1_MACS_peak_2276_lociStitched	chr1	228268675	228273079	1	4405	22133.1828	444	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	444	1
1_MACS_peak_2415_lociStitched	chr1	245132281	245136093	1	3813	22123.7044	445	1	EFCAB2		EFCAB2	445	1
3_MACS_peak_23496_lociStitched	chr9	140499129	140514804	3	7056	22093.9125	446	1	ARRDC1,EHMT1,C9orf37	WDR85,ZMYND19	C9orf37	446	1
1_MACS_peak_2019_lociStitched	chr1	205252584	205258667	1	6084	22067.9074	447	1		NUAK2	NUAK2	447	1
2_MACS_peak_14911_lociStitched	chr22	36645322	36656069	2	10623	22041.0223	448	1	APOL1	APOL4,APOL2	APOL1	448	1
4_MACS_peak_847_lociStitched	chr1	46786301	46807311	4	11579	22035.288	449	1	NSUN4	UQCRH,LRRC41	NSUN4	449	1
2_MACS_peak_1467_lociStitched	chr1	152001045	152012135	2	7705	21923.821	450	1	S100A11	S100A10,TCHHL1	S100A11	450	1
1_MACS_peak_15665_lociStitched	chr3	49054893	49060742	1	5850	21831.9774	451	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	451	1
3_MACS_peak_22766_lociStitched	chr9	73025702	73036506	3	8347	21826.2408	452	1	KLF9		KLF9	452	1
6_MACS_peak_6615_lociStitched	chr14	74224102	74241641	6	10855	21825.5316	453	1	C14orf43	PNMA1	C14orf43	453	1
1_MACS_peak_6557_lociStitched	chr14	69257099	69264123	1	7025	21819.3536	454	1	ZFP36L1,C14orf181		ZFP36L1	454	1
1_MACS_peak_1835_lociStitched	chr1	181056294	181060858	1	4565	21803.1408	455	1	IER5		IER5	455	1
1_MACS_peak_16839_lociStitched	chr4	15002698	15007866	1	5169	21798.1072	456	1	CPEB2		CPEB2	456	1
1_MACS_peak_16118_lociStitched	chr3	126626800	126634658	1	7859	21775.3038	457	1	CHCHD6		PLXNA1	457	1
7_MACS_peak_7116_lociStitched	chr15	40389717	40409179	7	13673	21760.4622	458	1	BMF	BUB1B	BMF	458	1
3_MACS_peak_19370_lociStitched	chr6	33279760	33292224	3	7963	21749.68	459	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	459	1
1_MACS_peak_14520_lociStitched	chr21	43480754	43487064	1	6311	21714.603	460	1	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	460	1
2_MACS_peak_17911_lociStitched	chr5	56467302	56475964	2	8413	21632.4788	461	1	GPBP1	GPBP1	GPBP1	461	1
2_MACS_peak_10740_lociStitched	chr19	2469066	2480249	2	6868	21627.922	462	1	GADD45B	TIMM13,LMNB2	GADD45B	462	1
3_MACS_peak_8973_lociStitched	chr17	6915040	6926245	3	8051	21626.7705	463	1	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	463	1
2_MACS_peak_17877_lociStitched	chr5	55284609	55292366	2	7301	21582.3011	464	1	IL6ST		IL6ST	464	1
1_MACS_peak_2417_lociStitched	chr1	246375649	246384324	1	8676	21564.315	465	1	SMYD3		SMYD3	465	1
1_MACS_peak_1800_lociStitched	chr1	174966814	174973430	1	6617	21508.616	466	1	CACYBP	MRPS14	CACYBP	466	1
6_MACS_peak_14939_lociStitched	chr22	37607540	37627712	6	13332	21505.3692	467	1	SSTR3,RAC2	C1QTNF6	SSTR3	467	1
2_MACS_peak_4381_lociStitched	chr11	111240868	111251859	2	10708	21496.1978	468	1	POU2AF1		POU2AF1	468	1
2_MACS_peak_4139_lociStitched	chr11	68032342	68042075	2	7483	21483.6509	469	1	C11orf24	LRP5	C11orf24	469	1
1_MACS_peak_1576_lociStitched	chr1	155656233	155660436	1	4204	21452.112	470	1	DAP3,YY1AP1	YY1AP1	YY1AP1	470	1
6_MACS_peak_13461_lociStitched	chr2	216686319	216707279	6	14928	21446.272	471	1	LOC646324		LOC646324	471	1
2_MACS_peak_20736_lociStitched	chr7	55594981	55605972	2	9324	21411.5671	472	1	VOPP1		VOPP1	472	1
2_MACS_peak_62_lociStitched	chr1	1544808	1552212	2	5717	21410.8872	473	1	MIB2	MMP23B,MMP23A,SSU72	MIB2	473	1
1_MACS_peak_77_lociStitched	chr1	1837259	1842938	1	5680	21401.3115	474	1		CALML6,GNB1,TMEM52	CALML6	474	1
2_MACS_peak_1541_lociStitched	chr1	155016979	155026212	2	5023	21387.3212	475	1	DCST1,ADAM15	ZBTB7B,EFNA4,EFNA3,DCST2	ADAM15	475	1
1_MACS_peak_9099_lociStitched	chr17	17592619	17599166	1	6548	21380.5379	476	1	RAI1		RAI1	476	1
1_MACS_peak_16455_lociStitched	chr3	178864497	178868640	1	4144	21374.1513	477	1	PIK3CA		PIK3CA	477	1
3_MACS_peak_10652_lociStitched	chr19	1018921	1031306	3	8545	21350.5015	478	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	478	1
2_MACS_peak_23261_lociStitched	chr9	131782684	131790818	2	6948	21343.616	479	1	SH3GLB2	FAM73B	SH3GLB2	479	1
1_MACS_peak_15093_lociStitched	chr22	41839952	41844779	1	4828	21342.0978	480	1	TOB2	ACO2,PHF5A	TOB2	480	1
3_MACS_peak_22454_lociStitched	chr8	145741957	145754923	3	6415	21334.2564	481	1	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	481	1
1_MACS_peak_10539_lociStitched	chr18	60382473	60392046	1	9574	21304.7115	482	1	PHLPP1		PHLPP1	482	1
1_MACS_peak_4612_lociStitched	chr12	1638821	1645591	1	6771	21282.172	483	1		LOC100292680	LOC100292680	483	1
1_MACS_peak_22948_lociStitched	chr9	100744467	100748832	1	4366	21273.264	484	1	ANP32B	HEMGN	ANP32B	484	1
1_MACS_peak_21679_lociStitched	chr8	23074916	23085904	1	10989	21236.5076	485	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	485	1
2_MACS_peak_75_lociStitched	chr1	1820721	1829561	2	5971	21202.74	486	1	GNB1	CALML6,TMEM52	GNB1	486	1
6_MACS_peak_3229_lociStitched	chr10	112617080	112634895	6	13148	21160.657	487	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	487	1
3_MACS_peak_595_lociStitched	chr1	32468906	32481996	3	7184	21137.732	488	1	KHDRBS1		KHDRBS1	488	1
1_MACS_peak_10807_lociStitched	chr19	4063803	4068649	1	4847	21134.3752	489	1	ZBTB7A		ZBTB7A	489	1
1_MACS_peak_16310_lociStitched	chr3	150262378	150266538	1	4161	21129.888	490	1	EIF2A,SERP1		SERP1	490	1
3_MACS_peak_1877_lociStitched	chr1	184711500	184726074	3	10070	21098.7798	491	1	EDEM3		EDEM3	491	1
1_MACS_peak_5558_lociStitched	chr12	116970466	116979352	1	8887	21080.2578	492	1	NCRNA00173	MAP1LC3B2	NCRNA00173	492	1
1_MACS_peak_3955_lociStitched	chr11	64050803	64054454	1	3652	21067.7304	493	1	GPR137,BAD	VEGFB,FKBP2,PLCB3,KCNK4,C11orf20,ESRRA,PRDX5,PPP1R14B,TRMT112	GPR137	493	1
1_MACS_peak_9756_lociStitched	chr17	57913758	57926995	1	13238	21061.3907	494	1	TMEM49,MIR21	RPS6KB1,TUBD1	MIR21	494	1
3_MACS_peak_6924_lociStitched	chr14	105529388	105543400	3	9552	21057.2336	495	1	GPR132	CDCA4	GPR132	495	1
4_MACS_peak_20672_lociStitched	chr7	45438184	45451231	4	11695	21033.0687	496	1			ADCY1	496	1
3_MACS_peak_15104_lociStitched	chr22	42221575	42231096	3	8128	21000.4697	497	1	CCDC134,SREBF2		SREBF2	497	1
1_MACS_peak_18483_lociStitched	chr5	142430135	142439356	1	9222	20975.0087	498	1	ARHGAP26		ARHGAP26	498	1
1_MACS_peak_18158_lociStitched	chr5	96266854	96273192	1	6339	20957.2308	499	1	LNPEP	LNPEP	LNPEP	499	1
2_MACS_peak_2366_lociStitched	chr1	235113032	235121508	2	7207	20944.196	500	1			SNORA14B	500	1
1_MACS_peak_13220_lociStitched	chr2	178127330	178131749	1	4420	20939.8734	501	1	NFE2L2	HNRNPA3,MIR3128	NFE2L2	501	1
1_MACS_peak_5634_lociStitched	chr12	121971255	121977093	1	5839	20909.9646	502	1	KDM2B		KDM2B	502	1
3_MACS_peak_2992_lociStitched	chr10	89620008	89629469	3	8166	20898.4029	503	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	503	1
1_MACS_peak_2463_lociStitched	chr10	3823561	3829143	1	5583	20896.217	504	1	KLF6		KLF6	504	1
2_MACS_peak_20061_lociStitched	chr6	138186163	138196458	2	10275	20891.6435	505	1	TNFAIP3		TNFAIP3	505	1
1_MACS_peak_1386_lociStitched	chr1	147928908	147933341	1	4434	20845.7392	506	1	FLJ39739		NBPF14	506	1
3_MACS_peak_19054_lociStitched	chr6	20400917	20410781	3	6200	20827.836	507	1	E2F3		E2F3	507	1
4_MACS_peak_6987_lociStitched	chr15	21914299	21933577	4	14155	20814.4566	508	1	LOC646214		LOC646214	508	1
2_MACS_peak_4938_lociStitched	chr12	46659470	46664438	2	4894	20763.756	509	1	SLC38A1		SLC38A1	509	1
2_MACS_peak_9121_lociStitched	chr17	18159908	18165994	2	5788	20760.5632	510	1	SMCR7,FLII	LLGL1	SMCR7	510	1
3_MACS_peak_15608_lociStitched	chr3	46453689	46466482	3	11406	20760.4804	511	1		CCR5,CCRL2,LTF	CCRL2	511	1
4_MACS_peak_16606_lociStitched	chr3	195265724	195279232	4	12202	20736.1308	512	1	PPP1R2	APOD	PPP1R2	512	1
3_MACS_peak_1441_lociStitched	chr1	150945595	150955941	3	6934	20729.2456	513	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	513	1
2_MACS_peak_10020_lociStitched	chr17	76246837	76255718	2	6793	20727.3659	514	1		BIRC5,LOC283999,EPR1	LOC283999	514	1
1_MACS_peak_2351_lociStitched	chr1	234858704	234863899	1	5196	20723.3745	515	1			NCRNA00184	515	1
1_MACS_peak_10243_lociStitched	chr18	9134833	9142929	1	8097	20704.7104	516	1	ANKRD12	NDUFV2	ANKRD12	516	1
1_MACS_peak_10493_lociStitched	chr18	52979421	52992201	1	12781	20697.21	517	1	TCF4		TCF4	517	1
3_MACS_peak_5701_lociStitched	chr12	125398249	125412860	3	10097	20681.8705	518	1	UBC	SCARB1	UBC	518	1
1_MACS_peak_21340_lociStitched	chr7	130790328	130796910	1	6583	20679.3276	519	1	MKLN1,FLJ43663		FLJ43663	519	1
1_MACS_peak_23281_lociStitched	chr9	132340756	132346900	1	6145	20667.1872	520	1		METTL11A,C9orf50	C9orf50	520	1
3_MACS_peak_2893_lociStitched	chr10	74030345	74046177	3	8277	20641.7616	521	1	DDIT4		DDIT4	521	1
2_MACS_peak_1792_lociStitched	chr1	174127250	174136955	2	6951	20589.1575	522	1	RABGAP1L		RABGAP1L	522	1
1_MACS_peak_294_lociStitched	chr1	16159314	16163676	1	4363	20574.2454	523	1	FLJ37453	SPEN,UQCRHL	SPEN	523	1
3_MACS_peak_1837_lociStitched	chr1	181095590	181105456	3	9562	20527.1996	524	1		IER5	IER5	524	1
3_MACS_peak_23127_lociStitched	chr9	124100513	124114585	3	13435	20504.3112	525	1	STOM	GSN	STOM	525	1
2_MACS_peak_9647_lociStitched	chr17	47814779	47827527	2	11105	20488.5856	526	1	FAM117A	MYST2,SLC35B1	FAM117A	526	1
1_MACS_peak_7457_lociStitched	chr15	69108984	69114793	1	5810	20458.7171	527	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	527	1
1_MACS_peak_1444_lociStitched	chr1	150975417	150982278	1	6862	20399.1252	528	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,MLLT11,LASS2,CDC42SE1	FAM63A	528	1
3_MACS_peak_18570_lociStitched	chr5	151122772	151138926	3	10511	20375.0402	529	1	ATOX1	G3BP1	ATOX1	529	1
1_MACS_peak_13828_lociStitched	chr20	10649704	10656066	1	6363	20362.2172	530	1	JAG1		JAG1	530	1
2_MACS_peak_2378_lociStitched	chr1	235664026	235669418	2	5381	20356.4176	531	1	B3GALNT2		B3GALNT2	531	1
1_MACS_peak_12678_lociStitched	chr2	85195902	85200622	1	4721	20327.624	532	1	KCMF1		KCMF1	532	1
6_MACS_peak_2340_lociStitched	chr1	234622927	234646073	6	12425	20322.188	533	1		TARBP1	TARBP1	533	1
1_MACS_peak_374_lociStitched	chr1	21615912	21622548	1	6637	20296.206	534	1	ECE1	ECE1	ECE1	534	1
1_MACS_peak_16711_lociStitched	chr4	1871007	1875461	1	4455	20291.0878	535	1	WHSC1	WHSC1,LETM1	WHSC1	535	1
1_MACS_peak_8283_lociStitched	chr16	30074614	30078873	1	4260	20269.4328	536	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	536	1
2_MACS_peak_7402_lociStitched	chr15	66079547	66090771	2	10174	20269.4216	537	1	DENND4A		DENND4A	537	1
1_MACS_peak_10656_lociStitched	chr19	1066547	1070272	1	3726	20251.335	538	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	538	1
1_MACS_peak_18812_lociStitched	chr5	180667910	180675723	1	7814	20240.3578	539	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	539	1
1_MACS_peak_11786_lociStitched	chr19	49465144	49472152	1	7009	20236.3008	540	1	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	540	1
3_MACS_peak_3442_lociStitched	chr11	841529	849328	3	5465	20215.008	541	1	TSPAN4,POLR2L	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD	TSPAN4	541	1
2_MACS_peak_10170_lociStitched	chr17	80406025	80417707	2	7322	20207.5236	542	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	542	1
1_MACS_peak_16408_lociStitched	chr3	170072986	170076759	1	3774	20191.9641	543	1	SKIL	SKIL	SKIL	543	1
1_MACS_peak_17523_lociStitched	chr4	185201460	185210826	1	9367	20135.0268	544	1			ENPP6	544	1
2_MACS_peak_1206_lociStitched	chr1	111735792	111748245	2	8853	20112.8403	545	1	DENND2D	CHI3L2	DENND2D	545	1
3_MACS_peak_3945_lociStitched	chr11	63948332	63955607	3	6537	20087.73	546	1	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,MACROD1,TRPT1	STIP1	546	1
3_MACS_peak_13378_lociStitched	chr2	202117499	202128324	3	9898	20082.54	547	1	CASP8		CASP8	547	1
1_MACS_peak_18131_lociStitched	chr5	90673423	90680889	1	7467	20073.0876	548	1	LOC100129716,ARRDC3		LOC100129716	548	1
1_MACS_peak_68_lociStitched	chr1	1622282	1625572	1	3291	20056.169	549	1	CDK11B,SLC35E2B	CDK11A	SLC35E2B	549	1
5_MACS_peak_10063_lociStitched	chr17	77769699	77787969	5	10464	20051.325	550	1	CBX8	CBX2,CBX4	CBX8	550	1
3_MACS_peak_15004_lociStitched	chr22	39095191	39103750	3	6347	20020.3569	551	1	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	551	1
1_MACS_peak_2410_lociStitched	chr1	244995944	245001413	1	5470	20018.7276	552	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	552	1
1_MACS_peak_1655_lociStitched	chr1	159890194	159896273	1	6080	19974.3782	553	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	553	1
1_MACS_peak_1919_lociStitched	chr1	197741566	197748359	1	6794	19949.6824	554	1	DENND1B		DENND1B	554	1
1_MACS_peak_1494_lociStitched	chr1	153916378	153919853	1	3476	19929.4725	555	1	DENND4B	CREB3L4,RPS27,GATAD2B,CRTC2,SLC39A1,JTB,RAB13	DENND4B	555	1
2_MACS_peak_8077_lociStitched	chr16	11770800	11784576	2	12048	19913.208	556	1	SNN,TXNDC11		SNN	556	1
