REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_16354_lociStitched	chr3	156803946	156811963	1	8018	26583.5703	496	1	LOC100498859,LOC339894		LOC100498859	496	1
3_MACS_peak_15239_lociStitched	chr22	50352820	50364832	3	7707	30144.114	498	1	PIM3	CRELD2,ALG12	PIM3	498	1
3_MACS_peak_8801_lociStitched	chr16	89033868	89046182	3	8285	22293.2656	499	1	CBFA2T3	CBFA2T3	CBFA2T3	499	1
3_MACS_peak_17541_lociStitched	chr4	185391484	185403395	3	8161	24188.8588	500	1	IRF2		IRF2	500	1
1_MACS_peak_19306_lociStitched	chr6	31701298	31709069	1	7772	28354.0477	508	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	508	1
2_MACS_peak_19308_lociStitched	chr6	31756098	31764575	2	8136	23164.2502	510	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	510	1
3_MACS_peak_2893_lociStitched	chr10	74030345	74046177	3	8277	20641.7616	512	1	DDIT4		DDIT4	512	1
1_MACS_peak_23450_lociStitched	chr9	139775516	139782636	1	7121	34338.336	517	1	TRAF2	C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	517	1
2_MACS_peak_11480_lociStitched	chr19	39338104	39348771	2	7748	27460.0581	519	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	519	1
2_MACS_peak_8319_lociStitched	chr16	30661302	30673063	2	7348	31913.4735	522	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	522	1
3_MACS_peak_1853_lociStitched	chr1	183438921	183450878	3	8037	23073.4229	525	1	SMG7		SMG7	525	1
3_MACS_peak_2992_lociStitched	chr10	89620008	89629469	3	8166	20898.4029	526	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	526	1
1_MACS_peak_1322_lociStitched	chr1	143911427	143919216	1	7790	26396.1421	528	1	SRGAP2P2,FAM72D		SRGAP2P2	528	1
3_MACS_peak_16585_lociStitched	chr3	193848451	193860851	3	7951	24153.96	529	1	HES1		HES1	529	1
3_MACS_peak_15104_lociStitched	chr22	42221575	42231096	3	8128	21000.4697	531	1	CCDC134,SREBF2		SREBF2	531	1
1_MACS_peak_8411_lociStitched	chr16	50713203	50721390	1	8188	19472.7795	537	1	SNX20	NOD2	SNX20	537	1
1_MACS_peak_1412_lociStitched	chr1	149854536	149861585	1	7050	33811.9383	538	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	538	1
3_MACS_peak_8973_lociStitched	chr17	6915040	6926245	3	8051	21626.7705	540	1	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	540	1
1_MACS_peak_10243_lociStitched	chr18	9134833	9142929	1	8097	20704.7104	541	1	ANKRD12	NDUFV2	ANKRD12	541	1
1_MACS_peak_5454_lociStitched	chr12	109024192	109031787	1	7596	27806.814	542	1	SELPLG	TMEM119	SELPLG	542	1
1_MACS_peak_9119_lociStitched	chr17	18084714	18092211	1	7498	28825.965	545	1	ALKBH5	LLGL1	ALKBH5	545	1
1_MACS_peak_18754_lociStitched	chr5	176852199	176859914	1	7716	26139.1915	546	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	546	1
1_MACS_peak_14584_lociStitched	chr21	45590105	45597625	1	7521	28124.8	552	1		C21orf33	C21orf33	552	1
3_MACS_peak_19370_lociStitched	chr6	33279760	33292224	3	7963	21749.68	554	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	554	1
3_MACS_peak_9333_lociStitched	chr17	36101153	36112031	3	7731	23962.0584	563	1	HNF1B		HNF1B	563	1
1_MACS_peak_2038_lociStitched	chr1	206132349	206139865	1	7517	26805.814	564	1	FAM72A		FAM72A	564	1
1_MACS_peak_10445_lociStitched	chr18	46473058	46480189	1	7132	30999.1701	565	1	SMAD7	SMAD7	SMAD7	565	1
1_MACS_peak_16118_lociStitched	chr3	126626800	126634658	1	7859	21775.3038	566	1	CHCHD6		PLXNA1	566	1
3_MACS_peak_3989_lociStitched	chr11	64879157	64890872	3	7624	24676.476	569	1	TM7SF2,C11orf2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	569	1
2_MACS_peak_13508_lociStitched	chr2	219260376	219272371	2	7694	23584.569	570	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	570	1
1_MACS_peak_16616_lociStitched	chr3	195629965	195637402	1	7438	26908.5534	571	1	TNK2	TNK2	TNK2	571	1
2_MACS_peak_19527_lociStitched	chr6	43593683	43604654	2	7663	23827.9149	573	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	573	1
1_MACS_peak_18812_lociStitched	chr5	180667910	180675723	1	7814	20240.3578	584	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	584	1
2_MACS_peak_1467_lociStitched	chr1	152001045	152012135	2	7705	21923.821	585	1	S100A11	S100A10,TCHHL1	S100A11	585	1
1_MACS_peak_1300_lociStitched	chr1	120832886	120840443	1	7558	23919.4164	587	1	FAM72B		FAM72B	587	1
1_MACS_peak_72_lociStitched	chr1	1706777	1713836	1	7060	29851.8051	588	1	NADK	SLC35E2,NADK	NADK	588	1
2_MACS_peak_445_lociStitched	chr1	25251163	25259020	2	7079	28964.8305	595	1	RUNX3		RUNX3	595	1
2_MACS_peak_16223_lociStitched	chr3	136466891	136474523	2	7529	23327.208	599	1	STAG1		STAG1	599	1
1_MACS_peak_1748_lociStitched	chr1	167595824	167602105	1	6282	35726.9561	602	1	RCSD1		RCSD1	602	1
1_MACS_peak_9514_lociStitched	chr17	42293111	42299593	1	6483	34030.5	604	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	604	1
2_MACS_peak_10068_lociStitched	chr17	77809564	77818934	2	7308	25301.811	608	1	CBX4	CBX8	CBX4	608	1
3_MACS_peak_20696_lociStitched	chr7	47514412	47522608	3	7662	19455.6648	614	1	TNS3		TNS3	614	1
1_MACS_peak_8536_lociStitched	chr16	67594217	67601121	1	6905	29243.9632	615	1	CTCF	FAM65A	CTCF	615	1
2_MACS_peak_4139_lociStitched	chr11	68032342	68042075	2	7483	21483.6509	623	1	C11orf24	LRP5	C11orf24	623	1
1_MACS_peak_7385_lociStitched	chr15	65182947	65190218	1	7272	24283.6858	626	1		PLEKHO2,ANKDD1A	ANKDD1A	626	1
2_MACS_peak_7921_lociStitched	chr16	3012822	3021255	2	7239	24571.2321	627	1	KREMEN2,PAQR4	LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	PAQR4	627	1
1_MACS_peak_11721_lociStitched	chr19	47728546	47735276	1	6731	29968.017	632	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	632	1
3_MACS_peak_14769_lociStitched	chr22	24819693	24831254	3	7547	19483.7533	633	1	ADORA2A,C22orf45		ADORA2A	633	1
2_MACS_peak_19570_lociStitched	chr6	44223437	44233900	2	6949	27446.5416	639	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	639	1
1_MACS_peak_15228_lociStitched	chr22	48490912	48498035	1	7124	25288.7869	640	1			MIR3201	640	1
2_MACS_peak_2025_lociStitched	chr1	205446220	205454893	2	7291	22987.7865	642	1		CDK18,MIR135B	CDK18	642	1
3_MACS_peak_8795_lociStitched	chr16	88846236	88858062	3	7318	22594.7556	643	1	FAM38A	CDT1,APRT	FAM38A	643	1
1_MACS_peak_18131_lociStitched	chr5	90673423	90680889	1	7467	20073.0876	646	1	LOC100129716,ARRDC3		LOC100129716	646	1
1_MACS_peak_10973_lociStitched	chr19	10380038	10386956	1	6919	27409.116	647	1	ICAM1	MIR4322,MRPL4,ICAM4,ICAM5,S1PR2,ZGLP1,FDX1L	ICAM1	647	1
3_MACS_peak_8308_lociStitched	chr16	30536969	30547850	3	6891	27472.3488	650	1	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	650	1
1_MACS_peak_40_lociStitched	chr1	1239496	1245981	1	6486	31422.419	653	1	PUSL1,ACAP3	SCNN1D,GLTPD1,TAS1R3,UBE2J2,CPSF3L,DVL1,MXRA8	ACAP3	653	1
2_MACS_peak_17877_lociStitched	chr5	55284609	55292366	2	7301	21582.3011	656	1	IL6ST		IL6ST	656	1
2_MACS_peak_23447_lociStitched	chr9	139735270	139744689	2	6630	29106.5938	663	1	C9orf86,C9orf172,PHPT1	TMEM141,KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	663	1
1_MACS_peak_4466_lociStitched	chr11	118794351	118801522	1	7172	22686.8927	664	1		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	664	1
2_MACS_peak_10170_lociStitched	chr17	80406025	80417707	2	7322	20207.5236	666	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	666	1
1_MACS_peak_6186_lociStitched	chr13	114828930	114835644	1	6715	28008.1224	667	1	RASA3		RASA3	667	1
1_MACS_peak_21005_lociStitched	chr7	92459896	92467026	1	7131	22888.013	669	1	CDK6		CDK6	669	1
2_MACS_peak_12548_lociStitched	chr2	65657223	65665208	2	6727	27509.1235	674	1	SPRED2		SPRED2	674	1
2_MACS_peak_8798_lociStitched	chr16	88868031	88879705	2	7334	19264.4348	677	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	CDT1	677	1
2_MACS_peak_16220_lociStitched	chr3	135910910	135917837	2	6773	26668.2573	680	1	MSL2		MSL2	680	1
2_MACS_peak_2366_lociStitched	chr1	235113032	235121508	2	7207	20944.196	682	1			SNORA14B	682	1
3_MACS_peak_595_lociStitched	chr1	32468906	32481996	3	7184	21137.732	684	1	KHDRBS1		KHDRBS1	684	1
1_MACS_peak_12346_lociStitched	chr2	43357169	43364148	1	6980	23952.6259	685	1			ZFP36L2	685	1
1_MACS_peak_12035_lociStitched	chr19	59064859	59071945	1	7087	22135.9554	689	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	CHMP2A	689	1
1_MACS_peak_10318_lociStitched	chr18	20712593	20719099	1	6507	28731.7972	690	1	CABLES1	CABLES1	CABLES1	690	1
2_MACS_peak_1352_lociStitched	chr1	145469566	145478553	2	6807	25366.7062	693	1	ANKRD34A,LIX1L,POLR3GL	TXNIP,RBM8A,PEX11B,ITGA10,GNRHR2	LIX1L	693	1
3_MACS_peak_23496_lociStitched	chr9	140499129	140514804	3	7056	22093.9125	694	1	ARRDC1,EHMT1,C9orf37	WDR85,ZMYND19	C9orf37	694	1
1_MACS_peak_674_lociStitched	chr1	37939197	37946140	1	6944	23456.2312	698	1	ZC3H12A	MEAF6	ZC3H12A	698	1
1_MACS_peak_6557_lociStitched	chr14	69257099	69264123	1	7025	21819.3536	707	1	ZFP36L1,C14orf181		ZFP36L1	707	1
1_MACS_peak_18789_lociStitched	chr5	179230182	179236717	1	6536	27669.8435	708	1	SQSTM1,MGAT4B	LTC4S,SQSTM1,MIR1229,MGAT4B,C5orf45	SQSTM1	708	1
1_MACS_peak_18973_lociStitched	chr6	12008161	12014521	1	6361	29173.956	711	1	HIVEP1		HIVEP1	711	1
2_MACS_peak_9945_lociStitched	chr17	73868421	73875696	2	6104	31195.2	714	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	714	1
1_MACS_peak_9976_lociStitched	chr17	74730203	74737318	1	7116	19343.5505	717	1	MFSD11,SRSF2,MIR636	C17orf95,MXRA7,JMJD6	MFSD11	717	1
2_MACS_peak_23261_lociStitched	chr9	131782684	131790818	2	6948	21343.616	720	1	SH3GLB2	FAM73B	SH3GLB2	720	1
1_MACS_peak_17828_lociStitched	chr5	42989991	42995889	1	5899	32385.918	722	1		LOC153684,LOC648987,C5orf39	LOC648987	722	1
1_MACS_peak_11786_lociStitched	chr19	49465144	49472152	1	7009	20236.3008	724	1	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	724	1
3_MACS_peak_19363_lociStitched	chr6	33166820	33176974	3	7052	19317.985	730	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	730	1
2_MACS_peak_14591_lociStitched	chr21	45659045	45667803	2	6400	27492.2378	734	1	ICOSLG,DNMT3L	AIRE	ICOSLG	734	1
2_MACS_peak_21461_lociStitched	chr7	150096615	150105676	2	6753	23354.7275	735	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	735	1
2_MACS_peak_1792_lociStitched	chr1	174127250	174136955	2	6951	20589.1575	736	1	RABGAP1L		RABGAP1L	736	1
2_MACS_peak_11610_lociStitched	chr19	44281049	44289809	2	6999	19749.42	740	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	740	1
3_MACS_peak_1441_lociStitched	chr1	150945595	150955941	3	6934	20729.2456	741	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	741	1
2_MACS_peak_10740_lociStitched	chr19	2469066	2480249	2	6868	21627.922	742	1	GADD45B	TIMM13,LMNB2	GADD45B	742	1
3_MACS_peak_20652_lociStitched	chr7	44787276	44794380	3	6733	23395.6032	743	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	743	1
1_MACS_peak_8731_lociStitched	chr16	85586485	85593251	1	6767	22837.9564	745	1			KIAA0182	745	1
1_MACS_peak_13609_lociStitched	chr2	232570515	232577020	1	6506	25961.455	746	1	PTMA	MIR1244-1	PTMA	746	1
3_MACS_peak_1813_lociStitched	chr1	179049029	179061596	3	6780	22521.3207	748	1	TOR3A		TOR3A	748	1
1_MACS_peak_3143_lociStitched	chr10	104153093	104159851	1	6759	22714.3138	749	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	749	1
1_MACS_peak_1444_lociStitched	chr1	150975417	150982278	1	6862	20399.1252	758	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,MLLT11,LASS2,CDC42SE1	FAM63A	758	1
5_MACS_peak_11521_lociStitched	chr19	40916045	40932559	5	6914	19392.3902	761	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	761	1
1_MACS_peak_4612_lociStitched	chr12	1638821	1645591	1	6771	21282.172	764	1		LOC100292680	LOC100292680	764	1
1_MACS_peak_17632_lociStitched	chr5	1311460	1318002	1	6543	24056.8966	767	1	CLPTM1L	TERT	TERT	767	1
2_MACS_peak_10020_lociStitched	chr17	76246837	76255718	2	6793	20727.3659	768	1		BIRC5,LOC283999,EPR1	LOC283999	768	1
1_MACS_peak_4033_lociStitched	chr11	65623909	65630139	1	6231	27268.087	770	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	770	1
1_MACS_peak_20884_lociStitched	chr7	74070730	74077221	1	6492	24038.7694	776	1	GTF2I		GTF2I	776	1
1_MACS_peak_1919_lociStitched	chr1	197741566	197748359	1	6794	19949.6824	778	1	DENND1B		DENND1B	778	1
2_MACS_peak_8544_lociStitched	chr16	67875378	67882189	2	6227	26852.3675	780	1	THAP11,NUTF2,CENPT	TSNAXIP1,EDC4,NRN1L,PSKH1,RANBP10	NUTF2	780	1
1_MACS_peak_9375_lociStitched	chr17	37909195	37915114	1	5920	29612.1651	782	1		GRB7,C17orf37	GRB7	782	1
2_MACS_peak_12022_lociStitched	chr19	58891194	58899829	2	6348	25302.277	783	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497	ZNF837	783	1
1_MACS_peak_4019_lociStitched	chr11	65352969	65359562	1	6594	22225.003	785	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	785	1
1_MACS_peak_1800_lociStitched	chr1	174966814	174973430	1	6617	21508.616	792	1	CACYBP	MRPS14	CACYBP	792	1
1_MACS_peak_16369_lociStitched	chr3	160116204	160122471	1	6268	25282.3314	802	1	SMC4,MIR15B,IFT80	MIR16-2,IFT80,TRIM59	SMC4	802	1
1_MACS_peak_3151_lociStitched	chr10	104401190	104407708	1	6519	22198.3526	804	1	TRIM8		TRIM8	804	1
2_MACS_peak_2248_lociStitched	chr1	226308755	226316734	2	6054	27217.1669	806	1			ACBD3	806	1
1_MACS_peak_374_lociStitched	chr1	21615912	21622548	1	6637	20296.206	808	1	ECE1	ECE1	ECE1	808	1
1_MACS_peak_9099_lociStitched	chr17	17592619	17599166	1	6548	21380.5379	811	1	RAI1		RAI1	811	1
1_MACS_peak_21340_lociStitched	chr7	130790328	130796910	1	6583	20679.3276	814	1	MKLN1,FLJ43663		FLJ43663	814	1
2_MACS_peak_1749_lociStitched	chr1	167682853	167692951	2	6612	19467.9342	821	1	MPZL1		MPZL1	821	1
3_MACS_peak_3945_lociStitched	chr11	63948332	63955607	3	6537	20087.73	825	1	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,MACROD1,TRPT1	STIP1	825	1
1_MACS_peak_2235_lociStitched	chr1	226066523	226072440	1	5918	27283.8787	827	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	827	1
2_MACS_peak_20490_lociStitched	chr7	26238026	26244360	2	6256	23449.7348	831	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	831	1
3_MACS_peak_22454_lociStitched	chr8	145741957	145754923	3	6415	21334.2564	834	1	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	834	1
2_MACS_peak_23473_lociStitched	chr9	140115546	140122320	2	6291	22489.0026	841	1	C9orf169,LOC643596,RNF208	SSNA1,NDOR1,SLC34A3,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,FAM166A	C9orf169	841	1
1_MACS_peak_14916_lociStitched	chr22	36778824	36785061	1	6238	22803.7194	844	1	MYH9		MYH9	844	1
1_MACS_peak_14520_lociStitched	chr21	43480754	43487064	1	6311	21714.603	845	1	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	845	1
3_MACS_peak_10679_lociStitched	chr19	1400426	1409683	3	6449	19547.0812	850	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	850	1
1_MACS_peak_18158_lociStitched	chr5	96266854	96273192	1	6339	20957.2308	854	1	LNPEP	LNPEP	LNPEP	854	1
1_MACS_peak_13828_lociStitched	chr20	10649704	10656066	1	6363	20362.2172	859	1	JAG1		JAG1	859	1
3_MACS_peak_15004_lociStitched	chr22	39095191	39103750	3	6347	20020.3569	865	1	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	865	1
2_MACS_peak_9675_lociStitched	chr17	48942038	48950924	2	6064	23065.3902	875	1		WFIKKN2,TOB1	TOB1	875	1
2_MACS_peak_4146_lociStitched	chr11	68605397	68612141	2	6330	19505.6712	878	1	CPT1A		CPT1A	878	1
3_MACS_peak_19054_lociStitched	chr6	20400917	20410781	3	6200	20827.836	887	1	E2F3		E2F3	887	1
1_MACS_peak_2019_lociStitched	chr1	205252584	205258667	1	6084	22067.9074	891	1		NUAK2	NUAK2	891	1
1_MACS_peak_1738_lociStitched	chr1	167187868	167193784	1	5917	23967.4908	893	1	POU2F1		POU2F1	893	1
1_MACS_peak_1745_lociStitched	chr1	167531365	167537307	1	5943	23222.5244	905	1		CD247,CREG1	CREG1	905	1
1_MACS_peak_23281_lociStitched	chr9	132340756	132346900	1	6145	20667.1872	906	1		METTL11A,C9orf50	C9orf50	906	1
2_MACS_peak_1432_lociStitched	chr1	150547928	150554221	2	6210	19708.4174	907	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	907	1
1_MACS_peak_11709_lociStitched	chr19	47216627	47222579	1	5953	22352.1408	921	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	921	1
1_MACS_peak_1655_lociStitched	chr1	159890194	159896273	1	6080	19974.3782	935	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	935	1
2_MACS_peak_75_lociStitched	chr1	1820721	1829561	2	5971	21202.74	939	1	GNB1	CALML6,TMEM52	GNB1	939	1
2_MACS_peak_15235_lociStitched	chr22	50324723	50331615	2	5875	19446.4672	1004	1		CRELD2,PIM3,ALG12	CRELD2	1004	1
