REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_13408_lociStitched	chr2	204568194	204583229	3	10009	19568.0525	333	1	CD28		CD28	CD28	0.5363	333	1
1_MACS_peak_15360_lociStitched	chr3	13052043	13062042	1	10000	31090.8906	334	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.306	334	1
2_MACS_peak_817_lociStitched	chr1	45265068	45278889	2	9997	28269.4734	335	1	PLK3,BTBD19,TCTEX1D4	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	TCTEX1D4	TCTEX1D4	1.9215	335	1
3_MACS_peak_2363_lociStitched	chr1	235090291	235108018	3	9964	25665.1506	336	1			SNORA14B	SNORA14B	NONE	336	1
6_MACS_peak_14963_lociStitched	chr22	38019800	38037235	6	9935	16697.4995	337	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	LGALS1	0.933	337	1
1_MACS_peak_5160_lociStitched	chr12	57074578	57084499	1	9922	24674.5191	338	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.2535	338	1
2_MACS_peak_4001_lociStitched	chr11	65147461	65157478	2	9907	26211.4839	339	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	5.64	339	1
3_MACS_peak_13378_lociStitched	chr2	202117499	202128324	3	9898	20082.54	340	1	CASP8		CASP8	CASP8	0.4995	340	1
1_MACS_peak_15035_lociStitched	chr22	39539605	39549493	1	9889	33236.5344	341	1	CBX7	APOBEC3H	CBX7	CBX7	1.1491	341	1
4_MACS_peak_3557_lociStitched	chr11	10323865	10339769	4	9889	17627.9936	342	1	ADM	SBF2	ADM	ADM	1.3468	342	1
3_MACS_peak_1988_lociStitched	chr1	203266238	203278467	3	9873	28147.4893	343	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	1.7634	343	1
2_MACS_peak_16286_lociStitched	chr3	143558611	143570961	2	9843	14666.86	344	1	SLC9A9		SLC9A9	SLC9A9	0.1147	344	1
3_MACS_peak_10326_lociStitched	chr18	21067539	21084992	3	9841	15550.623	345	1	C18orf8	RIOK3,C18orf45	C18orf8	C18orf8	0.2333	345	1
4_MACS_peak_10124_lociStitched	chr17	79816622	79831235	4	9838	34615.2744	346	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	ARHGDIA	1.5092	346	1
1_MACS_peak_24266_lociStitched	chrX	153230922	153240757	1	9836	30825.8405	347	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.7412	347	1
2_MACS_peak_12927_lociStitched	chr2	112455434	112465729	2	9836	18940.741	348	1			ANAPC1	ANAPC1	NONE	348	1
2_MACS_peak_21705_lociStitched	chr8	26428177	26438026	2	9824	25887.1116	349	1	DPYSL2		DPYSL2	DPYSL2	0.224	349	1
1_MACS_peak_1431_lociStitched	chr1	150532083	150541898	1	9816	53927.536	350	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	1.4469	350	1
6_MACS_peak_22199_lociStitched	chr8	116825137	116835886	6	9797	7275.9981	351	1			TRPS1	TRPS1	NONE	351	1
2_MACS_peak_5314_lociStitched	chr12	89738278	89749002	2	9735	25815.8852	352	1	DUSP6		DUSP6	DUSP6	1.815	352	1
5_MACS_peak_22180_lociStitched	chr8	115505865	115516822	5	9722	8282.3963	353	1				NONE	NONE	353	1
5_MACS_peak_7214_lociStitched	chr15	45011328	45023200	5	9711	12483.408	354	1		B2M,TRIM69,PATL2	TRIM69	B2M	0.8084	354	1
5_MACS_peak_3325_lociStitched	chr10	125838908	125855224	5	9670	22977.8228	355	1	CHST15		CHST15	CHST15	0.3812	355	1
5_MACS_peak_18556_lociStitched	chr5	150519522	150537880	5	9653	17377.6828	356	1	ANXA6		ANXA6	ANXA6	0.2856	356	1
4_MACS_peak_494_lociStitched	chr1	27152560	27167749	4	9652	19022.7036	357	1	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.3315	357	1
2_MACS_peak_5433_lociStitched	chr12	106530099	106540272	2	9640	18855.6555	358	1	NUAK1		NUAK1	NUAK1	0.2566	358	1
3_MACS_peak_472_lociStitched	chr1	26436563	26454145	3	9608	25377.8588	359	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	1.0793	359	1
4_MACS_peak_3853_lociStitched	chr11	60925626	60936284	4	9603	15772.7742	360	1	VPS37C	PGA3	VPS37C	VPS37C	0.3862	360	1
3_MACS_peak_19565_lociStitched	chr6	44183657	44193620	3	9600	17738.1252	361	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	NFKBIE	1.6336	361	1
6_MACS_peak_23598_lociStitched	chrX	12965014	12980681	6	9596	14752.0472	362	1		TLR8,TMSB4X,LOC349408	LOC349408	TMSB4X	1.1116	362	1
2_MACS_peak_9219_lociStitched	chr17	27218230	27230649	2	9592	27520.504	363	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.9401	363	1
1_MACS_peak_10539_lociStitched	chr18	60382473	60392046	1	9574	21304.7115	364	1	PHLPP1		PHLPP1	PHLPP1	0.1464	364	1
3_MACS_peak_1837_lociStitched	chr1	181095590	181105456	3	9562	20527.1996	365	1		IER5	IER5	IER5	1.8666	365	1
1_MACS_peak_1351_lociStitched	chr1	145448253	145457812	1	9560	24035.1496	366	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.2224	366	1
3_MACS_peak_6924_lociStitched	chr14	105529388	105543400	3	9552	21057.2336	367	1	GPR132	CDCA4	GPR132	GPR132	0.6876	367	1
2_MACS_peak_8461_lociStitched	chr16	57568812	57580360	2	9530	27753.3084	368	1	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.546	368	1
2_MACS_peak_1948_lociStitched	chr1	200985734	200996574	2	9519	40923.168	369	1	KIF21B		KIF21B	KIF21B	0.7598	369	1
3_MACS_peak_17618_lociStitched	chr5	996625	1011380	3	9510	22958.78	370	1	NKD2		NKD2	NKD2	0.5974	370	1
4_MACS_peak_13429_lociStitched	chr2	207997067	208014782	4	9510	14255.2605	371	1	KLF7	MIR2355	KLF7	KLF7	0.3612	371	1
2_MACS_peak_7742_lociStitched	chr15	93442887	93452414	2	9501	15414.686	372	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.5416	372	1
3_MACS_peak_1945_lociStitched	chr1	200856430	200866503	3	9489	22916.075	373	1	C1orf106	GPR25	C1orf106	C1orf106	0.7641	373	1
4_MACS_peak_4473_lociStitched	chr11	118963980	118979317	4	9488	18685.0671	374	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.9885	374	1
4_MACS_peak_15614_lociStitched	chr3	46577869	46591835	4	9485	14894.739	375	1	LRRC2	RTP3,TDGF1	LRRC2	RTP3	0.4797	375	1
1_MACS_peak_1991_lociStitched	chr1	203288734	203298216	1	9483	33910.4766	376	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.7634	376	1
4_MACS_peak_7869_lociStitched	chr16	2009039	2023220	4	9472	17468.1558	377	1	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,RPS2,SNORA10,SNORA64	GFER,SYNGR3,NPW,HS3ST6,SEPX1,RPL3L,NOXO1,ZNF598	RNF151	RNF151	1.1097	377	1
3_MACS_peak_22146_lociStitched	chr8	103816293	103827142	3	9471	27162.6413	378	1		AZIN1	AZIN1	AZIN1	0.3299	378	1
3_MACS_peak_8569_lociStitched	chr16	68789330	68800285	3	9470	13060.551	379	1	CDH1		CDH1	CDH1	0.322	379	1
2_MACS_peak_19689_lociStitched	chr6	74224957	74234531	2	9467	45469.7982	380	1	EEF1A1		EEF1A1	EEF1A1	3.0574	380	1
4_MACS_peak_21671_lociStitched	chr8	22921243	22933362	4	9447	15403.249	381	1	TNFRSF10B	TNFRSF10C	TNFRSF10B	TNFRSF10B	0.2605	381	1
2_MACS_peak_22432_lociStitched	chr8	145149395	145160780	2	9420	30280.6845	382	1	CYC1,MAF1,SHARPIN	EXOSC4,GPAA1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	SHARPIN	1.9853	382	1
4_MACS_peak_4006_lociStitched	chr11	65236364	65247894	4	9419	27157.762	383	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	5.64	383	1
4_MACS_peak_15154_lociStitched	chr22	45630113	45646486	4	9410	14979.6577	384	1	C22orf9	UPK3A,MIR1249,C22orf9	C22orf9	C22orf9	0.2609	384	1
1_MACS_peak_17214_lociStitched	chr4	105407799	105417198	1	9400	13065.5499	385	1	CXXC4		CXXC4	CXXC4	0.4829	385	1
3_MACS_peak_5603_lociStitched	chr12	120966200	120978928	3	9387	16906.6024	386	1	RNF10,COQ5	DYNLL1,POP5	RNF10	DYNLL1	0.4565	386	1
1_MACS_peak_17523_lociStitched	chr4	185201460	185210826	1	9367	20135.0268	387	1			ENPP6	ENPP6	0.0637	387	1
2_MACS_peak_23604_lociStitched	chrX	12991278	13004911	2	9358	15296.226	388	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.1116	388	1
5_MACS_peak_20863_lociStitched	chr7	73255552	73270442	5	9350	11626.112	389	1	WBSCR27	CLDN4,WBSCR28	WBSCR27	CLDN4	0.5117	389	1
4_MACS_peak_22142_lociStitched	chr8	103793998	103810408	4	9342	15558.321	390	1			AZIN1	AZIN1	0.3299	390	1
2_MACS_peak_20736_lociStitched	chr7	55594981	55605972	2	9324	21411.5671	391	1	VOPP1		VOPP1	VOPP1	0.6741	391	1
4_MACS_peak_4125_lociStitched	chr11	67761481	67778616	4	9313	31701.4635	392	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	1.4014	392	1
2_MACS_peak_20831_lociStitched	chr7	71864716	71877237	2	9311	17205.1061	393	1	CALN1		CALN1	CALN1	0.1134	393	1
2_MACS_peak_5155_lociStitched	chr12	57022099	57031424	2	9301	26693.745	394	1	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	1.2535	394	1
4_MACS_peak_5971_lociStitched	chr13	46951216	46964887	4	9295	11500.0452	395	1	C13orf18		C13orf18	C13orf18	0.2753	395	1
2_MACS_peak_4913_lociStitched	chr12	40007566	40016859	2	9286	14063.0969	396	1	ABCD2	C12orf40	ABCD2	ABCD2	0.2315	396	1
2_MACS_peak_9655_lociStitched	chr17	48224291	48233563	2	9272	28128.4664	397	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	1.1064	397	1
2_MACS_peak_1848_lociStitched	chr1	182583147	182596208	2	9272	22995.1966	398	1	LOC284648	RNASEL,RGS16,RGS8	LOC284648	LOC284648	1.57	398	1
2_MACS_peak_12706_lociStitched	chr2	86219650	86228975	2	9224	24816.6225	399	1		LOC90784	LOC90784	LOC90784	0.0945	399	1
1_MACS_peak_18483_lociStitched	chr5	142430135	142439356	1	9222	20975.0087	400	1	ARHGAP26		ARHGAP26	ARHGAP26	0.1966	400	1
5_MACS_peak_20018_lociStitched	chr6	134556718	134572142	5	9199	9004.5312	401	1	SGK1		SGK1	SGK1	0.1766	401	1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	3	9195	27732.7395	402	1	NOTCH1		NOTCH1	NOTCH1	0.5351	402	1
1_MACS_peak_10547_lociStitched	chr18	60822103	60831284	1	9182	27721.1114	403	1	BCL2		BCL2	BCL2	0.4514	403	1
2_MACS_peak_3218_lociStitched	chr10	112255460	112264659	2	9179	18904.8649	404	1	DUSP5		DUSP5	DUSP5	0.865	404	1
2_MACS_peak_12590_lociStitched	chr2	70309727	70323266	2	9171	31520.1459	405	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.488	405	1
3_MACS_peak_22580_lociStitched	chr9	21986080	21996689	3	9132	15020.2222	406	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.4538	406	1
2_MACS_peak_8444_lociStitched	chr16	56963414	56973129	2	9129	31437.74	407	1	HERPUD1	CETP	HERPUD1	HERPUD1	1.5513	407	1
1_MACS_peak_20534_lociStitched	chr7	30384069	30393194	1	9126	11514.8375	408	1	ZNRF2	DKFZP586I1420	DKFZP586I1420	DKFZP586I1420	0.0689	408	1
3_MACS_peak_6984_lociStitched	chr15	21896256	21905966	3	9121	11306.324	409	1		LOC646214	LOC646214	LOC646214	0.6966	409	1
4_MACS_peak_18845_lociStitched	chr6	2853547	2867634	4	9102	12306.4032	410	1	MGC39372	SERPINB1,SERPINB9	MGC39372	MGC39372	0.5275	410	1
4_MACS_peak_24161_lociStitched	chrX	129296071	129311309	4	9082	16382.3738	411	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.4871	411	1
4_MACS_peak_653_lociStitched	chr1	36614105	36628181	4	9078	28175.9292	412	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.6301	412	1
2_MACS_peak_7544_lociStitched	chr15	75353335	75363045	2	9069	14831.054	413	1		PPCDC	PPCDC	PPCDC	0.6621	413	1
3_MACS_peak_22065_lociStitched	chr8	95953466	95963105	3	9065	19200.888	414	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.6407	414	1
3_MACS_peak_1495_lociStitched	chr1	153929016	153941257	3	9060	35605.3967	415	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.9697	415	1
1_MACS_peak_11006_lociStitched	chr19	11198677	11207705	1	9029	17870.926	416	1	LDLR		LDLR	LDLR	0.4313	416	1
4_MACS_peak_11178_lociStitched	chr19	16474863	16485229	4	9022	16219.6802	417	1	EPS15L1	KLF2	KLF2	KLF2	1.1338	417	1
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	3	9017	24929.8867	418	1	FOXO3		FOXO3	FOXO3	0.4538	418	1
1_MACS_peak_16154_lociStitched	chr3	128900051	128909060	1	9010	17071.1541	419	1	CNBP	ISY1	CNBP	CNBP	0.6919	419	1
2_MACS_peak_11944_lociStitched	chr19	55762902	55772264	2	8984	31215.7166	420	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	1.1628	420	1
2_MACS_peak_18755_lociStitched	chr5	176870540	176883630	2	8972	28496.93	421	1	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	GRK6	1.636	421	1
6_MACS_peak_14091_lociStitched	chr20	43270435	43282013	6	8941	13621.517	422	1	ADA	LOC79015	ADA	ADA	0.3769	422	1
1_MACS_peak_160_lociStitched	chr1	8932903	8941837	1	8935	30959.8836	423	1	ENO1		ENO1	ENO1	1.2441	423	1
3_MACS_peak_12723_lociStitched	chr2	87062636	87072670	3	8905	15787.4956	424	1	CD8B	CD8A	CD8B	CD8B	0.5234	424	1
1_MACS_peak_5558_lociStitched	chr12	116970466	116979352	1	8887	21080.2578	425	1	NCRNA00173	MAP1LC3B2	NCRNA00173	NCRNA00173	1.7183	425	1
1_MACS_peak_17816_lociStitched	chr5	40676599	40685483	1	8885	15500.8032	426	1	PTGER4		PTGER4	PTGER4	0.7325	426	1
4_MACS_peak_8360_lociStitched	chr16	31880026	31892404	4	8882	23763.2844	427	1	ZNF267		ZNF267	ZNF267	0.5159	427	1
2_MACS_peak_22191_lociStitched	chr8	115597702	115606731	2	8872	11279.0268	428	1				NONE	NONE	428	1
4_MACS_peak_7124_lociStitched	chr15	40615206	40627092	4	8854	10851.918	429	1	C15orf52	PHGR1,DISP2,C15orf23,LOC100131244,PLCB2	C15orf52	C15orf52	0.3483	429	1
2_MACS_peak_1206_lociStitched	chr1	111735792	111748245	2	8853	20112.8403	430	1	DENND2D	CHI3L2	DENND2D	DENND2D	0.8966	430	1
3_MACS_peak_1684_lociStitched	chr1	161145232	161157502	3	8846	19022.181	431	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	UFC1	1.0006	431	1
2_MACS_peak_23092_lociStitched	chr9	117257981	117268243	2	8828	15454.572	432	1	DFNB31		DFNB31	DFNB31	0.275	432	1
3_MACS_peak_16183_lociStitched	chr3	130567145	130577138	3	8822	13373.6319	433	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.1866	433	1
2_MACS_peak_8604_lociStitched	chr16	70461341	70473801	2	8822	26103.7	434	1	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.662	434	1
2_MACS_peak_21455_lociStitched	chr7	150009582	150021819	2	8815	13677.2949	435	1	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	REPIN1	3.5484	435	1
5_MACS_peak_3843_lociStitched	chr11	60672605	60684654	5	8793	15832.386	436	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6492	436	1
5_MACS_peak_4262_lociStitched	chr11	81661852	81672012	5	8786	9645.904	437	1			MIR4300	MIR4300	NONE	437	1
2_MACS_peak_19010_lociStitched	chr6	15244786	15257731	2	8785	24524.3025	438	1	JARID2		JARID2	JARID2	0.1932	438	1
3_MACS_peak_13691_lociStitched	chr2	241498727	241509499	3	8779	28230.1804	439	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.2805	439	1
2_MACS_peak_9542_lociStitched	chr17	43384862	43395639	2	8779	18799.3988	440	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.3941	440	1
8_MACS_peak_7751_lociStitched	chr15	98184584	98198240	8	8773	7097.0232	441	1			LOC91948	LOC91948	NONE	441	1
2_MACS_peak_15367_lociStitched	chr3	13454950	13464083	2	8764	26608.9955	442	1	NUP210		NUP210	NUP210	0.3997	442	1
2_MACS_peak_7049_lociStitched	chr15	31276217	31285123	2	8753	13358.1094	443	1	MTMR10		MTMR10	MTMR10	0.3335	443	1
1_MACS_peak_7293_lociStitched	chr15	55692879	55701628	1	8750	19471.7744	444	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.3774	444	1
3_MACS_peak_22421_lociStitched	chr8	145044716	145053937	3	8734	22519.5262	445	1	PLEC,PARP10	GRINA,SPATC1,PLEC,MIR661	PLEC	MIR661	1.1972	445	1
3_MACS_peak_18736_lociStitched	chr5	175960226	175971421	3	8730	28112.884	446	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	1.1382	446	1
2_MACS_peak_8290_lociStitched	chr16	30193937	30206406	2	8727	40015.5148	447	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,BOLA2B		CORO1A	CORO1A	2.3016	447	1
2_MACS_peak_13106_lociStitched	chr2	157188845	157200376	2	8725	23486.3408	448	1	NR4A2		NR4A2	NR4A2	0.5839	448	1
1_MACS_peak_19191_lociStitched	chr6	27774736	27783449	1	8714	14869.6058	449	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	1.6313	449	1
2_MACS_peak_13854_lociStitched	chr20	17945290	17954794	2	8703	19625.76	450	1	C20orf72,SNX5	SNORD17	C20orf72	C20orf72	0.6811	450	1
3_MACS_peak_23117_lociStitched	chr9	123651685	123660716	3	8701	17167.931	451	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	1.234	451	1
4_MACS_peak_1529_lociStitched	chr1	154830508	154844422	4	8700	18872.9496	452	1	KCNN3		KCNN3	KCNN3	0.3653	452	1
4_MACS_peak_13836_lociStitched	chr20	15959584	15969293	4	8699	10955.6356	453	1	MACROD2		KIF16B	KIF16B	NONE	453	1
2_MACS_peak_9349_lociStitched	chr17	36852111	36863611	2	8699	41396.55	454	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.3399	454	1
1_MACS_peak_12865_lociStitched	chr2	107135868	107144561	1	8694	15596.1113	455	1			RGPD3	RGPD3	0.0641	455	1
3_MACS_peak_9298_lociStitched	chr17	33371114	33380423	3	8693	8755.1145	456	1	RFFL		RFFL	RFFL	0.4933	456	1
1_MACS_peak_3825_lociStitched	chr11	58340062	58348750	1	8689	34231.5888	457	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.6529	457	1
1_MACS_peak_2417_lociStitched	chr1	246375649	246384324	1	8676	21564.315	458	1	SMYD3		SMYD3	SMYD3	0.1161	458	1
2_MACS_peak_1797_lociStitched	chr1	174932261	174941704	2	8675	15597.9474	459	1		CACYBP	CACYBP	CACYBP	1.0536	459	1
1_MACS_peak_4932_lociStitched	chr12	46118652	46127322	1	8671	28311.885	460	1	ARID2,LOC400027		ARID2	ARID2	0.2138	460	1
4_MACS_peak_6695_lociStitched	chr14	81930904	81945904	4	8647	9900	461	1	SEL1L		SEL1L	SEL1L	0.3033	461	1
11_MACS_peak_2685_lociStitched	chr10	37438996	37455376	11	8642	6640.452	462	1	ANKRD30A		ANKRD30A	ANKRD30A	0.1147	462	1
2_MACS_peak_20711_lociStitched	chr7	50343490	50352552	2	8638	10716.7212	463	1	IKZF1		IKZF1	IKZF1	0.1218	463	1
4_MACS_peak_10153_lociStitched	chr17	80245427	80257224	4	8637	23829.94	464	1		CSNK1D,CD7,SECTM1	CSNK1D	CSNK1D	0.3238	464	1
3_MACS_peak_7827_lociStitched	chr16	685049	700251	3	8637	30670.035	465	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	1.5263	465	1
2_MACS_peak_2011_lociStitched	chr1	205196531	205208072	2	8629	14749.398	466	1	TMCC2	DSTYK	TMCC2	TMCC2	0.6394	466	1
1_MACS_peak_17917_lociStitched	chr5	58330303	58338929	1	8627	31572.0226	467	1	PDE4D	PDE4D	PDE4D	PDE4D	0.1279	467	1
3_MACS_peak_3340_lociStitched	chr10	126424878	126433779	3	8623	11776.9131	468	1	FAM53B	METTL10	FAM53B	FAM53B	0.1948	468	1
4_MACS_peak_4669_lociStitched	chr12	6712132	6723875	4	8616	14185.544	469	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.3264	469	1
2_MACS_peak_20779_lociStitched	chr7	64015196	64023913	2	8612	12405.1627	470	1	ZNF680	LOC641746	ZNF680	ZNF680	0.3224	470	1
4_MACS_peak_2004_lociStitched	chr1	204474746	204491596	4	8603	18363.13	471	1	MDM4	PIK3C2B	MDM4	MDM4	0.324	471	1
2_MACS_peak_18300_lociStitched	chr5	130708856	130718695	2	8592	9784.8855	472	1	CDC42SE2		CDC42SE2	CDC42SE2	0.2212	472	1
3_MACS_peak_8507_lociStitched	chr16	66906444	66915464	3	8591	15376.394	473	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.695	473	1
1_MACS_peak_1350_lociStitched	chr1	145434017	145442606	1	8590	29912.9103	474	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.2224	474	1
4_MACS_peak_6120_lociStitched	chr13	104658975	104668996	4	8580	6722.0868	475	1			SLC10A2	SLC10A2	NONE	475	1
3_MACS_peak_13530_lociStitched	chr2	220109664	220119887	3	8569	16179.9421	476	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	TUBA4B	0.5122	476	1
2_MACS_peak_2088_lociStitched	chr1	209274972	209283713	2	8560	19409.3905	477	1			LOC642587	LOC642587	NONE	477	1
4_MACS_peak_5026_lociStitched	chr12	51712561	51723082	4	8551	14890.3713	478	1	BIN2,CELA1	SMAGP	BIN2	BIN2	0.3476	478	1
3_MACS_peak_2464_lociStitched	chr10	3845077	3854781	3	8545	11412.8744	479	1		KLF6	KLF6	KLF6	1.1657	479	1
3_MACS_peak_10652_lociStitched	chr19	1018921	1031306	3	8545	21350.5015	480	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	1.0976	480	1
3_MACS_peak_11105_lociStitched	chr19	13949269	13961807	3	8541	26278.3942	481	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.1665	481	1
4_MACS_peak_783_lociStitched	chr1	43396795	43410764	4	8540	11278.5706	482	1	SLC2A1	FLJ32224	FLJ32224	FLJ32224	0.2224	482	1
3_MACS_peak_23327_lociStitched	chr9	134543385	134555229	3	8539	16901.388	483	1	RAPGEF1		RAPGEF1	RAPGEF1	0.4648	483	1
1_MACS_peak_12072_lociStitched	chr2	8817950	8826477	1	8528	25088.1394	484	1	ID2		ID2	ID2	2.0418	484	1
2_MACS_peak_9213_lociStitched	chr17	27046088	27056679	2	8526	25643.9883	485	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.3011	485	1
3_MACS_peak_19197_lociStitched	chr6	27857839	27871562	3	8512	17864.6014	486	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.5969	486	1
1_MACS_peak_17906_lociStitched	chr5	56107235	56115737	1	8503	35131.1142	487	1	MAP3K1		MAP3K1	MAP3K1	0.5062	487	1
3_MACS_peak_13324_lociStitched	chr2	198072140	198082761	3	8489	10401.1453	488	1	ANKRD44		ANKRD44	ANKRD44	0.217	488	1
1_MACS_peak_6072_lociStitched	chr13	91993657	92002137	1	8481	14984.16	489	1	MIR17HG	MIR17,MIR18A,MIR19A,MIR20A,MIR19B1,MIR92A1,GPC5	MIR17HG	MIR17	1.2421	489	1
2_MACS_peak_9992_lociStitched	chr17	75131580	75143489	2	8473	19216.3624	490	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.7767	490	1
2_MACS_peak_2795_lociStitched	chr10	63656828	63665532	2	8459	10766.848	491	1	ARID5B		ARID5B	ARID5B	0.1144	491	1
4_MACS_peak_10003_lociStitched	chr17	75859884	75880060	4	8449	11724.2736	492	1	FLJ45079		FLJ45079	FLJ45079	0.5974	492	1
2_MACS_peak_19150_lociStitched	chr6	26532128	26540769	2	8439	15466.5259	493	1	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	0.7868	493	1
1_MACS_peak_15445_lociStitched	chr3	23847005	23855441	1	8437	26409.7416	494	1	UBE2E1		UBE2E1	UBE2E1	0.4186	494	1
2_MACS_peak_19094_lociStitched	chr6	26025469	26034483	2	8424	13314.5794	495	1	HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3A,HIST1H4A,HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H3B	HIST1H1C	1.2013	495	1
2_MACS_peak_17911_lociStitched	chr5	56467302	56475964	2	8413	21632.4788	496	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3174	496	1
