GENE_ID	locusLine	bin_1_H929_jia.bam
NM_018833	chr6(.):32784609-32811547	0.3232
NM_002120	chr6(.):32775539-32789825	0.0486
NM_000593	chr6(.):32807985-32826748	1.5429
NR_027771	chr6(.):32839254-32852851	0.0484
NM_004159	chr6(.):32803493-32817712	1.3774
NM_148919	chr6(.):32803493-32816816	1.4656
NR_037178	chr6(.):32856952-32876535	0.3149
NR_037174	chr6(.):32806862-32819277	1.2053
NM_006120	chr6(.):32911390-32925899	0.1216
NM_002119	chr6(.):32966959-32982389	0.0559
NM_002118	chr6(.):32897405-32913847	0.0845
NM_005104	chr6(.):32931436-32954282	2.3601
NM_001113182	chr6(.):32933664-32954282	2.6081
NM_001199455	chr6(.):32934371-32954282	2.6968
NM_001199456	chr6(.):32935860-32954282	2.7169
NM_080679	chr6(.):33125468-33165245	0.09
NM_001164267	chr6(.):33241879-33262304	0.346
NM_022551	chr6(.):33234851-33249281	0.6768
NM_172209	chr6(.):33262471-33287164	1.1388
NM_004761	chr6(.):33254430-33272176	1.0271
NM_172208	chr6(.):33266409-33287164	1.2293
NM_006979	chr6(.):33163602-33177214	1.5811
NM_002931	chr6(.):33171285-33185499	0.7926
NM_003782	chr6(.):33239916-33251602	0.5027
NR_024517	chr6(.):33281334-33295793	1.1494
NM_014234	chr6(.):33167418-33179607	1.6968
NM_014260	chr6(.):33252377-33263711	0.499
NM_021976	chr6(.):33156364-33173432	0.8761
NM_005453	chr6(.):33277181-33290512	1.2903
NM_001145338	chr6(.):33277181-33290719	1.3498
NM_022553	chr6(.):33213048-33244662	0.597
NR_029633	chr6(.):33170611-33180721	1.1145
NM_001185181	chr6(.):33252411-33263709	0.5005
NM_006772	chr6(.):33382846-33426466	0.44
NM_015921	chr6(.):33379318-33391065	0.7927
NR_001444	chr6(.):33327513-33339139	0.0628
NM_002263	chr6(.):33354312-33382699	0.5321
NM_002636	chr6(.):33373772-33389230	1.0282
NM_001188	chr6(.):33535322-33553070	1.1468
NM_002224	chr6(.):33584155-33669348	0.1108
NM_022047	chr6(.):35260594-35294548	0.9382
NM_002754	chr6(.):36093261-36112842	2.2057
NM_007271	chr6(.):36456668-36520247	0.1734
NR_037491	chr6(.):36585212-36595289	0.215
NM_020939	chr6(.):36703554-36812220	0.4444
NM_000322	chr6(.):42659332-42695358	0.0934
NM_003192	chr6(.):42707233-42718884	1.2926
NR_037141	chr6(.):42690313-42700932	0.1219
NM_015349	chr6(.):42783793-42841296	0.0499
NM_019096	chr6(.):43583217-43601936	1.0142
NM_001003690	chr6(.):43592278-43613688	1.0605
NM_014628	chr6(.):43598576-43613688	0.347
NM_006502	chr6(.):43538877-43593260	0.2103
NM_001193341	chr6(.):43607766-43643748	0.0993
NM_001171629	chr6(.):43732945-43759223	1.2347
NR_030313	chr6(.):45160410-45170507	1.863
NM_001402	chr6(.):74220472-74235755	1.8879
NM_001159676	chr6(.):86312501-86356169	0.522
NM_001159677	chr6(.):86312501-86358043	0.5028
NM_001159674	chr6(.):86312501-86357608	0.507
NM_006372	chr6(.):86318692-86358043	0.5712
NM_001159673	chr6(.):86312501-86357640	0.5067
NM_001159675	chr6(.):86318692-86356169	0.5969
NR_003044	chr6(.):86382306-86392377	1.2794
NR_003038	chr6(.):86381724-86393451	1.1177
NR_002743	chr6(.):86382011-86392086	1.2846
NM_002043	chr6(.):89962238-90029967	0.8849
NM_021244	chr6(.):90069334-90126995	0.8501
NM_182907	chr6(.):106541814-106562811	4.2339
NM_001198	chr6(.):106529194-106562814	4.0965
NM_001164313	chr6(.):109797151-109809440	0.3536
NM_001111298	chr6(.):109706417-109767374	0.121
NM_001159291	chr6(.):109760265-109782190	1.2189
NM_003080	chr6(.):109756930-109770122	0.383
NM_014797	chr6(.):109778718-109809440	0.382
NM_006079	chr6(.):139688396-139700785	1.9425
NM_001168389	chr6(.):139688396-139700350	2.0098
NM_001168388	chr6(.):139688396-139700499	1.987
NM_001013623	chr6(.):144180572-144264483	0.292
NM_001259	chr7(.):92229234-92468231	0.4133
NM_001145306	chr7(.):92229234-92470941	0.4091
NM_004289	chr7(.):26186846-26231756	0.1468
NM_001029835	chr7(.):45062232-45121069	0.3873
NM_001167935	chr7(.):45034786-45121069	0.4214
NR_030770	chr7(.):45034344-45121069	0.4219
NM_030796	chr7(.):55533305-55645200	0.6296
NM_003496	chr7(.):98471112-98615864	0.1786
NM_001913	chr7(.):101454291-101932250	0.1806
NM_182692	chr7(.):104751822-105034341	0.2949
NM_181500	chr7(.):101454302-101932250	0.1806
NM_182691	chr7(.):104751822-104914477	0.2949
NM_001145354	chr7(.):130789854-131186398	0.1596
NM_022740	chr7(.):139241315-139482693	0.129
NM_006547	chr7(.):23344827-23514995	0.3571
NR_036554	chr7(.):29720687-29787019	0.3731
NM_002047	chr7(.):30629180-30678648	0.6129
NR_003502	chr7(.):32762561-32774595	1.3394
NR_036680	chr7(.):32615552-32763780	0.0632
NM_014800	chr7(.):36888960-37493511	0.1256
NM_003718	chr7(.):39984958-40141733	0.1888
NM_006060	chr7(.):50339377-50477798	0.2211
NM_004577	chr7(.):56073743-56124268	0.2741
NM_080744	chr7(.):76013645-76044012	0.5452
NM_017984	chr7(.):99993494-100031302	0.5615
NM_017621	chr7(.):102091666-102110321	0.3418
NM_199000	chr7(.):103964103-104554003	0.0765
NM_182931	chr7(.):104649636-104759532	0.5322
NM_001098627	chr7(.):128575771-128595088	1.3614
NM_001098630	chr7(.):128572993-128595088	1.3502
NM_032643	chr7(.):128573270-128595088	1.3172
NM_003344	chr7(.):129467994-129597789	0.2794
NR_015431	chr7(.):130623918-130798562	0.2779
NR_024153	chr7(.):130623918-130796789	0.2798
NM_194071	chr7(.):137554724-137691846	0.5341
NM_001166254	chr7(.):139473046-139725125	0.1586
NM_173680	chr7(.):150071405-150100719	0.2957
NM_003751	chr7(.):2389473-2425377	0.2173
NM_018641	chr7(.):2438258-2479216	0.5491
NM_207342	chr7(.):22454062-22544901	0.36
NM_001164460	chr7(.):22473037-22544901	0.4388
NR_026676	chr7(.):23525006-23536031	0.0449
NR_029597	chr7(.):25984538-25994606	3.1791
NM_031243	chr7(.):26224555-26245413	1.3378
NM_016587	chr7(.):26236323-26257976	1.2238
NM_007276	chr7(.):26236098-26257976	1.2144
NR_036482	chr7(.):29719769-29732859	1.7772
NR_024278	chr7(.):29680537-29729754	1.4528
NR_027347	chr7(.):29719387-29730437	2.1533
NR_036501	chr7(.):32792897-32807536	0.2699
NR_030320	chr7(.):32767592-32777689	1.5157
NR_003697	chr7(.):45017626-45031259	0.7064
NR_002952	chr7(.):45019976-45030109	0.9159
NM_033054	chr7(.):44997259-45023704	0.128
NM_001100159	chr7(.):48070116-48105894	0.0315
NM_181597	chr7(.):48123354-48153330	0.6505
NM_003364	chr7(.):48123745-48153330	0.6583
NM_015411	chr7(.):56126916-56153365	0.2669
NM_001145712	chr7(.):56177373-56189090	0.0785
NM_006213	chr7(.):56143674-56165689	0.1652
NM_016139	chr7(.):56164265-56179187	1.8254
NM_001762	chr7(.):56114377-56136682	0.5701
NR_002957	chr7(.):56123162-56133295	0.5213
NM_032317	chr7(.):73090247-73102781	0.3715
NM_004603	chr7(.):73108534-73139017	0.6967
NM_017528	chr7(.):73092897-73117542	0.2185
NM_001077621	chr7(.):73077173-73091440	0.1725
NR_036247	chr7(.):73120646-73130727	0.5269
NR_026912	chr7(.):73145426-73158190	0.4805
NR_026910	chr7(.):73145426-73158184	0.4808
NR_026690	chr7(.):73144398-73155330	0.5133
NM_001306	chr7(.):73178326-73189600	0.1276
NM_001163636	chr7(.):74067029-74180022	0.2404
NM_012479	chr7(.):75951107-75993342	0.3785
NM_007155	chr7(.):76021840-76076388	0.1695
NM_001110354	chr7(.):76049271-76076388	0.1705
NM_001134450	chr7(.):98439110-98472673	0.0433
NR_037403	chr7(.):98474272-98484352	1.9536
NM_173564	chr7(.):100076549-100097422	0.2499
NM_030935	chr7(.):100059141-100081902	0.6559
NM_145030	chr7(.):100027911-100039094	0.9541
NM_019606	chr7(.):100022253-100036749	1.6644
NM_001194992	chr7(.):100021412-100036749	1.576
NM_001004323	chr7(.):100049237-100066894	0.054
NM_020979	chr7(.):101923404-101967178	1.7917
NR_036245	chr7(.):101931368-101941453	1.3872
NM_032831	chr7(.):102068995-102102268	1.3369
NM_024653	chr7(.):102031803-102072129	0.7985
NM_001146210	chr7(.):101981191-102001889	0.0858
NM_006234	chr7(.):102108547-102124381	0.3373
NM_152892	chr7(.):102100389-102118612	0.3673
NR_027374	chr7(.):104530074-104572092	0.6006
NR_024586	chr7(.):104645988-104659588	2.6956
NM_199349	chr7(.):128525000-128555773	0.0563
NM_013400	chr7(.):150060878-150076133	1.1885
NM_014374	chr7(.):150063257-150076133	1.3928
NR_027237	chr7(.):150097839-150114558	1.5794
NM_175571	chr7(.):150142961-150181483	0.0403
NR_034033	chr7(.):150125741-150150228	0.2923
NM_152564	chr8(.):100020493-100894808	0.1099
NM_006197	chr8(.):17775365-17892457	0.2827
NM_004103	chr8(.):27163998-27321903	0.9776
NM_173176	chr8(.):27178053-27321903	1.0124
NM_002717	chr8(.):26144006-26235195	0.4233
NM_173175	chr8(.):27178080-27321903	1.0126
NM_001177591	chr8(.):26145731-26235195	0.4302
NM_006540	chr8(.):71019266-71321020	0.2541
NM_001040627	chr8(.):102693769-103141562	0.1871
NM_001040630	chr8(.):102693769-103142135	0.1869
NM_001101676	chr8(.):119196694-119639184	0.2732
NM_207506	chr8(.):119385226-119639184	0.421
NM_021021	chr8(.):121542984-121829309	0.1475
NR_003367	chr8(.):128801778-129118499	0.1958
NM_012154	chr8(.):141536263-141650646	0.3521
NM_001024678	chr8(.):145742760-145757416	0.8218
NM_001001795	chr8(.):145746602-145759458	0.749
NM_001715	chr8(.):11346520-11427108	0.3457
NR_026814	chr8(.):11220910-11301166	0.3447
NM_001386	chr8(.):26430420-26520693	0.4262
NM_001197293	chr8(.):26366708-26520693	0.3077
NM_001010906	chr8(.):27874480-27946388	0.5953
NM_015254	chr8(.):28919794-29125610	0.3784
NM_024787	chr8(.):33400272-33429643	2.5125
NM_023034	chr8(.):38127560-38244790	0.3413
NM_032410	chr8(.):42747032-42890682	0.4722
NM_001160224	chr8(.):42699779-42756866	1.484
NM_001160225	chr8(.):42703437-42756866	1.5751
NM_024790	chr8(.):67971602-68113849	0.1911
NM_005079	chr8(.):80942104-81088836	1.1102
NM_001135733	chr8(.):95933199-95966615	0.6207
NM_178812	chr8(.):98651406-98747488	0.9998
NM_183419	chr8(.):101264287-101327327	0.6649
NM_015902	chr8(.):103260568-103429495	0.2386
NM_018002	chr8(.):107277405-107769921	0.2435
NM_181354	chr8(.):107665035-107769921	0.5719
NM_001198532	chr8(.):107455151-107769921	0.3129
NM_024094	chr8(.):120841180-120873170	0.323
NM_022783	chr8(.):120880899-121068157	0.7129
NM_173685	chr8(.):126099082-126384367	0.6501
NM_003033	chr8(.):134462090-134589183	0.4824
NM_053279	chr8(.):11273972-11329276	0.6653
NM_001908	chr8(.):11695033-11730646	0.3173
NM_004467	chr8(.):17716899-17758047	0.0506
NM_147203	chr8(.):17716899-17757913	0.0504
NM_005605	chr8(.):22293595-22403637	0.5813
NM_171982	chr8(.):27137403-27173834	0.2965
NM_018091	chr8(.):27945583-28053669	0.1362
NM_057158	chr8(.):29188616-29211322	1.2763
NM_001394	chr8(.):29188619-29213185	1.1887
NM_025115	chr8(.):33351235-33375656	0.4901
NM_001102401	chr8(.):33351235-33375703	0.4893
NM_024025	chr8(.):33443853-33462439	0.1066
NM_144652	chr8(.):38239019-38271061	0.7913
NM_017778	chr8(.):38168934-38244790	0.447
NM_018105	chr8(.):42686816-42703474	0.862
NM_032237	chr8(.):42943656-42983323	0.6372
NM_002027	chr8(.):42906441-42945932	0.45
NM_152419	chr8(.):42990591-43062970	0.1283
NM_052937	chr8(.):52725139-52816735	0.3531
NM_152765	chr8(.):67400490-67435759	0.7658
NM_006837	chr8(.):67950314-67979562	0.703
NM_001013626	chr8(.):67895366-67945786	0.0579
NM_014294	chr8(.):71480452-71525694	2.7425
NM_001025252	chr8(.):80942104-80998010	0.2168
NM_057749	chr8(.):95887452-95912482	0.3861
NM_004374	chr8(.):100885222-100911242	0.4052
NM_015435	chr8(.):101264287-101320487	0.4504
NM_001135699	chr8(.):101925803-101970221	0.716
NM_001135700	chr8(.):101925803-101968560	0.7418
NM_145690	chr8(.):101925803-101969357	0.7288
NM_003406	chr8(.):101925803-101970623	0.71
NM_001135702	chr8(.):101925803-101967799	0.7542
NM_001042510	chr8(.):102204265-102222960	1.3888
NM_001042511	chr8(.):102204265-102222873	1.3953
NM_001032282	chr8(.):103656004-103671168	2.0061
NM_005655	chr8(.):103656004-103672983	1.803
NM_148174	chr8(.):103833535-103881397	0.4152
NM_003184	chr8(.):120738013-120850074	0.1049
NM_025195	chr8(.):126437562-126455644	2.0954
NM_002467	chr8(.):128743314-128758680	1.3295
NR_031609	chr8(.):128803207-128813274	1.7824
NM_014957	chr8(.):142133719-142210900	0.2421
NM_032611	chr8(.):142427006-142446620	0.8734
NM_005293	chr8(.):142361586-142382365	0.0355
NM_002346	chr8(.):144094901-144108827	2.1897
NM_173687	chr8(.):144115678-144140720	0.0762
NR_026913	chr8(.):144058447-144104807	0.2115
NM_201378	chr8(.):144984320-145052697	0.5034
NM_032789	chr8(.):145046319-145065635	0.7192
NM_000445	chr8(.):144984320-145055913	0.4825
NM_201381	chr8(.):144984320-145023905	0.5868
NM_201382	chr8(.):144984320-145023110	0.588
NM_201383	chr8(.):144984320-145021692	0.5889
NM_201379	chr8(.):144984320-145033088	0.5977
NM_001009184	chr8(.):145059225-145072583	0.6736
NM_201384	chr8(.):144984320-145018758	0.6356
NR_030383	chr8(.):145014358-145024447	0.7399
NM_201380	chr8(.):144984320-145030044	0.6334
NM_001129888	chr8(.):145684199-145696031	0.6455
NM_032687	chr8(.):145684199-145695849	0.6548
NM_003923	chr8(.):145694114-145706718	0.4059
NM_032902	chr8(.):145717108-145732504	0.1699
NM_138496	chr8(.):145670314-145695418	0.527
NM_005309	chr8(.):145724464-145737555	0.9715
NM_145754	chr8(.):145686737-145704499	0.6519
NM_138431	chr8(.):145729551-145741589	1.05
NM_004260	chr8(.):145731666-145748210	1.1469
NM_014665	chr8(.):145738362-145755559	0.7617
NM_025251	chr8(.):145749562-145843888	0.0554
NR_003529	chr9(.):21989789-22126093	0.2446
NM_001085457	chr9(.):69199537-69267593	0.1976
NR_034157	chr9(.):93219713-93350028	0.229
NM_001145356	chr9(.):116037-184075	0.1722
NM_015158	chr9(.):499702-751103	0.2942
NM_203447	chr9(.):209864-470259	0.1374
NM_001135920	chr9(.):5624326-5774454	0.2473
NM_020829	chr9(.):5651582-5781556	0.1189
NM_004529	chr9(.):20339967-20627514	0.3985
NM_201453	chr9(.):70851838-70919932	0.195
NM_001206	chr9(.):72994512-73034573	0.426
NM_007005	chr9(.):82181877-82346656	0.1532
NM_007203	chr9(.):112537576-112939791	0.3606
NM_001004065	chr9(.):112805877-112939791	0.8713
NM_005047	chr9(.):123573331-123610206	0.1524
NM_001171137	chr9(.):125878907-126035855	0.255
NM_018387	chr9(.):125878907-126035843	0.255
NR_028048	chr9(.):131852072-131878070	0.4454
NM_013355	chr9(.):131459801-131488199	0.3
NM_015033	chr9(.):132644465-132810473	0.3372
NM_198679	chr9(.):134447156-134590229	0.186
NM_005312	chr9(.):134447156-134617925	0.2061
NM_002957	chr9(.):137213315-137337431	0.4444
NM_144653	chr9(.):138898202-138992131	0.0787
NM_019892	chr9(.):139318072-139339256	0.3209
NM_001173989	chr9(.):139697373-139733794	0.236
NM_152569	chr9(.):208107-220893	0.7932
NR_029400	chr9(.):163876-175508	0.0907
NM_004936	chr9(.):21997901-22014312	0.2412
NR_024274	chr9(.):21962137-21972753	0.0286
NM_058197	chr9(.):21962750-21979826	0.0329
NM_000077	chr9(.):21962750-21980132	0.0327
NM_058195	chr9(.):21962750-21999490	0.6623
NM_001170	chr9(.):33379947-33407517	0.1159
NM_139235	chr9(.):33456350-33478941	1.2166
NM_004925	chr9(.):33436159-33452590	0.825
NR_003667	chr9(.):33499534-33516164	0.091
NM_003995	chr9(.):35787405-35814728	0.1788
NM_001042590	chr9(.):35824512-35859844	0.5509
NM_032593	chr9(.):35807956-35820042	0.7294
NM_001012446	chr9(.):35812013-35833744	0.6994
NM_001042589	chr9(.):35824228-35859844	0.547
NM_016446	chr9(.):35824221-35852232	0.6664
NM_001004487	chr9(.):35864459-35875398	0.093
NM_001039592	chr9(.):35804806-35817259	0.7102
NR_024006	chr9(.):35855270-35870515	0.0976
NR_027421	chr9(.):44985235-44996492	2.3927
NR_024496	chr9(.):66489268-66508030	1.0771
NM_001024916	chr9(.):70427003-70495171	0.2126
NM_201453	chr9(.):70426999-70495177	0.2128
NM_053067	chr9(.):86269877-86328168	0.3837
NM_024617	chr9(.):88897647-88974402	0.5605
NM_024077	chr9(.):91928411-91979561	0.2923
NR_036108	chr9(.):91922139-91932221	1.0753
NM_001827	chr9(.):91921112-91936618	1.276
NR_033912	chr9(.):93820575-93842414	0.1086
NM_005384	chr9(.):94166326-94191144	0.8919
NM_001083603	chr9(.):98200263-98284247	0.6546
NM_001083606	chr9(.):98200263-98274699	0.6979
NM_001083607	chr9(.):98200263-98274481	0.6997
NM_001083605	chr9(.):98200263-98275322	0.6925
NM_000264	chr9(.):98200263-98275831	0.6883
NM_006401	chr9(.):100740488-100783224	0.6631
NM_197978	chr9(.):100684072-100705526	0.3841
NM_018437	chr9(.):100684072-100712134	0.3035
NM_001012993	chr9(.):112956845-112975413	0.0589
NM_001136562	chr9(.):112882780-112939791	1.1584
NM_000608	chr9(.):117087068-117100536	0.106
NM_030767	chr9(.):117091432-117161685	1.4731
NM_000607	chr9(.):117080302-117093759	0.1612
NM_004888	chr9(.):117344993-117366152	1.2588
NM_153045	chr9(.):117368705-117413703	0.5425
NM_005658	chr9(.):123659670-123694173	0.3584
NM_015651	chr9(.):123612930-123644606	0.9667
NM_001190945	chr9(.):123659670-123696451	0.3967
NM_001190947	chr9(.):123659670-123681850	0.1248
NM_001009936	chr9(.):123626852-123644606	1.6656
NR_024408	chr9(.):123600319-123621651	0.2497
NR_030332	chr9(.):126159803-126169882	0.0651
NM_173689	chr9(.):126113447-126146032	0.0779
NM_001145001	chr9(.):127015195-127119719	0.2176
NM_001166168	chr9(.):127015529-127119719	0.2181
NM_001166167	chr9(.):127014884-127119719	0.2171
NM_001045476	chr9(.):127610754-127625160	0.5777
NM_030978	chr9(.):127626483-127644696	1.9225
NM_007209	chr9(.):127615157-127629240	0.5938
NM_005489	chr9(.):130495595-130538621	0.2599
NM_001142532	chr9(.):130495595-130529697	0.2134
NM_001142533	chr9(.):130495595-130522583	0.2426
NM_001142531	chr9(.):130495595-130529719	0.2133
NM_001142534	chr9(.):130495595-130522561	0.2428
NM_170600	chr9(.):130495595-130546048	0.6808
NM_001085347	chr9(.):130488802-130502604	0.4139
NM_001018078	chr9(.):130560507-130581556	0.3925
NM_001261	chr9(.):130543304-130558052	1.2064
NM_004957	chr9(.):130560153-130581556	0.3872
NR_036055	chr9(.):130543196-130553286	1.7315
NM_001006641	chr9(.):130825478-130876524	0.5353
NM_197956	chr9(.):130818511-130834599	0.9776
NM_001006643	chr9(.):130855835-130876524	0.0657
NM_001006642	chr9(.):130849127-130876524	0.0672
NM_052901	chr9(.):130855816-130876524	0.0657
NR_033374	chr9(.):130868449-130886013	0.0712
NM_001122821	chr9(.):131440933-131463675	1.5992
NM_052844	chr9(.):131390939-131424129	0.2543
NM_003011	chr9(.):131446508-131463675	1.7878
NM_032799	chr9(.):131478148-131491408	0.4087
NM_178003	chr9(.):131868592-131916225	0.7356
NM_203434	chr9(.):131932830-131945540	2.3569
NM_001193397	chr9(.):131868966-131916225	0.741
NM_021131	chr9(.):131868227-131916225	0.7305
NM_016520	chr9(.):132584563-132602572	0.6139
NM_006676	chr9(.):132592695-132649107	0.4554
NM_001008563	chr9(.):132592756-132649107	0.4558
NM_032728	chr9(.):134160080-134189649	0.0555
NM_033387	chr9(.):134128464-134156906	1.7984
NM_182974	chr9(.):138510501-138536386	0.7947
NR_034016	chr9(.):138461770-138483958	0.2702
NM_001001676	chr9(.):138550167-138562755	0.2094
NM_152833	chr9(.):139001426-139015731	1.8622
NM_178138	chr9(.):139083095-139101955	0.9742
NM_181701	chr9(.):139093181-139142687	1.0488
NM_014564	chr9(.):139083095-139100004	0.9566
NM_001039708	chr9(.):139291373-139310054	1.0601
NM_001080849	chr9(.):139251351-139263241	0.2371
NM_052813	chr9(.):139253407-139273133	0.1634
NM_001145639	chr9(.):139242508-139259057	0.204
NM_015160	chr9(.):139300115-139323213	0.4346
NM_003086	chr9(.):139265028-139297889	0.1831
NM_001039374	chr9(.):139685789-139707193	0.6197
NR_024580	chr9(.):139693378-139708300	0.5963
NM_153200	chr9(.):139752232-139765738	0.4998
NM_021138	chr9(.):139775964-139826067	0.4816
NM_206920	chr9(.):139741818-139760251	1.1431
NM_014172	chr9(.):139738255-139750490	1.5826
NM_001080482	chr9(.):139733866-139746797	1.7632
NR_036251	chr9(.):139720408-139730475	0.0443
NM_001144026	chr9(.):140095118-140118813	0.7116
NM_053045	chr9(.):140093534-140105090	1.1033
NM_001128228	chr9(.):140081068-140100163	1.1073
NM_003731	chr9(.):140078053-140089822	0.9582
NM_013366	chr9(.):140064235-140088057	0.5016
NM_031297	chr9(.):140109706-140120775	0.8724
NM_017723	chr9(.):140167279-140182093	0.2375
NM_006088	chr9(.):140130710-140143159	1.5753
NM_001004353	chr9(.):140140729-140152934	0.8427
NM_001001710	chr9(.):140133036-140147222	1.3028
NM_199001	chr9(.):140114643-140125763	0.9161
NM_015456	chr9(.):140144758-140173000	0.4966
NM_080877	chr9(.):140120384-140136006	0.8572
NM_001177316	chr9(.):140120208-140136006	0.8545
NM_001190228	chr9(.):140117017-140129090	0.6977
NM_001145249	chr9(.):141101636-141139172	0.3923
NR_027156	chr9(.):141039564-141076885	0.1282
NM_134445	chrX(.):149929808-150072289	0.2773
NM_015691	chrX(.):9978794-10117518	0.4015
NM_001123384	chrX(.):39905498-40041582	0.543
NM_024859	chrX(.):49014180-49028836	1.0325
NM_144495	chrX(.):48750194-48765420	0.3344
NM_001167990	chrX(.):48750212-48765420	0.3346
NM_001099680	chrX(.):49015269-49028836	1.1125
NM_001032384	chrX(.):48750538-48765420	0.34
NM_001167992	chrX(.):48750774-48765420	0.3448
NM_015129	chrX(.):118745908-118832333	0.4731
NM_145800	chrX(.):118744687-118832333	0.4672
NM_001042750	chrX(.):123090555-123241505	0.3019
NM_001042749	chrX(.):123089474-123241505	0.3002
NM_000252	chrX(.):149732046-149846616	0.237
NM_005629	chrX(.):152948751-152967048	0.1651
NM_001142806	chrX(.):152949965-152967048	0.1753
NM_005334	chrX(.):153208007-153241819	1.1031
NM_001830	chrX(.):10119984-10210699	0.0742
NM_017745	chrX(.):39905498-39961719	0.4153
NR_029636	chrX(.):45601420-45611530	0.2816
NR_029635	chrX(.):45600584-45610694	0.2158
NM_001167947	chrX(.):48745729-48760426	0.4132
NM_207672	chrX(.):48828332-48863675	0.1249
NM_001042498	chrX(.):48755888-48774235	0.676
NM_001136158	chrX(.):48774302-48819893	1.1616
NM_001136159	chrX(.):48774302-48820648	1.1442
NM_006875	chrX(.):48765458-48781413	1.7787
NM_004979	chrX(.):48813638-48833251	0.3803
NM_005660	chrX(.):48755458-48773917	0.664
NM_001032289	chrX(.):48755889-48773933	0.6452
NM_015698	chrX(.):48964021-48985079	0.0938
NM_002668	chrX(.):49023183-49036468	0.9151
NM_003179	chrX(.):49039264-49061661	0.2723
NM_006150	chrX(.):49026905-49047776	0.4627
NM_002444	chrX(.):64882510-64966793	0.5671
NR_030413	chrX(.):118775700-118785811	0.1922
NM_001130846	chrX(.):129258337-129277015	0.0711
NM_004208	chrX(.):129258337-129304861	0.3189
NM_004794	chrX(.):129300772-129323844	0.4509
NM_145813	chrX(.):129258337-129304808	0.3191
NM_001039582	chrX(.):152930187-152944816	0.0529
NM_001135740	chrX(.):152930187-152943743	0.0528
NM_005393	chrX(.):153024650-153049801	0.1385
NM_005745	chrX(.):152960946-152994838	0.9686
NR_024450	chrX(.):152960946-152995201	0.9589
NM_001139441	chrX(.):152960946-152994582	0.9758
NM_000033	chrX(.):152985322-153015216	0.6556
NM_001139457	chrX(.):152960946-152994549	0.9767
NM_000054	chrX(.):153165528-153177620	0.0376
NM_000425	chrX(.):153121970-153146399	0.0258
NM_003491	chrX(.):153190376-153205468	2.252
NM_001666	chrX(.):153167829-153196714	1.1843
NM_002910	chrX(.):153195721-153215232	0.502
NR_027419	chrX(.):153162984-153177620	0.0393
NM_001025243	chrX(.):153270956-153290342	1.0954
NM_003492	chrX(.):153232990-153253646	2.5021
NR_031757	chrX(.):153280370-153290440	1.943
NR_036175	chrX(.):153241548-153251627	1.5864
NR_036174	chrX(.):153241547-153251628	1.5865
NM_001110556	chrX(.):153571899-153608006	0.3439
NM_000117	chrX(.):153602596-153614883	0.7131
NM_014235	chrX(.):153707055-153719932	1.4019
NM_006730	chrX(.):153624578-153642575	1.2333
NM_001183	chrX(.):153651977-153669862	0.4578
NM_001009934	chrX(.):153624578-153645427	1.0694
NR_000011	chrX(.):153623621-153633756	1.5152
NM_001171133	chrX(.):153728326-153749566	0.2558
NM_006014	chrX(.):153700240-153712596	0.535
NM_000116	chrX(.):153634876-153655063	0.3618
NR_026898	chrX(.):153621570-153635680	1.0973
NM_019848	chrX(.):153710649-153724002	1.0059
NM_004699	chrX(.):153667484-153684002	0.2204
NM_001493	chrX(.):153660258-153676814	0.4717
NM_017514	chrX(.):153681622-153706985	0.176
NM_015892	chr10(.):125762181-125856930	1.1686
NM_014863	chr10(.):125774168-125856930	1.3269
NM_001098500	chr10(.):23978674-24841772	0.1018
NM_022124	chr10(.):73151690-73580704	0.2142
NM_001171930	chr10(.):73151690-73497481	0.1585
NM_018363	chr10(.):90028620-90348082	0.1778
NM_001031709	chr10(.):90038858-90348082	0.1328
NM_001083591	chr10(.):11201992-11383672	0.4611
NM_001025077	chr10(.):11042258-11383672	0.2934
NM_006561	chr10(.):11054892-11383672	0.3031
NM_024948	chr10(.):15815174-15907519	0.4212
NM_172242	chr10(.):22629398-22711539	0.3264
NM_022365	chr10(.):22040476-22297650	0.3474
NM_019590	chr10(.):24492719-24841772	0.1972
NM_022153	chr10(.):73502313-73538337	0.9541
NM_001198798	chr10(.):73851273-73980751	0.1463
NM_001198799	chr10(.):73851273-73981183	0.1461
NM_020338	chr10(.):80823791-81081285	0.5096
NM_000314	chr10(.):89618194-89733532	0.3854
NM_032810	chr10(.):89507874-89582917	0.1498
NM_001167604	chr10(.):111619523-111688311	0.8987
NM_019903	chr10(.):111760725-111900323	0.2794
NM_016824	chr10(.):111762710-111900323	0.2829
NM_007373	chr10(.):112674300-112778425	0.2376
NM_178150	chr10(.):5927213-5984556	0.8665
NM_032807	chr10(.):5931348-5984556	0.8724
NM_019046	chr10(.):5898688-5936860	0.7121
NM_001009941	chr10(.):5915049-5936860	1.1753
NM_004412	chr10(.):17179981-17249070	0.1683
NM_003380	chr10(.):17265257-17284592	1.6077
NM_005180	chr10(.):22605005-22625414	2.0525
NM_012071	chr10(.):22600298-22614237	3.4541
NM_001164375	chr10(.):73466457-73484578	0.2433
NM_001168390	chr10(.):73466457-73502581	1.2254
NM_001171934	chr10(.):73550527-73580704	0.0483
NM_173473	chr10(.):73970805-74000618	0.3347
NM_019058	chr10(.):74028676-74040797	2.4813
NM_017626	chr10(.):74087587-74119907	1.0962
NR_028492	chr10(.):89573069-89610369	0.2426
