GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_025262	chr6(.):31639460-31653150	0.1652
NM_001288	chr6(.):31693357-31709341	2.4163
NM_019101	chr6(.):31618670-31630987	0.9147
NM_021184	chr6(.):31621074-31633549	0.7583
NM_001003693	chr6(.):31669683-31683372	0.4316
NM_021221	chr6(.):31633727-31645227	0.1365
NM_021160	chr6(.):31649725-31676137	0.2524
NR_002971	chr6(.):31585855-31595987	0.7141
NR_024541	chr6(.):31674752-31686842	0.1128
NM_080686	chr6(.):31583449-31610554	0.3117
NM_025261	chr6(.):31681424-31694510	0.0916
NM_033177	chr6(.):31624005-31638179	0.7518
NM_001199240	chr6(.):31624005-31638407	0.7421
NM_001199238	chr6(.):31624005-31638639	0.7316
NM_001199237	chr6(.):31624005-31639060	0.7133
NM_001039651	chr6(.):31725772-31737624	0.1053
NM_025258	chr6(.):31728370-31750108	0.4292
NR_002742	chr6(.):31799852-31809916	1.0084
NM_000434	chr6(.):31821828-31835709	0.3229
NM_021177	chr6(.):31760173-31779743	0.7877
NR_002745	chr6(.):31798039-31808103	1.0576
NM_001178045	chr6(.):31825969-31850448	0.2154
NM_001040438	chr6(.):31797692-31812541	0.7499
NM_005345	chr6(.):31778290-31790719	0.7242
NM_005527	chr6(.):31772395-31787835	0.3785
NM_001178044	chr6(.):31825969-31851823	0.2071
NM_006295	chr6(.):31740296-31768712	0.8948
NM_005346	chr6(.):31790511-31803031	1.0285
NM_022107	chr6(.):32153542-32168300	1.0702
NM_138717	chr6(.):32116300-32136452	0.1106
NM_001136	chr6(.):32143745-32157023	0.5025
NM_004557	chr6(.):32157619-32196844	0.4241
NM_032741	chr6(.):32130982-32150888	0.3991
NM_002586	chr6(.):32147509-32162963	0.5386
NM_006913	chr6(.):32141161-32153570	0.6017
NR_003129	chr6(.):32141231-32153567	0.6051
NM_030651	chr6(.):32111139-32124720	0.1332
NM_005155	chr6(.):32116621-32136452	0.1093
NM_006411	chr6(.):32130982-32148916	0.4384
NR_037169	chr6(.):32115578-32127142	0.1555
NM_030652	chr6(.):32127404-32141062	0.0553
NM_002800	chr6(.):32816937-32832628	0.5862
NM_000544	chr6(.):32788186-32811547	0.1665
NM_018833	chr6(.):32784609-32811547	0.1721
NM_002120	chr6(.):32775539-32789825	0.2079
NM_000593	chr6(.):32807985-32826748	0.8829
NR_027771	chr6(.):32839254-32852851	0.0725
NM_004159	chr6(.):32803493-32817712	0.6948
NM_148919	chr6(.):32803493-32816816	0.7354
NR_037178	chr6(.):32856952-32876535	0.2396
NR_037174	chr6(.):32806862-32819277	0.6505
NM_006120	chr6(.):32911390-32925899	0.2831
NM_002119	chr6(.):32966959-32982389	0.0739
NM_002118	chr6(.):32897405-32913847	0.2744
NM_005104	chr6(.):32931436-32954282	2.2284
NM_001113182	chr6(.):32933664-32954282	2.4606
NM_001199455	chr6(.):32934371-32954282	2.5422
NM_001199456	chr6(.):32935860-32954282	2.6718
NM_001164267	chr6(.):33241879-33262304	0.1776
NM_022551	chr6(.):33234851-33249281	0.5013
NM_172209	chr6(.):33262471-33287164	0.6718
NM_004761	chr6(.):33254430-33272176	0.4851
NM_172208	chr6(.):33266409-33287164	0.7362
NM_003782	chr6(.):33239916-33251602	0.2225
NR_024517	chr6(.):33281334-33295793	1.0627
NM_014260	chr6(.):33252377-33263711	0.2381
NM_005453	chr6(.):33277181-33290512	0.8852
NM_001145338	chr6(.):33277181-33290719	0.922
NM_022553	chr6(.):33213048-33244662	0.398
NM_001185181	chr6(.):33252411-33263709	0.2388
NM_006772	chr6(.):33382846-33426466	0.2881
NM_015921	chr6(.):33379318-33391065	0.4938
NR_001444	chr6(.):33327513-33339139	0.085
NM_002263	chr6(.):33354312-33382699	0.4365
NM_002636	chr6(.):33373772-33389230	0.621
NM_001188	chr6(.):33535322-33553070	0.86
NM_002224	chr6(.):33584155-33669348	0.1753
NM_022047	chr6(.):35260594-35294548	0.5288
NR_037152	chr6(.):36639236-36660116	0.8008
NM_078467	chr6(.):36639266-36660116	0.8019
NR_037150	chr6(.):36639313-36660116	0.8036
NM_000389	chr6(.):36641455-36660116	0.8868
NR_037151	chr6(.):36641486-36660116	0.8883
NM_020939	chr6(.):36703554-36812220	0.2096
NM_002648	chr6(.):37132921-37148204	1.1104
NM_000322	chr6(.):42659332-42695358	0.1153
NM_003192	chr6(.):42707233-42718884	0.6559
NR_037141	chr6(.):42690313-42700932	0.1605
NM_015349	chr6(.):42783793-42841296	0.0807
NM_018426	chr6(.):44090375-44128256	0.1232
NM_007058	chr6(.):44121547-44157139	0.072
NM_032111	chr6(.):44076372-44100191	0.4586
NM_001078177	chr6(.):44186362-44206888	0.4549
NM_178148	chr6(.):44216837-44230283	0.3718
NM_001078174	chr6(.):44182241-44206888	0.405
NM_020745	chr6(.):44261462-44286063	0.1598
NM_182539	chr6(.):44242896-44270458	0.07
NM_001137560	chr6(.):44233479-44252182	0.0978
NM_001078175	chr6(.):44186295-44206888	0.4551
NM_004556	chr6(.):44220902-44238525	0.7862
NM_007355	chr6(.):44209848-44226614	0.6605
NM_002388	chr6(.):52123811-52154582	0.2855
NM_014051	chr6(.):52530883-52556385	0.3167
NR_024403	chr6(.):52524198-52538951	0.9497
NM_001402	chr6(.):74220472-74235755	1.5397
NM_002043	chr6(.):89962238-90029967	0.2096
NM_182907	chr6(.):106541814-106562811	3.1387
NM_001198	chr6(.):106529194-106562814	3.18
NR_033376	chr6(.):109067856-109096145	0.3951
NM_020399	chr6(.):117876432-117928705	0.2092
NM_001145207	chr6(.):135351994-135381036	0.2131
NM_006620	chr6(.):135276516-135381036	0.2917
NR_037435	chr6(.):135295475-135305570	0.0818
NM_006290	chr6(.):138183580-138209449	0.9645
NM_006079	chr6(.):139688396-139700785	1.0012
NM_001168389	chr6(.):139688396-139700350	1.032
NM_001168388	chr6(.):139688396-139700499	1.0213
NR_037463	chr6(.):157945163-157955232	0.0499
NM_033427	chr7(.):117345705-117518561	0.174
NM_001259	chr7(.):92229234-92468231	0.2794
NM_001145306	chr7(.):92229234-92470941	0.2772
NM_004289	chr7(.):26186846-26231756	0.4115
NR_003655	chr7(.):43975493-44063748	0.1177
NM_001029835	chr7(.):45062232-45121069	0.2744
NM_001167935	chr7(.):45034786-45121069	0.329
NR_030770	chr7(.):45034344-45121069	0.3412
NM_030796	chr7(.):55533305-55645200	1.3996
NM_012301	chr7(.):77641373-79087890	0.1051
NM_001135556	chr7(.):95396817-95732736	0.116
NM_001913	chr7(.):101454291-101932250	0.1181
NM_181500	chr7(.):101454302-101932250	0.1181
NM_032549	chr7(.):110298109-111207347	0.114
NM_021807	chr7(.):132932822-133755513	0.1027
NM_001145354	chr7(.):130789854-131186398	0.2293
NM_022740	chr7(.):139241315-139482693	0.1382
NM_001164458	chr7(.):149939300-150025758	0.2881
NM_001080495	chr7(.):5341422-5468177	0.175
NM_001136020	chr7(.):8148403-8306780	0.1945
NM_138426	chr7(.):8003422-8133709	0.1689
NM_022307	chr7(.):8147814-8306682	0.1939
NM_004968	chr7(.):8147814-8307185	0.1933
NM_182762	chr7(.):20169278-20262013	0.4765
NM_002214	chr7(.):20365724-20460382	0.47
NR_036554	chr7(.):29720687-29787019	0.1788
NM_014800	chr7(.):36888960-37493511	0.1207
NM_002541	chr7(.):44641120-44753669	0.3681
NM_001003941	chr7(.):44641120-44721195	0.4921
NM_022748	chr7(.):47309751-47584199	0.2261
NM_006060	chr7(.):50339377-50477798	0.2466
NM_012395	chr7(.):90333711-90844904	0.1885
NM_017984	chr7(.):99993494-100031302	0.5794
NM_017621	chr7(.):102091666-102110321	0.5072
NM_006989	chr7(.):102215092-102262205	0.3886
NM_182931	chr7(.):104649636-104759532	0.4377
NM_001099660	chr7(.):110726061-110770509	0.1656
NM_014705	chr7(.):111361163-111851462	0.1629
NM_024913	chr7(.):120623750-120942498	0.1338
NM_001105533	chr7(.):120624444-120906972	0.1282
NM_001009571	chr7(.):121953477-122531813	0.1475
NM_022444	chr7(.):122748587-122845025	0.2996
NM_001098627	chr7(.):128575771-128595088	1.188
NM_001098630	chr7(.):128572993-128595088	1.2432
NM_032643	chr7(.):128573270-128595088	1.1895
NR_015431	chr7(.):130623918-130798562	0.3257
NR_024153	chr7(.):130623918-130796789	0.3268
NM_014149	chr7(.):134863589-134901316	0.1739
NM_178563	chr7(.):134666258-134825530	0.1814
NM_194071	chr7(.):137554724-137691846	0.236
NM_001166254	chr7(.):139473046-139725125	0.2936
NM_173680	chr7(.):150071405-150100719	2.0551
NM_053043	chr7(.):155432202-155579179	0.2204
NM_003751	chr7(.):2389473-2425377	0.7867
NM_018641	chr7(.):2438258-2479216	0.4055
NM_207342	chr7(.):22454062-22544901	0.2391
NM_001164460	chr7(.):22473037-22544901	0.2709
NR_029597	chr7(.):25984538-25994606	1.7431
NM_031243	chr7(.):26224555-26245413	0.9178
NM_016587	chr7(.):26236323-26257976	0.8624
NM_007276	chr7(.):26236098-26257976	0.8539
NR_036482	chr7(.):29719769-29732859	0.6896
NR_024278	chr7(.):29680537-29729754	0.4833
NR_027347	chr7(.):29719387-29730437	0.8011
NM_013284	chr7(.):44106846-44127129	0.2072
NR_015401	chr7(.):44073697-44087082	0.6757
NM_175064	chr7(.):44035488-44054723	0.0906
NM_001014436	chr7(.):44079238-44106315	0.3269
NR_024116	chr7(.):44063485-44085222	0.4044
NM_000290	chr7(.):44097325-44110186	0.0878
NR_024416	chr7(.):44074066-44087082	0.6942
NM_019082	chr7(.):44600402-44619137	0.1969
NM_182547	chr7(.):44613761-44626827	0.5308
NR_003697	chr7(.):45017626-45031259	0.3136
NR_002952	chr7(.):45019976-45030109	0.3831
NM_033054	chr7(.):44997259-45023704	0.1528
NM_152559	chr7(.):73243920-73261855	0.3411
NM_001305	chr7(.):73240192-73252015	0.1276
NM_182504	chr7(.):73270488-73285223	0.0989
NM_001163636	chr7(.):74067029-74180022	0.1894
NM_017439	chr7(.):76935067-77050717	0.176
NM_013439	chr7(.):99966067-100002722	0.2072
NM_173564	chr7(.):100076549-100097422	0.1624
NM_030935	chr7(.):100059141-100081902	0.227
NM_145030	chr7(.):100027911-100039094	0.4859
NM_019606	chr7(.):100022253-100036749	1.4421
NM_001194992	chr7(.):100021412-100036749	1.3746
NM_001004323	chr7(.):100049237-100066894	0.0736
NM_020979	chr7(.):101923404-101967178	0.8326
NR_036245	chr7(.):101931368-101941453	0.7092
NM_032831	chr7(.):102068995-102102268	1.8565
NM_024653	chr7(.):102031803-102072129	1.25
NM_006234	chr7(.):102108547-102124381	0.2679
NM_001097615	chr7(.):102173365-102218068	0.2397
NM_152892	chr7(.):102100389-102118612	0.3493
NM_001114403	chr7(.):102272471-102288238	0.162
NR_027374	chr7(.):104530074-104572092	0.3503
NR_024586	chr7(.):104645988-104659588	2.9476
NM_002649	chr7(.):106500923-106552592	0.7643
NM_001166346	chr7(.):114557208-114568720	1.983
NM_199072	chr7(.):114557208-114664970	0.6436
NM_019071	chr7(.):120585816-120620711	0.3717
NM_001024613	chr7(.):121936447-121949565	0.7832
NR_036484	chr7(.):121938711-121955131	1.4821
NM_018396	chr7(.):128111782-128147978	0.5212
NM_199349	chr7(.):128525000-128555773	0.1434
NM_018295	chr7(.):134827765-134855967	1.2035
NR_024185	chr7(.):134845531-134860532	1.5355
NM_005989	chr7(.):137756177-137808050	0.1067
NM_002769	chr7(.):142452318-142465927	0.1572
NM_001190487	chr7(.):142369130-142380525	0.2488
NM_002770	chr7(.):142474907-142486378	0.1371
NR_001296	chr7(.):142473756-142487399	0.1344
NM_013400	chr7(.):150060878-150076133	3.8083
NM_014374	chr7(.):150063257-150076133	4.4187
NM_001142928	chr7(.):150015295-150040245	0.7301
NM_002889	chr7(.):150030406-150043763	0.0961
NM_138434	chr7(.):150021937-150034811	0.0835
NR_027237	chr7(.):150097839-150114558	2.8133
NM_175571	chr7(.):150142961-150181483	0.1069
NR_034033	chr7(.):150125741-150150228	0.9477
NM_033015	chr7(.):150768707-150782951	0.5747
NM_004769	chr7(.):150740604-150754843	0.0995
NM_031434	chr7(.):150773171-150785413	1.0236
NM_004935	chr7(.):150745898-150760052	0.6364
NM_031946	chr7(.):150778825-150846523	0.1905
NM_001136044	chr7(.):150773171-150785620	1.0092
NM_003040	chr7(.):150751656-150778614	0.5289
NM_001042535	chr7(.):150778825-150825725	0.2413
NM_080838	chr8(.):134198311-134245053	0.5074
NM_003882	chr8(.):134198311-134246571	0.5961
NM_003844	chr8(.):23043969-23087680	0.2908
NM_004103	chr8(.):27163998-27321903	0.4906
NM_173176	chr8(.):27178053-27321903	0.5017
NM_172366	chr8(.):28280928-28352784	0.3402
NM_173175	chr8(.):27178080-27321903	0.5018
NM_001002814	chr8(.):37711464-37762015	0.301
NM_021623	chr8(.):38753752-38836430	0.5183
NM_001024678	chr8(.):145742760-145757416	0.5224
NM_001001795	chr8(.):145746602-145759458	0.3899
NM_015310	chr8(.):18379812-18876196	0.1045
NM_206909	chr8(.):18379812-18671405	0.1269
NM_001386	chr8(.):26430420-26520693	0.2608
NM_001197293	chr8(.):26366708-26520693	0.232
NM_006228	chr8(.):28169648-28205868	0.4566
NM_001010906	chr8(.):27874480-27946388	0.3901
NM_024787	chr8(.):33400272-33429643	0.8371
NM_023034	chr8(.):38127560-38244790	0.2194
NM_001122824	chr8(.):38639721-38715546	0.2373
NM_001146216	chr8(.):38580703-38715546	0.2619
NR_027638	chr8(.):38849504-38967779	0.104
NM_172060	chr8(.):72104667-72273979	0.1444
NM_000503	chr8(.):72104667-72279467	0.1665
NM_005079	chr8(.):80942104-81088836	0.4018
NM_001135733	chr8(.):95933199-95966615	0.4546
NM_022783	chr8(.):120880899-121068157	0.4169
NM_001145088	chr8(.):124079919-124169392	0.1032
NM_058229	chr8(.):124510357-124558446	0.3006
NM_148177	chr8(.):124510357-124549383	0.2125
NM_173685	chr8(.):126099082-126384367	0.2868
NM_003235	chr8(.):133874204-134152143	0.1278
NM_003033	chr8(.):134462090-134589183	0.4697
NM_001134374	chr8(.):145081581-145107015	0.1031
NM_003970	chr8(.):1988157-2098380	0.868
NM_015024	chr8(.):21772179-21869096	0.1501
NM_003974	chr8(.):21761383-21776205	0.5132
NM_152272	chr8(.):23096149-23124512	0.204
NR_033928	chr8(.):23077733-23093439	0.4144
NM_171982	chr8(.):27137403-27173834	0.1846
NM_018091	chr8(.):27945583-28053669	0.0992
NM_018660	chr8(.):28198101-28248977	0.2899
NM_017412	chr8(.):28346772-28426961	0.2868
NR_036250	chr8(.):28357632-28367699	0.0662
NM_057158	chr8(.):29188616-29211322	0.8849
NM_001394	chr8(.):29188619-29213185	0.8255
NR_026765	chr8(.):29573775-29610625	0.5189
NM_024025	chr8(.):33443853-33462439	0.133
NM_018310	chr8(.):37696397-37712431	0.2408
NM_152413	chr8(.):37786799-37802647	0.0701
NM_144652	chr8(.):38239019-38271061	0.4322
NM_017778	chr8(.):38168934-38244790	0.2854
NR_003129	chr8(.):38452692-38463775	0.067
NM_001024381	chr8(.):38841326-38859041	0.2742
NM_153692	chr8(.):38826667-38851181	0.0634
NM_001025252	chr8(.):80942104-80998010	0.1579
NM_057749	chr8(.):95887452-95912482	0.2974
NM_152416	chr8(.):96032220-96075938	0.0822
NM_024410	chr8(.):103558847-103578245	0.0728
NM_148174	chr8(.):103833535-103881397	0.1216
NM_024295	chr8(.):124020567-124059648	0.2757
NM_001003954	chr8(.):124688033-124754647	0.1489
NM_144963	chr8(.):124775881-124832690	0.1199
NM_025195	chr8(.):126437562-126455644	0.8217
NM_014957	chr8(.):142133719-142210900	0.1997
NM_201378	chr8(.):144984320-145052697	0.4929
NM_032789	chr8(.):145046319-145065635	0.5085
NM_000445	chr8(.):144984320-145055913	0.4851
NM_201381	chr8(.):144984320-145023905	0.6161
NM_201382	chr8(.):144984320-145023110	0.6162
NM_201383	chr8(.):144984320-145021692	0.6189
NM_201379	chr8(.):144984320-145033088	0.5784
NM_001009184	chr8(.):145059225-145072583	0.3536
NM_201384	chr8(.):144984320-145018758	0.6635
NR_030383	chr8(.):145014358-145024447	1.0306
NM_201380	chr8(.):144984320-145030044	0.613
NM_001129888	chr8(.):145684199-145696031	0.3007
NM_183057	chr8(.):145643999-145658927	0.3695
NM_032687	chr8(.):145684199-145695849	0.3035
NM_017767	chr8(.):145632797-145646917	0.3312
NM_003923	chr8(.):145694114-145706718	0.3051
NM_032902	chr8(.):145717108-145732504	0.0578
NM_138496	chr8(.):145670314-145695418	0.1856
NM_005309	chr8(.):145724464-145737555	0.6891
NM_130849	chr8(.):145632797-145647273	0.3243
NM_145754	chr8(.):145686737-145704499	0.3772
NM_138431	chr8(.):145729551-145741589	0.7431
NM_004260	chr8(.):145731666-145748210	0.8702
NM_013432	chr8(.):145649162-145674812	0.3923
NM_014665	chr8(.):145738362-145755559	0.478
NM_025251	chr8(.):145749562-145843888	0.0609
NM_138367	chr8(.):145941293-145985970	0.1199
NM_030580	chr8(.):145993500-146017725	0.2778
NM_033301	chr8(.):146010153-146022729	0.5754
NM_000973	chr8(.):146010153-146022805	0.5723
NM_003416	chr8(.):146047902-146073606	0.1927
NM_213605	chr8(.):146019260-146039529	0.1573
NM_002839	chr9(.):8309245-10617723	0.0733
NM_001497	chr9(.):33105638-33172356	0.2516
NM_001206	chr9(.):72994512-73034573	0.3001
NM_080546	chr9(.):108001928-108158682	0.2206
NM_053016	chr9(.):112537576-112718756	0.259
NM_001037293	chr9(.):112398067-112718756	0.1744
NM_007203	chr9(.):112537576-112939791	0.3134
NM_001004065	chr9(.):112805877-112939791	0.4555
NM_017790	chr9(.):116221008-116309371	0.1726
NM_144488	chr9(.):116202010-116365018	0.1867
NM_015404	chr9(.):117159359-117272736	0.434
NM_001083885	chr9(.):117159359-117270495	0.4405
NM_018249	chr9(.):123146146-123347437	0.1508
NM_005047	chr9(.):123573331-123610206	0.2313
NM_175039	chr9(.):130665164-130684305	0.9546
NM_013355	chr9(.):131459801-131488199	0.247
NM_015033	chr9(.):132644465-132810473	0.2736
NM_001170	chr9(.):33379947-33407517	0.0985
NM_139235	chr9(.):33456350-33478941	0.2364
NM_004925	chr9(.):33436159-33452590	0.5468
NM_152850	chr9(.):35083687-35101579	0.2841
NM_001040411	chr9(.):35036101-35050988	0.092
NM_025182	chr9(.):35099117-35120893	0.3556
NM_013442	chr9(.):35094888-35108154	0.5408
NM_004629	chr9(.):35068834-35085013	0.951
NM_001040410	chr9(.):35037222-35050988	0.0922
NM_032634	chr9(.):35083687-35101546	0.2846
NM_007126	chr9(.):35051064-35077739	0.4998
NM_005384	chr9(.):94166326-94191144	0.7781
NM_015250	chr9(.):95468644-95532083	0.3566
NR_026868	chr9(.):95566892-95605739	0.1076
NM_032310	chr9(.):95853449-95880565	0.4933
NM_145006	chr9(.):95815988-95852415	0.2951
NM_001083603	chr9(.):98200263-98284247	0.3936
NM_001083606	chr9(.):98200263-98274699	0.42
NM_001083607	chr9(.):98200263-98274481	0.4212
NM_001083605	chr9(.):98200263-98275322	0.4176
NM_000264	chr9(.):98200263-98275831	0.4154
NM_001012993	chr9(.):112956845-112975413	0.0992
NM_001136562	chr9(.):112882780-112939791	0.654
NM_000031	chr9(.):116143591-116168618	0.1275
NM_017443	chr9(.):116164517-116178029	0.8898
NM_031219	chr9(.):116130697-116143341	0.3378
NR_027261	chr9(.):116164517-116177955	0.8935
NM_152786	chr9(.):116168021-116196879	0.4905
NM_130795	chr9(.):116258706-116365018	0.231
NM_021106	chr9(.):116337939-116365018	0.2648
NM_134427	chr9(.):116322360-116365018	0.2704
NM_000608	chr9(.):117087068-117100536	0.1102
NM_030767	chr9(.):117091432-117161685	0.6016
NM_000607	chr9(.):117080302-117093759	0.1018
NM_004888	chr9(.):117344993-117366152	0.4242
NM_153045	chr9(.):117368705-117413703	0.3498
NM_001244	chr9(.):117660123-117697770	0.4766
NM_005658	chr9(.):123659670-123694173	0.5328
NM_015651	chr9(.):123612930-123644606	0.7358
NM_001190945	chr9(.):123659670-123696451	0.5726
NM_001190947	chr9(.):123659670-123681850	0.4129
NM_001009936	chr9(.):123626852-123644606	1.2513
NR_024408	chr9(.):123600319-123621651	0.3609
NM_001045476	chr9(.):127610754-127625160	0.5196
NM_030978	chr9(.):127626483-127644696	0.4736
NM_007209	chr9(.):127615157-127629240	0.5286
NM_005489	chr9(.):130495595-130538621	0.2476
NM_001142532	chr9(.):130495595-130529697	0.2315
NM_001142533	chr9(.):130495595-130522583	0.2755
NM_001142531	chr9(.):130495595-130529719	0.2314
NM_001142534	chr9(.):130495595-130522561	0.2757
NM_170600	chr9(.):130495595-130546048	0.4331
NM_001085347	chr9(.):130488802-130502604	0.4803
NM_001018078	chr9(.):130560507-130581556	0.2699
NM_001261	chr9(.):130543304-130558052	0.4174
NM_004957	chr9(.):130560153-130581556	0.2689
NM_013443	chr9(.):130642600-130666871	0.1062
NM_000476	chr9(.):130623758-130645022	0.1144
NR_036055	chr9(.):130543196-130553286	0.5624
NM_001035254	chr9(.):130697860-130747812	0.4747
NM_003863	chr9(.):130692373-130705763	0.3015
NM_203305	chr9(.):130697860-130717993	0.232
NM_001135219	chr9(.):130678807-130698076	0.5545
NM_173492	chr9(.):130678807-130694770	0.6512
NR_024425	chr9(.):130885807-130897913	0.6063
NR_027812	chr9(.):130877971-130895712	0.4444
NM_001006641	chr9(.):130825478-130876524	0.4492
NM_197956	chr9(.):130818511-130834599	0.6484
NM_001006643	chr9(.):130855835-130876524	0.0705
NM_001006642	chr9(.):130849127-130876524	0.0884
NM_052901	chr9(.):130855816-130876524	0.0711
NM_025072	chr9(.):130877971-130895474	0.447
NR_033374	chr9(.):130868449-130886013	0.0936
NM_001122821	chr9(.):131440933-131463675	0.6017
NM_052844	chr9(.):131390939-131424129	0.5438
NM_003011	chr9(.):131446508-131463675	0.599
NM_032799	chr9(.):131478148-131491408	0.3837
NM_016520	chr9(.):132584563-132602572	0.288
NM_006676	chr9(.):132592695-132649107	0.2512
NM_001008563	chr9(.):132592756-132649107	0.2512
NM_032728	chr9(.):134160080-134189649	0.0916
NM_033387	chr9(.):134128464-134156906	0.8962
NM_017617	chr9(.):139383895-139445238	0.2272
NM_006125	chrX(.):11156516-11688821	0.1155
NM_013427	chrX(.):11150662-11688821	0.1147
NR_027621	chrX(.):135223860-135298518	0.1529
NM_001159700	chrX(.):135225736-135298518	0.1559
NM_001449	chrX(.):135224558-135298518	0.1541
NM_001167819	chrX(.):135246795-135298518	0.0407
NM_001159704	chrX(.):135246454-135298518	0.0408
NM_015691	chrX(.):9978794-10117518	0.2408
NM_001123384	chrX(.):39905498-40041582	0.3282
NM_024859	chrX(.):49014180-49028836	0.7672
NM_144495	chrX(.):48750194-48765420	0.2756
NM_001167990	chrX(.):48750212-48765420	0.2759
NM_001099680	chrX(.):49015269-49028836	0.8263
NM_001032384	chrX(.):48750538-48765420	0.2819
NM_001167992	chrX(.):48750774-48765420	0.2865
NR_001568	chrX(.):70425034-70953962	0.1044
NM_001104544	chrX(.):119387504-119450391	0.4065
NM_015129	chrX(.):118745908-118832333	0.2376
NM_145800	chrX(.):118744687-118832333	0.2355
NM_005334	chrX(.):153208007-153241819	0.5865
NM_001012288	chrX(.):1309886-1336527	0.2879
NM_022148	chrX(.):1309893-1336530	0.288
NM_001830	chrX(.):10119984-10210699	0.0437
NM_017745	chrX(.):39905498-39961719	0.1995
NM_001167947	chrX(.):48745729-48760426	0.3628
NM_001042498	chrX(.):48755888-48774235	0.2653
NM_001136158	chrX(.):48774302-48819893	1.1332
NM_001136159	chrX(.):48774302-48820648	1.1154
NM_006875	chrX(.):48765458-48781413	0.7884
NM_004979	chrX(.):48813638-48833251	0.2203
NM_005660	chrX(.):48755458-48773917	0.272
NM_001032289	chrX(.):48755889-48773933	0.2521
NM_015698	chrX(.):48964021-48985079	0.0898
NM_002668	chrX(.):49023183-49036468	0.5565
NM_003179	chrX(.):49039264-49061661	0.191
NM_006150	chrX(.):49026905-49047776	0.2562
NM_052957	chrX(.):70792873-70838433	0.0738
NM_001142797	chrX(.):70830765-70843367	0.5284
NM_016500	chrX(.):75387770-75403033	0.1681
NM_014499	chrX(.):78195828-78222438	0.5607
NR_036258	chrX(.):78151690-78161746	0.0331
NR_030413	chrX(.):118775700-118785811	0.07
NM_003399	chrX(.):128867945-128908525	0.3334
NM_018990	chrX(.):128908891-128934176	0.5694
NM_001130846	chrX(.):129258337-129277015	0.0428
NM_004208	chrX(.):129258337-129304861	0.0915
NM_004794	chrX(.):129300772-129323844	0.2203
NM_145813	chrX(.):129258337-129304808	0.0908
NM_001159699	chrX(.):135274054-135298518	0.0396
NM_001159701	chrX(.):135273912-135298518	0.0394
NM_000054	chrX(.):153165528-153177620	0.076
NM_000425	chrX(.):153121970-153146399	0.0253
NM_003491	chrX(.):153190376-153205468	1.1137
NM_001666	chrX(.):153167829-153196714	0.6102
NM_002910	chrX(.):153195721-153215232	0.1624
NR_027419	chrX(.):153162984-153177620	0.0697
NM_001025243	chrX(.):153270956-153290342	0.4779
NM_003492	chrX(.):153232990-153253646	1.0962
NR_031757	chrX(.):153280370-153290440	0.6786
NR_036175	chrX(.):153241548-153251627	0.4262
NR_036174	chrX(.):153241547-153251628	0.4263
NM_001110556	chrX(.):153571899-153608006	0.2664
NM_000117	chrX(.):153602596-153614883	0.3985
NM_006730	chrX(.):153624578-153642575	0.6716
NM_001183	chrX(.):153651977-153669862	0.1855
NM_001009934	chrX(.):153624578-153645427	0.5841
NR_000011	chrX(.):153623621-153633756	0.7925
NM_000116	chrX(.):153634876-153655063	0.2229
NR_026898	chrX(.):153621570-153635680	0.5758
NM_004699	chrX(.):153667484-153684002	0.1182
NM_001493	chrX(.):153660258-153676814	0.2087
NM_001012288	chrY(.):1259886-1286527	0.2803
NM_022148	chrY(.):1259893-1286530	0.2804
NM_015892	chr10(.):125762181-125856930	0.8966
NM_014863	chr10(.):125774168-125856930	1.0168
NM_031453	chr10(.):14555558-14821896	0.2488
NM_001014797	chr10(.):78624358-79402577	0.1154
NM_018363	chr10(.):90028620-90348082	0.1802
NM_001031709	chr10(.):90038858-90348082	0.1509
NM_001083591	chr10(.):11201992-11383672	0.9824
NM_001025077	chr10(.):11042258-11383672	0.5792
NM_006561	chr10(.):11054892-11383672	0.5992
NM_024948	chr10(.):15815174-15907519	0.4182
NM_172242	chr10(.):22629398-22711539	0.1715
NM_001002265	chr10(.):45947816-46095354	0.1935
NR_033842	chr10(.):45301471-45460137	0.3346
NM_032023	chr10(.):45450218-45495172	0.5793
NM_000698	chr10(.):45864628-45946563	0.6416
NM_001002266	chr10(.):45947816-46035819	0.244
NM_032199	chr10(.):63656012-63861707	0.3189
NM_033497	chr10(.):71024755-71166637	0.0829
NM_001198798	chr10(.):73851273-73980751	0.1192
NM_001198799	chr10(.):73851273-73981183	0.1188
NM_001161352	chr10(.):78639634-79402577	0.116
NM_020338	chr10(.):80823791-81081285	0.2736
NM_145868	chr10(.):81909879-81970328	0.5659
NM_001134363	chr10(.):112399154-112604227	0.2504
NM_007373	chr10(.):112674300-112778425	0.1365
NM_004406	chr10(.):124315180-124408252	0.1315
NM_014661	chr10(.):126302862-126437930	0.273
NR_027653	chr10(.):3813187-3832473	1.4296
NM_178150	chr10(.):5927213-5984556	0.2434
NM_032807	chr10(.):5931348-5984556	0.2453
NM_019046	chr10(.):5898688-5936860	0.1443
NM_001009941	chr10(.):5915049-5936860	0.2015
NM_022487	chr10(.):14943870-15001094	0.3721
NM_001080836	chr10(.):14996437-15019850	0.3167
NM_005180	chr10(.):22605005-22625414	0.6889
NM_012071	chr10(.):22600298-22614237	0.9596
NM_005204	chr10(.):30717865-30755761	0.3176
