GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
NR_024425	chr9(.):130885807-130897913	0.6062
NR_027812	chr9(.):130877971-130895712	0.4682
NM_001006641	chr9(.):130825478-130876524	0.5051
NM_197956	chr9(.):130818511-130834599	0.6828
NM_001006643	chr9(.):130855835-130876524	0.0933
NM_001006642	chr9(.):130849127-130876524	0.0952
NM_052901	chr9(.):130855816-130876524	0.0934
NM_025072	chr9(.):130877971-130895474	0.4722
NR_033374	chr9(.):130868449-130886013	0.1362
NM_016520	chr9(.):132584563-132602572	0.2972
NM_006676	chr9(.):132592695-132649107	0.2833
NM_001008563	chr9(.):132592756-132649107	0.2833
NM_001136557	chr9(.):132810984-132907448	0.1059
NM_032728	chr9(.):134160080-134189649	0.1085
NM_033387	chr9(.):134128464-134156906	0.9535
NM_006125	chrX(.):11156516-11688821	0.1266
NM_013427	chrX(.):11150662-11688821	0.1258
NM_015691	chrX(.):9978794-10117518	0.2955
NM_001123384	chrX(.):39905498-40041582	0.2803
NM_144495	chrX(.):48750194-48765420	0.4103
NM_001167990	chrX(.):48750212-48765420	0.4098
NM_001032384	chrX(.):48750538-48765420	0.4186
NM_001167992	chrX(.):48750774-48765420	0.4242
NR_001568	chrX(.):70425034-70953962	0.0997
NM_001104544	chrX(.):119387504-119450391	0.2801
NM_015129	chrX(.):118745908-118832333	0.2715
NM_145800	chrX(.):118744687-118832333	0.2681
NM_005334	chrX(.):153208007-153241819	0.4469
NM_001830	chrX(.):10119984-10210699	0.0446
NM_025159	chrX(.):30571940-30601033	0.4401
NM_017745	chrX(.):39905498-39961719	0.2125
NM_001167947	chrX(.):48745729-48760426	0.4837
NM_001042498	chrX(.):48755888-48774235	0.4671
NM_001136158	chrX(.):48774302-48819893	1.0707
NM_001136159	chrX(.):48774302-48820648	1.0548
NM_006875	chrX(.):48765458-48781413	1.1932
NM_004979	chrX(.):48813638-48833251	0.3086
NM_005660	chrX(.):48755458-48773917	0.4805
NM_001032289	chrX(.):48755889-48773933	0.4456
NM_052957	chrX(.):70792873-70838433	0.0784
NM_001142797	chrX(.):70830765-70843367	0.5847
NM_002764	chrX(.):106866653-106899256	0.1088
NM_004089	chrX(.):106951451-106965291	1.334
NM_198057	chrX(.):106951451-107024017	0.3602
NM_001015881	chrX(.):106951451-106964711	1.3792
NR_030413	chrX(.):118775700-118785811	0.0857
NM_003399	chrX(.):128867945-128908525	0.4257
NM_018990	chrX(.):128908891-128934176	0.6216
NM_001130846	chrX(.):129258337-129277015	0.039
NM_004208	chrX(.):129258337-129304861	0.1006
NM_004794	chrX(.):129300772-129323844	0.4208
NM_145813	chrX(.):129258337-129304808	0.0993
NM_003491	chrX(.):153190376-153205468	0.8321
NM_001666	chrX(.):153167829-153196714	0.4588
NM_002910	chrX(.):153195721-153215232	0.1601
NM_001025243	chrX(.):153270956-153290342	0.4384
NM_003492	chrX(.):153232990-153253646	0.9499
NR_031757	chrX(.):153280370-153290440	0.4794
NR_036175	chrX(.):153241548-153251627	0.5981
NR_036174	chrX(.):153241547-153251628	0.5983
NM_015892	chr10(.):125762181-125856930	0.6232
NM_014863	chr10(.):125774168-125856930	0.702
NM_031453	chr10(.):14555558-14821896	0.2861
NM_001083591	chr10(.):11201992-11383672	0.9099
NM_001025077	chr10(.):11042258-11383672	0.5368
NM_006561	chr10(.):11054892-11383672	0.5554
NM_024948	chr10(.):15815174-15907519	0.4263
NM_001081	chr10(.):16860964-17176816	0.1204
NM_001002265	chr10(.):45947816-46095354	0.1811
NR_033842	chr10(.):45301471-45460137	0.3091
NM_032023	chr10(.):45450218-45495172	0.5474
NM_000698	chr10(.):45864628-45946563	0.5171
NM_001002266	chr10(.):45947816-46035819	0.2217
NM_032199	chr10(.):63656012-63861707	0.3964
NM_033497	chr10(.):71024755-71166637	0.0773
NM_001198798	chr10(.):73851273-73980751	0.1315
NM_001198799	chr10(.):73851273-73981183	0.1315
NM_020338	chr10(.):80823791-81081285	0.3403
NM_145868	chr10(.):81909879-81970328	0.4474
NM_007373	chr10(.):112674300-112778425	0.116
NM_014661	chr10(.):126302862-126437930	0.3593
NR_027653	chr10(.):3813187-3832473	1.1182
NM_178150	chr10(.):5927213-5984556	0.3388
NM_032807	chr10(.):5931348-5984556	0.3455
NM_019046	chr10(.):5898688-5936860	0.1969
NM_001009941	chr10(.):5915049-5936860	0.2752
NM_001098207	chr10(.):43876064-43897794	0.4945
NM_004966	chr10(.):43876064-43909656	0.8719
NM_173160	chr10(.):43862091-43876783	0.0611
NM_001098204	chr10(.):43876064-43909696	0.8709
NM_001098208	chr10(.):43876064-43897279	0.5032
NM_001098205	chr10(.):43876064-43909332	0.8795
NM_001098206	chr10(.):43876064-43908299	0.906
NR_026693	chr10(.):43927573-43983007	0.3411
NM_001123376	chr10(.):45401763-45435642	0.2036
NM_007021	chr10(.):45466708-45479330	0.5052
NM_001039380	chr10(.):45488145-45501470	0.4235
NM_006963	chr10(.):45491272-45505777	0.3664
NM_003171	chr10(.):70934992-70973849	0.4033
NM_025130	chr10(.):70975058-71032315	0.3833
NM_018055	chr10(.):72186691-72206465	0.0947
NM_014431	chr10(.):72233563-72333206	0.4774
NM_001042465	chr10(.):73571054-73616082	0.1673
NM_001171935	chr10(.):73566639-73580704	0.0746
NM_173473	chr10(.):73970805-74000618	0.1959
NM_019058	chr10(.):74028676-74040797	0.6957
NM_017626	chr10(.):74087587-74119907	0.5858
NM_057157	chr10(.):94828231-94842641	0.7216
NM_183374	chr10(.):94816020-94833454	0.2978
NM_000783	chr10(.):94828646-94842641	0.7413
NM_020992	chr10(.):96992329-97055781	0.4726
NM_030912	chr10(.):104399251-104423076	1.1045
NM_001083913	chr10(.):104498726-104581021	0.7867
NM_017787	chr10(.):104530887-104581021	1.1045
NR_024552	chr10(.):105201542-105217162	0.3071
NM_001129742	chr10(.):105227560-105243997	0.9521
NM_001001412	chr10(.):105208143-105223648	0.4682
NM_004210	chr10(.):105248734-105357309	0.6718
NM_005962	chr10(.):111980761-112052123	0.123
NM_001008541	chr10(.):111964988-112052123	0.3624
NM_005871	chr10(.):112047797-112069707	0.198
NM_130439	chr10(.):111962362-112052123	0.3545
NM_004419	chr10(.):112252624-112276302	1.3211
NM_145341	chr10(.):112626595-112664764	0.3222
NM_001195307	chr10(.):112653487-112684124	0.2913
NM_001195306	chr10(.):112653487-112683694	0.294
NR_026932	chr10(.):112623647-112635662	1.3154
NM_212554	chr10(.):126442405-126485439	0.1127
NM_001111018	chr11(.):19367270-20148147	0.1469
NM_006819	chr11(.):63948586-63977020	0.3957
NM_001098517	chr11(.):115039344-115380241	0.37
NM_002855	chr11(.):119526702-119604435	0.4925
NM_203285	chr11(.):119503807-119604435	0.3945
NM_181798	chr11(.):2477683-2875340	0.2296
NM_000218	chr11(.):2461220-2875340	0.229
NM_003156	chr11(.):3871932-4119440	0.2198
NM_030962	chr11(.):9795213-10320754	0.0667
NM_021961	chr11(.):12690968-12971284	0.2224
NM_175058	chr11(.):16804206-17040963	0.2895
NM_001143830	chr11(.):22683159-22839547	0.4131
NM_177553	chr11(.):22684653-22839547	0.4127
NM_005256	chr11(.):22691318-22839547	0.2784
NM_020229	chr11(.):45110563-45251903	0.11
NM_001127457	chr11(.):45863668-45909796	0.2045
NM_021117	chr11(.):45863956-45909799	0.2042
NM_206893	chr11(.):60547820-60573778	0.071
NM_024092	chr11(.):60676370-60695915	1.1119
NM_024060	chr11(.):62196015-62319332	0.2646
NM_003273	chr11(.):64874340-64888707	0.5069
NM_005438	chr11(.):65654691-65672997	0.7275
NM_001077241	chr11(.):65137662-65155142	0.7638
NR_002819	chr11(.):65260232-65278939	2.3076
NM_012308	chr11(.):66881739-67030550	0.1909
NM_030930	chr11(.):67753574-67776593	1.0457
NM_014824	chr11(.):72542789-72858143	0.1242
NM_176796	chr11(.):72970569-73013850	0.6606
NM_176798	chr11(.):72975938-73013850	0.7268
NM_004154	chr11(.):72978246-73014664	0.7301
NM_001128620	chr11(.):77028059-77190108	0.2248
NM_080491	chr11(.):77921335-78133868	0.1364
NM_014488	chr11(.):82687477-82787884	0.6571
NM_006006	chr11(.):113925430-114126397	0.2134
NM_001018011	chr11(.):113926287-114126397	0.2137
NM_015313	chr11(.):120202617-120365645	0.1307
NM_024556	chr11(.):126076618-126137879	0.1037
NM_032531	chr11(.):126288395-126875766	0.1809
NR_033839	chr11(.):126206611-126230482	0.1311
NM_001161707	chr11(.):126295836-126875766	0.18
NM_002017	chr11(.):128558812-128688162	0.6712
NM_001167681	chr11(.):128557388-128688162	0.665
NM_182612	chr11(.):762222-782487	0.1857
NM_006755	chr11(.):742431-770024	0.2303
NR_002585	chr11(.):806680-816814	0.8557
NM_001025239	chr11(.):837823-872116	0.2074
NM_001025234	chr11(.):839080-872116	0.2119
NM_145886	chr11(.):794178-810250	0.837
NM_016564	chr11(.):782109-795126	0.1913
NM_021128	chr11(.):834720-847529	0.394
NM_139029	chr11(.):827951-843835	0.417
NM_173584	chr11(.):822584-836991	0.2547
NM_024698	chr11(.):785474-801263	0.4014
NM_001004	chr11(.):804935-817876	0.7879
NM_001025237	chr11(.):839445-872116	0.2142
NM_020376	chr11(.):813900-830571	0.3298
NM_001191060	chr11(.):785474-802995	0.3686
NM_001191061	chr11(.):785474-803269	0.3653
NM_001025235	chr11(.):837940-872116	0.2072
NM_002555	chr11(.):2918511-2951476	0.373
NM_001122631	chr11(.):2899447-2911995	0.2484
NM_003311	chr11(.):2944502-2955650	0.7506
NR_024627	chr11(.):2886262-2898336	0.065
NM_007105	chr11(.):2904326-2930175	0.5956
NM_183233	chr11(.):2915950-2951476	0.3737
NR_027018	chr11(.):3824239-3852582	0.1151
NM_014489	chr11(.):3824765-3852582	0.1167
NM_001665	chr11(.):3843207-3867213	0.2966
NM_006284	chr11(.):6627072-6638445	0.5202
NM_000391	chr11(.):6628996-6645692	0.5293
NM_003737	chr11(.):6637557-6682074	0.1716
NM_001014794	chr11(.):6619963-6637099	0.5337
NM_001014795	chr11(.):6620206-6637099	0.5414
NM_015324	chr11(.):6616151-6629811	0.3553
NM_003390	chr11(.):9590227-9616313	0.3328
NM_001143976	chr11(.):9591233-9616313	0.2947
NM_001124	chr11(.):10321641-10333923	2.2178
NM_022725	chr11(.):22639078-22652387	0.5142
NM_000610	chr11(.):35155416-35258949	0.5208
NM_001024844	chr11(.):44582140-44646315	0.3977
NM_018389	chr11(.):45821640-45839567	0.413
NR_027134	chr11(.):45787982-45798909	0.1199
NM_001145266	chr11(.):45820622-45839567	0.396
NM_004778	chr11(.):60613397-60628444	0.1758
NM_207341	chr11(.):60630014-60648164	1.0058
NM_024098	chr11(.):60604428-60623561	1.3317
NM_014502	chr11(.):60653019-60679061	0.6477
NM_016582	chr11(.):60699554-60724257	0.2131
NM_178031	chr11(.):60686912-60709631	0.1095
NM_022830	chr11(.):62337516-62364109	0.3725
NM_004739	chr11(.):62355674-62374303	0.6093
NM_001404	chr11(.):62322072-62346460	0.8863
NM_001620	chr11(.):62278373-62319332	0.3473
NM_004470	chr11(.):64003412-64016607	1.0442
NM_000932	chr11(.):64013994-64041924	0.4118
NM_005528	chr11(.):63992752-64006753	0.5881
NM_001160390	chr11(.):63986270-63998726	0.5045
NM_032344	chr11(.):63988737-64002488	0.513
NM_004322	chr11(.):64032299-64057176	0.5775
NM_178443	chr11(.):63969151-63996363	0.3184
NM_057092	chr11(.):64004587-64016607	1.1286
NM_033310	chr11(.):64053792-64072503	0.5153
NM_003377	chr11(.):63997265-64011259	0.9117
NM_020155	chr11(.):64048581-64061972	0.5009
NM_001135208	chr11(.):64003603-64016607	1.0557
NM_001170726	chr11(.):64046810-64061972	0.449
NM_001160393	chr11(.):63986270-63998341	0.4852
NM_001170881	chr11(.):64047284-64061972	0.4618
NM_001177358	chr11(.):64047282-64061972	0.4618
NM_138689	chr11(.):64006950-64019413	1.0966
NM_000244	chr11(.):64565985-64583188	0.1981
NM_130803	chr11(.):64565985-64583766	0.194
NM_004579	chr11(.):64551608-64575713	0.1125
NM_017525	chr11(.):64586661-64617041	0.1868
NM_130800	chr11(.):64565985-64583035	0.1985
NM_130802	chr11(.):64565985-64583213	0.1979
NM_015104	chr11(.):64657003-64689722	0.1987
NR_029829	chr11(.):64653826-64663911	0.1914
NM_006795	chr11(.):64615207-64651191	1.042
NR_029578	chr11(.):64653608-64663718	0.1953
NM_147777	chr11(.):64789909-64813044	0.3037
NM_013299	chr11(.):64803375-64817300	0.3046
NM_005468	chr11(.):64807294-64831009	0.3419
NM_080668	chr11(.):64839926-64856615	0.5751
NM_006782	chr11(.):64846693-64860874	1.0489
NM_013265	chr11(.):64858682-64884180	0.297
NR_037567	chr11(.):64884654-64899841	0.5187
NM_172230	chr11(.):64889750-64907003	1.0046
NM_001997	chr11(.):64883098-64894672	0.7682
NM_004927	chr11(.):64884715-64899841	0.4986
NM_014205	chr11(.):64878874-64890170	0.9085
NR_028272	chr11(.):65185268-65199003	5.0689
NR_030343	chr11(.):65206928-65217028	0.6133
NM_031904	chr11(.):65149040-65185995	0.7944
NM_001098785	chr11(.):65334819-65346669	1.0582
NM_021070	chr11(.):65301029-65330699	0.4193
NM_033455	chr11(.):65355325-65368467	0.6145
NM_001099409	chr11(.):65338508-65365116	0.7389
NM_001048218	chr11(.):65287547-65311182	0.2843
NM_006396	chr11(.):65332942-65344239	0.9997
NM_198897	chr11(.):65646210-65661010	0.6257
NM_001335	chr11(.):65642283-65656212	0.2847
NM_025128	chr11(.):65622871-65638914	0.761
NM_005507	chr11(.):65617284-65630804	0.8884
NM_016938	chr11(.):65628911-65645340	0.1804
NM_006848	chr11(.):65652874-65664106	0.8779
NM_006442	chr11(.):65681727-65694048	0.3406
NM_152762	chr11(.):65708114-65732434	0.3769
NM_001135635	chr11(.):65679282-65691531	0.3468
NM_014578	chr11(.):66819288-66844488	0.2086
NM_001161473	chr11(.):67771047-67801743	0.9747
NM_006053	chr11(.):67805446-67823366	0.3843
NM_006019	chr11(.):67801482-67823366	0.3336
NM_002496	chr11(.):67793083-67809114	0.7688
NM_000694	chr11(.):67772789-67801743	0.9525
NM_002564	chr11(.):72924343-72952395	0.258
NM_176071	chr11(.):72924501-72952395	0.258
NM_032871	chr11(.):73082712-73113519	0.3874
NM_152222	chr11(.):73082404-73113519	0.3883
NM_014786	chr11(.):73014662-73085425	0.2918
NR_033347	chr11(.):82747505-82757640	0.1148
NM_006235	chr11(.):111217980-111255157	1.1538
NR_026691	chr11(.):117852105-117877199	0.8875
NM_000190	chr11(.):118950586-118969259	0.4221
NM_002105	chr11(.):118959584-118971177	0.3918
NM_001024382	chr11(.):118953696-118969259	0.4906
NM_001130991	chr11(.):118909895-118932925	0.3124
NM_015517	chr11(.):118987287-119010765	0.1394
NM_006389	chr11(.):118909895-118932916	0.3125
NM_014807	chr11(.):118973092-118992827	0.483
NM_021729	chr11(.):118933492-118957688	0.2942
NM_001382	chr11(.):118962212-118977785	0.8521
NM_001142505	chr11(.):119015298-119038374	0.1054
NM_022169	chr11(.):119014749-119038374	0.1065
NM_203286	chr11(.):119540098-119604435	0.5775
NM_001198675	chr11(.):120190837-120209388	0.5289
NR_027288	chr11(.):122883273-122895319	0.0822
NM_006597	chr11(.):122923199-122937844	1.2014
NM_032795	chr11(.):126066988-126086587	0.4996
NM_017547	chr11(.):126134054-126153027	0.3436
NM_014026	chr11(.):126168646-126220644	0.4019
NM_148910	chr11(.):126147981-126168071	0.2831
NM_001177842	chr11(.):126127813-126143877	0.3355
NM_006278	chr11(.):126221095-126289533	0.1074
NM_003658	chr11(.):129240880-129327174	0.5873
NM_014325	chr12(.):109033886-109130295	0.4542
NM_152641	chr12(.):46118619-46306819	0.1476
NM_020375	chr12(.):4425358-4474190	0.082
NM_007273	chr12(.):7069516-7084891	0.9481
NR_015382	chr12(.):6543166-6565683	0.9623
NM_001144831	chr12(.):7069514-7084916	0.9499
NM_016511	chr12(.):10218079-10256605	0.3223
NM_001987	chr12(.):11797787-12053325	0.3262
NM_031289	chr12(.):13232041-13253709	0.7099
NM_006143	chr12(.):12808994-12854121	0.2698
NM_001080555	chr12(.):13232041-13261619	0.8165
NM_152321	chr12(.):15061975-15096463	0.0779
NM_004572	chr12(.):32938679-33054780	0.192
NM_139241	chr12(.):32650040-32803984	0.227
NM_001033873	chr12(.):51634132-51668994	0.1019
NM_001031628	chr12(.):51634132-51669202	0.1014
NM_001128914	chr12(.):53840885-53879946	0.9752
NM_000966	chr12(.):53599352-53631036	0.6709
NM_001042728	chr12(.):53599352-53619150	0.8829
NM_001982	chr12(.):56468891-56502128	0.2136
NM_006576	chr12(.):58186159-58214852	0.0628
NM_001172697	chr12(.):58171527-58201639	0.1391
NM_018279	chr12(.):72074877-72102839	0.5342
NM_005761	chr12(.):94537498-94704225	0.5441
NM_020244	chr12(.):102086416-102127846	0.1964
NM_014706	chr12(.):108910990-108960165	0.5423
NM_018984	chr12(.):109171465-109256359	0.4675
NM_014868	chr12(.):120967131-121020397	0.1996
NM_003959	chr12(.):123315038-123352507	0.0877
NM_001082959	chr12(.):125257173-125353519	0.0678
NM_001759	chr12(.):4377901-4419522	0.9376
NM_014231	chr12(.):6566403-6584843	0.8976
NM_001242	chr12(.):6549050-6565884	1.2434
NM_014865	chr12(.):6598297-6646132	0.5039
NM_016497	chr12(.):6596315-6607471	0.5664
NR_004387	chr12(.):6614387-6624717	0.0656
NM_018009	chr12(.):6556176-6576488	1.3801
NR_027483	chr12(.):6972277-6985110	0.5448
NM_001975	chr12(.):7018613-7037859	1.1244
NM_002831	chr12(.):7055433-7075479	2.1417
NM_001159287	chr12(.):6971583-6985110	0.5196
NR_029779	chr12(.):7067861-7077929	1.6007
NM_080548	chr12(.):7050739-7075479	2.1233
NM_001146316	chr12(.):6975099-6987449	0.5592
NM_000365	chr12(.):6971692-6985110	0.5232
NM_001007026	chr12(.):7028625-7056484	1.2281
NM_006992	chr12(.):7008896-7028406	0.5067
NM_001940	chr12(.):7032479-7056484	1.044
NM_032641	chr12(.):6975099-6987521	0.5576
NR_003010	chr12(.):7071499-7081769	0.8799
NR_033796	chr12(.):6988845-6999902	0.1203
NR_002803	chr12(.):6988144-6998768	0.0851
NM_138425	chr12(.):7048202-7060165	1.3661
NR_029682	chr12(.):7068259-7078354	1.3492
NM_005768	chr12(.):7080346-7130842	0.1693
NM_006331	chr12(.):7074943-7090165	0.6604
NM_001099431	chr12(.):10140661-10156899	0.0733
NM_207345	chr12(.):10178275-10223565	0.4545
NM_001129998	chr12(.):10158230-10176399	0.0935
NM_004064	chr12(.):12865301-12880305	3.9026
NR_030344	chr12(.):12912582-12922677	0.0675
NM_001130415	chr12(.):12873850-12949399	0.4538
NM_020853	chr12(.):13192314-13241383	0.1958
NM_006205	chr12(.):15120955-15139799	0.1757
NM_001175	chr12(.):15089949-15119562	0.8225
NM_030762	chr12(.):26267958-26283003	1.967
NR_028408	chr12(.):46114502-46126704	1.0673
NM_018976	chr12(.):46746970-46771645	0.6689
NM_001146076	chr12(.):48050714-48104844	0.1347
NM_001172439	chr12(.):48098517-48124355	0.3165
NM_001098532	chr12(.):48123452-48157181	0.5014
NM_017842	chr12(.):48161966-48181536	0.2783
NM_006105	chr12(.):48123452-48157244	0.5009
NM_001098531	chr12(.):48123452-48157889	0.4943
NM_001098416	chr12(.):48171506-48218763	0.8911
NM_000376	chr12(.):48230319-48303814	0.4188
NM_014033	chr12(.):51313533-51331300	0.6707
NM_001109619	chr12(.):51342781-51369289	0.0821
NM_001971	chr12(.):51717226-51745463	0.4625
NM_016293	chr12(.):51669821-51722938	0.4133
NM_181711	chr12(.):52395747-52414671	0.123
NM_002135	chr12(.):52440190-52458287	0.9731
NM_021934	chr12(.):52458757-52476279	0.5012
NM_001004304	chr12(.):53569534-53589654	0.4358
NM_000889	chr12(.):53580106-53606000	2.5379
NM_015989	chr12(.):53546446-53579430	0.1914
NM_001170790	chr12(.):53640369-53653190	0.2087
NM_032889	chr12(.):53640875-53653190	0.2154
NM_001164691	chr12(.):53812638-53830318	0.1538
NM_001005354	chr12(.):53830432-53845427	0.2
NM_134324	chr12(.):53890376-53905215	0.7468
NM_006301	chr12(.):53869275-53898444	0.7273
NM_134323	chr12(.):53889704-53905215	0.7279
NM_003717	chr12(.):53895473-53906422	0.1757
NM_032786	chr12(.):56507029-56521278	0.8079
NM_006191	chr12(.):56493102-56512694	0.6128
NM_079423	chr12(.):56547099-56560366	0.5508
NM_002475	chr12(.):56541334-56556771	0.7115
NM_001035267	chr12(.):56505373-56516616	0.7685
NM_015292	chr12(.):56516985-56543460	0.2888
NM_000946	chr12(.):57120363-57151146	0.203
NM_005594	chr12(.):57101210-57124066	0.7632
NM_001113203	chr12(.):57101210-57124326	0.7556
NM_006601	chr12(.):57052124-57087078	0.7291
NM_003725	chr12(.):57152107-57186574	0.0672
NM_138396	chr12(.):58143899-58158689	0.5101
NM_023033	chr12(.):58157350-58170914	0.4476
NM_014770	chr12(.):58113993-58140940	0.2901
NM_000785	chr12(.):58151116-58165976	0.3089
NM_015433	chr12(.):58161382-58181324	0.3927
NM_001017956	chr12(.):58082737-58120340	0.1099
NM_005981	chr12(.):58133783-58147026	0.7878
NR_027032	chr12(.):58115022-58127139	0.121
NM_000075	chr12(.):58137002-58151164	0.7901
NM_001122772	chr12(.):58113993-58137029	0.1633
NM_005730	chr12(.):58208709-58245747	0.4489
NR_029847	chr12(.):58213391-58223475	0.0728
NM_017440	chr12(.):68683345-68731161	0.1113
NM_031435	chr12(.):72052676-72079428	0.2948
NM_144982	chr12(.):71998378-72062749	0.1626
NM_001946	chr12(.):89736836-89751296	1.836
NM_001025233	chr12(.):92812734-92829730	0.4248
NR_027933	chr12(.):92810306-92829778	0.3922
NM_153694	chr12(.):102117425-102138250	0.8149
NM_024312	chr12(.):102134274-102229645	0.3828
NM_001111283	chr12(.):102784644-102879378	0.3719
NM_001111284	chr12(.):102784644-102877429	0.3139
NM_001111285	chr12(.):102806453-102879378	0.4646
NM_014840	chr12(.):106452124-106538811	0.2424
NM_007076	chr12(.):108904050-108918380	0.2778
NM_213595	chr12(.):108951293-108968160	2.354
NM_181724	chr12(.):108978621-108996894	0.2057
NM_003006	chr12(.):109010679-109032670	2.9597
NM_001161331	chr12(.):109180694-109226327	0.1776
NM_001168325	chr12(.):117471727-117542251	0.0824
NM_003746	chr12(.):120928858-120941298	0.1384
NM_032314	chr12(.):120936081-120971964	0.1487
NM_198202	chr12(.):121011847-121024201	0.1223
NM_015918	chr12(.):121011847-121024197	0.1223
NM_019034	chr12(.):122210659-122236594	0.1614
NR_002809	chr12(.):122228172-122246390	0.8054
NM_015048	chr12(.):122237637-122275562	0.347
NM_024667	chr12(.):123344874-123385712	1.0242
NM_021009	chr12(.):125391191-125404587	1.284
NR_024464	chr13(.):30909406-30953036	0.2829
NM_015057	chr13(.):77613791-77906177	0.1164
NM_032436	chr13(.):115074964-115097803	0.4308
NM_000820	chr13(.):114518521-114572046	0.7446
NM_007368	chr13(.):114742193-114903095	0.5834
NM_014059	chr13(.):42026541-42050013	0.106
NM_152719	chr13(.):46271445-46293693	0.721
NM_001143945	chr13(.):114518521-114544017	0.1506
NM_001143946	chr13(.):114518521-114541714	0.1491
NR_024609	chr13(.):114581609-114631485	0.4076
NM_023011	chr13(.):115042077-115076283	0.7184
NM_003903	chr13(.):114995361-115043150	0.5943
NM_022060	chr14(.):23062146-23086265	0.3477
NM_006246	chr14(.):63836354-64015079	0.0955
NR_027004	chr14(.):94366075-94397718	0.0374
NM_001012706	chr14(.):50443429-50479238	0.6206
NM_004296	chr14(.):72394785-73038238	0.086
NM_001080414	chr14(.):91732666-91889133	0.7893
NM_005606	chr14(.):93165151-93220047	0.0901
NM_024832	chr14(.):92975124-93160334	0.1905
NM_023112	chr14(.):94487723-94520276	0.1696
NM_001344	chr14(.):23028806-23063143	0.3104
NM_001126105	chr14(.):23237431-23290072	0.1699
NM_181305	chr14(.):23294091-23309246	0.2101
NM_005015	chr14(.):23230730-23245998	0.2081
NM_001126106	chr14(.):23237431-23294014	0.1785
NM_004995	chr14(.):23300792-23321803	0.0495
NM_014045	chr14(.):23335959-23352291	0.1831
NM_024496	chr14(.):77485885-77500034	1.0717
NM_005065	chr14(.):81934238-82005205	0.4371
NM_005113	chr14(.):93255649-93311304	0.0767
NM_016150	chr14(.):94395512-94428767	0.2397
NR_024182	chr14(.):94458615-94478898	0.3995
NR_024183	chr14(.):94458641-94483041	0.3869
NM_138344	chr14(.):94380257-94400944	0.0312
NM_152592	chr14(.):95878830-95947173	0.1968
NR_003002	chr14(.):95994691-96004966	0.2982
NR_001459	chr14(.):95994248-96006209	0.2586
NM_016417	chr14(.):95996322-96016055	0.1704
NM_001311	chr14(.):105948256-105960124	1.1087
NM_001134877	chr14(.):105951519-105970585	0.5813
NM_001134876	chr14(.):105952585-105970585	0.5941
NM_001312	chr14(.):105936130-105951500	0.386
NM_025268	chr14(.):105987952-106001539	0.1524
NM_001198983	chr14(.):105951191-105970585	0.5799
NM_144508	chr15(.):40881446-40959881	0.1054
NM_001042495	chr15(.):34517196-34635265	0.1866
NM_005135	chr15(.):34517196-34616021	0.0839
NM_001042497	chr15(.):34517196-34634045	0.1781
NM_001042494	chr15(.):34517196-34634961	0.1805
NM_001103184	chr15(.):33052746-33365085	0.1866
NM_001211	chr15(.):40448209-40518337	0.1316
NM_177974	chr15(.):44575928-44712955	0.1931
NM_019600	chr15(.):52868517-52975820	0.2529
NM_017610	chr15(.):59274864-59394253	0.0783
NM_006537	chr15(.):63791809-63888663	0.2065
NM_005902	chr15(.):67353194-67492533	0.3688
NM_001004439	chr15(.):68589041-68729492	0.1582
NM_020908	chr15(.):70335542-70395256	0.4374
NM_006465	chr15(.):74828547-74895472	0.3686
NM_003612	chr15(.):74696629-74731299	0.2649
NM_001146030	chr15(.):74696629-74731001	0.2618
NM_172217	chr15(.):81512639-81610104	0.5002
NM_001172128	chr15(.):81484218-81610104	0.3984
NM_001080532	chr15(.):81619759-81671418	0.1495
NM_014630	chr15(.):85286817-85354663	0.1672
NM_007011	chr15(.):89626380-89750591	0.5059
NM_198526	chr15(.):90539751-90630432	0.7199
NR_027992	chr15(.):20869796-20966480	0.06
NR_027053	chr15(.):21927513-21945739	0.2769
NR_024387	chr15(.):22009419-22021878	0.094
NM_015995	chr15(.):31614082-31675102	0.986
NM_175741	chr15(.):34633065-34654931	0.1409
NM_181077	chr15(.):34666269-34687001	0.0543
NM_018648	chr15(.):34628916-34640362	0.5934
NM_153613	chr15(.):34646088-34664395	0.3967
NR_036050	chr15(.):34669269-34679351	0.0622
NR_036050	chr15(.):34815490-34825572	0.0501
NM_003134	chr15(.):40322890-40336389	0.3189
NM_001003942	chr15(.):40375091-40403287	1.6564
NM_033503	chr15(.):40375091-40403639	1.6452
NM_001003940	chr15(.):40375091-40406075	1.5607
NM_001080791	chr15(.):40840297-40862252	0.8888
NM_152260	chr15(.):40856536-40871661	0.4197
NR_002208	chr15(.):40819082-40829749	0.0966
NM_001160227	chr15(.):44849893-44960876	0.1563
NM_001145112	chr15(.):44952929-44974086	0.7359
NM_182985	chr15(.):45023559-45065025	0.1459
NM_004048	chr15(.):44998684-45015357	0.8203
NM_198524	chr15(.):56652643-56743072	0.3746
NM_001013843	chr15(.):59166243-59230852	0.1398
NM_001145103	chr15(.):67425358-67492533	0.2
NM_001145102	chr15(.):67413053-67492533	0.1891
NM_017882	chr15(.):68494329-68527080	0.6036
NM_015322	chr15(.):68565140-68588640	1.0466
NR_030714	chr15(.):70366710-70376807	0.116
NM_000781	chr15(.):74625102-74665081	0.0879
NM_001099773	chr15(.):74625102-74663553	0.0873
