GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_17235_lociStitched	chr18(.):76588618-76589163	0.0544
1_MACS_peak_17236_lociStitched	chr18(.):76620195-76620475	0.0492
1_MACS_peak_17237_lociStitched	chr18(.):76622132-76622615	0.0778
2_MACS_peak_17238_lociStitched	chr18(.):76626600-76627319	0.0635
1_MACS_peak_17240_lociStitched	chr18(.):76687766-76688390	0.0632
3_MACS_peak_17241_lociStitched	chr18(.):76701834-76703706	0.0753
1_MACS_peak_17244_lociStitched	chr18(.):76768692-76768960	0.0585
1_MACS_peak_17245_lociStitched	chr18(.):77154564-77155165	0.0257
1_MACS_peak_17246_lociStitched	chr18(.):77358343-77358636	0.0085
1_MACS_peak_17247_lociStitched	chr18(.):77369215-77369730	0.0644
1_MACS_peak_17248_lociStitched	chr18(.):77373742-77373980	0.056
4_MACS_peak_17249_lociStitched	chr18(.):77531963-77534549	0.079
1_MACS_peak_17253_lociStitched	chr18(.):77535377-77535657	0.0442
4_MACS_peak_17254_lociStitched	chr18(.):77537591-77540559	0.084
1_MACS_peak_17258_lociStitched	chr18(.):77546354-77546637	0.0821
1_MACS_peak_17259_lociStitched	chr18(.):77560718-77561059	0.0782
1_MACS_peak_17260_lociStitched	chr18(.):77562291-77562508	0.0
2_MACS_peak_17261_lociStitched	chr18(.):77590686-77591761	0.0705
1_MACS_peak_17263_lociStitched	chr18(.):77607082-77607728	0.0401
1_MACS_peak_17264_lociStitched	chr18(.):77612472-77612736	0.0252
1_MACS_peak_17265_lociStitched	chr18(.):77613657-77613949	0.0947
1_MACS_peak_17266_lociStitched	chr18(.):77631823-77632236	0.0243
1_MACS_peak_17267_lociStitched	chr18(.):77632953-77633396	0.0448
2_MACS_peak_17268_lociStitched	chr18(.):77634395-77636606	0.0868
1_MACS_peak_17270_lociStitched	chr18(.):77937087-77937609	0.0835
3_MACS_peak_17271_lociStitched	chr19(.):72501-77869	0.1772
1_MACS_peak_17274_lociStitched	chr19(.):79371-79914	0.1153
1_MACS_peak_17275_lociStitched	chr19(.):81517-82097	0.1934
4_MACS_peak_17276_lociStitched	chr19(.):193434-196162	0.1069
1_MACS_peak_17280_lociStitched	chr19(.):197142-197950	0.1
1_MACS_peak_17281_lociStitched	chr19(.):266776-267566	0.1811
1_MACS_peak_17282_lociStitched	chr19(.):272620-272996	0.1616
3_MACS_peak_17283_lociStitched	chr19(.):275139-281531	0.1226
1_MACS_peak_17286_lociStitched	chr19(.):282402-282745	0.0942
3_MACS_peak_17287_lociStitched	chr19(.):283283-285252	0.1329
2_MACS_peak_17290_lociStitched	chr19(.):287241-291136	0.1188
3_MACS_peak_17292_lociStitched	chr19(.):291777-297678	0.1302
1_MACS_peak_17295_lociStitched	chr19(.):306774-307413	0.1275
1_MACS_peak_17296_lociStitched	chr19(.):310319-310865	0.0338
1_MACS_peak_17297_lociStitched	chr19(.):312389-312659	0.0603
1_MACS_peak_17298_lociStitched	chr19(.):313553-314056	0.1162
1_MACS_peak_17299_lociStitched	chr19(.):315020-315578	0.0701
1_MACS_peak_17300_lociStitched	chr19(.):316218-316603	0.1494
1_MACS_peak_17301_lociStitched	chr19(.):318862-319808	0.1627
1_MACS_peak_17302_lociStitched	chr19(.):320371-322262	0.1143
1_MACS_peak_17303_lociStitched	chr19(.):325643-326398	0.1121
1_MACS_peak_17304_lociStitched	chr19(.):330448-330863	0.0671
5_MACS_peak_17305_lociStitched	chr19(.):331365-336334	0.1251
1_MACS_peak_17310_lociStitched	chr19(.):337710-338004	0.1257
2_MACS_peak_17311_lociStitched	chr19(.):340848-343614	0.1001
1_MACS_peak_17313_lociStitched	chr19(.):357226-358061	0.1662
3_MACS_peak_17314_lociStitched	chr19(.):359761-362336	0.1406
2_MACS_peak_17317_lociStitched	chr19(.):364422-365752	0.0624
2_MACS_peak_17319_lociStitched	chr19(.):366499-376261	0.1263
11_MACS_peak_17321_lociStitched	chr19(.):378020-391708	0.1512
2_MACS_peak_17332_lociStitched	chr19(.):396648-398347	0.1117
2_MACS_peak_17334_lociStitched	chr19(.):401546-403809	0.1006
3_MACS_peak_17336_lociStitched	chr19(.):405231-414357	0.0885
3_MACS_peak_17339_lociStitched	chr19(.):416168-426015	0.1027
2_MACS_peak_17342_lociStitched	chr19(.):434588-437249	0.1099
1_MACS_peak_17344_lociStitched	chr19(.):438523-438879	0.1256
1_MACS_peak_17345_lociStitched	chr19(.):440557-441051	0.0928
3_MACS_peak_17346_lociStitched	chr19(.):445927-448943	0.1151
4_MACS_peak_17349_lociStitched	chr19(.):452815-456495	0.1163
2_MACS_peak_17353_lociStitched	chr19(.):457060-458209	0.1138
1_MACS_peak_17355_lociStitched	chr19(.):462204-462604	0.0705
2_MACS_peak_17356_lociStitched	chr19(.):467543-469936	0.0804
1_MACS_peak_17358_lociStitched	chr19(.):470609-471473	0.0576
1_MACS_peak_17359_lociStitched	chr19(.):473799-474110	0.0456
2_MACS_peak_17360_lociStitched	chr19(.):474649-476192	0.1053
2_MACS_peak_17362_lociStitched	chr19(.):476836-479871	0.1336
1_MACS_peak_17364_lociStitched	chr19(.):484491-487701	0.1574
4_MACS_peak_17365_lociStitched	chr19(.):497394-503401	0.1012
2_MACS_peak_17369_lociStitched	chr19(.):519897-523474	0.1232
2_MACS_peak_17371_lociStitched	chr19(.):524743-530107	0.1687
3_MACS_peak_17373_lociStitched	chr19(.):544752-558677	0.124
2_MACS_peak_17376_lociStitched	chr19(.):585104-589804	0.1301
3_MACS_peak_17378_lociStitched	chr19(.):590390-603518	0.1237
2_MACS_peak_17381_lociStitched	chr19(.):606985-609138	0.1021
1_MACS_peak_17383_lociStitched	chr19(.):610602-611673	0.175
1_MACS_peak_17384_lociStitched	chr19(.):637003-639275	0.1933
4_MACS_peak_17385_lociStitched	chr19(.):665093-679756	0.1361
8_MACS_peak_17389_lociStitched	chr19(.):681203-769468	0.1453
2_MACS_peak_17397_lociStitched	chr19(.):771197-775633	0.1373
1_MACS_peak_17399_lociStitched	chr19(.):776452-777069	0.1892
2_MACS_peak_17400_lociStitched	chr19(.):777577-786327	0.1351
3_MACS_peak_17402_lociStitched	chr19(.):787356-792885	0.1395
10_MACS_peak_17405_lociStitched	chr19(.):818713-854298	0.1399
1_MACS_peak_17415_lociStitched	chr19(.):854810-856589	0.1762
2_MACS_peak_17416_lociStitched	chr19(.):857544-861281	0.1413
1_MACS_peak_17418_lociStitched	chr19(.):862871-863610	0.1449
1_MACS_peak_17419_lociStitched	chr19(.):916050-921702	0.1154
3_MACS_peak_17420_lociStitched	chr19(.):996110-1005400	0.1777
4_MACS_peak_17423_lociStitched	chr19(.):1230629-1240590	0.1453
1_MACS_peak_17427_lociStitched	chr19(.):1267316-1268120	0.2299
1_MACS_peak_17428_lociStitched	chr19(.):1282677-1285876	0.1192
2_MACS_peak_17429_lociStitched	chr19(.):1286380-1328665	0.1371
3_MACS_peak_17431_lociStitched	chr19(.):1329656-1344727	0.1257
3_MACS_peak_17434_lociStitched	chr19(.):1346149-1351835	0.1505
1_MACS_peak_17437_lociStitched	chr19(.):1402168-1403168	0.1956
1_MACS_peak_17438_lociStitched	chr19(.):1403709-1404324	0.0909
1_MACS_peak_17439_lociStitched	chr19(.):1445213-1454988	0.1422
1_MACS_peak_17440_lociStitched	chr19(.):1455930-1456624	0.2152
3_MACS_peak_17441_lociStitched	chr19(.):1457192-1459966	0.1082
1_MACS_peak_17444_lociStitched	chr19(.):1460918-1461195	0.0879
2_MACS_peak_17445_lociStitched	chr19(.):1467342-1472993	0.1264
1_MACS_peak_17447_lociStitched	chr19(.):1480923-1482866	0.1153
1_MACS_peak_17448_lociStitched	chr19(.):1483922-1489988	0.1648
3_MACS_peak_17449_lociStitched	chr19(.):1491038-1506909	0.1546
2_MACS_peak_17452_lociStitched	chr19(.):1508045-1513138	0.1654
7_MACS_peak_17454_lociStitched	chr19(.):1514118-1549473	0.151
2_MACS_peak_17461_lociStitched	chr19(.):1550665-1552837	0.165
3_MACS_peak_17463_lociStitched	chr19(.):1568467-1574106	0.1998
1_MACS_peak_17466_lociStitched	chr19(.):1670242-1670732	0.0322
2_MACS_peak_17467_lociStitched	chr19(.):1672555-1703187	0.1752
7_MACS_peak_17469_lociStitched	chr19(.):1704033-1753672	0.1436
3_MACS_peak_17476_lociStitched	chr19(.):1754563-1790100	0.1436
2_MACS_peak_17479_lociStitched	chr19(.):1790857-1801793	0.1645
2_MACS_peak_17481_lociStitched	chr19(.):1802427-1812933	0.1953
1_MACS_peak_17483_lociStitched	chr19(.):1929870-1930486	0.1767
1_MACS_peak_17484_lociStitched	chr19(.):2252436-2252861	0.0521
1_MACS_peak_17485_lociStitched	chr19(.):2281657-2281983	0.0796
1_MACS_peak_17486_lociStitched	chr19(.):2282869-2283281	0.1091
1_MACS_peak_17487_lociStitched	chr19(.):2289134-2289564	0.2242
3_MACS_peak_17488_lociStitched	chr19(.):2298820-2315401	0.1531
1_MACS_peak_17491_lociStitched	chr19(.):2316168-2316796	0.2167
3_MACS_peak_17492_lociStitched	chr19(.):2358548-2361949	0.0767
2_MACS_peak_17495_lociStitched	chr19(.):2362953-2364493	0.1236
1_MACS_peak_17497_lociStitched	chr19(.):2365342-2365884	0.1142
1_MACS_peak_17498_lociStitched	chr19(.):2366726-2367187	0.1178
2_MACS_peak_17499_lociStitched	chr19(.):2367836-2369602	0.1317
1_MACS_peak_17501_lociStitched	chr19(.):2370998-2372180	0.1808
1_MACS_peak_17502_lociStitched	chr19(.):2374282-2374892	0.1566
2_MACS_peak_17503_lociStitched	chr19(.):2375496-2377230	0.1498
1_MACS_peak_17505_lociStitched	chr19(.):2380939-2381302	0.1587
1_MACS_peak_17506_lociStitched	chr19(.):2409824-2410463	0.1474
2_MACS_peak_17507_lociStitched	chr19(.):2487281-2490950	0.1502
1_MACS_peak_17509_lociStitched	chr19(.):2499163-2499558	0.1743
1_MACS_peak_17510_lociStitched	chr19(.):2712429-2712860	0.0728
7_MACS_peak_17511_lociStitched	chr19(.):2715169-2729582	0.1331
1_MACS_peak_17518_lociStitched	chr19(.):2742088-2742615	0.0701
1_MACS_peak_17519_lociStitched	chr19(.):2862089-2862443	0.1836
1_MACS_peak_17520_lociStitched	chr19(.):2863455-2864911	0.108
1_MACS_peak_17521_lociStitched	chr19(.):2865468-2866298	0.1308
1_MACS_peak_17522_lociStitched	chr19(.):2878655-2878936	0.103
2_MACS_peak_17523_lociStitched	chr19(.):2884377-2886001	0.1337
1_MACS_peak_17525_lociStitched	chr19(.):2886641-2887285	0.0458
1_MACS_peak_17526_lociStitched	chr19(.):2888715-2888988	0.0757
1_MACS_peak_17527_lociStitched	chr19(.):2890406-2891195	0.1111
2_MACS_peak_17528_lociStitched	chr19(.):2892597-2893892	0.0972
1_MACS_peak_17530_lociStitched	chr19(.):2895427-2895888	0.103
1_MACS_peak_17531_lociStitched	chr19(.):2896940-2897291	0.1802
1_MACS_peak_17532_lociStitched	chr19(.):2901794-2903673	0.1093
1_MACS_peak_17533_lociStitched	chr19(.):2905067-2905361	0.1079
3_MACS_peak_17534_lociStitched	chr19(.):2906008-2907622	0.1261
1_MACS_peak_17537_lociStitched	chr19(.):2911308-2912205	0.1269
1_MACS_peak_17538_lociStitched	chr19(.):2914996-2915427	0.1646
1_MACS_peak_17539_lociStitched	chr19(.):2920713-2921899	0.1118
4_MACS_peak_17540_lociStitched	chr19(.):2942960-2946446	0.0846
1_MACS_peak_17544_lociStitched	chr19(.):2947896-2948313	0.1365
1_MACS_peak_17545_lociStitched	chr19(.):2953379-2954675	0.2113
1_MACS_peak_17546_lociStitched	chr19(.):2957280-2957828	0.1484
2_MACS_peak_17547_lociStitched	chr19(.):2963211-2964704	0.1205
2_MACS_peak_17549_lociStitched	chr19(.):2966433-2971904	0.1028
1_MACS_peak_17551_lociStitched	chr19(.):2973320-2974318	0.0652
1_MACS_peak_17552_lociStitched	chr19(.):2974926-2975765	0.0632
4_MACS_peak_17553_lociStitched	chr19(.):2976383-2984866	0.1262
3_MACS_peak_17557_lociStitched	chr19(.):2985584-2990152	0.1341
1_MACS_peak_17560_lociStitched	chr19(.):2991004-2992739	0.107
3_MACS_peak_17561_lociStitched	chr19(.):2994564-2999377	0.1265
2_MACS_peak_17564_lociStitched	chr19(.):3004075-3006027	0.1594
3_MACS_peak_17566_lociStitched	chr19(.):3009483-3014598	0.1194
1_MACS_peak_17569_lociStitched	chr19(.):3015239-3016249	0.1003
1_MACS_peak_17570_lociStitched	chr19(.):3017014-3017303	0.0578
2_MACS_peak_17571_lociStitched	chr19(.):3017936-3020498	0.1423
1_MACS_peak_17573_lociStitched	chr19(.):3021539-3021924	0.1383
4_MACS_peak_17574_lociStitched	chr19(.):3024927-3030115	0.1153
3_MACS_peak_17578_lociStitched	chr19(.):3031475-3034361	0.1237
3_MACS_peak_17581_lociStitched	chr19(.):3038415-3041953	0.1284
3_MACS_peak_17584_lociStitched	chr19(.):3042468-3046179	0.1269
1_MACS_peak_17587_lociStitched	chr19(.):3048159-3049523	0.0973
1_MACS_peak_17588_lociStitched	chr19(.):3050082-3050375	0.0599
1_MACS_peak_17589_lociStitched	chr19(.):3054858-3056181	0.1436
1_MACS_peak_17590_lociStitched	chr19(.):3058298-3058658	0.0701
2_MACS_peak_17591_lociStitched	chr19(.):3059447-3061477	0.08
1_MACS_peak_17593_lociStitched	chr19(.):3062638-3064108	0.0979
1_MACS_peak_17594_lociStitched	chr19(.):3067812-3068131	0.0707
2_MACS_peak_17595_lociStitched	chr19(.):3074838-3077147	0.1771
1_MACS_peak_17597_lociStitched	chr19(.):3078201-3078810	0.1287
3_MACS_peak_17598_lociStitched	chr19(.):3079607-3081961	0.1465
3_MACS_peak_17601_lociStitched	chr19(.):3083548-3085907	0.1112
1_MACS_peak_17604_lociStitched	chr19(.):3086896-3087154	0.097
1_MACS_peak_17605_lociStitched	chr19(.):3088327-3088685	0.0902
1_MACS_peak_17606_lociStitched	chr19(.):3089501-3089868	0.1621
2_MACS_peak_17607_lociStitched	chr19(.):3093075-3094033	0.0663
1_MACS_peak_17609_lociStitched	chr19(.):3094625-3103101	0.1312
12_MACS_peak_17610_lociStitched	chr19(.):3103671-3127782	0.1273
3_MACS_peak_17622_lociStitched	chr19(.):3132473-3138748	0.1181
3_MACS_peak_17625_lociStitched	chr19(.):3141260-3146423	0.1193
5_MACS_peak_17628_lociStitched	chr19(.):3147170-3151191	0.1227
1_MACS_peak_17633_lociStitched	chr19(.):3152163-3152649	0.1719
1_MACS_peak_17634_lociStitched	chr19(.):3154956-3155495	0.069
2_MACS_peak_17635_lociStitched	chr19(.):3156200-3160971	0.1569
5_MACS_peak_17637_lociStitched	chr19(.):3163317-3173072	0.1456
1_MACS_peak_17642_lociStitched	chr19(.):3176286-3181966	0.1365
2_MACS_peak_17643_lociStitched	chr19(.):3214443-3215979	0.108
3_MACS_peak_17645_lociStitched	chr19(.):3217231-3224589	0.1518
1_MACS_peak_17648_lociStitched	chr19(.):3225375-3231340	0.1199
2_MACS_peak_17649_lociStitched	chr19(.):3233210-3235241	0.1289
1_MACS_peak_17651_lociStitched	chr19(.):3236341-3237134	0.1057
1_MACS_peak_17652_lociStitched	chr19(.):3237800-3238989	0.136
1_MACS_peak_17653_lociStitched	chr19(.):3239614-3240089	0.1097
2_MACS_peak_17654_lociStitched	chr19(.):3240645-3242956	0.1105
2_MACS_peak_17656_lociStitched	chr19(.):3245409-3246521	0.1312
1_MACS_peak_17658_lociStitched	chr19(.):3249406-3249788	0.0405
2_MACS_peak_17659_lociStitched	chr19(.):3250626-3252153	0.1847
1_MACS_peak_17661_lociStitched	chr19(.):3253419-3253932	0.18
2_MACS_peak_17662_lociStitched	chr19(.):3255343-3257483	0.1249
7_MACS_peak_17664_lociStitched	chr19(.):3258920-3271112	0.1141
1_MACS_peak_17671_lociStitched	chr19(.):3271847-3272245	0.1415
3_MACS_peak_17672_lociStitched	chr19(.):3273291-3276528	0.1184
1_MACS_peak_17675_lociStitched	chr19(.):3277201-3285123	0.1595
5_MACS_peak_17676_lociStitched	chr19(.):3288252-3296776	0.1096
9_MACS_peak_17681_lociStitched	chr19(.):3297537-3306491	0.1398
1_MACS_peak_17690_lociStitched	chr19(.):3307140-3307472	0.0127
1_MACS_peak_17691_lociStitched	chr19(.):3308913-3309819	0.0947
3_MACS_peak_17692_lociStitched	chr19(.):3311367-3322119	0.1455
1_MACS_peak_17695_lociStitched	chr19(.):3323669-3324378	0.1469
1_MACS_peak_17696_lociStitched	chr19(.):3324880-3325571	0.1167
1_MACS_peak_17697_lociStitched	chr19(.):3327713-3332315	0.1405
10_MACS_peak_17698_lociStitched	chr19(.):3333069-3359440	0.131
19_MACS_peak_17708_lociStitched	chr19(.):3360344-3434846	0.1349
2_MACS_peak_17727_lociStitched	chr19(.):3437709-3450570	0.1577
1_MACS_peak_17729_lociStitched	chr19(.):3451825-3464585	0.1407
1_MACS_peak_17730_lociStitched	chr19(.):3465415-3467711	0.0993
2_MACS_peak_17731_lociStitched	chr19(.):3469074-3472967	0.1487
2_MACS_peak_17733_lociStitched	chr19(.):3473855-3476208	0.137
3_MACS_peak_17735_lociStitched	chr19(.):3477781-3485402	0.1263
3_MACS_peak_17738_lociStitched	chr19(.):3559952-3568231	0.1585
3_MACS_peak_17741_lociStitched	chr19(.):3582007-3596911	0.142
1_MACS_peak_17744_lociStitched	chr19(.):3597427-3598356	0.1303
1_MACS_peak_17745_lociStitched	chr19(.):3600219-3600723	0.1497
1_MACS_peak_17746_lociStitched	chr19(.):3601430-3604858	0.1056
2_MACS_peak_17747_lociStitched	chr19(.):3606006-3608293	0.1636
3_MACS_peak_17749_lociStitched	chr19(.):3703115-3705972	0.1506
1_MACS_peak_17752_lociStitched	chr19(.):3707977-3711053	0.1694
3_MACS_peak_17753_lociStitched	chr19(.):3711739-3718240	0.1508
2_MACS_peak_17756_lociStitched	chr19(.):3719085-3726575	0.1733
4_MACS_peak_17758_lociStitched	chr19(.):3727920-3746289	0.1584
1_MACS_peak_17762_lociStitched	chr19(.):3773053-3776353	0.1211
3_MACS_peak_17763_lociStitched	chr19(.):3776927-3780216	0.1126
3_MACS_peak_17766_lociStitched	chr19(.):3782069-3786211	0.0737
1_MACS_peak_17769_lociStitched	chr19(.):3786718-3787588	0.0858
3_MACS_peak_17770_lociStitched	chr19(.):3788391-3796363	0.1202
7_MACS_peak_17773_lociStitched	chr19(.):3798184-3856452	0.1478
3_MACS_peak_17780_lociStitched	chr19(.):3856972-3865671	0.1666
2_MACS_peak_17783_lociStitched	chr19(.):3866547-3868880	0.1102
4_MACS_peak_17785_lociStitched	chr19(.):3869393-3883765	0.1257
1_MACS_peak_17789_lociStitched	chr19(.):3884293-3885102	0.1341
7_MACS_peak_17790_lociStitched	chr19(.):3885676-3899928	0.1341
1_MACS_peak_17797_lociStitched	chr19(.):3900559-3900950	0.0841
2_MACS_peak_17798_lociStitched	chr19(.):3901463-3910296	0.1412
5_MACS_peak_17800_lociStitched	chr19(.):3912060-3923153	0.1452
2_MACS_peak_17805_lociStitched	chr19(.):3924148-3952923	0.1299
1_MACS_peak_17807_lociStitched	chr19(.):3999553-3999907	0.1133
1_MACS_peak_17808_lociStitched	chr19(.):4066792-4069639	0.1074
1_MACS_peak_17809_lociStitched	chr19(.):4075163-4075885	0.148
3_MACS_peak_17810_lociStitched	chr19(.):4129935-4131894	0.1281
3_MACS_peak_17813_lociStitched	chr19(.):4132443-4136354	0.1583
1_MACS_peak_17816_lociStitched	chr19(.):4137109-4137742	0.2074
4_MACS_peak_17817_lociStitched	chr19(.):4140449-4167335	0.1569
1_MACS_peak_17821_lociStitched	chr19(.):4167976-4173664	0.1687
9_MACS_peak_17822_lociStitched	chr19(.):4183669-4239187	0.171
1_MACS_peak_17831_lociStitched	chr19(.):4239803-4240707	0.072
4_MACS_peak_17832_lociStitched	chr19(.):4275441-4310595	0.1382
2_MACS_peak_17836_lociStitched	chr19(.):4313262-4319927	0.1721
2_MACS_peak_17838_lociStitched	chr19(.):4322772-4327730	0.1652
4_MACS_peak_17840_lociStitched	chr19(.):4459794-4464092	0.1274
1_MACS_peak_17844_lociStitched	chr19(.):4509941-4511041	0.1734
2_MACS_peak_17845_lociStitched	chr19(.):4511670-4524359	0.1572
5_MACS_peak_17847_lociStitched	chr19(.):4525145-4542513	0.1609
2_MACS_peak_17852_lociStitched	chr19(.):4544619-4553295	0.1463
3_MACS_peak_17854_lociStitched	chr19(.):4553922-4556525	0.1234
5_MACS_peak_17857_lociStitched	chr19(.):4557201-4601641	0.1651
4_MACS_peak_17862_lociStitched	chr19(.):4602146-4624593	0.1642
3_MACS_peak_17866_lociStitched	chr19(.):4626454-4636225	0.1645
2_MACS_peak_17869_lociStitched	chr19(.):4728857-4730887	0.2372
1_MACS_peak_17871_lociStitched	chr19(.):4732857-4733410	0.2352
11_MACS_peak_17872_lociStitched	chr19(.):4734071-4766616	0.166
1_MACS_peak_17883_lociStitched	chr19(.):4771421-4772316	0.1808
8_MACS_peak_17884_lociStitched	chr19(.):4772886-4787640	0.153
1_MACS_peak_17892_lociStitched	chr19(.):4789348-4789855	0.1326
1_MACS_peak_17893_lociStitched	chr19(.):4878032-4879314	0.1131
1_MACS_peak_17894_lociStitched	chr19(.):4883604-4884086	0.0812
3_MACS_peak_17895_lociStitched	chr19(.):4886684-4892448	0.1249
1_MACS_peak_17898_lociStitched	chr19(.):5165146-5165494	0.0
7_MACS_peak_17899_lociStitched	chr19(.):5169628-5174078	0.1102
7_MACS_peak_17906_lociStitched	chr19(.):5174679-5183420	0.162
2_MACS_peak_17913_lociStitched	chr19(.):5184575-5186608	0.1092
1_MACS_peak_17915_lociStitched	chr19(.):5187872-5188353	0.0799
4_MACS_peak_17916_lociStitched	chr19(.):5189259-5193868	0.1241
2_MACS_peak_17920_lociStitched	chr19(.):5194631-5196539	0.1366
2_MACS_peak_17922_lociStitched	chr19(.):5204311-5205849	0.1699
1_MACS_peak_17924_lociStitched	chr19(.):5206374-5208696	0.109
6_MACS_peak_17925_lociStitched	chr19(.):5210567-5221837	0.1621
1_MACS_peak_17931_lociStitched	chr19(.):5223383-5223680	0.0248
1_MACS_peak_17932_lociStitched	chr19(.):5224185-5224697	0.1326
4_MACS_peak_17933_lociStitched	chr19(.):5225582-5229398	0.1428
3_MACS_peak_17937_lociStitched	chr19(.):5236250-5243021	0.1254
2_MACS_peak_17940_lociStitched	chr19(.):5243892-5246045	0.1781
5_MACS_peak_17942_lociStitched	chr19(.):5247189-5252802	0.1039
1_MACS_peak_17947_lociStitched	chr19(.):5255708-5255973	0.1584
1_MACS_peak_17948_lociStitched	chr19(.):5256854-5258348	0.1153
7_MACS_peak_17949_lociStitched	chr19(.):5259725-5271570	0.1207
6_MACS_peak_17956_lociStitched	chr19(.):5275556-5286711	0.1288
2_MACS_peak_17962_lociStitched	chr19(.):5288152-5292659	0.1589
5_MACS_peak_17964_lociStitched	chr19(.):5293411-5300032	0.1376
1_MACS_peak_17969_lociStitched	chr19(.):5301164-5302177	0.1139
1_MACS_peak_17970_lociStitched	chr19(.):5302980-5303795	0.1368
6_MACS_peak_17971_lociStitched	chr19(.):5304977-5314443	0.1121
10_MACS_peak_17977_lociStitched	chr19(.):5316425-5340112	0.1217
2_MACS_peak_17987_lociStitched	chr19(.):5340930-5346156	0.1139
1_MACS_peak_17989_lociStitched	chr19(.):5352396-5353379	0.1025
1_MACS_peak_17990_lociStitched	chr19(.):5354950-5355844	0.1367
1_MACS_peak_17991_lociStitched	chr19(.):5359517-5359923	0.127
1_MACS_peak_17992_lociStitched	chr19(.):5361123-5361499	0.0951
1_MACS_peak_17993_lociStitched	chr19(.):5379756-5380326	0.0439
1_MACS_peak_17994_lociStitched	chr19(.):5386870-5387196	0.0726
1_MACS_peak_17995_lociStitched	chr19(.):5394384-5394791	0.1218
4_MACS_peak_17996_lociStitched	chr19(.):5395766-5398209	0.0973
3_MACS_peak_18000_lociStitched	chr19(.):5401364-5402882	0.0907
3_MACS_peak_18003_lociStitched	chr19(.):5409909-5411987	0.1234
1_MACS_peak_18006_lociStitched	chr19(.):5413237-5414168	0.1028
1_MACS_peak_18007_lociStitched	chr19(.):5417100-5418119	0.0427
2_MACS_peak_18008_lociStitched	chr19(.):5418738-5420951	0.1438
1_MACS_peak_18010_lociStitched	chr19(.):5421830-5422152	0.0395
1_MACS_peak_18011_lociStitched	chr19(.):5430332-5430756	0.1389
5_MACS_peak_18012_lociStitched	chr19(.):5431834-5435719	0.119
1_MACS_peak_18017_lociStitched	chr19(.):5437953-5439060	0.1246
1_MACS_peak_18018_lociStitched	chr19(.):5440850-5441162	0.0523
1_MACS_peak_18019_lociStitched	chr19(.):5442586-5443080	0.1203
1_MACS_peak_18020_lociStitched	chr19(.):5445985-5446485	0.1425
1_MACS_peak_18021_lociStitched	chr19(.):5447126-5448601	0.1069
1_MACS_peak_18022_lociStitched	chr19(.):5451230-5451608	0.1498
1_MACS_peak_18023_lociStitched	chr19(.):5455635-5456902	0.113
2_MACS_peak_18024_lociStitched	chr19(.):5457810-5459342	0.089
1_MACS_peak_18026_lociStitched	chr19(.):5461513-5461959	0.0823
7_MACS_peak_18027_lociStitched	chr19(.):5465806-5472002	0.112
1_MACS_peak_18034_lociStitched	chr19(.):5472665-5473026	0.0788
1_MACS_peak_18035_lociStitched	chr19(.):5474050-5474522	0.0756
4_MACS_peak_18036_lociStitched	chr19(.):5475275-5479489	0.0898
1_MACS_peak_18040_lociStitched	chr19(.):5480291-5480964	0.1213
1_MACS_peak_18041_lociStitched	chr19(.):5484352-5484873	0.1328
1_MACS_peak_18042_lociStitched	chr19(.):5485375-5485636	0.0307
2_MACS_peak_18043_lociStitched	chr19(.):5486479-5487415	0.1462
6_MACS_peak_18045_lociStitched	chr19(.):5488122-5499596	0.0977
4_MACS_peak_18051_lociStitched	chr19(.):5506243-5508961	0.0893
3_MACS_peak_18055_lociStitched	chr19(.):5509550-5514187	0.1193
2_MACS_peak_18058_lociStitched	chr19(.):5521210-5524758	0.0848
1_MACS_peak_18060_lociStitched	chr19(.):5527101-5527464	0.1223
1_MACS_peak_18061_lociStitched	chr19(.):5527971-5531669	0.1436
3_MACS_peak_18062_lociStitched	chr19(.):5532934-5534821	0.1309
1_MACS_peak_18065_lociStitched	chr19(.):5536436-5536924	0.0937
1_MACS_peak_18066_lociStitched	chr19(.):5538529-5539087	0.1107
3_MACS_peak_18067_lociStitched	chr19(.):5542051-5552240	0.1343
3_MACS_peak_18070_lociStitched	chr19(.):5552905-5566253	0.1423
4_MACS_peak_18073_lociStitched	chr19(.):5723835-5729463	0.1577
3_MACS_peak_18077_lociStitched	chr19(.):5732137-5737020	0.1493
2_MACS_peak_18080_lociStitched	chr19(.):5737940-5739154	0.1321
2_MACS_peak_18082_lociStitched	chr19(.):5739857-5741681	0.1921
4_MACS_peak_18084_lociStitched	chr19(.):5742565-5751093	0.1492
2_MACS_peak_18088_lociStitched	chr19(.):5751747-5755990	0.1537
1_MACS_peak_18090_lociStitched	chr19(.):5757509-5760564	0.1129
1_MACS_peak_18091_lociStitched	chr19(.):5761079-5761894	0.2192
4_MACS_peak_18092_lociStitched	chr19(.):5762488-5768398	0.1525
1_MACS_peak_18096_lociStitched	chr19(.):5769234-5769540	0.0522
2_MACS_peak_18097_lociStitched	chr19(.):5770406-5779688	0.1578
3_MACS_peak_18099_lociStitched	chr19(.):5781484-5784040	0.1472
1_MACS_peak_18102_lociStitched	chr19(.):5786139-5786621	0.1348
1_MACS_peak_18103_lociStitched	chr19(.):5789262-5790305	0.1842
3_MACS_peak_18104_lociStitched	chr19(.):5796371-5802975	0.1399
