GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_000889	chr12(.):53580106-53606000	3.1774
NM_015989	chr12(.):53546446-53579430	0.196
NM_001170790	chr12(.):53640369-53653190	0.2297
NM_032889	chr12(.):53640875-53653190	0.2346
NM_001164691	chr12(.):53812638-53830318	0.1245
NM_001005354	chr12(.):53830432-53845427	0.1716
NM_134324	chr12(.):53890376-53905215	0.4781
NM_006301	chr12(.):53869275-53898444	0.3977
NM_134323	chr12(.):53889704-53905215	0.4629
NM_003717	chr12(.):53895473-53906422	0.1464
NR_003046	chr12(.):57032463-57042538	0.5019
NM_001686	chr12(.):57026958-57044852	0.4994
NM_005594	chr12(.):57101210-57124066	0.452
NR_002737	chr12(.):57033810-57043885	0.4967
NM_001113203	chr12(.):57101210-57124326	0.4476
NM_006601	chr12(.):57052124-57087078	0.5693
NM_175895	chr12(.):62990530-63002214	1.9493
NR_029661	chr12(.):62992465-63002549	2.2534
NM_017440	chr12(.):68683345-68731161	0.1047
NM_001111283	chr12(.):102784644-102879378	0.2578
NM_001111284	chr12(.):102784644-102877429	0.2129
NM_001111285	chr12(.):102806453-102879378	0.3071
NR_027249	chr12(.):104232526-104328989	0.3915
NR_037425	chr12(.):104319202-104329333	2.2355
NM_003211	chr12(.):104354592-104387656	0.1836
NM_001135570	chr12(.):104338980-104355993	0.1924
NM_007076	chr12(.):108904050-108918380	0.3691
NM_213595	chr12(.):108951293-108968160	2.1931
NM_181724	chr12(.):108978621-108996894	0.1711
NM_003006	chr12(.):109010679-109032670	3.2715
NM_001161331	chr12(.):109180694-109226327	0.136
NM_019034	chr12(.):122210659-122236594	0.1131
NR_002809	chr12(.):122228172-122246390	0.9662
NM_015048	chr12(.):122237637-122275562	0.4519
NM_024667	chr12(.):123344874-123385712	0.6747
NM_021009	chr12(.):125391191-125404587	0.9769
NM_032436	chr13(.):115074964-115097803	0.4281
NM_000820	chr13(.):114518521-114572046	1.1151
NM_007368	chr13(.):114742193-114903095	1.1479
NM_001143945	chr13(.):114518521-114544017	0.1183
NM_001143946	chr13(.):114518521-114541714	0.1177
NR_024609	chr13(.):114581609-114631485	0.5575
NM_023011	chr13(.):115042077-115076283	0.9582
NM_003903	chr13(.):114995361-115043150	0.5555
NM_018453	chr14(.):34980134-35013943	0.0711
NM_001012706	chr14(.):50443429-50479238	0.6668
NM_001080414	chr14(.):91732666-91889133	0.5714
NM_207442	chr14(.):69256463-69268190	1.4247
NM_004926	chr14(.):69249374-69264785	1.0997
NM_024496	chr14(.):77485885-77500034	0.9648
NM_005065	chr14(.):81934238-82005205	0.3144
NM_025268	chr14(.):105987952-106001539	0.2223
NM_015492	chr15(.):75489220-75509510	0.978
NM_144508	chr15(.):40881446-40959881	0.1135
NM_001211	chr15(.):40448209-40518337	0.0971
NM_025201	chr15(.):65129081-65165201	0.181
NM_001004439	chr15(.):68589041-68729492	0.1586
NM_020908	chr15(.):70335542-70395256	0.3439
NM_003612	chr15(.):74696629-74731299	0.2345
NM_001146030	chr15(.):74696629-74731001	0.2306
NM_172217	chr15(.):81512639-81610104	0.3246
NM_001172128	chr15(.):81484218-81610104	0.2686
NM_007011	chr15(.):89626380-89750591	0.3804
NM_198526	chr15(.):90539751-90630432	0.4771
NR_027992	chr15(.):20869796-20966480	0.0618
NR_027053	chr15(.):21927513-21945739	0.2283
NR_024387	chr15(.):22009419-22021878	0.1074
NM_015995	chr15(.):31614082-31675102	0.7792
NM_003134	chr15(.):40322890-40336389	0.2417
NM_001003942	chr15(.):40375091-40403287	0.9377
NM_033503	chr15(.):40375091-40403639	0.929
NM_001003940	chr15(.):40375091-40406075	0.8756
NM_001080791	chr15(.):40840297-40862252	0.9703
NM_152260	chr15(.):40856536-40871661	0.3696
NR_002208	chr15(.):40819082-40829749	0.0838
NM_198524	chr15(.):56652643-56743072	0.3284
NM_182703	chr15(.):65199100-65256041	0.1628
NM_017882	chr15(.):68494329-68527080	0.5299
NM_015322	chr15(.):68565140-68588640	0.9073
NR_030714	chr15(.):70366710-70376807	0.1168
NM_000781	chr15(.):74625102-74665081	0.0949
NM_182791	chr15(.):74605899-74633482	0.0938
NM_001099773	chr15(.):74625102-74663553	0.095
NM_001127190	chr15(.):75069424-75100539	0.7486
NM_000761	chr15(.):75036183-75053941	0.0823
NM_000499	chr15(.):75006882-75022877	0.179
NM_001099436	chr15(.):75123458-75140552	0.2512
NM_021819	chr15(.):75100193-75123099	0.1247
NM_001030005	chr15(.):75113950-75129136	0.1111
NM_021823	chr15(.):75310926-75348067	1.1721
NM_138967	chr15(.):75282875-75318836	0.7806
NM_015154	chr15(.):81263094-81287205	0.207
NM_022566	chr15(.):81288294-81301345	1.3897
NM_004513	chr15(.):81584253-81610104	0.7905
NM_181900	chr15(.):81600006-81621524	0.4447
NM_018670	chr15(.):90288097-90299540	0.5618
NM_001039958	chr15(.):90314588-90326982	0.7231
NM_002168	chr15(.):90622211-90650708	0.9346
NR_033769	chr15(.):93333713-93345338	0.1005
NM_003090	chr15(.):101816714-101840460	0.4964
NM_203472	chr15(.):101806213-101822700	0.5249
NM_014918	chr15(.):101710927-101797137	0.3805
NM_018445	chr15(.):101807389-101822700	0.5313
NM_015914	chr16(.):11767942-11841648	1.3199
NM_015027	chr16(.):15063832-15136552	0.3614
NM_013302	chr16(.):22212591-22305066	0.1343
NM_000336	chr16(.):23308590-23397620	0.8237
NM_153603	chr16(.):23394813-23469512	0.3697
NM_000078	chr16(.):56990834-57022756	0.1653
NM_004691	chr16(.):67466916-67520089	0.1364
NM_001191022	chr16(.):67591309-67678088	0.2067
NM_012320	chr16(.):68274246-68299961	0.8518
NM_002661	chr16(.):81807929-81996899	0.1614
NM_003791	chr16(.):84082368-84155517	0.3337
NM_175931	chr16(.):88936262-89012608	0.029
NM_005187	chr16(.):88936262-89048504	0.2184
NM_012217	chr16(.):1301272-1313494	0.1076
NM_003345	chr16(.):1354637-1380390	0.5829
NM_194261	chr16(.):1354179-1380390	0.5746
NM_194260	chr16(.):1354360-1380390	0.5778
NM_032520	chr16(.):1396899-1418352	0.1054
NM_001001410	chr16(.):1394240-1406873	0.1378
NM_001199097	chr16(.):1378605-1404442	0.2654
NM_003933	chr16(.):1379504-1404442	0.2724
NM_001199096	chr16(.):1381197-1404442	0.2794
NM_003498	chr16(.):11757288-11778015	1.2203
NM_001130007	chr16(.):11956984-12015519	0.1636
NM_001130006	chr16(.):11956984-12014825	0.1648
NM_001192	chr16(.):12053963-12066925	3.7381
NM_032167	chr16(.):12065601-12152141	0.1745
NM_006985	chr16(.):15026299-15050931	0.0874
NM_001039182	chr16(.):29459913-29471285	0.5017
NM_001017389	chr16(.):29462126-29481280	0.4897
NM_003166	chr16(.):29462126-29481301	0.4983
NM_178044	chr16(.):29460821-29474545	0.5041
NR_002454	chr16(.):29455665-29466236	0.4104
NR_002556	chr16(.):29471288-29483899	0.5706
NR_037608	chr16(.):29461411-29481301	0.4852
NM_001017390	chr16(.):29466206-29481301	0.3739
NR_024370	chr16(.):29870003-29884374	0.5663
NM_002383	chr16(.):29812854-29827504	1.0283
NR_015396	chr16(.):29870154-29884374	0.5724
NM_145239	chr16(.):29818408-29832202	0.8533
NM_007317	chr16(.):29797057-29821706	0.5822
NM_006319	chr16(.):29864677-29879578	0.5522
NM_024516	chr16(.):29822527-29838816	0.6452
NM_152338	chr16(.):29784560-29796840	0.1203
NM_005115	chr16(.):29826714-29864360	0.27
NM_001039182	chr16(.):30199255-30210627	0.5126
NM_178044	chr16(.):30200163-30213887	0.4896
NM_003166	chr16(.):30201468-30220650	0.4918
NM_001017389	chr16(.):30201468-30220620	0.4867
NM_001193333	chr16(.):30189730-30205396	0.75
NR_002454	chr16(.):30195004-30205575	1.0961
NR_037608	chr16(.):30200753-30220650	0.4783
NR_002556	chr16(.):30210637-30223248	0.5167
NR_002555	chr16(.):30229349-30261932	0.1485
NM_001017390	chr16(.):30205548-30220650	0.3615
NM_001126108	chr16(.):56894118-56954762	1.1772
NM_001010989	chr16(.):56960747-56982793	1.8893
NM_032206	chr16(.):57018409-57122436	0.1645
NM_001172643	chr16(.):66536905-66589194	1.0779
NM_001172644	chr16(.):66536905-66589315	1.0756
NM_052999	chr16(.):66595349-66618038	0.0745
NM_181641	chr16(.):66581471-66604971	0.5039
NM_181271	chr16(.):66595293-66618038	0.0745
NM_001040138	chr16(.):66581465-66605154	0.5004
NM_001185057	chr16(.):67202764-67214643	0.486
NM_003946	chr16(.):67202755-67214643	0.4857
NM_001040715	chr16(.):67204504-67222883	0.3842
NM_001950	chr16(.):67221067-67237821	0.1971
NM_024712	chr16(.):67228027-67242927	0.0529
NM_033309	chr16(.):67177004-67189902	0.2061
NM_025187	chr16(.):67138914-67187442	0.1297
NM_178516	chr16(.):67213281-67229107	0.3649
NM_003789	chr16(.):67183088-67198812	0.6557
NM_001538	chr16(.):67192287-67208848	0.7717
NM_001185058	chr16(.):67199404-67214643	0.4091
NM_018378	chr16(.):67188890-67203077	0.6694
NR_029887	chr16(.):67231223-67241298	0.0525
NM_014187	chr16(.):67256015-67268182	0.2654
NM_012163	chr16(.):67236041-67265721	0.1538
NM_001004055	chr16(.):67236041-67265901	0.1528
NM_001193524	chr16(.):67566364-67585691	0.4887
NM_001193523	chr16(.):67558539-67585691	0.4849
NM_001193522	chr16(.):67557719-67585691	0.4737
NM_001138	chr16(.):67511473-67522716	0.4263
NM_024519	chr16(.):67557716-67585691	0.4736
NM_024939	chr16(.):68257449-68275136	0.2705
NM_001184824	chr16(.):68339876-68396169	0.2052
NM_003983	chr16(.):68293422-68340722	0.3806
NM_032178	chr16(.):68329517-68349868	0.2027
NM_178452	chr16(.):84173864-84216524	0.2014
NM_031463	chr16(.):84150743-84183800	0.272
NM_021962	chr17(.):901758-1088131	0.2471
NM_001159746	chr17(.):901758-1095616	0.2424
NM_003342	chr17(.):4167511-4274969	0.1137
NM_003204	chr17(.):46120685-46143907	0.8277
NM_199340	chr17(.):62845487-62919903	0.1827
NM_022066	chr17(.):74380612-74454288	0.1261
NM_020761	chr17(.):78513624-78945173	0.184
NM_001092	chr17(.):901758-1017324	0.2861
NM_002558	chr17(.):3794884-3824960	0.6966
NM_005022	chr17(.):4843946-4856825	1.6124
NM_153357	chr17(.):6939948-6952242	0.1516
NR_026951	chr17(.):8118947-8132361	0.6695
NM_001199125	chr17(.):17144937-17189012	0.1909
NM_003653	chr17(.):17144937-17189617	0.1893
NM_144775	chr17(.):18213593-18236370	0.8957
NM_001033553	chr17(.):19985334-20223067	0.1695
NM_001033555	chr17(.):20054401-20223067	0.1998
NM_003170	chr17(.):26984301-27034249	0.1604
NM_025109	chr17(.):34846598-34896305	0.2406
NM_020405	chr17(.):37214555-37312902	0.1148
NM_183232	chr17(.):37916198-38025441	0.4623
NM_001070	chr17(.):40756357-40772256	0.8076
NM_000342	chr17(.):42320757-42350502	0.1222
NR_027774	chr17(.):43508265-43573146	0.3946
NM_003726	chr17(.):46205801-46512594	0.0972
NM_001433	chr17(.):62115389-62212502	0.5986
NM_014960	chr17(.):66250322-66422000	0.1806
NR_036488	chr17(.):70394462-70593943	0.2344
NM_004252	chr17(.):72739762-72770499	0.5276
NM_001003716	chr17(.):73639944-73668269	0.9083
NM_001080419	chr17(.):73775680-73826886	0.4554
NM_004259	chr17(.):73617949-73668265	0.6253
NM_001113492	chr17(.):75278972-75501678	0.3375
NM_006640	chr17(.):75310596-75501678	0.3807
NM_001113491	chr17(.):75272491-75501678	0.336
NM_001081461	chr17(.):74703913-74727881	0.4113
NM_001163075	chr17(.):76137433-76167364	1.0357
NM_025090	chr17(.):76787964-76841969	0.3807
NM_017456	chr17(.):76665129-76783376	0.4818
NM_024648	chr17(.):80342085-80381513	0.2632
NM_001893	chr17(.):80197239-80236573	0.2565
NM_020310	chr17(.):2282353-2309258	0.822
NR_028335	chr17(.):2305274-2323730	0.0929
NM_080705	chr17(.):3463739-3504125	0.0897
NM_145068	chr17(.):3411485-3466289	0.5313
NM_080704	chr17(.):3463739-3517705	0.0855
NM_080706	chr17(.):3463739-3501171	0.0926
NM_018727	chr17(.):3463739-3505336	0.0885
NM_172206	chr17(.):3758616-3799037	0.1505
NM_172207	chr17(.):3763450-3801337	0.1572
NM_174957	chr17(.):3822168-3872736	0.1762
NM_000080	chr17(.):4796063-4811369	0.092
NM_001145536	chr17(.):4797947-4811227	0.0998
NM_001165417	chr17(.):4835425-4848462	0.5013
NM_000173	chr17(.):4830591-4843325	0.1961
NM_015528	chr17(.):4838629-4853517	1.4128
NM_006612	chr17(.):4896242-4936694	0.1502
NM_015099	chr17(.):4866286-4895960	0.3538
NM_001171168	chr17(.):4866286-4895665	0.3568
NM_053013	chr17(.):4849383-4865426	1.1619
NM_001167985	chr17(.):4886424-4905905	0.3698
NM_004890	chr17(.):4857520-4876132	0.3557
NM_001004333	chr17(.):6910797-6922851	2.14
NM_001142799	chr17(.):6913072-6925839	2.1599
NM_201566	chr17(.):6934393-6948440	0.2558
NR_029712	chr17(.):6915933-6926020	1.6871
NM_181844	chr17(.):6921368-6937961	0.247
NM_000697	chr17(.):6894383-6919055	0.9923
NR_030178	chr17(.):6916229-6926341	1.5843
NM_182906	chr17(.):6972855-6988600	0.0686
NM_001143775	chr17(.):7141905-7159995	0.8513
NM_015982	chr17(.):7186570-7202876	0.1198
NM_001185023	chr17(.):7158221-7171264	0.0725
NM_001185022	chr17(.):7158221-7171512	0.072
NM_001128827	chr17(.):7088209-7125928	0.1821
NM_000018	chr17(.):7118152-7133585	0.2274
NM_004422	chr17(.):7123660-7142863	0.3513
NM_007278	chr17(.):7138737-7150753	0.785
NM_024297	chr17(.):7133346-7147825	0.8543
NM_001365	chr17(.):7088209-7128369	0.1754
NM_203415	chr17(.):7150371-7168259	0.4517
NM_015362	chr17(.):7150550-7168259	0.456
NM_001042	chr17(.):7180053-7196367	0.1382
NM_015343	chr17(.):7141905-7160259	0.8415
NR_029896	chr17(.):7121615-7131698	0.2865
NM_004217	chr17(.):8103048-8118883	0.3541
NM_201520	chr17(.):8186081-8203170	0.271
NM_025099	chr17(.):8123138-8156413	0.8977
NM_001177802	chr17(.):8186968-8198409	0.284
NM_012393	chr17(.):8147595-8178809	0.6793
NM_012452	chr17(.):16837397-16880402	1.193
NM_144997	chr17(.):17110526-17145502	0.689
NM_178836	chr17(.):17099308-17114646	0.3993
NM_144606	chr17(.):17119484-17145502	0.9077
NR_024007	chr17(.):17674999-17687843	0.1153
NM_004176	chr17(.):17709662-17745325	0.5522
NR_030361	chr17(.):17712149-17722245	0.1278
NM_004618	chr17(.):18172234-18223321	0.2118
NM_004169	chr17(.):18226186-18271856	0.4094
NM_001145127	chr17(.):18276078-18297960	0.094
NM_006613	chr17(.):18918989-18955336	0.2132
NM_001102664	chr17(.):19135689-19245028	0.2659
NM_015681	chr17(.):19241482-19271046	0.1809
NR_031591	chr17(.):19242818-19252887	0.0987
NR_023380	chr17(.):20219486-20310504	0.1136
NM_006923	chr17(.):26970606-26993933	0.4101
NR_000010	chr17(.):27044599-27054671	0.9313
NR_000009	chr17(.):27045698-27055772	1.5525
NM_031934	chr17(.):27036298-27049908	0.5443
NM_001142625	chr17(.):27036298-27050286	0.5313
NM_000984	chr17(.):27041999-27056374	1.3013
NM_138463	chr17(.):27046365-27058230	1.5571
NR_000014	chr17(.):27045446-27055509	1.305
NR_000013	chr17(.):27042567-27052634	0.6223
NM_004295	chr17(.):27066022-27082976	0.2401
NM_152465	chr17(.):27025533-27043872	0.1323
NR_024579	chr17(.):27036298-27050251	0.5326
NM_001160407	chr17(.):27046365-27058949	1.4721
NM_178170	chr17(.):27050831-27074784	0.7079
NM_002981	chr17(.):32682398-32695252	0.7063
NM_005408	chr17(.):32678470-32690629	0.2149
NM_005623	chr17(.):32641065-32653421	0.111
NM_002983	chr17(.):34410602-34422506	2.4033
NM_002988	chr17(.):34386642-34403841	0.1436
NM_002984	chr17(.):34426219-34438014	1.0412
NM_021006	chr17(.):34517267-34529156	3.7528
NM_001001418	chr17(.):34576084-34597027	0.3273
NM_001001435	chr17(.):34533467-34545274	1.6091
NM_001001437	chr17(.):34517267-34529147	3.7542
NM_001001417	chr17(.):34488060-34508988	0.3404
NM_021006	chr17(.):34618841-34630730	2.9591
NM_001001437	chr17(.):34618841-34630721	2.96
NM_001001435	chr17(.):34635033-34646840	1.5993
NM_001001418	chr17(.):34741118-34813091	0.2433
NM_004773	chr17(.):34837472-34856662	0.1353
NM_024835	chr17(.):34895736-34951276	0.2325
NM_178517	chr17(.):34886402-34900150	0.7223
NM_024308	chr17(.):34943225-34962233	0.3117
NM_001033580	chr17(.):34863916-34896305	0.3385
NM_001130677	chr17(.):36822958-36836187	0.2596
NM_005937	chr17(.):36856872-36891056	0.7331
NM_007144	chr17(.):36885149-36909558	0.3869
NM_002795	chr17(.):36904001-36925478	0.3341
NM_001136498	chr17(.):36881509-36896858	0.1926
NM_199247	chr17(.):37328388-37358901	0.5909
NM_000723	chr17(.):37324708-37358901	0.538
NM_001143968	chr17(.):37308146-37327414	0.1932
NM_000981	chr17(.):37351535-37365980	1.2098
NM_198993	chr17(.):37361788-37387040	0.1488
NM_005310	chr17(.):37889186-37908538	0.1866
NM_001030002	chr17(.):37889589-37908538	0.1888
NM_032339	chr17(.):37880408-37891788	0.3087
NM_018530	chr17(.):38055847-38078793	0.0917
NM_001042471	chr17(.):38055847-38079903	0.0962
NM_198844	chr17(.):38019454-38039149	0.9168
NM_001145301	chr17(.):38469472-38518895	0.7867
NM_152219	chr17(.):38511904-38525945	0.1103
NM_000964	chr17(.):38460422-38518895	0.7386
NM_001024809	chr17(.):38493270-38518895	0.1052
NM_001254	chr17(.):38439145-38464413	0.2422
NM_001042531	chr17(.):40709091-40723295	0.6029
NR_026697	chr17(.):40726525-40766445	0.5567
NM_198204	chr17(.):40714077-40730221	0.7645
NM_013290	chr17(.):40719328-40734747	0.9542
NM_000413	chr17(.):40698983-40712232	0.2581
NM_000263	chr17(.):40682950-40701466	0.2725
NM_178542	chr17(.):42248351-42269082	0.4478
NM_001076674	chr17(.):42259353-42274099	0.5081
NM_177441	chr17(.):42259573-42274099	0.5153
NM_001076684	chr17(.):42277400-42301924	0.672
NM_001098833	chr17(.):42264172-42280529	0.5075
NM_080863	chr17(.):42243073-42261451	0.367
NM_001076683	chr17(.):42277400-42303250	0.6399
NM_014233	chr17(.):42277400-42300664	0.7039
NM_152343	chr17(.):43326759-43344479	0.1073
NM_005892	chr17(.):43294291-43329683	1.954
NR_024434	chr17(.):43320302-43350997	0.2128
NR_024435	chr17(.):43334557-43350997	0.0837
NM_174919	chr17(.):43501717-43515282	0.5404
NM_199282	chr17(.):43466267-43508012	0.1919
NM_001159330	chr17(.):43466267-43488449	0.2129
NR_036199	chr17(.):43547728-43557801	0.0509
NR_029687	chr17(.):46109526-46119613	0.1055
NM_016429	chr17(.):46098532-46120152	0.18
NM_006807	chr17(.):46142413-46183560	0.149
NM_001127228	chr17(.):46142413-46183883	0.1479
NM_002144	chr17(.):46601806-46613272	0.1348
NM_000250	chr17(.):56342216-56363296	0.1161
NM_004758	chr17(.):56373593-56411152	0.473
NM_003168	chr17(.):56417538-56434563	0.7614
NR_029683	chr17(.):56403592-56413679	1.6777
NM_004859	chr17(.):57692049-57779317	0.3103
NR_004380	chr17(.):62218437-62228517	0.5646
NR_002995	chr17(.):62218698-62228831	0.5619
NR_036199	chr17(.):62813147-62823220	0.0445
NR_026903	chr17(.):62957667-62976703	0.75
NR_027283	chr17(.):66189800-66201443	0.1943
NM_016627	chr17(.):66239144-66258305	0.6906
NM_001174166	chr17(.):66258166-66292405	0.4752
NR_033876	chr17(.):70589179-70641611	0.2557
NM_001163989	chr17(.):72727958-72748474	0.6195
NM_001006638	chr17(.):72728355-72748474	0.6307
NM_139018	chr17(.):72685451-72714108	0.129
NM_175738	chr17(.):72662255-72748474	0.2568
NR_037409	chr17(.):72739751-72749838	0.7185
NM_017728	chr17(.):72767621-72840922	0.0936
NM_015654	chr17(.):72761685-72777470	0.1723
NR_003587	chr17(.):73579138-73627927	0.1169
NM_001162995	chr17(.):73624513-73642486	0.9365
NR_028439	chr17(.):73627674-73642486	1.1227
NM_001162997	chr17(.):73637645-73649057	1.5716
NM_000154	chr17(.):73749017-73766280	0.3108
NM_013260	chr17(.):73658398-73709139	0.2816
NM_005324	chr17(.):73767514-73780860	0.4416
NM_173547	chr17(.):73880040-73898054	0.3812
NM_033452	chr17(.):73865244-73879656	1.4449
NM_012478	chr17(.):73836779-73856501	0.297
NM_199242	chr17(.):73818307-73845798	0.1156
NM_032478	chr17(.):73889723-73906181	0.5685
NM_024599	chr17(.):74461974-74502509	0.6615
NM_134268	chr17(.):74518439-74538782	0.1127
NM_001166579	chr17(.):74444432-74471199	0.1599
NM_001088	chr17(.):74458629-74471199	0.104
NM_001005498	chr17(.):74461974-74488991	0.6755
NM_001077620	chr17(.):74531120-74546458	0.1084
NR_033357	chr17(.):74518667-74546458	0.1115
NM_001008529	chr17(.):74670650-74712056	0.106
NM_003016	chr17(.):74725198-74738493	0.8218
NM_015167	chr17(.):74709524-74727881	0.5139
NR_030366	chr17(.):74727531-74737630	1.0395
NM_001080510	chr17(.):74717949-74734962	1.079
NM_024311	chr17(.):74728782-74780338	0.3548
NR_027058	chr17(.):75079724-75096068	1.5827
NR_003013	chr17(.):75080388-75090575	1.7707
NM_001143998	chr17(.):75132004-75218181	0.7747
NM_001144001	chr17(.):75176294-75218181	0.474
NM_001113495	chr17(.):75466324-75501678	0.1503
NM_001113493	chr17(.):75364271-75501678	0.3805
NM_001113496	chr17(.):75441612-75501678	0.2229
NM_001113494	chr17(.):75367164-75501678	0.3755
NR_036200	chr17(.):75388065-75398136	0.0888
NM_152468	chr17(.):76121858-76144049	0.832
NM_007267	chr17(.):76103998-76133488	0.5636
NM_001127198	chr17(.):76103998-76129861	0.6198
NM_001010982	chr17(.):76178436-76208782	0.1082
NM_003258	chr17(.):76165159-76188285	0.5697
NM_004710	chr17(.):76159670-76174009	1.0641
NM_001145526	chr17(.):76178442-76208782	0.1082
NR_027083	chr17(.):76178397-76198641	0.1234
NM_003255	chr17(.):76844058-76926472	0.3715
NM_001093767	chr17(.):79775292-79796167	0.3686
NM_000918	chr17(.):79796033-79823544	0.3591
NM_001007533	chr17(.):79786367-79797926	0.6091
NM_016476	chr17(.):79844598-79863363	0.3053
NR_033683	chr17(.):79855776-79874077	0.1007
NM_005782	chr17(.):79840710-79854462	0.3913
NM_016538	chr17(.):79864814-79881058	0.19
NM_001185078	chr17(.):79820596-79834282	0.8969
NM_001185077	chr17(.):79820596-79833790	0.9295
NM_148896	chr17(.):79855071-79865781	0.0594
NM_001002249	chr17(.):79844817-79863363	0.3085
NR_033682	chr17(.):79855776-79874340	0.1009
NM_207459	chr17(.):80312122-80326652	0.2576
NM_006137	chr17(.):80267745-80280480	0.1193
NM_018949	chr17(.):80327200-80338370	0.3412
NM_003004	chr17(.):80273899-80296921	0.4599
NM_001100407	chr17(.):80395462-80413707	0.8505
NM_001193655	chr17(.):80395462-80412602	0.9005
NM_001038618	chr17(.):80411059-80451143	0.2803
NM_001083608	chr17(.):80411539-80451143	0.283
NM_173620	chr17(.):80371251-80405516	0.1759
NR_036519	chr17(.):80402590-80413707	1.3495
NR_029406	chr17(.):81169665-81193573	0.1005
NM_019856	chr18(.):3061804-3225106	0.0946
NM_181482	chr18(.):13213785-13657753	0.1553
NM_004338	chr18(.):13615866-13657753	0.0743
NM_001003675	chr18(.):13606664-13657753	0.4997
NM_000633	chr18(.):60785578-60991613	0.5415
NM_033546	chr18(.):3257110-3283282	0.5971
NM_001144944	chr18(.):3257610-3283282	0.6025
NM_001144945	chr18(.):3257716-3283282	0.6046
NM_001083625	chr18(.):9131757-9290206	0.1999
NM_006471	chr18(.):3242527-3261234	1.0112
NM_021074	chr18(.):9097627-9139343	1.0108
NM_005904	chr18(.):46441222-46482081	1.1702
NM_001190823	chr18(.):46441222-46474177	1.0645
NM_001190822	chr18(.):46441222-46480703	1.205
NM_016626	chr18(.):48695919-48729051	0.2996
NM_033280	chr18(.):56802124-56831063	0.7989
NM_030973	chr19(.):50316535-50345237	0.2841
NM_001039846	chr19(.):2091867-2104583	1.2074
NM_019112	chr19(.):1035101-1070570	0.5298
NM_001164605	chr19(.):35640844-35665788	0.3387
NM_018028	chr19(.):39828107-39880537	0.1084
NM_014164	chr19(.):35640624-35665788	0.3364
NR_028406	chr19(.):35640671-35665788	0.337
NM_020695	chr19(.):1810244-1853452	0.4232
NM_052847	chr19(.):2506217-2707746	1.0232
NM_032855	chr19(.):16239837-16274377	1.3049
NM_021235	chr19(.):16467407-16587762	0.3471
NM_006387	chr19(.):16623699-16658263	0.1965
NM_001492	chr19(.):18974360-19011953	0.0818
NM_015073	chr19(.):38392867-38704008	0.1812
NM_001398	chr19(.):39301061-39327497	0.1139
NM_007040	chr19(.):41765119-41818811	0.8768
NM_144732	chr19(.):41763390-41818811	0.8526
NM_015168	chr19(.):47562446-47622009	0.559
NM_001145713	chr19(.):47629079-47718893	0.1773
NR_027280	chr19(.):47629114-47718893	0.1774
NM_006801	chr19(.):48880826-48899810	1.4192
NM_134444	chr19(.):56342943-56398220	0.1692
NM_024100	chr19(.):979327-999569	0.3888
NM_004368	chr19(.):1021297-1044064	0.807
NM_033420	chr19(.):1004649-1026141	0.5549
NM_138690	chr19(.):995436-1014723	0.1565
NM_012292	chr19(.):1062173-1091627	0.4329
NM_001280	chr19(.):1264266-1278171	1.2552
NM_017914	chr19(.):1270519-1284243	0.9118
NM_177401	chr19(.):1243551-1264142	0.5635
NM_001001975	chr19(.):1236748-1249824	0.6143
NM_001405	chr19(.):1281167-1304944	0.11
NM_152769	chr19(.):1224946-1242990	0.2351
NR_027271	chr19(.):1262469-1275259	0.5434
NR_023313	chr19(.):1264266-1279809	1.1351
NM_001136139	chr19(.):1604291-1655286	0.6707
NM_003200	chr19(.):1604291-1657326	0.65
NM_006830	chr19(.):1592153-1610483	0.6649
NM_138813	chr19(.):1777073-1817270	0.1466
NM_001178002	chr19(.):1777073-1817199	0.1468
NR_031730	chr19(.):1811157-1821237	0.1877
NR_034114	chr19(.):1817087-1829542	0.0766
NM_031918	chr19(.):1847397-1868564	1.376
NM_138422	chr19(.):1900416-1918446	0.2722
NM_001130111	chr19(.):1871974-1890518	0.4727
NM_079834	chr19(.):1900372-1931012	0.2542
NM_017572	chr19(.):2032469-2056243	0.4657
NM_017797	chr19(.):1980446-2020702	0.1223
NM_130807	chr19(.):2066034-2101269	1.993
NM_004152	chr19(.):2264519-2278487	0.6251
NM_018049	chr19(.):2228154-2241328	1.295
NM_000479	chr19(.):2244112-2257072	0.6841
NM_152988	chr19(.):2323628-2360100	0.5059
NM_198532	chr19(.):2269630-2287181	0.4488
NR_031596	chr19(.):2229060-2239148	1.5491
NM_007165	chr19(.):2231815-2253678	0.8127
NM_144616	chr19(.):2247249-2261422	1.085
NM_016199	chr19(.):2316519-2333614	0.9523
NM_001101391	chr19(.):2284773-2313156	0.2498
NR_036207	chr19(.):2245637-2255717	0.2142
NM_032737	chr19(.):2423163-2461958	0.5485
NM_012458	chr19(.):2420621-2432875	0.8735
NM_015675	chr19(.):2471122-2483257	1.345
NM_001136503	chr19(.):3469404-3485540	0.1269
NM_016263	chr19(.):3501294-3541755	0.194
NM_001136198	chr19(.):3517953-3541755	0.0797
NM_031304	chr19(.):3485818-3505621	1.0878
NM_001145165	chr19(.):3485818-3505938	1.14
NM_001135580	chr19(.):3534154-3549028	0.1134
NM_001379	chr19(.):10239021-10310755	0.2062
NM_004230	chr19(.):10327108-10346948	0.8017
