GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
NR_029896	chr17(.):7121615-7131698	0.1214
NM_001143762	chr17(.):7206693-7220782	0.1749
NM_032442	chr17(.):7213950-7237638	0.0874
NM_001143761	chr17(.):7206287-7220782	0.1908
NM_001143760	chr17(.):7205317-7220782	0.2145
NM_001970	chr17(.):7205855-7220782	0.2015
NM_004489	chr17(.):7210977-7223658	0.0753
NM_000546	chr17(.):7566719-7595863	0.077
NM_001126117	chr17(.):7566719-7583811	0.0625
NM_001406	chr17(.):7603519-7619693	1.3862
NR_002778	chr17(.):7652637-7663286	0.7312
NM_001080424	chr17(.):7738234-7763118	0.1125
NM_144607	chr17(.):7756063-7770600	0.0876
NM_032356	chr17(.):7755002-7766172	0.1029
NM_203411	chr17(.):7753383-7764417	0.0997
NM_001039131	chr17(.):7937357-7957451	1.2313
NR_036201	chr17(.):7986373-7996465	1.6614
NM_001139	chr17(.):7970953-7996021	1.6197
NM_021628	chr17(.):7994217-8026860	1.0058
NM_032580	chr17(.):8018907-8032410	0.8385
NM_001165960	chr17(.):7994217-8027234	1.008
NR_003190	chr17(.):16685205-16712819	0.0698
NR_026810	chr17(.):16687056-16698815	0.0774
NR_029392	chr17(.):16728796-16741147	0.6968
NM_001145127	chr17(.):18276078-18297960	0.487
NR_001443	chr17(.):18320494-18333647	0.5907
NM_001040078	chr17(.):18375098-18403259	0.3261
NM_006613	chr17(.):18918989-18955336	0.1566
NM_001129778	chr17(.):19025781-19067148	0.4508
NM_001102664	chr17(.):19135689-19245028	0.1179
NR_027384	chr17(.):26795663-26829798	0.775
NM_003593	chr17(.):26845958-26870175	1.4214
NM_005165	chr17(.):26895132-26908951	0.0644
NM_033198	chr17(.):26875405-26903887	0.122
NM_005148	chr17(.):26868724-26884646	0.2627
NM_001001418	chr17(.):34576084-34597027	1.649
NM_001123392	chr17(.):34740935-34762050	1.7193
NM_001001418	chr17(.):34741118-34813091	1.0906
NM_001040282	chr17(.):34792174-34813103	1.7635
NM_001123391	chr17(.):36278959-36300098	1.7923
NM_032258	chr17(.):36278959-36299915	1.8041
NM_001123391	chr17(.):36332527-36353666	1.9367
NM_032258	chr17(.):36332710-36353666	1.95
NM_006160	chr17(.):37755020-37769175	1.6661
NM_001165938	chr17(.):37788332-37825454	0.2656
NM_032192	chr17(.):37778178-37797877	0.6069
NM_181505	chr17(.):37779752-37797878	0.6459
NM_000422	chr17(.):39770691-39785882	1.5256
NM_000526	chr17(.):39733530-39748147	0.6178
NR_033415	chr17(.):39777578-39801451	0.9293
NM_000226	chr17(.):39717093-39733310	0.5744
NM_005557	chr17(.):39761030-39774079	1.0264
NM_004527	chr17(.):41712757-41743931	1.1028
NM_001040002	chr17(.):41712757-41744262	1.0988
NM_006688	chr17(.):43032060-43050644	0.9851
NM_001080443	chr17(.):42998447-43030082	0.1581
NM_175882	chr17(.):43917255-43929438	0.7778
NM_199262	chr17(.):45917279-45938240	1.3141
NM_145798	chr17(.):45879732-45904147	0.1134
NM_033413	chr17(.):45903992-45920079	0.0873
NM_001145023	chr17(.):45910046-45923699	0.2532
NM_145255	chr17(.):45895637-45913907	0.095
NM_024015	chr17(.):46647868-46660743	0.1106
NR_029608	chr17(.):46652199-46662309	0.1491
NM_002146	chr17(.):46621231-46656810	0.0775
NM_018952	chr17(.):46668098-46687334	0.9145
NM_004502	chr17(.):46679594-46693383	0.6697
NM_024016	chr17(.):46684707-46697301	0.8994
NM_024017	chr17(.):46693518-46708835	1.6265
NR_029582	chr17(.):46704851-46714921	0.8234
NR_033202	chr17(.):46662841-46684703	0.8858
NR_033203	chr17(.):46664653-46684703	0.925
NR_033205	chr17(.):46668319-46684703	1.0429
NR_033201	chr17(.):46662822-46688774	0.7757
NM_002147	chr17(.):46663618-46676103	0.6808
NR_033204	chr17(.):46664681-46688774	0.8008
NM_002634	chr17(.):47476419-47497242	0.1787
NM_007225	chr17(.):47648297-47666171	0.554
NM_001077503	chr17(.):47910670-47930379	0.1457
NM_138281	chr17(.):48041561-48057323	1.8872
NM_001934	chr17(.):48045129-48056951	1.9021
NM_005220	chr17(.):48062368-48077588	1.7129
NM_032133	chr17(.):48580744-48613862	0.56
NM_017957	chr17(.):48605047-48626111	1.0889
NM_198376	chr17(.):48633448-48709431	1.5731
NM_001144070	chr17(.):48707217-48750288	0.4112
NM_198396	chr17(.):48633448-48709542	1.5719
NM_198397	chr17(.):48633448-48688833	1.6636
NM_001178057	chr17(.):61557177-61580741	1.3602
NM_001017917	chr17(.):61504664-61523207	0.1445
NM_001017916	chr17(.):61504664-61528545	0.2289
NM_000789	chr17(.):61549421-61580741	1.3008
NM_001915	chr17(.):61504664-61528722	0.2343
NM_001035258	chr17(.):72194794-72211019	0.6043
NR_026914	chr17(.):72201134-72214460	0.269
NM_052869	chr17(.):72239504-72263157	1.042
NM_001172810	chr17(.):72265385-72316023	0.8611
NM_001080466	chr17(.):72347554-72362958	1.4075
NM_007261	chr17(.):72457521-72485933	0.1858
NM_181790	chr17(.):72358644-72373739	1.3378
NM_022036	chr17(.):72422666-72448568	1.1673
NM_018653	chr17(.):72424835-72448568	1.1632
NM_152460	chr17(.):72576056-72595348	0.7696
NM_001115152	chr17(.):72571110-72593370	0.7916
NM_175738	chr17(.):72662255-72748474	0.2573
NM_004110	chr17(.):72853618-72874156	0.6892
NM_000835	chr17(.):72833167-72861007	0.7662
NM_178233	chr17(.):72926896-72950511	1.5155
NM_014603	chr17(.):72978726-73006892	0.9339
NM_173477	chr17(.):72907175-72924351	1.5058
NM_030630	chr17(.):72941838-72973900	1.0855
NM_178160	chr17(.):72915369-72935006	1.7005
NR_004397	chr17(.):74549873-74559951	0.0865
NR_004396	chr17(.):74552189-74562275	0.0776
NM_024599	chr17(.):74461974-74502509	0.0695
NR_004395	chr17(.):74552714-74562788	0.0774
NM_134268	chr17(.):74518439-74538782	1.4531
NM_001005498	chr17(.):74461974-74488991	0.0683
NM_001077620	chr17(.):74531120-74546458	1.4179
NR_033357	chr17(.):74518667-74546458	1.343
NM_144677	chr17(.):74859797-74951471	1.2949
NM_198955	chr17(.):74863728-74951471	1.3196
NR_028337	chr17(.):75870082-75885169	1.0343
NM_003955	chr17(.):76347858-76361158	1.302
NM_198594	chr17(.):77015250-77050870	1.6251
NM_198593	chr17(.):77025471-77050870	1.5356
NM_138793	chr17(.):76982797-77010899	0.1326
NM_005567	chr17(.):76962334-76981061	0.2861
NM_001042573	chr17(.):77066018-77089681	1.0064
NM_178543	chr17(.):77699881-77721021	1.3122
NM_005189	chr17(.):77746976-77766449	1.7967
NM_003655	chr17(.):77801954-77818213	0.929
NM_032647	chr17(.):77746976-77761331	1.8206
NM_020649	chr17(.):77763175-77775915	1.5492
NM_000152	chr17(.):78070354-78098679	1.3037
NM_017950	chr17(.):78005434-78079412	1.2658
NM_001166347	chr17(.):78189199-78232308	0.0713
NM_000199	chr17(.):78178078-78199199	0.0641
NM_052819	chr17(.):78156598-78177723	0.8863
NM_024110	chr17(.):78147280-78187851	0.7529
NM_002522	chr17(.):78435632-78455404	2.1133
NM_001164638	chr17(.):78383966-78409171	1.0538
NM_001164637	chr17(.):78383966-78416884	1.12
NM_024591	chr17(.):78960640-78978933	0.4099
NR_026857	chr17(.):78997932-79013519	2.1787
NM_001080395	chr17(.):79086095-79144872	1.9266
NR_027255	chr17(.):79134306-79161964	1.768
NR_029897	chr17(.):79094682-79104749	1.7558
NR_030394	chr17(.):79094075-79104173	1.7031
NR_031652	chr17(.):79101995-79112108	2.0622
NR_036151	chr17(.):79094676-79104755	1.7547
NM_138570	chr17(.):79219670-79274096	0.1117
NM_178519	chr17(.):79271623-79288048	1.9332
NR_036152	chr17(.):79413129-79423214	2.4634
NM_012418	chr17(.):79490416-79509156	0.5209
NM_025161	chr17(.):79501910-79524429	0.1148
NM_001614	chr17(.):79471998-79484827	0.3044
NM_001004431	chr17(.):81032566-81057591	1.1191
NM_198471	chr19(.):8382467-8413146	1.1038
NM_133475	chr19(.):4178350-4229811	1.5389
NM_130853	chr19(.):5200518-5345814	1.2396
NM_002068	chr19(.):3131190-3168766	1.1096
NM_014601	chr19(.):48211600-48251391	1.0641
NM_138412	chr19(.):55550691-55585914	0.0672
NM_194460	chr19(.):642525-668233	0.3359
NM_020695	chr19(.):1810244-1853452	0.2205
NM_003260	chr19(.):2992635-3034165	1.0276
NM_001144762	chr19(.):2992635-3034612	1.0263
NM_001144761	chr19(.):2992635-3052633	1.0032
NM_012398	chr19(.):3625178-3705477	0.1236
NM_001172673	chr19(.):3219701-3302073	1.1934
NM_021938	chr19(.):3219700-3302073	1.1934
NM_002378	chr19(.):3772966-3806810	1.5171
NR_033342	chr19(.):3220482-3302073	1.1903
NM_205843	chr19(.):3354615-3468603	1.6733
NM_005597	chr19(.):3361572-3468603	1.6971
NM_001042680	chr19(.):3533262-3562571	0.2382
NM_139159	chr19(.):4670243-4728855	0.1101
NM_017720	chr19(.):4319039-4343847	0.5796
NM_152784	chr19(.):5715687-5783742	1.1374
NR_034166	chr19(.):5889680-5909024	0.2137
NM_000635	chr19(.):5988174-6115664	1.0547
NM_001044387	chr19(.):7064470-7092978	0.1674
NM_001166113	chr19(.):7594635-7631653	0.1711
NM_001166114	chr19(.):7595588-7631653	0.1737
NM_005624	chr19(.):8112933-8132547	0.913
NM_006702	chr19(.):7594037-7631653	0.1703
NM_001166112	chr19(.):7594127-7631653	0.1707
NM_001166111	chr19(.):7594590-7631653	0.171
NM_015719	chr19(.):10065236-10126147	0.6856
NM_002501	chr19(.):13101583-13214610	0.8877
NM_014921	chr19(.):14253548-14321997	0.9783
NM_002248	chr19(.):18057110-18114930	1.6485
NM_015016	chr19(.):18203602-18267499	0.1952
NM_000923	chr19(.):18313770-18364010	1.2829
NM_000704	chr19(.):36036094-36059560	0.8664
NM_001042723	chr19(.):38919339-39083204	0.6751
NM_001001563	chr19(.):39966051-39986528	0.0789
NM_020971	chr19(.):40968125-41087365	0.6591
NM_001042724	chr19(.):45344392-45397485	1.1266
NM_002856	chr19(.):45344392-45387198	1.2691
NM_015063	chr19(.):47926278-47980307	1.1467
NR_004401	chr19(.):49136295-49190502	0.8971
NM_015953	chr19(.):50053967-50088803	0.0823
NM_020309	chr19(.):49927654-49949808	1.4211
NR_026716	chr19(.):55038908-55060195	0.5157
NM_001136201	chr19(.):55959345-55978049	0.7851
NM_001161440	chr19(.):55687614-55725874	1.1517
NM_017550	chr19(.):300574-349791	0.7782
NM_199202	chr19(.):357056-381009	1.2553
NM_182577	chr19(.):458345-479983	0.703
NM_001136263	chr19(.):400442-414170	1.3443
NM_012435	chr19(.):411582-465996	0.8395
NM_005035	chr19(.):612222-638568	0.1731
NM_020637	chr19(.):634925-648604	0.2858
NM_214710	chr19(.):680545-700461	2.0232
NM_173481	chr19(.):746145-769318	2.1076
NM_002579	chr19(.):703952-753330	2.3094
NM_005860	chr19(.):671388-688392	1.9081
NR_036154	chr19(.):808583-818653	0.2555
NM_005481	chr19(.):862961-898218	0.1208
NM_002777	chr19(.):835984-853175	2.1366
NM_001972	chr19(.):847290-861246	1.7529
NM_031991	chr19(.):792391-817327	0.2206
NM_001700	chr19(.):822830-837017	1.9653
NM_001928	chr19(.):854664-868610	0.8027
NM_024888	chr19(.):807517-826952	0.7223
NM_001280	chr19(.):1264266-1278171	0.2293
NM_017914	chr19(.):1270519-1284243	0.4256
NM_177401	chr19(.):1243551-1264142	0.1259
NM_001001975	chr19(.):1236748-1249824	0.8339
NM_001405	chr19(.):1281167-1304944	3.0229
NM_152769	chr19(.):1224946-1242990	1.5931
NR_027271	chr19(.):1262469-1275259	0.238
NM_001018	chr19(.):1433362-1445492	0.1603
NM_024407	chr19(.):1378882-1400588	0.1413
NR_024247	chr19(.):1351322-1383430	0.2027
NM_032853	chr19(.):1349975-1383430	0.235
NM_138393	chr19(.):1486164-1502924	2.2796
NR_026557	chr19(.):1519077-1540455	2.3027
NM_203304	chr19(.):1549667-1573057	0.5297
NM_213604	chr19(.):1500016-1518188	1.7121
NM_017573	chr19(.):1476426-1495407	1.5068
NM_152482	chr19(.):1468199-1484228	0.9196
NM_005883	chr19(.):1445147-1478243	1.5512
NM_001136139	chr19(.):1604291-1655286	0.1149
NM_003926	chr19(.):1571677-1597652	0.2436
NM_003200	chr19(.):1604291-1657326	0.1232
NM_138813	chr19(.):1777073-1817270	1.9901
NM_001178002	chr19(.):1777073-1817199	1.9935
NR_031730	chr19(.):1811157-1821237	0.3984
NM_001080488	chr19(.):1748661-1780444	2.3827
NR_034114	chr19(.):1817087-1829542	0.1037
NM_024760	chr19(.):2972535-3000182	1.174
NM_021217	chr19(.):2928215-2949969	0.6532
NM_001130	chr19(.):3047907-3067371	0.9183
NM_198969	chr19(.):3047907-3067964	0.9249
NM_002067	chr19(.):3089407-3126454	1.2758
NM_020170	chr19(.):3180874-3214573	0.2456
NM_003775	chr19(.):3173735-3185330	0.8951
NM_001136503	chr19(.):3469404-3485540	1.5212
NM_016263	chr19(.):3501294-3541755	0.0841
NM_031304	chr19(.):3485818-3505621	0.1658
NM_001145165	chr19(.):3485818-3505938	0.1674
NM_201636	chr19(.):3589503-3611831	1.4342
NM_001135580	chr19(.):3534154-3549028	0.0729
NM_006339	chr19(.):3567942-3584081	0.5226
NM_021231	chr19(.):3605642-3631813	0.2276
NM_133261	chr19(.):3580568-3598539	1.8121
NM_172251	chr19(.):3757664-3772563	0.1361
NM_004886	chr19(.):3745770-3766673	0.2103
NM_032753	chr19(.):3764088-3777219	0.467
NM_139355	chr19(.):3772966-3791415	1.2148
NM_014428	chr19(.):3723373-3755682	1.362
NM_015174	chr19(.):3799021-3874027	2.0634
NR_027149	chr19(.):3846803-3874027	1.6605
NM_033064	chr19(.):3875617-3933080	1.5285
NM_001145640	chr19(.):3846810-3874027	1.6601
NM_170678	chr19(.):3928100-3947414	1.9298
NR_002602	chr19(.):3977504-3987570	0.1418
NM_001961	chr19(.):3971053-3990461	0.1406
NM_001348	chr19(.):3953451-3974826	0.1626
NR_030367	chr19(.):3956411-3966510	0.1242
NM_001193285	chr19(.):4169105-4187596	0.7281
NM_032607	chr19(.):4148628-4178048	1.8399
NM_030662	chr19(.):4085319-4129126	0.1271
NM_024333	chr19(.):4299590-4328843	1.2592
NM_005755	chr19(.):4224539-4242524	1.6467
NM_020209	chr19(.):4273597-4295720	1.8251
NM_018074	chr19(.):4242110-4274085	0.1333
NM_001169126	chr19(.):4287224-4307428	1.8573
NM_032868	chr19(.):4338523-4365083	0.1355
NM_001080400	chr19(.):4497191-4522716	1.1772
NM_001013706	chr19(.):4517543-4540208	2.3209
NM_001001520	chr19(.):4467254-4507222	0.0866
NM_052972	chr19(.):4532226-4545036	1.8077
NM_032108	chr19(.):4537599-4564771	1.6043
NM_152362	chr19(.):4634526-4660580	0.177
NM_001167942	chr19(.):4635028-4660580	0.1535
NM_019107	chr19(.):4652556-4675415	0.0934
NR_029607	chr19(.):4765681-4775791	0.855
NM_018708	chr19(.):4786727-4800571	0.3677
NR_027148	chr19(.):4764116-4777568	1.0306
NR_027064	chr19(.):5553177-5573005	1.2489
NM_015414	chr19(.):5685345-5696678	0.1827
NM_004793	chr19(.):5686844-5725176	0.2155
NM_033643	chr19(.):5685271-5696678	0.1817
NM_198708	chr19(.):5676074-5693533	0.2871
NM_198707	chr19(.):5676051-5693533	0.2868
NM_198704	chr19(.):5676034-5693533	0.2866
NM_198533	chr19(.):5676046-5693533	0.2868
NM_205767	chr19(.):5673432-5685911	0.2957
NM_001097640	chr19(.):5837898-5856485	1.5003
NM_002034	chr19(.):5860836-5875551	1.5218
NM_001134316	chr19(.):5777970-5789776	1.0071
NM_001161619	chr19(.):5780152-5796249	0.7939
NM_000150	chr19(.):5825636-5844742	1.2639
NM_004558	chr19(.):5818817-5833335	0.8462
NM_007320	chr19(.):5911151-5983320	0.0851
NM_001017921	chr19(.):5899851-5915263	0.0885
NM_004058	chr19(.):5909192-5921222	0.0854
NR_024372	chr19(.):6999963-7011426	0.7143
NM_144614	chr19(.):7044350-7056746	1.4348
NR_024075	chr19(.):6947510-6995857	0.6223
NM_001136507	chr19(.):7025593-7038022	1.1042
NM_001164419	chr19(.):7032754-7045184	1.1259
NM_001164425	chr19(.):7051215-7063645	0.9529
NM_018083	chr19(.):7576003-7590911	0.6115
NM_020533	chr19(.):7582495-7603895	0.1336
NM_198534	chr19(.):7557444-7578336	1.0646
NR_024491	chr19(.):7532722-7543247	0.252
NM_080662	chr19(.):7536760-7558905	1.1038
NM_001130955	chr19(.):7499573-7542371	0.1157
NM_020196	chr19(.):7679410-7699439	0.1593
NM_020902	chr19(.):7655787-7688196	0.9776
NM_006949	chr19(.):7696990-7717759	0.3667
NM_001171155	chr19(.):7689670-7701510	0.2441
NM_174895	chr19(.):7691506-7703570	0.2496
NM_020415	chr19(.):7728971-7740340	1.6355
NM_014257	chr19(.):7823034-7839491	1.0182
NM_001144899	chr19(.):7799880-7817464	0.9556
NM_174918	chr19(.):7736942-7749719	1.1033
NM_002002	chr19(.):7748642-7772032	1.2437
NR_002931	chr19(.):7847369-7860898	1.3291
NM_174894	chr19(.):7740760-7752748	0.982
NM_001042462	chr19(.):7740706-7752748	0.9839
NM_001042461	chr19(.):7740763-7752748	0.9814
NM_198492	chr19(.):7788842-7802057	1.079
NM_001159944	chr19(.):7906385-7934862	0.7486
NM_145245	chr19(.):7890160-7934862	0.6441
NM_001419	chr19(.):8018456-8075529	0.089
NM_032447	chr19(.):8125286-8217385	1.1338
NM_001031	chr19(.):8381383-8392280	0.3022
NM_005001	chr19(.):8371233-8391280	0.1765
NM_016579	chr19(.):8362010-8378240	0.1088
NM_024552	chr19(.):8269216-8332304	1.0225
NM_139314	chr19(.):8424010-8444257	0.5108
NM_004218	chr19(.):8450204-8474317	0.0874
NM_178525	chr19(.):8802750-8814172	0.4465
NM_001004699	chr19(.):8836390-8847335	0.4196
NM_144693	chr19(.):8915381-8938565	0.1482
NM_015725	chr19(.):10118924-10137954	1.006
NM_018381	chr19(.):10191805-10208928	0.3154
NR_027300	chr19(.):10147031-10189813	0.7458
NM_018687	chr19(.):11345294-11357619	1.1352
NM_020812	chr19(.):11304970-11378157	0.7822
NM_015493	chr19(.):11269942-11310266	0.0788
NM_001136191	chr19(.):11269942-11313243	0.0812
NM_004283	chr19(.):11427721-11455344	0.171
NM_001080503	chr19(.):11452180-11470620	0.4547
NM_033408	chr19(.):11448451-11461981	0.2375
NM_012466	chr19(.):11401823-11442672	0.6129
NM_052850	chr19(.):13059971-13073050	0.2713
NM_005053	chr19(.):13051653-13069455	0.0642
NM_152654	chr19(.):13075431-13090567	0.593
NM_207518	chr19(.):14197506-14229992	0.073
NM_002730	chr19(.):14197506-14233559	0.0709
NM_018154	chr19(.):14225320-14252440	0.0719
NM_000435	chr19(.):15265443-15316792	0.9337
NM_006844	chr19(.):15220784-15241577	0.2491
NM_001142886	chr19(.):15332732-15348858	0.5539
NM_024794	chr19(.):15332729-15348231	0.5731
NM_173544	chr19(.):17629109-17669648	1.0056
NM_024656	chr19(.):17661510-17698965	0.2499
NM_012088	chr19(.):17617431-17637097	0.3998
NM_001098524	chr19(.):17629109-17667835	1.0494
NM_001080421	chr19(.):17707136-17804008	0.8864
NM_138442	chr19(.):18040904-18059794	0.2334
NM_001136203	chr19(.):18038823-18059794	0.3104
NM_001025604	chr19(.):18106943-18129911	1.3882
NM_015683	chr19(.):18113976-18129911	1.2689
NM_153701	chr19(.):18176371-18202697	0.0978
NM_001098818	chr19(.):18313770-18342248	1.3039
NM_006332	chr19(.):18279578-18293927	0.189
NM_032683	chr19(.):18299039-18312550	0.1207
NM_002866	chr19(.):18302610-18319874	0.2151
NM_001098819	chr19(.):18313770-18340303	1.3311
NM_001145305	chr19(.):18362905-18390319	0.9386
NR_036155	chr19(.):18387886-18397971	0.2467
NM_017712	chr19(.):18446407-18485763	0.3837
NM_005354	chr19(.):18385562-18397432	0.1664
NR_036575	chr19(.):18355759-18371229	1.3134
NM_001170939	chr19(.):18540197-18553921	0.5909
NM_001009998	chr19(.):18525220-18550372	0.7957
NM_001170938	chr19(.):18540197-18554111	0.5828
NM_145256	chr19(.):18496953-18513415	1.0137
NM_004864	chr19(.):18491967-18504986	1.0613
NR_036156	chr19(.):18492371-18502444	1.101
NM_024069	chr19(.):18663571-18685197	0.0955
NM_003333	chr19(.):18677613-18693270	0.1728
NM_004750	chr19(.):18699034-18722660	1.3452
NM_012109	chr19(.):18718681-18736849	1.6349
NM_001100419	chr19(.):18694494-18708147	0.3856
NM_018316	chr19(.):18742837-18786302	0.0934
NM_002911	chr19(.):18937743-18984039	0.0806
NM_000095	chr19(.):18888582-18907114	1.2827
NM_019849	chr19(.):33694569-33721756	1.0823
NM_002333	chr19(.):33680598-33704773	0.7802
NR_026887	chr19(.):33788762-33800963	0.8492
NM_004364	chr19(.):33785839-33798430	0.9493
NM_001136199	chr19(.):35486245-35522373	0.221
NM_182983	chr19(.):35526409-35562477	0.8598
NM_001037	chr19(.):35516591-35536353	1.112
NM_199037	chr19(.):35516591-35530174	1.0146
NM_021175	chr19(.):35768409-35781045	0.7052
NM_005304	chr19(.):35844487-35856389	0.8456
NM_001185099	chr19(.):35815071-35843264	1.2346
NM_005303	chr19(.):35837444-35848367	1.1231
NM_001199216	chr19(.):35777988-35809709	0.7853
NM_014364	chr19(.):36019313-36041221	0.6237
NM_207392	chr19(.):35973227-35986356	0.987
NM_001190349	chr19(.):35989205-36009560	1.58
NM_001166034	chr19(.):36009268-36024253	1.224
NM_033317	chr19(.):35983118-36009560	1.4806
NM_005306	chr19(.):35935616-35947669	0.4589
NM_001126059	chr19(.):35983118-36006391	1.5621
NM_032635	chr19(.):36031544-36043428	0.1594
NR_033746	chr19(.):35983118-36006412	1.5613
NM_001035516	chr19(.):35983118-35997813	1.4863
NM_144987	chr19(.):36228427-36241336	0.0783
NM_019104	chr19(.):36234511-36250420	0.0584
NM_144617	chr19(.):36240469-36252930	0.0535
NM_052948	chr19(.):36261416-36284724	0.2337
NM_024660	chr19(.):36225150-36238351	0.0659
NM_021232	chr19(.):36285891-36309201	1.1732
NM_001039887	chr19(.):36244043-36265077	0.0855
NM_172341	chr19(.):36231493-36242903	0.0632
NM_003332	chr19(.):36390302-36404211	0.6843
NM_001024807	chr19(.):36354400-36375699	1.1737
NM_014266	chr19(.):36388381-36400173	0.555
NM_199179	chr19(.):36342809-36363048	1.3829
NM_004646	chr19(.):36311273-36347895	0.9687
NM_139239	chr19(.):36374142-36396552	0.1935
NM_203486	chr19(.):39984556-40004121	1.2817
NM_152361	chr19(.):40016629-40028494	0.1169
NM_153232	chr19(.):40024446-40035838	0.1357
NM_182704	chr19(.):40000752-40016326	0.5662
NM_138392	chr19(.):41077756-41102305	0.2343
NM_025213	chr19(.):41031394-41071658	0.7534
NM_001042544	chr19(.):41098140-41140725	0.4952
NM_001042545	chr19(.):41102276-41140725	0.4878
NM_003573	chr19(.):41094071-41140725	0.4618
NM_006890	chr19(.):42172234-42197096	0.6241
NM_002483	chr19(.):42254397-42281113	0.9044
NM_001815	chr19(.):42295533-42320591	0.9755
NM_004363	chr19(.):42207529-42239437	0.9831
NM_001783	chr19(.):42376189-42390439	0.2395
NM_001040283	chr19(.):42344085-42361397	0.7759
NM_173506	chr19(.):42336149-42353508	0.8248
NM_006423	chr19(.):42455832-42468528	0.2682
NM_004706	chr19(.):42382266-42416604	0.2367
NM_199002	chr19(.):42383445-42416604	0.2354
NM_001022	chr19(.):42358987-42380484	0.1411
NM_002088	chr19(.):42497472-42574957	0.9288
NM_152296	chr19(.):42465733-42503382	1.5118
NM_001013257	chr19(.):45307337-45328610	1.1758
NM_005581	chr19(.):45307337-45329678	1.1919
NM_012116	chr19(.):45276125-45308903	0.5392
NM_001128916	chr19(.):45389476-45411946	0.4417
NR_028414	chr19(.):45425059-45439643	0.9128
NM_000041	chr19(.):45404038-45417650	1.027
NM_001645	chr19(.):45412920-45427606	0.8277
NM_138568	chr19(.):45710878-45742469	1.0853
NM_024108	chr19(.):45661185-45686485	0.4411
NM_212550	chr19(.):45677002-45690058	0.069
NM_031417	chr19(.):45749841-45813541	0.1455
NM_002516	chr19(.):46437770-46481657	0.9153
NM_001029861	chr19(.):46411472-46423036	0.9545
NM_005091	chr19(.):46517411-46531556	0.0713
NM_001080402	chr19(.):46493338-46526874	0.1189
NR_030412	chr19(.):46517189-46527307	0.0695
NM_032040	chr19(.):46908585-46921919	1.2034
NM_020709	chr19(.):46989447-47004169	1.8572
NM_001103149	chr19(.):46964747-46979820	1.2924
NM_033258	chr19(.):47132332-47142939	1.6901
NM_005184	chr19(.):47099511-47119039	0.4457
NM_145056	chr19(.):47145868-47169395	0.9849
NM_000960	chr19(.):47118724-47133354	1.5787
NM_001009813	chr19(.):47901380-47927785	1.7118
NM_014681	chr19(.):47847537-47890961	0.1774
NM_020160	chr19(.):47901382-47927785	1.7119
NM_007059	chr19(.):47973399-47992521	0.5651
NM_015710	chr19(.):48243792-48265323	0.1916
NR_003048	chr19(.):48254109-48264219	0.096
NM_003009	chr19(.):48276841-48292943	0.2642
NR_024227	chr19(.):48422035-48432156	2.5295
NM_001080434	chr19(.):48983527-49021446	0.8845
NM_017708	chr19(.):49098856-49121694	0.841
NM_020126	chr19(.):49117547-49138662	0.0739
NM_004605	chr19(.):49073992-49107684	1.1441
NM_001352	chr19(.):49128816-49145639	0.2697
NM_133498	chr19(.):49104999-49115971	0.7082
NM_000979	chr19(.):49113587-49127433	0.102
NM_001217	chr19(.):49136271-49154451	0.6017
NM_177973	chr19(.):49050428-49107684	1.2196
NM_017805	chr19(.):49218841-49248970	0.8822
NM_182575	chr19(.):49239144-49255166	0.8515
NM_000511	chr19(.):49194227-49214191	1.2152
NM_019113	chr19(.):49254343-49266582	1.0617
NM_000148	chr19(.):49246267-49263647	0.9117
NM_001130915	chr19(.):49211254-49227976	0.973
NM_182574	chr19(.):49211254-49225214	0.9965
NM_145807	chr19(.):49159663-49181264	0.951
NM_001164773	chr19(.):49293318-49319320	0.1568
NR_028451	chr19(.):49293318-49319178	0.1554
NR_024244	chr19(.):49529925-49540044	1.2252
NM_001161587	chr19(.):49466381-49501610	0.0877
NM_033377	chr19(.):49533825-49545191	1.2976
NM_033378	chr19(.):49530129-49541495	1.2375
NM_000737	chr19(.):49521126-49532593	1.4252
NM_000894	chr19(.):49514236-49525347	0.6309
NM_006666	chr19(.):49492155-49524182	0.2374
NR_004383	chr19(.):49535276-49545404	1.3481
NM_033183	chr19(.):49545894-49557368	1.6607
NM_033142	chr19(.):49552530-49563997	1.6596
NM_031886	chr19(.):49565674-49581198	1.0908
NM_006179	chr19(.):49559396-49572124	1.6462
NM_033043	chr19(.):49542101-49553568	1.7304
NM_003089	chr19(.):49583464-49616870	0.1237
NM_018111	chr19(.):49616653-49627397	0.6953
NM_003660	chr19(.):49617662-49659280	0.6856
NM_022165	chr19(.):49612617-49626717	0.5208
NM_014419	chr19(.):49862041-49883373	0.896
NM_001197302	chr19(.):49861986-49883373	0.8956
NM_001195256	chr19(.):49924687-49937075	1.8716
NM_144688	chr19(.):49886474-49926256	0.9115
NM_178449	chr19(.):49920670-49931698	1.9406
NR_000021	chr19(.):49988222-49998304	0.0946
NM_001015	chr19(.):49994633-50007944	0.1454
NR_000018	chr19(.):49989431-49999517	0.1203
NM_153329	chr19(.):49951472-49979305	0.0689
NM_001459	chr19(.):49972485-49994488	0.0698
NM_020650	chr19(.):50025874-50051890	1.0892
NM_001136019	chr19(.):50010535-50034685	1.2234
NR_001285	chr19(.):49995975-50006062	0.1304
NR_000020	chr19(.):49988873-49998956	0.1099
