REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_17169_lociStitched	chr20	523446	525484	1	2039	4828.022000000001	376.82620000000003
1_MACS_peak_19723_lociStitched	chr3	49465771	49467809	1	2039	3611.3360000000002	526.2116
1_MACS_peak_22435_lociStitched	chr4	163121245	163123283	1	2039	1018.1848	350.3322
1_MACS_peak_24047_lociStitched	chr5	157254603	157256641	1	2039	1177.7602	353.59299999999996
1_MACS_peak_25448_lociStitched	chr6	95493956	95495994	1	2039	2716.654	398.42900000000003
1_MACS_peak_28142_lociStitched	chr8	29872866	29874904	1	2039	1323.681	448.7676
1_MACS_peak_30270_lociStitched	chr9	131901438	131903476	1	2039	4726.937199999999	416.1596
1_MACS_peak_3090_lociStitched	chr10	5325287	5327324	1	2038	1683.3768	444.8808
1_MACS_peak_15606_lociStitched	chr2	85026034	85028071	1	2038	1345.2348	365.4378
1_MACS_peak_15774_lociStitched	chr2	98642912	98644949	1	2038	1125.6462	344.8641
1_MACS_peak_16448_lociStitched	chr2	175112244	175114281	1	2038	2233.9779	449.3622
1_MACS_peak_19485_lociStitched	chr3	37216690	37218727	1	2038	2307.1062	394.15950000000004
1_MACS_peak_28041_lociStitched	chr8	23618273	23620310	1	2038	1838.1888	273.5691
1_MACS_peak_3968_lociStitched	chr10	91460396	91462432	1	2037	1763.3796	572.1160000000001
1_MACS_peak_6210_lociStitched	chr12	10109932	10111968	1	2037	1511.1191999999999	331.2572
1_MACS_peak_6887_lociStitched	chr12	63327483	63329519	1	2037	1757.6788	337.5688
1_MACS_peak_13624_lociStitched	chr19	3707428	3709464	1	2037	1649.7708	441.6084
1_MACS_peak_23169_lociStitched	chr5	68762524	68764560	1	2037	1106.1588	384.1932
1_MACS_peak_26701_lociStitched	chr7	48030545	48032581	1	2037	2328.7767999999996	266.51239999999996
1_MACS_peak_28253_lociStitched	chr8	41604544	41606580	1	2037	1228.1152	381.75
1_MACS_peak_29136_lociStitched	chr9	271988	274024	1	2037	1703.5212	462.7828
1_MACS_peak_192_lociStitched	chr1	14293331	14295366	1	2036	1629.628	250.9155
1_MACS_peak_10072_lociStitched	chr15	89709710	89711745	1	2036	1269.026	400.488
1_MACS_peak_14448_lociStitched	chr19	47713266	47715301	1	2036	1828.0405	489.8245
1_MACS_peak_15710_lociStitched	chr2	89164843	89166878	1	2036	1505.2895	461.131
1_MACS_peak_22506_lociStitched	chr4	175278963	175280998	1	2036	1476.596	421.4485
1_MACS_peak_24676_lociStitched	chr6	26420663	26422698	1	2036	2164.4260000000004	308.91299999999995
1_MACS_peak_24995_lociStitched	chr6	41498553	41500588	1	2036	1135.5300000000002	281.8475
1_MACS_peak_25851_lociStitched	chr6	137539128	137541163	1	2036	3406.3865	487.7895
1_MACS_peak_29860_lociStitched	chr9	100272725	100274760	1	2036	1324.1744999999999	387.057
1_MACS_peak_30656_lociStitched	chrX	24895033	24897068	1	2036	1038.8674999999998	134.71699999999998
1_MACS_peak_6087_lociStitched	chr12	3981307	3983341	1	2035	2006.3376	323.2026
1_MACS_peak_11105_lociStitched	chr16	70487331	70489365	1	2035	4254.7212	341.10179999999997
1_MACS_peak_11789_lociStitched	chr17	28087150	28089184	1	2035	2277.2664	516.0258
1_MACS_peak_14859_lociStitched	chr2	20303559	20305593	1	2035	1165.2785999999999	251.60580000000002
1_MACS_peak_15201_lociStitched	chr2	46413566	46415600	1	2035	1386.7812	287.6076
1_MACS_peak_15467_lociStitched	chr2	69613240	69615274	1	2035	2037.0510000000002	432.6318
1_MACS_peak_16950_lociStitched	chr2	227580089	227582123	1	2035	1253.5541999999998	234.11339999999998
1_MACS_peak_22712_lociStitched	chr5	2796420	2798454	1	2035	1490.1084	249.165
1_MACS_peak_22904_lociStitched	chr5	36744107	36746141	1	2035	1838.1257999999998	353.7126
1_MACS_peak_26416_lociStitched	chr7	23636310	23638344	1	2035	1643.8788	431.20799999999997
1_MACS_peak_26635_lociStitched	chr7	44121041	44123075	1	2035	2090.3418	345.9834
1_MACS_peak_27568_lociStitched	chr7	135977323	135979357	1	2035	1742.3244	442.59839999999997
1_MACS_peak_29296_lociStitched	chr9	21801938	21803972	1	2035	1751.274	209.7054
1_MACS_peak_30623_lociStitched	chrX	20047051	20049085	1	2035	918.9612	223.9434
1_MACS_peak_30735_lociStitched	chrX	41172525	41174559	1	2035	1500.8886	250.3854
1_MACS_peak_2687_lociStitched	chr1	219633541	219635574	1	2034	1361.2967999999998	470.6395
1_MACS_peak_7325_lociStitched	chr12	107167234	107169267	1	2034	2925.8936	476.7385
1_MACS_peak_8301_lociStitched	chr14	22999871	23001904	1	2034	1425.7429	203.5033
1_MACS_peak_17762_lociStitched	chr20	44043792	44045825	1	2034	2641.8835000000004	390.53929999999997
1_MACS_peak_21255_lociStitched	chr4	4249006	4251039	1	2034	3875.3046	606.2406000000001
1_MACS_peak_27576_lociStitched	chr7	137409511	137411544	1	2034	1196.0139000000001	298.6477
1_MACS_peak_29689_lociStitched	chr9	88419384	88421417	1	2034	2731.1322	366.3466
1_MACS_peak_30168_lociStitched	chr9	128023130	128025163	1	2034	1909.5969	400.50100000000003
2_MACS_peak_6358_lociStitched	chr12	24714425	24716457	2	1890	1208.0240000000001	237.54080000000002
1_MACS_peak_11334_lociStitched	chr16	90060748	90062780	1	2033	1828.1904000000002	262.33119999999997
1_MACS_peak_14030_lociStitched	chr19	18667883	18669915	1	2033	2637.3328	480.7712
1_MACS_peak_18525_lociStitched	chr22	21821242	21823274	1	2033	1670.7104000000002	295.4528
1_MACS_peak_20380_lociStitched	chr3	128335708	128337740	1	2033	2563.5712000000003	539.496
1_MACS_peak_22642_lociStitched	chr4	187833874	187835906	1	2033	1949.2976	316.992
1_MACS_peak_28972_lociStitched	chr8	133563576	133565608	1	2033	1152.3472000000002	226.97439999999997
1_MACS_peak_30582_lociStitched	chrX	16137041	16139073	1	2033	1201.928	255.21919999999997
1_MACS_peak_2098_lociStitched	chr1	173398067	173400098	1	2032	2046.0294000000001	584.928
1_MACS_peak_4898_lociStitched	chr11	36090257	36092288	1	2032	1774.2816	432.603
1_MACS_peak_8045_lociStitched	chr13	78972172	78974203	1	2032	1520.4066	462.4587
1_MACS_peak_10719_lociStitched	chr16	29800974	29803005	1	2032	2313.5121	617.8302000000001
1_MACS_peak_11232_lociStitched	chr16	83986084	83988115	1	2032	1420.2783000000002	198.22560000000001
1_MACS_peak_23792_lociStitched	chr5	138774103	138776134	1	2032	4090.6371	391.5768
1_MACS_peak_23908_lociStitched	chr5	145561176	145563207	1	2032	2677.0611	520.9515
1_MACS_peak_30945_lociStitched	chrX	67180528	67182559	1	2032	1730.6151	160.65210000000002
1_MACS_peak_742_lociStitched	chr1	43854391	43856421	1	2031	2615.249	498.365
1_MACS_peak_2141_lociStitched	chr1	178061996	178064026	1	2031	1898.0500000000002	427.924
1_MACS_peak_8140_lociStitched	chr13	100257828	100259858	1	2031	2876.713	391.18100000000004
1_MACS_peak_12275_lociStitched	chr17	48963813	48965843	1	2031	1386.693	375.55
1_MACS_peak_13923_lociStitched	chr19	15235141	15237171	1	2031	3285.1490000000003	376.565
1_MACS_peak_15219_lociStitched	chr2	47141869	47143899	1	2031	2118.1020000000003	435.435
1_MACS_peak_15453_lociStitched	chr2	68667265	68669295	1	2031	2143.2740000000003	384.482
1_MACS_peak_17204_lociStitched	chr20	2643818	2645848	1	2031	2619.512	437.465
1_MACS_peak_17851_lociStitched	chr20	48657027	48659057	1	2031	2162.7619999999997	395.038
1_MACS_peak_30812_lociStitched	chrX	48379040	48381070	1	2031	1729.966	240.55499999999998
1_MACS_peak_90_lociStitched	chr1	6760673	6762702	1	2030	2423.0317999999997	368.4664
1_MACS_peak_3097_lociStitched	chr10	5696076	5698105	1	2030	1469.4017999999999	339.8575
1_MACS_peak_6787_lociStitched	chr12	56472487	56474516	1	2030	1242.7625	290.3499
1_MACS_peak_7477_lociStitched	chr12	118813637	118815666	1	2030	2363.1763	192.14630000000002
1_MACS_peak_8568_lociStitched	chr14	58893233	58895262	1	2030	3321.2701	288.7267
1_MACS_peak_11116_lociStitched	chr16	71176440	71178469	1	2030	1728.5051	873.0787
1_MACS_peak_14189_lociStitched	chr19	36485312	36487341	1	2030	2558.1632	373.336
1_MACS_peak_15338_lociStitched	chr2	61897366	61899395	1	2030	1732.1573	373.336
1_MACS_peak_16598_lociStitched	chr2	192057717	192059746	1	2030	1427.1986	274.32079999999996
1_MACS_peak_17215_lociStitched	chr20	3450850	3452879	1	2030	1708.2151	469.3077
1_MACS_peak_18287_lociStitched	chr21	38361355	38363384	1	2030	3808.433	551.0764
1_MACS_peak_21041_lociStitched	chr3	186386579	186388608	1	2030	1415.8362	330.9299
1_MACS_peak_23148_lociStitched	chr5	66299241	66301270	1	2030	2953.6153	334.1763
1_MACS_peak_27023_lociStitched	chr7	89975056	89977085	1	2030	3052.2246999999998	437.4524
1_MACS_peak_6684_lociStitched	chr12	50897983	50900011	1	2029	2261.6256	408.0336
1_MACS_peak_8170_lociStitched	chr13	108921561	108923589	1	2029	1346.1863999999998	284.934
1_MACS_peak_15049_lociStitched	chr2	35429160	35431188	1	2029	1399.1172	421.2156
1_MACS_peak_16538_lociStitched	chr2	183988295	183990323	1	2029	3429.5508	476.3772
1_MACS_peak_22402_lociStitched	chr4	156296874	156298902	1	2029	2902.2708000000002	494.2236
1_MACS_peak_24638_lociStitched	chr6	25331908	25333936	1	2029	1435.2156	366.6624
1_MACS_peak_25599_lociStitched	chr6	111278884	111280912	1	2029	4320.2484	371.32680000000005
1_MACS_peak_25636_lociStitched	chr6	116407754	116409782	1	2029	2178.2748	459.13919999999996
1_MACS_peak_25649_lociStitched	chr6	116832395	116834423	1	2029	2243.3736000000004	488.748
1_MACS_peak_29045_lociStitched	chr8	142215582	142217610	1	2029	2050.7136	366.4596
1_MACS_peak_29177_lociStitched	chr9	4661408	4663436	1	2029	2166.7152	441.6984
1_MACS_peak_30949_lociStitched	chrX	67913206	67915234	1	2029	1327.1232	141.1488
1_MACS_peak_622_lociStitched	chr1	39337824	39339851	1	2028	1468.7642	466.61539999999997
1_MACS_peak_2339_lociStitched	chr1	197169416	197171443	1	2028	2656.7889	691.4097
1_MACS_peak_4016_lociStitched	chr10	94791423	94793450	1	2028	1828.7594	394.8596
1_MACS_peak_6702_lociStitched	chr12	51762008	51764035	1	2028	2543.0742	497.8312
1_MACS_peak_9010_lociStitched	chr14	103566166	103568193	1	2028	1294.8476	162.56539999999998
1_MACS_peak_9062_lociStitched	chr15	20048110	20050137	1	2028	1513.9663	298.3744
1_MACS_peak_15264_lociStitched	chr2	54326355	54328382	1	2028	1307.6177	328.374
1_MACS_peak_18776_lociStitched	chr22	36147501	36149528	1	2028	1589.3707	397.49469999999997
1_MACS_peak_19576_lociStitched	chr3	44145680	44147707	1	2028	1442.6159	273.2396
1_MACS_peak_20124_lociStitched	chr3	107149369	107151396	1	2028	1898.0828000000001	196.619
1_MACS_peak_5411_lociStitched	chr11	73881160	73883186	1	2027	1971.0954	562.0124
1_MACS_peak_6613_lociStitched	chr12	48166305	48168331	1	2027	1949.012	431.538
1_MACS_peak_7343_lociStitched	chr12	108712842	108714868	1	2027	1301.705	395.07
1_MACS_peak_16585_lociStitched	chr2	191022101	191024127	1	2027	1376.4644	344.42
1_MACS_peak_24564_lociStitched	chr6	16591339	16593365	1	2027	1480.3982	293.9726
1_MACS_peak_25963_lociStitched	chr6	144415653	144417679	1	2027	1655.0394	236.4342
1_MACS_peak_4624_lociStitched	chr11	9570096	9572121	1	2026	1568.3625	385.15500000000003
1_MACS_peak_12073_lociStitched	chr17	40895720	40897745	1	2026	2685.7575	375.23249999999996
1_MACS_peak_12604_lociStitched	chr17	73520502	73522527	1	2026	1213.1775	321.57
1_MACS_peak_14670_lociStitched	chr19	59029933	59031958	1	2026	2800.575	532.7775
1_MACS_peak_18151_lociStitched	chr21	27761934	27763959	1	2026	1343.9924999999998	406.62
1_MACS_peak_23500_lociStitched	chr5	111495807	111497832	1	2026	2920.455	471.015
1_MACS_peak_27611_lociStitched	chr7	139952015	139954040	1	2026	1759.9275	680.4000000000001
1_MACS_peak_725_lociStitched	chr1	43123186	43125210	1	2025	2379.8192	494.2608
1_MACS_peak_3526_lociStitched	chr10	51826611	51828635	1	2025	2623.3064	500.13039999999995
1_MACS_peak_5325_lociStitched	chr11	68079942	68081966	1	2025	1548.9672	218.18720000000002
1_MACS_peak_5511_lociStitched	chr11	82851310	82853334	1	2025	1283.8232	470.7824
1_MACS_peak_8000_lociStitched	chr13	74275599	74277623	1	2025	1871.7952	342.4608
1_MACS_peak_8105_lociStitched	chr13	96704616	96706640	1	2025	3394.4504	386.3816
1_MACS_peak_10526_lociStitched	chr16	15948695	15950719	1	2025	1446.5528	352.9856
1_MACS_peak_11864_lociStitched	chr17	33287438	33289462	1	2025	4402.8072	543.4440000000001
1_MACS_peak_13840_lociStitched	chr19	12510499	12512523	1	2025	2228.0192	429.8976
1_MACS_peak_14220_lociStitched	chr19	38754168	38756192	1	2025	2028.2504	316.75600000000003
1_MACS_peak_15537_lociStitched	chr2	73510327	73512351	1	2025	1184.6472	251.1784
1_MACS_peak_16793_lociStitched	chr2	208287750	208289774	1	2025	1330.5776	338.00800000000004
1_MACS_peak_18817_lociStitched	chr22	37335982	37338006	1	2025	1748.3312	416.7416
1_MACS_peak_27588_lociStitched	chr7	137979161	137981185	1	2025	1216.424	509.64320000000004
1_MACS_peak_31419_lociStitched	chrX	154443696	154445720	1	2025	2969.8152	281.9432
1_MACS_peak_327_lociStitched	chr1	24116670	24118693	1	2024	1366.5365	395.2942
1_MACS_peak_3464_lociStitched	chr10	45219717	45221740	1	2024	1286.2234	309.3167
1_MACS_peak_5767_lociStitched	chr11	115339082	115341105	1	2024	1194.5815	379.9194
1_MACS_peak_7198_lociStitched	chr12	96335763	96337786	1	2024	2420.9241	252.47039999999998
1_MACS_peak_12444_lociStitched	chr17	62008456	62010479	1	2024	1243.5381	399.1379
1_MACS_peak_14132_lociStitched	chr19	33165110	33167133	1	2024	1560.1376	389.0229
1_MACS_peak_19614_lociStitched	chr3	45882461	45884484	1	2024	3106.1142	310.5305
1_MACS_peak_20965_lociStitched	chr3	183094486	183096509	1	2024	1245.9657	447.8922
1_MACS_peak_22622_lociStitched	chr4	186800320	186802343	1	2024	1944.3053	445.86920000000003
1_MACS_peak_23393_lociStitched	chr5	93953201	93955224	1	2024	1907.0820999999999	479.6533
1_MACS_peak_29594_lociStitched	chr9	74807841	74809864	1	2024	1219.6667	323.0731
1_MACS_peak_30317_lociStitched	chr9	134247944	134249967	1	2024	2779.6020000000003	531.4421
1_MACS_peak_30416_lociStitched	chr9	140148850	140150873	1	2024	1558.3169	244.58069999999998
1_MACS_peak_2027_lociStitched	chr1	165895850	165897872	1	2023	1114.122	467.2842
1_MACS_peak_2853_lociStitched	chr1	231003445	231005467	1	2023	1481.7216	400.5582
1_MACS_peak_2947_lociStitched	chr1	239549122	239551144	1	2023	1658.8488	471.7326
1_MACS_peak_10178_lociStitched	chr15	98502859	98504881	1	2023	1043.5542	380.7426
1_MACS_peak_12951_lociStitched	chr18	11499305	11501327	1	2023	1662.2862	433.1124
1_MACS_peak_19456_lociStitched	chr3	33137521	33139543	1	2023	5493.774	336.663
1_MACS_peak_19495_lociStitched	chr3	38065119	38067141	1	2023	3289.5918	531.1794
1_MACS_peak_22949_lociStitched	chr5	41924341	41926363	1	2023	2890.8534	414.51
1_MACS_peak_25478_lociStitched	chr6	99394300	99396322	1	2023	3081.9324	343.1334
1_MACS_peak_26285_lociStitched	chr7	7895958	7897980	1	2023	1456.6488000000002	378.9228
1_MACS_peak_28524_lociStitched	chr8	79427452	79429474	1	2023	4155.0078	405.2088
1_MACS_peak_28604_lociStitched	chr8	95002828	95004850	1	2023	1720.9242	198.7626
1_MACS_peak_30153_lociStitched	chr9	127176554	127178576	1	2023	2000.3645999999999	376.2942
1_MACS_peak_8902_lociStitched	chr14	93552092	93554113	1	2022	1722.2962	257.07120000000003
1_MACS_peak_12857_lociStitched	chr18	2604743	2606764	1	2022	1021.2112999999999	203.9189
1_MACS_peak_18989_lociStitched	chr22	42465746	42467767	1	2022	2362.7511	459.5754
1_MACS_peak_21688_lociStitched	chr4	66258144	66260165	1	2022	1603.8655999999999	386.4152
1_MACS_peak_22281_lociStitched	chr4	141293559	141295580	1	2022	1591.3354	576.3892000000001
1_MACS_peak_24039_lociStitched	chr5	156928352	156930373	1	2022	1536.3642	281.9295
1_MACS_peak_28796_lociStitched	chr8	118532028	118534049	1	2022	3833.2307	499.3891
1_MACS_peak_30396_lociStitched	chr9	139759734	139761755	1	2022	1604.0676999999998	224.9373
1_MACS_peak_6105_lociStitched	chr12	4937890	4939910	1	2021	1498.436	269.064
1_MACS_peak_6934_lociStitched	chr12	67877116	67879136	1	2021	1176.044	375.51800000000003
1_MACS_peak_7197_lociStitched	chr12	96251946	96253966	1	2021	2265.43	561.5600000000001
1_MACS_peak_11596_lociStitched	chr17	16283427	16285447	1	2021	3706.902	371.074
1_MACS_peak_14477_lociStitched	chr19	48921183	48923203	1	2021	2409.052	553.076
1_MACS_peak_20120_lociStitched	chr3	105586792	105588812	1	2021	1492.376	354.712
1_MACS_peak_20536_lociStitched	chr3	141055157	141057177	1	2021	1498.84	399.354
1_MACS_peak_20858_lociStitched	chr3	175033744	175035764	1	2021	1173.62	347.036
1_MACS_peak_185_lociStitched	chr1	14056401	14058420	1	2020	2942.2887	533.6216999999999
1_MACS_peak_3168_lociStitched	chr10	12109931	12111950	1	2020	2565.9471	315.77160000000003
1_MACS_peak_5552_lociStitched	chr11	86747887	86749906	1	2020	2105.2113	456.09209999999996
1_MACS_peak_5618_lociStitched	chr11	100733233	100735252	1	2020	1327.0887	386.2347
1_MACS_peak_5676_lociStitched	chr11	107991212	107993231	1	2020	2378.1801	439.94010000000003
1_MACS_peak_10384_lociStitched	chr16	4742614	4744633	1	2020	2157.5034	395.724
1_MACS_peak_12417_lociStitched	chr17	59488508	59490527	1	2020	1322.4450000000002	362.61240000000004
1_MACS_peak_19687_lociStitched	chr3	48341842	48343861	1	2020	5081.6211	386.6385
1_MACS_peak_22651_lociStitched	chr4	190642317	190644336	1	2020	3387.882	446.80469999999997
1_MACS_peak_24986_lociStitched	chr6	39989811	39991830	1	2020	2124.5937	332.1255
1_MACS_peak_28793_lociStitched	chr8	118343581	118345600	1	2020	1261.2693000000002	308.0994
1_MACS_peak_1432_lociStitched	chr1	116710261	116712279	1	2019	1459.4176	214.51340000000002
1_MACS_peak_5686_lociStitched	chr11	108534758	108536776	1	2019	1617.427	422.5692
1_MACS_peak_8557_lociStitched	chr14	57315172	57317190	1	2019	1382.5318	209.0648
1_MACS_peak_10321_lociStitched	chr16	2722322	2724340	1	2019	1353.069	317.835
1_MACS_peak_11810_lociStitched	chr17	29265156	29267174	1	2019	1353.6743999999999	301.0856
1_MACS_peak_12778_lociStitched	chr17	79564385	79566403	1	2019	1517.3342	490.9794
1_MACS_peak_20812_lociStitched	chr3	170374276	170376294	1	2019	1127.4566	331.35560000000004
1_MACS_peak_23438_lociStitched	chr5	99885579	99887597	1	2019	1284.4569999999999	314.808
1_MACS_peak_6651_lociStitched	chr12	49462668	49464685	1	2018	1871.5743	423.57
1_MACS_peak_7546_lociStitched	chr12	123010648	123012665	1	2018	2818.5558	325.7455
1_MACS_peak_10837_lociStitched	chr16	47176649	47178666	1	2018	1665.8402999999998	180.7232
1_MACS_peak_13851_lociStitched	chr19	12806358	12808375	1	2018	1475.0321	360.4379
1_MACS_peak_14200_lociStitched	chr19	37177496	37179513	1	2018	1870.7675	325.3421
1_MACS_peak_24967_lociStitched	chr6	37466516	37468533	1	2018	2558.9679	550.8427
1_MACS_peak_303_lociStitched	chr1	22444217	22446233	1	2017	1184.1984	407.232
1_MACS_peak_6876_lociStitched	chr12	60618675	60620691	1	2017	1674.4896	308.6496
1_MACS_peak_17211_lociStitched	chr20	3139254	3141270	1	2017	3492.3168	409.0464
1_MACS_peak_18194_lociStitched	chr21	33562088	33564104	1	2017	1143.8784	400.3776
1_MACS_peak_18784_lociStitched	chr22	36423720	36425736	1	2017	1092.2687999999998	234.4608
1_MACS_peak_24934_lociStitched	chr6	36513727	36515743	1	2017	1676.304	525.7728
1_MACS_peak_28813_lociStitched	chr8	120659678	120661694	1	2017	1858.3488	310.6656
1_MACS_peak_864_lociStitched	chr1	52241290	52243305	1	2016	1483.04	322.803
2_MACS_peak_3684_lociStitched	chr10	71167530	71169545	2	1882	1923.922	283.5105
1_MACS_peak_6645_lociStitched	chr12	49350112	49352127	1	2016	1770.3790000000001	470.90549999999996
1_MACS_peak_12423_lociStitched	chr17	60247824	60249839	1	2016	2679.144	328.848
1_MACS_peak_14769_lociStitched	chr2	10090644	10092659	1	2016	1340.378	188.201
1_MACS_peak_16247_lociStitched	chr2	152145289	152147304	1	2016	4002.1929999999998	295.6005
1_MACS_peak_16426_lociStitched	chr2	172749710	172751725	1	2016	2143.96	358.8715
1_MACS_peak_21404_lociStitched	chr4	17512210	17514225	1	2016	2520.3619999999996	350.60999999999996
1_MACS_peak_28192_lociStitched	chr8	37012004	37014019	1	2016	1569.4835	323.20599999999996
1_MACS_peak_29916_lociStitched	chr9	104295056	104297071	1	2016	4839.4255	610.7465
1_MACS_peak_1288_lociStitched	chr1	100917333	100919347	1	2015	1286.3418000000001	133.5282
1_MACS_peak_2387_lociStitched	chr1	201436998	201439012	1	2015	1393.0837999999999	338.1506
1_MACS_peak_7680_lociStitched	chr13	21475907	21477921	1	2015	2187.0026000000003	227.98479999999998
1_MACS_peak_9930_lociStitched	chr15	79449145	79451159	1	2015	1431.5511999999999	395.75100000000003
1_MACS_peak_18015_lociStitched	chr20	60981419	60983433	1	2015	1906.6538	151.4528
1_MACS_peak_20919_lociStitched	chr3	179280123	179282137	1	2015	2814.7664	646.0912
1_MACS_peak_21665_lociStitched	chr4	57975842	57977856	1	2015	2134.4372000000003	320.0246
1_MACS_peak_22667_lociStitched	chr5	442176	444190	1	2015	2237.1512000000002	411.6616
1_MACS_peak_22973_lociStitched	chr5	44808540	44810554	1	2015	3497.3109999999997	407.0294
1_MACS_peak_25561_lociStitched	chr6	109010037	109012051	1	2015	978.6026	364.3326
1_MACS_peak_25637_lociStitched	chr6	116421173	116423187	1	2015	3594.7886	437.6422
1_MACS_peak_27314_lociStitched	chr7	111405146	111407160	1	2015	1519.3616	457.5808
1_MACS_peak_28297_lociStitched	chr8	50550839	50552853	1	2015	1293.995	412.2658
1_MACS_peak_28526_lociStitched	chr8	80586305	80588319	1	2015	1162.078	408.4392
1_MACS_peak_1061_lociStitched	chr1	68201065	68203078	1	2014	3675.7380000000003	593.2311000000001
1_MACS_peak_7560_lociStitched	chr12	123567696	123569709	1	2014	3051.708	118.1631
1_MACS_peak_13343_lociStitched	chr18	56658652	56660665	1	2014	920.7461999999999	294.0993
1_MACS_peak_14024_lociStitched	chr19	18450356	18452369	1	2014	1119.4293	334.9632
1_MACS_peak_23682_lociStitched	chr5	131720977	131722990	1	2014	1079.3706	532.8411
1_MACS_peak_5484_lociStitched	chr11	80294668	80296680	1	2013	1416.8504	348.47839999999997
1_MACS_peak_14895_lociStitched	chr2	24162549	24164561	1	2013	3044.5584000000003	385.9016
1_MACS_peak_15503_lociStitched	chr2	70724955	70726967	1	2013	1644.6088	305.42159999999996
1_MACS_peak_15539_lociStitched	chr2	73677830	73679842	1	2013	1261.1216	317.896
1_MACS_peak_20327_lociStitched	chr3	124338233	124340245	1	2013	1338.9859999999999	303.61080000000004
1_MACS_peak_22834_lociStitched	chr5	24396875	24398887	1	2013	1331.3403999999998	330.1692
1_MACS_peak_23639_lociStitched	chr5	128429541	128431553	1	2013	2718.8156	351.8988
1_MACS_peak_26266_lociStitched	chr7	7196232	7198244	1	2013	1538.9788	452.49879999999996
1_MACS_peak_30057_lociStitched	chr9	117567556	117569568	1	2013	1896.7124	506.62160000000006
1_MACS_peak_3506_lociStitched	chr10	49700831	49702842	1	2012	1072.4663	309.0907
1_MACS_peak_8553_lociStitched	chr14	56046263	56048274	1	2012	1447.1156	128.9051
1_MACS_peak_10957_lociStitched	chr16	58282760	58284771	1	2012	1648.0145	394.5582
1_MACS_peak_13609_lociStitched	chr19	3034907	3036918	1	2012	1745.3469	467.9597
1_MACS_peak_16970_lociStitched	chr2	228746139	228748150	1	2012	2014.0165000000002	328.5974
1_MACS_peak_17297_lociStitched	chr20	8460171	8462182	1	2012	1988.0746000000001	425.7287
1_MACS_peak_17949_lociStitched	chr20	55153691	55155702	1	2012	2106.9247	235.4881
1_MACS_peak_19256_lociStitched	chr3	12597624	12599635	1	2012	2387.6603	349.5118
1_MACS_peak_21065_lociStitched	chr3	187870924	187872935	1	2012	1721.6171	283.9532
1_MACS_peak_27531_lociStitched	chr7	131206331	131208342	1	2012	3400.1988	564.0855
1_MACS_peak_1727_lociStitched	chr1	153838036	153840046	1	2011	1669.908	638.577
1_MACS_peak_2318_lociStitched	chr1	193406711	193408721	1	2011	1323.585	483.606
1_MACS_peak_3559_lociStitched	chr10	54623472	54625482	1	2011	2801.538	454.66200000000003
1_MACS_peak_3752_lociStitched	chr10	74926784	74928794	1	2011	3784.227	429.135
1_MACS_peak_5049_lociStitched	chr11	59039934	59041944	1	2011	1329.414	317.178
1_MACS_peak_5796_lociStitched	chr11	117398311	117400321	1	2011	949.524	189.54299999999998
1_MACS_peak_9972_lociStitched	chr15	82553846	82555856	1	2011	1887.3899999999999	438.18
1_MACS_peak_16994_lociStitched	chr2	231577146	231579156	1	2011	1413.03	175.473
1_MACS_peak_22336_lociStitched	chr4	147254297	147256307	1	2011	1333.434	572.046
1_MACS_peak_25330_lociStitched	chr6	83703930	83705940	1	2011	1320.5700000000002	304.515
1_MACS_peak_27323_lociStitched	chr7	111824838	111826848	1	2011	1587.9	523.806
1_MACS_peak_27604_lociStitched	chr7	139566633	139568643	1	2011	2095.8269999999998	502.90199999999993
1_MACS_peak_29612_lociStitched	chr9	76907478	76909488	1	2011	1011.834	248.23499999999999
1_MACS_peak_1982_lociStitched	chr1	162466692	162468701	1	2010	4482.079	554.8858
1_MACS_peak_5544_lociStitched	chr11	85903126	85905135	1	2010	1592.1325	458.052
1_MACS_peak_7176_lociStitched	chr12	94710968	94712977	1	2010	1068.9889	425.3053
1_MACS_peak_15613_lociStitched	chr2	85132196	85134205	1	2010	2412.809	413.4522
1_MACS_peak_16045_lociStitched	chr2	121087795	121089804	1	2010	1100.7311000000002	325.2571
1_MACS_peak_23076_lociStitched	chr5	58334217	58336226	1	2010	1786.6037	401.1973
1_MACS_peak_27747_lociStitched	chr7	150939800	150941809	1	2010	1063.7655	476.133
1_MACS_peak_3601_lociStitched	chr10	62537595	62539603	1	2009	2935.4952	298.9912
1_MACS_peak_8592_lociStitched	chr14	61945485	61947493	1	2009	1312.4288	249.39360000000002
1_MACS_peak_9744_lociStitched	chr15	69867683	69869691	1	2009	1110.6248	370.27520000000004
1_MACS_peak_15235_lociStitched	chr2	47747352	47749360	1	2009	1512.8272	321.07919999999996
1_MACS_peak_17567_lociStitched	chr20	32889739	32891747	1	2009	3594.7216	498.1848
1_MACS_peak_18289_lociStitched	chr21	38579336	38581344	1	2009	1756.3976	360.2352
1_MACS_peak_21382_lociStitched	chr4	14727554	14729562	1	2009	2325.0632	349.1912
1_MACS_peak_1208_lociStitched	chr1	89828218	89830225	1	2008	1649.5533	353.6334
