#01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_ROSE/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam
#Using cutoff of 15118.2684 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
1_MACS_peak_16238_lociStitched	chr2	151259002	151261468	1	2467	3260.7918	599.9778	10612	0
1_MACS_peak_16172_lociStitched	chr2	136995225	136997691	1	2467	2755.0152	559.5354	10613	0
1_MACS_peak_12929_lociStitched	chr18	9474494	9476960	1	2467	2660.3208	470.7594	10614	0
1_MACS_peak_11508_lociStitched	chr17	7338289	7340755	1	2467	3528.846	792.3258	10615	0
1_MACS_peak_9920_lociStitched	chr15	78994717	78997183	1	2467	2215.4544	593.073	10616	0
1_MACS_peak_8109_lociStitched	chr13	97634662	97637128	1	2467	1875.6396	418.4802	10617	0
1_MACS_peak_3665_lociStitched	chr10	70359395	70361861	1	2467	2451.6972	483.8292	10618	0
1_MACS_peak_3085_lociStitched	chr10	4374552	4377018	1	2467	2338.5078	484.569	10619	0
1_MACS_peak_24895_lociStitched	chr6	34758816	34761281	1	2466	3177.1385	517.8965	10620	0
1_MACS_peak_18422_lociStitched	chr21	46960824	46963289	1	2466	4068.4825	463.913	10621	0
1_MACS_peak_9308_lociStitched	chr15	40452293	40454758	1	2466	2880.599	563.2525	10622	0
1_MACS_peak_1640_lociStitched	chr1	150038257	150040722	1	2466	5371.728	820.1055	10623	0
1_MACS_peak_1226_lociStitched	chr1	91486184	91488649	1	2466	6010.4095	598.995	10624	0
1_MACS_peak_30792_lociStitched	chrX	47419288	47421752	1	2465	4014.8416	306.5216	10625	0
1_MACS_peak_28790_lociStitched	chr8	117777607	117780071	1	2465	3999.072	614.2752	10626	0
1_MACS_peak_28697_lociStitched	chr8	103208578	103211042	1	2465	1701.6384	397.1968	10627	0
1_MACS_peak_26353_lociStitched	chr7	20103858	20106322	1	2465	2160.928	654.192	10628	0
1_MACS_peak_24576_lociStitched	chr6	18154607	18157071	1	2465	1869.1904	441.5488	10629	0
1_MACS_peak_23630_lociStitched	chr5	126365024	126367488	1	2465	3011.9936	481.9584	10630	0
1_MACS_peak_23564_lociStitched	chr5	119722508	119724972	1	2465	1244.0736	366.8896	10631	0
1_MACS_peak_15896_lociStitched	chr2	110652531	110654995	1	2465	1564.3936	396.4576	10632	0
1_MACS_peak_15418_lociStitched	chr2	65453824	65456288	1	2465	4104.7776	463.4784	10633	0
1_MACS_peak_12692_lociStitched	chr17	75685658	75688122	1	2465	2489.6256	401.3856	10634	0
1_MACS_peak_5343_lociStitched	chr11	70048604	70051068	1	2465	4488.6688	461.0144	10635	0
1_MACS_peak_23258_lociStitched	chr5	77589490	77591953	1	2464	3279.2382	583.2384	10636	0
1_MACS_peak_19726_lociStitched	chr3	49506446	49508909	1	2464	5049.3963	714.27	10637	0
1_MACS_peak_15257_lociStitched	chr2	54013053	54015516	1	2464	3421.5996	607.1295	10638	0
1_MACS_peak_6939_lociStitched	chr12	68041664	68044127	1	2464	2455.1184	347.7756	10639	0
1_MACS_peak_26149_lociStitched	chr6	169955837	169958299	1	2463	3716.6352	304.7956	10640	0
1_MACS_peak_8859_lociStitched	chr14	91525901	91528363	1	2463	1881.2142	372.993	10641	0
1_MACS_peak_2939_lociStitched	chr1	236957715	236960177	1	2463	6402.1848	672.6184	10642	0
1_MACS_peak_23201_lociStitched	chr5	72743179	72745640	1	2462	2173.3091	154.0586	10643	0
1_MACS_peak_17937_lociStitched	chr20	53249144	53251605	1	2462	3192.4092	495.1532	10644	0
1_MACS_peak_17241_lociStitched	chr20	4645038	4647499	1	2462	4006.7541	414.4324	10645	0
1_MACS_peak_5713_lociStitched	chr11	111141916	111144377	1	2462	2104.155	429.4445	10646	0
1_MACS_peak_29470_lociStitched	chr9	38317838	38320298	1	2461	3362.082	517.83	10647	0
1_MACS_peak_25480_lociStitched	chr6	99780149	99782609	1	2461	1546.848	441.078	10648	0
1_MACS_peak_14053_lociStitched	chr19	19515596	19518056	1	2461	1620.648	435.912	10649	0
1_MACS_peak_12628_lociStitched	chr17	73974341	73976801	1	2461	6165.498	713.4	10650	0
1_MACS_peak_9686_lociStitched	chr15	66585105	66587565	1	2461	4043.994	393.6	10651	0
1_MACS_peak_8787_lociStitched	chr14	77786439	77788899	1	2461	3212.514	233.7	10652	0
1_MACS_peak_7226_lociStitched	chr12	98667418	98669878	1	2461	2631.954	444.276	10653	0
1_MACS_peak_4790_lociStitched	chr11	24767928	24770388	1	2461	3619.644	320.046	10654	0
1_MACS_peak_30610_lociStitched	chrX	19646933	19649392	1	2460	1574.0059	236.064	10655	0
1_MACS_peak_26066_lociStitched	chr6	158401634	158404093	1	2460	1900.3152	280.326	10656	0
1_MACS_peak_14440_lociStitched	chr19	47362986	47365445	1	2460	3426.1247	510.9802	10657	0
1_MACS_peak_8205_lociStitched	chr13	112024295	112026754	1	2460	3848.5809	420.489	10658	0
1_MACS_peak_2702_lociStitched	chr1	221218759	221221218	1	2460	3071.5369	590.6518	10659	0
1_MACS_peak_29930_lociStitched	chr9	107902661	107905119	1	2459	1698.7238	475.3772	10660	0
1_MACS_peak_29667_lociStitched	chr9	86237050	86239508	1	2459	3654.3086	317.082	10661	0
1_MACS_peak_23349_lociStitched	chr5	88366568	88369026	1	2459	1977.7068	398.9334	10662	0
1_MACS_peak_23273_lociStitched	chr5	78808892	78811350	1	2459	4773.436	385.4144	10663	0
1_MACS_peak_13301_lociStitched	chr18	54517615	54520073	1	2459	2039.1568	371.6496	10664	0
1_MACS_peak_9914_lociStitched	chr15	78729250	78731708	1	2459	4245.9492	562.3904	10665	0
1_MACS_peak_8925_lociStitched	chr14	95622566	95625024	1	2459	2005.728	192.953	10666	0
1_MACS_peak_6804_lociStitched	chr12	56861219	56863677	1	2459	3749.1874	556.2454	10667	0
1_MACS_peak_30479_lociStitched	chrX	6120534	6122991	1	2458	2227.2705	245.4543	10668	0
1_MACS_peak_26363_lociStitched	chr7	20322695	20325152	1	2458	2144.961	386.2404	10669	0
1_MACS_peak_24559_lociStitched	chr6	16420141	16422598	1	2458	2323.3392	414.9873	10670	0
1_MACS_peak_22257_lociStitched	chr4	139162227	139164684	1	2458	3022.8471	354.5451	10671	0
1_MACS_peak_21154_lociStitched	chr3	196043656	196046113	1	2458	5892.3774	741.0312	10672	0
1_MACS_peak_16462_lociStitched	chr2	175628246	175630703	1	2458	2411.2998	482.8005	10673	0
1_MACS_peak_6044_lociStitched	chr12	497164	499621	1	2458	4361.175	441.7686	10674	0
1_MACS_peak_30764_lociStitched	chrX	45709178	45711634	1	2457	1514.6152	304.7896	10675	0
1_MACS_peak_20883_lociStitched	chr3	176993988	176996444	1	2457	2148.0176	513.7952	10676	0
1_MACS_peak_12034_lociStitched	chr17	40073877	40076333	1	2457	2910.36	395.6616	10677	0
1_MACS_peak_10102_lociStitched	chr15	90775739	90778195	1	2457	2828.3296	501.7608	10678	0
1_MACS_peak_31136_lociStitched	chrX	107333450	107335905	1	2456	2321.2025	313.9945	10679	0
1_MACS_peak_30971_lociStitched	chrX	70501949	70504404	1	2456	3532.9905	371.9325	10680	0
1_MACS_peak_27294_lociStitched	chr7	107530536	107532991	1	2456	6159.3495	894.8475	10681	0
1_MACS_peak_14820_lociStitched	chr2	15281266	15283721	1	2456	3095.0185	560.9675	10682	0
1_MACS_peak_10812_lociStitched	chr16	32779950	32782405	1	2456	1345.5855	425.9425	10683	0
1_MACS_peak_2069_lociStitched	chr1	169336135	169338590	1	2456	4141.8305	1028.3995	10684	0
2_MACS_peak_9153_lociStitched	chr15	29130486	29139234	2	2456	1741.7268	696.3408	10685	0
1_MACS_peak_26885_lociStitched	chr7	74187466	74189920	1	2455	3410.3238	604.6656	10686	0
1_MACS_peak_24075_lociStitched	chr5	159199413	159201867	1	2455	4291.0644	525.8922	10687	0
1_MACS_peak_20492_lociStitched	chr3	136967121	136969575	1	2455	1589.2104	394.1124	10688	0
1_MACS_peak_18098_lociStitched	chr21	18884101	18886555	1	2455	2573.2644	425.769	10689	0
1_MACS_peak_10945_lociStitched	chr16	57681073	57683527	1	2455	3097.6842	437.3028	10690	0
1_MACS_peak_9478_lociStitched	chr15	49912230	49914684	1	2455	2420.871	413.7444	10691	0
1_MACS_peak_2757_lociStitched	chr1	225964406	225966860	1	2455	6281.7492	1044.177	10692	0
1_MACS_peak_2066_lociStitched	chr1	169074306	169076760	1	2455	2924.9226	441.9654	10693	0
2_MACS_peak_14063_lociStitched	chr19	20348361	20355939	2	2455	1823.2668	779.0184	10694	0
1_MACS_peak_22615_lociStitched	chr4	186455523	186457976	1	2454	3012.7746	479.8068	10695	0
1_MACS_peak_19335_lociStitched	chr3	17222496	17224949	1	2454	1246.6146	430.7468	10696	0
1_MACS_peak_13116_lociStitched	chr18	34252226	34254679	1	2454	1422.4947	554.378	10697	0
1_MACS_peak_4497_lociStitched	chr11	776069	778522	1	2454	2677.9401	276.9437	10698	0
1_MACS_peak_922_lociStitched	chr1	55827940	55830393	1	2454	1898.1314	423.8784	10699	0
1_MACS_peak_213_lociStitched	chr1	15545069	15547522	1	2454	1392.8134	339.2499	10700	0
1_MACS_peak_30114_lociStitched	chr9	124469244	124471696	1	2453	2238.9212	389.3776	10701	0
1_MACS_peak_24321_lociStitched	chr6	1178659	1181111	1	2453	1726.6984	332.7364	10702	0
1_MACS_peak_17950_lociStitched	chr20	55203308	55205760	1	2453	2351.9584	465.88	10703	0
1_MACS_peak_14974_lociStitched	chr2	27937722	27940174	1	2453	1322.6088	316.308	10704	0
1_MACS_peak_12442_lociStitched	chr17	61903520	61905972	1	2453	5029.2972	700.046	10705	0
1_MACS_peak_11356_lociStitched	chr17	1358319	1360771	1	2453	3465.6568	483.044	10706	0
1_MACS_peak_9144_lociStitched	chr15	28565651	28568103	1	2453	2102.8352	325.6256	10707	0
1_MACS_peak_5794_lociStitched	chr11	117101892	117104344	1	2453	3014.4888	237.3536	10708	0
1_MACS_peak_567_lociStitched	chr1	36003443	36005895	1	2453	2055.0212	397.9596	10709	0
1_MACS_peak_23489_lociStitched	chr5	109388621	109391072	1	2452	2044.3791	491.6706	10710	0
1_MACS_peak_23366_lociStitched	chr5	89704446	89706897	1	2452	5340.2388	466.6704	10711	0
1_MACS_peak_23091_lociStitched	chr5	59816578	59819029	1	2452	1575.0126	431.6211	10712	0
1_MACS_peak_20953_lociStitched	chr3	182446779	182449230	1	2452	2519.1378	717.4077	10713	0
1_MACS_peak_20145_lociStitched	chr3	109326051	109328502	1	2452	1614.2286	454.1703	10714	0
1_MACS_peak_19276_lociStitched	chr3	13492443	13494894	1	2452	3603.4602	643.1424	10715	0
1_MACS_peak_16665_lociStitched	chr2	198345468	198347919	1	2452	1655.6505	507.1119	10716	0
1_MACS_peak_16473_lociStitched	chr2	176960729	176963180	1	2452	4125.5232	389.4639	10717	0
1_MACS_peak_3241_lociStitched	chr10	16858372	16860823	1	2452	2410.8036	543.1416	10718	0
1_MACS_peak_23161_lociStitched	chr5	68484197	68486647	1	2451	3828.37	696.535	10719	0
1_MACS_peak_21230_lociStitched	chr4	2697427	2699877	1	2451	2375.52	492.94	10720	0
1_MACS_peak_20347_lociStitched	chr3	125649114	125651564	1	2451	1782.62	465.5	10721	0
1_MACS_peak_18658_lociStitched	chr22	28314072	28316522	1	2451	3456.215	509.6	10722	0
1_MACS_peak_7871_lociStitched	chr13	44771152	44773602	1	2451	2211.37	298.41	10723	0
1_MACS_peak_6207_lociStitched	chr12	9916407	9918857	1	2451	2654.33	589.225	10724	0
1_MACS_peak_4288_lociStitched	chr10	116580832	116583282	1	2451	2790.06	335.65	10725	0
1_MACS_peak_3389_lociStitched	chr10	32634615	32637065	1	2451	10926.755	544.88	10726	0
1_MACS_peak_1877_lociStitched	chr1	158302524	158304974	1	2451	1198.785	474.81	10727	0
1_MACS_peak_1484_lociStitched	chr1	120683936	120686386	1	2451	1891.645	600.985	10728	0
1_MACS_peak_26435_lociStitched	chr7	25163592	25166041	1	2450	3754.5619	778.0473	10729	0
1_MACS_peak_23073_lociStitched	chr5	57754792	57757241	1	2450	4322.485	538.2902	10730	0
1_MACS_peak_22593_lociStitched	chr4	185954120	185956569	1	2450	2627.777	460.412	10731	0
1_MACS_peak_20835_lociStitched	chr3	171987825	171990274	1	2450	1632.9932	674.9444	10732	0
1_MACS_peak_18768_lociStitched	chr22	35794757	35797206	1	2450	5375.7999	569.1476	10733	0
1_MACS_peak_16935_lociStitched	chr2	225833779	225836228	1	2450	2903.2895	435.922	10734	0
1_MACS_peak_15914_lociStitched	chr2	111489312	111491761	1	2450	2523.6945	385.9624	10735	0
1_MACS_peak_30341_lociStitched	chr9	135818673	135821121	1	2449	4105.7856	336.3552	10736	0
1_MACS_peak_30257_lociStitched	chr9	131485336	131487784	1	2449	2792.6784	602.6976	10737	0
1_MACS_peak_6014_lociStitched	chr11	131248048	131250496	1	2449	2595.8592	485.928	10738	0
1_MACS_peak_5624_lociStitched	chr11	101874350	101876798	1	2449	1461.2112	343.4544	10739	0
1_MACS_peak_2250_lociStitched	chr1	184941847	184944295	1	2449	4321.4544	576.9936	10740	0
1_MACS_peak_24916_lociStitched	chr6	35655142	35657589	1	2448	3128.9789	539.8082	10741	0
1_MACS_peak_22243_lociStitched	chr4	131735169	131737616	1	2448	2564.7007	338.4201	10742	0
1_MACS_peak_18002_lociStitched	chr20	59394958	59397405	1	2448	1776.2773	425.5333	10743	0
1_MACS_peak_17863_lociStitched	chr20	49346668	49349115	1	2448	2033.7017	523.9027	10744	0
1_MACS_peak_8927_lociStitched	chr14	95730483	95732930	1	2448	1327.4975	242.253	10745	0
1_MACS_peak_7283_lociStitched	chr12	104457003	104459450	1	2448	3463.9732	584.833	10746	0
1_MACS_peak_6981_lociStitched	chr12	71742763	71745210	1	2448	1492.9147	420.1499	10747	0
1_MACS_peak_498_lociStitched	chr1	31894947	31897394	1	2448	1514.4483	541.0317	10748	0
1_MACS_peak_428_lociStitched	chr1	27560023	27562470	1	2448	1312.3261	435.566	10749	0
1_MACS_peak_30411_lociStitched	chr9	140082153	140084599	1	2447	3401.163	550.35	10750	0
1_MACS_peak_29093_lociStitched	chr8	145264549	145266995	1	2447	1438.9818	518.7966	10751	0
1_MACS_peak_28341_lociStitched	chr8	55419872	55422318	1	2447	2898.0208	431.719	10752	0
1_MACS_peak_13386_lociStitched	chr18	61033186	61035632	1	2447	2781.3466	379.13	10753	0
1_MACS_peak_12082_lociStitched	chr17	41131491	41133937	1	2447	3987.4692	696.8654	10754	0
1_MACS_peak_11127_lociStitched	chr16	71756410	71758856	1	2447	2537.9696	467.9198	10755	0
1_MACS_peak_7195_lociStitched	chr12	95866617	95869063	1	2447	3631.3316	636.9384	10756	0
1_MACS_peak_5546_lociStitched	chr11	85954888	85957334	1	2447	6671.9542	735.2676	10757	0
1_MACS_peak_5543_lociStitched	chr11	85893428	85895874	1	2447	2987.5444	561.357	10758	0
1_MACS_peak_1981_lociStitched	chr1	162413422	162415868	1	2447	2172.2926	608.3202	10759	0
1_MACS_peak_19120_lociStitched	chr22	50698619	50701064	1	2446	1599.2745	394.3785	10760	0
1_MACS_peak_15754_lociStitched	chr2	97404792	97407237	1	2446	2529.108	591.9345	10761	0
1_MACS_peak_13246_lociStitched	chr18	48555497	48557942	1	2446	3491.2155	388.0215	10762	0
1_MACS_peak_11410_lociStitched	chr17	3597705	3600150	1	2446	2466.7605	455.5035	10763	0
1_MACS_peak_10366_lociStitched	chr16	3766316	3768761	1	2446	4217.136	472.1295	10764	0
2_MACS_peak_7422_lociStitched	chr12	112563054	112569190	2	2446	2079.4904	709.9352	10765	0
2_MACS_peak_10448_lociStitched	chr16	11318628	11327381	2	2446	1902.9022	1375.9716	10766	0
1_MACS_peak_26498_lociStitched	chr7	30386667	30389111	1	2445	3433.0868	460.2052	10767	0
1_MACS_peak_24890_lociStitched	chr6	34451663	34454107	1	2445	2608.2368	364.156	10768	0
1_MACS_peak_19914_lociStitched	chr3	67703814	67706258	1	2445	4540.4632	571.896	10769	0
1_MACS_peak_12582_lociStitched	chr17	72868279	72870723	1	2445	3748.1184	614.4216	10770	0
1_MACS_peak_11956_lociStitched	chr17	36980274	36982718	1	2445	7296.8064	634.4624	10771	0
1_MACS_peak_6851_lociStitched	chr12	58175023	58177467	1	2445	2303.2256	492.7104	10772	0
1_MACS_peak_29213_lociStitched	chr9	6428197	6430640	1	2444	3027.6099	411.6455	10773	0
1_MACS_peak_28628_lociStitched	chr8	96111588	96114031	1	2444	2102.4458	307.0851	10774	0
1_MACS_peak_24452_lociStitched	chr6	10625970	10628413	1	2444	2342.837	491.7759	10775	0
1_MACS_peak_18411_lociStitched	chr21	45757973	45760416	1	2444	6023.2165	625.8966	10776	0
1_MACS_peak_17505_lociStitched	chr20	30422996	30425439	1	2444	1729.3997	488.6	10777	0
1_MACS_peak_10185_lociStitched	chr15	99494620	99497063	1	2444	2842.1862	364.007	10778	0
1_MACS_peak_9674_lociStitched	chr15	65577979	65580422	1	2444	2224.1072	474.4306	10779	0
1_MACS_peak_8829_lociStitched	chr14	88080543	88082986	1	2444	2162.7879	239.6583	10780	0
1_MACS_peak_8124_lociStitched	chr13	99505167	99507610	1	2444	2710.9971	459.5283	10781	0
1_MACS_peak_7742_lociStitched	chr13	28621116	28623559	1	2444	1743.3248	316.8571	10782	0
1_MACS_peak_6725_lociStitched	chr12	53573215	53575658	1	2444	2712.2186	433.1439	10783	0
1_MACS_peak_2421_lociStitched	chr1	202926125	202928568	1	2444	4147.9697	682.3299	10784	0
2_MACS_peak_24598_lociStitched	chr6	20680995	20689899	2	2444	1849.3608	1139.712	10785	0
1_MACS_peak_27603_lociStitched	chr7	139554070	139556512	1	2443	4124.0496	864.9564	10786	0
1_MACS_peak_26422_lociStitched	chr7	24771758	24774200	1	2443	2819.289	499.389	10787	0
1_MACS_peak_24519_lociStitched	chr6	13813663	13816105	1	2443	4085.7102	442.7346	10788	0
1_MACS_peak_23239_lociStitched	chr5	75816277	75818719	1	2443	2123.0748	378.0216	10789	0
1_MACS_peak_21378_lociStitched	chr4	13706341	13708783	1	2443	3185.589	459.5844	10790	0
1_MACS_peak_15801_lociStitched	chr2	101178067	101180509	1	2443	4139.19	610.5	10791	0
1_MACS_peak_9859_lociStitched	chr15	75870101	75872543	1	2443	2394.6252	433.2108	10792	0
1_MACS_peak_8694_lociStitched	chr14	71107171	71109613	1	2443	1411.9644	249.8166	10793	0
1_MACS_peak_3173_lociStitched	chr10	12407224	12409666	1	2443	4745.0502	537.9726	10794	0
1_MACS_peak_22139_lociStitched	chr4	116936108	116938549	1	2442	1747.756	304.6368	10795	0
1_MACS_peak_12349_lociStitched	chr17	55617051	55619492	1	2442	1579.0829	349.3071	10796	0
1_MACS_peak_6656_lociStitched	chr12	49657597	49660038	1	2442	3795.755	468.4279	10797	0
2_MACS_peak_17857_lociStitched	chr20	48782004	48789746	2	2442	1820.9184	1085.4284	10798	0
1_MACS_peak_16093_lociStitched	chr2	129554892	129557332	1	2441	1729.96	409.676	10799	0
1_MACS_peak_11970_lociStitched	chr17	37616913	37619353	1	2441	4147.756	564.86	10800	0
1_MACS_peak_9447_lociStitched	chr15	47238326	47240766	1	2441	2803.072	399.428	10801	0
1_MACS_peak_6850_lociStitched	chr12	58164785	58167225	1	2441	4151.904	465.064	10802	0
1_MACS_peak_4770_lociStitched	chr11	20274470	20276910	1	2441	2322.636	526.552	10803	0
1_MACS_peak_11044_lociStitched	chr16	68001147	68003586	1	2440	2509.731	345.1185	10804	0
1_MACS_peak_9018_lociStitched	chr14	104094023	104096462	1	2440	3573.3789	167.5593	10805	0
1_MACS_peak_29244_lociStitched	chr9	11456941	11459379	1	2439	3067.004	520.0254	10806	0
1_MACS_peak_14302_lociStitched	chr19	41902462	41904900	1	2439	5475.748	531.2402	10807	0
1_MACS_peak_7248_lociStitched	chr12	101738449	101740887	1	2439	2430.1984	427.869	10808	0
1_MACS_peak_505_lociStitched	chr1	32070239	32072677	1	2439	2180.791	536.1162	10809	0
1_MACS_peak_25650_lociStitched	chr6	116891414	116893851	1	2438	3568.2554	656.5278	10810	0
1_MACS_peak_25223_lociStitched	chr6	70251362	70253799	1	2438	1264.5593	370.9114	10811	0
1_MACS_peak_24094_lociStitched	chr5	160261609	160264046	1	2438	1442.704	463.5174	10812	0
1_MACS_peak_22169_lociStitched	chr4	122033851	122036288	1	2438	1620.8487	479.6016	10813	0
1_MACS_peak_21157_lociStitched	chr3	196244055	196246492	1	2438	1982.0121	813.958	10814	0
1_MACS_peak_17821_lociStitched	chr20	47156915	47159352	1	2438	1866.9857	279.5239	10815	0
1_MACS_peak_16399_lociStitched	chr2	170440121	170442558	1	2438	7100.4432	470.5847	10816	0
1_MACS_peak_11085_lociStitched	chr16	69725126	69727563	1	2438	3494.4143	448.1643	10817	0
1_MACS_peak_30617_lociStitched	chrX	19873912	19876348	1	2437	2283.9936	332.514	10818	0
1_MACS_peak_19980_lociStitched	chr3	73551628	73554064	1	2437	1641.6204	546.6384	10819	0
1_MACS_peak_17605_lociStitched	chr20	34637387	34639823	1	2437	5445.9216	467.9556	10820	0
1_MACS_peak_15981_lociStitched	chr2	113521252	113523688	1	2437	2163.168	474.2892	10821	0
1_MACS_peak_15361_lociStitched	chr2	62931542	62933978	1	2437	2374.8564	527.6376	10822	0
1_MACS_peak_6499_lociStitched	chr12	32664216	32666652	1	2437	2338.3164	460.1604	10823	0
1_MACS_peak_3052_lociStitched	chr10	1160382	1162818	1	2437	2014.8156	385.8624	10824	0
1_MACS_peak_2033_lociStitched	chr1	166967775	166970211	1	2437	1733.9448	907.41	10825	0
1_MACS_peak_22256_lociStitched	chr4	139110454	139112889	1	2436	1697.195	255.675	10826	0
1_MACS_peak_17741_lociStitched	chr20	43149219	43151654	1	2436	4543.223	457.5365	10827	0
1_MACS_peak_16875_lociStitched	chr2	219133729	219136164	1	2436	2106.0315	480.182	10828	0
1_MACS_peak_8505_lociStitched	chr14	52117073	52119508	1	2436	2250.1835	189.1995	10829	0
1_MACS_peak_30863_lociStitched	chrX	52963018	52965452	1	2435	4416.0062	298.6518	10830	0
1_MACS_peak_30701_lociStitched	chrX	39017353	39019787	1	2435	1955.9624	242.6698	10831	0
1_MACS_peak_28797_lociStitched	chr8	119122795	119125229	1	2435	2740.9274	382.3814	10832	0
1_MACS_peak_26875_lociStitched	chr7	73667656	73670090	1	2435	3462.8518	560.7936	10833	0
1_MACS_peak_26468_lociStitched	chr7	28854039	28856473	1	2435	3085.8252	441.5276	10834	0
1_MACS_peak_26014_lociStitched	chr6	152011208	152013642	1	2435	3500.5788	415.4838	10835	0
1_MACS_peak_25667_lociStitched	chr6	118190718	118193152	1	2435	2860.4368	462.9468	10836	0
1_MACS_peak_25193_lociStitched	chr6	57704838	57707272	1	2435	1401.984	485.8264	10837	0
1_MACS_peak_25034_lociStitched	chr6	43336186	43338620	1	2435	2705.6344	362.4226	10838	0
1_MACS_peak_23367_lociStitched	chr5	89768854	89771288	1	2435	3412.2246	367.7774	10839	0
1_MACS_peak_20997_lociStitched	chr3	184428159	184430593	1	2435	6121.9968	872.8324	10840	0
1_MACS_peak_19836_lociStitched	chr3	56834278	56836712	1	2435	2106.627	512.1136	10841	0
1_MACS_peak_18094_lociStitched	chr21	17873740	17876174	1	2435	1916.0448	345.628	10842	0
1_MACS_peak_6971_lociStitched	chr12	70131669	70134103	1	2435	3971.8012	538.1574	10843	0
1_MACS_peak_3308_lociStitched	chr10	24712852	24715286	1	2435	2473.4308	343.9242	10844	0
1_MACS_peak_2205_lociStitched	chr1	182807543	182809977	1	2435	5133.7928	819.2844	10845	0
1_MACS_peak_22397_lociStitched	chr4	154386695	154389128	1	2434	2224.0053	379.548	10846	0
1_MACS_peak_7429_lociStitched	chr12	113375847	113378280	1	2434	1489.7259	310.2075	10847	0
1_MACS_peak_4406_lociStitched	chr10	127729239	127731672	1	2434	1858.0821	285.8775	10848	0
1_MACS_peak_1087_lociStitched	chr1	71545616	71548049	1	2434	5176.9374	414.0966	10849	0
1_MACS_peak_30043_lociStitched	chr9	117159169	117161601	1	2433	4035.1744	547.6864	10850	0
1_MACS_peak_28867_lociStitched	chr8	125549934	125552366	1	2433	5111.8208	587.328	10851	0
1_MACS_peak_27131_lociStitched	chr7	99868360	99870792	1	2433	1856.832	296.4608	10852	0
1_MACS_peak_25972_lociStitched	chr6	145468353	145470785	1	2433	1771.712	263.1424	10853	0
1_MACS_peak_25077_lociStitched	chr6	45344407	45346839	1	2433	4422.592	416.1152	10854	0
1_MACS_peak_18842_lociStitched	chr22	38141027	38143459	1	2433	2589.3504	434.112	10855	0
1_MACS_peak_18686_lociStitched	chr22	30162123	30164555	1	2433	3549.504	661.504	10856	0
1_MACS_peak_12978_lociStitched	chr18	12990114	12992546	1	2433	3117.824	601.92	10857	0
1_MACS_peak_9996_lociStitched	chr15	84596201	84598633	1	2433	1814.5152	418.5472	10858	0
1_MACS_peak_9467_lociStitched	chr15	49446629	49449061	1	2433	3178.8672	624.2944	10859	0
1_MACS_peak_3918_lociStitched	chr10	88280165	88282597	1	2433	3924.2752	337.0752	10860	0
1_MACS_peak_2009_lociStitched	chr1	165363252	165365684	1	2433	1126.2592	602.6496	10861	0
1_MACS_peak_21307_lociStitched	chr4	8534939	8537370	1	2432	2935.4325	499.5705	10862	0
1_MACS_peak_9684_lociStitched	chr15	66124368	66126799	1	2432	3696.0924	412.0545	10863	0
1_MACS_peak_7920_lociStitched	chr13	50068859	50071290	1	2432	2820.6893	199.5851	10864	0
1_MACS_peak_5016_lociStitched	chr11	57297092	57299523	1	2432	2411.552	440.9834	10865	0
1_MACS_peak_28389_lociStitched	chr8	61614415	61616845	1	2431	2006.694	419.418	10866	0
1_MACS_peak_28342_lociStitched	chr8	55578721	55581151	1	2431	1725.057	292.086	10867	0
1_MACS_peak_21626_lociStitched	chr4	54230966	54233396	1	2431	3385.962	460.485	10868	0
1_MACS_peak_19705_lociStitched	chr3	48981718	48984148	1	2431	1625.427	510.543	10869	0
1_MACS_peak_18741_lociStitched	chr22	33118434	33120864	1	2431	2850.147	359.64	10870	0
1_MACS_peak_17467_lociStitched	chr20	24972264	24974694	1	2431	3614.382	376.407	10871	0
1_MACS_peak_12839_lociStitched	chr17	80820843	80823273	1	2431	2560.005	418.203	10872	0
1_MACS_peak_6163_lociStitched	chr12	7340991	7343421	1	2431	2387.475	380.295	10873	0
1_MACS_peak_2126_lociStitched	chr1	175142780	175145210	1	2431	1780.947	496.935	10874	0
1_MACS_peak_29320_lociStitched	chr9	27572397	27574826	1	2430	1954.1305	221.5248	10875	0
1_MACS_peak_26986_lociStitched	chr7	82187750	82190179	1	2430	2414.426	360.4636	10876	0
1_MACS_peak_26916_lociStitched	chr7	75290863	75293292	1	2430	3754.0195	532.9226	10877	0
1_MACS_peak_26251_lociStitched	chr7	6486138	6488567	1	2430	2242.4528	410.501	10878	0
1_MACS_peak_11926_lociStitched	chr17	35799976	35802405	1	2430	2487.7818	488.7148	10879	0
