REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_13554_lociStitched	chr19	1846945	1865837	4	12131	27172.3636	3827.5192	374	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	374	1
1_MACS_peak_7263_lociStitched	chr12	102870714	102879451	1	8738	25195.7606	1872.3391	375	IGF1		IGF1	375	1
3_MACS_peak_25016_lociStitched	chr6	42737420	42752603	3	11540	26009.9973	2711.6838	376		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	376	1
1_MACS_peak_2810_lociStitched	chr1	228268630	228279933	1	11304	26593.6984	3310.6487	377	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	377	1
4_MACS_peak_18926_lociStitched	chr22	39910558	39929680	4	12833	27199.1328	3946.7808	378	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	378	1
4_MACS_peak_19317_lociStitched	chr3	15834755	15859274	4	17844	27095.9469	3851.9349	379	ANKRD28	ANKRD28	ANKRD28	379	1
1_MACS_peak_15648_lociStitched	chr2	86260829	86267851	1	7023	24936.5264	1711.2614	380	POLR1A	LOC90784	LOC90784	380	1
6_MACS_peak_16638_lociStitched	chr2	197074464	197113734	6	23097	29181.537	6067.215	381	HECW2	STK17B	STK17B	381	1
7_MACS_peak_9088_lociStitched	chr15	21967063	22005784	7	25707	28676.7726	5568.0798	382		LOC646214,CXADRP2	CXADRP2	382	1
1_MACS_peak_5337_lociStitched	chr11	69059546	69067569	1	8024	24762.1872	1664.7725	383	MYEOV		MYEOV	383	1
1_MACS_peak_16458_lociStitched	chr2	175454752	175464465	1	9714	25372.2986	2284.4976	384	WIPF1		WIPF1	384	1
2_MACS_peak_24311_lociStitched	chr6	381083	402110	2	15470	27162.6786	4098.1623	385	IRF4		IRF4	385	1
1_MACS_peak_11816_lociStitched	chr17	29635271	29651049	1	15779	26423.4166	3373.3364	386	NF1,EVI2B,EVI2A	OMG	EVI2B	386	1
2_MACS_peak_21521_lociStitched	chr4	38306766	38322619	2	14367	26314.3947	3294.2534	387			KLF3	387	1
4_MACS_peak_8777_lociStitched	chr14	77487583	77510887	4	18457	25214.928	2237.184	388	C14orf4		C14orf4	388	1
2_MACS_peak_21182_lociStitched	chr3	197449765	197465045	2	12082	27042.544	4093.512	389	KIAA0226	FYTTD1,MIR922	KIAA0226	389	1
2_MACS_peak_2383_lociStitched	chr1	200985758	200997271	2	11435	26091.9119	3147.6542	390	KIF21B		KIF21B	390	1
3_MACS_peak_24471_lociStitched	chr6	11713175	11736559	3	16492	26905.6304	4008.0176	391	C6orf105		C6orf105	391	1
4_MACS_peak_14613_lociStitched	chr19	56145307	56167906	4	11739	26379.8127	3484.7658	392	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	392	1
2_MACS_peak_14234_lociStitched	chr19	39338459	39349136	2	8676	24584.8602	1714.7262	393	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	393	1
3_MACS_peak_13937_lociStitched	chr19	16180343	16198210	3	9476	26071.5264	3208.9132	394	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	394	1
1_MACS_peak_28997_lociStitched	chr8	134507967	134515595	1	7629	24990.8536	2136.6028	395	ST3GAL1		ST3GAL1	395	1
5_MACS_peak_25123_lociStitched	chr6	52148161	52173890	5	17251	27025.7416	4173.2438	396	MCM3	IL17F	MCM3	396	1
3_MACS_peak_21113_lociStitched	chr3	194021053	194034231	3	10676	26301.9702	3554.1066	397	LOC100131551	CPN2	LOC100131551	397	1
4_MACS_peak_10500_lociStitched	chr16	14486389	14504202	4	13156	25502.8721	2834.0483	398			MIR365-1	398	1
5_MACS_peak_12238_lociStitched	chr17	47815795	47842718	5	17163	27302.6143	4641.5252	399	FAM117A	MYST2,SLC35B1	FAM117A	399	1
2_MACS_peak_1810_lociStitched	chr1	155902860	155919055	2	12053	27220.556	4586.424	400	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	400	1
4_MACS_peak_12139_lociStitched	chr17	43504744	43531739	4	18657	26941.01	4340.796	401	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	401	1
4_MACS_peak_5499_lociStitched	chr11	82666305	82690827	4	17950	26844.2334	4244.7582	402			C11orf82	402	1
1_MACS_peak_2766_lociStitched	chr1	226127417	226134780	1	7364	24821.4093	2276.6396	403	LEFTY2	PYCR2	LEFTY2	403	1
2_MACS_peak_7592_lociStitched	chr12	125397954	125413230	2	10825	24553.1148	2022.5424	404	UBC	SCARB1	UBC	404	1
1_MACS_peak_12452_lociStitched	chr17	62196772	62210294	1	13523	25329.4104	2880.186	405	ERN1	SNORD104,SNORA76	ERN1	405	1
2_MACS_peak_4363_lociStitched	chr10	125151302	125163933	2	10388	24881.8069	2436.5199	406			BUB3	406	1
1_MACS_peak_28795_lociStitched	chr8	118449391	118458222	1	8832	24559.8941	2115.9076	407			MED30	407	1
7_MACS_peak_19130_lociStitched	chr22	50962632	50983620	7	15181	25655.7312	3221.658	408	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	408	1
1_MACS_peak_23803_lociStitched	chr5	139046428	139052925	1	6498	24047.9958	1719.1062	409	CXXC5		CXXC5	409	1
3_MACS_peak_294_lociStitched	chr1	22105895	22125055	3	10278	25272.04	2971.716	410	USP48	LDLRAD2	USP48	410	1
3_MACS_peak_21981_lociStitched	chr4	100765794	100783980	3	13148	25925.9616	3646.293	411	DAPP1	MAPKSP1	DAPP1	411	1
3_MACS_peak_16277_lociStitched	chr2	157187920	157207882	3	9492	25493.4702	3287.7414	412	NR4A2		NR4A2	412	1
3_MACS_peak_18380_lociStitched	chr21	44843577	44861562	3	13280	26175.369	3971.088	413	SIK1	C21orf125,C21orf84	SIK1	413	1
2_MACS_peak_2545_lociStitched	chr1	207994614	208006298	2	9739	25772.5672	3604.514	414	LOC148696	MIR29C,MIR29B2	LOC148696	414	1
2_MACS_peak_3126_lociStitched	chr10	6961780	6973215	2	8111	24386.281	2277.852	415			LOC439949	415	1
5_MACS_peak_15376_lociStitched	chr2	64430345	64456526	5	18628	26633.9313	4550.2578	416	LOC150992		LOC150992	416	1
2_MACS_peak_8480_lociStitched	chr14	50465234	50476800	2	9669	23335.5616	1268.7902	417	C14orf182		C14orf182	417	1
4_MACS_peak_11216_lociStitched	chr16	81841222	81857783	4	14892	24104.5355	2089.9982	418	PLCG2		PLCG2	418	1
2_MACS_peak_5307_lociStitched	chr11	67644652	67660001	2	12614	25120.1734	3114.3121	419			LOC645332	419	1
4_MACS_peak_14473_lociStitched	chr19	48879779	48902454	4	12210	26178.2875	4188.0725	420	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	420	1
2_MACS_peak_17522_lociStitched	chr20	31254697	31270963	2	12748	25000.842	3027.1026	421		C20orf203	C20orf203	421	1
3_MACS_peak_17098_lociStitched	chr2	238599641	238613762	3	13929	23384.376	1465.7598	422	LRRFIP1		LRRFIP1	422	1
4_MACS_peak_24955_lociStitched	chr6	37121480	37144449	4	12537	25824.0467	3909.3238	423	PIM1		PIM1	423	1
3_MACS_peak_10091_lociStitched	chr15	90573903	90592529	3	15616	25189.8024	3291.2142	424	ZNF710		ZNF710	424	1
4_MACS_peak_19425_lociStitched	chr3	30680213	30703978	4	20003	26295.9725	4410.784	425	TGFBR2		TGFBR2	425	1
2_MACS_peak_2381_lociStitched	chr1	200850668	200865559	2	11776	25658.6821	3791.2486	426	C1orf106	GPR25	C1orf106	426	1
3_MACS_peak_4149_lociStitched	chr10	104401184	104422061	3	12960	24780.999	2931.1308	427	TRIM8		TRIM8	427	1
2_MACS_peak_12616_lociStitched	chr17	73774089	73782862	2	7510	23829.2226	2018.6673	428	UNK,H3F3B	GALK1	UNK	428	1
4_MACS_peak_29079_lociStitched	chr8	145009184	145027943	4	14604	24630.567	2841.9885	429	PLEC,MIR661	GRINA,PARP10	PLEC	429	1
3_MACS_peak_29977_lociStitched	chr9	112665644	112683466	3	12271	25089.8116	3313.1098	430	PALM2,PALM2-AKAP2		PALM2	430	1
4_MACS_peak_7139_lociStitched	chr12	92929296	92951352	4	17191	26224.584	4477.368	431			CLLU1OS	431	1
3_MACS_peak_458_lociStitched	chr1	28558374	28577530	3	11407	25577.0912	3865.6808	432	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	432	1
2_MACS_peak_18390_lociStitched	chr21	45194881	45210687	2	12601	26122.5762	4436.7442	433	RRP1,CSTB	LOC284837	CSTB	433	1
2_MACS_peak_27553_lociStitched	chr7	134670363	134683165	2	10320	25298.0322	3662.6522	434	AGBL3		AGBL3	434	1
1_MACS_peak_5070_lociStitched	chr11	60601855	60613441	1	11587	24367.6752	2786.433	435	CCDC86	MS4A10,ZP1,GPR44	CCDC86	435	1
1_MACS_peak_18011_lociStitched	chr20	60909168	60917042	1	7875	22803.8914	1225.1944	436	LAMA5	ADRM1,RPS21	LAMA5	436	1
1_MACS_peak_26360_lociStitched	chr7	20254147	20264481	1	10335	24121.6228	2548.3644	437	MACC1		MACC1	437	1
2_MACS_peak_16608_lociStitched	chr2	192529850	192546066	2	10823	24500.7544	2930.2312	438	OBFC2A		OBFC2A	438	1
7_MACS_peak_13855_lociStitched	chr19	12880473	12918555	7	16374	27339.0678	5784.6558	439	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,TNPO2,C19orf43,RTBDN	JUNB	439	1
6_MACS_peak_11025_lociStitched	chr16	67554732	67587466	6	15844	27283.789	5731.7234	440	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	440	1
4_MACS_peak_9632_lociStitched	chr15	63758398	63780867	4	16018	25212.4649	3804.0017	441		USP3	USP3	441	1
3_MACS_peak_27141_lociStitched	chr7	100020505	100034961	3	7185	23530.0312	2133.7056	442	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	442	1
2_MACS_peak_12642_lociStitched	chr17	74257249	74268984	2	9023	23587.35	2199.139	443	FAM100B	RNF157,QRICH2	FAM100B	443	1
1_MACS_peak_15035_lociStitched	chr2	33699123	33706018	1	6896	23233.392	1846.481	444	RASGRP3	RASGRP3	RASGRP3	444	1
3_MACS_peak_19602_lociStitched	chr3	45592851	45617946	3	14918	26021.0055	4687.746	445		LIMD1	LIMD1	445	1
3_MACS_peak_13768_lociStitched	chr19	10329205	10348012	3	13003	24324.9738	3048.6147	446	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	446	1
2_MACS_peak_20343_lociStitched	chr3	125551844	125562657	2	10385	23753.9984	2483.7461	447		MIR548I1	MIR548I1	447	1
6_MACS_peak_9078_lociStitched	chr15	20968709	20998061	6	22371	25550.916	4303.0032	448		BCL8	BCL8	448	1
3_MACS_peak_11391_lociStitched	chr17	2294197	2305903	3	10105	23024.5314	1808.577	449	MNT	LOC284009	MNT	449	1
2_MACS_peak_18376_lociStitched	chr21	44771848	44783962	2	9125	24092.3232	2886.7662	450			SIK1	450	1
1_MACS_peak_25085_lociStitched	chr6	45671611	45684419	1	12809	23666.6224	2500.1216	451			RUNX2	451	1
2_MACS_peak_1642_lociStitched	chr1	150120850	150139567	2	12751	26205.6717	5046.1032	452	PLEKHO1		PLEKHO1	452	1
3_MACS_peak_11715_lociStitched	chr17	20936264	20955966	3	10370	24199.9666	3089.2736	453	USP22		USP22	453	1
1_MACS_peak_16856_lociStitched	chr2	217080026	217089226	1	9201	23447.12	2352.44	454			XRCC5	454	1
2_MACS_peak_28094_lociStitched	chr8	28194929	28207466	2	9051	23673.6171	2642.7996	455	PNOC,ZNF395		PNOC	455	1
2_MACS_peak_1772_lociStitched	chr1	154966289	154979842	2	10626	24314.082	3294.7343	456	LENEP,ZBTB7B	CKS1B,MIR4258,FLAD1,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	456	1
1_MACS_peak_30044_lociStitched	chr9	117209023	117216691	1	7669	22733.3196	1715.3316	457	DFNB31		DFNB31	457	1
3_MACS_peak_20798_lociStitched	chr3	169755042	169776715	3	12377	26330.5277	5325.0561	458	GPR160		GPR160	458	1
1_MACS_peak_18285_lociStitched	chr21	37905104	37916945	1	11842	24107.0919	3120.1035	459	CLDN14		CLDN14	459	1
3_MACS_peak_5977_lociStitched	chr11	129233395	129250166	3	11824	24478.9516	3501.7848	460	BARX2		BARX2	460	1
6_MACS_peak_29889_lociStitched	chr9	101996412	102029792	6	15018	26587.17	5614.516	461		SEC61B,ALG2	SEC61B	461	1
3_MACS_peak_22856_lociStitched	chr5	32275302	32296875	3	20708	25220.9943	4282.2405	462	MTMR12		MTMR12	462	1
1_MACS_peak_18389_lociStitched	chr21	45134549	45141090	1	6542	22596.5386	1660.1058	463	PDXK		PDXK	463	1
3_MACS_peak_5391_lociStitched	chr11	72976713	73002505	3	16175	25425.7536	4503.2832	464	P2RY6	P2RY2,ARHGEF17	P2RY6	464	1
3_MACS_peak_11994_lociStitched	chr17	38251100	38270609	3	16467	24881.7786	4016.9031	465	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	465	1
3_MACS_peak_18874_lociStitched	chr22	39095680	39106292	3	8867	23108.6912	2260.356	466	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	466	1
3_MACS_peak_15421_lociStitched	chr2	65601214	65625169	3	17082	24649.695	3823.218	467	SPRED2	SPRED2	SPRED2	467	1
3_MACS_peak_6584_lociStitched	chr12	46776138	46799300	3	14571	25026.541	4210.8516	468		SLC38A2	SLC38A2	468	1
2_MACS_peak_2139_lociStitched	chr1	177777832	177795825	2	15223	24873.5232	4075.4145	469			SEC16B	469	1
3_MACS_peak_12821_lociStitched	chr17	80405647	80424144	3	9614	24120.088	3327.6103	470	NARF,C17orf62	HEXDC,C17orf101	NARF	470	1
3_MACS_peak_19512_lociStitched	chr3	39247993	39264653	3	13613	24002.062	3220.378	471		XIRP1	XIRP1	471	1
1_MACS_peak_29760_lociStitched	chr9	93951099	93958139	1	7041	22388.608	1617.088	472			LOC100129316	472	1
1_MACS_peak_3068_lociStitched	chr10	3823514	3829436	1	5923	21958.776	1279.152	473	KLF6		KLF6	473	1
3_MACS_peak_25765_lociStitched	chr6	130832786	130851759	3	16751	24175.3966	3521.3888	474			TMEM200A	474	1
5_MACS_peak_13548_lociStitched	chr19	1647751	1672956	5	13153	25661.2105	5008.2335	475	TCF3	UQCR11	TCF3	475	1
2_MACS_peak_25819_lociStitched	chr6	135190415	135204247	2	10167	23377.4632	2749.8016	476			ALDH8A1	476	1
2_MACS_peak_19208_lociStitched	chr3	8695977	8709326	2	13081	23077.7512	2484.2489	477		C3orf32	C3orf32	477	1
1_MACS_peak_21763_lociStitched	chr4	76022694	76030150	1	7457	22275.5456	1755.888	478			PARM1	478	1
2_MACS_peak_5760_lociStitched	chr11	115124153	115137673	2	13400	23021.856	2535.0	479	CADM1		CADM1	479	1
3_MACS_peak_21551_lociStitched	chr4	40301523	40320061	3	13760	24145.745	3679.793	480		CHRNA9	CHRNA9	480	1
4_MACS_peak_11533_lociStitched	chr17	8053464	8067843	4	10670	22977.642	2520.6387	481	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	481	1
1_MACS_peak_28897_lociStitched	chr8	126440869	126449801	1	8933	22481.844	2048.1076	482	TRIB1		TRIB1	482	1
4_MACS_peak_4725_lociStitched	chr11	16966786	16990217	4	15620	24452.5916	4020.7596	483	PLEKHA7		PLEKHA7	483	1
1_MACS_peak_13807_lociStitched	chr19	11199071	11208143	1	9073	22309.8624	1916.9136	484	LDLR		LDLR	484	1
4_MACS_peak_23970_lociStitched	chr5	150512741	150538278	4	18423	25074.7803	4688.5932	485	ANXA6		ANXA6	485	1
3_MACS_peak_18218_lociStitched	chr21	34696119	34712695	3	9430	24757.9136	4372.7488	486	IFNAR1		IFNAR1	486	1
3_MACS_peak_23789_lociStitched	chr5	138738305	138752999	3	9494	23363.46	3038.7192	487	SPATA24,DNAJC18	SLC23A1,MZB1,LOC389333	SPATA24	487	1
1_MACS_peak_4890_lociStitched	chr11	35159461	35169563	1	10103	23263.8958	3010.396	488	CD44		CD44	488	1
3_MACS_peak_24646_lociStitched	chr6	26020066	26035155	3	12270	22915.6643	2664.7174	489	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	489	1
1_MACS_peak_25578_lociStitched	chr6	109214069	109228608	1	14540	23263.8539	3013.9347	490	ARMC2		ARMC2	490	1
1_MACS_peak_13346_lociStitched	chr18	56806251	56812137	1	5887	21652.8282	1413.8172	491	SEC11C		SEC11C	491	1
3_MACS_peak_17749_lociStitched	chr20	43588029	43609552	3	14310	24871.9788	4636.0542	492	STK4,TOMM34	PABPC1L	STK4	492	1
3_MACS_peak_14869_lociStitched	chr2	20610453	20631358	3	17337	23877.691	3650.013	493		RHOB	RHOB	493	1
3_MACS_peak_17607_lociStitched	chr20	34672921	34691335	3	16320	23759.5842	3557.5848	494		EPB41L1,LOC647979	EPB41L1	494	1
4_MACS_peak_29751_lociStitched	chr9	93848898	93866180	4	13646	23323.7872	3143.5958	495		LOC100129316	LOC100129316	495	1
2_MACS_peak_23928_lociStitched	chr5	148204717	148222649	2	12664	23727.6224	3572.0544	496	ADRB2		ADRB2	496	1
1_MACS_peak_1510_lociStitched	chr1	143741476	143746335	1	4860	21682.8016	1568.9711	497	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	497	1
2_MACS_peak_14528_lociStitched	chr19	50369439	50382255	2	8432	22731.7392	2632.4064	498	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	498	1
1_MACS_peak_2342_lociStitched	chr1	197740023	197748748	1	8726	22710.3025	2611.3925	499	DENND1B		DENND1B	499	1
7_MACS_peak_317_lociStitched	chr1	23918135	23962441	7	19456	27132.9944	7053.5152	500	MDS2	ID3	MDS2	500	1
1_MACS_peak_30042_lociStitched	chr9	117145342	117151655	1	6314	21459.1496	1385.0722	501	AKNA		AKNA	501	1
2_MACS_peak_23968_lociStitched	chr5	150459529	150476096	2	12587	23105.9949	3043.3579	502	TNIP1	ANXA6	TNIP1	502	1
3_MACS_peak_25254_lociStitched	chr6	74220361	74234421	3	10929	23113.234	3067.892	503	EEF1A1	MTO1	EEF1A1	503	1
3_MACS_peak_28090_lociStitched	chr8	27933960	27951543	3	14265	23610.4524	3571.1073	504	ELP3,C8orf80		C8orf80	504	1
4_MACS_peak_1720_lociStitched	chr1	153747548	153779145	4	15288	26778.4575	6768.0774	505	SLC27A3,GATAD2B	INTS3	SLC27A3	505	1
1_MACS_peak_157_lociStitched	chr1	11622698	11632929	1	10232	21953.6798	1956.1672	506			FBXO44	506	1
1_MACS_peak_6812_lociStitched	chr12	57076374	57083780	1	7407	21636.629	1647.835	507	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	507	1
2_MACS_peak_12607_lociStitched	chr17	73628542	73644263	2	9470	22484.1742	2524.7926	508	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	508	1
6_MACS_peak_19029_lociStitched	chr22	45629444	45660749	6	14974	24853.0395	4914.885	509	C22orf9	UPK3A,FAM118A,MIR1249,C22orf9	C22orf9	509	1
2_MACS_peak_2208_lociStitched	chr1	183438600	183451395	2	9792	23565.831	3647.8545	510	SMG7		SMG7	510	1
3_MACS_peak_6191_lociStitched	chr12	9573363	9602040	3	16236	24759.7218	4906.6347	511	DDX12		DDX12	511	1
3_MACS_peak_13249_lociStitched	chr18	48677207	48697183	3	12090	23182.148	3341.9848	512		MEX3C	MEX3C	512	1
4_MACS_peak_12576_lociStitched	chr17	72733060	72757048	4	19981	24438.9744	4624.8864	513	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	513	1
3_MACS_peak_15135_lociStitched	chr2	42343270	42361102	3	14547	22908.7704	3099.2016	514		EML4	EML4	514	1
4_MACS_peak_24694_lociStitched	chr6	27098375	27123542	4	12131	24308.8053	4499.8596	515	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BK	515	1
2_MACS_peak_28120_lociStitched	chr8	29409501	29421062	2	10427	21945.0902	2164.2192	516			C8orf75	516	1
1_MACS_peak_6311_lociStitched	chr12	15101039	15116068	1	15030	23062.0005	3318.4032	517	ARHGDIB	PDE6H,ERP27	ARHGDIB	517	1
1_MACS_peak_9757_lociStitched	chr15	70386841	70396916	1	10076	21713.64	2016.0075	518	TLE3	MIR629	TLE3	518	1
2_MACS_peak_25523_lociStitched	chr6	106585119	106598252	2	12079	22327.4133	2656.8059	519		PRDM1	PRDM1	519	1
6_MACS_peak_18547_lociStitched	chr22	22549092	22574420	6	14058	23869.1072	4267.768	520		VPREB1	VPREB1	520	1
4_MACS_peak_8913_lociStitched	chr14	94423928	94447571	4	15476	22344.9993	2749.6809	521		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	521	1
3_MACS_peak_10872_lociStitched	chr16	50713830	50732975	3	13907	23104.186	3511.193	522	NOD2,SNX20	CYLD	NOD2	522	1
2_MACS_peak_30226_lociStitched	chr9	130672340	130681382	2	8890	21226.095	1636.602	523	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	523	1
1_MACS_peak_2774_lociStitched	chr1	226308545	226317104	1	8560	22374.0819	2803.9284	524			ACBD3	524	1
2_MACS_peak_27488_lociStitched	chr7	128572120	128582459	2	8639	22532.8166	2971.4286	525	IRF5	KCP	IRF5	525	1
1_MACS_peak_17713_lociStitched	chr20	42307968	42312597	1	4630	20825.4081	1281.7701	526	MYBL2	GTSF1L	MYBL2	526	1
4_MACS_peak_3873_lociStitched	chr10	81946228	81966377	4	13998	23169.3351	3669.1329	527	ANXA11		ANXA11	527	1
1_MACS_peak_24482_lociStitched	chr6	12007730	12014338	1	6609	20671.8064	1173.5808	528	HIVEP1		HIVEP1	528	1
2_MACS_peak_30174_lociStitched	chr9	128390155	128409808	2	13277	22854.4737	3378.3507	529	MAPKAP1		MAPKAP1	529	1
2_MACS_peak_26444_lociStitched	chr7	25979786	25994652	2	10159	22147.3668	2675.88	530	MIR148A		MIR148A	530	1
1_MACS_peak_17970_lociStitched	chr20	56252810	56259044	1	6235	20910.7062	1477.458	531	PMEPA1		PMEPA1	531	1
2_MACS_peak_1539_lociStitched	chr1	145152535	145174913	2	18355	27289.971	7883.7694	532		NOTCH2NL	NOTCH2NL	532	1
4_MACS_peak_20095_lociStitched	chr3	101487188	101514026	4	13422	24057.5832	4659.0768	533	FAM55C	CEP97,NFKBIZ	FAM55C	533	1
1_MACS_peak_289_lociStitched	chr1	21615370	21623742	1	8373	20971.86	1608.2612	534	ECE1	ECE1	ECE1	534	1
3_MACS_peak_17263_lociStitched	chr20	5570609	5592581	3	18266	23547.3924	4187.8632	535	GPCPD1		GPCPD1	535	1
3_MACS_peak_15739_lociStitched	chr2	96889821	96913362	3	13631	23016.0357	3705.3534	536	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	536	1
1_MACS_peak_28221_lociStitched	chr8	38237283	38245208	1	7926	21074.9525	1812.4475	537	LETM2,WHSC1L1		WHSC1L1	537	1
3_MACS_peak_1701_lociStitched	chr1	152001026	152021797	3	13171	24783.9572	5537.5486	538	S100A11	S100A10,TCHHL1	S100A11	538	1
1_MACS_peak_20856_lociStitched	chr3	174865636	174871919	1	6284	21264.1852	2035.0637	539	NAALADL2		NAALADL2	539	1
3_MACS_peak_16292_lociStitched	chr2	158323603	158337923	3	9311	22283.352	3071.64	540		CYTIP	CYTIP	540	1
2_MACS_peak_20730_lociStitched	chr3	160108120	160123835	2	9265	22411.1615	3205.86	541	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	IFT80	541	1
3_MACS_peak_11632_lociStitched	chr17	17724973	17745828	3	14661	22375.3295	3186.644	542	SREBF1	SMCR5,MIR33B	SREBF1	542	1
1_MACS_peak_25560_lociStitched	chr6	108986263	108997559	1	11297	21268.1088	2080.7232	543	FOXO3		NCRNA00222	543	1
1_MACS_peak_24244_lociStitched	chr5	176851853	176860533	1	8681	21134.932	1949.528	544	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	544	1
2_MACS_peak_13950_lociStitched	chr19	16433243	16442801	2	9425	21179.5722	1997.622	545	KLF2		KLF2	545	1
3_MACS_peak_20428_lociStitched	chr3	130557240	130574406	3	12866	22113.2412	2938.8192	546	ATP2C1	ATP2C1	ATP2C1	546	1
3_MACS_peak_12702_lociStitched	chr17	76137565	76152807	3	13024	21975.9156	2815.1974	547	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	547	1
1_MACS_peak_3231_lociStitched	chr10	15824443	15834978	1	10536	21201.6875	2056.432	548	FAM188A		ITGA8	548	1
2_MACS_peak_14358_lociStitched	chr19	44257283	44272108	2	10227	22022.5375	2881.98	549	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	549	1
4_MACS_peak_24483_lociStitched	chr6	12043590	12062490	4	14383	22048.74	2948.4	550	HIVEP1		HIVEP1	550	1
5_MACS_peak_16087_lociStitched	chr2	129123998	129147438	5	15340	22589.128	3501.936	551		HS6ST1	HS6ST1	551	1
1_MACS_peak_27338_lociStitched	chr7	113723645	113728542	1	4898	20498.3523	1437.7592	552	FOXP2		FOXP2	552	1
1_MACS_peak_1033_lociStitched	chr1	66795120	66803776	1	8657	20811.6208	1800.448	553	PDE4B		PDE4B	553	1
1_MACS_peak_20406_lociStitched	chr3	128994348	129003538	1	9191	20963.309	1959.308	554	COPG,C3orf37	C3orf47,H1FX	C3orf37	554	1
1_MACS_peak_27887_lociStitched	chr8	10820831	10827792	1	6962	20520.3319	1555.0874	555	XKR6		MIR598	555	1
3_MACS_peak_9843_lociStitched	chr15	75352821	75371145	3	14236	21999.7944	3036.2868	556		PPCDC	PPCDC	556	1
3_MACS_peak_21322_lociStitched	chr4	9599077	9611293	3	10129	21204.5328	2241.636	557		MIR548I2	MIR548I2	557	1
1_MACS_peak_2462_lociStitched	chr1	204529104	204536665	1	7562	21332.6054	2370.3735	558		MDM4	MDM4	558	1
3_MACS_peak_10451_lociStitched	chr16	11390904	11408421	3	10475	22388.4777	3429.8286	559		C16orf75,SOCS1,TNP2,PRM3,PRM2,PRM1	PRM1	559	1
2_MACS_peak_12676_lociStitched	chr17	75229033	75244250	2	9939	21471.187	2529.0654	560		SEC14L1,SEPT9	SEPT9	560	1
1_MACS_peak_29023_lociStitched	chr8	137188428	137201626	1	13199	21669.7962	2757.0622	561			KHDRBS3	561	1
1_MACS_peak_17714_lociStitched	chr20	42377688	42382909	1	5222	20456.9222	1560.5569	562		GTSF1L	GTSF1L	562	1
1_MACS_peak_17795_lociStitched	chr20	45978995	45987309	1	8315	20371.7942	1489.8688	563	ZMYND8	LOC100131496	ZMYND8	563	1
