REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_11468_lociStitched	chr17	6059347	6074990	3	13902	33002.0371	2926.8053	377			WSCD1	377	1
2_MACS_peak_6277_lociStitched	chr12	13242120	13256359	2	13884	21757.192	2899.0604	378	GSG1	KIAA1467	GSG1	378	1
3_MACS_peak_10480_lociStitched	chr16	12052338	12072044	3	13873	32313.8988	3688.9632	379	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	379	1
7_MACS_peak_22741_lociStitched	chr5	6708344	6738577	7	13826	20310.5294	4525.8801	380	PAPD7	PAPD7	PAPD7	380	1
3_MACS_peak_2589_lociStitched	chr1	210850084	210873079	3	13804	16519.608	5185.3725	381	KCNH1		HHAT	381	1
1_MACS_peak_18867_lociStitched	chr22	38782059	38795857	1	13799	28367.3082	2439.4864	382	LOC400927	KCNJ4	LOC400927	382	1
2_MACS_peak_5758_lociStitched	chr11	115088270	115102664	2	13795	36693.1848	3103.3464	383	CADM1		CADM1	383	1
3_MACS_peak_21551_lociStitched	chr4	40301523	40320061	3	13760	24145.745	3679.793	384		CHRNA9	CHRNA9	384	1
4_MACS_peak_20174_lociStitched	chr3	111837961	111856536	4	13755	15898.3425	3542.2525	385	GCET2	C3orf52,MIR567	GCET2	385	1
3_MACS_peak_14911_lociStitched	chr2	25623270	25646117	3	13720	34441.8525	4324.9371	386	DTNB		DNMT3A	386	1
4_MACS_peak_13587_lociStitched	chr19	2455110	2480356	4	13705	23976.1262	5210.7744	387	GADD45B,LMNB2	TIMM13	GADD45B	387	1
2_MACS_peak_26368_lociStitched	chr7	20476314	20490618	2	13658	15878.8704	2544.6816	388			ITGB8	388	1
3_MACS_peak_25514_lociStitched	chr6	106226120	106242775	3	13656	14916.218	3540.853	389			PRDM1	389	1
4_MACS_peak_29751_lociStitched	chr9	93848898	93866180	4	13646	23323.7872	3143.5958	390		LOC100129316	LOC100129316	390	1
3_MACS_peak_15739_lociStitched	chr2	96889821	96913362	3	13631	23016.0357	3705.3534	391	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	391	1
3_MACS_peak_19512_lociStitched	chr3	39247993	39264653	3	13613	24002.062	3220.378	392		XIRP1	XIRP1	392	1
2_MACS_peak_2899_lociStitched	chr1	234733261	234750454	2	13590	59073.4287	5020.356	393	IRF2BP2	NCRNA00184	IRF2BP2	393	1
4_MACS_peak_18862_lociStitched	chr22	38700338	38715181	4	13555	19689.2395	2814.2328	394	CSNK1E	TMEM184B	CSNK1E	394	1
3_MACS_peak_378_lociStitched	chr1	25941790	25960089	3	13525	14904.5355	3033.9742	395	MAN1C1		MAN1C1	395	1
1_MACS_peak_12452_lociStitched	chr17	62196772	62210294	1	13523	25329.4104	2880.186	396	ERN1	SNORD104,SNORA76	ERN1	396	1
2_MACS_peak_15949_lociStitched	chr2	112455314	112468933	2	13513	46801.6935	3058.8274	397			ANAPC1	397	1
2_MACS_peak_28123_lociStitched	chr8	29463818	29478107	2	13480	17245.3941	2430.5589	398			C8orf75	398	1
3_MACS_peak_19629_lociStitched	chr3	46245401	46264316	3	13454	36159.8055	4083.7485	399	CCR1	CCR3	CCR1	399	1
3_MACS_peak_28942_lociStitched	chr8	131074303	131094568	3	13446	14244.2685	2972.8755	400	ASAP1		FAM49B	400	1
6_MACS_peak_5150_lociStitched	chr11	63992679	64019707	6	13430	21444.0152	4489.3508	401	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	401	1
4_MACS_peak_15221_lociStitched	chr2	47193760	47215640	4	13423	29229.492	3769.924	402	TTC7A	MCFD2	MCFD2	402	1
4_MACS_peak_20095_lociStitched	chr3	101487188	101514026	4	13422	24057.5832	4659.0768	403	FAM55C	CEP97,NFKBIZ	FAM55C	403	1
2_MACS_peak_11978_lociStitched	chr17	37924903	37938900	2	13419	21191.458	3014.9538	404	IKZF3	GRB7,C17orf37	GRB7	404	1
2_MACS_peak_5760_lociStitched	chr11	115124153	115137673	2	13400	23021.856	2535	405	CADM1		CADM1	405	1
3_MACS_peak_17374_lociStitched	chr20	17826209	17844356	3	13400	21627.5946	3095.8782	406			SNORD17	406	1
4_MACS_peak_25821_lociStitched	chr6	135322821	135343803	4	13388	20707.1358	3673.9482	407	HBS1L	MIR3662,HBS1L	MIR3662	407	1
2_MACS_peak_20793_lociStitched	chr3	169654875	169668448	2	13364	28955.2809	3903.5948	408	SAMD7,LOC100128164	SEC62	LOC100128164	408	1
3_MACS_peak_19359_lociStitched	chr3	20080290	20099028	3	13353	17503.1658	3147.984	409	KAT2B	C3orf48	KAT2B	409	1
3_MACS_peak_19653_lociStitched	chr3	46577392	46592192	3	13342	28140.72	2980.72	410	LRRC2	RTP3,TDGF1	LRRC2	410	1
2_MACS_peak_29553_lociStitched	chr9	71251159	71269872	2	13331	19843.2652	3431.9642	411			PIP5K1B	411	1
3_MACS_peak_13577_lociStitched	chr19	2254549	2272189	3	13326	36749.412	4591.692	412	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	412	1
3_MACS_peak_25575_lociStitched	chr6	109186612	109207012	3	13313	19969.56	4026.96	413	ARMC2		ARMC2	413	1
2_MACS_peak_5802_lociStitched	chr11	117870699	117885967	2	13308	28688.572	3126.8864	414	IL10RA		IL10RA	414	1
2_MACS_peak_5073_lociStitched	chr11	60666268	60684599	2	13308	29428.5874	3888.0051	415	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	415	1
4_MACS_peak_2846_lociStitched	chr1	230627749	230652234	4	13306	18265.81	5117.365	416			PGBD5	416	1
2_MACS_peak_24808_lociStitched	chr6	31693555	31709577	2	13301	43177.6878	3734.7282	417	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	417	1
5_MACS_peak_19903_lociStitched	chr3	66530447	66551642	5	13301	13598.712	3257.6715	418	LRIG1		LRIG1	418	1
4_MACS_peak_8895_lociStitched	chr14	93225159	93246507	4	13294	16770.9888	1953.342	419		GOLGA5,LGMN	LGMN	419	1
3_MACS_peak_14953_lociStitched	chr2	27293375	27310960	3	13282	15601.412	3035.171	420	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	420	1
3_MACS_peak_18380_lociStitched	chr21	44843577	44861562	3	13280	26175.369	3971.088	421	SIK1	C21orf125,C21orf84	SIK1	421	1
2_MACS_peak_30174_lociStitched	chr9	128390155	128409808	2	13277	22854.4737	3378.3507	422	MAPKAP1		MAPKAP1	422	1
3_MACS_peak_2480_lociStitched	chr1	205279713	205294986	3	13258	14637.6432	3967.9254	423	NUAK2	KLHDC8A	NUAK2	423	1
1_MACS_peak_20903_lociStitched	chr3	178228280	178241526	1	13247	27715.9304	3457.206	424		KCNMB2	KCNMB2	424	1
3_MACS_peak_30060_lociStitched	chr9	117655064	117673455	3	13239	16770.7529	3615.6706	425	TNFSF8		TNFSF8	425	1
1_MACS_peak_16711_lociStitched	chr2	202115861	202129086	1	13226	36585.64	2637.065	426	CASP8		CASP8	426	1
2_MACS_peak_21108_lociStitched	chr3	193847123	193860562	2	13214	21518.5268	2940.4532	427	HES1		HES1	427	1
1_MACS_peak_29023_lociStitched	chr8	137188428	137201626	1	13199	21669.7962	2757.0622	428			KHDRBS3	428	1
1_MACS_peak_2303_lociStitched	chr1	192538207	192551399	1	13193	20405.3856	4067.0936	429	RGS1		RGS1	429	1
1_MACS_peak_408_lociStitched	chr1	27018327	27031518	1	13192	30811.5378	2902.02	430	ARID1A		ARID1A	430	1
3_MACS_peak_24382_lociStitched	chr6	5866258	5880524	3	13187	11913.5366	2593.5588	431			NRN1	431	1
3_MACS_peak_1701_lociStitched	chr1	152001026	152021797	3	13171	24783.9572	5537.5486	432	S100A11	S100A10,TCHHL1	S100A11	432	1
4_MACS_peak_10500_lociStitched	chr16	14486389	14504202	4	13156	25502.8721	2834.0483	433			MIR365-1	433	1
5_MACS_peak_13548_lociStitched	chr19	1647751	1672956	5	13153	25661.2105	5008.2335	434	TCF3	UQCR11	TCF3	434	1
3_MACS_peak_21981_lociStitched	chr4	100765794	100783980	3	13148	25925.9616	3646.293	435	DAPP1	MAPKSP1	DAPP1	435	1
2_MACS_peak_17570_lociStitched	chr20	32988790	33005684	2	13115	21007.689	3061.1928	436	ITCH	MIR644	ITCH	436	1
4_MACS_peak_8889_lociStitched	chr14	93033542	93054248	4	13110	19275.2154	2178.2712	437	RIN3		RIN3	437	1
4_MACS_peak_22490_lociStitched	chr4	173896344	173920757	4	13091	14249.8681	3918.2865	438	GALNTL6		GALNT7	438	1
2_MACS_peak_19208_lociStitched	chr3	8695977	8709326	2	13081	23077.7512	2484.2489	439		C3orf32	C3orf32	439	1
4_MACS_peak_30668_lociStitched	chrX	30578423	30597242	4	13081	13286.214	1785.9231	440	CXorf21		CXorf21	440	1
2_MACS_peak_27182_lociStitched	chr7	101921063	101935962	2	13079	16187.7635	2739.9261	441	CUX1,SH2B2	MIR4285	SH2B2	441	1
3_MACS_peak_21602_lociStitched	chr4	48193363	48206924	3	13074	26296.1351	2900.6979	442	TEC		TXK	442	1
3_MACS_peak_15436_lociStitched	chr2	67686274	67706091	3	13053	20413.4917	2845.7212	443			ETAA1	443	1
3_MACS_peak_1894_lociStitched	chr1	159878006	159896475	3	13038	33451.0528	4513.8236	444	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	444	1
3_MACS_peak_12702_lociStitched	chr17	76137565	76152807	3	13024	21975.9156	2815.1974	445	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	445	1
3_MACS_peak_13768_lociStitched	chr19	10329205	10348012	3	13003	24324.9738	3048.6147	446	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	446	1
3_MACS_peak_2074_lociStitched	chr1	169873065	169888871	3	12997	13792.3156	3222.8434	447		SCYL3	SCYL3	447	1
4_MACS_peak_10940_lociStitched	chr16	57624563	57646039	4	12994	22193.2984	3730.3812	448		GPR114,GPR56	GPR56	448	1
4_MACS_peak_27525_lociStitched	chr7	130902627	130918024	4	12991	20507.2643	3535.1512	449	MKLN1		MKLN1	449	1
1_MACS_peak_1756_lociStitched	chr1	154753725	154766699	1	12975	32641.2866	3798.7872	450	KCNN3		KCNN3	450	1
3_MACS_peak_30517_lociStitched	chrX	10074433	10091276	3	12964	19667.5711	1765.1464	451	WWC3	CLCN4	CLCN4	451	1
3_MACS_peak_4149_lociStitched	chr10	104401184	104422061	3	12960	24780.999	2931.1308	452	TRIM8		TRIM8	452	1
2_MACS_peak_18569_lociStitched	chr22	23087939	23101816	2	12951	16132.0125	2316.0713	453			MIR650	453	1
3_MACS_peak_598_lociStitched	chr1	37930465	37946320	3	12947	14569.1595	2592.2925	454	ZC3H12A	MEAF6	ZC3H12A	454	1
1_MACS_peak_15154_lociStitched	chr2	43444126	43457062	1	12937	35953.0248	3039.96	455	LOC100129726,ZFP36L2		ZFP36L2	455	1
3_MACS_peak_27981_lociStitched	chr8	19518808	19540639	3	12907	22237.0566	3706.9038	456	CSGALNACT1		CSGALNACT1	456	1
4_MACS_peak_21854_lociStitched	chr4	82473552	82487197	4	12900	10984.225	2155.91	457			RASGEF1B	457	1
3_MACS_peak_952_lociStitched	chr1	59470492	59487124	3	12893	14182.1064	2955.5064	458			LOC729467	458	1
2_MACS_peak_18317_lociStitched	chr21	41295047	41310065	2	12892	20998.1676	4359.7254	459	PCP4		PCP4	459	1
2_MACS_peak_14958_lociStitched	chr2	27374611	27390065	2	12881	16560.5064	2807.9918	460	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	460	1
3_MACS_peak_22800_lociStitched	chr5	15430151	15449762	3	12878	17498.8953	3239.7372	461			FBXL7	461	1
3_MACS_peak_20428_lociStitched	chr3	130557240	130574406	3	12866	22113.2412	2938.8192	462	ATP2C1	ATP2C1	ATP2C1	462	1
6_MACS_peak_5268_lociStitched	chr11	66861546	66889380	6	12840	17927.8794	4144.4826	463	KDM2A	RHOD	KDM2A	463	1
3_MACS_peak_24587_lociStitched	chr6	20197333	20214231	3	12837	15402.527	2891.2478	464	MBOAT1		MBOAT1	464	1
4_MACS_peak_18926_lociStitched	chr22	39910558	39929680	4	12833	27199.1328	3946.7808	465	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	465	1
3_MACS_peak_22230_lociStitched	chr4	129578209	129598971	3	12822	17954.9776	3434.0348	466			PHF17	466	1
2_MACS_peak_6408_lociStitched	chr12	27329829	27345981	2	12815	20115.7008	2563.3224	467			STK38L	467	1
1_MACS_peak_25085_lociStitched	chr6	45671611	45684419	1	12809	23666.6224	2500.1216	468			RUNX2	468	1
3_MACS_peak_21978_lociStitched	chr4	100729617	100744545	3	12779	17682.216	2851.248	469	DAPP1		DAPP1	469	1
2_MACS_peak_1642_lociStitched	chr1	150120850	150139567	2	12751	26205.6717	5046.1032	470	PLEKHO1		PLEKHO1	470	1
2_MACS_peak_17522_lociStitched	chr20	31254697	31270963	2	12748	25000.842	3027.1026	471		C20orf203	C20orf203	471	1
2_MACS_peak_5773_lociStitched	chr11	115794580	115812171	2	12735	19842.648	2939.4561	472			LOC283143	472	1
3_MACS_peak_27828_lociStitched	chr8	2098007	2115936	3	12728	21340.8887	2606.8766	473			MYOM2	473	1
3_MACS_peak_9440_lociStitched	chr15	46994334	47008764	3	12691	16906.188	2314.572	474			SEMA6D	474	1
3_MACS_peak_3472_lociStitched	chr10	45454062	45475428	3	12687	20917.314	3702.7278	475	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	475	1
2_MACS_peak_5468_lociStitched	chr11	78127005	78140189	2	12675	18437.824	2593.2928	476	GAB2		GAB2	476	1
2_MACS_peak_4243_lociStitched	chr10	112251442	112266073	2	12670	29295.6513	3297.8274	477	DUSP5		DUSP5	477	1
3_MACS_peak_27340_lociStitched	chr7	114556702	114574716	3	12665	28626.0474	4573.7546	478	MDFIC		MDFIC	478	1
2_MACS_peak_23928_lociStitched	chr5	148204717	148222649	2	12664	23727.6224	3572.0544	479	ADRB2		ADRB2	479	1
2_MACS_peak_9748_lociStitched	chr15	70041639	70056092	2	12661	17933.2824	3003.3334	480			C15orf50	480	1
3_MACS_peak_1696_lociStitched	chr1	151880979	151900605	3	12645	16782.1926	4608.1848	481	THEM4		THEM4	481	1
3_MACS_peak_17904_lociStitched	chr20	52336856	52358688	3	12640	20102.9056	3547.7	482			SUMO1P1	482	1
2_MACS_peak_5307_lociStitched	chr11	67644652	67660001	2	12614	25120.1734	3114.3121	483			LOC645332	483	1
3_MACS_peak_18893_lociStitched	chr22	39458908	39474319	3	12607	18913.9203	3096.0699	484	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	484	1
6_MACS_peak_28619_lociStitched	chr8	95986806	96010473	6	12606	11878.4673	2272.032	485		C8orf38,TP53INP1	TP53INP1	485	1
2_MACS_peak_18390_lociStitched	chr21	45194881	45210687	2	12601	26122.5762	4436.7442	486	RRP1,CSTB	LOC284837	CSTB	486	1
2_MACS_peak_10996_lociStitched	chr16	66548856	66561693	2	12591	48864.0405	3196.413	487	TK2	CKLF,CMTM1	TK2	487	1
3_MACS_peak_1920_lociStitched	chr1	160694574	160715531	3	12591	20537.86	5476.0641	488	SLAMF7	CD48	SLAMF7	488	1
2_MACS_peak_23968_lociStitched	chr5	150459529	150476096	2	12587	23105.9949	3043.3579	489	TNIP1	ANXA6	TNIP1	489	1
2_MACS_peak_15923_lociStitched	chr2	111804121	111821744	2	12585	20338.7043	2673.4091	490	ACOXL		BCL2L11	490	1
3_MACS_peak_14469_lociStitched	chr19	48822853	48837907	3	12565	22002.9264	4014.9018	491	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	491	1
2_MACS_peak_27927_lociStitched	chr8	12441001	12459773	2	12546	23183.42	4736.1756	492			MIR3926-2	492	1
4_MACS_peak_24955_lociStitched	chr6	37121480	37144449	4	12537	25824.0467	3909.3238	493	PIM1		PIM1	493	1
3_MACS_peak_6151_lociStitched	chr12	7022868	7038709	3	12531	20897.4472	3047.8084	494	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	494	1
2_MACS_peak_18586_lociStitched	chr22	23470675	23489187	2	12529	35931.792	3859.752	495	RAB36,RTDR1	BCR	RTDR1	495	1
3_MACS_peak_11560_lociStitched	chr17	9915343	9931131	3	12500	20196.0096	2491.3464	496	GAS7		GAS7	496	1
3_MACS_peak_15450_lociStitched	chr2	68637802	68656203	3	12489	14431.9043	3218.3349	497		PLEK,APLF,FBXO48	FBXO48	497	1
5_MACS_peak_30325_lociStitched	chr9	134594771	134616430	5	12468	18981.9476	3339.8178	498	RAPGEF1	RAPGEF1	RAPGEF1	498	1
5_MACS_peak_10720_lociStitched	chr16	29815513	29833618	5	12443	20565.4695	3152.0805	499	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	499	1
3_MACS_peak_6592_lociStitched	chr12	46938908	46956442	3	12409	17318.3318	2912.3974	500			SLC38A2	500	1
1_MACS_peak_13046_lociStitched	chr18	22928826	22941221	1	12396	13444.8565	1501.0345	501	ZNF521		ZNF521	501	1
3_MACS_peak_20798_lociStitched	chr3	169755042	169776715	3	12377	26330.5277	5325.0561	502	GPR160		GPR160	502	1
4_MACS_peak_27168_lociStitched	chr7	101376255	101398495	4	12372	14629.472	3020.192	503			CUX1	503	1
3_MACS_peak_23051_lociStitched	chr5	55953627	55970010	3	12365	18439.0665	2673.7056	504			MAP3K1	504	1
4_MACS_peak_21280_lociStitched	chr4	6168395	6187541	4	12365	15406.7862	3390.7566	505	JAKMIP1		JAKMIP1	505	1
3_MACS_peak_10890_lociStitched	chr16	53535742	53555083	3	12362	16153.6032	2932.0956	506	AKTIP		AKTIP	506	1
2_MACS_peak_16688_lociStitched	chr2	201310393	201322900	2	12350	18621.6723	2336.3076	507	SPATS2L		KCTD18	507	1
3_MACS_peak_26656_lociStitched	chr7	45024666	45042522	3	12346	19643.3856	3051.5904	508	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	508	1
4_MACS_peak_11484_lociStitched	chr17	6914856	6940188	4	12294	31994.316	4248.1764	509	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	509	1
3_MACS_peak_29977_lociStitched	chr9	112665644	112683466	3	12271	25089.8116	3313.1098	510	PALM2,PALM2-AKAP2		PALM2	510	1
3_MACS_peak_24646_lociStitched	chr6	26020066	26035155	3	12270	22915.6643	2664.7174	511	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	511	1
1_MACS_peak_17746_lociStitched	chr20	43270196	43282438	1	12243	30525.427	2523.0762	512	ADA	LOC79015	ADA	512	1
3_MACS_peak_19640_lociStitched	chr3	46389504	46411896	3	12242	21348.5328	4243.284	513	CCR2,CCR5	CCRL2	CCR2	513	1
4_MACS_peak_13531_lociStitched	chr19	1258434	1277506	4	12237	38569.3056	4964.4416	514	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	514	1
3_MACS_peak_20859_lociStitched	chr3	175052320	175070727	3	12236	16026.9749	4506.0336	515	NAALADL2		NAALADL2	515	1
1_MACS_peak_19245_lociStitched	chr3	10430521	10442752	1	12232	17089.1532	2011.9995	516	ATP2B2,MIR885		MIR885	516	1
2_MACS_peak_11705_lociStitched	chr17	20204628	20221973	2	12225	17917.385	2766.5275	517	SPECC1	CCDC144C	CCDC144C	517	1
1_MACS_peak_4242_lociStitched	chr10	112214433	112226656	1	12224	36797.3415	2623.0558	518		DUSP5	DUSP5	518	1
4_MACS_peak_14473_lociStitched	chr19	48879779	48902454	4	12210	26178.2875	4188.0725	519	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	519	1
5_MACS_peak_24870_lociStitched	chr6	33536765	33561542	5	12210	21838.4478	4514.3694	520	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	520	1
1_MACS_peak_15134_lociStitched	chr2	42323024	42335231	1	12208	30323.4087	2709.954	521		PKDCC	PKDCC	521	1
3_MACS_peak_30717_lociStitched	chrX	39953161	39969516	3	12196	16477.6625	1128.495	522	BCOR		BCOR	522	1
5_MACS_peak_2210_lociStitched	chr1	183557477	183578169	5	12190	18281.382	4800.544	523	NCF2	RGL1,ARPC5,APOBEC4	NCF2	523	1
4_MACS_peak_12824_lociStitched	chr17	80447659	80466200	4	12131	16673.9213	3035.1617	524		NARF,FOXK2,C17orf62	FOXK2	524	1
4_MACS_peak_13554_lociStitched	chr19	1846945	1865837	4	12131	27172.3636	3827.5192	525	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	525	1
4_MACS_peak_24694_lociStitched	chr6	27098375	27123542	4	12131	24308.8053	4499.8596	526	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BK	526	1
3_MACS_peak_21142_lociStitched	chr3	195621146	195642735	3	12126	31817.8682	5211.5846	527	TNK2		TNK2	527	1
5_MACS_peak_5395_lociStitched	chr11	73069809	73094680	5	12124	16539.215	3892.3115	528	ARHGEF17,RELT		RELT	528	1
3_MACS_peak_30298_lociStitched	chr9	132767677	132786344	3	12122	18202.1917	2630.1803	529	FNBP1	GPR107	FNBP1	529	1
4_MACS_peak_14587_lociStitched	chr19	55460303	55486144	4	12115	18354.8623	3281.807	530	NLRP2	NCR1,NLRP7	NLRP2	530	1
2_MACS_peak_20879_lociStitched	chr3	176908382	176921788	2	12109	29552.1864	3690.6718	531	TBL1XR1		TBL1XR1	531	1
1_MACS_peak_26688_lociStitched	chr7	47512717	47524818	1	12102	29844.6963	2939.3329	532	TNS3		TNS3	532	1
3_MACS_peak_13249_lociStitched	chr18	48677207	48697183	3	12090	23182.148	3341.9848	533		MEX3C	MEX3C	533	1
3_MACS_peak_12377_lociStitched	chr17	56692721	56710440	3	12084	20116.3807	3329.4001	534	TEX14		TEX14	534	1
2_MACS_peak_21182_lociStitched	chr3	197449765	197465045	2	12082	27042.544	4093.512	535	KIAA0226	FYTTD1,MIR922	KIAA0226	535	1
4_MACS_peak_10220_lociStitched	chr15	101782292	101806978	4	12080	19240.2684	4162.0596	536	CHSY1	SELS,SNRPA1	CHSY1	536	1
2_MACS_peak_25523_lociStitched	chr6	106585119	106598252	2	12079	22327.4133	2656.8059	537		PRDM1	PRDM1	537	1
4_MACS_peak_26557_lociStitched	chr7	37374913	37394101	4	12077	15620.9508	3678.3396	538	ELMO1		ELMO1	538	1
4_MACS_peak_13868_lociStitched	chr19	13043332	13057955	4	12067	17123.533	2465.4378	539	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	539	1
4_MACS_peak_20624_lociStitched	chr3	151985234	152001966	4	12057	15599.2436	2913.0412	540	MBNL1,LOC401093	MBNL1	LOC401093	540	1
2_MACS_peak_1810_lociStitched	chr1	155902860	155919055	2	12053	27220.556	4586.424	541	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	541	1
1_MACS_peak_3614_lociStitched	chr10	63802907	63814958	1	12052	30475.7739	2481.3009	542	ARID5B		ARID5B	542	1
2_MACS_peak_10938_lociStitched	chr16	57567722	57579812	2	12044	15503.007	2144.766	543	GPR114,CCDC102A	DOK4	GPR114	543	1
4_MACS_peak_15684_lociStitched	chr2	87806031	87821859	4	12033	9992.2164	2537.2284	544	NCRNA00152		NCRNA00152	544	1
3_MACS_peak_870_lociStitched	chr1	52416973	52430683	3	12029	15889.89	2625.465	545	RAB3B		RAB3B	545	1
3_MACS_peak_28892_lociStitched	chr8	126340535	126355988	3	12026	14250.7566	2668.7331	546	NSMCE2		TRIB1	546	1
3_MACS_peak_8865_lociStitched	chr14	91781595	91801727	3	12021	14219.2316	1993.068	547	CCDC88C		GPR68	547	1
3_MACS_peak_9663_lociStitched	chr15	65169222	65190099	3	11989	32192.334	3747.4215	548		PLEKHO2,ANKDD1A	ANKDD1A	548	1
3_MACS_peak_16704_lociStitched	chr2	202039814	202060478	3	11969	14400.7416	4182.3936	549	CASP10	CASP8	CASP10	549	1
4_MACS_peak_4556_lociStitched	chr11	3873940	3893901	4	11888	17072.6433	3888.4028	550	STIM1	PGAP2,RHOG	STIM1	550	1
3_MACS_peak_2676_lociStitched	chr1	218625339	218637652	3	11883	16499.42	2998.2155	551			TGFB2	551	1
4_MACS_peak_363_lociStitched	chr1	25346587	25364655	4	11870	19513.44	2627.0872	552			RUNX3	552	1
3_MACS_peak_28669_lociStitched	chr8	101503538	101516107	3	11863	15099.1397	1304.6622	553			ANKRD46	553	1
2_MACS_peak_9553_lociStitched	chr15	56648097	56666290	2	11861	31703.1218	3194.6908	554	TEX9		TEX9	554	1
6_MACS_peak_4058_lociStitched	chr10	99159126	99187416	6	11860	19890.699	4382.121	555	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	555	1
1_MACS_peak_18285_lociStitched	chr21	37905104	37916945	1	11842	24107.0919	3120.1035	556	CLDN14		CLDN14	556	1
3_MACS_peak_5977_lociStitched	chr11	129233395	129250166	3	11824	24478.9516	3501.7848	557	BARX2		BARX2	557	1
2_MACS_peak_23227_lociStitched	chr5	75132210	75145565	2	11819	16504.109	2252.9885	558			POC5	558	1
2_MACS_peak_23330_lociStitched	chr5	86408142	86419958	2	11807	18678.7328	2204.8656	559	MIR4280		MIR4280	559	1
2_MACS_peak_21161_lociStitched	chr3	196357915	196371593	2	11801	28603.4336	3795.645	560	LRRC33		LRRC33	560	1
4_MACS_peak_29426_lociStitched	chr9	36135953	36153390	4	11800	17306.2225	3314.7737	561	GLIPR2	CCIN,CLTA	GLIPR2	561	1
2_MACS_peak_2381_lociStitched	chr1	200850668	200865559	2	11776	25658.6821	3791.2486	562	C1orf106	GPR25	C1orf106	562	1
3_MACS_peak_9529_lociStitched	chr15	52959306	52977226	3	11768	20375.04	3082.24	563	KIAA1370		KIAA1370	563	1
1_MACS_peak_2567_lociStitched	chr1	209274318	209286078	1	11761	31673.208	3457.44	564			LOC642587	564	1
2_MACS_peak_27585_lociStitched	chr7	137698920	137716586	2	11751	17019.4244	3778.7574	565		AKR1D1,CREB3L2	CREB3L2	565	1
5_MACS_peak_28132_lociStitched	chr8	29591728	29611471	5	11739	15565.3812	2989.0902	566	C8orf75		C8orf75	566	1
4_MACS_peak_14613_lociStitched	chr19	56145307	56167906	4	11739	26379.8127	3484.7658	567	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	567	1
3_MACS_peak_14039_lociStitched	chr19	19050239	19062954	3	11734	20557.612	2396.7775	568	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	568	1
