REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_19922_lociStitched	chr3	69128440	69146189	3	16433	19868.2306	3065.2523	323	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.568	323	1
5_MACS_peak_4390_lociStitched	chr10	126406444	126433934	5	16231	21343.236	3735.891	324	FAM53B	METTL10	FAM53B	FAM53B	0.2212	324	1
1_MACS_peak_17965_lociStitched	chr20	56046978	56058701	1	11724	35050.5977	2508.722	325		CTCFL	CTCFL	CTCFL	0.12349999999999998	325	1
7_MACS_peak_19130_lociStitched	chr22	50962632	50983620	7	15181	25655.7312	3221.658	326	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.1448	326	1
3_MACS_peak_27045_lociStitched	chr7	92346593	92369914	3	16211	21630.2275	4106.8281	327	CDK6		CDK6	CDK6	0.23349999999999999	327	1
4_MACS_peak_4725_lociStitched	chr11	16966786	16990217	4	15620	24452.5916	4020.7596	328	PLEKHA7		PLEKHA7	PLEKHA7	0.1601	328	1
3_MACS_peak_3737_lociStitched	chr10	74006421	74024895	3	14268	29129.8032	3511.9074	329		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.5136999999999999	329	1
3_MACS_peak_1894_lociStitched	chr1	159878006	159896475	3	13038	33451.0528	4513.8236	331	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.1708	331	1
1_MACS_peak_24200_lociStitched	chr5	173696261	173710389	1	14129	28648.7584	2988.072	332			HMP19	HMP19	NONE	332	1
1_MACS_peak_1756_lociStitched	chr1	154753725	154766699	1	12975	32641.2866	3798.7872	333	KCNN3		KCNN3	KCNN3	0.4085000000000001	333	1
4_MACS_peak_15381_lociStitched	chr2	64485988	64512396	4	16178	21332.3824	5160.1232	334			LOC150992	LOC150992	0.31110000000000004	334	1
3_MACS_peak_15394_lociStitched	chr2	64862678	64883980	3	13994	29364.807	3883.3546	335	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.7948	335	1
1_MACS_peak_408_lociStitched	chr1	27018327	27031518	1	13192	30811.5378	2902.02	336	ARID1A		ARID1A	ARID1A	0.36750000000000005	336	1
2_MACS_peak_2139_lociStitched	chr1	177777832	177795825	2	15223	24873.5232	4075.4145	337			SEC16B	SEC16B	NONE	337	1
4_MACS_peak_8913_lociStitched	chr14	94423928	94447571	4	15476	22344.9993	2749.6809	338		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.2987	338	1
1_MACS_peak_18867_lociStitched	chr22	38782059	38795857	1	13799	28367.3082	2439.4864	339	LOC400927	KCNJ4	LOC400927	LOC400927	0.4416	339	1
4_MACS_peak_11216_lociStitched	chr16	81841222	81857783	4	14892	24104.5355	2089.9982	340	PLCG2		PLCG2	PLCG2	0.1612	340	1
4_MACS_peak_15457_lociStitched	chr2	68941121	68965786	4	15762	22134.371	4308.9755	341	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.16859999999999997	341	1
5_MACS_peak_10740_lociStitched	chr16	30193787	30223891	5	16061	22454.5736	6376.0272	342	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	0.6479	342	1
4_MACS_peak_1720_lociStitched	chr1	153747548	153779145	4	15288	26778.4575	6768.0774	343	SLC27A3,GATAD2B	INTS3	SLC27A3	SLC27A3	0.3923	343	1
1_MACS_peak_6097_lociStitched	chr12	4377395	4388508	1	11114	34852.5906	2357.0673	344	CCND2	C12orf5	CCND2	CCND2	0.7877	344	1
6_MACS_peak_29889_lociStitched	chr9	101996412	102029792	6	15018	26587.17	5614.516	346		SEC61B,ALG2	SEC61B	SEC61B	0.7426999999999999	346	1
3_MACS_peak_19602_lociStitched	chr3	45592851	45617946	3	14918	26021.0055	4687.746	347		LIMD1	LIMD1	LIMD1	0.2359	347	1
2_MACS_peak_27728_lociStitched	chr7	150100673	150115194	2	11162	35743.4415	3711.5676	348	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.5047	348	1
5_MACS_peak_24814_lociStitched	chr6	31782625	31805437	5	15978	20033.4984	4354.8108	349	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	VARS	0.7988	349	1
5_MACS_peak_16087_lociStitched	chr2	129123998	129147438	5	15340	22589.128	3501.936	350		HS6ST1	HS6ST1	HS6ST1	0.04229999999999999	350	1
2_MACS_peak_21521_lociStitched	chr4	38306766	38322619	2	14367	26314.3947	3294.2534	351			KLF3	KLF3	NONE	351	1
4_MACS_peak_23975_lociStitched	chr5	150590255	150619085	4	15760	21856.023	5174.985	352	CCDC69	GM2A	CCDC69	CCDC69	0.20289999999999997	352	1
6_MACS_peak_15485_lociStitched	chr2	70334770	70360854	6	13927	28541.1128	4186.482	354	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	2.5654	354	1
4_MACS_peak_29079_lociStitched	chr8	145009184	145027943	4	14604	24630.567	2841.9885	355	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.46180000000000004	355	1
4_MACS_peak_27577_lociStitched	chr7	137424329	137441338	4	15272	22144.0171	3481.7423	356	DGKI		DGKI	DGKI	0.002700000000000008	356	1
1_MACS_peak_6311_lociStitched	chr12	15101039	15116068	1	15030	23062.0005	3318.4032	357	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.6708	357	1
6_MACS_peak_19029_lociStitched	chr22	45629444	45660749	6	14974	24853.0395	4914.885	358	C22orf9	UPK3A,FAM118A,MIR1249,C22orf9	C22orf9	C22orf9	0.14239999999999997	358	1
4_MACS_peak_15221_lociStitched	chr2	47193760	47215640	4	13423	29229.492	3769.924	359	TTC7A	MCFD2	MCFD2	MCFD2	0.22210000000000002	359	1
3_MACS_peak_4225_lociStitched	chr10	111966675	111986615	3	13905	27259.974	3603.158	360	MXI1		MXI1	MXI1	0.23559999999999998	360	1
2_MACS_peak_5802_lociStitched	chr11	117870699	117885967	2	13308	28688.572	3126.8864	361	IL10RA		IL10RA	IL10RA	0.728	361	1
2_MACS_peak_5073_lociStitched	chr11	60666268	60684599	2	13308	29428.5874	3888.0051	362	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	ZP1	0.8336999999999999	362	1
2_MACS_peak_6092_lociStitched	chr12	4247999	4264670	2	15714	18393.1143	3147.4848	363			CCND2	CCND2	0.7877	363	1
3_MACS_peak_6584_lociStitched	chr12	46776138	46799300	3	14571	25026.541	4210.8516	365		SLC38A2	SLC38A2	SLC38A2	0.4799	365	1
1_MACS_peak_10096_lociStitched	chr15	90637135	90646783	1	9649	36468.4752	2668.6368	366	IDH2		IDH2	IDH2	1.2428000000000001	366	1
3_MACS_peak_19653_lociStitched	chr3	46577392	46592192	3	13342	28140.72	2980.72	367	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.48020000000000007	367	1
1_MACS_peak_22563_lociStitched	chr4	185200354	185211040	1	10687	34440.978	2618.07	368			ENPP6	ENPP6	NONE	368	1
2_MACS_peak_20793_lociStitched	chr3	169654875	169668448	2	13364	28955.2809	3903.5948	369	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.9335	369	1
5_MACS_peak_25618_lociStitched	chr6	113946389	113969247	5	15327	20457.91	3668.709	371			MARCKS	MARCKS	NONE	371	1
1_MACS_peak_17746_lociStitched	chr20	43270196	43282438	1	12243	30525.427	2523.0762	372	ADA	LOC79015	ADA	ADA	0.6598	372	1
2_MACS_peak_15646_lociStitched	chr2	86219374	86231074	2	11699	31747.95	2414.88	373		LOC90784	LOC90784	LOC90784	0.05310000000000001	373	1
1_MACS_peak_16524_lociStitched	chr2	182168513	182180079	1	11567	32062.1086	2470.4976	374			ITGA4	ITGA4	NONE	374	1
4_MACS_peak_11484_lociStitched	chr17	6914856	6940188	4	12294	31994.316	4248.1764	375	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.7074	375	1
1_MACS_peak_25578_lociStitched	chr6	109214069	109228608	1	14540	23263.8539	3013.9347	376	ARMC2		ARMC2	ARMC2	0.3738	376	1
3_MACS_peak_9663_lociStitched	chr15	65169222	65190099	3	11989	32192.334	3747.4215	377		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.0857	377	1
4_MACS_peak_6239_lociStitched	chr12	11901713	11920259	4	14864	21789.6954	3232.5678	378	ETV6		ETV6	ETV6	0.1829	378	1
3_MACS_peak_15135_lociStitched	chr2	42343270	42361102	3	14547	22908.7704	3099.2016	379		EML4	EML4	NONE	NONE	379	1
2_MACS_peak_9553_lociStitched	chr15	56648097	56666290	2	11861	31703.1218	3194.6908	380	TEX9		TEX9	TEX9	0.2742	380	1
1_MACS_peak_15134_lociStitched	chr2	42323024	42335231	1	12208	30323.4087	2709.954	381		PKDCC	PKDCC	PKDCC	0.0169	381	1
3_MACS_peak_11632_lociStitched	chr17	17724973	17745828	3	14661	22375.3295	3186.644	382	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	0.5492	382	1
1_MACS_peak_3614_lociStitched	chr10	63802907	63814958	1	12052	30475.7739	2481.3009	383	ARID5B		ARID5B	ARID5B	0.27290000000000003	383	1
3_MACS_peak_17098_lociStitched	chr2	238599641	238613762	3	13929	23384.376	1465.7598	384	LRRFIP1		LRRFIP1	LRRFIP1	0.1617	384	1
1_MACS_peak_20903_lociStitched	chr3	178228280	178241526	1	13247	27715.9304	3457.206	386		KCNMB2	KCNMB2	KCNMB2	0.015699999999999992	386	1
2_MACS_peak_4243_lociStitched	chr10	112251442	112266073	2	12670	29295.6513	3297.8274	387	DUSP5		DUSP5	DUSP5	1.1109	387	1
3_MACS_peak_17749_lociStitched	chr20	43588029	43609552	3	14310	24871.9788	4636.0542	388	STK4,TOMM34	PABPC1L	STK4	STK4	0.27390000000000003	388	1
5_MACS_peak_23883_lociStitched	chr5	142952477	142975289	5	15099	20291.274	3852.9468	389			NR3C1	NR3C1	0.12090000000000001	389	1
5_MACS_peak_30099_lociStitched	chr9	123687793	123707870	5	15029	20087.0385	3302.6665	390	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	0.5681	390	1
3_MACS_peak_12249_lociStitched	chr17	48225056	48250019	3	14954	21203.5722	4173.8136	391	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.2752	391	1
1_MACS_peak_2567_lociStitched	chr1	209274318	209286078	1	11761	31673.208	3457.44	392			LOC642587	LOC642587	NONE	392	1
1_MACS_peak_8226_lociStitched	chr13	114556493	114568169	1	11677	31388.5908	3015.9108	393	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.5453	393	1
3_MACS_peak_28090_lociStitched	chr8	27933960	27951543	3	14265	23610.4524	3571.1073	394	ELP3,C8orf80		C8orf80	C8orf80	0.35729999999999995	394	1
2_MACS_peak_1103_lociStitched	chr1	75595551	75611075	2	14987	18965.6708	2382.934	396	LHX8		LHX8	LHX8	0.3835	396	1
1_MACS_peak_5718_lociStitched	chr11	111279565	111294465	1	14901	20208.87	3263.1	397		POU2AF1	POU2AF1	POU2AF1	0.9635	397	1
4_MACS_peak_1864_lociStitched	chr1	157474793	157496386	4	15143	21424.5746	5976.9424	398	FCRL5		FCRL5	FCRL5	0.271	398	1
1_MACS_peak_12134_lociStitched	chr17	43297980	43308530	1	10551	32908.615	2276.69	399	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.9513	399	1
4_MACS_peak_24483_lociStitched	chr6	12043590	12062490	4	14383	22048.74	2948.4	400	HIVEP1		HIVEP1	HIVEP1	0.2781	400	1
1_MACS_peak_26688_lociStitched	chr7	47512717	47524818	1	12102	29844.6963	2939.3329	401	TNS3		TNS3	TNS3	0.11439999999999999	401	1
3_MACS_peak_5926_lociStitched	chr11	126056172	126069152	3	11696	30613.33	2690.754	402		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.295	402	1
1_MACS_peak_12452_lociStitched	chr17	62196772	62210294	1	13523	25329.4104	2880.186	403	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.8698999999999999	403	1
2_MACS_peak_15483_lociStitched	chr2	70309917	70323404	2	9668	34977.1858	2861.9414	404	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.5654	404	1
2_MACS_peak_4018_lociStitched	chr10	94868662	94886689	2	14691	20210.0697	2943.8091	405		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.5544	405	1
7_MACS_peak_11010_lociStitched	chr16	67184180	67218626	7	14750	22779.1398	5821.374	406	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	NOL3	0.37110000000000004	406	1
3_MACS_peak_21142_lociStitched	chr3	195621146	195642735	3	12126	31817.8682	5211.5846	407	TNK2		TNK2	TNK2	0.4243	407	1
2_MACS_peak_2602_lociStitched	chr1	211686849	211704237	2	14409	22807.8396	4508.7084	409		RD3,SLC30A1	RD3	SLC30A1	0.8532	409	1
3_MACS_peak_15862_lociStitched	chr2	109220989	109239028	3	14703	20050.3485	3275.8824	410	LIMS1	LIMS1	LIMS1	LIMS1	0.18889999999999998	410	1
3_MACS_peak_9843_lociStitched	chr15	75352821	75371145	3	14236	21999.7944	3036.2868	411		PPCDC	PPCDC	PPCDC	0.9439000000000001	411	1
3_MACS_peak_21602_lociStitched	chr4	48193363	48206924	3	13074	26296.1351	2900.6979	412	TEC		TXK	TXK	NONE	412	1
6_MACS_peak_18547_lociStitched	chr22	22549092	22574420	6	14058	23869.1072	4267.768	413		VPREB1	VPREB1	VPREB1	0.0723	413	1
5_MACS_peak_13052_lociStitched	chr18	23745892	23772093	5	14778	19878.6987	3859.4073	414	PSMA8	TAF4B	PSMA8	PSMA8	0.2213	414	1
4_MACS_peak_3873_lociStitched	chr10	81946228	81966377	4	13998	23169.3351	3669.1329	416	ANXA11		ANXA11	ANXA11	0.3057	416	1
3_MACS_peak_21551_lociStitched	chr4	40301523	40320061	3	13760	24145.745	3679.793	417		CHRNA9	CHRNA9	NONE	NONE	417	1
4_MACS_peak_10500_lociStitched	chr16	14486389	14504202	4	13156	25502.8721	2834.0483	418			MIR365-1	MIR365-1	NONE	418	1
4_MACS_peak_6620_lociStitched	chr12	48276260	48299276	4	14659	20044.6344	3802.2432	419	VDR		VDR	VDR	0.256	419	1
3_MACS_peak_18380_lociStitched	chr21	44843577	44861562	3	13280	26175.369	3971.088	420	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.056	420	1
2_MACS_peak_4527_lociStitched	chr11	2791950	2805525	2	11614	29552.775	2362.05	421	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	421	1
2_MACS_peak_20879_lociStitched	chr3	176908382	176921788	2	12109	29552.1864	3690.6718	422	TBL1XR1		TBL1XR1	TBL1XR1	0.2302	422	1
3_MACS_peak_10872_lociStitched	chr16	50713830	50732975	3	13907	23104.186	3511.193	423	NOD2,SNX20	CYLD	NOD2	NOD2	0.1351	423	1
3_MACS_peak_19512_lociStitched	chr3	39247993	39264653	3	13613	24002.062	3220.378	424		XIRP1	XIRP1	XIRP1	0.2953	424	1
3_MACS_peak_27340_lociStitched	chr7	114556702	114574716	3	12665	28626.0474	4573.7546	425	MDFIC		MDFIC	MDFIC	0.8885	425	1
2_MACS_peak_25949_lociStitched	chr6	143162884	143180037	2	14108	20364.0416	1886.83	426	HIVEP2		HIVEP2	HIVEP2	0.2177	426	1
3_MACS_peak_21981_lociStitched	chr4	100765794	100783980	3	13148	25925.9616	3646.293	427	DAPP1	MAPKSP1	DAPP1	DAPP1	0.5902999999999999	427	1
4_MACS_peak_18926_lociStitched	chr22	39910558	39929680	4	12833	27199.1328	3946.7808	428	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0909	428	1
4_MACS_peak_14248_lociStitched	chr19	39920239	39940152	4	14226	21131.6756	3456.8968	429	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	ZFP36	3.1704000000000003	429	1
4_MACS_peak_29751_lociStitched	chr9	93848898	93866180	4	13646	23323.7872	3143.5958	430		LOC100129316	LOC100129316	LOC100129316	0.050100000000000006	430	1
3_MACS_peak_23025_lociStitched	chr5	55272566	55292086	3	14214	21052.32	3640.48	431	IL6ST		IL6ST	IL6ST	0.24530000000000002	431	1
2_MACS_peak_6277_lociStitched	chr12	13242120	13256359	2	13884	21757.192	2899.0604	433	GSG1	KIAA1467	GSG1	GSG1	0.5221	433	1
3_MACS_peak_18100_lociStitched	chr21	19151690	19168433	3	14159	20685.9765	3372.0402	435	C21orf91		C21orf91	C21orf91	0.3993	435	1
2_MACS_peak_5760_lociStitched	chr11	115124153	115137673	2	13400	23021.856	2535	436	CADM1		CADM1	CADM1	0.23909999999999998	436	1
3_MACS_peak_15739_lociStitched	chr2	96889821	96913362	3	13631	23016.0357	3705.3534	437	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.039	437	1
3_MACS_peak_4149_lociStitched	chr10	104401184	104422061	3	12960	24780.999	2931.1308	438	TRIM8		TRIM8	TRIM8	0.9169	438	1
2_MACS_peak_313_lociStitched	chr1	23850284	23867233	2	10483	32009.8814	3344.0377	439	E2F2	ASAP3,ID3	E2F2	E2F2	0.7737	439	1
2_MACS_peak_26713_lociStitched	chr7	50343301	50358055	2	14129	19400.0346	2509.6554	440	IKZF1		IKZF1	IKZF1	0.1132	440	1
4_MACS_peak_13587_lociStitched	chr19	2455110	2480356	4	13705	23976.1262	5210.7744	441	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.8727	441	1
3_MACS_peak_2151_lociStitched	chr1	179048866	179061801	3	10623	31407.4735	3321.708	443	TOR3A		TOR3A	TOR3A	1.1497	443	1
3_MACS_peak_13768_lociStitched	chr19	10329205	10348012	3	13003	24324.9738	3048.6147	444	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6488	444	1
5_MACS_peak_13548_lociStitched	chr19	1647751	1672956	5	13153	25661.2105	5008.2335	445	TCF3	UQCR11	TCF3	UQCR11	0.33459999999999995	445	1
2_MACS_peak_17522_lociStitched	chr20	31254697	31270963	2	12748	25000.842	3027.1026	447		C20orf203	C20orf203	C20orf203	0.0087	447	1
4_MACS_peak_20095_lociStitched	chr3	101487188	101514026	4	13422	24057.5832	4659.0768	448	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.3822	448	1
3_MACS_peak_27569_lociStitched	chr7	136031524	136046771	3	13932	20722.1977	3706.5457	449			LUZP6	LUZP6	NONE	449	1
2_MACS_peak_21161_lociStitched	chr3	196357915	196371593	2	11801	28603.4336	3795.645	450	LRRC33		LRRC33	LRRC33	0.48330000000000006	450	1
2_MACS_peak_19208_lociStitched	chr3	8695977	8709326	2	13081	23077.7512	2484.2489	452		C3orf32	C3orf32	C3orf32	0.05740000000000001	452	1
3_MACS_peak_30235_lociStitched	chr9	130828573	130845608	3	13944	20166.033	3463.2155	453	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.45629999999999993	453	1
3_MACS_peak_28137_lociStitched	chr8	29621870	29637560	3	10176	31811.475	3197.622	454		C8orf75	C8orf75	C8orf75	0.42869999999999997	454	1
2_MACS_peak_5307_lociStitched	chr11	67644652	67660001	2	12614	25120.1734	3114.3121	455			LOC645332	LOC645332	NONE	455	1
2_MACS_peak_30174_lociStitched	chr9	128390155	128409808	2	13277	22854.4737	3378.3507	456	MAPKAP1		MAPKAP1	MAPKAP1	0.10759999999999999	456	1
1_MACS_peak_25085_lociStitched	chr6	45671611	45684419	1	12809	23666.6224	2500.1216	458			RUNX2	RUNX2	0.13030000000000003	458	1
4_MACS_peak_13554_lociStitched	chr19	1846945	1865837	4	12131	27172.3636	3827.5192	459	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.0896000000000001	459	1
4_MACS_peak_24955_lociStitched	chr6	37121480	37144449	4	12537	25824.0467	3909.3238	460	PIM1		PIM1	PIM1	0.747	460	1
2_MACS_peak_1642_lociStitched	chr1	150120850	150139567	2	12751	26205.6717	5046.1032	461	PLEKHO1		PLEKHO1	PLEKHO1	0.9052999999999999	461	1
2_MACS_peak_18390_lociStitched	chr21	45194881	45210687	2	12601	26122.5762	4436.7442	462	RRP1,CSTB	LOC284837	CSTB	CSTB	0.6122	462	1
3_MACS_peak_17374_lociStitched	chr20	17826209	17844356	3	13400	21627.5946	3095.8782	463			SNORD17	SNORD17	NONE	463	1
1_MACS_peak_3025_lociStitched	chr1	249111222	249122123	1	10902	30100.9313	3549.3656	464	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	1.1305	464	1
5_MACS_peak_23340_lociStitched	chr5	87954685	87976829	5	11388	29429.376	4200.7168	465	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.24580000000000002	465	1
2_MACS_peak_16290_lociStitched	chr2	158293527	158311079	2	11446	28425.464	3385.7808	466	CYTIP		CYTIP	CYTIP	0.5737000000000001	466	1
3_MACS_peak_1701_lociStitched	chr1	152001026	152021797	3	13171	24783.9572	5537.5486	467	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.7981	467	1
2_MACS_peak_3449_lociStitched	chr10	43890605	43906149	2	11514	27629.46	2849.2152	468	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.36619999999999997	468	1
2_MACS_peak_11978_lociStitched	chr17	37924903	37938900	2	13419	21191.458	3014.9538	469	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2009	469	1
2_MACS_peak_21182_lociStitched	chr3	197449765	197465045	2	12082	27042.544	4093.512	470	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.4274	470	1
1_MACS_peak_29023_lociStitched	chr8	137188428	137201626	1	13199	21669.7962	2757.0622	471			KHDRBS3	KHDRBS3	NONE	471	1
7_MACS_peak_22741_lociStitched	chr5	6708344	6738577	7	13826	20310.5294	4525.8801	472	PAPD7	PAPD7	PAPD7	PAPD7	0.27669999999999995	472	1
2_MACS_peak_21108_lociStitched	chr3	193847123	193860562	2	13214	21518.5268	2940.4532	473	HES1		HES1	HES1	1.3535	473	1
4_MACS_peak_18862_lociStitched	chr22	38700338	38715181	4	13555	19689.2395	2814.2328	475	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.4686	475	1
3_MACS_peak_12702_lociStitched	chr17	76137565	76152807	3	13024	21975.9156	2815.1974	477	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.1414	477	1
2_MACS_peak_1810_lociStitched	chr1	155902860	155919055	2	12053	27220.556	4586.424	478	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.5371000000000001	478	1
4_MACS_peak_14473_lociStitched	chr19	48879779	48902454	4	12210	26178.2875	4188.0725	479	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.0403	479	1
3_MACS_peak_29977_lociStitched	chr9	112665644	112683466	3	12271	25089.8116	3313.1098	480	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1106	480	1
2_MACS_peak_11424_lociStitched	chr17	4267919	4281515	2	11118	28138.2816	2982.9624	481	UBE2G1		UBE2G1	UBE2G1	0.025999999999999995	481	1
3_MACS_peak_24169_lociStitched	chr5	172191150	172205839	3	11504	27255.4395	3205.1398	482	DUSP1		DUSP1	DUSP1	1.6817	482	1
2_MACS_peak_12761_lociStitched	chr17	78873167	78887361	2	11235	27424.2274	2679.8272	483	RPTOR		CHMP6	CHMP6	NONE	483	1
6_MACS_peak_5150_lociStitched	chr11	63992679	64019707	6	13430	21444.0152	4489.3508	484	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.8119	484	1
2_MACS_peak_23928_lociStitched	chr5	148204717	148222649	2	12664	23727.6224	3572.0544	485	ADRB2		ADRB2	ADRB2	1.1702	485	1
4_MACS_peak_25821_lociStitched	chr6	135322821	135343803	4	13388	20707.1358	3673.9482	486	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1934	486	1
3_MACS_peak_20428_lociStitched	chr3	130557240	130574406	3	12866	22113.2412	2938.8192	487	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.07850000000000001	487	1
3_MACS_peak_20798_lociStitched	chr3	169755042	169776715	3	12377	26330.5277	5325.0561	488	GPR160		GPR160	GPR160	0.33869999999999995	488	1
4_MACS_peak_16175_lociStitched	chr2	137132963	137153368	4	11633	27042.7465	3644.333	489			CXCR4	CXCR4	NONE	489	1
2_MACS_peak_17570_lociStitched	chr20	32988790	33005684	2	13115	21007.689	3061.1928	490	ITCH	MIR644	ITCH	ITCH	0.14230000000000004	490	1
4_MACS_peak_10940_lociStitched	chr16	57624563	57646039	4	12994	22193.2984	3730.3812	491		GPR114,GPR56	GPR56	GPR56	0.19440000000000002	491	1
2_MACS_peak_23968_lociStitched	chr5	150459529	150476096	2	12587	23105.9949	3043.3579	492	TNIP1	ANXA6	TNIP1	ANXA6	0.304	492	1
4_MACS_peak_14613_lociStitched	chr19	56145307	56167906	4	11739	26379.8127	3484.7658	493	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.8412000000000001	493	1
2_MACS_peak_7095_lociStitched	chr12	89737949	89749561	2	11092	27552.9536	2875.1312	494	DUSP6		DUSP6	DUSP6	1.7017	494	1
3_MACS_peak_25016_lociStitched	chr6	42737420	42752603	3	11540	26009.9973	2711.6838	495		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.5369	495	1
3_MACS_peak_27981_lociStitched	chr8	19518808	19540639	3	12907	22237.0566	3706.9038	496	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.1153	496	1
2_MACS_peak_29553_lociStitched	chr9	71251159	71269872	2	13331	19843.2652	3431.9642	497			PIP5K1B	PIP5K1B	NONE	497	1
3_MACS_peak_15436_lociStitched	chr2	67686274	67706091	3	13053	20413.4917	2845.7212	498			ETAA1	ETAA1	NONE	498	1
3_MACS_peak_30517_lociStitched	chrX	10074433	10091276	3	12964	19667.5711	1765.1464	499	WWC3	CLCN4	CLCN4	NONE	NONE	499	1
4_MACS_peak_8889_lociStitched	chr14	93033542	93054248	4	13110	19275.2154	2178.2712	500	RIN3		RIN3	RIN3	0.1295	500	1
3_MACS_peak_27828_lociStitched	chr8	2098007	2115936	3	12728	21340.8887	2606.8766	501			MYOM2	MYOM2	0.6556	501	1
3_MACS_peak_25575_lociStitched	chr6	109186612	109207012	3	13313	19969.56	4026.96	503	ARMC2		ARMC2	ARMC2	0.3738	503	1
