REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_8490_lociStitched	chr14	105952448	105958103	3	4989	13802.724	402	1	CRIP1,C14orf80	CRIP2,TMEM121	C14orf80	402	1
3_MACS_peak_27828_lociStitched	chr8	120928203	120933239	3	4985	12748.1304	403	1	DEPDC6		DEPDC6	403	1
1_MACS_peak_19511_lociStitched	chr3	55691635	55696609	1	4975	11393.4444	404	1	ERC2,C3orf51		C3orf51	404	1
3_MACS_peak_23449_lociStitched	chr5	173697437	173702480	3	4974	17753.3772	405	1			HMP19	405	1
1_MACS_peak_5188_lociStitched	chr11	111306852	111311816	1	4965	21224.5748	406	1			POU2AF1	406	1
4_MACS_peak_11523_lociStitched	chr17	40827548	40832777	4	4955	12173.112	407	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	407	1
5_MACS_peak_23873_lociStitched	chr6	17702328	17707646	5	4937	18743.8228	408	1	NUP153		NUP153	408	1
3_MACS_peak_20242_lociStitched	chr3	156850695	156856279	3	4934	16482.2928	409	1		LOC100498859,LOC339894,CCNL1	LOC339894	409	1
3_MACS_peak_20386_lociStitched	chr3	176912627	176917705	3	4925	13819.777	410	1	TBL1XR1		TBL1XR1	410	1
2_MACS_peak_20729_lociStitched	chr4	5034356	5039290	2	4924	15467.5966	411	1		STK32B,CYTL1	CYTL1	411	1
1_MACS_peak_11263_lociStitched	chr17	32695929	32700850	1	4922	22736.9884	412	1		CCL8,CCL13,CCL1	CCL1	412	1
4_MACS_peak_9406_lociStitched	chr15	89179020	89184105	4	4918	11546.001	413	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	413	1
3_MACS_peak_17131_lociStitched	chr20	10650571	10655682	3	4917	10569.548	414	1	JAG1		JAG1	414	1
5_MACS_peak_14363_lociStitched	chr19	49136894	49142336	5	4915	10499.7948	415	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	415	1
1_MACS_peak_10862_lociStitched	chr17	6915184	6920097	1	4914	14653.0225	416	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	416	1
2_MACS_peak_18764_lociStitched	chr22	42146760	42151671	2	4912	14739.8754	417	1	MEI1	CCDC134	CCDC134	417	1
5_MACS_peak_29676_lociStitched	chrX	48773852	48779396	5	4912	10066.2408	418	1	PIM2,OTUD5	PQBP1,TIMM17B,SLC35A2,KCND1	PIM2	418	1
3_MACS_peak_8860_lociStitched	chr15	49314232	49319418	3	4897	13777.6462	419	1	SECISBP2L		SECISBP2L	419	1
4_MACS_peak_17952_lociStitched	chr21	34637082	34642435	4	4880	13474.5716	420	1	IL10RB	IFNAR2	IL10RB	420	1
2_MACS_peak_21097_lociStitched	chr4	57840896	57846127	2	4877	13935.9071	421	1	POLR2B,C4orf14		C4orf14	421	1
6_MACS_peak_21592_lociStitched	chr4	144276455	144281839	6	4861	9882.332	422	1	GAB1		GAB1	422	1
1_MACS_peak_4955_lociStitched	chr11	73690262	73695112	1	4851	19319.49	423	1	UCP2	DNAJB13,UCP3	UCP2	423	1
3_MACS_peak_13601_lociStitched	chr19	16434523	16439553	3	4850	18746.307	424	1	KLF2		KLF2	424	1
2_MACS_peak_10150_lociStitched	chr16	31885037	31890134	2	4849	16675.8549	425	1	ZNF267		ZNF267	425	1
4_MACS_peak_30267_lociStitched	chrX	153234500	153239437	4	4843	20837.1022	426	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	426	1
2_MACS_peak_15198_lociStitched	chr2	43649811	43654741	2	4841	16838.415	427	1	THADA		THADA	427	1
4_MACS_peak_24156_lociStitched	chr6	31759349	31764493	4	4839	18600.704	428	1	VARS	C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	428	1
2_MACS_peak_9758_lociStitched	chr16	4663507	4668397	2	4836	29452.47	429	1	FAM100A	MGRN1	FAM100A	429	1
1_MACS_peak_24346_lociStitched	chr6	37068783	37073613	1	4831	21327.831	430	1			PIM1	430	1
2_MACS_peak_23194_lociStitched	chr5	150590438	150595679	2	4831	10773.9237	431	1	CCDC69	GM2A	CCDC69	431	1
5_MACS_peak_546_lociStitched	chr1	27760861	27766502	5	4830	10325.2864	432	1	WASF2	GPR3	GPR3	432	1
2_MACS_peak_12203_lociStitched	chr17	75083928	75088780	2	4829	14950.4676	433	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	433	1
2_MACS_peak_23943_lociStitched	chr6	26122294	26127252	2	4828	28103.4314	434	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	434	1
2_MACS_peak_27917_lociStitched	chr8	128746393	128751344	2	4824	18347.4158	435	1	MYC		MYC	435	1
2_MACS_peak_21078_lociStitched	chr4	56812380	56817280	2	4808	18529.35	436	1	CEP135		CEP135	436	1
1_MACS_peak_19761_lociStitched	chr3	111398556	111403360	1	4805	10810.9216	437	1	PLCXD2	PHLDB2	PLCXD2	437	1
3_MACS_peak_9150_lociStitched	chr15	69109110	69113980	3	4801	15874.252	438	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	438	1
3_MACS_peak_1729_lociStitched	chr1	149820842	149825754	3	4800	22673.3008	439	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	439	1
1_MACS_peak_8308_lociStitched	chr14	94440986	94445776	1	4791	22298.887	440	1		C14orf48,OTUB2,C14orf86,ASB2	ASB2	440	1
3_MACS_peak_11120_lociStitched	chr17	21187813	21192679	3	4791	12302.7078	441	1	MAP2K3	C17orf103	MAP2K3	441	1
2_MACS_peak_14047_lociStitched	chr19	39339032	39344255	2	4788	19816.062	442	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	442	1
4_MACS_peak_4405_lociStitched	chr11	46139258	46144325	4	4784	11006.5374	443	1	PHF21A		PHF21A	443	1
2_MACS_peak_14294_lociStitched	chr19	47216856	47221641	2	4780	13187.46	444	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	444	1
2_MACS_peak_23397_lociStitched	chr5	172260772	172265576	2	4780	12614.3432	445	1	ERGIC1		ERGIC1	445	1
1_MACS_peak_14791_lociStitched	chr2	10259956	10264729	1	4774	25479.7059	446	1	RRM2	C2orf48,CYS1	RRM2	446	1
5_MACS_peak_24909_lociStitched	chr6	108991629	108996842	5	4772	9319.2801	447	1	FOXO3		NCRNA00222	447	1
3_MACS_peak_16517_lociStitched	chr2	191876209	191880983	3	4768	13344.2848	448	1	STAT1		STAT1	448	1
4_MACS_peak_17699_lociStitched	chr20	56047426	56052615	4	4764	10038.6394	449	1		CTCFL	CTCFL	449	1
5_MACS_peak_24755_lociStitched	chr6	90059902	90064878	5	4762	16596.9504	450	1	UBE2J1	GABRR2	UBE2J1	450	1
5_MACS_peak_11955_lociStitched	chr17	62204583	62209865	5	4762	12696.3434	451	1	ERN1	SNORD104,SNORA76	ERN1	451	1
2_MACS_peak_22672_lociStitched	chr5	96268037	96272987	2	4756	15759.315	452	1	LNPEP	LNPEP	LNPEP	452	1
1_MACS_peak_8247_lociStitched	chr14	91781356	91786109	1	4754	16625.5187	453	1	CCDC88C		GPR68	453	1
1_MACS_peak_15964_lociStitched	chr2	120186079	120190831	1	4753	24790.7088	454	1	TMEM37		TMEM37	454	1
5_MACS_peak_2210_lociStitched	chr1	175157428	175162837	5	4752	9712.4004	455	1	KIAA0040		KIAA0040	455	1
2_MACS_peak_13343_lociStitched	chr19	10329554	10334429	2	4749	12762.75	456	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	456	1
2_MACS_peak_19978_lociStitched	chr3	129032042	129036999	2	4748	18726.5546	457	1	C3orf47,H1FX	C3orf37	C3orf47	457	1
2_MACS_peak_18434_lociStitched	chr22	29194200	29198948	2	4733	13645.752	458	1	XBP1	CCDC117	XBP1	458	1
4_MACS_peak_25624_lociStitched	chr7	25986954	25991895	4	4730	15794.8947	459	1	MIR148A		MIR148A	459	1
1_MACS_peak_4933_lociStitched	chr11	72850824	72855552	1	4729	21032.9808	460	1	FCHSD2		FCHSD2	460	1
1_MACS_peak_14298_lociStitched	chr19	47287145	47291870	1	4726	15295.2975	461	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	461	1
4_MACS_peak_20161_lociStitched	chr3	150479464	150484351	4	4714	13023.855	462	1	SIAH2		SIAH2	462	1
3_MACS_peak_5127_lociStitched	chr11	98936896	98941954	3	4714	10005.7356	463	1	CNTN5		CNTN5	463	1
3_MACS_peak_25109_lociStitched	chr6	135190786	135195731	3	4712	19468.465	464	1			ALDH8A1	464	1
3_MACS_peak_19531_lociStitched	chr3	56948426	56953250	3	4711	12320.0136	465	1	ARHGEF3		ARHGEF3	465	1
1_MACS_peak_14080_lociStitched	chr19	40168464	40173167	1	4704	13158.5237	466	1	LGALS17A	LOC100129935,LGALS16,LGALS14	LGALS17A	466	1
3_MACS_peak_6131_lociStitched	chr12	56519390	56524353	3	4698	16503.9602	467	1	ESYT1	ERBB3,PA2G4,RPL41,ZC3H10,MYL6B,MYL6	ESYT1	467	1
1_MACS_peak_571_lociStitched	chr1	28199023	28203719	1	4697	17968.3048	468	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	468	1
4_MACS_peak_22836_lociStitched	chr5	126111157	126115937	4	4695	16514.9	469	1	LMNB1		LMNB1	469	1
2_MACS_peak_29166_lociStitched	chr9	130538421	130543111	2	4690	16821.623	470	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	470	1
1_MACS_peak_8310_lociStitched	chr14	94474454	94479139	1	4686	16352.9925	471	1	C14orf48	C14orf48,OTUB2	C14orf48	471	1
2_MACS_peak_26677_lociStitched	chr7	137668942	137673751	2	4683	14344.7661	472	1	CREB3L2		CREB3L2	472	1
3_MACS_peak_29373_lociStitched	chr9	138476739	138482098	3	4683	9862.1677	473	1	LOC100130954	OBP2A,PAEP,GLT6D1	LOC100130954	473	1
3_MACS_peak_5181_lociStitched	chr11	111284992	111289839	3	4681	14568.1432	474	1		POU2AF1	POU2AF1	474	1
1_MACS_peak_28069_lociStitched	chr8	144607914	144612591	1	4678	22566.0573	475	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	475	1
1_MACS_peak_23825_lociStitched	chr6	13523663	13528338	1	4676	24371.71	476	1		SIRT5,C6orf114,GFOD1	GFOD1	476	1
2_MACS_peak_13876_lociStitched	chr19	29120139	29124857	2	4676	20799.303	477	1			LOC148145	477	1
4_MACS_peak_11832_lociStitched	chr17	56418677	56423590	4	4675	12636.7273	478	1	SUPT4H1	BZRAP1,MIR142	SUPT4H1	478	1
3_MACS_peak_6518_lociStitched	chr12	104320593	104325652	3	4673	16002.1229	479	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	479	1
4_MACS_peak_24452_lociStitched	chr6	43737428	43742231	4	4668	13550.7039	480	1	VEGFA		VEGFA	480	1
1_MACS_peak_20501_lociStitched	chr3	186703409	186708070	1	4662	10307.3354	481	1	ST6GAL1	ST6GAL1	ST6GAL1	481	1
2_MACS_peak_19953_lociStitched	chr3	128821358	128826050	2	4659	18749.7012	482	1	RAB43	GP9	RAB43	482	1
4_MACS_peak_5026_lociStitched	chr11	82771727	82776639	4	4659	14534.1168	483	1	RAB30	SNORA70E	RAB30	483	1
5_MACS_peak_11712_lociStitched	chr17	48225089	48229929	5	4657	9033.376	484	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	484	1
3_MACS_peak_16335_lociStitched	chr2	173419211	173424179	3	4654	12382.2432	485	1	PDK1		PDK1	485	1
1_MACS_peak_24336_lociStitched	chr6	37015731	37020382	1	4652	15208.3049	486	1		FGD2	FGD2	486	1
1_MACS_peak_24259_lociStitched	chr6	34638905	34643555	1	4651	15377.55	487	1	C6orf106		C6orf106	487	1
1_MACS_peak_15184_lociStitched	chr2	43451238	43455888	1	4651	23964.24	488	1	LOC100129726,ZFP36L2		ZFP36L2	488	1
1_MACS_peak_23759_lociStitched	chr6	10585310	10589959	1	4650	11675.4986	489	1	GCNT2		GCNT2	489	1
4_MACS_peak_2785_lociStitched	chr1	233760918	233765988	4	4645	11713.221	490	1	KCNK1		KCNK1	490	1
4_MACS_peak_9775_lociStitched	chr16	5143659	5148870	4	4645	10772.7003	491	1	FAM86A	ALG1,C16orf89	FAM86A	491	1
4_MACS_peak_8335_lociStitched	chr14	95972671	95977605	4	4642	9935.1024	492	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	492	1
4_MACS_peak_22620_lociStitched	chr5	90675508	90680251	4	4634	14330.9745	493	1	LOC100129716,ARRDC3		ARRDC3	493	1
2_MACS_peak_23960_lociStitched	chr6	26249089	26253849	2	4633	25211.816	494	1	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	494	1
2_MACS_peak_28479_lociStitched	chr9	37527964	37532774	2	4632	18833.555	495	1	FBXO10	POLR1E	POLR1E	495	1
3_MACS_peak_21223_lociStitched	chr4	78738467	78743257	3	4622	10949.461	496	1	CNOT6L	MRPL1	CNOT6L	496	1
4_MACS_peak_21250_lociStitched	chr4	84030460	84035879	4	4620	11193.4864	497	1	PLAC8		PLAC8	497	1
5_MACS_peak_14451_lociStitched	chr19	50423572	50428483	5	4619	9004.3185	498	1	NUP62,IL4I1	TBC1D17,ATF5,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	498	1
3_MACS_peak_22394_lociStitched	chr5	66488249	66493448	3	4618	10156.7664	499	1	CD180		CD180	499	1
2_MACS_peak_28066_lociStitched	chr8	144595008	144599869	2	4612	15221.7354	500	1	ZC3H3	GSDMD	ZC3H3	500	1
4_MACS_peak_23075_lociStitched	chr5	142497126	142502070	4	4610	13173.7824	501	1	ARHGAP26		NR3C1	501	1
2_MACS_peak_3469_lociStitched	chr10	73485321	73490341	2	4607	10831.152	502	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	502	1
1_MACS_peak_24188_lociStitched	chr6	32156700	32161305	1	4606	17557.4835	503	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	503	1
3_MACS_peak_5633_lociStitched	chr12	9799722	9804497	3	4600	9644.0675	504	1	LOC374443	CLEC2D,KLRB1	LOC374443	504	1
1_MACS_peak_24179_lociStitched	chr6	31948537	31953135	1	4599	15395.9432	505	1	STK19,C4B,C4A	CFB,SKIV2L,CYP21A2,MIR1236,RDBP,DOM3Z,TNXA,TNXB	C4B	505	1
4_MACS_peak_3694_lociStitched	chr10	98029174	98034231	4	4599	10790.1209	506	1	BLNK	DNTT	BLNK	506	1
8_MACS_peak_30185_lociStitched	chrX	139901046	139907315	8	4595	7932.7926	507	1		CDR1	CDR1	507	1
3_MACS_peak_13377_lociStitched	chr19	10762052	10766778	3	4594	20998.5632	508	1	ILF3,LOC147727	SLC44A2,QTRT1	LOC147727	508	1
4_MACS_peak_25536_lociStitched	chr7	11367586	11373000	4	4590	12071.0544	509	1			PHF14	509	1
2_MACS_peak_24100_lociStitched	chr6	30582012	30586674	2	4587	21604.6404	510	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	510	1
4_MACS_peak_15230_lociStitched	chr2	47167755	47172833	4	4587	13180.9646	511	1	TTC7A,MCFD2	MCFD2	MCFD2	511	1
1_MACS_peak_23495_lociStitched	chr5	176735909	176740491	1	4583	17661.7772	512	1	MXD3	PRELID1,RGS14,RAB24,LMAN2	MXD3	512	1
2_MACS_peak_6749_lociStitched	chr12	120553223	120557875	2	4583	17011.4336	513	1	RAB35		RAB35	513	1
4_MACS_peak_14743_lociStitched	chr2	6482618	6487526	4	4581	9764.466	514	1			LOC400940	514	1
2_MACS_peak_11290_lociStitched	chr17	33406641	33411266	2	4578	10514.0125	515	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	515	1
2_MACS_peak_26871_lociStitched	chr7	155542404	155547406	2	4577	13023.7074	516	1	RBM33		SHH	516	1
3_MACS_peak_26699_lociStitched	chr7	139597003	139601711	3	4567	13625.8936	517	1	TBXAS1		TBXAS1	517	1
5_MACS_peak_15125_lociStitched	chr2	37878510	37883850	5	4561	10889.328	518	1	CDC42EP3		CDC42EP3	518	1
2_MACS_peak_2394_lociStitched	chr1	200988031	200992689	2	4560	9540.5156	519	1	KIF21B		KIF21B	519	1
2_MACS_peak_11618_lociStitched	chr17	43516601	43521261	2	4553	18536.548	520	1	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	520	1
3_MACS_peak_18748_lociStitched	chr22	41839909	41844641	3	4551	16085.0144	521	1	TOB2	ACO2,PHF5A	TOB2	521	1
6_MACS_peak_28499_lociStitched	chr9	38667754	38673357	6	4549	10111.7341	522	1		FAM201A,ANKRD18A	FAM201A	522	1
1_MACS_peak_11923_lociStitched	chr17	61775356	61779900	1	4545	9244.3136	523	1	LIMD2	STRADA	LIMD2	523	1
4_MACS_peak_4878_lociStitched	chr11	69061019	69066280	4	4543	10485.6991	524	1	MYEOV		MYEOV	524	1
1_MACS_peak_119_lociStitched	chr1	6660152	6664690	1	4539	20286.6752	525	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	525	1
1_MACS_peak_26250_lociStitched	chr7	98975496	98980029	1	4534	36277.1457	526	1	ARPC1B	BUD31,PDAP1	ARPC1B	526	1
1_MACS_peak_23514_lociStitched	chr5	176934213	176938745	1	4533	28098.4	527	1	DOK3,DDX41	DBN1,PDLIM7,FAM193B	DOK3	527	1
1_MACS_peak_20059_lociStitched	chr3	136469036	136473564	1	4529	20059.04	528	1	STAG1		STAG1	528	1
2_MACS_peak_6214_lociStitched	chr12	58289673	58294223	2	4529	16820.44	529	1		XRCC6BP1,CTDSP2	XRCC6BP1	529	1
4_MACS_peak_16443_lociStitched	chr2	183728399	183733419	4	4529	11535.96	530	1	FRZB		FRZB	530	1
3_MACS_peak_10108_lociStitched	chr16	30668053	30672876	3	4526	17225.8268	531	1		PRR14,FBRS,SRCAP,SNORA30,ZNF689	FBRS	531	1
2_MACS_peak_22872_lociStitched	chr5	130714254	130718911	2	4525	10232.8261	532	1	CDC42SE2		CDC42SE2	532	1
3_MACS_peak_22285_lociStitched	chr5	55287628	55292382	3	4518	13863.6148	533	1	IL6ST		IL6ST	533	1
2_MACS_peak_1599_lociStitched	chr1	120835465	120840427	2	4518	14924.7036	534	1	FAM72B		FAM72B	534	1
3_MACS_peak_2122_lociStitched	chr1	167175415	167180015	3	4517	12525.8	535	1		POU2F1	POU2F1	535	1
3_MACS_peak_12959_lociStitched	chr19	659074	663893	3	4517	17058.2962	536	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	536	1
2_MACS_peak_8237_lociStitched	chr14	91579312	91583983	2	4512	31291.029	537	1	C14orf159	SNORA11B	C14orf159	537	1
5_MACS_peak_17248_lociStitched	chr20	30277905	30282849	5	4509	8436.4416	538	1	BCL2L1	TPX2	BCL2L1	538	1
4_MACS_peak_4693_lociStitched	chr11	65340062	65344639	4	4504	10023.63	539	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	539	1
3_MACS_peak_21193_lociStitched	chr4	77117788	77122372	3	4503	11211.5472	540	1	SCARB2	NUP54	SCARB2	540	1
3_MACS_peak_5167_lociStitched	chr11	108091721	108096735	3	4497	15004.8964	541	1	ATM,NPAT		ATM	541	1
2_MACS_peak_7960_lociStitched	chr14	64969178	64973774	2	4493	12809.9712	542	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	542	1
2_MACS_peak_27660_lociStitched	chr8	101318653	101323168	2	4491	14765.4045	543	1	RNF19A	RNF19A	RNF19A	543	1
2_MACS_peak_14388_lociStitched	chr19	49465329	49469849	2	4489	14807.068	544	1	FTL	DHDH,BAX,RUVBL2,GYS1	FTL	544	1
3_MACS_peak_27926_lociStitched	chr8	129203005	129207931	3	4483	10067.7588	545	1		MIR1208	MIR1208	545	1
5_MACS_peak_8654_lociStitched	chr15	37389313	37394328	5	4476	9336.927	546	1	MEIS2		MEIS2	546	1
3_MACS_peak_8930_lociStitched	chr15	52969089	52973770	3	4467	18601.8259	547	1	KIAA1370		KIAA1370	547	1
3_MACS_peak_24321_lociStitched	chr6	36575310	36580270	3	4467	9434.912	548	1		SRSF3,MIR3925	MIR3925	548	1
2_MACS_peak_12216_lociStitched	chr17	75229311	75233943	2	4462	18859.6512	549	1		SEC14L1,SEPT9	SEPT9	549	1
2_MACS_peak_25170_lociStitched	chr6	138269496	138274342	2	4458	11466.6052	550	1			TNFAIP3	550	1
2_MACS_peak_2487_lociStitched	chr1	205252916	205257394	2	4453	10108.6372	551	1		NUAK2	NUAK2	551	1
2_MACS_peak_23011_lociStitched	chr5	139046929	139051697	2	4453	15465.9616	552	1	CXXC5		CXXC5	552	1
1_MACS_peak_4660_lociStitched	chr11	64899258	64903693	1	4436	18307.68	553	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	553	1
3_MACS_peak_19272_lociStitched	chr3	46133256	46138105	3	4436	11054.7502	554	1			XCR1	554	1
1_MACS_peak_28839_lociStitched	chr9	99179080	99183514	1	4435	14281.0272	555	1	ZNF367	HABP4,SLC35D2	ZNF367	555	1
5_MACS_peak_129_lociStitched	chr1	6977839	6983652	5	4435	9555.4094	556	1	CAMTA1		CAMTA1	556	1
1_MACS_peak_24034_lociStitched	chr6	27831729	27836156	1	4428	19345.5473	557	1	HIST1H2AL,HIST1H1B	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BO,HIST1H2AJ,HIST1H4K,HIST1H2AK,HIST1H3I,HIST1H4L,HIST1H3J,HIST1H2AM,OR2B2	HIST1H2AL	557	1
4_MACS_peak_18467_lociStitched	chr22	31001225	31006022	4	4427	10790.8515	558	1	TCN2,PES1	SLC35E4,GAL3ST1,PES1	TCN2	558	1
3_MACS_peak_7663_lociStitched	chr14	25477383	25481928	3	4426	11428.4025	559	1	STXBP6		STXBP6	559	1
3_MACS_peak_23971_lociStitched	chr6	26358242	26362881	3	4426	12233.9708	560	1		BTN3A2,BTN2A2,BTN3A1	BTN3A2	560	1
2_MACS_peak_13685_lociStitched	chr19	17957666	17962149	2	4425	15058.8453	561	1	JAK3	RPL18AP3,RPL18A,SNORA68,SLC5A5,INSL3	JAK3	561	1
4_MACS_peak_8445_lociStitched	chr14	103783114	103787569	4	4421	13873.761	562	1		EIF5,SNORA28	EIF5	562	1
1_MACS_peak_12156_lociStitched	chr17	73871190	73875609	1	4420	19807.7256	563	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	563	1
3_MACS_peak_12052_lociStitched	chr17	70581565	70586058	3	4413	12304.0805	564	1	LOC100499467		LOC100499467	564	1
5_MACS_peak_5651_lociStitched	chr12	11801395	11806184	5	4412	10368.185	565	1	ETV6		ETV6	565	1
3_MACS_peak_15181_lociStitched	chr2	43445080	43449536	3	4409	13658.0856	566	1		LOC100129726,ZFP36L2	ZFP36L2	566	1
4_MACS_peak_3277_lociStitched	chr10	43901195	43906099	4	4406	12964.7048	567	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	567	1
1_MACS_peak_24181_lociStitched	chr6	31981360	31985760	1	4401	14879.04	568	1	STK19,C4B,C4A	STK19,CYP21A2,DOM3Z,TNXA,TNXB	STK19	568	1
5_MACS_peak_9269_lociStitched	chr15	75743622	75748670	5	4401	10559.4064	569	1	SIN3A		SIN3A	569	1
4_MACS_peak_4114_lociStitched	chr11	2480208	2485242	4	4400	8426.916	570	1	KCNQ1	TRPM5	KCNQ1	570	1
2_MACS_peak_13874_lociStitched	chr19	29092100	29096496	2	4396	10396.1004	571	1			LOC148145	571	1
2_MACS_peak_26358_lociStitched	chr7	102153389	102158252	2	4396	13086.8193	572	1		LRWD1,SPDYE2,ALKBH4,POLR2J	SPDYE2	572	1
4_MACS_peak_28319_lociStitched	chr9	22101631	22106190	4	4395	8294.1887	573	1	CDKN2B-AS1		CDKN2B	573	1
5_MACS_peak_12146_lociStitched	chr17	73778751	73783347	5	4395	16336.9416	574	1	UNK	GALK1,H3F3B	UNK	574	1
2_MACS_peak_8925_lociStitched	chr15	52857147	52861826	2	4391	14557.3048	575	1	ARPP19	MYO5A	ARPP19	575	1
2_MACS_peak_27645_lociStitched	chr8	99953367	99957870	2	4384	11316.9396	576	1	OSR2		OSR2	576	1
2_MACS_peak_458_lociStitched	chr1	25252955	25257603	2	4383	13382.0568	577	1	RUNX3		RUNX3	577	1
2_MACS_peak_19957_lociStitched	chr3	128837207	128841664	2	4378	19499.375	578	1	RAB43	ISY1	RAB43	578	1
2_MACS_peak_4697_lociStitched	chr11	65353497	65357973	2	4378	15278.3784	579	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	579	1
2_MACS_peak_20340_lociStitched	chr3	169760805	169765228	2	4377	11271.1309	580	1	GPR160		GPR160	580	1
2_MACS_peak_21880_lociStitched	chr5	188420	192921	2	4376	14423.9046	581	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	581	1
4_MACS_peak_29005_lociStitched	chr9	116340560	116345674	4	4376	8745.4514	582	1	RGS3	RGS3	RGS3	582	1
2_MACS_peak_28612_lociStitched	chr9	77700134	77704583	2	4364	20127.7209	583	1	OSTF1,C9orf95		C9orf95	583	1
2_MACS_peak_4531_lociStitched	chr11	62199404	62204019	2	4363	25358.9635	584	1	AHNAK	SCGB1A1	SCGB1A1	584	1
5_MACS_peak_5925_lociStitched	chr12	46120547	46125338	5	4363	10690.1583	585	1	ARID2,LOC400027		ARID2	585	1
4_MACS_peak_10652_lociStitched	chr16	88847014	88852070	4	4362	9185.2352	586	1	FAM38A	CDT1,APRT	FAM38A	586	1
1_MACS_peak_28312_lociStitched	chr9	21992759	21997116	1	4358	25993.4263	587	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2B-AS1	587	1
1_MACS_peak_7994_lociStitched	chr14	69258812	69263169	1	4358	14104.9161	588	1	ZFP36L1,C14orf181		ZFP36L1	588	1
3_MACS_peak_8741_lociStitched	chr15	41221410	41226151	3	4358	9792.5355	589	1	DLL4	VPS18,CHAC1	DLL4	589	1
2_MACS_peak_1993_lociStitched	chr1	156718253	156722614	2	4357	13702.6981	590	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	590	1
3_MACS_peak_20168_lociStitched	chr3	150809108	150813696	3	4355	8748.8572	591	1	MED12L		MED12L	591	1
2_MACS_peak_385_lociStitched	chr1	22106449	22110839	2	4354	16454.159	592	1	USP48	LDLRAD2	USP48	592	1
2_MACS_peak_12924_lociStitched	chr18	72919622	72924279	2	4344	12832.8292	593	1	TSHZ1,ZADH2		ZADH2	593	1
