REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_19812_lociStitched	chr3	119117992	119123462	3	5054	16273.25	488	1	ARHGAP31		TMEM39A	TMEM39A	NONE	488	1
5_MACS_peak_17994_lociStitched	chr21	36255942	36262531	5	6249	16270.2177	489	1	RUNX1		RUNX1	RUNX1	0.1876	489	1
2_MACS_peak_17389_lociStitched	chr20	34684691	34690644	2	5892	16215.972	490	1		EPB41L1,LOC647979	EPB41L1	LOC647979	0.7102	490	1
3_MACS_peak_18988_lociStitched	chr3	13363843	13370793	3	6508	16199.755	491	1	NUP210		NUP210	NUP210	0.6161	491	1
1_MACS_peak_22230_lociStitched	chr5	43601273	43604686	1	3414	16198.4393	492	1	NNT	PAIP1	NNT	PAIP1	0.3413	492	1
1_MACS_peak_26436_lociStitched	chr7	107383062	107385646	1	2585	16189.7936	493	1	CBLL1		CBLL1	CBLL1	0.7194	493	1
2_MACS_peak_24619_lociStitched	chr6	74229611	74234006	2	4225	16188.1035	494	1	EEF1A1		EEF1A1	EEF1A1	1.3223	494	1
2_MACS_peak_19828_lociStitched	chr3	119811884	119815478	2	3568	16095.0102	495	1	GSK3B		GSK3B	GSK3B	0.1206	495	1
3_MACS_peak_18748_lociStitched	chr22	41839909	41844641	3	4551	16085.0144	496	1	TOB2	ACO2,PHF5A	TOB2	TOB2	0.7777	496	1
3_MACS_peak_16355_lociStitched	chr2	174827114	174831248	3	3811	16078.3662	497	1	SP3		SP3	SP3	0.3409	497	1
2_MACS_peak_932_lociStitched	chr1	46151204	46154895	2	3625	16048.8371	498	1	TMEM69,GPBP1L1	RPS15AP10	GPBP1L1	GPBP1L1	0.324	498	1
1_MACS_peak_26261_lociStitched	chr7	99155026	99157529	1	2504	16028.7114	499	1	ZNF655	LOC100289187,FAM200A	ZNF655	ZNF655	1.0773	499	1
5_MACS_peak_27465_lociStitched	chr8	81010570	81017317	5	6570	16008.6069	500	1	TPD52	TPD52	TPD52	TPD52	0.443	500	1
3_MACS_peak_6518_lociStitched	chr12	104320593	104325652	3	4673	16002.1229	501	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3369	501	1
2_MACS_peak_23603_lociStitched	chr6	304409	308423	2	3999	15995.79	502	1	DUSP22		DUSP22	DUSP22	2.6229	502	1
2_MACS_peak_23576_lociStitched	chr5	180256768	180260233	2	3356	15976.0755	503	1	LOC729678	MGAT1,ZFP62	LOC729678	LOC729678	1.1629	503	1
2_MACS_peak_5403_lociStitched	chr11	128593808	128598057	2	4186	15895.509	504	1	FLI1		FLI1	FLI1	0.7796	504	1
2_MACS_peak_26363_lociStitched	chr7	102251286	102257327	2	5811	15892.0587	505	1	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.828	505	1
3_MACS_peak_9150_lociStitched	chr15	69109110	69113980	3	4801	15874.252	506	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.4987	506	1
3_MACS_peak_23243_lociStitched	chr5	154133079	154137817	3	4225	15827.7628	507	1	LARP1		LARP1	LARP1	0.303	507	1
