#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isStretch
2_MACS_peak_4828_lociStitched	chr11	67650821	67655351	2	4301	14573.916	612	1
4_MACS_peak_16358_lociStitched	chr2	174853248	174857874	4	4301	11123.217	613	1
3_MACS_peak_24417_lociStitched	chr6	43137998	43142501	3	4297	12888.4866	614	1
4_MACS_peak_3294_lociStitched	chr10	45390783	45395573	4	4294	12670.029	615	1
2_MACS_peak_21792_lociStitched	chr4	185302751	185307052	2	4290	13069.4487	616	1
3_MACS_peak_20001_lociStitched	chr3	129896648	129901389	3	4289	11599.8047	617	1
4_MACS_peak_12194_lociStitched	chr17	74775580	74780584	4	4288	10267.7076	618	1
2_MACS_peak_16639_lociStitched	chr2	202121400	202125753	2	4282	13841.2341	619	1
2_MACS_peak_19780_lociStitched	chr3	113463934	113468249	2	4278	15780.818	620	1
1_MACS_peak_15731_lociStitched	chr2	97201387	97205663	1	4277	22252.7316	621	1
2_MACS_peak_13587_lociStitched	chr19	16227222	16231513	2	4277	13732.4873	622	1
1_MACS_peak_9913_lociStitched	chr16	17553444	17557719	1	4276	13019.085	623	1
4_MACS_peak_21910_lociStitched	chr5	1341282	1346138	4	4276	12657.164	624	1
4_MACS_peak_6420_lociStitched	chr12	94597939	94602856	4	4275	9490.3017	625	1
2_MACS_peak_7096_lociStitched	chr13	33000049	33004623	2	4274	9830.4408	626	1
2_MACS_peak_15110_lociStitched	chr2	37548656	37553264	2	4269	16796.16	627	1
1_MACS_peak_16768_lociStitched	chr2	219081145	219085411	1	4267	13937.8752	628	1
2_MACS_peak_18687_lociStitched	chr22	39840948	39845255	2	4267	14594.7002	629	1
3_MACS_peak_20770_lociStitched	chr4	8229541	8233919	3	4265	16970.8792	630	1
2_MACS_peak_12184_lociStitched	chr17	74493880	74498180	2	4263	9180.5	631	1
2_MACS_peak_14380_lociStitched	chr19	49375566	49379838	2	4261	15479.1648	632	1
3_MACS_peak_5227_lociStitched	chr11	115371403	115375822	3	4260	14492.5524	633	1
2_MACS_peak_8581_lociStitched	chr15	31372481	31376775	2	4257	17450.816	634	1
3_MACS_peak_16087_lociStitched	chr2	136813202	136817651	3	4257	10630.8855	635	1
5_MACS_peak_21806_lociStitched	chr4	185392260	185396859	5	4256	16957.8927	636	1
1_MACS_peak_15346_lociStitched	chr2	60775846	60780098	1	4253	15051.2296	637	1
4_MACS_peak_15816_lociStitched	chr2	106411981	106416887	4	4246	10098.5104	638	1
4_MACS_peak_8082_lociStitched	chr14	74224953	74229770	4	4238	10007.7992	639	1
3_MACS_peak_1285_lociStitched	chr1	87793152	87797906	3	4232	10946.085	640	1
2_MACS_peak_16918_lociStitched	chr2	234873149	234877517	2	4231	10520.328	641	1
2_MACS_peak_15117_lociStitched	chr2	37579848	37584148	2	4226	10584.02	642	1
2_MACS_peak_24619_lociStitched	chr6	74229611	74234006	2	4225	16188.1035	643	1
3_MACS_peak_23243_lociStitched	chr5	154133079	154137817	3	4225	15827.7628	644	1
2_MACS_peak_7162_lociStitched	chr13	42073916	42078230	2	4223	9741.012	645	1
3_MACS_peak_15459_lociStitched	chr2	68476907	68481284	3	4223	13848.828	646	1
1_MACS_peak_2228_lociStitched	chr1	178573450	178577671	1	4222	13695.0345	647	1
1_MACS_peak_380_lociStitched	chr1	21618510	21622730	1	4221	13448.296	648	1
2_MACS_peak_27821_lociStitched	chr8	120885461	120889790	2	4220	15592.1922	649	1
4_MACS_peak_25593_lociStitched	chr7	23506794	23511701	4	4218	12405.3867	650	1
3_MACS_peak_2456_lociStitched	chr1	203709679	203714372	3	4216	10149.5511	651	1
1_MACS_peak_6702_lociStitched	chr12	116796345	116800555	1	4211	21906.314	652	1
2_MACS_peak_29118_lociStitched	chr9	127630411	127634618	2	4204	18318.9608	653	1
1_MACS_peak_786_lociStitched	chr1	39973929	39978131	1	4203	12300.5146	654	1
2_MACS_peak_30217_lociStitched	chrX	149860835	149865154	2	4203	9349.7712	655	1
4_MACS_peak_1128_lociStitched	chr1	66741142	66745548	4	4202	8991.3242	656	1
1_MACS_peak_240_lociStitched	chr1	14026001	14030197	1	4197	13052.0776	657	1
3_MACS_peak_2670_lociStitched	chr1	226296517	226300842	3	4188	12237.5875	658	1
3_MACS_peak_3612_lociStitched	chr10	89620814	89625338	3	4188	12648.6516	659	1
2_MACS_peak_5403_lociStitched	chr11	128593808	128598057	2	4186	15895.509	660	1
2_MACS_peak_9872_lociStitched	chr16	14593777	14598149	2	4186	10146.1004	661	1
3_MACS_peak_19309_lociStitched	chr3	47028888	47033453	3	4184	10069.0205	662	1
4_MACS_peak_12134_lociStitched	chr17	73659651	73664088	4	4183	8849.5965	663	1
2_MACS_peak_8812_lociStitched	chr15	45001977	45006547	2	4182	18495.704	664	1
4_MACS_peak_17587_lociStitched	chr20	47537288	47541558	4	4174	14654.213	665	1
3_MACS_peak_6853_lociStitched	chr12	122982704	122987382	3	4174	21898.6536	666	1
2_MACS_peak_20738_lociStitched	chr4	6009553	6013727	2	4172	11509.3876	667	1
2_MACS_peak_12371_lociStitched	chr17	79478728	79482978	2	4171	16934.125	668	1
1_MACS_peak_22663_lociStitched	chr5	95294642	95298811	1	4170	14108.3129	669	1
6_MACS_peak_8449_lociStitched	chr14	103797508	103801880	6	4170	11058.974	670	1
6_MACS_peak_1483_lociStitched	chr1	112142554	112148025	6	4160	7748.0302	671	1
1_MACS_peak_18183_lociStitched	chr22	16181665	16185821	1	4157	14560.1304	672	1
3_MACS_peak_28383_lociStitched	chr9	33294559	33298865	3	4154	8450.525	673	1
4_MACS_peak_28832_lociStitched	chr9	98267735	98272118	4	4154	9224.9001	674	1
4_MACS_peak_12394_lociStitched	chr17	79880676	79885347	4	4153	11416.3911	675	1
1_MACS_peak_26612_lociStitched	chr7	129588734	129592883	1	4150	20485.6875	676	1
3_MACS_peak_17622_lociStitched	chr20	49125858	49130129	3	4147	12315.0014	677	1
2_MACS_peak_15405_lociStitched	chr2	64749289	64753653	2	4146	18852.48	678	1
2_MACS_peak_27695_lociStitched	chr8	102215107	102219551	2	4146	14704.7516	679	1
1_MACS_peak_5400_lociStitched	chr11	128562293	128566437	1	4145	20022.9792	680	1
2_MACS_peak_21084_lociStitched	chr4	57299884	57304037	2	4143	14455.3471	681	1
1_MACS_peak_15287_lociStitched	chr2	54784672	54788809	1	4138	15455.832	682	1
3_MACS_peak_5418_lociStitched	chr11	130029403	130033649	3	4138	9792.1252	683	1
3_MACS_peak_8621_lociStitched	chr15	33297427	33301650	3	4133	6869.9764	684	1
1_MACS_peak_16985_lociStitched	chr2	241523121	241527242	1	4122	13789.6902	685	1
3_MACS_peak_22141_lociStitched	chr5	32535249	32539414	3	4120	9125.9315	686	1
2_MACS_peak_20847_lociStitched	chr4	15002898	15007046	2	4118	12100.5456	687	1
3_MACS_peak_5408_lociStitched	chr11	128605662	128610102	3	4118	9078.468	688	1
1_MACS_peak_13749_lociStitched	chr19	19057029	19061143	1	4115	15304.08	689	1
3_MACS_peak_7485_lociStitched	chr13	114562677	114566862	3	4105	9178.9605	690	1
4_MACS_peak_25857_lociStitched	chr7	45032624	45037235	4	4103	7657.4877	691	1
4_MACS_peak_11146_lociStitched	chr17	27052177	27056557	4	4101	9491.022	692	1
3_MACS_peak_15288_lociStitched	chr2	54795036	54799548	3	4099	10362.2592	693	1
2_MACS_peak_10042_lociStitched	chr16	29621311	29625643	2	4098	16900.4316	694	1
2_MACS_peak_19144_lociStitched	chr3	32462357	32466945	2	4097	12586.7192	695	1
2_MACS_peak_8506_lociStitched	chr14	106326208	106330433	2	4093	10934.7225	696	1
1_MACS_peak_27473_lociStitched	chr8	81057121	81061212	1	4092	8989.9725	697	1
2_MACS_peak_1550_lociStitched	chr1	118162953	118167135	2	4090	8767.9812	698	1
2_MACS_peak_2125_lociStitched	chr1	167188125	167192331	2	4090	17282.8746	699	1
1_MACS_peak_25744_lociStitched	chr7	34785023	34789110	1	4088	10902.0725	700	1
1_MACS_peak_15647_lociStitched	chr2	86262009	86266095	1	4087	18028.6578	701	1
3_MACS_peak_23304_lociStitched	chr5	158762836	158766998	3	4085	10211.467	702	1
5_MACS_peak_8916_lociStitched	chr15	52771920	52776401	5	4084	9372.9077	703	1
2_MACS_peak_20148_lociStitched	chr3	150124932	150129068	2	4083	17249.188	704	1
1_MACS_peak_12789_lociStitched	chr18	48677380	48681460	1	4081	13611.696	705	1
4_MACS_peak_12596_lociStitched	chr18	20712837	20717290	4	4080	9414.9779	706	1
1_MACS_peak_8332_lociStitched	chr14	95952322	95956399	1	4078	11639.0196	707	1
3_MACS_peak_10047_lociStitched	chr16	29815792	29820393	3	4078	19767.2763	708	1
2_MACS_peak_19759_lociStitched	chr3	111392528	111396636	2	4075	11738.1992	709	1
4_MACS_peak_6693_lociStitched	chr12	116712283	116716618	4	4074	14498.4075	710	1
5_MACS_peak_2427_lociStitched	chr1	202932675	202937398	5	4073	10281.0264	711	1
3_MACS_peak_18134_lociStitched	chr21	45552647	45556944	3	4071	13693.2499	712	1
1_MACS_peak_10061_lociStitched	chr16	30074842	30078911	1	4070	21601.9141	713	1
2_MACS_peak_2232_lociStitched	chr1	179049561	179053704	2	4063	17738.6688	714	1
2_MACS_peak_28182_lociStitched	chr9	2014193	2018346	2	4062	16890.251	715	1
4_MACS_peak_4347_lociStitched	chr11	33277998	33282398	4	4061	13781.24	716	1
6_MACS_peak_3487_lociStitched	chr10	74019421	74024575	6	4060	8859.726	717	1
2_MACS_peak_4770_lociStitched	chr11	67006201	67010262	2	4059	13798.8719	718	1
2_MACS_peak_12266_lociStitched	chr17	76271699	76275783	2	4057	14358.5272	719	1
3_MACS_peak_3868_lociStitched	chr10	112114390	112118917	3	4054	11124.6498	720	1
2_MACS_peak_11939_lociStitched	chr17	62151061	62155113	2	4053	10136.8884	721	1
4_MACS_peak_16560_lociStitched	chr2	197039909	197044268	4	4053	7745.943	722	1
2_MACS_peak_23719_lociStitched	chr6	7915213	7919314	2	4052	13114.5879	723	1
1_MACS_peak_25877_lociStitched	chr7	47708361	47712409	1	4049	19418.256	724	1
3_MACS_peak_25845_lociStitched	chr7	44787546	44791652	3	4049	11055.405	725	1
4_MACS_peak_15388_lociStitched	chr2	64438686	64443358	4	4047	13340.896	726	1
5_MACS_peak_5890_lociStitched	chr12	40012074	40016548	5	4043	7748.968	727	1
3_MACS_peak_12877_lociStitched	chr18	60984551	60988677	3	4041	13802.2952	728	1
1_MACS_peak_17221_lociStitched	chr20	25289123	25293161	1	4039	18785.1798	729	1
4_MACS_peak_25202_lociStitched	chr6	139644106	139648701	4	4038	9128.8865	730	1
1_MACS_peak_19853_lociStitched	chr3	121721459	121725495	1	4037	10418.5304	731	1
2_MACS_peak_25163_lociStitched	chr6	138247297	138251496	2	4036	11850.4178	732	1
3_MACS_peak_22920_lociStitched	chr5	132641258	132645449	3	4033	8366.4933	733	1
5_MACS_peak_27110_lociStitched	chr8	29205166	29209951	5	4032	7661.2635	734	1
3_MACS_peak_23934_lociStitched	chr6	26030845	26034969	3	4027	20070.6832	735	1
1_MACS_peak_14898_lociStitched	chr2	20622268	20626289	1	4022	14763.9057	736	1
2_MACS_peak_27619_lociStitched	chr8	95998437	96002651	2	4022	11197.4408	737	1
1_MACS_peak_24514_lociStitched	chr6	52399555	52403575	1	4021	12963.294	738	1
1_MACS_peak_28751_lociStitched	chr9	93952987	93957003	1	4017	16842.7024	739	1
2_MACS_peak_15977_lociStitched	chr2	122287285	122291303	2	4016	13364.2698	740	1
2_MACS_peak_26780_lociStitched	chr7	148714802	148719261	2	4012	10664.5903	741	1
2_MACS_peak_28763_lociStitched	chr9	94570610	94574790	2	4010	20845.66	742	1
2_MACS_peak_19976_lociStitched	chr3	129027283	129031323	2	4008	11269.58	743	1
3_MACS_peak_24521_lociStitched	chr6	52438454	52442658	3	4008	10430.9648	744	1
2_MACS_peak_28867_lociStitched	chr9	100744650	100748780	2	4003	25172.763	745	1
2_MACS_peak_909_lociStitched	chr1	45272477	45276715	2	4003	9858.8594	746	1
3_MACS_peak_14589_lociStitched	chr19	56151319	56155747	3	4002	9995.3244	747	1
2_MACS_peak_23603_lociStitched	chr6	304409	308423	2	3999	15995.79	748	1
2_MACS_peak_28629_lociStitched	chr9	82184710	82189067	2	3998	15739.2268	749	1
2_MACS_peak_14177_lociStitched	chr19	42771551	42775544	2	3991	13556.6343	750	1
4_MACS_peak_21172_lociStitched	chr4	76024052	76028437	4	3991	8859.454	751	1
1_MACS_peak_20566_lociStitched	chr3	195632094	195636081	1	3988	12571.4097	752	1
2_MACS_peak_1464_lociStitched	chr1	111214390	111218437	2	3985	13495.9356	753	1
5_MACS_peak_4821_lociStitched	chr11	67569391	67573845	5	3984	11349.2374	754	1
3_MACS_peak_26160_lociStitched	chr7	90559886	90563899	3	3983	10831.8896	755	1
2_MACS_peak_4028_lociStitched	chr10	132169018	132173039	2	3983	7599.69	756	1
1_MACS_peak_29220_lociStitched	chr9	131445459	131449440	1	3982	12472.8711	757	1
2_MACS_peak_29090_lociStitched	chr9	125935754	125939853	2	3976	12540.0707	758	1
1_MACS_peak_887_lociStitched	chr1	44299315	44303289	1	3975	11226.55	759	1
4_MACS_peak_25463_lociStitched	chr7	5568894	5573142	4	3974	10549.0584	760	1
2_MACS_peak_9961_lociStitched	chr16	22209757	22213829	2	3971	11902.8632	761	1
3_MACS_peak_27709_lociStitched	chr8	103665852	103670147	3	3971	10605.6435	762	1
2_MACS_peak_20127_lociStitched	chr3	143689388	143693843	2	3968	19296.387	763	1
6_MACS_peak_30122_lociStitched	chrX	131613679	131618400	6	3968	6987.5521	764	1
2_MACS_peak_24347_lociStitched	chr6	37121482	37125549	2	3960	17742.6942	765	1
2_MACS_peak_23522_lociStitched	chr5	177189067	177193222	2	3959	9522.8445	766	1
4_MACS_peak_2531_lociStitched	chr1	207923513	207927883	4	3959	8894.698	767	1
2_MACS_peak_29242_lociStitched	chr9	131782608	131786600	2	3958	11667.8176	768	1
1_MACS_peak_22646_lociStitched	chr5	95156673	95160629	1	3957	11980.3504	769	1
2_MACS_peak_24350_lociStitched	chr6	37136474	37140678	2	3952	28950.0052	770	1
3_MACS_peak_9398_lociStitched	chr15	86232577	86236783	3	3952	8484.3432	771	1
2_MACS_peak_2005_lociStitched	chr1	157479161	157483128	2	3950	8375.1304	772	1
2_MACS_peak_24166_lociStitched	chr6	31800557	31804760	2	3950	14967.3033	773	1
2_MACS_peak_8340_lociStitched	chr14	95998551	96002746	2	3949	17358.91	774	1
3_MACS_peak_14607_lociStitched	chr19	56645209	56649418	3	3949	9505.6056	775	1
1_MACS_peak_20342_lociStitched	chr3	169772592	169776537	1	3946	9480.2295	776	1
4_MACS_peak_9792_lociStitched	chr16	9053853	9058555	4	3945	14445.4844	777	1
2_MACS_peak_15437_lociStitched	chr2	65256847	65260835	2	3943	13304.3668	778	1
4_MACS_peak_6584_lociStitched	chr12	108954125	108958558	4	3938	9217.5369	779	1
2_MACS_peak_12179_lociStitched	chr17	74476179	74480166	2	3937	12757.6026	780	1
2_MACS_peak_23815_lociStitched	chr6	13272116	13276078	2	3933	14793.7118	781	1
2_MACS_peak_27120_lociStitched	chr8	29629746	29633769	2	3932	12706.6455	782	1
2_MACS_peak_28797_lociStitched	chr9	95823625	95827584	2	3931	11973.2037	783	1
1_MACS_peak_27845_lociStitched	chr8	121821085	121825014	1	3930	9133.7463	784	1
4_MACS_peak_27227_lociStitched	chr8	42945293	42949360	4	3929	8962.8546	785	1
2_MACS_peak_2947_lociStitched	chr10	3824264	3828462	2	3929	17294.0808	786	1
3_MACS_peak_23869_lociStitched	chr6	16759795	16763924	3	3928	8567.2621	787	1
2_MACS_peak_6417_lociStitched	chr12	94564783	94568923	2	3926	10251.882	788	1
1_MACS_peak_23954_lociStitched	chr6	26203898	26207821	1	3924	18423.1926	789	1
1_MACS_peak_14262_lociStitched	chr19	46009303	46013226	1	3924	9199.0427	790	1
2_MACS_peak_15969_lociStitched	chr2	120516399	120520588	2	3923	11500.8995	791	1
3_MACS_peak_24834_lociStitched	chr6	106439681	106443623	3	3922	9787.986	792	1
1_MACS_peak_14597_lociStitched	chr19	56329155	56333072	1	3918	11561.4172	793	1
1_MACS_peak_22328_lociStitched	chr5	56109973	56113889	1	3917	12840.1724	794	1
2_MACS_peak_26687_lociStitched	chr7	139042802	139046813	2	3915	29699.4495	795	1
1_MACS_peak_6755_lociStitched	chr12	120636214	120640127	1	3914	21841.1921	796	1
3_MACS_peak_6874_lociStitched	chr12	123416039	123420461	3	3913	10834.3422	797	1
1_MACS_peak_22113_lociStitched	chr5	32171731	32175642	1	3912	18895.6054	798	1
3_MACS_peak_17905_lociStitched	chr21	29458973	29463210	3	3912	7309.2487	799	1
3_MACS_peak_8904_lociStitched	chr15	52670209	52674173	3	3908	9724.0884	800	1
3_MACS_peak_6187_lociStitched	chr12	57913145	57917268	3	3906	13590.6449	801	1
3_MACS_peak_12791_lociStitched	chr18	48720915	48725156	3	3904	13735.3267	802	1
2_MACS_peak_22206_lociStitched	chr5	42991307	42995264	2	3901	17392.9935	803	1
5_MACS_peak_21582_lociStitched	chr4	143391551	143396847	5	3899	11234.4048	804	1
2_MACS_peak_23336_lociStitched	chr5	162929804	162933788	2	3895	9497.0592	805	1
2_MACS_peak_18583_lociStitched	chr22	37765154	37769338	2	3893	15147.3352	806	1
2_MACS_peak_16432_lociStitched	chr2	182169786	182173848	2	3890	10009.9866	807	1
5_MACS_peak_4022_lociStitched	chr10	132155446	132159998	5	3889	7856.2968	808	1
2_MACS_peak_4768_lociStitched	chr11	66884945	66889025	2	3883	11206.128	809	1
1_MACS_peak_13780_lociStitched	chr19	19771431	19775312	1	3882	21350.1572	810	1
3_MACS_peak_19259_lociStitched	chr3	45634891	45638987	3	3882	9634.6112	811	1
2_MACS_peak_17751_lociStitched	chr20	60912151	60916087	2	3881	9803.3952	812	1
1_MACS_peak_6130_lociStitched	chr12	56509422	56513300	1	3879	16454.354	813	1
2_MACS_peak_9957_lociStitched	chr16	22200577	22204697	2	3879	13720.424	814	1
3_MACS_peak_4852_lociStitched	chr11	68038100	68042116	3	3877	11139.5808	815	1
4_MACS_peak_16838_lociStitched	chr2	227662488	227666468	4	3876	8324.966	816	1
2_MACS_peak_30067_lociStitched	chrX	123092885	123096949	2	3876	13493.2928	817	1
2_MACS_peak_7518_lociStitched	chr14	19913206	19917156	2	3873	12520.315	818	1
4_MACS_peak_11430_lociStitched	chr17	38081162	38085145	4	3873	9475.9553	819	1
2_MACS_peak_23732_lociStitched	chr6	9387594	9391497	2	3872	10068.9594	820	1
4_MACS_peak_18195_lociStitched	chr22	17697142	17701372	4	3872	9792.027	821	1
1_MACS_peak_8334_lociStitched	chr14	95968092	95971962	1	3871	19760.994	822	1
3_MACS_peak_5961_lociStitched	chr12	48210613	48214515	3	3871	8068.5556	823	1
4_MACS_peak_11220_lociStitched	chr17	29636725	29640775	4	3871	7692.975	824	1
3_MACS_peak_7810_lociStitched	chr14	50466645	50470816	3	3870	11647.9346	825	1
4_MACS_peak_15872_lociStitched	chr2	111876952	111880999	4	3868	12751.2876	826	1
2_MACS_peak_17898_lociStitched	chr21	28215273	28219164	2	3866	8809.6131	827	1
2_MACS_peak_28650_lociStitched	chr9	86319861	86323754	2	3866	16806.4703	828	1
1_MACS_peak_26817_lociStitched	chr7	150101361	150105225	1	3865	22233.8424	829	1
1_MACS_peak_10791_lociStitched	chr17	3816666	3820528	1	3863	9783.9908	830	1
2_MACS_peak_16217_lociStitched	chr2	158324098	158328086	2	3862	8973	831	1
2_MACS_peak_2065_lociStitched	chr1	161144620	161148821	2	3862	12859.261	832	1
1_MACS_peak_23559_lociStitched	chr5	179245083	179248941	1	3859	23556.1764	833	1
1_MACS_peak_4900_lociStitched	chr11	71419157	71423012	1	3856	12322.5075	834	1
4_MACS_peak_13590_lociStitched	chr19	16252043	16256426	4	3855	12176.8506	835	1
3_MACS_peak_2142_lociStitched	chr1	167596514	167600604	3	3853	10717.027	836	1
3_MACS_peak_19850_lociStitched	chr3	121710820	121715102	3	3849	10145.7708	837	1
3_MACS_peak_81_lociStitched	chr1	2477034	2480960	3	3847	12863.539	838	1
1_MACS_peak_20986_lociStitched	chr4	40056994	40060837	1	3844	14268.6747	839	1
2_MACS_peak_14944_lociStitched	chr2	25641838	25645743	2	3844	9238.0585	840	1
1_MACS_peak_9941_lociStitched	chr16	21517053	21520892	1	3840	12794.6192	841	1
4_MACS_peak_21144_lociStitched	chr4	74454495	74459235	4	3839	9104.592	842	1
3_MACS_peak_28721_lociStitched	chr9	93670846	93674730	3	3836	8046.4828	843	1
4_MACS_peak_27510_lociStitched	chr8	86100111	86104430	4	3833	9210.2675	844	1
1_MACS_peak_3654_lociStitched	chr10	94350305	94354134	1	3830	11349.5389	845	1
3_MACS_peak_1768_lociStitched	chr1	150549254	150553192	3	3830	11829.3582	846	1
4_MACS_peak_13105_lociStitched	chr19	2607581	2611827	4	3830	10624.7658	847	1
1_MACS_peak_26483_lociStitched	chr7	113724422	113728250	1	3829	14187.3336	848	1
3_MACS_peak_19709_lociStitched	chr3	101495705	101500131	3	3823	11951.5278	849	1
3_MACS_peak_12285_lociStitched	chr17	76723484	76727457	3	3819	7762.4474	850	1
3_MACS_peak_24397_lociStitched	chr6	42712740	42716839	3	3818	13877.5744	851	1
3_MACS_peak_21993_lociStitched	chr5	14211783	14215635	3	3813	7766.0172	852	1
3_MACS_peak_24182_lociStitched	chr6	32094909	32098833	3	3813	11845.7712	853	1
3_MACS_peak_16355_lociStitched	chr2	174827114	174831248	3	3811	16078.3662	854	1
1_MACS_peak_7512_lociStitched	chr14	19657599	19661406	1	3808	13299.7545	855	1
2_MACS_peak_15151_lociStitched	chr2	39345766	39349662	2	3808	13386.656	856	1
3_MACS_peak_20622_lociStitched	chr3	197460701	197464651	3	3806	10123.06	857	1
1_MACS_peak_25793_lociStitched	chr7	39987899	39991701	1	3803	12017.3616	858	1
1_MACS_peak_22210_lociStitched	chr5	43017143	43020945	1	3803	14980.6404	859	1
2_MACS_peak_5266_lociStitched	chr11	118689520	118693412	2	3800	13431.6812	860	1
2_MACS_peak_8268_lociStitched	chr14	92571904	92575938	2	3800	14863.273	861	1
1_MACS_peak_17707_lociStitched	chr20	56241943	56245739	1	3797	10586.2848	862	1
2_MACS_peak_4568_lociStitched	chr11	62492686	62496675	2	3797	12308.0595	863	1
2_MACS_peak_18404_lociStitched	chr22	25814021	25817828	2	3790	8055.9927	864	1
6_MACS_peak_3352_lociStitched	chr10	52381492	52385779	6	3789	8796.0666	865	1
3_MACS_peak_23384_lociStitched	chr5	171611714	171615891	3	3787	9272.94	866	1
1_MACS_peak_2038_lociStitched	chr1	160641868	160645653	1	3786	10568.0985	867	1
2_MACS_peak_15399_lociStitched	chr2	64499178	64503163	2	3785	13049.6795	868	1
3_MACS_peak_24838_lociStitched	chr6	106530722	106534723	3	3777	9811.2522	869	1
3_MACS_peak_4773_lociStitched	chr11	67033129	67037596	3	3777	11574.4437	870	1
1_MACS_peak_21945_lociStitched	chr5	6482281	6486049	1	3769	12848.88	871	1
1_MACS_peak_9860_lociStitched	chr16	14049267	14053035	1	3769	14950.2936	872	1
1_MACS_peak_22214_lociStitched	chr5	43064329	43068096	1	3768	20360.2583	873	1
1_MACS_peak_14167_lociStitched	chr19	42633578	42637344	1	3767	7745.5322	874	1
