GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_17967	chr19(.):18078008-18089257	1.2917
MACS_peak_17967	chr19(.):18078008-18089257	1.2917
MACS_peak_17967	chr19(.):18078008-18089257	1.2917
MACS_peak_17968	chr19(.):18089300-18090035	0.6968
MACS_peak_17969_1	chr19(.):18090480-18110942	1.4011
MACS_peak_17969_2	chr19(.):18110943-18111571	1.2423
MACS_peak_17969_1	chr19(.):18090480-18110942	1.4011
MACS_peak_17969_2	chr19(.):18110943-18111571	1.2423
MACS_peak_17969_1	chr19(.):18090480-18110942	1.4011
MACS_peak_17969_2	chr19(.):18110943-18111571	1.2423
MACS_peak_17969_1	chr19(.):18090480-18110942	1.4011
MACS_peak_17969_2	chr19(.):18110943-18111571	1.2423
MACS_peak_17970_1	chr19(.):18111604-18112942	1.7459
MACS_peak_17970_2	chr19(.):18112943-18115975	1.87
MACS_peak_17970_1	chr19(.):18111604-18112942	1.7459
MACS_peak_17970_2	chr19(.):18112943-18115975	1.87
MACS_peak_17971	chr19(.):18116352-18116921	1.0478
MACS_peak_17972_1	chr19(.):18117000-18117975	1.1364
MACS_peak_17972_2	chr19(.):18117976-18118940	1.4457
MACS_peak_17972_1	chr19(.):18117000-18117975	1.1364
MACS_peak_17972_2	chr19(.):18117976-18118940	1.4457
MACS_peak_17973_1	chr19(.):18119616-18119975	0.9477
MACS_peak_17973_2	chr19(.):18119976-18120671	0.9229
MACS_peak_17974	chr19(.):18120689-18122712	0.8982
MACS_peak_17974	chr19(.):18120689-18122712	0.8982
MACS_peak_17974	chr19(.):18120689-18122712	0.8982
MACS_peak_17975	chr19(.):18122813-18125038	1.2453
MACS_peak_17976	chr19(.):18125058-18127008	0.9884
MACS_peak_17976	chr19(.):18125058-18127008	0.9884
MACS_peak_17977	chr19(.):18127060-18129334	1.3795
MACS_peak_17977	chr19(.):18127060-18129334	1.3795
MACS_peak_17978	chr19(.):18129521-18132672	0.5771
MACS_peak_17978	chr19(.):18129521-18132672	0.5771
MACS_peak_17979	chr19(.):18134480-18135422	1.0852
MACS_peak_17979	chr19(.):18134480-18135422	1.0852
MACS_peak_17980	chr19(.):18135467-18136801	0.7481
MACS_peak_17980	chr19(.):18135467-18136801	0.7481
MACS_peak_17981	chr19(.):18136874-18142727	1.0083
MACS_peak_17981	chr19(.):18136874-18142727	1.0083
MACS_peak_17982	chr19(.):18142808-18145071	0.7269
MACS_peak_17982	chr19(.):18142808-18145071	0.7269
MACS_peak_17983	chr19(.):18145597-18147766	0.9956
MACS_peak_17983	chr19(.):18145597-18147766	0.9956
MACS_peak_17984	chr19(.):18148032-18148382	0.6198
MACS_peak_17985	chr19(.):18148648-18155787	1.1212
MACS_peak_17985	chr19(.):18148648-18155787	1.1212
MACS_peak_17986	chr19(.):18155985-18162613	1.2582
MACS_peak_17987	chr19(.):18163275-18167867	1.2109
MACS_peak_17987	chr19(.):18163275-18167867	1.2109
MACS_peak_17988	chr19(.):18167930-18169275	0.8542
MACS_peak_17989_1	chr19(.):18208835-18209601	1.0341
MACS_peak_17989_2	chr19(.):18209602-18210116	0.959
MACS_peak_17989_1	chr19(.):18208835-18209601	1.0341
MACS_peak_17989_2	chr19(.):18209602-18210116	0.959
MACS_peak_17990	chr19(.):18210330-18211105	0.7274
MACS_peak_17991	chr19(.):18216044-18216449	0.2031
MACS_peak_17992	chr19(.):18317304-18318066	0.267
MACS_peak_17993	chr19(.):18318969-18319467	0.8543
MACS_peak_17994_1	chr19(.):18319492-18334302	1.372
MACS_peak_17994_2	chr19(.):18334303-18336247	1.334
MACS_peak_17994_3	chr19(.):18336248-18336302	0.4246
MACS_peak_17994_4	chr19(.):18336303-18338247	1.5331
MACS_peak_17994_5	chr19(.):18338248-18339767	0.8828
MACS_peak_17994_1	chr19(.):18319492-18334302	1.372
MACS_peak_17994_2	chr19(.):18334303-18336247	1.334
MACS_peak_17994_3	chr19(.):18336248-18336302	0.4246
MACS_peak_17994_4	chr19(.):18336303-18338247	1.5331
MACS_peak_17994_5	chr19(.):18338248-18339767	0.8828
MACS_peak_17994_1	chr19(.):18319492-18334302	1.372
MACS_peak_17994_2	chr19(.):18334303-18336247	1.334
MACS_peak_17994_3	chr19(.):18336248-18336302	0.4246
MACS_peak_17994_4	chr19(.):18336303-18338247	1.5331
MACS_peak_17994_5	chr19(.):18338248-18339767	0.8828
MACS_peak_17994_1	chr19(.):18319492-18334302	1.372
MACS_peak_17994_2	chr19(.):18334303-18336247	1.334
MACS_peak_17994_3	chr19(.):18336248-18336302	0.4246
MACS_peak_17994_4	chr19(.):18336303-18338247	1.5331
MACS_peak_17994_5	chr19(.):18338248-18339767	0.8828
MACS_peak_17994_1	chr19(.):18319492-18334302	1.372
MACS_peak_17994_2	chr19(.):18334303-18336247	1.334
MACS_peak_17994_3	chr19(.):18336248-18336302	0.4246
MACS_peak_17994_4	chr19(.):18336303-18338247	1.5331
MACS_peak_17994_5	chr19(.):18338248-18339767	0.8828
MACS_peak_17995	chr19(.):18339972-18340590	0.7524
MACS_peak_17995	chr19(.):18339972-18340590	0.7524
MACS_peak_17996	chr19(.):18341300-18342755	0.8818
MACS_peak_17996	chr19(.):18341300-18342755	0.8818
MACS_peak_17997	chr19(.):18345357-18345846	0.6488
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17998_1	chr19(.):18346077-18358009	0.9616
MACS_peak_17998_2	chr19(.):18358010-18360009	1.3745
MACS_peak_17998_3	chr19(.):18360010-18362254	1.1838
MACS_peak_17999	chr19(.):18362705-18363802	0.9058
MACS_peak_18000	chr19(.):18364286-18365043	0.9441
MACS_peak_18001_1	chr19(.):18365087-18365228	0.3618
MACS_peak_18001_2	chr19(.):18365229-18365718	0.9537
MACS_peak_18002_1	chr19(.):18365837-18367228	0.8518
MACS_peak_18002_2	chr19(.):18367229-18371601	1.2213
MACS_peak_18003	chr19(.):18372004-18372917	0.2965
MACS_peak_18004	chr19(.):18373136-18378779	1.6935
MACS_peak_18005	chr19(.):18378789-18379373	0.4155
MACS_peak_18005	chr19(.):18378789-18379373	0.4155
MACS_peak_18007	chr19(.):18396669-18397243	0.4756
MACS_peak_18008	chr19(.):18397452-18399890	0.7744
MACS_peak_18008	chr19(.):18397452-18399890	0.7744
MACS_peak_18009	chr19(.):18400245-18400641	0.5939
MACS_peak_18010	chr19(.):18400670-18405483	1.3832
MACS_peak_18010	chr19(.):18400670-18405483	1.3832
MACS_peak_18010	chr19(.):18400670-18405483	1.3832
MACS_peak_18011	chr19(.):18405729-18406343	0.605
MACS_peak_18012	chr19(.):18407188-18408337	0.6662
MACS_peak_18014	chr19(.):18440795-18442067	0.7337
MACS_peak_18015	chr19(.):18442189-18445209	0.7903
MACS_peak_18016	chr19(.):18448461-18450023	0.822
MACS_peak_18019	chr19(.):18492992-18494861	0.7338
MACS_peak_18020_1	chr19(.):18494945-18495966	0.8304
MACS_peak_18020_2	chr19(.):18495967-18496370	1.0415
MACS_peak_18020_3	chr19(.):18496371-18497966	1.0138
MACS_peak_18020_4	chr19(.):18497967-18498370	0.9408
MACS_peak_18020_5	chr19(.):18498371-18500756	1.1556
MACS_peak_18020_1	chr19(.):18494945-18495966	0.8304
MACS_peak_18020_2	chr19(.):18495967-18496370	1.0415
MACS_peak_18020_3	chr19(.):18496371-18497966	1.0138
MACS_peak_18020_4	chr19(.):18497967-18498370	0.9408
MACS_peak_18020_5	chr19(.):18498371-18500756	1.1556
MACS_peak_18021	chr19(.):18500766-18502117	0.8607
MACS_peak_18022	chr19(.):18502152-18502932	1.0019
MACS_peak_18022	chr19(.):18502152-18502932	1.0019
MACS_peak_18023	chr19(.):18502950-18505445	0.9588
MACS_peak_18024	chr19(.):18505534-18506028	0.7119
MACS_peak_18025	chr19(.):18506037-18506679	0.7095
MACS_peak_18026_1	chr19(.):18506744-18507414	1.1621
MACS_peak_18026_2	chr19(.):18507415-18509414	1.4714
MACS_peak_18026_3	chr19(.):18509415-18509829	0.7511
MACS_peak_18026_1	chr19(.):18506744-18507414	1.1621
MACS_peak_18026_2	chr19(.):18507415-18509414	1.4714
MACS_peak_18026_3	chr19(.):18509415-18509829	0.7511
MACS_peak_18030	chr19(.):18515801-18516684	0.8102
MACS_peak_18031	chr19(.):18517270-18517869	0.5954
MACS_peak_18032	chr19(.):18518614-18519242	0.5842
MACS_peak_18034_1	chr19(.):18521990-18529219	1.8074
MACS_peak_18034_2	chr19(.):18529220-18530204	1.9713
MACS_peak_18035	chr19(.):18542589-18544530	1.3657
MACS_peak_18036	chr19(.):18544707-18545774	1.0308
MACS_peak_18036	chr19(.):18544707-18545774	1.0308
MACS_peak_18037_1	chr19(.):18547778-18547920	0.2611
MACS_peak_18037_2	chr19(.):18547921-18548110	0.5425
MACS_peak_18037_3	chr19(.):18548111-18548174	0.2394
MACS_peak_18042	chr19(.):18694064-18694529	0.6467
MACS_peak_18043	chr19(.):18694879-18695485	0.7123
MACS_peak_18044	chr19(.):18705797-18706363	0.6967
MACS_peak_18045	chr19(.):18706967-18711994	1.2713
MACS_peak_18045	chr19(.):18706967-18711994	1.2713
MACS_peak_18046_1	chr19(.):18712013-18716659	1.6898
MACS_peak_18046_2	chr19(.):18716660-18717468	1.288
MACS_peak_18047_1	chr19(.):18717950-18718659	1.7758
MACS_peak_18047_2	chr19(.):18718660-18722680	2.446
MACS_peak_18047_3	chr19(.):18722681-18724680	2.9517
MACS_peak_18047_4	chr19(.):18724681-18728939	1.6176
MACS_peak_18049	chr19(.):18730898-18732579	0.7627
MACS_peak_18049	chr19(.):18730898-18732579	0.7627
MACS_peak_18051	chr19(.):18736647-18738251	0.7087
MACS_peak_18052	chr19(.):18739336-18739646	0.3897
MACS_peak_18053	chr19(.):18739657-18740242	0.8398
MACS_peak_18054	chr19(.):18882508-18884571	0.9671
MACS_peak_18055	chr19(.):18884584-18886711	0.6716
MACS_peak_18056	chr19(.):18886817-18887467	0.7996
MACS_peak_18058	chr19(.):18890316-18890786	0.8544
MACS_peak_18059	chr19(.):18890865-18893204	1.1496
MACS_peak_18059	chr19(.):18890865-18893204	1.1496
MACS_peak_18060	chr19(.):18893227-18895289	1.6195
MACS_peak_18061_1	chr19(.):18899070-18901113	1.3362
MACS_peak_18061_2	chr19(.):18901114-18903113	1.8784
MACS_peak_18061_3	chr19(.):18903114-18908360	1.2518
MACS_peak_18061_1	chr19(.):18899070-18901113	1.3362
MACS_peak_18061_2	chr19(.):18901114-18903113	1.8784
MACS_peak_18061_3	chr19(.):18903114-18908360	1.2518
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18062	chr19(.):18908565-18915886	1.0665
MACS_peak_18063	chr19(.):18917114-18917528	0.917
MACS_peak_18064	chr19(.):18917602-18920274	1.0272
MACS_peak_18064	chr19(.):18917602-18920274	1.0272
MACS_peak_18065	chr19(.):18920286-18920679	1.0956
MACS_peak_18065	chr19(.):18920286-18920679	1.0956
MACS_peak_18066	chr19(.):18920707-18922206	0.627
MACS_peak_18066	chr19(.):18920707-18922206	0.627
MACS_peak_18066	chr19(.):18920707-18922206	0.627
MACS_peak_18067	chr19(.):18922552-18923664	0.7293
MACS_peak_18069	chr19(.):18993998-18998230	1.041
MACS_peak_18070	chr19(.):18998591-18999642	0.6145
MACS_peak_18070	chr19(.):18998591-18999642	0.6145
MACS_peak_18071_1	chr19(.):19000455-19005952	1.3336
MACS_peak_18071_2	chr19(.):19005953-19006686	2.063
MACS_peak_18071_1	chr19(.):19000455-19005952	1.3336
MACS_peak_18071_2	chr19(.):19005953-19006686	2.063
MACS_peak_18071_1	chr19(.):19000455-19005952	1.3336
MACS_peak_18071_2	chr19(.):19005953-19006686	2.063
MACS_peak_18072_1	chr19(.):19006981-19007952	1.2286
MACS_peak_18072_2	chr19(.):19007953-19008565	0.9706
MACS_peak_18074	chr19(.):19315569-19317035	0.5229
MACS_peak_18075_1	chr19(.):19319853-19321780	0.898
MACS_peak_18075_2	chr19(.):19321781-19323780	1.1498
MACS_peak_18075_3	chr19(.):19323781-19325352	0.7758
MACS_peak_18075_1	chr19(.):19319853-19321780	0.898
MACS_peak_18075_2	chr19(.):19321781-19323780	1.1498
MACS_peak_18075_3	chr19(.):19323781-19325352	0.7758
MACS_peak_18075_1	chr19(.):19319853-19321780	0.898
MACS_peak_18075_2	chr19(.):19321781-19323780	1.1498
MACS_peak_18075_3	chr19(.):19323781-19325352	0.7758
MACS_peak_18075_1	chr19(.):19319853-19321780	0.898
MACS_peak_18075_2	chr19(.):19321781-19323780	1.1498
MACS_peak_18075_3	chr19(.):19323781-19325352	0.7758
MACS_peak_18075_1	chr19(.):19319853-19321780	0.898
MACS_peak_18075_2	chr19(.):19321781-19323780	1.1498
MACS_peak_18075_3	chr19(.):19323781-19325352	0.7758
MACS_peak_18077	chr19(.):19329642-19330408	0.6438
MACS_peak_18079	chr19(.):19334834-19335738	0.6549
MACS_peak_18080	chr19(.):19336610-19337067	0.388
MACS_peak_18081	chr19(.):19337110-19341992	1.1629
MACS_peak_18081	chr19(.):19337110-19341992	1.1629
MACS_peak_18081	chr19(.):19337110-19341992	1.1629
MACS_peak_18082	chr19(.):19342057-19343867	1.1268
MACS_peak_18084	chr19(.):19354675-19355172	0.5293
MACS_peak_18085	chr19(.):19359052-19359855	0.9863
MACS_peak_18086	chr19(.):19359872-19360525	0.9397
MACS_peak_18088	chr19(.):19365521-19367380	1.0096
MACS_peak_18088	chr19(.):19365521-19367380	1.0096
MACS_peak_18089	chr19(.):19367497-19368055	0.9265
MACS_peak_18090_1	chr19(.):19372133-19372595	0.9271
MACS_peak_18090_2	chr19(.):19372596-19374501	1.0437
MACS_peak_18091_1	chr19(.):19374507-19374595	0.2463
MACS_peak_18091_2	chr19(.):19374596-19375512	0.964
MACS_peak_18092	chr19(.):19376974-19377300	0.5074
MACS_peak_18099	chr19(.):19662210-19662580	0.371
MACS_peak_18104	chr19(.):29379125-29379955	1.2194
MACS_peak_18112	chr19(.):30018698-30019153	0.7682
MACS_peak_18115	chr19(.):30086969-30087488	0.8444
MACS_peak_18116	chr19(.):30088552-30089886	1.0507
MACS_peak_18121	chr19(.):30213889-30214495	0.9272
MACS_peak_18123	chr19(.):30220174-30220943	0.4219
MACS_peak_18125	chr19(.):30226199-30227213	1.0044
MACS_peak_18126	chr19(.):30228277-30230029	0.8387
MACS_peak_18127	chr19(.):30231404-30232646	0.8212
MACS_peak_18127	chr19(.):30231404-30232646	0.8212
MACS_peak_18127	chr19(.):30231404-30232646	0.8212
MACS_peak_18132	chr19(.):30243207-30243795	0.9992
MACS_peak_18132	chr19(.):30243207-30243795	0.9992
MACS_peak_18138	chr19(.):30252540-30253035	0.895
MACS_peak_18139	chr19(.):30254263-30255766	0.7609
MACS_peak_18140	chr19(.):30255807-30256611	0.6268
MACS_peak_18140	chr19(.):30255807-30256611	0.6268
MACS_peak_18146	chr19(.):30264908-30265244	0.4959
MACS_peak_18147	chr19(.):30270663-30271127	0.7439
MACS_peak_18151	chr19(.):30330825-30334570	0.7485
MACS_peak_18151	chr19(.):30330825-30334570	0.7485
MACS_peak_18151	chr19(.):30330825-30334570	0.7485
MACS_peak_18151	chr19(.):30330825-30334570	0.7485
MACS_peak_18151	chr19(.):30330825-30334570	0.7485
MACS_peak_18152	chr19(.):30334653-30335108	0.7199
MACS_peak_18161	chr19(.):30354609-30354970	0.8124
MACS_peak_18162	chr19(.):30356413-30356770	0.4419
MACS_peak_18165	chr19(.):30369468-30372865	0.9947
MACS_peak_18165	chr19(.):30369468-30372865	0.9947
MACS_peak_18165	chr19(.):30369468-30372865	0.9947
MACS_peak_18166	chr19(.):30373214-30373544	0.9671
MACS_peak_18167	chr19(.):30373798-30374279	0.5968
MACS_peak_18170	chr19(.):30562308-30563461	0.7419
MACS_peak_18174	chr19(.):31159725-31160105	0.7148
MACS_peak_18182	chr19(.):32714528-32715373	0.7495
MACS_peak_18183	chr19(.):32720831-32721107	0.5416
MACS_peak_18184	chr19(.):32721204-32721863	0.4535
MACS_peak_18188	chr19(.):33062316-33062615	0.3683
MACS_peak_18192_1	chr19(.):33683409-33684597	0.697
MACS_peak_18192_2	chr19(.):33684598-33684715	1.2674
MACS_peak_18195	chr19(.):33698717-33699084	0.6591
MACS_peak_18196	chr19(.):33699158-33699728	0.4172
MACS_peak_18197	chr19(.):33699791-33700309	0.6492
MACS_peak_18198	chr19(.):33700763-33704948	1.3059
MACS_peak_18198	chr19(.):33700763-33704948	1.3059
MACS_peak_18199	chr19(.):33704961-33706673	0.78
MACS_peak_18199	chr19(.):33704961-33706673	0.78
MACS_peak_18199	chr19(.):33704961-33706673	0.78
MACS_peak_18199	chr19(.):33704961-33706673	0.78
MACS_peak_18200	chr19(.):33706714-33707573	1.0445
MACS_peak_18202	chr19(.):33708058-33709358	1.2176
MACS_peak_18203	chr19(.):33709617-33713078	1.3393
MACS_peak_18203	chr19(.):33709617-33713078	1.3393
MACS_peak_18203	chr19(.):33709617-33713078	1.3393
MACS_peak_18203	chr19(.):33709617-33713078	1.3393
MACS_peak_18204	chr19(.):33713468-33713920	0.4225
MACS_peak_18206	chr19(.):33720295-33721467	0.7074
MACS_peak_18206	chr19(.):33720295-33721467	0.7074
MACS_peak_18207	chr19(.):33722983-33723333	0.4542
MACS_peak_18209	chr19(.):33727582-33729272	0.8562
MACS_peak_18209	chr19(.):33727582-33729272	0.8562
MACS_peak_18209	chr19(.):33727582-33729272	0.8562
MACS_peak_18210	chr19(.):33729617-33730438	0.9417
MACS_peak_18211	chr19(.):33731539-33732327	1.0307
MACS_peak_18215	chr19(.):33743728-33744439	0.8101
MACS_peak_18216	chr19(.):33744502-33745609	1.3484
MACS_peak_18216	chr19(.):33744502-33745609	1.3484
MACS_peak_18217	chr19(.):33745934-33746302	0.5615
MACS_peak_18218	chr19(.):33746601-33747117	0.579
MACS_peak_18218	chr19(.):33746601-33747117	0.579
MACS_peak_18219	chr19(.):33747119-33747501	0.5022
MACS_peak_18221	chr19(.):33752478-33753240	0.8605
MACS_peak_18223	chr19(.):33754235-33754798	1.0245
MACS_peak_18224	chr19(.):33755007-33756286	0.6281
MACS_peak_18224	chr19(.):33755007-33756286	0.6281
MACS_peak_18226	chr19(.):33758277-33759901	0.635
MACS_peak_18228	chr19(.):33762398-33765164	0.8438
MACS_peak_18229	chr19(.):33765858-33767907	0.981
MACS_peak_18230	chr19(.):33767941-33769661	0.7957
MACS_peak_18232	chr19(.):33774000-33774414	0.6948
MACS_peak_18234	chr19(.):33775744-33776110	0.6262
MACS_peak_18235	chr19(.):33776363-33776690	0.9949
MACS_peak_18236	chr19(.):33776794-33777103	0.9621
MACS_peak_18237	chr19(.):33777587-33778345	0.5079
MACS_peak_18238	chr19(.):33782017-33782848	0.9206
MACS_peak_18239	chr19(.):33783149-33784080	1.0604
MACS_peak_18240	chr19(.):33784401-33785872	1.4815
MACS_peak_18240	chr19(.):33784401-33785872	1.4815
MACS_peak_18241	chr19(.):33785951-33786740	0.887
MACS_peak_18242	chr19(.):33788154-33789725	1.0554
MACS_peak_18242	chr19(.):33788154-33789725	1.0554
MACS_peak_18243	chr19(.):33789936-33790465	0.9309
MACS_peak_18244	chr19(.):33790558-33791999	1.06
MACS_peak_18245_1	chr19(.):33793805-33794429	0.9857
MACS_peak_18245_2	chr19(.):33794430-33794761	1.0354
MACS_peak_18245_3	chr19(.):33794762-33794865	0.5687
MACS_peak_18250	chr19(.):34019570-34022493	1.0756
MACS_peak_18250	chr19(.):34019570-34022493	1.0756
MACS_peak_18250	chr19(.):34019570-34022493	1.0756
MACS_peak_18254	chr19(.):34027412-34027955	0.9631
MACS_peak_18257	chr19(.):34031447-34031887	0.6022
MACS_peak_18258	chr19(.):34033780-34034272	0.5963
MACS_peak_18262	chr19(.):34056175-34056515	0.1671
MACS_peak_18264_1	chr19(.):34111565-34111859	0.5669
MACS_peak_18264_2	chr19(.):34111872-34112042	0.4978
MACS_peak_18270	chr19(.):34269387-34273081	1.2825
MACS_peak_18270	chr19(.):34269387-34273081	1.2825
MACS_peak_18270	chr19(.):34269387-34273081	1.2825
MACS_peak_18270	chr19(.):34269387-34273081	1.2825
MACS_peak_18272	chr19(.):34281442-34282593	0.4611
MACS_peak_18276_1	chr19(.):34287746-34288749	1.1228
MACS_peak_18276_2	chr19(.):34288750-34290640	0.8317
MACS_peak_18276_1	chr19(.):34287746-34288749	1.1228
MACS_peak_18276_2	chr19(.):34288750-34290640	0.8317
MACS_peak_18281	chr19(.):34302846-34303332	0.7507
MACS_peak_18282	chr19(.):34303339-34303923	1.0857
MACS_peak_18283	chr19(.):34303963-34304264	0.8432
MACS_peak_18284	chr19(.):34304335-34305598	0.7258
MACS_peak_18288	chr19(.):34395727-34396921	0.8908
MACS_peak_18289	chr19(.):34397447-34398585	1.0381
MACS_peak_18293	chr19(.):35456131-35456770	0.3557
MACS_peak_18294	chr19(.):35456960-35457728	0.591
MACS_peak_18298_1	chr19(.):35521658-35522590	0.7408
MACS_peak_18298_2	chr19(.):35522591-35525615	1.3526
MACS_peak_18298_1	chr19(.):35521658-35522590	0.7408
MACS_peak_18298_2	chr19(.):35522591-35525615	1.3526
MACS_peak_18299	chr19(.):35525737-35527085	1.1082
MACS_peak_18299	chr19(.):35525737-35527085	1.1082
MACS_peak_18300_1	chr19(.):35527303-35530408	1.1054
MACS_peak_18300_2	chr19(.):35530409-35532408	1.9576
MACS_peak_18300_3	chr19(.):35532409-35532472	0.8337
MACS_peak_18300_1	chr19(.):35527303-35530408	1.1054
MACS_peak_18300_2	chr19(.):35530409-35532408	1.9576
MACS_peak_18300_3	chr19(.):35532409-35532472	0.8337
MACS_peak_18301	chr19(.):35532644-35536070	0.997
MACS_peak_18302	chr19(.):35536077-35537017	0.8334
MACS_peak_18302	chr19(.):35536077-35537017	0.8334
MACS_peak_18303	chr19(.):35537588-35538448	0.7656
MACS_peak_18304	chr19(.):35539623-35540946	0.7975
MACS_peak_18305	chr19(.):35542365-35543237	0.5342
MACS_peak_18310	chr19(.):35555980-35556321	0.4376
MACS_peak_18312	chr19(.):35559441-35560320	0.6799
MACS_peak_18312	chr19(.):35559441-35560320	0.6799
MACS_peak_18313	chr19(.):35560353-35560801	0.6201
MACS_peak_18315	chr19(.):35564077-35565790	0.5366
MACS_peak_18315	chr19(.):35564077-35565790	0.5366
MACS_peak_18316	chr19(.):35566008-35570147	1.1292
MACS_peak_18316	chr19(.):35566008-35570147	1.1292
MACS_peak_18316	chr19(.):35566008-35570147	1.1292
MACS_peak_18317	chr19(.):35570295-35571122	1.4871
MACS_peak_18318	chr19(.):35571370-35572197	0.9492
MACS_peak_18318	chr19(.):35571370-35572197	0.9492
MACS_peak_18322	chr19(.):35577327-35577697	1.2271
MACS_peak_18323	chr19(.):35579031-35580401	0.6391
MACS_peak_18323	chr19(.):35579031-35580401	0.6391
MACS_peak_18324	chr19(.):35580506-35581392	0.7119
MACS_peak_18327	chr19(.):35584697-35585485	0.8378
MACS_peak_18329	chr19(.):35588268-35590397	0.7936
MACS_peak_18329	chr19(.):35588268-35590397	0.7936
MACS_peak_18330	chr19(.):35590401-35592413	0.973
MACS_peak_18332	chr19(.):35593398-35594330	0.9976
MACS_peak_18333	chr19(.):35594923-35595376	0.8823
MACS_peak_18334_1	chr19(.):35595480-35596174	0.6608
MACS_peak_18335	chr19(.):35599272-35601187	0.8746
MACS_peak_18336	chr19(.):35601676-35602175	0.5403
MACS_peak_18337	chr19(.):35602593-35604203	0.8488
MACS_peak_18337	chr19(.):35602593-35604203	0.8488
MACS_peak_18338_1	chr19(.):35605655-35605730	0.2976
MACS_peak_18338_2	chr19(.):35605731-35607730	1.0108
MACS_peak_18338_3	chr19(.):35607731-35608556	1.0299
MACS_peak_18339	chr19(.):35608752-35610573	1.052
MACS_peak_18340	chr19(.):35611226-35611808	0.5589
MACS_peak_18344	chr19(.):35617855-35618390	0.3947
MACS_peak_18345	chr19(.):35618609-35620129	0.7684
MACS_peak_18346_1	chr19(.):35620403-35625177	0.9415
MACS_peak_18346_2	chr19(.):35625178-35625472	0.8195
MACS_peak_18346_1	chr19(.):35620403-35625177	0.9415
MACS_peak_18346_2	chr19(.):35625178-35625472	0.8195
MACS_peak_18346_1	chr19(.):35620403-35625177	0.9415
MACS_peak_18346_2	chr19(.):35625178-35625472	0.8195
MACS_peak_18347_1	chr19(.):35627318-35628730	1.0315
MACS_peak_18347_2	chr19(.):35628731-35629390	1.0709
MACS_peak_18347_3	chr19(.):35629391-35629678	0.7479
MACS_peak_18347_1	chr19(.):35627318-35628730	1.0315
MACS_peak_18347_2	chr19(.):35628731-35629390	1.0709
MACS_peak_18347_3	chr19(.):35629391-35629678	0.7479
MACS_peak_18348_1	chr19(.):35629837-35630730	0.9751
MACS_peak_18348_2	chr19(.):35630731-35631390	1.2578
MACS_peak_18348_3	chr19(.):35631391-35632287	0.5175
MACS_peak_18349_1	chr19(.):35632869-35633152	0.4559
MACS_peak_18349_2	chr19(.):35633153-35633870	0.8942
MACS_peak_18350_1	chr19(.):35634101-35635152	1.1469
MACS_peak_18350_2	chr19(.):35635153-35636027	0.8515
MACS_peak_18350_1	chr19(.):35634101-35635152	1.1469
MACS_peak_18350_2	chr19(.):35635153-35636027	0.8515
MACS_peak_18351	chr19(.):35636068-35636490	0.7731
MACS_peak_18353_1	chr19(.):35772184-35772408	0.6492
MACS_peak_18353_2	chr19(.):35772409-35773130	0.8214
MACS_peak_18354_1	chr19(.):35773183-35774408	0.9802
MACS_peak_18354_2	chr19(.):35774409-35774546	0.6755
MACS_peak_18355	chr19(.):35774754-35776158	0.7878
MACS_peak_18355	chr19(.):35774754-35776158	0.7878
MACS_peak_18359	chr19(.):35780744-35781560	0.5269
MACS_peak_18360_1	chr19(.):35781831-35781987	0.1433
MACS_peak_18360_2	chr19(.):35781988-35783987	1.19
MACS_peak_18360_3	chr19(.):35783988-35785422	0.999
MACS_peak_18360_1	chr19(.):35781831-35781987	0.1433
MACS_peak_18360_2	chr19(.):35781988-35783987	1.19
MACS_peak_18360_3	chr19(.):35783988-35785422	0.999
MACS_peak_18360_1	chr19(.):35781831-35781987	0.1433
MACS_peak_18360_2	chr19(.):35781988-35783987	1.19
MACS_peak_18360_3	chr19(.):35783988-35785422	0.999
MACS_peak_18360_1	chr19(.):35781831-35781987	0.1433
MACS_peak_18360_2	chr19(.):35781988-35783987	1.19
MACS_peak_18360_3	chr19(.):35783988-35785422	0.999
MACS_peak_18360_1	chr19(.):35781831-35781987	0.1433
MACS_peak_18360_2	chr19(.):35781988-35783987	1.19
MACS_peak_18360_3	chr19(.):35783988-35785422	0.999
