GENE_ID	locusLine	bin_1_MOLP-2.jin.bam
NM_001145713	chr19(.):47629079-47718893	0.1747
NR_027280	chr19(.):47629114-47718893	0.1748
NM_152359	chr19(.):50189406-50221988	0.0869
NM_020309	chr19(.):49927654-49949808	0.181
NM_001136052	chr19(.):50189400-50221988	0.0869
NM_006184	chr19(.):49398306-49431540	0.1864
NM_005035	chr19(.):612222-638568	0.179
NM_020637	chr19(.):634925-648604	0.178
NM_214710	chr19(.):680545-700461	0.1279
NM_002579	chr19(.):703952-753330	0.0698
NM_005860	chr19(.):671388-688392	0.2731
NM_138774	chr19(.):891502-918225	0.7215
NM_005481	chr19(.):862961-898218	0.3463
NM_005224	chr19(.):921036-977803	0.5165
NM_017572	chr19(.):2032469-2056243	0.9171
NM_130807	chr19(.):2066034-2101269	1.1607
NM_004152	chr19(.):2264519-2278487	1.1502
NM_018049	chr19(.):2228154-2241328	1.0915
NM_000479	chr19(.):2244112-2257072	0.6291
NM_198532	chr19(.):2269630-2287181	0.8334
NR_031596	chr19(.):2229060-2239148	1.2219
NM_007165	chr19(.):2231815-2253678	0.6881
NM_144616	chr19(.):2247249-2261422	1.1222
NM_001101391	chr19(.):2284773-2313156	0.231
NR_036207	chr19(.):2245637-2255717	0.3325
NM_213568	chr19(.):2729523-2745074	0.2902
NM_145173	chr19(.):2709564-2726390	0.3896
NM_020170	chr19(.):3180874-3214573	0.317
NM_003775	chr19(.):3173735-3185330	1.881
NM_015897	chr19(.):4002748-4043067	0.1735
NR_002602	chr19(.):3977504-3987570	1.1222
NM_001961	chr19(.):3971053-3990461	0.9545
NM_001348	chr19(.):3953451-3974826	0.1698
NR_030367	chr19(.):3956411-3966510	0.0588
NM_015414	chr19(.):5685345-5696678	1.1187
NM_004793	chr19(.):5686844-5725176	0.6927
NM_033643	chr19(.):5685271-5696678	1.1115
NM_198708	chr19(.):5676074-5693533	1.0315
NM_198707	chr19(.):5676051-5693533	1.0301
NM_198704	chr19(.):5676034-5693533	1.0291
NM_198533	chr19(.):5676046-5693533	1.0298
NM_205767	chr19(.):5673432-5685911	0.4988
NM_003811	chr19(.):6526009-6540939	0.6254
NM_001252	chr19(.):6580849-6596163	0.721
NM_004240	chr19(.):6734706-6756529	0.8507
NM_020171	chr19(.):6724924-6742304	0.972
NM_001080452	chr19(.):6724924-6742633	0.954
NM_005490	chr19(.):6747172-6772523	0.3003
NM_001195800	chr19(.):11195037-11249505	0.4157
NM_001080997	chr19(.):12931296-12946207	0.1838
NM_013312	chr19(.):12868816-12891434	0.5599
NM_181738	chr19(.):12906426-12917694	0.8553
NM_017682	chr19(.):12858406-12874271	0.1228
NM_002229	chr19(.):12897309-12909125	1.9798
NM_031429	chr19(.):12931295-12951230	0.2897
NM_006397	chr19(.):12912427-12929462	0.4406
NM_017722	chr19(.):13210713-13232463	1.1252
NM_001136035	chr19(.):13210713-13232563	1.12
NM_005583	chr19(.):13204843-13218974	1.8397
NM_003765	chr19(.):13250223-13265987	1.4096
NM_004907	chr19(.):13256281-13270718	1.6827
NM_023072	chr19(.):13901273-13948044	0.2015
NR_029613	chr19(.):13980512-13990622	0.2361
NR_036515	chr19(.):13940329-13952103	1.2167
NM_001098622	chr19(.):13982949-13996571	0.5006
NR_030179	chr19(.):13980688-13990825	0.2404
NR_029497	chr19(.):13942100-13952173	1.4883
NR_029495	chr19(.):13942400-13952473	1.6524
NR_029501	chr19(.):13942253-13952331	1.5768
NM_005370	chr19(.):16217489-16249445	0.8416
NM_001145160	chr19(.):16173316-16218813	0.5989
NR_024335	chr19(.):16139522-16157918	0.1763
NR_024336	chr19(.):16140288-16157918	0.1822
NM_003290	chr19(.):16182134-16218813	0.6659
NM_016270	chr19(.):16430650-16443339	1.9901
NM_024881	chr19(.):16655647-16688193	0.2283
NM_004831	chr19(.):16680717-16744015	0.8299
NM_001145305	chr19(.):18362905-18390319	0.134
NR_036155	chr19(.):18387886-18397971	1.4197
NM_012321	chr19(.):18412716-18439001	0.73
NM_005354	chr19(.):18385562-18397432	1.2175
NR_036575	chr19(.):18355759-18371229	0.1231
NM_016573	chr19(.):19735284-19759455	0.3468
NM_020410	chr19(.):19751009-19779503	0.6552
NM_004720	chr19(.):19729465-19744039	0.4497
NM_033204	chr19(.):19774662-19796138	0.3436
NM_025245	chr19(.):19667521-19734439	0.1929
NM_015925	chr19(.):35734558-35763867	0.6255
NM_152481	chr19(.):35710703-35724628	0.1655
NM_003407	chr19(.):39892486-39905045	3.2827
NM_003169	chr19(.):39931287-39972308	0.3237
NM_001130825	chr19(.):39931185-39972308	0.3272
NM_019088	chr19(.):39871269-39886679	0.4799
NM_017592	chr19(.):39876962-39896203	1.7721
NM_001020	chr19(.):39918846-39931618	0.7428
NM_022835	chr19(.):39898749-39924055	0.6634
NM_198476	chr19(.):41241760-41260828	0.5708
NM_004596	chr19(.):41251758-41276297	0.4597
NM_004756	chr19(.):41166811-41201556	0.3006
NM_024876	chr19(.):41192433-41227790	0.6022
NM_001142555	chr19(.):41192433-41226011	0.6205
NM_025194	chr19(.):41218007-41251765	0.4708
NM_006494	chr19(.):42746716-42764309	0.8899
NM_199285	chr19(.):42801283-42819973	0.3425
NM_019884	chr19(.):42729337-42751736	0.4742
NM_173633	chr19(.):42812476-42834214	0.5247
NM_002573	chr19(.):42796184-42811796	0.2797
NM_015125	chr19(.):42783816-42804949	0.5065
NM_001145940	chr19(.):42796184-42811952	0.2769
NM_001145939	chr19(.):42796184-42811929	0.2773
NM_019108	chr19(.):44230300-44264142	0.4634
NM_002250	chr19(.):44265684-44290409	1.2977
NM_181845	chr19(.):44326472-44358050	0.0637
NM_005628	chr19(.):47273139-47296842	0.9814
NM_001145144	chr19(.):47273139-47295545	1.0325
NM_013403	chr19(.):47217767-47254720	0.7144
NM_001039885	chr19(.):47244302-47266832	0.284
NM_001145145	chr19(.):47273139-47293134	1.1371
NR_036157	chr19(.):47207549-47217602	0.3077
NR_024258	chr19(.):47328841-47338961	0.1712
NM_178511	chr19(.):47773141-47783980	0.6266
NM_001127240	chr19(.):47719080-47741023	1.6085
NM_014417	chr19(.):47719078-47739451	1.6898
NM_015603	chr19(.):47754730-47780210	0.5372
NR_036159	chr19(.):47725200-47735276	2.7821
NR_036158	chr19(.):47725198-47735278	2.7817
NM_016246	chr19(.):49311273-49344934	0.4521
NM_014330	chr19(.):49370648-49384319	1.0278
NM_001161354	chr19(.):49335353-49376884	0.3662
NM_003323	chr19(.):49379221-49406996	0.5252
NM_001161587	chr19(.):49466381-49501610	0.5837
NM_000146	chr19(.):49463565-49475136	1.4203
NR_027882	chr19(.):49453116-49470055	1.3084
NM_014475	chr19(.):49431938-49453226	0.1226
NM_006666	chr19(.):49492155-49524182	0.2568
NR_000021	chr19(.):49988222-49998304	1.2702
NM_001015	chr19(.):49994633-50007944	1.161
NR_000018	chr19(.):49989431-49999517	1.4546
NM_153329	chr19(.):49951472-49979305	0.9765
NM_001459	chr19(.):49972485-49994488	0.8558
NM_020650	chr19(.):50025874-50051890	0.1311
NM_001136019	chr19(.):50010535-50034685	0.1695
NR_001285	chr19(.):49995975-50006062	1.4511
NR_000020	chr19(.):49988873-49998956	1.3152
NR_000019	chr19(.):49989163-49999229	1.4124
NM_017916	chr19(.):49944549-49960115	1.0924
NR_026712	chr19(.):49985864-50000096	1.1513
NM_012423	chr19(.):49985864-50000564	1.2278
NM_004107	chr19(.):50011435-50034685	0.1692
NR_029703	chr19(.):49999041-50009125	1.363
NM_001197122	chr19(.):50157825-50174132	0.4916
NM_001040668	chr19(.):50163398-50182173	1.0714
NR_033397	chr19(.):50175495-50196704	0.6889
NM_001101340	chr19(.):50186941-50199247	0.0583
NM_021228	chr19(.):50140381-50166906	0.5013
NM_006270	chr19(.):50133551-50148400	0.7334
NM_001145402	chr19(.):55861275-55879620	0.2337
NM_000641	chr19(.):55870756-55886814	0.2058
NM_014501	chr19(.):55907649-55924325	0.4958
NM_001136137	chr19(.):55892299-55904087	1.1739
NM_001136136	chr19(.):55892299-55903408	1.242
NM_139172	chr19(.):55883203-55894612	0.1888
NM_001190764	chr19(.):55885611-55900627	0.9782
NM_000991	chr19(.):55892299-55908451	0.874
NM_032701	chr19(.):55846220-55864489	0.5699
NM_144613	chr19(.):55856069-55871182	0.2032
NM_032836	chr19(.):56097736-56115893	0.5232
NM_007279	chr19(.):56160415-56191082	0.8167
NM_207115	chr19(.):56147391-56159836	1.3772
NM_153219	chr19(.):56106729-56119504	0.9764
NM_203374	chr19(.):56127106-56140941	0.2092
NM_016535	chr19(.):56149985-56161989	1.5153
NM_013301	chr19(.):56153953-56169526	1.5463
NM_001163423	chr19(.):56148462-56159836	1.4752
NM_016202	chr19(.):56148417-56159836	1.47
NM_001130072	chr19(.):56181560-56212133	0.351
NM_001130071	chr19(.):56182990-56212133	0.3549
NM_001195605	chr19(.):56119958-56134907	0.0774
NM_198458	chr19(.):58860724-58879120	0.3166
NM_001129730	chr19(.):58873989-58897389	0.6302
NR_015380	chr19(.):58858335-58871549	0.2851
NM_001195135	chr19(.):58902456-58913446	0.2705
NM_173548	chr19(.):58915062-58934692	0.1861
NM_130786	chr19(.):58853171-58869865	0.2545
NM_001009	chr19(.):58893635-58911171	1.2165
NM_001172646	chr20(.):9044700-9466462	0.2326
NM_000933	chr20(.):9283446-9466462	0.359
NM_182797	chr20(.):9193036-9466462	0.3091
NM_032501	chr20(.):24981872-25044616	0.421
NM_015600	chr20(.):25270378-25376477	0.3634
NM_016436	chr20(.):34354922-34543288	0.1657
NM_002466	chr20(.):42290708-42350122	0.5442
NM_183048	chr20(.):45833380-45990474	0.2478
NM_183425	chr20(.):55961462-55989386	0.7284
NM_014588	chr20(.):25051098-25067767	0.1645
NM_002862	chr20(.):25223705-25283648	0.587
NM_004902	chr20(.):34286530-34335193	0.4194
NM_080748	chr20(.):34282231-34293902	0.5416
NM_001198989	chr20(.):34251609-34292287	0.3629
NM_001008901	chr20(.):42349800-42360642	0.1355
NR_024594	chr20(.):45942245-45954498	0.0681
NM_006526	chr20(.):52178609-52204636	0.7866
NM_001015885	chr20(.):55921617-55958519	0.1591
NM_003610	chr20(.):55921144-55958519	0.1581
NM_001190472	chr20(.):55928495-55939878	0.0384
NM_001389	chr21(.):41379342-42224039	0.1953
NM_000874	chr21(.):34597230-34640062	0.8259
NM_207585	chr21(.):34597230-34641820	0.8799
NM_001033515	chr21(.):9902193-9973585	0.5964
NM_173568	chr21(.):43486425-43568105	0.2108
NM_001199527	chr21(.):43478067-43568105	0.4075
NM_000629	chr21(.):34692213-34737128	0.6699
NM_000628	chr21(.):34633671-34674520	0.393
NM_020727	chr21(.):43401939-43435496	0.3269
NR_027273	chr21(.):43437112-43450060	0.1536
NR_027243	chr21(.):43517243-43533644	0.1699
NM_000394	chr21(.):44584140-44597913	1.8638
NM_005049	chr21(.):45522207-45556063	0.3861
NM_198155	chr21(.):45548493-45570605	1.4612
NM_004327	chr22(.):23517551-23665224	0.1745
NM_014433	chr22(.):23396592-23489241	0.4382
NM_001003406	chr22(.):39961757-40090740	0.098
NM_024821	chr22(.):42191677-42227303	0.4105
NM_001003828	chr22(.):44390172-44570103	0.1525
NM_013327	chr22(.):44415167-44570103	0.1596
NM_138415	chr22(.):45272042-45410581	0.2405
NM_001135862	chr22(.):45272042-45410809	0.2406
NM_138433	chr22(.):50981461-50994452	0.9674
NM_001178126	chr22(.):23224959-23243013	3.2291
NM_004914	chr22(.):23482512-23511531	1.0381
NM_001024938	chr22(.):24194058-24232725	0.2425
NM_002415	chr22(.):24231564-24242409	0.9292
NM_001024939	chr22(.):24195040-24232725	0.2412
NM_001007468	chr22(.):24124149-24181705	0.4949
NM_001002862	chr22(.):24171689-24186199	1.8718
NM_173510	chr22(.):29163661-29190283	0.3216
NM_001079539	chr22(.):29185547-29201560	1.2621
NM_031910	chr22(.):37571205-37589330	0.1404
NM_001051	chr22(.):37597244-37613353	0.2249
NM_002872	chr22(.):37616309-37645305	1.0966
NM_052906	chr22(.):37758999-37828505	0.4561
NM_014293	chr22(.):39209456-39245017	0.095
NM_014292	chr22(.):39255247-39273258	0.9354
NM_021822	chr22(.):39468009-39488748	0.7561
NM_175709	chr22(.):39521778-39553538	1.2869
NM_181773	chr22(.):39488228-39505072	1.3661
NM_001166004	chr22(.):39488228-39503610	1.4822
NM_006116	chr22(.):39790758-39832887	0.2931
NM_194326	chr22(.):39920097-39933860	1.3111
NM_002409	chr22(.):39848324-39893199	0.6327
NM_019008	chr22(.):39893283-39919137	1.214
NM_182810	chr22(.):39911568-39923691	1.8339
NM_001098270	chr22(.):39878228-39893199	0.2045
NM_152513	chr22(.):42090517-42200459	0.5733
NM_018280	chr22(.):46441338-46455024	2.014
NR_027036	chr22(.):46430786-46445748	0.6644
NR_027034	chr22(.):46444725-46459402	1.8706
NR_027033	chr22(.):46476876-46514808	0.1354
NR_027240	chr22(.):46397495-46411657	0.5615
NR_029479	chr22(.):46504565-46514648	0.1852
NR_029478	chr22(.):46503628-46513702	0.1992
NR_037413	chr22(.):46481923-46492006	0.1332
NM_001135101	chr22(.):50307282-50326186	0.6689
NM_024105	chr22(.):50291853-50317106	0.2695
NM_001001852	chr22(.):50349142-50362720	1.4099
NM_001169111	chr22(.):50956996-50969033	1.379
NM_024866	chr22(.):50915011-50929866	0.6116
NM_001185011	chr22(.):50941644-50968209	0.7215
NM_001113756	chr22(.):50959181-50973258	2.2302
NM_001113755	chr22(.):50959181-50973514	2.2068
NM_001169109	chr22(.):50956996-50969868	1.6652
NM_001169110	chr22(.):50956996-50969574	1.5435
NM_001014440	chr22(.):50963837-50976008	2.5439
NM_005138	chr22(.):50956996-50969034	1.3791
NM_017584	chr22(.):50920212-50933750	0.5416
NM_033200	chr22(.):50936375-50951135	0.4547
NM_001145134	chr22(.):51002289-51022096	0.4484
NM_004377	chr22(.):51002289-51021894	0.4382
NM_001123225	chr22(.):50984540-51006328	0.5416
NM_001145137	chr22(.):51002289-51021506	0.3905
