GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
NM_030930	chr11(.):67753574-67776593	0.133
NM_006645	chr11(.):72460773-72509750	0.1115
NM_014824	chr11(.):72542789-72858143	0.1202
NM_014488	chr11(.):82687477-82787884	0.1396
NM_001166	chr11(.):102212965-102254401	0.1153
NM_004397	chr11(.):118613472-118666972	0.124
NM_024556	chr11(.):126076618-126137879	0.1142
NM_002017	chr11(.):128558812-128688162	0.143
NM_001167681	chr11(.):128557388-128688162	0.1425
NM_012239	chr11(.):210029-241362	0.1152
NM_002817	chr11(.):231807-257984	0.1189
NM_138329	chr11(.):273569-290304	0.0822
NM_006435	chr11(.):303106-314410	0.111
NM_025092	chr11(.):284137-300688	0.0803
NM_003641	chr11(.):308990-320272	0.1007
NM_001025295	chr11(.):293202-304526	0.0785
NM_001124	chr11(.):10321641-10333923	0.2106
NM_022725	chr11(.):22639078-22652387	0.1483
NM_000610	chr11(.):35155416-35258949	0.1441
NM_000614	chr11(.):58385145-58398205	0.1299
NR_024091	chr11(.):58341586-58398205	0.1379
NM_053023	chr11(.):58341586-58394023	0.1376
NR_002565	chr11(.):62618036-62628103	0.1784
NM_199337	chr11(.):62549873-62562872	0.146
NM_003164	chr11(.):62569368-62604560	0.1279
NM_018093	chr11(.):62595382-62612628	0.1585
NR_003098	chr11(.):62614459-62628360	0.1645
NR_002561	chr11(.):62616134-62626204	0.1796
NR_002560	chr11(.):62615797-62625865	0.1819
NR_002559	chr11(.):62616375-62626440	0.1801
NR_000008	chr11(.):62615381-62625507	0.1835
NR_002564	chr11(.):62617763-62627838	0.1761
NR_002563	chr11(.):62617483-62627555	0.1746
NR_002562	chr11(.):62617092-62627167	0.1776
NM_001081491	chr11(.):62554597-62577964	0.1454
NM_001080501	chr11(.):62552786-62564486	0.1567
NM_006268	chr11(.):65096345-65125451	0.1227
NM_145719	chr11(.):65117281-65130082	0.1215
NR_028272	chr11(.):65185268-65199003	0.2596
NR_030343	chr11(.):65206928-65217028	0.1458
NM_031904	chr11(.):65149040-65185995	0.1329
NM_021070	chr11(.):65301029-65330699	0.1261
NM_001048218	chr11(.):65287547-65311182	0.1175
NM_207354	chr11(.):67051761-67074955	0.0989
NM_017857	chr11(.):67065918-67085078	0.0873
NR_030767	chr11(.):67051815-67074955	0.0989
NM_001619	chr11(.):67028904-67059029	0.1348
NM_001161473	chr11(.):67771047-67801743	0.1308
NM_006053	chr11(.):67805446-67823366	0.1107
NM_006019	chr11(.):67801482-67823366	0.1101
NM_002496	chr11(.):67793083-67809114	0.1399
NM_000694	chr11(.):67772789-67801743	0.1327
NM_138768	chr11(.):69056621-69069754	0.1613
NM_033388	chr11(.):72520450-72545680	0.1496
NR_033347	chr11(.):82747505-82757640	0.1102
NM_001165	chr11(.):102183193-102213465	0.142
NM_006235	chr11(.):111217980-111255157	0.1499
NM_000190	chr11(.):118950586-118969259	0.1478
NM_002105	chr11(.):118959584-118971177	0.1502
NM_001024382	chr11(.):118953696-118969259	0.1563
NM_001130991	chr11(.):118909895-118932925	0.1221
NM_015517	chr11(.):118987287-119010765	0.121
NM_006389	chr11(.):118909895-118932916	0.1221
NM_014807	chr11(.):118973092-118992827	0.1479
NM_021729	chr11(.):118933492-118957688	0.1294
NM_001382	chr11(.):118962212-118977785	0.1847
NM_001142505	chr11(.):119015298-119038374	0.104
NM_022169	chr11(.):119014749-119038374	0.1035
NR_027288	chr11(.):122883273-122895319	0.1041
NM_006597	chr11(.):122923199-122937844	0.1929
NM_032795	chr11(.):126066988-126086587	0.1252
NM_003658	chr11(.):129240880-129327174	0.132
NR_024233	chr11(.):129867518-129880381	0.1524
NM_199437	chr11(.):129764600-129877730	0.1124
NM_014325	chr12(.):109033886-109130295	0.1402
NM_152641	chr12(.):46118619-46306819	0.1122
NM_002392	chr12(.):69196970-69244212	0.1276
NM_020375	chr12(.):4425358-4474190	0.1036
NM_018173	chr12(.):6414601-6442672	0.1038
NM_007273	chr12(.):7069516-7084891	0.1705
NR_015382	chr12(.):6543166-6565683	0.1361
NM_001144857	chr12(.):6416816-6442672	0.1051
NM_001144856	chr12(.):6415098-6442672	0.1037
NM_001144831	chr12(.):7069514-7084916	0.1709
NR_036693	chr12(.):9817307-9857151	0.1178
NM_001197317	chr12(.):9817330-9857151	0.1178
NM_001004419	chr12(.):9817308-9857151	0.1178
NM_001987	chr12(.):11797787-12053325	0.1221
NM_031289	chr12(.):13232041-13253709	0.1396
NM_006143	chr12(.):12808994-12854121	0.117
NM_001080555	chr12(.):13232041-13261619	0.1411
NM_152321	chr12(.):15061975-15096463	0.1129
NM_001843	chr12(.):41081357-41469094	0.0985
NM_001033873	chr12(.):51634132-51668994	0.1173
NM_001031628	chr12(.):51634132-51669202	0.1182
NM_001128914	chr12(.):53840885-53879946	0.161
NM_000966	chr12(.):53599352-53631036	0.1384
NM_001042728	chr12(.):53599352-53619150	0.1548
NM_013449	chr12(.):56984379-57035163	0.1354
NM_018279	chr12(.):72074877-72102839	0.1323
NM_005761	chr12(.):94537498-94704225	0.1437
NM_020244	chr12(.):102086416-102127846	0.1169
NM_003299	chr12(.):104319188-104346703	0.1671
NM_014706	chr12(.):108910990-108960165	0.1413
NM_018984	chr12(.):109171465-109256359	0.1274
NM_001082959	chr12(.):125257173-125353519	0.0514
NR_028415	chr12(.):1604656-1618590	0.1107
NM_001759	chr12(.):4377901-4419522	0.1231
NM_002342	chr12(.):6488356-6505732	0.0968
NM_001159576	chr12(.):6451008-6489390	0.1342
NM_001065	chr12(.):6432922-6456283	0.1262
NM_001038	chr12(.):6451008-6489905	0.1332
NM_001159575	chr12(.):6451008-6491523	0.1313
NM_014231	chr12(.):6566403-6584843	0.1596
NM_001242	chr12(.):6549050-6565884	0.1439
NM_014865	chr12(.):6598297-6646132	0.1356
NM_016497	chr12(.):6596315-6607471	0.1556
NM_018009	chr12(.):6556176-6576488	0.1657
NM_001975	chr12(.):7018613-7037859	0.1541
NM_002831	chr12(.):7055433-7075479	0.1883
NR_029779	chr12(.):7067861-7077929	0.1811
NM_080548	chr12(.):7050739-7075479	0.1887
NM_001007026	chr12(.):7028625-7056484	0.1563
NM_006992	chr12(.):7008896-7028406	0.1264
NM_001940	chr12(.):7032479-7056484	0.1432
NR_003010	chr12(.):7071499-7081769	0.1696
NM_138425	chr12(.):7048202-7060165	0.1702
NR_029682	chr12(.):7068259-7078354	0.176
NM_005768	chr12(.):7080346-7130842	0.1215
NM_006331	chr12(.):7074943-7090165	0.1608
NR_036052	chr12(.):9387065-9397147	0.1107
NM_002258	chr12(.):9742869-9765497	0.0872
NR_002814	chr12(.):9795642-9816008	0.1426
NR_036052	chr12(.):12259885-12269967	0.0903
NM_004064	chr12(.):12865301-12880305	0.206
NR_030344	chr12(.):12912582-12922677	0.0921
NM_001130415	chr12(.):12873850-12949399	0.1201
NM_020853	chr12(.):13192314-13241383	0.1178
NM_006205	chr12(.):15120955-15139799	0.1125
NM_001175	chr12(.):15089949-15119562	0.1667
NM_030762	chr12(.):26267958-26283003	0.1727
NM_005086	chr12(.):26343505-26392708	0.103
NM_001135823	chr12(.):26343268-26392708	0.1037
NR_028408	chr12(.):46114502-46126704	0.1662
NM_018976	chr12(.):46746970-46771645	0.1471
NM_001098532	chr12(.):48123452-48157181	0.1272
NM_017842	chr12(.):48161966-48181536	0.1244
NM_006105	chr12(.):48123452-48157244	0.1271
NM_001098531	chr12(.):48123452-48157889	0.1273
NM_001098416	chr12(.):48171506-48218763	0.1343
NM_014033	chr12(.):51313533-51331300	0.1674
NM_001109619	chr12(.):51342781-51369289	0.108
NM_001971	chr12(.):51717226-51745463	0.1271
NM_016293	chr12(.):51669821-51722938	0.1226
NM_001004304	chr12(.):53569534-53589654	0.1543
NM_000889	chr12(.):53580106-53606000	0.1961
NM_015989	chr12(.):53546446-53579430	0.1304
NM_001170790	chr12(.):53640369-53653190	0.1323
NM_032889	chr12(.):53640875-53653190	0.1333
NM_015665	chr12(.):53696239-53720412	0.1401
NM_152860	chr12(.):53715359-53734537	0.1257
NM_001173467	chr12(.):53715359-53735004	0.1252
NM_001164691	chr12(.):53812638-53830318	0.1071
NM_003109	chr12(.):53769427-53815226	0.1241
NM_138473	chr12(.):53768978-53815226	0.125
NM_001005354	chr12(.):53830432-53845427	0.1217
NM_134324	chr12(.):53890376-53905215	0.1541
NM_006301	chr12(.):53869275-53898444	0.1508
NM_134323	chr12(.):53889704-53905215	0.1509
NM_003717	chr12(.):53895473-53906422	0.1364
NM_001127460	chr12(.):56705006-56732533	0.1393
NM_014255	chr12(.):56699212-56715128	0.1248
NM_005419	chr12(.):56730381-56759037	0.1434
NM_014871	chr12(.):56705006-56732837	0.1404
NM_004077	chr12(.):56660482-56699175	0.1256
NM_016584	chr12(.):56727662-56739194	0.1775
NM_001638	chr12(.):56749354-56761583	0.1503
NR_003046	chr12(.):57032463-57042538	0.166
NM_001686	chr12(.):57026958-57044852	0.177
NM_005594	chr12(.):57101210-57124066	0.1516
NR_002737	chr12(.):57033810-57043885	0.163
NM_001113203	chr12(.):57101210-57124326	0.151
NM_006601	chr12(.):57052124-57087078	0.1325
NM_175895	chr12(.):62990530-63002214	0.1346
NR_029661	chr12(.):62992465-63002549	0.145
NM_017440	chr12(.):68683345-68731161	0.1197
NM_031435	chr12(.):72052676-72079428	0.1294
NM_144982	chr12(.):71998378-72062749	0.1202
NM_001946	chr12(.):89736836-89751296	0.1631
NM_001025233	chr12(.):92812734-92829730	0.1375
NR_027933	chr12(.):92810306-92829778	0.1341
NM_001025232	chr12(.):92808869-92826924	0.1232
NM_001032284	chr12(.):98904350-98949157	0.1226
NM_003276	chr12(.):98904350-98934412	0.1272
NR_027157	chr12(.):98901750-98915004	0.1335
NM_153694	chr12(.):102117425-102138250	0.1369
NM_024312	chr12(.):102134274-102229645	0.121
NM_001111283	chr12(.):102784644-102879378	0.1171
NM_001111284	chr12(.):102784644-102877429	0.1164
NM_001111285	chr12(.):102806453-102879378	0.1259
NR_027249	chr12(.):104232526-104328989	0.1325
NR_037425	chr12(.):104319202-104329333	0.2113
NM_003211	chr12(.):104354592-104387656	0.1186
NM_001135570	chr12(.):104338980-104355993	0.1238
NM_007076	chr12(.):108904050-108918380	0.1197
NM_213595	chr12(.):108951293-108968160	0.2
NM_181724	chr12(.):108978621-108996894	0.0845
NM_003006	chr12(.):109010679-109032670	0.2031
NM_001161331	chr12(.):109180694-109226327	0.1193
NM_019034	chr12(.):122210659-122236594	0.0688
NR_002809	chr12(.):122228172-122246390	0.0719
NM_015048	chr12(.):122237637-122275562	0.0523
NM_024667	chr12(.):123344874-123385712	0.0885
NM_021009	chr12(.):125391191-125404587	0.0967
NM_015057	chr13(.):77613791-77906177	0.1125
NM_003291	chr13(.):103244285-103336523	0.1191
NM_032436	chr13(.):115074964-115097803	0.1466
NM_000820	chr13(.):114518521-114572046	0.1369
NM_007368	chr13(.):114742193-114903095	0.1058
NM_152719	chr13(.):46271445-46293693	0.0841
NM_001143945	chr13(.):114518521-114544017	0.1034
NM_001143946	chr13(.):114518521-114541714	0.1039
NR_024609	chr13(.):114581609-114631485	0.1349
NM_023011	chr13(.):115042077-115076283	0.1295
NM_003903	chr13(.):114995361-115043150	0.1462
NM_001012706	chr14(.):50443429-50479238	0.07
NM_004296	chr14(.):72394785-73038238	0.0513
NM_001080414	chr14(.):91732666-91889133	0.0808
NM_207442	chr14(.):69256463-69268190	0.0848
NM_004926	chr14(.):69249374-69264785	0.0791
NM_024496	chr14(.):77485885-77500034	0.076
NM_005065	chr14(.):81934238-82005205	0.0835
NM_152592	chr14(.):95878830-95947173	0.0613
NR_003002	chr14(.):95994691-96004966	0.0662
NR_001459	chr14(.):95994248-96006209	0.0667
NM_016417	chr14(.):95996322-96016055	0.0608
NM_025268	chr14(.):105987952-106001539	0.0981
NM_144508	chr15(.):40881446-40959881	0.1137
NM_001042495	chr15(.):34517196-34635265	0.1219
NM_005135	chr15(.):34517196-34616021	0.1136
NM_001042497	chr15(.):34517196-34634045	0.1219
NM_001042494	chr15(.):34517196-34634961	0.1219
NR_031680	chr15(.):69111302-69494862	0.1003
NM_007200	chr15(.):85918870-86297586	0.1114
NM_001211	chr15(.):40448209-40518337	0.1311
NM_019600	chr15(.):52868517-52975820	0.1268
NM_025201	chr15(.):65129081-65165201	0.1148
NM_006305	chr15(.):69065874-69118261	0.1259
NM_001004439	chr15(.):68589041-68729492	0.0977
NM_016166	chr15(.):68341571-68485404	0.1208
NM_172217	chr15(.):81512639-81610104	0.1344
NM_001172128	chr15(.):81484218-81610104	0.1267
NM_144767	chr15(.):86215267-86297586	0.1121
NM_007011	chr15(.):89626380-89750591	0.1362
NM_018671	chr15(.):91473214-91502323	0.1252
NM_001039675	chr15(.):91468409-91502323	0.122
NM_000875	chr15(.):99187760-99512759	0.1091
NR_027992	chr15(.):20869796-20966480	0.0754
NR_027053	chr15(.):21927513-21945739	0.1948
NR_024387	chr15(.):22009419-22021878	0.1121
NM_015995	chr15(.):31614082-31675102	0.1451
NM_175741	chr15(.):34633065-34654931	0.1061
NM_181077	chr15(.):34666269-34687001	0.0969
NM_018648	chr15(.):34628916-34640362	0.1356
NM_153613	chr15(.):34646088-34664395	0.1198
NR_036050	chr15(.):34669269-34679351	0.0965
NR_036050	chr15(.):34815490-34825572	0.1057
NM_003134	chr15(.):40322890-40336389	0.1322
NM_001003942	chr15(.):40375091-40403287	0.17
NM_033503	chr15(.):40375091-40403639	0.1711
NM_001003940	chr15(.):40375091-40406075	0.1663
NM_001080791	chr15(.):40840297-40862252	0.1748
NM_152260	chr15(.):40856536-40871661	0.1575
NR_002208	chr15(.):40819082-40829749	0.1189
NM_001160227	chr15(.):44849893-44960876	0.1188
NM_001145112	chr15(.):44952929-44974086	0.1625
NM_182985	chr15(.):45023559-45065025	0.1023
NM_004048	chr15(.):44998684-45015357	0.1631
NM_198524	chr15(.):56652643-56743072	0.1313
NM_182703	chr15(.):65199100-65256041	0.112
NM_017882	chr15(.):68494329-68527080	0.1216
NM_033429	chr15(.):68478042-68503448	0.1372
NM_015322	chr15(.):68565140-68588640	0.1609
NR_026808	chr15(.):69091159-69104440	0.1243
NR_036197	chr15(.):69089188-69099264	0.1272
NM_001127190	chr15(.):75069424-75100539	0.1659
NM_000761	chr15(.):75036183-75053941	0.0922
NM_000499	chr15(.):75006882-75022877	0.1044
NM_021819	chr15(.):75100193-75123099	0.099
NM_001030005	chr15(.):75113950-75129136	0.0897
NM_021823	chr15(.):75310926-75348067	0.1435
NM_138967	chr15(.):75282875-75318836	0.1221
NM_017793	chr15(.):75242442-75254775	0.1136
NM_004513	chr15(.):81584253-81610104	0.1939
NM_181900	chr15(.):81600006-81621524	0.1644
NM_002168	chr15(.):90622211-90650708	0.1435
NM_198925	chr15(.):90739561-90777892	0.113
NM_001013657	chr15(.):90772486-90790312	0.118
NM_020210	chr15(.):90723151-90777892	0.131
NM_006384	chr15(.):90768476-90782279	0.1282
NM_001143785	chr15(.):91422664-91444006	0.1154
NM_198527	chr15(.):91469154-91480774	0.1565
NM_001143784	chr15(.):91423275-91444006	0.1159
NM_006122	chr15(.):91442419-91470815	0.115
NM_002005	chr15(.):91422687-91444006	0.1155
NM_001017919	chr15(.):91493105-91511355	0.1409
NR_033769	chr15(.):93333713-93345338	0.1104
NR_037600	chr15(.):93421072-93446977	0.1335
NR_037602	chr15(.):93421525-93446977	0.1328
NM_014918	chr15(.):101710927-101797137	0.1282
NM_016373	chr16(.):78128550-79251564	0.0522
NM_015914	chr16(.):11767942-11841648	0.1795
NM_013302	chr16(.):22212591-22305066	0.1046
NM_000336	chr16(.):23308590-23397620	0.1391
NM_153603	chr16(.):23394813-23469512	0.1216
NM_025134	chr16(.):53083944-53366414	0.1104
NM_000078	chr16(.):56990834-57022756	0.1171
NM_001191022	chr16(.):67591309-67678088	0.1167
NM_012320	chr16(.):68274246-68299961	0.1658
NM_018667	chr16(.):68387229-68487409	0.1212
NM_030629	chr16(.):81523953-81750367	0.0551
NM_198390	chr16(.):81473774-81750367	0.0554
NM_002661	chr16(.):81807929-81996899	0.0606
NM_175931	chr16(.):88936262-89012608	0.0442
NM_005187	chr16(.):88936262-89048504	0.0504
NM_003498	chr16(.):11757288-11778015	0.158
NM_014153	chr16(.):11839441-11896114	0.1329
NM_001130007	chr16(.):11956984-12015519	0.114
NM_001130006	chr16(.):11956984-12014825	0.1142
NM_001192	chr16(.):12053963-12066925	0.2079
NM_032167	chr16(.):12065601-12152141	0.1156
NM_001039182	chr16(.):29459913-29471285	0.1953
NM_001017389	chr16(.):29462126-29481280	0.1955
NM_003166	chr16(.):29462126-29481301	0.1961
NM_178044	chr16(.):29460821-29474545	0.1981
NR_002454	chr16(.):29455665-29466236	0.177
NR_002556	chr16(.):29471288-29483899	0.2006
NR_037608	chr16(.):29461411-29481301	0.195
NM_001017390	chr16(.):29466206-29481301	0.1864
NR_024370	chr16(.):29870003-29884374	0.1296
NM_002383	chr16(.):29812854-29827504	0.1347
NR_015396	chr16(.):29870154-29884374	0.1295
NM_145239	chr16(.):29818408-29832202	0.1423
NM_007317	chr16(.):29797057-29821706	0.1398
NM_006319	chr16(.):29864677-29879578	0.1312
NM_024516	chr16(.):29822527-29838816	0.1411
NM_152338	chr16(.):29784560-29796840	0.1018
NM_005115	chr16(.):29826714-29864360	0.1186
NM_001039182	chr16(.):30199255-30210627	0.1959
NM_178044	chr16(.):30200163-30213887	0.2033
NM_003166	chr16(.):30201468-30220650	0.1902
NM_001017389	chr16(.):30201468-30220620	0.1899
NM_001193333	chr16(.):30189730-30205396	0.1827
NR_002454	chr16(.):30195004-30205575	0.2062
NR_037608	chr16(.):30200753-30220650	0.1893
NR_002556	chr16(.):30210637-30223248	0.1903
NR_002555	chr16(.):30229349-30261932	0.1413
NM_001017390	chr16(.):30205548-30220650	0.1724
NM_138447	chr16(.):30609699-30626682	0.1079
NM_024031	chr16(.):30657240-30672734	0.1765
NM_001105079	chr16(.):30670777-30687131	0.1103
NR_002966	chr16(.):30716857-30726986	0.1189
NM_006662	chr16(.):30705461-30756450	0.1208
NM_153337	chr16(.):50695210-50720264	0.1247
NM_182854	chr16(.):50701885-50720264	0.1254
NM_001042412	chr16(.):50771028-50840846	0.1202
NM_001042355	chr16(.):50770960-50840846	0.1203
NM_022162	chr16(.):50726049-50771987	0.1161
NM_001126108	chr16(.):56894118-56954762	0.1302
NM_001010989	chr16(.):56960747-56982793	0.1853
NM_032206	chr16(.):57018409-57122436	0.1169
NM_001172643	chr16(.):66536905-66589194	0.1495
NM_001172644	chr16(.):66536905-66589315	0.1497
NM_052999	chr16(.):66595349-66618038	0.1103
NM_181641	chr16(.):66581471-66604971	0.1373
NM_181271	chr16(.):66595293-66618038	0.1101
NM_001040138	chr16(.):66581465-66605154	0.1368
NM_001193524	chr16(.):67566364-67585691	0.145
NM_001193523	chr16(.):67558539-67585691	0.1436
NM_001193522	chr16(.):67557719-67585691	0.1426
NM_024519	chr16(.):67557716-67585691	0.1426
NM_024939	chr16(.):68257449-68275136	0.1261
NM_001184824	chr16(.):68339876-68396169	0.1244
NM_003983	chr16(.):68293422-68340722	0.1511
NM_032178	chr16(.):68329517-68349868	0.1374
NM_001031804	chr16(.):79622744-79639622	0.0746
NM_020889	chr17(.):27234161-27283508	0.1473
NM_138962	chr17(.):55328930-55762299	0.1102
NM_170721	chr17(.):55329373-55715544	0.1124
NM_022066	chr17(.):74380612-74454288	0.1116
NM_020761	chr17(.):78513624-78945173	0.0993
NM_005022	chr17(.):4843946-4856825	0.1727
NM_153357	chr17(.):6939948-6952242	0.1266
NM_018182	chr17(.):27077995-27174841	0.1052
NM_000267	chr17(.):29416944-29709695	0.1126
NM_002544	chr17(.):29616667-29629380	0.1083
NM_183232	chr17(.):37916198-38025441	0.1511
NM_001070	chr17(.):40756357-40772256	0.1676
NM_030802	chr17(.):47782686-47846518	0.1479
NM_017763	chr17(.):56426037-56499931	0.1167
NM_001433	chr17(.):62115389-62212502	0.1619
NM_181671	chr17(.):65368923-65694647	0.1064
NM_014960	chr17(.):66250322-66422000	0.101
NR_036488	chr17(.):70394462-70593943	0.1173
NM_004252	chr17(.):72739762-72770499	0.1527
NM_001080419	chr17(.):73775680-73826886	0.115
NM_052916	chr17(.):74133533-74241390	0.1115
NM_001113492	chr17(.):75278972-75501678	0.1082
NM_006640	chr17(.):75310596-75501678	0.1108
NM_001113491	chr17(.):75272491-75501678	0.1081
NM_001081461	chr17(.):74703913-74727881	0.1312
NM_001163075	chr17(.):76137433-76167364	0.1274
NM_025090	chr17(.):76787964-76841969	0.1081
NM_017456	chr17(.):76665129-76783376	0.1383
NM_024648	chr17(.):80342085-80381513	0.1064
NM_080705	chr17(.):3463739-3504125	0.0915
NM_145068	chr17(.):3411485-3466289	0.1095
NM_080704	chr17(.):3463739-3517705	0.0926
NM_080706	chr17(.):3463739-3501171	0.0915
NM_018727	chr17(.):3463739-3505336	0.0919
NM_000080	chr17(.):4796063-4811369	0.1143
NM_001145536	chr17(.):4797947-4811227	0.1177
NM_001165417	chr17(.):4835425-4848462	0.151
NM_000173	chr17(.):4830591-4843325	0.1043
NM_015528	chr17(.):4838629-4853517	0.1703
NM_006612	chr17(.):4896242-4936694	0.1047
NM_015099	chr17(.):4866286-4895960	0.12
NM_001171168	chr17(.):4866286-4895665	0.1201
NM_053013	chr17(.):4849383-4865426	0.1224
NM_001167985	chr17(.):4886424-4905905	0.1149
NM_004890	chr17(.):4857520-4876132	0.1231
NM_001004333	chr17(.):6910797-6922851	0.1648
NM_001142799	chr17(.):6913072-6925839	0.1655
NM_201566	chr17(.):6934393-6948440	0.1219
NR_029712	chr17(.):6915933-6926020	0.1738
NM_181844	chr17(.):6921368-6937961	0.1109
NM_000697	chr17(.):6894383-6919055	0.1272
NR_030178	chr17(.):6916229-6926341	0.1638
NM_001143775	chr17(.):7141905-7159995	0.1515
NM_001185023	chr17(.):7158221-7171264	0.1038
NM_001185022	chr17(.):7158221-7171512	0.105
NM_001128827	chr17(.):7088209-7125928	0.1097
NM_000018	chr17(.):7118152-7133585	0.1195
NM_004422	chr17(.):7123660-7142863	0.119
NM_007278	chr17(.):7138737-7150753	0.1593
NM_024297	chr17(.):7133346-7147825	0.1639
NM_001365	chr17(.):7088209-7128369	0.1086
NM_203415	chr17(.):7150371-7168259	0.1139
NM_015362	chr17(.):7150550-7168259	0.1142
NM_001042	chr17(.):7180053-7196367	0.1325
NM_015343	chr17(.):7141905-7160259	0.1514
NR_029896	chr17(.):7121615-7131698	0.1253
NM_012452	chr17(.):16837397-16880402	0.1572
NR_000010	chr17(.):27044599-27054671	0.1657
NR_000009	chr17(.):27045698-27055772	0.1888
NM_031934	chr17(.):27036298-27049908	0.1297
NM_001142625	chr17(.):27036298-27050286	0.1281
NM_000984	chr17(.):27041999-27056374	0.1713
NM_138463	chr17(.):27046365-27058230	0.1886
NR_000014	chr17(.):27045446-27055509	0.1874
NR_000013	chr17(.):27042567-27052634	0.1527
NM_004295	chr17(.):27066022-27082976	0.1307
NM_152465	chr17(.):27025533-27043872	0.111
NR_024579	chr17(.):27036298-27050251	0.128
NM_001160407	chr17(.):27046365-27058949	0.1809
NM_178170	chr17(.):27050831-27074784	0.1425
NR_029970	chr17(.):27183386-27193458	0.1008
NM_005702	chr17(.):27177042-27193072	0.1096
NM_004475	chr17(.):27201356-27229715	0.1436
NM_144683	chr17(.):27219798-27235089	0.1651
NR_029685	chr17(.):27183550-27193636	0.0992
NM_006495	chr17(.):29625787-29646130	0.1708
NM_014210	chr17(.):29638427-29653767	0.1683
NM_002981	chr17(.):32682398-32695252	0.1468
NM_005408	chr17(.):32678470-32690629	0.1142
NM_005623	chr17(.):32641065-32653421	0.122
NM_002983	chr17(.):34410602-34422506	0.2016
NM_002988	chr17(.):34386642-34403841	0.1196
NM_002984	chr17(.):34426219-34438014	0.1891
NM_021006	chr17(.):34517267-34529156	0.2266
NM_001001418	chr17(.):34576084-34597027	0.236
NM_001001435	chr17(.):34533467-34545274	0.2461
NM_001001437	chr17(.):34517267-34529147	0.2266
NM_001001417	chr17(.):34488060-34508988	0.234
NM_021006	chr17(.):34618841-34630730	0.2383
NM_001001437	chr17(.):34618841-34630721	0.2383
NM_001001435	chr17(.):34635033-34646840	0.2669
NM_001001418	chr17(.):34741118-34813091	0.1924
NM_001130677	chr17(.):36822958-36836187	0.118
NM_005937	chr17(.):36856872-36891056	0.1262
NM_007144	chr17(.):36885149-36909558	0.1297
NM_002795	chr17(.):36904001-36925478	0.1138
NM_001136498	chr17(.):36881509-36896858	0.126
NM_005310	chr17(.):37889186-37908538	0.1015
NM_001030002	chr17(.):37889589-37908538	0.1005
NM_032339	chr17(.):37880408-37891788	0.1296
NM_018530	chr17(.):38055847-38078793	0.1093
NM_001042471	chr17(.):38055847-38079903	0.109
NM_198844	chr17(.):38019454-38039149	0.1414
NM_001145301	chr17(.):38469472-38518895	0.1235
NM_152219	chr17(.):38511904-38525945	0.1043
NM_000964	chr17(.):38460422-38518895	0.1257
NM_001024809	chr17(.):38493270-38518895	0.1016
NM_001254	chr17(.):38439145-38464413	0.151
NM_001042531	chr17(.):40709091-40723295	0.1408
NR_026697	chr17(.):40726525-40766445	0.1423
NM_198204	chr17(.):40714077-40730221	0.1458
NM_013290	chr17(.):40719328-40734747	0.1559
NM_000413	chr17(.):40698983-40712232	0.1256
NM_000263	chr17(.):40682950-40701466	0.1281
NM_152343	chr17(.):43326759-43344479	0.0946
NM_005892	chr17(.):43294291-43329683	0.1508
NR_024434	chr17(.):43320302-43350997	0.1075
NR_024435	chr17(.):43334557-43350997	0.1032
NR_026680	chr17(.):43692711-43720329	0.1121
NR_027295	chr17(.):43692980-43720329	0.1125
NR_026901	chr17(.):43672490-43684748	0.0971
NM_005827	chr17(.):47773689-47790282	0.1357
NM_001199155	chr17(.):47860980-47911458	0.1138
NM_000250	chr17(.):56342216-56363296	0.1081
NM_004758	chr17(.):56373593-56411152	0.1379
NM_003168	chr17(.):56417538-56434563	0.1661
NR_029683	chr17(.):56403592-56413679	0.2323
NM_004859	chr17(.):57692049-57779317	0.1289
NR_004380	chr17(.):62218437-62228517	0.1537
NR_002995	chr17(.):62218698-62228831	0.1555
NR_026903	chr17(.):62957667-62976703	0.1669
NR_027283	chr17(.):66189800-66201443	0.1125
NM_016627	chr17(.):66239144-66258305	0.1399
NR_033876	chr17(.):70589179-70641611	0.113
NM_001163989	chr17(.):72727958-72748474	0.1524
NM_001006638	chr17(.):72728355-72748474	0.1535
NM_139018	chr17(.):72685451-72714108	0.0847
NM_175738	chr17(.):72662255-72748474	0.1097
NR_037409	chr17(.):72739751-72749838	0.1738
NM_017728	chr17(.):72767621-72840922	0.0943
NM_015654	chr17(.):72761685-72777470	0.1209
NM_000154	chr17(.):73749017-73766280	0.1247
NM_005324	chr17(.):73767514-73780860	0.1603
NM_173547	chr17(.):73880040-73898054	0.1047
NM_033452	chr17(.):73865244-73879656	0.1372
NM_012478	chr17(.):73836779-73856501	0.1232
NM_199242	chr17(.):73818307-73845798	0.0997
NM_032478	chr17(.):73889723-73906181	0.1375
NM_032134	chr17(.):74265129-74308761	0.0959
NM_182565	chr17(.):74256285-74272379	0.1365
NM_024599	chr17(.):74461974-74502509	0.1298
NM_001166579	chr17(.):74444432-74471199	0.1155
NM_001088	chr17(.):74458629-74471199	0.1088
NM_001005498	chr17(.):74461974-74488991	0.1326
NR_033357	chr17(.):74518667-74546458	0.1007
NM_001008529	chr17(.):74670650-74712056	0.1078
NM_003016	chr17(.):74725198-74738493	0.1502
NM_015167	chr17(.):74709524-74727881	0.1373
NR_030366	chr17(.):74727531-74737630	0.1639
