REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_9119_lociStitched	chr12	133178390	133179603	1	1214	977.5567	12.13
1_MACS_peak_13368_lociStitched	chr17	29033926	29035139	1	1214	870.3275	179.0388
2_MACS_peak_22453_lociStitched	chr20	58143841	58145054	2	1099	1170.3024	95.46310000000001
2_MACS_peak_23080_lociStitched	chr21	9645515	9646728	2	1184	1085.3924	355.1664
2_MACS_peak_23_lociStitched	chr1	659514	660725	2	1182	626.3292	112.50189999999999
2_MACS_peak_12013_lociStitched	chr16	87078962	87080173	2	916	888.9951	35.119
2_MACS_peak_14403_lociStitched	chr17	71707122	71708333	2	1092	802.2875	118.0725
2_MACS_peak_25659_lociStitched	chr22	49559053	49560264	2	875	678.0388999999999	69.5114
2_MACS_peak_4703_lociStitched	chr1	202995823	202997033	2	1119	1024.749	188.39700000000002
2_MACS_peak_9146_lociStitched	chr13	112797556	112798765	2	737	865.644	121.1418
2_MACS_peak_14245_lociStitched	chr17	62019898	62021107	2	792	823.4499000000001	117.9984
1_MACS_peak_14493_lociStitched	chr17	72048862	72050071	1	1210	1230.0366000000001	83.0583
2_MACS_peak_15460_lociStitched	chr17	80915142	80916351	2	697	729.0269999999999	78.22229999999999
2_MACS_peak_29707_lociStitched	chr7	99594786	99595995	2	1061	918.1146	126.5823
1_MACS_peak_816_lociStitched	chr1	5325986	5327194	1	1209	1115.588	61.608
2_MACS_peak_26888_lociStitched	chr4	6423960	6425168	2	1073	926.5360000000001	100.86800000000001
1_MACS_peak_10872_lociStitched	chr16	3213879	3215086	1	1208	1002.2928	146.1677
1_MACS_peak_277_lociStitched	chr1	2567949	2569155	1	1207	1029.924	111.1932
1_MACS_peak_4295_lociStitched	chr1	61545567	61546773	1	1207	971.9154	182.5884
1_MACS_peak_28511_lociStitched	chr6	30909917	30911123	1	1207	1125.801	203.5728
1_MACS_peak_32531_lociStitched	chr9	126775312	126776518	1	1207	977.3424	75.49560000000001
2_MACS_peak_2069_lociStitched	chr1	17499777	17500982	2	1189	933.7545	75.55350000000001
2_MACS_peak_12198_lociStitched	chr16	88284610	88285815	2	1187	854.586	49.2845
2_MACS_peak_17296_lociStitched	chr19	14862382	14863587	2	918	762.283	80.494
2_MACS_peak_20155_lociStitched	chr19	55214525	55215730	2	1128	949.1785	122.0665
2_MACS_peak_19715_lociStitched	chr19	49685653	49686857	2	887	799.6968	101.3768
2_MACS_peak_21596_lociStitched	chr20	35033355	35034558	2	1101	1005.4674	75.4281
2_MACS_peak_22848_lociStitched	chr20	61502814	61504017	2	1002	837.2879999999999	137.98409999999998
2_MACS_peak_27253_lociStitched	chr4	7907024	7908227	2	862	939.6633	24.3006
1_MACS_peak_32469_lociStitched	chr9	115871443	115872646	1	1204	811.0626	144.35999999999999
2_MACS_peak_4965_lociStitched	chr10	1333199	1334401	2	995	892.485	98.0832
2_MACS_peak_20748_lociStitched	chr2	114034311	114035513	2	1163	962.6818	130.417
1_MACS_peak_4347_lociStitched	chr1	145549287	145550488	1	1202	1544.7262	242.7221
2_MACS_peak_17458_lociStitched	chr19	15680862	15682063	2	950	684.0896	119.3794
1_MACS_peak_20735_lociStitched	chr2	100760377	100761578	1	1202	1062.1644	124.5437
2_MACS_peak_21132_lociStitched	chr2	241647136	241648337	2	803	710.992	44.316900000000004
2_MACS_peak_18123_lociStitched	chr19	34048820	34050020	2	1193	1075.08	110.88
1_MACS_peak_27529_lociStitched	chr4	8745690	8746890	1	1201	835.0799999999999	113.28
2_MACS_peak_19516_lociStitched	chr19	48473296	48474495	2	1129	963.8761	109.2289
2_MACS_peak_5128_lociStitched	chr10	71512045	71513242	2	1009	984.2931	117.6651
1_MACS_peak_29546_lociStitched	chr7	64974310	64975507	1	1198	1045.8189	142.0839
2_MACS_peak_10412_lociStitched	chr15	79025617	79026813	2	954	676.6967999999999	73.3148
2_MACS_peak_27049_lociStitched	chr4	7351857	7353053	2	1127	921.0396000000001	85.1552
2_MACS_peak_22564_lociStitched	chr20	60074856	60076051	2	811	918.3575	74.9265
2_MACS_peak_28067_lociStitched	chr5	172005368	172006563	2	873	757.2715000000001	105.877
2_MACS_peak_16857_lociStitched	chr19	10181507	10182701	2	1117	916.7532	69.25200000000001
1_MACS_peak_17659_lociStitched	chr19	17581709	17582903	1	1195	1316.982	65.7894
2_MACS_peak_17975_lociStitched	chr19	30235949	30237143	2	793	762.7272	99.9378
2_MACS_peak_21160_lociStitched	chr2	241699398	241700592	2	955	972.9906	30.5664
2_MACS_peak_28203_lociStitched	chr5	177420896	177422090	2	989	989.1096	103.9974
1_MACS_peak_11307_lociStitched	chr16	32125580	32126773	1	1194	745.5057	158.1918
2_MACS_peak_11637_lociStitched	chr16	85128451	85129644	2	1111	777.1202	32.3303
2_MACS_peak_11930_lociStitched	chr16	86094460	86095653	2	887	783.3238	32.3303
1_MACS_peak_21052_lociStitched	chr2	233215733	233216926	1	1194	1090.6406	28.393400000000003
1_MACS_peak_27849_lociStitched	chr5	1644400	1645593	1	1194	910.6169	292.5236
1_MACS_peak_29637_lociStitched	chr7	75811413	75812606	1	1194	1000.4498	71.4607
1_MACS_peak_2900_lociStitched	chr1	20934134	20935326	1	1193	1004.26	129.5704
2_MACS_peak_9584_lociStitched	chr14	104585205	104586397	2	980	970.0495999999999	33.972
2_MACS_peak_13652_lociStitched	chr17	41663120	41664312	2	971	965.1623999999999	105.49199999999999
1_MACS_peak_34363_lociStitched	chrX	153448448	153449640	1	1193	798.2823999999999	58.408
1_MACS_peak_8991_lociStitched	chr12	57942241	57943432	1	1192	1497.9207000000001	118.50450000000001
2_MACS_peak_4705_lociStitched	chr1	203087878	203089068	2	962	850.255	194.565
2_MACS_peak_17852_lociStitched	chr19	18548376	18549566	2	823	892.143	77.35000000000001
1_MACS_peak_19951_lociStitched	chr19	51207160	51208350	1	1191	1004.836	73.661
1_MACS_peak_27974_lociStitched	chr5	98365233	98366423	1	1191	843.829	138.873
1_MACS_peak_30561_lociStitched	chr7	156012383	156013573	1	1191	1244.859	134.351
2_MACS_peak_3208_lociStitched	chr1	23328481	23329670	2	1074	838.4828000000001	108.9124
1_MACS_peak_6986_lociStitched	chr11	65083302	65084491	1	1190	1373.5328	172.405
2_MACS_peak_17939_lociStitched	chr19	30014824	30016011	2	1100	853.9278	69.9143
1_MACS_peak_27282_lociStitched	chr4	7980263	7981450	1	1188	1302.139	104.45599999999999
1_MACS_peak_4340_lociStitched	chr1	144590552	144591738	1	1187	934.568	262.3432
2_MACS_peak_3311_lociStitched	chr1	29590869	29592053	2	1167	1032.3296	85.3664
2_MACS_peak_29098_lociStitched	chr7	1270853	1272037	2	1129	1084.4256	44.7552
2_MACS_peak_12681_lociStitched	chr17	4355868	4357051	2	808	754.5174000000001	64.0003
2_MACS_peak_31749_lociStitched	chr8	142872934	142874117	2	1157	867.0207	72.6362
2_MACS_peak_32056_lociStitched	chr8	144013242	144014425	2	1171	915.9969	80.5623
1_MACS_peak_12171_lociStitched	chr16	88202762	88203944	1	1183	1008.6006	45.388799999999996
1_MACS_peak_8555_lociStitched	chr12	6874217	6875398	1	1182	1198.3607	140.3028
2_MACS_peak_17478_lociStitched	chr19	15904613	15905794	2	1096	927.085	79.24510000000001
2_MACS_peak_5805_lociStitched	chr10	133676213	133677393	2	1105	949.9000000000001	108.678
2_MACS_peak_12480_lociStitched	chr17	410445	411624	2	1139	823.4136	108.2322
2_MACS_peak_5673_lociStitched	chr10	125511881	125513059	2	1059	856.2882	60.4314
1_MACS_peak_32439_lociStitched	chr9	87284894	87286072	1	1179	1031.4568000000002	188.59779999999998
2_MACS_peak_3567_lociStitched	chr1	30437949	30439126	2	1059	926.6521	135.35500000000002
2_MACS_peak_7983_lociStitched	chr11	117333461	117334638	2	713	707.7300999999999	90.51129999999999
2_MACS_peak_10230_lociStitched	chr15	75124209	75125386	2	915	872.157	89.3343
2_MACS_peak_11364_lociStitched	chr16	50582488	50583665	2	1146	927.476	58.1438
1_MACS_peak_26578_lociStitched	chr4	67530	68707	1	1178	1278.1043000000002	310.02180000000004
2_MACS_peak_31176_lociStitched	chr8	7107228	7108405	2	1146	649.1155	75.4457
2_MACS_peak_18563_lociStitched	chr19	39522384	39523559	2	1128	1005.6825	105.86749999999999
2_MACS_peak_26052_lociStitched	chr3	14582858	14584033	2	849	934.0075	56.5175
2_MACS_peak_5862_lociStitched	chr10	134211129	134212303	2	1059	1067.5182	166.8254
1_MACS_peak_11410_lociStitched	chr16	57011276	57012450	1	1175	879.0912000000001	183.0266
2_MACS_peak_28848_lociStitched	chr6	42132817	42133990	2	1038	770.7783000000001	132.6663
1_MACS_peak_29355_lociStitched	chr7	4873096	4874268	1	1173	989.6368	63.7568
1_MACS_peak_30959_lociStitched	chr7	159023732	159024904	1	1173	869.2724000000001	187.63719999999998
1_MACS_peak_4594_lociStitched	chr1	181074689	181075860	1	1172	1571.7162	241.4602
1_MACS_peak_32865_lociStitched	chr9	133236628	133237799	1	1172	1043.4781	176.0013
1_MACS_peak_2648_lociStitched	chr1	19171612	19172782	1	1171	859.833	94.536
1_MACS_peak_4004_lociStitched	chr1	37186806	37187975	1	1170	1025.7975	112.80850000000001
2_MACS_peak_15941_lociStitched	chr19	3057319	3058488	2	1124	748.7444999999999	167.4008
2_MACS_peak_17294_lociStitched	chr19	14851513	14852682	2	682	782.9961999999999	84.0511
2_MACS_peak_21188_lociStitched	chr2	241829229	241830398	2	1043	766.7471	54.2416
1_MACS_peak_21661_lociStitched	chr20	43350801	43351970	1	1170	884.1147	80.5441
2_MACS_peak_23163_lociStitched	chr21	42839779	42840948	2	1082	878.9711	157.69809999999998
2_MACS_peak_27689_lociStitched	chr4	190941540	190942709	2	1018	880.9584000000001	144.956
1_MACS_peak_12704_lociStitched	chr17	4434300	4435468	1	1169	1016.0432	65.2912
2_MACS_peak_24331_lociStitched	chr22	28138841	28140009	2	1047	716.4512	152.5408
2_MACS_peak_29345_lociStitched	chr7	4853445	4854613	2	919	871.0944000000001	111.77759999999999
2_MACS_peak_33856_lociStitched	chr9	138527646	138528814	2	972	740.9792	50.1072
1_MACS_peak_1380_lociStitched	chr1	7761962	7763129	1	1168	989.7326999999999	96.7443
1_MACS_peak_11085_lociStitched	chr16	27903491	27904658	1	1168	1045.1652	122.1849
2_MACS_peak_28784_lociStitched	chr6	37492782	37493949	2	894	722.6064	64.4184
1_MACS_peak_31462_lociStitched	chr8	42551549	42552716	1	1168	1057.0686	128.4867
1_MACS_peak_4354_lociStitched	chr1	145990269	145991435	1	1167	868.0870000000001	186.67659999999998
2_MACS_peak_18683_lociStitched	chr19	41320047	41321213	2	857	765.9454000000001	120.4478
2_MACS_peak_28403_lociStitched	chr5	180603181	180604347	2	801	651.9106	92.3472
2_MACS_peak_10356_lociStitched	chr15	78076173	78077338	2	1091	839.0329999999999	63.609
2_MACS_peak_24015_lociStitched	chr22	24302831	24303996	2	1084	838.9164999999999	53.2405
2_MACS_peak_25672_lociStitched	chr22	49686436	49687601	2	750	695.7379999999999	75.37549999999999
2_MACS_peak_2524_lociStitched	chr1	18857392	18858556	2	1153	931.6656	108.71759999999999
2_MACS_peak_13831_lociStitched	chr17	43080630	43081794	2	1048	837.1487999999999	85.554
1_MACS_peak_13589_lociStitched	chr17	39969281	39970443	1	1163	1010.0104	100.2806
1_MACS_peak_20116_lociStitched	chr19	55046711	55047873	1	1163	915.6560000000001	59.726800000000004
2_MACS_peak_20817_lociStitched	chr2	128180082	128181244	2	1106	889.0462	69.72
2_MACS_peak_27967_lociStitched	chr5	92918350	92919512	2	946	750.4196000000001	117.94300000000001
1_MACS_peak_30799_lociStitched	chr7	157951086	157952248	1	1163	1196.5114	204.0472
2_MACS_peak_4564_lociStitched	chr1	165344869	165346030	2	1092	994.8609	115.9839
2_MACS_peak_18871_lociStitched	chr19	42231018	42232179	2	873	829.3023000000001	118.88640000000001
2_MACS_peak_28218_lociStitched	chr5	177621064	177622225	2	763	767.7693	82.1988
2_MACS_peak_680_lociStitched	chr1	4460139	4461299	2	961	749.592	73.08
2_MACS_peak_11086_lociStitched	chr16	27906111	27907271	2	831	655.98	58.116
1_MACS_peak_20849_lociStitched	chr2	133016224	133017384	1	1161	3388.708	912.572
1_MACS_peak_33543_lociStitched	chr9	137604537	137605697	1	1161	1011.056	53.708
2_MACS_peak_3283_lociStitched	chr1	27712617	27713775	2	721	803.4204	71.9118
1_MACS_peak_17085_lociStitched	chr19	13500098	13501256	1	1159	1077.8663999999999	63.805800000000005
2_MACS_peak_24240_lociStitched	chr22	27718440	27719598	2	939	791.8403999999999	68.7852
2_MACS_peak_24269_lociStitched	chr22	27859313	27860471	2	1053	789.7560000000001	66.58500000000001
1_MACS_peak_9407_lociStitched	chr14	101142960	101144117	1	1158	937.9798999999999	73.4695
2_MACS_peak_9544_lociStitched	chr14	103627418	103628575	2	1001	839.982	46.974199999999996
2_MACS_peak_28439_lociStitched	chr6	6040771	6041928	2	983	934.0461	177.4838
1_MACS_peak_1097_lociStitched	chr1	6817361	6818517	1	1157	1045.4864	121.6112
2_MACS_peak_8819_lociStitched	chr12	53050869	53052025	2	1066	845.614	68.6664
1_MACS_peak_30764_lociStitched	chr7	157665774	157666930	1	1157	1063.9824	75.8336
2_MACS_peak_7243_lociStitched	chr11	68989078	68990233	2	1046	734.118	106.722
1_MACS_peak_10499_lociStitched	chr15	96900958	96902113	1	1156	1024.716	166.2045
2_MACS_peak_16935_lociStitched	chr19	11566134	11567289	2	1001	741.0479999999999	99.9075
1_MACS_peak_20383_lociStitched	chr2	485526	486681	1	1156	1066.4115	85.70100000000001
2_MACS_peak_835_lociStitched	chr1	5453139	5454293	2	685	729.7896	64.624
1_MACS_peak_4872_lociStitched	chr1	228347799	228348953	1	1155	1043.5622	113.092
1_MACS_peak_31486_lociStitched	chr8	80677973	80679127	1	1155	970.7447999999999	165.3682
2_MACS_peak_7694_lociStitched	chr11	70794636	70795789	2	779	751.1795	56.266400000000004
2_MACS_peak_818_lociStitched	chr1	5334643	5335795	2	1123	984.1536	57.254400000000004
1_MACS_peak_1948_lociStitched	chr1	16402659	16403811	1	1153	982.4256	93.888
1_MACS_peak_15612_lociStitched	chr18	76264622	76265774	1	1153	813.888	105.0624
1_MACS_peak_20336_lociStitched	chr19	56538365	56539517	1	1153	1170.432	80.7552
1_MACS_peak_5030_lociStitched	chr10	21804495	21805646	1	1152	1043.8419000000001	190.14520000000002
2_MACS_peak_15134_lociStitched	chr17	77501671	77502822	2	975	703.261	32.3431
2_MACS_peak_8836_lociStitched	chr12	53096735	53097884	2	957	1037.4321	40.4448
1_MACS_peak_27984_lociStitched	chr5	133449241	133450390	1	1150	1122.1134	169.0179
1_MACS_peak_12705_lociStitched	chr17	4436775	4437923	1	1149	979.1292	54.7596
2_MACS_peak_26346_lociStitched	chr3	127188259	127189407	2	967	962.1388	117.5552
1_MACS_peak_4650_lociStitched	chr1	201450007	201451154	1	1148	1246.5596	238.8054
1_MACS_peak_19579_lociStitched	chr19	48993191	48994338	1	1148	1077.8359	228.5971
1_MACS_peak_22019_lociStitched	chr20	56285679	56286826	1	1148	982.4055000000001	126.2847
2_MACS_peak_25890_lociStitched	chr3	10970109	10971256	2	1139	896.6098999999999	105.4093
1_MACS_peak_10424_lociStitched	chr15	81071784	81072930	1	1147	1066.353	161.58599999999998
2_MACS_peak_11545_lociStitched	chr16	84374334	84375480	2	865	803.919	48.361200000000004
2_MACS_peak_32533_lociStitched	chr9	126823218	126824364	2	979	804.7212000000001	118.61099999999999
1_MACS_peak_7060_lociStitched	chr11	66232403	66233548	1	1146	815.011	84.043
2_MACS_peak_29705_lociStitched	chr7	99584664	99585809	2	1000	791.9965	144.957
2_MACS_peak_14140_lociStitched	chr17	55962625	55963769	2	676	587.444	71.6144
1_MACS_peak_16367_lociStitched	chr19	6128048	6129192	1	1145	873.1007999999999	220.67759999999998
1_MACS_peak_31543_lociStitched	chr8	127412610	127413754	1	1145	1181.5231999999999	187.1584
2_MACS_peak_18720_lociStitched	chr19	41428200	41429343	2	771	745.8075	102.5271
1_MACS_peak_21005_lociStitched	chr2	220222605	220223748	1	1144	1023.3279	114.30000000000001
1_MACS_peak_10786_lociStitched	chr16	2774205	2775347	1	1143	873.7442	146.63279999999997
1_MACS_peak_9791_lociStitched	chr14	105309154	105310295	1	1142	1120.5761	27.2699
2_MACS_peak_12044_lociStitched	chr16	87590193	87591334	2	650	681.177	113.64359999999999
1_MACS_peak_2857_lociStitched	chr1	20782868	20784008	1	1141	1192.782	80.598
2_MACS_peak_17924_lociStitched	chr19	19657921	19659061	2	1132	921.576	56.544
1_MACS_peak_4591_lociStitched	chr1	180227446	180228585	1	1140	970.0863	209.2343
1_MACS_peak_9561_lociStitched	chr14	104351837	104352976	1	1140	919.5147000000001	95.4482
1_MACS_peak_20446_lociStitched	chr2	10417439	10418578	1	1140	1168.7279	134.28810000000001
1_MACS_peak_28793_lociStitched	chr6	39016245	39017384	1	1140	965.872	99.7764
2_MACS_peak_29921_lociStitched	chr7	101031423	101032562	2	767	850.833	21.7549
1_MACS_peak_30547_lociStitched	chr7	155960050	155961188	1	1139	1133.9032	158.8648
2_MACS_peak_2427_lociStitched	chr1	18590941	18592077	2	621	727.4943999999999	49.1888
2_MACS_peak_19854_lociStitched	chr19	50804220	50805356	2	686	825.872	68.38719999999999
2_MACS_peak_11522_lociStitched	chr16	84267356	84268491	2	856	1026.721	12.258000000000001
1_MACS_peak_9823_lociStitched	chr14	105446509	105447642	1	1134	977.779	57.2165
1_MACS_peak_33011_lociStitched	chr9	134632967	134634100	1	1134	948.4342999999999	152.61509999999998
1_MACS_peak_6200_lociStitched	chr11	404036	405168	1	1133	946.8048	91.0128
2_MACS_peak_27773_lociStitched	chr5	956504	957636	2	959	948.2764	78.4476
2_MACS_peak_32068_lociStitched	chr8	144069412	144070544	2	786	780.7404	93.39
2_MACS_peak_9138_lociStitched	chr13	111132985	111134115	2	935	777.553	102.378
1_MACS_peak_4071_lociStitched	chr1	37407179	37408307	1	1129	969.1776	43.3152
1_MACS_peak_30734_lociStitched	chr7	157581140	157582268	1	1129	834.3816	75.9144
2_MACS_peak_15625_lociStitched	chr18	76621581	76622708	2	1077	681.4969	94.4426
2_MACS_peak_31021_lociStitched	chr8	1457040	1458167	2	868	761.0631	119.91279999999999
2_MACS_peak_31355_lociStitched	chr8	21556927	21558054	2	687	685.8922	64.0136
1_MACS_peak_20617_lociStitched	chr2	69533066	69534190	1	1125	1254.8336000000002	133.4188
2_MACS_peak_7258_lociStitched	chr11	69263708	69264831	2	1066	808.3354	80.856
1_MACS_peak_15588_lociStitched	chr18	19970702	19971824	1	1123	944.7239999999999	166.8414
2_MACS_peak_31827_lociStitched	chr8	143107783	143108905	2	936	792.4686	53.856
2_MACS_peak_4439_lociStitched	chr1	155151461	155152582	2	1080	955.6525	103.5804
2_MACS_peak_21500_lociStitched	chr20	31743580	31744701	2	888	878.5277	111.2032
1_MACS_peak_24024_lociStitched	chr22	24640421	24641542	1	1122	918.6595	55.1532
2_MACS_peak_31164_lociStitched	chr8	2214965	2216086	2	1121	799.1609	180.9294
2_MACS_peak_5527_lociStitched	chr10	102551903	102553023	2	1107	864.416	102.144
1_MACS_peak_8183_lociStitched	chr11	119402761	119403881	1	1121	1035.2160000000001	81.08800000000001
1_MACS_peak_14241_lociStitched	chr17	61973021	61974141	1	1121	787.472	92.4
2_MACS_peak_19112_lociStitched	chr19	45814373	45815493	2	1081	1057.168	87.47200000000001
1_MACS_peak_25658_lociStitched	chr22	49513691	49514810	1	1120	790.9091999999999	46.2147
1_MACS_peak_32429_lociStitched	chr9	67793060	67794179	1	1120	735.9662999999999	138.3084
2_MACS_peak_5756_lociStitched	chr10	126815018	126816136	2	816	878.748	110.0112
2_MACS_peak_5060_lociStitched	chr10	48135167	48136284	2	1113	720.8000999999999	69.5891
2_MACS_peak_20813_lociStitched	chr2	127814062	127815179	2	1072	856.6273	80.7591
1_MACS_peak_11072_lociStitched	chr16	25078579	25079695	1	1117	896.3712	201.438
1_MACS_peak_29384_lociStitched	chr7	5002088	5003204	1	1117	834.4332	127.78200000000001
2_MACS_peak_777_lociStitched	chr1	4828398	4829513	2	779	762.1025	95.33250000000001
1_MACS_peak_6245_lociStitched	chr11	1067567	1068682	1	1116	870.7035000000001	103.3605
1_MACS_peak_524_lociStitched	chr1	3720000	3721114	1	1115	899.2208	98.589
2_MACS_peak_6394_lociStitched	chr11	1900326	1901439	2	900	748.6038	54.7596
1_MACS_peak_16362_lociStitched	chr19	6111530	6112643	1	1114	942.711	101.7282
1_MACS_peak_8898_lociStitched	chr12	53358597	53359709	1	1113	1135.4632	94.18639999999999
2_MACS_peak_25583_lociStitched	chr22	47766350	47767462	2	655	693.888	62.272
1_MACS_peak_29456_lociStitched	chr7	6608121	6609233	1	1113	936.304	43.479200000000006
1_MACS_peak_8585_lociStitched	chr12	49284779	49285890	1	1112	1067.4488	92.32409999999999
1_MACS_peak_14803_lociStitched	chr17	74705662	74706773	1	1112	975.3469	78.7699
1_MACS_peak_11060_lociStitched	chr16	21531925	21533035	1	1111	871.461	277.611
1_MACS_peak_14033_lociStitched	chr17	47337708	47338817	1	1110	1152.9164	120.1047
1_MACS_peak_26555_lociStitched	chr3	197808325	197809433	1	1109	968.2812	312.78839999999997
1_MACS_peak_4405_lociStitched	chr1	153234026	153235133	1	1108	1325.8539	322.6905
1_MACS_peak_6571_lociStitched	chr11	17373678	17374785	1	1108	1416.4065	190.62539999999998
2_MACS_peak_6574_lociStitched	chr11	17551339	17552446	2	1060	808.6635	106.1613
2_MACS_peak_20001_lociStitched	chr19	51413749	51414855	2	789	722.3286	98.2128
2_MACS_peak_30267_lociStitched	chr7	154621367	154622473	2	958	839.0116	104.9594
2_MACS_peak_12473_lociStitched	chr17	293301	294406	2	739	742.2284999999999	40.443
1_MACS_peak_18119_lociStitched	chr19	34037799	34038904	1	1106	928.0894999999999	62.985
2_MACS_peak_18217_lociStitched	chr19	35560544	35561648	2	1024	924.048	64.6944
1_MACS_peak_6689_lociStitched	chr11	47363671	47364774	1	1104	753.0181	112.7266
2_MACS_peak_12071_lociStitched	chr16	87634529	87635632	2	760	812.0286	59.1208
2_MACS_peak_31593_lociStitched	chr8	142430907	142432010	2	1000	791.8437	131.257
1_MACS_peak_4487_lociStitched	chr1	156783387	156784489	1	1103	829.0346	317.5964
1_MACS_peak_13124_lociStitched	chr17	18025111	18026213	1	1103	1065.9646	98.95960000000001
2_MACS_peak_13982_lociStitched	chr17	46862847	46863948	2	1101	1016.0028	147.75420000000003
1_MACS_peak_19818_lociStitched	chr19	50261357	50262458	1	1102	834.8883	60.4449
2_MACS_peak_26579_lociStitched	chr4	686131	687232	2	996	791.3987999999999	51.4167
1_MACS_peak_26848_lociStitched	chr4	6263641	6264742	1	1102	854.5962	70.5741
1_MACS_peak_9006_lociStitched	chr12	93455632	93456731	1	1100	928.1055	76.0508
1_MACS_peak_10798_lociStitched	chr16	2849224	2850323	1	1100	1061.4142	103.1961
1_MACS_peak_28878_lociStitched	chr6	44264847	44265946	1	1100	896.5641999999999	111.2188
2_MACS_peak_17589_lociStitched	chr19	17050174	17051272	2	838	944.7192000000001	63.135000000000005
1_MACS_peak_4333_lociStitched	chr1	142910475	142911572	1	1098	837.3401	419.82189999999997
1_MACS_peak_10008_lociStitched	chr15	43803637	43804734	1	1098	824.6149	137.23469999999998
2_MACS_peak_32950_lociStitched	chr9	133518727	133519824	2	822	688.2578	53.3142
2_MACS_peak_4759_lociStitched	chr1	205033520	205034616	2	1024	804.6831999999999	128.3416
2_MACS_peak_20113_lociStitched	chr19	55038516	55039612	2	793	485.528	55.6768
1_MACS_peak_22373_lociStitched	chr20	57927878	57928974	1	1097	799.0935999999999	69.1576
2_MACS_peak_27946_lociStitched	chr5	71478793	71479888	2	934	664.3365	106.3245
1_MACS_peak_4376_lociStitched	chr1	149230342	149231436	1	1095	841.0672000000001	114.5418
1_MACS_peak_26407_lociStitched	chr3	153839642	153840736	1	1095	980.0052000000001	247.6816
1_MACS_peak_5890_lociStitched	chr10	134322292	134323385	1	1094	907.7365	139.7947
1_MACS_peak_26410_lociStitched	chr3	159482177	159483270	1	1094	984.5744000000001	182.9682
1_MACS_peak_4869_lociStitched	chr1	228248902	228249994	1	1093	940.1028	113.34960000000001
2_MACS_peak_9426_lociStitched	chr14	101188791	101189883	2	905	615.0144	23.1504
1_MACS_peak_12701_lociStitched	chr17	4402877	4403969	1	1093	909.1992	107.6712
1_MACS_peak_21640_lociStitched	chr20	39311615	39312706	1	1092	1056.5244	70.915
1_MACS_peak_11359_lociStitched	chr16	49887790	49888880	1	1091	1118.231	94.61200000000001
1_MACS_peak_24099_lociStitched	chr22	25574271	25575361	1	1091	729.755	53.083
1_MACS_peak_27772_lociStitched	chr5	953481	954571	1	1091	869.602	40.984
1_MACS_peak_31542_lociStitched	chr8	127409593	127410683	1	1091	1040.95	129.819
2_MACS_peak_831_lociStitched	chr1	5447164	5448253	2	808	605.8107	56.5191
2_MACS_peak_11036_lociStitched	chr16	5290736	5291825	2	757	726.7986	67.7358
2_MACS_peak_28035_lociStitched	chr5	141116118	141117207	2	777	658.9539	116.0874
1_MACS_peak_31539_lociStitched	chr8	120221043	120222132	1	1090	875.6649	139.6098
1_MACS_peak_9995_lociStitched	chr15	41804268	41805356	1	1089	1111.0656000000001	164.6144
2_MACS_peak_11928_lociStitched	chr16	86081942	86083030	2	876	767.3664	43.4112
2_MACS_peak_12883_lociStitched	chr17	7276391	7277479	2	656	668.6848	58.0992
2_MACS_peak_8420_lociStitched	chr12	2035949	2037036	2	878	958.8427	44.1322
2_MACS_peak_9704_lociStitched	chr14	104978508	104979595	2	810	863.2954	15.761500000000002
1_MACS_peak_28445_lociStitched	chr6	10837029	10838116	1	1088	1443.4273	118.37429999999999
1_MACS_peak_3945_lociStitched	chr1	35250213	35251299	1	1087	976.6398	73.7394
1_MACS_peak_9091_lociStitched	chr12	132656458	132657544	1	1087	970.7754	42.1368
1_MACS_peak_16715_lociStitched	chr19	8643616	8644702	1	1087	1179.3960000000002	234.1416
2_MACS_peak_22098_lociStitched	chr20	56520427	56521513	2	844	811.8936	23.7834
1_MACS_peak_23521_lociStitched	chr21	46523942	46525028	1	1087	978.486	134.5554
2_MACS_peak_25589_lociStitched	chr22	48736471	48737557	2	981	774.4266	58.4268
2_MACS_peak_27368_lociStitched	chr4	8158827	8159913	2	1074	722.4072	48.6528
2_MACS_peak_20847_lociStitched	chr2	131590916	131592001	2	761	807.3485	75.733
2_MACS_peak_28230_lociStitched	chr5	177710110	177711195	2	930	766.7695	100.7965
1_MACS_peak_28482_lociStitched	chr6	30139124	30140209	1	1086	1160.8415	116.746
2_MACS_peak_5147_lociStitched	chr10	71576802	71577886	2	958	766.8216	126.5028
2_MACS_peak_19884_lociStitched	chr19	50875182	50876266	2	813	720.6432	58.7528
2_MACS_peak_24419_lociStitched	chr22	30927375	30928459	2	953	824.8156	101.5708
1_MACS_peak_27426_lociStitched	chr4	8304407	8305491	1	1085	1112.4008	56.6932
1_MACS_peak_30084_lociStitched	chr7	139877216	139878299	1	1084	1013.3630999999999	272.2662
1_MACS_peak_13026_lociStitched	chr17	9023623	9024705	1	1083	719.9628	24.2368
2_MACS_peak_8134_lociStitched	chr11	118491827	118492908	2	1067	953.6582	127.99040000000001
2_MACS_peak_17450_lociStitched	chr19	15660482	15661563	2	780	673.6791999999999	110.15390000000001
