#29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_ROSE/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam
#Using cutoff of 19861.1742 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
2_MACS_peak_656_lociStitched	chr1	4370183	4372023	2	1088	1317.808	96.048	6753	0
2_MACS_peak_8216_lociStitched	chr11	119678494	119680007	2	1131	1217.8137	93.5034	6754	0
1_MACS_peak_277_lociStitched	chr1	2567949	2569155	1	1207	1029.924	111.1932	6755	0
2_MACS_peak_33934_lociStitched	chr9	138999914	139001235	2	1190	1081.5027	112.0208	6756	0
1_MACS_peak_20876_lociStitched	chr2	171678350	171679575	1	1226	935.2875	79.38	6757	0
2_MACS_peak_25713_lociStitched	chr22	50128435	50129949	2	1090	1284.4776	70.5524	6758	0
2_MACS_peak_32416_lociStitched	chr9	45728927	45730703	2	1167	1413.5184	382.728	6759	0
1_MACS_peak_9791_lociStitched	chr14	105309154	105310295	1	1142	1120.5761	27.2699	6760	0
2_MACS_peak_2421_lociStitched	chr1	18548456	18549773	2	1193	1006.3197	50.7045	6761	0
2_MACS_peak_34095_lociStitched	chr9	140359252	140360627	2	1171	1059.7125	43.175	6762	0
2_MACS_peak_28042_lociStitched	chr5	141262685	141263999	2	1180	1081.422	90.1404	6763	0
1_MACS_peak_31174_lociStitched	chr8	6949866	6951086	1	1221	943.304	81.496	6764	0
2_MACS_peak_17755_lociStitched	chr19	17996559	17997827	2	1198	1019.8524	89.394	6765	0
1_MACS_peak_32531_lociStitched	chr9	126775312	126776518	1	1207	977.3424	75.4956	6766	0
2_MACS_peak_27701_lociStitched	chr4	191005426	191006985	2	1269	949.5869	278.4374	6767	0
2_MACS_peak_16878_lociStitched	chr19	10753481	10754711	2	1223	956.94	108.486	6768	0
1_MACS_peak_20617_lociStitched	chr2	69533066	69534190	1	1125	1254.8336	133.4188	6769	0
1_MACS_peak_12171_lociStitched	chr16	88202762	88203944	1	1183	1008.6006	45.3888	6770	0
1_MACS_peak_29637_lociStitched	chr7	75811413	75812606	1	1194	1000.4498	71.4607	6771	0
1_MACS_peak_23702_lociStitched	chr22	18909491	18910718	1	1228	929.4525	113.1294	6772	0
1_MACS_peak_19951_lociStitched	chr19	51207160	51208350	1	1191	1004.836	73.661	6773	0
2_MACS_peak_1471_lociStitched	chr1	8362966	8364413	2	1234	931.868	144.5553	6774	0
1_MACS_peak_10085_lociStitched	chr15	69591709	69592934	1	1226	1023.2425	207.1475	6775	0
1_MACS_peak_26578_lociStitched	chr4	67530	68707	1	1178	1278.1043	310.0218	6776	0
2_MACS_peak_1895_lociStitched	chr1	12654075	12655393	2	1189	1044.6468	109.1304	6777	0
2_MACS_peak_25024_lociStitched	chr22	44344739	44345965	2	1201	945.3686	47.6914	6778	0
1_MACS_peak_26315_lociStitched	chr3	122745357	122746345	1	989	1523.1008	145.4336	6779	0
1_MACS_peak_29546_lociStitched	chr7	64974310	64975507	1	1198	1045.8189	142.0839	6780	0
2_MACS_peak_26089_lociStitched	chr3	19189269	19190700	2	1134	1244.5407	165.5667	6781	0
2_MACS_peak_17236_lociStitched	chr19	14442832	14444513	2	1100	1270.3317	111.4503	6782	0
1_MACS_peak_17085_lociStitched	chr19	13500098	13501256	1	1159	1077.8664	63.8058	6783	0
2_MACS_peak_25175_lociStitched	chr22	45043829	45045119	2	1188	1051.35	120.486	6784	0
2_MACS_peak_16429_lociStitched	chr19	6646567	6647820	2	1226	946.3909	142.2155	6785	0
2_MACS_peak_20584_lociStitched	chr2	27717039	27718513	2	1187	1031.6526	104.3592	6786	0
1_MACS_peak_30799_lociStitched	chr7	157951086	157952248	1	1163	1196.5114	204.0472	6787	0
1_MACS_peak_10872_lociStitched	chr16	3213879	3215086	1	1208	1002.2928	146.1677	6788	0
2_MACS_peak_19830_lociStitched	chr19	50580241	50582122	2	1162	1154.3697	162.1422	6789	0
2_MACS_peak_4099_lociStitched	chr1	37475428	37477008	2	1222	969.488	165.268	6790	0
2_MACS_peak_17388_lociStitched	chr19	15262671	15264149	2	1118	1162.1514	57.7898	6791	0
2_MACS_peak_20018_lociStitched	chr19	54517736	54519587	2	1211	941.4186	99.5838	6792	0
2_MACS_peak_26032_lociStitched	chr3	14385296	14387103	2	1107	1277.9104	147.9933	6793	0
2_MACS_peak_16235_lociStitched	chr19	5402906	5404541	2	1121	1359.8295	264.0525	6794	0
2_MACS_peak_22161_lociStitched	chr20	56688774	56689991	2	1195	925.4068	35.4147	6795	0
3_MACS_peak_8066_lociStitched	chr11	117569754	117571976	3	1093	1282.3162	123.9876	6796	0
3_MACS_peak_18556_lociStitched	chr19	39500481	39502663	3	1132	1227.1568	163.2136	6797	0
3_MACS_peak_10900_lociStitched	chr16	3962137	3963962	3	1145	1157.78	127.2025	6798	0
2_MACS_peak_3201_lociStitched	chr1	23278700	23280706	2	1028	1396.5772	109.327	6799	0
2_MACS_peak_26480_lociStitched	chr3	187650679	187652059	2	1182	1135.326	211.278	6800	0
2_MACS_peak_24787_lociStitched	chr22	40424516	40425965	2	1115	1209.4803	108.0954	6801	0
3_MACS_peak_10275_lociStitched	chr15	77892903	77894535	3	1197	1071.408	197.472	6802	0
2_MACS_peak_31758_lociStitched	chr8	142892019	142893370	2	1172	1087.555	137.3967	6803	0
2_MACS_peak_32752_lociStitched	chr9	132297877	132299254	2	1144	1142.0838	115.2549	6804	0
2_MACS_peak_18658_lociStitched	chr19	41020005	41021583	2	1075	1308.0042	119.6124	6805	0
2_MACS_peak_16891_lociStitched	chr19	11343604	11344864	2	1182	1047.312	129.906	6806	0
1_MACS_peak_20446_lociStitched	chr2	10417439	10418578	1	1140	1168.7279	134.2881	6807	0
2_MACS_peak_22486_lociStitched	chr20	58208238	58210078	2	1075	1321.304	134.32	6808	0
1_MACS_peak_30764_lociStitched	chr7	157665774	157666930	1	1157	1063.9824	75.8336	6809	0
2_MACS_peak_28344_lociStitched	chr5	179892988	179895011	2	1054	1359.0514	130.0789	6810	0
1_MACS_peak_12704_lociStitched	chr17	4434300	4435468	1	1169	1016.0432	65.2912	6811	0
2_MACS_peak_16225_lociStitched	chr19	5378963	5380364	2	1192	1044.5856	164.0571	6812	0
1_MACS_peak_4650_lociStitched	chr1	201450007	201451154	1	1148	1246.5596	238.8054	6813	0
2_MACS_peak_24317_lociStitched	chr22	28018785	28020350	2	1137	1205.363	169.1765	6814	0
1_MACS_peak_2900_lociStitched	chr1	20934134	20935326	1	1193	1004.26	129.5704	6815	0
2_MACS_peak_7820_lociStitched	chr11	71126095	71128143	2	1066	1386.9056	187.5968	6816	0
1_MACS_peak_20383_lociStitched	chr2	485526	486681	1	1156	1066.4115	85.701	6817	0
2_MACS_peak_26845_lociStitched	chr4	6246851	6248243	2	1154	1114.7136	128.4816	6818	0
2_MACS_peak_20161_lociStitched	chr19	55256457	55258360	2	1198	985.754	134.5421	6819	0
2_MACS_peak_3311_lociStitched	chr1	29590869	29592053	2	1167	1032.3296	85.3664	6820	0
2_MACS_peak_14277_lociStitched	chr17	71344224	71345949	2	1129	1185.42	135.585	6821	0
2_MACS_peak_20049_lociStitched	chr19	54798046	54799647	2	1106	1233.8907	130.3214	6822	0
1_MACS_peak_29355_lociStitched	chr7	4873096	4874268	1	1173	989.6368	63.7568	6823	0
2_MACS_peak_24785_lociStitched	chr22	40418708	40419957	2	1125	1118.9791	62.5749	6824	0
2_MACS_peak_6033_lociStitched	chr10	134896286	134897502	2	1112	1183.8976	96.064	6825	0
2_MACS_peak_6615_lociStitched	chr11	36397420	36398664	2	1229	949.4208	216.456	6826	0
2_MACS_peak_18310_lociStitched	chr19	36075821	36077430	2	1087	1215.4386	70.1524	6827	0
1_MACS_peak_33543_lociStitched	chr9	137604537	137605697	1	1161	1011.056	53.708	6828	0
1_MACS_peak_1996_lociStitched	chr1	16880233	16881512	1	1280	752.9473	276.6477	6829	0
2_MACS_peak_31955_lociStitched	chr8	143599357	143600598	2	1207	904.8131	95.9293	6830	0
2_MACS_peak_29098_lociStitched	chr7	1270853	1272037	2	1129	1084.4256	44.7552	6831	0
2_MACS_peak_134_lociStitched	chr1	1842625	1844173	2	1142	1138.8636	135.9144	6832	0
1_MACS_peak_31543_lociStitched	chr8	127412610	127413754	1	1145	1181.5232	187.1584	6833	0
1_MACS_peak_31462_lociStitched	chr8	42551549	42552716	1	1168	1057.0686	128.4867	6834	0
2_MACS_peak_23911_lociStitched	chr22	21642266	21643851	2	1227	959.4005	237.433	6835	0
2_MACS_peak_2069_lociStitched	chr1	17499777	17500982	2	1189	933.7545	75.5535	6836	0
1_MACS_peak_11085_lociStitched	chr16	27903491	27904658	1	1168	1045.1652	122.1849	6837	0
1_MACS_peak_30047_lociStitched	chr7	128027625	128028864	1	1240	912.5235	248.9151	6838	0
1_MACS_peak_4004_lociStitched	chr1	37186806	37187975	1	1170	1025.7975	112.8085	6839	0
1_MACS_peak_4295_lociStitched	chr1	61545567	61546773	1	1207	971.9154	182.5884	6840	0
2_MACS_peak_14250_lociStitched	chr17	64940407	64941831	2	1183	993.3824	122.7488	6841	0
1_MACS_peak_15423_lociStitched	chr17	79613645	79614718	1	1074	1199.2921	43.3492	6842	0
2_MACS_peak_24304_lociStitched	chr22	27979216	27980506	2	1172	993.3	92.622	6843	0
2_MACS_peak_11110_lociStitched	chr16	28080035	28081357	2	1053	1265.2862	69.5372	6844	0
2_MACS_peak_904_lociStitched	chr1	5661461	5662899	2	1139	1112.1492	120.073	6845	0
2_MACS_peak_18227_lociStitched	chr19	35583580	35585270	2	1139	1179.62	188.435	6846	0
2_MACS_peak_22146_lociStitched	chr20	56648693	56650205	2	1103	1176.0336	95.7096	6847	0
2_MACS_peak_6830_lociStitched	chr11	62762725	62764116	2	1183	988.8619	131.5886	6848	0
2_MACS_peak_30182_lociStitched	chr7	151432670	151434655	2	1078	1357.5415	219.938	6849	0
2_MACS_peak_18194_lociStitched	chr19	35466125	35468167	2	1098	1277.0668	187.6598	6850	0
1_MACS_peak_27984_lociStitched	chr5	133449241	133450390	1	1150	1122.1134	169.0179	6851	0
2_MACS_peak_7798_lociStitched	chr11	71059184	71060670	2	1085	1173.3456	55.4278	6852	0
1_MACS_peak_13589_lociStitched	chr17	39969281	39970443	1	1163	1010.0104	100.2806	6853	0
2_MACS_peak_12041_lociStitched	chr16	87585266	87586643	2	1085	1174.3056	60.588	6854	0
1_MACS_peak_1380_lociStitched	chr1	7761962	7763129	1	1168	989.7327	96.7443	6855	0
2_MACS_peak_18042_lociStitched	chr19	32527666	32529284	2	1173	1013.1916	136.0738	6856	0
2_MACS_peak_7297_lociStitched	chr11	69551379	69552612	2	1090	1153.9647	53.1423	6857	0
1_MACS_peak_4872_lociStitched	chr1	228347799	228348953	1	1155	1043.5622	113.092	6858	0
1_MACS_peak_1097_lociStitched	chr1	6817361	6818517	1	1157	1045.4864	121.6112	6859	0
1_MACS_peak_30547_lociStitched	chr7	155960050	155961188	1	1139	1133.9032	158.8648	6860	0
2_MACS_peak_7742_lociStitched	chr11	70915865	70917136	2	1131	1120.5136	124.3038	6861	0
2_MACS_peak_5792_lociStitched	chr10	130278998	130280497	2	1176	1018.8703	155.896	6862	0
1_MACS_peak_8898_lociStitched	chr12	53358597	53359709	1	1113	1135.4632	94.1864	6863	0
2_MACS_peak_29218_lociStitched	chr7	1677621	1679121	2	1177	942.75	83.7	6864	0
1_MACS_peak_34376_lociStitched	chrY	10024916	10025348	1	433	2551.608	664.7184	6865	0
2_MACS_peak_22453_lociStitched	chr20	58143841	58145054	2	1099	1170.3024	95.4631	6866	0
2_MACS_peak_33777_lociStitched	chr9	138288113	138289401	2	1162	959.4312	55.8992	6867	0
1_MACS_peak_32865_lociStitched	chr9	133236628	133237799	1	1172	1043.4781	176.0013	6868	0
3_MACS_peak_9647_lociStitched	chr14	104773223	104774748	3	1129	1056.825	64.965	6869	0
1_MACS_peak_32439_lociStitched	chr9	87284894	87286072	1	1179	1031.4568	188.5978	6870	0
2_MACS_peak_25244_lociStitched	chr22	45190761	45192573	2	1073	1287.6072	161.8116	6871	0
2_MACS_peak_11380_lociStitched	chr16	56361890	56363112	2	1160	962.8138	68.7986	6872	0
1_MACS_peak_14033_lociStitched	chr17	47337708	47338817	1	1110	1152.9164	120.1047	6873	0
2_MACS_peak_12198_lociStitched	chr16	88284610	88285815	2	1187	854.586	49.2845	6874	0
2_MACS_peak_28275_lociStitched	chr5	178902258	178903949	2	1093	1129.9262	56.4794	6875	0
1_MACS_peak_12705_lociStitched	chr17	4436775	4437923	1	1149	979.1292	54.7596	6876	0
2_MACS_peak_6149_lociStitched	chr10	135486143	135487796	2	1260	799.5561	333.4101	6877	0
2_MACS_peak_11795_lociStitched	chr16	85392230	85393883	2	1125	1017.5868	32.3988	6878	0
2_MACS_peak_12445_lociStitched	chr17	207475	209205	2	1113	1184.877	168.675	6879	0
1_MACS_peak_13368_lociStitched	chr17	29033926	29035139	1	1214	870.3275	179.0388	6880	0
2_MACS_peak_5662_lociStitched	chr10	124137889	124139354	2	1108	1219.0265	191.622	6881	0
2_MACS_peak_12770_lociStitched	chr17	6377567	6378990	2	1091	1146.2265	77.2689	6882	0
2_MACS_peak_605_lociStitched	chr1	4172193	4173440	2	1158	938.991	53.621	6883	0
3_MACS_peak_30986_lociStitched	chr8	586492	588094	3	1079	1182.276	86.9886	6884	0
2_MACS_peak_30130_lociStitched	chr7	150707053	150708268	2	1169	1030.077	180.792	6885	0
2_MACS_peak_25983_lociStitched	chr3	13709152	13710453	2	1144	1044.8331	119.3017	6886	0
2_MACS_peak_30312_lociStitched	chr7	155006663	155008147	2	1131	1107.3608	147.8064	6887	0
2_MACS_peak_13045_lociStitched	chr17	9109439	9111125	2	1119	1143.2766	152.9202	6888	0
2_MACS_peak_9472_lociStitched	chr14	101826618	101828527	2	1084	1190.4524	113.2037	6889	0
2_MACS_peak_32056_lociStitched	chr8	144013242	144014425	2	1171	915.9969	80.5623	6890	0
3_MACS_peak_888_lociStitched	chr1	5624095	5625556	3	1129	1031.6121	71.2968	6891	0
2_MACS_peak_23087_lociStitched	chr21	9879728	9881294	2	1193	1034.9694	279.8442	6892	0
1_MACS_peak_1948_lociStitched	chr1	16402659	16403811	1	1153	982.4256	93.888	6893	0
2_MACS_peak_3213_lociStitched	chr1	23502907	23504437	2	1057	1215.891	80.325	6894	0
1_MACS_peak_27529_lociStitched	chr4	8745690	8746890	1	1201	835.08	113.28	6895	0
1_MACS_peak_20116_lociStitched	chr19	55046711	55047873	1	1163	915.656	59.7268	6896	0
1_MACS_peak_10424_lociStitched	chr15	81071784	81072930	1	1147	1066.353	161.586	6897	0
1_MACS_peak_21005_lociStitched	chr2	220222605	220223748	1	1144	1023.3279	114.3	6898	0
3_MACS_peak_18474_lociStitched	chr19	38947678	38949245	3	1075	1178.6974	89.1623	6899	0
2_MACS_peak_20435_lociStitched	chr2	9894210	9895670	2	1099	1211.07	180.018	6900	0
2_MACS_peak_22539_lociStitched	chr20	59864160	59865485	2	1201	816.995	103.4825	6901	0
3_MACS_peak_1413_lociStitched	chr1	8168704	8170254	3	1140	1004.09	84.785	6902	0
1_MACS_peak_9407_lociStitched	chr14	101142960	101144117	1	1158	937.9799	73.4695	6903	0
2_MACS_peak_14231_lociStitched	chr17	61611462	61612876	2	1152	1001.2534	120.0486	6904	0
2_MACS_peak_8213_lociStitched	chr11	119666988	119668227	2	1110	1094.6565	94.5357	6905	0
2_MACS_peak_5934_lociStitched	chr10	134706477	134707770	2	1162	1010.4795	161.4957	6906	0
2_MACS_peak_6213_lociStitched	chr11	549028	550289	2	1158	939.445	78.0559	6907	0
1_MACS_peak_34363_lociStitched	chrX	153448448	153449640	1	1193	798.2824	58.408	6908	0
1_MACS_peak_4405_lociStitched	chr1	153234026	153235133	1	1108	1325.8539	322.6905	6909	0
1_MACS_peak_1596_lociStitched	chr1	9446249	9447326	1	1078	1172.5299	97.1454	6910	0
2_MACS_peak_18120_lociStitched	chr19	34040736	34042126	2	1159	923.655	70.473	6911	0
2_MACS_peak_25027_lociStitched	chr22	44586555	44588338	2	1102	1162.1594	147.2758	6912	0
2_MACS_peak_26914_lociStitched	chr4	6501849	6503153	2	1111	1095.0992	103.7984	6913	0
2_MACS_peak_16690_lociStitched	chr19	8588481	8590043	2	1096	1203.8334	174.0068	6914	0
1_MACS_peak_27426_lociStitched	chr4	8304407	8305491	1	1085	1112.4008	56.6932	6915	0
2_MACS_peak_4213_lociStitched	chr1	41281663	41283282	2	1070	1247.2776	156.2335	6916	0
2_MACS_peak_23536_lociStitched	chr21	46595410	46597206	2	1025	1435.004	246.95	6917	0
2_MACS_peak_32268_lociStitched	chr8	145178803	145180088	2	1153	944.6035	76.2005	6918	0
1_MACS_peak_10499_lociStitched	chr15	96900958	96902113	1	1156	1024.716	166.2045	6919	0
2_MACS_peak_20748_lociStitched	chr2	114034311	114035513	2	1163	962.6818	130.417	6920	0
1_MACS_peak_9823_lociStitched	chr14	105446509	105447642	1	1134	977.779	57.2165	6921	0
2_MACS_peak_16228_lociStitched	chr19	5390140	5391755	2	1101	1188.317	179.1035	6922	0
1_MACS_peak_8183_lociStitched	chr11	119402761	119403881	1	1121	1035.216	81.088	6923	0
1_MACS_peak_21661_lociStitched	chr20	43350801	43351970	1	1170	884.1147	80.5441	6924	0
2_MACS_peak_1588_lociStitched	chr1	9435782	9437024	2	1147	992.8548	115.3818	6925	0
1_MACS_peak_28482_lociStitched	chr6	30139124	30140209	1	1086	1160.8415	116.746	6926	0
1_MACS_peak_8585_lociStitched	chr12	49284779	49285890	1	1112	1067.4488	92.3241	6927	0
2_MACS_peak_5086_lociStitched	chr10	71237531	71239150	2	1126	1044.9026	108.473	6928	0
1_MACS_peak_4071_lociStitched	chr1	37407179	37408307	1	1129	969.1776	43.3152	6929	0
1_MACS_peak_32469_lociStitched	chr9	115871443	115872646	1	1204	811.0626	144.36	6930	0
2_MACS_peak_5411_lociStitched	chr10	94547837	94549261	2	1104	1074.1232	80.7408	6931	0
1_MACS_peak_5030_lociStitched	chr10	21804495	21805646	1	1152	1043.8419	190.1452	6932	0
1_MACS_peak_11359_lociStitched	chr16	49887790	49888880	1	1091	1118.231	94.612	6933	0
2_MACS_peak_11364_lociStitched	chr16	50582488	50583665	2	1146	927.476	58.1438	6934	0
2_MACS_peak_10039_lociStitched	chr15	65039545	65041442	2	1074	1219.3916	159.348	6935	0
3_MACS_peak_11472_lociStitched	chr16	73098387	73100164	3	1119	1018.221	74.4563	6936	0
1_MACS_peak_27974_lociStitched	chr5	98365233	98366423	1	1191	843.829	138.873	6937	0
1_MACS_peak_22019_lociStitched	chr20	56285679	56286826	1	1148	982.4055	126.2847	6938	0
2_MACS_peak_23080_lociStitched	chr21	9645515	9646728	2	1184	1085.3924	355.1664	6939	0
2_MACS_peak_573_lociStitched	chr1	4107990	4109507	2	1061	1199.0368	111.1961	6940	0
3_MACS_peak_5372_lociStitched	chr10	73553300	73555212	3	1028	1289.644	129.6336	6941	0
2_MACS_peak_818_lociStitched	chr1	5334643	5335795	2	1123	984.1536	57.2544	6942	0
1_MACS_peak_19579_lociStitched	chr19	48993191	48994338	1	1148	1077.8359	228.5971	6943	0
2_MACS_peak_18890_lociStitched	chr19	42275077	42276725	2	1070	1248.36	187.2128	6944	0
2_MACS_peak_18715_lociStitched	chr19	41410672	41412138	2	1116	1021.6554	80.7766	6945	0
2_MACS_peak_16153_lociStitched	chr19	4901931	4903748	2	1146	1120.9073	269.4611	6946	0
2_MACS_peak_20485_lociStitched	chr2	24271668	24273080	2	1153	994.4716	166.4748	6947	0
1_MACS_peak_2648_lociStitched	chr1	19171612	19172782	1	1171	859.833	94.536	6948	0
2_MACS_peak_4060_lociStitched	chr1	37374550	37375857	2	1063	1153.5582	80.7726	6949	0
1_MACS_peak_28793_lociStitched	chr6	39016245	39017384	1	1140	965.872	99.7764	6950	0
2_MACS_peak_28918_lociStitched	chr6	148527936	148529377	2	1049	1220.8152	116.721	6951	0
2_MACS_peak_12077_lociStitched	chr16	87644751	87646342	2	1008	1234.4569	44.3889	6952	0
2_MACS_peak_2524_lociStitched	chr1	18857392	18858556	2	1153	931.6656	108.7176	6953	0
2_MACS_peak_33451_lociStitched	chr9	137336735	137337961	2	1153	913.4926	91.7048	6954	0
2_MACS_peak_18563_lociStitched	chr19	39522384	39523559	2	1128	1005.6825	105.8675	6955	0
1_MACS_peak_13124_lociStitched	chr17	18025111	18026213	1	1103	1065.9646	98.9596	6956	0
2_MACS_peak_29300_lociStitched	chr7	2688762	2690228	2	1120	1055.3734	136.4846	6957	0
2_MACS_peak_9553_lociStitched	chr14	104006671	104008579	2	947	1346.094	47.5092	6958	0
2_MACS_peak_21100_lociStitched	chr2	241190987	241192838	2	1000	1264.7883	64.785	6959	0
1_MACS_peak_31486_lociStitched	chr8	80677973	80679127	1	1155	970.7448	165.3682	6960	0
2_MACS_peak_19870_lociStitched	chr19	50851517	50853166	2	1053	1243.346	158.1391	6961	0
2_MACS_peak_31749_lociStitched	chr8	142872934	142874117	2	1157	867.0207	72.6362	6962	0
2_MACS_peak_13418_lociStitched	chr17	34988852	34990510	2	1081	1143.3568	127.8318	6963	0
1_MACS_peak_9290_lociStitched	chr14	23450144	23451220	1	1077	1056.094	32.28	6964	0
1_MACS_peak_21640_lociStitched	chr20	39311615	39312706	1	1092	1056.5244	70.915	6965	0
3_MACS_peak_9491_lociStitched	chr14	101979793	101981709	3	1096	1055.9076	80.8552	6966	0
2_MACS_peak_26909_lociStitched	chr4	6479457	6480808	2	1090	1100.3895	112.2681	6967	0
2_MACS_peak_16779_lociStitched	chr19	10022528	10023780	2	1108	1027.5164	89.6432	6968	0
1_MACS_peak_4340_lociStitched	chr1	144590552	144591738	1	1187	934.568	262.3432	6969	0
1_MACS_peak_10798_lociStitched	chr16	2849224	2850323	1	1100	1061.4142	103.1961	6970	0
2_MACS_peak_17924_lociStitched	chr19	19657921	19659061	2	1132	921.576	56.544	6971	0
2_MACS_peak_4076_lociStitched	chr1	37421499	37422968	2	1071	1153.165	122.0739	6972	0
1_MACS_peak_6200_lociStitched	chr11	404036	405168	1	1133	946.8048	91.0128	6973	0
2_MACS_peak_2703_lociStitched	chr1	20484875	20486300	2	1115	1025.715	117.135	6974	0
2_MACS_peak_854_lociStitched	chr1	5524192	5525682	2	1107	985.486	54.981	6975	0
2_MACS_peak_7784_lociStitched	chr11	71016320	71017746	2	1110	1022.8698	104.098	6976	0
1_MACS_peak_27849_lociStitched	chr5	1644400	1645593	1	1194	910.6169	292.5236	6977	0
1_MACS_peak_9561_lociStitched	chr14	104351837	104352976	1	1140	919.5147	95.4482	6978	0
1_MACS_peak_11410_lociStitched	chr16	57011276	57012450	1	1175	879.0912	183.0266	6979	0
2_MACS_peak_19516_lociStitched	chr19	48473296	48474495	2	1129	963.8761	109.2289	6980	0
2_MACS_peak_1447_lociStitched	chr1	8280748	8282088	2	1131	898.872	52.796	6981	0
2_MACS_peak_11989_lociStitched	chr16	86773331	86774895	2	1106	992.358	72.726	6982	0
2_MACS_peak_20402_lociStitched	chr2	607235	609201	2	1022	1306.0138	181.4618	6983	0
2_MACS_peak_21596_lociStitched	chr20	35033355	35034558	2	1101	1005.4674	75.4281	6984	0
2_MACS_peak_12286_lociStitched	chr16	88883999	88885235	2	1137	910.932	90.228	6985	0
1_MACS_peak_14803_lociStitched	chr17	74705662	74706773	1	1112	975.3469	78.7699	6986	0
1_MACS_peak_29456_lociStitched	chr7	6608121	6609233	1	1113	936.304	43.4792	6987	0
2_MACS_peak_3719_lociStitched	chr1	30827722	30829333	2	1092	1075.8258	125.0136	6988	0
1_MACS_peak_24024_lociStitched	chr22	24640421	24641542	1	1122	918.6595	55.1532	6989	0
2_MACS_peak_13071_lociStitched	chr17	9741088	9742471	2	1114	975.015	89.7567	6990	0
1_MACS_peak_30959_lociStitched	chr7	159023732	159024904	1	1173	869.2724	187.6372	6991	0
1_MACS_peak_11307_lociStitched	chr16	32125580	32126773	1	1194	745.5057	158.1918	6992	0
2_MACS_peak_25989_lociStitched	chr3	13726340	13728143	2	1026	1234.5141	128.9145	6993	0
2_MACS_peak_1198_lociStitched	chr1	7270171	7271644	2	1066	1059.8235	49.4928	6994	0
2_MACS_peak_27916_lociStitched	chr5	2001297	2002830	2	1117	995.0703	126.3192	6995	0
2_MACS_peak_19112_lociStitched	chr19	45814373	45815493	2	1081	1057.168	87.472	6996	0
2_MACS_peak_27049_lociStitched	chr4	7351857	7353053	2	1127	921.0396	85.1552	6997	0
1_MACS_peak_26435_lociStitched	chr3	184219838	184220910	1	1073	1154.008	164.8736	6998	0
1_MACS_peak_9995_lociStitched	chr15	41804268	41805356	1	1089	1111.0656	164.6144	6999	0
2_MACS_peak_25890_lociStitched	chr3	10970109	10971256	2	1139	896.6099	105.4093	7000	0
2_MACS_peak_20155_lociStitched	chr19	55214525	55215730	2	1128	949.1785	122.0665	7001	0
2_MACS_peak_5026_lociStitched	chr10	11919248	11920564	2	1131	938.966	122.388	7002	0
1_MACS_peak_16715_lociStitched	chr19	8643616	8644702	1	1087	1179.396	234.1416	7003	0
3_MACS_peak_24968_lociStitched	chr22	43867673	43869122	3	1094	1004.8815	79.4052	7004	0
2_MACS_peak_33435_lociStitched	chr9	137155987	137157697	2	919	1408.014	109.269	7005	0
2_MACS_peak_4131_lociStitched	chr1	37553383	37555298	2	961	1340.6915	116.6235	7006	0
1_MACS_peak_4354_lociStitched	chr1	145990269	145991435	1	1167	868.087	186.6766	7007	0
1_MACS_peak_33011_lociStitched	chr9	134632967	134634100	1	1134	948.4343	152.6151	7008	0
1_MACS_peak_11063_lociStitched	chr16	23847618	23848670	1	1053	1117.0136	92.9968	7009	0
2_MACS_peak_16857_lociStitched	chr19	10181507	10182701	2	1117	916.7532	69.252	7010	0
2_MACS_peak_13069_lociStitched	chr17	9680112	9682124	2	1051	1163.1372	138.2244	7011	0
2_MACS_peak_21225_lociStitched	chr2	241950637	241951863	2	1080	983.1294	32.9794	7012	0
2_MACS_peak_4703_lociStitched	chr1	202995823	202997033	2	1119	1024.749	188.397	7013	0
2_MACS_peak_7965_lociStitched	chr11	113929409	113930797	2	1110	931.7644	68.4284	7014	0
1_MACS_peak_9091_lociStitched	chr12	132656458	132657544	1	1087	970.7754	42.1368	7015	0
2_MACS_peak_12331_lociStitched	chr16	89129715	89131204	2	1041	1057.4878	12.2098	7016	0
2_MACS_peak_8432_lociStitched	chr12	3069046	3070281	2	1144	873.392	124.6115	7017	0
3_MACS_peak_5865_lociStitched	chr10	134268022	134270011	3	1064	1200.3615	212.4252	7018	0
1_MACS_peak_4591_lociStitched	chr1	180227446	180228585	1	1140	970.0863	209.2343	7019	0
2_MACS_peak_16459_lociStitched	chr19	6902513	6904013	2	1097	1117.05	221.25	7020	0
1_MACS_peak_26350_lociStitched	chr3	127540903	127541911	1	1009	1168.776	56.2464	7021	0
1_MACS_peak_15612_lociStitched	chr18	76264622	76265774	1	1153	813.888	105.0624	7022	0
