REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
9_MACS_peak_30449_lociStitched	chr7	155588006	155620669	9	29629	42239.7916	4115.538	294	SHH		SHH	SHH	1.2167999999999999	294	1
5_MACS_peak_4630_lociStitched	chr1	201316359	201346501	5	29627	45026.1196	3782.821	295	TNNT2	LAD1,TNNI1	TNNT2	TNNT2	1.357	295	1
9_MACS_peak_18330_lociStitched	chr19	36282427	36314475	9	29585	34108.6864	2887.5248	296	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	KIRREL2	1.0264	296	1
6_MACS_peak_15222_lociStitched	chr17	77735827	77766145	6	29575	45146.5338	2634.6342	297	CBX2	ENPP7,CBX8,CBX4	CBX2	CBX2	1.4914999999999998	297	1
20_MACS_peak_2727_lociStitched	chr1	20534295	20569666	20	29461	32898.5671	3576.0081	298		UBXN10,VWA5B1,PLA2G2C	UBXN10	VWA5B1	0.7745	298	1
5_MACS_peak_16523_lociStitched	chr19	7633856	7664225	5	29447	42149.1351	3735.387	299	KIAA1543	MCOLN1,PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	KIAA1543	0.7969999999999999	299	1
13_MACS_peak_26853_lociStitched	chr4	6326055	6359515	13	29381	35912.618	3105.088	300	PPP2R2C		PPP2R2C	PPP2R2C	0.7634	300	1
6_MACS_peak_34028_lociStitched	chr9	139923581	139954167	6	29327	48916.1898	2979.0764	301	C9orf139,FUT7,NPDC1,ENTPD2	LCNL1,C9orf142,UAP1L1,MAN1B1,CLIC3,ABCA2,C9orf140,LOC100289341	NPDC1	NPDC1	1.6609	301	1
8_MACS_peak_25925_lociStitched	chr3	12902092	12933730	8	29326	36279.2946	3840.8532	302		SNORA7A,RPL32	RPL32	NONE	NONE	302	1
9_MACS_peak_22921_lociStitched	chr20	61985927	62018015	9	29316	42660.996	2284.6656	303	CHRNA4		CHRNA4	CHRNA4	1.2351	303	1
13_MACS_peak_30349_lociStitched	chr7	155161066	155194401	13	29171	37041.852	3763.5215	304			EN2	EN2	NONE	304	1
14_MACS_peak_19431_lociStitched	chr19	48210657	48243149	14	29051	35416.28	2820.3056	305	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.853	305	1
12_MACS_peak_33409_lociStitched	chr9	137095053	137127646	12	28931	37459.1349	2561.8098	306			RNU6ATAC	RNU6ATAC	NONE	306	1
6_MACS_peak_33480_lociStitched	chr9	137423054	137452356	6	28915	36486.8504	2306.0674	307			COL5A1	COL5A1	0.9124	307	1
14_MACS_peak_1748_lociStitched	chr1	11429189	11460320	14	28818	33982.5996	2751.9804	308			PTCHD2	PTCHD2	0.5508	308	1
11_MACS_peak_2165_lociStitched	chr1	17883690	17915122	11	28779	33688.8176	2567.9944	309	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.9916	309	1
5_MACS_peak_2012_lociStitched	chr1	17080304	17109541	5	28747	43048.5588	6130.9989	310	MST1P9	ESPNP	MST1P9	ESPNP	2.7625	310	1
10_MACS_peak_27415_lociStitched	chr4	8262325	8294241	10	28726	36559.778	2301.1436	311	HTRA3		HTRA3	HTRA3	0.8397	311	1
11_MACS_peak_1842_lociStitched	chr1	11672528	11702408	11	28691	31397.904	2829.636	312		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	C1orf187	1.1756	312	1
15_MACS_peak_15517_lociStitched	chr17	81061230	81093886	15	28683	35944.4592	2739.8384	313		METRNL	METRNL	METRNL	0.8755999999999999	313	1
11_MACS_peak_29289_lociStitched	chr7	2654783	2686545	11	28652	40483.8452	2550.4886	314	TTYH3	AMZ1	TTYH3	TTYH3	1.0839	314	1
1_MACS_peak_33950_lociStitched	chr9	139138348	139166985	1	28638	52643.3971	2448.4635	315		LHX3,QSOX2	QSOX2	LHX3	1.1354000000000002	315	1
6_MACS_peak_15386_lociStitched	chr17	79271817	79301311	6	28608	45146.4658	2568.9274	316	C17orf55,TMEM105	SLC38A10	C17orf55	C17orf55	1.5505	316	1
17_MACS_peak_8700_lociStitched	chr12	52573129	52607082	17	28388	34774.6626	3330.7893	317	LOC283404,KRT80	KRT7	KRT80	KRT80	0.7662	317	1
7_MACS_peak_33989_lociStitched	chr9	139627689	139657042	7	28244	48778.8154	2550.7757	318	LOC100128593,LCN10,LCN6,LCN8,LCN15	FAM69B,TMEM141,KIAA1984,C9orf86,AGPAT2,SNORA43,SNORA17,SNHG7,LOC100131193	LCN6	AGPAT2	1.8862999999999999	318	1
15_MACS_peak_32120_lociStitched	chr8	144207017	144240345	15	28232	34257.8512	2602.9168	319	LY6H		LY6H	LY6H	0.6396	319	1
7_MACS_peak_10163_lociStitched	chr15	74462408	74491869	7	27960	34192.4366	2312.6885	320	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	ISLR	0.987	320	1
6_MACS_peak_20965_lociStitched	chr2	219844685	219873946	6	27957	45895.8785	3283.0842	321	FEV,CRYBA2,MIR375,CCDC108	CDK5R2,LOC151300,CCDC108,MIR3131	CRYBA2	CRYBA2	1.3969	321	1
6_MACS_peak_33879_lociStitched	chr9	138594616	138624481	6	27902	34353.7095	2335.443	322	KCNT1	LCN9,SOHLH1	KCNT1	SOHLH1	1.2796999999999998	322	1
8_MACS_peak_24718_lociStitched	chr22	39222049	39252201	8	27883	40792.6408	2876.5008	323	NPTXR	DNAL4,CBX6	NPTXR	NPTXR	1.1183	323	1
11_MACS_peak_16543_lociStitched	chr19	7778701	7810731	11	27871	33231.125	4388.11	324	CLEC4G,CD209	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4GP1,FCER2	CLEC4G	RETN	1.4003	324	1
16_MACS_peak_1127_lociStitched	chr1	7100621	7132288	16	27717	31590.9992	2770.8625	325	CAMTA1		CAMTA1	CAMTA1	0.5483	325	1
12_MACS_peak_6298_lociStitched	chr11	1374314	1404377	12	27699	35191.7478	2579.4054	326		LOC255512,BRSK2,TOLLIP	BRSK2	BRSK2	0.7926000000000001	326	1
11_MACS_peak_1724_lociStitched	chr1	11366263	11395620	11	27685	32674.341	2888.7288	327		UBIAD1,MTOR	UBIAD1	NONE	NONE	327	1
6_MACS_peak_25753_lociStitched	chr22	50461768	50492429	6	27682	36728.8119	2324.1038	328	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	TTLL8	1.1125	328	1
7_MACS_peak_210_lociStitched	chr1	2129050	2158860	7	27595	36040.29	2331.142	329	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	C1orf86	0.7507	329	1
13_MACS_peak_29085_lociStitched	chr7	1237754	1268878	13	27593	32985.2152	2427.672	330		UNCX,ZFAND2A	UNCX	UNCX	0.6099	330	1
11_MACS_peak_24807_lociStitched	chr22	42685058	42715508	11	27473	35629.545	2813.58	331		LOC388906	LOC388906	LOC388906	0.0039000000000000007	331	1
17_MACS_peak_19597_lociStitched	chr19	49043148	49077382	17	27402	35329.488	3392.5894	332	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	SULT2B1	1.0158999999999998	332	1
15_MACS_peak_12375_lociStitched	chr17	1	30270	15	27271	27478.1982	2618.2685	333	DOC2B		DOC2B	DOC2B	0.7853	333	1
17_MACS_peak_33689_lociStitched	chr9	138053025	138086825	17	27160	31768.62	2514.72	334			OLFM1	OLFM1	0.7998999999999999	334	1
8_MACS_peak_390_lociStitched	chr1	2974453	3004399	8	27120	35093.7174	1817.7222	335	PRDM16,FLJ42875	ACTRT2,MIR4251	PRDM16	PRDM16	1.1211	335	1
6_MACS_peak_12608_lociStitched	chr17	1904511	1933229	6	27118	42660.589	2716.7228	336	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	RTN4RL1	1.3151	336	1
15_MACS_peak_3053_lociStitched	chr1	22708682	22739209	15	27095	30008.041	3135.1229	337		ZBTB40	ZBTB40	NONE	NONE	337	1
8_MACS_peak_460_lociStitched	chr1	3264079	3292400	8	26988	35945.0132	1971.1416	338	PRDM16		ARHGEF16	ARHGEF16	1.1562	338	1
27_MACS_peak_5688_lociStitched	chr10	126686203	126721852	27	26971	32330.0781	2837.6604	339	CTBP2,MIR4296		CTBP2	CTBP2	0.6319	339	1
2_MACS_peak_28541_lociStitched	chr6	31958520	31985355	2	26809	57832.1085	3024.3045	340	C4B,C4A,CYP21A2,STK19,TNXA,TNXB	CFB,SKIV2L,STK19,MIR1236,RDBP,DOM3Z	CYP21A2	CYP21A2	2.4692000000000003	340	1
12_MACS_peak_29765_lociStitched	chr7	100340898	100368998	12	26778	32241.94	2416.6	341	ZAN	POP7,EPO	ZAN	EPO	1.2614	341	1
1_MACS_peak_4467_lociStitched	chr1	156388717	156415475	1	26759	54741.5164	4655.892	342	C1orf61,MIR9-1	RHBG	C1orf61	C1orf61	1.2358	342	1
13_MACS_peak_3298_lociStitched	chr1	29558842	29588847	13	26636	35309.884	2970.495	343	PTPRU	MECR	PTPRU	PTPRU	0.8874	343	1
4_MACS_peak_16534_lociStitched	chr19	7717564	7744557	4	26632	39423.2765	3765.5235	344	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.4003	344	1
5_MACS_peak_16988_lociStitched	chr19	13101886	13130168	5	26511	40728.9082	2652.8516	345	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	NFIX	0.6706	345	1
13_MACS_peak_26195_lociStitched	chr3	50185692	50214903	13	26465	34579.9818	2859.7569	346	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	1.3336999999999999	346	1
8_MACS_peak_23710_lociStitched	chr22	18935262	18963552	8	26449	33184.17	2613.996	347	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	DGCR10	0.8588	347	1
15_MACS_peak_11018_lociStitched	chr16	5044374	5073878	15	26432	29040.7872	2357.3696	348	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.4323	348	1
16_MACS_peak_19888_lociStitched	chr19	50930172	50962270	16	26380	32788.107	2866.3514	349	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	MYBPC2	0.9401999999999999	349	1
26_MACS_peak_33616_lociStitched	chr9	137898468	137932276	26	26377	28814.5584	2660.6896	350		OLFM1	OLFM1	OLFM1	0.7998999999999999	350	1
10_MACS_peak_25453_lociStitched	chr22	46020175	46048865	10	26305	31289.314	2533.327	351		ATXN10	ATXN10	NONE	NONE	351	1
8_MACS_peak_33544_lociStitched	chr9	137607338	137635166	8	26301	32119.0776	2162.2356	352	COL5A1		COL5A1	COL5A1	0.9124	352	1
8_MACS_peak_24610_lociStitched	chr22	37519090	37547672	8	26261	34004.0054	2398.0298	353	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.4004999999999999	353	1
13_MACS_peak_17876_lociStitched	chr19	18897666	18927030	13	26243	32133.0252	2551.7316	354	COMP	UPF1	COMP	COMP	0.9772000000000001	354	1
6_MACS_peak_14773_lociStitched	chr17	74515390	74542353	6	26217	35070.7741	2337.6921	355	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	CYGB	1.1706	355	1
7_MACS_peak_29101_lociStitched	chr7	1277064	1304636	7	26205	30249.2412	1665.3488	356		UNCX	UNCX	UNCX	0.6099	356	1
7_MACS_peak_3153_lociStitched	chr1	23118847	23145723	7	26170	31095.532	2211.8948	357	EPHB2	MIR4253	MIR4253	MIR4253	0.9056	357	1
14_MACS_peak_2628_lociStitched	chr1	19122602	19151380	14	26037	29883.0752	2791.466	358		TAS1R2	TAS1R2	TAS1R2	0.9008999999999999	358	1
13_MACS_peak_2963_lociStitched	chr1	21942906	21972821	13	25939	32595.384	2725.2565	359	RAP1GAP		RAP1GAP	RAP1GAP	0.9122	359	1
19_MACS_peak_28679_lociStitched	chr6	33906554	33936291	19	25883	27931.9641	2604.9612	360		MIR1275	MIR1275	MIR1275	0.5650000000000001	360	1
1_MACS_peak_7206_lociStitched	chr11	68758176	68784003	1	25828	40184.2293	2430.3207	361	MRGPRF	TPCN2,MRGPRD	MRGPRF	MRGPRF	1.519	361	1
5_MACS_peak_12706_lociStitched	chr17	4478799	4505118	5	25769	39554.8251	2316.072	362	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	SMTNL2	1.221	362	1
9_MACS_peak_5624_lociStitched	chr10	114729309	114756648	9	25752	28968.4044	2914.3374	363	TCF7L2		TCF7L2	TCF7L2	0.2369	363	1
6_MACS_peak_16513_lociStitched	chr19	7542892	7569560	6	25716	32137.6068	3272.1636	364	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.9326000000000001	364	1
19_MACS_peak_2780_lociStitched	chr1	20630365	20660575	19	25693	27962.376	2501.388	365	VWA5B1		VWA5B1	VWA5B1	0.7745	365	1
1_MACS_peak_30121_lociStitched	chr7	149470082	149495771	1	25690	54786.9303	3976.6572	366	SSPO,ZNF467	ZNF862	SSPO	SSPO	1.7643	366	1
12_MACS_peak_2576_lociStitched	chr1	18979144	19006692	12	25675	28242.2096	2545.4352	367	PAX7		PAX7	PAX7	1.0202	367	1
8_MACS_peak_32878_lociStitched	chr9	133287829	133315390	8	25631	35716.2999	2221.4166	368		ASS1	ASS1	ASS1	0.5957	368	1
4_MACS_peak_4504_lociStitched	chr1	156860296	156887345	4	25576	47606.24	3992.4324	369	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.5088000000000001	369	1
3_MACS_peak_28830_lociStitched	chr6	41602480	41628624	3	25558	38575.472	2271.9136	370	MDFI		MDFI	MDFI	1.3507	370	1
17_MACS_peak_23174_lociStitched	chr21	43030741	43063111	17	25557	31353.582	4289.025	371		NCRNA00111	NCRNA00111	NCRNA00111	0.9103	371	1
7_MACS_peak_22703_lociStitched	chr20	60370915	60397930	7	25438	35303.202	2047.737	372	CDH4		MIR1257	MIR1257	0.5418999999999999	372	1
11_MACS_peak_3814_lociStitched	chr1	31154748	31182413	11	25380	30024.8245	2644.774	373		LOC100129196,MATN1,LAPTM5	LOC100129196	MATN1	0.2808	373	1
5_MACS_peak_17816_lociStitched	chr19	18344403	18371180	5	25369	31471.0081	2640.2122	374	PDE4C,LOC729966,KIAA1683	MPV17L2,MIR3188,RAB3A,PDE4C,JUND	PDE4C	PDE4C	1.0674	374	1
2_MACS_peak_16284_lociStitched	chr19	5541018	5566487	2	25338	37620.2599	3285.501	375	PLAC2		PLAC2	PLAC2	1.0287000000000002	375	1
10_MACS_peak_6099_lociStitched	chr10	135044864	135071888	10	25282	32971.9824	2178.1344	376	UTF1,VENTX,MIR202	ADAM8	MIR202	MIR202	1.3831	376	1
8_MACS_peak_22944_lociStitched	chr20	62124395	62152008	8	25191	33720.9956	2267.0273	377	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	KCNQ2	1.4224	377	1
5_MACS_peak_8945_lociStitched	chr12	54586065	54612960	5	25097	34218.5085	2988.0345	378		SMUG1,CBX5	SMUG1	SMUG1	0.1232	378	1
5_MACS_peak_4625_lociStitched	chr1	201270839	201297001	5	25086	31381.319	3882.4408	379	PKP1	TNNT2	PKP1	TNNT2	1.357	379	1
13_MACS_peak_23992_lociStitched	chr22	23852172	23881001	13	25049	30749.0114	2937.6751	380		IGLL1	IGLL1	IGLL1	0.5061	380	1
13_MACS_peak_5300_lociStitched	chr10	73280015	73307267	13	24960	27246.5496	2365.4736	381	CDH23		CDH23	CDH23	0.46799999999999997	381	1
14_MACS_peak_19056_lociStitched	chr19	45318380	45346078	14	24891	27639.8342	2246.3078	382	BCAM	CBLC,PVRL2,TOMM40	PVRL2	PVRL2	0.8969	382	1
5_MACS_peak_28729_lociStitched	chr6	34012886	34038212	5	24848	33759.558	2484.4806	383	GRM4	MIR1275	MIR1275	MIR1275	0.5650000000000001	383	1
2_MACS_peak_23793_lociStitched	chr22	20256426	20281477	2	24840	37336.0104	2352.2889	384		MIR1286,RTN4R,DGCR6L	RTN4R	RTN4R	0.9964000000000001	384	1
9_MACS_peak_16158_lociStitched	chr19	5170894	5197054	9	24792	29785.776	3364.176	385			PTPRS	PTPRS	1.041	385	1
9_MACS_peak_482_lociStitched	chr1	3365958	3393175	9	24788	35169.8074	1848.0343	386	ARHGEF16		ARHGEF16	ARHGEF16	1.1562	386	1
16_MACS_peak_25366_lociStitched	chr22	45465018	45493555	16	24751	30517.4678	2345.7414	387			PHF21B	PHF21B	0.9048	387	1
6_MACS_peak_14208_lociStitched	chr17	61552446	61579738	6	24744	32878.6724	2641.8656	388	ACE	KCNH6,DCAF7,CYB561	ACE	ACE	1.0267	388	1
8_MACS_peak_16047_lociStitched	chr19	3581284	3608042	8	24740	37067.8574	3184.202	389	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.4492	389	1
10_MACS_peak_2097_lociStitched	chr1	17590946	17618695	10	24714	27502.0339	2208.8204	390	PADI3	PADI4	PADI3	PADI3	1.0186000000000002	390	1
9_MACS_peak_10199_lociStitched	chr15	74586982	74613628	9	24682	33986.973	2504.724	391	CCDC33	CYP11A1	CCDC33	CCDC33	0.963	391	1
8_MACS_peak_28624_lociStitched	chr6	33759729	33786098	8	24618	29340.7863	2750.2867	392	MLN	IP6K3,LEMD2	MLN	MLN	1.0435999999999999	392	1
12_MACS_peak_15145_lociStitched	chr17	77519506	77546479	12	24592	29022.948	1853.0451	393		RBFOX3	RBFOX3	RBFOX3	1.2745	393	1
7_MACS_peak_26527_lociStitched	chr3	195528145	195553623	7	24458	35957.1014	3276.4708	394	MUC4		MUC4	MUC4	0.6904	394	1
6_MACS_peak_15807_lociStitched	chr19	1480625	1506663	6	24408	46001.3346	3684.377	395	REEP6,PCSK4,ADAMTSL5	RPS15,APC2,PLK5P,C19orf25	REEP6	PLK5P	2.0020000000000002	395	1
12_MACS_peak_13675_lociStitched	chr17	41718408	41745466	12	24379	29171.2298	2310.7532	396	MEOX1		MEOX1	MEOX1	0.9673999999999999	396	1
12_MACS_peak_23618_lociStitched	chr21	47398153	47425264	12	24354	42781.158	2263.7685	397	COL6A1		COL6A1	COL6A1	1.3185	397	1
11_MACS_peak_15950_lociStitched	chr19	3073495	3102786	11	24260	30591.5204	3511.9909	398	GNA11	GNA15,TLE2,AES	GNA11	GNA11	1.0305	398	1
16_MACS_peak_31219_lociStitched	chr8	7415940	7444495	16	24172	28312.2825	2938.3095	399	FAM90A7		FAM90A7	FAM90A7	0.5663	399	1
3_MACS_peak_10489_lociStitched	chr15	91193204	91217662	3	24159	35970.3806	3651.5794	400		BLM	BLM	NONE	NONE	400	1
5_MACS_peak_24699_lociStitched	chr22	38834592	38859763	5	24123	29870.4257	2230.1506	401	KCNJ4	KDELR3,LOC400927,DDX17	KCNJ4	KCNJ4	0.5850000000000001	401	1
10_MACS_peak_29964_lociStitched	chr7	101137439	101163751	10	24116	26656.6872	2436.4912	402	EMID2		MYL10	MYL10	NONE	402	1
7_MACS_peak_62_lociStitched	chr1	1052560	1079423	7	24110	39845.8879	2339.7673	403		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	1.9139	403	1
6_MACS_peak_10576_lociStitched	chr16	792070	817332	6	24106	35715.4156	2137.1652	404	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.1966	404	1
11_MACS_peak_1625_lociStitched	chr1	9677763	9704365	11	23971	29639.9484	2545.8114	405		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.0633000000000001	405	1
7_MACS_peak_6089_lociStitched	chr10	135007745	135033298	7	23918	28177.2931	1735.0487	406	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.3831	406	1
3_MACS_peak_21025_lociStitched	chr2	220374300	220398502	3	23899	38009.241	2541.21	407	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	SPEG	1.2315	407	1
5_MACS_peak_25437_lociStitched	chr22	45966476	45991494	5	23877	34479.8076	2339.183	408	FBLN1		FBLN1	FBLN1	1.0534	408	1
6_MACS_peak_14001_lociStitched	chr17	47069765	47094706	6	23833	34470.9561	2309.5366	409	IGF2BP1	SNF8,GIP	IGF2BP1	GIP	0.9777	409	1
5_MACS_peak_16538_lociStitched	chr19	7751722	7777287	5	23800	31332.464	3609.778	410	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	1.4003	410	1
6_MACS_peak_8456_lociStitched	chr12	3235264	3261580	6	23794	32989.7376	2678.9688	411	TSPAN9		TSPAN9	TSPAN9	0.8646	411	1
15_MACS_peak_7320_lociStitched	chr11	69585878	69613229	15	23746	24952.3173	1854.3978	412	FGF4	FGF3	FGF4	FGF4	0.8243	412	1
9_MACS_peak_26752_lociStitched	chr4	3668367	3693833	9	23723	29978.5752	1958.3354	413	LOC100133461		LOC100133461	LOC100133461	1.0960999999999999	413	1
5_MACS_peak_12486_lociStitched	chr17	699732	723689	5	23679	34478.9144	2113.0074	414	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.05539999999999999	414	1
10_MACS_peak_31664_lociStitched	chr8	142602760	142628623	10	23678	28206.1878	2017.314	415			FLJ43860	FLJ43860	0.6737	415	1
12_MACS_peak_119_lociStitched	chr1	1511743	1537797	12	23656	28146.1362	2230.2224	416		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.3057	416	1
2_MACS_peak_23405_lociStitched	chr21	45851257	45875177	2	23636	34672.04	2640.768	417	TRPM2	LRRC3	LRRC3	LRRC3	1.2712999999999999	417	1
7_MACS_peak_9271_lociStitched	chr13	114048826	114074591	7	23592	32708.6675	2164.26	418		GRTP1,ADPRHL1	ADPRHL1	GRTP1	0.5012	418	1
2_MACS_peak_33560_lociStitched	chr9	137656186	137679913	2	23548	32916.4671	1919.5143	419	COL5A1		MIR3689B	MIR3689B	0.1092	419	1
2_MACS_peak_14819_lociStitched	chr17	74907666	74931785	2	23493	37852.3586	1746.2156	420	MGAT5B		MGAT5B	MGAT5B	1.0914	420	1
5_MACS_peak_518_lociStitched	chr1	3666029	3690285	5	23420	32452.1024	2374.6624	421	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	CCDC27	1.0974	421	1
5_MACS_peak_33753_lociStitched	chr9	138228112	138252752	5	23405	26985.728	1828.288	422			KIAA0649	KIAA0649	0.13030000000000003	422	1
12_MACS_peak_22738_lociStitched	chr20	60469229	60494203	12	23366	31247.4688	2225.1834	423	CDH4	MIR1257	MIR1257	MIR1257	0.5418999999999999	423	1
13_MACS_peak_34301_lociStitched	chrX	152888124	152914909	13	23148	25815.383	1221.396	424	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	DUSP9	0.6839000000000001	424	1
5_MACS_peak_23476_lociStitched	chr21	46138116	46162457	5	23105	37399.9465	3132.6867	425		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.5980999999999999	425	1
5_MACS_peak_18274_lociStitched	chr19	35818986	35843638	5	23027	28359.6608	2263.0536	426	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	FFAR1	0.8733000000000001	426	1
4_MACS_peak_31571_lociStitched	chr8	142333510	142356712	4	23009	30380.6988	2197.2294	427	LOC731779	GPR20	LOC731779	GPR20	1.4436	427	1
11_MACS_peak_23196_lociStitched	chr21	43098246	43123343	11	22977	28914.2537	3679.2202	428	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.4969	428	1
15_MACS_peak_19001_lociStitched	chr19	43856990	43884248	15	22914	24510.3936	2316.93	429	CD177	PRG1,TEX101	CD177	CD177	0.7208	429	1
10_MACS_peak_4045_lociStitched	chr1	37300947	37327340	10	22885	28084.7913	2198.5369	430	GRIK3		GRIK3	GRIK3	0.5714	430	1
6_MACS_peak_15961_lociStitched	chr19	3104005	3128142	6	22870	27038.2674	2799.892	431	GNA11	GNA15,AES	GNA15	GNA15	0.9013000000000001	431	1
19_MACS_peak_25347_lociStitched	chr22	45435096	45463310	19	22863	25553.4198	2307.9052	432		PHF21B	PHF21B	PHF21B	0.9048	432	1
5_MACS_peak_29510_lociStitched	chr7	44256989	44281910	5	22830	34069.4991	2055.9825	433	CAMK2B	YKT6,GCK	YKT6	GCK	0.09469999999999999	433	1
8_MACS_peak_26227_lociStitched	chr3	50416064	50440262	8	22777	27113.859	2114.9052	434	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.11180000000000001	434	1
9_MACS_peak_9213_lociStitched	chr13	113729750	113754530	9	22731	29230.488	1905.582	435	MCF2L	F7,F10	F7	F7	0.6632	435	1
13_MACS_peak_32011_lociStitched	chr8	143830529	143855371	13	22727	26051.8054	1632.1194	436	LYPD2,LYNX1	LY6K,C8orf55,SLURP1,LY6D	LYNX1	LYNX1	0.9383	436	1
9_MACS_peak_27172_lociStitched	chr4	7700503	7725399	9	22666	26133.3312	1854.752	437	SORCS2	AFAP1-AS1	AFAP1-AS1	AFAP1-AS1	0.4649	437	1
6_MACS_peak_1968_lociStitched	chr1	16492726	16517807	6	22606	27380.9277	2319.9925	438		EPHA2,ARHGEF19,C1orf89	EPHA2	EPHA2	1.2443	438	1
2_MACS_peak_6510_lociStitched	chr11	2426164	2449408	2	22594	41732.2776	1852.5468	439	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	TRPM5	1.422	439	1
6_MACS_peak_17803_lociStitched	chr19	18145554	18169521	6	22556	28568.664	2772.9819	440		ARRDC2,MAST3,IL12RB1	ARRDC2	ARRDC2	1.1594	440	1
6_MACS_peak_29879_lociStitched	chr7	100927671	100951403	6	22548	28117.6736	2266.406	441		CLDN15,FIS1,RABL5	RABL5	RABL5	0.1498	441	1
4_MACS_peak_8340_lociStitched	chr12	145717	169210	4	22508	29175.9567	5093.2824	442	FAM138D	IQSEC3	FAM138D	FAM138D	0.7407	442	1
4_MACS_peak_10713_lociStitched	chr16	1567575	1590684	4	22460	37478.1762	2283.1692	443	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	1.1563999999999999	443	1
18_MACS_peak_28606_lociStitched	chr6	33710077	33738014	18	22450	26126.6824	2762.9693	444	IP6K3	C6orf125,LEMD2,MLN	IP6K3	MLN	1.0435999999999999	444	1
5_MACS_peak_32185_lociStitched	chr8	144466444	144490271	5	22388	31234.8143	1858.506	445		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	MAFA	1.2251	445	1
7_MACS_peak_1035_lociStitched	chr1	6298796	6322632	7	22321	33727.94	2145.24	446	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.4054	446	1
5_MACS_peak_23578_lociStitched	chr21	46986868	47009773	5	22291	33963.534	2881.449	447		SLC19A1	SLC19A1	SLC19A1	0.081	447	1
6_MACS_peak_13877_lociStitched	chr17	43865904	43889086	6	22247	26529.4808	1954.2426	448	CRHR1	IMP5	CRHR1	CRHR1	0.9521999999999999	448	1
