#29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_ROSE/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam
#Using cutoff of 19861.1742 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isStretch
8_MACS_peak_10174_lociStitched	chr15	74506463	74528446	8	20213	24359.3623	1912.521	529	1
4_MACS_peak_13578_lociStitched	chr17	39765627	39786501	4	20200	28125.6276	2014.341	530	1
9_MACS_peak_17739_lociStitched	chr19	17902989	17924788	9	20172	23176.6968	1870.3542	531	1
5_MACS_peak_28724_lociStitched	chr6	33988645	34009585	5	20151	25358.34	2024.898	532	1
7_MACS_peak_18630_lociStitched	chr19	39986676	40007858	7	20106	26871.4852	2056.7722	533	1
6_MACS_peak_32954_lociStitched	chr9	133524926	133546435	6	20077	32084.9753	1677.702	534	1
9_MACS_peak_2649_lociStitched	chr1	19173942	19196754	9	20067	26240.6436	2395.26	535	1
6_MACS_peak_33017_lociStitched	chr9	134652954	134674225	6	20013	23810.7574	1969.6946	536	1
4_MACS_peak_9188_lociStitched	chr13	113605803	113626389	4	20001	24960.525	1968.0216	537	1
9_MACS_peak_31296_lociStitched	chr8	7870188	7892526	9	19975	24935.9094	2338.7886	538	1
10_MACS_peak_22974_lociStitched	chr20	62383742	62404861	10	19962	23404.0758	1685.2962	539	1
4_MACS_peak_6236_lociStitched	chr11	843214	864159	4	19949	32091.929	1870.3885	540	1
7_MACS_peak_2025_lociStitched	chr1	17185215	17206759	7	19941	34961.6032	4722.4448	541	1
11_MACS_peak_13815_lociStitched	chr17	43034708	43058611	11	19933	24691.799	2151.27	542	1
5_MACS_peak_14051_lociStitched	chr17	47593307	47614357	5	19926	25518.915	2300.765	543	1
5_MACS_peak_16672_lociStitched	chr19	8391008	8412415	5	19875	26200.0273	2900.6485	544	1
10_MACS_peak_7354_lociStitched	chr11	69688343	69710706	10	19826	24277.2728	1844.9475	545	1
10_MACS_peak_29310_lociStitched	chr7	2713647	2734997	10	19816	24947.475	1740.025	546	1
11_MACS_peak_19762_lociStitched	chr19	50026891	50049838	11	19756	24300.873	2209.7961	547	1
3_MACS_peak_23481_lociStitched	chr21	46163656	46183638	3	19750	34203.1894	2523.7266	548	1
14_MACS_peak_3701_lociStitched	chr1	30783892	30806618	14	19746	21562.4288	1877.1676	549	1
6_MACS_peak_6194_lociStitched	chr11	376815	397415	6	19726	26742.92	1602.68	550	1
8_MACS_peak_15308_lociStitched	chr17	78079597	78100657	8	19702	24200.046	1882.764	551	1
7_MACS_peak_3103_lociStitched	chr1	22983567	23004187	7	19695	22329.398	1826.932	552	1
11_MACS_peak_33118_lociStitched	chr9	135411469	135434110	11	19689	23265.8916	1908.6363	553	1
3_MACS_peak_24818_lociStitched	chr22	42719238	42739276	3	19658	26001.3088	2029.8494	554	1
10_MACS_peak_15252_lociStitched	chr17	77869557	77892912	10	19626	24863.733	2111.292	555	1
2_MACS_peak_1942_lociStitched	chr1	16361111	16380974	2	19552	32914.9773	1920.7521	556	1
10_MACS_peak_10982_lociStitched	chr16	4363521	4384885	10	19521	25042.8808	1950.5332	557	1
6_MACS_peak_29851_lociStitched	chr7	100805694	100825894	6	19451	28760.76	2175.54	558	1
6_MACS_peak_14642_lociStitched	chr17	72533008	72555182	6	19450	23739.4844	2341.5744	559	1
5_MACS_peak_27030_lociStitched	chr4	7296859	7317181	5	19444	24244.146	1568.8584	560	1
5_MACS_peak_33149_lociStitched	chr9	135613269	135633798	5	19442	23596.0326	1851.7158	561	1
6_MACS_peak_1006_lociStitched	chr1	5892655	5913513	6	19432	23742.6614	1895.9922	562	1
6_MACS_peak_22732_lociStitched	chr20	60443184	60464171	6	19390	24525.4082	1794.3885	563	1
10_MACS_peak_3725_lociStitched	chr1	30840464	30861691	10	19371	22901.8103	2311.6203	564	1
8_MACS_peak_22750_lociStitched	chr20	60496079	60517393	8	19333	22637.5994	1600.6814	565	1
20_MACS_peak_2372_lociStitched	chr1	18465641	18491840	20	19268	21954.762	2279.313	566	1
14_MACS_peak_24493_lociStitched	chr22	37016147	37037726	14	19248	20791.3665	2194.5843	567	1
5_MACS_peak_21013_lociStitched	chr2	220298817	220318984	5	19235	28217.6664	1643.6105	568	1
5_MACS_peak_23282_lociStitched	chr21	44010744	44030446	5	19230	28112.7838	2423.346	569	1
13_MACS_peak_1636_lociStitched	chr1	9707857	9730656	13	19228	23432.8122	1983.513	570	1
12_MACS_peak_20971_lociStitched	chr2	219877174	219898488	12	19214	23590.3352	2003.516	571	1
14_MACS_peak_25010_lociStitched	chr22	44320125	44342680	14	19212	21643.778	1849.51	572	1
14_MACS_peak_10208_lociStitched	chr15	74615046	74636323	14	19192	21223.8075	2034.0812	573	1
7_MACS_peak_14891_lociStitched	chr17	75817742	75839376	7	19187	23092.1316	2310.5112	574	1
6_MACS_peak_1202_lociStitched	chr1	7278658	7299328	6	19139	23361.234	1715.61	575	1
13_MACS_peak_2929_lociStitched	chr1	21829332	21852068	13	19074	21978.8912	2028.0512	576	1
3_MACS_peak_6793_lociStitched	chr11	61515268	61534561	3	19052	27660.3741	2002.6134	577	1
5_MACS_peak_5105_lociStitched	chr10	71409237	71429421	5	19017	23213.6184	1976.0136	578	1
4_MACS_peak_15835_lociStitched	chr19	2298361	2318032	4	18957	29461.2567	2773.611	579	1
3_MACS_peak_22788_lociStitched	chr20	60783946	60804360	3	18950	31588.6236	1396.3176	580	1
3_MACS_peak_26797_lociStitched	chr4	3819632	3838603	3	18915	26231.2017	1375.3975	581	1
8_MACS_peak_25744_lociStitched	chr22	50438798	50458939	8	18886	26151.0744	1452.1661	582	1
6_MACS_peak_31384_lociStitched	chr8	22003112	22022163	6	18818	27319.134	1895.5745	583	1
7_MACS_peak_16168_lociStitched	chr19	5202487	5221802	7	18817	21789.2515	2597.8675	584	1
3_MACS_peak_10831_lociStitched	chr16	3033742	3052862	3	18810	30748.784	1546.808	585	1
11_MACS_peak_6856_lociStitched	chr11	64143288	64164142	11	18788	21790.3446	1885.2016	586	1
3_MACS_peak_12935_lociStitched	chr17	7717774	7736859	3	18785	26505.248	2019.193	587	1
20_MACS_peak_29122_lociStitched	chr7	1350437	1374921	20	18775	21913.18	1728.5704	588	1
12_MACS_peak_31636_lociStitched	chr8	142527723	142550697	12	18748	22698.312	1592.0982	589	1
4_MACS_peak_15496_lociStitched	chr17	81010649	81029957	4	18720	26668.2096	1677.8652	590	1
5_MACS_peak_10760_lociStitched	chr16	2232922	2252750	5	18710	32339.468	1667.5348	591	1
12_MACS_peak_19585_lociStitched	chr19	49019346	49041157	12	18686	21715.0316	2176.7378	592	1
3_MACS_peak_29786_lociStitched	chr7	100415008	100434173	3	18683	25224.973	1655.856	593	1
3_MACS_peak_22958_lociStitched	chr20	62170206	62189043	3	18682	29764.3437	1680.2604	594	1
8_MACS_peak_17684_lociStitched	chr19	17696678	17716585	8	18664	23048.3246	1978.7558	595	1
8_MACS_peak_237_lociStitched	chr1	2414300	2435203	8	18632	23768.8013	1114.1299	596	1
7_MACS_peak_19920_lociStitched	chr19	51049403	51070194	7	18594	21901.2394	1742.2858	597	1
7_MACS_peak_33142_lociStitched	chr9	135591588	135611582	7	18583	22319.3022	1781.4654	598	1
6_MACS_peak_12437_lociStitched	chr17	170272	189450	6	18567	22817.9844	1538.0756	599	1
3_MACS_peak_301_lociStitched	chr1	2715975	2734855	3	18559	22771.168	1550.048	600	1
5_MACS_peak_10479_lociStitched	chr15	89897002	89916602	5	18554	27153.84	1960	601	1
3_MACS_peak_16502_lociStitched	chr19	7015774	7034441	3	18549	25431.9208	3315.2592	602	1
6_MACS_peak_8647_lociStitched	chr12	52222689	52242265	6	18544	23129.044	2163.148	603	1
6_MACS_peak_14973_lociStitched	chr17	76353101	76373691	6	18537	28739.522	2056.941	604	1
12_MACS_peak_29050_lociStitched	chr7	954053	976196	12	18532	23126.1492	1423.7949	605	1
5_MACS_peak_23487_lociStitched	chr21	46247263	46266790	5	18460	30065.7219	2704.4895	606	1
3_MACS_peak_1063_lociStitched	chr1	6554713	6573229	3	18427	33132.5304	1755.3168	607	1
6_MACS_peak_34082_lociStitched	chr9	140255499	140274372	6	18417	23842.2609	1502.2908	608	1
12_MACS_peak_22984_lociStitched	chr20	62406505	62427601	12	18397	19785.9384	1898.64	609	1
7_MACS_peak_2109_lociStitched	chr1	17628142	17648189	7	18391	21309.961	1844.324	610	1
11_MACS_peak_868_lociStitched	chr1	5550486	5573810	11	18357	21378.7784	1847.2608	611	1
9_MACS_peak_17725_lociStitched	chr19	17793960	17815010	9	18353	20578.48	1835.56	612	1
2_MACS_peak_24392_lociStitched	chr22	30831840	30850294	2	18340	22803.6078	2234.7794	613	1
4_MACS_peak_23678_lociStitched	chr22	18756947	18775729	4	18280	23479.3782	3191.0618	614	1
9_MACS_peak_27107_lociStitched	chr4	7515052	7535174	9	18227	20844.3798	1581.5892	615	1
4_MACS_peak_19620_lociStitched	chr19	49092146	49111068	4	18218	24632.6596	1875.1702	616	1
6_MACS_peak_32755_lociStitched	chr9	132306125	132325679	6	18074	21237.5994	1527.1674	617	1
7_MACS_peak_8587_lociStitched	chr12	49363486	49383224	7	18008	31896.608	2569.8876	618	1
16_MACS_peak_17757_lociStitched	chr19	18000217	18023469	16	17975	21433.6936	2015.9484	619	1
12_MACS_peak_20521_lociStitched	chr2	26821149	26843350	12	17945	22565.0964	2237.8608	620	1
9_MACS_peak_16179_lociStitched	chr19	5235505	5255488	9	17933	21891.3765	2226.1062	621	1
8_MACS_peak_30751_lociStitched	chr7	157631189	157650844	8	17921	23501.4835	2177.774	622	1
5_MACS_peak_13961_lociStitched	chr17	46690936	46709369	5	17895	30266.986	1961.2712	623	1
5_MACS_peak_31933_lociStitched	chr8	143531600	143549751	5	17892	22166.0012	1227.0076	624	1
5_MACS_peak_6530_lociStitched	chr11	3207834	3227262	5	17882	25516.7352	1579.4964	625	1
3_MACS_peak_23385_lociStitched	chr21	45698837	45717203	3	17869	35391.282	2286.567	626	1
14_MACS_peak_10371_lociStitched	chr15	78153042	78175341	14	17857	21650.0991	2243.2794	627	1
10_MACS_peak_33567_lociStitched	chr9	137770151	137790666	10	17827	21688.458	1520.1615	628	1
12_MACS_peak_10722_lociStitched	chr16	1954964	1975621	12	17803	24133.5731	1737.2537	629	1
8_MACS_peak_34037_lociStitched	chr9	140022178	140042615	8	17786	23921.5085	1706.4895	630	1
12_MACS_peak_2430_lociStitched	chr1	18605467	18627282	12	17756	21437.6005	1797.556	631	1
4_MACS_peak_26291_lociStitched	chr3	52533283	52551961	4	17693	23018.7672	1746.393	632	1
2_MACS_peak_29817_lociStitched	chr7	100632611	100650799	2	17677	52930.7176	3148.3428	633	1
1_MACS_peak_13951_lociStitched	chr17	45922259	45939915	1	17657	27006.6176	1963.3472	634	1
11_MACS_peak_3671_lociStitched	chr1	30712291	30732417	11	17654	20492.2932	1692.5966	635	1
4_MACS_peak_23551_lociStitched	chr21	46661359	46680155	4	17623	25299.416	2486.7108	636	1
11_MACS_peak_14648_lociStitched	chr17	72556298	72576733	11	17622	19989.517	2117.066	637	1
6_MACS_peak_24397_lociStitched	chr22	30863242	30881515	6	17606	18802.917	1854.7095	638	1
7_MACS_peak_25319_lociStitched	chr22	45383337	45403067	7	17588	21718.784	1377.154	639	1
5_MACS_peak_20285_lociStitched	chr19	55996019	56014449	5	17572	27943.566	1387.779	640	1
4_MACS_peak_13491_lociStitched	chr17	36749872	36768535	4	17550	21514.7064	1914.8238	641	1
7_MACS_peak_5265_lociStitched	chr10	73044685	73063225	7	17525	21471.174	1887.372	642	1
10_MACS_peak_14614_lociStitched	chr17	72413597	72433526	10	17497	20833.7766	1496.6679	643	1
3_MACS_peak_10706_lociStitched	chr16	1475856	1493871	3	17427	28908.6705	1306.0875	644	1
3_MACS_peak_23660_lociStitched	chr21	47544835	47562912	3	17427	32733.8316	2313.856	645	1
10_MACS_peak_15967_lociStitched	chr19	3131102	3150661	10	17391	20937.9095	2253.1968	646	1
3_MACS_peak_15007_lociStitched	chr17	76517998	76536127	3	17390	22075.6833	1624.3584	647	1
9_MACS_peak_26513_lociStitched	chr3	195482407	195503321	9	17360	22279.6842	2789.9276	648	1
