REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
9_MACS_peak_482_lociStitched	chr1	3365958	3393175	9	24788	35169.8074	1848.0343	337	ARHGEF16		ARHGEF16	337	1
13_MACS_peak_30349_lociStitched	chr7	155161066	155194401	13	29171	37041.852	3763.5215	338			EN2	338	1
8_MACS_peak_390_lociStitched	chr1	2974453	3004399	8	27120	35093.7174	1817.7222	339	PRDM16,FLJ42875	ACTRT2,MIR4251	PRDM16	339	1
7_MACS_peak_22703_lociStitched	chr20	60370915	60397930	7	25438	35303.202	2047.737	340	CDH4		MIR1257	340	1
19_MACS_peak_19200_lociStitched	chr19	46458078	46494331	19	31278	36648.1577	3436.7844	341	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1,IGFL4	NOVA2	341	1
15_MACS_peak_15517_lociStitched	chr17	81061230	81093886	15	28683	35944.4592	2739.8384	342		METRNL	METRNL	342	1
6_MACS_peak_34045_lociStitched	chr9	140047553	140070405	6	20447	35141.8056	1953.846	343	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	343	1
3_MACS_peak_23385_lociStitched	chr21	45698837	45717203	3	17869	35391.282	2286.567	344	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	344	1
11_MACS_peak_24807_lociStitched	chr22	42685058	42715508	11	27473	35629.545	2813.58	345		LOC388906	LOC388906	345	1
13_MACS_peak_26853_lociStitched	chr4	6326055	6359515	13	29381	35912.618	3105.088	346	PPP2R2C		PPP2R2C	346	1
12_MACS_peak_3181_lociStitched	chr1	23217312	23250089	12	30438	35933.4251	3126.9258	347	EPHB2	MIR4253	MIR4253	347	1
6_MACS_peak_14773_lociStitched	chr17	74515390	74542353	6	26217	35070.7741	2337.6921	348	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	348	1
7_MACS_peak_26527_lociStitched	chr3	195528145	195553623	7	24458	35957.1014	3276.4708	349	MUC4		MUC4	349	1
12_MACS_peak_6298_lociStitched	chr11	1374314	1404377	12	27699	35191.7478	2579.4054	350		LOC255512,BRSK2,TOLLIP	BRSK2	350	1
14_MACS_peak_19431_lociStitched	chr19	48210657	48243149	14	29051	35416.28	2820.3056	351	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	351	1
8_MACS_peak_25925_lociStitched	chr3	12902092	12933730	8	29326	36279.2946	3840.8532	352		SNORA7A,RPL32	RPL32	352	1
5_MACS_peak_12486_lociStitched	chr17	699732	723689	5	23679	34478.9144	2113.0074	353	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	353	1
13_MACS_peak_3298_lociStitched	chr1	29558842	29588847	13	26636	35309.884	2970.495	354	PTPRU	MECR	PTPRU	354	1
3_MACS_peak_10489_lociStitched	chr15	91193204	91217662	3	24159	35970.3806	3651.5794	355		BLM	BLM	355	1
11_MACS_peak_16651_lociStitched	chr19	8265774	8297556	11	30191	35986.7586	3769.3452	356	LASS4		LASS4	356	1
6_MACS_peak_14001_lociStitched	chr17	47069765	47094706	6	23833	34470.9561	2309.5366	357	IGF2BP1	SNF8,GIP	IGF2BP1	357	1
5_MACS_peak_25437_lociStitched	chr22	45966476	45991494	5	23877	34479.8076	2339.183	358	FBLN1		FBLN1	358	1
3_MACS_peak_1939_lociStitched	chr1	16338507	16360071	3	21295	34129.3428	2035.6416	359	CLCNKA,HSPB7	C1orf64,CLCNKB,ZBTB17,FAM131C	CLCNKA	359	1
2_MACS_peak_23405_lociStitched	chr21	45851257	45875177	2	23636	34672.04	2640.768	360	TRPM2	LRRC3	LRRC3	360	1
6_MACS_peak_33879_lociStitched	chr9	138594616	138624481	6	27902	34353.7095	2335.443	361	KCNT1	LCN9,SOHLH1	KCNT1	361	1
5_MACS_peak_29510_lociStitched	chr7	44256989	44281910	5	22830	34069.4991	2055.9825	362	CAMK2B	YKT6,GCK	YKT6	362	1
17_MACS_peak_19597_lociStitched	chr19	49043148	49077382	17	27402	35329.488	3392.5894	363	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	363	1
7_MACS_peak_10163_lociStitched	chr15	74462408	74491869	7	27960	34192.4366	2312.6885	364	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	364	1
13_MACS_peak_26195_lociStitched	chr3	50185692	50214903	13	26465	34579.9818	2859.7569	365	SEMA3F	GNAT1,SLC38A3	SEMA3F	365	1
3_MACS_peak_23481_lociStitched	chr21	46163656	46183638	3	19750	34203.1894	2523.7266	366		KRTAP10-12,C21orf29,UBE2G2	C21orf29	366	1
15_MACS_peak_32120_lociStitched	chr8	144207017	144240345	15	28232	34257.8512	2602.9168	367	LY6H		LY6H	367	1
8_MACS_peak_24610_lociStitched	chr22	37519090	37547672	8	26261	34004.0054	2398.0298	368	IL2RB	TMPRSS6,C1QTNF6	IL2RB	368	1
7_MACS_peak_1035_lociStitched	chr1	6298796	6322632	7	22321	33727.94	2145.24	369	HES3,GPR153	RNF207,RPL22,ICMT	HES3	369	1
9_MACS_peak_10199_lociStitched	chr15	74586982	74613628	9	24682	33986.973	2504.724	370	CCDC33	CYP11A1	CCDC33	370	1
8_MACS_peak_22944_lociStitched	chr20	62124395	62152008	8	25191	33720.9956	2267.0273	371	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	371	1
17_MACS_peak_8700_lociStitched	chr12	52573129	52607082	17	28388	34774.6626	3330.7893	372	LOC283404,KRT80	KRT7	KRT80	372	1
3_MACS_peak_1063_lociStitched	chr1	6554713	6573229	3	18427	33132.5304	1755.3168	373	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	373	1
3_MACS_peak_6279_lociStitched	chr11	1212744	1233381	3	20234	32905.6965	1560.1572	374		MUC5B	MUC5B	374	1
5_MACS_peak_28729_lociStitched	chr6	34012886	34038212	5	24848	33759.558	2484.4806	375	GRM4	MIR1275	MIR1275	375	1
14_MACS_peak_1748_lociStitched	chr1	11429189	11460320	14	28818	33982.5996	2751.9804	376			PTCHD2	376	1
5_MACS_peak_8945_lociStitched	chr12	54586065	54612960	5	25097	34218.5085	2988.0345	377		SMUG1,CBX5	SMUG1	377	1
9_MACS_peak_18330_lociStitched	chr19	36282427	36314475	9	29585	34108.6864	2887.5248	378	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	378	1
14_MACS_peak_26990_lociStitched	chr4	7196765	7231046	14	30709	33763.3569	2560.7907	379	SORCS2		SORCS2	379	1
11_MACS_peak_2165_lociStitched	chr1	17883690	17915122	11	28779	33688.8176	2567.9944	380	ARHGEF10L		ARHGEF10L	380	1
5_MACS_peak_23578_lociStitched	chr21	46986868	47009773	5	22291	33963.534	2881.449	381		SLC19A1	SLC19A1	381	1
2_MACS_peak_33560_lociStitched	chr9	137656186	137679913	2	23548	32916.4671	1919.5143	382	COL5A1		MIR3689B	382	1
2_MACS_peak_1942_lociStitched	chr1	16361111	16380974	2	19552	32914.9773	1920.7521	383	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	383	1
1_MACS_peak_12909_lociStitched	chr17	7607254	7628034	1	20781	32998.64	2161.12	384	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	384	1
10_MACS_peak_6099_lociStitched	chr10	135044864	135071888	10	25282	32971.9824	2178.1344	385	UTF1,VENTX,MIR202	ADAM8	MIR202	385	1
5_MACS_peak_10760_lociStitched	chr16	2232922	2252750	5	18710	32339.468	1667.5348	386	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	386	1
1_MACS_peak_8928_lociStitched	chr12	54413137	54434438	1	21302	32673.6039	2102.4087	387	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	387	1
8_MACS_peak_23710_lociStitched	chr22	18935262	18963552	8	26449	33184.17	2613.996	388	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	388	1
5_MACS_peak_10568_lociStitched	chr16	740937	762729	5	20706	32219.472	1660.5504	389	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	389	1
13_MACS_peak_29085_lociStitched	chr7	1237754	1268878	13	27593	32985.2152	2427.672	390		UNCX,ZFAND2A	UNCX	390	1
7_MACS_peak_9271_lociStitched	chr13	114048826	114074591	7	23592	32708.6675	2164.26	391		GRTP1,ADPRHL1	ADPRHL1	391	1
1_MACS_peak_13471_lociStitched	chr17	36333569	36350536	1	16968	35898.7786	5419.2598	392	TBC1D3,TBC1D3F		TBC1D3	392	1
3_MACS_peak_23660_lociStitched	chr21	47544835	47562912	3	17427	32733.8316	2313.856	393	COL6A2,FTCD	C21orf56	FTCD	393	1
6_MACS_peak_32954_lociStitched	chr9	133524926	133546435	6	20077	32084.9753	1677.702	394	PRDM12	EXOSC2,ABL1	PRDM12	394	1
6_MACS_peak_8456_lociStitched	chr12	3235264	3261580	6	23794	32989.7376	2678.9688	395	TSPAN9		TSPAN9	395	1
7_MACS_peak_2025_lociStitched	chr1	17185215	17206759	7	19941	34961.6032	4722.4448	396	MIR3675	CROCC	CROCC	396	1
6_MACS_peak_14208_lociStitched	chr17	61552446	61579738	6	24744	32878.6724	2641.8656	397	ACE	KCNH6,DCAF7,CYB561	ACE	397	1
4_MACS_peak_6236_lociStitched	chr11	843214	864159	4	19949	32091.929	1870.3885	398	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	398	1
3_MACS_peak_22788_lociStitched	chr20	60783946	60804360	3	18950	31588.6236	1396.3176	399	HRH3	GTPBP5,OSBPL2	HRH3	399	1
6_MACS_peak_17810_lociStitched	chr19	18318942	18342771	6	22141	32102.4288	1975.4241	400	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683,JUND	PDE4C	400	1
5_MACS_peak_518_lociStitched	chr1	3666029	3690285	5	23420	32452.1024	2374.6624	401	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	401	1
2_MACS_peak_4429_lociStitched	chr1	155088509	155104659	2	15457	32666.605	2676.055	402	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	402	1
2_MACS_peak_12979_lociStitched	chr17	7959197	7981214	2	21795	32640.2025	2657.4519	403	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	403	1
8_MACS_peak_33544_lociStitched	chr9	137607338	137635166	8	26301	32119.0776	2162.2356	404	COL5A1		COL5A1	404	1
9_MACS_peak_18932_lociStitched	chr19	42423368	42446057	9	21304	32295.5226	2350.5804	405		CD79A,ARHGEF1,RABAC1	RABAC1	405	1
16_MACS_peak_19888_lociStitched	chr19	50930172	50962270	16	26380	32788.107	2866.3514	406	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	406	1
13_MACS_peak_2963_lociStitched	chr1	21942906	21972821	13	25939	32595.384	2725.2565	407	RAP1GAP		RAP1GAP	407	1
12_MACS_peak_29765_lociStitched	chr7	100340898	100368998	12	26778	32241.94	2416.6	408	ZAN	POP7,EPO	ZAN	408	1
11_MACS_peak_1724_lociStitched	chr1	11366263	11395620	11	27685	32674.341	2888.7288	409		UBIAD1,MTOR	UBIAD1	409	1
13_MACS_peak_17876_lociStitched	chr19	18897666	18927030	13	26243	32133.0252	2551.7316	410	COMP	UPF1	COMP	410	1
27_MACS_peak_5688_lociStitched	chr10	126686203	126721852	27	26971	32330.0781	2837.6604	411	CTBP2,MIR4296		CTBP2	411	1
6_MACS_peak_8119_lociStitched	chr11	118019503	118043350	6	21630	31675.9701	2286.9273	412	SCN4B,SCN2B	SCN4B,AMICA1	SCN4B	412	1
2_MACS_peak_51_lociStitched	chr1	955478	976135	2	20531	31340.8004	1954.1522	413	AGRN	ISG15,C1orf170,HES4	AGRN	413	1
5_MACS_peak_32185_lociStitched	chr8	144466444	144490271	5	22388	31234.8143	1858.506	414		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	414	1
12_MACS_peak_22833_lociStitched	chr20	61445471	61471820	12	21324	31481.7852	2150.0784	415	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	COL9A3	415	1
7_MACS_peak_8587_lociStitched	chr12	49363486	49383224	7	18008	31896.608	2569.8876	416	WNT1,WNT10B	FKBP11,ARF3,DDN,PRKAG1	WNT1	416	1
20_MACS_peak_2727_lociStitched	chr1	20534295	20569666	20	29461	32898.5671	3576.0081	417		UBXN10,VWA5B1,PLA2G2C	UBXN10	417	1
17_MACS_peak_33689_lociStitched	chr9	138053025	138086825	17	27160	31768.62	2514.72	418			OLFM1	418	1
3_MACS_peak_10831_lociStitched	chr16	3033742	3052862	3	18810	30748.784	1546.808	419	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	419	1
12_MACS_peak_22738_lociStitched	chr20	60469229	60494203	12	23366	31247.4688	2225.1834	420	CDH4	MIR1257	MIR1257	420	1
7_MACS_peak_3153_lociStitched	chr1	23118847	23145723	7	26170	31095.532	2211.8948	421	EPHB2	MIR4253	MIR4253	421	1
6_MACS_peak_16513_lociStitched	chr19	7542892	7569560	6	25716	32137.6068	3272.1636	422	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	422	1
11_MACS_peak_16543_lociStitched	chr19	7778701	7810731	11	27871	33231.125	4388.11	423	CLEC4G,CD209	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4GP1,FCER2	CLEC4G	423	1
5_MACS_peak_17816_lociStitched	chr19	18344403	18371180	5	25369	31471.0081	2640.2122	424	PDE4C,LOC729966,KIAA1683	MPV17L2,MIR3188,RAB3A,PDE4C,JUND	PDE4C	424	1
16_MACS_peak_1127_lociStitched	chr1	7100621	7132288	16	27717	31590.9992	2770.8625	425	CAMTA1		CAMTA1	425	1
9_MACS_peak_23018_lociStitched	chr20	62668364	62692138	9	21325	30837.2554	2030.2996	426	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	426	1
10_MACS_peak_25453_lociStitched	chr22	46020175	46048865	10	26305	31289.314	2533.327	427		ATXN10	ATXN10	427	1
7_MACS_peak_2904_lociStitched	chr1	21005861	21029038	7	21692	31374.7049	2656.0842	428	KIF17	PINK1,DDOST,SH2D5	KIF17	428	1
14_MACS_peak_13170_lociStitched	chr17	19053130	19089440	14	33986	32472.033	3852.491	429	GRAPL		GRAPL	429	1
9_MACS_peak_12426_lociStitched	chr17	138544	162331	9	21666	30666.2004	2074.2264	430	RPH3AL		RPH3AL	430	1
7_MACS_peak_29101_lociStitched	chr7	1277064	1304636	7	26205	30249.2412	1665.3488	431		UNCX	UNCX	431	1
11_MACS_peak_1842_lociStitched	chr1	11672528	11702408	11	28691	31397.904	2829.636	432		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	432	1
5_MACS_peak_2571_lociStitched	chr1	18954339	18977772	5	22169	29994.24	1427.0697	433	PAX7		PAX7	433	1
4_MACS_peak_10000_lociStitched	chr15	42151541	42174333	4	21819	30823.9008	2258.6872	434	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	434	1
4_MACS_peak_23339_lociStitched	chr21	44863838	44886287	4	21091	31031.2527	2592.8595	435	C21orf125,C21orf84	SIK1	C21orf125	435	1
3_MACS_peak_15430_lociStitched	chr17	79759013	79772844	3	13800	29482.1596	1172.8688	436	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	436	1
5_MACS_peak_13961_lociStitched	chr17	46690936	46709369	5	17895	30266.986	1961.2712	437	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	437	1
1_MACS_peak_30152_lociStitched	chr7	151078036	151094570	1	16535	30417.5998	2149.42	438	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	438	1
4_MACS_peak_31571_lociStitched	chr8	142333510	142356712	4	23009	30380.6988	2197.2294	439	LOC731779	GPR20	LOC731779	439	1
16_MACS_peak_25366_lociStitched	chr22	45465018	45493555	16	24751	30517.4678	2345.7414	440			PHF21B	440	1
1_MACS_peak_13470_lociStitched	chr17	36283233	36297125	1	13893	31896.032	3775.8456	441	TBC1D3,TBC1D3F	LOC284100	TBC1D3	441	1
3_MACS_peak_22958_lociStitched	chr20	62170206	62189043	3	18682	29764.3437	1680.2604	442	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	442	1
2_MACS_peak_34088_lociStitched	chr9	140317917	140334365	2	16244	29540.608	1462.2272	443	NOXA1,ENTPD8	EXD3,NELF	NOXA1	443	1
4_MACS_peak_22875_lociStitched	chr20	61712166	61733930	4	21105	29932.0292	1869.5276	444	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	444	1
9_MACS_peak_26752_lociStitched	chr4	3668367	3693833	9	23723	29978.5752	1958.3354	445	LOC100133461		LOC100133461	445	1
13_MACS_peak_23992_lociStitched	chr22	23852172	23881001	13	25049	30749.0114	2937.6751	446		IGLL1	IGLL1	446	1
5_MACS_peak_16538_lociStitched	chr19	7751722	7777287	5	23800	31332.464	3609.778	447	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	447	1
3_MACS_peak_28172_lociStitched	chr5	176299028	176316668	3	16948	29127.168	1409.436	448	UNC5A,HK3		HK3	448	1
5_MACS_peak_24699_lociStitched	chr22	38834592	38859763	5	24123	29870.4257	2230.1506	449	KCNJ4	KDELR3,LOC400927,DDX17	KCNJ4	449	1
3_MACS_peak_10706_lociStitched	chr16	1475856	1493871	3	17427	28908.6705	1306.0875	450	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	450	1
5_MACS_peak_4625_lociStitched	chr1	201270839	201297001	5	25086	31381.319	3882.4408	451	PKP1	TNNT2	PKP1	451	1
8_MACS_peak_12822_lociStitched	chr17	6994566	7019905	8	22229	29889.8844	2465.4847	452	ASGR2	SLC16A11,CLEC10A	ASGR2	452	1
3_MACS_peak_31555_lociStitched	chr8	141989378	142011339	3	21614	30343.5137	2940.5779	453	PTK2		PTK2	453	1
11_MACS_peak_3814_lociStitched	chr1	31154748	31182413	11	25380	30024.8245	2644.774	454		LOC100129196,MATN1,LAPTM5	LOC100129196	454	1
5_MACS_peak_23487_lociStitched	chr21	46247263	46266790	5	18460	30065.7219	2704.4895	455		UBE2G2,SUMO3,PTTG1IP	SUMO3	455	1
9_MACS_peak_9213_lociStitched	chr13	113729750	113754530	9	22731	29230.488	1905.582	456	MCF2L	F7,F10	F7	456	1
7_MACS_peak_33311_lociStitched	chr9	136429810	136452685	7	21629	28765.3125	1457.1375	457	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	457	1
9_MACS_peak_16965_lociStitched	chr19	12935911	12958609	9	20644	29827.4418	2612.5398	458	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,HOOK2,PRDX2,DNASE2,KLF1	RTBDN	458	1
12_MACS_peak_15145_lociStitched	chr17	77519506	77546479	12	24592	29022.948	1853.0451	459		RBFOX3	RBFOX3	459	1
11_MACS_peak_1625_lociStitched	chr1	9677763	9704365	11	23971	29639.9484	2545.8114	460		TMEM201,PIK3CD,C1orf200	PIK3CD	460	1
14_MACS_peak_2628_lociStitched	chr1	19122602	19151380	14	26037	29883.0752	2791.466	461		TAS1R2	TAS1R2	461	1
11_MACS_peak_15950_lociStitched	chr19	3073495	3102786	11	24260	30591.5204	3511.9909	462	GNA11	GNA15,TLE2,AES	GNA11	462	1
17_MACS_peak_23174_lociStitched	chr21	43030741	43063111	17	25557	31353.582	4289.025	463		NCRNA00111	NCRNA00111	463	1
2_MACS_peak_2916_lociStitched	chr1	21041595	21058793	2	16801	28663.9066	1602.8536	464	KIF17,SH2D5		KIF17	464	1
5_MACS_peak_2863_lociStitched	chr1	20798339	20820614	5	21344	28781.5275	1904.5125	465	CAMK2N1	LOC339505,MUL1	CAMK2N1	465	1
15_MACS_peak_3053_lociStitched	chr1	22708682	22739209	15	27095	30008.041	3135.1229	466		ZBTB40	ZBTB40	466	1
12_MACS_peak_13675_lociStitched	chr17	41718408	41745466	12	24379	29171.2298	2310.7532	467	MEOX1		MEOX1	467	1
4_MACS_peak_12567_lociStitched	chr17	1192985	1215114	4	21797	29637.3697	2832.512	468	TUSC5	BHLHA9	TUSC5	468	1
4_MACS_peak_15835_lociStitched	chr19	2298361	2318032	4	18957	29461.2567	2773.611	469	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	469	1
15_MACS_peak_11018_lociStitched	chr16	5044374	5073878	15	26432	29040.7872	2357.3696	470	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	470	1
6_MACS_peak_14973_lociStitched	chr17	76353101	76373691	6	18537	28739.522	2056.941	471	SOCS3	PGS1	SOCS3	471	1
8_MACS_peak_28624_lociStitched	chr6	33759729	33786098	8	24618	29340.7863	2750.2867	472	MLN	IP6K3,LEMD2	MLN	472	1
6_MACS_peak_29851_lociStitched	chr7	100805694	100825894	6	19451	28760.76	2175.54	473	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	473	1
5_MACS_peak_21013_lociStitched	chr2	220298817	220318984	5	19235	28217.6664	1643.6105	474	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	474	1
5_MACS_peak_20285_lociStitched	chr19	55996019	56014449	5	17572	27943.566	1387.779	475	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	475	1
7_MACS_peak_6089_lociStitched	chr10	135007745	135033298	7	23918	28177.2931	1735.0487	476	KNDC1	UTF1,VENTX,MIR202	UTF1	476	1
9_MACS_peak_16158_lociStitched	chr19	5170894	5197054	9	24792	29785.776	3364.176	477			PTPRS	477	1
1_MACS_peak_15804_lociStitched	chr19	1445178	1455551	1	10374	28031.9952	1641.0086	478	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	478	1
9_MACS_peak_33534_lociStitched	chr9	137579616	137602478	9	21432	28271.1492	1938.6976	479	COL5A1		COL5A1	479	1
10_MACS_peak_31664_lociStitched	chr8	142602760	142628623	10	23678	28206.1878	2017.314	480			FLJ43860	480	1
26_MACS_peak_33616_lociStitched	chr9	137898468	137932276	26	26377	28814.5584	2660.6896	481		OLFM1	OLFM1	481	1
8_MACS_peak_20327_lociStitched	chr19	56262599	56286256	8	21367	29450.5993	3316.7114	482	RFPL4A	NLRP9	RFPL4A	482	1
4_MACS_peak_13578_lociStitched	chr17	39765627	39786501	4	20200	28125.6276	2014.341	483	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	483	1
5_MACS_peak_18274_lociStitched	chr19	35818986	35843638	5	23027	28359.6608	2263.0536	484	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	484	1
4_MACS_peak_15713_lociStitched	chr19	405209	426366	4	20725	28058.4134	1963.3696	485	C2CD4C,SHC2	THEG,ODF3L2	C2CD4C	485	1
9_MACS_peak_5624_lociStitched	chr10	114729309	114756648	9	25752	28968.4044	2914.3374	486	TCF7L2		TCF7L2	486	1
4_MACS_peak_29709_lociStitched	chr7	99757976	99775751	4	16996	27691.6725	1690.4025	487	STAG3,GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,PVRIG,TAF6,C7orf43	GAL3ST4	487	1
2_MACS_peak_13403_lociStitched	chr17	34793090	34808613	2	15481	30106.8585	4158.6117	488	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	488	1
12_MACS_peak_119_lociStitched	chr1	1511743	1537797	12	23656	28146.1362	2230.2224	489		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	489	1
10_MACS_peak_4045_lociStitched	chr1	37300947	37327340	10	22885	28084.7913	2198.5369	490	GRIK3		GRIK3	490	1
6_MACS_peak_29879_lociStitched	chr7	100927671	100951403	6	22548	28117.6736	2266.406	491		CLDN15,FIS1,RABL5	RABL5	491	1
7_MACS_peak_1353_lociStitched	chr1	7681861	7706073	7	21274	27805.0608	1956.3296	492	CAMTA1		VAMP3	492	1
8_MACS_peak_328_lociStitched	chr1	2787646	2810848	8	21094	27030.33	1183.302	493			ACTRT2	493	1
3_MACS_peak_225_lociStitched	chr1	2298440	2315688	3	17087	27529.5328	1709.2768	494	MORN1	RER1,LOC100129534,PEX10	MORN1	494	1
6_MACS_peak_17803_lociStitched	chr19	18145554	18169521	6	22556	28568.664	2772.9819	495		ARRDC2,MAST3,IL12RB1	ARRDC2	495	1
2_MACS_peak_15761_lociStitched	chr19	664661	679930	2	15078	27578.8678	1835.3338	496	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	496	1
12_MACS_peak_2576_lociStitched	chr1	18979144	19006692	12	25675	28242.2096	2545.4352	497	PAX7		PAX7	497	1
5_MACS_peak_23282_lociStitched	chr21	44010744	44030446	5	19230	28112.7838	2423.346	498		PDE9A	PDE9A	498	1
3_MACS_peak_6793_lociStitched	chr11	61515268	61534561	3	19052	27660.3741	2002.6134	499	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	499	1
11_MACS_peak_13701_lociStitched	chr17	41773491	41798334	11	22023	28261.3968	2655.7167	500		MEOX1,SOST	MEOX1	500	1
6_MACS_peak_19078_lociStitched	chr19	45367989	45390902	6	21633	27756.8082	2220.2697	501	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	501	1
8_MACS_peak_3032_lociStitched	chr1	22635822	22659517	8	20707	27680.499	2170.462	502			ZBTB40	502	1
15_MACS_peak_18198_lociStitched	chr19	35520687	35547838	15	22155	27770.0428	2305.1199	503	SCN1B,HPN	GRAMD1A,LOC100128675	HPN	503	1
19_MACS_peak_2780_lociStitched	chr1	20630365	20660575	19	25693	27962.376	2501.388	504	VWA5B1		VWA5B1	504	1
4_MACS_peak_10385_lociStitched	chr15	78180274	78202028	4	21200	27514.4592	2060.1038	505		LOC645752	LOC645752	505	1
2_MACS_peak_34117_lociStitched	chr9	140777101	140790689	2	13187	27757.5664	2312.6776	506	CACNA1B	MIR602	CACNA1B	506	1
6_MACS_peak_31384_lociStitched	chr8	22003112	22022163	6	18818	27319.134	1895.5745	507	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	507	1
14_MACS_peak_19056_lociStitched	chr19	45318380	45346078	14	24891	27639.8342	2246.3078	508	BCAM	CBLC,PVRL2,TOMM40	PVRL2	508	1
16_MACS_peak_31219_lociStitched	chr8	7415940	7444495	16	24172	28312.2825	2938.3095	509	FAM90A7		FAM90A7	509	1
19_MACS_peak_28679_lociStitched	chr6	33906554	33936291	19	25883	27931.9641	2604.9612	510		MIR1275	MIR1275	510	1
