REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_18532_lociStitched	chr20	32398515	32418745	3	15369	36088.297	3882.137	335	CHMP4B		CHMP4B	CHMP4B	1.7734	335	1
2_MACS_peak_11988_lociStitched	chr16	89033284	89046272	2	9120	33349.2876	1198.7924	336	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2749	336	1
3_MACS_peak_26025_lociStitched	chr6	11722233	11736148	3	11542	34400.663	2302.9325	337	C6orf105		C6orf105	C6orf105	0.49129999999999996	337	1
2_MACS_peak_12931_lociStitched	chr17	47815903	47827976	2	10940	34694.1801	2602.9388	338	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.5754	338	1
2_MACS_peak_12171_lociStitched	chr17	6914880	6926314	2	7379	34073.32	1997.5198	339	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	2.5211	339	1
3_MACS_peak_25220_lociStitched	chr5	131822968	131842637	3	13861	35803.4807	3776.448	340	IRF1	RAD50,IL5	IRF1	IRF1	0.5687	340	1
3_MACS_peak_32175_lociStitched	chr9	123652726	123667921	3	11057	34412.1165	2420.5635	341	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.8189	341	1
2_MACS_peak_3317_lociStitched	chr10	3797594	3808806	2	10517	33520.5164	1659.376	342		KLF6	KLF6	KLF6	1.5223	342	1
4_MACS_peak_26259_lociStitched	chr6	27094260	27116234	4	13557	35272.6648	3509.2478	343	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.7232999999999999	343	1
4_MACS_peak_6639_lociStitched	chr12	11901548	11920242	4	15929	35004.515	3262.103	344	ETV6		ETV6	ETV6	0.28400000000000003	344	1
2_MACS_peak_31812_lociStitched	chr9	93732271	93742622	2	7459	33374.7293	1665.4759	345			LOC100129316	NONE	NONE	345	1
1_MACS_peak_30956_lociStitched	chr8	134576829	134586081	1	9253	33530.1732	1831.896	346	ST3GAL1		ST3GAL1	ST3GAL1	0.46849999999999997	346	1
1_MACS_peak_4690_lociStitched	chr10	125863094	125868109	1	5016	32761.992	1132.387	347		CHST15	CHST15	CHST15	1.1553	347	1
3_MACS_peak_22774_lociStitched	chr4	38982438	38999637	3	11329	34459.9164	2839.5549	348	TMEM156	KLHL5	TMEM156	TMEM156	0.4119999999999999	348	1
1_MACS_peak_24192_lociStitched	chr5	15440098	15449650	1	9553	33277.2576	1783.3584	349			FBXL7	FBXL7	NONE	349	1
3_MACS_peak_29420_lociStitched	chr7	136031535	136047403	3	13667	35039.7176	3632.1852	350			LUZP6	LUZP6	NONE	350	1
5_MACS_peak_32391_lociStitched	chr9	134127113	134152507	5	13977	35244.3326	3844.6516	351	FAM78A	PPAPDC3	FAM78A	FAM78A	0.9830999999999999	351	1
3_MACS_peak_1124_lociStitched	chr1	75595748	75611541	3	15357	33414.8294	2060.9865	352	LHX8		LHX8	LHX8	0.7389	352	1
2_MACS_peak_15683_lociStitched	chr2	25633106	25645748	2	8102	33663.1176	2371.6392	353	DTNB		DNMT3A	DNMT3A	NONE	353	1
2_MACS_peak_15116_lociStitched	chr19	44257328	44271920	2	9632	33450.7008	2169.8304	354	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.41190000000000004	354	1
4_MACS_peak_4160_lociStitched	chr10	81001241	81020718	4	15650	34378.8527	3170.8556	355	ZMIZ1		PPIF	PPIF	NONE	355	1
2_MACS_peak_6099_lociStitched	chr11	111279276	111294673	2	14683	33785.6371	2645.2046	356		POU2AF1	POU2AF1	POU2AF1	1.5496	356	1
3_MACS_peak_26282_lociStitched	chr6	27790834	27808124	3	9750	34177.143	3091.452	357	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.5831000000000002	357	1
1_MACS_peak_24557_lociStitched	chr5	61984533	61991314	1	6782	32405.0428	1406.3794	358			LRRC70	LRRC70	NONE	358	1
4_MACS_peak_32592_lociStitched	chrX	10074035	10091226	4	11764	32769.4842	1877.2572	359	WWC3	CLCN4	CLCN4	NONE	NONE	359	1
1_MACS_peak_2624_lociStitched	chr1	203731896	203736656	1	4761	32304.692	1441.328	360	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.4269999999999998	360	1
3_MACS_peak_30016_lociStitched	chr8	29463160	29478160	3	14074	33039	2241	361			C8orf75	C8orf75	0.41019999999999995	361	1
1_MACS_peak_1736_lociStitched	chr1	149855163	149861375	1	6213	32761.4668	2128.2312	362	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	2.4718999999999998	362	1
3_MACS_peak_27214_lociStitched	chr6	109185904	109207392	3	14008	34041.2896	3429.4848	363	ARMC2		ARMC2	ARMC2	0.6443	363	1
1_MACS_peak_2888_lociStitched	chr1	218335791	218340295	1	4505	31617.6296	1244.4552	364			RRP15	RRP15	NONE	364	1
3_MACS_peak_18787_lociStitched	chr20	45172111	45191875	3	15184	33446.6172	3126.6648	365	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.3531	365	1
1_MACS_peak_20314_lociStitched	chr3	13371188	13378081	1	6894	31678.8494	1462.0053	366	NUP210		NUP210	NUP210	0.3728	366	1
7_MACS_peak_26398_lociStitched	chr6	31773697	31805296	7	17399	35359.281	5226.4746	367	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	1.0942	367	1
1_MACS_peak_2991_lociStitched	chr1	226127705	226133693	1	5989	32029.2132	1905.3816	368	LEFTY2	PYCR2	LEFTY2	LEFTY2	2.0349	368	1
6_MACS_peak_18715_lociStitched	chr20	42564725	42593706	6	18401	34687.3589	4564.5075	369	TOX2		TOX2	TOX2	0.4748	369	1
2_MACS_peak_27150_lociStitched	chr6	106439142	106447583	2	8394	31462.9834	1355.6246	370			PRDM1	PRDM1	3.1529	370	1
3_MACS_peak_19438_lociStitched	chr21	45195093	45210572	3	11710	33725.6452	3622.086	371	RRP1,CSTB	LOC284837	CSTB	CSTB	0.9061000000000001	371	1
2_MACS_peak_18920_lociStitched	chr20	52481351	52491050	2	9058	31776.8337	1700.2347	372	SUMO1P1		SUMO1P1	SUMO1P1	1.3688	372	1
3_MACS_peak_2248_lociStitched	chr1	174922506	174942364	3	15451	34870.648	4799.6786	373	RABGAP1L	CACYBP	CACYBP	CACYBP	0.6950999999999999	373	1
1_MACS_peak_12660_lociStitched	chr17	37924919	37938336	1	13418	32883.7253	2844.404	374	IKZF3	GRB7,C17orf37	GRB7	GRB7	0.1914	374	1
2_MACS_peak_28489_lociStitched	chr7	52774014	52788671	2	10163	31956.6571	1927.3955	375			POM121L12	POM121L12	NONE	375	1
1_MACS_peak_29356_lociStitched	chr7	129587830	129593737	1	5908	31672.7433	1684.0857	376	UBE2H		UBE2H	UBE2H	0.1851	376	1
1_MACS_peak_1719_lociStitched	chr1	149221887	149225804	1	3918	32443.7276	2503.3547	377			LOC388692	LOC388692	NONE	377	1
1_MACS_peak_25194_lociStitched	chr5	130708729	130719312	1	10584	32123.6382	2261.5871	378	CDC42SE2		CDC42SE2	CDC42SE2	0.2272	378	1
1_MACS_peak_15207_lociStitched	chr19	47613692	47617780	1	4089	30807.5768	956.592	379	ZC3H4	SAE1	ZC3H4	ZC3H4	0.45830000000000004	379	1
4_MACS_peak_13374_lociStitched	chr17	75078855	75093684	4	14152	32567.4498	2770.0572	380	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.8437	380	1
1_MACS_peak_3076_lociStitched	chr1	230256472	230262374	1	5903	31562.1254	1767.649	381	GALNT2		GALNT2	GALNT2	0.3214	381	1
2_MACS_peak_30944_lociStitched	chr8	134221300	134232852	2	7629	31556.5984	1797.4912	382	WISP1		WISP1	WISP1	0.6674	382	1
4_MACS_peak_11551_lociStitched	chr16	50713987	50733037	4	14338	32569.785	2811.78	383	NOD2,SNX20	CYLD	NOD2	NOD2	0.14450000000000002	383	1
1_MACS_peak_4276_lociStitched	chr10	91645337	91651175	1	5839	30960.6654	1208.466	384			KIF20B	KIF20B	NONE	384	1
1_MACS_peak_18725_lociStitched	chr20	42695778	42700729	1	4952	30555.0965	872.3662	385	TOX2		JPH2	JPH2	NONE	385	1
1_MACS_peak_16216_lociStitched	chr2	65139752	65146860	1	7109	31380.3984	1706.6308	386	LOC400958		LOC400958	LOC400958	1.7918	386	1
1_MACS_peak_28443_lociStitched	chr7	47707503	47712726	1	5224	30826.6683	1223.7489	387		C7orf65	C7orf65	C7orf65	0.0758	387	1
1_MACS_peak_29451_lociStitched	chr7	139613450	139618610	1	5161	31143.696	1555.74	388	TBXAS1		TBXAS1	TBXAS1	0.16109999999999997	388	1
3_MACS_peak_2544_lociStitched	chr1	200850910	200864472	3	9573	32768.5044	3215.5502	389	C1orf106	GPR25	C1orf106	C1orf106	0.8107	389	1
1_MACS_peak_3243_lociStitched	chr1	245132422	245136214	1	3793	30552.9024	1006.0176	390	EFCAB2		EFCAB2	EFCAB2	0.1725	390	1
6_MACS_peak_9420_lociStitched	chr14	77487926	77510121	6	15994	31474.7295	1930.965	391	C14orf4		C14orf4	C14orf4	1.2244	391	1
2_MACS_peak_19617_lociStitched	chr22	23087688	23101908	2	13152	31830.048	2296.53	392			MIR650	MIR650	1.2723	392	1
1_MACS_peak_33454_lociStitched	chrX	135110399	135116298	1	5900	30176.3345	745.0437	393	SLC9A6		SLC9A6	SLC9A6	0.4179	393	1
2_MACS_peak_6319_lociStitched	chr11	126056741	126068951	2	7508	31291.788	1863.246	394		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.19249999999999998	394	1
2_MACS_peak_29329_lociStitched	chr7	128572298	128582476	2	7567	32208.281	2783.683	395	IRF5	KCP	IRF5	IRF5	1.3479	395	1
1_MACS_peak_3319_lociStitched	chr10	3824220	3829155	1	4936	30290.043	926.2995	396	KLF6		KLF6	KLF6	1.5223	396	1
5_MACS_peak_9717_lociStitched	chr15	21975607	22002883	5	19340	33314.9064	3957.7476	397		LOC646214,CXADRP2	CXADRP2	LOC646214	0.05600000000000002	397	1
1_MACS_peak_13031_lociStitched	chr17	55431224	55436774	1	5551	30387.36	1041.735	398	MSI2		MSI2	MSI2	0.1107	398	1
2_MACS_peak_20681_lociStitched	chr3	46129407	46141498	2	11781	31638.5197	2310.5901	399			XCR1	XCR1	NONE	399	1
1_MACS_peak_25448_lociStitched	chr5	148204498	148215990	1	11493	31875.3604	2608.684	400	ADRB2		ADRB2	ADRB2	1.4485999999999999	400	1
2_MACS_peak_2001_lociStitched	chr1	159035862	159048554	2	9144	32820.2428	3574.0672	401	AIM2		AIM2	AIM2	1.1798	401	1
1_MACS_peak_4282_lociStitched	chr10	91804652	91813517	1	8866	30744.7065	1584.1755	402			KIF20B	KIF20B	NONE	402	1
2_MACS_peak_23080_lociStitched	chr4	77608325	77624972	2	16167	32380.0797	3269.4708	403	SHROOM3		ANKRD56	ANKRD56	NONE	403	1
1_MACS_peak_7128_lociStitched	chr12	51311787	51323338	1	11552	31483.4056	2411.8488	404	METTL7A	HIGD1C	METTL7A	METTL7A	1.5242	404	1
1_MACS_peak_12666_lociStitched	chr17	38015958	38025124	1	9167	30915.0848	1857.0316	405	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.7273	405	1
4_MACS_peak_25491_lociStitched	chr5	150512800	150538180	4	16609	33590.43	4565.862	406	ANXA6		ANXA6	ANXA6	0.41800000000000004	406	1
5_MACS_peak_16536_lociStitched	chr2	88898290	88928511	5	21245	34098.3543	5098.2827	407	EIF2AK3		EIF2AK3	EIF2AK3	0.33630000000000004	407	1
2_MACS_peak_21820_lociStitched	chr3	156533775	156544994	2	7478	31257.2559	2286.4322	408	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.3337	408	1
1_MACS_peak_17361_lociStitched	chr2	175457157	175464297	1	7141	30419.256	1462.272	409	WIPF1		WIPF1	WIPF1	0.3409	409	1
1_MACS_peak_19927_lociStitched	chr22	39146189	39153371	1	7183	30188.1006	1356.6798	410	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.9085000000000001	410	1
1_MACS_peak_25980_lociStitched	chr6	7958205	7965614	1	7410	30270.2104	1595.8986	411	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	3.8406000000000002	411	1
1_MACS_peak_7618_lociStitched	chr12	92600671	92605297	1	4627	29680.416	1059.8166	412			BTG1	BTG1	0.8572	412	1
1_MACS_peak_15806_lociStitched	chr2	33716596	33724757	1	8162	30319.7472	1811.742	413	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5279	413	1
2_MACS_peak_18552_lociStitched	chr20	32989181	33005973	2	13036	31647.8824	3195.5176	414	ITCH	MIR644	ITCH	ITCH	0.19249999999999998	414	1
4_MACS_peak_15630_lociStitched	chr2	20610680	20631342	4	14818	31563.2712	3132.3592	415		RHOB	RHOB	RHOB	0.4368	415	1
1_MACS_peak_10887_lociStitched	chr15	101737769	101744205	1	6437	29764.5692	1352.2036	416	CHSY1		CHSY1	CHSY1	0.3778	416	1
3_MACS_peak_26604_lociStitched	chr6	42737894	42752632	3	9569	30739.0466	2333.0254	417		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.3986	417	1
3_MACS_peak_24517_lociStitched	chr5	58852760	58866378	3	11357	30343.6276	1962.3538	418	PDE4D		PDE4D	PDE4D	0.04840000000000001	418	1
1_MACS_peak_18979_lociStitched	chr20	56191968	56198244	1	6277	29796.5652	1427.79	419	ZBP1		ZBP1	ZBP1	1.6016000000000001	419	1
2_MACS_peak_28471_lociStitched	chr7	50343623	50357785	2	13157	30890.1544	2598.727	420	IKZF1		IKZF1	IKZF1	0.19890000000000002	420	1
2_MACS_peak_2051_lociStitched	chr1	161007832	161017809	2	5490	30886.7966	2618.9625	421	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	1.6549	421	1
4_MACS_peak_11735_lociStitched	chr16	68278124	68299971	4	14438	32027.702	3781.7157	422	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	SLC7A6	0.48649999999999993	422	1
3_MACS_peak_14728_lociStitched	chr19	16694085	16711258	3	10887	31500.4339	3443.1865	423	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.053300000000000014	423	1
3_MACS_peak_1475_lociStitched	chr1	112134438	112148606	3	11508	29426.936	1377.1296	424	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.213	424	1
1_MACS_peak_23961_lociStitched	chr4	185391702	185397415	1	5714	29258.5582	1214.0125	425	IRF2		IRF2	IRF2	1.9156000000000002	425	1
1_MACS_peak_32478_lociStitched	chr9	139792444	139798397	1	5954	29307.8096	1264.4172	426	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.7968	426	1
1_MACS_peak_21757_lociStitched	chr3	151910730	151920033	1	9304	29890.539	1888.509	427			MBNL1	MBNL1	NONE	427	1
1_MACS_peak_15848_lociStitched	chr2	37614243	37624986	1	10744	30298.4829	2375.2773	428		QPCT	QPCT	QPCT	3.2624	428	1
4_MACS_peak_16188_lociStitched	chr2	64497832	64516443	4	9864	30549.9565	2631.5954	429			LOC150992	LOC150992	0.46399999999999997	429	1
6_MACS_peak_28314_lociStitched	chr7	38383461	38408450	6	17905	32840.5438	4987.8044	430			TARP	TARP	NONE	430	1
2_MACS_peak_1868_lociStitched	chr1	154755694	154766125	2	9273	30579.5196	2728.7496	431	KCNN3		KCNN3	KCNN3	0.4568	431	1
2_MACS_peak_18008_lociStitched	chr2	232687115	232714641	2	27235	31572.322	3729.773	432		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.0322	432	1
3_MACS_peak_5652_lociStitched	chr11	67644674	67655580	3	9418	29878.0776	2053.5998	433			LOC645332	LOC645332	NONE	433	1
1_MACS_peak_18655_lociStitched	chr20	37518817	37523391	1	4575	28975.3752	1152.1906	434	PPP1R16B	FAM83D	FAM83D	FAM83D	0.016400000000000012	434	1
2_MACS_peak_5126_lociStitched	chr11	26126301	26135975	2	9442	29304.4808	1527.5246	435			ANO3	ANO3	NONE	435	1
1_MACS_peak_1461_lociStitched	chr1	111323270	111331691	1	8422	28885.7142	1111.572	436			CD53	CD53	NONE	436	1
2_MACS_peak_29578_lociStitched	chr7	150124592	150134391	2	8670	30068.2315	2320.4032	437	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	2.577	437	1
1_MACS_peak_28991_lociStitched	chr7	101946476	101952022	1	5547	28688.3488	1092.0074	438	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.8042	438	1
3_MACS_peak_19945_lociStitched	chr22	39459013	39474390	3	12577	29992.8385	2460.32	439	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.2895	439	1
3_MACS_peak_18461_lociStitched	chr20	25289137	25303014	3	9448	29813.3468	2285.5419	440	ABHD12		PYGB	PYGB	0.6003999999999999	440	1
2_MACS_peak_20333_lociStitched	chr3	14726676	14741911	2	10254	29720.438	2311.1495	441	C3orf20	C3orf19	C3orf20	C3orf20	0.3397	441	1
2_MACS_peak_3194_lociStitched	chr1	240074230	240082680	2	7338	29506.555	2113.345	442			RPS7P5	RPS7P5	NONE	442	1
2_MACS_peak_28092_lociStitched	chr7	20476365	20490635	2	10886	29664.476	2276.065	443			ITGB8	ITGB8	0.3155	443	1
1_MACS_peak_28819_lociStitched	chr7	90337233	90345528	1	8296	28752.9585	1371.993	444	CDK14		CDK14	CDK14	0.09799999999999999	444	1
1_MACS_peak_17507_lociStitched	chr2	188729963	188736067	1	6105	28406.7952	1028.524	445			TFPI	TFPI	NONE	445	1
4_MACS_peak_32171_lociStitched	chr9	123630314	123646424	4	10529	30077.37	2704.869	446	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.8189	446	1
1_MACS_peak_19288_lociStitched	chr21	36235788	36240864	1	5077	28857.5676	1519.7544	447	RUNX1		RUNX1	RUNX1	0.2283	447	1
1_MACS_peak_13988_lociStitched	chr18	48677268	48681749	1	4482	28433.2893	1113.5285	448		MEX3C	MEX3C	MEX3C	0.26769999999999994	448	1
1_MACS_peak_29372_lociStitched	chr7	130790037	130796946	1	6910	29123.5077	1822.5942	449	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.15469999999999998	449	1
2_MACS_peak_17490_lociStitched	chr2	187810409	187820827	2	8324	28859.9436	1581.4524	450			ZSWIM2	ZSWIM2	NONE	450	1
2_MACS_peak_29084_lociStitched	chr7	106503725	106513674	2	8856	30245.9549	2968.7816	451	PIK3CG		PIK3CG	PIK3CG	0.5720999999999999	451	1
2_MACS_peak_29251_lociStitched	chr7	122822418	122833668	2	8560	29352.375	2116.125	452	SLC13A1		SLC13A1	SLC13A1	0.2517	452	1
1_MACS_peak_413_lociStitched	chr1	27018264	27031231	1	12968	29717.7706	2500.0376	453	ARID1A		ARID1A	ARID1A	0.38630000000000003	453	1
3_MACS_peak_14530_lociStitched	chr19	10329219	10348020	3	11328	30102.2811	2904.7545	454	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.397	454	1
1_MACS_peak_25304_lociStitched	chr5	138719970	138730362	1	10393	29379.2232	2331.9648	455	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.1986000000000003	455	1
1_MACS_peak_28088_lociStitched	chr7	20367051	20373021	1	5971	28300.188	1269.819	456	ITGB8		ITGB8	ITGB8	0.3155	456	1
2_MACS_peak_12133_lociStitched	chr17	4842228	4854983	2	8117	29347.9795	2343.0935	457	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.8119999999999998	457	1
1_MACS_peak_22794_lociStitched	chr4	40301465	40312652	1	11188	29296.5156	2344.7952	458		CHRNA9	CHRNA9	NONE	NONE	458	1
2_MACS_peak_17135_lociStitched	chr2	153913761	153929165	2	11658	29466.3116	2515.4732	459			ARL6IP6	ARL6IP6	NONE	459	1
1_MACS_peak_19368_lociStitched	chr21	41384449	41389909	1	5461	28512.666	1585.038	460	DSCAM		PCP4	PCP4	0.2962	460	1
1_MACS_peak_21248_lociStitched	chr3	108786917	108793383	1	6467	28315.9072	1401.1822	461	MORC1		MORC1	MORC1	0.1467	461	1
2_MACS_peak_19703_lociStitched	chr22	26982162	26992468	2	10061	28809.3924	2004.517	462	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.3678	462	1
3_MACS_peak_28389_lociStitched	chr7	44661750	44680408	3	13748	30229.6916	3457.3274	463	OGDH	DDX56,TMED4	OGDH	TMED4	0.3903	463	1
1_MACS_peak_19919_lociStitched	chr22	38781965	38797129	1	15165	29258.938	2509.642	464	LOC400927	KCNJ4	LOC400927	LOC400927	0.496	464	1
5_MACS_peak_32178_lociStitched	chr9	123688790	123707820	5	13819	29644.934	2900.172	465	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.8189	465	1
2_MACS_peak_9811_lociStitched	chr15	31367305	31377107	2	9536	28379.7306	1717.3104	466	TRPM1	MIR211	MIR211	NONE	NONE	466	1
4_MACS_peak_14656_lociStitched	chr19	13943831	13961992	4	11094	29177.4626	2544.3561	467	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.4871999999999999	467	1
1_MACS_peak_31822_lociStitched	chr9	93952258	93957840	1	5583	27787.7542	1163.2888	468			LOC100129316	NONE	NONE	468	1
3_MACS_peak_19249_lociStitched	chr21	34695983	34713085	3	9429	30590.3474	4012.1292	469	IFNAR1		IFNAR1	IFNAR1	0.6286	469	1
2_MACS_peak_33350_lociStitched	chrX	119434641	119445672	2	10376	27603.9744	1063.3884	470	FAM70A		FAM70A	FAM70A	0.43489999999999995	470	1
2_MACS_peak_9098_lociStitched	chr14	50465346	50476696	2	8574	27679.245	1173.59	471	C14orf182		C14orf182	C14orf182	0.7424999999999999	471	1
1_MACS_peak_30955_lociStitched	chr8	134508207	134515610	1	7404	28286.863	1784.123	472	ST3GAL1		ST3GAL1	ST3GAL1	0.46849999999999997	472	1
4_MACS_peak_6675_lociStitched	chr12	13241733	13256081	4	13950	29099.1788	2622.8144	473	GSG1	KIAA1467	GSG1	GSG1	0.8740000000000001	473	1
2_MACS_peak_6819_lociStitched	chr12	27329628	27340698	2	10873	28656.909	2229.498	474			STK38L	STK38L	NONE	474	1
4_MACS_peak_4046_lociStitched	chr10	74006465	74024662	4	12440	29298.9897	2951.5534	475		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.3733	475	1
1_MACS_peak_25391_lociStitched	chr5	142774385	142786081	1	11697	28024.7856	1678.376	476	NR3C1		NR3C1	NR3C1	0.18499999999999997	476	1
1_MACS_peak_26225_lociStitched	chr6	26269632	26275773	1	6142	27523.3479	1188.8976	477	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	2.5224	477	1
1_MACS_peak_5090_lociStitched	chr11	21431761	21438840	1	7080	27560.6707	1241.6566	478	NELL1		NELL1	NONE	NONE	478	1
2_MACS_peak_15574_lociStitched	chr2	13680542	13692085	2	10284	28152.2227	1844.5714	479			MIR3125	MIR3125	NONE	479	1
1_MACS_peak_20129_lociStitched	chr22	48491773	48497452	1	5680	27412.533	1145.4543	480			MIR3201	MIR3201	NONE	480	1
1_MACS_peak_5218_lociStitched	chr11	35159628	35169472	1	9845	28724.792	2494.4696	481	CD44		CD44	CD44	0.46740000000000004	481	1
3_MACS_peak_18239_lociStitched	chr20	5570414	5592543	3	18964	30148.5496	3930.1104	482	GPCPD1		GPCPD1	GPCPD1	0.3144	482	1
1_MACS_peak_3239_lociStitched	chr1	244996310	245001214	1	4905	27479.0736	1265.7224	483	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.2876	483	1
4_MACS_peak_7019_lociStitched	chr12	46776205	46798971	4	13900	29472.8636	3278.304	484		SLC38A2	SLC38A2	SLC38A2	0.48819999999999997	484	1
4_MACS_peak_30066_lociStitched	chr8	33410043	33428326	4	11320	29108.3643	2936.2498	485	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.8932	485	1
1_MACS_peak_29149_lociStitched	chr7	113723585	113728913	1	5329	27389.6496	1319.2128	486	FOXP2		FOXP2	NONE	NONE	486	1
3_MACS_peak_9874_lociStitched	chr15	34619131	34635751	3	9997	29136.522	3109.602	487	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.36419999999999997	487	1
1_MACS_peak_18980_lociStitched	chr20	56252668	56259038	1	6371	27192.256	1177.813	488	PMEPA1		PMEPA1	PMEPA1	0.35710000000000003	488	1
1_MACS_peak_13151_lociStitched	chr17	62196759	62211357	1	14599	28718.6454	2723.9868	489	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.1422	489	1
2_MACS_peak_19330_lociStitched	chr21	37906182	37916171	2	5947	28077.0812	2107.679	490	CLDN14		CLDN14	CLDN14	0.281	490	1
3_MACS_peak_14343_lociStitched	chr19	2254610	2271808	3	11381	29726.743	3764.6422	491	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.9228000000000001	491	1
2_MACS_peak_4256_lociStitched	chr10	90143725	90152895	2	8648	27882.302	1986.222	492	RNLS		RNLS	RNLS	0.1104	492	1
2_MACS_peak_8094_lociStitched	chr12	125398269	125413059	2	10039	27228.39	1366.596	493	UBC	SCARB1	UBC	UBC	1.6203	493	1
4_MACS_peak_7858_lociStitched	chr12	109161689	109181019	4	10511	29128.377	3295.765	494	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.4456	494	1
6_MACS_peak_11381_lociStitched	chr16	29815515	29837607	6	13548	29042.1432	3218.8044	495	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.8578	495	1
4_MACS_peak_25770_lociStitched	chr5	176717300	176740800	4	13532	29896.7	4110.15	496	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.173	496	1
2_MACS_peak_13394_lociStitched	chr17	75434902	75443061	2	6886	27302.4617	1568.9757	497	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.29369999999999996	497	1
2_MACS_peak_6966_lociStitched	chr12	41153479	41166335	2	9629	27339.5696	1756.1296	498	CNTN1		CNTN1	CNTN1	0.06709999999999999	498	1
