REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_3317_lociStitched	chr10	3797594	3808806	2	10517	33520.5164	1659.376	405		KLF6	KLF6	405	1
1_MACS_peak_2037_lociStitched	chr1	160675751	160685584	1	9834	40156.9887	2921.3843	406	CD48	SLAMF7	CD48	406	1
3_MACS_peak_14728_lociStitched	chr19	16694085	16711258	3	10887	31500.4339	3443.1865	407	MED26	CHERP,SLC35E1	SLC35E1	407	1
2_MACS_peak_28092_lociStitched	chr7	20476365	20490635	2	10886	29664.476	2276.065	409			ITGB8	409	1
2_MACS_peak_18911_lociStitched	chr20	52345009	52358779	2	10133	36826.488	2464.83	411			SUMO1P1	411	1
2_MACS_peak_1921_lociStitched	chr1	155902971	155919028	2	11470	23191.1251	3734.8582	412	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	412	1
1_MACS_peak_25194_lociStitched	chr5	130708729	130719312	1	10584	32123.6382	2261.5871	414	CDC42SE2		CDC42SE2	414	1
3_MACS_peak_24997_lociStitched	chr5	109188171	109202447	3	11008	27529.8384	2385.5196	415	MAN2A1	LOC100289673	LOC100289673	415	1
1_MACS_peak_15848_lociStitched	chr2	37614243	37624986	1	10744	30298.4829	2375.2773	416		QPCT	QPCT	416	1
2_MACS_peak_6819_lociStitched	chr12	27329628	27340698	2	10873	28656.909	2229.498	417			STK38L	417	1
1_MACS_peak_12160_lociStitched	chr17	6062837	6071623	1	8787	44042.4608	1499.7702	418			WSCD1	418	1
1_MACS_peak_8607_lociStitched	chr13	78688821	78696752	1	7932	48374.3414	1523.5451	419			EDNRB	419	1
2_MACS_peak_19637_lociStitched	chr22	23477631	23488670	2	9965	36615.2591	2021.2409	420	RAB36,RTDR1	BCR	RTDR1	420	1
2_MACS_peak_27435_lociStitched	chr6	130833348	130848445	2	11251	23134.6428	2269.0791	423			TMEM200A	423	1
1_MACS_peak_28433_lociStitched	chr7	47513281	47522843	1	9563	39456.6368	2228.9022	424	TNS3		TNS3	424	1
1_MACS_peak_23650_lociStitched	chr4	144273065	144282975	1	9911	36634.297	1994.883	425	GAB1		GAB1	425	1
2_MACS_peak_5219_lociStitched	chr11	35183311	35197086	2	11307	22133.67	2611.74	426	CD44		CD44	426	1
3_MACS_peak_21200_lociStitched	chr3	101495456	101513628	3	11073	25030.1128	3005.6488	428	FAM55C	NFKBIZ	FAM55C	428	1
3_MACS_peak_26204_lociStitched	chr6	26020294	26035055	3	10805	27899.7661	2673.2171	430	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	430	1
3_MACS_peak_24474_lociStitched	chr5	55953602	55969220	3	11250	21505.986	2411.4192	431			MAP3K1	431	1
3_MACS_peak_773_lociStitched	chr1	44289650	44305851	3	11084	23906.1956	2441.4907	432	ST3GAL3		ARTN	432	1
1_MACS_peak_7668_lociStitched	chr12	94597109	94604158	1	7050	51472.5029	1856.7066	433	PLXNC1		PLXNC1	433	1
1_MACS_peak_18798_lociStitched	chr20	45978460	45987369	1	8910	42405.0582	1830.7995	434	ZMYND8	LOC100131496	ZMYND8	434	1
3_MACS_peak_10191_lociStitched	chr15	52959351	52977415	3	11205	22021.8224	3020.3008	435	KIAA1370		KIAA1370	435	1
4_MACS_peak_32171_lociStitched	chr9	123630314	123646424	4	10529	30077.37	2704.869	436	PHF19	LOC253039,PSMD5,TRAF1	PHF19	436	1
4_MACS_peak_30661_lociStitched	chr8	103815626	103828782	4	10851	24145.2068	976.1752	437		AZIN1	AZIN1	437	1
2_MACS_peak_702_lociStitched	chr1	40846419	40858422	2	11065	22320.7788	2274.5685	438	SMAP2	SMAP2	SMAP2	438	1
4_MACS_peak_22127_lociStitched	chr3	181416967	181433243	4	11209	20454.0492	2845.0448	439	SOX2OT,SOX2		SOX2	439	1
1_MACS_peak_31207_lociStitched	chr9	9605116	9615866	1	10751	25578.55	1692.05	440	PTPRD		PTPRD	440	1
2_MACS_peak_28489_lociStitched	chr7	52774014	52788671	2	10163	31956.6571	1927.3955	441			POM121L12	441	1
2_MACS_peak_22320_lociStitched	chr3	193814888	193823383	2	8325	45129.6875	2379.4495	442		HES1	HES1	442	1
4_MACS_peak_13412_lociStitched	chr17	76137349	76152582	4	11003	22424.4993	2240.7743	443	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	443	1
2_MACS_peak_13369_lociStitched	chr17	74777104	74788875	2	10868	23432.5297	1704.4408	444		MFSD11,MIR636,SRSF2	MFSD11	444	1
2_MACS_peak_27263_lociStitched	chr6	113946302	113957102	2	10562	27429.84	2017.44	445			MARCKS	445	1
2_MACS_peak_9357_lociStitched	chr14	72980329	72990417	2	9582	35584.4112	1251.9208	446	RGS6		DPF3	446	1
4_MACS_peak_7858_lociStitched	chr12	109161689	109181019	4	10511	29128.377	3295.765	447	SSH1	CORO1C,SSH1	CORO1C	447	1
1_MACS_peak_25304_lociStitched	chr5	138719970	138730362	1	10393	29379.2232	2331.9648	448	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	448	1
2_MACS_peak_33350_lociStitched	chrX	119434641	119445672	2	10376	27603.9744	1063.3884	450	FAM70A		FAM70A	450	1
3_MACS_peak_14801_lociStitched	chr19	19050020	19061665	3	10500	26605.3315	1595.365	451	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	451	1
2_MACS_peak_20333_lociStitched	chr3	14726676	14741911	2	10254	29720.438	2311.1495	453	C3orf20	C3orf19	C3orf20	453	1
2_MACS_peak_15574_lociStitched	chr2	13680542	13692085	2	10284	28152.2227	1844.5714	454			MIR3125	454	1
1_MACS_peak_21448_lociStitched	chr3	124501893	124512328	1	10436	26486.117	1998.3025	458	ITGB5		UMPS	458	1
1_MACS_peak_2498_lociStitched	chr1	197739975	197749011	1	9037	39231.6012	2603.2716	459	DENND1B		DENND1B	459	1
2_MACS_peak_9512_lociStitched	chr14	91812828	91823775	2	10906	18870.4386	1119.8781	460	CCDC88C		CCDC88C	460	1
3_MACS_peak_26282_lociStitched	chr6	27790834	27808124	3	9750	34177.143	3091.452	461	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	461	1
2_MACS_peak_27984_lociStitched	chr7	7998089	8013529	2	10496	26197.048	2766.848	463	GLCCI1		GLCCI1	463	1
3_MACS_peak_25488_lociStitched	chr5	150459520	150475741	3	10667	23658.3285	2835.4308	464	TNIP1	ANXA6	TNIP1	464	1
3_MACS_peak_25696_lociStitched	chr5	171601000	171616099	3	10446	26088.0522	2427.9192	465	STK10	EFCAB9	STK10	465	1
2_MACS_peak_19916_lociStitched	chr22	38700859	38715143	2	10841	20180.4352	2505.4136	467	CSNK1E	TMEM184B	CSNK1E	467	1
2_MACS_peak_25034_lociStitched	chr5	112256308	112267736	2	9521	34513.7028	2159.892	468	REEP5	DCP2	REEP5	468	1
2_MACS_peak_15116_lociStitched	chr19	44257328	44271920	2	9632	33450.7008	2169.8304	469	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	469	1
2_MACS_peak_25206_lociStitched	chr5	131434893	131444055	2	8036	43819.0974	2077.0254	470		IL3,CSF2	CSF2	470	1
4_MACS_peak_322_lociStitched	chr1	23937208	23954677	4	10700	22388.2704	3230.0181	473	MDS2		MDS2	473	1
3_MACS_peak_2807_lociStitched	chr1	211686746	211702755	3	10712	22289.3307	3350.6837	474		RD3,SLC30A1	RD3	474	1
4_MACS_peak_16275_lociStitched	chr2	68936201	68955501	4	10656	22745.05	3145.9	475		ARHGAP25	ARHGAP25	475	1
3_MACS_peak_11873_lociStitched	chr16	79629428	79640861	3	10638	20870.9415	1057.5525	476	MAF		MAF	476	1
1_MACS_peak_24192_lociStitched	chr5	15440098	15449650	1	9553	33277.2576	1783.3584	477			FBXL7	477	1
2_MACS_peak_19703_lociStitched	chr22	26982162	26992468	2	10061	28809.3924	2004.517	478	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	478	1
1_MACS_peak_27556_lociStitched	chr6	138186702	138196104	1	9403	34735.689	2055.2772	479	TNFAIP3		TNFAIP3	479	1
3_MACS_peak_6403_lociStitched	chr11	132215214	132231707	3	10188	27988.621	2698.2548	481			NTM	481	1
3_MACS_peak_17756_lociStitched	chr2	207997086	208015216	3	10568	22700.573	2521.883	483	KLF7	MIR2355	KLF7	483	1
3_MACS_peak_6364_lociStitched	chr11	129233447	129249468	3	10550	22777.0557	2750.8057	484	BARX2		BARX2	484	1
4_MACS_peak_16188_lociStitched	chr2	64497832	64516443	4	9864	30549.9565	2631.5954	485			LOC150992	485	1
2_MACS_peak_8094_lociStitched	chr12	125398269	125413059	2	10039	27228.39	1366.596	487	UBC	SCARB1	UBC	487	1
1_MACS_peak_17836_lociStitched	chr2	217079890	217089182	1	9293	34640.576	2087.9124	488			XRCC5	488	1
1_MACS_peak_28081_lociStitched	chr7	20254442	20262866	1	8425	40035.06	1634.256	489	MACC1		MACC1	489	1
3_MACS_peak_9874_lociStitched	chr15	34619131	34635751	3	9997	29136.522	3109.602	490	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	490	1
3_MACS_peak_2544_lociStitched	chr1	200850910	200864472	3	9573	32768.5044	3215.5502	492	C1orf106	GPR25	C1orf106	492	1
2_MACS_peak_7139_lociStitched	chr12	51711712	51722333	2	10005	27629.4694	2325.999	493	BIN2,CELA1	SMAGP	BIN2	493	1
1_MACS_peak_3484_lociStitched	chr10	15824745	15833491	1	8747	37385.6516	1630.2544	495	FAM188A		ITGA8	495	1
4_MACS_peak_23957_lociStitched	chr4	185366581	185381695	4	10466	21939.4824	2755.2822	496	IRF2		IRF2	496	1
2_MACS_peak_20025_lociStitched	chr22	42141316	42152153	2	10270	23870.6599	2137.0564	497	MEI1	CCDC134	CCDC134	497	1
1_MACS_peak_30956_lociStitched	chr8	134576829	134586081	1	9253	33530.1732	1831.896	499	ST3GAL1		ST3GAL1	499	1
1_MACS_peak_5218_lociStitched	chr11	35159628	35169472	1	9845	28724.792	2494.4696	500	CD44		CD44	500	1
2_MACS_peak_21641_lociStitched	chr3	140470601	140485522	2	10340	22423.2788	2244.1184	501			TRIM42	501	1
3_MACS_peak_19026_lociStitched	chr20	61272887	61285082	3	10113	24993.6525	2058.516	502	SLCO4A1	LOC100127888	SLCO4A1	502	1
3_MACS_peak_26604_lociStitched	chr6	42737894	42752632	3	9569	30739.0466	2333.0254	504		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	504	1
2_MACS_peak_11988_lociStitched	chr16	89033284	89046272	2	9120	33349.2876	1198.7924	505	CBFA2T3	CBFA2T3	CBFA2T3	505	1
3_MACS_peak_11614_lociStitched	chr16	57568877	57584172	3	10408	20244.462	2496.144	507	GPR114,CCDC102A	DOK4	GPR114	507	1
1_MACS_peak_27545_lociStitched	chr6	137973515	137983814	1	10300	21075.8736	1738.4712	508			OLIG3	508	1
3_MACS_peak_2386_lociStitched	chr1	184710778	184725737	3	10248	23509.5644	3463.0085	509	EDEM3		EDEM3	509	1
1_MACS_peak_25747_lociStitched	chr5	175076442	175086595	1	10154	22798.5615	1772.7138	511	HRH2	HRH2	HRH2	511	1
4_MACS_peak_14298_lociStitched	chr19	1258454	1277079	4	10213	23648.1625	3609.525	512	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	512	1
3_MACS_peak_18506_lociStitched	chr20	31254799	31270309	3	9931	25876.884	2390.091	513		C20orf203	C20orf203	513	1
2_MACS_peak_7409_lociStitched	chr12	68376418	68387457	2	8395	38215.9141	1898.708	514			IFNG	514	1
3_MACS_peak_8895_lociStitched	chr14	23023768	23039453	3	10370	18230.6755	1358.321	516	DAD1	ABHD4	DAD1	516	1
1_MACS_peak_3642_lociStitched	chr10	30989303	30997059	1	7757	41101.3708	1472.0888	517			LYZL2	517	1
2_MACS_peak_5126_lociStitched	chr11	26126301	26135975	2	9442	29304.4808	1527.5246	518			ANO3	518	1
3_MACS_peak_5652_lociStitched	chr11	67644674	67655580	3	9418	29878.0776	2053.5998	519			LOC645332	519	1
3_MACS_peak_18461_lociStitched	chr20	25289137	25303014	3	9448	29813.3468	2285.5419	520	ABHD12		PYGB	520	1
2_MACS_peak_23948_lociStitched	chr4	185263595	185277271	2	8766	35517.9396	2394.6676	521			IRF2	521	1
2_MACS_peak_9811_lociStitched	chr15	31367305	31377107	2	9536	28379.7306	1717.3104	522	TRPM1	MIR211	MIR211	522	1
3_MACS_peak_31367_lociStitched	chr9	33445137	33459616	3	10118	22260.0146	2380.3476	524	AQP3	AQP7,NOL6	AQP3	524	1
2_MACS_peak_2276_lociStitched	chr1	178544375	178552640	2	7951	40497.6735	2205.102	525		C1orf220	C1orf220	525	1
2_MACS_peak_6966_lociStitched	chr12	41153479	41166335	2	9629	27339.5696	1756.1296	526	CNTN1		CNTN1	526	1
1_MACS_peak_13206_lociStitched	chr17	65642071	65649064	1	6994	44184.5712	1432.1664	530	PITPNC1		NOL11	530	1
1_MACS_peak_21757_lociStitched	chr3	151910730	151920033	1	9304	29890.539	1888.509	531			MBNL1	531	1
1_MACS_peak_7456_lociStitched	chr12	72078849	72089064	1	10216	19127.5875	1948.0005	532	TMEM19	THAP2,ZFC3H1	TMEM19	532	1
2_MACS_peak_18920_lociStitched	chr20	52481351	52491050	2	9058	31776.8337	1700.2347	533	SUMO1P1		SUMO1P1	533	1
1_MACS_peak_12666_lociStitched	chr17	38015958	38025124	1	9167	30915.0848	1857.0316	534	ZPBP2,IKZF3	GSDMB	IKZF3	534	1
2_MACS_peak_2001_lociStitched	chr1	159035862	159048554	2	9144	32820.2428	3574.0672	535	AIM2		AIM2	535	1
3_MACS_peak_19249_lociStitched	chr21	34695983	34713085	3	9429	30590.3474	4012.1292	536	IFNAR1		IFNAR1	536	1
1_MACS_peak_23944_lociStitched	chr4	185183906	185191566	1	7661	40774.946	1682.902	537		ENPP6	ENPP6	537	1
2_MACS_peak_1868_lociStitched	chr1	154755694	154766125	2	9273	30579.5196	2728.7496	539	KCNN3		KCNN3	539	1
2_MACS_peak_24823_lociStitched	chr5	88563933	88571023	2	7072	43107.909	1378.296	546			MEF2C	546	1
3_MACS_peak_29028_lociStitched	chr7	104575943	104586888	3	9762	24359.192	2160.543	548		LOC723809	LOC723809	548	1
5_MACS_peak_2351_lociStitched	chr1	183557455	183577431	5	10073	22103.444	4498.5952	549	NCF2	RGL1,ARPC5,APOBEC4	NCF2	549	1
1_MACS_peak_30742_lociStitched	chr8	118450209	118458008	1	7800	39306.96	1889.6977	551			MED30	551	1
2_MACS_peak_7664_lociStitched	chr12	94540982	94553271	2	9629	24668.9386	2129.6837	556	PLXNC1		PLXNC1	556	1
2_MACS_peak_2720_lociStitched	chr1	207093442	207105329	2	7226	43284.1331	3217.8109	557	FAIM3,PIGR	IL24,FCAMR	FAIM3	557	1
3_MACS_peak_3716_lociStitched	chr10	43890728	43905979	3	9879	21365.1259	2618.5967	558	HNRNPF	FXYD4,ZNF487P	HNRNPF	558	1
3_MACS_peak_7823_lociStitched	chr12	106529148	106544038	3	9979	19041.332	2299.016	560	NUAK1		NUAK1	560	1
1_MACS_peak_4282_lociStitched	chr10	91804652	91813517	1	8866	30744.7065	1584.1755	561			KIF20B	561	1
2_MACS_peak_16006_lociStitched	chr2	47204761	47215106	2	8053	36996.8235	2031.758	562	TTC7A	MCFD2	MCFD2	562	1
2_MACS_peak_3074_lociStitched	chr1	230238416	230248950	2	9754	22836.6586	3140.1854	563	GALNT2		GALNT2	563	1
1_MACS_peak_1240_lociStitched	chr1	88051887	88061738	1	9852	19635.0132	1424.4546	564			LMO4	564	1
2_MACS_peak_21578_lociStitched	chr3	133159901	133169722	2	9762	20966.8529	1606.7156	565	BFSP2		BFSP2	565	1
2_MACS_peak_22368_lociStitched	chr3	196357943	196371092	2	9702	23264.5257	3111.0534	567	LRRC33		LRRC33	567	1
2_MACS_peak_2999_lociStitched	chr1	226308487	226317134	2	8218	35685.3043	2115.0562	568			ACBD3	568	1
4_MACS_peak_6909_lociStitched	chr12	32608286	32625300	4	9776	21163.7146	2233.9382	569		FGD4	FGD4	569	1
2_MACS_peak_32927_lociStitched	chrX	48768210	48778958	2	9815	19653.7928	1359.622	570	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	570	1
2_MACS_peak_1964_lociStitched	chr1	156709487	156722900	2	9644	22955.0082	3139.9833	578	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	578	1
3_MACS_peak_22624_lociStitched	chr4	18204306	18218147	3	9154	27234.9357	2211.7918	582			LCORL	582	1
2_MACS_peak_7010_lociStitched	chr12	46119623	46132556	2	9766	19531.4166	2046.0006	583	ARID2,LOC400027		ARID2	583	1
2_MACS_peak_23099_lociStitched	chr4	78735783	78749475	2	9776	19513.8384	2385.1464	584	CNOT6L	MRPL1	CNOT6L	584	1
3_MACS_peak_16281_lociStitched	chr2	68989036	69003713	3	9573	22520.3888	2662.4078	586	ARHGAP25		ARHGAP25	586	1
2_MACS_peak_28989_lociStitched	chr7	101921731	101936241	2	9706	20039.761	2092.342	588	CUX1,SH2B2	MIR4285	SH2B2	588	1
2_MACS_peak_29084_lociStitched	chr7	106503725	106513674	2	8856	30245.9549	2968.7816	589	PIK3CG		PIK3CG	589	1
2_MACS_peak_26730_lociStitched	chr6	52430638	52443092	2	9653	20395.9158	2308.9716	590	TRAM2		TRAM2	590	1
3_MACS_peak_30019_lociStitched	chr8	29490599	29505868	3	9606	21136.8767	2462.8897	591			C8orf75	591	1
3_MACS_peak_30129_lociStitched	chr8	38811715	38824434	3	9546	21610.8529	2400.0753	592	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	592	1
2_MACS_peak_13410_lociStitched	chr17	76116405	76129296	2	9030	26886.7587	1836.9675	593	TMC8,TMC6	C17orf99,SYNGR2	TMC6	593	1
1_MACS_peak_4556_lociStitched	chr10	112255978	112265040	1	9063	26546.2228	1948.33	594	DUSP5		DUSP5	594	1
1_MACS_peak_10758_lociStitched	chr15	90637247	90646589	1	9343	23289.606	1759.0986	595	IDH2		IDH2	595	1
3_MACS_peak_20574_lociStitched	chr3	39248012	39263526	3	9670	19558.4998	2590.838	597		XIRP1	XIRP1	597	1
2_MACS_peak_27150_lociStitched	chr6	106439142	106447583	2	8394	31462.9834	1355.6246	599			PRDM1	599	1
2_MACS_peak_29578_lociStitched	chr7	150124592	150134391	2	8670	30068.2315	2320.4032	601	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	601	1
4_MACS_peak_19976_lociStitched	chr22	39911203	39929384	4	9555	20860.8794	3358.0307	603	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	603	1
3_MACS_peak_14282_lociStitched	chr19	1015147	1029561	3	9483	20919.0382	2884.2414	609	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	609	1
4_MACS_peak_1803_lociStitched	chr1	151880893	151900526	4	9471	22248.1156	4209.3152	610	THEM4		THEM4	610	1
2_MACS_peak_15683_lociStitched	chr2	25633106	25645748	2	8102	33663.1176	2371.6392	612	DTNB		DNMT3A	612	1
3_MACS_peak_25396_lociStitched	chr5	142960571	142975380	3	9117	24738.4345	2366.4782	614			NR3C1	614	1
3_MACS_peak_22529_lociStitched	chr4	9598948	9611048	3	9448	19690.33	1877.92	618		MIR548I2	MIR548I2	618	1
2_MACS_peak_21482_lociStitched	chr3	126627611	126636979	2	9153	22767.0504	1365.8544	619	CHCHD6		PLXNA1	619	1
2_MACS_peak_29251_lociStitched	chr7	122822418	122833668	2	8560	29352.375	2116.125	620	SLC13A1		SLC13A1	620	1
1_MACS_peak_3895_lociStitched	chr10	63656321	63665400	1	9080	23765.1904	1769.4971	621	ARID5B		ARID5B	621	1
2_MACS_peak_26352_lociStitched	chr6	30648962	30659423	2	9228	22042.3731	1846.3665	622	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	622	1
2_MACS_peak_17069_lociStitched	chr2	148044650	148057754	2	9301	20903.5008	1740.2112	623			ACVR2A	623	1
3_MACS_peak_28728_lociStitched	chr7	76950491	76966300	3	8950	25265.9438	2327.0848	627	PION		PION	627	1
2_MACS_peak_4256_lociStitched	chr10	90143725	90152895	2	8648	27882.302	1986.222	628	RNLS		RNLS	628	1
2_MACS_peak_9098_lociStitched	chr14	50465346	50476696	2	8574	27679.245	1173.59	630	C14orf182		C14orf182	630	1
4_MACS_peak_8036_lociStitched	chr12	122227401	122243335	4	8875	24802.8644	1185.4896	631	SETD1B,RHOF,LOC338799		RHOF	631	1
1_MACS_peak_1461_lociStitched	chr1	111323270	111331691	1	8422	28885.7142	1111.572	632			CD53	632	1
2_MACS_peak_3753_lociStitched	chr10	45949779	45961402	2	8756	26320.2835	1992.1822	634	MARCH8		MARCH8	634	1
3_MACS_peak_6241_lociStitched	chr11	120367965	120382577	3	9297	19818.2556	2083.6712	636			GRIK4	636	1
1_MACS_peak_10507_lociStitched	chr15	75334572	75341645	1	7074	37822.1602	1633.1557	637	PPCDC	SCAMP5	PPCDC	637	1
1_MACS_peak_1647_lociStitched	chr1	145433900	145441023	1	7124	38004.7665	2254.4295	640	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	640	1
1_MACS_peak_4342_lociStitched	chr10	97049237	97058198	1	8962	22976.004	1569.9672	641	PDLIM1		PDLIM1	641	1
2_MACS_peak_2986_lociStitched	chr1	226062448	226071848	2	8612	27379.38	2451.52	642	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	642	1
2_MACS_peak_30883_lociStitched	chr8	129277800	129287795	2	9073	21815.087	1923.038	643			MIR1208	643	1
2_MACS_peak_17490_lociStitched	chr2	187810409	187820827	2	8324	28859.9436	1581.4524	644			ZSWIM2	644	1
5_MACS_peak_19595_lociStitched	chr22	22549286	22565625	5	9086	22276.5926	2865.8606	646		VPREB1	VPREB1	646	1
1_MACS_peak_15806_lociStitched	chr2	33716596	33724757	1	8162	30319.7472	1811.742	647	RASGRP3	RASGRP3	RASGRP3	647	1
1_MACS_peak_28819_lociStitched	chr7	90337233	90345528	1	8296	28752.9585	1371.993	648	CDK14		CDK14	648	1
2_MACS_peak_21149_lociStitched	chr3	98272741	98284654	2	8819	24070.2165	1733.3415	649		GPR15,CLDND1,CPOX	GPR15	649	1
1_MACS_peak_12633_lociStitched	chr17	36856131	36863598	1	7468	34657.3338	1479.9594	650	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	650	1
3_MACS_peak_10762_lociStitched	chr15	90721502	90736477	3	8729	25926.2175	2656.565	651	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	651	1
1_MACS_peak_31297_lociStitched	chr9	22236706	22245665	1	8960	21713.9283	1004.3039	652			DMRTA1	652	1
3_MACS_peak_28402_lociStitched	chr7	45032785	45047909	3	9183	19361.7448	2307.9224	658	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	658	1
2_MACS_peak_4550_lociStitched	chr10	112146494	112157372	2	8944	21685.293	1518.5688	659			SMNDC1	659	1
2_MACS_peak_22799_lociStitched	chr4	40622362	40634243	2	9124	19813.9437	2111.2537	662	RBM47		RBM47	662	1
2_MACS_peak_14124_lociStitched	chr18	60797844	60811343	2	8818	23758.24	2311.0288	663	BCL2		BCL2	663	1
4_MACS_peak_15928_lociStitched	chr2	43395794	43407039	4	9105	19508.9505	1717.1115	666		LOC100129726,ZFP36L2	ZFP36L2	666	1
1_MACS_peak_6943_lociStitched	chr12	38931500	38940120	1	8621	24982.484	1648.144	668			ALG10B	668	1
1_MACS_peak_6485_lociStitched	chr12	4377608	4386551	1	8944	20554.5912	1193.8905	670	CCND2	C12orf5	CCND2	670	1
2_MACS_peak_12133_lociStitched	chr17	4842228	4854983	2	8117	29347.9795	2343.0935	675	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	675	1
2_MACS_peak_31812_lociStitched	chr9	93732271	93742622	2	7459	33374.7293	1665.4759	676			LOC100129316	676	1
1_MACS_peak_16249_lociStitched	chr2	66659688	66668465	1	8778	21856.4854	1413.9747	678	MEIS1		MEIS1	678	1
2_MACS_peak_12171_lociStitched	chr17	6914880	6926314	2	7379	34073.32	1997.5198	679	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	679	1
4_MACS_peak_24446_lociStitched	chr5	55272987	55292091	4	9020	19812.7584	3005.0592	684	IL6ST		IL6ST	684	1
2_MACS_peak_19640_lociStitched	chr22	23517287	23526349	2	8978	19354.6196	1994.5462	686	BCR	RAB36,RTDR1	BCR	686	1
2_MACS_peak_16253_lociStitched	chr2	67687576	67697369	2	8495	24628.4157	1566.88	687			ETAA1	687	1
2_MACS_peak_17032_lociStitched	chr2	137132537	137142790	2	8810	21374.4291	1923.4628	688			CXCR4	688	1
2_MACS_peak_19853_lociStitched	chr22	36772329	36785153	2	8995	19135.9728	2228.8112	689	MYH9		MYH9	689	1
2_MACS_peak_14570_lociStitched	chr19	11199096	11208219	2	8930	19117.2465	1595.6127	692	LDLR		LDLR	692	1
2_MACS_peak_30944_lociStitched	chr8	134221300	134232852	2	7629	31556.5984	1797.4912	695	WISP1		WISP1	695	1
2_MACS_peak_29949_lociStitched	chr8	26428206	26437609	2	8821	20429.8981	1867.4358	698	DPYSL2		DPYSL2	698	1
1_MACS_peak_29959_lociStitched	chr8	27216537	27225429	1	8893	19413.0144	1871.766	699	PTK2B	TRIM35	PTK2B	699	1
3_MACS_peak_4467_lociStitched	chr10	104531250	104543259	3	8739	21457.6812	2041.53	700	C10orf26		C10orf26	700	1
2_MACS_peak_1960_lociStitched	chr1	156626992	156635849	2	8300	26179.5206	2216.9071	702	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	702	1
2_MACS_peak_14703_lociStitched	chr19	16221369	16232416	2	8592	22701.585	1864.7336	705	RAB8A	TPM4,HSH2D	RAB8A	705	1
2_MACS_peak_20942_lociStitched	chr3	61615076	61625101	2	8571	22968.2775	1909.7625	706	PTPRG		PTPRG	706	1
2_MACS_peak_20253_lociStitched	chr3	8698302	8709210	2	8530	23323.4856	1909.9908	707		C3orf32	C3orf32	707	1
1_MACS_peak_11291_lociStitched	chr16	23412636	23419506	1	6871	35296.686	1371.252	710	COG7		COG7	710	1
2_MACS_peak_19936_lociStitched	chr22	39377101	39386195	2	8296	25255.8568	1667.8396	711	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	711	1
2_MACS_peak_29329_lociStitched	chr7	128572298	128582476	2	7567	32208.281	2783.683	712	IRF5	KCP	IRF5	712	1
3_MACS_peak_6343_lociStitched	chr11	128274155	128286805	3	8794	19971.82	2237.785	713			ETS1	713	1
2_MACS_peak_17940_lociStitched	chr2	227769121	227782452	2	8798	19599.2362	2015.6472	714	RHBDD1		RHBDD1	714	1
1_MACS_peak_30648_lociStitched	chr8	103541699	103549942	1	8244	24428.1305	887.7711	717		ODF1	ODF1	717	1
