REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_28710_lociStitched	chr7	76540956	76558210	5	11024	13984.367	2106.7134	384			PMS2P11	384	1
3_MACS_peak_24997_lociStitched	chr5	109188171	109202447	3	11008	27529.8384	2385.5196	385	MAN2A1	LOC100289673	LOC100289673	385	1
4_MACS_peak_13412_lociStitched	chr17	76137349	76152582	4	11003	22424.4993	2240.7743	386	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	386	1
3_MACS_peak_28646_lociStitched	chr7	74057039	74076641	3	10998	19427.5422	2901.096	387	GTF2I		GTF2I	387	1
2_MACS_peak_19362_lociStitched	chr21	41295859	41310457	2	10960	47398.2462	4061.1636	388	PCP4		PCP4	388	1
2_MACS_peak_12931_lociStitched	chr17	47815903	47827976	2	10940	34694.1801	2602.9388	389	FAM117A	MYST2,SLC35B1	FAM117A	389	1
3_MACS_peak_7619_lociStitched	chr12	92754027	92770356	3	10926	49246.6311	2694.285	390		CLLU1	CLLU1	390	1
2_MACS_peak_9512_lociStitched	chr14	91812828	91823775	2	10906	18870.4386	1119.8781	391	CCDC88C		CCDC88C	391	1
4_MACS_peak_5442_lociStitched	chr11	62308154	62325840	4	10906	15726.3912	3188.7858	392	AHNAK	EEF1G,TUT1,MTA2	AHNAK	392	1
3_MACS_peak_14728_lociStitched	chr19	16694085	16711258	3	10887	31500.4339	3443.1865	393	MED26	CHERP,SLC35E1	SLC35E1	393	1
2_MACS_peak_28092_lociStitched	chr7	20476365	20490635	2	10886	29664.476	2276.065	394			ITGB8	394	1
2_MACS_peak_6819_lociStitched	chr12	27329628	27340698	2	10873	28656.909	2229.498	395			STK38L	395	1
2_MACS_peak_13369_lociStitched	chr17	74777104	74788875	2	10868	23432.5297	1704.4408	396		MFSD11,MIR636,SRSF2	MFSD11	396	1
1_MACS_peak_30569_lociStitched	chr8	95952970	95963831	1	10862	17650.2111	1118.683	397	TP53INP1	CCNE2	TP53INP1	397	1
2_MACS_peak_2088_lociStitched	chr1	161768591	161780529	2	10858	13500.6842	2352.9798	398	ATF6	DUSP12	ATF6	398	1
4_MACS_peak_30661_lociStitched	chr8	103815626	103828782	4	10851	24145.2068	976.1752	399		AZIN1	AZIN1	399	1
2_MACS_peak_19916_lociStitched	chr22	38700859	38715143	2	10841	20180.4352	2505.4136	400	CSNK1E	TMEM184B	CSNK1E	400	1
2_MACS_peak_7583_lociStitched	chr12	89738018	89749574	2	10815	40234.5252	2142.4824	401	DUSP6		DUSP6	401	1
3_MACS_peak_26204_lociStitched	chr6	26020294	26035055	3	10805	27899.7661	2673.2171	402	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	402	1
1_MACS_peak_31207_lociStitched	chr9	9605116	9615866	1	10751	25578.55	1692.05	403	PTPRD		PTPRD	403	1
1_MACS_peak_15848_lociStitched	chr2	37614243	37624986	1	10744	30298.4829	2375.2773	404		QPCT	QPCT	404	1
1_MACS_peak_23327_lociStitched	chr4	105407077	105417803	1	10727	47428.2268	2081.9166	405	CXXC4		CXXC4	405	1
3_MACS_peak_2807_lociStitched	chr1	211686746	211702755	3	10712	22289.3307	3350.6837	406		RD3,SLC30A1	RD3	406	1
4_MACS_peak_322_lociStitched	chr1	23937208	23954677	4	10700	22388.2704	3230.0181	407	MDS2		MDS2	407	1
1_MACS_peak_28513_lociStitched	chr7	55594724	55605404	1	10681	78838.692	2221.44	408	VOPP1		VOPP1	408	1
4_MACS_peak_10620_lociStitched	chr15	81608503	81624735	4	10673	15222.3696	2957.4704	409	STARD5	IL16,TMC3	STARD5	409	1
3_MACS_peak_25488_lociStitched	chr5	150459520	150475741	3	10667	23658.3285	2835.4308	410	TNIP1	ANXA6	TNIP1	410	1
1_MACS_peak_11597_lociStitched	chr16	56943106	56953770	1	10665	59357.9568	2115.7376	411	SLC12A3	HERPUD1,CETP	HERPUD1	411	1
3_MACS_peak_2949_lociStitched	chr1	223899396	223915829	3	10664	20071.2662	3779.59	412	CAPN2	CAPN8	CAPN2	412	1
1_MACS_peak_14126_lociStitched	chr18	60821496	60832151	1	10656	98809.1425	2363.279	413	BCL2		BCL2	413	1
4_MACS_peak_16275_lociStitched	chr2	68936201	68955501	4	10656	22745.05	3145.9	414		ARHGAP25	ARHGAP25	414	1
6_MACS_peak_11367_lociStitched	chr16	29464463	29487984	6	10653	12978.8878	4650.1017	415	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	415	1
4_MACS_peak_13416_lociStitched	chr17	76163714	76184027	4	10645	17851.0644	3026.637	416	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	416	1
3_MACS_peak_11873_lociStitched	chr16	79629428	79640861	3	10638	20870.9415	1057.5525	417	MAF		MAF	417	1
1_MACS_peak_25194_lociStitched	chr5	130708729	130719312	1	10584	32123.6382	2261.5871	418	CDC42SE2		CDC42SE2	418	1
4_MACS_peak_12222_lociStitched	chr17	8088611	8104298	4	10584	13305.7134	3018.1788	419	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	419	1
3_MACS_peak_17756_lociStitched	chr2	207997086	208015216	3	10568	22700.573	2521.883	420	KLF7	MIR2355	KLF7	420	1
3_MACS_peak_16267_lociStitched	chr2	68637656	68656034	3	10565	18515.835	3118.7466	421		PLEK,APLF,FBXO48	FBXO48	421	1
2_MACS_peak_27263_lociStitched	chr6	113946302	113957102	2	10562	27429.84	2017.44	422			MARCKS	422	1
2_MACS_peak_25525_lociStitched	chr5	153651537	153665565	2	10561	14375.8944	2283.7584	423	GALNT10		GALNT10	423	1
3_MACS_peak_6364_lociStitched	chr11	129233447	129249468	3	10550	22777.0557	2750.8057	424	BARX2		BARX2	424	1
4_MACS_peak_18366_lociStitched	chr20	17873577	17885880	4	10531	11359.3599	1723.6503	425			SNORD17	425	1
4_MACS_peak_32171_lociStitched	chr9	123630314	123646424	4	10529	30077.37	2704.869	426	PHF19	LOC253039,PSMD5,TRAF1	PHF19	426	1
2_MACS_peak_3317_lociStitched	chr10	3797594	3808806	2	10517	33520.5164	1659.376	427		KLF6	KLF6	427	1
4_MACS_peak_9125_lociStitched	chr14	52073851	52093919	4	10517	16214.944	1629.5216	428	FRMD6	FRMD6	FRMD6	428	1
4_MACS_peak_7858_lociStitched	chr12	109161689	109181019	4	10511	29128.377	3295.765	429	SSH1	CORO1C,SSH1	CORO1C	429	1
3_MACS_peak_14801_lociStitched	chr19	19050020	19061665	3	10500	26605.3315	1595.365	430	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	430	1
2_MACS_peak_27984_lociStitched	chr7	7998089	8013529	2	10496	26197.048	2766.848	431	GLCCI1		GLCCI1	431	1
1_MACS_peak_23945_lociStitched	chr4	185200649	185211143	1	10495	100137.9456	2631.8952	432			ENPP6	432	1
2_MACS_peak_5124_lociStitched	chr11	26098512	26113299	2	10473	42191.7471	2454.642	433			ANO3	433	1
1_MACS_peak_5406_lociStitched	chr11	60602343	60612808	1	10466	15858.661	1954.862	434	CCDC86	MS4A10,ZP1,GPR44	CCDC86	434	1
4_MACS_peak_23957_lociStitched	chr4	185366581	185381695	4	10466	21939.4824	2755.2822	435	IRF2		IRF2	435	1
2_MACS_peak_19240_lociStitched	chr21	34600544	34613404	2	10465	49689.754	3321.738	436	IFNAR2	IL10RB	IFNAR2	436	1
3_MACS_peak_25696_lociStitched	chr5	171601000	171616099	3	10446	26088.0522	2427.9192	437	STK10	EFCAB9	STK10	437	1
5_MACS_peak_11403_lociStitched	chr16	30203619	30223757	5	10439	12338.5526	4071.9036	438	SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	CORO1A,LOC613037	CORO1A	438	1
1_MACS_peak_21448_lociStitched	chr3	124501893	124512328	1	10436	26486.117	1998.3025	439	ITGB5		UMPS	439	1
2_MACS_peak_27154_lociStitched	chr6	106585251	106596816	2	10425	38956.7025	2669.202	440		PRDM1	PRDM1	440	1
3_MACS_peak_11614_lociStitched	chr16	57568877	57584172	3	10408	20244.462	2496.144	441	GPR114,CCDC102A	DOK4	GPR114	441	1
4_MACS_peak_16481_lociStitched	chr2	86289760	86308523	4	10404	13980.3113	2829.4604	442	POLR1A	PTCD3,LOC90784	POLR1A	442	1
2_MACS_peak_16013_lociStitched	chr2	47526835	47539723	2	10400	39100.9032	2250.2448	443			EPCAM	443	1
1_MACS_peak_25304_lociStitched	chr5	138719970	138730362	1	10393	29379.2232	2331.9648	444	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	444	1
3_MACS_peak_7629_lociStitched	chr12	92884851	92900239	3	10390	12505.8276	2391.2952	445			CLLU1OS	445	1
2_MACS_peak_30029_lociStitched	chr8	29621939	29635493	2	10381	51018.6114	2476.3158	446		C8orf75	C8orf75	446	1
2_MACS_peak_33350_lociStitched	chrX	119434641	119445672	2	10376	27603.9744	1063.3884	447	FAM70A		FAM70A	447	1
2_MACS_peak_11121_lociStitched	chr16	11668539	11681882	2	10371	15571.281	2397.7371	448	LITAF		LITAF	448	1
3_MACS_peak_8895_lociStitched	chr14	23023768	23039453	3	10370	18230.6755	1358.321	449	DAD1	ABHD4	DAD1	449	1
5_MACS_peak_5213_lociStitched	chr11	35127553	35149209	5	10354	11871.8192	2923.56	450		CD44	CD44	450	1
2_MACS_peak_21641_lociStitched	chr3	140470601	140485522	2	10340	22423.2788	2244.1184	451			TRIM42	451	1
3_MACS_peak_29575_lociStitched	chr7	150100543	150118956	3	10322	48153.6776	4564.5827	452	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	452	1
5_MACS_peak_981_lociStitched	chr1	59470497	59487227	5	10316	16862.167	2606.534	453			LOC729467	453	1
1_MACS_peak_27545_lociStitched	chr6	137973515	137983814	1	10300	21075.8736	1738.4712	454			OLIG3	454	1
1_MACS_peak_28176_lociStitched	chr7	26001980	26012278	1	10299	52445.6544	2233.6362	455		MIR148A	MIR148A	455	1
2_MACS_peak_15574_lociStitched	chr2	13680542	13692085	2	10284	28152.2227	1844.5714	456			MIR3125	456	1
2_MACS_peak_20025_lociStitched	chr22	42141316	42152153	2	10270	23870.6599	2137.0564	457	MEI1	CCDC134	CCDC134	457	1
5_MACS_peak_1083_lociStitched	chr1	68208424	68232667	5	10267	18599.2296	3558.8724	458	GNG12		GADD45A	458	1
5_MACS_peak_4486_lociStitched	chr10	105250032	105267567	5	10265	10913.784	2758.2555	459	NEURL	CALHM2,CALHM1,CALHM3	NEURL	459	1
2_MACS_peak_20333_lociStitched	chr3	14726676	14741911	2	10254	29720.438	2311.1495	460	C3orf20	C3orf19	C3orf20	460	1
3_MACS_peak_2386_lociStitched	chr1	184710778	184725737	3	10248	23509.5644	3463.0085	461	EDEM3		EDEM3	461	1
1_MACS_peak_27156_lociStitched	chr6	106608792	106619033	1	10242	57847.3126	2009.2842	462			PRDM1	462	1
3_MACS_peak_16235_lociStitched	chr2	65609118	65622874	3	10242	16042.2472	2103.2924	463	SPRED2	SPRED2	SPRED2	463	1
1_MACS_peak_7456_lociStitched	chr12	72078849	72089064	1	10216	19127.5875	1948.0005	464	TMEM19	THAP2,ZFC3H1	TMEM19	464	1
4_MACS_peak_14298_lociStitched	chr19	1258454	1277079	4	10213	23648.1625	3609.525	465	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	465	1
5_MACS_peak_1616_lociStitched	chr1	144685076	144709746	5	10208	16097.175	4652.762	466	NBPF9	LOC653513	LOC653513	466	1
2_MACS_peak_30887_lociStitched	chr8	129664390	129679026	2	10201	44907.6388	2406.1584	467			MIR1208	467	1
3_MACS_peak_32293_lociStitched	chr9	130532179	130549697	3	10191	18986.0084	2885.2146	468	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	468	1
3_MACS_peak_6403_lociStitched	chr11	132215214	132231707	3	10188	27988.621	2698.2548	469			NTM	469	1
3_MACS_peak_6476_lociStitched	chr12	4216063	4230514	3	10175	63402.3174	2787.5979	470			CCND2	470	1
2_MACS_peak_23349_lociStitched	chr4	106545405	106560237	2	10174	18895.968	2196.6192	471	ARHGEF38		INTS12	471	1
2_MACS_peak_28489_lociStitched	chr7	52774014	52788671	2	10163	31956.6571	1927.3955	472			POM121L12	472	1
2_MACS_peak_18975_lociStitched	chr20	56047323	56058308	2	10162	45138.4635	2105.8245	473		CTCFL	CTCFL	473	1
1_MACS_peak_25747_lociStitched	chr5	175076442	175086595	1	10154	22798.5615	1772.7138	474	HRH2	HRH2	HRH2	474	1
5_MACS_peak_30798_lociStitched	chr8	124541854	124561105	5	10147	15150.537	2941.5528	475	FBXO32		FBXO32	475	1
2_MACS_peak_18911_lociStitched	chr20	52345009	52358779	2	10133	36826.488	2464.83	476			SUMO1P1	476	1
3_MACS_peak_31367_lociStitched	chr9	33445137	33459616	3	10118	22260.0146	2380.3476	477	AQP3	AQP7,NOL6	AQP3	477	1
3_MACS_peak_19026_lociStitched	chr20	61272887	61285082	3	10113	24993.6525	2058.516	478	SLCO4A1	LOC100127888	SLCO4A1	478	1
5_MACS_peak_2351_lociStitched	chr1	183557455	183577431	5	10073	22103.444	4498.5952	479	NCF2	RGL1,ARPC5,APOBEC4	NCF2	479	1
2_MACS_peak_27596_lociStitched	chr6	139683707	139698044	2	10062	19088.2818	2385.6768	480	CITED2		CITED2	480	1
2_MACS_peak_19703_lociStitched	chr22	26982162	26992468	2	10061	28809.3924	2004.517	481	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	481	1
3_MACS_peak_2192_lociStitched	chr1	169873291	169886271	3	10050	14349.39	2673.88	482		SCYL3	SCYL3	482	1
2_MACS_peak_8094_lociStitched	chr12	125398269	125413059	2	10039	27228.39	1366.596	483	UBC	SCARB1	UBC	483	1
1_MACS_peak_16479_lociStitched	chr2	86219199	86229233	1	10035	55818.1386	1735.882	484		LOC90784	LOC90784	484	1
2_MACS_peak_347_lociStitched	chr1	24709986	24720829	2	10031	16547.5023	2024.3881	485	C1orf201	NIPAL3	C1orf201	485	1
2_MACS_peak_7139_lociStitched	chr12	51711712	51722333	2	10005	27629.4694	2325.999	486	BIN2,CELA1	SMAGP	BIN2	486	1
3_MACS_peak_9874_lociStitched	chr15	34619131	34635751	3	9997	29136.522	3109.602	487	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	487	1
4_MACS_peak_24790_lociStitched	chr5	86365191	86380200	4	9994	16379.3217	2311.386	488		MIR4280	MIR4280	488	1
3_MACS_peak_7823_lociStitched	chr12	106529148	106544038	3	9979	19041.332	2299.016	489	NUAK1		NUAK1	489	1
2_MACS_peak_19637_lociStitched	chr22	23477631	23488670	2	9965	36615.2591	2021.2409	490	RAB36,RTDR1	BCR	RTDR1	490	1
4_MACS_peak_15382_lociStitched	chr19	56145680	56167579	4	9955	18213.3983	3107.4681	491	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	491	1
4_MACS_peak_5820_lociStitched	chr11	78127187	78140103	4	9933	11199.4636	2296.4648	492	GAB2		GAB2	492	1
3_MACS_peak_18506_lociStitched	chr20	31254799	31270309	3	9931	25876.884	2390.091	493		C20orf203	C20orf203	493	1
3_MACS_peak_21787_lociStitched	chr3	153338660	153349113	3	9928	10602.4779	1842.8639	494			C3orf79	494	1
4_MACS_peak_8366_lociStitched	chr13	42061653	42078227	4	9924	17372.8668	1455.1972	495		C13orf15	C13orf15	495	1
1_MACS_peak_12823_lociStitched	chr17	43298004	43307923	1	9920	47111.2824	2062.1601	496	FMNL1	LOC100133991,C17orf46	FMNL1	496	1
2_MACS_peak_8266_lociStitched	chr13	30943414	30957882	2	9920	16917.4324	1545.1824	497	LOC100188949		LOC100188949	497	1
1_MACS_peak_23650_lociStitched	chr4	144273065	144282975	1	9911	36634.297	1994.883	498	GAB1		GAB1	498	1
2_MACS_peak_15781_lociStitched	chr2	31430020	31443446	2	9904	16900.6488	2001.8166	499	CAPN14	EHD3	CAPN14	499	1
2_MACS_peak_27988_lociStitched	chr7	8164492	8175162	2	9900	14513.334	1677.324	500	ICA1		ICA1	500	1
3_MACS_peak_30849_lociStitched	chr8	126647905	126661217	3	9888	17913.9584	2255.0528	501			TRIB1	501	1
3_MACS_peak_3716_lociStitched	chr10	43890728	43905979	3	9879	21365.1259	2618.5967	502	HNRNPF	FXYD4,ZNF487P	HNRNPF	502	1
4_MACS_peak_28973_lociStitched	chr7	101376331	101391529	4	9878	12872.706	1969.6608	503			CUX1	503	1
2_MACS_peak_17935_lociStitched	chr2	227655286	227666939	2	9872	18108.762	1609.2793	504	IRS1	RHBDD1	IRS1	504	1
4_MACS_peak_16188_lociStitched	chr2	64497832	64516443	4	9864	30549.9565	2631.5954	505			LOC150992	505	1
4_MACS_peak_5202_lociStitched	chr11	35019451	35036665	4	9855	15823.1088	2688.8268	506			APIP	506	1
1_MACS_peak_1240_lociStitched	chr1	88051887	88061738	1	9852	19635.0132	1424.4546	507			LMO4	507	1
1_MACS_peak_5218_lociStitched	chr11	35159628	35169472	1	9845	28724.792	2494.4696	508	CD44		CD44	508	1
1_MACS_peak_2037_lociStitched	chr1	160675751	160685584	1	9834	40156.9887	2921.3843	509	CD48	SLAMF7	CD48	509	1
2_MACS_peak_14036_lociStitched	chr18	52983311	52996404	2	9827	13504.1202	1978.3523	510	TCF4		TCF4	510	1
2_MACS_peak_32927_lociStitched	chrX	48768210	48778958	2	9815	19653.7928	1359.622	511	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	511	1
4_MACS_peak_20377_lociStitched	chr3	17780740	17798396	4	9808	15215.9408	2554.8232	512	TBC1D5	TBC1D5	TBC1D5	512	1
4_MACS_peak_17329_lociStitched	chr2	173348313	173361711	4	9803	13782.5226	1997.6418	513	ITGA6		ITGA6	513	1
2_MACS_peak_12676_lociStitched	chr17	38251267	38261842	2	9791	14992.1775	2228.1525	514	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	514	1
2_MACS_peak_30573_lociStitched	chr8	95997980	96010581	2	9785	11609.3013	1296.6429	515		C8orf38,TP53INP1	C8orf38	515	1
2_MACS_peak_23099_lociStitched	chr4	78735783	78749475	2	9776	19513.8384	2385.1464	516	CNOT6L	MRPL1	CNOT6L	516	1
4_MACS_peak_6909_lociStitched	chr12	32608286	32625300	4	9776	21163.7146	2233.9382	517		FGD4	FGD4	517	1
2_MACS_peak_7010_lociStitched	chr12	46119623	46132556	2	9766	19531.4166	2046.0006	518	ARID2,LOC400027		ARID2	518	1
2_MACS_peak_21578_lociStitched	chr3	133159901	133169722	2	9762	20966.8529	1606.7156	519	BFSP2		BFSP2	519	1
3_MACS_peak_29028_lociStitched	chr7	104575943	104586888	3	9762	24359.192	2160.543	520		LOC723809	LOC723809	520	1
2_MACS_peak_3074_lociStitched	chr1	230238416	230248950	2	9754	22836.6586	3140.1854	521	GALNT2		GALNT2	521	1
2_MACS_peak_2034_lociStitched	chr1	160632955	160646554	2	9751	59793.4431	3565.6578	522		SLAMF1,CD48	SLAMF1	522	1
3_MACS_peak_26282_lociStitched	chr6	27790834	27808124	3	9750	34177.143	3091.452	523	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	523	1
4_MACS_peak_4705_lociStitched	chr10	126407289	126424359	4	9719	16904.421	2543.43	524	FAM53B		FAM53B	524	1
2_MACS_peak_28989_lociStitched	chr7	101921731	101936241	2	9706	20039.761	2092.342	525	CUX1,SH2B2	MIR4285	SH2B2	525	1
2_MACS_peak_22368_lociStitched	chr3	196357943	196371092	2	9702	23264.5257	3111.0534	526	LRRC33		LRRC33	526	1
2_MACS_peak_10511_lociStitched	chr15	75396626	75407741	2	9700	11590.722	1720.602	527			PPCDC	527	1
4_MACS_peak_22023_lociStitched	chr3	174901574	174919025	4	9685	19337.4531	2863.7091	528	NAALADL2		NAALADL2	528	1
3_MACS_peak_892_lociStitched	chr1	52417187	52430794	3	9683	18427.9601	2616.6261	529	RAB3B		RAB3B	529	1
3_MACS_peak_20574_lociStitched	chr3	39248012	39263526	3	9670	19558.4998	2590.838	530		XIRP1	XIRP1	530	1
1_MACS_peak_22973_lociStitched	chr4	69434586	69444248	1	9663	47916.7566	1910.1774	531		UGT2B15,UGT2B17	UGT2B17	531	1
3_MACS_peak_29125_lociStitched	chr7	111719159	111732804	3	9658	15910.07	3177.9205	532	DOCK4		DOCK4	532	1
2_MACS_peak_26730_lociStitched	chr6	52430638	52443092	2	9653	20395.9158	2308.9716	533	TRAM2		TRAM2	533	1
2_MACS_peak_22257_lociStitched	chr3	186779628	186792606	2	9645	57426.3522	3798.6606	534	ST6GAL1		ST6GAL1	534	1
2_MACS_peak_1964_lociStitched	chr1	156709487	156722900	2	9644	22955.0082	3139.9833	535	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	535	1
3_MACS_peak_6324_lociStitched	chr11	126172918	126189781	3	9637	19046.7585	3323.6973	536	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	536	1
2_MACS_peak_15116_lociStitched	chr19	44257328	44271920	2	9632	33450.7008	2169.8304	537	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	537	1
2_MACS_peak_7664_lociStitched	chr12	94540982	94553271	2	9629	24668.9386	2129.6837	538	PLXNC1		PLXNC1	538	1
2_MACS_peak_6966_lociStitched	chr12	41153479	41166335	2	9629	27339.5696	1756.1296	539	CNTN1		CNTN1	539	1
1_MACS_peak_1648_lociStitched	chr1	145448490	145458106	1	9617	51915.8224	3273.2864	540	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	540	1
3_MACS_peak_30019_lociStitched	chr8	29490599	29505868	3	9606	21136.8767	2462.8897	541			C8orf75	541	1
5_MACS_peak_11792_lociStitched	chr16	70827287	70850501	5	9586	12106.101	3238.353	542	VAC14,HYDIN	LOC100130894	VAC14	542	1
2_MACS_peak_9357_lociStitched	chr14	72980329	72990417	2	9582	35584.4112	1251.9208	543	RGS6		DPF3	543	1
3_MACS_peak_2544_lociStitched	chr1	200850910	200864472	3	9573	32768.5044	3215.5502	544	C1orf106	GPR25	C1orf106	544	1
3_MACS_peak_16281_lociStitched	chr2	68989036	69003713	3	9573	22520.3888	2662.4078	545	ARHGAP25		ARHGAP25	545	1
4_MACS_peak_7027_lociStitched	chr12	46939858	46955726	4	9573	11509.0604	2211.9992	546			SLC38A2	546	1
3_MACS_peak_26604_lociStitched	chr6	42737894	42752632	3	9569	30739.0466	2333.0254	547		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	547	1
1_MACS_peak_28433_lociStitched	chr7	47513281	47522843	1	9563	39456.6368	2228.9022	548	TNS3		TNS3	548	1
3_MACS_peak_6214_lociStitched	chr11	118963777	118979935	3	9558	17964.4644	3091.0254	549	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	549	1
4_MACS_peak_19976_lociStitched	chr22	39911203	39929384	4	9555	20860.8794	3358.0307	550	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	550	1
1_MACS_peak_24192_lociStitched	chr5	15440098	15449650	1	9553	33277.2576	1783.3584	551			FBXL7	551	1
3_MACS_peak_30129_lociStitched	chr8	38811715	38824434	3	9546	21610.8529	2400.0753	552	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	552	1
5_MACS_peak_10053_lociStitched	chr15	44954542	44976526	5	9546	18279.696	3710.8992	553	SPG11,PATL2	B2M	PATL2	553	1
1_MACS_peak_24079_lociStitched	chr5	1311156	1320699	1	9544	82567.9446	2418.1962	554	CLPTM1L	TERT	TERT	554	1
2_MACS_peak_9811_lociStitched	chr15	31367305	31377107	2	9536	28379.7306	1717.3104	555	TRPM1	MIR211	MIR211	555	1
2_MACS_peak_25034_lociStitched	chr5	112256308	112267736	2	9521	34513.7028	2159.892	556	REEP5	DCP2	REEP5	556	1
1_MACS_peak_22058_lociStitched	chr3	176911395	176920897	1	9503	51448.579	2360.2968	557	TBL1XR1		TBL1XR1	557	1
4_MACS_peak_24688_lociStitched	chr5	75585766	75600988	4	9493	9177.3438	2158.4796	558	SV2C		IQGAP2	558	1
4_MACS_peak_6620_lociStitched	chr12	10291579	10306705	4	9490	13276.0902	2252.2614	559		C12orf59,CLEC1A,CLEC7A,OLR1	CLEC7A	559	1
3_MACS_peak_14282_lociStitched	chr19	1015147	1029561	3	9483	20919.0382	2884.2414	560	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	560	1
4_MACS_peak_1803_lociStitched	chr1	151880893	151900526	4	9471	22248.1156	4209.3152	561	THEM4		THEM4	561	1
3_MACS_peak_17848_lociStitched	chr2	219080995	219095962	3	9458	12735.4203	2577.3174	562	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	562	1
4_MACS_peak_11694_lociStitched	chr16	67191374	67209029	4	9458	15262.7475	2574.099	563	FBXL8,HSF4,NOL3,TRADD	C16orf70,E2F4,ELMO3,B3GNT9,KIAA0895L,EXOC3L,MIR328	HSF4	563	1
3_MACS_peak_22529_lociStitched	chr4	9598948	9611048	3	9448	19690.33	1877.92	564		MIR548I2	MIR548I2	564	1
3_MACS_peak_18461_lociStitched	chr20	25289137	25303014	3	9448	29813.3468	2285.5419	565	ABHD12		PYGB	565	1
3_MACS_peak_17160_lociStitched	chr2	158323526	158337964	3	9447	54250.785	2276.8726	566		CYTIP	CYTIP	566	1
2_MACS_peak_5126_lociStitched	chr11	26126301	26135975	2	9442	29304.4808	1527.5246	567			ANO3	567	1
3_MACS_peak_19249_lociStitched	chr21	34695983	34713085	3	9429	30590.3474	4012.1292	568	IFNAR1		IFNAR1	568	1
2_MACS_peak_12110_lociStitched	chr17	4268226	4281480	2	9427	15740.4504	2222.6958	569	UBE2G1		UBE2G1	569	1
3_MACS_peak_5652_lociStitched	chr11	67644674	67655580	3	9418	29878.0776	2053.5998	570			LOC645332	570	1
1_MACS_peak_27556_lociStitched	chr6	138186702	138196104	1	9403	34735.689	2055.2772	571	TNFAIP3		TNFAIP3	571	1
3_MACS_peak_6479_lociStitched	chr12	4251019	4264099	3	9395	13464.552	2435.496	572			CCND2	572	1
1_MACS_peak_7771_lociStitched	chr12	102870286	102879676	1	9391	51157.659	1997.253	573	IGF1		IGF1	573	1
3_MACS_peak_12832_lociStitched	chr17	43516887	43531533	3	9391	15804.4986	2125.1346	574	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	574	1
3_MACS_peak_18283_lociStitched	chr20	9388594	9402819	3	9387	18330.335	2186.3825	575	PLCB4		C20orf103	575	1
2_MACS_peak_28212_lociStitched	chr7	29712849	29726238	2	9382	13951.338	1980.2331	576	DPY19L2P3,LOC646762,LOC100271874		LOC646762	576	1
