REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_13747_lociStitched	chr18	21082371	21084358	1	1988	2622.4426000000003	289.7046
1_MACS_peak_18219_lociStitched	chr20	4666195	4668182	1	1988	1664.3112	237.6452
1_MACS_peak_26486_lociStitched	chr6	34723999	34725986	1	1988	3687.0771999999997	433.5634
1_MACS_peak_29804_lociStitched	chr8	12808299	12810286	1	1988	2340.0899	385.6767
1_MACS_peak_31499_lociStitched	chr9	41953502	41955489	1	1988	7376.9362	648.1594
1_MACS_peak_31848_lociStitched	chr9	95498936	95500923	1	1988	1813.9323000000002	366.6015
1_MACS_peak_32164_lociStitched	chr9	123329711	123331698	1	1988	1688.1552000000001	361.634
1_MACS_peak_1195_lociStitched	chr1	85038561	85040547	1	1987	2503.5516	157.2912
1_MACS_peak_2881_lociStitched	chr1	217262390	217264376	1	1987	4067.7252	425.2026
1_MACS_peak_6486_lociStitched	chr12	4429295	4431281	1	1987	1540.3416	425.59979999999996
1_MACS_peak_8583_lociStitched	chr13	77318571	77320557	1	1987	1444.4178	333.44939999999997
1_MACS_peak_9123_lociStitched	chr14	52032810	52034796	1	1987	1509.7572	235.9368
1_MACS_peak_10353_lociStitched	chr15	65902610	65904596	1	1987	2249.3436	356.08979999999997
1_MACS_peak_10604_lociStitched	chr15	80667785	80669771	1	1987	1793.7552	180.9246
1_MACS_peak_16661_lociStitched	chr2	103592473	103594459	1	1987	1288.5168	300.879
1_MACS_peak_17132_lociStitched	chr2	153467805	153469791	1	1987	1817.7858	306.0426
1_MACS_peak_24774_lociStitched	chr5	82353664	82355650	1	1987	1134.8004	285.7854
1_MACS_peak_32073_lociStitched	chr9	113077956	113079942	1	1987	1955.4156	340.9962
1_MACS_peak_32079_lociStitched	chr9	114392609	114394595	1	1987	1568.94	389.0574
1_MACS_peak_32937_lociStitched	chrX	48936724	48938710	1	1987	3021.5004000000004	162.25619999999998
1_MACS_peak_16989_lociStitched	chr2	133707784	133709769	1	1986	2660.8925	419.629
1_MACS_peak_19469_lociStitched	chr21	46961009	46962994	1	1986	1839.301	212.39499999999998
1_MACS_peak_19758_lociStitched	chr22	31030452	31032437	1	1986	1509.394	414.071
1_MACS_peak_23178_lociStitched	chr4	85886560	85888545	1	1986	1874.237	310.851
1_MACS_peak_24670_lociStitched	chr5	74146919	74148904	1	1986	4518.654	337.25149999999996
1_MACS_peak_25124_lociStitched	chr5	123241826	123243811	1	1986	1458.181	316.6075
1_MACS_peak_26717_lociStitched	chr6	52240276	52242261	1	1986	870.224	271.151
1_MACS_peak_472_lociStitched	chr1	28654764	28656748	1	1985	3699.5648	267.84000000000003
1_MACS_peak_743_lociStitched	chr1	42800041	42802025	1	1985	2409.9647999999997	343.8272
1_MACS_peak_10272_lociStitched	chr15	60288686	60290670	1	1985	3543.6224	291.0528
1_MACS_peak_11152_lociStitched	chr16	14012963	14014947	1	1985	2210.3744	582.1056
1_MACS_peak_16604_lociStitched	chr2	97480728	97482712	1	1985	3132.736	294.62399999999997
1_MACS_peak_17593_lociStitched	chr2	197065123	197067107	1	1985	1377.6896	306.528
1_MACS_peak_18205_lociStitched	chr20	3995184	3997168	1	1985	1778.0608	282.32320000000004
1_MACS_peak_20871_lociStitched	chr3	53229630	53231614	1	1985	3163.6864	422.1952
1_MACS_peak_23264_lociStitched	chr4	100009257	100011241	1	1985	1964.9535999999998	282.1248
1_MACS_peak_29324_lociStitched	chr7	128451728	128453712	1	1985	1883.2128	581.5104
1_MACS_peak_30870_lociStitched	chr8	128987388	128989372	1	1985	1412.0128	424.37760000000003
1_MACS_peak_1496_lociStitched	chr1	114413605	114415588	1	1984	1265.3523	155.2689
1_MACS_peak_4933_lociStitched	chr11	9335262	9337245	1	1984	2732.7723	443.00219999999996
1_MACS_peak_5326_lociStitched	chr11	47663095	47665078	1	1984	3157.1343	392.8323
1_MACS_peak_5753_lociStitched	chr11	73586859	73588842	1	1984	2460.5063999999998	510.42420000000004
1_MACS_peak_6459_lociStitched	chr12	2628605	2630588	1	1984	4296.7644	706.9395
1_MACS_peak_7075_lociStitched	chr12	49075008	49076991	1	1984	2497.7868000000003	445.3818
1_MACS_peak_16375_lociStitched	chr2	74374046	74376029	1	1984	1552.0940999999998	306.9684
1_MACS_peak_17111_lociStitched	chr2	152145368	152147351	1	1984	4316.991	365.8635
1_MACS_peak_19000_lociStitched	chr20	58514742	58516725	1	1984	4256.9061	396.2034
1_MACS_peak_20827_lociStitched	chr3	51572010	51573993	1	1984	1568.553	252.63420000000002
1_MACS_peak_26274_lociStitched	chr6	27485853	27487836	1	1984	3478.3803	303.00239999999997
1_MACS_peak_26464_lociStitched	chr6	33678444	33680427	1	1984	4348.3224	349.008
1_MACS_peak_26797_lociStitched	chr6	62995207	62997190	1	1984	2279.2602	629.9991
1_MACS_peak_27242_lociStitched	chr6	111278954	111280937	1	1984	7378.148099999999	399.1779
1_MACS_peak_27290_lociStitched	chr6	116574196	116576179	1	1984	3337.1907	431.6991
1_MACS_peak_27934_lociStitched	chr7	6119997	6121980	1	1984	2435.7189	265.9203
1_MACS_peak_29668_lociStitched	chr7	158448787	158450770	1	1984	1311.5562	484.6452
1_MACS_peak_30682_lociStitched	chr8	105290155	105292138	1	1984	1194.1625999999999	164.589
1_MACS_peak_32419_lociStitched	chr9	135819209	135821192	1	1984	4808.775	353.1723
1_MACS_peak_684_lociStitched	chr1	40264093	40266075	1	1983	4889.7922	355.769
1_MACS_peak_7166_lociStitched	chr12	53645022	53647004	1	1983	3388.4272	413.24699999999996
1_MACS_peak_10261_lociStitched	chr15	59808267	59810249	1	1983	2463.0314	415.6254
1_MACS_peak_19815_lociStitched	chr22	35652698	35654680	1	1983	4987.703	407.8956
2_MACS_peak_20091_lociStitched	chr22	46465909	46467891	2	1794	1799.4578000000001	131.6048
1_MACS_peak_20919_lociStitched	chr3	58222587	58224569	1	1983	1553.4916	275.2998
1_MACS_peak_25096_lociStitched	chr5	118787522	118789504	1	1983	4706.8536	386.49
1_MACS_peak_1082_lociStitched	chr1	68201209	68203190	1	1982	5415.063499999999	340.5339
1_MACS_peak_5501_lociStitched	chr11	64106652	64108633	1	1982	3154.7425	387.48359999999997
1_MACS_peak_5838_lociStitched	chr11	79878142	79880123	1	1982	1105.3980000000001	218.70239999999998
1_MACS_peak_7754_lociStitched	chr12	101738583	101740564	1	1982	1772.2025999999998	408.2841
1_MACS_peak_14798_lociStitched	chr19	18810729	18812710	1	1982	1794.5879	444.3383
1_MACS_peak_18896_lociStitched	chr20	51773431	51775412	1	1982	2541.623	374.21090000000004
1_MACS_peak_19076_lociStitched	chr21	10104171	10106152	1	1982	4630.7856	941.3712
1_MACS_peak_26958_lociStitched	chr6	83902174	83904155	1	1982	1758.3355999999999	415.8119
1_MACS_peak_27931_lociStitched	chr7	6047622	6049603	1	1982	2916.6263	385.8988
1_MACS_peak_29345_lociStitched	chr7	128983484	128985465	1	1982	1605.6005	409.2746
1_MACS_peak_51_lociStitched	chr1	2322206	2324186	1	1981	1496.88	281.952
1_MACS_peak_2100_lociStitched	chr1	162413518	162415498	1	1981	1991.682	456.192
1_MACS_peak_6961_lociStitched	chr12	40908132	40910112	1	1981	1898.424	348.678
1_MACS_peak_8186_lociStitched	chr13	21749763	21751743	1	1981	2374.416	148.302
1_MACS_peak_11195_lociStitched	chr16	17119845	17121825	1	1981	991.5840000000001	211.85999999999999
1_MACS_peak_15691_lociStitched	chr2	25744165	25746145	1	1981	2313.4320000000002	332.046
1_MACS_peak_16803_lociStitched	chr2	112640824	112642804	1	1981	2731.41	346.5
1_MACS_peak_16967_lociStitched	chr2	131484210	131486190	1	1981	1934.064	228.49200000000002
1_MACS_peak_19423_lociStitched	chr21	44771998	44773978	1	1981	2762.694	429.85799999999995
1_MACS_peak_23504_lociStitched	chr4	122227734	122229714	1	1981	2642.706	278.19000000000005
1_MACS_peak_27599_lociStitched	chr6	139901085	139903065	1	1981	2590.434	312.444
1_MACS_peak_29633_lociStitched	chr7	154719118	154721098	1	1981	2247.3	640.728
1_MACS_peak_32269_lociStitched	chr9	129622203	129624183	1	1981	2145.726	228.69
1_MACS_peak_3390_lociStitched	chr10	7829255	7831234	1	1980	2934.4611999999997	348.89770000000004
1_MACS_peak_3792_lociStitched	chr10	51564333	51566312	1	1980	4523.2024	443.0981
1_MACS_peak_6803_lociStitched	chr12	26426866	26428845	1	1980	2687.0861999999997	293.0899
1_MACS_peak_8239_lociStitched	chr13	26974269	26976248	1	1980	1050.8490000000002	304.96389999999997
1_MACS_peak_9016_lociStitched	chr14	35014722	35016701	1	1980	5061.4904	358.79269999999997
1_MACS_peak_11505_lociStitched	chr16	46897267	46899246	1	1980	3354.405	340.388
1_MACS_peak_11715_lociStitched	chr16	67678065	67680044	1	1980	3259.413	402.9244
1_MACS_peak_12283_lociStitched	chr17	16318420	16320399	1	1980	1930.1187	234.1157
1_MACS_peak_12758_lociStitched	chr17	40856281	40858260	1	1980	993.8538	304.766
1_MACS_peak_18626_lociStitched	chr20	35936349	35938328	1	1980	2939.0129	354.0431
1_MACS_peak_21865_lociStitched	chr3	159578123	159580102	1	1980	1607.1459	353.8452
1_MACS_peak_26488_lociStitched	chr6	34778196	34780175	1	1980	1426.6611	243.8128
1_MACS_peak_32496_lociStitched	chr9	140148755	140150734	1	1980	2261.2054000000003	299.42269999999996
1_MACS_peak_1207_lociStitched	chr1	85929803	85931781	1	1979	1610.4876000000002	217.7778
1_MACS_peak_2008_lociStitched	chr1	159786762	159788740	1	1979	2539.3564	629.5974000000001
1_MACS_peak_2519_lociStitched	chr1	199010001	199011979	1	1979	1105.3064	398.3692
1_MACS_peak_7330_lociStitched	chr12	60603055	60605033	1	1979	1782.178	433.3798
1_MACS_peak_12654_lociStitched	chr17	37792440	37794418	1	1979	3491.1699999999996	316.8756
1_MACS_peak_18348_lociStitched	chr20	16049163	16051141	1	1979	1544.0267999999999	323.7986
1_MACS_peak_19772_lociStitched	chr22	31794677	31796655	1	1979	3439.9398	364.3476
1_MACS_peak_22033_lociStitched	chr3	175095247	175097225	1	1979	1293.4142000000002	319.447
1_MACS_peak_25417_lociStitched	chr5	144807985	144809963	1	1979	1264.1398	320.23819999999995
1_MACS_peak_29298_lociStitched	chr7	126417274	126419252	1	1979	1354.3365999999999	381.9518
1_MACS_peak_2805_lociStitched	chr1	211564267	211566244	1	1978	2821.9698	591.9138
1_MACS_peak_6145_lociStitched	chr11	115064412	115066389	1	1978	3492.7659	430.7883
1_MACS_peak_7115_lociStitched	chr12	50418178	50420155	1	1978	3199.3791	441.0687
1_MACS_peak_7186_lociStitched	chr12	54019017	54020994	1	1978	3405.3824999999997	572.9346
1_MACS_peak_10493_lociStitched	chr15	75164825	75166802	1	1978	1951.8920999999998	351.7083
1_MACS_peak_13086_lociStitched	chr17	57783916	57785893	1	1978	1971.4643999999998	432.1722
1_MACS_peak_13108_lociStitched	chr17	58754082	58756059	1	1978	1644.6662999999999	533.5922999999999
1_MACS_peak_14450_lociStitched	chr19	6640863	6642840	1	1978	1838.8077	602.7873
1_MACS_peak_16142_lociStitched	chr2	62002483	62004460	1	1978	2805.9561	291.0144
1_MACS_peak_16405_lociStitched	chr2	75873201	75875178	1	1978	4328.8392	383.7357
1_MACS_peak_20018_lociStitched	chr22	41864013	41865990	1	1978	5520.970200000001	411.8091
1_MACS_peak_20198_lociStitched	chr3	1984491	1986468	1	1978	1807.9665	363.768
1_MACS_peak_21091_lociStitched	chr3	83279306	83281283	1	1978	2243.1042	343.2072
1_MACS_peak_22916_lociStitched	chr4	57950769	57952746	1	1978	1853.2398	282.71099999999996
1_MACS_peak_26653_lociStitched	chr6	44354253	44356230	1	1978	3430.0950000000003	356.0577
1_MACS_peak_28562_lociStitched	chr7	66118599	66120576	1	1978	3748.7874	345.5796
1_MACS_peak_29011_lociStitched	chr7	102353057	102355034	1	1978	2624.8629	243.171
1_MACS_peak_3113_lociStitched	chr1	232940217	232942193	1	1977	5141.9472	455.6656
1_MACS_peak_5191_lociStitched	chr11	34459591	34461567	1	1977	3362.7568	433.9296
1_MACS_peak_8708_lociStitched	chr13	99802809	99804785	1	1977	1045.1064000000001	315.172
1_MACS_peak_15784_lociStitched	chr2	31478292	31480268	1	1977	1395.4512000000002	342.4408
1_MACS_peak_18256_lociStitched	chr20	6555731	6557707	1	1977	2286.232	422.2712
1_MACS_peak_19153_lociStitched	chr21	26327011	26328987	1	1977	1430.0312000000001	319.9144
1_MACS_peak_29569_lociStitched	chr7	150009130	150011106	1	1977	1772.472	510.0056
1_MACS_peak_1011_lociStitched	chr1	63152817	63154792	1	1976	2021.8075000000001	312.05
1_MACS_peak_1835_lociStitched	chr1	153747289	153749264	1	1976	4065.9325	503.8225
1_MACS_peak_2090_lociStitched	chr1	161818517	161820492	1	1976	1493.1	427.78499999999997
1_MACS_peak_2176_lociStitched	chr1	168242201	168244176	1	1976	1215.415	471.63000000000005
1_MACS_peak_5138_lociStitched	chr11	27527305	27529280	1	1976	3417.7374999999997	430.155
1_MACS_peak_5304_lociStitched	chr11	46638032	46640007	1	1976	3468.1	417.515
1_MACS_peak_5843_lociStitched	chr11	80526291	80528266	1	1976	2004.4274999999998	311.45750000000004
1_MACS_peak_7661_lociStitched	chr12	94135160	94137135	1	1976	2561.18	303.95250000000004
1_MACS_peak_16744_lociStitched	chr2	110652845	110654820	1	1976	1210.0825	425.415
1_MACS_peak_17546_lociStitched	chr2	192014635	192016610	1	1976	2409.6974999999998	407.245
1_MACS_peak_17651_lociStitched	chr2	201390041	201392016	1	1976	2764.4075	370.3125
1_MACS_peak_18744_lociStitched	chr20	43513482	43515457	1	1976	2419.5725	434.6975
1_MACS_peak_24751_lociStitched	chr5	80050571	80052546	1	1976	1570.52	313.4325
1_MACS_peak_29121_lociStitched	chr7	111620181	111622156	1	1976	1681.3174999999999	483.2825
1_MACS_peak_30575_lociStitched	chr8	96036146	96038121	1	1976	2251.5	233.2475
1_MACS_peak_6192_lociStitched	chr11	118442216	118444190	1	1975	2704.38	364.5978
1_MACS_peak_12649_lociStitched	chr17	37557107	37559081	1	1975	1620.0618	314.6556
1_MACS_peak_14461_lociStitched	chr19	7068570	7070544	1	1975	3064.8324	502.383
1_MACS_peak_16491_lociStitched	chr2	86563652	86565626	1	1975	1445.9550000000002	173.5146
1_MACS_peak_20439_lociStitched	chr3	25764774	25766748	1	1975	1046.8122	274.7808
1_MACS_peak_21427_lociStitched	chr3	122919835	122921809	1	1975	2786.8932	451.2564
1_MACS_peak_23704_lociStitched	chr4	150023425	150025399	1	1975	1551.1692	339.7254
1_MACS_peak_23880_lociStitched	chr4	175203923	175205897	1	1975	7249.7124	488.76239999999996
1_MACS_peak_25570_lociStitched	chr5	156928403	156930377	1	1975	1311.5256	233.5242
1_MACS_peak_28681_lociStitched	chr7	75291407	75293381	1	1975	2342.7432000000003	390.2598
1_MACS_peak_2550_lociStitched	chr1	201122461	201124434	1	1974	3093.4667	526.1990999999999
1_MACS_peak_3322_lociStitched	chr10	3870356	3872329	1	1974	1454.1009999999999	258.2657
1_MACS_peak_3564_lociStitched	chr10	23701887	23703860	1	1974	1757.5484000000001	223.14630000000002
1_MACS_peak_5425_lociStitched	chr11	61196442	61198415	1	1974	4747.235299999999	409.7921
1_MACS_peak_6033_lociStitched	chr11	104804452	104806425	1	1974	1729.1372	284.11199999999997
1_MACS_peak_11244_lociStitched	chr16	20885059	20887032	1	1974	1352.0969	295.55539999999996
1_MACS_peak_11454_lociStitched	chr16	31118644	31120617	1	1974	2304.0694	330.6748
1_MACS_peak_12567_lociStitched	chr17	33904590	33906563	1	1974	3778.0977000000003	516.5314
1_MACS_peak_12733_lociStitched	chr17	40306084	40308057	1	1974	1991.5462000000002	429.5221
1_MACS_peak_21373_lociStitched	chr3	119418296	119420269	1	1974	3277.1530000000002	243.8628
1_MACS_peak_25952_lociStitched	chr6	6810523	6812496	1	1974	2060.9958	336.9884
1_MACS_peak_29069_lociStitched	chr7	105997429	105999402	1	1974	1142.9589	312.3259
2_MACS_peak_1344_lociStitched	chr1	97926629	97928601	2	1936	939.658	113.1928
1_MACS_peak_3129_lociStitched	chr1	234128667	234130639	1	1973	1396.7676000000001	438.5728
1_MACS_peak_3605_lociStitched	chr10	27792281	27794253	1	1973	2088.1508	497.73280000000005
1_MACS_peak_4639_lociStitched	chr10	121301518	121303490	1	1973	2725.1068	279.8268
1_MACS_peak_9464_lociStitched	chr14	86786803	86788775	1	1973	1294.2236	223.822
1_MACS_peak_13861_lociStitched	chr18	34971460	34973432	1	1973	1652.9304	408.4012
1_MACS_peak_15435_lociStitched	chr19	58986443	58988415	1	1973	2452.9708	401.49920000000003
1_MACS_peak_16576_lociStitched	chr2	96796298	96798270	1	1973	1653.1276	278.4464
1_MACS_peak_16587_lociStitched	chr2	96970471	96972443	1	1973	3887.7980000000002	482.5484
1_MACS_peak_17693_lociStitched	chr2	203735196	203737168	1	1973	2624.3376	272.3332
1_MACS_peak_18383_lociStitched	chr20	19240426	19242398	1	1973	2918.56	327.9436
1_MACS_peak_21556_lociStitched	chr3	131099580	131101552	1	1973	2660.228	350.22720000000004
1_MACS_peak_30637_lociStitched	chr8	102380367	102382339	1	1973	2102.9408	221.0612
1_MACS_peak_31712_lociStitched	chr9	83727459	83729431	1	1973	3069.2208	316.9004
1_MACS_peak_31792_lociStitched	chr9	92444048	92446020	1	1973	1671.27	413.7256
1_MACS_peak_32043_lociStitched	chr9	111881013	111882985	1	1973	1933.1516	291.0672
1_MACS_peak_1251_lociStitched	chr1	89266849	89268820	1	1972	1816.8678	242.0388
1_MACS_peak_4533_lociStitched	chr10	110821341	110823312	1	1972	1572.8580000000002	227.0592
1_MACS_peak_7463_lociStitched	chr12	73845645	73847616	1	1972	2781.2781	318.5136
1_MACS_peak_9865_lociStitched	chr15	34207074	34209045	1	1972	2268.8181	455.1039
1_MACS_peak_11541_lociStitched	chr16	50154717	50156688	1	1972	1233.6489	324.8208
1_MACS_peak_12852_lociStitched	chr17	44449223	44451194	1	1972	2948.0247	231.0012
1_MACS_peak_16859_lociStitched	chr2	117209510	117211481	1	1972	1285.2891	272.1951
1_MACS_peak_17248_lociStitched	chr2	166005179	166007150	1	1972	1323.5265	287.1747
1_MACS_peak_21799_lociStitched	chr3	155051933	155053904	1	1972	1576.6029	494.32680000000005
1_MACS_peak_24250_lociStitched	chr5	31531412	31533383	1	1972	1637.9009999999998	417.6549
1_MACS_peak_26802_lociStitched	chr6	63977871	63979842	1	1972	1207.0404	351.2322
1_MACS_peak_27286_lociStitched	chr6	116407872	116409843	1	1972	2315.925	438.3504
1_MACS_peak_28859_lociStitched	chr7	92860352	92862323	1	1972	2452.5153	450.1764
1_MACS_peak_2307_lociStitched	chr1	180600436	180602406	1	1971	2164.045	547.857
1_MACS_peak_5041_lociStitched	chr11	17228496	17230466	1	1971	3146.484	413.503
1_MACS_peak_6340_lociStitched	chr11	128159795	128161765	1	1971	3987.28	433.991
1_MACS_peak_6974_lociStitched	chr12	41533240	41535210	1	1971	1549.996	236.991
1_MACS_peak_7909_lociStitched	chr12	111350427	111352397	1	1971	2297.2169999999996	242.31
1_MACS_peak_11150_lociStitched	chr16	12739815	12741785	1	1971	2513.7200000000003	284.468
1_MACS_peak_16258_lociStitched	chr2	68383867	68385837	1	1971	5959.644	460.783
1_MACS_peak_16296_lociStitched	chr2	69968198	69970168	1	1971	3716.011	397.349
1_MACS_peak_17523_lociStitched	chr2	190538368	190540338	1	1971	3517.2380000000003	382.771
1_MACS_peak_19404_lociStitched	chr21	43915606	43917576	1	1971	2005.2630000000001	726.5360000000001
1_MACS_peak_20276_lociStitched	chr3	10027781	10029751	1	1971	2743.422	422.959
1_MACS_peak_24613_lociStitched	chr5	68484486	68486456	1	1971	3213.464	502.54699999999997
1_MACS_peak_28677_lociStitched	chr7	75156408	75158378	1	1971	1885.0929999999998	341.401
1_MACS_peak_31696_lociStitched	chr9	80850057	80852027	1	1971	5122.7880000000005	473.588
1_MACS_peak_32204_lociStitched	chr9	125674438	125676408	1	1971	3372.4429999999998	450.933
1_MACS_peak_1661_lociStitched	chr1	145825870	145827839	1	1970	1951.279	522.3756999999999
1_MACS_peak_3886_lociStitched	chr10	62491614	62493583	1	1970	1578.5473	343.98429999999996
1_MACS_peak_4300_lociStitched	chr10	93682685	93684654	1	1970	2926.9184999999998	354.8138
1_MACS_peak_5600_lociStitched	chr11	66444580	66446549	1	1970	2456.9182	422.7443
1_MACS_peak_9872_lociStitched	chr15	34515806	34517775	1	1970	3675.7292	348.9068
1_MACS_peak_10202_lociStitched	chr15	54972786	54974755	1	1970	1156.7875000000001	247.50330000000002
1_MACS_peak_11363_lociStitched	chr16	28995537	28997506	1	1970	2561.669	288.45849999999996
1_MACS_peak_14490_lociStitched	chr19	8007566	8009535	1	1970	2579.3900000000003	759.8371000000001
1_MACS_peak_15541_lociStitched	chr2	11004127	11006096	1	1970	1012.4598	389.2713
1_MACS_peak_21293_lociStitched	chr3	112082402	112084371	1	1970	2832.9972000000002	309.92060000000004
1_MACS_peak_25230_lociStitched	chr5	132201269	132203238	1	1970	3141.1457	435.3459
1_MACS_peak_26017_lociStitched	chr6	11232273	11234242	1	1970	2245.2507	393.0124
1_MACS_peak_31844_lociStitched	chr9	95458109	95460078	1	1970	1796.5156	274.4786
1_MACS_peak_32684_lociStitched	chrX	19583733	19585702	1	1970	2402.7707	290.62440000000004
1_MACS_peak_1264_lociStitched	chr1	89828174	89830142	1	1969	1476.5904	419.3808
1_MACS_peak_8951_lociStitched	chr14	24700909	24702877	1	1969	1831.6176	355.6176
1_MACS_peak_11756_lociStitched	chr16	69165427	69167395	1	1969	1729.872	261.5472
1_MACS_peak_12917_lociStitched	chr17	46992269	46994237	1	1969	1292.7792000000002	334.1664
1_MACS_peak_13112_lociStitched	chr17	59488466	59490434	1	1969	2511.7584	359.15999999999997
1_MACS_peak_14415_lociStitched	chr19	4866651	4868619	1	1969	1743.648	402.8496
1_MACS_peak_14591_lociStitched	chr19	11877097	11879065	1	1969	3823.4304	360.3408
1_MACS_peak_15835_lociStitched	chr2	37192914	37194882	1	1969	2129.1792	316.0608
1_MACS_peak_16062_lociStitched	chr2	54341854	54343822	1	1969	11286.873599999999	430.59839999999997
1_MACS_peak_16769_lociStitched	chr2	111793214	111795182	1	1969	1095.5855999999999	308.3856
1_MACS_peak_19085_lociStitched	chr21	14423633	14425601	1	1969	1134.1584	262.1376
1_MACS_peak_20123_lociStitched	chr22	48313582	48315550	1	1969	1447.2672	251.904
1_MACS_peak_25007_lociStitched	chr5	109603537	109605505	1	1969	1371.4992	364.6704
1_MACS_peak_32912_lociStitched	chrX	48379199	48381167	1	1969	1496.664	141.4992
1_MACS_peak_32996_lociStitched	chrX	55542655	55544623	1	1969	1824.9264	127.7232
1_MACS_peak_33540_lociStitched	chrX	150564494	150566462	1	1969	1953.24	180.66240000000002
1_MACS_peak_4844_lociStitched	chr11	3243480	3245447	1	1968	1818.4915	341.4712
1_MACS_peak_5434_lociStitched	chr11	61891035	61893002	1	1968	2750.0627	433.1334
1_MACS_peak_8130_lociStitched	chr12	130014219	130016186	1	1968	1530.326	253.743
1_MACS_peak_8762_lociStitched	chr13	109832591	109834558	1	1968	1729.5830999999998	301.5411
1_MACS_peak_10602_lociStitched	chr15	80452057	80454024	1	1968	3870.6626	378.2541
1_MACS_peak_12065_lociStitched	chr17	1732313	1734280	1	1968	2264.6071	301.9345
1_MACS_peak_14829_lociStitched	chr19	20846949	20848916	1	1968	3230.9942	274.3965
1_MACS_peak_14908_lociStitched	chr19	34744636	34746603	1	1968	1848.9799999999998	224.238
1_MACS_peak_20913_lociStitched	chr3	57968914	57970881	1	1968	3125.3663	369.796
1_MACS_peak_22227_lociStitched	chr3	185303030	185304997	1	1968	2774.4535	593.4439000000001
1_MACS_peak_5_lociStitched	chr1	761872	763838	1	1967	2379.2532	431.34040000000005
1_MACS_peak_771_lociStitched	chr1	44248618	44250584	1	1967	1704.9152	360.76099999999997
1_MACS_peak_2573_lociStitched	chr1	202196465	202198431	1	1967	1298.9361999999999	482.0632
1_MACS_peak_2598_lociStitched	chr1	203037512	203039478	1	1967	1956.17	398.90139999999997
1_MACS_peak_2743_lociStitched	chr1	208304735	208306701	1	1967	1865.5374	475.37879999999996
1_MACS_peak_5984_lociStitched	chr11	98890652	98892618	1	1967	2465.7572	354.07660000000004
1_MACS_peak_11683_lociStitched	chr16	66784188	66786154	1	1967	3280.6642	229.6288
1_MACS_peak_13301_lociStitched	chr17	73200820	73202786	1	1967	6806.292	447.0684
1_MACS_peak_14918_lociStitched	chr19	35167377	35169343	1	1967	4565.4452	409.911
1_MACS_peak_21434_lociStitched	chr3	123475298	123477264	1	1967	3112.7678	355.2562
1_MACS_peak_21742_lociStitched	chr3	149687513	149689479	1	1967	1398.6124	187.5564
1_MACS_peak_27941_lociStitched	chr7	6354592	6356558	1	1967	1859.0496	353.6834
1_MACS_peak_29056_lociStitched	chr7	105461156	105463122	1	1967	2722.91	422.4934
2_MACS_peak_29935_lociStitched	chr8	25041226	25043192	2	1922	1583.2198	230.02200000000002
1_MACS_peak_31727_lociStitched	chr9	85768541	85770507	1	1967	1779.8198	313.7736
1_MACS_peak_860_lociStitched	chr1	49412791	49414756	1	1966	2636.8335	369.813
1_MACS_peak_3200_lociStitched	chr1	240738558	240740523	1	1966	2510.484	474.54749999999996
1_MACS_peak_5612_lociStitched	chr11	66848852	66850817	1	1966	1671.6255	408.71999999999997
1_MACS_peak_6718_lociStitched	chr12	16034402	16036367	1	1966	2808.378	285.1215
1_MACS_peak_8311_lociStitched	chr13	34252554	34254519	1	1966	3033.7635	247.39350000000002
1_MACS_peak_8427_lociStitched	chr13	47127186	47129151	1	1966	1779.3075	154.05599999999998
1_MACS_peak_12992_lociStitched	chr17	51825681	51827646	1	1966	2024.9325	326.58299999999997
1_MACS_peak_13245_lociStitched	chr17	68339822	68341787	1	1966	2089.1879999999996	259.1835
1_MACS_peak_15442_lociStitched	chr2	23295	25260	1	1966	2097.6375	299.66249999999997
1_MACS_peak_24667_lociStitched	chr5	73980490	73982455	1	1966	2338.9395	403.21799999999996
1_MACS_peak_26944_lociStitched	chr6	82852971	82854936	1	1966	1776.1635	430.5315
1_MACS_peak_32081_lociStitched	chr9	114687945	114689910	1	1966	1826.8605	378.6555
1_MACS_peak_32973_lociStitched	chrX	53122224	53124189	1	1966	2204.5335	222.6345
1_MACS_peak_5518_lociStitched	chr11	64794168	64796132	1	1965	2844.4611999999997	444.0604
1_MACS_peak_6061_lociStitched	chr11	108367835	108369799	1	1965	3840.9948	211.3264
1_MACS_peak_8067_lociStitched	chr12	123615645	123617609	1	1965	3075.2312	291.2612
1_MACS_peak_8461_lociStitched	chr13	50365666	50367630	1	1965	1901.152	136.3016
1_MACS_peak_9386_lociStitched	chr14	74867725	74869689	1	1965	1532.1164	201.8992
1_MACS_peak_10019_lociStitched	chr15	43028216	43030180	1	1965	2865.2796000000003	378.07
1_MACS_peak_22124_lociStitched	chr3	180706497	180708461	1	1965	3809.5708	696.4344000000001
1_MACS_peak_22332_lociStitched	chr3	194353190	194355154	1	1965	1909.5972000000002	416.368
1_MACS_peak_27649_lociStitched	chr6	144536393	144538357	1	1965	2298.862	268.8716
1_MACS_peak_30099_lociStitched	chr8	37706474	37708438	1	1965	3130.2232000000004	291.0648
2_MACS_peak_32710_lociStitched	chrX	21958139	21960103	2	1904	1217.4836	209.95159999999998
