#08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_ROSE/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam
#Using cutoff of 16723.5007 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
1_MACS_peak_30149_lociStitched	chr8	41685146	41687054	1	1909	5391.6264	469.1772	14359	0
1_MACS_peak_29206_lociStitched	chr7	118970122	118972030	1	1909	977.2776	359.8488	14360	0
1_MACS_peak_28558_lociStitched	chr7	65957648	65959556	1	1909	2631.8952	432.162	14361	0
1_MACS_peak_26443_lociStitched	chr6	33256088	33257996	1	1909	1847.898	500.85	14362	0
1_MACS_peak_25256_lociStitched	chr5	134073334	134075242	1	1909	1899.2232	416.898	14363	0
1_MACS_peak_24358_lociStitched	chr5	41924461	41926369	1	1909	2833.38	410.6016	14364	0
1_MACS_peak_23125_lociStitched	chr4	80937740	80939648	1	1909	1337.508	441.5112	14365	0
1_MACS_peak_22224_lociStitched	chr3	185254476	185256384	1	1909	4709.7072	533.0952	14366	0
1_MACS_peak_18579_lociStitched	chr20	34286354	34288262	1	1909	2391.8688	298.0296	14367	0
1_MACS_peak_16998_lociStitched	chr2	134796931	134798839	1	1909	1267.6752	347.6376	14368	0
1_MACS_peak_15861_lociStitched	chr2	38151499	38153407	1	1909	3714.6852	231.0588	14369	0
1_MACS_peak_13120_lociStitched	chr17	60500334	60502242	1	1909	2407.7052	344.2032	14370	0
1_MACS_peak_9023_lociStitched	chr14	35514549	35516457	1	1909	1486.9044	178.9704	14371	0
1_MACS_peak_6212_lociStitched	chr11	118937345	118939253	1	1909	1617.2208	342.1044	14372	0
1_MACS_peak_5142_lociStitched	chr11	28102082	28103990	1	1909	2002.446	213.3144	14373	0
1_MACS_peak_1930_lociStitched	chr1	155989478	155991386	1	1909	1737.234	520.5024	14374	0
1_MACS_peak_28634_lociStitched	chr7	73426558	73428465	1	1908	1643.834	157.7089	14375	0
1_MACS_peak_28592_lociStitched	chr7	70368409	70370316	1	1908	2695.1631	238.9471	14376	0
1_MACS_peak_28136_lociStitched	chr7	23412068	23413975	1	1908	1401.645	385.4047	14377	0
1_MACS_peak_18664_lociStitched	chr20	39317331	39319238	1	1908	3978.5741	266.2172	14378	0
1_MACS_peak_18157_lociStitched	chr20	1305271	1307178	1	1908	3266.5003	543.495	14379	0
1_MACS_peak_15551_lociStitched	chr2	11605227	11607134	1	1908	2965.5757	329.1482	14380	0
1_MACS_peak_6630_lociStitched	chr12	10891804	10893711	1	1908	1762.6401	277.2778	14381	0
1_MACS_peak_1613_lociStitched	chr1	144567041	144568948	1	1908	2750.2754	821.1542	14382	0
1_MACS_peak_31315_lociStitched	chr9	27366090	27367996	1	1907	1022.1878	211.3754	14383	0
1_MACS_peak_25475_lociStitched	chr5	149736394	149738300	1	1907	1789.5434	375.6726	14384	0
1_MACS_peak_25340_lociStitched	chr5	140069939	140071845	1	1907	1885.4152	496.7036	14385	0
1_MACS_peak_23185_lociStitched	chr4	87514658	87516564	1	1907	1307.1348	447.7194	14386	0
1_MACS_peak_21733_lociStitched	chr3	149319564	149321470	1	1907	2003.206	250.0672	14387	0
1_MACS_peak_19256_lociStitched	chr21	34765975	34767881	1	1907	1577.5962	320.3986	14388	0
1_MACS_peak_15809_lociStitched	chr2	33823343	33825249	1	1907	1784.016	532.727	14389	0
1_MACS_peak_12322_lociStitched	chr17	17799980	17801886	1	1907	978.3498	330.3098	14390	0
1_MACS_peak_5343_lociStitched	chr11	57092166	57094072	1	1907	2438.1552	408.2652	14391	0
1_MACS_peak_3433_lociStitched	chr10	12647030	12648936	1	1907	2964.5924	440.8578	14392	0
1_MACS_peak_3009_lociStitched	chr1	226543165	226545071	1	1907	1793.9272	503.184	14393	0
1_MACS_peak_2997_lociStitched	chr1	226270129	226272035	1	1907	2197.9992	425.4192	14394	0
1_MACS_peak_382_lociStitched	chr1	26001813	26003719	1	1907	1574.9278	340.6022	14395	0
1_MACS_peak_32679_lociStitched	chrX	18692172	18694077	1	1906	1730.883	211.455	14396	0
1_MACS_peak_25337_lociStitched	chr5	140018028	140019933	1	1906	2456.8785	453.009	14397	0
1_MACS_peak_23747_lociStitched	chr4	154626622	154628527	1	1906	1812.2265	282.1305	14398	0
1_MACS_peak_23145_lociStitched	chr4	82586855	82588760	1	1906	1326.261	338.5185	14399	0
1_MACS_peak_16350_lociStitched	chr2	71643700	71645605	1	1906	2650.617	359.0925	14400	0
1_MACS_peak_16027_lociStitched	chr2	48976542	48978447	1	1906	1379.982	266.7	14401	0
1_MACS_peak_15072_lociStitched	chr19	42068655	42070560	1	1906	1880.4255	411.2895	14402	0
1_MACS_peak_13619_lociStitched	chr18	7414273	7416178	1	1906	951.5475	275.844	14403	0
1_MACS_peak_13356_lociStitched	chr17	74415442	74417347	1	1906	2039.6835	318.516	14404	0
1_MACS_peak_13166_lociStitched	chr17	62832544	62834449	1	1906	2367.3435	390.525	14405	0
1_MACS_peak_9108_lociStitched	chr14	50778105	50780010	1	1906	1686.8775	175.641	14406	0
1_MACS_peak_7871_lociStitched	chr12	109568481	109570386	1	1906	1919.2875	350.901	14407	0
1_MACS_peak_6856_lociStitched	chr12	29697151	29699056	1	1906	1389.3165	365.76	14408	0
1_MACS_peak_5462_lociStitched	chr11	62537851	62539756	1	1906	3204.591	434.34	14409	0
1_MACS_peak_2957_lociStitched	chr1	224301016	224302921	1	1906	3050.667	741.426	14410	0
1_MACS_peak_32082_lociStitched	chr9	114744935	114746839	1	1905	2115.7248	443.2512	14411	0
1_MACS_peak_30819_lociStitched	chr8	125538658	125540562	1	1905	1760.0576	385.1792	14412	0
1_MACS_peak_27373_lociStitched	chr6	126034868	126036772	1	1905	1415.0528	334.7232	14413	0
1_MACS_peak_20895_lociStitched	chr3	56787742	56789646	1	1905	1509.872	277.032	14414	0
1_MACS_peak_11783_lociStitched	chr16	70450186	70452090	1	1905	1583.9376	341.1968	14415	0
1_MACS_peak_7839_lociStitched	chr12	107486490	107488394	1	1905	1986.4432	474.2864	14416	0
1_MACS_peak_3167_lociStitched	chr1	236134509	236136413	1	1905	3128.8432	523.0288	14417	0
1_MACS_peak_1216_lociStitched	chr1	86550760	86552664	1	1905	2184.2688	263.704	14418	0
1_MACS_peak_689_lociStitched	chr1	40366487	40368391	1	1905	1485.12	283.696	14419	0
1_MACS_peak_30097_lociStitched	chr8	37642820	37644723	1	1904	3605.0432	498.586	14420	0
1_MACS_peak_29179_lociStitched	chr7	116213142	116215045	1	1904	2275.6074	556.4372	14421	0
1_MACS_peak_27243_lociStitched	chr6	111302120	111304023	1	1904	4208.2942	407.6226	14422	0
1_MACS_peak_27121_lociStitched	chr6	100061221	100063124	1	1904	1559.5085	288.4948	14423	0
1_MACS_peak_24280_lociStitched	chr5	33933178	33935081	1	1904	1003.6422	325.9839	14424	0
1_MACS_peak_17586_lociStitched	chr2	196965344	196967247	1	1904	1633.3449	381.9321	14425	0
1_MACS_peak_17302_lociStitched	chr2	171626512	171628415	1	1904	2095.203	224.9346	14426	0
1_MACS_peak_14771_lociStitched	chr19	17969944	17971847	1	1904	2043.4414	363.0924	14427	0
1_MACS_peak_11408_lociStitched	chr16	30254325	30256228	1	1904	1412.5969	495.3509	14428	0
1_MACS_peak_8327_lociStitched	chr13	37392685	37394588	1	1904	1721.2635	172.4118	14429	0
1_MACS_peak_7095_lociStitched	chr12	49627541	49629444	1	1904	2622.7146	344.8236	14430	0
1_MACS_peak_943_lociStitched	chr1	55266047	55267950	1	1904	3229.2007	381.9321	14431	0
2_MACS_peak_32710_lociStitched	chrX	21958139	21960103	2	1904	1217.4836	209.9516	14432	0
2_MACS_peak_1174_lociStitched	chr1	83111906	83114762	2	1904	1156.3944	354.144	14433	0
1_MACS_peak_30096_lociStitched	chr8	37619132	37621034	1	1903	2705.2146	400.7514	14434	0
1_MACS_peak_28134_lociStitched	chr7	23312208	23314110	1	1903	4199.616	390.2904	14435	0
1_MACS_peak_28042_lociStitched	chr7	14618735	14620637	1	1903	1816.0296	359.6682	14436	0
1_MACS_peak_24018_lociStitched	chr4	187124351	187126253	1	1903	1444.7592	249.3522	14437	0
1_MACS_peak_22598_lociStitched	chr4	15401798	15403700	1	1903	1636.1004	236.799	14438	0
1_MACS_peak_20614_lociStitched	chr3	42844784	42846686	1	1903	2506.836	543.4014	14439	0
1_MACS_peak_16002_lociStitched	chr2	47142086	47143988	1	1903	2010.414	246.6894	14440	0
1_MACS_peak_14375_lociStitched	chr19	3035032	3036934	1	1903	1499.1564	403.6044	14441	0
1_MACS_peak_14070_lociStitched	chr18	55757768	55759670	1	1903	1407.48	315.9222	14442	0
1_MACS_peak_13901_lociStitched	chr18	42450461	42452363	1	1903	1253.6082	275.5998	14443	0
1_MACS_peak_10713_lociStitched	chr15	89051891	89053793	1	1903	1591.4034	359.8584	14444	0
1_MACS_peak_10581_lociStitched	chr15	78995187	78997089	1	1903	1400.0622	378.8784	14445	0
1_MACS_peak_10218_lociStitched	chr15	56284803	56286705	1	1903	2035.9008	227.4792	14446	0
1_MACS_peak_5266_lociStitched	chr11	43965270	43967172	1	1903	1998.2412	343.8816	14447	0
1_MACS_peak_4502_lociStitched	chr10	105653685	105655587	1	1903	1708.5666	325.4322	14448	0
1_MACS_peak_683_lociStitched	chr1	40253978	40255880	1	1903	2953.0452	246.8796	14449	0
2_MACS_peak_16602_lociStitched	chr2	97425631	97427553	2	1903	1059.5986	279.651	14450	0
1_MACS_peak_33039_lociStitched	chrX	65145408	65147309	1	1902	1704.0564	210.6308	14451	0
1_MACS_peak_32638_lociStitched	chrX	13759503	13761404	1	1902	1147.4436	202.8367	14452	0
1_MACS_peak_30447_lociStitched	chr8	77911751	77913652	1	1902	4053.6924	300.7382	14453	0
1_MACS_peak_23589_lociStitched	chr4	135660676	135662577	1	1902	1364.3477	270.1321	14454	0
1_MACS_peak_23181_lociStitched	chr4	86527882	86529783	1	1902	1109.8038	396.9288	14455	0
1_MACS_peak_18877_lociStitched	chr20	50383093	50384994	1	1902	990.2309	181.3554	14456	0
1_MACS_peak_14261_lociStitched	chr18	77793293	77795194	1	1902	1295.7216	307.5818	14457	0
1_MACS_peak_13313_lociStitched	chr17	73520581	73522482	1	1902	1648.7373	297.3164	14458	0
1_MACS_peak_10903_lociStitched	chr16	88106	90007	1	1902	2210.1026	476.3906	14459	0
1_MACS_peak_10765_lociStitched	chr15	90743775	90745676	1	1902	2517.6844	245.6092	14460	0
1_MACS_peak_10705_lociStitched	chr15	87946623	87948524	1	1902	1563.3824	345.4117	14461	0
1_MACS_peak_6998_lociStitched	chr12	44382088	44383989	1	1902	1651.0185	251.5023	14462	0
1_MACS_peak_5908_lociStitched	chr11	85912804	85914705	1	1902	3074.6774	426.0141	14463	0
1_MACS_peak_909_lociStitched	chr1	53191245	53193146	1	1902	2060.1137	449.2063	14464	0
1_MACS_peak_31888_lociStitched	chr9	97622461	97624361	1	1901	2010.2	470.82	14465	0
1_MACS_peak_31461_lociStitched	chr9	37119695	37121595	1	1901	1802.91	474.24	14466	0
1_MACS_peak_28944_lociStitched	chr7	99993517	99995417	1	1901	1702.59	349.41	14467	0
1_MACS_peak_25854_lociStitched	chr6	691940	693840	1	1901	1673.9	437	14468	0
1_MACS_peak_19826_lociStitched	chr22	35843224	35845124	1	1901	2697.05	406.6	14469	0
1_MACS_peak_19566_lociStitched	chr22	21335540	21337440	1	1901	3149.06	370.69	14470	0
1_MACS_peak_16466_lociStitched	chr2	85855072	85856972	1	1901	1896.01	222.87	14471	0
1_MACS_peak_15065_lociStitched	chr19	41968628	41970528	1	1901	2105.77	371.45	14472	0
1_MACS_peak_14038_lociStitched	chr18	53042941	53044841	1	1901	1980.37	380.76	14473	0
1_MACS_peak_13475_lociStitched	chr17	78964827	78966727	1	1901	1595.05	238.83	14474	0
1_MACS_peak_12512_lociStitched	chr17	30667964	30669864	1	1901	3627.67	266.76	14475	0
1_MACS_peak_11392_lociStitched	chr16	30063649	30065549	1	1901	3181.74	323.76	14476	0
1_MACS_peak_32205_lociStitched	chr9	125692946	125694845	1	1900	1903.1778	461.457	14477	0
1_MACS_peak_29292_lociStitched	chr7	126050618	126052517	1	1900	2707.5942	383.7879	14478	0
1_MACS_peak_29290_lociStitched	chr7	126009503	126011402	1	1900	2194.6743	389.295	14479	0
1_MACS_peak_27549_lociStitched	chr6	138056688	138058587	1	1900	1350.3789	308.7774	14480	0
1_MACS_peak_25572_lociStitched	chr5	156997471	156999370	1	1900	1450.836	358.7211	14481	0
1_MACS_peak_18521_lociStitched	chr20	32234693	32236592	1	1900	1568.9538	367.0767	14482	0
1_MACS_peak_15982_lociStitched	chr2	46413454	46415353	1	1900	2435.4675	337.4523	14483	0
1_MACS_peak_15840_lociStitched	chr2	37457721	37459620	1	1900	2363.3055	379.8	14484	0
1_MACS_peak_7893_lociStitched	chr12	110938897	110940796	1	1900	2414.1987	135.2088	14485	0
1_MACS_peak_7466_lociStitched	chr12	74930775	74932674	1	1900	3981.6333	287.1288	14486	0
1_MACS_peak_5631_lociStitched	chr11	67176116	67178015	1	1900	3241.2132	356.0625	14487	0
1_MACS_peak_4886_lociStitched	chr11	6223896	6225795	1	1900	1233.2106	331.5654	14488	0
1_MACS_peak_2146_lociStitched	chr1	167012345	167014244	1	1900	3181.0149	653.4459	14489	0
2_MACS_peak_903_lociStitched	chr1	53067663	53070448	2	1900	1066.9335	300.223	14490	0
1_MACS_peak_25752_lociStitched	chr5	175602612	175604510	1	1899	1676.883	571.1082	14491	0
1_MACS_peak_20463_lociStitched	chr3	27673664	27675562	1	1899	1952.8522	442.6136	14492	0
1_MACS_peak_18145_lociStitched	chr20	442109	444007	1	1899	1705.7326	376.753	14493	0
1_MACS_peak_15599_lociStitched	chr2	16954505	16956403	1	1899	974.8128	240.6664	14494	0
1_MACS_peak_12598_lociStitched	chr17	34957166	34959064	1	1899	2247.4218	404.4638	14495	0
1_MACS_peak_11670_lociStitched	chr16	65584295	65586193	1	1899	2414.6356	178.2222	14496	0
1_MACS_peak_11114_lociStitched	chr16	11421573	11423471	1	1899	1915.2718	333.6684	14497	0
1_MACS_peak_7613_lociStitched	chr12	92487419	92489317	1	1899	1710.8572	197.0124	14498	0
1_MACS_peak_5221_lociStitched	chr11	35203535	35205433	1	1899	2780.7598	370.11	14499	0
1_MACS_peak_4449_lociStitched	chr10	103911034	103912932	1	1899	2041.299	507.715	14500	0
1_MACS_peak_2005_lociStitched	chr1	159549472	159551370	1	1899	1279.0622	405.0332	14501	0
1_MACS_peak_32735_lociStitched	chrX	26134009	26135906	1	1898	2020.1153	229.537	14502	0
1_MACS_peak_32632_lociStitched	chrX	13491212	13493109	1	1898	3022.6798	202.2202	14503	0
1_MACS_peak_31799_lociStitched	chr9	93221040	93222937	1	1898	1604.6723	276.962	14504	0
1_MACS_peak_29395_lociStitched	chr7	134000786	134002683	1	1898	2789.9179	593.0022	14505	0
1_MACS_peak_26996_lociStitched	chr6	88253083	88254980	1	1898	1315.1901	297.829	14506	0
1_MACS_peak_26555_lociStitched	chr6	37321131	37323028	1	1898	1789.4401	250.5937	14507	0
1_MACS_peak_24651_lociStitched	chr5	72251066	72252963	1	1898	1506.218	298.9672	14508	0
1_MACS_peak_22994_lociStitched	chr4	72052060	72053957	1	1898	1608.4663	179.0768	14509	0
1_MACS_peak_22871_lociStitched	chr4	53524559	53526456	1	1898	1926.0241	96.747	14510	0
1_MACS_peak_22857_lociStitched	chr4	48832363	48834260	1	1898	4511.066	435.7409	14511	0
1_MACS_peak_18939_lociStitched	chr20	53013310	53015207	1	1898	1645.6475	240.7293	14512	0
1_MACS_peak_12912_lociStitched	chr17	46723918	46725815	1	1898	4311.881	434.7924	14513	0
1_MACS_peak_9981_lociStitched	chr15	41185748	41187645	1	1898	2031.1179	376.7442	14514	0
1_MACS_peak_7688_lociStitched	chr12	95396421	95398318	1	1898	2947.938	320.0239	14515	0
1_MACS_peak_499_lociStitched	chr1	30995503	30997400	1	1898	1051.8865	120.8389	14516	0
1_MACS_peak_33327_lociStitched	chrX	118707630	118709526	1	1897	1409.4864	224.8656	14517	0
1_MACS_peak_30533_lociStitched	chr8	90769053	90770949	1	1897	2370.5688	193.9608	14518	0
1_MACS_peak_30397_lociStitched	chr8	71452537	71454433	1	1897	1458.024	296.5344	14519	0
1_MACS_peak_28572_lociStitched	chr7	66766694	66768590	1	1897	2346.8688	311.3232	14520	0
1_MACS_peak_26155_lociStitched	chr6	22657169	22659065	1	1897	1350.3312	287.0544	14521	0
1_MACS_peak_23792_lociStitched	chr4	163070076	163071972	1	1897	1273.9224	215.0064	14522	0
1_MACS_peak_22753_lociStitched	chr4	38106551	38108447	1	1897	1236.3816	255.3912	14523	0
1_MACS_peak_17143_lociStitched	chr2	156879116	156881012	1	1897	1595.484	322.5096	14524	0
1_MACS_peak_15188_lociStitched	chr19	46405216	46407112	1	1897	1776.1728	365.1696	14525	0
1_MACS_peak_12471_lociStitched	chr17	28366763	28368659	1	1897	2444.1336	269.9904	14526	0
1_MACS_peak_11818_lociStitched	chr16	72126706	72128602	1	1897	1958.7576	318.7176	14527	0
1_MACS_peak_10538_lociStitched	chr15	76602735	76604631	1	1897	2852.9112	385.4568	14528	0
1_MACS_peak_3974_lociStitched	chr10	70230534	70232430	1	1897	4635.5304	545.2896	14529	0
1_MACS_peak_2223_lociStitched	chr1	172988842	172990738	1	1897	1098.3528	458.832	14530	0
1_MACS_peak_1561_lociStitched	chr1	120254148	120256044	1	1897	1543.344	131.0136	14531	0
1_MACS_peak_511_lociStitched	chr1	31768739	31770635	1	1897	2169.5928	445.56	14532	0
1_MACS_peak_32546_lociStitched	chrX	3630202	3632097	1	1896	1355.4935	189.121	14533	0
1_MACS_peak_29708_lociStitched	chr8	6263083	6264978	1	1896	3233.4385	215.8405	14534	0
1_MACS_peak_27708_lociStitched	chr6	152142779	152144674	1	1896	2454.025	306.232	14535	0
1_MACS_peak_26075_lociStitched	chr6	14210553	14212448	1	1896	2348.0945	274.9645	14536	0
1_MACS_peak_26052_lociStitched	chr6	13216938	13218833	1	1896	1667.4105	338.826	14537	0
1_MACS_peak_25681_lociStitched	chr5	170171611	170173506	1	1896	1206.357	222.094	14538	0
1_MACS_peak_25342_lociStitched	chr5	140089666	140091561	1	1896	3107.042	443.6195	14539	0
1_MACS_peak_24179_lociStitched	chr5	14286337	14288232	1	1896	1554.8475	309.0745	14540	0
1_MACS_peak_22331_lociStitched	chr3	194303810	194305705	1	1896	4475.99	590.2925	14541	0
1_MACS_peak_19430_lociStitched	chr21	44858813	44860708	1	1896	2404.1865	557.6985	14542	0
1_MACS_peak_14958_lociStitched	chr19	36618173	36620068	1	1896	2867.7035	465.2225	14543	0
1_MACS_peak_14687_lociStitched	chr19	15235444	15237339	1	1896	2981.4035	393.402	14544	0
1_MACS_peak_13558_lociStitched	chr18	370619	372514	1	1896	1489.849	284.8185	14545	0
1_MACS_peak_12893_lociStitched	chr17	46410254	46412149	1	1896	1350.377	295.8095	14546	0
1_MACS_peak_12434_lociStitched	chr17	26988338	26990233	1	1896	4328.3695	451.1995	14547	0
1_MACS_peak_12019_lociStitched	chr16	89946705	89948600	1	1896	1497.05	184.573	14548	0
1_MACS_peak_11436_lociStitched	chr16	30786272	30788167	1	1896	2931.186	371.799	14549	0
1_MACS_peak_8984_lociStitched	chr14	31247997	31249892	1	1896	1399.8365	176.614	14550	0
1_MACS_peak_6112_lociStitched	chr11	111741015	111742910	1	1896	3155.175	350.575	14551	0
1_MACS_peak_301_lociStitched	chr1	22365536	22367431	1	1896	2748.887	401.9295	14552	0
1_MACS_peak_33514_lociStitched	chrX	146001941	146003835	1	1895	1064.0492	193.188	14553	0
1_MACS_peak_30922_lociStitched	chr8	131746497	131748391	1	1895	1492.472	406.6418	14554	0
1_MACS_peak_28379_lociStitched	chr7	44162220	44164114	1	1895	1716.911	368.1936	14555	0
1_MACS_peak_26470_lociStitched	chr6	34190991	34192885	1	1895	2285.8686	352.8522	14556	0
1_MACS_peak_21009_lociStitched	chr3	70431681	70433575	1	1895	1840.021	293.57	14557	0
1_MACS_peak_19172_lociStitched	chr21	27761807	27763701	1	1895	1976.7678	285.6152	14558	0
1_MACS_peak_18513_lociStitched	chr20	31406908	31408802	1	1895	2041.3532	408.7252	14559	0
1_MACS_peak_17783_lociStitched	chr2	210287982	210289876	1	1895	1453.0768	274.63	14560	0
1_MACS_peak_11387_lociStitched	chr16	29873456	29875350	1	1895	4022.6666	420.468	14561	0
1_MACS_peak_9871_lociStitched	chr15	34501201	34503095	1	1895	1713.123	239.9698	14562	0
1_MACS_peak_3837_lociStitched	chr10	54623529	54625423	1	1895	1971.2752	385.9972	14563	0
1_MACS_peak_31979_lociStitched	chr9	104295102	104296995	1	1894	4416.9369	523.2252	14564	0
1_MACS_peak_27110_lociStitched	chr6	99394341	99396234	1	1894	2310.2172	274.485	14565	0
1_MACS_peak_25963_lociStitched	chr6	7188169	7190062	1	1894	1585.9554	292.2792	14566	0
1_MACS_peak_24976_lociStitched	chr5	107006574	107008467	1	1894	976.0308	240.6003	14567	0
1_MACS_peak_24772_lociStitched	chr5	82307069	82308962	1	1894	1709.7576	320.6742	14568	0
1_MACS_peak_20842_lociStitched	chr3	52231190	52233083	1	1894	3206.1741	379.3572	14569	0
1_MACS_peak_13141_lociStitched	chr17	62008635	62010528	1	1894	1810.6545	420.4353	14570	0
1_MACS_peak_8668_lociStitched	chr13	93495086	93496979	1	1894	1675.4943	354.1803	14571	0
1_MACS_peak_8242_lociStitched	chr13	27358984	27360877	1	1894	1435.4619	270.1311	14572	0
1_MACS_peak_6452_lociStitched	chr12	2172628	2174521	1	1894	3374.4618	335.2503	14573	0
1_MACS_peak_5896_lociStitched	chr11	85484879	85486772	1	1894	1943.9217	389.2008	14574	0
1_MACS_peak_3528_lociStitched	chr10	21822124	21824017	1	1894	2995.2939	208.0407	14575	0
1_MACS_peak_2335_lociStitched	chr1	182524893	182526786	1	1894	1244.6475	277.7031	14576	0
1_MACS_peak_549_lociStitched	chr1	32816391	32818284	1	1894	2511.6324	260.0982	14577	0
1_MACS_peak_32643_lociStitched	chrX	14688311	14690203	1	1893	1097.36	137.3592	14578	0
1_MACS_peak_25423_lociStitched	chr5	145561191	145563083	1	1893	1751.046	380.8596	14579	0
1_MACS_peak_24428_lociStitched	chr5	54094758	54096650	1	1893	1579.2524	360.426	14580	0
1_MACS_peak_23359_lociStitched	chr4	107926596	107928488	1	1893	1354.8612	354.5608	14581	0
1_MACS_peak_20921_lociStitched	chr3	58317793	58319685	1	1893	1058.7632	219.8504	14582	0
1_MACS_peak_19781_lociStitched	chr22	32025745	32027637	1	1893	1792.8592	263.1772	14583	0
1_MACS_peak_16972_lociStitched	chr2	131992622	131994514	1	1893	3991.9308	415.1048	14584	0
1_MACS_peak_15899_lociStitched	chr2	40405202	40407094	1	1893	1156.958	323.9104	14585	0
1_MACS_peak_12966_lociStitched	chr17	48928773	48930665	1	1893	2298.2124	309.342	14586	0
1_MACS_peak_12952_lociStitched	chr17	48473475	48475367	1	1893	1845.2676	350.2092	14587	0
1_MACS_peak_8490_lociStitched	chr13	52338043	52339935	1	1893	2693.0728	286.2596	14588	0
1_MACS_peak_5450_lociStitched	chr11	62388463	62390355	1	1893	2300.1044	437.6196	14589	0
1_MACS_peak_5060_lociStitched	chr11	18608949	18610841	1	1893	1837.132	343.2088	14590	0
1_MACS_peak_2488_lociStitched	chr1	196185336	196187228	1	1893	2441.4368	385.7788	14591	0
1_MACS_peak_928_lociStitched	chr1	54302983	54304875	1	1893	7642.734	490.974	14592	0
1_MACS_peak_839_lociStitched	chr1	46805243	46807135	1	1893	5147.5644	433.0788	14593	0
1_MACS_peak_33464_lociStitched	chrX	135309742	135311633	1	1892	1805.7159	272.6822	14594	0
1_MACS_peak_30706_lociStitched	chr8	108165051	108166942	1	1892	1580.1196	170.7573	14595	0
1_MACS_peak_29524_lociStitched	chr7	146109650	146111541	1	1892	1508.2616	381.7929	14596	0
1_MACS_peak_25864_lociStitched	chr6	1481939	1483830	1	1892	1671.4549	251.503	14597	0
1_MACS_peak_23679_lociStitched	chr4	146943740	146945631	1	1892	1858.0966	377.0654	14598	0
1_MACS_peak_23202_lociStitched	chr4	88928078	88929969	1	1892	1329.5621	156.953	14599	0
1_MACS_peak_21934_lociStitched	chr3	168746822	168748713	1	1892	1139.7057	421.1257	14600	0
1_MACS_peak_21867_lociStitched	chr3	159636805	159638696	1	1892	2075.5616	455.9201	14601	0
1_MACS_peak_18385_lociStitched	chr20	19327941	19329832	1	1892	2288.8664	430.7698	14602	0
1_MACS_peak_16557_lociStitched	chr2	91846960	91848851	1	1892	3320.9742	782.4958	14603	0
1_MACS_peak_15271_lociStitched	chr19	49587736	49589627	1	1892	2909.3035	434.1736	14604	0
1_MACS_peak_14520_lociStitched	chr19	9937355	9939246	1	1892	2117.7309	459.1348	14605	0
1_MACS_peak_12568_lociStitched	chr17	33913546	33915437	1	1892	2294.5394	341.5146	14606	0
1_MACS_peak_10386_lociStitched	chr15	68203273	68205164	1	1892	1583.5234	270.2239	14607	0
1_MACS_peak_32686_lociStitched	chrX	19760737	19762627	1	1891	1213.947	179.172	14608	0
1_MACS_peak_24498_lociStitched	chr5	57366966	57368856	1	1891	1142.883	266.679	14609	0
1_MACS_peak_23093_lociStitched	chr4	78264648	78266538	1	1891	1372.518	225.288	14610	0
1_MACS_peak_22472_lociStitched	chr4	4944847	4946737	1	1891	2207.898	269.703	14611	0
1_MACS_peak_20554_lociStitched	chr3	37901376	37903266	1	1891	1387.638	281.988	14612	0
1_MACS_peak_15377_lociStitched	chr19	55972199	55974089	1	1891	1471.176	410.13	14613	0
1_MACS_peak_15269_lociStitched	chr19	49481425	49483315	1	1891	2224.719	339.255	14614	0
1_MACS_peak_11449_lociStitched	chr16	30967841	30969731	1	1891	5806.269	340.2	14615	0
1_MACS_peak_10339_lociStitched	chr15	65281346	65283236	1	1891	2640.519	346.626	14616	0
1_MACS_peak_7311_lociStitched	chr12	58281496	58283386	1	1891	1891.701	173.691	14617	0
1_MACS_peak_4584_lociStitched	chr10	115720498	115722388	1	1891	1469.853	392.364	14618	0
1_MACS_peak_4075_lociStitched	chr10	75489241	75491131	1	1891	2327.346	334.908	14619	0
1_MACS_peak_3938_lociStitched	chr10	65901358	65903248	1	1891	1324.134	286.902	14620	0
1_MACS_peak_3773_lociStitched	chr10	49513906	49515796	1	1891	1474.389	276.129	14621	0
1_MACS_peak_3423_lociStitched	chr10	12110016	12111906	1	1891	2219.616	320.922	14622	0
1_MACS_peak_715_lociStitched	chr1	41947441	41949331	1	1891	1367.226	135.324	14623	0
1_MACS_peak_128_lociStitched	chr1	10050128	10052018	1	1891	1290.114	256.851	14624	0
1_MACS_peak_29766_lociStitched	chr8	10904927	10906816	1	1890	1670.4427	432.581	14625	0
1_MACS_peak_29183_lociStitched	chr7	116311315	116313204	1	1890	2559.2172	498.3182	14626	0
1_MACS_peak_28140_lociStitched	chr7	23578584	23580473	1	1890	1895.6115	347.9538	14627	0
