REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_9809_lociStitched	chr17	38016512	38025163	1	8652	29473.0919	1815.8449	368	ZPBP2,IKZF3	GSDMB	IKZF3	368	1
2_MACS_peak_4070_lociStitched	chr11	62597834	62610489	2	7607	30178.3785	2551.248	369	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	369	1
2_MACS_peak_19307_lociStitched	chr5	131789989	131804263	2	12129	30680.5356	3097.458	370	C5orf56	IRF1	IRF1	370	1
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512	371	SEPT9	SEPT9,MIR4316	SEPT9	371	1
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633	372	KIAA0226	FYTTD1,MIR922	KIAA0226	372	1
1_MACS_peak_12353_lociStitched	chr2	28612392	28617261	1	4870	28365.8202	832.599	373	FOSL2		FOSL2	373	1
1_MACS_peak_21465_lociStitched	chr7	20254807	20261825	1	7019	29130.3144	1630.9832	374	MACC1		MACC1	374	1
2_MACS_peak_1601_lociStitched	chr1	161144605	161157317	2	9501	30750.328	3264.4416	375	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	375	1
1_MACS_peak_10931_lociStitched	chr18	56806201	56811893	1	5693	28690.526	1279.5616	376	SEC11C		SEC11C	376	1
3_MACS_peak_16696_lociStitched	chr3	125548494	125560462	3	9020	29976.2496	2591.072	377		MIR548I1	MIR548I1	377	1
1_MACS_peak_22675_lociStitched	chr8	10821976	10825934	1	3959	28194.813	811.39	378	XKR6		MIR598	378	1
3_MACS_peak_24123_lociStitched	chr9	93671144	93688454	3	8497	30282.114	2901.156	379			SYK	379	1
1_MACS_peak_19465_lociStitched	chr5	142774893	142785945	1	11053	28835.7732	1456.6536	380	NR3C1		NR3C1	380	1
3_MACS_peak_17034_lociStitched	chr3	169481366	169492387	3	6473	29668.532	2298.9806	381	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	381	1
1_MACS_peak_1702_lociStitched	chr1	169861774	169864298	1	2525	28201.914	891.4768	382	SCYL3		SCYL3	382	1
2_MACS_peak_24137_lociStitched	chr9	94181110	94192729	2	11475	29150.9091	1876.4685	383	NFIL3		NFIL3	383	1
2_MACS_peak_4708_lociStitched	chr11	122929583	122941670	2	8450	29060.7741	1800.963	384	HSPA8	LOC341056	HSPA8	384	1
5_MACS_peak_24488_lociStitched	chr9	130532080	130566596	5	16155	32313.8792	5056.594	385	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	385	1
2_MACS_peak_1540_lociStitched	chr1	156709453	156722773	2	11553	30801.168	3564.432	386	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	386	1
2_MACS_peak_38_lociStitched	chr1	1668781	1679070	2	5735	28781.4197	1567.0147	387	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	387	1
2_MACS_peak_9599_lociStitched	chr17	27046189	27056602	2	7239	29342.7927	2134.665	388	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	388	1
3_MACS_peak_6024_lociStitched	chr12	122227347	122243664	3	9078	28556.3817	1355.9427	389	SETD1B,RHOF,LOC338799		RHOF	389	1
1_MACS_peak_24306_lociStitched	chr9	112678701	112683245	1	4545	28103.2768	967.4176	390	PALM2,PALM2-AKAP2		AKAP2	390	1
1_MACS_peak_20984_lociStitched	chr6	130004125	130010312	1	6188	28218.2883	1223.1699	391	ARHGAP18		ARHGAP18	391	1
1_MACS_peak_24135_lociStitched	chr9	93952849	93957239	1	4391	27958.593	1014.09	392			LOC100129316	392	1
2_MACS_peak_3313_lociStitched	chr10	104152993	104159785	2	6040	28331.4696	1395.756	393	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	393	1
4_MACS_peak_11130_lociStitched	chr19	2455267	2480356	4	12225	31707.4782	4784.4723	394	GADD45B,LMNB2	TIMM13	GADD45B	394	1
3_MACS_peak_4247_lociStitched	chr11	67760479	67778465	3	10508	30189.501	3284.2436	395	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	395	1
3_MACS_peak_1805_lociStitched	chr1	183438744	183451214	3	8238	30143.731	3262.152	396	SMG7		SMG7	396	1
1_MACS_peak_3002_lociStitched	chr10	74078236	74081947	1	3712	27723.3966	875.4249	397		DDIT4,DNAJB12	DNAJB12	397	1
1_MACS_peak_18222_lociStitched	chr4	144273137	144282136	1	9000	28315.3535	1636.9181	398	GAB1		GAB1	398	1
2_MACS_peak_9048_lociStitched	chr16	71841359	71853015	2	6262	28627.136	1967.5328	399	AP1G1	ATXN1L,SNORD71	AP1G1	399	1
9_MACS_peak_21080_lociStitched	chr6	138247146	138297449	9	19131	34281.4945	7706.4196	400			TNFAIP3	400	1
1_MACS_peak_13863_lociStitched	chr2	217080196	217088887	1	8692	28366.5549	1802.5134	401			XRCC5	401	1
2_MACS_peak_1770_lociStitched	chr1	179846209	179853704	2	4624	28818.275	2287.474	402	TOR1AIP1,TOR1AIP2		TOR1AIP1	402	1
1_MACS_peak_12188_lociStitched	chr2	10259841	10265763	1	5923	27680.0202	1184.9922	403	RRM2	C2orf48,CYS1	RRM2	403	1
2_MACS_peak_10358_lociStitched	chr17	73773969	73782365	2	6194	28169.4196	1827.8092	404	UNK,H3F3B	GALK1	H3F3B	404	1
1_MACS_peak_22461_lociStitched	chr7	139042727	139046452	1	3726	27269.98	999.4175	405	LUC7L2	C7orf55	LUC7L2	405	1
1_MACS_peak_8505_lociStitched	chr16	15067857	15070536	1	2680	26980.7448	815.2197	406	PDXDC1	NPIP	PDXDC1	406	1
1_MACS_peak_21033_lociStitched	chr6	135190699	135195869	1	5171	27347.232	1191.168	407			ALDH8A1	407	1
1_MACS_peak_2003_lociStitched	chr1	205252302	205258561	1	6260	28552.3062	2404.0819	408		NUAK2	NUAK2	408	1
5_MACS_peak_24574_lociStitched	chr9	134127041	134153118	5	14379	30374.4896	4281.8434	409	FAM78A	PPAPDC3	FAM78A	409	1
3_MACS_peak_20800_lociStitched	chr6	106585461	106595605	3	7756	28207.4208	2124.1536	410		PRDM1	PRDM1	410	1
4_MACS_peak_4663_lociStitched	chr11	118954910	118979769	4	12530	30695.8932	4621.2881	411	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	411	1
5_MACS_peak_12060_lociStitched	chr19	56145399	56168015	5	11017	29418.8928	3417.2776	412	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	412	1
4_MACS_peak_16374_lociStitched	chr3	69128448	69155266	4	19151	30092.4778	4121.9266	413	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	413	1
6_MACS_peak_8703_lociStitched	chr16	30193689	30223861	6	16105	32618.9492	6652.926	414	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	414	1
5_MACS_peak_9952_lociStitched	chr17	43505020	43531598	5	14556	30027.8244	4119.59	415	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	415	1
3_MACS_peak_315_lociStitched	chr1	25869696	25879185	3	7741	27587.3697	1711.8156	416	LDLRAP1		LDLRAP1	416	1
4_MACS_peak_1237_lociStitched	chr1	143442734	143468734	4	12687	35653.8	9807.2	417			LOC100130000	417	1
1_MACS_peak_18004_lociStitched	chr4	103746022	103751044	1	5023	27036.4392	1204.2756	418	UBE2D3	CISD2	UBE2D3	418	1
1_MACS_peak_2414_lociStitched	chr1	245024728	245029179	1	4452	27038.0446	1255.182	419	HNRNPU	FAM36A,NCRNA00201	HNRNPU	419	1
1_MACS_peak_22852_lociStitched	chr8	28346807	28353114	1	6308	26975.039	1214.7282	420	FZD3,FBXO16	MIR4288	FZD3	420	1
2_MACS_peak_13997_lociStitched	chr2	232570666	232578919	2	7919	26804.9187	1071.2394	421	PTMA,MIR1244-1		PTMA	421	1
2_MACS_peak_2357_lociStitched	chr1	235242072	235247885	2	4259	27494.3274	1766.5707	422		SNORA14B,TOMM20	SNORA14B	422	1
1_MACS_peak_1358_lociStitched	chr1	149855705	149861295	1	5591	27670.5	1960.972	423	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	423	1
3_MACS_peak_7915_lociStitched	chr15	74827407	74846018	3	10548	28813.5502	3109.8981	424	ARID3B		ARID3B	424	1
5_MACS_peak_7065_lociStitched	chr14	77487929	77507809	5	13527	27474.16	1787.212	425	C14orf4		C14orf4	425	1
2_MACS_peak_15045_lociStitched	chr21	41380863	41389777	2	8765	28323.3436	2645.6752	426	DSCAM		PCP4	426	1
1_MACS_peak_12391_lociStitched	chr2	33700088	33705366	1	5279	26792.1836	1173.8272	427	RASGRP3	RASGRP3	RASGRP3	427	1
2_MACS_peak_15320_lociStitched	chr22	26974709	26992360	2	12161	28582.2643	3014.7908	428	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	428	1
4_MACS_peak_18667_lociStitched	chr5	32530429	32543914	4	11402	28264.56	2701.0455	429		SUB1	SUB1	429	1
1_MACS_peak_17235_lociStitched	chr3	186500003	186505591	1	5589	26915.1608	1353.4136	430	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA4,SNORA63	RFC4	SNORD2	430	1
4_MACS_peak_1863_lociStitched	chr1	192498646	192521061	4	9026	30204.2125	4680.252	431		RGS1	RGS1	431	1
1_MACS_peak_3560_lociStitched	chr11	267446	270752	1	3307	26421.552	908.4888	432		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	432	1
2_MACS_peak_19727_lociStitched	chr5	173696782	173709856	2	8446	27753.4872	2270.9538	433			HMP19	433	1
3_MACS_peak_10434_lociStitched	chr17	76139825	76152382	3	7165	27626.6557	2147.247	434	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	434	1
3_MACS_peak_17613_lociStitched	chr4	38307328	38322285	3	11319	27773.6533	2312.3522	435			KLF3	435	1
1_MACS_peak_819_lociStitched	chr1	62900931	62904441	1	3511	26250.237	790.452	436	USP1		USP1	436	1
2_MACS_peak_17101_lociStitched	chr3	176912114	176920892	2	8759	27778.8588	2320.9032	437	TBL1XR1		TBL1XR1	437	1
2_MACS_peak_14635_lociStitched	chr20	46386253	46397293	2	7083	27319.584	1877.904	438	SULF2		SULF2	438	1
2_MACS_peak_4212_lociStitched	chr11	67034088	67046665	2	8216	27591.4226	2151.9247	439	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	439	1
2_MACS_peak_11723_lociStitched	chr19	39338578	39348934	2	7918	27401.976	2058.7728	440	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	440	1
1_MACS_peak_20598_lociStitched	chr6	74224311	74234436	1	10126	27362.8125	2062.4625	441	EEF1A1		EEF1A1	441	1
1_MACS_peak_15084_lociStitched	chr21	44580964	44587153	1	6190	27190.7526	1903.1175	442		CRYAA	CRYAA	442	1
1_MACS_peak_3393_lociStitched	chr10	112255834	112264947	1	9114	27191.3694	1989.3679	443	DUSP5		DUSP5	443	1
2_MACS_peak_22372_lociStitched	chr7	128572533	128582265	2	6830	27956.1432	2761.9416	444	IRF5	KCP	IRF5	444	1
3_MACS_peak_5544_lociStitched	chr12	68752108	68770060	3	8685	28335.4368	3145.1904	445		MDM1	MDM1	445	1
1_MACS_peak_24127_lociStitched	chr9	93733243	93737528	1	4286	26052.8	914.8475	446			LOC100129316	446	1
1_MACS_peak_16626_lociStitched	chr3	119811443	119815634	1	4192	26034.492	937.1076	447	GSK3B		GSK3B	447	1
2_MACS_peak_8025_lociStitched	chr15	81584979	81597584	2	12524	27999.4865	2913.0155	448	IL16	STARD5	IL16	448	1
1_MACS_peak_11791_lociStitched	chr19	42051898	42062147	1	10250	26917.9736	1839.6955	449		CEACAM21	CEACAM21	449	1
3_MACS_peak_10298_lociStitched	chr17	70582477	70601773	3	13193	28426.8672	3409.6032	450	LOC100499467,FLJ26484		LOC100499467	450	1
3_MACS_peak_1598_lociStitched	chr1	161122942	161137514	3	6999	29059.4824	4065.588	451	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	451	1
3_MACS_peak_14957_lociStitched	chr21	34695964	34712460	3	8899	28877.8976	3888.1072	452	IFNAR1		IFNAR1	452	1
2_MACS_peak_15524_lociStitched	chr22	39146082	39153165	2	7053	26364.3426	1449.1818	453	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	453	1
2_MACS_peak_6083_lociStitched	chr12	125397830	125412854	2	10488	26551.9152	1643.6256	454	UBC	SCARB1	UBC	454	1
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.2724	2574.7282	455	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	455	1
3_MACS_peak_19689_lociStitched	chr5	171601010	171616091	3	10400	27595.2138	2699.499	456	STK10	EFCAB9	STK10	456	1
2_MACS_peak_24097_lociStitched	chr9	91924653	91934981	2	6411	26728.864	1855.9416	457	CKS2,MIR3153,SECISBP2		MIR3153	457	1
1_MACS_peak_4270_lociStitched	chr11	69061166	69066825	1	5660	26111.7578	1269.3137	458	MYEOV		MYEOV	458	1
4_MACS_peak_12674_lociStitched	chr2	64862730	64883516	4	11167	28009.135	3219.7514	459	SERTAD2	LOC339807	SERTAD2	459	1
1_MACS_peak_1895_lociStitched	chr1	197740021	197748678	1	8658	26859.2082	2140.8761	460	DENND1B		DENND1B	460	1
4_MACS_peak_14322_lociStitched	chr20	23329861	23348000	4	9495	27661.975	2967.5404	461	NXT1,GZF1		GZF1	461	1
5_MACS_peak_23605_lociStitched	chr8	145001998	145027676	5	14292	28161.0626	3507.6148	462	PLEC,MIR661	GRINA,PARP10	PLEC	462	1
2_MACS_peak_17412_lociStitched	chr4	4029787	4037393	2	6064	26100.7496	1464.9156	463			LOC348926	463	1
2_MACS_peak_4141_lociStitched	chr11	65238483	65246261	2	5048	25986.298	1360.3722	464		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	464	1
5_MACS_peak_20072_lociStitched	chr6	25366235	25389793	5	14986	28745.4716	4139.1406	465	LRRC16A		LRRC16A	465	1
1_MACS_peak_696_lociStitched	chr1	46596598	46599752	1	3155	25056.953	461.7456	466	PIK3R3	TSPAN1	PIK3R3	466	1
1_MACS_peak_2229_lociStitched	chr1	226127761	226133303	1	5543	26244.141	1691.4184	467	LEFTY2	PYCR2	LEFTY2	467	1
4_MACS_peak_23636_lociStitched	chr8	145732527	145754795	4	9612	27570.0108	3057.3964	468	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	468	1
1_MACS_peak_11980_lociStitched	chr19	50178144	50182435	1	4292	25457.6448	1016.967	469	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	469	1
1_MACS_peak_11664_lociStitched	chr19	35737998	35740858	1	2861	24960.364	593.736	470	LSR	USF2,HAMP,MAG,FAM187B	LSR	470	1
1_MACS_peak_15117_lociStitched	chr21	45659328	45664780	1	5453	25960.2432	1606.1592	471	ICOSLG	AIRE,DNMT3L	ICOSLG	471	1
2_MACS_peak_4610_lociStitched	chr11	115126111	115136740	2	6238	25929.4455	1596.4758	472	CADM1		CADM1	472	1
2_MACS_peak_8731_lociStitched	chr16	30661207	30673341	2	7983	26601.3682	2328.5146	473	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	473	1
1_MACS_peak_23542_lociStitched	chr8	134508175	134514796	1	6622	25668.9549	1396.3689	474	ST3GAL1		ST3GAL1	474	1
1_MACS_peak_11231_lociStitched	chr19	6799193	6803990	1	4798	25735.905	1527.8445	475	VAV1	SH2D3A	VAV1	475	1
2_MACS_peak_8579_lociStitched	chr16	21958221	21965836	2	3770	25549.0865	1351.6625	476	UQCRC2	PDZD9	UQCRC2	476	1
2_MACS_peak_16271_lociStitched	chr3	52729969	52745713	2	10223	26860.8384	2693.7984	477	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	477	1
3_MACS_peak_14867_lociStitched	chr21	19152094	19167841	3	11006	26510.0745	2368.3488	478	C21orf91		C21orf91	478	1
2_MACS_peak_13914_lociStitched	chr2	223517505	223522126	2	4542	24993.6027	866.8996	479	FARSB	MOGAT1	FARSB	479	1
3_MACS_peak_22096_lociStitched	chr7	100020600	100034909	3	6937	26226.9661	2110.5775	480	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	480	1
1_MACS_peak_8604_lociStitched	chr16	23413471	23419241	1	5771	25047.57	941.087	481	COG7		COG7	481	1
4_MACS_peak_10453_lociStitched	chr17	76763478	76779598	4	12493	26572.208	2592.096	482	CYTH1		CYTH1	482	1
1_MACS_peak_10411_lociStitched	chr17	75203563	75209886	1	6324	25503.8205	1535.8567	483	SEC14L1		SEC14L1	483	1
1_MACS_peak_20200_lociStitched	chr6	30683917	30691509	1	7593	25630.592	1696.0528	484	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	484	1
4_MACS_peak_15102_lociStitched	chr21	45194955	45210766	4	10756	28194.1752	4275.2944	485	RRP1,CSTB	LOC284837	RRP1	485	1
2_MACS_peak_5783_lociStitched	chr12	102871006	102879278	2	7832	25613.4208	1703.2048	486	IGF1		IGF1	486	1
1_MACS_peak_13224_lociStitched	chr2	122287005	122291205	1	4201	24777.06	872.76	487	RNU4ATAC,CLASP1		RNU4ATAC	487	1
3_MACS_peak_244_lociStitched	chr1	22099672	22119319	3	6747	26794.5786	2917.5795	488	USP48	LDLRAD2	USP48	488	1
1_MACS_peak_24237_lociStitched	chr9	101982941	101986383	1	3443	24637.4918	806.1164	489	SEC61B,ALG2		SEC61B	489	1
1_MACS_peak_10351_lociStitched	chr17	73637927	73643547	1	5621	24964.602	1202.118	490	LOC100130933,RECQL5	LOC643008,SAP30BP,RECQL5	LOC100130933	490	1
3_MACS_peak_3320_lociStitched	chr10	104401207	104421763	3	10598	26967.4164	3245.7924	491	TRIM8		TRIM8	491	1
2_MACS_peak_22433_lociStitched	chr7	134843756	134857356	2	6760	26653.28	2996.08	492	TMEM140,C7orf49	WDR91	C7orf49	492	1
1_MACS_peak_19361_lociStitched	chr5	137088217	137091367	1	3151	24214.68	574.56	493	HNRNPA0	NPY6R,KLHL3	HNRNPA0	493	1
1_MACS_peak_15447_lociStitched	chr22	36726136	36730476	1	4341	24743.642	1116.682	494	MYH9		MYH9	494	1
1_MACS_peak_11614_lociStitched	chr19	29120771	29125271	1	4501	24634.35	1023.3	495			LOC148145	495	1
2_MACS_peak_9904_lociStitched	chr17	41436748	41447244	2	5400	25588.1984	2008.9344	496	LOC100130581	ARL4D	LOC100130581	496	1
4_MACS_peak_5553_lociStitched	chr12	69195701	69209865	4	8525	25415.8816	1868.2316	497	MDM2		MDM2	497	1
1_MACS_peak_1121_lociStitched	chr1	111172858	111181225	1	8368	24614.8773	1118.6679	498		KCNA2,KCNA3	KCNA2	498	1
2_MACS_peak_15513_lociStitched	chr22	38700830	38715120	2	14213	26056.386	2609.354	499	CSNK1E	TMEM184B	CSNK1E	499	1
3_MACS_peak_21883_lociStitched	chr7	74057214	74076857	3	10428	26099.6541	2687.1624	500	GTF2I		GTF2I	500	1
1_MACS_peak_19824_lociStitched	chr6	389059	400871	1	11813	25734.8044	2329.3264	501	IRF4		IRF4	501	1
3_MACS_peak_2997_lociStitched	chr10	74007019	74024298	3	9038	26011.8066	2638.5033	502		ANAPC16,DDIT4,ASCC1	DDIT4	502	1
4_MACS_peak_20350_lociStitched	chr6	37122310	37144192	4	11734	26538.4896	3179.4546	503	PIM1		PIM1	503	1
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.1553	1684.8502	504	ADORA2A,C22orf45		ADORA2A	504	1
1_MACS_peak_5678_lociStitched	chr12	92754781	92760118	1	5338	24640.3953	1301.6943	505			CLLU1	505	1
1_MACS_peak_2904_lociStitched	chr10	63804065	63812289	1	8225	25131.7216	1816.6816	506	ARID5B		ARID5B	506	1
4_MACS_peak_14204_lociStitched	chr20	5570476	5592534	4	16966	27058.5486	3756.4774	507	GPCPD1		GPCPD1	507	1
3_MACS_peak_9125_lociStitched	chr16	81841646	81857651	3	10426	24988.6065	1690.128	508	PLCG2		PLCG2	508	1
1_MACS_peak_22230_lociStitched	chr7	108208864	108212061	1	3198	24426.9982	1183.5294	509	DNAJB9,THAP5	PNPLA8	DNAJB9	509	1
3_MACS_peak_19309_lociStitched	chr5	131813048	131837701	3	16204	27640.9436	4398.0952	510	IRF1	IL5	IRF1	510	1
6_MACS_peak_23190_lociStitched	chr8	81048618	81084576	6	20795	28780.7832	5544.7236	511	TPD52		TPD52	511	1
2_MACS_peak_5341_lociStitched	chr12	51712107	51721898	2	8954	25124.6851	1904.3495	512	BIN2	SMAGP,CELA1	BIN2	512	1
1_MACS_peak_24148_lociStitched	chr9	95086700	95089138	1	2439	23850.954	645.3386	513	CENPP,NOL8	MIR3651,SNORA84,IARS	NOL8	513	1
1_MACS_peak_22588_lociStitched	chr7	154793583	154796600	1	3018	23841.8425	636.8887	514	LOC202781,PAXIP1		LOC202781	514	1
1_MACS_peak_10868_lociStitched	chr18	48677570	48681677	1	4108	23998.4331	797.9901	515		MEX3C	MEX3C	515	1
1_MACS_peak_7849_lociStitched	chr15	69109033	69114911	1	5879	24177.9774	988.6796	516	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	516	1
1_MACS_peak_16970_lociStitched	chr3	156875576	156879461	1	3886	24440.9235	1252.9125	517	CCNL1	LOC339894	CCNL1	517	1
1_MACS_peak_19399_lociStitched	chr5	139046854	139052079	1	5226	24564.2925	1387.2375	518	CXXC5		CXXC5	518	1
1_MACS_peak_2555_lociStitched	chr10	12083235	12086293	1	3059	23774.421	605.484	519	UPF2	DHTKD1	UPF2	519	1
3_MACS_peak_20128_lociStitched	chr6	27098356	27116023	3	10022	26445.7323	3293.1288	520	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	520	1
1_MACS_peak_1979_lociStitched	chr1	203732418	203736089	1	3672	24201.8017	1082.2108	521	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	521	1
2_MACS_peak_9790_lociStitched	chr17	37351315	37357921	2	5559	24282.3348	1178.5104	522	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	CACNB1	522	1
1_MACS_peak_20798_lociStitched	chr6	106439374	106446718	1	7345	24264.576	1165.4928	523			PRDM1	523	1
2_MACS_peak_24442_lociStitched	chr9	127622928	127636160	2	8611	25328.6944	2233.5616	524	ARPC5L,RPL35	WDR38	ARPC5L	524	1
5_MACS_peak_20235_lociStitched	chr6	31783187	31804829	5	14301	26576.376	3510.3324	525	HSPA1A,HSPA1B,C6orf48,SNORD48	SNORD52,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	525	1
1_MACS_peak_14500_lociStitched	chr20	35806037	35809073	1	3037	23554.806	513.9948	526	RPN2,C20orf132		RPN2	526	1
3_MACS_peak_7919_lociStitched	chr15	74906533	74924294	3	11386	26376.8611	3351.5007	527	CLK3,EDC3		CLK3	527	1
2_MACS_peak_1277_lociStitched	chr1	145448893	145458013	2	8701	25745.76	2725.056	528	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	528	1
2_MACS_peak_24900_lociStitched	chrX	39712632	39720784	2	5606	23737.8088	779.3312	529			BCOR	529	1
1_MACS_peak_8018_lociStitched	chr15	81291399	81295107	1	3709	23716.368	759.7692	530	MESDC1	MESDC2	MESDC1	530	1
1_MACS_peak_1293_lociStitched	chr1	145967857	145970648	1	2792	23900.4494	953.6847	531		PDZK1P1	PDZK1P1	531	1
2_MACS_peak_15010_lociStitched	chr21	37906457	37915993	2	5087	25216.9984	2272.4288	532	CLDN14		CLDN14	532	1
2_MACS_peak_15388_lociStitched	chr22	31884232	31893710	2	5881	24699.668	1767.647	533	SFI1,EIF4ENIF1		EIF4ENIF1	533	1
2_MACS_peak_5655_lociStitched	chr12	89738340	89749556	2	9504	25311.1472	2387.8864	534	DUSP6		DUSP6	534	1
1_MACS_peak_23543_lociStitched	chr8	134579040	134585962	1	6923	24539.8744	1632.8998	535	ST3GAL1		ST3GAL1	535	1
3_MACS_peak_24314_lociStitched	chr9	112904331	112925108	3	18503	26791.9415	3903.9983	536	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	536	1
2_MACS_peak_17775_lociStitched	chr4	71542180	71555266	2	8770	25079.319	2193.2136	537	UTP3	ENAM,RUFY3,IGJ	UTP3	537	1
1_MACS_peak_1394_lociStitched	chr1	151041956	151044556	1	2601	23725.26	861.38	538	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	538	1
1_MACS_peak_17051_lociStitched	chr3	169939346	169941717	1	2372	23513.9183	655.1073	539	PRKCI	PHC3	PRKCI	539	1
6_MACS_peak_4095_lociStitched	chr11	63992494	64020070	6	13539	27545.6664	4690.6776	540	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	540	1
4_MACS_peak_588_lociStitched	chr1	40839074	40858402	4	12944	26104.3968	3299.2896	541	SMAP2	SMAP2	SMAP2	541	1
1_MACS_peak_24126_lociStitched	chr9	93703207	93707031	1	3825	23781.8384	983.9152	542			SYK	542	1
3_MACS_peak_10437_lociStitched	chr17	76163869	76183649	3	10308	25715.978	2935.352	543	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	543	1
3_MACS_peak_4018_lociStitched	chr11	60672331	60684024	3	8052	25288.4511	2526.8573	544	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	544	1
2_MACS_peak_18476_lociStitched	chr4	186507375	186515077	2	5896	24175.8078	1418.7084	545	SORBS2		PDLIM3	545	1
2_MACS_peak_3618_lociStitched	chr11	3528508	3536415	2	6202	24204.1177	1482.5625	546			TRPC2	546	1
1_MACS_peak_1429_lociStitched	chr1	153605900	153608018	1	2119	23238.9078	521.6634	547	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	547	1
2_MACS_peak_20284_lociStitched	chr6	33537795	33548745	2	6464	24586.035	1871.355	548	BAK1	GGNBP1,ITPR3,C6orf227	BAK1	548	1
3_MACS_peak_21330_lociStitched	chr7	2593861	2607352	3	5646	24538.7799	1833.4269	549	IQCE,C7orf27	LFNG	IQCE	549	1
