#14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_ROSE/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam
#Using cutoff of 21564.0092 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuper
2_MACS_peak_24900_lociStitched	chrX	39712632	39720784	2	5606	23737.8088	779.3312	529	1
1_MACS_peak_8018_lociStitched	chr15	81291399	81295107	1	3709	23716.368	759.7692	530	1
1_MACS_peak_1293_lociStitched	chr1	145967857	145970648	1	2792	23900.4494	953.6847	531	1
2_MACS_peak_15010_lociStitched	chr21	37906457	37915993	2	5087	25216.9984	2272.4288	532	1
2_MACS_peak_15388_lociStitched	chr22	31884232	31893710	2	5881	24699.668	1767.647	533	1
2_MACS_peak_5655_lociStitched	chr12	89738340	89749556	2	9504	25311.1472	2387.8864	534	1
1_MACS_peak_23543_lociStitched	chr8	134579040	134585962	1	6923	24539.8744	1632.8998	535	1
3_MACS_peak_24314_lociStitched	chr9	112904331	112925108	3	18503	26791.9415	3903.9983	536	1
2_MACS_peak_17775_lociStitched	chr4	71542180	71555266	2	8770	25079.319	2193.2136	537	1
1_MACS_peak_1394_lociStitched	chr1	151041956	151044556	1	2601	23725.26	861.38	538	1
1_MACS_peak_17051_lociStitched	chr3	169939346	169941717	1	2372	23513.9183	655.1073	539	1
6_MACS_peak_4095_lociStitched	chr11	63992494	64020070	6	13539	27545.6664	4690.6776	540	1
4_MACS_peak_588_lociStitched	chr1	40839074	40858402	4	12944	26104.3968	3299.2896	541	1
1_MACS_peak_24126_lociStitched	chr9	93703207	93707031	1	3825	23781.8384	983.9152	542	1
3_MACS_peak_10437_lociStitched	chr17	76163869	76183649	3	10308	25715.978	2935.352	543	1
3_MACS_peak_4018_lociStitched	chr11	60672331	60684024	3	8052	25288.4511	2526.8573	544	1
2_MACS_peak_18476_lociStitched	chr4	186507375	186515077	2	5896	24175.8078	1418.7084	545	1
2_MACS_peak_3618_lociStitched	chr11	3528508	3536415	2	6202	24204.1177	1482.5625	546	1
1_MACS_peak_1429_lociStitched	chr1	153605900	153608018	1	2119	23238.9078	521.6634	547	1
2_MACS_peak_20284_lociStitched	chr6	33537795	33548745	2	6464	24586.035	1871.355	548	1
3_MACS_peak_21330_lociStitched	chr7	2593861	2607352	3	5646	24538.7799	1833.4269	549	1
1_MACS_peak_13537_lociStitched	chr2	175457581	175464339	1	6759	23847.6304	1146.1568	550	1
1_MACS_peak_1312_lociStitched	chr1	147509566	147512286	1	2721	23640.88	940.848	551	1
3_MACS_peak_17608_lociStitched	chr4	38124314	38136037	3	7995	24951.2332	2263.7113	552	1
3_MACS_peak_13082_lociStitched	chr2	109829394	109842966	3	8028	25094.628	2471.4612	553	1
1_MACS_peak_12628_lociStitched	chr2	61762570	61766980	1	4411	23354.037	749.7	554	1
1_MACS_peak_16803_lociStitched	chr3	133290617	133297906	1	7290	24169.5951	1605.7667	555	1
1_MACS_peak_21468_lociStitched	chr7	20368523	20372665	1	4143	23345.5546	791.9504	556	1
1_MACS_peak_24522_lociStitched	chr9	131417737	131420012	1	2276	22980.0025	446.1275	557	1
2_MACS_peak_16763_lociStitched	chr3	129893442	129900534	2	5834	23950.3932	1454.5692	558	1
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.2648	2553.8017	559	1
1_MACS_peak_19504_lociStitched	chr5	148204798	148215757	1	10960	25057.7535	2619.201	560	1
1_MACS_peak_6973_lociStitched	chr14	69258470	69263678	1	5209	22967.8008	538.5072	561	1
1_MACS_peak_9031_lociStitched	chr16	70555558	70559591	1	4034	23197.0094	778.7723	562	1
5_MACS_peak_12928_lociStitched	chr2	88899144	88928377	5	15535	27487.7899	5077.7721	563	1
2_MACS_peak_10001_lociStitched	chr17	46124162	46135277	2	6573	24348.519	1956.24	564	1
1_MACS_peak_13522_lociStitched	chr2	174826884	174831587	1	4704	23119.948	749.6582	565	1
1_MACS_peak_12689_lociStitched	chr2	65214734	65220936	1	6203	23436.1176	1076.6672	566	1
2_MACS_peak_2272_lociStitched	chr1	228268815	228279473	2	10159	25064.4186	2734.8428	567	1
1_MACS_peak_13139_lociStitched	chr2	112249819	112253647	1	3829	23209.164	882.354	568	1
5_MACS_peak_24749_lociStitched	chrX	10065117	10090937	5	12280	24552.238	2241.176	569	1
1_MACS_peak_12317_lociStitched	chr2	26463466	26469225	1	5760	23547.9751	1243.3681	570	1
2_MACS_peak_16619_lociStitched	chr3	119356009	119362773	2	4756	23611.0948	1333.8608	571	1
1_MACS_peak_22730_lociStitched	chr8	17940172	17943478	1	3307	22990.5852	717.0714	572	1
1_MACS_peak_13556_lociStitched	chr2	178075624	178079007	1	3384	22970.57	697.2363	573	1
4_MACS_peak_11477_lociStitched	chr19	16545055	16561774	4	9105	24852.7935	2593.1169	574	1
2_MACS_peak_4653_lociStitched	chr11	118738593	118744284	2	5485	23256.2715	1028.9328	575	1
3_MACS_peak_16191_lociStitched	chr3	49054575	49067636	3	9920	24672.229	2458.0802	576	1
1_MACS_peak_19711_lociStitched	chr5	173168757	173174359	1	5603	23407.957	1226.838	577	1
1_MACS_peak_141_lociStitched	chr1	11967432	11970716	1	3285	22843.504	678.146	578	1
1_MACS_peak_36_lociStitched	chr1	1622749	1625730	1	2982	22732.5098	568.7748	579	1
4_MACS_peak_3401_lociStitched	chr10	112611836	112632939	4	14611	25963.0209	3811.2018	580	1
5_MACS_peak_25353_lociStitched	chrX	128902327	128921351	5	12813	24424.9136	2280.9776	581	1
2_MACS_peak_9878_lociStitched	chr17	40728024	40740045	2	7033	24397.8216	2274.3732	582	1
1_MACS_peak_2481_lociStitched	chr10	3824303	3828868	1	4566	22752.4165	668.7725	583	1
5_MACS_peak_19541_lociStitched	chr5	150513116	150538125	5	14742	26434.513	4371.5732	584	1
2_MACS_peak_9322_lociStitched	chr17	4267941	4281187	2	9384	24212.3634	2205.459	585	1
2_MACS_peak_8238_lociStitched	chr15	101661401	101669308	2	5519	23251.3242	1248.5153	586	1
5_MACS_peak_12658_lociStitched	chr2	64430647	64456341	5	9769	25989.481	4005.6946	587	1
3_MACS_peak_17042_lociStitched	chr3	169755050	169776644	3	11358	26808.951	4839.2154	588	1
1_MACS_peak_11118_lociStitched	chr19	2234499	2241173	1	6675	23513.8368	1551.0376	589	1
2_MACS_peak_15322_lociStitched	chr22	27005266	27014864	2	7066	23845.2712	1931.1176	590	1
4_MACS_peak_16508_lociStitched	chr3	101487744	101513170	4	11504	25802.3048	3928.317	591	1
2_MACS_peak_24499_lociStitched	chr9	130731777	130744209	2	8463	23854.5216	1994.0928	592	1
3_MACS_peak_17115_lociStitched	chr3	178230620	178241196	3	8210	24482.3824	2637.6544	593	1
2_MACS_peak_14824_lociStitched	chr20	62358167	62371002	2	9517	24037.388	2273.0785	594	1
1_MACS_peak_18582_lociStitched	chr5	10248843	10251956	1	3114	22321.4552	571.2355	595	1
4_MACS_peak_6605_lociStitched	chr13	114582048	114594672	4	7466	24071.4432	2330.3904	596	1
1_MACS_peak_18012_lociStitched	chr4	105407587	105417287	1	9701	23093.76	1368.67	597	1
1_MACS_peak_22460_lociStitched	chr7	139024214	139027519	1	3306	23022.9605	1307.7885	598	1
2_MACS_peak_17108_lociStitched	chr3	177068732	177079815	2	7933	24794.8876	3089.9404	599	1
2_MACS_peak_11046_lociStitched	chr19	505964	512270	2	4773	23183.3784	1487.5854	600	1
3_MACS_peak_19210_lociStitched	chr5	118657929	118678692	3	13357	25521.8796	3845.3076	601	1
1_MACS_peak_752_lociStitched	chr1	53101164	53104563	1	3400	22372.5579	755.9376	602	1
1_MACS_peak_24363_lociStitched	chr9	117145758	117151526	1	5769	23048.3512	1443.7304	603	1
