REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_1121_lociStitched	chr1	111172858	111181225	1	8368	24614.8773	1118.6679	518		KCNA2,KCNA3	KCNA2	518	1
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.2724	2574.7282	521	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	521	1
3_MACS_peak_4240_lociStitched	chr11	67647275	67661581	3	7523	33162.7386	2183.0956	522			LOC645332	522	1
2_MACS_peak_24499_lociStitched	chr9	130731777	130744209	2	8463	23854.5216	1994.0928	527	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	527	1
1_MACS_peak_7941_lociStitched	chr15	75334305	75340981	1	6677	37508.4384	1711.0588	532	PPCDC	SCAMP5	PPCDC	532	1
1_MACS_peak_2904_lociStitched	chr10	63804065	63812289	1	8225	25131.7216	1816.6816	536	ARID5B		ARID5B	536	1
1_MACS_peak_14283_lociStitched	chr20	17945397	17952850	1	7454	31787.7903	1568.1112	541	C20orf72,SNX5	SNORD17	SNX5	541	1
2_MACS_peak_1591_lociStitched	chr1	161007792	161019318	2	7587	32105.673	3294.1308	546	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	546	1
2_MACS_peak_13997_lociStitched	chr2	232570666	232578919	2	7919	26804.9187	1071.2394	548	PTMA,MIR1244-1		PTMA	548	1
1_MACS_peak_19067_lociStitched	chr5	90674490	90681179	1	6690	36111.2354	1366.5627	551	LOC100129716,ARRDC3		ARRDC3	551	1
2_MACS_peak_11723_lociStitched	chr19	39338578	39348934	2	7918	27401.976	2058.7728	552	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	552	1
3_MACS_peak_17115_lociStitched	chr3	178230620	178241196	3	8210	24482.3824	2637.6544	557		KCNMB2	KCNMB2	557	1
2_MACS_peak_8731_lociStitched	chr16	30661207	30673341	2	7983	26601.3682	2328.5146	558	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	558	1
2_MACS_peak_4070_lociStitched	chr11	62597834	62610489	2	7607	30178.3785	2551.248	563	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	563	1
3_MACS_peak_20800_lociStitched	chr6	106585461	106595605	3	7756	28207.4208	2124.1536	564		PRDM1	PRDM1	564	1
3_MACS_peak_4018_lociStitched	chr11	60672331	60684024	3	8052	25288.4511	2526.8573	566	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	566	1
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.2648	2553.8017	567	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	567	1
3_MACS_peak_315_lociStitched	chr1	25869696	25879185	3	7741	27587.3697	1711.8156	568	LDLRAP1		LDLRAP1	568	1
3_MACS_peak_13082_lociStitched	chr2	109829394	109842966	3	8028	25094.628	2471.4612	572	SH3RF3		MIR4265	572	1
3_MACS_peak_17608_lociStitched	chr4	38124314	38136037	3	7995	24951.2332	2263.7113	578	TBC1D1		PTTG2	578	1
2_MACS_peak_5783_lociStitched	chr12	102871006	102879278	2	7832	25613.4208	1703.2048	586	IGF1		IGF1	586	1
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.1553	1684.8502	588	ADORA2A,C22orf45		ADORA2A	588	1
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633	594	KIAA0226	FYTTD1,MIR922	KIAA0226	594	1
2_MACS_peak_23834_lociStitched	chr9	33288746	33299116	2	7263	30240.994	1934.005	595	NFX1	SPINK4,CHMP5,BAG1	NFX1	595	1
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512	596	SEPT9	SEPT9,MIR4316	SEPT9	596	1
1_MACS_peak_15855_lociStitched	chr3	14161168	14168416	1	7249	29956.7088	1656.8928	597	TMEM43,CHCHD4		CHCHD4	597	1
2_MACS_peak_23395_lociStitched	chr8	118450336	118457552	2	6831	32688.48	1295.9936	598			MED30	598	1
2_MACS_peak_17108_lociStitched	chr3	177068732	177079815	2	7933	24794.8876	3089.9404	600			TBL1XR1	600	1
1_MACS_peak_13406_lociStitched	chr2	158295065	158302243	1	7179	30132.5262	1451.3916	603	CYTIP		CYTIP	603	1
3_MACS_peak_1921_lociStitched	chr1	200851050	200863557	3	6837	33404.9463	3014.187	616	C1orf106	GPR25,C1orf106	C1orf106	616	1
1_MACS_peak_238_lociStitched	chr1	21615787	21622612	1	6826	31735.5675	1323.3675	617	ECE1	ECE1	ECE1	617	1
2_MACS_peak_9599_lociStitched	chr17	27046189	27056602	2	7239	29342.7927	2134.665	620	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	620	1
1_MACS_peak_20200_lociStitched	chr6	30683917	30691509	1	7593	25630.592	1696.0528	622	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	622	1
2_MACS_peak_15086_lociStitched	chr21	44725943	44734237	2	6620	33166.0472	2044.471	631			SIK1	631	1
1_MACS_peak_21465_lociStitched	chr7	20254807	20261825	1	7019	29130.3144	1630.9832	641	MACC1		MACC1	641	1
2_MACS_peak_1462_lociStitched	chr1	154755892	154765679	2	6788	31845.9193	2901.8455	646	KCNN3		KCNN3	646	1
3_MACS_peak_10434_lociStitched	chr17	76139825	76152382	3	7165	27626.6557	2147.247	654	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	654	1
1_MACS_peak_20798_lociStitched	chr6	106439374	106446718	1	7345	24264.576	1165.4928	662			PRDM1	662	1
4_MACS_peak_6605_lociStitched	chr13	114582048	114594672	4	7466	24071.4432	2330.3904	663	FLJ44054	GAS6	FLJ44054	663	1
2_MACS_peak_14635_lociStitched	chr20	46386253	46397293	2	7083	27319.584	1877.904	664	SULF2		SULF2	664	1
2_MACS_peak_15524_lociStitched	chr22	39146082	39153165	2	7053	26364.3426	1449.1818	672	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	672	1
1_MACS_peak_16803_lociStitched	chr3	133290617	133297906	1	7290	24169.5951	1605.7667	675	CDV3		CDV3	675	1
3_MACS_peak_1598_lociStitched	chr1	161122942	161137514	3	6999	29059.4824	4065.588	682	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	682	1
2_MACS_peak_22372_lociStitched	chr7	128572533	128582265	2	6830	27956.1432	2761.9416	698	IRF5	KCP	IRF5	698	1
3_MACS_peak_22096_lociStitched	chr7	100020600	100034909	3	6937	26226.9661	2110.5775	701	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	701	1
2_MACS_peak_15322_lociStitched	chr22	27005266	27014864	2	7066	23845.2712	1931.1176	718	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	718	1
2_MACS_peak_9878_lociStitched	chr17	40728024	40740045	2	7033	24397.8216	2274.3732	720	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	720	1
1_MACS_peak_23543_lociStitched	chr8	134579040	134585962	1	6923	24539.8744	1632.8998	723	ST3GAL1		ST3GAL1	723	1
3_MACS_peak_244_lociStitched	chr1	22099672	22119319	3	6747	26794.5786	2917.5795	732	USP48	LDLRAD2	USP48	732	1
2_MACS_peak_22433_lociStitched	chr7	134843756	134857356	2	6760	26653.28	2996.08	735	TMEM140,C7orf49	WDR91	C7orf49	735	1
1_MACS_peak_23542_lociStitched	chr8	134508175	134514796	1	6622	25668.9549	1396.3689	747	ST3GAL1		ST3GAL1	747	1
1_MACS_peak_13537_lociStitched	chr2	175457581	175464339	1	6759	23847.6304	1146.1568	753	WIPF1		WIPF1	753	1
1_MACS_peak_11118_lociStitched	chr19	2234499	2241173	1	6675	23513.8368	1551.0376	797	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	797	1
2_MACS_peak_10001_lociStitched	chr17	46124162	46135277	2	6573	24348.519	1956.24	812	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	812	1
