REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_20735_lociStitched	chr6	91182505	91184529	1	2025	1945.6712	507.21439999999996
1_MACS_peak_24235_lociStitched	chr9	101866526	101868550	1	2025	1178.1704	290.8488
1_MACS_peak_24689_lociStitched	chrX	950069	952093	1	2025	1382.7968	55.8624
1_MACS_peak_2681_lociStitched	chr10	27027307	27029330	1	2024	2587.8215999999998	248.829
1_MACS_peak_7966_lociStitched	chr15	76602500	76604523	1	2024	3879.7093999999997	295.56030000000004
1_MACS_peak_8664_lociStitched	chr16	28961559	28963582	1	2024	3568.9766	444.4531
1_MACS_peak_9359_lociStitched	chr17	5860716	5862739	1	2024	3336.3316	276.9487
1_MACS_peak_18385_lociStitched	chr4	175968563	175970586	1	2024	2155.5065	294.95340000000004
1_MACS_peak_18874_lociStitched	chr5	66299219	66301242	1	2024	4100.8233	390.6413
1_MACS_peak_21344_lociStitched	chr7	4763923	4765946	1	2024	2908.6693999999998	296.1672
1_MACS_peak_21370_lociStitched	chr7	6119736	6121759	1	2024	3901.7601	405.8138
1_MACS_peak_5809_lociStitched	chr12	105424328	105426350	1	2023	3284.1324	437.763
1_MACS_peak_7610_lociStitched	chr15	45813616	45815638	1	2023	2040.8046000000002	275.1942
1_MACS_peak_8289_lociStitched	chr16	1346229	1348251	1	2023	4560.2166	296.62739999999997
1_MACS_peak_9981_lociStitched	chr17	45355555	45357577	1	2023	1928.7857999999999	550.1862
1_MACS_peak_12282_lociStitched	chr2	24582231	24584253	1	2023	5848.8372	459.39840000000004
1_MACS_peak_13113_lociStitched	chr2	111290317	111292339	1	2023	1475.4534	401.77139999999997
1_MACS_peak_13795_lociStitched	chr2	204890936	204892958	1	2023	2598.0678	410.87039999999996
1_MACS_peak_17711_lociStitched	chr4	55225446	55227468	1	2023	4512.6996	410.2638
1_MACS_peak_19634_lociStitched	chr5	159586521	159588543	1	2023	2825.3406	456.5676
1_MACS_peak_20342_lociStitched	chr6	36841470	36843492	1	2023	6952.4448	585.9756
1_MACS_peak_5692_lociStitched	chr12	93380906	93382927	1	2022	2553.3314	368.6304
1_MACS_peak_7781_lociStitched	chr15	64647259	64649280	1	2022	2250.3835	311.6382
1_MACS_peak_9907_lociStitched	chr17	41560297	41562318	1	2022	2667.7200000000003	457.5544
1_MACS_peak_9935_lociStitched	chr17	42906357	42908378	1	2022	2096.7875000000004	256.4649
1_MACS_peak_17603_lociStitched	chr4	37995488	37997509	1	2022	1468.8628	270.4098
1_MACS_peak_21105_lociStitched	chr6	139539915	139541936	1	2022	2200.0606000000002	414.50710000000004
1_MACS_peak_24462_lociStitched	chr9	129158457	129160478	1	2022	2863.757	483.22110000000004
1_MACS_peak_1377_lociStitched	chr1	150487236	150489256	1	2021	3098.074	665.994
1_MACS_peak_14555_lociStitched	chr20	42218556	42220576	1	2021	8469.052	406.424
1_MACS_peak_22207_lociStitched	chr7	106343877	106345897	1	2021	4501.772	442.38
1_MACS_peak_22923_lociStitched	chr8	37619192	37621212	1	2021	3748.312	532.27
1_MACS_peak_23954_lociStitched	chr9	66552704	66554724	1	2021	5518.842	566.004
1_MACS_peak_24842_lociStitched	chrX	21391404	21393424	1	2021	1846.684	183.82
1_MACS_peak_2941_lociStitched	chr10	70286259	70288278	1	2020	3930.993	426.8166
1_MACS_peak_6266_lociStitched	chr13	38923040	38925059	1	2020	5386.692	305.6766
1_MACS_peak_13379_lociStitched	chr2	152265801	152267820	1	2020	9828.492	393.70500000000004
1_MACS_peak_20775_lociStitched	chr6	100015274	100017293	1	2020	5664.1026	319.4058
1_MACS_peak_20777_lociStitched	chr6	100061112	100063131	1	2020	2349.9141	348.0756
1_MACS_peak_22817_lociStitched	chr8	26239862	26241881	1	2020	2629.5456	224.109
1_MACS_peak_14120_lociStitched	chr20	327690	329708	1	2019	3262.5006	409.04859999999996
1_MACS_peak_15568_lociStitched	chr22	39897724	39899742	1	2019	3590.022	431.852
1_MACS_peak_15707_lociStitched	chr22	48090401	48092419	1	2019	4013.3983999999996	393.7118
1_MACS_peak_16989_lociStitched	chr3	159480640	159482658	1	2019	2766.0726	577.5516
1_MACS_peak_20589_lociStitched	chr6	73091744	73093762	1	2019	2509.7866	222.1818
1_MACS_peak_2418_lociStitched	chr1	245675508	245677525	1	2018	2075.493	460.27939999999995
1_MACS_peak_3460_lociStitched	chr10	121651109	121653126	1	2018	2557.3543	416.5105
1_MACS_peak_9344_lociStitched	chr17	4900246	4902263	1	2018	3713.9021	289.03610000000003
1_MACS_peak_9970_lociStitched	chr17	44438037	44440054	1	2018	2604.1486999999997	344.3019
1_MACS_peak_14526_lociStitched	chr20	37554397	37556414	1	2018	2010.7473	508.08230000000003
1_MACS_peak_16214_lociStitched	chr3	49822944	49824961	1	2018	4786.7444000000005	483.4749
1_MACS_peak_16501_lociStitched	chr3	101279564	101281581	1	2018	3143.6962	401.98810000000003
1_MACS_peak_18250_lociStitched	chr4	147189518	147191535	1	2018	2746.7506	330.5863
1_MACS_peak_19795_lociStitched	chr5	179920633	179922650	1	2018	2655.5822	293.2718
1_MACS_peak_20196_lociStitched	chr6	30614391	30616408	1	2018	5459.4139000000005	495.1735
1_MACS_peak_20671_lociStitched	chr6	85482963	85484980	1	2018	2049.4737	233.5686
1_MACS_peak_23420_lociStitched	chr8	122736623	122738640	1	2018	1703.7599	218.8445
1_MACS_peak_24553_lociStitched	chr9	132403355	132405372	1	2018	1563.9818	396.1388
1_MACS_peak_1683_lociStitched	chr1	167532427	167534443	1	2017	2904.2496	626.3711999999999
1_MACS_peak_2710_lociStitched	chr10	30636835	30638851	1	2017	4129.5744	351.792
1_MACS_peak_19911_lociStitched	chr6	7200745	7202761	1	2017	1470.2687999999998	341.71200000000005
1_MACS_peak_665_lociStitched	chr1	45204664	45206679	1	2016	3376.9384999999997	552.3115
1_MACS_peak_3312_lociStitched	chr10	104004368	104006383	1	2016	4349.1759999999995	583.947
1_MACS_peak_4732_lociStitched	chr11	125438666	125440681	1	2016	5245.448	422.9485
1_MACS_peak_10256_lociStitched	chr17	65240332	65242347	1	2016	3106.1225000000004	224.06799999999998
1_MACS_peak_11137_lociStitched	chr19	2560878	2562893	1	2016	7934.667	471.913
1_MACS_peak_12056_lociStitched	chr19	55987013	55989028	1	2016	1860.4495	315.952
1_MACS_peak_14478_lociStitched	chr20	35088875	35090890	1	2016	1617.4405	238.77749999999997
1_MACS_peak_15756_lociStitched	chr22	51221114	51223129	1	2016	2088.1445	561.379
1_MACS_peak_17020_lociStitched	chr3	166784346	166786361	1	2016	2093.585	439.27
1_MACS_peak_17368_lociStitched	chr4	1194237	1196252	1	2016	3468.621	406.627
1_MACS_peak_17920_lociStitched	chr4	87993810	87995825	1	2016	2136.706	274.04
1_MACS_peak_21157_lociStitched	chr6	146284319	146286334	1	2016	1947.699	218.426
1_MACS_peak_24610_lociStitched	chr9	136241407	136243422	1	2016	4319.7570000000005	345.1695
1_MACS_peak_981_lociStitched	chr1	89457432	89459446	1	2015	5123.4146	383.66700000000003
1_MACS_peak_2175_lociStitched	chr1	221051940	221053954	1	2015	2111.8804	482.5544
1_MACS_peak_8519_lociStitched	chr16	16339974	16341988	1	2015	1165.9045999999998	235.4366
1_MACS_peak_11185_lociStitched	chr19	4456522	4458536	1	2015	948.1912	325.4624
1_MACS_peak_13817_lociStitched	chr2	208633513	208635527	1	2015	1910.8832	311.7672
1_MACS_peak_15336_lociStitched	chr22	29168276	29170290	1	2015	4953.030199999999	380.2432
1_MACS_peak_18204_lociStitched	chr4	141347569	141349583	1	2015	2366.8528	376.4166
1_MACS_peak_20108_lociStitched	chr6	26401375	26403389	1	2015	3311.8216	369.97180000000003
1_MACS_peak_24250_lociStitched	chr9	103113824	103115838	1	2015	3258.4505999999997	263.0284
1_MACS_peak_436_lociStitched	chr1	32253246	32255259	1	2014	3491.5485	564.2438999999999
1_MACS_peak_5653_lociStitched	chr12	89637344	89639357	1	2014	1621.2702	303.1578
1_MACS_peak_12562_lociStitched	chr2	53994089	53996102	1	2014	5369.0736	369.9894
1_MACS_peak_21296_lociStitched	chr6	170150830	170152843	1	2014	4464.2301	212.7741
1_MACS_peak_22795_lociStitched	chr8	23385729	23387742	1	2014	2104.7928	396.7623
2_MACS_peak_24251_lociStitched	chr9	103188474	103190487	2	1864	1785.3297	255.651
1_MACS_peak_1742_lociStitched	chr1	175110404	175112416	1	2013	6613.0416	646.8580000000001
1_MACS_peak_2132_lociStitched	chr1	213223839	213225851	1	2013	4460.0004	697.7616
1_MACS_peak_2263_lociStitched	chr1	227505029	227507041	1	2013	3853.3824	387.31
1_MACS_peak_5271_lociStitched	chr12	48166369	48168381	1	2013	2531.4984	298.3796
1_MACS_peak_8007_lociStitched	chr15	80214880	80216892	1	2013	4897.0068	333.3884
1_MACS_peak_10043_lociStitched	chr17	47784221	47786233	1	2013	16013.508	428.7572
1_MACS_peak_11143_lociStitched	chr19	2663354	2665366	1	2013	3641.7200000000003	590.1196
1_MACS_peak_14451_lociStitched	chr20	33679313	33681325	1	2013	3760.8304	500.1832
1_MACS_peak_15641_lociStitched	chr22	43251787	43253799	1	2013	5365.6016	272.62600000000003
1_MACS_peak_20881_lociStitched	chr6	113162328	113164340	1	2013	1512.8228	295.96520000000004
1_MACS_peak_22818_lociStitched	chr8	26305962	26307974	1	2013	1285.2656000000002	339.4244
1_MACS_peak_23087_lociStitched	chr8	65385983	65387995	1	2013	1901.1388	261.56
1_MACS_peak_2975_lociStitched	chr10	72267800	72269811	1	2012	2177.7119	336.0381
1_MACS_peak_4588_lociStitched	chr11	112096159	112098170	1	2012	6894.5124	503.55440000000004
1_MACS_peak_4998_lociStitched	chr12	12177080	12179091	1	2012	3201.3109000000004	447.0453
1_MACS_peak_7563_lociStitched	chr15	43028114	43030125	1	2012	2724.1006	274.30039999999997
1_MACS_peak_13325_lociStitched	chr2	136741921	136743932	1	2012	6602.3141000000005	452.8772
1_MACS_peak_15724_lociStitched	chr22	50311316	50313327	1	2012	5153.9919	216.1825
1_MACS_peak_16221_lociStitched	chr3	50125753	50127764	1	2012	10445.9384	463.93769999999995
1_MACS_peak_20985_lociStitched	chr6	130030061	130032072	1	2012	2355.8865	405.21650000000005
1_MACS_peak_2219_lociStitched	chr1	225839820	225841830	1	2011	1383.885	283.00800000000004
1_MACS_peak_6524_lociStitched	chr13	100740463	100742473	1	2011	2335.62	478.983
1_MACS_peak_9589_lociStitched	chr17	26683541	26685551	1	2011	5123.892	399.99
1_MACS_peak_9847_lociStitched	chr17	40020366	40022376	1	2011	4731.138	352.956
1_MACS_peak_10551_lociStitched	chr17	80493117	80495127	1	2011	2867.064	273.159
1_MACS_peak_12114_lociStitched	chr19	58986461	58988471	1	2011	3408.558	481.99800000000005
1_MACS_peak_17318_lociStitched	chr3	196000527	196002537	1	2011	3107.46	617.874
1_MACS_peak_18003_lociStitched	chr4	103681139	103683149	1	2011	2314.314	510.54
1_MACS_peak_18507_lociStitched	chr5	29431	31441	1	2011	2058.2400000000002	344.916
1_MACS_peak_20440_lociStitched	chr6	44094275	44096285	1	2011	1634.733	271.95300000000003
1_MACS_peak_5731_lociStitched	chr12	96335837	96337846	1	2010	3399.4289	506.46889999999996
1_MACS_peak_7247_lociStitched	chr14	102828202	102830211	1	2010	2453.1899000000003	166.94789999999998
1_MACS_peak_9774_lociStitched	chr17	36598907	36600916	1	2010	2036.7242	355.19120000000004
1_MACS_peak_11957_lociStitched	chr19	49402625	49404634	1	2010	3287.9294	377.692
1_MACS_peak_14607_lociStitched	chr20	44484975	44486984	1	2010	3165.3803999999996	433.7431
1_MACS_peak_15530_lociStitched	chr22	39349171	39351180	1	2010	3515.1473	386.3307
1_MACS_peak_21660_lociStitched	chr7	42275866	42277875	1	2010	2751.1246	336.3066
1_MACS_peak_23024_lociStitched	chr8	54754674	54756683	1	2010	3671.4474999999998	393.764
1_MACS_peak_25193_lociStitched	chrX	80375562	80377571	1	2010	1002.0892	238.26739999999998
1_MACS_peak_357_lociStitched	chr1	27215614	27217622	1	2009	4844.0992	477.1008
1_MACS_peak_364_lociStitched	chr1	27648056	27650064	1	2009	4399.1264	346.38
1_MACS_peak_2030_lociStitched	chr1	206858167	206860175	1	2009	2195.9487999999997	313.04720000000003
1_MACS_peak_2056_lociStitched	chr1	208360166	208362174	1	2009	4183.4672	453.808
1_MACS_peak_2846_lociStitched	chr10	52190840	52192848	1	2009	1951.1736	328.1072
1_MACS_peak_3818_lociStitched	chr11	26935624	26937632	1	2009	2317.0312	444.772
1_MACS_peak_4033_lociStitched	chr11	61181226	61183234	1	2009	2226.6711999999998	442.3624
1_MACS_peak_7929_lociStitched	chr15	75134414	75136422	1	2009	3831.2639999999997	491.7592
1_MACS_peak_12873_lociStitched	chr2	85911141	85913149	1	2009	3198.1416	335.336
1_MACS_peak_14221_lociStitched	chr20	7485030	7487038	1	2009	1832.7015999999999	288.5496
1_MACS_peak_15815_lociStitched	chr3	10156579	10158587	1	2009	4697.5152	580.312
1_MACS_peak_23744_lociStitched	chr9	9728413	9730421	1	2009	1547.7664	218.6712
1_MACS_peak_24719_lociStitched	chrX	4157722	4159730	1	2009	1501.3816000000002	261.6424
1_MACS_peak_1364_lociStitched	chr1	149981390	149983397	1	2008	4024.2357	527.2389
1_MACS_peak_9699_lociStitched	chr17	33287565	33289572	1	2008	6207.2496	396.78389999999996
1_MACS_peak_12779_lociStitched	chr2	71558156	71560163	1	2008	3472.5114	334.3662
1_MACS_peak_14107_lociStitched	chr2	242625361	242627368	1	2008	3941.3466	197.0874
1_MACS_peak_15797_lociStitched	chr3	9003901	9005908	1	2008	2684.5631999999996	406.6182
1_MACS_peak_19169_lociStitched	chr5	112196136	112198143	1	2008	6015.3804	431.3043
1_MACS_peak_25320_lociStitched	chrX	119076448	119078455	1	2008	2822.8455000000004	226.3896
1_MACS_peak_2894_lociStitched	chr10	62537437	62539443	1	2007	4192.54	291.6724
1_MACS_peak_3444_lociStitched	chr10	120924141	120926147	1	2007	5084.0064	364.69079999999997
1_MACS_peak_5826_lociStitched	chr12	106751007	106753013	1	2007	4178.899200000001	527.9792
1_MACS_peak_6195_lociStitched	chr13	27824754	27826760	1	2007	6710.6718	281.843
1_MACS_peak_6825_lociStitched	chr14	50998250	51000256	1	2007	2232.4774	227.2798
1_MACS_peak_11683_lociStitched	chr19	36504169	36506175	1	2007	2102.288	390.9694
1_MACS_peak_13013_lociStitched	chr2	99756810	99758816	1	2007	4964.85	403.206
1_MACS_peak_22848_lociStitched	chr8	28242741	28244747	1	2007	985.7484000000001	120.1594
1_MACS_peak_23931_lociStitched	chr9	42018347	42020353	1	2007	5194.537	461.5806
1_MACS_peak_7730_lociStitched	chr15	59396515	59398520	1	2006	2853.917	400.599
1_MACS_peak_9659_lociStitched	chr17	29814249	29816254	1	2006	1556.4814999999999	316.58950000000004
1_MACS_peak_9667_lociStitched	chr17	30333943	30335948	1	2006	2746.2484999999997	286.9155
1_MACS_peak_10984_lociStitched	chr18	67872047	67874052	1	2006	8372.2785	337.0405
1_MACS_peak_15620_lociStitched	chr22	42176465	42178470	1	2006	2349.058	460.749
1_MACS_peak_18771_lociStitched	chr5	54081054	54083059	1	2006	3278.3755	489.0195
1_MACS_peak_19139_lociStitched	chr5	108063037	108065042	1	2006	5902.72	430.8745
1_MACS_peak_19977_lociStitched	chr6	13303366	13305371	1	2006	1378.0365	300.1485
1_MACS_peak_20783_lociStitched	chr6	101458344	101460349	1	2006	2255.625	360.2985
1_MACS_peak_21343_lociStitched	chr7	4721850	4723855	1	2006	1428.362	149.573
1_MACS_peak_21825_lociStitched	chr7	66766673	66768678	1	2006	4988.44	285.7125
1_MACS_peak_22029_lociStitched	chr7	94249823	94251828	1	2006	2752.464	363.90749999999997
1_MACS_peak_24635_lociStitched	chr9	139304202	139306207	1	2006	3191.158	369.12050000000005
1_MACS_peak_816_lociStitched	chr1	61917911	61919915	1	2005	1858.3092	347.69399999999996
1_MACS_peak_3136_lociStitched	chr10	88730240	88732244	1	2005	3030.4488	317.0328
1_MACS_peak_14640_lociStitched	chr20	46456281	46458285	1	2005	2057.3064	259.51800000000003
1_MACS_peak_17819_lociStitched	chr4	76105538	76107542	1	2005	5119.218	325.4496
1_MACS_peak_17897_lociStitched	chr4	84204766	84206770	1	2005	4118.4204	423.846
1_MACS_peak_18516_lociStitched	chr5	590170	592174	1	2005	2335.2612	408.6156
1_MACS_peak_19828_lociStitched	chr6	710253	712257	1	2005	5096.7732	447.894
1_MACS_peak_20049_lociStitched	chr6	23153309	23155313	1	2005	2602.7952	303.2052
1_MACS_peak_21323_lociStitched	chr7	2271417	2273421	1	2005	2739.8687999999997	298.596
1_MACS_peak_21380_lociStitched	chr7	6486368	6488372	1	2005	3234.456	513.8256
1_MACS_peak_22810_lociStitched	chr8	26058472	26060476	1	2005	1152.9012	310.4196
1_MACS_peak_1273_lociStitched	chr1	145381889	145383892	1	2004	16550.789	582.4724
1_MACS_peak_4913_lociStitched	chr12	6999578	7001581	1	2004	4733.4896	417.6255
1_MACS_peak_7802_lociStitched	chr15	65577955	65579958	1	2004	3101.8458	465.8978
2_MACS_peak_9654_lociStitched	chr17	29421448	29423451	2	1990	1013.518	198.297
1_MACS_peak_12935_lociStitched	chr2	89064666	89066669	1	2004	1787.4772	246.5693
1_MACS_peak_14613_lociStitched	chr20	44717279	44719282	1	2004	6503.9413	313.87010000000004
1_MACS_peak_19259_lociStitched	chr5	126307204	126309207	1	2004	2336.6998000000003	401.2009
1_MACS_peak_19869_lociStitched	chr6	4879440	4881443	1	2004	2614.7162	410.81530000000004
1_MACS_peak_24552_lociStitched	chr9	132388075	132390078	1	2004	6820.8159	416.8243
1_MACS_peak_697_lociStitched	chr1	46624550	46626552	1	2003	3069.2662	416.2158
1_MACS_peak_7892_lociStitched	chr15	72977528	72979530	1	2003	5426.421	392.1918
1_MACS_peak_16159_lociStitched	chr3	47516187	47518189	1	2003	2369.7673999999997	367.367
1_MACS_peak_16757_lociStitched	chr3	129294865	129296867	1	2003	3402.399	375.7754
1_MACS_peak_19751_lociStitched	chr5	176448779	176450781	1	2003	3939.1352	271.67139999999995
1_MACS_peak_24419_lociStitched	chr9	125692960	125694962	1	2003	3550.1466	482.0816
1_MACS_peak_25281_lociStitched	chrX	109244970	109246972	1	2003	2330.9285999999997	219.41920000000002
1_MACS_peak_1936_lociStitched	chr1	201797579	201799580	1	2002	9866.931	531.8657999999999
1_MACS_peak_3410_lociStitched	chr10	114205757	114207758	1	2002	6124.860900000001	378.5892
1_MACS_peak_4879_lociStitched	chr12	4756990	4758991	1	2002	4711.7546999999995	587.4936
1_MACS_peak_7824_lociStitched	chr15	67425930	67427931	1	2002	2504.6517	380.7903
1_MACS_peak_16878_lociStitched	chr3	143549842	143551843	1	2002	1612.0056	225.7128
1_MACS_peak_23079_lociStitched	chr8	62626021	62628022	1	2002	2655.9273	291.74580000000003
1_MACS_peak_23791_lociStitched	chr9	22101827	22103828	1	2002	2107.4532	171.4857
1_MACS_peak_2935_lociStitched	chr10	69833788	69835788	1	2001	3192.4	337.8
1_MACS_peak_3300_lociStitched	chr10	103589579	103591579	1	2001	1234.3999999999999	468.8
1_MACS_peak_6935_lociStitched	chr14	64910853	64912853	1	2001	1901.4	149.4
1_MACS_peak_9001_lociStitched	chr16	69418720	69420720	1	2001	2441.6000000000004	262.79999999999995
1_MACS_peak_9456_lociStitched	chr17	13971809	13973809	1	2001	4166.400000000001	450.79999999999995
1_MACS_peak_10187_lociStitched	chr17	60500388	60502388	1	2001	4083.4	397.0
1_MACS_peak_11235_lociStitched	chr19	7098268	7100268	1	2001	7991.799999999999	590.6
1_MACS_peak_13418_lociStitched	chr2	160142299	160144299	1	2001	3523.4	382.6
1_MACS_peak_14161_lociStitched	chr20	3139258	3141258	1	2001	4078.8	392.0
1_MACS_peak_17082_lociStitched	chr3	174335831	174337831	1	2001	1994.3999999999999	464.0
1_MACS_peak_1773_lociStitched	chr1	179937874	179939873	1	2000	1275.362	379.4102
1_MACS_peak_2407_lociStitched	chr1	244461781	244463780	1	2000	4388.4047	492.5536
1_MACS_peak_3921_lociStitched	chr11	45825512	45827511	1	2000	2532.1333	256.4717
1_MACS_peak_8792_lociStitched	chr16	48351591	48353590	1	2000	1560.4194	242.8785
1_MACS_peak_11380_lociStitched	chr19	12791411	12793410	1	2000	5110.4435	317.2413
1_MACS_peak_16463_lociStitched	chr3	97689927	97691926	1	2000	2829.5845	312.4437
1_MACS_peak_19344_lociStitched	chr5	134073378	134075377	1	2000	2382.808	596.3017
1_MACS_peak_21425_lociStitched	chr7	10701917	10703916	1	2000	2154.1223999999997	352.2238
1_MACS_peak_23839_lociStitched	chr9	33472664	33474663	1	2000	2505.9464000000003	487.95590000000004
1_MACS_peak_6720_lociStitched	chr14	24767828	24769826	1	1999	1817.9802000000002	155.4444
1_MACS_peak_20940_lociStitched	chr6	122791892	122793890	1	1999	4281.1146	326.47319999999996
1_MACS_peak_23232_lociStitched	chr8	90769171	90771169	1	1999	2963.8332	161.838
1_MACS_peak_6771_lociStitched	chr14	35885022	35887019	1	1998	1709.8314	203.4943
1_MACS_peak_8105_lociStitched	chr15	89051882	89053879	1	1998	1457.0112000000001	421.9661
1_MACS_peak_8550_lociStitched	chr16	19078213	19080210	1	1998	14216.643	363.8534
1_MACS_peak_15368_lociStitched	chr22	30986706	30988703	1	1998	8067.2809	546.1795000000001
1_MACS_peak_15658_lociStitched	chr22	44350388	44352385	1	1998	2884.6665	381.62669999999997
1_MACS_peak_17857_lociStitched	chr4	78837732	78839729	1	1998	2089.0617	316.32480000000004
1_MACS_peak_268_lociStitched	chr1	24017691	24019687	1	1997	5198.581999999999	591.6144
1_MACS_peak_1498_lociStitched	chr1	155686042	155688038	1	1997	1928.136	636.1252
1_MACS_peak_9014_lociStitched	chr16	70147277	70149273	1	1997	2620.9476	390.4176
1_MACS_peak_9240_lociStitched	chr17	617061	619057	1	1997	2916.9544	261.476
1_MACS_peak_11631_lociStitched	chr19	33165083	33167079	1	1997	2412.7648000000004	420.15799999999996
1_MACS_peak_19301_lociStitched	chr5	131628517	131630513	1	1997	3903.178	565.866
1_MACS_peak_20953_lociStitched	chr6	125666860	125668856	1	1997	4540.700400000001	343.1124
1_MACS_peak_23640_lociStitched	chr8	145979765	145981761	1	1997	2852.8828	438.3216
1_MACS_peak_1080_lociStitched	chr1	108724333	108726328	1	1996	1616.1495	195.909
1_MACS_peak_1897_lociStitched	chr1	197870845	197872840	1	1996	8685.432	563.5875
1_MACS_peak_5727_lociStitched	chr12	95509681	95511676	1	1996	2382.0299999999997	369.474
1_MACS_peak_7024_lociStitched	chr14	74253287	74255282	1	1996	1347.423	208.4775
1_MACS_peak_7809_lociStitched	chr15	65902432	65904427	1	1996	3414.642	412.7655
1_MACS_peak_10047_lociStitched	chr17	47864898	47866893	1	1996	5974.227	484.9845
1_MACS_peak_12270_lociStitched	chr2	21021521	21023516	1	1996	8010.922500000001	381.24449999999996
1_MACS_peak_15222_lociStitched	chr22	21821228	21823223	1	1996	2108.7149999999997	278.901
1_MACS_peak_16351_lociStitched	chr3	63953177	63955172	1	1996	2039.289	335.55899999999997
1_MACS_peak_18943_lociStitched	chr5	75012089	75014084	1	1996	6837.4635	324.9855
1_MACS_peak_20517_lociStitched	chr6	53223198	53225193	1	1996	3123.3720000000003	342.74100000000004
1_MACS_peak_20574_lociStitched	chr6	70576095	70578090	1	1996	1193.2095	439.69800000000004
1_MACS_peak_21191_lociStitched	chr6	155053765	155055760	1	1996	3646.062	156.408
1_MACS_peak_158_lociStitched	chr1	14237594	14239588	1	1995	1428.1028	257.8242
1_MACS_peak_4972_lociStitched	chr12	10281809	10283803	1	1995	3556.299	423.5256
1_MACS_peak_6881_lociStitched	chr14	57315102	57317096	1	1995	2060.9984	219.5394
1_MACS_peak_8296_lociStitched	chr16	1524083	1526077	1	1995	3726.786	206.17960000000002
1_MACS_peak_9265_lociStitched	chr17	1495389	1497383	1	1995	3804.5519999999997	451.641
1_MACS_peak_14136_lociStitched	chr20	1305219	1307213	1	1995	7593.7502	468.3906
1_MACS_peak_14652_lociStitched	chr20	47803225	47805219	1	1995	2003.7705999999998	260.61580000000004
1_MACS_peak_15085_lociStitched	chr21	44596283	44598277	1	1995	8080.685	915.8442
1_MACS_peak_19132_lociStitched	chr5	105462335	105464329	1	1995	2255.4134	435.4896
1_MACS_peak_893_lociStitched	chr1	70875651	70877644	1	1994	3743.8505	296.957
1_MACS_peak_1053_lociStitched	chr1	100597733	100599726	1	1994	1790.9098	113.9996
1_MACS_peak_5885_lociStitched	chr12	110938676	110940669	1	1994	3142.5624	294.56539999999995
1_MACS_peak_9220_lociStitched	chr16	89723359	89725352	1	1994	1820.2069	196.1112
1_MACS_peak_13560_lociStitched	chr2	178416559	178418552	1	1994	7654.9137	570.1973
1_MACS_peak_21304_lociStitched	chr7	765440	767433	1	1994	2034.8529999999998	217.83489999999998
1_MACS_peak_23141_lociStitched	chr8	72009107	72011100	1	1994	1477.6101999999998	320.4744
1_MACS_peak_6985_lociStitched	chr14	70232963	70234955	1	1993	4781.596799999999	285.4536
1_MACS_peak_7946_lociStitched	chr15	75422269	75424261	1	1993	3510.9	382.0656
1_MACS_peak_23908_lociStitched	chr9	37421783	37423775	1	1993	3385.6032	409.356
1_MACS_peak_1781_lociStitched	chr1	180817563	180819554	1	1992	3464.7382	527.2167999999999
1_MACS_peak_6080_lociStitched	chr12	125258255	125260246	1	1992	1935.4511	295.0662
1_MACS_peak_8729_lociStitched	chr16	30620512	30622503	1	1992	6723.0097000000005	486.2022
1_MACS_peak_10296_lociStitched	chr17	70506163	70508154	1	1992	1143.2322000000001	405.9649
1_MACS_peak_14779_lociStitched	chr20	57616729	57618720	1	1992	2335.8412	346.8322
1_MACS_peak_17015_lociStitched	chr3	165238274	165240265	1	1992	2861.8634	361.5656
1_MACS_peak_20432_lociStitched	chr6	43682021	43684012	1	1992	1701.5086000000001	401.3856
1_MACS_peak_543_lociStitched	chr1	38477499	38479489	1	1991	3404.6910000000003	471.63
1_MACS_peak_4375_lociStitched	chr11	77704809	77706799	1	1991	2709.783	452.725
1_MACS_peak_10588_lociStitched	chr18	3012122	3014112	1	1991	1957.1650000000002	166.961
1_MACS_peak_10892_lociStitched	chr18	51883381	51885371	1	1991	3388.174	300.49
1_MACS_peak_18324_lociStitched	chr4	159746615	159748605	1	1991	1551.0059999999999	432.825
1_MACS_peak_3174_lociStitched	chr10	92630924	92632913	1	1990	2487.8412	479.7468
1_MACS_peak_8758_lociStitched	chr16	31518652	31520641	1	1990	5112.923400000001	306.50489999999996
1_MACS_peak_11268_lociStitched	chr19	8454102	8456091	1	1990	7860.9258	760.3947
1_MACS_peak_13370_lociStitched	chr2	151213931	151215920	1	1990	2732.8860000000004	492.0786
1_MACS_peak_13906_lociStitched	chr2	220362480	220364469	1	1990	2827.7613	508.98510000000005
1_MACS_peak_21007_lociStitched	chr6	132237932	132239921	1	1990	1954.5903	352.8486
1_MACS_peak_1634_lociStitched	chr1	162466889	162468877	1	1989	7825.762000000001	604.5508
1_MACS_peak_6942_lociStitched	chr14	65345981	65347969	1	1989	1357.2076	169.7752
1_MACS_peak_15899_lociStitched	chr3	17236259	17238247	1	1989	1157.4136	447.3
1_MACS_peak_19051_lociStitched	chr5	88649062	88651050	1	1989	2723.3612	365.1956
1_MACS_peak_19269_lociStitched	chr5	128429537	128431525	1	1989	4167.444399999999	314.104
