REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_20128_lociStitched	chr6	27098356	27116023	3	10022	26445.7323	3293.1288	310	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.4655	310	1
2_MACS_peak_8916_lociStitched	chr16	66549252	66560143	2	10017	56916.366	2348.0996	311	TK2	CKLF,CMTM1	TK2	TK2	1.2631	311	1
4_MACS_peak_9422_lociStitched	chr17	8088561	8104263	4	10007	15742.8252	2639.5062	312	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf68	1.2435	312	1
5_MACS_peak_12750_lociStitched	chr2	70335042	70360818	5	9991	31534.3584	3572.5536	313	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	6.335999999999999	313	1
4_MACS_peak_16919_lociStitched	chr3	151985380	152001944	4	9960	19133.0764	2734.7164	314	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7604	314	1
5_MACS_peak_351_lociStitched	chr1	27147097	27167587	5	9929	18066.033	3108.333	315	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.287	315	1
2_MACS_peak_12533_lociStitched	chr2	47203648	47215367	2	9923	34762.0697	2146.9208	316	TTC7A	MCFD2	MCFD2	MCFD2	0.2944	316	1
4_MACS_peak_8027_lociStitched	chr15	81608872	81624373	4	9922	13946.2497	2700.2742	317	STARD5	IL16,TMC3	STARD5	STARD5	0.5146000000000001	317	1
4_MACS_peak_19034_lociStitched	chr5	87954665	87976825	4	9921	38372.256	3463.608	318	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.1631	318	1
3_MACS_peak_16191_lociStitched	chr3	49054575	49067636	3	9920	24672.229	2458.0802	319	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.4468	319	1
4_MACS_peak_1814_lociStitched	chr1	183865279	183885831	4	9905	25178.2552	4496.7776	320	RGL1		GLT25D2	GLT25D2	NONE	320	1
4_MACS_peak_11933_lociStitched	chr19	48824255	48837966	4	9901	22161.0893	2474.8355	321	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3009	321	1
3_MACS_peak_21702_lociStitched	chr7	45025067	45042021	3	9879	20716.0926	2905.9156	322	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.2573	322	1
3_MACS_peak_5989_lociStitched	chr12	120966145	120978201	3	9867	10033.0032	1257.4408	323	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.1584	323	1
3_MACS_peak_391_lociStitched	chr1	28558711	28577106	3	9864	22355.4435	3397.5565	324	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.4451	324	1
5_MACS_peak_8933_lociStitched	chr16	67184303	67209142	5	9851	19434.0336	3507.2668	325	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	HSF4	0.8554	325	1
3_MACS_peak_5477_lociStitched	chr12	58224866	58241209	3	9846	15297.048	2587.0969	326	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.3357	326	1
5_MACS_peak_18657_lociStitched	chr5	32276125	32296177	5	9845	14182.7796	3468.996	327	MTMR12		MTMR12	MTMR12	0.1457	327	1
2_MACS_peak_5331_lociStitched	chr12	51312093	51322916	2	9836	12155.3113	1757.6552	328	METTL7A	HIGD1C	METTL7A	METTL7A	0.5505	328	1
4_MACS_peak_20033_lociStitched	chr6	20197408	20214179	4	9833	14246.9645	2374.7736	329	MBOAT1		MBOAT1	MBOAT1	0.0817	329	1
3_MACS_peak_11387_lociStitched	chr19	12898988	12918270	3	9830	19571.23	3252.8734	330	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	PRDX2	0.7017	330	1
5_MACS_peak_8823_lociStitched	chr16	50714147	50732704	5	9793	11915.4497	2974.6871	331	NOD2,SNX20	CYLD	NOD2	NOD2	0.05199999999999999	331	1
2_MACS_peak_20456_lociStitched	chr6	45386654	45402203	2	9790	40676.184	2172.1953	332	RUNX2	SUPT3H	RUNX2	RUNX2	0.17750000000000002	332	1
2_MACS_peak_7404_lociStitched	chr15	31546827	31561017	2	9785	59403.597	2708.871	333			KLF13	KLF13	0.9594	333	1
5_MACS_peak_12658_lociStitched	chr2	64430647	64456341	5	9769	25989.481	4005.6946	334	LOC150992		LOC150992	LOC150992	0.1054	334	1
1_MACS_peak_24362_lociStitched	chr9	117127702	117137456	1	9755	21485.1358	1840.5798	335	AKNA	ORM1,ORM2	AKNA	AKNA	0.6641	335	1
4_MACS_peak_19953_lociStitched	chr6	11714086	11733599	4	9749	17912.934	2958.1708	336	C6orf105		C6orf105	C6orf105	0.1754	336	1
2_MACS_peak_13145_lociStitched	chr2	112455670	112465597	2	9743	83544.6393	2323.9107	337			ANAPC1	ANAPC1	0.03509999999999999	337	1
1_MACS_peak_23261_lociStitched	chr8	95953267	95963007	1	9741	10249.402	965.234	338	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.2826	338	1
1_MACS_peak_19733_lociStitched	chr5	175076804	175086516	1	9713	13334.576	1607.336	339	HRH2	HRH2	HRH2	HRH2	0.1925	339	1
1_MACS_peak_18012_lociStitched	chr4	105407587	105417287	1	9701	23093.76	1368.67	340	CXXC4		CXXC4	CXXC4	0.7147	340	1
4_MACS_peak_1163_lociStitched	chr1	115236722	115260142	4	9676	18726.632	1482.486	341	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	AMPD1	0.4092	341	1
3_MACS_peak_12469_lociStitched	chr2	42323613	42334568	3	9671	48622.672	2277.5445	342		PKDCC	PKDCC	NONE	NONE	342	1
4_MACS_peak_5850_lociStitched	chr12	109161889	109181093	4	9651	34674.7424	3351.098	343	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.4703	343	1
4_MACS_peak_4121_lociStitched	chr11	64845501	64864708	4	9646	22940.8408	3259.4279	344	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.8668	344	1
3_MACS_peak_20081_lociStitched	chr6	26020279	26034769	3	9640	20020.833	2585.016	345	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	0.939	345	1
4_MACS_peak_18465_lociStitched	chr4	186252623	186274867	4	9628	19717.0816	3018.5108	346	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.8246	346	1
3_MACS_peak_7447_lociStitched	chr15	34619336	34635779	3	9627	15824.7432	2463.1614	347	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.4537	347	1
4_MACS_peak_23636_lociStitched	chr8	145732527	145754795	4	9612	27570.0108	3057.3964	348	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.6189	348	1
2_MACS_peak_11778_lociStitched	chr19	41801234	41817336	2	9562	30962.5358	3096.4146	349	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	0.9240999999999999	349	1
4_MACS_peak_15745_lociStitched	chr22	50962345	50979169	4	9542	23895.1272	2607.72	350	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.8462	350	1
2_MACS_peak_15272_lociStitched	chr22	23477870	23488794	2	9538	32373.274	2342.1056	351	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2974	351	1
4_MACS_peak_16359_lociStitched	chr3	66533150	66551728	4	9534	10992.6026	2651.0806	352	LRIG1		LRIG1	LRIG1	0.05700000000000001	352	1
2_MACS_peak_14757_lociStitched	chr20	56047656	56058352	2	9530	41199.9224	2041.8664	353		CTCFL	CTCFL	NONE	NONE	353	1
3_MACS_peak_19538_lociStitched	chr5	150459552	150475647	3	9522	22054.9785	2647.6275	354	TNIP1	ANXA6	TNIP1	ANXA6	0.3493	354	1
2_MACS_peak_14824_lociStitched	chr20	62358167	62371002	2	9517	24037.388	2273.0785	355	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.8137	355	1
2_MACS_peak_5655_lociStitched	chr12	89738340	89749556	2	9504	25311.1472	2387.8864	356	DUSP6		DUSP6	DUSP6	1.5806	356	1
4_MACS_peak_2806_lociStitched	chr10	45913847	45931430	4	9502	37465.8564	2700.7488	357	ALOX5		ALOX5	ALOX5	0.41879999999999995	357	1
2_MACS_peak_1601_lociStitched	chr1	161144605	161157317	2	9501	30750.328	3264.4416	358	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	UFC1	1.3467	358	1
4_MACS_peak_14322_lociStitched	chr20	23329861	23348000	4	9495	27661.975	2967.5404	359	NXT1,GZF1		GZF1	GZF1	0.4056	359	1
2_MACS_peak_23555_lociStitched	chr8	137189429	137201269	2	9472	22293.536	2216.448	360			KHDRBS3	KHDRBS3	NONE	360	1
4_MACS_peak_12962_lociStitched	chr2	96890274	96912988	4	9429	14203.0642	3420.7284	361	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	0.5919000000000001	361	1
2_MACS_peak_14949_lociStitched	chr21	34600885	34612870	2	9426	22040.415	2781.7185	362	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.5843	362	1
2_MACS_peak_16682_lociStitched	chr3	124501845	124512136	2	9420	34952.3524	1767.9938	363	ITGB5		UMPS	UMPS	NONE	363	1
3_MACS_peak_22593_lociStitched	chr7	155532829	155547622	3	9419	21597.78	3072.5061	364	RBM33		SHH	SHH	NONE	364	1
2_MACS_peak_9202_lociStitched	chr16	89033401	89046099	2	9407	29200.3208	1131.3918	365	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2487	365	1
3_MACS_peak_11459_lociStitched	chr19	16180454	16198167	3	9401	32900.1262	2747.2863	366	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.5905	366	1
2_MACS_peak_5575_lociStitched	chr12	72078863	72088893	2	9397	14536.479	1869.592	367	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.44100000000000006	367	1
2_MACS_peak_9322_lociStitched	chr17	4267941	4281187	2	9384	24212.3634	2205.459	368	UBE2G1		UBE2G1	UBE2G1	0.033100000000000004	368	1
4_MACS_peak_18439_lociStitched	chr4	185366845	185381455	4	9381	20183.715	2781.744	369	IRF2		IRF2	IRF2	1.2163	369	1
5_MACS_peak_3245_lociStitched	chr10	99159255	99187268	5	9367	15634.0553	3650.0939	370	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	EXOSC1	0.21430000000000002	370	1
3_MACS_peak_5820_lociStitched	chr12	106529351	106543773	3	9363	16456.9442	2535.3876	371	NUAK1		NUAK1	NUAK1	0.1451	371	1
2_MACS_peak_8455_lociStitched	chr16	11668752	11681815	2	9359	14498.6237	2090.08	372	LITAF		LITAF	LITAF	0.24919999999999998	372	1
2_MACS_peak_5246_lociStitched	chr12	46119364	46132121	2	9355	20662.5129	1777.0501	373	ARID2,LOC400027		ARID2	ARID2	0.0831	373	1
2_MACS_peak_13942_lociStitched	chr2	227655606	227666690	2	9354	11718.0048	2003.9872	374	IRS1	RHBDD1	IRS1	IRS1	0.1447	374	1
4_MACS_peak_530_lociStitched	chr1	38140924	38159159	4	9347	15016.5225	2866.542	375	CDCA8,C1orf109	RSPO1	C1orf109	C1orf109	0.4989	375	1
2_MACS_peak_11462_lociStitched	chr19	16221417	16231672	2	9341	35126.4515	2030.49	376	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.5905	376	1
1_MACS_peak_17774_lociStitched	chr4	71525610	71534937	1	9328	19624.008	1462.4736	377	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.9200999999999999	377	1
2_MACS_peak_13870_lociStitched	chr2	219080955	219095911	2	9316	15213.2432	2366.0392	378	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.3145	378	1
2_MACS_peak_21722_lociStitched	chr7	47513229	47522626	2	9314	21136.6721	1955.5157	379	TNS3		TNS3	TNS3	0.09920000000000001	379	1
3_MACS_peak_1826_lociStitched	chr1	184711503	184725576	3	9311	24491.2419	3446.4777	380	EDEM3		EDEM3	EDEM3	0.2839	380	1
2_MACS_peak_7793_lociStitched	chr15	65173631	65189389	2	9303	48203.722	2633.1618	381		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.1207	381	1
2_MACS_peak_4150_lociStitched	chr11	65336129	65345510	2	9269	17166.2919	2032.8627	382	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.2746	382	1
3_MACS_peak_8192_lociStitched	chr15	93346403	93364376	3	9266	33623.8884	2956.5585	383		ASB9P1	ASB9P1	NONE	NONE	383	1
2_MACS_peak_20105_lociStitched	chr6	26358039	26367419	2	9249	35812.84	1796.27	384	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.0310000000000001	384	1
4_MACS_peak_11109_lociStitched	chr19	2040929	2062768	4	9248	25964.3871	4660.4426	385	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.7016	385	1
1_MACS_peak_10951_lociStitched	chr18	60821961	60831205	1	9245	78488.0308	1824.7656	386	BCL2		BCL2	BCL2	0.5247999999999999	386	1
1_MACS_peak_20837_lociStitched	chr6	108987844	108997076	1	9233	16049.832	1286.9408	387	FOXO3		NCRNA00222	NCRNA00222	NONE	387	1
2_MACS_peak_22254_lociStitched	chr7	114561626	114573736	2	9185	48369.762	2466.807	388	MDFIC		MDFIC	MDFIC	1.1678	388	1
4_MACS_peak_23641_lociStitched	chr8	146010310	146031015	4	9173	15365.1805	3387.338	389	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.8411	389	1
3_MACS_peak_14710_lociStitched	chr20	52268091	52278810	3	9163	15383.9088	1494.2286	390			ZNF217	ZNF217	0.5577	390	1
5_MACS_peak_8243_lociStitched	chr15	101782381	101806678	5	9156	15892.6677	3809.7696	391	CHSY1	SELS,SNRPA1	CHSY1	SELS	0.6881999999999999	391	1
3_MACS_peak_12297_lociStitched	chr2	25624062	25645503	3	9155	31520.4141	3707.1489	392	DTNB		DNMT3A	DNMT3A	NONE	392	1
3_MACS_peak_2222_lociStitched	chr1	226034644	226045575	3	9148	16709.1266	2894.5288	393	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.7222	393	1
1_MACS_peak_15275_lociStitched	chr22	23517382	23526519	1	9138	18439.3797	2043.9469	394	BCR	RAB36,RTDR1	BCR	RAB36	0.502	394	1
3_MACS_peak_11297_lociStitched	chr19	10329685	10347894	3	9127	22870.504	3000.8432	395	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.22129999999999997	395	1
4_MACS_peak_12884_lociStitched	chr2	86290487	86308567	4	9122	13413.552	2717.424	396	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.6987000000000001	396	1
1_MACS_peak_3393_lociStitched	chr10	112255834	112264947	1	9114	27191.3694	1989.3679	397	DUSP5		DUSP5	DUSP5	1.1218000000000001	397	1
3_MACS_peak_205_lociStitched	chr1	17221287	17241638	3	9112	116784.2135	5539.5422	398		CROCC	CROCC	NONE	NONE	398	1
2_MACS_peak_5415_lociStitched	chr12	56509126	56524039	2	9106	21015.3996	3432.9726	399	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	ZC3H10	0.9763000000000001	399	1
4_MACS_peak_14722_lociStitched	chr20	52545938	52566859	4	9106	13588.1895	3516.8201	400	BCAS1		SUMO1P1	SUMO1P1	NONE	400	1
4_MACS_peak_11477_lociStitched	chr19	16545055	16561774	4	9105	24852.7935	2593.1169	401	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.3154	401	1
3_MACS_peak_10051_lociStitched	chr17	48225080	48239273	3	9096	10952.7381	2063.6622	402	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.2641	402	1
3_MACS_peak_6024_lociStitched	chr12	122227347	122243664	3	9078	28556.3817	1355.9427	403	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.05410000000000001	403	1
3_MACS_peak_8714_lociStitched	chr16	30379403	30394866	3	9071	16673.7529	2789.5252	404	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	0.9241	404	1
3_MACS_peak_2997_lociStitched	chr10	74007019	74024298	3	9038	26011.8066	2638.5033	405		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.16880000000000003	405	1
4_MACS_peak_20279_lociStitched	chr6	33376982	33396649	4	9037	14504.4125	2995.2841	406	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.48250000000000004	406	1
3_MACS_peak_23862_lociStitched	chr9	35066321	35080690	3	9026	23022.0118	2378.0695	407	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.7489	407	1
4_MACS_peak_1863_lociStitched	chr1	192498646	192521061	4	9026	30204.2125	4680.252	408		RGS1	RGS1	RGS1	1.1719	408	1
3_MACS_peak_16696_lociStitched	chr3	125548494	125560462	3	9020	29976.2496	2591.072	409		MIR548I1	MIR548I1	NONE	NONE	409	1
1_MACS_peak_18222_lociStitched	chr4	144273137	144282136	1	9000	28315.3535	1636.9181	410	GAB1		GAB1	GAB1	0.2482	410	1
3_MACS_peak_20274_lociStitched	chr6	33279439	33292597	3	8999	20614.6386	2467.125	411	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.9151999999999999	411	1
4_MACS_peak_5685_lociStitched	chr12	92931042	92950771	4	8997	13526.2024	2833.0844	412			CLLU1OS	CLLU1OS	NONE	412	1
2_MACS_peak_17326_lociStitched	chr3	196358021	196371182	2	8993	34877.9661	3313.9398	413	LRRC33		LRRC33	LRRC33	0.5657	413	1
1_MACS_peak_19425_lociStitched	chr5	140885991	140894980	1	8990	9524.7444	1431.9477	414	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.2243	414	1
4_MACS_peak_24586_lociStitched	chr9	134595149	134615383	4	8984	18576.8354	3085.685	415	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.19440000000000002	415	1
2_MACS_peak_5341_lociStitched	chr12	51712107	51721898	2	8954	25124.6851	1904.3495	416	BIN2	SMAGP,CELA1	BIN2	CELA1	0.46249999999999997	416	1
4_MACS_peak_12814_lociStitched	chr2	74681422	74700821	4	8951	21560.0486	2948.648	417	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	MOGS	0.7749	417	1
3_MACS_peak_20701_lociStitched	chr6	88626203	88637148	3	8946	21852.787	1908.808	418			SPACA1	SPACA1	NONE	418	1
2_MACS_peak_20198_lociStitched	chr6	30649102	30659540	2	8932	18428.289	1944.5994	419	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.643	419	1
3_MACS_peak_15886_lociStitched	chr3	15835311	15851714	3	8917	18272.942	2576.9113	420	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.0788	420	1
4_MACS_peak_23865_lociStitched	chr9	35095490	35117404	4	8909	15920.521	3521.5798	421	PIGO,STOML2,KIAA1539	UNC13B,VCP,FANCG	STOML2	FANCG	1.1755	421	1
3_MACS_peak_14957_lociStitched	chr21	34695964	34712460	3	8899	28877.8976	3888.1072	422	IFNAR1		IFNAR1	IFNAR1	0.5965	422	1
3_MACS_peak_20400_lociStitched	chr6	42737867	42752257	3	8895	37690.288	1935.455	423		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.7858	423	1
3_MACS_peak_20144_lociStitched	chr6	27791054	27807955	3	8892	30742.919	2957.675	424	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.1279000000000001	424	1
3_MACS_peak_15741_lociStitched	chr22	50906907	50921144	3	8876	16331.2627	2030.1962	425	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	SCO2	1.0865	425	1
3_MACS_peak_16222_lociStitched	chr3	50263347	50285304	3	8873	14706.7986	3903.9546	426	GNAI2	GNAT1,SLC38A3,SEMA3B,C3orf45,IFRD2	GNAI2	IFRD2	0.31410000000000005	426	1
3_MACS_peak_10541_lociStitched	chr17	80405722	80424033	3	8863	37636.4294	3620.0847	427	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.3163	427	1
2_MACS_peak_7596_lociStitched	chr15	45016027	45029231	2	8856	15616.3708	2198.466	428	TRIM69	B2M,PATL2	TRIM69	B2M	0.6683	428	1
1_MACS_peak_4679_lociStitched	chr11	119591801	119600653	1	8853	9797.3936	1669.4872	429	PVRL1		PVRL1	PVRL1	0.28479999999999994	429	1
2_MACS_peak_15450_lociStitched	chr22	36772654	36785231	2	8853	23690.0372	2383.3415	430	MYH9		MYH9	MYH9	0.5166	430	1
4_MACS_peak_6668_lociStitched	chr14	23024090	23040285	4	8846	16402.296	1481.8425	431	DAD1	ABHD4	DAD1	ABHD4	0.3186	431	1
3_MACS_peak_11549_lociStitched	chr19	19050251	19061523	3	8843	21579.1168	1826.064	432	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.5397000000000001	432	1
4_MACS_peak_5471_lociStitched	chr12	58134687	58150897	4	8842	14906.716	2927.526	433	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.7567	433	1
3_MACS_peak_15547_lociStitched	chr22	39539746	39549625	3	8826	13371.2265	1699.188	434	CBX7	APOBEC3H	CBX7	CBX7	0.35309999999999997	434	1
4_MACS_peak_20230_lociStitched	chr6	31743761	31764537	4	8800	32146.7048	3251.444	435	C6orf27,VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,DDAH2,CLIC1,LSM2,HSPA1L	C6orf27	CLIC1	2.5972	435	1
4_MACS_peak_7181_lociStitched	chr14	94425246	94445910	4	8787	11024.244	1948.6152	436		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.17320000000000002	436	1
4_MACS_peak_13068_lociStitched	chr2	109221017	109238961	4	8776	13946.0768	2790.292	437	LIMS1	LIMS1	LIMS1	LIMS1	0.12310000000000001	437	1
2_MACS_peak_17775_lociStitched	chr4	71542180	71555266	2	8770	25079.319	2193.2136	438	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.9200999999999999	438	1
2_MACS_peak_11958_lociStitched	chr19	49457409	49471823	2	8766	12022.7174	2140.479	439	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	0.5777	439	1
2_MACS_peak_15045_lociStitched	chr21	41380863	41389777	2	8765	28323.3436	2645.6752	440	DSCAM		PCP4	PCP4	0.20879999999999999	440	1
2_MACS_peak_17101_lociStitched	chr3	176912114	176920892	2	8759	27778.8588	2320.9032	441	TBL1XR1		TBL1XR1	TBL1XR1	0.19790000000000002	441	1
2_MACS_peak_22129_lociStitched	chr7	101921595	101935913	2	8758	23872.4014	2388.2424	442	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.1374	442	1
2_MACS_peak_18424_lociStitched	chr4	185201333	185210995	2	8756	52930.3684	1872.4956	443			ENPP6	ENPP6	NONE	443	1
5_MACS_peak_9035_lociStitched	chr16	70827159	70850264	5	8752	15020.5605	3736.0785	444	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.178	444	1
4_MACS_peak_4111_lociStitched	chr11	64611372	64634352	4	8751	22633.002	3688.29	445	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.1181	445	1
3_MACS_peak_506_lociStitched	chr1	36614066	36627572	3	8746	22275.4458	2232.5418	446	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.3667	446	1
1_MACS_peak_19958_lociStitched	chr6	11827872	11836607	1	8736	58037.087	1954.893	447		C6orf105	C6orf105	C6orf105	0.1754	447	1
1_MACS_peak_8148_lociStitched	chr15	90637885	90646619	1	8735	33372.614	1801.8242	448	IDH2		IDH2	IDH2	1.16	448	1
2_MACS_peak_1924_lociStitched	chr1	200985961	200996855	2	8729	21799.9834	2823.7248	449	KIF21B		KIF21B	KIF21B	0.3234	449	1
2_MACS_peak_14523_lociStitched	chr20	37491151	37505689	2	8720	74703.513	2791.296	450	PPP1R16B	FAM83D	FAM83D	FAM83D	0.0528	450	1
3_MACS_peak_6918_lociStitched	chr14	63937045	63951937	3	8711	8699.9064	1027.548	451	PPP2R5E		PPP2R5E	PPP2R5E	0.0561	451	1
3_MACS_peak_15521_lociStitched	chr22	39095519	39106140	3	8703	35434.8423	1964.885	452	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	0.8614999999999999	452	1
2_MACS_peak_1277_lociStitched	chr1	145448893	145458013	2	8701	25745.76	2725.056	453	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	1.1683000000000001	453	1
2_MACS_peak_10432_lociStitched	chr17	76116505	76129286	2	8697	23591.1698	2066.6877	454	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.4661	454	1
1_MACS_peak_13863_lociStitched	chr2	217080196	217088887	1	8692	28366.5549	1802.5134	455			XRCC5	XRCC5	0.1423	455	1
3_MACS_peak_401_lociStitched	chr1	28903142	28914490	3	8685	16789.366	1967.7432	456	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	1.029	456	1
3_MACS_peak_5544_lociStitched	chr12	68752108	68770060	3	8685	28335.4368	3145.1904	457		MDM1	MDM1	MDM1	0.019399999999999987	457	1
