GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NM_005528	chr11(.):63992752-64006753	2.0256
NM_001160390	chr11(.):63986270-63998726	1.3159
NM_032344	chr11(.):63988737-64002488	1.5083
NM_004322	chr11(.):64032299-64057176	1.692
NM_178443	chr11(.):63969151-63996363	0.4795
NM_057092	chr11(.):64004587-64016607	3.7938
NM_012094	chr11(.):64080568-64094283	1.1978
NM_033310	chr11(.):64053792-64072503	0.5851
NM_003377	chr11(.):63997265-64011259	2.8654
NM_020155	chr11(.):64048581-64061972	1.6873
NM_001135208	chr11(.):64003603-64016607	3.5261
NM_001039496	chr11(.):64062862-64077239	1.4565
NM_016404	chr11(.):64079164-64090033	1.4736
NM_001170726	chr11(.):64046810-64061972	1.5035
NM_001160393	chr11(.):63986270-63998341	1.252
NM_001170881	chr11(.):64047284-64061972	1.5493
NM_001177358	chr11(.):64047282-64061972	1.5491
NM_004451	chr11(.):64068043-64089210	1.7093
NM_138689	chr11(.):64006950-64019413	3.3317
NM_000244	chr11(.):64565985-64583188	0.4397
NM_130803	chr11(.):64565985-64583766	0.429
NM_004579	chr11(.):64551608-64575713	0.2599
NM_017525	chr11(.):64586661-64617041	0.2928
NM_130800	chr11(.):64565985-64583035	0.4424
NM_130802	chr11(.):64565985-64583213	0.4392
NM_015104	chr11(.):64657003-64689722	0.332
NR_029829	chr11(.):64653826-64663911	0.3164
NM_006795	chr11(.):64615207-64651191	1.8794
NR_029578	chr11(.):64653608-64663718	0.3133
NM_080668	chr11(.):64839926-64856615	0.7081
NM_006782	chr11(.):64846693-64860874	0.8205
NM_013265	chr11(.):64858682-64884180	0.662
NR_037567	chr11(.):64884654-64899841	0.8552
NM_172230	chr11(.):64889750-64907003	1.08
NM_001997	chr11(.):64883098-64894672	1.77
NM_004927	chr11(.):64884715-64899841	0.8037
NM_014205	chr11(.):64878874-64890170	2.1305
NM_001008778	chr11(.):64932706-64945688	0.1095
NM_006268	chr11(.):65096345-65125451	0.3481
NM_145719	chr11(.):65117281-65130082	0.2194
NR_028272	chr11(.):65185268-65199003	5.64
NR_030343	chr11(.):65206928-65217028	0.4204
NM_031904	chr11(.):65149040-65185995	1.3054
NM_032223	chr11(.):65378782-65409910	0.8646
NM_001098785	chr11(.):65334819-65346669	3.9894
NM_021070	chr11(.):65301029-65330699	1.0048
NM_033455	chr11(.):65355325-65368467	1.3341
NM_001099409	chr11(.):65338508-65365116	2.3111
NM_002419	chr11(.):65360225-65386720	0.8185
NM_001048218	chr11(.):65287547-65311182	0.7971
NM_006396	chr11(.):65332942-65344239	3.7672
NM_153253	chr11(.):65402591-65423391	0.6598
NM_006747	chr11(.):65400577-65423391	0.615
NM_198897	chr11(.):65646210-65661010	0.8983
NM_001335	chr11(.):65642283-65656212	0.3128
NM_025128	chr11(.):65622871-65638914	1.7966
NM_005507	chr11(.):65617284-65630804	2.1041
NM_152760	chr11(.):65596409-65626172	0.5347
NM_016938	chr11(.):65628911-65645340	0.2967
NM_006848	chr11(.):65652874-65664106	1.1067
NM_053054	chr11(.):65779222-65798988	0.2052
NM_006842	chr11(.):65814815-65841382	1.1959
NM_033036	chr11(.):65803235-65821651	0.6627
NM_001161473	chr11(.):67771047-67801743	0.971
NM_006053	chr11(.):67805446-67823366	0.9044
NM_006019	chr11(.):67801482-67823366	0.7851
NM_002496	chr11(.):67793083-67809114	1.4014
NM_000694	chr11(.):67772789-67801743	0.8189
NM_022338	chr11(.):68023802-68044469	1.1314
NM_006235	chr11(.):111217980-111255157	0.6903
NM_032966	chr11(.):118759100-118771971	0.1715
NM_001716	chr11(.):118749540-118771971	0.1765
NM_006760	chr11(.):118822007-118834269	0.0897
NM_182557	chr11(.):118761850-118786613	0.1567
NM_181721	chr11(.):118837416-118856995	0.0855
NM_152641	chr12(.):46118619-46306819	0.2138
NM_020375	chr12(.):4425358-4474190	0.078
NM_007273	chr12(.):7069516-7084891	0.471
NM_001144831	chr12(.):7069514-7084916	0.4709
NM_001987	chr12(.):11797787-12053325	0.3121
NM_006143	chr12(.):12808994-12854121	0.1291
NM_001077484	chr12(.):46571840-46668208	0.3153
NM_000966	chr12(.):53599352-53631036	1.1056
NM_001042728	chr12(.):53599352-53619150	1.6296
NM_013449	chr12(.):56984379-57035163	0.6047
NM_006576	chr12(.):58186159-58214852	0.082
NM_014706	chr12(.):108910990-108960165	0.4685
NM_032590	chr12(.):121861899-122023920	0.247
NM_001005366	chr12(.):121861899-122023364	0.2475
NM_002150	chr12(.):122272432-122301769	0.114
NM_001082959	chr12(.):125257173-125353519	0.1212
NR_028415	chr12(.):1604656-1618590	0.0517
NM_001759	chr12(.):4377901-4419522	0.6885
NM_001975	chr12(.):7018613-7037859	0.2185
NM_002831	chr12(.):7055433-7075479	0.9259
NR_029779	chr12(.):7067861-7077929	0.7426
NM_080548	chr12(.):7050739-7075479	1.0735
NM_001007026	chr12(.):7028625-7056484	0.6404
NM_006992	chr12(.):7008896-7028406	0.0938
NM_001940	chr12(.):7032479-7056484	0.729
NR_003010	chr12(.):7071499-7081769	0.5786
NM_138425	chr12(.):7048202-7060165	1.067
NR_029682	chr12(.):7068259-7078354	0.5853
NM_005768	chr12(.):7080346-7130842	0.1288
NM_006331	chr12(.):7074943-7090165	0.3687
NR_036052	chr12(.):9387065-9397147	0.0337
NR_036052	chr12(.):12259885-12269967	0.0675
NM_004064	chr12(.):12865301-12880305	2.9313
NR_030344	chr12(.):12912582-12922677	0.0458
NM_001130415	chr12(.):12873850-12949399	0.3658
NR_028408	chr12(.):46114502-46126704	2.3195
NM_018976	chr12(.):46746970-46771645	0.794
NM_001098532	chr12(.):48123452-48157181	0.515
NM_017842	chr12(.):48161966-48181536	0.4174
NM_006105	chr12(.):48123452-48157244	0.5142
NM_001098531	chr12(.):48123452-48157889	0.5062
NM_001098416	chr12(.):48171506-48218763	1.0342
NM_001004304	chr12(.):53569534-53589654	0.6741
NM_000889	chr12(.):53580106-53606000	1.2004
NM_015989	chr12(.):53546446-53579430	0.4318
NM_001170790	chr12(.):53640369-53653190	0.3978
NM_032889	chr12(.):53640875-53653190	0.4118
NR_003046	chr12(.):57032463-57042538	0.6967
NM_001686	chr12(.):57026958-57044852	1.2535
NM_005594	chr12(.):57101210-57124066	0.4907
NR_002737	chr12(.):57033810-57043885	0.7008
NM_001113203	chr12(.):57101210-57124326	0.4861
NM_006601	chr12(.):57052124-57087078	0.7911
NM_031479	chr12(.):57844095-57856791	1.89
NM_001080157	chr12(.):57861037-57878424	0.0627
NM_001167609	chr12(.):57848933-57871047	0.8574
NM_001160045	chr12(.):57848917-57871047	0.8577
NM_001080156	chr12(.):57861037-57876728	0.0642
NM_032496	chr12(.):57861037-57878633	0.0626
NM_005538	chr12(.):57823542-57849609	0.6272
NM_004990	chr12(.):57876850-57915433	0.3613
NM_005730	chr12(.):58208709-58245747	0.9943
NR_029847	chr12(.):58213391-58223475	0.1027
NM_001946	chr12(.):89736836-89751296	1.815
NM_007076	chr12(.):108904050-108918380	0.4203
NM_213595	chr12(.):108951293-108968160	1.6566
NM_181724	chr12(.):108978621-108996894	0.105
NM_003006	chr12(.):109010679-109032670	1.6052
NR_027345	chr12(.):116966226-116978326	1.7183
NM_001085481	chr12(.):116992185-117019425	0.419
NR_027346	chr12(.):116966239-116979318	1.6457
NR_033956	chr12(.):121565630-121629354	0.4574
NR_033953	chr12(.):121565621-121629354	0.4574
NM_019034	chr12(.):122210659-122236594	0.2026
NR_002809	chr12(.):122228172-122246390	2.8418
NM_015048	chr12(.):122237637-122275562	1.369
NM_024667	chr12(.):123344874-123385712	0.785
NM_021009	chr12(.):125391191-125404587	1.2287
NM_000820	chr13(.):114518521-114572046	1.2043
NM_007368	chr13(.):114742193-114903095	0.2766
NM_001143945	chr13(.):114518521-114544017	0.1823
NM_001143946	chr13(.):114518521-114541714	0.1705
NR_024609	chr13(.):114581609-114631485	0.6073
NR_027004	chr14(.):94366075-94397718	0.0587
NM_001043318	chr14(.):74176824-74258896	0.4831
NM_194278	chr14(.):74176824-74232001	0.3556
NM_023112	chr14(.):94487723-94520276	0.1875
NM_006035	chr14(.):103393715-103528742	0.0403
NM_207442	chr14(.):69256463-69268190	1.9031
NM_004926	chr14(.):69249374-69264785	1.5478
NM_006029	chr14(.):74173485-74186128	0.0693
NM_024496	chr14(.):77485885-77500034	2.8737
NM_016150	chr14(.):94395512-94428767	0.6684
NR_024182	chr14(.):94458615-94478898	0.4503
NR_024183	chr14(.):94458641-94483041	0.4126
NM_138344	chr14(.):94380257-94400944	0.0566
NM_006291	chr14(.):103587663-103608776	0.1663
NM_001077594	chr14(.):103561480-103581894	1.8199
NM_017955	chr14(.):105470909-105492425	0.6083
NM_013345	chr14(.):105510736-105536754	0.6876
NM_025268	chr14(.):105987952-106001539	0.114
NM_001144823	chr15(.):65947956-66089631	0.2058
NR_031680	chr15(.):69111302-69494862	0.0796
NM_001211	chr15(.):40448209-40518337	0.0968
NM_001198784	chr15(.):55695722-55715910	0.7812
NM_025201	chr15(.):65129081-65165201	0.2574
NM_005902	chr15(.):67353194-67492533	0.3668
NM_006305	chr15(.):69065874-69118261	0.451
NR_027992	chr15(.):20869796-20966480	0.068
NM_207355	chr15(.):21035700-21076977	0.0771
NR_027053	chr15(.):21927513-21945739	0.6966
NR_024387	chr15(.):22009419-22021878	0.9551
NM_207355	chr15(.):22046852-22088137	0.0797
NM_015995	chr15(.):31614082-31675102	1.0072
NM_001003942	chr15(.):40375091-40403287	0.7029
NM_033503	chr15(.):40375091-40403639	0.6968
NM_001003940	chr15(.):40375091-40406075	0.6619
NM_004748	chr15(.):55642437-55705542	0.3774
NM_020739	chr15(.):55642437-55705574	0.3772
NR_030358	chr15(.):55660137-55670232	0.0764
NM_182703	chr15(.):65199100-65256041	0.1329
NM_001145103	chr15(.):67425358-67492533	0.1078
NM_001145102	chr15(.):67413053-67492533	0.1096
NR_026808	chr15(.):69091159-69104440	0.0592
NR_036197	chr15(.):69089188-69099264	0.0565
NM_001127190	chr15(.):75069424-75100539	0.9865
NM_000761	chr15(.):75036183-75053941	0.0495
NM_021819	chr15(.):75100193-75123099	0.0825
NM_001030005	chr15(.):75113950-75129136	0.0599
NM_015154	chr15(.):81263094-81287205	0.2237
NM_022566	chr15(.):81288294-81301345	1.6092
NR_033769	chr15(.):93333713-93345338	0.12
NM_001114	chr16(.):50316822-50357043	0.1888
NM_001172666	chr16(.):635076-684273	0.4329
NM_021168	chr16(.):635172-684273	0.4337
NM_001172663	chr16(.):634356-684273	0.4279
NM_001172664	chr16(.):634668-684273	0.4301
NM_024507	chr16(.):3009216-3023381	1.8282
NM_000246	chr16(.):10966054-11023840	0.435
NM_001079512	chr16(.):10855532-10917621	0.1581
NM_015914	chr16(.):11767942-11841648	0.6877
NR_027155	chr16(.):21453003-21518552	0.2852
NM_013302	chr16(.):22212591-22305066	0.1785
NM_148415	chr16(.):28829413-28853558	1.0916
NM_145714	chr16(.):28829413-28853553	1.0919
NM_000078	chr16(.):56990834-57022756	0.1549
NM_005796	chr16(.):67875818-67910219	1.011
NM_001191022	chr16(.):67591309-67678088	0.4356
NM_020850	chr16(.):67752004-67845555	0.2083
NM_012320	chr16(.):68274246-68299961	1.2836
NM_006599	chr16(.):69593996-69743553	0.2487
NM_175931	chr16(.):88936262-89012608	0.0693
NM_005187	chr16(.):88936262-89048504	0.2654
NM_032259	chr16(.):729701-745400	0.7496
NM_001040162	chr16(.):679428-691347	0.8976
NM_138418	chr16(.):686848-703474	1.5263
NM_138769	chr16(.):713132-729171	0.3208
NM_005861	chr16(.):725114-737768	0.7556
NM_003961	chr16(.):721074-733267	0.5717
NM_053284	chr16(.):676011-689116	0.7089
NM_145294	chr16(.):694362-722829	0.4884
NM_001005920	chr16(.):726666-739439	0.7518
NM_020982	chr16(.):3057456-3069506	0.4323
NM_152341	chr16(.):3014341-3028485	1.6042
NM_016639	chr16(.):3065312-3077383	1.0389
NM_021195	chr16(.):3059712-3073188	0.6014
NR_033861	chr16(.):3034054-3049510	0.1193
NM_004203	chr16(.):3017791-3035540	1.454
NM_003498	chr16(.):11757288-11778015	0.9844
NM_014153	chr16(.):11839441-11896114	0.4864
NM_001130007	chr16(.):11956984-12015519	0.2352
NM_001130006	chr16(.):11956984-12014825	0.2369
NM_001192	chr16(.):12053963-12066925	1.5993
NM_032167	chr16(.):12065601-12152141	0.1249
NR_002594	chr16(.):21524229-21536765	1.3329
NM_003321	chr16(.):28848731-28862729	0.4025
NM_001145795	chr16(.):28870077-28890534	0.4025
NM_015503	chr16(.):28870313-28890534	0.4064
NM_001145812	chr16(.):28870295-28890534	0.4061
NM_001039182	chr16(.):29459913-29471285	1.0485
NM_178044	chr16(.):29460821-29474545	0.9015
NR_002454	chr16(.):29455665-29466236	0.9079
NR_037608	chr16(.):29461411-29481301	0.6763
NR_002473	chr16(.):29533928-29582540	0.1232
NR_002593	chr16(.):29619423-29630038	0.9246
NM_003123	chr16(.):29669579-29686823	0.1192
NM_001030288	chr16(.):29669299-29686823	0.1191
NR_024370	chr16(.):29870003-29884374	0.3457
NM_002383	chr16(.):29812854-29827504	2.535
NR_015396	chr16(.):29870154-29884374	0.3483
NM_145239	chr16(.):29818408-29832202	2.1822
NM_007317	chr16(.):29797057-29821706	1.5293
NM_006319	chr16(.):29864677-29879578	0.3386
NM_024516	chr16(.):29822527-29838816	1.2569
NM_152338	chr16(.):29784560-29796840	0.0803
NM_005115	chr16(.):29826714-29864360	0.5093
NM_002720	chr16(.):30082383-30101695	0.2849
NR_027081	chr16(.):30120432-30130826	0.1656
NM_001127617	chr16(.):30070972-30086735	1.3836
NM_184041	chr16(.):30072043-30086735	1.4777
NM_184043	chr16(.):30070599-30086735	1.3545
NM_000034	chr16(.):30059490-30086735	0.9572
NM_001109659	chr16(.):30029654-30041023	0.0894
NM_004608	chr16(.):30092114-30108205	0.6123
NM_024307	chr16(.):30111130-30129878	0.1221
NM_031478	chr16(.):30030747-30047186	0.0955
NM_001145524	chr16(.):30098636-30112537	0.6867
NM_031477	chr16(.):30098634-30112521	0.687
NM_001039182	chr16(.):30199255-30210627	1.0642
NM_178044	chr16(.):30200163-30213887	0.8917
NM_001193333	chr16(.):30189730-30205396	2.3016
NR_002454	chr16(.):30195004-30205575	3.2076
NR_037608	chr16(.):30200753-30220650	0.6735
NR_002473	chr16(.):30273913-30322244	0.1494
NM_024671	chr16(.):30530321-30542910	1.2277
NM_138447	chr16(.):30609699-30626682	0.4659
NM_152458	chr16(.):30586993-30602092	0.2417
NM_001024683	chr16(.):30576018-30588728	0.5544
NM_024031	chr16(.):30657240-30672734	2.0795
NM_023931	chr16(.):30537778-30551194	1.9594
NM_001172679	chr16(.):30560084-30574642	0.6047
NM_001105079	chr16(.):30670777-30687131	0.694
NR_002966	chr16(.):30716857-30726986	0.0911
NM_006662	chr16(.):30705461-30756450	0.3223
NM_003414	chr16(.):31880078-31933627	0.5159
NM_153337	chr16(.):50695210-50720264	0.8445
NM_182854	chr16(.):50701885-50720264	1.0978
NM_022162	chr16(.):50726049-50771987	0.2979
NM_001010989	chr16(.):56960747-56982793	1.5513
NM_018110	chr16(.):57500869-57525385	0.2024
NM_153837	chr16(.):57571600-57616100	0.546
NM_033212	chr16(.):57541089-57575477	0.424
NM_001172643	chr16(.):66536905-66589194	1.1909
NM_001172644	chr16(.):66536905-66589315	1.1888
NM_052999	chr16(.):66595349-66618038	0.1048
NM_181641	chr16(.):66581471-66604971	0.8601
NM_181271	chr16(.):66595293-66618038	0.1047
NM_001040138	chr16(.):66581465-66605154	0.8544
NM_001185057	chr16(.):67202764-67214643	1.6112
NM_003946	chr16(.):67202755-67214643	1.6102
NM_001040715	chr16(.):67204504-67222883	1.083
NM_001950	chr16(.):67221067-67237821	0.3137
NM_024712	chr16(.):67228027-67242927	0.1498
NM_033309	chr16(.):67177004-67189902	0.2202
NM_025187	chr16(.):67138914-67187442	0.1843
NM_178516	chr16(.):67213281-67229107	0.6572
NM_003789	chr16(.):67183088-67198812	1.815
NM_001538	chr16(.):67192287-67208848	2.5536
NM_001185058	chr16(.):67199404-67214643	1.355
NM_018378	chr16(.):67188890-67203077	2.0665
NR_029887	chr16(.):67231223-67241298	0.1465
NM_014187	chr16(.):67256015-67268182	0.3847
NM_012163	chr16(.):67236041-67265721	0.2324
NM_001004055	chr16(.):67236041-67265901	0.2318
NM_001193524	chr16(.):67566364-67585691	0.5186
NM_001193523	chr16(.):67558539-67585691	0.614
NM_001193522	chr16(.):67557719-67585691	0.5999
NM_024519	chr16(.):67557716-67585691	0.5998
NM_018430	chr16(.):67836009-67866971	0.2879
NM_025082	chr16(.):67857059-67886361	1.0812
NM_020457	chr16(.):67871212-67883098	2.3058
NM_198443	chr16(.):67913780-67925271	0.1411
NM_006742	chr16(.):67922174-67968581	0.2177
NM_014329	chr16(.):67901998-67923406	0.3556
NM_024939	chr16(.):68257449-68275136	0.2384
NM_001184824	chr16(.):68339876-68396169	0.2936
NM_003983	chr16(.):68293422-68340722	0.3787
NM_032178	chr16(.):68329517-68349868	0.4641
NR_031719	chr16(.):69594710-69604771	2.4528
NM_006927	chr16(.):70408337-70477991	0.662
NM_145059	chr16(.):70483497-70519177	0.3479
NM_001031804	chr16(.):79622744-79639622	1.4012
NM_001134473	chr16(.):85640028-85714812	0.3543
NM_014615	chr16(.):85641923-85714812	0.3273
NM_003486	chr16(.):87858628-87908100	0.9004
NM_001142864	chr16(.):88776745-88856372	0.3405
NM_000512	chr16(.):88875141-88928374	0.2634
NM_030928	chr16(.):88865185-88880666	1.2764
NM_000485	chr16(.):88870876-88883342	0.9197
NM_016209	chr16(.):88918505-88932520	0.1563
NM_020889	chr17(.):27234161-27283508	0.4401
NM_005801	chr17(.):39840126-39852898	0.9413
NM_003204	chr17(.):46120685-46143907	2.2359
NM_005022	chr17(.):4843946-4856825	2.4186
NM_153357	chr17(.):6939948-6952242	0.104
NM_030665	chr17(.):17579786-17719765	0.5353
NM_017758	chr17(.):18081866-18118267	0.893
NM_018182	chr17(.):27077995-27174841	0.1405
NM_000342	chr17(.):42320757-42350502	0.1117
NM_030802	chr17(.):47782686-47846518	0.5131
NM_030938	chr17(.):57779862-57922952	0.2736
NM_001433	chr17(.):62115389-62212502	0.8883
NM_001081461	chr17(.):74703913-74727881	0.6877
NM_001163075	chr17(.):76137433-76167364	1.4452
NM_017456	chr17(.):76665129-76783376	0.5062
NM_024648	chr17(.):80342085-80381513	0.4578
NM_001893	chr17(.):80197239-80236573	0.3238
NM_024083	chr17(.):79930425-79980282	0.4453
NM_000080	chr17(.):4796063-4811369	0.0769
NM_001145536	chr17(.):4797947-4811227	0.0765
NM_001165417	chr17(.):4835425-4848462	0.7984
NM_000173	chr17(.):4830591-4843325	0.3894
NM_015528	chr17(.):4838629-4853517	1.874
NM_006612	chr17(.):4896242-4936694	0.1497
NM_015099	chr17(.):4866286-4895960	0.3563
NM_001171168	chr17(.):4866286-4895665	0.3592
NM_053013	chr17(.):4849383-4865426	1.6733
NM_001167985	chr17(.):4886424-4905905	0.3082
NM_004890	chr17(.):4857520-4876132	0.4511
NM_001004333	chr17(.):6910797-6922851	1.6784
NM_001142799	chr17(.):6913072-6925839	1.6911
NM_201566	chr17(.):6934393-6948440	0.3284
NR_029712	chr17(.):6915933-6926020	1.9321
NM_181844	chr17(.):6921368-6937961	0.1998
NM_000697	chr17(.):6894383-6919055	0.6405
NR_030178	chr17(.):6916229-6926341	1.8045
NM_001005273	chr17(.):7787168-7821075	0.4877
NM_001080424	chr17(.):7738234-7763118	1.168
NM_144607	chr17(.):7756063-7770600	0.3751
NM_032356	chr17(.):7755002-7766172	0.4896
NM_001005271	chr17(.):7783122-7821075	0.4517
NM_203411	chr17(.):7753383-7764417	0.5466
NM_012452	chr17(.):16837397-16880402	0.2573
NR_024007	chr17(.):17674999-17687843	0.4817
NM_004176	chr17(.):17709662-17745325	2.1755
NR_030361	chr17(.):17712149-17722245	0.5438
NM_002018	chr17(.):18143152-18167055	0.9806
NM_001144900	chr17(.):18158847-18174095	1.4495
NM_004140	chr17(.):18123935-18153188	0.2173
NM_148886	chr17(.):18159423-18174095	1.502
NR_000010	chr17(.):27044599-27054671	1.6947
NR_000009	chr17(.):27045698-27055772	2.3011
NM_031934	chr17(.):27036298-27049908	0.5406
NM_001142625	chr17(.):27036298-27050286	0.5345
NM_000984	chr17(.):27041999-27056374	1.7986
NM_138463	chr17(.):27046365-27058230	2.1571
NR_000014	chr17(.):27045446-27055509	2.1047
NR_000013	chr17(.):27042567-27052634	0.7876
NM_004295	chr17(.):27066022-27082976	0.9373
NM_152465	chr17(.):27025533-27043872	0.0934
NR_024579	chr17(.):27036298-27050251	0.5349
NM_001160407	chr17(.):27046365-27058949	2.0391
NM_178170	chr17(.):27050831-27074784	1.4523
NR_029970	chr17(.):27183386-27193458	0.0964
NM_005702	chr17(.):27177042-27193072	0.2422
NM_004475	chr17(.):27201356-27229715	0.9401
NM_144683	chr17(.):27219798-27235089	1.6829
NR_029685	chr17(.):27183550-27193636	0.0961
NM_002981	chr17(.):32682398-32695252	0.3715
NM_005408	chr17(.):32678470-32690629	0.1086
NM_005623	chr17(.):32641065-32653421	0.0634
NM_001017368	chr17(.):33331130-33395759	0.3147
NM_057178	chr17(.):33331130-33421294	0.4933
NM_017559	chr17(.):33443630-33462751	0.2485
NM_001142571	chr17(.):33421810-33451888	0.1868
NM_001165923	chr17(.):36041433-36110096	0.457
NM_001130677	chr17(.):36822958-36836187	0.7997
NM_005937	chr17(.):36856872-36891056	1.3399
NM_007144	chr17(.):36885149-36909558	0.7735
NM_002795	chr17(.):36904001-36925478	0.5782
NM_001136498	chr17(.):36881509-36896858	0.3767
NM_005310	chr17(.):37889186-37908538	0.5714
NM_001030002	chr17(.):37889589-37908538	0.5821
NM_032339	chr17(.):37880408-37891788	0.402
NM_021724	chr17(.):38244036-38261973	0.824
NM_001190919	chr17(.):38213445-38255120	0.4781
NM_001190918	chr17(.):38214067-38255120	0.4836
NM_014815	chr17(.):38170349-38215889	0.1133
NM_007359	chr17(.):38291506-38333431	0.2554
NM_001012241	chr17(.):38273789-38298045	1.1005
NM_001145301	chr17(.):38469472-38518895	0.8824
NM_152219	chr17(.):38511904-38525945	0.1428
NM_000964	chr17(.):38460422-38518895	0.8749
NM_001024809	chr17(.):38493270-38518895	0.1356
NM_001254	chr17(.):38439145-38464413	0.2403
NM_000422	chr17(.):39770691-39785882	0.0889
NR_033415	chr17(.):39777578-39801451	0.0869
NM_000805	chr17(.):39863612-39877221	0.0822
NM_024927	chr17(.):40814932-40834048	2.0159
NM_016437	chr17(.):40806265-40824024	0.2014
NM_003632	chr17(.):40829631-40857011	0.752
NM_016602	chr17(.):40826419-40838845	2.9615
NM_178542	chr17(.):42248351-42269082	0.5546
NM_001076674	chr17(.):42259353-42274099	0.7032
NM_177441	chr17(.):42259573-42274099	0.7115
NM_001076684	chr17(.):42277400-42301924	1.6778
NM_001098833	chr17(.):42264172-42280529	1.4527
NM_080863	chr17(.):42243073-42261451	0.2617
NM_001076683	chr17(.):42277400-42303250	1.5956
NM_014233	chr17(.):42277400-42300664	1.7626
NM_152343	chr17(.):43326759-43344479	0.1116
NM_005892	chr17(.):43294291-43329683	1.8104
NR_024434	chr17(.):43320302-43350997	0.2902
NR_024435	chr17(.):43334557-43350997	0.0907
NR_029687	chr17(.):46109526-46119613	0.106
NM_016429	chr17(.):46098532-46120152	0.2307
NM_152244	chr17(.):46179919-46205105	0.2276
NM_013323	chr17(.):46179946-46205105	0.2268
NM_006807	chr17(.):46142413-46183560	0.2089
NM_001127228	chr17(.):46142413-46183883	0.208
NM_005827	chr17(.):47773689-47790282	0.3777
NM_001199155	chr17(.):47860980-47911458	0.1841
NM_032595	chr17(.):48206100-48232877	1.1064
NM_174920	chr17(.):48185034-48212167	0.1041
NM_000023	chr17(.):48238365-48258293	0.2377
NM_000088	chr17(.):48256456-48284000	0.1378
NR_024193	chr17(.):48243788-48254837	0.18
NM_175575	chr17(.):48907604-48924709	0.0991
NM_005749	chr17(.):48934586-48946413	1.8763
NM_000250	chr17(.):56342216-56363296	0.0929
NM_004758	chr17(.):56373593-56411152	0.735
NM_003168	chr17(.):56417538-56434563	0.9716
NR_029683	chr17(.):56403592-56413679	3.6913
NR_029493	chr17(.):57913626-57923698	1.5036
NM_001193613	chr17(.):57931840-57975306	0.1946
NM_003161	chr17(.):57965442-58032786	0.1465
NR_004380	chr17(.):62218437-62228517	0.6531
NR_002995	chr17(.):62218698-62228831	0.6493
NM_173547	chr17(.):73880040-73898054	0.5596
NM_033452	chr17(.):73865244-73879656	2.2257
NM_012478	chr17(.):73836779-73856501	0.5018
NM_199242	chr17(.):73818307-73845798	0.1139
NM_032478	chr17(.):73889723-73906181	1.0702
NM_001008529	chr17(.):74670650-74712056	0.0983
NM_003016	chr17(.):74725198-74738493	1.5524
NR_030366	chr17(.):74727531-74737630	1.9874
NM_001080510	chr17(.):74717949-74734962	1.9293
NM_024311	chr17(.):74728782-74780338	0.5082
NM_152468	chr17(.):76121858-76144049	2.6236
NM_007267	chr17(.):76103998-76133488	1.4232
NM_001127198	chr17(.):76103998-76129861	1.5969
NM_001145529	chr17(.):76222390-76242068	0.1205
NM_001010982	chr17(.):76178436-76208782	0.2805
NM_001012270	chr17(.):76205276-76226716	0.2255
NM_003258	chr17(.):76165159-76188285	1.3668
NM_004710	chr17(.):76159670-76174009	2.0855
NR_002219	chr17(.):76205320-76225783	0.23
NM_001145526	chr17(.):76178442-76208782	0.2805
NR_027083	chr17(.):76178397-76198641	0.3737
NM_005189	chr17(.):77746976-77766449	0.3546
NM_003655	chr17(.):77801954-77818213	1.5789
NM_020649	chr17(.):77763175-77775915	0.8379
NM_012418	chr17(.):79490416-79509156	0.1284
NM_025161	chr17(.):79501910-79524429	0.453
NM_001614	chr17(.):79471998-79484827	2.2479
NM_001093767	chr17(.):79775292-79796167	0.4144
NM_000918	chr17(.):79796033-79823544	0.6315
NM_001007533	chr17(.):79786367-79797926	0.6535
NM_002359	chr17(.):79871145-79890588	1.793
NM_016476	chr17(.):79844598-79863363	0.5262
NR_033683	chr17(.):79855776-79874077	0.2886
NM_005782	chr17(.):79840710-79854462	0.6801
NM_001145113	chr17(.):79892520-79910109	0.6552
NM_016538	chr17(.):79864814-79881058	0.573
NM_001185078	chr17(.):79820596-79834282	1.5092
NM_001185077	chr17(.):79820596-79833790	1.5631
NM_148896	chr17(.):79855071-79865781	0.0993
NM_006907	chr17(.):79885268-79899968	1.2526
NM_032711	chr17(.):79871145-79886408	2.2075
NM_001002249	chr17(.):79844817-79863363	0.5315
NR_033682	chr17(.):79855776-79874340	0.2865
NM_178493	chr17(.):79905382-79924057	0.1201
NR_015454	chr17(.):79880704-79893629	2.3581
NM_022156	chr17(.):80010750-80028680	0.4797
NM_004104	chr17(.):80031213-80061106	0.7745
NM_002917	chr17(.):80000777-80014650	0.3764
NM_004127	chr17(.):80004762-80020346	0.349
NM_006137	chr17(.):80267745-80280480	0.1176
NM_003004	chr17(.):80273899-80296921	0.303
NM_001100407	chr17(.):80395462-80413707	0.7442
NM_001193655	chr17(.):80395462-80412602	0.7857
NM_001038618	chr17(.):80411059-80451143	0.2863
NM_001083608	chr17(.):80411539-80451143	0.2888
NM_173620	chr17(.):80371251-80405516	0.3017
NR_036519	chr17(.):80402590-80413707	1.1486
NM_152721	chr18(.):67063283-67521322	0.1275
NM_001105244	chr18(.):7562313-8411859	0.086
NM_000633	chr18(.):60785578-60991613	0.4514
NM_001083625	chr18(.):9131757-9290206	0.2069
NM_003199	chr18(.):52884561-53260860	0.1769
NM_194449	chr18(.):60377671-60652666	0.1464
NM_021074	chr18(.):9097627-9139343	0.7423
