GENE_ID	locusLine	bin_1_U266_jia.bam
NM_003033	chr8(.):134462090-134589183	0.5184
NM_003970	chr8(.):1988157-2098380	0.2571
NM_053279	chr8(.):11273972-11329276	1.0874
NM_018310	chr8(.):37696397-37712431	0.4264
NM_152413	chr8(.):37786799-37802647	0.0855
NM_002603	chr8(.):66624904-66706321	0.0704
NM_152765	chr8(.):67400490-67435759	0.6856
NM_057749	chr8(.):95887452-95912482	0.7001
NM_015435	chr8(.):101264287-101320487	0.3773
NM_001135699	chr8(.):101925803-101970221	0.4658
NM_001135700	chr8(.):101925803-101968560	0.4806
NM_145690	chr8(.):101925803-101969357	0.4735
NM_003406	chr8(.):101925803-101970623	0.4621
NM_001135702	chr8(.):101925803-101967799	0.4883
NM_001032282	chr8(.):103656004-103671168	1.8165
NM_005655	chr8(.):103656004-103672983	1.7518
NM_148174	chr8(.):103833535-103881397	0.3389
NM_024295	chr8(.):124020567-124059648	0.5793
NM_025195	chr8(.):126437562-126455644	1.5616
NM_006748	chr8(.):134043972-134077603	0.6281
NM_006096	chr8(.):134244413-134314547	0.6877
NR_003529	chr9(.):21989789-22126093	0.2196
NM_133464	chr9(.):114282446-114311712	0.115
NM_015158	chr9(.):499702-751103	0.3889
NM_001190737	chr9(.):14076841-14319045	0.0844
NM_001190738	chr9(.):14076841-14403982	0.1034
NM_147133	chr9(.):33285417-33370168	0.285
NM_002504	chr9(.):33285417-33376155	0.2813
NM_147134	chr9(.):33285417-33353721	0.3333
NM_001206	chr9(.):72994512-73034573	0.3989
NM_007005	chr9(.):82181877-82346656	0.1463
NM_004560	chr9(.):94479883-94717444	0.4384
NM_007203	chr9(.):112537576-112939791	0.2744
NM_001004065	chr9(.):112805877-112939791	0.6264
NM_001080398	chr9(.):114117972-114252025	0.2921
NM_144488	chr9(.):116202010-116365018	0.2634
NM_017688	chr9(.):116106811-116138513	0.8761
NM_015404	chr9(.):117159359-117272736	0.8105
NM_001083885	chr9(.):117159359-117270495	0.8214
NM_005047	chr9(.):123573331-123610206	0.1621
NM_020946	chr9(.):126136932-126697417	0.1675
NM_024820	chr9(.):126158869-126697417	0.1673
NM_001171137	chr9(.):125878907-126035855	0.3148
NM_018387	chr9(.):125878907-126035843	0.3148
NM_033334	chr9(.):127279702-127538576	0.1804
NM_002077	chr9(.):127635572-127708386	0.4059
NM_032293	chr9(.):130021755-130160828	0.221
NM_175039	chr9(.):130665164-130684305	1.0258
NM_013355	chr9(.):131459801-131488199	0.4118
NM_015033	chr9(.):132644465-132810473	0.3008
NM_198679	chr9(.):134447156-134590229	0.3605
NM_005312	chr9(.):134447156-134617925	0.4006
NM_012087	chr9(.):135901061-135938890	0.64
NM_153186	chr9(.):701895-751103	1.1028
NM_004936	chr9(.):21997901-22014312	0.3492
NR_024274	chr9(.):21962137-21972753	0.0705
NM_058197	chr9(.):21962750-21979826	0.0698
NM_000077	chr9(.):21962750-21980132	0.0695
NM_058195	chr9(.):21962750-21999490	0.4514
NM_001172415	chr9(.):33247469-33269759	0.3948
NM_001195536	chr9(.):33259876-33287067	0.2736
NM_014471	chr9(.):33235195-33253565	0.1604
NM_001170	chr9(.):33379947-33407517	0.1031
NM_139235	chr9(.):33456350-33478941	0.6148
NM_004925	chr9(.):33436159-33452590	0.7137
NM_053067	chr9(.):86269877-86328168	0.5
NM_032307	chr9(.):86548226-86576663	0.0857
NM_031263	chr9(.):86577997-86600184	0.7985
NM_031262	chr9(.):86577997-86600569	0.7857
NM_024945	chr9(.):86590636-86623987	0.5433
NR_029605	chr9(.):86579662-86589772	0.1198
NM_024077	chr9(.):91928411-91979561	0.2894
NR_036108	chr9(.):91922139-91932221	1.415
NM_001827	chr9(.):91921112-91936618	1.4633
NM_005384	chr9(.):94166326-94191144	0.6552
NM_001083603	chr9(.):98200263-98284247	0.4229
NM_001083606	chr9(.):98200263-98274699	0.4685
NM_001083607	chr9(.):98200263-98274481	0.4692
NM_001083605	chr9(.):98200263-98275322	0.4654
NM_000264	chr9(.):98200263-98275831	0.4627
NM_006401	chr9(.):100740488-100783224	0.6277
NM_197978	chr9(.):100684072-100705526	0.3045
NM_018437	chr9(.):100684072-100712134	0.2478
NM_001012993	chr9(.):112956845-112975413	0.0963
NM_001136562	chr9(.):112882780-112939791	0.9333
NM_003329	chr9(.):113001309-113023778	0.7114
NM_001012361	chr9(.):116072930-116107620	0.2158
NM_145051	chr9(.):116054372-116066320	0.1159
NM_000031	chr9(.):116143591-116168618	0.3134
NM_017443	chr9(.):116164517-116178029	1.1743
NM_031219	chr9(.):116130697-116143341	1.3748
NR_027261	chr9(.):116164517-116177955	1.1805
NM_152786	chr9(.):116168021-116196879	0.5662
NM_004888	chr9(.):117344993-117366152	1.0687
NM_153045	chr9(.):117368705-117413703	0.6479
NM_005658	chr9(.):123659670-123694173	0.6071
NM_015651	chr9(.):123612930-123644606	0.8092
NM_001190945	chr9(.):123659670-123696451	0.635
NM_001190947	chr9(.):123659670-123681850	0.2605
NM_001009936	chr9(.):123626852-123644606	1.3332
NR_024408	chr9(.):123600319-123621651	0.2312
NM_173689	chr9(.):126113447-126146032	0.1797
NM_001166170	chr9(.):127049249-127119719	0.3001
NM_001145001	chr9(.):127015195-127119719	0.3767
NM_001166169	chr9(.):127049698-127119719	0.2545
NM_001166168	chr9(.):127015529-127119719	0.3778
NM_001166167	chr9(.):127014884-127119719	0.376
NM_001045476	chr9(.):127610754-127625160	0.8349
NM_030978	chr9(.):127626483-127644696	2.6985
NM_007209	chr9(.):127615157-127629240	1.0583
NM_182487	chr9(.):127534436-127582159	0.2541
NR_002449	chr9(.):130205780-130215916	1.2642
NM_007135	chr9(.):130181652-130212651	0.4005
NM_014580	chr9(.):130154464-130175165	0.5414
NM_005489	chr9(.):130495595-130538621	0.4862
NM_001142532	chr9(.):130495595-130529697	0.3028
NM_001142533	chr9(.):130495595-130522583	0.3169
NM_001142531	chr9(.):130495595-130529719	0.3031
NM_001142534	chr9(.):130495595-130522561	0.3171
NM_170600	chr9(.):130495595-130546048	1.0243
NM_001085347	chr9(.):130488802-130502604	0.4582
NM_001018078	chr9(.):130560507-130581556	0.5485
NM_001261	chr9(.):130543304-130558052	1.5518
NM_004957	chr9(.):130560153-130581556	0.545
NM_013443	chr9(.):130642600-130666871	0.3055
NM_000476	chr9(.):130623758-130645022	0.1328
NR_036055	chr9(.):130543196-130553286	2.0758
NM_001035254	chr9(.):130697860-130747812	1.4305
NM_003863	chr9(.):130692373-130705763	1.3003
NM_203305	chr9(.):130697860-130717993	0.6229
NM_001135219	chr9(.):130678807-130698076	1.1572
NM_173492	chr9(.):130678807-130694770	1.3003
NR_024425	chr9(.):130885807-130897913	1.0456
NR_027812	chr9(.):130877971-130895712	0.8754
NM_001006641	chr9(.):130825478-130876524	1.1304
NM_197956	chr9(.):130818511-130834599	2.1245
NM_001006643	chr9(.):130855835-130876524	0.3218
NM_001006642	chr9(.):130849127-130876524	0.2987
NM_052901	chr9(.):130855816-130876524	0.3218
NM_025072	chr9(.):130877971-130895474	0.8848
NR_033374	chr9(.):130868449-130886013	0.4274
NM_001122821	chr9(.):131440933-131463675	1.3931
NM_052844	chr9(.):131390939-131424129	0.3824
NM_003011	chr9(.):131446508-131463675	1.4695
NM_032799	chr9(.):131478148-131491408	0.5367
NM_020145	chr9(.):131765312-131795579	0.8593
NM_032809	chr9(.):131794252-131839351	0.2026
NM_203434	chr9(.):131932830-131945540	1.0334
NM_016520	chr9(.):132584563-132602572	0.5062
NM_006676	chr9(.):132592695-132649107	0.3149
NM_001008563	chr9(.):132592756-132649107	0.3151
NM_000050	chr9(.):133315093-133381661	0.3052
NM_032728	chr9(.):134160080-134189649	0.0921
NM_033387	chr9(.):134128464-134156906	0.6043
NM_001807	chr9(.):135932364-135952248	0.8894
NR_001275	chr9(.):135952925-135967478	0.2322
NM_014811	chr9(.):138366647-138385739	0.6278
NM_001048265	chr9(.):138382025-138396761	0.7862
NM_016034	chr9(.):138387482-138401519	0.9516
NM_014582	chr9(.):138432984-138446815	0.1277
NM_002571	chr9(.):138448603-138463622	0.3261
NM_002297	chr9(.):138408285-138423378	0.1744
NM_182974	chr9(.):138510501-138536386	0.3973
NR_034016	chr9(.):138461770-138483958	1.3076
NM_178536	chr9(.):139841767-139854949	0.313
NM_153200	chr9(.):139752232-139765738	0.4575
NM_000606	chr9(.):139834697-139846426	0.8166
NM_021138	chr9(.):139775964-139826067	0.8668
NM_018998	chr9(.):139829886-139844173	0.5152
NM_206920	chr9(.):139741818-139760251	0.7151
NM_014172	chr9(.):139738255-139750490	0.9179
NM_001080482	chr9(.):139733866-139746797	1.0104
NR_036251	chr9(.):139720408-139730475	0.0848
NM_001144026	chr9(.):140095118-140118813	0.3852
NM_053045	chr9(.):140093534-140105090	0.615
NM_001128228	chr9(.):140081068-140100163	0.647
NM_003731	chr9(.):140078053-140089822	0.5744
NM_013366	chr9(.):140064235-140088057	0.3186
NM_031297	chr9(.):140109706-140120775	0.3664
NM_017723	chr9(.):140167279-140182093	0.1074
NM_006088	chr9(.):140130710-140143159	1.5207
NM_001004353	chr9(.):140140729-140152934	1.2986
NM_001001710	chr9(.):140133036-140147222	1.3277
NM_199001	chr9(.):140114643-140125763	0.3816
NM_015456	chr9(.):140144758-140173000	0.5862
NM_080877	chr9(.):140120384-140136006	0.5076
NM_001004354	chr9(.):140189082-140201703	0.1861
NM_001177316	chr9(.):140120208-140136006	0.5037
NM_001190228	chr9(.):140117017-140129090	0.3596
NM_031892	chrX(.):19547082-19910744	0.2274
NM_001024666	chrX(.):19547082-19822917	0.1714
NM_001123384	chrX(.):39905498-40041582	0.364
NM_144495	chrX(.):48750194-48765420	0.3763
NM_001167990	chrX(.):48750212-48765420	0.3766
NM_001032384	chrX(.):48750538-48765420	0.378
NM_001167992	chrX(.):48750774-48765420	0.3821
NM_005629	chrX(.):152948751-152967048	0.1612
NM_001142806	chrX(.):152949965-152967048	0.1664
NM_005334	chrX(.):153208007-153241819	0.9892
NM_017745	chrX(.):39905498-39961719	0.3223
NM_001167947	chrX(.):48745729-48760426	0.4886
NM_001042498	chrX(.):48755888-48774235	0.4859
NM_001136158	chrX(.):48774302-48819893	0.9956
NM_001136159	chrX(.):48774302-48820648	0.9806
NM_006875	chrX(.):48765458-48781413	1.4149
NM_004979	chrX(.):48813638-48833251	0.2837
NM_005660	chrX(.):48755458-48773917	0.4875
NM_001032289	chrX(.):48755889-48773933	0.4702
NM_001130846	chrX(.):129258337-129277015	0.0446
NM_004208	chrX(.):129258337-129304861	0.1154
NM_004794	chrX(.):129300772-129323844	0.5702
NM_145813	chrX(.):129258337-129304808	0.1131
NM_001039582	chrX(.):152930187-152944816	0.0961
NM_001135740	chrX(.):152930187-152943743	0.1009
NM_005393	chrX(.):153024650-153049801	0.1135
NM_005745	chrX(.):152960946-152994838	0.7484
NR_024450	chrX(.):152960946-152995201	0.7428
NM_001139441	chrX(.):152960946-152994582	0.7515
NM_000033	chrX(.):152985322-153015216	0.6306
NM_001139457	chrX(.):152960946-152994549	0.7518
NM_000054	chrX(.):153165528-153177620	0.353
NM_000425	chrX(.):153121970-153146399	0.0667
NM_003491	chrX(.):153190376-153205468	1.7995
NM_001666	chrX(.):153167829-153196714	0.9553
NM_002910	chrX(.):153195721-153215232	0.7794
NR_027419	chrX(.):153162984-153177620	0.3105
NM_001025243	chrX(.):153270956-153290342	0.9392
NM_003492	chrX(.):153232990-153253646	1.6812
NR_031757	chrX(.):153280370-153290440	1.4647
NR_036175	chrX(.):153241548-153251627	1.0637
NR_036174	chrX(.):153241547-153251628	1.0637
NM_001110556	chrX(.):153571899-153608006	0.6284
NM_000117	chrX(.):153602596-153614883	0.7611
NM_006730	chrX(.):153624578-153642575	1.0764
NM_001183	chrX(.):153651977-153669862	0.5563
NM_001009934	chrX(.):153624578-153645427	0.9412
NR_000011	chrX(.):153623621-153633756	1.1158
NM_000116	chrX(.):153634876-153655063	0.4588
NR_026898	chrX(.):153621570-153635680	0.8243
NM_001493	chrX(.):153660258-153676814	0.7158
NM_015892	chr10(.):125762181-125856930	0.4757
NM_014863	chr10(.):125774168-125856930	0.5315
NM_020397	chr10(.):12386582-12873137	0.2473
NM_153498	chr10(.):12386582-12876733	0.246
NM_022124	chr10(.):73151690-73580704	0.1173
NM_001171930	chr10(.):73151690-73497481	0.1128
NR_024431	chr10(.):80698082-80832205	0.4498
NM_001167865	chr10(.):123711602-123739743	0.2411
NM_021641	chr10(.):127724912-128082127	0.0665
NM_012247	chr10(.):13354437-13395298	0.4836
NM_024948	chr10(.):15815174-15907519	0.3583
NM_020824	chr10(.):24867537-25017597	0.2061
NM_000698	chr10(.):45864628-45946563	0.4051
NM_022153	chr10(.):73502313-73538337	0.1733
NM_001198798	chr10(.):73851273-73980751	0.154
NM_001198799	chr10(.):73851273-73981183	0.154
NM_020338	chr10(.):80823791-81081285	0.5999
NM_145868	chr10(.):81909879-81970328	0.4423
NM_000314	chr10(.):89618194-89733532	0.2
NM_032810	chr10(.):89507874-89582917	0.1377
NM_014631	chr10(.):105348783-105620164	0.2478
NM_001134363	chr10(.):112399154-112604227	0.3109
NM_007373	chr10(.):112674300-112778425	0.1681
NM_007041	chr10(.):123497624-123692546	0.1666
NM_206862	chr10(.):123743688-124019057	0.1503
NM_206860	chr10(.):123918104-124019057	0.0854
NM_001004298	chr10(.):128108573-128215010	0.3967
NM_005539	chr10(.):134346352-134601984	0.1813
NR_027653	chr10(.):3813187-3832473	1.2717
NM_006214	chr10(.):13314795-13347130	0.2868
NM_001037537	chr10(.):13314795-13346746	0.2878
NM_004412	chr10(.):17179981-17249070	0.1096
NM_003380	chr10(.):17265257-17284592	0.8827
NM_001145373	chr10(.):23723197-23736310	1.4787
NM_001098207	chr10(.):43876064-43897794	0.7885
NM_004966	chr10(.):43876064-43909656	1.0696
NM_173160	chr10(.):43862091-43876783	0.1359
NM_001098204	chr10(.):43876064-43909696	1.0686
NM_001098208	chr10(.):43876064-43897279	0.7957
NM_001098205	chr10(.):43876064-43909332	1.0789
NM_001098206	chr10(.):43876064-43908299	1.111
NR_026693	chr10(.):43927573-43983007	0.2713
NM_001031746	chr10(.):50217332-50328559	0.4883
NM_001164375	chr10(.):73466457-73484578	0.1343
NM_001168390	chr10(.):73466457-73502581	0.5067
NM_001042465	chr10(.):73571054-73616082	0.4118
NM_001171935	chr10(.):73566639-73580704	0.1545
NM_173473	chr10(.):73970805-74000618	0.2873
NM_019058	chr10(.):74028676-74040797	1.611
NM_017626	chr10(.):74087587-74119907	0.9976
NR_028492	chr10(.):89573069-89610369	0.1997
NM_001126049	chr10(.):89613917-89628194	1.1461
NM_030912	chr10(.):104399251-104423076	1.3673
NR_024552	chr10(.):105201542-105217162	0.1787
NM_001129742	chr10(.):105227560-105243997	1.1394
NM_001001412	chr10(.):105208143-105223648	0.3834
NM_004210	chr10(.):105248734-105357309	0.1034
NM_005871	chr10(.):112047797-112069707	0.3363
NM_004419	chr10(.):112252624-112276302	0.9096
NM_145341	chr10(.):112626595-112664764	0.5969
NM_001195307	chr10(.):112653487-112684124	0.4477
NM_001195306	chr10(.):112653487-112683694	0.4457
NR_026932	chr10(.):112623647-112635662	1.4592
NM_016621	chr11(.):45945869-46147985	0.1713
NM_006819	chr11(.):63948586-63977020	0.5154
NM_002335	chr11(.):68075107-68221743	0.1703
NM_001098517	chr11(.):115039344-115380241	0.1945
NM_003156	chr11(.):3871932-4119440	0.238
NM_030962	chr11(.):9795213-10320754	0.0676
NM_004811	chr11(.):58289343-58348390	0.3964
NM_001143995	chr11(.):58289343-58350639	0.3912
NM_002556	chr11(.):59336870-59388617	0.1667
NM_002032	chr11(.):61726756-61740132	1.0876
NM_001012662	chr11(.):62618483-62661355	0.7417
NM_001013251	chr11(.):62643343-62661355	1.0935
NM_001012661	chr11(.):62618517-62661353	0.742
NM_024060	chr11(.):62196015-62319332	0.3132
NR_037193	chr11(.):62644170-62661355	1.1406
NM_003273	chr11(.):64874340-64888707	0.6571
NM_005438	chr11(.):65654691-65672997	0.5906
NM_001077241	chr11(.):65137662-65155142	0.7885
NR_002819	chr11(.):65260232-65278939	2.8897
NM_053056	chr11(.):69450872-69474242	1.427
NM_001128620	chr11(.):77028059-77190108	0.2974
NM_002017	chr11(.):128558812-128688162	0.3022
NM_001167681	chr11(.):128557388-128688162	0.2997
NM_182612	chr11(.):762222-782487	0.425
NR_002585	chr11(.):806680-816814	0.9328
NM_001025239	chr11(.):837823-872116	0.289
NM_001025234	chr11(.):839080-872116	0.2938
NM_145886	chr11(.):794178-810250	1.1918
NM_016564	chr11(.):782109-795126	0.2612
NM_021128	chr11(.):834720-847529	0.6065
NM_139029	chr11(.):827951-843835	0.8125
NM_173584	chr11(.):822584-836991	0.7261
NM_024698	chr11(.):785474-801263	0.6283
NM_001004	chr11(.):804935-817876	0.9752
NM_001025237	chr11(.):839445-872116	0.2959
NM_020376	chr11(.):813900-830571	0.5822
NM_001191060	chr11(.):785474-802995	0.5769
NM_001191061	chr11(.):785474-803269	0.5715
NM_001025235	chr11(.):837940-872116	0.2893
NR_027018	chr11(.):3824239-3852582	0.1628
NM_014489	chr11(.):3824765-3852582	0.1637
NM_001665	chr11(.):3843207-3867213	0.3588
NM_001124	chr11(.):10321641-10333923	2.2414
NM_000614	chr11(.):58385145-58398205	0.0746
NR_024091	chr11(.):58341586-58398205	0.3857
NM_053023	chr11(.):58341586-58394023	0.4115
NM_001004711	chr11(.):59277385-59288330	0.0532
NM_001004706	chr11(.):59266048-59276984	0.0476
NR_036120	chr11(.):59357549-59367631	0.0735
NM_013401	chr11(.):61659772-61689997	0.2056
NM_001139443	chr11(.):61712355-61736066	0.7251
NM_004183	chr11(.):61712355-61736935	0.7315
NM_022830	chr11(.):62337516-62364109	0.4149
NM_012200	chr11(.):62377767-62394448	1.0405
NM_153265	chr11(.):62364690-62385237	1.4099
NM_004739	chr11(.):62355674-62374303	0.8045
NM_000327	chr11(.):62375212-62387592	1.4886
NM_001404	chr11(.):62322072-62346460	0.6309
NM_001620	chr11(.):62278373-62319332	0.3355
NM_001043229	chr11(.):62427778-62439923	0.6513
NM_198335	chr11(.):62387299-62419104	0.4741
NR_004390	chr11(.):62427893-62438042	0.3379
NM_030628	chr11(.):62409319-62425774	0.6591
NR_002565	chr11(.):62618036-62628103	0.9641
NM_003164	chr11(.):62569368-62604560	0.4741
NM_018093	chr11(.):62595382-62612628	1.0032
NR_003098	chr11(.):62614459-62628360	0.735
NR_002561	chr11(.):62616134-62626204	0.9614
NR_002560	chr11(.):62615797-62625865	0.9507
NR_002559	chr11(.):62616375-62626440	0.9646
NR_000008	chr11(.):62615381-62625507	0.938
NR_002564	chr11(.):62617763-62627838	0.9647
NR_002563	chr11(.):62617483-62627555	0.964
NR_002562	chr11(.):62617092-62627167	0.963
NM_000738	chr11(.):62671150-62694012	0.0892
NM_004470	chr11(.):64003412-64016607	0.9245
NM_000932	chr11(.):64013994-64041924	0.5988
NM_005528	chr11(.):63992752-64006753	1.0162
NM_001160390	chr11(.):63986270-63998726	0.7067
NM_032344	chr11(.):63988737-64002488	0.9273
NM_004322	chr11(.):64032299-64057176	0.8887
NM_178443	chr11(.):63969151-63996363	0.2829
NM_057092	chr11(.):64004587-64016607	0.9946
NM_033310	chr11(.):64053792-64072503	0.413
NM_003377	chr11(.):63997265-64011259	1.108
NM_020155	chr11(.):64048581-64061972	0.7677
NM_001135208	chr11(.):64003603-64016607	0.9338
NM_001039496	chr11(.):64062862-64077239	0.8158
NM_001170726	chr11(.):64046810-64061972	0.6901
NM_001160393	chr11(.):63986270-63998341	0.6719
NM_001170881	chr11(.):64047284-64061972	0.7076
NM_001177358	chr11(.):64047282-64061972	0.7075
NM_138689	chr11(.):64006950-64019413	1.0382
NM_000244	chr11(.):64565985-64583188	0.3572
NM_130803	chr11(.):64565985-64583766	0.3484
NM_004579	chr11(.):64551608-64575713	0.2177
NM_017525	chr11(.):64586661-64617041	0.2273
NM_130800	chr11(.):64565985-64583035	0.3599
NM_130802	chr11(.):64565985-64583213	0.3567
NR_029829	chr11(.):64653826-64663911	0.1986
NM_006795	chr11(.):64615207-64651191	1.292
NR_029578	chr11(.):64653608-64663718	0.1964
NM_147777	chr11(.):64789909-64813044	0.4004
NM_013299	chr11(.):64803375-64817300	0.496
NM_005468	chr11(.):64807294-64831009	0.4238
NM_080668	chr11(.):64839926-64856615	0.6157
NM_006782	chr11(.):64846693-64860874	0.6069
NM_013265	chr11(.):64858682-64884180	0.3638
NR_037567	chr11(.):64884654-64899841	0.7358
NM_172230	chr11(.):64889750-64907003	0.9225
NM_001997	chr11(.):64883098-64894672	0.9501
NM_004927	chr11(.):64884715-64899841	0.7122
NM_014205	chr11(.):64878874-64890170	1.0978
NM_001008778	chr11(.):64932706-64945688	0.0867
NM_006268	chr11(.):65096345-65125451	0.342
NM_145719	chr11(.):65117281-65130082	0.4418
NR_028272	chr11(.):65185268-65199003	3.8338
NR_030343	chr11(.):65206928-65217028	2.701
NM_031904	chr11(.):65149040-65185995	0.8529
NM_032223	chr11(.):65378782-65409910	0.4539
NM_001098785	chr11(.):65334819-65346669	2.1483
NM_021070	chr11(.):65301029-65330699	0.5842
NM_033455	chr11(.):65355325-65368467	1.127
NM_001099409	chr11(.):65338508-65365116	1.6183
NM_002419	chr11(.):65360225-65386720	0.4602
NM_001048218	chr11(.):65287547-65311182	0.4851
NM_006396	chr11(.):65332942-65344239	1.8517
NM_153253	chr11(.):65402591-65423391	0.3916
NM_006747	chr11(.):65400577-65423391	0.3687
NM_198897	chr11(.):65646210-65661010	0.7164
NM_001335	chr11(.):65642283-65656212	0.3012
NM_025128	chr11(.):65622871-65638914	1.3167
NM_005507	chr11(.):65617284-65630804	1.5375
NM_152760	chr11(.):65596409-65626172	0.3443
NM_016938	chr11(.):65628911-65645340	0.3402
NM_006848	chr11(.):65652874-65664106	0.891
NM_022338	chr11(.):68023802-68044469	0.8616
NM_153451	chr11(.):69475331-69495165	0.2201
NM_005117	chr11(.):69508005-69524106	0.0899
NM_006235	chr11(.):111217980-111255157	0.6903
NM_152641	chr12(.):46118619-46306819	0.1603
NM_001173982	chr12(.):104845691-105160792	0.3187
NM_006836	chr12(.):120560013-120637513	0.3776
NM_007273	chr12(.):7069516-7084891	0.3805
NM_001144831	chr12(.):7069514-7084916	0.3799
NM_006143	chr12(.):12808994-12854121	0.0969
NM_001113402	chr12(.):31819070-31887108	0.1837
NM_000966	chr12(.):53599352-53631036	0.8383
NM_001042728	chr12(.):53599352-53619150	0.85
NM_013449	chr12(.):56984379-57035163	0.3731
NM_006400	chr12(.):57919093-57945978	0.3076
NM_006576	chr12(.):58186159-58214852	0.0848
NM_001172697	chr12(.):58171527-58201639	0.169
NM_018279	chr12(.):72074877-72102839	0.5984
NM_020698	chr12(.):94955899-95049324	0.2726
NM_002595	chr12(.):96667038-96799366	0.1857
NM_005230	chr12(.):96583206-96666606	0.4896
NM_014706	chr12(.):108910990-108960165	0.7405
NM_144671	chr12(.):111793454-111811925	0.1694
NM_006187	chr12(.):113371248-113416054	0.3656
NM_003959	chr12(.):123315038-123352507	0.3301
NM_001082959	chr12(.):125257173-125353519	0.1057
NM_144669	chr12(.):129333080-129474509	0.0671
NM_001975	chr12(.):7018613-7037859	0.4093
NM_002831	chr12(.):7055433-7075479	0.4774
NR_029779	chr12(.):7067861-7077929	0.5235
NM_080548	chr12(.):7050739-7075479	0.5322
NM_001007026	chr12(.):7028625-7056484	0.4213
NM_006992	chr12(.):7008896-7028406	0.1971
NM_001940	chr12(.):7032479-7056484	0.4339
NR_003010	chr12(.):7071499-7081769	0.4189
NM_138425	chr12(.):7048202-7060165	0.4004
NR_029682	chr12(.):7068259-7078354	0.4346
NM_005768	chr12(.):7080346-7130842	0.1143
NM_006331	chr12(.):7074943-7090165	0.3097
NR_036052	chr12(.):9387065-9397147	0.029
NR_036052	chr12(.):12259885-12269967	0.0526
NM_004064	chr12(.):12865301-12880305	1.6345
NR_030344	chr12(.):12912582-12922677	0.0321
NM_001130415	chr12(.):12873850-12949399	0.24
NM_030762	chr12(.):26267958-26283003	0.9785
NM_001013699	chr12(.):31939118-31950175	0.0853
NR_028408	chr12(.):46114502-46126704	1.6214
NM_001098532	chr12(.):48123452-48157181	0.3497
NM_017842	chr12(.):48161966-48181536	0.462
NM_006105	chr12(.):48123452-48157244	0.3493
NM_001098531	chr12(.):48123452-48157889	0.3448
NM_001098416	chr12(.):48171506-48218763	1.2677
NM_001004304	chr12(.):53569534-53589654	0.4852
NM_000889	chr12(.):53580106-53606000	0.7962
NM_015989	chr12(.):53546446-53579430	0.3726
NM_001170790	chr12(.):53640369-53653190	0.4013
NM_032889	chr12(.):53640875-53653190	0.4128
NM_001127460	chr12(.):56705006-56732533	0.9429
NM_014255	chr12(.):56699212-56715128	0.5509
NM_005419	chr12(.):56730381-56759037	0.6259
NM_014871	chr12(.):56705006-56732837	0.9578
NM_004077	chr12(.):56660482-56699175	0.3509
NM_016584	chr12(.):56727662-56739194	1.3489
NM_001638	chr12(.):56749354-56761583	0.5029
NM_000946	chr12(.):57120363-57151146	0.2266
NR_003046	chr12(.):57032463-57042538	0.5288
NM_001686	chr12(.):57026958-57044852	0.7624
NM_005594	chr12(.):57101210-57124066	1.1238
NR_002737	chr12(.):57033810-57043885	0.5219
NM_001113203	chr12(.):57101210-57124326	1.1115
NM_006601	chr12(.):57052124-57087078	0.7614
NM_003725	chr12(.):57152107-57186574	0.0658
NM_020142	chr12(.):57623685-57639475	1.8936
NM_001166357	chr12(.):57619142-57633718	1.4764
NR_029416	chr12(.):57618827-57633718	1.4473
NR_029417	chr12(.):57618355-57633718	1.4071
NR_029415	chr12(.):57619110-57633718	1.4734
NM_007224	chr12(.):57605577-57625232	0.8649
NM_145064	chr12(.):57632241-57649969	1.0784
NR_031597	chr12(.):57583286-57593359	0.0984
NM_031479	chr12(.):57844095-57856791	2.5378
NM_001080157	chr12(.):57861037-57878424	0.1018
NM_001195056	chr12(.):57905370-57919300	1.6521
NM_052897	chr12(.):57911658-57928931	1.2861
NM_001167609	chr12(.):57848933-57871047	1.0929
NM_001160045	chr12(.):57848917-57871047	1.0935
NM_001080156	chr12(.):57861037-57876728	0.1028
NM_032496	chr12(.):57861037-57878633	0.1018
NM_005538	chr12(.):57823542-57849609	0.8554
NM_004990	chr12(.):57876850-57915433	0.5878
NM_004984	chr12(.):57938846-57983554	0.1983
NM_005730	chr12(.):58208709-58245747	0.5139
NR_029847	chr12(.):58213391-58223475	0.109
NM_031435	chr12(.):72052676-72079428	0.2996
NM_144982	chr12(.):71998378-72062749	0.1552
NM_001946	chr12(.):89736836-89751296	1.3473
NM_007076	chr12(.):108904050-108918380	0.3188
NM_213595	chr12(.):108951293-108968160	1.7241
NM_181724	chr12(.):108978621-108996894	0.1144
NM_003006	chr12(.):109010679-109032670	2.3716
NM_032369	chr12(.):111081490-111131946	0.4184
NM_001040107	chr12(.):111081490-111132617	0.4151
NM_005475	chr12(.):111838751-111894427	1.0501
NM_002534	chr12(.):113339738-113360831	0.739
NM_016816	chr12(.):113339738-113362712	0.7456
NM_006861	chr12(.):120527898-120559643	0.8207
NM_001002	chr12(.):120629502-120644014	1.2016
NM_025157	chr12(.):120643249-120692957	0.1373
NM_019034	chr12(.):122210659-122236594	0.4552
NR_002809	chr12(.):122228172-122246390	2.0079
NM_015048	chr12(.):122237637-122275562	0.9032
NM_016638	chr12(.):123459879-123472460	0.6813
NM_024623	chr12(.):123454353-123469588	0.8837
NM_019624	chr12(.):123408538-123456056	0.5106
NM_024667	chr12(.):123344874-123385712	1.228
NM_203444	chr12(.):123408538-123464752	0.5736
NM_021009	chr12(.):125391191-125404587	1.7932
