GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
1_MACS_peak_14932_lociStitched	chr22(.):30751889-30753566	2.5949
1_MACS_peak_14933_lociStitched	chr22(.):30782522-30783484	0.611
2_MACS_peak_14934_lociStitched	chr22(.):30818537-30822530	1.4242
1_MACS_peak_14936_lociStitched	chr22(.):30831130-30832557	0.6226
1_MACS_peak_14937_lociStitched	chr22(.):30986920-30988721	3.3016
2_MACS_peak_14938_lociStitched	chr22(.):31001258-31006559	1.1722
1_MACS_peak_14940_lociStitched	chr22(.):31031540-31032454	0.4618
1_MACS_peak_14941_lociStitched	chr22(.):31063001-31064724	0.6921
1_MACS_peak_14942_lociStitched	chr22(.):31089907-31090754	0.7206
1_MACS_peak_14943_lociStitched	chr22(.):31101569-31102958	0.5076
1_MACS_peak_14944_lociStitched	chr22(.):31364155-31366433	1.7445
2_MACS_peak_14945_lociStitched	chr22(.):31476477-31481973	0.903
1_MACS_peak_14947_lociStitched	chr22(.):31502845-31503854	0.7251
1_MACS_peak_14948_lociStitched	chr22(.):31555364-31557031	0.8848
1_MACS_peak_14949_lociStitched	chr22(.):31606475-31609583	1.382
1_MACS_peak_14950_lociStitched	chr22(.):31625175-31626407	0.5788
1_MACS_peak_14951_lociStitched	chr22(.):31685445-31688845	1.2648
1_MACS_peak_14952_lociStitched	chr22(.):31741547-31744331	1.4152
1_MACS_peak_14953_lociStitched	chr22(.):31794671-31796706	1.716
2_MACS_peak_14954_lociStitched	chr22(.):31884547-31893577	1.6181
1_MACS_peak_14956_lociStitched	chr22(.):31948320-31949893	0.9191
1_MACS_peak_14957_lociStitched	chr22(.):32025651-32027683	1.4031
1_MACS_peak_14958_lociStitched	chr22(.):32056659-32059066	1.0918
2_MACS_peak_14959_lociStitched	chr22(.):32144929-32151247	1.1051
1_MACS_peak_14961_lociStitched	chr22(.):32312700-32313685	0.4735
1_MACS_peak_14962_lociStitched	chr22(.):32339212-32342390	2.493
1_MACS_peak_14963_lociStitched	chr22(.):32364935-32367409	1.6771
1_MACS_peak_14964_lociStitched	chr22(.):32436004-32437399	0.763
1_MACS_peak_14965_lociStitched	chr22(.):32446278-32447670	0.4694
1_MACS_peak_14966_lociStitched	chr22(.):32533258-32534731	0.6422
2_MACS_peak_14967_lociStitched	chr22(.):32807253-32813629	0.4079
1_MACS_peak_14969_lociStitched	chr22(.):32869851-32871966	1.6561
2_MACS_peak_14970_lociStitched	chr22(.):32931565-32937144	0.4045
1_MACS_peak_14972_lociStitched	chr22(.):33119018-33120676	0.8701
1_MACS_peak_14973_lociStitched	chr22(.):33507786-33509781	0.4979
1_MACS_peak_14974_lociStitched	chr22(.):33866953-33870213	2.1849
1_MACS_peak_14975_lociStitched	chr22(.):33962703-33966557	2.2601
1_MACS_peak_14976_lociStitched	chr22(.):34236764-34239672	1.5688
1_MACS_peak_14977_lociStitched	chr22(.):34249208-34250710	0.6075
2_MACS_peak_14978_lociStitched	chr22(.):34314736-34319162	1.0398
1_MACS_peak_14980_lociStitched	chr22(.):35499769-35501468	0.5593
1_MACS_peak_14981_lociStitched	chr22(.):35522149-35525637	0.6912
1_MACS_peak_14982_lociStitched	chr22(.):35593836-35597033	0.7795
1_MACS_peak_14983_lociStitched	chr22(.):35626344-35627777	0.8004
1_MACS_peak_14984_lociStitched	chr22(.):35652713-35654496	2.7993
2_MACS_peak_14985_lociStitched	chr22(.):35695292-35708394	0.7144
2_MACS_peak_14987_lociStitched	chr22(.):35739713-35749657	0.7312
4_MACS_peak_14989_lociStitched	chr22(.):35758514-35777956	0.3008
1_MACS_peak_14993_lociStitched	chr22(.):35794748-35797316	3.6459
1_MACS_peak_14994_lociStitched	chr22(.):35843177-35844865	0.8007
1_MACS_peak_14995_lociStitched	chr22(.):35887005-35888554	0.5518
1_MACS_peak_14996_lociStitched	chr22(.):35935717-35936721	0.5831
1_MACS_peak_14997_lociStitched	chr22(.):36007140-36008475	0.7399
1_MACS_peak_14998_lociStitched	chr22(.):36022976-36024547	1.3707
1_MACS_peak_14999_lociStitched	chr22(.):36043588-36045746	2.0483
1_MACS_peak_15000_lociStitched	chr22(.):36147800-36149384	0.6518
1_MACS_peak_15001_lociStitched	chr22(.):36231909-36232882	0.594
2_MACS_peak_15002_lociStitched	chr22(.):36255837-36266839	0.4508
1_MACS_peak_15004_lociStitched	chr22(.):36423806-36425691	0.5785
1_MACS_peak_15005_lociStitched	chr22(.):36448000-36449434	0.9565
1_MACS_peak_15006_lociStitched	chr22(.):36461269-36462781	0.9214
1_MACS_peak_15007_lociStitched	chr22(.):36519515-36520551	0.6779
2_MACS_peak_15008_lociStitched	chr22(.):36552282-36560000	0.945
1_MACS_peak_15010_lociStitched	chr22(.):36633259-36636445	1.0724
2_MACS_peak_15011_lociStitched	chr22(.):36648650-36656282	0.8896
1_MACS_peak_15013_lociStitched	chr22(.):36726006-36730108	3.5923
1_MACS_peak_15014_lociStitched	chr22(.):36749906-36753118	1.5131
2_MACS_peak_15015_lociStitched	chr22(.):36772439-36785153	1.2026
1_MACS_peak_15017_lociStitched	chr22(.):36801295-36802650	0.7909
2_MACS_peak_15018_lociStitched	chr22(.):36812581-36816389	0.6329
2_MACS_peak_15020_lociStitched	chr22(.):36847153-36852231	0.7696
1_MACS_peak_15022_lociStitched	chr22(.):36863379-36865227	0.6794
1_MACS_peak_15023_lociStitched	chr22(.):36876764-36878608	4.0782
1_MACS_peak_15024_lociStitched	chr22(.):36889192-36890999	1.0871
1_MACS_peak_15025_lociStitched	chr22(.):36902312-36903912	0.9104
1_MACS_peak_15026_lociStitched	chr22(.):36923992-36926277	1.4042
1_MACS_peak_15027_lociStitched	chr22(.):37171340-37173219	0.5866
2_MACS_peak_15028_lociStitched	chr22(.):37249053-37258103	0.6563
1_MACS_peak_15030_lociStitched	chr22(.):37269021-37271181	1.2545
1_MACS_peak_15031_lociStitched	chr22(.):37308952-37311744	1.2352
1_MACS_peak_15032_lociStitched	chr22(.):37324899-37327354	1.03
1_MACS_peak_15033_lociStitched	chr22(.):37336327-37337813	0.8032
1_MACS_peak_15034_lociStitched	chr22(.):37414674-37416649	0.9748
1_MACS_peak_15035_lociStitched	chr22(.):37558011-37559390	0.5633
1_MACS_peak_15036_lociStitched	chr22(.):37594397-37595899	1.6806
3_MACS_peak_15037_lociStitched	chr22(.):37611215-37628371	1.5111
1_MACS_peak_15040_lociStitched	chr22(.):37637432-37641969	0.9525
1_MACS_peak_15041_lociStitched	chr22(.):37662482-37664346	0.8551
2_MACS_peak_15042_lociStitched	chr22(.):37677887-37681321	0.8708
1_MACS_peak_15044_lociStitched	chr22(.):37772991-37775402	0.8775
1_MACS_peak_15045_lociStitched	chr22(.):37879476-37883225	1.9906
1_MACS_peak_15046_lociStitched	chr22(.):37937825-37938882	0.7079
1_MACS_peak_15047_lociStitched	chr22(.):37962456-37963741	0.583
1_MACS_peak_15048_lociStitched	chr22(.):38002883-38006007	1.7696
1_MACS_peak_15049_lociStitched	chr22(.):38023313-38024386	0.6064
1_MACS_peak_15050_lociStitched	chr22(.):38033921-38036506	0.7056
1_MACS_peak_15051_lociStitched	chr22(.):38053768-38055866	0.7216
2_MACS_peak_15052_lociStitched	chr22(.):38070420-38083325	0.6665
1_MACS_peak_15054_lociStitched	chr22(.):38124068-38125192	0.4709
1_MACS_peak_15055_lociStitched	chr22(.):38141217-38143368	2.1311
2_MACS_peak_15056_lociStitched	chr22(.):38239514-38246290	0.611
2_MACS_peak_15058_lociStitched	chr22(.):38291957-38303303	0.3258
1_MACS_peak_15060_lociStitched	chr22(.):38349099-38350488	0.9033
1_MACS_peak_15061_lociStitched	chr22(.):38452571-38454296	2.9802
1_MACS_peak_15062_lociStitched	chr22(.):38463753-38467246	1.7017
2_MACS_peak_15063_lociStitched	chr22(.):38572559-38578746	1.4218
2_MACS_peak_15065_lociStitched	chr22(.):38594719-38600005	0.7742
2_MACS_peak_15067_lociStitched	chr22(.):38609997-38615510	0.367
3_MACS_peak_15069_lociStitched	chr22(.):38638304-38658287	0.7184
2_MACS_peak_15072_lociStitched	chr22(.):38667266-38673181	0.8599
2_MACS_peak_15074_lociStitched	chr22(.):38701381-38714608	1.0373
1_MACS_peak_15076_lociStitched	chr22(.):38769276-38771920	1.0533
2_MACS_peak_15077_lociStitched	chr22(.):38782560-38795649	1.226
1_MACS_peak_15079_lociStitched	chr22(.):38808490-38809644	0.462
1_MACS_peak_15080_lociStitched	chr22(.):38900362-38903714	7.1658
1_MACS_peak_15081_lociStitched	chr22(.):38965352-38967689	1.7296
1_MACS_peak_15082_lociStitched	chr22(.):39051709-39053910	6.3229
1_MACS_peak_15083_lociStitched	chr22(.):39077569-39078683	1.015
2_MACS_peak_15084_lociStitched	chr22(.):39095390-39103869	3.2529
2_MACS_peak_15086_lociStitched	chr22(.):39146281-39153048	2.4037
1_MACS_peak_15088_lociStitched	chr22(.):39265293-39271095	1.9997
1_MACS_peak_15089_lociStitched	chr22(.):39296496-39298558	1.0531
1_MACS_peak_15090_lociStitched	chr22(.):39336848-39338508	0.7384
1_MACS_peak_15091_lociStitched	chr22(.):39348924-39352698	2.1162
4_MACS_peak_15092_lociStitched	chr22(.):39362178-39385759	0.9046
1_MACS_peak_15096_lociStitched	chr22(.):39398516-39400154	0.8338
3_MACS_peak_15097_lociStitched	chr22(.):39409239-39422090	0.7701
2_MACS_peak_15100_lociStitched	chr22(.):39435701-39441461	0.7605
3_MACS_peak_15102_lociStitched	chr22(.):39459073-39474362	1.2117
2_MACS_peak_15105_lociStitched	chr22(.):39487589-39494265	0.4884
3_MACS_peak_15107_lociStitched	chr22(.):39509314-39522610	0.3855
3_MACS_peak_15110_lociStitched	chr22(.):39539727-39549726	0.9682
1_MACS_peak_15113_lociStitched	chr22(.):39566553-39568063	0.9864
2_MACS_peak_15114_lociStitched	chr22(.):39617062-39621304	0.3355
6_MACS_peak_15116_lociStitched	chr22(.):39631483-39663869	0.8245
1_MACS_peak_15122_lociStitched	chr22(.):39672836-39674404	0.5292
1_MACS_peak_15123_lociStitched	chr22(.):39693051-39694048	0.4268
1_MACS_peak_15124_lociStitched	chr22(.):39711727-39716825	1.8912
3_MACS_peak_15125_lociStitched	chr22(.):39783870-39796797	0.8986
4_MACS_peak_15128_lociStitched	chr22(.):39823366-39846017	1.4998
2_MACS_peak_15132_lociStitched	chr22(.):39862490-39869808	0.9235
1_MACS_peak_15134_lociStitched	chr22(.):39897523-39899745	1.0323
4_MACS_peak_15135_lociStitched	chr22(.):39910944-39929242	1.16
1_MACS_peak_15139_lociStitched	chr22(.):40271178-40271824	1.4647
2_MACS_peak_15140_lociStitched	chr22(.):40352390-40358263	0.4646
3_MACS_peak_15142_lociStitched	chr22(.):40439503-40447852	0.6021
1_MACS_peak_15145_lociStitched	chr22(.):40524718-40525820	0.6965
1_MACS_peak_15146_lociStitched	chr22(.):40572588-40575288	0.8366
1_MACS_peak_15147_lociStitched	chr22(.):40611212-40612990	1.0079
1_MACS_peak_15148_lociStitched	chr22(.):40633848-40634846	0.4747
1_MACS_peak_15149_lociStitched	chr22(.):40741376-40743743	1.3072
1_MACS_peak_15150_lociStitched	chr22(.):40766157-40767535	1.0397
1_MACS_peak_15151_lociStitched	chr22(.):40817753-40819155	0.5098
1_MACS_peak_15152_lociStitched	chr22(.):40831355-40833412	0.6611
1_MACS_peak_15153_lociStitched	chr22(.):40866444-40867256	0.4607
1_MACS_peak_15154_lociStitched	chr22(.):40887487-40889623	0.7249
4_MACS_peak_15155_lociStitched	chr22(.):41031635-41049118	0.6837
1_MACS_peak_15159_lociStitched	chr22(.):41106984-41108451	0.4631
1_MACS_peak_15160_lociStitched	chr22(.):41212970-41216133	0.9931
1_MACS_peak_15161_lociStitched	chr22(.):41251731-41253902	2.7017
1_MACS_peak_15162_lociStitched	chr22(.):41346076-41348968	2.9605
1_MACS_peak_15163_lociStitched	chr22(.):41416687-41419326	2.7958
1_MACS_peak_15164_lociStitched	chr22(.):41464379-41466110	1.5288
1_MACS_peak_15165_lociStitched	chr22(.):41486758-41489538	3.8352
2_MACS_peak_15166_lociStitched	chr22(.):41592765-41602297	0.3139
1_MACS_peak_15168_lociStitched	chr22(.):41613224-41614657	0.8119
1_MACS_peak_15169_lociStitched	chr22(.):41633084-41634204	0.6279
1_MACS_peak_15170_lociStitched	chr22(.):41680874-41682789	1.5412
1_MACS_peak_15171_lociStitched	chr22(.):41697172-41699100	1.0176
1_MACS_peak_15172_lociStitched	chr22(.):41776302-41778861	2.0721
1_MACS_peak_15173_lociStitched	chr22(.):41808205-41811203	2.3914
1_MACS_peak_15174_lociStitched	chr22(.):41839784-41844959	2.1459
1_MACS_peak_15175_lociStitched	chr22(.):41863894-41866088	4.5288
1_MACS_peak_15176_lociStitched	chr22(.):41939603-41940918	1.1626
2_MACS_peak_15177_lociStitched	chr22(.):41953493-41957143	0.2841
2_MACS_peak_15179_lociStitched	chr22(.):41984926-41986800	0.9538
1_MACS_peak_15181_lociStitched	chr22(.):42014796-42018355	1.9184
1_MACS_peak_15182_lociStitched	chr22(.):42062060-42063920	0.888
2_MACS_peak_15183_lociStitched	chr22(.):42077802-42085811	0.839
2_MACS_peak_15185_lociStitched	chr22(.):42141640-42150682	1.4778
1_MACS_peak_15187_lociStitched	chr22(.):42176383-42178435	1.1686
1_MACS_peak_15188_lociStitched	chr22(.):42195437-42197889	1.2724
2_MACS_peak_15189_lociStitched	chr22(.):42223238-42230897	1.7688
1_MACS_peak_15191_lociStitched	chr22(.):42310665-42311448	0.528
2_MACS_peak_15192_lociStitched	chr22(.):42335521-42343759	1.1817
1_MACS_peak_15194_lociStitched	chr22(.):42393918-42395584	1.2712
2_MACS_peak_15195_lociStitched	chr22(.):42417904-42427749	0.2151
2_MACS_peak_15197_lociStitched	chr22(.):42465801-42476786	0.8451
1_MACS_peak_15199_lociStitched	chr22(.):42485705-42487877	2.2143
1_MACS_peak_15200_lociStitched	chr22(.):42665071-42666732	1.3611
1_MACS_peak_15201_lociStitched	chr22(.):42914724-42916626	1.2318
1_MACS_peak_15202_lociStitched	chr22(.):42932407-42936187	1.1276
1_MACS_peak_15203_lociStitched	chr22(.):42976714-42978494	1.484
1_MACS_peak_15204_lociStitched	chr22(.):43009616-43012390	4.2028
1_MACS_peak_15205_lociStitched	chr22(.):43044297-43046171	0.7632
1_MACS_peak_15206_lociStitched	chr22(.):43111775-43114063	1.122
1_MACS_peak_15207_lociStitched	chr22(.):43251900-43253932	2.2032
1_MACS_peak_15208_lociStitched	chr22(.):43332859-43334103	0.6338
1_MACS_peak_15209_lociStitched	chr22(.):43410214-43411943	0.5295
1_MACS_peak_15210_lociStitched	chr22(.):43438024-43439128	0.4736
2_MACS_peak_15211_lociStitched	chr22(.):43481320-43485796	0.6324
1_MACS_peak_15213_lociStitched	chr22(.):43506698-43507381	0.4566
1_MACS_peak_15214_lociStitched	chr22(.):43524612-43525461	0.4352
3_MACS_peak_15215_lociStitched	chr22(.):43538404-43549056	0.3645
2_MACS_peak_15218_lociStitched	chr22(.):43581910-43584551	1.3716
3_MACS_peak_15220_lociStitched	chr22(.):43656664-43669725	0.9002
1_MACS_peak_15223_lociStitched	chr22(.):43773725-43775221	0.5684
2_MACS_peak_15224_lociStitched	chr22(.):43945480-43949586	0.5695
1_MACS_peak_15226_lociStitched	chr22(.):44207393-44209039	1.6727
1_MACS_peak_15227_lociStitched	chr22(.):44350325-44352439	0.9965
1_MACS_peak_15228_lociStitched	chr22(.):44419064-44423798	2.8143
1_MACS_peak_15229_lociStitched	chr22(.):44443491-44444560	0.4922
1_MACS_peak_15230_lociStitched	chr22(.):44576417-44578162	0.5828
1_MACS_peak_15231_lociStitched	chr22(.):45558608-45561348	2.0044
4_MACS_peak_15232_lociStitched	chr22(.):45629938-45646507	0.7266
1_MACS_peak_15236_lociStitched	chr22(.):45656748-45660676	1.4745
2_MACS_peak_15237_lociStitched	chr22(.):45704786-45714903	0.2855
1_MACS_peak_15239_lociStitched	chr22(.):45808781-45810591	1.5487
1_MACS_peak_15240_lociStitched	chr22(.):46066932-46069147	2.4059
1_MACS_peak_15241_lociStitched	chr22(.):46408761-46410710	2.3297
2_MACS_peak_15242_lociStitched	chr22(.):46422891-46433244	0.3172
2_MACS_peak_15244_lociStitched	chr22(.):46447994-46455066	1.1354
2_MACS_peak_15246_lociStitched	chr22(.):46465903-46468519	0.5977
3_MACS_peak_15248_lociStitched	chr22(.):46542153-46547689	0.6071
1_MACS_peak_15251_lociStitched	chr22(.):46615082-46616517	0.7661
1_MACS_peak_15252_lociStitched	chr22(.):46645269-46647425	1.8948
1_MACS_peak_15253_lociStitched	chr22(.):46663240-46664157	0.5613
3_MACS_peak_15254_lociStitched	chr22(.):46683064-46693969	0.93
1_MACS_peak_15257_lociStitched	chr22(.):46730816-46733052	1.5714
2_MACS_peak_15258_lociStitched	chr22(.):46757469-46764154	1.0127
1_MACS_peak_15260_lociStitched	chr22(.):46816522-46818345	1.008
1_MACS_peak_15261_lociStitched	chr22(.):46827839-46828969	0.6476
1_MACS_peak_15262_lociStitched	chr22(.):46883671-46885039	1.0399
1_MACS_peak_15263_lociStitched	chr22(.):46959132-46960512	0.953
2_MACS_peak_15264_lociStitched	chr22(.):46972137-46974015	0.3932
2_MACS_peak_15266_lociStitched	chr22(.):46982590-46989991	0.772
1_MACS_peak_15268_lociStitched	chr22(.):47009026-47011198	1.9858
1_MACS_peak_15269_lociStitched	chr22(.):47132640-47136039	2.093
1_MACS_peak_15270_lociStitched	chr22(.):47157650-47159568	1.8266
1_MACS_peak_15271_lociStitched	chr22(.):47168442-47170368	0.6014
2_MACS_peak_15272_lociStitched	chr22(.):47183953-47188270	0.7821
1_MACS_peak_15274_lociStitched	chr22(.):47396803-47397547	0.5182
1_MACS_peak_15275_lociStitched	chr22(.):47655317-47656393	0.4845
1_MACS_peak_15276_lociStitched	chr22(.):47732377-47733860	1.2009
1_MACS_peak_15277_lociStitched	chr22(.):48090466-48092552	1.3993
1_MACS_peak_15278_lociStitched	chr22(.):48268831-48270916	0.5005
1_MACS_peak_15279_lociStitched	chr22(.):48313398-48314876	0.6023
1_MACS_peak_15280_lociStitched	chr22(.):48389535-48393966	1.0608
1_MACS_peak_15281_lociStitched	chr22(.):48416963-48418481	0.6223
1_MACS_peak_15282_lociStitched	chr22(.):48440133-48442475	1.1498
2_MACS_peak_15283_lociStitched	chr22(.):48475039-48481022	0.363
1_MACS_peak_15285_lociStitched	chr22(.):48491788-48497489	2.8415
2_MACS_peak_15286_lociStitched	chr22(.):48508055-48515252	0.3292
1_MACS_peak_15288_lociStitched	chr22(.):48747206-48748557	0.6521
1_MACS_peak_15289_lociStitched	chr22(.):48839997-48841137	0.6816
1_MACS_peak_15290_lociStitched	chr22(.):48885023-48888061	1.9054
2_MACS_peak_15291_lociStitched	chr22(.):49227257-49238717	0.4842
1_MACS_peak_15293_lociStitched	chr22(.):49775416-49777958	0.9897
1_MACS_peak_15294_lociStitched	chr22(.):50049877-50051872	0.8293
2_MACS_peak_15295_lociStitched	chr22(.):50219542-50222157	1.0959
2_MACS_peak_15297_lociStitched	chr22(.):50245957-50248748	1.6422
1_MACS_peak_15299_lociStitched	chr22(.):50311201-50313305	1.5293
2_MACS_peak_15300_lociStitched	chr22(.):50328062-50331048	0.9921
2_MACS_peak_15302_lociStitched	chr22(.):50352816-50364919	0.5028
3_MACS_peak_15304_lociStitched	chr22(.):50623437-50640728	0.9583
2_MACS_peak_15307_lociStitched	chr22(.):50682136-50690136	0.6747
1_MACS_peak_15309_lociStitched	chr22(.):50698688-50700412	0.7515
2_MACS_peak_15310_lociStitched	chr22(.):50744981-50754210	0.5791
3_MACS_peak_15312_lociStitched	chr22(.):50764834-50782477	0.4531
3_MACS_peak_15315_lociStitched	chr22(.):50906836-50921096	0.7972
2_MACS_peak_15318_lociStitched	chr22(.):50944838-50947877	2.3851
4_MACS_peak_15320_lociStitched	chr22(.):50962528-50983193	0.9528
1_MACS_peak_15324_lociStitched	chr22(.):51019977-51022385	2.2578
2_MACS_peak_15325_lociStitched	chr22(.):51058226-51067521	0.5396
1_MACS_peak_15327_lociStitched	chr22(.):51131295-51132381	0.5413
1_MACS_peak_15328_lociStitched	chr22(.):51143367-51144634	0.503
1_MACS_peak_15329_lociStitched	chr22(.):51170358-51173007	0.7537
1_MACS_peak_15330_lociStitched	chr22(.):51194921-51196192	0.7095
1_MACS_peak_15331_lociStitched	chr22(.):51221215-51223133	0.8839
1_MACS_peak_15332_lociStitched	chr3(.):599636-600632	0.451
2_MACS_peak_15333_lociStitched	chr3(.):953827-955362	0.4577
1_MACS_peak_15335_lociStitched	chr3(.):1166949-1167984	0.6093
1_MACS_peak_15336_lociStitched	chr3(.):1573867-1576261	1.0324
1_MACS_peak_15337_lociStitched	chr3(.):1984700-1986010	0.5638
2_MACS_peak_15338_lociStitched	chr3(.):2131513-2141473	0.2921
1_MACS_peak_15340_lociStitched	chr3(.):2676700-2678066	0.4841
1_MACS_peak_15341_lociStitched	chr3(.):2985860-2987313	0.6068
4_MACS_peak_15342_lociStitched	chr3(.):3123080-3144879	0.2013
1_MACS_peak_15346_lociStitched	chr3(.):3167845-3169502	1.3176
1_MACS_peak_15347_lociStitched	chr3(.):3220683-3222033	0.9492
1_MACS_peak_15348_lociStitched	chr3(.):3675989-3677225	0.5184
1_MACS_peak_15349_lociStitched	chr3(.):3839968-3842412	0.8687
1_MACS_peak_15350_lociStitched	chr3(.):4344455-4346028	1.7265
1_MACS_peak_15351_lociStitched	chr3(.):4508172-4509455	0.9761
1_MACS_peak_15352_lociStitched	chr3(.):4533743-4535832	0.6304
2_MACS_peak_15353_lociStitched	chr3(.):4871801-4876267	1.0812
1_MACS_peak_15355_lociStitched	chr3(.):4909461-4910906	0.6579
3_MACS_peak_15356_lociStitched	chr3(.):5018378-5029543	1.2448
1_MACS_peak_15359_lociStitched	chr3(.):5163465-5165712	1.5202
5_MACS_peak_15360_lociStitched	chr3(.):5222680-5256326	0.8837
1_MACS_peak_15365_lociStitched	chr3(.):6721064-6722663	0.5483
1_MACS_peak_15366_lociStitched	chr3(.):6758464-6760185	0.5807
1_MACS_peak_15367_lociStitched	chr3(.):6886630-6887355	0.4357
1_MACS_peak_15368_lociStitched	chr3(.):8276052-8276802	0.5577
1_MACS_peak_15369_lociStitched	chr3(.):8398285-8399736	0.6544
1_MACS_peak_15370_lociStitched	chr3(.):8664314-8665808	1.0739
2_MACS_peak_15371_lociStitched	chr3(.):8698014-8708816	1.2192
1_MACS_peak_15373_lociStitched	chr3(.):8724009-8725161	0.4642
1_MACS_peak_15374_lociStitched	chr3(.):8753565-8754341	0.4007
1_MACS_peak_15375_lociStitched	chr3(.):8781387-8782806	0.4292
1_MACS_peak_15376_lociStitched	chr3(.):8809570-8811182	0.6907
1_MACS_peak_15377_lociStitched	chr3(.):9004206-9005877	1.0074
1_MACS_peak_15378_lociStitched	chr3(.):9187425-9189999	0.9735
1_MACS_peak_15379_lociStitched	chr3(.):9209420-9211780	0.5789
1_MACS_peak_15380_lociStitched	chr3(.):9403981-9405713	1.7926
1_MACS_peak_15381_lociStitched	chr3(.):9437044-9441037	3.2367
2_MACS_peak_15382_lociStitched	chr3(.):9690371-9695917	0.7373
1_MACS_peak_15384_lociStitched	chr3(.):9772611-9774642	5.0015
1_MACS_peak_15385_lociStitched	chr3(.):9790662-9792853	1.1555
1_MACS_peak_15386_lociStitched	chr3(.):9810875-9812220	0.9128
1_MACS_peak_15387_lociStitched	chr3(.):9833313-9835732	4.1603
1_MACS_peak_15388_lociStitched	chr3(.):9851024-9852372	0.7884
1_MACS_peak_15389_lociStitched	chr3(.):9884706-9886432	0.935
1_MACS_peak_15390_lociStitched	chr3(.):9931808-9933290	1.8133
1_MACS_peak_15391_lociStitched	chr3(.):9973956-9976270	1.3185
1_MACS_peak_15392_lociStitched	chr3(.):10027842-10029727	2.2812
1_MACS_peak_15393_lociStitched	chr3(.):10052266-10053189	0.6008
1_MACS_peak_15394_lociStitched	chr3(.):10067167-10069415	2.2146
1_MACS_peak_15395_lociStitched	chr3(.):10156727-10158496	1.4978
1_MACS_peak_15396_lociStitched	chr3(.):10182990-10184576	2.067
1_MACS_peak_15397_lociStitched	chr3(.):10206007-10207309	1.0231
2_MACS_peak_15398_lociStitched	chr3(.):10230531-10241732	0.3636
2_MACS_peak_15400_lociStitched	chr3(.):10254349-10267075	0.9093
1_MACS_peak_15402_lociStitched	chr3(.):10289240-10291586	1.3354
1_MACS_peak_15403_lociStitched	chr3(.):10361861-10363235	1.1633
2_MACS_peak_15404_lociStitched	chr3(.):10430482-10439951	1.028
1_MACS_peak_15406_lociStitched	chr3(.):11313366-11315023	1.1968
1_MACS_peak_15407_lociStitched	chr3(.):11348273-11349389	0.6121
1_MACS_peak_15408_lociStitched	chr3(.):11683654-11685842	0.7314
2_MACS_peak_15409_lociStitched	chr3(.):11759957-11766862	0.6169
1_MACS_peak_15411_lociStitched	chr3(.):11886995-11888757	0.933
1_MACS_peak_15412_lociStitched	chr3(.):12524685-12527211	1.2702
1_MACS_peak_15413_lociStitched	chr3(.):12597656-12599738	1.2379
1_MACS_peak_15414_lociStitched	chr3(.):12663033-12664839	0.7766
3_MACS_peak_15415_lociStitched	chr3(.):12681316-12691107	0.851
1_MACS_peak_15418_lociStitched	chr3(.):12703691-12706600	3.1084
1_MACS_peak_15419_lociStitched	chr3(.):12881579-12883904	2.7425
3_MACS_peak_15420_lociStitched	chr3(.):13035679-13061711	1.8803
1_MACS_peak_15423_lociStitched	chr3(.):13112973-13115186	1.2006
1_MACS_peak_15424_lociStitched	chr3(.):13151569-13153853	1.5411
1_MACS_peak_15425_lociStitched	chr3(.):13369907-13377036	1.8431
3_MACS_peak_15426_lociStitched	chr3(.):13455177-13470739	1.4431
1_MACS_peak_15429_lociStitched	chr3(.):13492499-13494850	1.1531
1_MACS_peak_15430_lociStitched	chr3(.):13520612-13522556	0.6825
1_MACS_peak_15431_lociStitched	chr3(.):13936634-13937835	0.875
1_MACS_peak_15432_lociStitched	chr3(.):14123479-14124571	0.569
1_MACS_peak_15433_lociStitched	chr3(.):14161152-14168460	2.7762
1_MACS_peak_15434_lociStitched	chr3(.):14185560-14186755	0.5286
1_MACS_peak_15435_lociStitched	chr3(.):14219088-14221048	2.2607
1_MACS_peak_15436_lociStitched	chr3(.):14443297-14445432	0.9689
2_MACS_peak_15437_lociStitched	chr3(.):14472216-14477671	1.3896
1_MACS_peak_15439_lociStitched	chr3(.):14527262-14528849	0.5786
1_MACS_peak_15440_lociStitched	chr3(.):14692222-14694371	1.7562
2_MACS_peak_15441_lociStitched	chr3(.):14727987-14741663	0.5959
1_MACS_peak_15443_lociStitched	chr3(.):14782227-14783801	0.6958
1_MACS_peak_15444_lociStitched	chr3(.):14987920-14990927	2.427
1_MACS_peak_15445_lociStitched	chr3(.):15039959-15041170	0.6886
1_MACS_peak_15446_lociStitched	chr3(.):15105520-15107392	2.2589
1_MACS_peak_15447_lociStitched	chr3(.):15139190-15141609	1.8663
1_MACS_peak_15448_lociStitched	chr3(.):15165615-15168033	0.8292
1_MACS_peak_15449_lociStitched	chr3(.):15246889-15249056	1.663
1_MACS_peak_15450_lociStitched	chr3(.):15332718-15334499	0.6716
2_MACS_peak_15451_lociStitched	chr3(.):15368586-15374441	0.3887
2_MACS_peak_15453_lociStitched	chr3(.):15397504-15404048	0.4093
1_MACS_peak_15455_lociStitched	chr3(.):15425572-15429003	0.696
1_MACS_peak_15456_lociStitched	chr3(.):15468229-15469851	1.0625
1_MACS_peak_15457_lociStitched	chr3(.):15642160-15644033	1.0595
