REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_25799_lociStitched	chr7	90351996	90367637	2	10614	31654.2558	2526.0215	313	CDK14		CDK14	CDK14	0.13269999999999998	313	1
1_MACS_peak_27300_lociStitched	chr8	95953140	95963741	1	10602	24081.2316	918.0466	314	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7086	314	1
3_MACS_peak_9675_lociStitched	chr15	93346384	93364576	3	10601	52269.2544	2608.7328	315		ASB9P1	ASB9P1	NONE	NONE	315	1
1_MACS_peak_11615_lociStitched	chr17	43298033	43308624	1	10592	72857.6072	2285.5378	316	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.1821	316	1
2_MACS_peak_3913_lociStitched	chr10	104401184	104413223	2	10580	34401.4425	1763.7135	317	TRIM8		TRIM8	TRIM8	1.4979	317	1
2_MACS_peak_25472_lociStitched	chr7	47513302	47524534	2	10548	52960.0032	2301.4368	318	TNS3		TNS3	TNS3	0.22659999999999997	318	1
2_MACS_peak_10481_lociStitched	chr16	66549124	66560484	2	10548	111301.872	2494.656	319	TK2	CKLF,CMTM1	TK2	TK2	2.4640999999999997	319	1
1_MACS_peak_16256_lociStitched	chr2	231729235	231739751	1	10517	58002.0496	1005.3296	320	ITM2C		ITM2C	ITM2C	2.3573999999999997	320	1
1_MACS_peak_22673_lociStitched	chr5	138720076	138730576	1	10501	38430	2064.3	321	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.9490999999999996	321	1
1_MACS_peak_20985_lociStitched	chr4	105407122	105417605	1	10484	67844.9277	1752.7576	322	CXXC4		CXXC4	CXXC4	2.2346999999999997	322	1
4_MACS_peak_4217_lociStitched	chr11	789006	811047	4	10478	25622.6625	2898.3915	323	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	1.019	323	1
4_MACS_peak_21525_lociStitched	chr4	185366815	185381647	4	10477	32993.784	2850.7104	324	IRF2		IRF2	IRF2	2.7134	324	1
4_MACS_peak_19238_lociStitched	chr3	111838407	111854436	4	10477	16088.3073	2867.5881	325	GCET2	C3orf52,MIR567	GCET2	GCET2	0.5866	325	1
3_MACS_peak_25660_lociStitched	chr7	74057037	74076721	3	10472	25949.4172	2968.3472	326	GTF2I		GTF2I	GTF2I	0.12010000000000001	326	1
3_MACS_peak_13865_lociStitched	chr19	48824065	48838017	3	10448	33388.5312	2675.9936	327	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0184	327	1
2_MACS_peak_27219_lociStitched	chr8	81073610	81084498	2	10444	20813.5008	2006.6584	328	TPD52		TPD52	TPD52	0.48179999999999995	328	1
1_MACS_peak_1141_lociStitched	chr1	87792638	87803060	1	10423	29511.9774	1461.1644	329	LMO4		LMO4	LMO4	0.8975	329	1
3_MACS_peak_7057_lociStitched	chr12	120966132	120978176	3	10421	12917.19	1326.0444	330	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.19810000000000003	330	1
3_MACS_peak_19916_lociStitched	chr3	178230191	178241410	3	10416	71235.0405	2736.3141	331		KCNMB2	KCNMB2	NONE	NONE	331	1
4_MACS_peak_4773_lociStitched	chr11	62307897	62325896	4	10415	19521.7154	2881.6399	332	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.852	332	1
2_MACS_peak_20069_lociStitched	chr3	186779536	186792502	2	10409	82706.2242	3815.8938	333	ST6GAL1		ST6GAL1	ST6GAL1	1.0972	333	1
1_MACS_peak_9124_lociStitched	chr15	56656088	56666490	1	10403	81141.8412	1950.375	334	TEX9		TEX9	TEX9	0.8427	334	1
3_MACS_peak_6195_lociStitched	chr12	46776295	46787291	3	10395	36673.8592	2065.0488	335		SLC38A2	SLC38A2	SLC38A2	0.6055999999999999	335	1
3_MACS_peak_23567_lociStitched	chr6	27791112	27808230	3	10385	51706.6308	2571.1236	336	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.665	336	1
4_MACS_peak_27744_lociStitched	chr8	145732524	145754801	4	10377	28305.1562	2813.5851	337	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.6028	337	1
3_MACS_peak_23431_lociStitched	chr6	20201544	20214282	3	10353	24912.9804	2192.2098	338	MBOAT1		MBOAT1	MBOAT1	0.1523	338	1
4_MACS_peak_5905_lociStitched	chr12	13242161	13255968	4	10303	33927.9411	2551.5336	339	GSG1	KIAA1467	GSG1	GSG1	0.8280000000000001	339	1
3_MACS_peak_5626_lociStitched	chr11	129233582	129249642	3	10301	32211.542	2720.564	340	BARX2		BARX2	BARX2	0.5659000000000001	340	1
4_MACS_peak_12959_lociStitched	chr19	1847231	1865659	4	10298	38630.6164	2883.982	341	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6815	341	1
4_MACS_peak_9484_lociStitched	chr15	81608941	81624449	4	10294	19253.182	2749.5684	342	STARD5	IL16,TMC3	STARD5	STARD5	0.738	342	1
3_MACS_peak_1719_lociStitched	chr1	154942227	154957814	3	10290	38708.7558	4127.4376	343	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.8572999999999995	343	1
5_MACS_peak_405_lociStitched	chr1	27147031	27167230	5	10276	19152.6918	2947.0341	344	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.7078	344	1
2_MACS_peak_17385_lociStitched	chr21	34600577	34613163	2	10243	65736.678	3087.3458	345	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.7206000000000001	345	1
3_MACS_peak_982_lociStitched	chr1	66736702	66750332	3	10239	39092.203	2596.515	346	PDE4B	PDE4B	PDE4B	PDE4B	0.0664	346	1
4_MACS_peak_24398_lociStitched	chr6	109186414	109206693	4	10224	31631.1842	3348.0629	347	ARMC2		ARMC2	ARMC2	0.4749	347	1
1_MACS_peak_2319_lociStitched	chr1	203288206	203298404	1	10199	175053.769	3872.1806	348		BTG2,LOC730227,FMOD	BTG2	LOC730227	7.1023	348	1
3_MACS_peak_28004_lociStitched	chr9	33445373	33459920	3	10181	28296.8244	2557.3626	349	AQP3	AQP7,NOL6	AQP3	AQP3	0.6654	349	1
3_MACS_peak_11005_lociStitched	chr17	7475176	7488496	3	10154	24384.924	2450.88	350	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	0.9548000000000001	350	1
1_MACS_peak_6567_lociStitched	chr12	72078937	72089065	1	10129	30896.4768	1909.128	351	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.0045	351	1
3_MACS_peak_16956_lociStitched	chr20	43678142	43693082	3	10125	25741.62	2330.64	352	STK4	KCNS1	KCNS1	KCNS1	0.00020000000000000573	352	1
2_MACS_peak_29783_lociStitched	chrX	119434989	119445669	2	10114	33353.64	843.72	353	FAM70A		FAM70A	FAM70A	0.5326	353	1
3_MACS_peak_14322_lociStitched	chr2	27374638	27389621	3	10090	41477.4389	2538.1202	354	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	1.0681	354	1
2_MACS_peak_26092_lociStitched	chr7	114561651	114574037	2	10089	71666.6346	3541.1574	355	MDFIC		MDFIC	MDFIC	2.2499000000000002	355	1
4_MACS_peak_4950_lociStitched	chr11	67030029	67046958	4	10062	32911.6689	2358.2097	356	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.7385000000000002	356	1
5_MACS_peak_5516_lociStitched	chr11	120195600	120216620	5	10062	18136.056	3117.266	357	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.043800000000000006	357	1
3_MACS_peak_1355_lociStitched	chr1	112134605	112148179	3	10059	30984.0124	1444.2736	358	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.2159	358	1
4_MACS_peak_28643_lociStitched	chr9	117369433	117382254	4	10015	26095.8634	2128.286	359	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.7274	359	1
3_MACS_peak_8819_lociStitched	chr15	34619242	34635806	3	10006	39977.214	2708.214	360	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.7433	360	1
2_MACS_peak_20693_lociStitched	chr4	71541667	71555344	2	10005	77057.5857	2346.9732	361	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	2.3574	361	1
3_MACS_peak_22495_lociStitched	chr5	121647118	121660632	3	9987	16051.9292	1804.119	362	SNCAIP		SNCAIP	SNCAIP	0.049899999999999986	362	1
2_MACS_peak_11726_lociStitched	chr17	47816016	47827690	2	9982	42207.347	2293.941	363	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.775	363	1
3_MACS_peak_14704_lociStitched	chr2	64430316	64443680	3	9977	46578.8856	2473.6764	364	LOC150992		LOC150992	LOC150992	0.33049999999999996	364	1
2_MACS_peak_28035_lociStitched	chr9	35066332	35080864	2	9977	24823.5624	2489.3316	365	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.7244999999999999	365	1
3_MACS_peak_19814_lociStitched	chr3	169656758	169668399	3	9952	67620.2408	3446.9001	366	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	2.3043	366	1
1_MACS_peak_11913_lociStitched	chr17	62132480	62142415	1	9936	11093.421	1569.73	367	ERN1	ICAM2	ICAM2	NONE	NONE	367	1
3_MACS_peak_9188_lociStitched	chr15	63765098	63780253	3	9925	21218.5155	2699.1055	368		USP3	USP3	USP3	0.11189999999999999	368	1
1_MACS_peak_18063_lociStitched	chr22	39539737	39549646	1	9910	23482.3482	1616.1579	369	CBX7	APOBEC3H	CBX7	CBX7	0.6718000000000001	369	1
3_MACS_peak_2590_lociStitched	chr1	223899453	223915719	3	9910	22684.5636	3752.5662	370	CAPN2	CAPN8	CAPN2	CAPN2	0.1862	370	1
3_MACS_peak_7464_lociStitched	chr13	46269211	46280975	3	9900	39303.524	1190.5168	371	SPERT		SPERT	SPERT	1.6298000000000001	371	1
3_MACS_peak_27379_lociStitched	chr8	103659150	103669918	3	9888	12805.3056	1118.7952	372	KLF10		KLF10	KLF10	0.7749	372	1
2_MACS_peak_2149_lociStitched	chr1	184711326	184725732	2	9887	29811.7764	3371.004	373	EDEM3		EDEM3	EDEM3	0.3074	373	1
4_MACS_peak_12168_lociStitched	chr17	76137510	76152261	4	9861	25812.7749	1839.4497	374	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.5926999999999998	374	1
2_MACS_peak_23984_lociStitched	chr6	52430683	52443007	2	9855	30437.8152	2328.0036	375	TRAM2		TRAM2	TRAM2	1.8635000000000002	375	1
3_MACS_peak_2616_lociStitched	chr1	226034433	226045424	3	9852	20905.9811	2637.84	376	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	2.0330999999999997	376	1
3_MACS_peak_6873_lociStitched	chr12	106528995	106543947	3	9838	26639.9784	2151.5928	377	NUAK1		NUAK1	NUAK1	0.23650000000000002	377	1
1_MACS_peak_2689_lociStitched	chr1	228743996	228753828	1	9833	4717.3936	4426.3664	378		DUSP5P	DUSP5P	NONE	NONE	378	1
2_MACS_peak_6186_lociStitched	chr12	46119431	46132163	2	9832	34828.386	2034.5736	379	ARID2,LOC400027		ARID2	ARID2	0.14539999999999997	379	1
2_MACS_peak_17156_lociStitched	chr20	56047649	56058388	2	9811	63914.2324	1666.6928	380		CTCFL	CTCFL	NONE	NONE	380	1
1_MACS_peak_23073_lociStitched	chr5	175076703	175086502	1	9800	22715.0619	1622.7144	381	HRH2	HRH2	HRH2	HRH2	0.3615	381	1
3_MACS_peak_7094_lociStitched	chr12	122227374	122243860	3	9789	40567.1002	1149.0742	382	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0427	382	1
5_MACS_peak_4853_lociStitched	chr11	64845397	64865114	5	9785	20012.755	2870.7952	383	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.2212999999999998	383	1
1_MACS_peak_21264_lociStitched	chr4	144272726	144282505	1	9780	45749.0957	2243.3026	384	GAB1		GAB1	GAB1	0.44530000000000003	384	1
4_MACS_peak_9733_lociStitched	chr15	101675265	101692388	4	9780	25763.2658	2606.1206	385			CHSY1	CHSY1	0.5889	385	1
3_MACS_peak_3540_lociStitched	chr10	74006724	74024472	3	9751	37400.3604	2816.6076	386		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.29290000000000005	386	1
2_MACS_peak_22870_lociStitched	chr5	151127636	151139075	2	9740	23892.6393	1921.752	387	ATOX1	G3BP1	ATOX1	ATOX1	0.8710999999999999	387	1
2_MACS_peak_6295_lociStitched	chr12	51711841	51722013	2	9736	45063.9944	2125.948	388	BIN2	SMAGP,CELA1	BIN2	CELA1	0.9145	388	1
3_MACS_peak_18442_lociStitched	chr3	15835135	15851728	3	9730	30365.19	2601.7824	389	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1135	389	1
2_MACS_peak_15261_lociStitched	chr2	112455752	112465718	2	9725	82413.837	2209.4622	390			ANAPC1	ANAPC1	NONE	390	1
2_MACS_peak_9965_lociStitched	chr16	11668756	11681829	2	9721	19049.9756	2274.702	391	LITAF		LITAF	LITAF	0.3255	391	1
4_MACS_peak_16818_lociStitched	chr20	34677714	34690239	4	9713	15597.3825	2046.585	392		EPB41L1,LOC647979	EPB41L1	LOC647979	0.5181	392	1
2_MACS_peak_18725_lociStitched	chr3	46245679	46257265	2	9685	76459.4898	2449.2804	393	CCR1	CCR3	CCR1	CCR1	3.5186	393	1
4_MACS_peak_399_lociStitched	chr1	27059940	27072849	4	9675	17415.5319	2461.7463	394	ARID1A	PIGV	ARID1A	PIGV	1.2487	394	1
2_MACS_peak_3995_lociStitched	chr10	112172440	112185677	2	9674	30830.2967	2337.6542	395			DUSP5	DUSP5	1.6462999999999999	395	1
2_MACS_peak_16220_lociStitched	chr2	227655494	227666685	2	9668	23384.7136	1642.8388	396	IRS1	RHBDD1	IRS1	IRS1	0.31980000000000003	396	1
4_MACS_peak_6906_lociStitched	chr12	109161832	109181241	4	9666	34909.0274	3049.1539	397	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6628999999999999	397	1
1_MACS_peak_300_lociStitched	chr1	23849230	23858893	1	9664	72691.8501	1888.1502	398	E2F2	ASAP3,ID3	E2F2	E2F2	2.0593	398	1
2_MACS_peak_21513_lociStitched	chr4	185201000	185211115	2	9648	138674.627	2551.003	399			ENPP6	ENPP6	NONE	399	1
3_MACS_peak_24892_lociStitched	chr6	160389216	160405012	3	9647	16102.4424	1251.0432	400	IGF2R		IGF2R	IGF2R	0.1132	400	1
2_MACS_peak_17747_lociStitched	chr22	23477857	23488726	2	9644	57379.6248	2075.979	401	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5801000000000001	401	1
4_MACS_peak_6443_lociStitched	chr12	58134725	58151064	4	9643	14489.4252	2526.0094	402	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.6974	402	1
2_MACS_peak_4736_lociStitched	chr11	60602558	60613400	2	9637	18859.659	1924.455	403	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.8615	403	1
4_MACS_peak_4981_lociStitched	chr11	67644659	67661735	4	9637	41704.7148	3000.2532	404			LOC645332	LOC645332	NONE	404	1
2_MACS_peak_20576_lociStitched	chr4	48194366	48206627	2	9613	42506.4348	2269.5111	405	TEC		TXK	TXK	NONE	405	1
4_MACS_peak_4131_lociStitched	chr10	126407356	126424231	4	9610	23203.125	2634.1875	406	FAM53B		FAM53B	FAM53B	0.2304	406	1
4_MACS_peak_1906_lociStitched	chr1	161768848	161779830	4	9604	14456.7048	2346.8534	407	ATF6	DUSP12	ATF6	DUSP12	0.34259999999999996	407	1
2_MACS_peak_7326_lociStitched	chr13	30943686	30957888	2	9599	21827.0538	1428.7212	408	LOC100188949		LOC100188949	LOC100188949	0.4362	408	1
3_MACS_peak_15030_lociStitched	chr2	89049793	89066630	3	9580	64182.644	3025.6089	409	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.001799999999999996	409	1
3_MACS_peak_743_lociStitched	chr1	44289804	44305634	3	9578	24834.104	2591.371	410	ST3GAL3		ARTN	ARTN	NONE	410	1
2_MACS_peak_20789_lociStitched	chr4	78735993	78749433	2	9574	32971.008	2097.984	411	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.22119999999999998	411	1
4_MACS_peak_14230_lociStitched	chr2	20615819	20631055	4	9560	29119.0432	2465.1848	412		RHOB	RHOB	RHOB	0.3761	412	1
1_MACS_peak_16550_lociStitched	chr20	9489867	9499418	1	9552	51563.9388	1721.0902	413	C20orf103		C20orf103	C20orf103	1.9144	413	1
2_MACS_peak_2675_lociStitched	chr1	228268857	228279367	2	9543	19734.627	2523.451	414	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	0.8657000000000001	414	1
2_MACS_peak_9350_lociStitched	chr15	74831580	74845872	2	9517	22572.7848	2252.4192	415	ARID3B		ARID3B	ARID3B	0.32210000000000005	415	1
2_MACS_peak_12166_lociStitched	chr17	76116353	76129346	2	9513	41281.3596	2042.4996	416	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.5926999999999998	416	1
1_MACS_peak_12793_lociStitched	chr18	60821885	60831365	1	9481	120331.536	2170.92	417	BCL2		BCL2	BCL2	0.8160999999999999	417	1
2_MACS_peak_17223_lociStitched	chr20	62358218	62371029	2	9478	30454.3092	2039.5112	418	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	1.2256	418	1
2_MACS_peak_23634_lociStitched	chr6	30648711	30659511	2	9477	36913.32	1777.68	419	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.7416999999999998	419	1
3_MACS_peak_28651_lociStitched	chr9	117660172	117673320	3	9448	13573.9952	2335.0848	420	TNFSF8		TNFSF8	TNFSF8	0.2832	420	1
2_MACS_peak_14555_lociStitched	chr2	47204601	47215089	2	9442	55944.0408	2092.356	421	TTC7A	MCFD2	MCFD2	MCFD2	0.5296	421	1
3_MACS_peak_13294_lociStitched	chr19	13943815	13959163	3	9441	37275.6876	2211.6468	422	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.1394	422	1
1_MACS_peak_16128_lociStitched	chr2	217079657	217089096	1	9440	44080.13	1931.2194	423			XRCC5	XRCC5	NONE	423	1
2_MACS_peak_25268_lociStitched	chr7	29712943	29726379	2	9432	21685.704	2001.964	424	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.6608	424	1
2_MACS_peak_15552_lociStitched	chr2	153914532	153929038	2	9427	33671.3272	2496.4826	425			ARL6IP6	ARL6IP6	NONE	425	1
3_MACS_peak_2101_lociStitched	chr1	181095788	181105414	3	9417	33900.8468	2622.1224	426		IER5	IER5	IER5	1.0752000000000002	426	1
1_MACS_peak_1505_lociStitched	chr1	145448687	145458068	1	9382	68355.5946	3085.4109	427	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	3.0298	427	1
2_MACS_peak_4573_lociStitched	chr11	35183559	35196757	2	9374	23967.568	2664.6762	428	CD44		CD44	CD44	0.5504	428	1
2_MACS_peak_22569_lociStitched	chr5	130708670	130719210	2	9364	34990.692	1981.52	429	CDC42SE2		CDC42SE2	CDC42SE2	0.2773	429	1
3_MACS_peak_26940_lociStitched	chr8	38811624	38824347	3	9362	30944.8806	1883.004	430	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2419	430	1
2_MACS_peak_10919_lociStitched	chr17	4267894	4281136	2	9341	23226.468	2343.834	431	UBE2G1		UBE2G1	UBE2G1	0.03770000000000001	431	1
3_MACS_peak_22851_lociStitched	chr5	150459506	150475863	3	9335	29658.5124	3096.3801	432	TNIP1	ANXA6	TNIP1	ANXA6	0.6192	432	1
2_MACS_peak_10794_lociStitched	chr16	89033337	89046162	2	9325	46485.495	1137.5775	433	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3992	433	1
3_MACS_peak_11736_lociStitched	chr17	48225030	48239318	3	9309	17775.7008	2050.328	434	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.4864	434	1
3_MACS_peak_13432_lociStitched	chr19	19050258	19061294	3	9307	25333.138	1762.4492	435	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3351	435	1
3_MACS_peak_10887_lociStitched	chr17	2294411	2306213	3	9304	15754.4898	1661.7216	436	MNT	LOC284009	MNT	MNT	0.5364	436	1
2_MACS_peak_5434_lociStitched	chr11	115090307	115102449	2	9296	78869.5752	2238.9848	437	CADM1		CADM1	CADM1	0.2891	437	1
2_MACS_peak_18079_lociStitched	chr22	39860642	39870688	2	9291	29934.0662	1836.4088	438	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.6851	438	1
2_MACS_peak_23066_lociStitched	chr5	173696453	173709934	2	9269	68854.2075	2452.1939	439			HMP19	HMP19	NONE	439	1
4_MACS_peak_14976_lociStitched	chr2	86290409	86308549	4	9263	16122.832	2967.704	440	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.9265	440	1
4_MACS_peak_3584_lociStitched	chr10	75909574	75927755	4	9261	15697.4754	2458.0712	441	ADK,AP3M1	ADK	ADK	NONE	NONE	441	1
2_MACS_peak_13653_lociStitched	chr19	40645176	40654541	2	9260	25925.1295	1699.7475	442		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.16299999999999998	442	1
3_MACS_peak_5591_lociStitched	chr11	126172941	126189724	3	9260	23229.3503	2686.9583	443	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	TIRAP	0.387	443	1
3_MACS_peak_9727_lociStitched	chr15	101458008	101472343	3	9234	22619.1965	2091.4765	444	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.12919999999999998	444	1
2_MACS_peak_9112_lociStitched	chr15	55568645	55583202	2	9228	18007.009	2088.9295	445	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.1205	445	1
1_MACS_peak_24680_lociStitched	chr6	138186884	138196107	1	9224	54043.0908	2093.621	446	TNFAIP3		TNFAIP3	TNFAIP3	2.0534999999999997	446	1
1_MACS_peak_4886_lociStitched	chr11	65336185	65345396	1	9212	21565.7143	1728.9047	447	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.6965999999999999	447	1
3_MACS_peak_11624_lociStitched	chr17	43516900	43531679	3	9205	22181.8011	2004.0324	448	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	0.6476999999999999	448	1
3_MACS_peak_29766_lociStitched	chrX	118815221	118828055	3	9204	20816.748	1034.4204	449	SEPT6	MIR766	SEPT6	SEPT6	0.4123	449	1
2_MACS_peak_15335_lociStitched	chr2	120059937	120071750	2	9202	21446.5015	1910.1621	450	C2orf76		C2orf76	C2orf76	0.33030000000000004	450	1
2_MACS_peak_23565_lociStitched	chr6	27774537	27784219	2	9200	31388.0758	1826.9934	451	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	3.1151	451	1
3_MACS_peak_10985_lociStitched	chr17	7136569	7147450	3	9189	29312.3259	1892.2059	452	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.885	452	1
3_MACS_peak_1384_lociStitched	chr1	115236649	115251583	3	9187	27378.5022	1312.6986	453	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.638	453	1
2_MACS_peak_17960_lociStitched	chr22	36772610	36785224	2	9178	30591.4728	2255.3832	454	MYH9		MYH9	MYH9	0.6058	454	1
1_MACS_peak_20681_lociStitched	chr4	69434595	69443765	1	9171	66558.611	1601.999	455		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.49239999999999995	455	1
4_MACS_peak_16658_lociStitched	chr20	23329788	23348075	4	9167	23762.1278	2426.6849	456	NXT1,GZF1		GZF1	GZF1	0.32639999999999997	456	1
1_MACS_peak_21626_lociStitched	chr5	1311666	1320822	1	9157	125586.4428	1705.7628	457	CLPTM1L	TERT	TERT	NONE	NONE	457	1
4_MACS_peak_14888_lociStitched	chr2	74681718	74700904	4	9157	24901.5094	2950.8068	458	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	LOC151534	0.9424999999999999	458	1
5_MACS_peak_13181_lociStitched	chr19	10522081	10539255	5	9153	19207.4016	2169.0762	459	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	0.17310000000000003	459	1
2_MACS_peak_20523_lociStitched	chr4	40302740	40312514	2	9140	34732.8864	1960.6644	460		CHRNA9	CHRNA9	NONE	NONE	460	1
5_MACS_peak_3828_lociStitched	chr10	99159214	99187095	5	9134	15588.2671	3677.5039	461	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	ZDHHC16	0.1683	461	1
2_MACS_peak_20167_lociStitched	chr3	196357905	196371210	2	9129	39715.425	3270.369	462	LRRC33		LRRC33	LRRC33	0.5519999999999999	462	1
4_MACS_peak_27385_lociStitched	chr8	103816023	103827343	4	9124	31336.024	902.204	463		AZIN1	AZIN1	AZIN1	0.1131	463	1
1_MACS_peak_19899_lociStitched	chr3	176911739	176920855	1	9117	70906.0712	2359.2208	464	TBL1XR1		TBL1XR1	TBL1XR1	0.4349	464	1
1_MACS_peak_9625_lociStitched	chr15	90637530	90646621	1	9092	33866.7023	1741.8356	465	IDH2		IDH2	IDH2	1.1571	465	1
4_MACS_peak_27750_lociStitched	chr8	146010759	146030931	4	9085	12452.1756	2586.0504	466	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.7078	466	1
2_MACS_peak_28794_lociStitched	chr9	130731655	130744371	2	9077	26707.4148	2174.436	467	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.5862999999999999	467	1
1_MACS_peak_17750_lociStitched	chr22	23517328	23526399	1	9072	25182.9102	1821.4568	468	BCR	RAB36,RTDR1	BCR	RAB36	0.9004000000000001	468	1
