#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
2_MACS_peak_10257_lociStitched	chr16	30661222	30673209	2	7848	31203.3597	1989.842	668	1
1_MACS_peak_15735_lociStitched	chr2	175457431	175464206	1	6776	39635.7825	1134.135	670	1
1_MACS_peak_15454_lociStitched	chr2	135162772	135170657	1	7886	29860.495	1434.2815	671	1
1_MACS_peak_23572_lociStitched	chr6	27857219	27864307	1	7089	37501.8992	1663.5536	673	1
2_MACS_peak_361_lociStitched	chr1	25869655	25877966	2	7956	28808.4193	1499.3044	675	1
3_MACS_peak_28681_lociStitched	chr9	123688982	123699374	3	8116	27130.3944	1824.8352	676	1
3_MACS_peak_14428_lociStitched	chr2	37615230	37625044	3	7400	34882.8816	1915.6928	677	1
2_MACS_peak_21550_lociStitched	chr4	186225319	186233589	2	8034	27596.163	1539.047	678	1
2_MACS_peak_6027_lociStitched	chr12	27329963	27340216	2	7331	35256.9911	1900.9062	680	1
1_MACS_peak_27636_lociStitched	chr8	134508291	134515642	1	7352	34688.6339	1736.3062	683	1
2_MACS_peak_22404_lociStitched	chr5	109189925	109201812	2	7269	35576.6023	2062.3945	686	1
3_MACS_peak_2263_lociStitched	chr1	200851046	200863621	3	7247	36402.11	2706.14	688	1
2_MACS_peak_2266_lociStitched	chr1	200986850	200996585	2	8006	28082.5545	2470.743	690	1
2_MACS_peak_6842_lociStitched	chr12	104318532	104326461	2	6728	39032.8812	1453.3857	692	1
1_MACS_peak_4430_lociStitched	chr11	16979520	16986693	1	7174	35421.7086	1392.2793	693	1
2_MACS_peak_12791_lociStitched	chr18	60798240	60811496	2	7976	27754.0872	2269.4272	695	1
2_MACS_peak_3742_lociStitched	chr10	91805461	91813138	2	7519	31233.8745	1382.6277	702	1
2_MACS_peak_17813_lociStitched	chr22	27005334	27014843	2	7074	35717.7058	1759.165	703	1
1_MACS_peak_12715_lociStitched	chr18	52930556	52938262	1	7707	28774.204	1372.4386	706	1
3_MACS_peak_25986_lociStitched	chr7	104576351	104586594	3	7449	32074.9302	1910.3195	707	1
1_MACS_peak_18889_lociStitched	chr3	52737973	52745691	1	7719	28292.6444	1313.6036	711	1
1_MACS_peak_13843_lociStitched	chr19	47728720	47736418	1	7699	28099.2396	1163.9376	713	1
2_MACS_peak_27375_lociStitched	chr8	103541790	103549567	2	7468	29996.6667	726.3718	716	1
1_MACS_peak_14109_lociStitched	chr2	5834605	5842283	1	7679	27831.2144	925.9668	718	1
1_MACS_peak_16610_lociStitched	chr20	17945774	17952889	1	7116	33888.0335	1432.961	719	1
2_MACS_peak_20530_lociStitched	chr4	40622407	40634228	2	7455	30943.8317	1806.2488	720	1
1_MACS_peak_14387_lociStitched	chr2	33716929	33724117	1	7189	33041.0796	1298.1528	721	1
2_MACS_peak_20152_lociStitched	chr3	195631895	195642663	2	7118	34713.8784	2527.2496	725	1
3_MACS_peak_6329_lociStitched	chr12	53763890	53776586	3	7625	29063.6832	2299.2456	732	1
3_MACS_peak_24442_lociStitched	chr6	113946377	113956756	3	7373	30862.9944	1711.4971	737	1
3_MACS_peak_2905_lociStitched	chr10	3798738	3808443	3	7130	33144.516	1735.254	739	1
3_MACS_peak_4189_lociStitched	chr10	135201311	135215635	3	7364	30309.584	1776.176	747	1
2_MACS_peak_4799_lociStitched	chr11	62598041	62610674	2	7348	30272.4579	2013.7002	754	1
1_MACS_peak_15840_lociStitched	chr2	187810861	187817569	1	6709	35198.8884	1106.1492	755	1
1_MACS_peak_20867_lociStitched	chr4	87854930	87862372	1	7443	28571.3264	1475.0044	756	1
1_MACS_peak_9269_lociStitched	chr15	68478638	68485688	1	7051	31883.625	1102.62	758	1
1_MACS_peak_24719_lociStitched	chr6	139690495	139698000	1	7506	27350.4715	1412.441	760	1
2_MACS_peak_2705_lociStitched	chr1	230238383	230247325	2	7650	26174.1282	2225.6638	764	1
2_MACS_peak_19535_lociStitched	chr3	135910046	135917430	2	7234	28734.836	1402.2216	782	1
1_MACS_peak_26159_lociStitched	chr7	121944277	121951641	1	7365	27297.6116	1561.9044	785	1
2_MACS_peak_6818_lociStitched	chr12	102129347	102140223	2	7376	27265.0444	1793.4524	789	1
2_MACS_peak_23917_lociStitched	chr6	44223123	44233781	2	7392	26949.8188	1679.7008	790	1
2_MACS_peak_26312_lociStitched	chr7	136036481	136046917	2	7158	30388.5884	2609	792	1
1_MACS_peak_25243_lociStitched	chr7	26190995	26198074	1	7080	29723.3052	1324.4809	799	1
2_MACS_peak_3801_lociStitched	chr10	97049173	97056287	2	7111	28695.0304	1202.266	808	1
1_MACS_peak_29979_lociStitched	chrX	153232592	153239592	1	7001	29062.6	466.2	809	1
2_MACS_peak_15161_lociStitched	chr2	106405996	106416370	2	7096	29399.916	1846.572	810	1
2_MACS_peak_28816_lociStitched	chr9	131445488	131453355	2	7409	25162.5995	1488.4364	813	1
1_MACS_peak_275_lociStitched	chr1	21615704	21622617	1	6914	30291.3834	1313.47	819	1
2_MACS_peak_28229_lociStitched	chr9	73026770	73036663	2	6879	30823.6201	1558.1475	820	1
3_MACS_peak_25911_lociStitched	chr7	100020428	100034977	3	7050	29118.3686	2279.8283	827	1
3_MACS_peak_55_lociStitched	chr1	2476990	2489244	3	6904	30022.3	1680.0234	828	1
2_MACS_peak_26544_lociStitched	chr8	1991106	2000460	2	6922	29161.095	1462.9656	837	1
2_MACS_peak_9651_lociStitched	chr15	91472137	91479778	2	6989	28228.1463	1605.3741	846	1
1_MACS_peak_15895_lociStitched	chr2	192539160	192545917	1	6758	30153.1125	1350.0486	849	1
2_MACS_peak_24980_lociStitched	chr7	2438776	2447642	2	7084	26102.3906	1446.9312	863	1
1_MACS_peak_16278_lociStitched	chr2	232570682	232577721	1	7040	25584.6533	656.7387	866	1
3_MACS_peak_10380_lociStitched	chr16	53124051	53134670	3	6847	28676.6095	1691.6067	868	1
2_MACS_peak_6707_lociStitched	chr12	92930889	92938898	2	6765	29171.1807	1401.575	869	1
1_MACS_peak_14552_lociStitched	chr2	47166759	47173778	1	7020	26288.2607	1270.439	872	1
3_MACS_peak_4869_lociStitched	chr11	65148383	65157287	3	6820	28669.9896	1738.9512	879	1
2_MACS_peak_6145_lociStitched	chr12	41154450	41166209	2	7026	26289.5963	1844.9871	883	1
2_MACS_peak_11312_lociStitched	chr17	31154245	31164399	2	7038	25584.0184	1764.7652	889	1
2_MACS_peak_6129_lociStitched	chr12	38931997	38939657	2	6989	25233.572	1476.848	896	1
1_MACS_peak_14152_lociStitched	chr2	10259655	10266372	1	6718	27759.3459	1274.8866	903	1
1_MACS_peak_25077_lociStitched	chr7	8006652	8013525	1	6874	25885.0926	1272.8796	909	1
3_MACS_peak_3303_lociStitched	chr10	45949812	45961086	3	6820	26495.0274	1742.9604	924	1
2_MACS_peak_17952_lociStitched	chr22	36552499	36560186	2	6849	26018.1889	1606.583	925	1
2_MACS_peak_23636_lociStitched	chr6	30684008	30690943	2	6785	26395.3035	1517.378	931	1
2_MACS_peak_6386_lociStitched	chr12	56544547	56554671	2	6733	27117.134	1706.9064	933	1
2_MACS_peak_21031_lociStitched	chr4	108950746	108958783	2	6831	24912.2889	1266.6312	944	1
2_MACS_peak_4322_lociStitched	chr11	8703018	8711470	2	6746	25428.6872	1556.8584	957	1
