REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_18054_lociStitched	chr22	39458982	39474377	3	11349	37308.243	2452.4235	337	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	2.128	337	1
2_MACS_peak_7160_lociStitched	chr12	125397458	125413069	2	11009	40562.0613	1562.6611	338	UBC	SCARB1	UBC	UBC	2.4292000000000002	338	1
1_MACS_peak_11455_lociStitched	chr17	37909237	37916370	1	7134	67465.3406	1575.6797	339		GRB7,C17orf37	GRB7	C17orf37	0.3774	339	1
1_MACS_peak_2228_lociStitched	chr1	197739993	197748645	1	8653	60091.6008	2471.8764	340	DENND1B		DENND1B	DENND1B	0.1771	340	1
3_MACS_peak_24096_lociStitched	chr6	74220362	74234460	3	11246	37352.651	2885.8606	342	EEF1A1	MTO1	EEF1A1	EEF1A1	2.2601999999999998	342	1
2_MACS_peak_1798_lociStitched	chr1	156709563	156722906	2	11167	37839.4137	2914.1112	343	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	HDGF	HDGF	1.7589	343	1
4_MACS_peak_17115_lociStitched	chr20	52545962	52566634	4	11162	38187.3856	3464.6272	344	BCAS1		SUMO1P1	SUMO1P1	1.4533	344	1
2_MACS_peak_27653_lociStitched	chr8	137189319	137201492	2	10680	42797.8334	2490.5958	346			KHDRBS3	KHDRBS3	NONE	346	1
3_MACS_peak_19174_lociStitched	chr3	101495513	101513342	3	11475	33076.3608	3145.0356	347	FAM55C	NFKBIZ	FAM55C	FAM55C	0.6036	347	1
1_MACS_peak_16550_lociStitched	chr20	9489867	9499418	1	9552	51563.9388	1721.0902	348	C20orf103		C20orf103	C20orf103	1.9144	348	1
1_MACS_peak_29364_lociStitched	chrX	48768074	48779446	1	11373	31166.1032	1115.5932	349	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.905	349	1
1_MACS_peak_24680_lociStitched	chr6	138186884	138196107	1	9224	54043.0908	2093.621	350	TNFAIP3		TNFAIP3	TNFAIP3	2.0534999999999997	350	1
3_MACS_peak_23275_lociStitched	chr6	7135209	7147980	3	11089	35253.0684	2326.8762	351	RREB1		RREB1	RREB1	0.2703	351	1
3_MACS_peak_18479_lociStitched	chr3	20080074	20098151	3	11574	28039.2347	2859.7814	352	KAT2B	C3orf48	KAT2B	KAT2B	0.16799999999999998	352	1
4_MACS_peak_12972_lociStitched	chr19	2040927	2062801	4	11072	36523.0178	4191.0584	353	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.3989	353	1
4_MACS_peak_12936_lociStitched	chr19	1258401	1277520	4	10887	37934.0079	3540.8388	354	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4782	354	1
3_MACS_peak_14704_lociStitched	chr2	64430316	64443680	3	9977	46578.8856	2473.6764	355	LOC150992		LOC150992	LOC150992	0.33049999999999996	355	1
3_MACS_peak_24745_lociStitched	chr6	143162764	143180102	3	10881	35756.1574	1612.434	356	HIVEP2		HIVEP2	HIVEP2	0.2404	356	1
1_MACS_peak_22402_lociStitched	chr5	109023753	109034480	1	10728	38248.1912	2234.4341	357	MAN2A1		MAN2A1	MAN2A1	0.4347	357	1
4_MACS_peak_24632_lociStitched	chr6	135322733	135344061	4	11017	35756.392	3516.9872	358	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.3387	358	1
3_MACS_peak_10711_lociStitched	chr16	81841537	81857636	3	10948	33944.7415	1682.3455	360	PLCG2		PLCG2	PLCG2	0.19269999999999998	360	1
3_MACS_peak_28357_lociStitched	chr9	93670963	93688434	3	8570	56483.743	2557.7544	361			SYK	SYK	NONE	361	1
3_MACS_peak_23492_lociStitched	chr6	26020348	26034852	3	10643	38071.5496	2387.3584	362	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	2.3028	362	1
4_MACS_peak_14014_lociStitched	chr19	56145537	56167684	4	11096	31975.8386	2839.2454	363	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.2222000000000002	363	1
2_MACS_peak_2963_lociStitched	chr10	6961663	6972968	2	7100	63686.7175	2025.856	364			LOC439949	LOC439949	NONE	364	1
3_MACS_peak_599_lociStitched	chr1	37930819	37946559	3	10662	37420.276	2439.7	365	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.6492	365	1
2_MACS_peak_13550_lociStitched	chr19	35695312	35705998	2	7850	59517.8142	1964.0868	366		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8193999999999999	366	1
4_MACS_peak_9097_lociStitched	chr15	52959465	52977157	4	10998	32609.8944	2777.644	367	KIAA1370		KIAA1370	KIAA1370	0.24290000000000003	367	1
1_MACS_peak_22673_lociStitched	chr5	138720076	138730576	1	10501	38430	2064.3	368	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.9490999999999996	368	1
1_MACS_peak_11426_lociStitched	chr17	36856180	36863879	1	7700	59736.541	1546.7291	369	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.7537	369	1
1_MACS_peak_21264_lociStitched	chr4	144272726	144282505	1	9780	45749.0957	2243.3026	371	GAB1		GAB1	GAB1	0.44530000000000003	371	1
3_MACS_peak_2632_lociStitched	chr1	226308582	226317047	3	8044	58353.4775	2569.974	372			ACBD3	ACBD3	NONE	372	1
1_MACS_peak_9134_lociStitched	chr15	58582586	58591652	1	9067	50429.625	1735.2324	374			LIPC	LIPC	NONE	374	1
2_MACS_peak_6295_lociStitched	chr12	51711841	51722013	2	9736	45063.9944	2125.948	375	BIN2	SMAGP,CELA1	BIN2	CELA1	0.9145	375	1
3_MACS_peak_12172_lociStitched	chr17	76163829	76183972	3	11147	28051.1418	2711.2478	376	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	1.9219999999999997	376	1
1_MACS_peak_5729_lociStitched	chr12	4377736	4388573	1	10838	31725.3175	1702.4927	377	CCND2	C12orf5	CCND2	CCND2	0.7552	377	1
3_MACS_peak_14322_lociStitched	chr2	27374638	27389621	3	10090	41477.4389	2538.1202	378	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	1.0681	378	1
2_MACS_peak_11726_lociStitched	chr17	47816016	47827690	2	9982	42207.347	2293.941	379	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.775	379	1
2_MACS_peak_3913_lociStitched	chr10	104401184	104413223	2	10580	34401.4425	1763.7135	380	TRIM8		TRIM8	TRIM8	1.4979	380	1
4_MACS_peak_13916_lociStitched	chr19	50165971	50184389	4	10946	29848.2108	2860.3154	382	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	0.7298	382	1
3_MACS_peak_982_lociStitched	chr1	66736702	66750332	3	10239	39092.203	2596.515	383	PDE4B	PDE4B	PDE4B	PDE4B	0.0664	383	1
3_MACS_peak_6195_lociStitched	chr12	46776295	46787291	3	10395	36673.8592	2065.0488	385		SLC38A2	SLC38A2	SLC38A2	0.6055999999999999	385	1
2_MACS_peak_10794_lociStitched	chr16	89033337	89046162	2	9325	46485.495	1137.5775	386	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3992	386	1
4_MACS_peak_12959_lociStitched	chr19	1847231	1865659	4	10298	38630.6164	2883.982	387	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6815	387	1
3_MACS_peak_24482_lociStitched	chr6	117858878	117877313	3	10846	30633.4395	2730.2235	388	DCBLD1	GOPC	GOPC	GOPC	0.1528	388	1
2_MACS_peak_27637_lociStitched	chr8	134576715	134585889	2	9013	49133.1918	1883.4222	389	ST3GAL1		ST3GAL1	ST3GAL1	0.6313000000000001	389	1
2_MACS_peak_20839_lociStitched	chr4	84132486	84144278	2	9045	49206.8368	2227.5088	390			COQ2	COQ2	NONE	390	1
3_MACS_peak_1719_lociStitched	chr1	154942227	154957814	3	10290	38708.7558	4127.4376	391	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.8572999999999995	391	1
2_MACS_peak_10978_lociStitched	chr17	6915025	6926051	2	7134	60055.3142	1617.5142	392	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	4.6928	392	1
3_MACS_peak_8819_lociStitched	chr15	34619242	34635806	3	10006	39977.214	2708.214	394	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.7433	394	1
3_MACS_peak_7094_lociStitched	chr12	122227374	122243860	3	9789	40567.1002	1149.0742	395	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0427	395	1
3_MACS_peak_7464_lociStitched	chr13	46269211	46280975	3	9900	39303.524	1190.5168	397	SPERT		SPERT	SPERT	1.6298000000000001	397	1
2_MACS_peak_25799_lociStitched	chr7	90351996	90367637	2	10614	31654.2558	2526.0215	398	CDK14		CDK14	CDK14	0.13269999999999998	398	1
1_MACS_peak_16128_lociStitched	chr2	217079657	217089096	1	9440	44080.13	1931.2194	399			XRCC5	XRCC5	NONE	399	1
3_MACS_peak_13865_lociStitched	chr19	48824065	48838017	3	10448	33388.5312	2675.9936	400	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0184	400	1
2_MACS_peak_20576_lociStitched	chr4	48194366	48206627	2	9613	42506.4348	2269.5111	401	TEC		TXK	TXK	NONE	401	1
4_MACS_peak_21525_lociStitched	chr4	185366815	185381647	4	10477	32993.784	2850.7104	402	IRF2		IRF2	IRF2	2.7134	402	1
3_MACS_peak_5499_lociStitched	chr11	118963218	118979795	3	10710	29144.0237	3202.6764	403	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.4583	403	1
5_MACS_peak_12127_lociStitched	chr17	74773595	74788878	5	10766	26503.7786	1809.5072	405	MFSD11	MIR636,SRSF2	MFSD11	MIR636	1.8904	405	1
4_MACS_peak_4271_lociStitched	chr11	3874469	3893383	4	10804	26852.2058	3258.8822	406	STIM1	PGAP2,RHOG	STIM1	RHOG	0.3035	406	1
4_MACS_peak_5905_lociStitched	chr12	13242161	13255968	4	10303	33927.9411	2551.5336	407	GSG1	KIAA1467	GSG1	GSG1	0.8280000000000001	407	1
4_MACS_peak_4981_lociStitched	chr11	67644659	67661735	4	9637	41704.7148	3000.2532	408			LOC645332	LOC645332	NONE	408	1
2_MACS_peak_12166_lociStitched	chr17	76116353	76129346	2	9513	41281.3596	2042.4996	409	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.5926999999999998	409	1
2_MACS_peak_29783_lociStitched	chrX	119434989	119445669	2	10114	33353.64	843.72	410	FAM70A		FAM70A	FAM70A	0.5326	410	1
1_MACS_peak_1141_lociStitched	chr1	87792638	87803060	1	10423	29511.9774	1461.1644	411	LMO4		LMO4	LMO4	0.8975	411	1
2_MACS_peak_10967_lociStitched	chr17	6063433	6071309	2	7686	54459.3896	1539.758	412			WSCD1	WSCD1	NONE	412	1
2_MACS_peak_14562_lociStitched	chr2	47526679	47539614	2	8080	52441.077	2065.7195	413			EPCAM	EPCAM	NONE	413	1
3_MACS_peak_5626_lociStitched	chr11	129233582	129249642	3	10301	32211.542	2720.564	415	BARX2		BARX2	BARX2	0.5659000000000001	415	1
1_MACS_peak_1853_lociStitched	chr1	160676429	160685117	1	8689	47479.92	2751.4896	419	CD48	SLAMF7	CD48	CD48	2.1679999999999997	419	1
3_MACS_peak_3540_lociStitched	chr10	74006724	74024472	3	9751	37400.3604	2816.6076	422		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.29290000000000005	422	1
4_MACS_peak_24398_lociStitched	chr6	109186414	109206693	4	10224	31631.1842	3348.0629	424	ARMC2		ARMC2	ARMC2	0.4749	424	1
4_MACS_peak_4950_lociStitched	chr11	67030029	67046958	4	10062	32911.6689	2358.2097	425	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.7385000000000002	425	1
4_MACS_peak_27744_lociStitched	chr8	145732524	145754801	4	10377	28305.1562	2813.5851	426	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.6028	426	1
1_MACS_peak_6567_lociStitched	chr12	72078937	72089065	1	10129	30896.4768	1909.128	427	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.0045	427	1
3_MACS_peak_6701_lociStitched	chr12	92854455	92866289	3	8504	47711.1378	2209.4078	428		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.0733	428	1
2_MACS_peak_6186_lociStitched	chr12	46119431	46132163	2	9832	34828.386	2034.5736	429	ARID2,LOC400027		ARID2	ARID2	0.14539999999999997	429	1
3_MACS_peak_1355_lociStitched	chr1	112134605	112148179	3	10059	30984.0124	1444.2736	431	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.2159	431	1
2_MACS_peak_23634_lociStitched	chr6	30648711	30659511	2	9477	36913.32	1777.68	436	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.7416999999999998	436	1
3_MACS_peak_28004_lociStitched	chr9	33445373	33459920	3	10181	28296.8244	2557.3626	438	AQP3	AQP7,NOL6	AQP3	AQP3	0.6654	438	1
3_MACS_peak_13294_lociStitched	chr19	13943815	13959163	3	9441	37275.6876	2211.6468	441	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.1394	441	1
3_MACS_peak_23871_lociStitched	chr6	42737925	42752189	3	8939	42137.2824	2128.1888	442		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.8171	442	1
3_MACS_peak_17393_lociStitched	chr21	34695937	34712529	3	8843	44811.6736	4045.1296	443	IFNAR1		IFNAR1	IFNAR1	0.9472999999999999	443	1
3_MACS_peak_22237_lociStitched	chr5	86408411	86420325	3	8849	42786.7482	2308.9332	444	MIR4280		MIR4280	MIR4280	0.46720000000000006	444	1
4_MACS_peak_6906_lociStitched	chr12	109161832	109181241	4	9666	34909.0274	3049.1539	445	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6628999999999999	445	1
4_MACS_peak_2313_lociStitched	chr1	203236315	203248405	4	8877	43070.625	3356.184	447		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	7.1023	447	1
2_MACS_peak_5547_lociStitched	chr11	122929033	122941781	2	8939	41668.1128	2572.5464	448	HSPA8	LOC341056	HSPA8	HSPA8	2.409	448	1
1_MACS_peak_9378_lociStitched	chr15	75334182	75341210	1	7029	53988.3932	1672.664	449	PPCDC	SCAMP5	PPCDC	PPCDC	1.7297	449	1
2_MACS_peak_23984_lociStitched	chr6	52430683	52443007	2	9855	30437.8152	2328.0036	450	TRAM2		TRAM2	TRAM2	1.8635000000000002	450	1
2_MACS_peak_20167_lociStitched	chr3	196357905	196371210	2	9129	39715.425	3270.369	452	LRRC33		LRRC33	LRRC33	0.5519999999999999	452	1
2_MACS_peak_20789_lociStitched	chr4	78735993	78749433	2	9574	32971.008	2097.984	454	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.22119999999999998	454	1
2_MACS_peak_2149_lociStitched	chr1	184711326	184725732	2	9887	29811.7764	3371.004	455	EDEM3		EDEM3	EDEM3	0.3074	455	1
2_MACS_peak_17490_lociStitched	chr21	41295760	41309237	2	8099	48143.8871	3381.3793	457	PCP4		PCP4	PCP4	0.21300000000000002	457	1
2_MACS_peak_22435_lociStitched	chr5	112256292	112266853	2	8100	46527.5416	1859.7921	458	REEP5	DCP2	REEP5	REEP5	0.3424	458	1
2_MACS_peak_22569_lociStitched	chr5	130708670	130719210	2	9364	34990.692	1981.52	460	CDC42SE2		CDC42SE2	CDC42SE2	0.2773	460	1
4_MACS_peak_28643_lociStitched	chr9	117369433	117382254	4	10015	26095.8634	2128.286	461	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.7274	461	1
3_MACS_peak_18442_lociStitched	chr3	15835135	15851728	3	9730	30365.19	2601.7824	464	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1135	464	1
2_MACS_peak_3995_lociStitched	chr10	112172440	112185677	2	9674	30830.2967	2337.6542	465			DUSP5	DUSP5	1.6462999999999999	465	1
2_MACS_peak_13004_lociStitched	chr19	2618179	2628885	2	7512	50747.5106	2609.0522	466	GNG7		GNG7	GNG7	0.777	466	1
2_MACS_peak_20488_lociStitched	chr4	38124286	38136231	2	8871	39475.836	2121.432	467	TBC1D1		PTTG2	PTTG2	NONE	467	1
2_MACS_peak_15552_lociStitched	chr2	153914532	153929038	2	9427	33671.3272	2496.4826	468			ARL6IP6	ARL6IP6	NONE	468	1
3_MACS_peak_2101_lociStitched	chr1	181095788	181105414	3	9417	33900.8468	2622.1224	469		IER5	IER5	IER5	1.0752000000000002	469	1
3_MACS_peak_28675_lociStitched	chr9	123630346	123641526	3	8775	39733.72	1846.936	471	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1981	471	1
3_MACS_peak_6873_lociStitched	chr12	106528995	106543947	3	9838	26639.9784	2151.5928	475	NUAK1		NUAK1	NUAK1	0.23650000000000002	475	1
4_MACS_peak_12168_lociStitched	chr17	76137510	76152261	4	9861	25812.7749	1839.4497	476	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.5926999999999998	476	1
3_MACS_peak_24345_lociStitched	chr6	106585627	106595660	3	8380	42798.7714	1959.4449	477		PRDM1	PRDM1	PRDM1	4.5849	477	1
2_MACS_peak_14734_lociStitched	chr2	65139917	65151158	2	8197	43955.6823	2040.2415	478	LOC400958		LOC400958	LOC400958	2.4126	478	1
2_MACS_peak_20523_lociStitched	chr4	40302740	40312514	2	9140	34732.8864	1960.6644	480		CHRNA9	CHRNA9	NONE	NONE	480	1
2_MACS_peak_2619_lociStitched	chr1	226062637	226071662	2	8413	42277.6125	2387.1125	481	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.0330999999999997	481	1
2_MACS_peak_17223_lociStitched	chr20	62358218	62371029	2	9478	30454.3092	2039.5112	482	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	1.2256	482	1
2_MACS_peak_5586_lociStitched	chr11	126056725	126069080	2	7252	50303.3825	2193.0125	483		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3244	483	1
3_MACS_peak_13338_lociStitched	chr19	16180538	16198102	3	8875	37925.9452	2703.0996	485	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.8334	485	1
4_MACS_peak_14230_lociStitched	chr2	20615819	20631055	4	9560	29119.0432	2465.1848	486		RHOB	RHOB	RHOB	0.3761	486	1
1_MACS_peak_25157_lociStitched	chr7	20254621	20262330	1	7710	46324.1519	1578.0323	488	MACC1		MACC1	MACC1	0.5184	488	1
3_MACS_peak_26940_lociStitched	chr8	38811624	38824347	3	9362	30944.8806	1883.004	489	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2419	489	1
1_MACS_peak_11462_lociStitched	chr17	38016449	38025023	1	8575	39316.077	1755.0978	490	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9529000000000001	490	1
1_MACS_peak_9625_lociStitched	chr15	90637530	90646621	1	9092	33866.7023	1741.8356	492	IDH2		IDH2	IDH2	1.1571	492	1
1_MACS_peak_4572_lociStitched	chr11	35159878	35168727	1	8850	36836.6172	2084.8244	493	CD44		CD44	CD44	0.5504	493	1
2_MACS_peak_8313_lociStitched	chr14	72980400	72989843	2	8388	39979.7734	932.0241	494	RGS6		DPF3	DPF3	NONE	494	1
2_MACS_peak_3061_lociStitched	chr10	15824893	15833138	2	7513	46827.4775	1412.3685	495	FAM188A		ITGA8	ITGA8	NONE	495	1
2_MACS_peak_13341_lociStitched	chr19	16221383	16231851	2	8786	36953.0868	2079.9916	496	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.8334	496	1
1_MACS_peak_18037_lociStitched	chr22	39145951	39153297	1	7347	48001.7024	1535.314	498	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.5281	498	1
2_MACS_peak_17103_lociStitched	chr20	52345442	52358573	2	8679	38254.5423	2397.7206	501			SUMO1P1	SUMO1P1	1.4533	501	1
2_MACS_peak_26232_lociStitched	chr7	128572518	128582410	2	7294	48982.2164	2505.6436	504	IRF5	KCP	IRF5	IRF5	2.2224	504	1
2_MACS_peak_23565_lociStitched	chr6	27774537	27784219	2	9200	31388.0758	1826.9934	505	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	3.1151	505	1
4_MACS_peak_27385_lociStitched	chr8	103816023	103827343	4	9124	31336.024	902.204	506		AZIN1	AZIN1	AZIN1	0.1131	506	1
1_MACS_peak_19766_lociStitched	chr3	160116119	160123756	1	7638	46061.8018	2056.6441	507	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.9817	507	1
2_MACS_peak_18079_lociStitched	chr22	39860642	39870688	2	9291	29934.0662	1836.4088	508	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.6851	508	1
3_MACS_peak_23719_lociStitched	chr6	33279559	33292518	3	9047	33408.302	2357.2421	509	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.7248	509	1
2_MACS_peak_28630_lociStitched	chr9	117127865	117136805	2	8772	35479.284	1449.174	510	AKNA	ORM1,ORM2	AKNA	AKNA	0.9465000000000001	510	1
3_MACS_peak_22851_lociStitched	chr5	150459506	150475863	3	9335	29658.5124	3096.3801	514	TNIP1	ANXA6	TNIP1	ANXA6	0.6192	514	1
3_MACS_peak_12278_lociStitched	chr17	80405809	80423934	3	8521	38841.875	2867.375	515	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.35419999999999996	515	1
2_MACS_peak_17960_lociStitched	chr22	36772610	36785224	2	9178	30591.4728	2255.3832	516	MYH9		MYH9	MYH9	0.6058	516	1
3_MACS_peak_10985_lociStitched	chr17	7136569	7147450	3	9189	29312.3259	1892.2059	519	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.885	519	1
2_MACS_peak_17110_lociStitched	chr20	52481578	52490654	2	8368	38308.8884	1718.9944	520		SUMO1P1	SUMO1P1	SUMO1P1	1.4533	520	1
2_MACS_peak_17538_lociStitched	chr21	44725935	44734435	2	8046	41422.2	2032.35	521			SIK1	SIK1	NONE	521	1
2_MACS_peak_8073_lociStitched	chr14	50465507	50476730	2	7845	41648.553	953.955	524	C14orf182		C14orf182	C14orf182	1.1234	524	1
3_MACS_peak_18047_lociStitched	chr22	39409138	39422161	3	8534	36640.2105	2069.3547	525	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.2231999999999998	525	1
1_MACS_peak_14760_lociStitched	chr2	66659650	66668148	1	8499	36112.251	1257.704	526	MEIS1		MEIS1	MEIS1	0.19520000000000004	526	1
2_MACS_peak_2125_lociStitched	chr1	183438801	183451278	2	8740	34825.8024	2829.7836	527	SMG7		SMG7	SMG7	0.3023	527	1
2_MACS_peak_6546_lociStitched	chr12	69195516	69207131	2	8148	39283.0915	1669.0755	529	MDM2		MDM2	MDM2	0.788	529	1
3_MACS_peak_1384_lociStitched	chr1	115236649	115251583	3	9187	27378.5022	1312.6986	531	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.638	531	1
2_MACS_peak_26841_lociStitched	chr8	29405043	29416144	2	7376	45401.9799	1898.271	533			C8orf75	C8orf75	NONE	533	1
2_MACS_peak_23328_lociStitched	chr6	11722106	11733639	2	8845	31927.9572	1801.4546	535	C6orf105		C6orf105	C6orf105	0.41290000000000004	535	1
3_MACS_peak_13432_lociStitched	chr19	19050258	19061294	3	9307	25333.138	1762.4492	536	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3351	536	1
3_MACS_peak_13925_lociStitched	chr19	50369584	50382033	3	8217	38716.39	2208.4526	537	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.9818000000000002	537	1
1_MACS_peak_3420_lociStitched	chr10	63656376	63665201	1	8826	31783.2375	1628.2125	538	ARID5B		ARID5B	ARID5B	0.4087	538	1
2_MACS_peak_13653_lociStitched	chr19	40645176	40654541	2	9260	25925.1295	1699.7475	539		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.16299999999999998	539	1
1_MACS_peak_25798_lociStitched	chr7	90337233	90345379	1	8147	38482.5186	1405.185	540	CDK14		CDK14	CDK14	0.13269999999999998	540	1
2_MACS_peak_19386_lociStitched	chr3	124501972	124512088	2	8701	33132.9348	1618.56	541	ITGB5		UMPS	UMPS	NONE	541	1
1_MACS_peak_28960_lociStitched	chr9	139791704	139798468	1	6765	48325.398	1389.3256	543	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	1.3294000000000001	543	1
2_MACS_peak_28856_lociStitched	chr9	132646203	132657791	2	8064	38775.7656	1883.05	550	FNBP1	USP20,C9orf78	USP20	USP20	0.2685	550	1
3_MACS_peak_20319_lociStitched	chr4	9599032	9610806	3	8971	29001.7168	2008.6444	551		MIR548I2	MIR548I2	NONE	NONE	551	1
2_MACS_peak_12125_lociStitched	chr17	74721276	74735057	2	8623	33595.3218	2370.332	553	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.8904	553	1
2_MACS_peak_28794_lociStitched	chr9	130731655	130744371	2	9077	26707.4148	2174.436	556	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.5862999999999999	556	1
1_MACS_peak_7637_lociStitched	chr13	78689146	78696347	1	7202	44308.4731	1404.195	557			EDNRB	EDNRB	NONE	557	1
2_MACS_peak_18800_lociStitched	chr3	49054603	49067712	2	8543	33034.68	2180.0267	561	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.0571	561	1
1_MACS_peak_24343_lociStitched	chr6	106439293	106446769	1	7477	41859.6192	1273.9104	562			PRDM1	PRDM1	4.5849	562	1
