#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isStretch
2_MACS_peak_8988_lociStitched	chr15	45016110	45029260	2	8633	24798.27	2397.245	528	1
2_MACS_peak_458_lociStitched	chr1	28903316	28914539	2	8631	18599.8779	2117.7801	529	1
4_MACS_peak_22735_lociStitched	chr5	141386414	141396811	4	8627	19441.3503	2055.4869	530	1
2_MACS_peak_12125_lociStitched	chr17	74721276	74735057	2	8623	33595.3218	2370.332	531	1
1_MACS_peak_15569_lociStitched	chr2	158293859	158302480	1	8622	65300.6266	1956.1049	532	1
2_MACS_peak_6739_lociStitched	chr12	94541191	94552997	2	8608	31557.438	1877.154	533	1
5_MACS_peak_3936_lociStitched	chr10	105249991	105268065	5	8588	10828.1334	2732.7888	534	1
3_MACS_peak_16987_lociStitched	chr20	45172871	45191626	3	8586	33123.2055	2839.507	535	1
1_MACS_peak_11462_lociStitched	chr17	38016449	38025023	1	8575	39316.077	1755.0978	536	1
3_MACS_peak_28357_lociStitched	chr9	93670963	93688434	3	8570	56483.743	2557.7544	537	1
2_MACS_peak_18800_lociStitched	chr3	49054603	49067712	2	8543	33034.68	2180.0267	538	1
1_MACS_peak_14973_lociStitched	chr2	86220234	86228775	1	8542	71909.2413	1721.0115	539	1
3_MACS_peak_18047_lociStitched	chr22	39409138	39422161	3	8534	36640.2105	2069.3547	540	1
2_MACS_peak_19667_lociStitched	chr3	151911064	151919837	2	8533	30191.4022	1500.183	541	1
4_MACS_peak_4299_lociStitched	chr11	6623648	6641226	4	8533	16569.0228	2664.8248	542	1
3_MACS_peak_11237_lociStitched	chr17	27219536	27230774	3	8531	28053.4194	2232.9906	543	1
5_MACS_peak_5385_lociStitched	chr11	111280027	111294287	5	8527	24343.246	2602.45	544	1
3_MACS_peak_12278_lociStitched	chr17	80405809	80423934	3	8521	38841.875	2867.375	545	1
3_MACS_peak_25447_lociStitched	chr7	45033689	45047810	3	8507	23782.5882	2410.4547	546	1
3_MACS_peak_6701_lociStitched	chr12	92854455	92866289	3	8504	47711.1378	2209.4078	547	1
1_MACS_peak_14760_lociStitched	chr2	66659650	66668148	1	8499	36112.251	1257.704	548	1
2_MACS_peak_25236_lociStitched	chr7	26002348	26011622	2	8497	70634.4936	2072.739	549	1
3_MACS_peak_22859_lociStitched	chr5	150590494	150604551	3	8491	16889.4855	2287.0739	550	1
3_MACS_peak_13357_lociStitched	chr19	16545238	16561419	3	8473	15216.6124	2220.0332	551	1
3_MACS_peak_3918_lociStitched	chr10	104531649	104543116	3	8468	27628.5898	2369.0822	552	1
4_MACS_peak_5140_lociStitched	chr11	78127304	78139955	4	8468	11396.0208	1952.0493	553	1
3_MACS_peak_16143_lociStitched	chr2	219148478	219160724	3	8452	20646.756	2229.9966	554	1
3_MACS_peak_1685_lociStitched	chr1	153929344	153941564	3	8449	32673.836	3218.748	555	1
4_MACS_peak_352_lociStitched	chr1	25558030	25575003	4	8449	23164.7504	2736.0476	556	1
1_MACS_peak_14000_lociStitched	chr19	55763889	55772316	1	8428	33242.8296	1531.1859	557	1
3_MACS_peak_14751_lociStitched	chr2	65609204	65622458	3	8428	18169.9086	1992.0762	558	1
1_MACS_peak_23708_lociStitched	chr6	32934588	32943006	1	8419	76633.263	1778.7234	559	1
2_MACS_peak_2619_lociStitched	chr1	226062637	226071662	2	8413	42277.6125	2387.1125	560	1
2_MACS_peak_334_lociStitched	chr1	24710273	24720536	2	8409	20358.7131	2212.7028	561	1
2_MACS_peak_1722_lociStitched	chr1	154971127	154979633	2	8407	28781.7522	1836.4454	562	1
2_MACS_peak_10116_lociStitched	chr16	23343656	23354224	2	8406	106608.9272	2172.7808	563	1
3_MACS_peak_21185_lociStitched	chr4	129724325	129741427	3	8399	27014.3192	2515.7042	564	1
1_MACS_peak_27555_lociStitched	chr8	126441063	126449452	1	8390	24651.0765	1723.1006	565	1
2_MACS_peak_8313_lociStitched	chr14	72980400	72989843	2	8388	39979.7734	932.0241	566	1
3_MACS_peak_24345_lociStitched	chr6	106585627	106595660	3	8380	42798.7714	1959.4449	567	1
2_MACS_peak_17110_lociStitched	chr20	52481578	52490654	2	8368	38308.8884	1718.9944	568	1
3_MACS_peak_19401_lociStitched	chr3	125548772	125560494	3	8360	21826.364	2279.929	569	1
3_MACS_peak_11687_lociStitched	chr17	46528244	46537758	3	8352	18648.3914	1759.1386	570	1
1_MACS_peak_1796_lociStitched	chr1	156626931	156635272	1	8342	31043.5338	2376.3509	571	1
1_MACS_peak_19660_lociStitched	chr3	150315320	150323639	1	8320	33151.215	1563.1401	572	1
1_MACS_peak_25828_lociStitched	chr7	92437316	92445632	1	8317	22557.15	1555.9236	573	1
3_MACS_peak_28563_lociStitched	chr9	112668834	112683223	3	8291	70458.6163	2548.2919	574	1
3_MACS_peak_8204_lociStitched	chr14	63937025	63952001	3	8290	10125.2736	1187.5968	575	1
3_MACS_peak_18751_lociStitched	chr3	46578142	46589484	3	8275	67493.9736	2142.5038	576	1
2_MACS_peak_13615_lociStitched	chr19	39338549	39349034	2	8273	28975.2975	1512.9855	577	1
3_MACS_peak_9011_lociStitched	chr15	46994643	47008377	3	8272	24182.8272	2146.6242	578	1
4_MACS_peak_28889_lociStitched	chr9	134602297	134615307	4	8261	22806.53	1753.748	579	1
1_MACS_peak_12717_lociStitched	chr18	52983262	52991520	1	8259	18978.5356	1075.1916	580	1
3_MACS_peak_14367_lociStitched	chr2	31430286	31443326	3	8252	12951.328	2034.24	581	1
1_MACS_peak_19268_lociStitched	chr3	113460601	113468849	1	8249	22828.8144	1666.096	582	1
3_MACS_peak_12110_lociStitched	chr17	74257728	74268606	3	8248	28105.4886	1517.481	583	1
2_MACS_peak_10621_lociStitched	chr16	71876757	71888683	2	8241	19970.087	1892.6562	584	1
5_MACS_peak_4881_lociStitched	chr11	65306905	65326772	5	8226	12214.2316	2688.0051	585	1
3_MACS_peak_29993_lociStitched	chrX	153596559	153608906	3	8225	10551.7462	876.637	586	1
3_MACS_peak_2254_lociStitched	chr1	200588792	200598466	3	8223	18413.4916	2625.5236	587	1
2_MACS_peak_28733_lociStitched	chr9	127622740	127635883	2	8220	21600.5205	2013.5076	588	1
3_MACS_peak_17818_lociStitched	chr22	27053170	27071071	3	8219	21576.0753	2683.3599	589	1
2_MACS_peak_23383_lociStitched	chr6	15244671	15257614	2	8218	11445.4949	1814.6086	590	1
3_MACS_peak_13925_lociStitched	chr19	50369584	50382033	3	8217	38716.39	2208.4526	591	1
3_MACS_peak_14788_lociStitched	chr2	68988967	69003742	3	8212	29096.4075	2634.3825	592	1
2_MACS_peak_24670_lociStitched	chr6	137973914	137983665	2	8199	15190.1078	1591.3632	593	1
2_MACS_peak_14734_lociStitched	chr2	65139917	65151158	2	8197	43955.6823	2040.2415	594	1
3_MACS_peak_16389_lociStitched	chr2	241499487	241509554	3	8192	20877.9513	867.7754	595	1
3_MACS_peak_4858_lociStitched	chr11	64877540	64890877	3	8191	14523.993	2444.6721	596	1
3_MACS_peak_8246_lociStitched	chr14	65813194	65825660	3	8188	12186.7616	1077.0624	597	1
2_MACS_peak_1887_lociStitched	chr1	161416798	161428093	2	8184	5179.887	4171.2435	598	1
3_MACS_peak_22885_lociStitched	chr5	153651658	153665255	3	8163	11507.1411	2058.5858	599	1
4_MACS_peak_28392_lociStitched	chr9	95468364	95485964	4	8163	11112.64	2449.92	600	1
3_MACS_peak_16502_lociStitched	chr20	5092497	5109082	3	8159	21437.771	2718.2815	601	1
3_MACS_peak_16323_lociStitched	chr2	235390697	235406003	3	8156	12215.7186	1230.6024	602	1
2_MACS_peak_6546_lociStitched	chr12	69195516	69207131	2	8148	39283.0915	1669.0755	603	1
1_MACS_peak_25798_lociStitched	chr7	90337233	90345379	1	8147	38482.5186	1405.185	604	1
4_MACS_peak_26221_lociStitched	chr7	128162741	128178123	4	8128	28921.2364	2817.9824	605	1
3_MACS_peak_28681_lociStitched	chr9	123688982	123699374	3	8116	27130.3944	1824.8352	606	1
2_MACS_peak_22435_lociStitched	chr5	112256292	112266853	2	8100	46527.5416	1859.7921	607	1
2_MACS_peak_17490_lociStitched	chr21	41295760	41309237	2	8099	48143.8871	3381.3793	608	1
3_MACS_peak_15364_lociStitched	chr2	127413153	127424839	3	8098	20686.5572	1700.313	609	1
2_MACS_peak_23694_lociStitched	chr6	32156531	32165849	2	8097	18827.9508	1572.8784	610	1
2_MACS_peak_27581_lociStitched	chr8	129278209	129287416	2	8094	22892.2848	1853.3691	611	1
2_MACS_peak_9379_lociStitched	chr15	75352982	75363321	2	8094	32736.3757	2067.8	612	1
2_MACS_peak_11550_lociStitched	chr17	40827020	40835192	2	8085	22040.7012	1399.0464	613	1
2_MACS_peak_7839_lociStitched	chr13	115039342	115048695	2	8081	35889.3316	1844.4116	614	1
2_MACS_peak_15250_lociStitched	chr2	112231424	112242389	2	8081	9565.866	1480.275	615	1
3_MACS_peak_15197_lociStitched	chr2	109829601	109843133	3	8081	30562.022	2431.7004	616	1
2_MACS_peak_14562_lociStitched	chr2	47526679	47539614	2	8080	52441.077	2065.7195	617	1
2_MACS_peak_25164_lociStitched	chr7	20476769	20489867	2	8073	24680.5614	2009.2332	618	1
5_MACS_peak_8982_lociStitched	chr15	44954498	44976418	5	8069	18362.384	3382.256	619	1
2_MACS_peak_28856_lociStitched	chr9	132646203	132657791	2	8064	38775.7656	1883.05	620	1
2_MACS_peak_17538_lociStitched	chr21	44725935	44734435	2	8046	41422.2	2032.35	621	1
4_MACS_peak_306_lociStitched	chr1	23937798	23954532	4	8045	19393.0326	2444.8374	622	1
3_MACS_peak_2632_lociStitched	chr1	226308582	226317047	3	8044	58353.4775	2569.974	623	1
3_MACS_peak_5725_lociStitched	chr12	4251324	4263645	3	8039	14583.1356	1920.8439	624	1
2_MACS_peak_21550_lociStitched	chr4	186225319	186233589	2	8034	27596.163	1539.047	625	1
3_MACS_peak_26811_lociStitched	chr8	28195146	28207391	3	8032	31530.875	2220.0185	626	1
1_MACS_peak_4701_lociStitched	chr11	58340092	58348107	1	8016	76983.2735	1731.24	627	1
2_MACS_peak_15710_lociStitched	chr2	173419348	173427537	2	8010	17584.2397	1384.7599	628	1
2_MACS_peak_16225_lociStitched	chr2	227769404	227782550	2	8007	24058.4946	1895.6532	629	1
1_MACS_peak_14654_lociStitched	chr2	60776273	60784278	1	8006	10998.87	1236.7725	630	1
2_MACS_peak_2266_lociStitched	chr1	200986850	200996585	2	8006	28082.5545	2470.743	631	1
2_MACS_peak_7837_lociStitched	chr13	115023503	115032568	2	8003	21727.8985	1538.3305	632	1
2_MACS_peak_11230_lociStitched	chr17	27046078	27056621	2	8001	31924.204	2065.3737	633	1
4_MACS_peak_23248_lociStitched	chr6	5866479	5879932	4	8001	13796.0515	2130.9552	634	1
3_MACS_peak_24716_lociStitched	chr6	139633737	139648907	3	8001	22642.742	2252.745	635	1
3_MACS_peak_28678_lociStitched	chr9	123653430	123667560	3	7992	38302.191	2178.846	636	1
2_MACS_peak_20270_lociStitched	chr4	5705408	5715552	2	7988	22205.216	1545.9456	637	1
2_MACS_peak_2075_lociStitched	chr1	179048821	179058942	2	7986	35319.2537	2343.0115	638	1
4_MACS_peak_7419_lociStitched	chr13	42061903	42077804	4	7986	15447.8215	1446.991	639	1
2_MACS_peak_26780_lociStitched	chr8	26428292	26437491	2	7976	30848.8465	1749.6498	640	1
2_MACS_peak_20212_lociStitched	chr4	1712478	1725359	2	7976	32643.0302	1796.8995	641	1
2_MACS_peak_12791_lociStitched	chr18	60798240	60811496	2	7976	27754.0872	2269.4272	642	1
1_MACS_peak_23794_lociStitched	chr6	36643563	36651537	1	7975	14779.0116	1281.4218	643	1
2_MACS_peak_12995_lociStitched	chr19	2468773	2480336	2	7968	30550.6023	2350.7579	644	1
4_MACS_peak_29566_lociStitched	chrX	75362586	75372126	4	7964	23360.598	1183.914	645	1
1_MACS_peak_18498_lociStitched	chr3	23846899	23854856	1	7958	29980.3846	1278.6899	646	1
2_MACS_peak_361_lociStitched	chr1	25869655	25877966	2	7956	28808.4193	1499.3044	647	1
4_MACS_peak_21671_lociStitched	chr5	6708619	6723147	4	7951	14304.2688	1879.9232	648	1
4_MACS_peak_9740_lociStitched	chr15	101790102	101806785	4	7951	14359.0581	2454.0693	649	1
3_MACS_peak_6101_lociStitched	chr12	32608356	32622426	3	7948	23267.559	2277.933	650	1
2_MACS_peak_17786_lociStitched	chr22	24822592	24832072	2	7944	36520.752	1644.78	651	1
2_MACS_peak_10409_lociStitched	chr16	56943586	56952634	2	7935	65188.1256	1776.1224	652	1
3_MACS_peak_23649_lociStitched	chr6	31157778	31173032	3	7930	32840.3366	2338.4382	653	1
3_MACS_peak_19958_lociStitched	chr3	182099068	182113259	3	7926	18571.7617	3029.7785	654	1
3_MACS_peak_27994_lociStitched	chr9	33152518	33168316	3	7923	15447.2844	2385.498	655	1
1_MACS_peak_6691_lociStitched	chr12	92533404	92541316	1	7913	19364.62	1516.7304	656	1
1_MACS_peak_19523_lociStitched	chr3	133290482	133298386	1	7905	21840.3328	1470.9344	657	1
3_MACS_peak_27557_lociStitched	chr8	126647946	126661000	3	7903	17655.535	1928.0758	658	1
1_MACS_peak_27168_lociStitched	chr8	72268147	72276047	1	7901	19869.29	1359.59	659	1
3_MACS_peak_18720_lociStitched	chr3	46130294	46141418	3	7887	34390.9584	2228.1372	660	1
1_MACS_peak_15454_lociStitched	chr2	135162772	135170657	1	7886	29860.495	1434.2815	661	1
1_MACS_peak_27949_lociStitched	chr9	22237306	22245189	1	7884	20209.6471	945.1717	662	1
5_MACS_peak_13628_lociStitched	chr19	39921445	39939802	5	7882	14090.8332	2555.2944	663	1
1_MACS_peak_11619_lociStitched	chr17	43387787	43395660	1	7874	19769.8903	1456.505	664	1
2_MACS_peak_26037_lociStitched	chr7	106503992	106513650	2	7869	36986.2768	2769.9144	665	1
4_MACS_peak_11024_lociStitched	chr17	8053765	8067417	4	7851	12918.8876	1912.6452	666	1
2_MACS_peak_3288_lociStitched	chr10	45454035	45462046	2	7850	24343.8268	1595.7912	667	1
2_MACS_peak_13550_lociStitched	chr19	35695312	35705998	2	7850	59517.8142	1964.0868	668	1
2_MACS_peak_12060_lociStitched	chr17	73283931	73295145	2	7848	24581.088	1720.2276	669	1
2_MACS_peak_10257_lociStitched	chr16	30661222	30673209	2	7848	31203.3597	1989.842	670	1
4_MACS_peak_27740_lociStitched	chr8	145687102	145705118	4	7847	8620.656	2279.024	671	1
2_MACS_peak_8073_lociStitched	chr14	50465507	50476730	2	7845	41648.553	953.955	672	1
3_MACS_peak_2383_lociStitched	chr1	206301314	206311052	3	7832	22990.4442	2403.3384	673	1
4_MACS_peak_15706_lociStitched	chr2	173348325	173361324	4	7826	13352.5728	1994.0466	674	1
3_MACS_peak_20121_lociStitched	chr3	193848219	193860446	3	7820	13373.8926	2252.2134	675	1
1_MACS_peak_9581_lociStitched	chr15	89163765	89171578	1	7814	15545.5261	1234.454	676	1
2_MACS_peak_16736_lociStitched	chr20	31257643	31270357	2	7807	32631.7524	1816.8306	677	1
3_MACS_peak_18034_lociStitched	chr22	39095942	39105859	3	7806	20358.6093	1452.8405	678	1
3_MACS_peak_4739_lociStitched	chr11	60672534	60684037	3	7806	24070.0275	2419.0809	679	1
1_MACS_peak_26926_lociStitched	chr8	38237236	38245035	1	7800	18669.2462	1406.1597	680	1
2_MACS_peak_3986_lociStitched	chr10	111966736	111974933	2	7799	16973.5279	1618.9075	681	1
3_MACS_peak_9772_lociStitched	chr16	685137	700427	3	7769	19158.37	2007.577	682	1
3_MACS_peak_14967_lociStitched	chr2	86080486	86090989	3	7767	14877.4995	1583.8524	683	1
3_MACS_peak_5522_lociStitched	chr11	120368073	120382581	3	7763	25339.6728	1886.04	684	1
1_MACS_peak_6743_lociStitched	chr12	94596091	94603840	1	7750	68000.5746	1794.6684	685	1
4_MACS_peak_3113_lociStitched	chr10	22604353	22615433	4	7743	17822.18	1387.216	686	1
4_MACS_peak_25934_lociStitched	chr7	101376560	101391324	4	7733	10585.788	2117.1576	687	1
3_MACS_peak_24020_lociStitched	chr6	56622108	56634484	3	7730	11237.408	2193.0272	688	1
4_MACS_peak_9145_lociStitched	chr15	59266935	59281088	4	7728	20493.544	2314.0155	689	1
1_MACS_peak_18889_lociStitched	chr3	52737973	52745691	1	7719	28292.6444	1313.6036	690	1
2_MACS_peak_7468_lociStitched	chr13	46750449	46759061	2	7718	13099.7132	843.976	691	1
3_MACS_peak_6067_lociStitched	chr12	31243706	31254512	3	7716	17872.0434	1720.3152	692	1
1_MACS_peak_25157_lociStitched	chr7	20254621	20262330	1	7710	46324.1519	1578.0323	693	1
1_MACS_peak_12715_lociStitched	chr18	52930556	52938262	1	7707	28774.204	1372.4386	694	1
3_MACS_peak_5748_lociStitched	chr12	6439157	6451986	3	7705	22205.7161	2061.6203	695	1
1_MACS_peak_11426_lociStitched	chr17	36856180	36863879	1	7700	59736.541	1546.7291	696	1
1_MACS_peak_13843_lociStitched	chr19	47728720	47736418	1	7699	28099.2396	1163.9376	697	1
4_MACS_peak_8100_lociStitched	chr14	52075966	52093191	4	7691	12484.68	1376.2775	698	1
1_MACS_peak_11798_lociStitched	chr17	54984818	54992506	1	7689	15194.5632	1169.3448	699	1
1_MACS_peak_13436_lociStitched	chr19	19173041	19180727	1	7687	12346.7904	1259.7354	700	1
2_MACS_peak_10967_lociStitched	chr17	6063433	6071309	2	7686	54459.3896	1539.758	701	1
3_MACS_peak_13565_lociStitched	chr19	36230539	36240284	3	7680	16392.0645	1562.1235	702	1
1_MACS_peak_14109_lociStitched	chr2	5834605	5842283	1	7679	27831.2144	925.9668	703	1
3_MACS_peak_10429_lociStitched	chr16	57569078	57579321	3	7679	17065.8623	1652.1959	704	1
4_MACS_peak_5762_lociStitched	chr12	6711987	6723836	4	7674	9301.465	1601.9848	705	1
2_MACS_peak_26139_lociStitched	chr7	120627530	120639111	2	7673	7729.1594	2294.1961	706	1
2_MACS_peak_10291_lociStitched	chr16	31879744	31890097	2	7663	24362.6796	1872.8577	707	1
3_MACS_peak_19460_lociStitched	chr3	128994497	129002820	3	7652	13816.18	1584.6992	708	1
2_MACS_peak_2705_lociStitched	chr1	230238383	230247325	2	7650	26174.1282	2225.6638	709	1
3_MACS_peak_9628_lociStitched	chr15	90721467	90736252	3	7650	38177.827	2377.428	710	1
3_MACS_peak_18457_lociStitched	chr3	17780586	17791820	3	7640	19952.7074	1723.2956	711	1
1_MACS_peak_19766_lociStitched	chr3	160116119	160123756	1	7638	46061.8018	2056.6441	712	1
3_MACS_peak_14457_lociStitched	chr2	39346142	39356853	3	7625	20264.1409	1680.5559	713	1
3_MACS_peak_6329_lociStitched	chr12	53763890	53776586	3	7625	29063.6832	2299.2456	714	1
2_MACS_peak_1002_lociStitched	chr1	67389754	67400533	2	7624	14733.8151	1682.6019	715	1
1_MACS_peak_3196_lociStitched	chr10	30989278	30996879	1	7602	66618.9645	1495.1167	716	1
3_MACS_peak_1871_lociStitched	chr1	161122694	161137591	3	7573	37109.9167	3691.4766	717	1
1_MACS_peak_21600_lociStitched	chr5	217322	224875	1	7554	17414.9521	1231.139	718	1
2_MACS_peak_23795_lociStitched	chr6	36719275	36727337	2	7548	15716.0628	1722.8494	719	1
2_MACS_peak_7786_lociStitched	chr13	111357388	111369175	2	7548	19275.2811	2139.3405	720	1
3_MACS_peak_21449_lociStitched	chr4	173897211	173909294	3	7546	20993.0042	1894.6144	721	1
3_MACS_peak_16753_lociStitched	chr20	32250607	32263220	3	7544	15730.9336	1946.1859	722	1
1_MACS_peak_23108_lociStitched	chr5	176852094	176859636	1	7543	16549.4106	1359.8226	723	1
2_MACS_peak_5455_lociStitched	chr11	116794949	116802722	2	7543	21787.719	1535.9448	724	1
3_MACS_peak_4789_lociStitched	chr11	62472572	62482553	3	7543	21673.7415	1790.5914	725	1
4_MACS_peak_28617_lociStitched	chr9	116162815	116179382	4	7543	20947.3148	2491.6768	726	1
3_MACS_peak_9547_lociStitched	chr15	85277369	85293282	3	7542	25020.0099	2097.3334	727	1
4_MACS_peak_29524_lociStitched	chrX	70837458	70850143	4	7538	14039.758	1047.781	728	1
2_MACS_peak_29996_lociStitched	chrX	153615902	153628898	2	7536	23881.4496	966.9024	729	1
4_MACS_peak_19344_lociStitched	chr3	121740023	121755523	4	7535	13311.4	2365.3	730	1
2_MACS_peak_2357_lociStitched	chr1	205196233	205208004	2	7534	14408.8811	2760.2995	731	1
3_MACS_peak_20969_lociStitched	chr4	103532473	103542662	3	7529	15296.7457	1574.2005	732	1
2_MACS_peak_3742_lociStitched	chr10	91805461	91813138	2	7519	31233.8745	1382.6277	733	1
2_MACS_peak_3061_lociStitched	chr10	15824893	15833138	2	7513	46827.4775	1412.3685	734	1
2_MACS_peak_13004_lociStitched	chr19	2618179	2628885	2	7512	50747.5106	2609.0522	735	1
3_MACS_peak_16169_lociStitched	chr2	220109361	220120461	3	7512	15948.48	1850.37	736	1
2_MACS_peak_2421_lociStitched	chr1	207995060	208006292	2	7512	21280.1472	2767.5648	737	1
3_MACS_peak_26298_lociStitched	chr7	134670525	134682284	3	7512	22419.7094	2690.4592	738	1
1_MACS_peak_24719_lociStitched	chr6	139690495	139698000	1	7506	27350.4715	1412.441	739	1
2_MACS_peak_14434_lociStitched	chr2	37871799	37884026	2	7505	18028.7115	2062.6949	740	1
1_MACS_peak_13030_lociStitched	chr19	3983327	3990816	1	7490	23218.1467	1958.3735	741	1
4_MACS_peak_375_lociStitched	chr1	26436727	26453978	4	7488	16241.8165	2377.1878	742	1
2_MACS_peak_26318_lociStitched	chr7	137664624	137673727	2	7482	12291.7809	2161.0522	743	1
1_MACS_peak_24343_lociStitched	chr6	106439293	106446769	1	7477	41859.6192	1273.9104	744	1
2_MACS_peak_27375_lociStitched	chr8	103541790	103549567	2	7468	29996.6667	726.3718	745	1
2_MACS_peak_5652_lociStitched	chr11	130697122	130705676	2	7465	22777.5912	1656.9098	746	1
2_MACS_peak_20530_lociStitched	chr4	40622407	40634228	2	7455	30943.8317	1806.2488	747	1
3_MACS_peak_25986_lociStitched	chr7	104576351	104586594	3	7449	32074.9302	1910.3195	748	1
4_MACS_peak_16296_lociStitched	chr2	233939722	233952339	4	7449	10382.5293	1025.7621	749	1
2_MACS_peak_26835_lociStitched	chr8	29197439	29210270	2	7449	24730.4694	1927.2162	750	1
1_MACS_peak_20867_lociStitched	chr4	87854930	87862372	1	7443	28571.3264	1475.0044	751	1
3_MACS_peak_15061_lociStitched	chr2	96899191	96912674	3	7443	16830.8289	2414.8053	752	1
3_MACS_peak_11695_lociStitched	chr17	46581880	46595806	3	7433	20767.8438	2179.419	753	1
3_MACS_peak_24188_lociStitched	chr6	86378836	86396125	3	7433	16495.4349	2456.7669	754	1
1_MACS_peak_3290_lociStitched	chr10	45467947	45475374	1	7428	10382.2033	1025.6687	755	1
3_MACS_peak_25079_lociStitched	chr7	8164566	8175036	3	7425	13918.818	1480.458	756	1
2_MACS_peak_6395_lociStitched	chr12	56726388	56734300	2	7414	37957.0288	1407.5448	757	1
2_MACS_peak_28816_lociStitched	chr9	131445488	131453355	2	7409	25162.5995	1488.4364	758	1
2_MACS_peak_16603_lociStitched	chr20	17827697	17838763	2	7401	41291.6724	1757.2808	759	1
4_MACS_peak_19636_lociStitched	chr3	148705230	148722518	4	7401	12407.5976	2345.9816	760	1
2_MACS_peak_8701_lociStitched	chr15	23660154	23669486	2	7400	38888.3104	1672.2944	761	1
3_MACS_peak_14428_lociStitched	chr2	37615230	37625044	3	7400	34882.8816	1915.6928	762	1
2_MACS_peak_23917_lociStitched	chr6	44223123	44233781	2	7392	26949.8188	1679.7008	763	1
2_MACS_peak_6818_lociStitched	chr12	102129347	102140223	2	7376	27265.0444	1793.4524	764	1
2_MACS_peak_26841_lociStitched	chr8	29405043	29416144	2	7376	45401.9799	1898.271	765	1
3_MACS_peak_24442_lociStitched	chr6	113946377	113956756	3	7373	30862.9944	1711.4971	766	1
3_MACS_peak_12147_lociStitched	chr17	75314882	75329756	3	7373	20841.4488	2223.663	767	1
1_MACS_peak_26159_lociStitched	chr7	121944277	121951641	1	7365	27297.6116	1561.9044	768	1
3_MACS_peak_4189_lociStitched	chr10	135201311	135215635	3	7364	30309.584	1776.176	769	1
3_MACS_peak_26504_lociStitched	chr7	155532854	155547056	3	7357	9663.0408	3137.2218	770	1
1_MACS_peak_27636_lociStitched	chr8	134508291	134515642	1	7352	34688.6339	1736.3062	771	1
3_MACS_peak_19512_lociStitched	chr3	133160205	133169205	3	7351	17957.7	1577.7	772	1
2_MACS_peak_9582_lociStitched	chr15	89177206	89184616	2	7348	19709.118	1528.683	773	1
2_MACS_peak_4799_lociStitched	chr11	62598041	62610674	2	7348	30272.4579	2013.7002	774	1
1_MACS_peak_18037_lociStitched	chr22	39145951	39153297	1	7347	48001.7024	1535.314	775	1
1_MACS_peak_7494_lociStitched	chr13	49548873	49556213	1	7341	15786.138	833.09	776	1
1_MACS_peak_15941_lociStitched	chr2	198168983	198176318	1	7336	19638.729	1450.1295	777	1
3_MACS_peak_2863_lociStitched	chr1	249112486	249121832	3	7336	20398.5796	2339.3038	778	1
1_MACS_peak_24348_lociStitched	chr6	106610055	106617385	1	7331	72926.903	1670.507	779	1
2_MACS_peak_6027_lociStitched	chr12	27329963	27340216	2	7331	35256.9911	1900.9062	780	1
2_MACS_peak_28789_lociStitched	chr9	130672602	130681095	2	7329	19029.4158	1276.4979	781	1
2_MACS_peak_29454_lociStitched	chrX	58150126	58159666	2	7326	9030.564	825.21	782	1
2_MACS_peak_21010_lociStitched	chr4	106552245	106560090	2	7321	18061.5435	1261.476	783	1
2_MACS_peak_29975_lociStitched	chrX	153189263	153200752	2	7320	35451.6073	996.0963	784	1
2_MACS_peak_15713_lociStitched	chr2	173453086	173463797	2	7319	23854.4681	1609.8633	785	1
2_MACS_peak_25352_lociStitched	chr7	37375181	37385799	2	7318	21607.63	1851.7792	786	1
2_MACS_peak_26232_lociStitched	chr7	128572518	128582410	2	7294	48982.2164	2505.6436	787	1
2_MACS_peak_23152_lociStitched	chr5	180610531	180620123	2	7290	10520.5056	1609.5376	788	1
2_MACS_peak_9270_lociStitched	chr15	68493533	68504069	2	7288	8526.7848	1301.196	789	1
2_MACS_peak_12119_lociStitched	chr17	74488269	74498362	2	7286	11199.1928	1595.7033	790	1
2_MACS_peak_20497_lociStitched	chr4	38664307	38673601	2	7279	15100.8912	1132.0092	791	1
2_MACS_peak_22404_lociStitched	chr5	109189925	109201812	2	7269	35576.6023	2062.3945	792	1
4_MACS_peak_14783_lociStitched	chr2	68937573	68955217	4	7266	21945.6072	2627.1916	793	1
2_MACS_peak_1338_lociStitched	chr1	111323374	111331698	2	7262	38377.802	965.584	794	1
2_MACS_peak_986_lociStitched	chr1	66795991	66803348	2	7261	22630.132	1636.9325	795	1
