GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
NM_001135823	chr12(.):26343268-26392708	0.0935
NR_028408	chr12(.):46114502-46126704	1.4283
NM_018976	chr12(.):46746970-46771645	0.4995
NM_001098532	chr12(.):48123452-48157181	0.283
NM_017842	chr12(.):48161966-48181536	0.2979
NM_006105	chr12(.):48123452-48157244	0.2828
NM_001098531	chr12(.):48123452-48157889	0.2795
NM_001098416	chr12(.):48171506-48218763	0.9293
NM_014033	chr12(.):51313533-51331300	1.2176
NM_001109619	chr12(.):51342781-51369289	0.0655
NM_001971	chr12(.):51717226-51745463	0.5597
NM_016293	chr12(.):51669821-51722938	0.5185
NM_001004304	chr12(.):53569534-53589654	0.4676
NM_000889	chr12(.):53580106-53606000	3.8504
NM_015989	chr12(.):53546446-53579430	0.2233
NM_001170790	chr12(.):53640369-53653190	0.2927
NM_032889	chr12(.):53640875-53653190	0.3031
NM_001164691	chr12(.):53812638-53830318	0.1116
NM_001005354	chr12(.):53830432-53845427	0.2127
NM_134324	chr12(.):53890376-53905215	0.607
NM_006301	chr12(.):53869275-53898444	0.53
NM_134323	chr12(.):53889704-53905215	0.5817
NM_003717	chr12(.):53895473-53906422	0.1396
NM_001127460	chr12(.):56705006-56732533	0.9335
NM_014255	chr12(.):56699212-56715128	0.453
NM_005419	chr12(.):56730381-56759037	0.6852
NM_014871	chr12(.):56705006-56732837	0.9728
NM_004077	chr12(.):56660482-56699175	0.1978
NM_016584	chr12(.):56727662-56739194	1.6104
NM_001638	chr12(.):56749354-56761583	0.5993
NR_003046	chr12(.):57032463-57042538	0.6979
NM_001686	chr12(.):57026958-57044852	0.7026
NM_005594	chr12(.):57101210-57124066	0.5089
NR_002737	chr12(.):57033810-57043885	0.6977
NM_001113203	chr12(.):57101210-57124326	0.5042
NM_006601	chr12(.):57052124-57087078	0.6308
NM_175895	chr12(.):62990530-63002214	1.9285
NR_029661	chr12(.):62992465-63002549	2.2309
NM_017440	chr12(.):68683345-68731161	0.1201
NM_001946	chr12(.):89736836-89751296	1.5795
NM_001025233	chr12(.):92812734-92829730	0.257
NR_027933	chr12(.):92810306-92829778	0.2428
NM_001032284	chr12(.):98904350-98949157	0.4634
NM_003276	chr12(.):98904350-98934412	0.6625
NR_027157	chr12(.):98901750-98915004	1.4133
NM_153694	chr12(.):102117425-102138250	0.9652
NM_024312	chr12(.):102134274-102229645	0.3421
NM_001111283	chr12(.):102784644-102879378	0.4272
NM_001111284	chr12(.):102784644-102877429	0.3427
NM_001111285	chr12(.):102806453-102879378	0.5358
NR_027249	chr12(.):104232526-104328989	0.5283
NR_037425	chr12(.):104319202-104329333	3.1935
NM_003211	chr12(.):104354592-104387656	0.223
NM_001135570	chr12(.):104338980-104355993	0.2455
NM_014840	chr12(.):106452124-106538811	0.3178
NM_007076	chr12(.):108904050-108918380	0.3551
NM_213595	chr12(.):108951293-108968160	3.3082
NM_181724	chr12(.):108978621-108996894	0.1031
NM_003006	chr12(.):109010679-109032670	4.4362
NM_001161331	chr12(.):109180694-109226327	0.1347
NM_019034	chr12(.):122210659-122236594	0.0978
NR_002809	chr12(.):122228172-122246390	1.2915
NM_015048	chr12(.):122237637-122275562	0.6094
NM_024667	chr12(.):123344874-123385712	0.7275
NM_021009	chr12(.):125391191-125404587	1.3581
NM_015057	chr13(.):77613791-77906177	0.1168
NM_032436	chr13(.):115074964-115097803	0.4815
NM_000820	chr13(.):114518521-114572046	0.9085
NM_007368	chr13(.):114742193-114903095	0.7392
NM_152719	chr13(.):46271445-46293693	1.3071
NM_001143945	chr13(.):114518521-114544017	0.1405
NM_001143946	chr13(.):114518521-114541714	0.1498
NR_024609	chr13(.):114581609-114631485	0.6198
NM_023011	chr13(.):115042077-115076283	0.8479
NM_003903	chr13(.):114995361-115043150	0.6157
NM_001012706	chr14(.):50443429-50479238	0.7647
NM_004296	chr14(.):72394785-73038238	0.1149
NM_001080414	chr14(.):91732666-91889133	0.8628
NM_207442	chr14(.):69256463-69268190	1.7748
NM_004926	chr14(.):69249374-69264785	1.3528
NM_024496	chr14(.):77485885-77500034	1.2924
NM_005065	chr14(.):81934238-82005205	0.5538
NM_152592	chr14(.):95878830-95947173	0.1986
NR_003002	chr14(.):95994691-96004966	0.239
NR_001459	chr14(.):95994248-96006209	0.2085
NM_016417	chr14(.):95996322-96016055	0.1374
NM_025268	chr14(.):105987952-106001539	0.266
NM_144508	chr15(.):40881446-40959881	0.1352
NM_001042495	chr15(.):34517196-34635265	0.2771
NM_005135	chr15(.):34517196-34616021	0.0938
NM_001042497	chr15(.):34517196-34634045	0.2693
NM_001042494	chr15(.):34517196-34634961	0.271
NR_031680	chr15(.):69111302-69494862	0.106
NM_001103184	chr15(.):33052746-33365085	0.192
NM_001211	chr15(.):40448209-40518337	0.1463
NM_025201	chr15(.):65129081-65165201	0.169
NM_006305	chr15(.):69065874-69118261	0.5106
NM_001004439	chr15(.):68589041-68729492	0.1989
NM_003612	chr15(.):74696629-74731299	0.1628
NM_001146030	chr15(.):74696629-74731001	0.1605
NM_172217	chr15(.):81512639-81610104	0.5046
NM_001172128	chr15(.):81484218-81610104	0.4017
NM_007011	chr15(.):89626380-89750591	0.6126
NR_027992	chr15(.):20869796-20966480	0.0597
NM_015995	chr15(.):31614082-31675102	0.934
NM_175741	chr15(.):34633065-34654931	0.1366
NM_181077	chr15(.):34666269-34687001	0.0539
NM_018648	chr15(.):34628916-34640362	0.8917
NM_153613	chr15(.):34646088-34664395	0.4212
NR_036050	chr15(.):34669269-34679351	0.0595
NR_036050	chr15(.):34815490-34825572	0.0567
NM_003134	chr15(.):40322890-40336389	0.3514
NM_001003942	chr15(.):40375091-40403287	1.6127
NM_033503	chr15(.):40375091-40403639	1.5965
NM_001003940	chr15(.):40375091-40406075	1.4923
NM_001080791	chr15(.):40840297-40862252	1.2162
NM_152260	chr15(.):40856536-40871661	0.4285
NR_002208	chr15(.):40819082-40829749	0.0913
NM_198524	chr15(.):56652643-56743072	0.583
NM_182703	chr15(.):65199100-65256041	0.1641
NM_017882	chr15(.):68494329-68527080	0.4944
NM_015322	chr15(.):68565140-68588640	1.6729
NR_026808	chr15(.):69091159-69104440	0.0856
NR_036197	chr15(.):69089188-69099264	0.0898
NM_000781	chr15(.):74625102-74665081	0.082
NM_001099773	chr15(.):74625102-74663553	0.0793
NM_001127190	chr15(.):75069424-75100539	1.1812
NM_000761	chr15(.):75036183-75053941	0.0525
NM_000499	chr15(.):75006882-75022877	0.1301
NM_021819	chr15(.):75100193-75123099	0.1174
NM_001030005	chr15(.):75113950-75129136	0.0883
NM_021823	chr15(.):75310926-75348067	1.451
NM_138967	chr15(.):75282875-75318836	0.851
NM_015154	chr15(.):81263094-81287205	0.2678
NM_022566	chr15(.):81288294-81301345	1.4808
NM_004513	chr15(.):81584253-81610104	1.3775
NM_181900	chr15(.):81600006-81621524	0.5793
NM_022767	chr15(.):89159526-89180512	0.9411
NR_029606	chr15(.):89150055-89160165	0.0617
NM_002201	chr15(.):89177038-89203879	0.7587
NR_031590	chr15(.):89146337-89156428	0.0558
NM_002168	chr15(.):90622211-90650708	0.9063
NM_198925	chr15(.):90739561-90777892	0.1774
NM_001013657	chr15(.):90772486-90790312	0.1778
NM_020210	chr15(.):90723151-90777892	0.5122
NM_006384	chr15(.):90768476-90782279	0.2111
NR_033769	chr15(.):93333713-93345338	0.1047
NM_014918	chr15(.):101710927-101797137	0.3748
NM_016373	chr16(.):78128550-79251564	0.0706
NM_015914	chr16(.):11767942-11841648	1.9137
NM_013302	chr16(.):22212591-22305066	0.1266
NM_000336	chr16(.):23308590-23397620	1.1684
NM_153603	chr16(.):23394813-23469512	0.5962
NM_000078	chr16(.):56990834-57022756	0.166
NM_004691	chr16(.):67466916-67520089	0.1491
NM_001191022	chr16(.):67591309-67678088	0.2416
NM_012320	chr16(.):68274246-68299961	0.9883
NM_002661	chr16(.):81807929-81996899	0.1774
NM_175931	chr16(.):88936262-89012608	0.0264
NM_005187	chr16(.):88936262-89048504	0.259
NM_012217	chr16(.):1301272-1313494	0.1058
NM_003345	chr16(.):1354637-1380390	0.403
NM_194261	chr16(.):1354179-1380390	0.3994
NM_194260	chr16(.):1354360-1380390	0.4008
NM_032520	chr16(.):1396899-1418352	0.092
NM_001001410	chr16(.):1394240-1406873	0.1266
NM_001199097	chr16(.):1378605-1404442	0.208
NM_003933	chr16(.):1379504-1404442	0.2142
NM_001199096	chr16(.):1381197-1404442	0.2213
NM_003498	chr16(.):11757288-11778015	1.4444
NM_014153	chr16(.):11839441-11896114	0.2988
NM_001130007	chr16(.):11956984-12015519	0.1565
NM_001130006	chr16(.):11956984-12014825	0.1576
NM_001192	chr16(.):12053963-12066925	5.3247
NM_032167	chr16(.):12065601-12152141	0.2075
NM_001039182	chr16(.):29459913-29471285	0.5289
NM_001017389	chr16(.):29462126-29481280	0.5367
NM_003166	chr16(.):29462126-29481301	0.5413
NM_178044	chr16(.):29460821-29474545	0.538
NR_002454	chr16(.):29455665-29466236	0.4409
NR_002556	chr16(.):29471288-29483899	0.6325
NR_037608	chr16(.):29461411-29481301	0.5237
NM_001017390	chr16(.):29466206-29481301	0.4064
NR_024370	chr16(.):29870003-29884374	0.4141
NM_002383	chr16(.):29812854-29827504	1.2742
NR_015396	chr16(.):29870154-29884374	0.4176
NM_145239	chr16(.):29818408-29832202	1.0703
NM_007317	chr16(.):29797057-29821706	0.7423
NM_006319	chr16(.):29864677-29879578	0.4022
NM_024516	chr16(.):29822527-29838816	0.9193
NM_152338	chr16(.):29784560-29796840	0.0923
NM_005115	chr16(.):29826714-29864360	0.3549
NM_001039182	chr16(.):30199255-30210627	0.5549
NM_178044	chr16(.):30200163-30213887	0.5635
NM_003166	chr16(.):30201468-30220650	0.5672
NM_001017389	chr16(.):30201468-30220620	0.5605
NM_001193333	chr16(.):30189730-30205396	1.1117
NR_002454	chr16(.):30195004-30205575	1.5771
NR_037608	chr16(.):30200753-30220650	0.5535
NR_002556	chr16(.):30210637-30223248	0.6086
NR_002555	chr16(.):30229349-30261932	0.1331
NM_001017390	chr16(.):30205548-30220650	0.4488
NM_138447	chr16(.):30609699-30626682	0.4451
NM_024031	chr16(.):30657240-30672734	1.2458
NM_001105079	chr16(.):30670777-30687131	0.3213
NR_002966	chr16(.):30716857-30726986	0.0479
NM_006662	chr16(.):30705461-30756450	0.2459
NM_003414	chr16(.):31880078-31933627	0.4019
NM_001126108	chr16(.):56894118-56954762	1.149
NM_001010989	chr16(.):56960747-56982793	1.8174
NM_032206	chr16(.):57018409-57122436	0.174
NM_001172643	chr16(.):66536905-66589194	1.4832
NM_001172644	chr16(.):66536905-66589315	1.4802
NM_052999	chr16(.):66595349-66618038	0.0882
NM_181641	chr16(.):66581471-66604971	0.7845
NM_181271	chr16(.):66595293-66618038	0.0882
NM_001040138	chr16(.):66581465-66605154	0.7787
NM_001185057	chr16(.):67202764-67214643	0.7377
NM_003946	chr16(.):67202755-67214643	0.7372
NM_001040715	chr16(.):67204504-67222883	0.5109
NM_001950	chr16(.):67221067-67237821	0.1605
NM_024712	chr16(.):67228027-67242927	0.0472
NM_033309	chr16(.):67177004-67189902	0.2202
NM_025187	chr16(.):67138914-67187442	0.1381
NM_178516	chr16(.):67213281-67229107	0.326
NM_003789	chr16(.):67183088-67198812	0.8277
NM_001538	chr16(.):67192287-67208848	1.079
NM_001185058	chr16(.):67199404-67214643	0.6175
NM_018378	chr16(.):67188890-67203077	0.8538
NR_029887	chr16(.):67231223-67241298	0.0433
NM_001193524	chr16(.):67566364-67585691	0.6557
NM_001193523	chr16(.):67558539-67585691	0.6677
NM_001193522	chr16(.):67557719-67585691	0.6496
NM_001138	chr16(.):67511473-67522716	0.4995
NM_024519	chr16(.):67557716-67585691	0.6495
NM_024939	chr16(.):68257449-68275136	0.3114
NM_001184824	chr16(.):68339876-68396169	0.2418
NM_003983	chr16(.):68293422-68340722	0.4637
NM_032178	chr16(.):68329517-68349868	0.2141
NM_199340	chr17(.):62845487-62919903	0.1625
NM_020761	chr17(.):78513624-78945173	0.171
NM_006445	chr17(.):1548922-1593176	0.1843
NM_005022	chr17(.):4843946-4856825	1.9017
NM_153357	chr17(.):6939948-6952242	0.2236
NM_001033553	chr17(.):19985334-20223067	0.1895
NM_001033555	chr17(.):20054401-20223067	0.2245
NM_003170	chr17(.):26984301-27034249	0.1526
NM_000267	chr17(.):29416944-29709695	0.2066
NM_002544	chr17(.):29616667-29629380	0.0652
NM_183232	chr17(.):37916198-38025441	0.7774
NR_027774	chr17(.):43508265-43573146	0.4429
NM_003726	chr17(.):46205801-46512594	0.1086
NM_030802	chr17(.):47782686-47846518	0.5225
NM_017763	chr17(.):56426037-56499931	0.1571
NM_001433	chr17(.):62115389-62212502	0.9049
NM_181671	chr17(.):65368923-65694647	0.1857
NM_014960	chr17(.):66250322-66422000	0.1497
NR_036488	chr17(.):70394462-70593943	0.3045
NM_004252	chr17(.):72739762-72770499	0.5586
NM_001080419	chr17(.):73775680-73826886	0.4654
NM_001113492	chr17(.):75278972-75501678	0.3422
NM_006640	chr17(.):75310596-75501678	0.3883
NM_001113491	chr17(.):75272491-75501678	0.3424
NM_001163075	chr17(.):76137433-76167364	1.2674
NM_025090	chr17(.):76787964-76841969	0.2516
NM_017456	chr17(.):76665129-76783376	0.7505
NM_024648	chr17(.):80342085-80381513	0.2123
NM_001164407	chr17(.):1601083-1618662	0.0722
NM_000934	chr17(.):1641129-1663559	0.0706
NR_028505	chr17(.):1609797-1624566	1.2534
NM_001163811	chr17(.):1622833-1646893	0.1549
NM_001163809	chr17(.):1623124-1646893	0.1561
NM_001165920	chr17(.):1641319-1663559	0.0708
NM_002615	chr17(.):1660258-1685868	0.124
NR_029494	chr17(.):1612196-1622281	1.7858
NM_152348	chr17(.):1614816-1646893	0.6729
NM_080705	chr17(.):3463739-3504125	0.0773
NM_145068	chr17(.):3411485-3466289	0.5506
NM_080704	chr17(.):3463739-3517705	0.0741
NM_080706	chr17(.):3463739-3501171	0.079
NM_018727	chr17(.):3463739-3505336	0.077
NM_000080	chr17(.):4796063-4811369	0.099
NM_001145536	chr17(.):4797947-4811227	0.1079
NM_001165417	chr17(.):4835425-4848462	0.6609
NM_000173	chr17(.):4830591-4843325	0.216
NM_015528	chr17(.):4838629-4853517	1.6297
NM_006612	chr17(.):4896242-4936694	0.1363
NM_015099	chr17(.):4866286-4895960	0.4448
NM_001171168	chr17(.):4866286-4895665	0.4484
NM_053013	chr17(.):4849383-4865426	1.3345
NM_001167985	chr17(.):4886424-4905905	0.3568
NM_004890	chr17(.):4857520-4876132	0.4822
NM_001004333	chr17(.):6910797-6922851	2.5634
NM_001142799	chr17(.):6913072-6925839	2.5881
NM_201566	chr17(.):6934393-6948440	0.4255
NR_029712	chr17(.):6915933-6926020	2.6491
NM_181844	chr17(.):6921368-6937961	0.2747
NM_000697	chr17(.):6894383-6919055	1.0522
NR_030178	chr17(.):6916229-6926341	2.5318
NM_182906	chr17(.):6972855-6988600	0.0446
NM_001143775	chr17(.):7141905-7159995	1.0952
NM_015982	chr17(.):7186570-7202876	0.075
NM_001185023	chr17(.):7158221-7171264	0.0708
NM_001185022	chr17(.):7158221-7171512	0.0696
NM_001128827	chr17(.):7088209-7125928	0.2251
NM_000018	chr17(.):7118152-7133585	0.3731
NM_004422	chr17(.):7123660-7142863	0.4459
NM_007278	chr17(.):7138737-7150753	1.133
NM_024297	chr17(.):7133346-7147825	1.1613
NM_001365	chr17(.):7088209-7128369	0.2164
NM_203415	chr17(.):7150371-7168259	0.4591
NM_015362	chr17(.):7150550-7168259	0.4637
NM_001042	chr17(.):7180053-7196367	0.0917
NM_015343	chr17(.):7141905-7160259	1.0801
NR_029896	chr17(.):7121615-7131698	0.5007
NM_012452	chr17(.):16837397-16880402	1.6303
NR_023380	chr17(.):20219486-20310504	0.1227
NM_006923	chr17(.):26970606-26993933	0.4059
NR_000010	chr17(.):27044599-27054671	0.9795
NR_000009	chr17(.):27045698-27055772	1.5771
NM_031934	chr17(.):27036298-27049908	0.5604
NM_001142625	chr17(.):27036298-27050286	0.5492
NM_000984	chr17(.):27041999-27056374	1.3102
NM_138463	chr17(.):27046365-27058230	1.5722
NR_000014	chr17(.):27045446-27055509	1.3565
NR_000013	chr17(.):27042567-27052634	0.6478
NM_004295	chr17(.):27066022-27082976	0.3067
NM_152465	chr17(.):27025533-27043872	0.1201
NR_024579	chr17(.):27036298-27050251	0.5499
NM_001160407	chr17(.):27046365-27058949	1.4897
NM_178170	chr17(.):27050831-27074784	0.7541
NM_006495	chr17(.):29625787-29646130	1.4006
NM_014210	chr17(.):29638427-29653767	1.9337
NM_002981	chr17(.):32682398-32695252	1.4023
NM_005408	chr17(.):32678470-32690629	0.2779
NM_005623	chr17(.):32641065-32653421	0.0983
NM_002983	chr17(.):34410602-34422506	2.2855
NM_002988	chr17(.):34386642-34403841	0.1275
NM_002984	chr17(.):34426219-34438014	0.8903
NM_021006	chr17(.):34517267-34529156	3.2476
NM_001001418	chr17(.):34576084-34597027	0.2341
NM_001001435	chr17(.):34533467-34545274	1.4993
NM_001001437	chr17(.):34517267-34529147	3.2489
NM_001001417	chr17(.):34488060-34508988	0.2257
NM_021006	chr17(.):34618841-34630730	2.717
NM_001001437	chr17(.):34618841-34630721	2.7182
NM_001001435	chr17(.):34635033-34646840	1.529
NM_001001418	chr17(.):34741118-34813091	0.1661
NM_001130677	chr17(.):36822958-36836187	0.2863
NM_005937	chr17(.):36856872-36891056	1.2785
NM_007144	chr17(.):36885149-36909558	0.4784
NM_002795	chr17(.):36904001-36925478	0.4331
NM_001136498	chr17(.):36881509-36896858	0.2058
NM_005310	chr17(.):37889186-37908538	0.2173
NM_001030002	chr17(.):37889589-37908538	0.2199
NM_032339	chr17(.):37880408-37891788	0.3342
NM_018530	chr17(.):38055847-38078793	0.0971
NM_001042471	chr17(.):38055847-38079903	0.0962
NM_198844	chr17(.):38019454-38039149	1.0005
NM_021724	chr17(.):38244036-38261973	0.7937
NM_001190919	chr17(.):38213445-38255120	0.2895
NM_001190918	chr17(.):38214067-38255120	0.2925
NM_014815	chr17(.):38170349-38215889	0.0816
NM_007359	chr17(.):38291506-38333431	0.2145
NM_001012241	chr17(.):38273789-38298045	0.5204
NM_001145301	chr17(.):38469472-38518895	0.8958
NM_152219	chr17(.):38511904-38525945	0.115
NM_000964	chr17(.):38460422-38518895	0.8636
NM_001024809	chr17(.):38493270-38518895	0.091
NM_001254	chr17(.):38439145-38464413	0.2752
NM_152343	chr17(.):43326759-43344479	0.0776
NM_005892	chr17(.):43294291-43329683	1.7415
NR_024434	chr17(.):43320302-43350997	0.1964
NR_024435	chr17(.):43334557-43350997	0.0611
NM_174919	chr17(.):43501717-43515282	0.5756
NM_199282	chr17(.):43466267-43508012	0.245
NM_001159330	chr17(.):43466267-43488449	0.2811
NR_036199	chr17(.):43547728-43557801	0.0541
NM_005827	chr17(.):47773689-47790282	0.4885
NM_001199155	chr17(.):47860980-47911458	0.1909
NM_000250	chr17(.):56342216-56363296	0.0876
NM_004758	chr17(.):56373593-56411152	0.8062
NM_003168	chr17(.):56417538-56434563	1.04
NR_029683	chr17(.):56403592-56413679	3.3764
NM_004859	chr17(.):57692049-57779317	0.2972
NR_004380	chr17(.):62218437-62228517	0.8158
NR_002995	chr17(.):62218698-62228831	0.8205
NR_036199	chr17(.):62813147-62823220	0.0574
NR_026903	chr17(.):62957667-62976703	0.611
NR_027283	chr17(.):66189800-66201443	0.2021
NM_016627	chr17(.):66239144-66258305	0.6517
NM_001174166	chr17(.):66258166-66292405	0.3694
NR_033876	chr17(.):70589179-70641611	0.3075
NM_001163989	chr17(.):72727958-72748474	0.7359
NM_001006638	chr17(.):72728355-72748474	0.7492
NM_139018	chr17(.):72685451-72714108	0.1036
NM_175738	chr17(.):72662255-72748474	0.265
NR_037409	chr17(.):72739751-72749838	0.7736
NM_017728	chr17(.):72767621-72840922	0.0858
NM_015654	chr17(.):72761685-72777470	0.1608
NM_000154	chr17(.):73749017-73766280	0.2861
NM_005324	chr17(.):73767514-73780860	0.6115
NM_173547	chr17(.):73880040-73898054	0.2894
NM_033452	chr17(.):73865244-73879656	1.6069
NM_012478	chr17(.):73836779-73856501	0.4007
NM_199242	chr17(.):73818307-73845798	0.0889
NM_032478	chr17(.):73889723-73906181	0.4836
NR_027058	chr17(.):75079724-75096068	1.9701
NR_003013	chr17(.):75080388-75090575	2.1975
NM_001143998	chr17(.):75132004-75218181	1.1711
NM_001144001	chr17(.):75176294-75218181	0.7336
NM_001113495	chr17(.):75466324-75501678	0.1583
NM_001113493	chr17(.):75364271-75501678	0.3777
NM_001113496	chr17(.):75441612-75501678	0.2148
NM_001113494	chr17(.):75367164-75501678	0.3681
NR_036200	chr17(.):75388065-75398136	0.0609
NM_152468	chr17(.):76121858-76144049	1.3141
NM_007267	chr17(.):76103998-76133488	0.7844
NM_001127198	chr17(.):76103998-76129861	0.8657
NM_001010982	chr17(.):76178436-76208782	0.1208
NM_003258	chr17(.):76165159-76188285	0.69
NM_004710	chr17(.):76159670-76174009	1.174
NM_001145526	chr17(.):76178442-76208782	0.1208
NR_027083	chr17(.):76178397-76198641	0.1535
NM_003255	chr17(.):76844058-76926472	0.3557
NM_001100407	chr17(.):80395462-80413707	0.7199
NM_001193655	chr17(.):80395462-80412602	0.7627
NM_001038618	chr17(.):80411059-80451143	0.3285
NM_001083608	chr17(.):80411539-80451143	0.3315
NM_173620	chr17(.):80371251-80405516	0.1952
NR_036519	chr17(.):80402590-80413707	1.1415
NM_000633	chr18(.):60785578-60991613	0.7527
NM_001083625	chr18(.):9131757-9290206	0.4
NM_015461	chr18(.):22636887-22937214	0.1156
NM_003199	chr18(.):52884561-53260860	0.1939
NM_021074	chr18(.):9097627-9139343	2.2383
NM_005904	chr18(.):46441222-46482081	1.3425
NM_001190823	chr18(.):46441222-46474177	1.2812
NM_001190822	chr18(.):46441222-46480703	1.3831
NM_016626	chr18(.):48695919-48729051	0.3971
NR_024021	chr18(.):56697970-56725446	0.0647
NM_033280	chr18(.):56802124-56831063	0.7994
NM_030973	chr19(.):50316535-50345237	0.3274
NM_001039846	chr19(.):2091867-2104583	1.2505
NM_001164605	chr19(.):35640844-35665788	0.2956
NM_018028	chr19(.):39828107-39880537	0.0971
NM_014164	chr19(.):35640624-35665788	0.293
NR_028406	chr19(.):35640671-35665788	0.2935
NM_020695	chr19(.):1810244-1853452	0.3199
NM_052847	chr19(.):2506217-2707746	0.7262
NM_005428	chr19(.):6767721-6862371	0.5208
NM_024038	chr19(.):12836453-12850529	0.7121
NM_014975	chr19(.):12944258-12990766	0.0728
NM_032855	chr19(.):16239837-16274377	1.3399
NM_006387	chr19(.):16623699-16658263	0.1603
NM_001398	chr19(.):39301061-39327497	0.1394
NM_007040	chr19(.):41765119-41818811	0.6774
NM_144732	chr19(.):41763390-41818811	0.6592
NM_001031749	chr19(.):44295078-44311613	0.0658
NM_015168	chr19(.):47562446-47622009	0.5731
NM_001145713	chr19(.):47629079-47718893	0.1803
NR_027280	chr19(.):47629114-47718893	0.1803
NM_006801	chr19(.):48880826-48899810	1.3246
NM_134444	chr19(.):56342943-56398220	0.245
NM_001280	chr19(.):1264266-1278171	1.088
NM_017914	chr19(.):1270519-1284243	0.7288
NM_177401	chr19(.):1243551-1264142	0.6147
NM_001001975	chr19(.):1236748-1249824	0.5655
NM_001405	chr19(.):1281167-1304944	0.0786
NM_152769	chr19(.):1224946-1242990	0.214
NR_027271	chr19(.):1262469-1275259	0.5183
NR_023313	chr19(.):1264266-1279809	0.9837
NM_001136139	chr19(.):1604291-1655286	0.5344
NM_003200	chr19(.):1604291-1657326	0.5193
NM_006830	chr19(.):1592153-1610483	0.5902
NM_138813	chr19(.):1777073-1817270	0.113
NM_001178002	chr19(.):1777073-1817199	0.1132
NR_031730	chr19(.):1811157-1821237	0.2055
NR_034114	chr19(.):1817087-1829542	0.0804
NM_031918	chr19(.):1847397-1868564	1.0206
NM_138422	chr19(.):1900416-1918446	0.2636
NM_001130111	chr19(.):1871974-1890518	0.3463
NM_079834	chr19(.):1900372-1931012	0.2535
NM_017572	chr19(.):2032469-2056243	0.5384
NM_017797	chr19(.):1980446-2020702	0.1054
NM_130807	chr19(.):2066034-2101269	2.6316
NM_004152	chr19(.):2264519-2278487	0.6367
NM_018049	chr19(.):2228154-2241328	1.0526
NM_000479	chr19(.):2244112-2257072	0.6211
NM_198532	chr19(.):2269630-2287181	0.4103
NR_031596	chr19(.):2229060-2239148	1.2152
NM_007165	chr19(.):2231815-2253678	0.68
NM_144616	chr19(.):2247249-2261422	1.2489
NM_001101391	chr19(.):2284773-2313156	0.2187
NR_036207	chr19(.):2245637-2255717	0.1906
NM_032737	chr19(.):2423163-2461958	0.4473
NM_012458	chr19(.):2420621-2432875	0.6852
NM_015675	chr19(.):2471122-2483257	1.1053
NM_005490	chr19(.):6747172-6772523	0.3247
NM_001379	chr19(.):10239021-10310755	0.2091
NM_004230	chr19(.):10327108-10346948	1.0361
NR_036206	chr19(.):10336088-10346161	0.5076
NM_001544	chr19(.):10392649-10404198	0.1518
NM_015956	chr19(.):10357639-10375721	0.2167
NM_000201	chr19(.):10376516-10402291	0.1912
NM_001080997	chr19(.):12931296-12946207	0.0633
NM_013312	chr19(.):12868816-12891434	0.1959
NM_004317	chr19(.):12843305-12864137	0.4767
NM_181738	chr19(.):12906426-12917694	0.4449
NM_017682	chr19(.):12858406-12874271	0.0624
NM_002229	chr19(.):12897309-12909125	1.0891
NM_031429	chr19(.):12931295-12951230	0.0709
NM_006397	chr19(.):12912427-12929462	0.2897
NM_005809	chr19(.):12902633-12917694	0.7365
NM_023072	chr19(.):13901273-13948044	0.1608
NR_029613	chr19(.):13980512-13990622	0.063
NR_036515	chr19(.):13940329-13952103	1.1198
NM_001098622	chr19(.):13982949-13996571	0.4367
NR_030179	chr19(.):13980688-13990825	0.0652
NR_029497	chr19(.):13942100-13952173	1.3099
NR_029495	chr19(.):13942400-13952473	1.3536
NR_029501	chr19(.):13942253-13952331	1.3298
NM_005370	chr19(.):16217489-16249445	0.8416
NM_001145160	chr19(.):16173316-16218813	0.6542
NR_024335	chr19(.):16139522-16157918	0.0742
NR_024336	chr19(.):16140288-16157918	0.0745
NM_003290	chr19(.):16182134-16218813	0.6587
NM_032493	chr19(.):16303664-16351156	0.0816
NM_054113	chr19(.):16267178-16289286	0.4096
NM_014077	chr19(.):16291234-16307857	0.2051
NM_024881	chr19(.):16655647-16688193	0.0969
NM_004831	chr19(.):16680717-16744015	0.6743
NM_015925	chr19(.):35734558-35763867	0.6045
NM_152481	chr19(.):35710703-35724628	0.0682
NM_006149	chr19(.):39287310-39308740	0.0548
NM_012237	chr19(.):39364194-39395463	0.3516
NM_001005335	chr19(.):39322027-39347979	0.8104
NM_001001716	chr19(.):39385614-39404534	0.2136
NM_001533	chr19(.):39322027-39345617	0.8447
NM_001193286	chr19(.):39364194-39395502	0.3512
NR_034146	chr19(.):39364194-39389795	0.303
NM_001195833	chr19(.):39353471-39373919	0.3774
NM_003407	chr19(.):39892486-39905045	3.098
NM_003169	chr19(.):39931287-39972308	0.2377
NM_001130825	chr19(.):39931185-39972308	0.2393
NM_019088	chr19(.):39871269-39886679	0.3988
NM_017592	chr19(.):39876962-39896203	1.8265
NM_001020	chr19(.):39918846-39931618	0.473
NM_022835	chr19(.):39898749-39924055	0.5025
NM_001699	chr19(.):41720107-41772671	0.4607
NM_052848	chr19(.):41811093-41835788	0.6759
NM_001098506	chr19(.):42077530-42098197	0.1099
NM_019612	chr19(.):44215213-44229169	0.0584
NM_019108	chr19(.):44230300-44264142	0.476
