#25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_ROSE/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam
#Using cutoff of 21334.4067 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
13_MACS_peak_6917_lociStitched	chr11	1744519	1768088	13	19754	26442.0611	2189.5601	530	1
5_MACS_peak_12162_lociStitched	chr16	4363382	4385558	5	19714	31017.5712	2084.544	531	1
6_MACS_peak_6728_lociStitched	chr11	377170	397618	6	19709	34630.7328	1637.8848	532	1
8_MACS_peak_16909_lociStitched	chr17	77870911	77892549	8	19670	26426.4894	1917.1268	533	1
7_MACS_peak_25616_lociStitched	chr21	43178569	43198751	7	19639	29667.54	2637.7874	534	1
7_MACS_peak_16573_lociStitched	chr17	75848482	75870414	7	19620	27485.1824	2723.9544	535	1
13_MACS_peak_318_lociStitched	chr1	2736007	2758778	13	19620	24904.6427	1782.9693	536	1
7_MACS_peak_20198_lociStitched	chr19	36008244	36028408	7	19601	24920.6876	1645.3824	537	1
13_MACS_peak_4426_lociStitched	chr1	37762409	37786104	13	19577	25979.198	2201.2655	538	1
10_MACS_peak_29895_lociStitched	chr4	7323724	7346584	10	19516	26147.268	1860.804	539	1
10_MACS_peak_17716_lociStitched	chr19	3287473	3310029	10	19502	29618.2836	2936.7912	540	1
4_MACS_peak_26048_lociStitched	chr21	47358288	47378358	4	19464	35580.096	2462.589	541	1
1_MACS_peak_6815_lociStitched	chr11	1212743	1232200	1	19458	38760.2897	1649.9536	542	1
2_MACS_peak_25897_lociStitched	chr21	46114552	46134005	2	19440	42316.1109	1933.6282	543	1
7_MACS_peak_29051_lociStitched	chr3	52530806	52552460	7	19429	30475.8396	2063.6262	544	1
3_MACS_peak_25198_lociStitched	chr20	60783632	60804293	3	19400	43925.286	1592.9631	545	1
5_MACS_peak_36374_lociStitched	chr9	133524624	133544828	5	19399	38563.3748	1832.5028	546	1
12_MACS_peak_33568_lociStitched	chr7	155307718	155330534	12	19397	24962.9856	2687.7248	547	1
12_MACS_peak_6120_lociStitched	chr10	114735217	114757394	12	19306	24816.063	2605.7975	548	1
10_MACS_peak_27029_lociStitched	chr22	37114496	37136129	10	19301	25516.1235	2124.3606	549	1
5_MACS_peak_23146_lociStitched	chr2	220298596	220318921	5	19275	32654.145	1884.1275	550	1
1_MACS_peak_25903_lociStitched	chr21	46164221	46183455	1	19235	37258.1814	2481.186	551	1
8_MACS_peak_25289_lociStitched	chr20	61713499	61733598	8	19235	33697.9834	1451.1478	552	1
11_MACS_peak_5080_lociStitched	chr1	204950231	204972036	11	19227	25985.0185	3153.003	553	1
11_MACS_peak_37505_lociStitched	chr9	140225326	140248813	11	19221	29323.5195	1996.395	554	1
2_MACS_peak_12000_lociStitched	chr16	3033845	3053297	2	19211	44597.6004	1832.3784	555	1
6_MACS_peak_35608_lociStitched	chr8	145093574	145113340	6	19203	29554.1232	1577.3268	556	1
12_MACS_peak_34469_lociStitched	chr8	7423466	7444364	12	19188	26596.8846	2135.7756	557	1
2_MACS_peak_6949_lociStitched	chr11	1839849	1859076	2	19127	41080.4082	1343.9673	558	1
5_MACS_peak_11923_lociStitched	chr16	2233199	2252763	5	19116	40176.6304	1641.4196	559	1
3_MACS_peak_26076_lociStitched	chr21	47468838	47488576	3	19086	31505.7956	2295.5294	560	1
8_MACS_peak_36575_lociStitched	chr9	135411485	135432867	8	19066	25418.9216	1960.7294	561	1
14_MACS_peak_2356_lociStitched	chr1	18088064	18110523	14	19065	22804.8686	1944.9494	562	1
2_MACS_peak_11930_lociStitched	chr16	2324805	2344186	2	19039	38260.0321	1850.8855	563	1
4_MACS_peak_18450_lociStitched	chr19	8390588	8410516	4	19034	33451.1408	2915.4664	564	1
11_MACS_peak_17670_lociStitched	chr19	3130585	3152152	11	18959	25166.5323	2678.6214	565	1
10_MACS_peak_35020_lociStitched	chr8	142728984	142749820	10	18957	25411.5856	1435.6004	566	1
15_MACS_peak_3939_lociStitched	chr1	30783718	30806067	15	18873	23196.0271	1879.5509	567	1
8_MACS_peak_37471_lociStitched	chr9	140022361	140043583	8	18866	30914.0874	2035.1898	568	1
11_MACS_peak_27620_lociStitched	chr22	44831147	44851256	11	18825	24575.2089	1620.7854	569	1
9_MACS_peak_29017_lociStitched	chr3	50564393	50586502	9	18821	31923.1851	1996.4427	570	1
9_MACS_peak_12344_lociStitched	chr16	29186154	29206005	9	18810	23503.584	1574.1843	571	1
5_MACS_peak_14017_lociStitched	chr17	1914038	1933253	5	18807	37330.902	1881.1485	572	1
9_MACS_peak_3960_lociStitched	chr1	30841107	30862262	9	18807	25366.9605	1918.7585	573	1
3_MACS_peak_1083_lociStitched	chr1	6554162	6573075	3	18805	41776.9257	1777.822	574	1
7_MACS_peak_32996_lociStitched	chr7	100805715	100825442	7	18796	35141.6778	1801.0751	575	1
12_MACS_peak_2979_lociStitched	chr1	20674469	20696628	12	18790	24674.0465	1870.2196	576	1
17_MACS_peak_9277_lociStitched	chr12	3291841	3317124	17	18734	25343.6792	2320.9794	577	1
5_MACS_peak_11332_lociStitched	chr15	74559282	74579201	5	18719	26484.3024	1639.3337	578	1
8_MACS_peak_35198_lociStitched	chr8	143245551	143265666	8	18711	23834.2635	1355.751	579	1
8_MACS_peak_17384_lociStitched	chr19	356835	376557	8	18703	28086.1002	2372.5566	580	1
9_MACS_peak_36453_lociStitched	chr9	134653148	134674001	9	18697	24604.4547	2179.1385	581	1
6_MACS_peak_25073_lociStitched	chr20	60268122	60288213	6	18677	25316.6691	1717.7805	582	1
11_MACS_peak_34940_lociStitched	chr8	142538861	142560116	11	18668	24823.7145	1859.8125	583	1
2_MACS_peak_25365_lociStitched	chr20	62170108	62188876	2	18666	36841.584	1619.6784	584	1
8_MACS_peak_11802_lociStitched	chr16	954665	975261	8	18665	28815.8636	1503.508	585	1
7_MACS_peak_7574_lociStitched	chr11	64320983	64341179	7	18656	29516.454	1892.3652	586	1
8_MACS_peak_21357_lociStitched	chr19	48214537	48234014	8	18641	27287.277	1858.1058	587	1
2_MACS_peak_17772_lociStitched	chr19	3728268	3746996	2	18639	35792.9536	2494.5696	588	1
2_MACS_peak_16642_lociStitched	chr17	76353067	76372264	2	18631	34566.1182	2011.8456	589	1
5_MACS_peak_1003_lociStitched	chr1	5800904	5820039	5	18621	28553.247	1450.433	590	1
8_MACS_peak_13794_lociStitched	chr17	169040	189882	8	18598	25339.7036	1675.6968	591	1
11_MACS_peak_7366_lociStitched	chr11	61383907	61404786	11	18591	23002.3943	2144.2733	592	1
5_MACS_peak_25812_lociStitched	chr21	45698293	45717787	5	18588	47951.3412	2267.1522	593	1
9_MACS_peak_8345_lociStitched	chr11	70662415	70682573	9	18565	24028.336	1439.2812	594	1
11_MACS_peak_1665_lociStitched	chr1	9707648	9729851	11	18555	26041.8987	1942.7625	595	1
4_MACS_peak_26811_lociStitched	chr22	30103077	30123388	4	18536	30681.7966	1718.3106	596	1
7_MACS_peak_5737_lociStitched	chr10	73280824	73300922	7	18514	22799.1712	1917.3492	597	1
10_MACS_peak_16653_lociStitched	chr17	76443358	76465240	10	18488	27805.4574	1846.8408	598	1
5_MACS_peak_26103_lociStitched	chr22	18756768	18775903	5	18466	27016.7065	3044.3785	599	1
9_MACS_peak_9113_lociStitched	chr12	146826	167161	9	18466	26268.753	4557.0735	600	1
5_MACS_peak_32377_lociStitched	chr7	2714012	2733581	5	18454	28560.9555	1749.4686	601	1
11_MACS_peak_18136_lociStitched	chr19	6315343	6337388	11	18449	23407.381	2532.9705	602	1
7_MACS_peak_22305_lociStitched	chr19	55995232	56014779	7	18392	34381.2183	1831.5539	603	1
7_MACS_peak_32154_lociStitched	chr7	1278148	1297542	7	18388	25183.109	1153.943	604	1
8_MACS_peak_5096_lociStitched	chr1	205009576	205029308	8	18319	27632.6928	2717.0964	605	1
5_MACS_peak_36473_lociStitched	chr9	134705775	134724917	5	18286	29072.8696	1807.0048	606	1
13_MACS_peak_27769_lociStitched	chr22	45194050	45214939	13	18282	22691.7207	1560.4083	607	1
9_MACS_peak_28180_lociStitched	chr22	49284749	49305426	9	18259	26627.8406	1780.2897	608	1
2_MACS_peak_11883_lociStitched	chr16	1475858	1494152	2	18253	40336.4406	1276.9212	609	1
7_MACS_peak_19988_lociStitched	chr19	33751012	33770795	7	18245	21982.8696	1697.3814	610	1
6_MACS_peak_23106_lociStitched	chr2	219877791	219897885	6	18229	26777.2644	2073.7008	611	1
5_MACS_peak_15541_lociStitched	chr17	46690848	46710581	5	18211	32399.6127	2071.965	612	1
10_MACS_peak_6551_lociStitched	chr10	134901667	134921383	10	18182	24532.6188	1356.4608	613	1
6_MACS_peak_6787_lociStitched	chr11	1070718	1090428	6	18175	35742.114	1464.453	614	1
8_MACS_peak_31644_lociStitched	chr6	33760263	33779740	8	18117	23740.5153	2124.9407	615	1
6_MACS_peak_21251_lociStitched	chr19	46986977	47006720	6	18065	33683.5323	1960.4799	616	1
12_MACS_peak_35542_lociStitched	chr8	144742080	144764081	12	18058	28944.5156	1911.8869	617	1
4_MACS_peak_314_lociStitched	chr1	2715397	2734618	4	18050	29000.6448	1339.7037	618	1
13_MACS_peak_3556_lociStitched	chr1	29628834	29650859	13	18035	25813.3	1984.4525	619	1
10_MACS_peak_12419_lociStitched	chr16	31007516	31027162	10	18026	25056.5084	1860.4762	620	1
4_MACS_peak_34654_lociStitched	chr8	22004075	22022193	4	17989	31634.028	1860.7186	621	1
5_MACS_peak_21554_lociStitched	chr19	49092367	49111163	5	17969	28162.0468	1612.6968	622	1
4_MACS_peak_27428_lociStitched	chr22	43593410	43612273	4	17956	27821.0387	1546.766	623	1
3_MACS_peak_18346_lociStitched	chr19	7949758	7967816	3	17944	26924.478	2522.7026	624	1
4_MACS_peak_14406_lociStitched	chr17	7718040	7736982	4	17924	29430.1854	2117.7156	625	1
9_MACS_peak_37295_lociStitched	chr9	138545566	138564612	9	17895	23632.2768	1253.2268	626	1
8_MACS_peak_35618_lociStitched	chr8	145551886	145571752	8	17894	27615.7266	1617.0924	627	1
7_MACS_peak_11893_lociStitched	chr16	1955499	1975296	7	17870	29762.8098	1561.9833	628	1
5_MACS_peak_17529_lociStitched	chr19	2299215	2318053	5	17842	33465.707	2595.8764	629	1
5_MACS_peak_11788_lociStitched	chr16	888244	907311	5	17814	25223.7343	1565.4007	630	1
8_MACS_peak_9463_lociStitched	chr12	50347632	50367511	8	17800	27073.2101	2079.3434	631	1
3_MACS_peak_11645_lociStitched	chr15	89898207	89916555	3	17770	31910.8416	1717.3728	632	1
18_MACS_peak_21654_lociStitched	chr19	49663207	49686848	18	17754	23726.1076	2484.6691	633	1
8_MACS_peak_9507_lociStitched	chr12	52397736	52417339	8	17708	27763.7289	2019.109	634	1
8_MACS_peak_4986_lociStitched	chr1	202154028	202173519	8	17689	35914.1166	2867.1261	635	1
6_MACS_peak_11316_lociStitched	chr15	74509398	74527685	6	17682	24398.5154	1550.7376	636	1
3_MACS_peak_17769_lociStitched	chr19	3708064	3726438	3	17678	29185.2616	2860.8318	637	1
6_MACS_peak_3283_lociStitched	chr1	22938969	22957945	6	17667	25086.272	1616.7552	638	1
5_MACS_peak_243_lociStitched	chr1	2297915	2316645	5	17666	34721.674	1822.429	639	1
3_MACS_peak_31138_lociStitched	chr5	176299362	176317073	3	17665	33866.9742	1498.3506	640	1
11_MACS_peak_25383_lociStitched	chr20	62384112	62405328	11	17635	26203.8816	1665.456	641	1
4_MACS_peak_5550_lociStitched	chr10	71486341	71505071	4	17632	27986.366	1987.253	642	1
1_MACS_peak_7102_lociStitched	chr11	3209508	3227128	1	17621	31936.25	1811.336	643	1
3_MACS_peak_17441_lociStitched	chr19	585366	603703	3	17612	39851.8021	1956.5579	644	1
11_MACS_peak_7205_lociStitched	chr11	44322443	44343211	11	17592	26020.2272	1794.3552	645	1
13_MACS_peak_21202_lociStitched	chr19	46900413	46921128	13	17580	24708.852	1731.774	646	1
3_MACS_peak_25525_lociStitched	chr21	38064147	38082464	3	17561	31970.4918	1839.0268	647	1
5_MACS_peak_32133_lociStitched	chr7	1216993	1235660	5	17546	25252.7176	1855.4998	648	1
4_MACS_peak_3095_lociStitched	chr1	21040961	21058602	4	17499	35978.8195	1831.1358	649	1
6_MACS_peak_33935_lociStitched	chr7	157632963	157650919	6	17486	27307.4848	2095.4652	650	1
6_MACS_peak_25693_lociStitched	chr21	44010802	44030209	6	17483	29085.2709	2821.7778	651	1
6_MACS_peak_3305_lociStitched	chr1	22985849	23004711	6	17477	21655.4622	1723.9868	652	1
13_MACS_peak_25394_lociStitched	chr20	62406678	62427025	13	17459	22172.1259	1941.1038	653	1
6_MACS_peak_16674_lociStitched	chr17	76518412	76536393	6	17446	25419.7397	1706.3969	654	1
4_MACS_peak_15524_lociStitched	chr17	45922041	45940738	4	17396	29896.503	2138.9368	655	1
9_MACS_peak_19667_lociStitched	chr19	18492658	18510926	9	17387	22314.362	1980.2512	656	1
6_MACS_peak_21032_lociStitched	chr19	45714097	45732149	6	17379	23783.51	1556.0824	657	1
7_MACS_peak_1221_lociStitched	chr1	7279311	7297814	7	17373	23382.2411	1385.8747	658	1
6_MACS_peak_32913_lociStitched	chr7	100416102	100434273	6	17351	27201.987	1428.2406	659	1
12_MACS_peak_10997_lociStitched	chr14	106081076	106101388	12	17349	25024.384	1614.804	660	1
7_MACS_peak_7592_lociStitched	chr11	64363447	64381801	7	17343	26051.6676	1292.1216	661	1
10_MACS_peak_16249_lociStitched	chr17	72413692	72433224	10	17319	25225.578	1677.7988	662	1
10_MACS_peak_29295_lociStitched	chr3	195483952	195505952	10	17309	27482.4	3009.6	663	1
1_MACS_peak_25147_lociStitched	chr20	60446766	60463999	1	17234	26345.8104	1271.7954	664	1
13_MACS_peak_35163_lociStitched	chr8	143170403	143190934	13	17232	22122.1525	1515.1878	665	1
6_MACS_peak_14577_lociStitched	chr17	16733356	16751181	6	17231	21864.145	1782.5	666	1
8_MACS_peak_36600_lociStitched	chr9	135615546	135633697	8	17139	23932.0935	1684.4128	667	1
6_MACS_peak_36201_lociStitched	chr9	132405490	132423304	6	17133	26606.9904	1560.5064	668	1
18_MACS_peak_3909_lociStitched	chr1	30712294	30735282	18	17099	21797.2216	2103.402	669	1
10_MACS_peak_36681_lociStitched	chr9	136036336	136054639	10	17093	21026.4864	1552.0944	670	1
8_MACS_peak_4787_lociStitched	chr1	156584891	156604632	8	17082	30458.3889	3205.9384	671	1
4_MACS_peak_25906_lociStitched	chr21	46247213	46266350	4	16953	33619.8816	2216.0646	672	1
3_MACS_peak_5701_lociStitched	chr10	73045675	73062680	3	16920	24446.388	1567.861	673	1
7_MACS_peak_14447_lociStitched	chr17	7983538	8001351	7	16913	24859.8228	1968.3365	674	1
21_MACS_peak_28860_lociStitched	chr3	48448427	48470805	21	16903	21151.6856	2018.4956	675	1
15_MACS_peak_24235_lociStitched	chr20	49009565	49030694	15	16889	20729.6619	2017.8195	676	1
2_MACS_peak_33304_lociStitched	chr7	151076807	151094351	2	16885	39574.0008	2275.4568	677	1
12_MACS_peak_32504_lociStitched	chr7	5625090	5645258	12	16864	28757.5512	1621.5072	678	1
3_MACS_peak_14923_lociStitched	chr17	34742090	34759389	3	16863	36556.2468	4271.1231	679	1
5_MACS_peak_17113_lociStitched	chr17	79759021	79777508	5	16807	44670.1381	1556.6054	680	1
6_MACS_peak_27460_lociStitched	chr22	43685941	43703426	6	16806	20637.5455	1486.225	681	1
13_MACS_peak_8703_lociStitched	chr11	117367298	117387896	13	16790	21055.2756	1888.8366	682	1
7_MACS_peak_37119_lociStitched	chr9	137992090	138009789	7	16783	24058.2507	1061.94	683	1
7_MACS_peak_37494_lociStitched	chr9	140199489	140217160	7	16778	28600.5135	1277.6133	684	1
10_MACS_peak_22358_lociStitched	chr19	56265232	56285736	10	16773	24818.0416	2925.9208	685	1
8_MACS_peak_36733_lociStitched	chr9	136175405	136194773	8	16772	25077.6864	1690.8264	686	1
9_MACS_peak_16599_lociStitched	chr17	75934307	75953541	9	16752	22261.4316	2161.9016	687	1
2_MACS_peak_32953_lociStitched	chr7	100632761	100650016	2	16750	57845.662	2848.8005	688	1
11_MACS_peak_19044_lociStitched	chr19	14488967	14509423	11	16710	20983.7648	1886.0432	689	1
6_MACS_peak_37217_lociStitched	chr9	138261105	138278915	6	16688	22572.394	1284.101	690	1
9_MACS_peak_33139_lociStitched	chr7	101256418	101275221	9	16685	21456.1033	1624.5792	691	1
1_MACS_peak_14998_lociStitched	chr17	36333764	36350429	1	16666	42310.7685	5549.445	692	1
3_MACS_peak_11795_lociStitched	chr16	916942	934045	3	16659	28430.3169	1229.7057	693	1
7_MACS_peak_15569_lociStitched	chr17	47034004	47052178	7	16634	24202.3158	1652.0166	694	1
12_MACS_peak_11492_lociStitched	chr15	78021670	78042054	12	16626	21183.0528	1700.0256	695	1
12_MACS_peak_1162_lociStitched	chr1	7106963	7125160	12	16616	20666.3329	1339.2992	696	1
10_MACS_peak_13737_lociStitched	chr17	117	18928	10	16576	21685.3208	1685.4656	697	1
12_MACS_peak_2212_lociStitched	chr1	17628521	17648693	12	16567	20833.6416	1922.3916	698	1
6_MACS_peak_24123_lociStitched	chr20	44930535	44947861	6	16542	23164.862	1500.4316	699	1
3_MACS_peak_11563_lociStitched	chr15	79054425	79071785	3	16536	25460.176	1291.584	700	1
16_MACS_peak_30149_lociStitched	chr4	8015551	8035768	16	16524	21284.4576	1463.7108	701	1
2_MACS_peak_37526_lociStitched	chr9	140317913	140334387	2	16438	39132.3396	1360.7524	702	1
7_MACS_peak_6189_lociStitched	chr10	126702498	126720576	7	16429	20516.7222	1657.7526	703	1
10_MACS_peak_20205_lociStitched	chr19	36043579	36062335	10	16396	21788.8452	1648.6524	704	1
7_MACS_peak_37518_lociStitched	chr9	140256802	140274562	7	16394	25082.448	1582.416	705	1
5_MACS_peak_22962_lociStitched	chr2	128380608	128397995	5	16391	23741.9485	1366.6182	706	1
3_MACS_peak_5091_lociStitched	chr1	204975384	204991875	3	16383	23878.968	2544.5613	707	1
9_MACS_peak_6967_lociStitched	chr11	1916965	1935531	9	16364	22834.3234	1832.4642	708	1
13_MACS_peak_13435_lociStitched	chr16	87671185	87690253	13	16361	21312.3036	833.2716	709	1
3_MACS_peak_26342_lociStitched	chr22	21560119	21577507	3	16358	24303.2076	3034.206	710	1
5_MACS_peak_25418_lociStitched	chr20	62463138	62480450	5	16352	24744.0416	1357.2608	711	1
4_MACS_peak_11798_lociStitched	chr16	935820	953498	4	16334	27510.5036	1230.3888	712	1
14_MACS_peak_1228_lociStitched	chr1	7305857	7325433	14	16322	19619.0672	1611.1048	713	1
4_MACS_peak_2020_lociStitched	chr1	16383325	16400045	4	16275	28803.544	1389.432	714	1
3_MACS_peak_9258_lociStitched	chr12	3234934	3252334	3	16269	26381.88	1847.88	715	1
4_MACS_peak_30145_lociStitched	chr4	7996733	8013490	4	16261	20924.4659	1256.775	716	1
5_MACS_peak_25284_lociStitched	chr20	61689551	61707779	5	16243	24926.79	1164.7692	717	1
13_MACS_peak_5253_lociStitched	chr1	234936397	234955912	13	16214	17625.948	3132.1575	718	1
7_MACS_peak_22325_lociStitched	chr19	56055125	56072326	7	16212	21441.0465	1513.688	719	1
6_MACS_peak_28075_lociStitched	chr22	46845580	46862903	6	16208	21376.582	1512.2979	720	1
8_MACS_peak_16589_lociStitched	chr17	75908649	75928214	8	16188	23597.3465	2114.9765	721	1
9_MACS_peak_6831_lociStitched	chr11	1387157	1405070	9	16186	24945.6438	1427.6661	722	1
4_MACS_peak_14770_lociStitched	chr17	21313252	21330280	4	16177	23987.3436	3020.7672	723	1
9_MACS_peak_7665_lociStitched	chr11	66058226	66076840	9	16161	22712.8028	1766.4686	724	1
4_MACS_peak_30747_lociStitched	chr5	1652413	1669129	4	16138	23868.7764	1810.3428	725	1
5_MACS_peak_15528_lociStitched	chr17	45942511	45959179	5	16125	22073.4324	1626.7968	726	1
20_MACS_peak_12788_lociStitched	chr16	84859738	84883320	20	16115	21169.5614	1172.0254	727	1
16_MACS_peak_6501_lociStitched	chr10	134803122	134823802	16	16102	20001.696	1515.844	728	1
5_MACS_peak_37755_lociStitched	chrX	152897511	152915108	5	16095	23546.5457	776.0277	729	1
11_MACS_peak_3063_lociStitched	chr1	20874354	20892033	11	16075	20756.9139	1675.9692	730	1
7_MACS_peak_19554_lociStitched	chr19	17977055	17994308	7	16055	23403.6945	1566.5724	731	1
10_MACS_peak_33842_lociStitched	chr7	157398872	157415869	10	16039	19811.7032	1572.2225	732	1
7_MACS_peak_17693_lociStitched	chr19	3225402	3243080	7	16034	24282.5008	2066.5582	733	1
7_MACS_peak_7336_lociStitched	chr11	61245971	61263511	7	16025	21919.738	1508.44	734	1
6_MACS_peak_33473_lociStitched	chr7	155014331	155031630	6	16021	21191.275	1977.2757	735	1
9_MACS_peak_17855_lociStitched	chr19	4771915	4789833	9	16021	22734.3584	2327.5482	736	1
11_MACS_peak_30181_lociStitched	chr4	8068225	8087270	11	15979	20629.544	1470.274	737	1
8_MACS_peak_35043_lociStitched	chr8	142839028	142858817	8	15962	20453.9104	1591.0356	738	1
6_MACS_peak_2324_lociStitched	chr1	18018338	18034942	6	15933	21286.328	1451.1896	739	1
12_MACS_peak_23350_lociStitched	chr2	241652216	241671235	12	15930	19930.0101	871.0702	740	1
2_MACS_peak_32253_lociStitched	chr7	1586522	1602898	2	15917	25592.4128	1218.3744	741	1
4_MACS_peak_18245_lociStitched	chr19	7036736	7052726	4	15886	22832.121	3142.035	742	1
3_MACS_peak_12002_lociStitched	chr16	3054934	3071807	3	15866	29723.4768	1737.919	743	1
22_MACS_peak_18995_lociStitched	chr19	14410847	14434646	22	15862	20919.321	1849.1823	744	1
9_MACS_peak_37030_lociStitched	chr9	137769257	137787128	9	15828	23913.1851	1370.7057	745	1
11_MACS_peak_27866_lociStitched	chr22	45429715	45449392	11	15819	18945.0156	1631.2233	746	1
5_MACS_peak_4876_lociStitched	chr1	161425884	161443533	5	15808	27175.9302	6676.6167	747	1
6_MACS_peak_36422_lociStitched	chr9	133978742	133996882	6	15802	24543.42	1915.584	748	1
10_MACS_peak_19519_lociStitched	chr19	17795933	17814495	10	15794	20640.944	1880.3306	749	1
6_MACS_peak_28482_lociStitched	chr22	51035289	51052884	6	15790	31892.697	1504.3725	750	1
6_MACS_peak_16283_lociStitched	chr17	72533198	72550386	6	15781	22621.1268	1780.6768	751	1
2_MACS_peak_17282_lociStitched	chr18	44541958	44557716	2	15732	24281.5022	6804.3044	752	1
10_MACS_peak_1869_lociStitched	chr1	11587475	11606261	10	15727	20760.4086	1647.5322	753	1
7_MACS_peak_27841_lociStitched	chr22	45384489	45401676	7	15712	22198.7292	1344.0234	754	1
7_MACS_peak_11325_lociStitched	chr15	74540827	74557617	7	15703	21190.659	1717.617	755	1
10_MACS_peak_11442_lociStitched	chr15	77921341	77940036	10	15694	23697.782	1906.89	756	1
6_MACS_peak_6735_lociStitched	chr11	403358	420092	6	15688	27130.8342	1168.0332	757	1
8_MACS_peak_11595_lociStitched	chr15	82903642	82922258	8	15655	16434.2048	1001.5408	758	1
5_MACS_peak_16863_lociStitched	chr17	77684488	77701563	5	15634	22477.53	1828.7325	759	1
6_MACS_peak_7095_lociStitched	chr11	2934506	2951652	6	15604	28951.021	1447.1224	760	1
14_MACS_peak_14715_lociStitched	chr17	20404876	20423153	14	15589	17039.6471	1560.8558	761	1
4_MACS_peak_31154_lociStitched	chr5	176885184	176902453	4	15570	27414.5375	1388.4276	762	1
9_MACS_peak_20613_lociStitched	chr19	41056977	41075958	9	15562	21871.8063	1751.9463	763	1
3_MACS_peak_14326_lociStitched	chr17	7185016	7200930	3	15560	30077.46	1564.3462	764	1
4_MACS_peak_262_lociStitched	chr1	2458330	2474695	4	15555	30335.8005	1394.298	765	1
1_MACS_peak_14921_lociStitched	chr17	34576941	34592478	1	15538	34687.9062	3881.1426	766	1
5_MACS_peak_30611_lociStitched	chr5	488226	505171	5	15526	20776.2645	1208.1785	767	1
3_MACS_peak_16397_lociStitched	chr17	73604567	73620958	3	15518	35088.2137	1744.0024	768	1
6_MACS_peak_25971_lociStitched	chr21	46662179	46679876	6	15514	25200.528	2435.1072	769	1
8_MACS_peak_30731_lociStitched	chr5	1399486	1417124	8	15489	20625.8772	1746.162	770	1
8_MACS_peak_6008_lociStitched	chr10	102561380	102577746	8	15457	20367.487	1536.7674	771	1
3_MACS_peak_6204_lociStitched	chr10	126736795	126752364	3	15434	21184.7383	1793.5488	772	1
7_MACS_peak_22282_lociStitched	chr19	55872567	55888404	7	15434	26693.2635	1373.0679	773	1
7_MACS_peak_23987_lociStitched	chr20	43318554	43335855	7	15411	20903.0682	2058.819	774	1
10_MACS_peak_15377_lociStitched	chr17	43040742	43059695	10	15397	23713.9936	1882.0329	775	1
1_MACS_peak_33199_lociStitched	chr7	128482594	128497989	1	15396	31368.852	2209.1825	776	1
2_MACS_peak_4744_lociStitched	chr1	155088967	155104381	2	15350	35635.6266	2495.5266	777	1
12_MACS_peak_2787_lociStitched	chr1	19116963	19135258	12	15304	19200.6025	1781.933	778	1
2_MACS_peak_4756_lociStitched	chr1	155158266	155173654	2	15302	25359.424	2543.6364	779	1
6_MACS_peak_36463_lociStitched	chr9	134677849	134694570	6	15265	26676.6834	1640.3301	780	1
3_MACS_peak_5408_lociStitched	chr10	11743832	11759704	3	15229	29204.48	2110.976	781	1
9_MACS_peak_37186_lociStitched	chr9	138178827	138195060	9	15226	23109.2988	1491.8127	782	1
3_MACS_peak_23169_lociStitched	chr2	220491035	220506704	3	15223	22539.8565	1262.9214	783	1
11_MACS_peak_19709_lociStitched	chr19	18909373	18926190	11	15221	19021.7087	1755.6948	784	1
4_MACS_peak_18917_lociStitched	chr19	13973816	13989870	4	15190	24386.026	1293.9524	785	1
5_MACS_peak_19963_lociStitched	chr19	33697215	33713131	5	15181	22747.1472	1518.3864	786	1
11_MACS_peak_6623_lociStitched	chr10	135153344	135171189	11	15174	19076.305	1552.515	787	1
4_MACS_peak_32831_lociStitched	chr7	99759498	99775002	4	15151	26172.3024	1626.3696	788	1
3_MACS_peak_6053_lociStitched	chr10	102840212	102856487	3	15145	22972.1625	1725.15	789	1
8_MACS_peak_24621_lociStitched	chr20	57140709	57157709	8	15140	19170.9	1494.3	790	1
5_MACS_peak_11746_lociStitched	chr16	318369	334455	5	15138	25164.9384	1212.8844	791	1
4_MACS_peak_17437_lociStitched	chr19	544052	559462	4	15101	24122.814	1765.986	792	1
8_MACS_peak_35525_lociStitched	chr8	144493827	144511849	8	15084	29813.7946	1591.3426	793	1
2_MACS_peak_25699_lociStitched	chr21	44033056	44048510	2	15056	27489.5752	2556.0916	794	1
15_MACS_peak_27005_lociStitched	chr22	37078589	37098053	15	15043	20001.2064	1893.8472	795	1
3_MACS_peak_15049_lociStitched	chr17	37751010	37766587	3	14986	29738.0507	1345.8528	796	1
6_MACS_peak_14318_lociStitched	chr17	7163936	7179907	6	14970	22485.5709	1664.1782	797	1
