REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_33206_lociStitched	chr7	131371233	131373550	1	2318	2707.6462	379.988
3_MACS_peak_5202_lociStitched	chr1	228208419	228210735	3	2000	2215.7172	262.4028
2_MACS_peak_14183_lociStitched	chr17	6325496	6327811	2	2181	2380.283	274.7905
1_MACS_peak_25686_lociStitched	chr21	43872467	43874781	1	2315	2455.154	378.1076
3_MACS_peak_6301_lociStitched	chr10	133477182	133479493	3	1791	1950.484	155.7614
3_MACS_peak_35557_lociStitched	chr8	144790713	144793023	3	1158	1576.113	183.183
3_MACS_peak_23310_lociStitched	chr2	241337061	241339370	3	1142	1631.0776	48.2581
2_MACS_peak_28818_lociStitched	chr3	38689936	38692243	2	1484	2006.3979000000002	286.068
4_MACS_peak_5594_lociStitched	chr10	71621018	71623324	4	1755	1929.8914	275.3364
4_MACS_peak_7901_lociStitched	chr11	69031235	69033539	4	1502	1648.0512	173.0304
3_MACS_peak_8512_lociStitched	chr11	71134585	71136889	3	1759	1912.7808	250.2144
2_MACS_peak_11210_lociStitched	chr15	67134057	67136361	2	1797	2349.6192	247.9104
1_MACS_peak_23055_lociStitched	chr2	199239688	199241992	1	2305	2754.2016	312.8832
3_MACS_peak_36760_lociStitched	chr9	136328461	136330764	3	1495	1713.8926	224.54250000000002
2_MACS_peak_1974_lociStitched	chr1	12675220	12677521	2	2038	2128.425	145.6533
3_MACS_peak_26774_lociStitched	chr22	28096319	28098620	3	1478	1633.4799	103.31490000000001
3_MACS_peak_35692_lociStitched	chr8	146020545	146022846	3	1731	1516.5891000000001	196.0452
2_MACS_peak_12021_lociStitched	chr16	3129345	3131645	2	1535	1914.0600000000002	167.67000000000002
2_MACS_peak_22348_lociStitched	chr19	56228034	56230334	2	2190	2345.54	233.91
3_MACS_peak_24390_lociStitched	chr20	56327882	56330182	3	1494	1961.21	186.53
4_MACS_peak_1859_lociStitched	chr1	11578534	11580833	4	1599	1554.3539	171.2755
1_MACS_peak_7791_lociStitched	chr11	67143119	67145418	1	2300	2481.5406	146.21640000000002
2_MACS_peak_20757_lociStitched	chr19	41762643	41764942	2	1902	2055.5359	251.0508
3_MACS_peak_35903_lociStitched	chr9	124343428	124345727	3	1854	1976.4503	174.724
2_MACS_peak_8647_lociStitched	chr11	76369876	76372173	2	2290	2425.4023	166.0731
2_MACS_peak_29769_lociStitched	chr4	6550008	6552305	2	2286	2253.357	254.27790000000002
3_MACS_peak_724_lociStitched	chr1	4587910	4590206	3	1791	2155.2552	124.2136
3_MACS_peak_23792_lociStitched	chr20	31572384	31574680	3	1633	1974.3304	259.67760000000004
2_MACS_peak_29242_lociStitched	chr3	184351758	184354054	2	1667	2116.9120000000003	174.03680000000003
4_MACS_peak_12872_lociStitched	chr16	85152250	85154545	4	1553	1662.2685000000001	73.2105
2_MACS_peak_23782_lociStitched	chr20	31493898	31496193	2	1425	1670.76	167.07600000000002
3_MACS_peak_29721_lociStitched	chr4	6418562	6420857	3	2205	2489.616	184.518
4_MACS_peak_30819_lociStitched	chr5	1945371	1947666	4	1579	1764.3960000000002	202.18949999999998
2_MACS_peak_26834_lociStitched	chr22	30668323	30670617	2	1523	1831.5296	261.0572
3_MACS_peak_6265_lociStitched	chr10	129264281	129266574	3	1085	1309.3029999999999	171.2871
1_MACS_peak_3414_lociStitched	chr1	23288207	23290499	1	2293	2685.7655999999997	235.1592
3_MACS_peak_21985_lociStitched	chr19	51329524	51331816	3	1621	1906.7148	266.3304
3_MACS_peak_34727_lociStitched	chr8	37688913	37691204	3	1395	1695.1109	265.9851
2_MACS_peak_2887_lociStitched	chr1	20531417	20533707	2	1402	1500.866	189.841
1_MACS_peak_9834_lociStitched	chr12	56474077	56476363	1	2287	2655.189	276.606
3_MACS_peak_4483_lociStitched	chr1	41249898	41252183	3	1136	1935.8519999999999	247.694
3_MACS_peak_9133_lociStitched	chr12	207360	209645	3	2037	1973.5545	186.45600000000002
3_MACS_peak_10714_lociStitched	chr14	104743713	104745998	3	1038	1359.8035	85.002
2_MACS_peak_21929_lociStitched	chr19	51141444	51143729	2	2059	2587.077	190.7975
2_MACS_peak_33926_lociStitched	chr7	157604750	157607035	2	1326	2103.3424999999997	228.7285
2_MACS_peak_4886_lociStitched	chr1	168104519	168106803	2	1622	2372.6192	298.062
2_MACS_peak_9461_lociStitched	chr12	50296546	50298829	2	2207	2488.9266000000002	203.8719
2_MACS_peak_30625_lociStitched	chr5	532492	534775	2	2157	2049.4491000000003	163.0062
1_MACS_peak_34830_lociStitched	chr8	97164288	97166571	1	2284	2617.4595000000004	123.282
3_MACS_peak_14894_lociStitched	chr17	31616484	31618766	3	1189	1634.1401999999998	192.6008
1_MACS_peak_29274_lociStitched	chr3	194079308	194081590	1	2283	2816.9008	419.2034
3_MACS_peak_5481_lociStitched	chr10	48387237	48389516	3	1418	1619.0016	139.4748
2_MACS_peak_19530_lociStitched	chr19	17821720	17823999	2	1879	2090.2988	126.4845
3_MACS_peak_32077_lociStitched	chr7	32417	34695	3	1521	1280.6916	250.58
4_MACS_peak_6176_lociStitched	chr10	126253637	126255914	4	1467	1602.3249	138.6693
2_MACS_peak_9681_lociStitched	chr12	53084461	53086738	2	2169	2305.4625	234.3033
3_MACS_peak_31223_lociStitched	chr5	177758665	177760942	3	1653	1871.694	162.3501
2_MACS_peak_32211_lociStitched	chr7	1415084	1417361	2	1402	2046.5676	203.10840000000002
3_MACS_peak_7476_lociStitched	chr11	63768044	63770320	3	1901	2234.1216	318.4124
2_MACS_peak_12635_lociStitched	chr16	66460220	66462496	2	1332	1664.2112	143.16039999999998
3_MACS_peak_2152_lociStitched	chr1	17493869	17496144	3	2174	2338.7000000000003	165.165
2_MACS_peak_22662_lociStitched	chr2	30454476	30456751	2	1797	1997.2225	290.51750000000004
2_MACS_peak_37553_lociStitched	chr9	140759554	140761829	2	2106	2314.3575	153.1075
3_MACS_peak_26880_lociStitched	chr22	30960209	30962483	3	1249	1821.2466	259.69079999999997
1_MACS_peak_12449_lociStitched	chr16	31226206	31228479	1	2274	2641.9079	145.472
4_MACS_peak_21949_lociStitched	chr19	51212790	51215063	4	1468	1810.4445	120.24170000000001
3_MACS_peak_29373_lociStitched	chr4	958441	960714	3	1452	2035.0169	113.19539999999999
2_MACS_peak_5052_lociStitched	chr1	204109843	204112115	2	1309	1455.6704000000002	359.4304
2_MACS_peak_11635_lociStitched	chr15	89345872	89348144	2	2185	2524.6464	133.3664
2_MACS_peak_31527_lociStitched	chr6	30773535	30775807	2	1583	2322.6656	122.2336
3_MACS_peak_8850_lociStitched	chr11	118491804	118494075	3	1720	2121.7953	291.3693
3_MACS_peak_9539_lociStitched	chr12	52558329	52560600	3	1913	2086.5948	198.4854
3_MACS_peak_23536_lociStitched	chr2	242761296	242763567	3	1153	1404.3863999999999	128.0844
3_MACS_peak_35704_lociStitched	chr9	37634	39905	3	2105	1709.6088	332.0202
2_MACS_peak_830_lociStitched	chr1	5044703	5046973	2	1887	1962.642	141.194
2_MACS_peak_5691_lociStitched	chr10	73003878	73006147	2	2204	2430.5528	192.4112
3_MACS_peak_23307_lociStitched	chr2	241333010	241335279	3	1108	1438.3191	76.4653
1_MACS_peak_29341_lociStitched	chr3	197819504	197821770	1	2267	2631.5058	387.7126
2_MACS_peak_14690_lociStitched	chr17	19266788	19269053	2	2147	2109.8475	199.0935
3_MACS_peak_21394_lociStitched	chr19	48336518	48338783	3	1675	1812.2265	89.4675
3_MACS_peak_27686_lociStitched	chr22	45010523	45012788	3	1575	1604.979	81.087
3_MACS_peak_8924_lociStitched	chr11	119486583	119488847	3	1638	2166.8743999999997	213.948
2_MACS_peak_33250_lociStitched	chr7	143103514	143105776	2	1853	2784.5220000000004	306.27479999999997
2_MACS_peak_37537_lociStitched	chr9	140380229	140382490	2	2190	2482.8041000000003	191.7328
3_MACS_peak_8207_lociStitched	chr11	70310971	70313230	3	1970	2142.4356000000002	161.74439999999998
2_MACS_peak_9815_lociStitched	chr12	54755650	54757909	2	2246	2610.9521999999997	377.4789
2_MACS_peak_30679_lociStitched	chr5	1050924	1053183	2	1262	1769.7006	230.8698
1_MACS_peak_29596_lociStitched	chr4	3806313	3808570	1	2258	2761.2138	216.672
2_MACS_peak_30028_lociStitched	chr4	7675344	7677600	2	2139	2221.2576	202.3632
3_MACS_peak_7130_lociStitched	chr11	9285699	9287954	3	1801	2289.0505	202.95
3_MACS_peak_37487_lociStitched	chr9	140144060	140146315	3	1355	1893.298	185.5865
2_MACS_peak_3437_lociStitched	chr1	23893774	23896027	2	2113	3420.7299	205.6989
3_MACS_peak_11525_lociStitched	chr15	78144120	78146373	3	1609	1779.4193999999998	177.7617
2_MACS_peak_3978_lociStitched	chr1	30891954	30894206	2	1259	1500.0572	203.58079999999998
1_MACS_peak_28099_lociStitched	chr22	46928562	46930814	1	2253	2611.194	161.9188
3_MACS_peak_30289_lociStitched	chr4	8292200	8294451	3	1907	2139.3504000000003	157.1198
3_MACS_peak_16307_lociStitched	chr17	72580821	72583071	3	1397	1849.05	201.6
4_MACS_peak_2426_lociStitched	chr1	18239760	18242009	4	1589	1532.0188	149.3336
2_MACS_peak_32709_lociStitched	chr7	73300358	73302606	2	1645	2172.4672	207.2656
3_MACS_peak_28552_lociStitched	chr3	10783796	10786043	3	2023	1984.9997999999998	189.1974
3_MACS_peak_3774_lociStitched	chr1	30328484	30330730	3	1013	1794.554	298.718
3_MACS_peak_26638_lociStitched	chr22	26716670	26718916	3	1839	1983.4426	212.6962
2_MACS_peak_30566_lociStitched	chr4	190991485	190993731	2	1931	1342.2096000000001	286.14040000000006
3_MACS_peak_17259_lociStitched	chr18	12917968	12920213	3	1684	2075.727	296.1155
2_MACS_peak_4440_lociStitched	chr1	37789926	37792169	2	2148	1973.84	225.8701
2_MACS_peak_28885_lociStitched	chr3	48598508	48600751	2	2031	2525.3936999999996	203.6644
3_MACS_peak_32689_lociStitched	chr7	73073913	73076155	3	1503	1949.419	186.086
2_MACS_peak_2443_lociStitched	chr1	18286921	18289162	2	1368	1935.9999	240.9075
2_MACS_peak_31914_lociStitched	chr6	53496420	53498661	2	1438	2171.0808	288.19259999999997
3_MACS_peak_13474_lociStitched	chr16	87956742	87958982	3	922	1590.6239999999998	128.576
2_MACS_peak_22957_lociStitched	chr2	128365562	128367800	2	2226	2341.6194	215.967
2_MACS_peak_7468_lociStitched	chr11	63683154	63685390	2	1588	1864.3768	273.0156
2_MACS_peak_13130_lociStitched	chr16	85559054	85561289	2	1559	1837.6170000000002	68.39099999999999
3_MACS_peak_6242_lociStitched	chr10	126826138	126828372	3	1868	2051.2588	125.99759999999999
3_MACS_peak_15421_lociStitched	chr17	43784096	43786330	3	1993	2023.1103999999998	178.4966
4_MACS_peak_7463_lociStitched	chr11	62763276	62765509	4	1432	1799.3514	144.4751
3_MACS_peak_15894_lociStitched	chr17	71331407	71333638	3	1294	1386.5665000000001	169.7791
2_MACS_peak_32003_lociStitched	chr6	158236685	158238916	2	1571	2010.3541	166.4326
1_MACS_peak_33241_lociStitched	chr7	142552697	142554927	1	2231	2677.561	355.462
2_MACS_peak_22455_lociStitched	chr2	927161	929390	2	1731	1784.7603	131.28810000000001
2_MACS_peak_23064_lociStitched	chr2	217234521	217236750	2	1738	2379.9033000000004	220.4481
3_MACS_peak_18154_lociStitched	chr19	6401433	6403661	3	1244	1742.0732	259.1164
3_MACS_peak_29368_lociStitched	chr4	785708	787936	3	1040	1497.8844	133.01160000000002
1_MACS_peak_17543_lociStitched	chr19	2375087	2377313	1	2227	2933.868	429.618
2_MACS_peak_18107_lociStitched	chr19	6151177	6153403	2	1738	1972.6812	277.137
2_MACS_peak_36336_lociStitched	chr9	133348243	133350469	2	1440	1901.4492	213.4734
3_MACS_peak_4574_lociStitched	chr1	53951372	53953597	3	1742	2060.5725	217.3825
3_MACS_peak_26587_lociStitched	chr22	25761099	25763323	3	1379	2039.4080000000001	209.2784
2_MACS_peak_20123_lociStitched	chr19	35559471	35561693	2	1346	1560.7328	301.5254
1_MACS_peak_34093_lociStitched	chr7	158292895	158295117	1	2223	3263.4514	228.1994
2_MACS_peak_9231_lociStitched	chr12	3140037	3142257	2	1325	1751.3580000000002	168.72
3_MACS_peak_23092_lociStitched	chr2	219817948	219820168	3	1642	1792.428	182.706
3_MACS_peak_22413_lociStitched	chr2	363722	365941	3	1570	2016.8491000000001	199.2662
3_MACS_peak_5860_lociStitched	chr10	91414073	91416291	3	1730	1932.0998	208.2702
3_MACS_peak_17649_lociStitched	chr19	3067210	3069428	3	1816	1976.0162	199.1764
2_MACS_peak_25708_lociStitched	chr21	44132753	44134971	2	1285	1737.5812	288.34000000000003
1_MACS_peak_4658_lociStitched	chr1	145944368	145946585	1	2218	2957.9214	323.4603
3_MACS_peak_31562_lociStitched	chr6	31899963	31902179	3	1353	1727.8151999999998	195.4512
2_MACS_peak_15867_lociStitched	chr17	62774176	62776391	2	2152	2380.682	214.85500000000002
2_MACS_peak_18522_lociStitched	chr19	8748475	8750690	2	1237	1950.972	228.14499999999998
2_MACS_peak_21349_lociStitched	chr19	48073156	48075370	2	1332	1829.2068000000002	178.66979999999998
3_MACS_peak_33317_lociStitched	chr7	151385716	151387930	3	1925	2049.7212	196.8246
2_MACS_peak_12225_lociStitched	chr16	10275636	10277849	2	2195	2954.5762999999997	200.05519999999999
3_MACS_peak_15087_lociStitched	chr17	38635221	38637434	3	1682	1991.0361	214.4397
3_MACS_peak_5765_lociStitched	chr10	73369213	73371425	3	1455	1824.0152	140.2408
2_MACS_peak_19375_lociStitched	chr19	17081265	17083477	2	1423	1784.6416	117.4572
2_MACS_peak_4752_lociStitched	chr1	155150273	155152484	2	2150	2492.6814	395.769
2_MACS_peak_18623_lociStitched	chr19	10146856	10149067	2	1740	1684.3398	164.2773
3_MACS_peak_32103_lociStitched	chr7	948462	950671	3	1820	1855.7809	126.7966
2_MACS_peak_35753_lociStitched	chr9	36779416	36781625	2	2021	2190.4444	221.7836
1_MACS_peak_4760_lociStitched	chr1	156044554	156046762	1	2209	2265.1872000000003	295.4304
2_MACS_peak_11958_lociStitched	chr16	2773482	2775690	2	2107	2276.2272	192.09599999999998
2_MACS_peak_35577_lociStitched	chr8	144851222	144853430	2	1281	1857.8112	128.064
2_MACS_peak_2911_lociStitched	chr1	20559145	20561352	2	1720	1871.9774	248.50820000000002
2_MACS_peak_8607_lociStitched	chr11	75166919	75169126	2	2034	2356.8553	144.7792
4_MACS_peak_28685_lociStitched	chr3	13716294	13718501	4	1866	1873.9637	170.3804
1_MACS_peak_7509_lociStitched	chr11	64162527	64164733	1	2207	2418.4378	181.11260000000001
3_MACS_peak_13291_lociStitched	chr16	86603404	86605610	3	1370	1611.2624	101.6966
3_MACS_peak_30344_lociStitched	chr4	8574513	8576718	3	1173	1592.2305	116.42399999999999
2_MACS_peak_31495_lociStitched	chr6	28739518	28741723	2	1317	1710.8595	203.742
4_MACS_peak_10004_lociStitched	chr12	132685516	132687720	4	1797	1776.6444000000001	102.7064
1_MACS_peak_4861_lociStitched	chr1	159140825	159143028	1	2204	3124.5148999999997	165.6656
2_MACS_peak_29919_lociStitched	chr4	7375869	7378072	2	1970	2077.429	145.6183
2_MACS_peak_34173_lociStitched	chr7	158961844	158964047	2	2102	2453.2608	426.2805
3_MACS_peak_21839_lociStitched	chr19	50816472	50818674	3	1425	1860.9101999999998	143.3502
2_MACS_peak_29430_lociStitched	chr4	1549068	1551269	2	1654	2177.0090999999998	145.0459
1_MACS_peak_23842_lociStitched	chr20	31750016	31752216	1	2201	2080.98	272.14
3_MACS_peak_31469_lociStitched	chr6	10420831	10423030	3	1154	1613.1864	162.50609999999998
1_MACS_peak_2493_lociStitched	chr1	18431396	18433593	1	2198	2050.2404	211.35139999999998
3_MACS_peak_9387_lociStitched	chr12	8374601	8376798	3	1872	1943.6859000000002	147.6384
2_MACS_peak_14101_lociStitched	chr17	2859039	2861235	2	2185	2276.8127999999997	178.31519999999998
2_MACS_peak_30392_lociStitched	chr4	8756395	8758590	2	1806	1950.038	151.016
2_MACS_peak_17550_lociStitched	chr19	2711176	2713370	2	1976	2073.7688000000003	326.02840000000003
2_MACS_peak_22215_lociStitched	chr19	55403576	55405770	2	2187	2300.6284	284.7812
2_MACS_peak_34150_lociStitched	chr7	158876863	158879056	2	1976	1959.6647999999998	255.7038
3_MACS_peak_25668_lociStitched	chr21	43810636	43812828	3	1803	1907.04	283.20640000000003
3_MACS_peak_19815_lociStitched	chr19	30109535	30111726	3	1778	1699.5586999999998	114.1511
3_MACS_peak_35647_lociStitched	chr8	145811515	145813706	3	1424	1787.6369	164.5441
2_MACS_peak_34623_lociStitched	chr8	21625709	21627899	2	1271	1915.8120000000001	217.46699999999998
2_MACS_peak_24255_lociStitched	chr20	49051916	49054105	2	1778	1855.3964	167.0207
3_MACS_peak_29630_lociStitched	chr4	4132747	4134936	3	1307	1445.6155999999999	161.5482
1_MACS_peak_17874_lociStitched	chr19	5170860	5173048	1	2189	2356.9136	223.3948
3_MACS_peak_18954_lociStitched	chr19	14339120	14341306	3	1564	2167.6376	151.2712
2_MACS_peak_24780_lociStitched	chr20	57904998	57907184	2	2013	2320.4390000000003	215.9768
2_MACS_peak_36480_lociStitched	chr9	134973772	134975956	2	1546	1580.5608	247.88400000000001
3_MACS_peak_19765_lociStitched	chr19	19669074	19671256	3	1392	1898.7764	218.63639999999998
3_MACS_peak_31457_lociStitched	chr6	3157822	3160003	3	1269	1611.3228	121.0455
3_MACS_peak_5626_lociStitched	chr10	71696452	71698632	3	1040	1278.352	115.976
2_MACS_peak_29469_lociStitched	chr4	1748467	1750647	2	2163	2701.2380000000003	205.57399999999998
2_MACS_peak_35891_lociStitched	chr9	124261239	124263418	2	1968	2419.5616	220.079
3_MACS_peak_13229_lociStitched	chr16	86109711	86111888	3	1118	1634.7093	94.2641
1_MACS_peak_9421_lociStitched	chr12	49390543	49392719	1	2177	4294.1184	301.1584
2_MACS_peak_30796_lociStitched	chr5	1874798	1876973	2	1927	2295.2774999999997	73.51499999999999
2_MACS_peak_27295_lociStitched	chr22	40418594	40420768	2	1934	2295.744	191.31199999999998
2_MACS_peak_6245_lociStitched	chr10	126830155	126832328	2	1877	1996.3351	119.73230000000001
2_MACS_peak_6677_lociStitched	chr11	123758	125931	2	1607	1351.1714	207.08689999999999
3_MACS_peak_26795_lociStitched	chr22	28181931	28184104	3	1204	1678.8598	132.7703
3_MACS_peak_28153_lociStitched	chr22	48824159	48826332	3	1508	1596.5031000000001	171.8843
1_MACS_peak_14194_lociStitched	chr17	6361483	6363654	1	2172	2144.948	188.2257
1_MACS_peak_6166_lociStitched	chr10	125342075	125344245	1	2171	2340.779	268.42900000000003
2_MACS_peak_10632_lociStitched	chr14	104557052	104559222	2	1611	1781.136	110.453
2_MACS_peak_14133_lociStitched	chr17	4432620	4434790	2	2137	2146.564	170.77900000000002
2_MACS_peak_18043_lociStitched	chr19	5822208	5824378	2	1762	1938.461	297.724
1_MACS_peak_6371_lociStitched	chr10	134207917	134210086	1	2170	2834.4492	131.2245
2_MACS_peak_12993_lociStitched	chr16	85328833	85331002	2	1902	2287.4274	99.5571
4_MACS_peak_30473_lociStitched	chr4	13531028	13533197	4	1614	1769.6870999999999	206.9226
3_MACS_peak_16064_lociStitched	chr17	71781357	71783524	3	1227	1695.2441	161.0081
2_MACS_peak_33697_lociStitched	chr7	155883408	155885575	2	1723	1873.1547999999998	166.42559999999997
3_MACS_peak_16439_lociStitched	chr17	74591981	74594147	3	1894	1814.4582	254.2884
1_MACS_peak_2079_lociStitched	chr1	16906963	16909128	1	2166	2272.384	817.071
2_MACS_peak_24267_lociStitched	chr20	49210853	49213018	2	1505	1952.8300000000002	252.872
2_MACS_peak_35874_lociStitched	chr9	116997884	117000049	2	1221	1496.0149999999999	191.819
2_MACS_peak_10340_lociStitched	chr14	100219748	100221912	2	1550	2082.2008	94.7832
2_MACS_peak_13777_lociStitched	chr17	111965	114128	2	1394	1917.4995	204.6198
3_MACS_peak_30079_lociStitched	chr4	7807570	7809733	3	1787	2094.8655	148.1655
2_MACS_peak_31845_lociStitched	chr6	41495381	41497544	2	2067	2320.4664	134.5386
3_MACS_peak_23898_lociStitched	chr20	34204667	34206829	3	1700	1631.4452	206.90339999999998
3_MACS_peak_26581_lociStitched	chr22	25714010	25716172	3	953	1635.1206	131.66580000000002
3_MACS_peak_33218_lociStitched	chr7	139207702	139209864	3	1453	1601.8258	195.4448
1_MACS_peak_33344_lociStitched	chr7	151459101	151461263	1	2163	2785.737	282.57340000000005
2_MACS_peak_7224_lociStitched	chr11	44950482	44952643	2	1995	1928.6924999999999	179.7952
1_MACS_peak_17448_lociStitched	chr19	637138	639299	1	2162	2593.4161	377.0945
3_MACS_peak_23761_lociStitched	chr20	31158473	31160634	3	1429	1707.19	223.2313
3_MACS_peak_8949_lociStitched	chr11	119678618	119680778	3	1593	1513.296	195.48
1_MACS_peak_34736_lociStitched	chr8	37822563	37824723	1	2161	2510.352	132.84
1_MACS_peak_10244_lociStitched	chr13	114454705	114456864	1	2160	2060.5496000000003	231.8766
1_MACS_peak_15132_lociStitched	chr17	39975212	39977369	1	2158	2795.9034	240.28979999999999
2_MACS_peak_24784_lociStitched	chr20	57928357	57930514	2	1481	1716.972	146.2446
2_MACS_peak_32152_lociStitched	chr7	1273310	1275467	2	1447	1794.1925999999999	125.5374
3_MACS_peak_36635_lociStitched	chr9	135834021	135836178	3	1757	1791.3885	247.40789999999998
3_MACS_peak_18147_lociStitched	chr19	6349019	6351175	3	1260	1334.9951999999998	205.898
3_MACS_peak_26032_lociStitched	chr21	47294722	47296878	3	1464	1872.0548	321.6752
2_MACS_peak_7803_lociStitched	chr11	67278111	67280266	2	1826	1958.2485	258.169
2_MACS_peak_32082_lociStitched	chr7	76950	79105	2	1258	1490.398	199.98399999999998
2_MACS_peak_2486_lociStitched	chr1	18405459	18407613	2	1985	2386.8474	172.7508
3_MACS_peak_27765_lociStitched	chr22	45185237	45187390	3	1588	1681.4930000000002	117.3385
2_MACS_peak_680_lociStitched	chr1	4425713	4427865	2	1865	2061.8312	168.932
3_MACS_peak_2496_lociStitched	chr1	18442792	18444944	3	1277	1710.8400000000001	187.6544
2_MACS_peak_4843_lociStitched	chr1	158092485	158094637	2	1378	1705.8904	437.5016
2_MACS_peak_8864_lociStitched	chr11	119031006	119033157	2	1765	1871.37	204.5601
2_MACS_peak_25412_lociStitched	chr20	62442034	62444185	2	1980	2087.5455	163.0458
2_MACS_peak_18548_lociStitched	chr19	9184140	9186290	2	1419	1584.55	198.66
2_MACS_peak_20097_lociStitched	chr19	35411221	35413371	2	1211	1417.71	182.75
2_MACS_peak_14608_lociStitched	chr17	18025284	18027433	2	2068	2545.7054000000003	198.9974
3_MACS_peak_34287_lociStitched	chr8	1684943	1687092	3	1377	1804.0855000000001	162.4644
3_MACS_peak_21192_lociStitched	chr19	46824101	46826249	3	1652	2085.9228	202.986
2_MACS_peak_30865_lociStitched	chr5	71481495	71483643	2	1620	1675.6548	221.88840000000002
3_MACS_peak_16393_lociStitched	chr17	73597320	73599467	3	1971	1953.5553	178.20100000000002
2_MACS_peak_5864_lociStitched	chr10	94486609	94488755	2	1347	1777.5318	216.746
1_MACS_peak_8619_lociStitched	chr11	75388993	75391139	1	2147	2898.8168	207.30360000000002
1_MACS_peak_25020_lociStitched	chr20	60155564	60157710	1	2147	2149.0044000000003	106.4416
4_MACS_peak_24044_lociStitched	chr20	44677242	44679387	4	1801	1916.5575	206.9925
3_MACS_peak_4210_lociStitched	chr1	37019823	37021967	3	1950	2278.4288	287.9392
2_MACS_peak_24115_lociStitched	chr20	44918860	44921004	2	1903	1806.3200000000002	216.544
2_MACS_peak_14995_lociStitched	chr17	36279987	36282130	2	1401	1391.4499	301.52009999999996
2_MACS_peak_21258_lociStitched	chr19	47009776	47011919	2	1891	1865.0529	280.51869999999997
2_MACS_peak_23567_lociStitched	chr20	678619	680762	2	1358	1685.4695	184.29799999999997
1_MACS_peak_29330_lociStitched	chr3	197181325	197183468	1	2144	2212.2189	405.4556
1_MACS_peak_11568_lociStitched	chr15	79101641	79103783	1	2143	3804.4062	165.1482
3_MACS_peak_28962_lociStitched	chr3	50411980	50414122	3	1947	1932.084	189.1386
3_MACS_peak_35314_lociStitched	chr8	143719037	143721179	3	1751	1855.6145999999999	164.7198
2_MACS_peak_8541_lociStitched	chr11	72300463	72302604	2	1737	1773.1762	190.54899999999998
3_MACS_peak_13140_lociStitched	chr16	85748614	85750755	3	1101	1299.1588	64.65820000000001
4_MACS_peak_18126_lociStitched	chr19	6296756	6298897	4	1938	2140.3577	229.72930000000002
3_MACS_peak_19017_lociStitched	chr19	14441668	14443809	3	1014	1773.1762	192.69
1_MACS_peak_24986_lociStitched	chr20	60090139	60092280	1	2142	2080.1956	105.1231
2_MACS_peak_35429_lociStitched	chr8	144144636	144146777	2	1922	1673.4055999999998	172.1364
3_MACS_peak_22302_lociStitched	chr19	55982194	55984333	3	1872	1701.1467	148.87439999999998
1_MACS_peak_19628_lociStitched	chr19	18208775	18210913	1	2139	2738.5642	207.1722
3_MACS_peak_19215_lociStitched	chr19	15646813	15648949	3	1512	1725.4607999999998	167.8896
3_MACS_peak_10422_lociStitched	chr14	101133584	101135719	3	1876	1960.357	58.499
2_MACS_peak_22979_lociStitched	chr2	128430609	128432744	2	1976	2621.353	139.41549999999998
2_MACS_peak_24958_lociStitched	chr20	59920591	59922726	2	1603	1931.321	186.59900000000002
2_MACS_peak_11177_lociStitched	chr15	65606392	65608524	2	1313	1720.3108	202.3268
2_MACS_peak_11230_lociStitched	chr15	73615615	73617746	2	1311	1589.2998	186.46249999999998
3_MACS_peak_19824_lociStitched	chr19	30213413	30215543	3	2112	1924.8809999999999	146.757
3_MACS_peak_6140_lociStitched	chr10	119294949	119297078	3	2040	1976.3507	160.5266
2_MACS_peak_2484_lociStitched	chr1	18402034	18404161	2	1816	1919.8301999999999	165.2679
2_MACS_peak_20248_lociStitched	chr19	36312622	36314749	2	1787	2047.0248000000001	238.64939999999999
2_MACS_peak_34171_lociStitched	chr7	158947905	158950032	2	1594	1684.1586	276.7227
3_MACS_peak_34272_lociStitched	chr8	1623171	1625298	3	1672	1629.4947	257.367
3_MACS_peak_18122_lociStitched	chr19	6290394	6292520	3	1503	1930.8332	333.782
4_MACS_peak_19039_lociStitched	chr19	14482263	14484389	4	1744	1458.8612	194.3164
2_MACS_peak_26782_lociStitched	chr22	28147428	28149554	2	1320	1482.4598	129.04819999999998
3_MACS_peak_20982_lociStitched	chr19	45295452	45297576	3	1972	1975.3200000000002	191.3724
3_MACS_peak_15961_lociStitched	chr17	71493287	71495409	3	1656	1873.5138	144.72039999999998
3_MACS_peak_4206_lociStitched	chr1	36999158	37001279	3	1086	1572.0852	234.5826
3_MACS_peak_6964_lociStitched	chr11	1909694	1911815	3	1845	1878.3576	154.833
2_MACS_peak_9397_lociStitched	chr12	25100786	25102907	2	1916	2522.9295	401.9295
2_MACS_peak_29542_lociStitched	chr4	3615513	3617631	2	2084	2177.9394	158.63819999999998
2_MACS_peak_33415_lociStitched	chr7	154584974	154587092	2	1129	1730.8296	188.7138
3_MACS_peak_37501_lociStitched	chr9	140218755	140220873	3	1713	1813.4316	219.6366
2_MACS_peak_35755_lociStitched	chr9	36817841	36819958	2	1989	1721.7561	92.08949999999999
3_MACS_peak_12541_lociStitched	chr16	49772430	49774546	3	1217	1399.5224	108.7624
3_MACS_peak_18732_lociStitched	chr19	11588184	11590300	3	1816	2030.7252	262.384
