REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
13_MACS_peak_9318_lociStitched	chr12	3411237	3442411	13	26221	39756.2022	2599.9116	339			PRMT8	339	1
11_MACS_peak_3322_lociStitched	chr1	23033537	23063959	11	27295	36734.565	2561.5324	340	EPHB2		EPHB2	340	1
14_MACS_peak_21874_lociStitched	chr19	50930983	50962193	14	27647	35882.137	3214.63	341	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	341	1
8_MACS_peak_6853_lociStitched	chr11	1454300	1479907	8	23911	42991.5923	1592.7554	342	BRSK2	MOB2	MOB2	342	1
10_MACS_peak_17904_lociStitched	chr19	5259614	5287119	10	26481	39321.148	3575.65	343	PTPRS		PTPRS	343	1
4_MACS_peak_2097_lociStitched	chr1	17083316	17109381	4	25851	42248.7585	5181.722	344	MST1P9	ESPNP	MST1P9	344	1
6_MACS_peak_37479_lociStitched	chr9	140048099	140069936	6	20886	48334.0158	1943.493	345	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	345	1
3_MACS_peak_16474_lociStitched	chr17	74906337	74931505	3	24176	42664.7936	2275.1872	346	MGAT5B		MGAT5B	346	1
8_MACS_peak_25678_lociStitched	chr21	43841940	43870165	8	25763	41358.0925	4448.26	347	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	347	1
8_MACS_peak_90_lociStitched	chr1	1124772	1150250	8	22358	45987.79	2354.1672	348	TTLL10,TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	348	1
13_MACS_peak_16546_lociStitched	chr17	75773973	75803888	13	26439	37836.492	2955.602	349			FLJ45079	349	1
4_MACS_peak_34883_lociStitched	chr8	142331383	142356778	4	24449	41645.2605	2204.286	350	LOC731779	GPR20	LOC731779	350	1
5_MACS_peak_3275_lociStitched	chr1	22906158	22933080	5	24567	41249.8884	2059.533	351	EPHA8	C1QA,C1QC,C1QB	EPHA8	351	1
12_MACS_peak_1733_lociStitched	chr1	10954107	10980800	12	24923	40698.8171	2308.9445	352			C1orf127	352	1
5_MACS_peak_29549_lociStitched	chr4	3641056	3666791	5	25174	39907.2645	2148.8725	353		LOC100133461	LOC100133461	353	1
10_MACS_peak_13613_lociStitched	chr16	88489861	88518538	10	26156	36540.2334	1147.08	354	ZNF469	ZFPM1	ZNF469	354	1
8_MACS_peak_25353_lociStitched	chr20	62124643	62151799	8	25455	39302.8788	2264.8104	355	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	355	1
24_MACS_peak_17621_lociStitched	chr19	3023341	3058232	24	27147	36544.8334	4068.2906	356	TLE2,AES	TLE6,GNA11	TLE2	356	1
6_MACS_peak_15820_lociStitched	chr17	61552113	61578498	6	24919	40318.9185	2506.575	357	ACE	KCNH6,DCAF7,CYB561	ACE	357	1
5_MACS_peak_25121_lociStitched	chr20	60370322	60396195	5	25365	38592.1668	1805.9354	358	CDH4		MIR1257	358	1
6_MACS_peak_35519_lociStitched	chr8	144466118	144490165	6	23724	42053.3936	1983.8775	359	RHPN1	TOP1MT,C8orf51,MAFA	RHPN1	359	1
7_MACS_peak_17999_lociStitched	chr19	5538905	5566068	7	25567	39408.0804	3501.3107	360	PLAC2		PLAC2	360	1
5_MACS_peak_25275_lociStitched	chr20	61646500	61671890	5	24003	41251.133	1934.718	361	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	361	1
7_MACS_peak_17023_lociStitched	chr17	78463759	78491948	7	25680	37970.583	2700.5062	362		RPTOR,NPTX1	NPTX1	362	1
8_MACS_peak_10146_lociStitched	chr13	113667311	113693510	8	24015	41394.42	2412.9279	363	MCF2L	LOC100289410	MCF2L	363	1
13_MACS_peak_1777_lociStitched	chr1	11365896	11395965	13	26305	36323.352	2919.6999	364		UBIAD1,MTOR	UBIAD1	364	1
16_MACS_peak_16986_lociStitched	chr17	78137823	78169705	16	26297	36304.0334	2939.5204	365	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	365	1
17_MACS_peak_20822_lociStitched	chr19	42289683	42320646	17	26759	34768.3527	2997.2184	366	CEACAM3	CEACAM6,DMRTC2,RPS19,LYPD4	CEACAM3	366	1
7_MACS_peak_28022_lociStitched	chr22	46380883	46406825	7	24543	39514.8544	2391.8524	367	LOC730668	LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	367	1
15_MACS_peak_27710_lociStitched	chr22	45062415	45092649	15	26034	35636.8158	2222.199	368	PRR5	PRR5,PRR5-ARHGAP8	PRR5	368	1
5_MACS_peak_1057_lociStitched	chr1	6298587	6323085	5	22907	42599.5722	2351.808	369	HES3,GPR153	RNF207,RPL22,ICMT	HES3	369	1
3_MACS_peak_33611_lociStitched	chr7	155596031	155620584	3	24291	40031.2112	2698.3747	370	SHH		SHH	370	1
17_MACS_peak_21128_lociStitched	chr19	46460370	46490648	17	26415	33717.5808	2513.074	371	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	371	1
15_MACS_peak_26848_lociStitched	chr22	30862355	30892049	15	26341	34177.794	2832.8076	372	SEC14L3,SDC4P,SEC14L4	MTFP1	SDC4P	372	1
10_MACS_peak_3392_lociStitched	chr1	23219731	23247794	10	26233	33633.5055	2183.3014	373	EPHB2	MIR4253	MIR4253	373	1
6_MACS_peak_31742_lociStitched	chr6	34012928	34038400	6	24118	39147.9168	2526.8224	374	GRM4	MIR1275	MIR1275	374	1
4_MACS_peak_31748_lociStitched	chr6	34041052	34066287	4	24959	36275.3125	2011.2295	375	GRM4		GRM4	375	1
19_MACS_peak_2193_lociStitched	chr1	17591989	17624235	19	26141	33935.6904	2905.3646	376	PADI3	PADI4	PADI4	376	1
5_MACS_peak_25812_lociStitched	chr21	45698293	45717787	5	18588	47951.3412	2267.1522	377	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	377	1
8_MACS_peak_34870_lociStitched	chr8	142064052	142090190	8	24712	37463.5954	3071.215	378		DENND3	DENND3	378	1
7_MACS_peak_278_lociStitched	chr1	2518678	2543943	7	23719	38430.5915	1983.3025	379	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	379	1
8_MACS_peak_32890_lociStitched	chr7	100341926	100368718	8	25548	34240.176	2263.924	380	ZAN	POP7,EPO	ZAN	380	1
6_MACS_peak_32884_lociStitched	chr7	100312550	100338019	6	23948	38524.4094	2694.6202	381	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	381	1
13_MACS_peak_15230_lociStitched	chr17	41703916	41732660	13	26424	32075.4296	2684.6896	382	MEOX1		MEOX1	382	1
12_MACS_peak_37228_lociStitched	chr9	138288556	138316720	12	25344	34585.392	2165.8116	383			KIAA0649	383	1
12_MACS_peak_12202_lociStitched	chr16	5045668	5074307	12	25641	33974.4457	2511.6403	384	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	384	1
5_MACS_peak_37001_lociStitched	chr9	137578619	137603655	5	23623	38139.8424	1785.0668	385	COL5A1		COL5A1	385	1
7_MACS_peak_6931_lociStitched	chr11	1787052	1812081	7	22909	40171.545	2577.987	386		SYT8,TNNI2,LOC402778,CTSD,MOB2	MOB2	386	1
8_MACS_peak_10228_lociStitched	chr13	114049360	114074642	8	23057	39457.6174	2331.0004	387		GRTP1,ADPRHL1	ADPRHL1	387	1
18_MACS_peak_37691_lociStitched	chrX	152740499	152770384	18	25636	31773.732	1237.239	388	BGN	ATP2B3,TREX2,HAUS7	BGN	388	1
20_MACS_peak_10368_lociStitched	chr14	101014068	101044901	20	26359	29615.0965	1285.7361	389	BEGAIN		BEGAIN	389	1
3_MACS_peak_6778_lociStitched	chr11	843071	864909	3	21049	42623.4084	2068.0586	390	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	390	1
10_MACS_peak_18261_lociStitched	chr19	7542914	7570147	10	24881	36051.0454	3728.1977	391	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	391	1
4_MACS_peak_36763_lociStitched	chr9	136344523	136366997	4	22093	40307.119	2155.2566	392		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	392	1
2_MACS_peak_12000_lociStitched	chr16	3033845	3053297	2	19211	44597.6004	1832.3784	393	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	393	1
9_MACS_peak_2242_lociStitched	chr1	17692314	17718480	9	25343	32529.5712	2396.8056	394	PADI6	RCC2	PADI6	394	1
8_MACS_peak_37354_lociStitched	chr9	138935269	138960460	8	22735	37846.9584	1476.1926	395	NACC2		NACC2	395	1
3_MACS_peak_25198_lociStitched	chr20	60783632	60804293	3	19400	43925.286	1592.9631	396	HRH3	GTPBP5,OSBPL2	HRH3	396	1
6_MACS_peak_3357_lociStitched	chr1	23119115	23145348	6	24785	33683.172	2363.5933	397	EPHB2	MIR4253	MIR4253	397	1
10_MACS_peak_26009_lociStitched	chr21	46986883	47010433	10	22031	40319.955	2891.94	398		SLC19A1	SLC19A1	398	1
6_MACS_peak_19632_lociStitched	chr19	18319334	18343240	6	23405	36834.3648	2333.2256	399	PDE4C	IFI30,MPV17L2,MIR3188,RAB3A,LOC729966,KIAA1683,JUND	PDE4C	399	1
5_MACS_peak_11763_lociStitched	chr16	740878	762709	5	20850	41245.3083	1628.5926	400	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	400	1
3_MACS_peak_25761_lociStitched	chr21	44863604	44886362	3	21808	40400.0016	2587.5846	401	C21orf125,C21orf84	SIK1	C21orf125	401	1
5_MACS_peak_11134_lociStitched	chr15	42152538	42175175	5	22079	39313.6779	2084.8677	402	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	402	1
6_MACS_peak_27970_lociStitched	chr22	45968384	45991819	6	22211	39138.7935	2186.4855	403	FBLN1		FBLN1	403	1
10_MACS_peak_9802_lociStitched	chr12	54585986	54613380	10	24291	35494.4058	3670.796	404		SMUG1,CBX5	SMUG1	404	1
11_MACS_peak_129_lociStitched	chr1	1512496	1539626	11	24303	34240.773	2713	405		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	405	1
14_MACS_peak_1651_lociStitched	chr1	9678688	9703919	14	24108	34596.7472	2571.0389	406		TMEM201,PIK3CD,C1orf200	PIK3CD	406	1
14_MACS_peak_15444_lociStitched	chr17	43865465	43892761	14	24236	33617.7536	2464.8288	407	CRHR1	IMP5	CRHR1	407	1
11_MACS_peak_30424_lociStitched	chr4	8877354	8903393	11	24360	32699.7762	1937.3016	408		LOC650293,HMX1	HMX1	408	1
14_MACS_peak_27988_lociStitched	chr22	46020480	46048758	14	24569	32748.7518	2581.7814	409		ATXN10	ATXN10	409	1
10_MACS_peak_29554_lociStitched	chr4	3668301	3693720	10	23763	33837.7728	1830.168	410	LOC100133461		LOC100133461	410	1
8_MACS_peak_37206_lociStitched	chr9	138226668	138251852	8	24153	32590.6144	1856.0608	411			KIAA0649	411	1
2_MACS_peak_25897_lociStitched	chr21	46114552	46134005	2	19440	42316.1109	1933.6282	412	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	KRTAP10-12	412	1
11_MACS_peak_1806_lociStitched	chr1	11434793	11460817	11	24734	31832.5568	2883.4592	413			PTCHD2	413	1
13_MACS_peak_28982_lociStitched	chr3	50490331	50516871	13	24338	32426.572	2523.954	414	CACNA2D2		CACNA2D2	414	1
9_MACS_peak_23339_lociStitched	chr2	241613301	241639791	9	24785	29915.157	1276.818	415	AQP12A,AQP12B	GPR35	AQP12B	415	1
7_MACS_peak_27199_lociStitched	chr22	38835803	38859987	7	23496	34292.912	2232.1832	416	KCNJ4	KDELR3,LOC400927,DDX17	KCNJ4	416	1
3_MACS_peak_25900_lociStitched	chr21	46140286	46162297	3	21330	39503.1417	2771.1849	417		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	417	1
8_MACS_peak_37051_lociStitched	chr9	137819836	137844207	8	23713	33054.3873	1820.5137	418		FCN2,FCN1	FCN1	418	1
6_MACS_peak_25428_lociStitched	chr20	62670349	62692386	6	20976	39135.5083	1899.5894	419	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	419	1
7_MACS_peak_6903_lociStitched	chr11	1702009	1724056	7	21396	38390.4411	1984.23	420	KRTAP5-6,MOB2,FAM99B	FAM99A,LOC402778	KRTAP5-6	420	1
20_MACS_peak_27543_lociStitched	chr22	44312873	44342358	20	24372	32150.444	2812.869	421	PNPLA3	SAMM50,PNPLA5	PNPLA3	421	1
7_MACS_peak_28965_lociStitched	chr3	50415371	50440323	7	23474	33844.8928	2318.0408	422	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	422	1
11_MACS_peak_10165_lociStitched	chr13	113728307	113753682	11	22778	35103.775	1943.725	423	MCF2L	F7,F10	F7	423	1
4_MACS_peak_36809_lociStitched	chr9	136563778	136584771	4	20796	38696.3969	1442.2191	424	SARDH		SARDH	424	1
3_MACS_peak_18279_lociStitched	chr19	7641052	7664111	3	22592	36324.8427	2910.0458	425	KIAA1543	PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	425	1
12_MACS_peak_36703_lociStitched	chr9	136092629	136118744	12	23347	33871.155	2253.7245	426		OBP2B,ABO	OBP2B	426	1
7_MACS_peak_13849_lociStitched	chr17	699316	723667	7	22117	36692.0868	2232.9867	427	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	427	1
4_MACS_peak_32985_lociStitched	chr7	100757329	100781482	4	23422	33850.4295	2456.3601	428	SERPINE1	TRIM56,AP1S1,VGF,C7orf52	SERPINE1	428	1
10_MACS_peak_6073_lociStitched	chr10	102974700	102999335	10	22639	35636.991	2369.887	429	FLJ41350,LBX1		LBX1	429	1
6_MACS_peak_20179_lociStitched	chr19	35820112	35843806	6	23367	33327.9804	2061.378	430	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	430	1
6_MACS_peak_26960_lociStitched	chr22	36970111	36995110	6	23881	32226.2109	2314.9074	431	CACNG2	EIF3D	EIF3D	431	1
11_MACS_peak_6472_lociStitched	chr10	134732130	134760214	11	24030	31687.1772	2221.4444	432	C10orf93		C10orf93	432	1
10_MACS_peak_16871_lociStitched	chr17	77707951	77733059	10	23080	34061.5128	2156.7772	433	ENPP7	CBX2,CBX8	ENPP7	433	1
2_MACS_peak_6949_lociStitched	chr11	1839849	1859076	2	19127	41080.4082	1343.9673	434	SYT8	TNNI2,LSP1,MIR4298	SYT8	434	1
5_MACS_peak_17113_lociStitched	chr17	79759021	79777508	5	16807	44670.1381	1556.6054	435	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	435	1
9_MACS_peak_2042_lociStitched	chr1	16491060	16517305	9	23521	33165.8065	2669.1165	436		EPHA2,ARHGEF19,C1orf89	EPHA2	436	1
3_MACS_peak_1083_lociStitched	chr1	6554162	6573075	3	18805	41776.9257	1777.822	437	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	437	1
3_MACS_peak_11538_lociStitched	chr15	78179613	78201943	3	21959	36248.289	2203.971	438		LOC645752	LOC645752	438	1
6_MACS_peak_36778_lociStitched	chr9	136430731	136453090	6	21598	36094.1337	1334.8323	439	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	439	1
7_MACS_peak_2716_lociStitched	chr1	18954139	18977608	7	22400	34536.9804	1577.1168	440	PAX7		PAX7	440	1
16_MACS_peak_26989_lociStitched	chr22	37047706	37075240	16	24210	30694.9032	2640.5106	442	CACNG2		CACNG2	442	1
8_MACS_peak_29694_lociStitched	chr4	6333794	6359351	8	22387	34992.6444	2282.2401	443	PPP2R2C		PPP2R2C	443	1
7_MACS_peak_32233_lociStitched	chr7	1456032	1480461	7	22127	35006.757	1775.9883	444	MICALL2		MICALL2	444	1
16_MACS_peak_28618_lociStitched	chr3	13553639	13581296	16	23535	32231.4678	2583.1638	445		HDAC11,FBLN2	FBLN2	445	1
8_MACS_peak_33511_lociStitched	chr7	155161198	155185317	8	23146	33653.2407	3012.4631	446			EN2	446	1
11_MACS_peak_6938_lociStitched	chr11	1813353	1838736	11	22929	33746.6985	2576.3745	447		SYT8,TNNI2,LSP1,LOC402778,CTSD,MOB2,MIR4298	SYT8	447	1
16_MACS_peak_13592_lociStitched	chr16	88447834	88476053	16	23896	29655.3471	1035.6373	448		ZNF469,ZFPM1	ZNF469	448	1
11_MACS_peak_17885_lociStitched	chr19	5203506	5230507	11	23188	33713.4486	3240.12	449	PTPRS		PTPRS	449	1
2_MACS_peak_511_lociStitched	chr1	3666863	3688669	2	21647	35977.7194	1938.5534	450	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	450	1
7_MACS_peak_30416_lociStitched	chr4	8846620	8871918	7	22608	33092.3138	1378.741	451	HMX1		HMX1	451	1
3_MACS_peak_14444_lociStitched	chr17	7959022	7981251	3	21648	36388.873	2649.6968	452	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	452	1
2_MACS_peak_25839_lociStitched	chr21	45851676	45872958	2	21209	36907.2444	2253.7638	453	TRPM2	LRRC3	LRRC3	453	1
5_MACS_peak_11923_lociStitched	chr16	2233199	2252763	5	19116	40176.6304	1641.4196	454	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	454	1
4_MACS_peak_258_lociStitched	chr1	2414850	2436754	4	21722	34985.0688	1452.2352	455	PLCH2	PANK4,HES5,LOC115110	PLCH2	455	1
14_MACS_peak_31077_lociStitched	chr5	176116701	176143543	14	23307	31869.5066	2286.9384	456		TSPAN17	TSPAN17	456	1
14_MACS_peak_30396_lociStitched	chr4	8769124	8798286	14	22508	33393.4062	2155.0718	457			HMX1	457	1
9_MACS_peak_30039_lociStitched	chr4	7699401	7724440	9	23227	30853.0558	1670.1013	458	SORCS2	AFAP1-AS1	AFAP1-AS1	458	1
12_MACS_peak_32106_lociStitched	chr7	952729	979204	12	22606	32768.1075	1990.92	459	ADAP1	GET4,CYP2W1,COX19	ADAP1	459	1
10_MACS_peak_21006_lociStitched	chr19	45367329	45391977	10	22575	32668.4592	2030.9952	460	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	460	1
1_MACS_peak_6815_lociStitched	chr11	1212743	1232200	1	19458	38760.2897	1649.9536	461		MUC5B	MUC5B	461	1
8_MACS_peak_29702_lociStitched	chr4	6361783	6387211	8	22818	32222.3616	2240.2068	462	PPP2R2C		PPP2R2C	462	1
7_MACS_peak_17663_lociStitched	chr19	3105495	3128928	7	22944	32314.107	2692.4517	463	GNA11	GNA15,S1PR4,AES	GNA15	463	1
2_MACS_peak_11883_lociStitched	chr16	1475858	1494152	2	18253	40336.4406	1276.9212	464	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	464	1
5_MACS_peak_26136_lociStitched	chr22	18935274	18957622	5	21091	35750.0956	1977.798	465		DGCR6,DGCR5,DGCR9,PRODH	DGCR5	465	1
15_MACS_peak_20783_lociStitched	chr19	42199039	42226356	15	23469	30614.1619	2657.9441	466	CEACAM5	CEACAM6,CEACAM7	CEACAM5	466	1
5_MACS_peak_14369_lociStitched	chr17	7607116	7628771	5	20703	36575.295	2039.901	467	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	467	1
11_MACS_peak_1388_lociStitched	chr1	7680906	7705917	11	22447	32514.3	1880.8272	468	CAMTA1		VAMP3	468	1
12_MACS_peak_11729_lociStitched	chr16	198086	223406	12	22329	32946.384	2068.644	469	HBZ,HBM,HBA2	HBA1,HBQ1,NPRL3	HBM	469	1
5_MACS_peak_36374_lociStitched	chr9	133524624	133544828	5	19399	38563.3748	1832.5028	470	PRDM12	EXOSC2,ABL1	PRDM12	470	1
11_MACS_peak_17592_lociStitched	chr19	2962895	2990114	11	23530	30561.4932	3141.0726	471	TLE6	ZNF77,TLE2	TLE6	471	1
5_MACS_peak_29308_lociStitched	chr3	195528296	195549184	5	20619	37402.0528	3026.6712	472	MUC4		MUC4	472	1
14_MACS_peak_37244_lociStitched	chr9	138339297	138366584	14	22962	30839.7674	2218.4331	473		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	473	1
5_MACS_peak_30376_lociStitched	chr4	8689191	8713022	5	22671	31211.4607	1839.7532	474			CPZ	474	1
5_MACS_peak_17399_lociStitched	chr19	405088	427062	5	21318	34481.6008	1971.0678	475	C2CD4C,SHC2	THEG,ODF3L2	C2CD4C	475	1
4_MACS_peak_15119_lociStitched	chr17	39765801	39786897	4	20968	35363.2248	2099.052	476	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	476	1
13_MACS_peak_9551_lociStitched	chr12	52581708	52607461	13	23185	30215.9949	2446.535	477	LOC283404,KRT80	KRT7	KRT80	477	1
18_MACS_peak_31696_lociStitched	chr6	33906520	33934985	18	23009	30779.2045	2624.473	478		MIR1275	MIR1275	478	1
13_MACS_peak_21536_lociStitched	chr19	49048050	49073916	13	22210	32549.7744	2333.1132	479	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	479	1
6_MACS_peak_16826_lociStitched	chr17	77522676	77546137	6	22298	31564.4294	1661.0388	480		RBFOX3	RBFOX3	480	1
7_MACS_peak_13787_lociStitched	chr17	138710	162512	7	21345	34324.8642	2311.1742	481	RPH3AL		RPH3AL	481	1
10_MACS_peak_24212_lociStitched	chr20	48957042	48982239	10	22325	32232.0024	2628.0471	482		LOC284751	LOC284751	482	1
2_MACS_peak_11930_lociStitched	chr16	2324805	2344186	2	19039	38260.0321	1850.8855	483	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	483	1
21_MACS_peak_12961_lociStitched	chr16	85280447	85308976	21	22984	28894.1712	1206.7767	484			LOC400548	484	1
16_MACS_peak_2950_lociStitched	chr1	20625916	20654809	16	23130	29629.7715	2441.4585	485	VWA5B1		VWA5B1	485	1
8_MACS_peak_14309_lociStitched	chr17	7094820	7117222	8	21206	34407.2318	2394.7738	486	DLG4	ACADVL,C17orf81,ASGR1,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7	DLG4	486	1
18_MACS_peak_7965_lociStitched	chr11	69523215	69550767	18	22519	30976.7136	2157.3216	487		ORAOV1,FGF19,FGF4	FGF19	487	1
10_MACS_peak_36184_lociStitched	chr9	132307052	132332242	10	21965	32404.416	2274.657	488			C9orf50	488	1
11_MACS_peak_14265_lociStitched	chr17	6994674	7020678	11	22040	32031.7272	2519.7876	489	ASGR2	SLC16A11,CLEC10A	ASGR2	489	1
6_MACS_peak_25803_lociStitched	chr21	45665286	45687820	6	20290	36306.7808	3001.5288	490	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	490	1
3_MACS_peak_17441_lociStitched	chr19	585366	603703	3	17612	39851.8021	1956.5579	491	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	491	1
9_MACS_peak_16686_lociStitched	chr17	76551225	76574293	9	21174	33365.5552	2334.4816	492	DNAH17		DNAH17	492	1
11_MACS_peak_35839_lociStitched	chr9	115822149	115849739	11	23838	27609.313	4119.187	493		NCRNA00256A,ZNF883,ZFP37,NCRNA00256B	ZFP37	493	1
1_MACS_peak_25903_lociStitched	chr21	46164221	46183455	1	19235	37258.1814	2481.186	494		KRTAP10-12,C21orf29,UBE2G2	C21orf29	494	1
5_MACS_peak_14017_lociStitched	chr17	1914038	1933253	5	18807	37330.902	1881.1485	495	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	495	1
6_MACS_peak_16466_lociStitched	chr17	74870512	74893246	6	20915	33032.502	2114.262	496	MGAT5B		MGAT5B	496	1
2_MACS_peak_25365_lociStitched	chr20	62170108	62188876	2	18666	36841.584	1619.6784	497	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	497	1
7_MACS_peak_7716_lociStitched	chr11	66314102	66338478	7	22089	30145.7992	2391.2856	498	ACTN3,CTSF	BBS1,CCS,RBM14,ZDHHC24,CCDC87	CTSF	498	1
8_MACS_peak_32369_lociStitched	chr7	2688773	2712085	8	21048	31956.0896	1792.6928	499	TTYH3	AMZ1	AMZ1	499	1
6_MACS_peak_6728_lociStitched	chr11	377170	397618	6	19709	34630.7328	1637.8848	500	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	500	1
7_MACS_peak_9490_lociStitched	chr12	52222379	52246412	7	21575	31235.6901	2552.3046	501		ANKRD33,FIGNL2	FIGNL2	501	1
15_MACS_peak_14382_lociStitched	chr17	7661222	7686919	15	21824	30432.9571	2662.2092	502	DNAH2	RPL29P2	RPL29P2	502	1
4_MACS_peak_26048_lociStitched	chr21	47358288	47378358	4	19464	35580.096	2462.589	503	PCBP3	COL6A1	COL6A1	503	1
7_MACS_peak_35179_lociStitched	chr8	143198747	143221086	7	21862	29197.073	1581.6012	504			NCRNA00051	504	1
4_MACS_peak_29602_lociStitched	chr4	3819485	3841138	4	19919	33834.9778	1799.3643	505			ADRA2C	505	1
2_MACS_peak_33304_lociStitched	chr7	151076807	151094351	2	16885	39574.0008	2275.4568	506	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	506	1
4_MACS_peak_1034_lociStitched	chr1	5891527	5913358	4	20907	31272.9075	1648.2405	507			NPHP4	507	1
10_MACS_peak_11528_lociStitched	chr15	78152581	78175976	10	22128	28434.283	2175.735	508		LOC645752	LOC645752	508	1
2_MACS_peak_37526_lociStitched	chr9	140317913	140334387	2	16438	39132.3396	1360.7524	509	NOXA1,ENTPD8	EXD3,NELF	NOXA1	509	1
11_MACS_peak_15458_lociStitched	chr17	43893993	43917236	11	20501	32400.742	2047.7083	510	CRHR1	IMP5	IMP5	510	1
7_MACS_peak_32996_lociStitched	chr7	100805715	100825442	7	18796	35141.6778	1801.0751	511	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	511	1
7_MACS_peak_35284_lociStitched	chr8	143611449	143633390	7	20169	32215.9703	1755.28	512	BAI1		ARC	512	1
9_MACS_peak_17030_lociStitched	chr17	78493263	78517355	9	20839	31097.9536	2305.6044	513		RPTOR,NPTX1	RPTOR	513	1
3_MACS_peak_19467_lociStitched	chr19	17634347	17655688	3	20393	32284.6648	2460.6173	514	FAM129C	PGLS,GLT25D1	FAM129C	514	1
6_MACS_peak_6787_lociStitched	chr11	1070718	1090428	6	18175	35742.114	1464.453	515	MUC2	MUC6	MUC2	515	1
11_MACS_peak_15259_lociStitched	chr17	41773532	41798265	11	22102	28109.0545	2762.6761	516		MEOX1,SOST	MEOX1	516	1
1_MACS_peak_14998_lociStitched	chr17	36333764	36350429	1	16666	42310.7685	5549.445	517	TBC1D3,TBC1D3F		TBC1D3	517	1
