GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
2_MACS_peak_18931_lociStitched	chr21(.):41295893-41310444	3.1549
2_MACS_peak_18933_lociStitched	chr21(.):41324282-41345229	4.14
1_MACS_peak_18935_lociStitched	chr21(.):41374408-41376042	0.5233
1_MACS_peak_18936_lociStitched	chr21(.):41383721-41389972	4.2406
1_MACS_peak_18937_lociStitched	chr21(.):41647241-41649188	0.5123
1_MACS_peak_18938_lociStitched	chr21(.):42142048-42143480	0.5754
1_MACS_peak_18939_lociStitched	chr21(.):42210502-42214821	1.4377
1_MACS_peak_18940_lociStitched	chr21(.):42539272-42540399	0.649
1_MACS_peak_18941_lociStitched	chr21(.):42692682-42694385	0.5468
1_MACS_peak_18942_lociStitched	chr21(.):42732894-42734804	0.7568
1_MACS_peak_18943_lociStitched	chr21(.):42751602-42752746	0.4574
2_MACS_peak_18944_lociStitched	chr21(.):42791330-42798885	0.8092
1_MACS_peak_18946_lociStitched	chr21(.):42848961-42851390	2.0406
1_MACS_peak_18947_lociStitched	chr21(.):42936305-42937735	0.5472
1_MACS_peak_18948_lociStitched	chr21(.):43100750-43102113	0.5541
2_MACS_peak_18949_lociStitched	chr21(.):43236839-43245255	0.5237
1_MACS_peak_18951_lociStitched	chr21(.):43252030-43255220	2.6543
1_MACS_peak_18952_lociStitched	chr21(.):43283289-43289647	1.8857
2_MACS_peak_18953_lociStitched	chr21(.):43297677-43306425	0.759
1_MACS_peak_18955_lociStitched	chr21(.):43345492-43349714	3.1464
1_MACS_peak_18956_lociStitched	chr21(.):43428616-43432116	4.2408
1_MACS_peak_18957_lociStitched	chr21(.):43449733-43454143	5.648
1_MACS_peak_18958_lociStitched	chr21(.):43467573-43469105	0.4748
1_MACS_peak_18959_lociStitched	chr21(.):43479645-43487121	10.1084
1_MACS_peak_18960_lociStitched	chr21(.):43497389-43500196	1.5655
1_MACS_peak_18961_lociStitched	chr21(.):43526940-43529435	3.5878
1_MACS_peak_18962_lociStitched	chr21(.):43536220-43540038	1.9632
1_MACS_peak_18963_lociStitched	chr21(.):43607518-43609383	1.5626
1_MACS_peak_18964_lociStitched	chr21(.):43618927-43620576	0.5551
1_MACS_peak_18965_lociStitched	chr21(.):43638964-43641168	1.0
2_MACS_peak_18966_lociStitched	chr21(.):43647369-43655962	1.9155
1_MACS_peak_18968_lociStitched	chr21(.):43668842-43670540	0.7458
1_MACS_peak_18969_lociStitched	chr21(.):43808518-43810153	0.6007
2_MACS_peak_18970_lociStitched	chr21(.):43879967-43886394	0.466
1_MACS_peak_18972_lociStitched	chr21(.):43915536-43917485	1.1764
2_MACS_peak_18973_lociStitched	chr21(.):43943868-43949131	1.1741
1_MACS_peak_18975_lociStitched	chr21(.):44298268-44300767	1.3858
1_MACS_peak_18976_lociStitched	chr21(.):44312533-44314415	1.9563
1_MACS_peak_18977_lociStitched	chr21(.):44356526-44358263	1.1707
1_MACS_peak_18978_lociStitched	chr21(.):44368563-44370251	1.2276
1_MACS_peak_18979_lociStitched	chr21(.):44393217-44396445	2.4223
1_MACS_peak_18980_lociStitched	chr21(.):44495060-44496076	0.6697
1_MACS_peak_18981_lociStitched	chr21(.):44506109-44507407	0.4817
1_MACS_peak_18982_lociStitched	chr21(.):44526438-44531434	1.9539
1_MACS_peak_18983_lociStitched	chr21(.):44560673-44562595	0.9099
1_MACS_peak_18984_lociStitched	chr21(.):44580712-44587352	3.9213
1_MACS_peak_18985_lociStitched	chr21(.):44596139-44598349	5.4286
3_MACS_peak_18986_lociStitched	chr21(.):44724548-44747510	2.2643
1_MACS_peak_18989_lociStitched	chr21(.):44771823-44773936	1.1094
1_MACS_peak_18990_lociStitched	chr21(.):44780235-44783198	6.1385
1_MACS_peak_18991_lociStitched	chr21(.):44817326-44821025	3.819
1_MACS_peak_18992_lociStitched	chr21(.):44829717-44833091	1.4003
3_MACS_peak_18993_lociStitched	chr21(.):44844929-44852010	1.2934
1_MACS_peak_18996_lociStitched	chr21(.):44858719-44860927	1.1805
1_MACS_peak_18997_lociStitched	chr21(.):44929559-44931976	1.2179
1_MACS_peak_18998_lociStitched	chr21(.):44984919-44985883	0.4715
1_MACS_peak_18999_lociStitched	chr21(.):45031602-45033219	0.8495
1_MACS_peak_19000_lociStitched	chr21(.):45078665-45080860	1.2397
1_MACS_peak_19001_lociStitched	chr21(.):45120471-45121732	0.7098
1_MACS_peak_19002_lociStitched	chr21(.):45135483-45140960	2.1757
3_MACS_peak_19003_lociStitched	chr21(.):45194796-45210479	2.146
1_MACS_peak_19006_lociStitched	chr21(.):45230440-45231608	0.6693
1_MACS_peak_19007_lociStitched	chr21(.):45282970-45287779	1.7214
1_MACS_peak_19008_lociStitched	chr21(.):45335714-45337653	0.6802
1_MACS_peak_19009_lociStitched	chr21(.):45358119-45359748	0.8036
1_MACS_peak_19010_lociStitched	chr21(.):45431145-45434812	1.5149
1_MACS_peak_19011_lociStitched	chr21(.):45526332-45528127	0.8424
5_MACS_peak_19012_lociStitched	chr21(.):45552537-45581097	3.0978
1_MACS_peak_19017_lociStitched	chr21(.):45590203-45591803	0.8802
1_MACS_peak_19018_lociStitched	chr21(.):45615722-45616663	0.4125
3_MACS_peak_19019_lociStitched	chr21(.):45626397-45641548	0.5073
1_MACS_peak_19022_lociStitched	chr21(.):45659706-45665546	3.1818
1_MACS_peak_19023_lociStitched	chr21(.):45717232-45721380	1.9336
1_MACS_peak_19024_lociStitched	chr21(.):45758840-45760175	2.893
1_MACS_peak_19025_lociStitched	chr21(.):46220707-46222607	1.2007
1_MACS_peak_19026_lociStitched	chr21(.):46236964-46238875	1.6866
1_MACS_peak_19027_lociStitched	chr21(.):46292342-46296394	1.3031
1_MACS_peak_19028_lociStitched	chr21(.):46359367-46360729	1.0563
1_MACS_peak_19029_lociStitched	chr21(.):46493639-46494468	1.1356
1_MACS_peak_19030_lociStitched	chr21(.):46528712-46532691	1.2716
1_MACS_peak_19031_lociStitched	chr21(.):46550020-46551364	0.5338
1_MACS_peak_19032_lociStitched	chr21(.):46707472-46708576	0.7511
1_MACS_peak_19033_lociStitched	chr21(.):46960939-46962822	1.0993
2_MACS_peak_19034_lociStitched	chr21(.):46974389-46976499	0.7522
1_MACS_peak_19036_lociStitched	chr21(.):47059376-47061025	0.7261
1_MACS_peak_19037_lociStitched	chr21(.):47078010-47079845	0.6927
1_MACS_peak_19038_lociStitched	chr21(.):47138133-47139670	0.5066
1_MACS_peak_19039_lociStitched	chr21(.):47393415-47394550	0.583
1_MACS_peak_19040_lociStitched	chr21(.):47563152-47564502	0.8053
1_MACS_peak_19041_lociStitched	chr21(.):47603476-47605513	1.1554
2_MACS_peak_19042_lociStitched	chr21(.):47646980-47650132	0.8396
1_MACS_peak_19044_lociStitched	chr21(.):47705308-47707405	1.9515
1_MACS_peak_19045_lociStitched	chr21(.):47742398-47746084	3.1995
1_MACS_peak_19046_lociStitched	chr21(.):47775755-47778536	1.1621
1_MACS_peak_19047_lociStitched	chr21(.):47787715-47790091	2.499
1_MACS_peak_19048_lociStitched	chr21(.):47877163-47879829	3.152
1_MACS_peak_19049_lociStitched	chr21(.):47919623-47921624	1.8872
1_MACS_peak_19050_lociStitched	chr21(.):48054471-48056461	3.6744
1_MACS_peak_19051_lociStitched	chr22(.):16191824-16193801	0.8303
2_MACS_peak_19052_lociStitched	chr22(.):16200155-16205635	0.5742
1_MACS_peak_19054_lociStitched	chr22(.):16686451-16688745	0.7211
1_MACS_peak_19055_lociStitched	chr22(.):17022658-17025594	0.9126
3_MACS_peak_19056_lociStitched	chr22(.):17095689-17111157	0.4937
1_MACS_peak_19059_lociStitched	chr22(.):17253227-17254076	0.4154
1_MACS_peak_19060_lociStitched	chr22(.):17305197-17307212	1.9896
1_MACS_peak_19061_lociStitched	chr22(.):17349101-17351326	0.9041
1_MACS_peak_19062_lociStitched	chr22(.):17376708-17379722	0.7302
1_MACS_peak_19063_lociStitched	chr22(.):17516662-17519621	3.0557
1_MACS_peak_19064_lociStitched	chr22(.):17564967-17566727	1.3384
1_MACS_peak_19065_lociStitched	chr22(.):17587118-17588208	0.5137
1_MACS_peak_19066_lociStitched	chr22(.):17639184-17640970	1.1168
1_MACS_peak_19067_lociStitched	chr22(.):17651815-17653621	1.8518
1_MACS_peak_19068_lociStitched	chr22(.):17696732-17703178	2.4313
2_MACS_peak_19069_lociStitched	chr22(.):17717242-17725702	1.3419
1_MACS_peak_19071_lociStitched	chr22(.):17736857-17740615	5.1739
1_MACS_peak_19072_lociStitched	chr22(.):17760795-17762390	0.7043
1_MACS_peak_19073_lociStitched	chr22(.):17784201-17785942	0.9475
1_MACS_peak_19074_lociStitched	chr22(.):17849349-17850326	1.0884
1_MACS_peak_19075_lociStitched	chr22(.):17883295-17884593	0.4388
1_MACS_peak_19076_lociStitched	chr22(.):17915174-17916718	0.6251
1_MACS_peak_19077_lociStitched	chr22(.):18110751-18112425	1.0138
1_MACS_peak_19078_lociStitched	chr22(.):18120320-18122573	2.0798
1_MACS_peak_19079_lociStitched	chr22(.):18188483-18190069	0.592
3_MACS_peak_19080_lociStitched	chr22(.):18255840-18265123	1.3602
1_MACS_peak_19083_lociStitched	chr22(.):18344538-18346303	0.8253
2_MACS_peak_19084_lociStitched	chr22(.):18478725-18485338	1.0758
2_MACS_peak_19086_lociStitched	chr22(.):18506090-18512795	0.423
1_MACS_peak_19088_lociStitched	chr22(.):18537903-18541205	3.5662
1_MACS_peak_19089_lociStitched	chr22(.):18548351-18550318	0.7044
1_MACS_peak_19090_lociStitched	chr22(.):18559795-18561971	0.9615
1_MACS_peak_19091_lociStitched	chr22(.):18574151-18575375	0.676
1_MACS_peak_19092_lociStitched	chr22(.):18631874-18633452	1.0187
1_MACS_peak_19093_lociStitched	chr22(.):18841257-18842484	0.7339
1_MACS_peak_19094_lociStitched	chr22(.):18892815-18894666	1.1516
1_MACS_peak_19095_lociStitched	chr22(.):18957988-18958481	0.5961
1_MACS_peak_19096_lociStitched	chr22(.):19108809-19110755	1.0636
2_MACS_peak_19097_lociStitched	chr22(.):19158182-19167674	0.5363
1_MACS_peak_19099_lociStitched	chr22(.):19278734-19280283	0.9546
1_MACS_peak_19100_lociStitched	chr22(.):19405954-19408697	1.7466
1_MACS_peak_19101_lociStitched	chr22(.):19417043-19421064	1.6501
1_MACS_peak_19102_lociStitched	chr22(.):19434124-19436383	1.7997
1_MACS_peak_19103_lociStitched	chr22(.):19465321-19468307	3.2861
1_MACS_peak_19104_lociStitched	chr22(.):19566500-19567861	0.5264
2_MACS_peak_19105_lociStitched	chr22(.):19835493-19844116	1.222
1_MACS_peak_19107_lociStitched	chr22(.):19878181-19880621	1.3218
1_MACS_peak_19108_lociStitched	chr22(.):19928380-19930571	1.7015
2_MACS_peak_19109_lociStitched	chr22(.):19970917-19974749	0.6116
1_MACS_peak_19111_lociStitched	chr22(.):20007726-20009781	1.2768
1_MACS_peak_19112_lociStitched	chr22(.):20066747-20069114	1.3689
1_MACS_peak_19113_lociStitched	chr22(.):20103289-20106213	1.1646
1_MACS_peak_19114_lociStitched	chr22(.):20118409-20119347	1.0079
1_MACS_peak_19115_lociStitched	chr22(.):20193110-20194874	0.8251
1_MACS_peak_19116_lociStitched	chr22(.):20306561-20308864	2.3234
1_MACS_peak_19117_lociStitched	chr22(.):20315153-20316156	0.4074
1_MACS_peak_19118_lociStitched	chr22(.):20377483-20379424	0.9851
1_MACS_peak_19119_lociStitched	chr22(.):20426809-20427650	0.461
1_MACS_peak_19120_lociStitched	chr22(.):20460103-20461777	0.47
1_MACS_peak_19121_lociStitched	chr22(.):20734228-20735853	0.6976
1_MACS_peak_19122_lociStitched	chr22(.):20747452-20749107	1.271
1_MACS_peak_19123_lociStitched	chr22(.):20817420-20818736	0.6166
1_MACS_peak_19124_lociStitched	chr22(.):20848702-20851299	1.7347
1_MACS_peak_19125_lociStitched	chr22(.):20861205-20864148	1.4115
1_MACS_peak_19126_lociStitched	chr22(.):21055850-21057960	1.2469
1_MACS_peak_19127_lociStitched	chr22(.):21211757-21214149	0.9592
1_MACS_peak_19128_lociStitched	chr22(.):21220856-21222616	1.2501
1_MACS_peak_19129_lociStitched	chr22(.):21270584-21272918	1.4579
1_MACS_peak_19130_lociStitched	chr22(.):21335533-21337478	1.742
1_MACS_peak_19131_lociStitched	chr22(.):21354906-21357702	2.571
2_MACS_peak_19132_lociStitched	chr22(.):21394344-21399999	0.4812
1_MACS_peak_19134_lociStitched	chr22(.):21737734-21739544	0.4877
1_MACS_peak_19135_lociStitched	chr22(.):21771838-21772644	0.5747
1_MACS_peak_19136_lociStitched	chr22(.):21820988-21823160	0.7958
1_MACS_peak_19137_lociStitched	chr22(.):21870837-21871576	0.3688
1_MACS_peak_19138_lociStitched	chr22(.):21903757-21905741	0.5378
1_MACS_peak_19139_lociStitched	chr22(.):21921585-21923316	1.7146
1_MACS_peak_19140_lociStitched	chr22(.):21941610-21942663	0.4813
1_MACS_peak_19141_lociStitched	chr22(.):21983417-21984719	1.0607
1_MACS_peak_19142_lociStitched	chr22(.):21995691-21997537	0.6274
2_MACS_peak_19143_lociStitched	chr22(.):22005131-22012790	0.6771
1_MACS_peak_19145_lociStitched	chr22(.):22019661-22021375	1.1026
1_MACS_peak_19146_lociStitched	chr22(.):22088561-22090424	1.2043
1_MACS_peak_19147_lociStitched	chr22(.):22220793-22223035	1.6049
1_MACS_peak_19148_lociStitched	chr22(.):22292094-22293510	0.9934
1_MACS_peak_19149_lociStitched	chr22(.):22306421-22307621	0.543
1_MACS_peak_19150_lociStitched	chr22(.):22336306-22337577	0.7053
3_MACS_peak_19151_lociStitched	chr22(.):22379766-22392730	0.3778
1_MACS_peak_19154_lociStitched	chr22(.):22452368-22454352	0.8458
3_MACS_peak_19155_lociStitched	chr22(.):22510892-22524109	1.4341
1_MACS_peak_19158_lociStitched	chr22(.):22532515-22534145	0.8933
5_MACS_peak_19159_lociStitched	chr22(.):22549404-22565838	1.3746
1_MACS_peak_19164_lociStitched	chr22(.):22602787-22604192	0.7016
1_MACS_peak_19165_lociStitched	chr22(.):22623394-22626461	1.3737
1_MACS_peak_19166_lociStitched	chr22(.):22651639-22653868	0.9903
1_MACS_peak_19167_lociStitched	chr22(.):22711047-22712100	0.4944
1_MACS_peak_19168_lociStitched	chr22(.):22862200-22863919	0.7157
1_MACS_peak_19169_lociStitched	chr22(.):22900996-22902296	0.6577
1_MACS_peak_19170_lociStitched	chr22(.):22958411-22961269	1.2895
1_MACS_peak_19171_lociStitched	chr22(.):22990035-22991369	0.6299
1_MACS_peak_19172_lociStitched	chr22(.):23008798-23012165	1.4741
1_MACS_peak_19173_lociStitched	chr22(.):23026794-23030225	3.1381
1_MACS_peak_19174_lociStitched	chr22(.):23040052-23040981	0.8293
3_MACS_peak_19175_lociStitched	chr22(.):23055695-23064824	0.5902
1_MACS_peak_19178_lociStitched	chr22(.):23074825-23075313	1.531
2_MACS_peak_19179_lociStitched	chr22(.):23088011-23101860	2.1575
1_MACS_peak_19181_lociStitched	chr22(.):23134769-23135941	0.9357
3_MACS_peak_19182_lociStitched	chr22(.):23160370-23168444	1.6488
6_MACS_peak_19185_lociStitched	chr22(.):23189180-23247707	3.2911
1_MACS_peak_19191_lociStitched	chr22(.):23256504-23257659	0.5238
3_MACS_peak_19192_lociStitched	chr22(.):23265614-23298684	5.8694
2_MACS_peak_19195_lociStitched	chr22(.):23330628-23338305	0.282
1_MACS_peak_19197_lociStitched	chr22(.):23396307-23397738	0.4755
2_MACS_peak_19198_lociStitched	chr22(.):23411688-23413547	0.6732
1_MACS_peak_19200_lociStitched	chr22(.):23469921-23471519	0.5456
2_MACS_peak_19201_lociStitched	chr22(.):23477663-23488842	3.0396
1_MACS_peak_19203_lociStitched	chr22(.):23497957-23501716	4.9297
1_MACS_peak_19204_lociStitched	chr22(.):23517267-23526407	2.0508
1_MACS_peak_19205_lociStitched	chr22(.):23561569-23563157	0.5767
1_MACS_peak_19206_lociStitched	chr22(.):23623112-23624526	0.5284
2_MACS_peak_19207_lociStitched	chr22(.):23744173-23745793	0.6452
1_MACS_peak_19209_lociStitched	chr22(.):23963512-23964604	0.4973
1_MACS_peak_19210_lociStitched	chr22(.):24013203-24014098	0.6007
1_MACS_peak_19211_lociStitched	chr22(.):24058589-24060354	1.2965
1_MACS_peak_19212_lociStitched	chr22(.):24092681-24094580	1.3184
2_MACS_peak_19213_lociStitched	chr22(.):24108723-24115892	0.7543
1_MACS_peak_19215_lociStitched	chr22(.):24128036-24130596	2.7373
1_MACS_peak_19216_lociStitched	chr22(.):24167653-24168916	0.576
2_MACS_peak_19217_lociStitched	chr22(.):24178910-24192306	5.9243
1_MACS_peak_19219_lociStitched	chr22(.):24198483-24200886	2.1765
1_MACS_peak_19220_lociStitched	chr22(.):24235472-24238380	1.9491
1_MACS_peak_19221_lociStitched	chr22(.):24255259-24256677	1.7674
2_MACS_peak_19222_lociStitched	chr22(.):24307772-24317936	0.4694
1_MACS_peak_19224_lociStitched	chr22(.):24406865-24408740	0.6538
1_MACS_peak_19225_lociStitched	chr22(.):24465191-24467048	0.6605
2_MACS_peak_19226_lociStitched	chr22(.):24536473-24544899	1.0807
1_MACS_peak_19228_lociStitched	chr22(.):24551260-24553943	1.2332
1_MACS_peak_19229_lociStitched	chr22(.):24638180-24639235	0.4559
1_MACS_peak_19230_lociStitched	chr22(.):24665955-24668930	1.4249
1_MACS_peak_19231_lociStitched	chr22(.):24795550-24798139	1.372
3_MACS_peak_19232_lociStitched	chr22(.):24819660-24832110	2.1451
1_MACS_peak_19235_lociStitched	chr22(.):24856104-24857810	1.1007
1_MACS_peak_19236_lociStitched	chr22(.):24949718-24952657	2.094
1_MACS_peak_19237_lociStitched	chr22(.):24988976-24989647	0.5608
2_MACS_peak_19238_lociStitched	chr22(.):24999358-25005092	1.2864
1_MACS_peak_19240_lociStitched	chr22(.):25201576-25202477	0.4746
1_MACS_peak_19241_lociStitched	chr22(.):25347816-25349041	0.9854
1_MACS_peak_19242_lociStitched	chr22(.):25361838-25363286	0.5937
1_MACS_peak_19243_lociStitched	chr22(.):25806354-25807842	0.8559
1_MACS_peak_19244_lociStitched	chr22(.):25814994-25815698	0.5305
1_MACS_peak_19245_lociStitched	chr22(.):25843350-25844948	0.8556
1_MACS_peak_19246_lociStitched	chr22(.):25890101-25891223	0.4662
1_MACS_peak_19247_lociStitched	chr22(.):25959661-25961687	0.5254
1_MACS_peak_19248_lociStitched	chr22(.):26138570-26139488	0.4531
1_MACS_peak_19249_lociStitched	chr22(.):26690136-26691189	0.6886
1_MACS_peak_19250_lociStitched	chr22(.):26823820-26829076	0.8512
1_MACS_peak_19251_lociStitched	chr22(.):26878857-26881000	1.1622
1_MACS_peak_19252_lociStitched	chr22(.):26896939-26900383	1.965
1_MACS_peak_19253_lociStitched	chr22(.):26907806-26909208	0.6289
1_MACS_peak_19254_lociStitched	chr22(.):26928304-26929616	0.4929
2_MACS_peak_19255_lociStitched	chr22(.):26942670-26951647	0.4999
3_MACS_peak_19257_lociStitched	chr22(.):26974520-26992616	1.761
1_MACS_peak_19260_lociStitched	chr22(.):27003908-27015139	3.2078
1_MACS_peak_19261_lociStitched	chr22(.):27022523-27023345	0.5305
2_MACS_peak_19262_lociStitched	chr22(.):27037424-27045165	1.4547
3_MACS_peak_19264_lociStitched	chr22(.):27052995-27071205	0.9138
2_MACS_peak_19267_lociStitched	chr22(.):27100817-27107947	0.5262
1_MACS_peak_19269_lociStitched	chr22(.):28273396-28274371	0.4493
1_MACS_peak_19270_lociStitched	chr22(.):28314258-28316486	1.5714
1_MACS_peak_19271_lociStitched	chr22(.):28692521-28694559	0.5937
1_MACS_peak_19272_lociStitched	chr22(.):28957808-28959234	0.5656
2_MACS_peak_19273_lociStitched	chr22(.):29137042-29146141	0.478
1_MACS_peak_19275_lociStitched	chr22(.):29155221-29157614	1.6889
1_MACS_peak_19276_lociStitched	chr22(.):29167956-29170485	2.5164
2_MACS_peak_19277_lociStitched	chr22(.):29185726-29199581	3.3642
4_MACS_peak_19279_lociStitched	chr22(.):29206756-29225883	2.8569
1_MACS_peak_19283_lociStitched	chr22(.):29278461-29279594	0.7277
2_MACS_peak_19284_lociStitched	chr22(.):29466787-29469820	0.9003
1_MACS_peak_19286_lociStitched	chr22(.):29562371-29564465	1.0389
2_MACS_peak_19287_lociStitched	chr22(.):29597743-29602817	0.7981
1_MACS_peak_19289_lociStitched	chr22(.):29662628-29665914	4.6771
1_MACS_peak_19290_lociStitched	chr22(.):29701904-29703659	0.8737
1_MACS_peak_19291_lociStitched	chr22(.):29783563-29785564	1.0524
2_MACS_peak_19292_lociStitched	chr22(.):29806859-29811929	0.4974
1_MACS_peak_19294_lociStitched	chr22(.):29949004-29950714	1.1114
1_MACS_peak_19295_lociStitched	chr22(.):29976344-29977901	0.9487
1_MACS_peak_19296_lociStitched	chr22(.):29998594-30000708	1.4433
1_MACS_peak_19297_lociStitched	chr22(.):30143789-30145268	0.4531
1_MACS_peak_19298_lociStitched	chr22(.):30162070-30164441	1.1933
1_MACS_peak_19299_lociStitched	chr22(.):30233531-30235119	0.7405
1_MACS_peak_19300_lociStitched	chr22(.):30269651-30270419	0.4176
1_MACS_peak_19301_lociStitched	chr22(.):30278728-30280298	1.0385
1_MACS_peak_19302_lociStitched	chr22(.):30616112-30618260	0.7565
1_MACS_peak_19303_lociStitched	chr22(.):30684796-30686509	0.4872
3_MACS_peak_19304_lociStitched	chr22(.):30698064-30707119	0.886
1_MACS_peak_19307_lociStitched	chr22(.):30722163-30723989	0.8663
1_MACS_peak_19308_lociStitched	chr22(.):30752091-30753340	1.4594
1_MACS_peak_19309_lociStitched	chr22(.):30782404-30783506	0.7321
1_MACS_peak_19310_lociStitched	chr22(.):30818555-30822598	1.5837
1_MACS_peak_19311_lociStitched	chr22(.):30987096-30988669	2.3735
1_MACS_peak_19312_lociStitched	chr22(.):31000999-31006627	2.0508
1_MACS_peak_19313_lociStitched	chr22(.):31030560-31032402	0.6406
1_MACS_peak_19314_lociStitched	chr22(.):31063113-31064756	0.7255
1_MACS_peak_19315_lociStitched	chr22(.):31089770-31090756	0.8581
1_MACS_peak_19316_lociStitched	chr22(.):31364308-31366387	1.5634
2_MACS_peak_19317_lociStitched	chr22(.):31476254-31482275	1.1298
1_MACS_peak_19319_lociStitched	chr22(.):31502825-31503893	0.5981
1_MACS_peak_19320_lociStitched	chr22(.):31555351-31556937	1.1293
1_MACS_peak_19321_lociStitched	chr22(.):31606418-31609471	1.0953
1_MACS_peak_19322_lociStitched	chr22(.):31625160-31626908	0.7473
1_MACS_peak_19323_lociStitched	chr22(.):31685239-31690419	1.849
1_MACS_peak_19324_lociStitched	chr22(.):31702127-31703673	0.7472
1_MACS_peak_19325_lociStitched	chr22(.):31741304-31744457	1.9139
1_MACS_peak_19326_lociStitched	chr22(.):31794603-31796671	1.5156
1_MACS_peak_19327_lociStitched	chr22(.):31841913-31843115	0.4119
1_MACS_peak_19328_lociStitched	chr22(.):31873043-31874400	0.6188
2_MACS_peak_19329_lociStitched	chr22(.):31884499-31893821	1.3987
1_MACS_peak_19331_lociStitched	chr22(.):31948380-31950519	0.9163
1_MACS_peak_19332_lociStitched	chr22(.):32025716-32027579	1.0177
1_MACS_peak_19333_lociStitched	chr22(.):32056894-32059158	0.9579
2_MACS_peak_19334_lociStitched	chr22(.):32144938-32151082	1.2231
1_MACS_peak_19336_lociStitched	chr22(.):32312678-32314022	0.5777
1_MACS_peak_19337_lociStitched	chr22(.):32339180-32342332	2.3243
1_MACS_peak_19338_lociStitched	chr22(.):32365344-32367392	0.7609
1_MACS_peak_19339_lociStitched	chr22(.):32435936-32437454	0.7412
1_MACS_peak_19340_lociStitched	chr22(.):32533184-32534867	1.0899
3_MACS_peak_19341_lociStitched	chr22(.):32802631-32813715	0.4104
1_MACS_peak_19344_lociStitched	chr22(.):32869389-32872305	1.8103
2_MACS_peak_19345_lociStitched	chr22(.):32931667-32937093	0.5002
1_MACS_peak_19347_lociStitched	chr22(.):33118871-33120760	0.7668
1_MACS_peak_19348_lociStitched	chr22(.):33867033-33871016	2.4501
1_MACS_peak_19349_lociStitched	chr22(.):33962545-33966722	4.4082
1_MACS_peak_19350_lociStitched	chr22(.):33974683-33975642	0.5378
1_MACS_peak_19351_lociStitched	chr22(.):34201840-34202929	0.5608
1_MACS_peak_19352_lociStitched	chr22(.):34236653-34240300	3.0186
1_MACS_peak_19353_lociStitched	chr22(.):34247272-34251259	0.9568
2_MACS_peak_19354_lociStitched	chr22(.):34314796-34319383	1.3409
1_MACS_peak_19356_lociStitched	chr22(.):34806074-34807185	0.5153
1_MACS_peak_19357_lociStitched	chr22(.):35016670-35017662	0.4882
1_MACS_peak_19358_lociStitched	chr22(.):35499405-35501448	0.5797
1_MACS_peak_19359_lociStitched	chr22(.):35522207-35525632	0.7311
2_MACS_peak_19360_lociStitched	chr22(.):35593405-35602500	0.6881
1_MACS_peak_19362_lociStitched	chr22(.):35626142-35628048	1.3219
1_MACS_peak_19363_lociStitched	chr22(.):35652650-35654742	2.3718
1_MACS_peak_19364_lociStitched	chr22(.):35695208-35697040	1.1681
1_MACS_peak_19365_lociStitched	chr22(.):35703785-35708926	1.1527
2_MACS_peak_19366_lociStitched	chr22(.):35740128-35749734	0.8702
1_MACS_peak_19368_lociStitched	chr22(.):35758403-35759827	0.8111
4_MACS_peak_19369_lociStitched	chr22(.):35767208-35778081	0.7325
1_MACS_peak_19373_lociStitched	chr22(.):35794751-35797108	2.9271
1_MACS_peak_19374_lociStitched	chr22(.):35843128-35845213	1.399
1_MACS_peak_19375_lociStitched	chr22(.):35935620-35936725	0.5529
1_MACS_peak_19376_lociStitched	chr22(.):36007168-36008434	0.6885
1_MACS_peak_19377_lociStitched	chr22(.):36022791-36026485	1.4269
1_MACS_peak_19378_lociStitched	chr22(.):36043505-36046486	2.9516
1_MACS_peak_19379_lociStitched	chr22(.):36147685-36149667	1.0685
2_MACS_peak_19380_lociStitched	chr22(.):36231557-36236847	0.5199
1_MACS_peak_19382_lociStitched	chr22(.):36255185-36258723	1.8933
1_MACS_peak_19383_lociStitched	chr22(.):36265152-36267973	0.6669
1_MACS_peak_19384_lociStitched	chr22(.):36278143-36279976	0.7574
2_MACS_peak_19385_lociStitched	chr22(.):36308307-36311607	0.5376
2_MACS_peak_19387_lociStitched	chr22(.):36423707-36425854	0.6377
1_MACS_peak_19389_lociStitched	chr22(.):36447807-36449728	1.5269
1_MACS_peak_19390_lociStitched	chr22(.):36461277-36462908	1.0265
1_MACS_peak_19391_lociStitched	chr22(.):36519397-36520557	0.8989
3_MACS_peak_19392_lociStitched	chr22(.):36552242-36564372	1.7529
1_MACS_peak_19395_lociStitched	chr22(.):36633005-36636635	2.1428
2_MACS_peak_19396_lociStitched	chr22(.):36648284-36656552	2.3465
1_MACS_peak_19398_lociStitched	chr22(.):36725767-36730264	4.0247
2_MACS_peak_19399_lociStitched	chr22(.):36749983-36756432	1.1611
2_MACS_peak_19401_lociStitched	chr22(.):36772349-36785258	1.554
1_MACS_peak_19403_lociStitched	chr22(.):36800992-36802956	1.1913
2_MACS_peak_19404_lociStitched	chr22(.):36812636-36816432	0.9238
1_MACS_peak_19406_lociStitched	chr22(.):36831155-36832931	0.7827
2_MACS_peak_19407_lociStitched	chr22(.):36846797-36852383	1.4785
2_MACS_peak_19409_lociStitched	chr22(.):36862399-36866815	1.0149
1_MACS_peak_19411_lociStitched	chr22(.):36876705-36879033	3.0654
1_MACS_peak_19412_lociStitched	chr22(.):36889170-36891034	1.362
1_MACS_peak_19413_lociStitched	chr22(.):36902291-36903900	1.0373
