GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_001164405	chr17(.):1168857-1179565	0.1094
NM_172367	chr17(.):1177956-1209281	0.1124
NM_178568	chr17(.):1832970-1933178	0.0933
NM_001383	chr17(.):1928430-1951725	0.12
NM_080822	chr17(.):1940276-1951725	0.1217
NM_001098202	chr17(.):1954603-1967981	0.1104
NR_029625	chr17(.):1948564-1958674	0.1356
NM_006497	chr17(.):1953392-1967981	0.1053
NR_029674	chr17(.):1948201-1958302	0.1338
NM_001122890	chr17(.):4455221-4468876	0.1747
NM_001140	chr17(.):4529213-4549960	0.1102
NM_001114974	chr17(.):4482833-4516614	0.0978
NM_198501	chr17(.):4482275-4516614	0.0972
NM_182906	chr17(.):6972855-6988600	0.0874
NM_080913	chr17(.):6999640-7023128	0.0977
NM_080914	chr17(.):6999640-7022629	0.096
NM_001143775	chr17(.):7141905-7159995	0.1754
NM_015982	chr17(.):7186570-7202876	0.113
NM_001185023	chr17(.):7158221-7171264	0.1044
NM_001185022	chr17(.):7158221-7171512	0.1046
NM_001128827	chr17(.):7088209-7125928	0.122
NM_000018	chr17(.):7118152-7133585	0.1404
NM_004422	chr17(.):7123660-7142863	0.1374
NM_007278	chr17(.):7138737-7150753	0.1803
NM_024297	chr17(.):7133346-7147825	0.1852
NM_001365	chr17(.):7088209-7128369	0.1206
NM_203415	chr17(.):7150371-7168259	0.1336
NM_015362	chr17(.):7150550-7168259	0.1339
NM_001042	chr17(.):7180053-7196367	0.1265
NM_015343	chr17(.):7141905-7160259	0.1737
NR_029896	chr17(.):7121615-7131698	0.153
NM_199339	chr17(.):7318678-7329951	0.0926
NM_001143762	chr17(.):7206693-7220782	0.1749
NM_032442	chr17(.):7213950-7237638	0.1577
NM_198154	chr17(.):7253496-7265538	0.1129
NM_003985	chr17(.):7279364-7298092	0.1062
NM_001143761	chr17(.):7206287-7220782	0.1708
NM_152766	chr17(.):7301294-7312418	0.1085
NM_001143760	chr17(.):7205317-7220782	0.1649
NM_014716	chr17(.):7234847-7259793	0.1442
NM_020360	chr17(.):7288054-7302843	0.11
NM_001970	chr17(.):7205855-7220782	0.169
NM_004489	chr17(.):7210977-7223658	0.1587
NM_020795	chr17(.):7306501-7328179	0.0912
NM_175734	chr17(.):7323934-7335886	0.0913
NM_001128833	chr17(.):7357684-7387944	0.1277
NM_000937	chr17(.):7382697-7422935	0.1294
NM_020899	chr17(.):7357684-7392568	0.1357
NM_004112	chr17(.):7337688-7353251	0.1389
NM_000747	chr17(.):7343405-7365932	0.1176
NM_001102614	chr17(.):7379720-7391383	0.1779
NM_000546	chr17(.):7566719-7595863	0.1162
NM_001126117	chr17(.):7566719-7583811	0.0935
NM_001406	chr17(.):7603519-7619693	0.1106
NR_002778	chr17(.):7652637-7663286	0.1058
NM_001080424	chr17(.):7738234-7763118	0.1701
NM_144607	chr17(.):7756063-7770600	0.1301
NM_032356	chr17(.):7755002-7766172	0.1398
NM_203411	chr17(.):7753383-7764417	0.1596
NM_001039131	chr17(.):7937357-7957451	0.1093
NR_036201	chr17(.):7986373-7996465	0.1177
NM_001139	chr17(.):7970953-7996021	0.115
NM_000180	chr17(.):7900987-7928658	0.1033
NM_021628	chr17(.):7994217-8026860	0.1459
NM_032580	chr17(.):8018907-8032410	0.1847
NM_001165960	chr17(.):7994217-8027234	0.1471
NM_006613	chr17(.):18918989-18955336	0.1382
NM_001129778	chr17(.):19025781-19067148	0.1281
NM_001102664	chr17(.):19135689-19245028	0.1264
NR_027384	chr17(.):26795663-26829798	0.0972
NM_003593	chr17(.):26845958-26870175	0.1232
NM_005148	chr17(.):26868724-26884646	0.1417
NM_021006	chr17(.):34517267-34529156	0.3105
NM_001001418	chr17(.):34576084-34597027	0.2507
NM_001001435	chr17(.):34533467-34545274	0.295
NM_001001437	chr17(.):34517267-34529147	0.3105
NM_001001417	chr17(.):34488060-34508988	0.2559
NM_021006	chr17(.):34618841-34630730	0.3081
NM_001001437	chr17(.):34618841-34630721	0.3076
NM_001001435	chr17(.):34635033-34646840	0.3241
NM_001123392	chr17(.):34740935-34762050	0.2513
NM_001001418	chr17(.):34741118-34813091	0.2016
NM_001040282	chr17(.):34792174-34813103	0.2482
NM_004773	chr17(.):34837472-34856662	0.1183
NM_005568	chr17(.):35289498-35305494	0.0799
NM_001123391	chr17(.):36278959-36300098	0.2845
NR_024178	chr17(.):36197572-36249363	0.1156
NM_032258	chr17(.):36278959-36299915	0.2864
NM_001123391	chr17(.):36332527-36353666	0.3092
NM_032258	chr17(.):36332710-36353666	0.3097
NM_006160	chr17(.):37755020-37769175	0.0805
NM_001165938	chr17(.):37788332-37825454	0.111
NM_032192	chr17(.):37778178-37797877	0.1437
NM_181505	chr17(.):37779752-37797878	0.1356
NM_000422	chr17(.):39770691-39785882	0.085
NM_000526	chr17(.):39733530-39748147	0.103
NR_033415	chr17(.):39777578-39801451	0.0907
NM_000226	chr17(.):39717093-39733310	0.105
NM_005557	chr17(.):39761030-39774079	0.0755
NM_004527	chr17(.):41712757-41743931	0.09
NM_001040002	chr17(.):41712757-41744262	0.0902
NM_199262	chr17(.):45917279-45938240	0.1301
NM_145798	chr17(.):45879732-45904147	0.1205
NM_033413	chr17(.):45903992-45920079	0.1376
NM_001145023	chr17(.):45910046-45923699	0.1244
NM_145255	chr17(.):45895637-45913907	0.1415
NM_024015	chr17(.):46647868-46660743	0.1095
NR_029608	chr17(.):46652199-46662309	0.1136
NM_002146	chr17(.):46621231-46656810	0.0893
NM_018952	chr17(.):46668098-46687334	0.1253
NM_004502	chr17(.):46679594-46693383	0.0978
NM_024016	chr17(.):46684707-46697301	0.1097
NM_024017	chr17(.):46693518-46708835	0.1173
NR_029582	chr17(.):46704851-46714921	0.1211
NR_033202	chr17(.):46662841-46684703	0.1269
NR_033203	chr17(.):46664653-46684703	0.1218
NR_033205	chr17(.):46668319-46684703	0.1279
NR_033201	chr17(.):46662822-46688774	0.1266
NM_002147	chr17(.):46663618-46676103	0.1291
NR_033204	chr17(.):46664681-46688774	0.1223
NR_036150	chr17(.):46796769-46806837	0.1348
NR_024103	chr17(.):46795541-46807119	0.1319
NM_006361	chr17(.):46797126-46811111	0.131
NM_032391	chr17(.):46794081-46804882	0.1291
NM_173623	chr17(.):46834592-46876686	0.0978
NM_004123	chr17(.):47030917-47050955	0.1149
NM_007241	chr17(.):47002458-47027154	0.1161
NM_023079	chr17(.):46980730-47011422	0.1164
NM_001160423	chr17(.):47069773-47138507	0.0995
NM_002634	chr17(.):47476419-47497242	0.127
NM_007225	chr17(.):47648297-47666171	0.1124
NM_001077503	chr17(.):47910670-47930379	0.1086
NM_138281	chr17(.):48041561-48057323	0.0908
NM_001934	chr17(.):48045129-48056951	0.091
NM_005220	chr17(.):48062368-48077588	0.1164
NM_032595	chr17(.):48206100-48232877	0.1359
NM_000023	chr17(.):48238365-48258293	0.1453
NM_000088	chr17(.):48256456-48284000	0.1203
NR_024193	chr17(.):48243788-48254837	0.1522
NM_032133	chr17(.):48580744-48613862	0.1059
NM_017957	chr17(.):48605047-48626111	0.1333
NM_198376	chr17(.):48633448-48709431	0.1064
NM_198396	chr17(.):48633448-48709542	0.1063
NM_198397	chr17(.):48633448-48688833	0.1058
NM_001178057	chr17(.):61557177-61580741	0.0794
NM_001017917	chr17(.):61504664-61523207	0.0821
NM_001017916	chr17(.):61504664-61528545	0.0948
NM_000789	chr17(.):61549421-61580741	0.0858
NM_001915	chr17(.):61504664-61528722	0.0946
NM_001080466	chr17(.):72347554-72362958	0.0696
NM_007261	chr17(.):72457521-72485933	0.1051
NM_181790	chr17(.):72358644-72373739	0.1018
NM_022036	chr17(.):72422666-72448568	0.0807
NM_018653	chr17(.):72424835-72448568	0.0813
NM_152460	chr17(.):72576056-72595348	0.1091
NM_001115152	chr17(.):72571110-72593370	0.108
NM_175738	chr17(.):72662255-72748474	0.1291
NM_004110	chr17(.):72853618-72874156	0.1355
NM_000835	chr17(.):72833167-72861007	0.0871
NM_178233	chr17(.):72926896-72950511	0.0903
NM_014603	chr17(.):72978726-73006892	0.1131
NM_173477	chr17(.):72907175-72924351	0.0925
NM_030630	chr17(.):72941838-72973900	0.1092
NM_178160	chr17(.):72915369-72935006	0.0887
NR_003587	chr17(.):73579138-73627927	0.1098
NM_001162995	chr17(.):73624513-73642486	0.1565
NR_028439	chr17(.):73627674-73642486	0.1745
NM_001162997	chr17(.):73637645-73649057	0.168
NM_013260	chr17(.):73658398-73709139	0.1371
NR_004397	chr17(.):74549873-74559951	0.1662
NR_004396	chr17(.):74552189-74562275	0.167
NM_024599	chr17(.):74461974-74502509	0.1459
NR_004395	chr17(.):74552714-74562788	0.165
NM_134268	chr17(.):74518439-74538782	0.1265
NM_001005498	chr17(.):74461974-74488991	0.1489
NM_001077620	chr17(.):74531120-74546458	0.1209
NR_033357	chr17(.):74518667-74546458	0.1302
NM_144677	chr17(.):74859797-74951471	0.1001
NM_198955	chr17(.):74863728-74951471	0.0999
NR_028337	chr17(.):75870082-75885169	0.1415
NM_003955	chr17(.):76347858-76361158	0.1348
NM_198594	chr17(.):77015250-77050870	0.1135
NM_198593	chr17(.):77025471-77050870	0.1161
NM_138793	chr17(.):76982797-77010899	0.0998
NM_005567	chr17(.):76962334-76981061	0.1153
NM_001042573	chr17(.):77066018-77089681	0.0902
NM_178543	chr17(.):77699881-77721021	0.1087
NM_005189	chr17(.):77746976-77766449	0.0882
NM_003655	chr17(.):77801954-77818213	0.0973
NM_032647	chr17(.):77746976-77761331	0.0941
NM_020649	chr17(.):77763175-77775915	0.0881
NM_000152	chr17(.):78070354-78098679	0.0973
NM_017950	chr17(.):78005434-78079412	0.0946
NM_001166347	chr17(.):78189199-78232308	0.1041
NM_000199	chr17(.):78178078-78199199	0.1106
NM_052819	chr17(.):78156598-78177723	0.0871
NM_024110	chr17(.):78147280-78187851	0.0906
NM_002522	chr17(.):78435632-78455404	0.0694
NM_001164638	chr17(.):78383966-78409171	0.1229
NM_001164637	chr17(.):78383966-78416884	0.1144
NM_024591	chr17(.):78960640-78978933	0.1007
NR_026857	chr17(.):78997932-79013519	0.0766
NM_001080395	chr17(.):79086095-79144872	0.076
NR_027255	chr17(.):79134306-79161964	0.0777
NR_029897	chr17(.):79094682-79104749	0.0484
NR_030394	chr17(.):79094075-79104173	0.0525
NR_031652	chr17(.):79101995-79112108	0.0645
NR_036151	chr17(.):79094676-79104755	0.0484
NM_138570	chr17(.):79219670-79274096	0.1068
NM_178519	chr17(.):79271623-79288048	0.0891
NR_036152	chr17(.):79413129-79423214	0.0579
NM_012418	chr17(.):79490416-79509156	0.1016
NM_025161	chr17(.):79501910-79524429	0.1092
NM_001614	chr17(.):79471998-79484827	0.1439
NM_001093767	chr17(.):79775292-79796167	0.1143
NM_000160	chr17(.):79757009-79776889	0.0974
NM_000918	chr17(.):79796033-79823544	0.1334
NM_001007533	chr17(.):79786367-79797926	0.1153
NM_002359	chr17(.):79871145-79890588	0.1218
NR_033683	chr17(.):79855776-79874077	0.0975
NM_001145113	chr17(.):79892520-79910109	0.1199
NM_016538	chr17(.):79864814-79881058	0.1081
NM_148896	chr17(.):79855071-79865781	0.0884
NM_006907	chr17(.):79885268-79899968	0.1275
NM_032711	chr17(.):79871145-79886408	0.1209
NR_033682	chr17(.):79855776-79874340	0.0968
NM_178493	chr17(.):79905382-79924057	0.0904
NR_015454	chr17(.):79880704-79893629	0.1323
NM_001004431	chr17(.):81032566-81057591	0.0853
NM_198471	chr19(.):8382467-8413146	0.1758
NM_133475	chr19(.):4178350-4229811	0.1652
NM_130853	chr19(.):5200518-5345814	0.1052
NM_002068	chr19(.):3131190-3168766	0.1125
NR_034098	chr19(.):46107657-46147675	0.1404
NM_014601	chr19(.):48211600-48251391	0.1009
NM_001193268	chr19(.):46107657-46153775	0.1397
NM_001193269	chr19(.):46107657-46151985	0.1417
NM_194460	chr19(.):642525-668233	0.1528
NM_020695	chr19(.):1810244-1853452	0.1579
NM_052847	chr19(.):2506217-2707746	0.1764
NM_001144761	chr19(.):2992635-3052633	0.1065
NM_012398	chr19(.):3625178-3705477	0.1269
NM_001172673	chr19(.):3219701-3302073	0.114
NM_021938	chr19(.):3219700-3302073	0.114
NM_002378	chr19(.):3772966-3806810	0.1023
NR_033342	chr19(.):3220482-3302073	0.1138
NM_205843	chr19(.):3354615-3468603	0.1219
NM_005597	chr19(.):3361572-3468603	0.1235
NM_001042680	chr19(.):3533262-3562571	0.1522
NM_139159	chr19(.):4670243-4728855	0.1533
NM_017720	chr19(.):4319039-4343847	0.1639
NM_152784	chr19(.):5715687-5783742	0.1446
NR_034166	chr19(.):5889680-5909024	0.1996
NM_000635	chr19(.):5988174-6115664	0.1381
NM_001044387	chr19(.):7064470-7092978	0.1578
NM_001166113	chr19(.):7594635-7631653	0.1385
NM_001166114	chr19(.):7595588-7631653	0.1401
NM_006702	chr19(.):7594037-7631653	0.1378
NM_001166112	chr19(.):7594127-7631653	0.1381
NM_001166111	chr19(.):7594590-7631653	0.1385
NM_006351	chr19(.):7986602-8013708	0.1633
NM_002501	chr19(.):13101583-13214610	0.1083
NM_014975	chr19(.):12944258-12990766	0.1128
NM_014921	chr19(.):14253548-14321997	0.0829
NM_017721	chr19(.):14011955-14046693	0.1053
NM_002248	chr19(.):18057110-18114930	0.0988
NM_000215	chr19(.):17930592-17963841	0.0851
NM_015016	chr19(.):18203602-18267499	0.1157
NM_000923	chr19(.):18313770-18364010	0.1106
NM_001492	chr19(.):18974360-19011953	0.096
NM_198207	chr19(.):18983717-19011953	0.1028
NM_000704	chr19(.):36036094-36059560	0.094
NM_001001563	chr19(.):39966051-39986528	0.1033
NM_001042724	chr19(.):45344392-45397485	0.1108
NM_002856	chr19(.):45344392-45387198	0.1
NM_001012643	chr19(.):46388280-46410862	0.1287
NM_015063	chr19(.):47926278-47980307	0.1145
NM_001184902	chr19(.):48706342-48764203	0.1297
NR_004401	chr19(.):49136295-49190502	0.1294
NM_015953	chr19(.):50053967-50088803	0.1162
NM_020309	chr19(.):49927654-49949808	0.1012
NM_014037	chr19(.):49787891-49833474	0.1008
NM_001136201	chr19(.):55959345-55978049	0.0999
NM_001161440	chr19(.):55687614-55725874	0.1143
NM_176820	chr19(.):56214797-56254768	0.0923
NM_001085488	chr19(.):55819226-55841708	0.1022
NM_033513	chr19(.):502496-524654	0.1677
NM_130762	chr19(.):491489-510343	0.1298
NM_001194	chr19(.):584892-622159	0.1098
NM_001728	chr19(.):567536-588493	0.136
NM_004359	chr19(.):526732-547087	0.1326
NM_005035	chr19(.):612222-638568	0.1286
NM_020637	chr19(.):634925-648604	0.1294
NM_198591	chr19(.):566324-588493	0.1365
NM_005317	chr19(.):539026-554919	0.1153
NM_214710	chr19(.):680545-700461	0.1293
NM_173481	chr19(.):746145-769318	0.1311
NM_002579	chr19(.):703952-753330	0.1299
NM_005860	chr19(.):671388-688392	0.1298
NR_036154	chr19(.):808583-818653	0.1292
NM_005481	chr19(.):862961-898218	0.1568
NM_002777	chr19(.):835984-853175	0.1323
NM_001972	chr19(.):847290-861246	0.1393
NM_031991	chr19(.):792391-817327	0.1547
NM_001700	chr19(.):822830-837017	0.1306
NM_001928	chr19(.):854664-868610	0.1524
NM_024888	chr19(.):807517-826952	0.1247
NM_001280	chr19(.):1264266-1278171	0.2559
NM_017914	chr19(.):1270519-1284243	0.2178
NM_177401	chr19(.):1243551-1264142	0.1733
NM_001001975	chr19(.):1236748-1249824	0.1949
NM_001405	chr19(.):1281167-1304944	0.1328
NM_152769	chr19(.):1224946-1242990	0.1391
NR_027271	chr19(.):1262469-1275259	0.2358
NM_024407	chr19(.):1378882-1400588	0.1737
NR_024247	chr19(.):1351322-1383430	0.1528
NM_032853	chr19(.):1349975-1383430	0.1509
NM_138393	chr19(.):1486164-1502924	0.1914
NR_026557	chr19(.):1519077-1540455	0.1179
NM_203304	chr19(.):1549667-1573057	0.1286
NM_213604	chr19(.):1500016-1518188	0.1481
NM_017573	chr19(.):1476426-1495407	0.2021
NM_152482	chr19(.):1468199-1484228	0.1703
NM_005883	chr19(.):1445147-1478243	0.1516
NM_001136139	chr19(.):1604291-1655286	0.168
NM_003926	chr19(.):1571677-1597652	0.1579
NM_003200	chr19(.):1604291-1657326	0.1691
NM_138813	chr19(.):1777073-1817270	0.1404
NM_001178002	chr19(.):1777073-1817199	0.1404
NR_031730	chr19(.):1811157-1821237	0.1622
NM_001080488	chr19(.):1748661-1780444	0.1217
NR_034114	chr19(.):1817087-1829542	0.1327
NM_004152	chr19(.):2264519-2278487	0.1913
NM_152988	chr19(.):2323628-2360100	0.1717
NM_198532	chr19(.):2269630-2287181	0.1646
NM_144616	chr19(.):2247249-2261422	0.2161
NM_016199	chr19(.):2316519-2333614	0.1868
NM_001101391	chr19(.):2284773-2313156	0.1467
NR_036207	chr19(.):2245637-2255717	0.1428
NM_213568	chr19(.):2729523-2745074	0.1596
NM_145173	chr19(.):2709564-2726390	0.1117
NM_001130	chr19(.):3047907-3067371	0.0924
NM_198969	chr19(.):3047907-3067964	0.0914
NM_002067	chr19(.):3089407-3126454	0.0983
NM_020170	chr19(.):3180874-3214573	0.1236
NM_003775	chr19(.):3173735-3185330	0.1181
NM_001136503	chr19(.):3469404-3485540	0.1372
NM_016263	chr19(.):3501294-3541755	0.1393
NM_031304	chr19(.):3485818-3505621	0.1737
NM_001145165	chr19(.):3485818-3505938	0.1808
NM_201636	chr19(.):3589503-3611831	0.1384
NM_001135580	chr19(.):3534154-3549028	0.1323
NM_006339	chr19(.):3567942-3584081	0.1598
NM_021231	chr19(.):3605642-3631813	0.1678
NM_133261	chr19(.):3580568-3598539	0.1271
NM_172251	chr19(.):3757664-3772563	0.1898
NM_004886	chr19(.):3745770-3766673	0.1695
NM_032753	chr19(.):3764088-3777219	0.1124
NM_139355	chr19(.):3772966-3791415	0.0937
NM_014428	chr19(.):3723373-3755682	0.1247
NM_015174	chr19(.):3799021-3874027	0.1244
NR_027149	chr19(.):3846803-3874027	0.1266
NM_033064	chr19(.):3875617-3933080	0.1189
NM_001145640	chr19(.):3846810-3874027	0.1266
NM_170678	chr19(.):3928100-3947414	0.1081
NR_002602	chr19(.):3977504-3987570	0.2799
NM_001961	chr19(.):3971053-3990461	0.2552
NM_001348	chr19(.):3953451-3974826	0.1342
NR_030367	chr19(.):3956411-3966510	0.1169
NM_001193285	chr19(.):4169105-4187596	0.1704
NM_032607	chr19(.):4148628-4178048	0.1314
NM_030662	chr19(.):4085319-4129126	0.1543
NM_024333	chr19(.):4299590-4328843	0.1342
NM_005755	chr19(.):4224539-4242524	0.1668
NM_020209	chr19(.):4273597-4295720	0.1191
NM_018074	chr19(.):4242110-4274085	0.1649
NM_001169126	chr19(.):4287224-4307428	0.1202
NM_032868	chr19(.):4338523-4365083	0.1648
NM_001080400	chr19(.):4497191-4522716	0.1373
NM_001013706	chr19(.):4517543-4540208	0.1425
NM_001001520	chr19(.):4467254-4507222	0.1492
NM_052972	chr19(.):4532226-4545036	0.1229
NM_032108	chr19(.):4537599-4564771	0.1385
NM_152362	chr19(.):4634526-4660580	0.1449
NM_001167942	chr19(.):4635028-4660580	0.1449
NM_019107	chr19(.):4652556-4675415	0.1631
NR_029607	chr19(.):4765681-4775791	0.1321
NM_182919	chr19(.):4810937-4836737	0.1696
NM_018708	chr19(.):4786727-4800571	0.2046
NR_027148	chr19(.):4764116-4777568	0.1294
NR_027064	chr19(.):5553177-5573005	0.1026
NM_015414	chr19(.):5685345-5696678	0.2398
NM_004793	chr19(.):5686844-5725176	0.1821
NM_033643	chr19(.):5685271-5696678	0.2393
NM_001097640	chr19(.):5837898-5856485	0.1391
NM_002034	chr19(.):5860836-5875551	0.1397
NM_001134316	chr19(.):5777970-5789776	0.1179
NM_001161619	chr19(.):5780152-5796249	0.1541
NM_000150	chr19(.):5825636-5844742	0.1349
NM_004558	chr19(.):5818817-5833335	0.1533
NM_007320	chr19(.):5911151-5983320	0.1588
NM_001017921	chr19(.):5899851-5915263	0.2175
NM_004058	chr19(.):5909192-5921222	0.1159
NR_024372	chr19(.):6999963-7011426	0.1592
NM_144614	chr19(.):7044350-7056746	0.2002
NR_024075	chr19(.):6947510-6995857	0.1305
NM_001136507	chr19(.):7025593-7038022	0.1653
NM_001164419	chr19(.):7032754-7045184	0.1824
NM_001164425	chr19(.):7051215-7063645	0.144
NM_018083	chr19(.):7576003-7590911	0.181
NM_020533	chr19(.):7582495-7603895	0.1814
NM_198534	chr19(.):7557444-7578336	0.1517
NR_024491	chr19(.):7532722-7543247	0.1004
NM_080662	chr19(.):7536760-7558905	0.1373
NM_001130955	chr19(.):7499573-7542371	0.1285
NM_020196	chr19(.):7679410-7699439	0.1503
NM_020902	chr19(.):7655787-7688196	0.1113
NM_006949	chr19(.):7696990-7717759	0.1473
NM_001171155	chr19(.):7689670-7701510	0.1777
NM_174895	chr19(.):7691506-7703570	0.2049
NM_020415	chr19(.):7728971-7740340	0.1193
NM_014257	chr19(.):7823034-7839491	0.129
NM_001144899	chr19(.):7799880-7817464	0.1488
NM_174918	chr19(.):7736942-7749719	0.1693
NM_002002	chr19(.):7748642-7772032	0.1168
NR_002931	chr19(.):7847369-7860898	0.1328
NM_174894	chr19(.):7740760-7752748	0.1619
NM_001042462	chr19(.):7740706-7752748	0.1617
NM_001042461	chr19(.):7740763-7752748	0.1619
NM_198492	chr19(.):7788842-7802057	0.1171
NR_030717	chr19(.):7980866-7993136	0.202
NM_145185	chr19(.):7963764-7984363	0.1658
NM_003083	chr19(.):7980193-7993136	0.198
NM_001159944	chr19(.):7906385-7934862	0.1484
NM_145245	chr19(.):7890160-7934862	0.1545
NM_206833	chr19(.):7984380-7996051	0.1879
NM_001190467	chr19(.):7928604-7944326	0.1749
NR_033250	chr19(.):7938516-7950117	0.1159
NM_025061	chr19(.):7948389-7971908	0.1592
NM_001195259	chr19(.):7976031-7988980	0.1837
NM_032447	chr19(.):8125286-8217385	0.1005
NM_001031	chr19(.):8381383-8392280	0.2146
NM_005001	chr19(.):8371233-8391280	0.2065
NM_016579	chr19(.):8362010-8378240	0.1685
NM_024552	chr19(.):8269216-8332304	0.1168
NM_139314	chr19(.):8424010-8444257	0.1104
NM_004218	chr19(.):8450204-8474317	0.1697
NM_178525	chr19(.):8802750-8814172	0.1031
NM_001004699	chr19(.):8836390-8847335	0.0938
NM_144693	chr19(.):8915381-8938565	0.1106
NM_018687	chr19(.):11345294-11357619	0.1195
NM_020812	chr19(.):11304970-11378157	0.1093
NM_001136191	chr19(.):11269942-11313243	0.0943
NM_004283	chr19(.):11427721-11455344	0.1045
NM_001080503	chr19(.):11452180-11470620	0.1269
NM_033408	chr19(.):11448451-11461981	0.1453
NM_012466	chr19(.):11401823-11442672	0.0958
NM_001080997	chr19(.):12931296-12946207	0.1211
NM_181738	chr19(.):12906426-12917694	0.1635
NM_002229	chr19(.):12897309-12909125	0.1859
NM_031429	chr19(.):12931295-12951230	0.1246
NM_006397	chr19(.):12912427-12929462	0.1169
NM_052850	chr19(.):13059971-13073050	0.1321
NM_000159	chr19(.):12996973-13015783	0.1334
NM_001375	chr19(.):12981024-12997335	0.131
NM_005053	chr19(.):13051653-13069455	0.154
NM_006563	chr19(.):12990236-13003017	0.1753
NM_152654	chr19(.):13075431-13090567	0.1373
NM_024323	chr19(.):13988167-14021909	0.1198
NR_029613	chr19(.):13980512-13990622	0.1248
NR_036515	chr19(.):13940329-13952103	0.1448
NM_001098622	chr19(.):13982949-13996571	0.1582
NR_030179	chr19(.):13980688-13990825	0.1285
NR_029497	chr19(.):13942100-13952173	0.152
NR_029495	chr19(.):13942400-13952473	0.1574
NR_029501	chr19(.):13942253-13952331	0.1552
NM_018154	chr19(.):14225320-14252440	0.1256
NM_173544	chr19(.):17629109-17669648	0.1044
NM_024656	chr19(.):17661510-17698965	0.0941
NM_012088	chr19(.):17617431-17637097	0.1205
NM_001098524	chr19(.):17629109-17667835	0.1038
NM_001080421	chr19(.):17707136-17804008	0.0861
NM_005543	chr19(.):17922321-17937320	0.0759
NM_138442	chr19(.):18040904-18059794	0.1282
NM_001136203	chr19(.):18038823-18059794	0.1292
NR_001593	chr19(.):17965726-17979118	0.1442
NM_000980	chr19(.):17965730-17979124	0.1442
NR_000012	chr19(.):17968396-17978529	0.137
NM_000453	chr19(.):17977781-18010983	0.0932
NM_001025604	chr19(.):18106943-18129911	0.1019
NM_015683	chr19(.):18113976-18129911	0.0987
NM_153701	chr19(.):18176371-18202697	0.1014
NM_001098818	chr19(.):18313770-18342248	0.1182
NM_006332	chr19(.):18279578-18293927	0.1039
NM_032683	chr19(.):18299039-18312550	0.1366
NM_002866	chr19(.):18302610-18319874	0.1536
NM_001098819	chr19(.):18313770-18340303	0.118
NM_001145305	chr19(.):18362905-18390319	0.1247
NR_036155	chr19(.):18387886-18397971	0.1445
NM_017712	chr19(.):18446407-18485763	0.1043
NM_005354	chr19(.):18385562-18397432	0.1464
NR_036575	chr19(.):18355759-18371229	0.1285
NM_001170939	chr19(.):18540197-18553921	0.0909
NM_001009998	chr19(.):18525220-18550372	0.0899
NM_001170938	chr19(.):18540197-18554111	0.0903
NM_145256	chr19(.):18496953-18513415	0.1313
NM_004864	chr19(.):18491967-18504986	0.1265
NR_036156	chr19(.):18492371-18502444	0.1241
NM_024069	chr19(.):18663571-18685197	0.1347
NM_003333	chr19(.):18677613-18693270	0.1435
NM_004750	chr19(.):18699034-18722660	0.1152
NM_012109	chr19(.):18718681-18736849	0.0985
NM_001100419	chr19(.):18694494-18708147	0.137
NM_018316	chr19(.):18742837-18786302	0.1106
NM_002911	chr19(.):18937743-18984039	0.1115
NM_000095	chr19(.):18888582-18907114	0.0766
NM_001145724	chr19(.):19035009-19054858	0.1245
NM_001145722	chr19(.):19035009-19056113	0.1275
NM_001145721	chr19(.):19035009-19056161	0.1274
NR_027297	chr19(.):19035009-19055444	0.1266
NM_007263	chr19(.):19005322-19035199	0.1082
NM_004838	chr19(.):19035009-19057041	0.1299
NM_019070	chr19(.):19025483-19044442	0.1459
NM_014364	chr19(.):36019313-36041221	0.12
NM_207392	chr19(.):35973227-35986356	0.1029
NM_001190349	chr19(.):35989205-36009560	0.0931
NM_001166034	chr19(.):36009268-36024253	0.0968
NM_033317	chr19(.):35983118-36009560	0.0985
NM_005306	chr19(.):35935616-35947669	0.1052
NM_001126059	chr19(.):35983118-36006391	0.1008
NM_032635	chr19(.):36031544-36043428	0.1225
NR_033746	chr19(.):35983118-36006412	0.1008
NM_001035516	chr19(.):35983118-35997813	0.1017
NM_144987	chr19(.):36228427-36241336	0.1875
NM_019104	chr19(.):36234511-36250420	0.1739
NM_144617	chr19(.):36240469-36252930	0.1348
NM_052948	chr19(.):36261416-36284724	0.0827
NM_024660	chr19(.):36225150-36238351	0.1551
NM_021232	chr19(.):36285891-36309201	0.0918
NM_001039887	chr19(.):36244043-36265077	0.1097
NM_172341	chr19(.):36231493-36242903	0.1932
NM_003332	chr19(.):36390302-36404211	0.1146
NM_001024807	chr19(.):36354400-36375699	0.0881
NM_014266	chr19(.):36388381-36400173	0.1131
NM_199179	chr19(.):36342809-36363048	0.0763
NM_004646	chr19(.):36311273-36347895	0.0789
NM_139239	chr19(.):36374142-36396552	0.0997
NM_203486	chr19(.):39984556-40004121	0.102
NM_152361	chr19(.):40016629-40028494	0.1049
NM_153232	chr19(.):40024446-40035838	0.1328
NM_182704	chr19(.):40000752-40016326	0.0937
NM_002483	chr19(.):42254397-42281113	0.1029
NM_001815	chr19(.):42295533-42320591	0.1097
NM_001783	chr19(.):42376189-42390439	0.1416
NM_001040283	chr19(.):42344085-42361397	0.1096
NM_173506	chr19(.):42336149-42353508	0.1053
