GENE_ID	locusLine	bin_1_29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam
2_MACS_peak_18890_lociStitched	chr19(.):42275077-42276725	0.7575
21_MACS_peak_18892_lociStitched	chr19(.):42279658-42326962	0.9797
3_MACS_peak_18913_lociStitched	chr19(.):42329406-42334430	0.8099
1_MACS_peak_18916_lociStitched	chr19(.):42336894-42337676	0.6365
5_MACS_peak_18917_lociStitched	chr19(.):42340881-42346783	0.8407
4_MACS_peak_18922_lociStitched	chr19(.):42348182-42353722	0.8387
2_MACS_peak_18926_lociStitched	chr19(.):42354754-42357102	0.8641
4_MACS_peak_18928_lociStitched	chr19(.):42415033-42422203	1.5367
9_MACS_peak_18932_lociStitched	chr19(.):42423368-42446057	1.4234
11_MACS_peak_18941_lociStitched	chr19(.):42467679-42511274	1.4071
6_MACS_peak_18952_lociStitched	chr19(.):42521875-42535179	0.977
1_MACS_peak_18958_lociStitched	chr19(.):42536807-42537672	0.933
2_MACS_peak_18959_lociStitched	chr19(.):42551489-42553485	0.5238
3_MACS_peak_18961_lociStitched	chr19(.):42555407-42559363	0.9127
2_MACS_peak_18964_lociStitched	chr19(.):42563661-42564943	0.7236
2_MACS_peak_18966_lociStitched	chr19(.):42568716-42575350	1.2786
1_MACS_peak_18968_lociStitched	chr19(.):42646245-42646628	0.8066
4_MACS_peak_18969_lociStitched	chr19(.):42650021-42659588	1.1809
2_MACS_peak_18973_lociStitched	chr19(.):42661417-42663634	0.5889
3_MACS_peak_18975_lociStitched	chr19(.):42678750-42683740	1.1081
2_MACS_peak_18978_lociStitched	chr19(.):42760368-42761384	0.7298
1_MACS_peak_18980_lociStitched	chr19(.):42765696-42766064	0.6329
2_MACS_peak_18981_lociStitched	chr19(.):42816074-42819802	0.9584
2_MACS_peak_18983_lociStitched	chr19(.):42823084-42829235	1.1817
2_MACS_peak_18985_lociStitched	chr19(.):42883074-42885332	0.7187
1_MACS_peak_18987_lociStitched	chr19(.):42888804-42889139	0.6918
2_MACS_peak_18988_lociStitched	chr19(.):42892125-42897313	1.5037
1_MACS_peak_18990_lociStitched	chr19(.):42947654-42948017	0.4029
1_MACS_peak_18991_lociStitched	chr19(.):43056269-43056604	0.6312
1_MACS_peak_18992_lociStitched	chr19(.):43062485-43062859	0.6503
1_MACS_peak_18993_lociStitched	chr19(.):43065747-43066127	0.637
1_MACS_peak_18994_lociStitched	chr19(.):43069781-43070212	0.591
1_MACS_peak_18995_lociStitched	chr19(.):43093697-43095075	0.8638
1_MACS_peak_18996_lociStitched	chr19(.):43099221-43099866	0.8041
1_MACS_peak_18997_lociStitched	chr19(.):43200639-43201087	0.7205
3_MACS_peak_18998_lociStitched	chr19(.):43830751-43833354	0.7249
15_MACS_peak_19001_lociStitched	chr19(.):43856990-43884248	0.8992
1_MACS_peak_19016_lociStitched	chr19(.):43919562-43919906	0.6378
1_MACS_peak_19017_lociStitched	chr19(.):43963628-43964238	0.7111
1_MACS_peak_19018_lociStitched	chr19(.):43965480-43966127	0.9299
1_MACS_peak_19019_lociStitched	chr19(.):43969538-43970159	0.6674
1_MACS_peak_19020_lociStitched	chr19(.):44129906-44130243	0.6212
1_MACS_peak_19021_lociStitched	chr19(.):44139009-44139661	0.7271
3_MACS_peak_19022_lociStitched	chr19(.):44141189-44146200	0.8462
1_MACS_peak_19025_lociStitched	chr19(.):44173396-44174343	0.7317
3_MACS_peak_19026_lociStitched	chr19(.):44221383-44224532	1.0771
3_MACS_peak_19031_lociStitched	chr19(.):44917209-44920385	0.9491
1_MACS_peak_19034_lociStitched	chr19(.):44959307-44959840	1.4525
1_MACS_peak_19037_lociStitched	chr19(.):44962981-44963717	0.8933
1_MACS_peak_19038_lociStitched	chr19(.):45031168-45031534	0.4708
1_MACS_peak_19039_lociStitched	chr19(.):45034692-45035057	0.751
1_MACS_peak_19040_lociStitched	chr19(.):45098444-45098898	0.5597
1_MACS_peak_19041_lociStitched	chr19(.):45108699-45109031	0.6815
1_MACS_peak_19042_lociStitched	chr19(.):45116916-45117249	0.7208
1_MACS_peak_19043_lociStitched	chr19(.):45123707-45124210	0.7359
2_MACS_peak_19044_lociStitched	chr19(.):45275847-45276890	0.7121
1_MACS_peak_19046_lociStitched	chr19(.):45289921-45290520	0.8159
4_MACS_peak_19047_lociStitched	chr19(.):45294961-45298323	0.7205
5_MACS_peak_19051_lociStitched	chr19(.):45305781-45317058	1.1383
14_MACS_peak_19056_lociStitched	chr19(.):45318380-45346078	0.9979
4_MACS_peak_19070_lociStitched	chr19(.):45349326-45361547	1.3913
4_MACS_peak_19074_lociStitched	chr19(.):45363324-45366576	0.7316
6_MACS_peak_19078_lociStitched	chr19(.):45367989-45390902	1.2114
2_MACS_peak_19084_lociStitched	chr19(.):45407868-45417830	1.1566
6_MACS_peak_19086_lociStitched	chr19(.):45425143-45435164	0.884
4_MACS_peak_19092_lociStitched	chr19(.):45436355-45440121	0.7845
3_MACS_peak_19096_lociStitched	chr19(.):45659522-45666586	1.2633
1_MACS_peak_19099_lociStitched	chr19(.):45700236-45700723	0.6813
1_MACS_peak_19100_lociStitched	chr19(.):45701805-45702142	0.6825
7_MACS_peak_19101_lociStitched	chr19(.):45714309-45732496	1.1699
3_MACS_peak_19108_lociStitched	chr19(.):45733904-45749868	1.2461
1_MACS_peak_19111_lociStitched	chr19(.):45812815-45813169	0.6825
2_MACS_peak_19112_lociStitched	chr19(.):45814373-45815493	0.9439
5_MACS_peak_19114_lociStitched	chr19(.):45816589-45828284	1.2168
1_MACS_peak_19119_lociStitched	chr19(.):45832229-45832732	0.9209
1_MACS_peak_19120_lociStitched	chr19(.):45833848-45834215	0.849
3_MACS_peak_19121_lociStitched	chr19(.):45843968-45852836	1.0927
2_MACS_peak_19124_lociStitched	chr19(.):45889111-45890764	0.7203
1_MACS_peak_19126_lociStitched	chr19(.):45931509-45932479	1.1276
1_MACS_peak_19127_lociStitched	chr19(.):45938393-45938818	0.6494
3_MACS_peak_19128_lociStitched	chr19(.):45966736-45969703	0.7739
1_MACS_peak_19131_lociStitched	chr19(.):45984420-45985138	0.7249
9_MACS_peak_19132_lociStitched	chr19(.):45989199-46003802	1.107
5_MACS_peak_19141_lociStitched	chr19(.):46092221-46106686	1.2774
1_MACS_peak_19146_lociStitched	chr19(.):46154398-46154830	0.673
7_MACS_peak_19147_lociStitched	chr19(.):46159110-46170389	0.8999
1_MACS_peak_19154_lociStitched	chr19(.):46171429-46173354	0.9724
3_MACS_peak_19155_lociStitched	chr19(.):46176838-46181751	0.9193
1_MACS_peak_19158_lociStitched	chr19(.):46245504-46246157	0.7397
3_MACS_peak_19159_lociStitched	chr19(.):46248155-46251916	0.9124
1_MACS_peak_19162_lociStitched	chr19(.):46253859-46254360	0.8089
1_MACS_peak_19163_lociStitched	chr19(.):46259754-46260274	0.8215
4_MACS_peak_19164_lociStitched	chr19(.):46263679-46271916	1.0633
4_MACS_peak_19168_lociStitched	chr19(.):46366443-46380406	1.251
2_MACS_peak_19172_lociStitched	chr19(.):46408244-46410451	0.7763
1_MACS_peak_19174_lociStitched	chr19(.):46412326-46412756	0.7985
7_MACS_peak_19175_lociStitched	chr19(.):46414281-46426333	0.8936
2_MACS_peak_19182_lociStitched	chr19(.):46427879-46430364	1.0339
8_MACS_peak_19184_lociStitched	chr19(.):46431751-46442138	0.8206
3_MACS_peak_19192_lociStitched	chr19(.):46444732-46447207	0.619
5_MACS_peak_19195_lociStitched	chr19(.):46449180-46454714	0.8757
19_MACS_peak_19200_lociStitched	chr19(.):46458078-46494331	1.0109
1_MACS_peak_19219_lociStitched	chr19(.):46561849-46562238	0.6541
1_MACS_peak_19220_lociStitched	chr19(.):46579315-46579884	0.7796
1_MACS_peak_19221_lociStitched	chr19(.):46582016-46582585	0.6856
1_MACS_peak_19222_lociStitched	chr19(.):46606218-46606969	0.8829
2_MACS_peak_19223_lociStitched	chr19(.):46609920-46611555	0.5277
4_MACS_peak_19225_lociStitched	chr19(.):46702851-46706829	0.6582
1_MACS_peak_19229_lociStitched	chr19(.):46708217-46708641	0.5389
1_MACS_peak_19230_lociStitched	chr19(.):46710370-46710924	0.7006
2_MACS_peak_19231_lociStitched	chr19(.):46714259-46715866	0.8558
2_MACS_peak_19233_lociStitched	chr19(.):46716968-46717929	0.7514
1_MACS_peak_19235_lociStitched	chr19(.):46719840-46720210	0.4983
1_MACS_peak_19236_lociStitched	chr19(.):46723095-46723441	0.706
9_MACS_peak_19237_lociStitched	chr19(.):46725133-46737654	0.8879
1_MACS_peak_19246_lociStitched	chr19(.):46744195-46744817	0.5252
3_MACS_peak_19247_lociStitched	chr19(.):46752814-46755754	0.7514
2_MACS_peak_19250_lociStitched	chr19(.):46761703-46765433	0.8866
4_MACS_peak_19252_lociStitched	chr19(.):46772725-46776243	0.633
3_MACS_peak_19256_lociStitched	chr19(.):46779600-46783452	1.1099
4_MACS_peak_19259_lociStitched	chr19(.):46786824-46791788	0.8147
2_MACS_peak_19263_lociStitched	chr19(.):46793404-46794813	0.6163
2_MACS_peak_19265_lociStitched	chr19(.):46795984-46799362	0.8505
3_MACS_peak_19267_lociStitched	chr19(.):46800413-46804480	0.7769
1_MACS_peak_19270_lociStitched	chr19(.):46808104-46808441	0.4619
1_MACS_peak_19271_lociStitched	chr19(.):46810314-46810733	0.6806
2_MACS_peak_19272_lociStitched	chr19(.):46812334-46814419	0.8624
3_MACS_peak_19274_lociStitched	chr19(.):46823951-46825916	0.8118
1_MACS_peak_19277_lociStitched	chr19(.):46832568-46833011	0.654
1_MACS_peak_19278_lociStitched	chr19(.):46838273-46838538	0.4978
3_MACS_peak_19279_lociStitched	chr19(.):46840371-46846509	0.9966
17_MACS_peak_19282_lociStitched	chr19(.):46900224-46942253	1.1033
4_MACS_peak_19299_lociStitched	chr19(.):46947020-46952916	1.0728
25_MACS_peak_19303_lociStitched	chr19(.):46955740-47011692	1.1977
2_MACS_peak_19328_lociStitched	chr19(.):47014272-47018152	0.8229
2_MACS_peak_19330_lociStitched	chr19(.):47019468-47021241	0.7208
1_MACS_peak_19332_lociStitched	chr19(.):47022393-47022766	0.5984
3_MACS_peak_19333_lociStitched	chr19(.):47026760-47041653	1.2989
1_MACS_peak_19336_lociStitched	chr19(.):47044154-47045047	0.7995
1_MACS_peak_19337_lociStitched	chr19(.):47047298-47047669	0.5186
6_MACS_peak_19338_lociStitched	chr19(.):47114681-47146854	1.4623
3_MACS_peak_19344_lociStitched	chr19(.):47149307-47151067	0.6423
5_MACS_peak_19347_lociStitched	chr19(.):47153560-47164276	1.2403
2_MACS_peak_19352_lociStitched	chr19(.):47166307-47168042	0.9333
1_MACS_peak_19354_lociStitched	chr19(.):47511732-47512478	0.8571
1_MACS_peak_19355_lociStitched	chr19(.):47514314-47515244	0.967
7_MACS_peak_19356_lociStitched	chr19(.):47522356-47534558	1.0766
2_MACS_peak_19363_lociStitched	chr19(.):47536717-47538529	0.6145
1_MACS_peak_19365_lociStitched	chr19(.):47557899-47558396	0.8641
1_MACS_peak_19366_lociStitched	chr19(.):47797224-47797790	0.8204
1_MACS_peak_19367_lociStitched	chr19(.):47803073-47803632	0.8551
4_MACS_peak_19368_lociStitched	chr19(.):47804644-47816163	1.0397
3_MACS_peak_19372_lociStitched	chr19(.):47817183-47824185	0.9702
4_MACS_peak_19375_lociStitched	chr19(.):47826995-47830047	0.7057
2_MACS_peak_19379_lociStitched	chr19(.):47831431-47833309	0.791
2_MACS_peak_19381_lociStitched	chr19(.):47834420-47836464	0.8633
1_MACS_peak_19383_lociStitched	chr19(.):47846893-47847279	0.5265
2_MACS_peak_19384_lociStitched	chr19(.):47870894-47871866	0.9753
2_MACS_peak_19386_lociStitched	chr19(.):47888145-47888978	0.6817
1_MACS_peak_19388_lociStitched	chr19(.):47894678-47898929	1.0496
1_MACS_peak_19389_lociStitched	chr19(.):47900910-47901374	0.4984
5_MACS_peak_19390_lociStitched	chr19(.):47902760-47936098	1.4711
1_MACS_peak_19395_lociStitched	chr19(.):47937848-47938264	0.6199
11_MACS_peak_19396_lociStitched	chr19(.):47940014-47978957	1.1442
3_MACS_peak_19407_lociStitched	chr19(.):48023466-48026414	0.8492
1_MACS_peak_19410_lociStitched	chr19(.):48030059-48030378	0.9186
2_MACS_peak_19411_lociStitched	chr19(.):48032181-48036608	1.0463
2_MACS_peak_19413_lociStitched	chr19(.):48041461-48043144	0.8371
2_MACS_peak_19415_lociStitched	chr19(.):48046294-48050293	1.2351
4_MACS_peak_19417_lociStitched	chr19(.):48051301-48054243	0.6413
4_MACS_peak_19421_lociStitched	chr19(.):48072986-48076214	0.7333
1_MACS_peak_19425_lociStitched	chr19(.):48084309-48084678	0.7553
1_MACS_peak_19426_lociStitched	chr19(.):48089040-48089811	0.8276
1_MACS_peak_19427_lociStitched	chr19(.):48096709-48097720	1.1372
1_MACS_peak_19428_lociStitched	chr19(.):48101008-48101685	0.746
1_MACS_peak_19429_lociStitched	chr19(.):48102745-48103124	0.719
1_MACS_peak_19430_lociStitched	chr19(.):48106182-48107735	1.03
14_MACS_peak_19431_lociStitched	chr19(.):48210657-48243149	1.09
3_MACS_peak_19445_lociStitched	chr19(.):48269225-48272018	0.8372
3_MACS_peak_19448_lociStitched	chr19(.):48274165-48277670	0.8339
1_MACS_peak_19451_lociStitched	chr19(.):48279480-48279890	0.7861
1_MACS_peak_19452_lociStitched	chr19(.):48293926-48294918	0.916
6_MACS_peak_19453_lociStitched	chr19(.):48295932-48302725	0.7826
9_MACS_peak_19459_lociStitched	chr19(.):48304741-48316226	0.901
1_MACS_peak_19468_lociStitched	chr19(.):48320199-48320930	0.8034
2_MACS_peak_19469_lociStitched	chr19(.):48322636-48330129	1.2063
6_MACS_peak_19471_lociStitched	chr19(.):48332168-48336716	0.7202
5_MACS_peak_19477_lociStitched	chr19(.):48342480-48348174	0.9186
9_MACS_peak_19482_lociStitched	chr19(.):48349424-48365126	0.9434
8_MACS_peak_19491_lociStitched	chr19(.):48366858-48382290	0.97
2_MACS_peak_19499_lociStitched	chr19(.):48383915-48385652	0.6566
1_MACS_peak_19501_lociStitched	chr19(.):48388483-48389012	0.8572
2_MACS_peak_19502_lociStitched	chr19(.):48391737-48393685	0.9008
2_MACS_peak_19504_lociStitched	chr19(.):48394915-48396449	0.7515
1_MACS_peak_19506_lociStitched	chr19(.):48397858-48398228	0.7976
3_MACS_peak_19507_lociStitched	chr19(.):48399459-48402878	0.94
6_MACS_peak_19510_lociStitched	chr19(.):48404352-48471539	2.2438
2_MACS_peak_19516_lociStitched	chr19(.):48473296-48474495	0.8039
4_MACS_peak_19518_lociStitched	chr19(.):48476984-48479856	0.8141
3_MACS_peak_19522_lociStitched	chr19(.):48488931-48491047	0.7947
5_MACS_peak_19525_lociStitched	chr19(.):48492611-48496208	0.8482
1_MACS_peak_19530_lociStitched	chr19(.):48499641-48500335	0.9106
5_MACS_peak_19531_lociStitched	chr19(.):48502020-48509220	0.85
2_MACS_peak_19536_lociStitched	chr19(.):48518185-48519730	0.9399
3_MACS_peak_19538_lociStitched	chr19(.):48521971-48525208	0.8663
2_MACS_peak_19541_lociStitched	chr19(.):48527426-48530373	0.8707
3_MACS_peak_19543_lociStitched	chr19(.):48532948-48539349	0.9384
3_MACS_peak_19546_lociStitched	chr19(.):48542545-48545993	0.9383
1_MACS_peak_19549_lociStitched	chr19(.):48550673-48551542	0.9277
3_MACS_peak_19550_lociStitched	chr19(.):48561676-48563759	0.6371
1_MACS_peak_19553_lociStitched	chr19(.):48565839-48566333	0.8167
1_MACS_peak_19554_lociStitched	chr19(.):48767364-48768832	1.1501
17_MACS_peak_19555_lociStitched	chr19(.):48772061-48810474	1.0318
1_MACS_peak_19572_lociStitched	chr19(.):48812050-48812591	0.7514
1_MACS_peak_19573_lociStitched	chr19(.):48895451-48900785	1.5281
4_MACS_peak_19574_lociStitched	chr19(.):48908944-48912949	0.7265
1_MACS_peak_19578_lociStitched	chr19(.):48917122-48918766	1.1228
1_MACS_peak_19579_lociStitched	chr19(.):48993191-48994338	0.9397
3_MACS_peak_19580_lociStitched	chr19(.):48997231-49004827	0.9608
2_MACS_peak_19583_lociStitched	chr19(.):49008971-49018237	1.4033
12_MACS_peak_19585_lociStitched	chr19(.):49019346-49041157	0.9956
17_MACS_peak_19597_lociStitched	chr19(.):49043148-49077382	1.032
1_MACS_peak_19614_lociStitched	chr19(.):49078888-49079870	0.9687
5_MACS_peak_19615_lociStitched	chr19(.):49080947-49090721	1.0257
4_MACS_peak_19620_lociStitched	chr19(.):49092146-49111068	1.3018
1_MACS_peak_19624_lociStitched	chr19(.):49145777-49146592	0.7526
4_MACS_peak_19625_lociStitched	chr19(.):49147704-49153389	0.9106
1_MACS_peak_19629_lociStitched	chr19(.):49154460-49154833	0.8362
2_MACS_peak_19630_lociStitched	chr19(.):49157164-49163264	0.9101
6_MACS_peak_19632_lociStitched	chr19(.):49165778-49172220	0.8165
13_MACS_peak_19638_lociStitched	chr19(.):49173367-49214711	1.1333
2_MACS_peak_19651_lociStitched	chr19(.):49217773-49223070	1.0504
1_MACS_peak_19653_lociStitched	chr19(.):49226647-49227249	0.8372
6_MACS_peak_19654_lociStitched	chr19(.):49230328-49238734	0.7836
1_MACS_peak_19660_lociStitched	chr19(.):49240562-49240924	0.6579
2_MACS_peak_19661_lociStitched	chr19(.):49242590-49245245	0.9186
1_MACS_peak_19663_lociStitched	chr19(.):49246250-49250960	0.974
4_MACS_peak_19664_lociStitched	chr19(.):49252060-49256958	0.8034
5_MACS_peak_19668_lociStitched	chr19(.):49258359-49276476	1.1463
4_MACS_peak_19673_lociStitched	chr19(.):49278135-49282949	0.7869
2_MACS_peak_19677_lociStitched	chr19(.):49284882-49290684	1.1474
1_MACS_peak_19679_lociStitched	chr19(.):49340051-49340714	0.8529
1_MACS_peak_19680_lociStitched	chr19(.):49364788-49365396	0.9781
1_MACS_peak_19681_lociStitched	chr19(.):49370438-49371149	0.9395
2_MACS_peak_19682_lociStitched	chr19(.):49451159-49452192	0.5836
9_MACS_peak_19684_lociStitched	chr19(.):49519975-49574986	1.3794
1_MACS_peak_19693_lociStitched	chr19(.):49576203-49577578	0.9273
1_MACS_peak_19694_lociStitched	chr19(.):49622600-49624545	1.7094
1_MACS_peak_19695_lociStitched	chr19(.):49629523-49629876	0.4171
1_MACS_peak_19696_lociStitched	chr19(.):49646098-49646663	0.8788
2_MACS_peak_19697_lociStitched	chr19(.):49649297-49653108	1.1474
11_MACS_peak_19699_lociStitched	chr19(.):49654139-49672301	0.9709
3_MACS_peak_19710_lociStitched	chr19(.):49673770-49678345	0.8876
2_MACS_peak_19713_lociStitched	chr19(.):49679641-49682184	0.8989
2_MACS_peak_19715_lociStitched	chr19(.):49685653-49686857	0.6642
8_MACS_peak_19717_lociStitched	chr19(.):49690843-49698831	0.7323
1_MACS_peak_19725_lociStitched	chr19(.):49734433-49734950	0.5935
1_MACS_peak_19726_lociStitched	chr19(.):49746721-49747180	0.6571
2_MACS_peak_19727_lociStitched	chr19(.):49755143-49757490	0.8996
1_MACS_peak_19729_lociStitched	chr19(.):49758839-49759675	0.8397
1_MACS_peak_19730_lociStitched	chr19(.):49784110-49784518	0.7684
1_MACS_peak_19731_lociStitched	chr19(.):49786652-49786982	0.649
1_MACS_peak_19732_lociStitched	chr19(.):49852565-49853191	0.6953
7_MACS_peak_19733_lociStitched	chr19(.):49854325-49868838	1.0493
3_MACS_peak_19740_lociStitched	chr19(.):49872307-49876473	0.6244
1_MACS_peak_19743_lociStitched	chr19(.):49877669-49880490	0.9408
10_MACS_peak_19744_lociStitched	chr19(.):49891553-49905203	0.8497
1_MACS_peak_19754_lociStitched	chr19(.):49906233-49906999	0.6429
1_MACS_peak_19755_lociStitched	chr19(.):49911231-49911757	0.6824
4_MACS_peak_19756_lociStitched	chr19(.):49915810-49946163	1.3904
2_MACS_peak_19760_lociStitched	chr19(.):50011345-50025333	1.1753
11_MACS_peak_19762_lociStitched	chr19(.):50026891-50049838	1.059
5_MACS_peak_19773_lociStitched	chr19(.):50137990-50143412	0.7234
3_MACS_peak_19778_lociStitched	chr19(.):50193478-50195963	0.817
1_MACS_peak_19781_lociStitched	chr19(.):50201594-50202003	0.7122
1_MACS_peak_19782_lociStitched	chr19(.):50203278-50203951	0.9527
6_MACS_peak_19783_lociStitched	chr19(.):50206867-50215431	0.9075
1_MACS_peak_19789_lociStitched	chr19(.):50216499-50217522	0.8629
1_MACS_peak_19790_lociStitched	chr19(.):50219204-50219708	0.6052
16_MACS_peak_19791_lociStitched	chr19(.):50221791-50241654	0.8098
1_MACS_peak_19807_lociStitched	chr19(.):50242943-50243272	0.666
5_MACS_peak_19808_lociStitched	chr19(.):50244815-50248197	0.7749
3_MACS_peak_19813_lociStitched	chr19(.):50250702-50252965	0.8794
2_MACS_peak_19816_lociStitched	chr19(.):50254050-50255668	0.6089
1_MACS_peak_19818_lociStitched	chr19(.):50261357-50262458	0.7583
1_MACS_peak_19819_lociStitched	chr19(.):50266071-50266661	0.7825
1_MACS_peak_19820_lociStitched	chr19(.):50395759-50396097	0.7618
8_MACS_peak_19821_lociStitched	chr19(.):50567974-50575977	0.7708
1_MACS_peak_19829_lociStitched	chr19(.):50577667-50579051	0.8924
2_MACS_peak_19830_lociStitched	chr19(.):50580241-50582122	0.6137
1_MACS_peak_19832_lociStitched	chr19(.):50584044-50584462	0.5552
2_MACS_peak_19833_lociStitched	chr19(.):50588293-50590264	0.7547
1_MACS_peak_19835_lociStitched	chr19(.):50594105-50643169	2.1312
1_MACS_peak_19836_lociStitched	chr19(.):50664058-50664424	0.5908
1_MACS_peak_19837_lociStitched	chr19(.):50670743-50671409	0.5858
1_MACS_peak_19838_lociStitched	chr19(.):50719371-50719731	0.6578
2_MACS_peak_19839_lociStitched	chr19(.):50741453-50742163	0.671
1_MACS_peak_19841_lociStitched	chr19(.):50745304-50745646	0.6256
2_MACS_peak_19842_lociStitched	chr19(.):50747318-50748223	0.6935
3_MACS_peak_19844_lociStitched	chr19(.):50749378-50753476	0.8462
1_MACS_peak_19847_lociStitched	chr19(.):50763043-50763425	0.5998
2_MACS_peak_19848_lociStitched	chr19(.):50778756-50781010	0.6851
2_MACS_peak_19850_lociStitched	chr19(.):50783201-50785442	0.7339
2_MACS_peak_19852_lociStitched	chr19(.):50798474-50800268	0.667
2_MACS_peak_19854_lociStitched	chr19(.):50804220-50805356	0.727
1_MACS_peak_19856_lociStitched	chr19(.):50811700-50812121	0.4989
1_MACS_peak_19857_lociStitched	chr19(.):50813183-50814609	0.8805
1_MACS_peak_19858_lociStitched	chr19(.):50816294-50816880	0.8056
1_MACS_peak_19859_lociStitched	chr19(.):50819462-50820018	0.7572
2_MACS_peak_19860_lociStitched	chr19(.):50822406-50823324	0.9891
2_MACS_peak_19862_lociStitched	chr19(.):50825182-50827434	0.8717
2_MACS_peak_19864_lociStitched	chr19(.):50833796-50835961	0.6989
3_MACS_peak_19866_lociStitched	chr19(.):50838555-50841111	0.709
1_MACS_peak_19869_lociStitched	chr19(.):50844148-50844598	0.4799
2_MACS_peak_19870_lociStitched	chr19(.):50851517-50853166	0.754
7_MACS_peak_19872_lociStitched	chr19(.):50855137-50864056	0.8499
5_MACS_peak_19879_lociStitched	chr19(.):50865165-50872092	0.8889
2_MACS_peak_19884_lociStitched	chr19(.):50875182-50876266	0.6648
1_MACS_peak_19886_lociStitched	chr19(.):50877630-50877956	0.6317
1_MACS_peak_19887_lociStitched	chr19(.):50922940-50923382	0.6391
16_MACS_peak_19888_lociStitched	chr19(.):50930172-50962270	1.0215
4_MACS_peak_19904_lociStitched	chr19(.):50963674-50974363	1.134
1_MACS_peak_19908_lociStitched	chr19(.):51017503-51017827	0.5679
1_MACS_peak_19909_lociStitched	chr19(.):51023657-51024903	0.7879
4_MACS_peak_19910_lociStitched	chr19(.):51026076-51030025	0.904
1_MACS_peak_19914_lociStitched	chr19(.):51031283-51035131	1.0088
5_MACS_peak_19915_lociStitched	chr19(.):51037148-51047538	0.9762
7_MACS_peak_19920_lociStitched	chr19(.):51049403-51070194	1.0534
1_MACS_peak_19927_lociStitched	chr19(.):51072782-51074671	0.9751
3_MACS_peak_19928_lociStitched	chr19(.):51083360-51086512	0.6446
2_MACS_peak_19931_lociStitched	chr19(.):51087564-51089454	0.6109
1_MACS_peak_19933_lociStitched	chr19(.):51104999-51105950	0.6937
1_MACS_peak_19934_lociStitched	chr19(.):51119515-51119880	0.5519
2_MACS_peak_19935_lociStitched	chr19(.):51123582-51124612	0.7031
1_MACS_peak_19937_lociStitched	chr19(.):51125805-51126385	0.5888
1_MACS_peak_19938_lociStitched	chr19(.):51128213-51128540	0.5755
1_MACS_peak_19939_lociStitched	chr19(.):51133842-51134290	0.7219
2_MACS_peak_19940_lociStitched	chr19(.):51141734-51143551	1.1331
1_MACS_peak_19942_lociStitched	chr19(.):51169347-51169732	0.5413
1_MACS_peak_19943_lociStitched	chr19(.):51173642-51174244	0.8532
1_MACS_peak_19944_lociStitched	chr19(.):51176239-51176838	0.8674
5_MACS_peak_19945_lociStitched	chr19(.):51186178-51191244	0.7707
1_MACS_peak_19950_lociStitched	chr19(.):51204914-51205840	0.8245
1_MACS_peak_19951_lociStitched	chr19(.):51207160-51208350	0.8444
1_MACS_peak_19952_lociStitched	chr19(.):51212157-51212476	0.8382
3_MACS_peak_19953_lociStitched	chr19(.):51216975-51221210	0.8053
1_MACS_peak_19956_lociStitched	chr19(.):51226580-51226908	0.5543
1_MACS_peak_19957_lociStitched	chr19(.):51231352-51231749	0.669
2_MACS_peak_19958_lociStitched	chr19(.):51234390-51235467	0.6128
4_MACS_peak_19960_lociStitched	chr19(.):51240067-51242201	0.7368
1_MACS_peak_19964_lociStitched	chr19(.):51244919-51245383	0.5988
1_MACS_peak_19965_lociStitched	chr19(.):51246502-51247081	0.7761
1_MACS_peak_19966_lociStitched	chr19(.):51249763-51250315	0.7753
5_MACS_peak_19967_lociStitched	chr19(.):51253317-51262702	0.9577
5_MACS_peak_19972_lociStitched	chr19(.):51264009-51271362	0.9258
1_MACS_peak_19977_lociStitched	chr19(.):51274487-51275266	0.761
5_MACS_peak_19978_lociStitched	chr19(.):51276405-51286549	0.9199
2_MACS_peak_19983_lociStitched	chr19(.):51318255-51320032	0.6374
2_MACS_peak_19985_lociStitched	chr19(.):51321575-51323352	0.8461
1_MACS_peak_19987_lociStitched	chr19(.):51324493-51325380	0.8433
1_MACS_peak_19988_lociStitched	chr19(.):51327275-51328130	0.8408
2_MACS_peak_19989_lociStitched	chr19(.):51329542-51331014	0.8316
2_MACS_peak_19991_lociStitched	chr19(.):51333350-51334677	0.8221
4_MACS_peak_19993_lociStitched	chr19(.):51335757-51339707	0.8973
1_MACS_peak_19997_lociStitched	chr19(.):51343380-51343749	0.446
2_MACS_peak_19998_lociStitched	chr19(.):51407265-51408108	0.5931
1_MACS_peak_20000_lociStitched	chr19(.):51411670-51412317	0.8204
2_MACS_peak_20001_lociStitched	chr19(.):51413749-51414855	0.6531
1_MACS_peak_20003_lociStitched	chr19(.):51415968-51416618	1.0089
1_MACS_peak_20004_lociStitched	chr19(.):51418772-51419143	0.6456
1_MACS_peak_20005_lociStitched	chr19(.):51422961-51423889	0.7841
1_MACS_peak_20006_lociStitched	chr19(.):51486326-51486678	0.3706
1_MACS_peak_20007_lociStitched	chr19(.):51547565-51547966	0.6175
1_MACS_peak_20008_lociStitched	chr19(.):51579989-51580341	0.5794
1_MACS_peak_20009_lociStitched	chr19(.):51584866-51585541	0.7955
2_MACS_peak_20010_lociStitched	chr19(.):51618492-51620385	0.719
1_MACS_peak_20012_lociStitched	chr19(.):51622814-51623130	0.5804
