GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
1_MACS_peak_18555_lociStitched	chr3(.):128335679-128337661	1.371
1_MACS_peak_18556_lociStitched	chr3(.):128368504-128370456	1.4268
2_MACS_peak_18557_lociStitched	chr3(.):128393057-128400751	1.2459
1_MACS_peak_18559_lociStitched	chr3(.):128444026-128445933	1.2711
1_MACS_peak_18560_lociStitched	chr3(.):128518695-128520162	0.7497
1_MACS_peak_18561_lociStitched	chr3(.):128564133-128565571	0.7601
1_MACS_peak_18562_lociStitched	chr3(.):128596957-128599263	1.7359
1_MACS_peak_18563_lociStitched	chr3(.):128745275-128746794	0.6542
1_MACS_peak_18564_lociStitched	chr3(.):128776689-128778243	0.5723
1_MACS_peak_18565_lociStitched	chr3(.):128786774-128787966	0.575
1_MACS_peak_18566_lociStitched	chr3(.):128821566-128825688	2.4558
1_MACS_peak_18567_lociStitched	chr3(.):128837156-128841499	3.1381
1_MACS_peak_18568_lociStitched	chr3(.):128879779-128881470	2.8917
3_MACS_peak_18569_lociStitched	chr3(.):128901263-128915394	0.836
1_MACS_peak_18572_lociStitched	chr3(.):128943718-128944645	0.5909
2_MACS_peak_18573_lociStitched	chr3(.):128951553-128958640	0.6851
1_MACS_peak_18575_lociStitched	chr3(.):128967513-128969354	1.9891
3_MACS_peak_18576_lociStitched	chr3(.):128994907-129002825	1.1596
3_MACS_peak_18579_lociStitched	chr3(.):129026624-129048502	1.2017
2_MACS_peak_18582_lociStitched	chr3(.):129062698-129066827	0.3186
1_MACS_peak_18584_lociStitched	chr3(.):129117398-129119204	1.5831
1_MACS_peak_18585_lociStitched	chr3(.):129157861-129160418	1.7196
1_MACS_peak_18586_lociStitched	chr3(.):129277232-129278475	0.6577
1_MACS_peak_18587_lociStitched	chr3(.):129294312-129297237	1.6894
1_MACS_peak_18588_lociStitched	chr3(.):129345348-129347391	1.9487
1_MACS_peak_18589_lociStitched	chr3(.):129608054-129613535	2.5609
1_MACS_peak_18590_lociStitched	chr3(.):129655253-129656216	0.4863
1_MACS_peak_18591_lociStitched	chr3(.):129720958-129722263	0.5145
2_MACS_peak_18592_lociStitched	chr3(.):129812014-129815173	1.2642
1_MACS_peak_18594_lociStitched	chr3(.):129829279-129832030	1.2518
1_MACS_peak_18595_lociStitched	chr3(.):129892581-129900811	3.9015
1_MACS_peak_18596_lociStitched	chr3(.):129987012-129988072	0.6997
1_MACS_peak_18597_lociStitched	chr3(.):130464884-130467542	1.2006
2_MACS_peak_18598_lociStitched	chr3(.):130557171-130574165	1.0626
1_MACS_peak_18600_lociStitched	chr3(.):130611382-130614209	2.3546
1_MACS_peak_18601_lociStitched	chr3(.):130721908-130722805	0.5312
1_MACS_peak_18602_lociStitched	chr3(.):130744818-130746526	2.1098
2_MACS_peak_18603_lociStitched	chr3(.):130760575-130767780	0.7616
1_MACS_peak_18605_lociStitched	chr3(.):130794316-130795360	0.8059
1_MACS_peak_18606_lociStitched	chr3(.):131071687-131073170	0.4747
1_MACS_peak_18607_lociStitched	chr3(.):131079754-131081579	0.8577
1_MACS_peak_18608_lociStitched	chr3(.):131089518-131091200	0.8935
1_MACS_peak_18609_lociStitched	chr3(.):131099428-131101659	1.5084
1_MACS_peak_18610_lociStitched	chr3(.):131220977-131222136	1.0781
1_MACS_peak_18611_lociStitched	chr3(.):132135335-132139751	2.1091
1_MACS_peak_18612_lociStitched	chr3(.):132166707-132168368	0.6907
1_MACS_peak_18613_lociStitched	chr3(.):132226757-132229836	1.2904
1_MACS_peak_18614_lociStitched	chr3(.):132254487-132256125	0.9172
3_MACS_peak_18615_lociStitched	chr3(.):132266607-132290013	1.3329
1_MACS_peak_18618_lociStitched	chr3(.):132342254-132346419	0.9904
1_MACS_peak_18619_lociStitched	chr3(.):132377859-132380140	1.8666
2_MACS_peak_18620_lociStitched	chr3(.):132440332-132442430	0.9514
1_MACS_peak_18622_lociStitched	chr3(.):132854636-132857883	0.7085
1_MACS_peak_18623_lociStitched	chr3(.):132929959-132931401	0.6596
1_MACS_peak_18624_lociStitched	chr3(.):133143308-133144704	0.8973
1_MACS_peak_18625_lociStitched	chr3(.):133159746-133169880	3.1583
4_MACS_peak_18626_lociStitched	chr3(.):133177773-133227080	3.7824
1_MACS_peak_18630_lociStitched	chr3(.):133243698-133244676	0.5337
3_MACS_peak_18631_lociStitched	chr3(.):133259279-133270211	0.5335
1_MACS_peak_18634_lociStitched	chr3(.):133288647-133298193	2.557
1_MACS_peak_18635_lociStitched	chr3(.):133338194-133340280	1.0938
1_MACS_peak_18636_lociStitched	chr3(.):133379869-133381716	1.6836
1_MACS_peak_18637_lociStitched	chr3(.):133524290-133525692	0.7925
1_MACS_peak_18638_lociStitched	chr3(.):133968856-133970136	0.7229
1_MACS_peak_18639_lociStitched	chr3(.):134203160-134207050	2.7659
1_MACS_peak_18640_lociStitched	chr3(.):134369046-134371084	1.0563
1_MACS_peak_18641_lociStitched	chr3(.):134535787-134536590	0.4517
1_MACS_peak_18642_lociStitched	chr3(.):134570856-134573287	1.5146
1_MACS_peak_18643_lociStitched	chr3(.):134785536-134786943	0.9442
1_MACS_peak_18644_lociStitched	chr3(.):135684233-135685488	0.5707
1_MACS_peak_18645_lociStitched	chr3(.):135911908-135917489	2.9532
1_MACS_peak_18646_lociStitched	chr3(.):135968412-135970558	1.8845
1_MACS_peak_18647_lociStitched	chr3(.):136000475-136001432	0.6747
1_MACS_peak_18648_lociStitched	chr3(.):136062174-136063196	0.7162
1_MACS_peak_18649_lociStitched	chr3(.):136103749-136104856	0.6659
1_MACS_peak_18650_lociStitched	chr3(.):136468762-136473237	2.7786
1_MACS_peak_18651_lociStitched	chr3(.):136505025-136506732	0.7771
1_MACS_peak_18652_lociStitched	chr3(.):136579691-136582424	1.4651
1_MACS_peak_18653_lociStitched	chr3(.):137800524-137802621	0.7273
1_MACS_peak_18654_lociStitched	chr3(.):137892857-137894281	1.1075
1_MACS_peak_18655_lociStitched	chr3(.):137905688-137907368	1.9372
1_MACS_peak_18656_lociStitched	chr3(.):138047757-138048807	0.9669
1_MACS_peak_18657_lociStitched	chr3(.):138134913-138136124	0.801
2_MACS_peak_18658_lociStitched	chr3(.):138296277-138298899	0.5959
2_MACS_peak_18660_lociStitched	chr3(.):138312249-138317184	0.7326
1_MACS_peak_18662_lociStitched	chr3(.):138326813-138328851	2.7523
1_MACS_peak_18663_lociStitched	chr3(.):138458844-138459793	0.5344
1_MACS_peak_18664_lociStitched	chr3(.):138552576-138554685	1.8415
1_MACS_peak_18665_lociStitched	chr3(.):138634178-138635299	0.9052
1_MACS_peak_18666_lociStitched	chr3(.):138771312-138772120	0.5565
1_MACS_peak_18667_lociStitched	chr3(.):138799963-138801495	0.6344
1_MACS_peak_18668_lociStitched	chr3(.):138891981-138893387	0.8065
2_MACS_peak_18669_lociStitched	chr3(.):138916778-138922091	1.0576
1_MACS_peak_18671_lociStitched	chr3(.):138969600-138971237	0.9448
1_MACS_peak_18672_lociStitched	chr3(.):139062454-139063763	1.2427
1_MACS_peak_18673_lociStitched	chr3(.):139107592-139109579	1.6862
1_MACS_peak_18674_lociStitched	chr3(.):139304846-139305710	0.422
1_MACS_peak_18675_lociStitched	chr3(.):139395689-139396975	1.1233
1_MACS_peak_18676_lociStitched	chr3(.):140141855-140142820	0.5188
2_MACS_peak_18677_lociStitched	chr3(.):140470857-140485446	1.2934
1_MACS_peak_18679_lociStitched	chr3(.):140534772-140536228	0.5621
1_MACS_peak_18680_lociStitched	chr3(.):140560839-140566249	2.0626
2_MACS_peak_18681_lociStitched	chr3(.):140577709-140583047	0.7821
1_MACS_peak_18683_lociStitched	chr3(.):140659970-140662261	1.1998
1_MACS_peak_18684_lociStitched	chr3(.):140949503-140951595	1.1756
1_MACS_peak_18685_lociStitched	chr3(.):141022183-141023583	2.2108
1_MACS_peak_18686_lociStitched	chr3(.):141029612-141031876	1.5004
1_MACS_peak_18687_lociStitched	chr3(.):141055349-141057165	0.9238
8_MACS_peak_18688_lociStitched	chr3(.):141078676-141160679	5.178
3_MACS_peak_18696_lociStitched	chr3(.):141169094-141175876	0.7691
1_MACS_peak_18699_lociStitched	chr3(.):141205185-141207382	1.6779
1_MACS_peak_18700_lociStitched	chr3(.):141216964-141218587	0.7902
1_MACS_peak_18701_lociStitched	chr3(.):141456293-141458526	1.3182
2_MACS_peak_18702_lociStitched	chr3(.):141594393-141596740	0.9089
1_MACS_peak_18704_lociStitched	chr3(.):141867397-141869039	0.6726
1_MACS_peak_18705_lociStitched	chr3(.):141943423-141944951	0.908
1_MACS_peak_18706_lociStitched	chr3(.):142164375-142167389	1.3733
1_MACS_peak_18707_lociStitched	chr3(.):142296439-142298678	1.2318
1_MACS_peak_18708_lociStitched	chr3(.):142314360-142315872	1.095
1_MACS_peak_18709_lociStitched	chr3(.):142442514-142444017	0.8376
2_MACS_peak_18710_lociStitched	chr3(.):142658871-142664290	0.555
1_MACS_peak_18712_lociStitched	chr3(.):142706012-142707242	0.6326
1_MACS_peak_18713_lociStitched	chr3(.):142719093-142721540	1.3972
1_MACS_peak_18714_lociStitched	chr3(.):142837704-142838817	0.6944
1_MACS_peak_18715_lociStitched	chr3(.):142925834-142926727	0.4947
1_MACS_peak_18716_lociStitched	chr3(.):142935293-142936055	0.5161
1_MACS_peak_18717_lociStitched	chr3(.):143538844-143542535	1.0308
1_MACS_peak_18718_lociStitched	chr3(.):143548930-143551752	0.8202
1_MACS_peak_18719_lociStitched	chr3(.):143565806-143570076	1.1141
1_MACS_peak_18720_lociStitched	chr3(.):143593764-143595688	0.6997
1_MACS_peak_18721_lociStitched	chr3(.):143639355-143640520	0.5893
1_MACS_peak_18722_lociStitched	chr3(.):143675158-143676538	0.5163
1_MACS_peak_18723_lociStitched	chr3(.):143689181-143693971	2.1783
1_MACS_peak_18724_lociStitched	chr3(.):143846149-143848106	1.059
1_MACS_peak_18725_lociStitched	chr3(.):144472533-144474082	0.7501
1_MACS_peak_18726_lociStitched	chr3(.):144482580-144483599	0.6212
1_MACS_peak_18727_lociStitched	chr3(.):144899865-144900916	0.8837
1_MACS_peak_18728_lociStitched	chr3(.):145877310-145879838	1.0784
1_MACS_peak_18729_lociStitched	chr3(.):145968056-145969089	0.5583
1_MACS_peak_18730_lociStitched	chr3(.):146186633-146188243	1.3836
2_MACS_peak_18731_lociStitched	chr3(.):146261146-146268597	0.6054
1_MACS_peak_18733_lociStitched	chr3(.):146299480-146300747	0.6318
1_MACS_peak_18734_lociStitched	chr3(.):146456374-146458107	0.7645
1_MACS_peak_18735_lociStitched	chr3(.):146933671-146934869	0.5696
1_MACS_peak_18736_lociStitched	chr3(.):147430231-147431805	0.6894
1_MACS_peak_18737_lociStitched	chr3(.):147663682-147664821	0.7105
1_MACS_peak_18738_lociStitched	chr3(.):147806346-147807835	0.5424
1_MACS_peak_18739_lociStitched	chr3(.):148015336-148017498	0.9814
1_MACS_peak_18740_lociStitched	chr3(.):148036594-148038435	1.1139
1_MACS_peak_18741_lociStitched	chr3(.):148230230-148232386	0.8292
1_MACS_peak_18742_lociStitched	chr3(.):148556977-148558739	0.7193
2_MACS_peak_18743_lociStitched	chr3(.):148708353-148718442	0.7403
1_MACS_peak_18745_lociStitched	chr3(.):148803445-148804987	0.9042
1_MACS_peak_18746_lociStitched	chr3(.):148846680-148848388	1.1758
2_MACS_peak_18747_lociStitched	chr3(.):148863669-148871876	0.5768
1_MACS_peak_18749_lociStitched	chr3(.):148942272-148943729	0.8943
2_MACS_peak_18750_lociStitched	chr3(.):149023925-149029524	0.6355
1_MACS_peak_18752_lociStitched	chr3(.):149160160-149161519	0.4377
1_MACS_peak_18753_lociStitched	chr3(.):149249679-149251357	1.0069
1_MACS_peak_18754_lociStitched	chr3(.):149302449-149303665	0.8251
1_MACS_peak_18755_lociStitched	chr3(.):149319537-149321606	0.9766
1_MACS_peak_18756_lociStitched	chr3(.):149364437-149366325	0.5655
1_MACS_peak_18757_lociStitched	chr3(.):149374927-149377311	2.8882
1_MACS_peak_18758_lociStitched	chr3(.):149418728-149419783	0.656
1_MACS_peak_18759_lociStitched	chr3(.):149469609-149471030	0.6372
1_MACS_peak_18760_lociStitched	chr3(.):149498186-149499877	0.9721
1_MACS_peak_18761_lociStitched	chr3(.):149529838-149532090	1.4493
1_MACS_peak_18762_lociStitched	chr3(.):149687665-149689719	0.8183
1_MACS_peak_18763_lociStitched	chr3(.):150124803-150129154	2.4725
1_MACS_peak_18764_lociStitched	chr3(.):150262854-150265686	2.6577
1_MACS_peak_18765_lociStitched	chr3(.):150299766-150302068	1.3194
1_MACS_peak_18766_lociStitched	chr3(.):150314183-150324165	3.4023
1_MACS_peak_18767_lociStitched	chr3(.):150352699-150353676	0.5673
1_MACS_peak_18768_lociStitched	chr3(.):150397537-150401334	2.9473
1_MACS_peak_18769_lociStitched	chr3(.):150420710-150422591	2.006
1_MACS_peak_18770_lociStitched	chr3(.):150477695-150485032	1.691
1_MACS_peak_18771_lociStitched	chr3(.):150643447-150644684	0.528
1_MACS_peak_18772_lociStitched	chr3(.):150888317-150889765	0.5966
1_MACS_peak_18773_lociStitched	chr3(.):150982757-150984861	1.197
2_MACS_peak_18774_lociStitched	chr3(.):151910722-151921769	2.7054
3_MACS_peak_18776_lociStitched	chr3(.):151985182-152002045	1.3278
1_MACS_peak_18779_lociStitched	chr3(.):152040462-152042705	0.633
1_MACS_peak_18780_lociStitched	chr3(.):152049041-152054270	1.1832
2_MACS_peak_18781_lociStitched	chr3(.):152092814-152100943	1.1873
1_MACS_peak_18783_lociStitched	chr3(.):152197353-152199343	0.7404
1_MACS_peak_18784_lociStitched	chr3(.):152313390-152315068	0.8717
1_MACS_peak_18785_lociStitched	chr3(.):152551986-152553847	1.4515
2_MACS_peak_18786_lociStitched	chr3(.):152681068-152684338	0.9305
1_MACS_peak_18788_lociStitched	chr3(.):152760670-152761849	1.1724
2_MACS_peak_18789_lociStitched	chr3(.):152769214-152774012	0.8609
1_MACS_peak_18791_lociStitched	chr3(.):152807973-152809923	1.0688
1_MACS_peak_18792_lociStitched	chr3(.):152855578-152857621	0.8807
1_MACS_peak_18793_lociStitched	chr3(.):152877284-152881687	3.776
1_MACS_peak_18794_lociStitched	chr3(.):152938782-152940955	1.9045
2_MACS_peak_18795_lociStitched	chr3(.):153030504-153038810	0.6003
2_MACS_peak_18797_lociStitched	chr3(.):153114283-153119120	1.1812
1_MACS_peak_18799_lociStitched	chr3(.):153160277-153161474	0.686
1_MACS_peak_18800_lociStitched	chr3(.):153179768-153183773	1.289
1_MACS_peak_18801_lociStitched	chr3(.):153200938-153204237	1.955
2_MACS_peak_18802_lociStitched	chr3(.):153338790-153347676	0.8764
1_MACS_peak_18804_lociStitched	chr3(.):153397005-153398866	0.6055
1_MACS_peak_18805_lociStitched	chr3(.):153838394-153840602	0.7657
1_MACS_peak_18806_lociStitched	chr3(.):154041104-154043329	2.3822
1_MACS_peak_18807_lociStitched	chr3(.):154228440-154229433	1.1048
1_MACS_peak_18808_lociStitched	chr3(.):154679626-154681911	0.5604
1_MACS_peak_18809_lociStitched	chr3(.):154842276-154843925	1.5901
1_MACS_peak_18810_lociStitched	chr3(.):155042880-155044312	1.2392
1_MACS_peak_18811_lociStitched	chr3(.):155461400-155462858	0.8556
1_MACS_peak_18812_lociStitched	chr3(.):155523269-155524438	1.9149
1_MACS_peak_18813_lociStitched	chr3(.):155570828-155573428	1.5778
1_MACS_peak_18814_lociStitched	chr3(.):155587217-155590099	1.8688
1_MACS_peak_18815_lociStitched	chr3(.):155877922-155880878	1.2997
1_MACS_peak_18816_lociStitched	chr3(.):156162116-156164558	1.6514
1_MACS_peak_18817_lociStitched	chr3(.):156173079-156174419	0.9129
2_MACS_peak_18818_lociStitched	chr3(.):156199110-156208448	2.0706
2_MACS_peak_18820_lociStitched	chr3(.):156266848-156273862	0.8866
2_MACS_peak_18822_lociStitched	chr3(.):156305153-156309183	0.611
1_MACS_peak_18824_lociStitched	chr3(.):156361304-156362575	0.5698
1_MACS_peak_18825_lociStitched	chr3(.):156380835-156384798	1.6714
1_MACS_peak_18826_lociStitched	chr3(.):156390916-156394782	2.9847
1_MACS_peak_18827_lociStitched	chr3(.):156401366-156405811	1.7648
1_MACS_peak_18828_lociStitched	chr3(.):156422905-156424579	0.6923
1_MACS_peak_18829_lociStitched	chr3(.):156459254-156461305	0.6665
1_MACS_peak_18830_lociStitched	chr3(.):156478183-156479295	0.602
2_MACS_peak_18831_lociStitched	chr3(.):156533588-156545027	2.6557
2_MACS_peak_18833_lociStitched	chr3(.):156691889-156697874	2.043
1_MACS_peak_18835_lociStitched	chr3(.):156763355-156765583	1.0927
1_MACS_peak_18836_lociStitched	chr3(.):156781010-156786519	1.6089
5_MACS_peak_18837_lociStitched	chr3(.):156795279-156824992	2.2722
3_MACS_peak_18842_lociStitched	chr3(.):156845874-156855910	1.8298
1_MACS_peak_18845_lociStitched	chr3(.):156875608-156879598	4.4224
1_MACS_peak_18846_lociStitched	chr3(.):156891437-156894216	2.5054
1_MACS_peak_18847_lociStitched	chr3(.):157092969-157094379	1.2464
1_MACS_peak_18848_lociStitched	chr3(.):157133663-157135350	0.568
1_MACS_peak_18849_lociStitched	chr3(.):157216175-157218297	2.0503
1_MACS_peak_18850_lociStitched	chr3(.):157367114-157368600	0.7123
1_MACS_peak_18851_lociStitched	chr3(.):157665938-157668134	1.5044
1_MACS_peak_18852_lociStitched	chr3(.):157814755-157816373	1.9042
1_MACS_peak_18853_lociStitched	chr3(.):157827004-157829139	1.6161
1_MACS_peak_18854_lociStitched	chr3(.):158047037-158048504	0.6969
2_MACS_peak_18855_lociStitched	chr3(.):158069726-158075714	1.1567
1_MACS_peak_18857_lociStitched	chr3(.):158288290-158289487	0.5981
1_MACS_peak_18858_lociStitched	chr3(.):158361922-158363084	0.9994
1_MACS_peak_18859_lociStitched	chr3(.):158389283-158391052	1.477
1_MACS_peak_18860_lociStitched	chr3(.):158487746-158489230	0.6858
1_MACS_peak_18861_lociStitched	chr3(.):158519007-158520931	1.8099
1_MACS_peak_18862_lociStitched	chr3(.):158564247-158565874	0.7731
1_MACS_peak_18863_lociStitched	chr3(.):158708225-158710147	1.4593
1_MACS_peak_18864_lociStitched	chr3(.):158746216-158748323	0.6654
1_MACS_peak_18865_lociStitched	chr3(.):158755091-158757959	1.3202
1_MACS_peak_18866_lociStitched	chr3(.):158901981-158905912	1.6007
1_MACS_peak_18867_lociStitched	chr3(.):159480482-159482524	0.8226
1_MACS_peak_18868_lociStitched	chr3(.):159531537-159532934	0.7433
1_MACS_peak_18869_lociStitched	chr3(.):159570133-159571471	0.8283
1_MACS_peak_18870_lociStitched	chr3(.):159578683-159579921	0.6352
1_MACS_peak_18871_lociStitched	chr3(.):159628229-159630212	2.4596
1_MACS_peak_18872_lociStitched	chr3(.):159636614-159638844	0.8941
1_MACS_peak_18873_lociStitched	chr3(.):159695663-159696994	0.5731
1_MACS_peak_18874_lociStitched	chr3(.):159705758-159707741	1.256
2_MACS_peak_18875_lociStitched	chr3(.):159727775-159735562	1.1093
1_MACS_peak_18877_lociStitched	chr3(.):159942863-159943844	0.6801
1_MACS_peak_18878_lociStitched	chr3(.):160085683-160089690	1.5994
2_MACS_peak_18879_lociStitched	chr3(.):160115989-160129617	2.5162
1_MACS_peak_18881_lociStitched	chr3(.):160139060-160140972	0.6558
1_MACS_peak_18882_lociStitched	chr3(.):160166193-160168676	2.8108
1_MACS_peak_18883_lociStitched	chr3(.):160281859-160284529	2.129
2_MACS_peak_18884_lociStitched	chr3(.):160383493-160389518	0.4661
1_MACS_peak_18886_lociStitched	chr3(.):160410120-160411366	0.6395
1_MACS_peak_18887_lociStitched	chr3(.):160464638-160465856	0.5935
1_MACS_peak_18888_lociStitched	chr3(.):160471929-160474915	2.7319
1_MACS_peak_18889_lociStitched	chr3(.):160938261-160940136	2.0317
1_MACS_peak_18890_lociStitched	chr3(.):161111500-161113745	0.5445
1_MACS_peak_18891_lociStitched	chr3(.):161274163-161276674	0.617
1_MACS_peak_18892_lociStitched	chr3(.):161463807-161465770	0.915
1_MACS_peak_18893_lociStitched	chr3(.):161486371-161491019	2.5555
1_MACS_peak_18894_lociStitched	chr3(.):161498665-161500061	0.6598
1_MACS_peak_18895_lociStitched	chr3(.):161835231-161836334	0.6773
1_MACS_peak_18896_lociStitched	chr3(.):161882913-161884162	0.7547
1_MACS_peak_18897_lociStitched	chr3(.):162935388-162937017	0.8821
1_MACS_peak_18898_lociStitched	chr3(.):163108679-163110191	0.9816
1_MACS_peak_18899_lociStitched	chr3(.):163526645-163528337	1.017
1_MACS_peak_18900_lociStitched	chr3(.):164177224-164180261	1.0784
2_MACS_peak_18901_lociStitched	chr3(.):164325631-164332349	1.4731
1_MACS_peak_18903_lociStitched	chr3(.):164857091-164858484	0.8478
1_MACS_peak_18904_lociStitched	chr3(.):165237899-165240838	1.7186
1_MACS_peak_18905_lociStitched	chr3(.):165894129-165895866	0.8627
2_MACS_peak_18906_lociStitched	chr3(.):165917363-165927552	0.8346
2_MACS_peak_18908_lociStitched	chr3(.):166188933-166197176	0.4781
1_MACS_peak_18910_lociStitched	chr3(.):166217127-166219671	1.15
1_MACS_peak_18911_lociStitched	chr3(.):166784478-166786266	0.7818
1_MACS_peak_18912_lociStitched	chr3(.):167097413-167098809	0.9537
1_MACS_peak_18913_lociStitched	chr3(.):167451705-167454426	2.3815
1_MACS_peak_18914_lociStitched	chr3(.):167479448-167480759	0.9117
1_MACS_peak_18915_lociStitched	chr3(.):167490623-167492940	1.6833
1_MACS_peak_18916_lociStitched	chr3(.):167741234-167743700	1.1207
1_MACS_peak_18917_lociStitched	chr3(.):167811366-167814822	1.4034
2_MACS_peak_18918_lociStitched	chr3(.):167924285-167932813	0.6408
1_MACS_peak_18920_lociStitched	chr3(.):167966120-167970517	2.259
1_MACS_peak_18921_lociStitched	chr3(.):169083373-169085327	0.9488
1_MACS_peak_18922_lociStitched	chr3(.):169378946-169380779	0.8599
3_MACS_peak_18923_lociStitched	chr3(.):169481325-169492117	1.9054
1_MACS_peak_18926_lociStitched	chr3(.):169529900-169532606	1.2336
2_MACS_peak_18927_lociStitched	chr3(.):169647360-169668630	4.2265
1_MACS_peak_18929_lociStitched	chr3(.):169682901-169685932	4.6594
1_MACS_peak_18930_lociStitched	chr3(.):169716019-169717620	0.7232
2_MACS_peak_18931_lociStitched	chr3(.):169754965-169765455	1.545
1_MACS_peak_18933_lociStitched	chr3(.):169772050-169776465	0.8373
2_MACS_peak_18934_lociStitched	chr3(.):169845446-169851068	1.0376
1_MACS_peak_18936_lociStitched	chr3(.):169871160-169874428	3.3388
2_MACS_peak_18937_lociStitched	chr3(.):169888614-169900263	1.2187
1_MACS_peak_18939_lociStitched	chr3(.):169939217-169941673	3.7039
1_MACS_peak_18940_lociStitched	chr3(.):169974417-169977343	1.3458
1_MACS_peak_18941_lociStitched	chr3(.):169995119-169996814	0.9266
1_MACS_peak_18942_lociStitched	chr3(.):170038358-170040430	0.7364
1_MACS_peak_18943_lociStitched	chr3(.):170072149-170076828	4.856
1_MACS_peak_18944_lociStitched	chr3(.):170586402-170588735	3.0555
1_MACS_peak_18945_lociStitched	chr3(.):170625346-170627105	0.7385
1_MACS_peak_18946_lociStitched	chr3(.):170942259-170943839	0.5082
1_MACS_peak_18947_lociStitched	chr3(.):171092390-171095399	2.2985
1_MACS_peak_18948_lociStitched	chr3(.):171177015-171179767	0.9992
1_MACS_peak_18949_lociStitched	chr3(.):171197838-171199205	0.5453
1_MACS_peak_18950_lociStitched	chr3(.):171208580-171210208	0.9324
1_MACS_peak_18951_lociStitched	chr3(.):171342166-171343915	0.9136
1_MACS_peak_18952_lociStitched	chr3(.):171527263-171528619	1.0557
2_MACS_peak_18953_lociStitched	chr3(.):171752462-171759555	2.0315
2_MACS_peak_18955_lociStitched	chr3(.):171772026-171781750	0.8682
1_MACS_peak_18957_lociStitched	chr3(.):171801747-171828813	4.717
3_MACS_peak_18958_lociStitched	chr3(.):171851225-171863899	0.5985
1_MACS_peak_18961_lociStitched	chr3(.):171870787-171872098	0.6578
3_MACS_peak_18962_lociStitched	chr3(.):171896877-171908358	0.7228
2_MACS_peak_18965_lociStitched	chr3(.):171987740-171994322	0.5109
2_MACS_peak_18967_lociStitched	chr3(.):172032475-172036634	0.4241
1_MACS_peak_18969_lociStitched	chr3(.):172239782-172242401	2.3765
1_MACS_peak_18970_lociStitched	chr3(.):172263940-172265647	0.7887
1_MACS_peak_18971_lociStitched	chr3(.):172309376-172311300	0.7155
1_MACS_peak_18972_lociStitched	chr3(.):172409863-172411173	0.888
1_MACS_peak_18973_lociStitched	chr3(.):172427726-172429808	1.15
1_MACS_peak_18974_lociStitched	chr3(.):172467381-172469717	2.2374
1_MACS_peak_18975_lociStitched	chr3(.):172783215-172784412	0.5964
1_MACS_peak_18976_lociStitched	chr3(.):173111915-173116416	2.2915
1_MACS_peak_18977_lociStitched	chr3(.):173583071-173584703	0.8043
1_MACS_peak_18978_lociStitched	chr3(.):173637526-173639002	0.8472
1_MACS_peak_18979_lociStitched	chr3(.):174158059-174160071	2.1602
1_MACS_peak_18980_lociStitched	chr3(.):174335625-174338325	1.2637
1_MACS_peak_18981_lociStitched	chr3(.):174863712-174873739	7.7868
1_MACS_peak_18982_lociStitched	chr3(.):174901601-174903307	0.6061
1_MACS_peak_18983_lociStitched	chr3(.):174909946-174914647	2.5081
1_MACS_peak_18984_lociStitched	chr3(.):174951245-174953013	0.7349
1_MACS_peak_18985_lociStitched	chr3(.):175025097-175026317	0.5942
1_MACS_peak_18986_lociStitched	chr3(.):175032561-175036005	1.8967
4_MACS_peak_18987_lociStitched	chr3(.):175049666-175074652	2.7843
1_MACS_peak_18991_lociStitched	chr3(.):175095709-175097044	0.726
2_MACS_peak_18992_lociStitched	chr3(.):175143650-175149943	1.7204
2_MACS_peak_18994_lociStitched	chr3(.):175186142-175194803	0.3953
1_MACS_peak_18996_lociStitched	chr3(.):175206972-175208315	0.5981
1_MACS_peak_18997_lociStitched	chr3(.):175235163-175237126	0.7944
1_MACS_peak_18998_lociStitched	chr3(.):175368794-175370517	1.4528
1_MACS_peak_18999_lociStitched	chr3(.):175396253-175398858	0.6432
1_MACS_peak_19000_lociStitched	chr3(.):175421174-175423636	2.7777
1_MACS_peak_19001_lociStitched	chr3(.):175441334-175442915	0.4951
1_MACS_peak_19002_lociStitched	chr3(.):175535960-175538418	1.42
1_MACS_peak_19003_lociStitched	chr3(.):175613491-175615062	0.7548
1_MACS_peak_19004_lociStitched	chr3(.):175658048-175660130	1.2264
2_MACS_peak_19005_lociStitched	chr3(.):175666970-175676412	1.1188
1_MACS_peak_19007_lociStitched	chr3(.):175742786-175743928	0.382
1_MACS_peak_19008_lociStitched	chr3(.):176018143-176019269	0.7758
2_MACS_peak_19009_lociStitched	chr3(.):176585140-176590093	0.8924
2_MACS_peak_19011_lociStitched	chr3(.):176768649-176780706	0.8631
1_MACS_peak_19013_lociStitched	chr3(.):176826700-176830065	1.8256
1_MACS_peak_19014_lociStitched	chr3(.):176859070-176865008	1.8307
1_MACS_peak_19015_lociStitched	chr3(.):176911206-176921427	6.681
2_MACS_peak_19016_lociStitched	chr3(.):176960779-176966033	0.7478
2_MACS_peak_19018_lociStitched	chr3(.):176994003-176996122	0.9072
3_MACS_peak_19020_lociStitched	chr3(.):177034964-177044330	1.2083
3_MACS_peak_19023_lociStitched	chr3(.):177056369-177081249	3.0317
1_MACS_peak_19026_lociStitched	chr3(.):177095378-177097691	1.076
1_MACS_peak_19027_lociStitched	chr3(.):177133047-177137265	1.2599
