#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
1_MACS_peak_3130_lociStitched	chr10	34493992	34495959	1	1968	1603.3017	353.8633	12273	0
1_MACS_peak_7809_lociStitched	chr14	50777994	50779956	1	1963	1674.1746	228.7692	12274	0
2_MACS_peak_16015_lociStitched	chr20	32076932	32078940	2	1957	2112.8176	449.5912	12275	0
1_MACS_peak_16494_lociStitched	chr21	10870194	10872168	1	1975	1287.048	442.9656	12276	0
1_MACS_peak_20354_lociStitched	chr4	141347641	141349610	1	1970	1691.7648	567.6627	12277	0
1_MACS_peak_23085_lociStitched	chr6	75952708	75954647	1	1940	2679.3102	521.3971	12278	0
1_MACS_peak_4187_lociStitched	chr11	6410741	6412686	1	1946	2437.6685	443.6545	12279	0
1_MACS_peak_18724_lociStitched	chr3	143846149	143848106	1	1958	2072.463	457.5466	12280	0
1_MACS_peak_27669_lociStitched	chr9	133587653	133589311	1	1659	6188.8166	365.589	12281	0
1_MACS_peak_27917_lociStitched	chrX	15799604	15801536	1	1933	2619.5988	295.0164	12282	0
1_MACS_peak_11623_lociStitched	chr17	74666989	74668929	1	1941	2663.814	543.976	12283	0
1_MACS_peak_5256_lociStitched	chr11	114210815	114212752	1	1938	2612.8193	415.0991	12284	0
1_MACS_peak_7592_lociStitched	chr14	20810422	20812393	1	1972	1230.6924	258.7923	12285	0
1_MACS_peak_8216_lociStitched	chr14	94546454	94548420	1	1967	1461.721	231.988	12286	0
1_MACS_peak_23239_lociStitched	chr6	92426907	92428871	1	1965	1587.3048	272.7996	12287	0
1_MACS_peak_9106_lociStitched	chr15	78843499	78845470	1	1972	1383.8391	426.3273	12288	0
1_MACS_peak_10232_lociStitched	chr16	74329798	74331726	1	1929	2612.0544	211.5016	12289	0
1_MACS_peak_15416_lociStitched	chr2	211952944	211954914	1	1971	1422.537	413.503	12290	0
1_MACS_peak_15429_lociStitched	chr2	214148049	214149980	1	1932	2836.639	509.784	12291	0
1_MACS_peak_23917_lociStitched	chr7	1199106	1201042	1	1937	2669.9376	466.7696	12292	0
1_MACS_peak_20267_lociStitched	chr4	123842907	123844876	1	1970	1570.0806	516.4687	12293	0
1_MACS_peak_7706_lociStitched	chr14	30326072	30327997	1	1926	2647.4525	184.9925	12294	0
1_MACS_peak_18495_lociStitched	chr3	123475374	123477301	1	1928	2848.6841	434.5385	12295	0
1_MACS_peak_5194_lociStitched	chr11	108367901	108369836	1	1936	2526.723	309.213	12296	0
1_MACS_peak_18892_lociStitched	chr3	161463807	161465770	1	1964	1796.145	490.9463	12297	0
1_MACS_peak_21078_lociStitched	chr5	58802152	58804114	1	1963	1603.7388	258.1992	12298	0
1_MACS_peak_15274_lociStitched	chr2	198569139	198571078	1	1940	2463.4995	368.6039	12299	0
1_MACS_peak_11208_lociStitched	chr17	46371839	46373751	1	1913	3133.9592	415.4776	12300	0
1_MACS_peak_7812_lociStitched	chr14	51133750	51135698	1	1949	1995.5312	174.7356	12301	0
1_MACS_peak_19261_lociStitched	chr3	194353204	194355165	1	1962	1799.4136	442.2055	12302	0
1_MACS_peak_13263_lociStitched	chr19	47633735	47635669	1	1935	2711.2746	502.6466	12303	0
1_MACS_peak_577_lociStitched	chr1	38324361	38326298	1	1938	2569.4305	446.2848	12304	0
1_MACS_peak_21455_lociStitched	chr5	106197294	106199266	1	1973	1050.8788	323.9996	12305	0
1_MACS_peak_25755_lociStitched	chr8	37273281	37275223	1	1943	2360.1126	380.632	12306	0
1_MACS_peak_645_lociStitched	chr1	41947329	41949292	1	1964	1495.806	255.9752	12307	0
2_MACS_peak_16327_lociStitched	chr20	51634676	51639286	2	1960	2032.549	624.194	12308	0
1_MACS_peak_10965_lociStitched	chr17	36713982	36715952	1	1971	1294.881	442.068	12309	0
1_MACS_peak_18791_lociStitched	chr3	152807973	152809923	1	1951	2084.16	367.575	12310	0
1_MACS_peak_15774_lociStitched	chr20	4666303	4668236	1	1934	2521.4052	319.1383	12311	0
1_MACS_peak_17573_lociStitched	chr3	13936406	13938367	1	1962	1810.003	511.6249	12312	0
1_MACS_peak_20356_lociStitched	chr4	141477005	141478977	1	1973	1037.4692	389.0756	12313	0
1_MACS_peak_17226_lociStitched	chr22	39349333	39351261	1	1929	2608.584	292.092	12314	0
1_MACS_peak_12022_lociStitched	chr18	32923491	32925234	1	1744	5439.3801	437.3187	12315	0
1_MACS_peak_22073_lociStitched	chr5	172410161	172412076	1	1916	3142.132	537.1575	12316	0
1_MACS_peak_18997_lociStitched	chr3	175235163	175237126	1	1964	1559.4072	380.4294	12317	0
1_MACS_peak_3370_lociStitched	chr10	70165852	70167780	1	1929	2636.3472	327.76	12318	0
1_MACS_peak_12562_lociStitched	chr19	7459067	7461003	1	1937	2571.976	474.1264	12319	0
1_MACS_peak_1309_lociStitched	chr1	114301186	114303039	1	1854	3872.0288	196.2327	12320	0
1_MACS_peak_13690_lociStitched	chr2	26550630	26552600	1	1971	1138.857	411.73	12321	0
1_MACS_peak_20171_lociStitched	chr4	110650403	110652343	1	1941	2444.788	464.242	12322	0
2_MACS_peak_20523_lociStitched	chr4	166127695	166129671	2	1968	1314.4352	384.7272	12323	0
1_MACS_peak_21122_lociStitched	chr5	64063511	64065353	1	1843	4336.2522	508.9446	12324	0
1_MACS_peak_19066_lociStitched	chr3	179280071	179282031	1	1961	2036.44	758.128	12325	0
1_MACS_peak_16734_lociStitched	chr21	41647154	41649115	1	1962	1675.0862	449.6573	12326	0
1_MACS_peak_12873_lociStitched	chr19	18698921	18700811	1	1891	3539.781	475.335	12327	0
1_MACS_peak_9916_lociStitched	chr16	32181630	32183593	1	1964	1480.4946	385.3369	12328	0
1_MACS_peak_20905_lociStitched	chr5	36176600	36178553	1	1954	2047.5252	536.8797	12329	0
1_MACS_peak_12963_lociStitched	chr19	33165060	33167019	1	1960	1815.2094	550.479	12330	0
1_MACS_peak_11557_lociStitched	chr17	73149708	73151663	1	1956	1938.969	512.601	12331	0
1_MACS_peak_5542_lociStitched	chr12	3981537	3983476	1	1940	2347.5473	388.5756	12332	0
1_MACS_peak_17957_lociStitched	chr3	48753514	48755435	1	1922	3002.3309	584.3682	12333	0
1_MACS_peak_4267_lociStitched	chr11	12245312	12247199	1	1888	3607.5666	514.2075	12334	0
1_MACS_peak_2558_lociStitched	chr1	225997131	225999095	1	1965	1486.3552	498.6596	12335	0
1_MACS_peak_24805_lociStitched	chr7	99993455	99995401	1	1947	2091.95	357.4802	12336	0
1_MACS_peak_7876_lociStitched	chr14	57734660	57736611	1	1952	1806.8211	245.826	12337	0
1_MACS_peak_19287_lociStitched	chr3	196000654	196002586	1	1933	2709.2436	571.872	12338	0
1_MACS_peak_20426_lociStitched	chr4	150998965	151000928	1	1964	1228.838	226.9228	12339	0
1_MACS_peak_24538_lociStitched	chr7	72475522	72477387	1	1866	3851.225	408.062	12340	0
2_MACS_peak_28392_lociStitched	chrX	77770347	77772720	2	1965	1107.4791	181.7718	12341	0
1_MACS_peak_5635_lociStitched	chr12	9066305	9068250	1	1946	2095.543	367.994	12342	0
1_MACS_peak_14286_lociStitched	chr2	75873226	75875081	1	1856	4091.2025	503.076	12343	0
1_MACS_peak_3309_lociStitched	chr10	62537450	62539391	1	1942	2269.029	426.2436	12344	0
1_MACS_peak_25901_lociStitched	chr8	56756150	56758095	1	1946	2243.363	532.3465	12345	0
1_MACS_peak_17081_lociStitched	chr22	31794798	31796700	1	1903	3308.1486	532.56	12346	0
1_MACS_peak_17103_lociStitched	chr22	33118905	33120863	1	1959	1606.7348	409.222	12347	0
1_MACS_peak_5006_lociStitched	chr11	79014943	79016867	1	1925	2719.9588	427.8976	12348	0
1_MACS_peak_6401_lociStitched	chr12	76115883	76117821	1	1939	2279.088	362.9874	12349	0
1_MACS_peak_12001_lociStitched	chr18	29237914	29239859	1	1946	2300.935	603.5335	12350	0
1_MACS_peak_23764_lociStitched	chr6	149743955	149745898	1	1944	1896.5623	135.8157	12351	0
1_MACS_peak_16146_lociStitched	chr20	39303927	39305868	1	1942	2143.2522	326.088	12352	0
1_MACS_peak_11071_lociStitched	chr17	40539536	40541465	1	1930	2700.4071	546.8715	12353	0
1_MACS_peak_9733_lociStitched	chr16	22368263	22370215	1	1953	1745.6736	313.4912	12354	0
1_MACS_peak_18921_lociStitched	chr3	169083373	169085327	1	1955	1853.9552	505.8906	12355	0
1_MACS_peak_7338_lociStitched	chr13	67432367	67434325	1	1959	1306.5734	140.3886	12356	0
1_MACS_peak_525_lociStitched	chr1	35544263	35546131	1	1869	3902.8124	537.2368	12357	0
1_MACS_peak_2548_lociStitched	chr1	224828042	224829981	1	1940	2350.8436	481.6476	12358	0
1_MACS_peak_12021_lociStitched	chr18	32869180	32871095	1	1916	2994.1025	509.5815	12359	0
1_MACS_peak_21798_lociStitched	chr5	141487723	141489603	1	1881	3610.916	448.38	12360	0
1_MACS_peak_1231_lociStitched	chr1	108953000	108954947	1	1948	1870.6776	271.2171	12361	0
1_MACS_peak_13354_lociStitched	chr19	50468298	50470213	1	1916	2735.386	261.589	12362	0
1_MACS_peak_25367_lociStitched	chr7	152455953	152457890	1	1938	2460.5711	553.982	12363	0
1_MACS_peak_19203_lociStitched	chr3	186847746	186849670	1	1925	2810.964	555.4588	12364	0
1_MACS_peak_19554_lociStitched	chr4	25377934	25379877	1	1944	2075.9012	356.7348	12365	0
1_MACS_peak_11064_lociStitched	chr17	40306131	40308059	1	1929	2521.824	368.6336	12366	0
1_MACS_peak_1522_lociStitched	chr1	149532089	149534038	1	1950	2173.3299	667.9223	12367	0
1_MACS_peak_24969_lociStitched	chr7	112030838	112032773	1	1936	2553.6195	593.8515	12368	0
1_MACS_peak_1852_lociStitched	chr1	162235026	162236972	1	1947	2451.7654	848.456	12369	0
2_MACS_peak_15701_lociStitched	chr2	242640527	242642561	2	1959	1344.0672	242.6562	12370	0
1_MACS_peak_18099_lociStitched	chr3	57968896	57970850	1	1955	1720.8878	434.5696	12371	0
1_MACS_peak_18863_lociStitched	chr3	158708225	158710147	1	1923	2804.7746	513.9428	12372	0
1_MACS_peak_2490_lociStitched	chr1	219262899	219264857	1	1959	1603.0146	512.017	12373	0
1_MACS_peak_3516_lociStitched	chr10	79363058	79365002	1	1945	1975.8816	311.6232	12374	0
1_MACS_peak_13024_lociStitched	chr19	36704776	36706702	1	1927	2725.4826	537.7392	12375	0
1_MACS_peak_26474_lociStitched	chr8	136721932	136723881	1	1950	1861.295	381.0295	12376	0
1_MACS_peak_25145_lociStitched	chr7	130352553	130354493	1	1941	2407.928	619.248	12377	0
1_MACS_peak_17752_lociStitched	chr3	34303478	34305436	1	1959	1392.7254	314.6506	12378	0
1_MACS_peak_1183_lociStitched	chr1	100730816	100732752	1	1937	2188.4544	292.1424	12379	0
1_MACS_peak_26765_lociStitched	chr9	27488066	27490019	1	1954	1541.5029	252.3276	12380	0
1_MACS_peak_19832_lociStitched	chr4	75022915	75024823	1	1909	3126.6396	539.5824	12381	0
1_MACS_peak_12189_lociStitched	chr18	54040702	54042648	1	1947	1926.54	370.1292	12382	0
1_MACS_peak_22149_lociStitched	chr5	177658546	177660463	1	1918	2786.3595	407.1708	12383	0
1_MACS_peak_8849_lociStitched	chr15	63339907	63341844	1	1938	2232.9736	381.9764	12384	0
1_MACS_peak_4536_lociStitched	chr11	47544719	47546673	1	1955	1685.1296	460.3624	12385	0
1_MACS_peak_22211_lociStitched	chr6	1796695	1798633	1	1939	2289.1656	476.748	12386	0
1_MACS_peak_10412_lociStitched	chr16	89938715	89940579	1	1865	3597.3336	215.8512	12387	0
1_MACS_peak_23705_lociStitched	chr6	141217982	141219933	1	1952	1669.2756	321.915	12388	0
1_MACS_peak_22734_lociStitched	chr6	34392618	34394494	1	1877	3781.8284	599.5696	12389	0
1_MACS_peak_20964_lociStitched	chr5	43312629	43314581	1	1953	1844.0544	542.0704	12390	0
1_MACS_peak_26820_lociStitched	chr9	34611134	34613055	1	1922	2761.0533	488.8945	12391	0
1_MACS_peak_7672_lociStitched	chr14	24562645	24564584	1	1940	1945.2048	178.5819	12392	0
1_MACS_peak_23767_lociStitched	chr6	149886708	149888662	1	1955	1415.0868	227.641	12393	0
1_MACS_peak_3537_lociStitched	chr10	80857818	80859778	1	1961	1107.204	271.264	12394	0
1_MACS_peak_14683_lociStitched	chr2	118942849	118944681	1	1833	4190.3336	351.0112	12395	0
1_MACS_peak_28347_lociStitched	chrX	71400382	71402327	1	1946	1923.994	393.668	12396	0
1_MACS_peak_9655_lociStitched	chr16	15981362	15983302	1	1941	2197.632	501.102	12397	0
1_MACS_peak_2685_lociStitched	chr1	234491840	234493763	1	1924	2879.1156	702.4719	12398	0
1_MACS_peak_6071_lociStitched	chr12	49350250	49352178	1	1929	2416.748	378.852	12399	0
1_MACS_peak_7180_lociStitched	chr13	42031433	42033387	1	1955	1303.5134	218.0664	12400	0
1_MACS_peak_820_lociStitched	chr1	53724840	53726782	1	1943	2071.9198	483.3638	12401	0
1_MACS_peak_8516_lociStitched	chr15	35349989	35351923	1	1935	2087.5596	240.9764	12402	0
1_MACS_peak_19465_lociStitched	chr4	11429672	11431607	1	1936	2166.2325	357.201	12403	0
1_MACS_peak_18889_lociStitched	chr3	160938261	160940136	1	1876	3809.4375	664.125	12404	0
1_MACS_peak_22791_lociStitched	chr6	37038991	37040945	1	1955	1503.4076	446.489	12405	0
2_MACS_peak_25521_lociStitched	chr8	12983067	12990877	2	1962	1465.937	923.142	12406	0
1_MACS_peak_9620_lociStitched	chr16	14012999	14014937	1	1939	2096.3346	395.5458	12407	0
1_MACS_peak_13907_lociStitched	chr2	45639365	45641318	1	1954	1438.9704	348.2199	12408	0
1_MACS_peak_19778_lociStitched	chr4	68799480	68801431	1	1952	1522.1702	337.1328	12409	0
1_MACS_peak_6798_lociStitched	chr12	113859181	113861110	1	1930	2199.6387	230.5155	12410	0
1_MACS_peak_24140_lociStitched	chr7	23144699	23146649	1	1951	1745.64	517.53	12411	0
1_MACS_peak_19706_lociStitched	chr4	53524527	53526463	1	1937	1975.1072	219.736	12412	0
1_MACS_peak_13501_lociStitched	chr2	3483380	3485332	1	1953	1577.6064	449.3504	12413	0
1_MACS_peak_11434_lociStitched	chr17	62492227	62494148	1	1922	2680.7555	510.986	12414	0
1_MACS_peak_20250_lociStitched	chr4	122617030	122618957	1	1928	2426.8638	420.8568	12415	0
1_MACS_peak_7889_lociStitched	chr14	59950098	59952022	1	1925	2259.9304	172.198	12416	0
1_MACS_peak_25006_lociStitched	chr7	116483486	116485422	1	1937	2082.9424	348.48	12417	0
1_MACS_peak_13794_lociStitched	chr2	37457958	37459864	1	1907	2975.0754	456.1058	12418	0
1_MACS_peak_21671_lociStitched	chr5	132165468	132167341	1	1874	3524.986	371.9778	12419	0
1_MACS_peak_12459_lociStitched	chr19	2663418	2665314	1	1897	3225.096	501.6816	12420	0
1_MACS_peak_19711_lociStitched	chr4	54243039	54244943	1	1905	3148.6448	597.6656	12421	0
1_MACS_peak_7552_lociStitched	chr13	114487103	114489045	1	1943	1774.988	267.996	12422	0
1_MACS_peak_12029_lociStitched	chr18	33551497	33553431	1	1935	2186.9672	411.942	12423	0
1_MACS_peak_751_lociStitched	chr1	46624791	46626735	1	1945	1850.4936	427.4856	12424	0
1_MACS_peak_586_lociStitched	chr1	39338030	39339970	1	1941	2023.032	450.856	12425	0
1_MACS_peak_21091_lociStitched	chr5	60138965	60140911	1	1947	1697.3012	360.3992	12426	0
1_MACS_peak_25823_lociStitched	chr8	42657833	42659785	1	1953	1262.944	236.5824	12427	0
1_MACS_peak_13503_lociStitched	chr2	3604997	3606939	1	1943	2003.7556	529.195	12428	0
1_MACS_peak_2927_lociStitched	chr10	12110087	12112013	1	1927	2389.3956	400.4154	12429	0
1_MACS_peak_3255_lociStitched	chr10	52498822	52500721	1	1900	3039.1596	405.4365	12430	0
1_MACS_peak_34_lociStitched	chr1	1654987	1656910	1	1924	2430.0951	361.7163	12431	0
1_MACS_peak_19977_lociStitched	chr4	87477582	87479520	1	1939	1966.101	354.654	12432	0
1_MACS_peak_21374_lociStitched	chr5	92915852	92917810	1	1959	906.554	334.4264	12433	0
1_MACS_peak_10924_lociStitched	chr17	34580931	34582871	1	1941	2267.472	731.574	12434	0
1_MACS_peak_17433_lociStitched	chr22	50764691	50766554	1	1864	3634.3404	341.8605	12435	0
1_MACS_peak_21524_lociStitched	chr5	114606472	114608424	1	1953	1333.8016	337.3056	12436	0
1_MACS_peak_23553_lociStitched	chr6	131186402	131188335	1	1934	2249.8187	482.2835	12437	0
1_MACS_peak_4190_lociStitched	chr11	6501683	6503617	1	1935	2226.6142	497.4248	12438	0
1_MACS_peak_12358_lociStitched	chr18	77747469	77749383	1	1915	2655.2922	377.2494	12439	0
1_MACS_peak_16129_lociStitched	chr20	37062441	37064381	1	1941	1944.462	432.62	12440	0
1_MACS_peak_26812_lociStitched	chr9	34082563	34084495	1	1933	2161.1352	379.0584	12441	0
1_MACS_peak_27505_lociStitched	chr9	125674522	125676378	1	1857	3924.512	540.6528	12442	0
1_MACS_peak_8082_lociStitched	chr14	77646909	77648857	1	1949	1374.314	230.6432	12443	0
1_MACS_peak_2588_lociStitched	chr1	226890259	226891967	1	1709	5742.8084	572.6924	12444	0
1_MACS_peak_2647_lociStitched	chr1	230644709	230646651	1	1943	1880.2444	478.1204	12445	0
1_MACS_peak_1667_lociStitched	chr1	155035270	155037217	1	1948	1835.2422	660.033	12446	0
1_MACS_peak_460_lociStitched	chr1	31768829	31770766	1	1938	1994.7226	424.5904	12447	0
1_MACS_peak_4185_lociStitched	chr11	6223771	6225725	1	1955	1142.6992	407.2136	12448	0
1_MACS_peak_12594_lociStitched	chr19	8942143	8944019	1	1877	3536.0724	503.5184	12449	0
1_MACS_peak_23222_lociStitched	chr6	90812719	90814622	1	1904	2828.2386	333.025	12450	0
1_MACS_peak_26647_lociStitched	chr9	5449472	5451384	1	1913	2893.2384	611.0752	12451	0
1_MACS_peak_23948_lociStitched	chr7	4764095	4765987	1	1893	3072.608	352.4796	12452	0
1_MACS_peak_10185_lociStitched	chr16	70147221	70149158	1	1938	1891.4805	347.6915	12453	0
1_MACS_peak_25446_lociStitched	chr8	7922338	7924277	1	1940	2056.8912	597.212	12454	0
1_MACS_peak_10521_lociStitched	chr17	4735857	4737770	1	1914	2819.9533	578.8738	12455	0
1_MACS_peak_26532_lociStitched	chr8	144910395	144912320	1	1926	2321.3575	403.48	12456	0
1_MACS_peak_12206_lociStitched	chr18	55757834	55759784	1	1951	1334.19	417.105	12457	0
1_MACS_peak_28311_lociStitched	chrX	67717814	67719710	1	1897	2985.6312	367.0656	12458	0
1_MACS_peak_25412_lociStitched	chr8	181430	183345	1	1916	2613.209	432.5985	12459	0
1_MACS_peak_13325_lociStitched	chr19	49587880	49589775	1	1896	3159.9125	521.6935	12460	0
1_MACS_peak_21174_lociStitched	chr5	69585267	69587196	1	1930	2092.5792	305.7465	12461	0
1_MACS_peak_23983_lociStitched	chr7	6387555	6389497	1	1943	1756.3448	439.4746	12462	0
2_MACS_peak_16450_lociStitched	chr20	61846515	61848509	2	1950	1268.9816	297.3054	12463	0
1_MACS_peak_734_lociStitched	chr1	45964903	45966846	1	1944	1858.0909	587.5632	12464	0
1_MACS_peak_954_lociStitched	chr1	68696896	68698835	1	1940	1668.3156	240.0482	12465	0
1_MACS_peak_545_lociStitched	chr1	36553684	36555609	1	1926	2273.04	376.915	12466	0
2_MACS_peak_24105_lociStitched	chr7	20339081	20341485	2	1954	1125.5528	456.2792	12467	0
1_MACS_peak_23897_lociStitched	chr6	170151005	170152903	1	1899	2776.2046	212.3862	12468	0
1_MACS_peak_21555_lociStitched	chr5	118787712	118789507	1	1796	4750.1085	556.809	12469	0
1_MACS_peak_16881_lociStitched	chr22	18548312	18550248	1	1937	1899.9904	372.2928	12470	0
1_MACS_peak_5940_lociStitched	chr12	38743970	38745897	1	1928	2198.8997	375.5723	12471	0
1_MACS_peak_8989_lociStitched	chr15	72907375	72909313	1	1939	1903.116	463.182	12472	0
1_MACS_peak_24902_lociStitched	chr7	105461153	105463039	1	1887	3187.1514	388.516	12473	0
1_MACS_peak_15428_lociStitched	chr2	214015501	214017427	1	1927	2154.231	306.6192	12474	0
1_MACS_peak_19433_lociStitched	chr4	8820360	8822294	1	1935	1846.7766	262.2504	12475	0
1_MACS_peak_8583_lociStitched	chr15	41055320	41057268	1	1949	1482.0384	519.3368	12476	0
1_MACS_peak_24360_lociStitched	chr7	44136132	44138070	1	1939	1717.8432	290.8938	12477	0
1_MACS_peak_749_lociStitched	chr1	46579971	46581855	1	1885	3128.9472	301.2516	12478	0
1_MACS_peak_25260_lociStitched	chr7	142375872	142377818	1	1947	1787.401	735.3934	12479	0
1_MACS_peak_23557_lociStitched	chr6	131688968	131690904	1	1937	1837.264	352.9328	12480	0
1_MACS_peak_4855_lociStitched	chr11	67908701	67910600	1	1900	2845.2717	333.6543	12481	0
1_MACS_peak_13424_lociStitched	chr19	55987086	55988973	1	1888	3187.5204	428.5377	12482	0
1_MACS_peak_22741_lociStitched	chr6	34724077	34725986	1	1910	2702.3804	426.0888	12483	0
1_MACS_peak_5132_lociStitched	chr11	98890649	98892586	1	1938	1953.8519	528.9947	12484	0
1_MACS_peak_10822_lociStitched	chr17	28087216	28089151	1	1936	1967.3145	467.883	12485	0
1_MACS_peak_19073_lociStitched	chr3	180319103	180321007	1	1905	3253.1744	868.6048	12486	0
1_MACS_peak_3223_lociStitched	chr10	49361929	49363875	1	1947	1277.3544	287.8134	12487	0
1_MACS_peak_26079_lociStitched	chr8	81829923	81831859	1	1937	1927.6752	484	12488	0
2_MACS_peak_12245_lociStitched	chr18	60383154	60385179	2	1945	1396.035	308.4075	12489	0
1_MACS_peak_23386_lociStitched	chr6	111407936	111409883	1	1948	1336.6155	420.9414	12490	0
1_MACS_peak_7080_lociStitched	chr13	30423275	30425204	1	1930	1979.154	288.3855	12491	0
1_MACS_peak_4186_lociStitched	chr11	6255068	6257005	1	1938	1963.7306	565.7977	12492	0
1_MACS_peak_894_lociStitched	chr1	64637281	64639210	1	1930	1881.5466	193.6716	12493	0
1_MACS_peak_27712_lociStitched	chr9	136342578	136344524	1	1947	1297.5928	334.1282	12494	0
1_MACS_peak_3079_lociStitched	chr10	27792462	27794380	1	1919	2523.7044	512.2978	12495	0
1_MACS_peak_24617_lociStitched	chr7	76053098	76055036	1	1939	1594.005	255.2346	12496	0
1_MACS_peak_26990_lociStitched	chr9	69662702	69664636	1	1935	2080.2104	583.2944	12497	0
1_MACS_peak_15072_lociStitched	chr2	176031960	176033858	1	1899	3160.17	665.0592	12498	0
1_MACS_peak_25943_lociStitched	chr8	61788826	61790660	1	1835	4067.6286	443.828	12499	0
1_MACS_peak_11375_lociStitched	chr17	57783869	57785801	1	1933	2230.494	669.8244	12500	0
1_MACS_peak_14293_lociStitched	chr2	77088203	77090143	1	1941	1729.316	490.044	12501	0
1_MACS_peak_1867_lociStitched	chr1	164547540	164549488	1	1949	1407.43	623.36	12502	0
1_MACS_peak_2244_lociStitched	chr1	202926362	202928276	1	1915	2733.5748	633.3426	12503	0
1_MACS_peak_3274_lociStitched	chr10	54623552	54625473	1	1922	2231.0494	325.6095	12504	0
1_MACS_peak_2161_lociStitched	chr1	196185409	196187329	1	1921	2514.048	580.224	12505	0
1_MACS_peak_23082_lociStitched	chr6	74404583	74406523	1	1941	1589.636	366.854	12506	0
1_MACS_peak_1506_lociStitched	chr1	148623496	148625434	1	1939	1896.9144	600.3924	12507	0
1_MACS_peak_17721_lociStitched	chr3	32021569	32023515	1	1947	1207.8822	326.3442	12508	0
1_MACS_peak_13792_lociStitched	chr2	37383030	37384884	1	1855	3620.1204	318.3318	12509	0
2_MACS_peak_25926_lociStitched	chr8	60030519	60032687	2	1950	968.8792	321.2976	12510	0
1_MACS_peak_17396_lociStitched	chr22	47732368	47734257	1	1890	2969.8858	310.3627	12511	0
1_MACS_peak_24498_lociStitched	chr7	65578978	65580888	1	1911	2648.597	466.613	12512	0
1_MACS_peak_10084_lociStitched	chr16	64470762	64472693	1	1932	1759.7203	206.4239	12513	0
1_MACS_peak_21082_lociStitched	chr5	58915655	58917598	1	1944	1389.6336	368.1985	12514	0
1_MACS_peak_2259_lociStitched	chr1	203455866	203457741	1	1876	3467.4375	542.625	12515	0
1_MACS_peak_9836_lociStitched	chr16	29873358	29875211	1	1854	3759.9223	453.7997	12516	0
1_MACS_peak_27361_lociStitched	chr9	108456109	108458051	1	1943	1538.6466	477.3436	12517	0
2_MACS_peak_13677_lociStitched	chr2	25895105	25897170	2	1930	1821.33	217.4445	12518	0
2_MACS_peak_10294_lociStitched	chr16	81477495	81479992	2	1945	1066.4687	124.85	12519	0
1_MACS_peak_6573_lociStitched	chr12	95014680	95016570	1	1891	3151.764	529.578	12520	0
1_MACS_peak_19473_lociStitched	chr4	13104248	13106191	1	1944	1319.1027	325.6468	12521	0
1_MACS_peak_9516_lociStitched	chr16	4587372	4589285	1	1914	2523.4383	440.9465	12522	0
1_MACS_peak_17195_lociStitched	chr22	38291505	38293408	1	1904	2652.0208	321.607	12523	0
2_MACS_peak_26598_lociStitched	chr9	660563	662551	2	1947	963.9812	170.7692	12524	0
1_MACS_peak_23953_lociStitched	chr7	5084776	5086702	1	1927	2193.3288	499.0266	12525	0
1_MACS_peak_4990_lociStitched	chr11	77530191	77532059	1	1869	3551.6284	512.766	12526	0
1_MACS_peak_7218_lociStitched	chr13	45990878	45992823	1	1946	1212.513	365.66	12527	0
1_MACS_peak_26803_lociStitched	chr9	33523180	33525105	1	1926	2114.035	403.2875	12528	0
1_MACS_peak_28612_lociStitched	chrX	129454623	129456556	1	1934	1648.2691	228.6739	12529	0
1_MACS_peak_25090_lociStitched	chr7	127567968	127569913	1	1946	1213.4855	418.3695	12530	0
1_MACS_peak_22117_lociStitched	chr5	176073414	176075347	1	1934	1868.8244	467.9793	12531	0
2_MACS_peak_24815_lociStitched	chr7	100290721	100292728	2	1944	1077.3576	169.1901	12532	0
1_MACS_peak_26858_lociStitched	chr9	35896999	35898928	1	1930	1925.142	377.6982	12533	0
1_MACS_peak_22746_lociStitched	chr6	35074198	35076129	1	1932	1662.0117	189.4311	12534	0
1_MACS_peak_5502_lociStitched	chr11	134508299	134510234	1	1936	1601.2125	292.572	12535	0
1_MACS_peak_21869_lociStitched	chr5	148985183	148987116	1	1934	1822.0458	430.4791	12536	0
1_MACS_peak_27406_lociStitched	chr9	114764130	114766054	1	1925	1942.278	228.3788	12537	0
1_MACS_peak_15232_lociStitched	chr2	195885799	195887712	1	1914	2361.2159	326.3578	12538	0
1_MACS_peak_15895_lociStitched	chr20	18268063	18269948	1	1886	3306.4785	619.5995	12539	0
1_MACS_peak_3465_lociStitched	chr10	75489308	75491213	1	1906	2767.7745	527.304	12540	0
1_MACS_peak_17453_lociStitched	chr22	51221239	51223176	1	1938	1617.2013	421.8786	12541	0
