REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_21895_lociStitched	chr5	150512594	150538195	4	19926	43393.695	5148.3611	394	ANXA6		ANXA6	394	1
1_MACS_peak_5829_lociStitched	chr12	26265394	26280476	1	15083	41573.533	3379.8762	395	BHLHE41		BHLHE41	395	1
1_MACS_peak_11480_lociStitched	chr17	65641831	65649830	1	8000	39864.6163	1722.9846	396	PITPNC1		NOL11	396	1
2_MACS_peak_11680_lociStitched	chr17	76711094	76733817	2	18486	42851.0334	4910.4403	397	CYTH1		CYTH1	397	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	398		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	398	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	399	TRAF1	PHF19,TRAF1	TRAF1	399	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	400			MIR650	400	1
1_MACS_peak_12079_lociStitched	chr18	42680736	42688539	1	7804	39711.0276	1923.4395	401			MIR4319	401	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	402			EDNRB	402	1
1_MACS_peak_25132_lociStitched	chr7	129587849	129593299	1	5451	39735.405	1972.355	403	UBE2H		UBE2H	403	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	404		KLF6	KLF6	404	1
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516	405	SLAMF7	CD48	SLAMF7	405	1
1_MACS_peak_21328_lociStitched	chr5	88110666	88130720	1	20055	41784.5144	4237.4102	406	MEF2C		MEF2C	406	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	407	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	407	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	408	ABHD12		PYGB	408	1
4_MACS_peak_22509_lociStitched	chr6	26183533	26207333	4	15546	42549.64	5338.34	409	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	409	1
2_MACS_peak_632_lociStitched	chr1	40839012	40858668	2	14885	41281.5312	4110.0696	410	SMAP2	SMAP2	SMAP2	410	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	411	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	411	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	412	RHBDD1		RHBDD1	412	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	413	UBC	SCARB1	UBC	413	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	414	TMC8,TMC6	C17orf99,SYNGR2	TMC6	414	1
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962	415			UACA	415	1
1_MACS_peak_22079_lociStitched	chr5	173168762	173175615	1	6854	37932.7256	1540.5544	416			BOD1	416	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	417	FAM188A		ITGA8	417	1
1_MACS_peak_11668_lociStitched	chr17	76137273	76152811	1	15539	39076.5162	2810.8242	418	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	418	1
1_MACS_peak_16400_lociStitched	chr20	56191862	56197971	1	6110	37842.2005	1578.5656	419	ZBP1		ZBP1	419	1
3_MACS_peak_1970_lociStitched	chr1	174922304	174942620	3	15954	41196.7848	4993.6728	420	RABGAP1L	CACYBP,MRPS14	CACYBP	420	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	421	ARHGEF3		ARHGEF3	421	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	422	CORO1C	SELPLG	CORO1C	422	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	423		ASB9P1	ASB9P1	423	1
2_MACS_peak_27604_lociStitched	chr9	130828568	130846494	2	15732	39575.2302	3536.7998	424	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	424	1
5_MACS_peak_4847_lociStitched	chr11	67760439	67789241	5	17801	40751.9498	4769.6112	425	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	ALDH3B1	425	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	426	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	426	1
2_MACS_peak_980_lociStitched	chr1	75595724	75612770	2	16933	38774.5362	2872.251	427	LHX8		LHX8	427	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	428			FAT1	428	1
2_MACS_peak_1514_lociStitched	chr1	149214098	149225575	2	5780	40404.7785	4574.7322	429			LOC388692	429	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	430	DENND1B		DENND1B	430	1
2_MACS_peak_24408_lociStitched	chr7	47700513	47713296	2	7543	37974.4581	2233.1901	431	C7orf65		C7orf65	431	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	432	PTPRD		PTPRD	432	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	433	KCNQ1		KCNQ1OT1	433	1
1_MACS_peak_7561_lociStitched	chr13	114789167	114795246	1	6080	37010.7757	1296.0428	434	RASA3		RASA3	434	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	435	METTL7A	HIGD1C	METTL7A	435	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	436		CRB2	CRB2	436	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	437		NEK6	NEK6	437	1
6_MACS_peak_8228_lociStitched	chr14	95945632	95986337	6	22030	39023.8835	3508.771	438		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	438	1
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.0243	4121.7144	439	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	439	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	440	DUSP5		DUSP5	440	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	441	FMN1		FMN1	441	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	442	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	442	1
1_MACS_peak_4051_lociStitched	chr10	130852410	130859051	1	6642	36488.3104	1421.174	443			MGMT	443	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	444	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	444	1
4_MACS_peak_25944_lociStitched	chr8	61811617	61840902	4	16513	40017.9525	5039.9485	445		LOC100130298	LOC100130298	445	1
1_MACS_peak_9746_lociStitched	chr16	23373492	23381107	1	7616	36399.7	1439.9965	446	SCNN1B		SCNN1B	446	1
1_MACS_peak_13585_lociStitched	chr2	13661512	13666684	1	5173	36167.796	1226.2812	447			MIR3125	447	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	448		PRDM11	PRDM11	448	1
2_MACS_peak_23722_lociStitched	chr6	143162657	143180334	2	16524	37082.8106	2177.8064	449	HIVEP2		HIVEP2	449	1
1_MACS_peak_11631_lociStitched	chr17	75078786	75093130	1	14345	38048.8944	3154.2456	450	C17orf86,SCARNA16	SEC14L1	SCARNA16	450	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	451	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	451	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	452	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	452	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	453	CD44		CD44	453	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	454			ACBD3	454	1
2_MACS_peak_15362_lociStitched	chr2	204661302	204683976	2	16726	38752.1334	4065.4482	455		CTLA4	CTLA4	455	1
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.984	456		SLC38A2	SLC38A2	456	1
1_MACS_peak_11430_lociStitched	chr17	62195572	62210969	1	15398	38047.5267	3459.7059	457	ERN1	SNORD104,SNORA76	ERN1	457	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	458	SLCO4A1	LOC100127888	SLCO4A1	458	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	459		IL10RA	IL10RA	459	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	460	RRP1,CSTB	LOC284837	CSTB	460	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	461		CSGALNACT1	CSGALNACT1	461	1
1_MACS_peak_24186_lociStitched	chr7	26047875	26053847	1	5973	35596.7032	1199.1776	462			MIR148A	462	1
1_MACS_peak_1533_lociStitched	chr1	149855700	149861258	1	5559	37041.8468	2772.3304	463	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	463	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	464			ARL6IP6	464	1
4_MACS_peak_17784_lociStitched	chr3	39247051	39264649	4	14971	37320.0786	3109.5666	465		XIRP1	XIRP1	465	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	466	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	466	1
2_MACS_peak_16238_lociStitched	chr20	45172089	45191653	2	15754	37032.6956	2848.5184	467	C20orf123,SLC13A3	ZNF334	C20orf123	467	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	468		MIR548I2	MIR548I2	468	1
1_MACS_peak_21290_lociStitched	chr5	81145436	81153096	1	7661	35578.402	1671.412	469			SSBP2	469	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	470	E2F2	ASAP3,ID3	E2F2	470	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	471	PDE4DIP	PDE4DIP	PDE4DIP	471	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	472	CCDC86	MS4A10,ZP1,GPR44	CCDC86	472	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	473	SPERT		SPERT	473	1
1_MACS_peak_1404_lociStitched	chr1	143741704	143746226	1	4523	35443.436	1684.445	474	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	474	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	475		SEC14L1,SEPT9	SEPT9	475	1
5_MACS_peak_8359_lociStitched	chr15	20969445	20996830	5	21338	37933.702	4354.215	476		BCL8	BCL8	476	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	477	FOXO3		NCRNA00222	477	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	478	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	478	1
5_MACS_peak_8368_lociStitched	chr15	21975886	22004848	5	24926	38024.2098	4680.2592	479		LOC646214,CXADRP2	CXADRP2	479	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	480	SEPT9	SEPT9,MIR4316	SEPT9	480	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	481	ST8SIA4		ST8SIA4	481	1
1_MACS_peak_310_lociStitched	chr1	24644488	24652352	1	7865	35141.0704	1851.1856	482	GRHL3		GRHL3	482	1
1_MACS_peak_10161_lociStitched	chr16	68500919	68508049	1	7131	34737.36	1476.623	483		SMPD3	SMPD3	483	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	484			C8orf75	484	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	485	IDH2		IDH2	485	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	486	PALM2-AKAP2		AKAP2	486	1
2_MACS_peak_24427_lociStitched	chr7	50343324	50357906	2	14146	36542.492	3356.7764	487	IKZF1		IKZF1	487	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	488	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	488	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	489	TTC7A	MCFD2	MCFD2	489	1
2_MACS_peak_1296_lociStitched	chr1	112134277	112149157	2	14013	34752.24	1815.36	490	LOC100129269	RAP1A,ADORA3	LOC100129269	490	1
1_MACS_peak_2773_lociStitched	chr1	245132237	245136319	1	4083	34291.6574	1386.2472	491	EFCAB2		EFCAB2	491	1
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132	492			MIR3125	492	1
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.3985	3509.995	493			SPRED1	493	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	494	STK10	EFCAB9	STK10	494	1
1_MACS_peak_2839_lociStitched	chr10	3824041	3829271	1	5231	33909.751	1178.842	495	KLF6		KLF6	495	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	496			ZMYND8	496	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	497	ADORA2A,C22orf45		ADORA2A	497	1
2_MACS_peak_5728_lociStitched	chr12	13241957	13256114	2	14072	35514.2502	2790.3447	498	GSG1	KIAA1467	GSG1	498	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	499	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	499	1
2_MACS_peak_50_lociStitched	chr1	2476736	2489361	2	7745	34666.9875	2066.7125	500	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	500	1
2_MACS_peak_3413_lociStitched	chr10	72333144	72340504	2	7261	34358.688	1777.44	501		PRF1	PRF1	501	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	502	PNOC,ZNF395		PNOC	502	1
1_MACS_peak_5752_lociStitched	chr12	15100767	15116940	1	16174	35766.5895	3402.7992	503	ARHGDIB	PDE6H,ERP27	ARHGDIB	503	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	504	S100A11	S100A10,TCHHL1	S100A11	504	1
3_MACS_peak_26372_lociStitched	chr8	126285286	126316046	3	22047	37702.532	5542.952	505	NSMCE2		TRIB1	505	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	506		LOC100129726,ZFP36L2	ZFP36L2	506	1
1_MACS_peak_9366_lociStitched	chr15	101737094	101744693	1	7600	33770.7159	1617.8271	507	CHSY1		CHSY1	507	1
2_MACS_peak_10559_lociStitched	chr17	6914842	6926379	2	7657	34197.9754	2077.8137	508	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	508	1
1_MACS_peak_14120_lociStitched	chr2	65139591	65146916	1	7326	34245.1075	2127.9125	509	LOC400958		LOC400958	509	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	510	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	510	1
1_MACS_peak_20628_lociStitched	chr4	185391146	185397662	1	6517	33294.1536	1313.6256	511	IRF2		IRF2	511	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	512	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	512	1
1_MACS_peak_27184_lociStitched	chr9	93951903	93957711	1	5809	33435.4944	1460.712	513			LOC100129316	513	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	514	KIAA1274	NODAL	KIAA1274	514	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	515	PLEKHA2	HTRA4	HTRA4	515	1
1_MACS_peak_7796_lociStitched	chr14	50436295	50441045	1	4751	32662.9	861.175	516		C14orf182	C14orf182	516	1
2_MACS_peak_15791_lociStitched	chr20	5570215	5592502	2	18640	36552.9087	4798.3911	517	GPCPD1		GPCPD1	517	1
1_MACS_peak_10968_lociStitched	chr17	36856231	36863605	1	7375	33569.3976	1825.8024	518	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	518	1
1_MACS_peak_17220_lociStitched	chr22	39146105	39153323	1	7219	33457.5954	1755.4176	519	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	519	1
4_MACS_peak_15319_lociStitched	chr2	202081255	202102127	4	16307	35780.8696	4084.6504	520	CASP10,CASP8	CASP8	CASP8	520	1
5_MACS_peak_9727_lociStitched	chr16	22194935	22219059	5	17504	36695.0164	5015.3796	521	EEF2K		EEF2K	521	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	522	DUSP1		DUSP1	522	1
2_MACS_peak_24368_lociStitched	chr7	44661751	44680440	2	14908	35400.7038	3780.7847	523	OGDH	DDX56,TMED4	OGDH	523	1
1_MACS_peak_26454_lociStitched	chr8	134244205	134249050	1	4846	32759.952	1216.095	524		WISP1	WISP1	524	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	525	SELT	EIF2A,SERP1	SELT	525	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	526	BCR	RAB36,RTDR1	BCR	526	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	527	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	527	1
4_MACS_peak_8394_lociStitched	chr15	23659485	23682864	4	18489	34823.0205	3490.4847	528			MKRN3	528	1
1_MACS_peak_11451_lociStitched	chr17	62979826	62986655	1	6830	33098.1143	1776.2229	529		AMZ2P1	AMZ2P1	529	1
2_MACS_peak_27658_lociStitched	chr9	132646061	132657710	2	8045	33651.6312	2396.1993	530	FNBP1	USP20,C9orf78	USP20	530	1
1_MACS_peak_599_lociStitched	chr1	39972313	39978306	1	5994	32286.0889	1045.7785	531	BMP8A	PPIEL	BMP8A	531	1
1_MACS_peak_14801_lociStitched	chr2	135162404	135170811	1	8408	33105.9253	1894.0971	532	MGAT5	LOC151162	LOC151162	532	1
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165	533	NLRP2	NCR1,NLRP7	NLRP2	533	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	534	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	534	1
3_MACS_peak_28106_lociStitched	chrX	42792224	42805570	3	9361	32384.069	1257.1932	535			PPP1R2P9	535	1
2_MACS_peak_12256_lociStitched	chr18	60798225	60811471	2	9544	33691.201	2606.8128	536	BCL2		BCL2	536	1
2_MACS_peak_8690_lociStitched	chr15	46994376	47009613	2	13868	33876.4221	2803.608	537			SEMA6D	537	1
4_MACS_peak_26534_lociStitched	chr8	145002177	145027937	4	15293	34420.512	3366.832	538	PLEC,MIR661	GRINA,PARP10	PLEC	538	1
2_MACS_peak_6419_lociStitched	chr12	77452483	77464943	2	9846	33491.234	2463.342	539	E2F7		E2F7	539	1
1_MACS_peak_19101_lociStitched	chr3	182428426	182436375	1	7950	33749.0693	2747.9693	540			ATP11B	540	1
1_MACS_peak_15169_lociStitched	chr2	187913034	187920897	1	7864	32451.3873	1454.655	541			ZSWIM2	541	1
2_MACS_peak_25179_lociStitched	chr7	134842706	134857759	2	9534	34772.43	3799.3772	542	TMEM140,C7orf49	WDR91	C7orf49	542	1
1_MACS_peak_20701_lociStitched	chr5	188107	193655	1	5549	32006.9668	1057.4488	543	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	543	1
1_MACS_peak_5652_lociStitched	chr12	9799587	9805009	1	5423	32223.4882	1292.6048	544	LOC374443	CLEC2D,KLRB1	LOC374443	544	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	545	GADD45B,LMNB2	TIMM13	GADD45B	545	1
1_MACS_peak_2482_lociStitched	chr1	218335383	218340239	1	4857	32351.6432	1427.664	546			RRP15	546	1
1_MACS_peak_13262_lociStitched	chr19	47613528	47617826	1	4299	31980.1286	1121.3482	547	ZC3H4	SAE1	ZC3H4	547	1
2_MACS_peak_5375_lociStitched	chr11	122929919	122942159	2	9169	33729.768	2893.536	548	HSPA8	LOC341056	HSPA8	548	1
1_MACS_peak_19608_lociStitched	chr4	38088616	38096300	1	7685	32252.8216	1425.382	549	TBC1D1		PTTG2	549	1
1_MACS_peak_3704_lociStitched	chr10	97048913	97058181	1	9269	32868.962	2077.8856	550	PDLIM1		PDLIM1	550	1
2_MACS_peak_21084_lociStitched	chr5	58951130	58962185	2	9296	32545.92	1841.763	551	PDE4D		PDE4D	551	1
2_MACS_peak_18343_lociStitched	chr3	104237455	104247049	2	8223	32667.57	1974.4452	552			MIR548A3	552	1
1_MACS_peak_17213_lociStitched	chr22	38782033	38797426	1	15394	33612.1548	2935.4451	553	LOC400927	KCNJ4	LOC400927	553	1
2_MACS_peak_18879_lociStitched	chr3	160115989	160129617	2	9274	34290.7736	3708.1788	554	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	554	1
1_MACS_peak_4449_lociStitched	chr11	35159541	35169229	1	9689	33098.0832	2551.8192	555	CD44		CD44	555	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	556	TCF4		CCDC68	556	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	557	MAN2A1		MAN2A1	557	1
6_MACS_peak_14171_lociStitched	chr2	68936332	68965896	6	17168	35722.1812	5203.264	558	ARHGAP25	ARHGAP25	ARHGAP25	558	1
1_MACS_peak_4007_lociStitched	chr10	125862634	125868500	1	5867	32094.6458	1624.882	559		CHST15	CHST15	559	1
1_MACS_peak_27755_lociStitched	chr9	139792672	139798776	1	6105	32036.2336	1624.8848	560	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	560	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	561	NR3C1		NR3C1	561	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	562	ICA1		ICA1	562	1
1_MACS_peak_17405_lociStitched	chr22	48490893	48497454	1	6562	31498.0488	1131.7725	563			MIR3201	563	1
1_MACS_peak_5553_lociStitched	chr12	4377503	4386982	1	9480	32101.5814	1752.6671	564	CCND2	C12orf5	CCND2	564	1
2_MACS_peak_6516_lociStitched	chr12	92576978	92586571	2	9375	32314.0205	1968.4836	565		BTG1	BTG1	565	1
3_MACS_peak_2956_lociStitched	chr10	14686505	14704018	3	13164	33197.6428	2858.1216	566	FAM107B		FAM107B	566	1
1_MACS_peak_4312_lociStitched	chr11	16978784	16986788	1	8005	32259.3216	1961.7804	567	PLEKHA7		PLEKHA7	567	1
1_MACS_peak_18595_lociStitched	chr3	129892581	129900811	1	8231	32109.345	1813.069	568		COL6A4P2	COL6A4P2	568	1
4_MACS_peak_25663_lociStitched	chr8	27930196	27951569	4	14403	35205.6056	4911.5154	569	ELP3,C8orf80		C8orf80	569	1
4_MACS_peak_25203_lociStitched	chr7	137684173	137716711	4	16211	37324.3398	7106.2992	570	CREB3L2	AKR1D1	CREB3L2	570	1
1_MACS_peak_22959_lociStitched	chr6	52360230	52366464	1	6235	31577.7036	1398.2862	571	EFHC1,TRAM2		EFHC1	571	1
1_MACS_peak_15130_lociStitched	chr2	182319047	182325220	1	6174	31936.0155	1763.6261	572	ITGA4		ITGA4	572	1
1_MACS_peak_25695_lociStitched	chr8	29385083	29390902	1	5820	31518.0316	1459.4052	573			DUSP4	573	1
2_MACS_peak_20958_lociStitched	chr5	43006830	43021200	2	9024	33211.944	3171.459	574	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	574	1
1_MACS_peak_11000_lociStitched	chr17	38015609	38025127	1	9519	32288.8632	2271.9466	575	ZPBP2,IKZF3	GSDMB	IKZF3	575	1
1_MACS_peak_18625_lociStitched	chr3	133159746	133169880	1	10135	32006.2122	2013.6258	576	BFSP2		BFSP2	576	1
1_MACS_peak_223_lociStitched	chr1	17065686	17068410	1	2725	32068.5624	2078.6844	577		ESPNP,MST1P9	ESPNP	577	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	578	FAM70A	ZBTB33	FAM70A	578	1
1_MACS_peak_23532_lociStitched	chr6	130002636	130010980	1	8345	31777.2896	1849.8648	579	ARHGAP18		ARHGAP18	579	1
1_MACS_peak_22378_lociStitched	chr6	13353602	13359180	1	5579	31401.9088	1499.9242	580		TBC1D7	TBC1D7	580	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	581	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	581	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	582		C3orf32	C3orf32	582	1
4_MACS_peak_6154_lociStitched	chr12	53845723	53874632	4	27991	35876.069	6096.9081	583	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	583	1
2_MACS_peak_2135_lociStitched	chr1	192560779	192579520	2	18476	34702.7097	4934.5053	584		RGS1,RGS13	RGS1	584	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	585	TMEM156	KLHL5	TMEM156	585	1
