REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	328	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.7209999999999999	328	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	329		PRDM11	PRDM11	PRDM11	0.014399999999999996	329	1
2_MACS_peak_3688_lociStitched	chr10	94868720	94886573	2	13898	32151.4677	2649.3852	330		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.5216	330	1
1_MACS_peak_26476_lociStitched	chr8	137188203	137202095	1	13893	56432.0824	3306.296	331			KHDRBS3	KHDRBS3	NONE	331	1
5_MACS_peak_15597_lociStitched	chr2	232687411	232714022	5	13888	12358.1484	3422.1746	332		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.0369	332	1
2_MACS_peak_8690_lociStitched	chr15	46994376	47009613	2	13868	33876.4221	2803.608	333			SEMA6D	SEMA6D	NONE	333	1
3_MACS_peak_24981_lociStitched	chr7	114556318	114574606	3	13864	59205.5712	5378.5008	334	MDFIC		MDFIC	MDFIC	1.6686	334	1
6_MACS_peak_4688_lociStitched	chr11	63992478	64020087	6	13846	24801.1647	4798.4442	335	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.8734000000000001	335	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	336			C8orf75	C8orf75	0.7333999999999999	336	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	337		NEK6	NEK6	NEK6	0.1947	337	1
3_MACS_peak_16338_lociStitched	chr20	52224560	52244825	3	13797	64108.3275	3293.0625	338		ZNF217	ZNF217	ZNF217	1.0873	338	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	339	TBC1D1		PTTG2	PTTG2	NONE	339	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	340	TEC		TXK	TXK	NONE	340	1
3_MACS_peak_18579_lociStitched	chr3	129026624	129048502	3	13742	26290.7926	3824.2744	341	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.6308	341	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	342	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	1.0486	342	1
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	343	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.5393999999999997	343	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	344			MIR650	MIR650	1.4933999999999998	344	1
4_MACS_peak_6045_lociStitched	chr12	48276267	48299219	4	13602	23463.8296	3559.8552	345	VDR		VDR	VDR	0.3539	345	1
4_MACS_peak_16086_lociStitched	chr20	34673168	34690707	4	13595	20717.0668	3081.6023	346		EPB41L1,LOC647979	EPB41L1	LOC647979	0.38660000000000005	346	1
2_MACS_peak_18391_lociStitched	chr3	111837934	111855085	2	13589	21858.9495	3226.1031	347	GCET2	C3orf52,MIR567	GCET2	GCET2	0.8598	347	1
1_MACS_peak_15126_lociStitched	chr2	182167403	182180980	1	13578	122603.0254	3739.1058	348			ITGA4	ITGA4	NONE	348	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	349	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5751999999999999	349	1
1_MACS_peak_13874_lociStitched	chr2	43443573	43457137	1	13565	74846.152	3408.6332	350	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	4.981	350	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	351	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	351	1
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458	352	CLEC7A	C12orf59,CLEC1A,OLR1	CLEC7A	CLEC7A	0.6052	352	1
4_MACS_peak_14347_lociStitched	chr2	86290225	86308547	4	13523	25463.9156	3206.35	353	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	1.03	353	1
2_MACS_peak_4380_lociStitched	chr11	26097988	26113605	2	13517	63620.5346	2993.7789	354			ANO3	ANO3	NONE	354	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	355	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.4975	355	1
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128	356	PTPRN2		MIR153-2	MIR153-2	NONE	356	1
4_MACS_peak_3558_lociStitched	chr10	81946404	81966333	4	13502	25776.1686	4003.7361	357	ANXA11		ANXA11	ANXA11	0.3529	357	1
3_MACS_peak_8164_lociStitched	chr14	91781617	91801960	3	13499	19289.2326	2024.1285	358	CCDC88C		GPR68	GPR68	NONE	358	1
1_MACS_peak_21310_lociStitched	chr5	86407872	86421337	1	13466	64241.515	2967.686	359	MIR4280		MIR4280	MIR4280	1.6199999999999999	359	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	360	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.619	360	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	361	TTC7A	MCFD2	MCFD2	MCFD2	0.3077	361	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	362			FAT1	FAT1	NONE	362	1
1_MACS_peak_14622_lociStitched	chr2	112455236	112468656	1	13421	106957.4	3003.396	363			ANAPC1	ANAPC1	NONE	363	1
1_MACS_peak_10093_lociStitched	chr16	66548823	66562236	1	13414	128268.519	3460.554	364	TK2	CKLF,CMTM1	TK2	TK2	2.9066	364	1
3_MACS_peak_15664_lociStitched	chr2	238599666	238613574	3	13389	25131.756	1674.5232	365	LRRFIP1		LRRFIP1	LRRFIP1	0.1556	365	1
4_MACS_peak_5929_lociStitched	chr12	33037691	33060635	4	13381	18763.6032	3810.9984	366	PKP2		PKP2	PKP2	0.0864	366	1
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165	367	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.3581	367	1
1_MACS_peak_19042_lociStitched	chr3	178228487	178241795	1	13309	97941.5568	4218.636	368		KCNMB2	KCNMB2	KCNMB2	0.08229999999999998	368	1
1_MACS_peak_15323_lociStitched	chr2	202115752	202129044	1	13293	72046.6276	3420.0316	369	CASP8		CASP8	CASP8	1.2958	369	1
4_MACS_peak_4640_lociStitched	chr11	62307939	62326018	4	13284	25914.4386	3261.4516	370	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.49629999999999996	370	1
3_MACS_peak_1436_lociStitched	chr1	145182740	145199124	3	13280	24092.672	7143.424	371		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.13380000000000003	371	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	372	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	3.0279000000000003	372	1
6_MACS_peak_28030_lociStitched	chrX	37604467	37625612	6	13253	24739.65	2235.0265	373		CYBB	CYBB	CYBB	1.0592000000000001	373	1
6_MACS_peak_8913_lociStitched	chr15	67366189	67396239	6	13250	21155.2	4732.875	374	SMAD3	SMAD3	SMAD3	SMAD3	0.16540000000000002	374	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	375	RAB30	SNORA70E	RAB30	RAB30	0.6485000000000001	375	1
7_MACS_peak_12626_lociStitched	chr19	10513142	10543359	7	13230	21233.4859	4689.6784	376	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.0857	376	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	377			POM121L12	POM121L12	NONE	377	1
3_MACS_peak_23441_lociStitched	chr6	117858779	117877561	3	13200	30982.7872	3196.6964	378	DCBLD1	GOPC	GOPC	GOPC	0.1026	378	1
2_MACS_peak_17210_lociStitched	chr22	38700512	38714901	2	13174	27556.3739	2759.8102	379	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.6814	379	1
3_MACS_peak_2956_lociStitched	chr10	14686505	14704018	3	13164	33197.6428	2858.1216	380	FAM107B		FAM107B	FAM107B	0.28340000000000004	380	1
5_MACS_peak_6231_lociStitched	chr12	57093369	57120110	5	13158	20906.1138	4791.9872	381	NACA	HSD17B6,PTGES3,PRIM1	NACA	PTGES3	0.6372	381	1
5_MACS_peak_15211_lociStitched	chr2	192481525	192503725	5	13152	17509.14	3676.32	382		OBFC2A	OBFC2A	OBFC2A	1.8846999999999998	382	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	383			ARL6IP6	ARL6IP6	NONE	383	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	384	ADRB2		ADRB2	ADRB2	2.1724	384	1
3_MACS_peak_18776_lociStitched	chr3	151985182	152002045	3	13084	22390.6914	3502.4451	385	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7343999999999999	385	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	386	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.8452000000000002	386	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	387	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8634	387	1
3_MACS_peak_1431_lociStitched	chr1	145126654	145146575	3	13037	26070.6127	7157.6153	388		SEC22B	SEC22B	NONE	NONE	388	1
2_MACS_peak_5260_lociStitched	chr11	115089250	115102807	2	13020	65958.8721	2724.957	389	CADM1		CADM1	CADM1	0.3156	389	1
6_MACS_peak_8653_lociStitched	chr15	44954393	44976850	6	13011	23683.1522	3516.7662	390	SPG11,PATL2	B2M	PATL2	B2M	0.9909000000000001	390	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	391			FAM86C	FAM86C	NONE	391	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	392	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.6441999999999999	392	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	393	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.2187	393	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	394			NR3C1	NR3C1	0.2081	394	1
5_MACS_peak_13932_lociStitched	chr2	46785736	46803468	5	12922	21209.2452	3596.0496	395	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.43920000000000003	395	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	396	CD44		CD44	CD44	0.6695	396	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	397	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6517999999999999	397	1
1_MACS_peak_17022_lociStitched	chr22	27003306	27016202	1	12897	68615.7472	2791.984	398	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.5393999999999997	398	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	399	ADA	LOC79015	ADA	ADA	1.0404	399	1
1_MACS_peak_3892_lociStitched	chr10	112213896	112226764	1	12869	99177.5364	2689.412	400		DUSP5	DUSP5	DUSP5	1.4989000000000001	400	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	401	ATF6	DUSP12	ATF6	DUSP12	0.1762	401	1
3_MACS_peak_22442_lociStitched	chr6	20197361	20214275	3	12862	25179.8718	3325.2924	402	MBOAT1		MBOAT1	MBOAT1	0.15460000000000002	402	1
4_MACS_peak_11009_lociStitched	chr17	38251336	38270480	4	12832	22775.6168	3805.8272	403	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.9282000000000001	403	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	404	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.1577000000000002	404	1
1_MACS_peak_2381_lociStitched	chr1	209273116	209285919	1	12804	90902.5803	3662.9383	405			LOC642587	LOC642587	NONE	405	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	406	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.5577	406	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	407	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.112	407	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	408	OBFC2A		OBFC2A	OBFC2A	1.8846999999999998	408	1
3_MACS_peak_915_lociStitched	chr1	66736669	66750658	3	12755	24486.3456	2699.877	409	PDE4B	PDE4B	PDE4B	PDE4B	0.05780000000000002	409	1
2_MACS_peak_2420_lociStitched	chr1	211743209	211756550	2	12750	22805.1054	4210.4196	410	SLC30A1		SLC30A1	SLC30A1	1.3527	410	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	411	RRP1,CSTB	LOC284837	CSTB	CSTB	1.0222	411	1
2_MACS_peak_6527_lociStitched	chr12	92884531	92900406	2	12733	21388.3875	2651.125	412			CLLU1OS	CLLU1OS	0.31429999999999997	412	1
1_MACS_peak_7554_lociStitched	chr13	114555686	114568391	1	12706	83772.9585	3100.02	413	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.5621	413	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	414	FMN1		FMN1	FMN1	0.1488	414	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	415	MAN2A1		MAN2A1	MAN2A1	0.44110000000000005	415	1
1_MACS_peak_14344_lociStitched	chr2	86218252	86230897	1	12646	97314.6555	2775.5775	416		LOC90784	LOC90784	LOC90784	0.06500000000000002	416	1
2_MACS_peak_14623_lociStitched	chr2	112482014	112494731	2	12616	21473.9262	2016.9162	417			ANAPC1	ANAPC1	NONE	417	1
3_MACS_peak_28073_lociStitched	chrX	39953319	39969514	3	12565	23019.573	1132.0305	418	BCOR		BCOR	BCOR	0.3731	418	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	419	ST3GAL3		ARTN	ARTN	NONE	419	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	420	TCF4		CCDC68	CCDC68	NONE	420	1
3_MACS_peak_21224_lociStitched	chr5	75585623	75601365	3	12484	16196.9438	2647.8044	421	SV2C		IQGAP2	IQGAP2	NONE	421	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	422	ST8SIA4		ST8SIA4	ST8SIA4	0.37529999999999997	422	1
3_MACS_peak_24268_lociStitched	chr7	34773592	34796561	3	12458	22415.4471	3877.1672	423	NPSR1,AAA1		AAA1	AAA1	0.021900000000000003	423	1
3_MACS_peak_19605_lociStitched	chr4	38063305	38078424	3	12452	13726.5401	2031.9936	424	TBC1D1		PTTG2	PTTG2	NONE	424	1
4_MACS_peak_28009_lociStitched	chrX	30578791	30597604	4	12416	23256.6306	1849.3179	425	CXorf21		CXorf21	CXorf21	0.7428	425	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	426	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.8855000000000001	426	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	427	CABIN1	SUSD2	SUSD2	NONE	NONE	427	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	428	PLEKHO1		PLEKHO1	PLEKHO1	1.6502999999999999	428	1
4_MACS_peak_14618_lociStitched	chr2	112416239	112436868	4	12409	16177.2618	2673.5184	429			LOC541471	LOC541471	0.7806	429	1
4_MACS_peak_15314_lociStitched	chr2	202039910	202060493	4	12371	24425.8461	3842.8461	430	CASP10	CASP8	CASP10	CASP8	1.2958	430	1
2_MACS_peak_19095_lociStitched	chr3	182098109	182113636	2	12357	23537.3793	3468.7318	431			ATP11B	ATP11B	NONE	431	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	432	RASSF5	LGTN	RASSF5	RASSF5	0.5442	432	1
1_MACS_peak_10023_lociStitched	chr16	56942577	56954913	1	12337	75802.2528	2705.2848	433	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.3939000000000004	433	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	434	TNS3		TNS3	TNS3	0.2126	434	1
5_MACS_peak_1417_lociStitched	chr1	144685033	144709814	5	12295	24310.161	4953.7219	435	NBPF9	LOC653513	LOC653513	NONE	NONE	435	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	436		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	4.981	436	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	437	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.8857999999999997	437	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	438		RD3,SLC30A1	RD3	SLC30A1	1.3527	438	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	439			OLIG3	OLIG3	NONE	439	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	440	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.9125	440	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	441	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.782	441	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	442	CYTIP		CYTIP	CYTIP	1.1037	442	1
5_MACS_peak_14549_lociStitched	chr2	109221060	109239088	5	12207	16446.9444	3385.6584	443	LIMS1	LIMS1	LIMS1	LIMS1	0.1524	443	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	444			C8orf75	C8orf75	0.7333999999999999	444	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	445	SPERT		SPERT	SPERT	1.5526	445	1
4_MACS_peak_28334_lociStitched	chrX	70837218	70857632	4	12157	18809.4596	1865.8396	446	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.7425	446	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	447	NCOA3		NCOA3	NCOA3	0.0040000000000000036	447	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	448	ARID1A		ARID1A	ARID1A	0.4336	448	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	449		LOC723809	LOC723809	LOC723809	0.175	449	1
1_MACS_peak_11973_lociStitched	chr18	22928975	22941103	1	12129	17093.2032	1811.9232	450	ZNF521		ZNF521	ZNF521	0.00010000000000000286	450	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	451	STK10	EFCAB9	STK10	STK10	0.197	451	1
3_MACS_peak_5666_lociStitched	chr12	10186193	10206614	3	12096	24368.3793	3173.4234	452	CLEC9A	CLEC12B,CLEC1B,CLEC1A	CLEC9A	CLEC9A	0.6459999999999999	452	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	453	NFKB1		NFKB1	NFKB1	0.2679	453	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	454	PTPRD		PTPRD	NONE	NONE	454	1
1_MACS_peak_1434_lociStitched	chr1	145152616	145164647	1	12032	22993.6472	4168.7415	455		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.13380000000000003	455	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	456	MYCBP2		MYCBP2	MYCBP2	0.05600000000000001	456	1
2_MACS_peak_27457_lociStitched	chr9	117659602	117673815	2	11991	24355.3968	2515.701	457	TNFSF8		TNFSF8	TNFSF8	0.6405000000000001	457	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	458	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.5939	458	1
4_MACS_peak_20868_lociStitched	chr5	32275801	32295888	4	11941	14822.1973	3288.2419	459	MTMR12		MTMR12	MTMR12	0.1245	459	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	460	DAD1	ABHD4	DAD1	ABHD4	0.3066	460	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	461	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3278	461	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	462			C8orf75	C8orf75	0.7333999999999999	462	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	463	ICA1		ICA1	ICA1	0.4056	463	1
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	464	PPP1R12B		PPP1R12B	PPP1R12B	0.15459999999999996	464	1
3_MACS_peak_2888_lociStitched	chr10	6953954	6973769	3	11822	85723.653	3984.7965	465			LOC439949	LOC439949	NONE	465	1
1_MACS_peak_22355_lociStitched	chr6	11826569	11838370	1	11802	89773.7473	2505.3523	466		C6orf105	C6orf105	C6orf105	0.5782	466	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	467			MEF2C	MEF2C	0.5811999999999999	467	1
4_MACS_peak_22123_lociStitched	chr5	176717448	176740459	4	11799	24315.7237	4052.2371	468	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.1576	468	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	469	UBE2QL1		UBE2QL1	UBE2QL1	1.2893999999999999	469	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	470	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7425999999999999	470	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	471		CRB2	CRB2	NONE	NONE	471	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	472		CTCFL	CTCFL	CTCFL	0.07360000000000001	472	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	473	RUNX2	SUPT3H	RUNX2	RUNX2	0.1336	473	1
4_MACS_peak_6600_lociStitched	chr12	96882888	96901386	4	11772	24252.7278	2863.4904	474			CDK17	CDK17	NONE	474	1
5_MACS_peak_4704_lociStitched	chr11	64611259	64634048	5	11770	22520.0898	3673.5868	475	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.13379999999999997	475	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	476	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.13349999999999998	476	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	477		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.6909000000000001	477	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	478	METTL7A	HIGD1C	METTL7A	METTL7A	1.9121	478	1
2_MACS_peak_12804_lociStitched	chr19	16693622	16707461	2	11694	65689.5813	3145.6047	479	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.046700000000000005	479	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	480	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.9327	480	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	481		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.31729999999999997	481	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	482	PALM2-AKAP2		AKAP2	AKAP2	0.44619999999999993	482	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	483	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6636	483	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	484			CCND2	CCND2	0.7071	484	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	485		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5547	485	1
1_MACS_peak_22197_lociStitched	chr6	389199	400797	1	11599	21426.1452	2933.1342	486	IRF4		IRF4	IRF4	0.6380999999999999	486	1
2_MACS_peak_6448_lociStitched	chr12	80682939	80695616	2	11592	22993.5426	2209.6011	487	C12orf64		C12orf64	C12orf64	0.1357	487	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	488			SAMSN1	SAMSN1	NONE	488	1
2_MACS_peak_21893_lociStitched	chr5	150459280	150475625	2	11589	22229.2	2907.7755	489	TNIP1	ANXA6	TNIP1	ANXA6	0.5656	489	1
2_MACS_peak_2350_lociStitched	chr1	207091292	207107186	2	11582	76645.6362	4380.3864	490	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	2.3108	490	1
3_MACS_peak_25709_lociStitched	chr8	29621824	29637244	3	11576	71406.936	2767.89	491		C8orf75	C8orf75	C8orf75	0.7333999999999999	491	1
