REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	330	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.5393999999999997	330	1
1_MACS_peak_19788_lociStitched	chr4	69433730	69444720	1	10991	66430.154	2530.997	331	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.4938	331	1
4_MACS_peak_8185_lociStitched	chr14	93029364	93054426	4	15305	30490.4292	2390.9148	332	RIN3		RIN3	RIN3	0.1907	332	1
1_MACS_peak_10994_lociStitched	chr17	37924623	37938975	1	14353	43360.2624	3303.8304	333	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.32410000000000005	333	1
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.984	334		SLC38A2	SLC38A2	SLC38A2	0.5025000000000001	334	1
1_MACS_peak_17034_lociStitched	chr22	29185930	29199947	1	14018	45664.5826	3303.8069	335	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.6538000000000004	335	1
2_MACS_peak_24368_lociStitched	chr7	44661751	44680440	2	14908	35400.7038	3780.7847	336	OGDH	DDX56,TMED4	OGDH	TMED4	0.5117	336	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	337			C8orf75	C8orf75	0.7333999999999999	337	1
2_MACS_peak_14200_lociStitched	chr2	70309982	70323560	2	9877	70521.4164	2987.16	338	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.3424	338	1
4_MACS_peak_16203_lociStitched	chr20	43583263	43609370	4	14986	34200.17	4785.4131	339	STK4,TOMM34	PABPC1L	STK4	STK4	0.8499000000000001	339	1
6_MACS_peak_22546_lociStitched	chr6	27088241	27123680	6	15163	33092.9382	6669.6198	341	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.5697	341	1
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516	342	SLAMF7	CD48	SLAMF7	CD48	2.1096	342	1
2_MACS_peak_16053_lociStitched	chr20	32988826	33006312	2	14136	42679.8288	3460.4794	343	ITCH	MIR644	ITCH	ITCH	0.27140000000000003	343	1
1_MACS_peak_19015_lociStitched	chr3	176911206	176921427	1	10222	68286.501	3034.6149	344	TBL1XR1		TBL1XR1	TBL1XR1	0.4531	344	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	345		CYTIP	CYTIP	CYTIP	1.1037	345	1
1_MACS_peak_11631_lociStitched	chr17	75078786	75093130	1	14345	38048.8944	3154.2456	347	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	2.5069	347	1
3_MACS_peak_21947_lociStitched	chr5	156305153	156322040	3	14955	29123.3202	2683.3443	348		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	1.0160999999999998	348	1
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462	349	C20orf103		C20orf103	C20orf103	1.3095	349	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	351		LOC723809	LOC723809	LOC723809	0.175	351	1
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	352	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.7209999999999999	352	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	353			POM121L12	POM121L12	NONE	353	1
2_MACS_peak_23602_lociStitched	chr6	135190014	135204362	2	10330	64797.0028	2805.034	354			ALDH8A1	ALDH8A1	NONE	354	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	355	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	355	1
4_MACS_peak_25663_lociStitched	chr8	27930196	27951569	4	14403	35205.6056	4911.5154	356	ELP3,C8orf80		C8orf80	C8orf80	0.5108	356	1
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.3985	3509.995	357			SPRED1	SPRED1	NONE	357	1
2_MACS_peak_24427_lociStitched	chr7	50343324	50357906	2	14146	36542.492	3356.7764	358	IKZF1		IKZF1	IKZF1	0.2253	358	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	359	TNS3		TNS3	TNS3	0.2126	359	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	360	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	1.0486	360	1
1_MACS_peak_5224_lociStitched	chr11	111279808	111294292	1	14485	30824.8488	2699.8176	361		POU2AF1	POU2AF1	POU2AF1	1.2133	361	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	362			MIR650	MIR650	1.4933999999999998	362	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	364		PRDM11	PRDM11	PRDM11	0.014399999999999996	364	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	365			CCND2	CCND2	0.7071	365	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	366		NEK6	NEK6	NEK6	0.1947	366	1
2_MACS_peak_5728_lociStitched	chr12	13241957	13256114	2	14072	35514.2502	2790.3447	367	GSG1	KIAA1467	GSG1	GSG1	0.9168999999999999	367	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	368			KIF20B	KIF20B	NONE	368	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	369	CYTIP		CYTIP	CYTIP	1.1037	369	1
2_MACS_peak_1296_lociStitched	chr1	112134277	112149157	2	14013	34752.24	1815.36	370	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.421	370	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	371	ADA	LOC79015	ADA	ADA	1.0404	371	1
5_MACS_peak_22476_lociStitched	chr6	25162818	25187688	5	14575	28560.708	4280.127	372		CMAH	CMAH	CMAH	0.211	372	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	373	DUSP6		DUSP6	DUSP6	3.7448	373	1
1_MACS_peak_2060_lociStitched	chr1	183807272	183817031	1	9760	65924.9727	3121.9041	374	RGL1		APOBEC4	APOBEC4	NONE	374	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	376		CTCFL	CTCFL	CTCFL	0.07360000000000001	376	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	377			C8orf75	C8orf75	0.7333999999999999	377	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	379	RAB30	SNORA70E	RAB30	RAB30	0.6485000000000001	379	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	380	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.782	380	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	381			MEF2C	MEF2C	0.5811999999999999	381	1
1_MACS_peak_20731_lociStitched	chr5	1311293	1320665	1	9373	65484.9756	2212.7292	382	CLPTM1L	TERT	TERT	NONE	NONE	382	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	383	ADRB2		ADRB2	ADRB2	2.1724	383	1
2_MACS_peak_8690_lociStitched	chr15	46994376	47009613	2	13868	33876.4221	2803.608	384			SEMA6D	SEMA6D	NONE	384	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	385	OBFC2A		OBFC2A	OBFC2A	1.8846999999999998	385	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	386			FAT1	FAT1	NONE	386	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	387	RASSF5	LGTN	RASSF5	RASSF5	0.5442	387	1
2_MACS_peak_3688_lociStitched	chr10	94868720	94886573	2	13898	32151.4677	2649.3852	388		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.5216	388	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	390	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.619	390	1
3_MACS_peak_13628_lociStitched	chr2	20615140	20631296	3	14006	29294.0592	2901.6176	391		RHOB	RHOB	RHOB	0.5924	391	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	392	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5751999999999999	392	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	393	ST3GAL3		ARTN	ARTN	NONE	393	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	394	TTC7A	MCFD2	MCFD2	MCFD2	0.3077	394	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	395	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.4975	395	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	398	ITM2C	GPR55	ITM2C	ITM2C	2.1603	398	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	401	MYCBP2		MYCBP2	MYCBP2	0.05600000000000001	401	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	403	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	3.0279000000000003	403	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	404		IL3,CSF2	CSF2	CSF2	0.1137	404	1
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128	405	PTPRN2		MIR153-2	MIR153-2	NONE	405	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	406			ARL6IP6	ARL6IP6	NONE	406	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	407	PLEKHO1		PLEKHO1	PLEKHO1	1.6502999999999999	407	1
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165	408	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.3581	408	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	409	RPTOR		CHMP6	CHMP6	NONE	409	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	410	CD44		CD44	CD44	0.6695	410	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	411			IRF2	IRF2	2.1485	411	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	412	CXXC4		CXXC4	CXXC4	1.6437000000000002	412	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	414	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.5577	414	1
3_MACS_peak_2956_lociStitched	chr10	14686505	14704018	3	13164	33197.6428	2858.1216	416	FAM107B		FAM107B	FAM107B	0.28340000000000004	416	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	417	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.8452000000000002	417	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	418	FMN1		FMN1	FMN1	0.1488	418	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	420	RRP1,CSTB	LOC284837	CSTB	CSTB	1.0222	420	1
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458	421	CLEC7A	C12orf59,CLEC1A,OLR1	CLEC7A	CLEC7A	0.6052	421	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	422	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.5939	422	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	423	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.2187	423	1
3_MACS_peak_23441_lociStitched	chr6	117858779	117877561	3	13200	30982.7872	3196.6964	424	DCBLD1	GOPC	GOPC	GOPC	0.1026	424	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	426	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7425999999999999	426	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	427		C1orf220	C1orf220	C1orf220	0.43179999999999996	427	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	428			LYZL2	LYZL2	NONE	428	1
3_MACS_peak_15664_lociStitched	chr2	238599666	238613574	3	13389	25131.756	1674.5232	431	LRRFIP1		LRRFIP1	LRRFIP1	0.1556	431	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	432			NR3C1	NR3C1	0.2081	432	1
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	434	ST6GAL1		ST6GAL1	ST6GAL1	0.8613999999999999	434	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	437	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3278	437	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	438	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.8855000000000001	438	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	439	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6517999999999999	439	1
2_MACS_peak_17210_lociStitched	chr22	38700512	38714901	2	13174	27556.3739	2759.8102	440	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.6814	440	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	441	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5143000000000001	441	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	443	C7orf44		STK17A	STK17A	NONE	443	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	444	ST8SIA4		ST8SIA4	ST8SIA4	0.37529999999999997	444	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	445	SUMO1P1		SUMO1P1	SUMO1P1	2.6595	445	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	447			ANO3	ANO3	NONE	447	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	448	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8634	448	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	449	MAN2A1		MAN2A1	MAN2A1	0.44110000000000005	449	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	451	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.6441999999999999	451	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	452		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.31729999999999997	452	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	453	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.1577000000000002	453	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	454	NARS2	GAB2	GAB2	GAB2	0.014799999999999994	454	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	455	PTPRD		PTPRD	NONE	NONE	455	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	456			SAMSN1	SAMSN1	NONE	456	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	457	PPCDC	SCAMP5	PPCDC	PPCDC	2.0199	457	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	458	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3284	458	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	459	TCF4		CCDC68	CCDC68	NONE	459	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	460	SPERT		SPERT	SPERT	1.5526	460	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	461		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.6909000000000001	461	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	462			MED30	MED30	NONE	462	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	464		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	4.981	464	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	466	KCNN3		KCNN3	KCNN3	0.6563	466	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	467	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.13349999999999998	467	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	469	ATF6	DUSP12	ATF6	DUSP12	0.1762	469	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	472	STK10	EFCAB9	STK10	STK10	0.197	472	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	474	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.112	474	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	475		CRB2	CRB2	NONE	NONE	475	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	479	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.5255999999999998	479	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	480	METTL7A	HIGD1C	METTL7A	METTL7A	1.9121	480	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	481	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.9125	481	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	482			LRRC70	LRRC70	NONE	482	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	483	IGF1		IGF1	IGF1	0.5362	483	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	486			LOC645332	LOC645332	NONE	486	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	487	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6636	487	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	489	RHBDD1		RHBDD1	RHBDD1	0.3573	489	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	491	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.9327	491	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	492	REEP5	DCP2	REEP5	REEP5	0.3303	492	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	493	CABIN1	SUSD2	SUSD2	NONE	NONE	493	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	496	PALM2-AKAP2		AKAP2	AKAP2	0.44619999999999993	496	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	498		KCNA2,KCNA3	KCNA2	KCNA3	0.9098	498	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	499			CD53	CD53	NONE	499	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	500	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.8648999999999998	500	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	502	ICA1		ICA1	ICA1	0.4056	502	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	503	ARID1A		ARID1A	ARID1A	0.4336	503	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	504		RD3,SLC30A1	RD3	SLC30A1	1.3527	504	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	505	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.4533	505	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	506			OLIG3	OLIG3	NONE	506	1
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	507	PPP1R12B		PPP1R12B	PPP1R12B	0.15459999999999996	507	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	509			KIF20B	KIF20B	NONE	509	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	510	NFKB1		NFKB1	NFKB1	0.2679	510	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	511	DUSP5		DUSP5	DUSP5	1.4989000000000001	511	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	512			ZSWIM2	ZSWIM2	NONE	512	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	513	RUNX2	SUPT3H	RUNX2	RUNX2	0.1336	513	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	515	FOXO3		NCRNA00222	NCRNA00222	NONE	515	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	516		ASB9P1	ASB9P1	NONE	NONE	516	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	517	MACC1		MACC1	MACC1	0.655	517	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	519			C8orf75	C8orf75	0.7333999999999999	519	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	520	GAB1		GAB1	GAB1	0.4317	520	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	521	CD48	SLAMF7	CD48	CD48	2.1096	521	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	522	MARCH8		MARCH8	MARCH8	0.2809	522	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	524	NCOA3		NCOA3	NCOA3	0.0040000000000000036	524	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	526	NR3C1		NR3C1	NR3C1	0.2081	526	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	528	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.6381999999999999	528	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	530	DAD1	ABHD4	DAD1	ABHD4	0.3066	530	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	532		C3orf32	C3orf32	C3orf32	0.0745	532	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	533	C14orf182		C14orf182	C14orf182	1.2970000000000002	533	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	539	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.8341	539	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	540	MAF		MAF	MAF	1.4979	540	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	543	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.8597	543	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	544		IL10RA	IL10RA	IL10RA	0.6221000000000001	544	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	547	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6989	547	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	549	ARHGEF3		ARHGEF3	ARHGEF3	0.11970000000000001	549	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	550		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5547	550	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	551	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.40399999999999997	551	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	553			IFNG	IFNG	NONE	553	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	554	SOX2OT,SOX2		SOX2	SOX2	1.8076999999999999	554	1
