REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_18776_lociStitched	chr3	151985182	152002045	3	13084	22390.6914	3502.4451	385	MBNL1,LOC401093	MBNL1	LOC401093	385	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	386	GADD45B,LMNB2	TIMM13	GADD45B	386	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	387	RBM38	RAE1,MTRNR2L3	RBM38	387	1
3_MACS_peak_1431_lociStitched	chr1	145126654	145146575	3	13037	26070.6127	7157.6153	388		SEC22B	SEC22B	388	1
2_MACS_peak_5260_lociStitched	chr11	115089250	115102807	2	13020	65958.8721	2724.957	389	CADM1		CADM1	389	1
6_MACS_peak_8653_lociStitched	chr15	44954393	44976850	6	13011	23683.1522	3516.7662	390	SPG11,PATL2	B2M	PATL2	390	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	391			FAM86C	391	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	392	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	392	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	393	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	393	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	394			NR3C1	394	1
5_MACS_peak_13932_lociStitched	chr2	46785736	46803468	5	12922	21209.2452	3596.0496	395	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	395	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	396	CD44		CD44	396	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	397	SSH1	CORO1C,SSH1	CORO1C	397	1
1_MACS_peak_17022_lociStitched	chr22	27003306	27016202	1	12897	68615.7472	2791.984	398	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	398	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	399	ADA	LOC79015	ADA	399	1
1_MACS_peak_3892_lociStitched	chr10	112213896	112226764	1	12869	99177.5364	2689.412	400		DUSP5	DUSP5	400	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	401	ATF6	DUSP12	ATF6	401	1
3_MACS_peak_22442_lociStitched	chr6	20197361	20214275	3	12862	25179.8718	3325.2924	402	MBOAT1		MBOAT1	402	1
4_MACS_peak_11009_lociStitched	chr17	38251336	38270480	4	12832	22775.6168	3805.8272	403	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	403	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	404	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	404	1
1_MACS_peak_2381_lociStitched	chr1	209273116	209285919	1	12804	90902.5803	3662.9383	405			LOC642587	405	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	406	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	406	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	407	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	407	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	408	OBFC2A		OBFC2A	408	1
3_MACS_peak_915_lociStitched	chr1	66736669	66750658	3	12755	24486.3456	2699.877	409	PDE4B	PDE4B	PDE4B	409	1
2_MACS_peak_2420_lociStitched	chr1	211743209	211756550	2	12750	22805.1054	4210.4196	410	SLC30A1		SLC30A1	410	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	411	RRP1,CSTB	LOC284837	CSTB	411	1
2_MACS_peak_6527_lociStitched	chr12	92884531	92900406	2	12733	21388.3875	2651.125	412			CLLU1OS	412	1
1_MACS_peak_7554_lociStitched	chr13	114555686	114568391	1	12706	83772.9585	3100.02	413	GAS6	FLJ44054,GAS6	GAS6	413	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	414	FMN1		FMN1	414	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	415	MAN2A1		MAN2A1	415	1
1_MACS_peak_14344_lociStitched	chr2	86218252	86230897	1	12646	97314.6555	2775.5775	416		LOC90784	LOC90784	416	1
2_MACS_peak_14623_lociStitched	chr2	112482014	112494731	2	12616	21473.9262	2016.9162	417			ANAPC1	417	1
3_MACS_peak_28073_lociStitched	chrX	39953319	39969514	3	12565	23019.573	1132.0305	418	BCOR		BCOR	418	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	419	ST3GAL3		ARTN	419	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	420	TCF4		CCDC68	420	1
3_MACS_peak_21224_lociStitched	chr5	75585623	75601365	3	12484	16196.9438	2647.8044	421	SV2C		IQGAP2	421	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	422	ST8SIA4		ST8SIA4	422	1
3_MACS_peak_24268_lociStitched	chr7	34773592	34796561	3	12458	22415.4471	3877.1672	423	NPSR1,AAA1		AAA1	423	1
3_MACS_peak_19605_lociStitched	chr4	38063305	38078424	3	12452	13726.5401	2031.9936	424	TBC1D1		PTTG2	424	1
4_MACS_peak_28009_lociStitched	chrX	30578791	30597604	4	12416	23256.6306	1849.3179	425	CXorf21		CXorf21	425	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	426	SLCO4A1	LOC100127888	SLCO4A1	426	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	427	CABIN1	SUSD2	SUSD2	427	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	428	PLEKHO1		PLEKHO1	428	1
4_MACS_peak_14618_lociStitched	chr2	112416239	112436868	4	12409	16177.2618	2673.5184	429			LOC541471	429	1
4_MACS_peak_15314_lociStitched	chr2	202039910	202060493	4	12371	24425.8461	3842.8461	430	CASP10	CASP8	CASP10	430	1
2_MACS_peak_19095_lociStitched	chr3	182098109	182113636	2	12357	23537.3793	3468.7318	431			ATP11B	431	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	432	RASSF5	LGTN	RASSF5	432	1
1_MACS_peak_10023_lociStitched	chr16	56942577	56954913	1	12337	75802.2528	2705.2848	433	SLC12A3	HERPUD1,CETP	HERPUD1	433	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	434	TNS3		TNS3	434	1
5_MACS_peak_1417_lociStitched	chr1	144685033	144709814	5	12295	24310.161	4953.7219	435	NBPF9	LOC653513	LOC653513	435	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	436		LOC100129726,ZFP36L2	ZFP36L2	436	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	437	IRF2BP2	NCRNA00184	IRF2BP2	437	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	438		RD3,SLC30A1	RD3	438	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	439			OLIG3	439	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	440	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	440	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	441	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	441	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	442	CYTIP		CYTIP	442	1
5_MACS_peak_14549_lociStitched	chr2	109221060	109239088	5	12207	16446.9444	3385.6584	443	LIMS1	LIMS1	LIMS1	443	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	444			C8orf75	444	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	445	SPERT		SPERT	445	1
4_MACS_peak_28334_lociStitched	chrX	70837218	70857632	4	12157	18809.4596	1865.8396	446	BCYRN1,CXCR3	ACRC	CXCR3	446	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	447	NCOA3		NCOA3	447	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	448	ARID1A		ARID1A	448	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	449		LOC723809	LOC723809	449	1
1_MACS_peak_11973_lociStitched	chr18	22928975	22941103	1	12129	17093.2032	1811.9232	450	ZNF521		ZNF521	450	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	451	STK10	EFCAB9	STK10	451	1
3_MACS_peak_5666_lociStitched	chr12	10186193	10206614	3	12096	24368.3793	3173.4234	452	CLEC9A	CLEC12B,CLEC1B,CLEC1A	CLEC9A	452	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	453	NFKB1		NFKB1	453	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	454	PTPRD		PTPRD	454	1
1_MACS_peak_1434_lociStitched	chr1	145152616	145164647	1	12032	22993.6472	4168.7415	455		NOTCH2NL	NOTCH2NL	455	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	456	MYCBP2		MYCBP2	456	1
2_MACS_peak_27457_lociStitched	chr9	117659602	117673815	2	11991	24355.3968	2515.701	457	TNFSF8		TNFSF8	457	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	458	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	458	1
4_MACS_peak_20868_lociStitched	chr5	32275801	32295888	4	11941	14822.1973	3288.2419	459	MTMR12		MTMR12	459	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	460	DAD1	ABHD4	DAD1	460	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	461	LOC645323,MIR9-2		MIR9-2	461	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	462			C8orf75	462	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	463	ICA1		ICA1	463	1
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	464	PPP1R12B		PPP1R12B	464	1
3_MACS_peak_2888_lociStitched	chr10	6953954	6973769	3	11822	85723.653	3984.7965	465			LOC439949	465	1
1_MACS_peak_22355_lociStitched	chr6	11826569	11838370	1	11802	89773.7473	2505.3523	466		C6orf105	C6orf105	466	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	467			MEF2C	467	1
4_MACS_peak_22123_lociStitched	chr5	176717448	176740459	4	11799	24315.7237	4052.2371	468	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	468	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	469	UBE2QL1		UBE2QL1	469	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	470	FAM117A	MYST2,SLC35B1	FAM117A	470	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	471		CRB2	CRB2	471	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	472		CTCFL	CTCFL	472	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	473	RUNX2	SUPT3H	RUNX2	473	1
4_MACS_peak_6600_lociStitched	chr12	96882888	96901386	4	11772	24252.7278	2863.4904	474			CDK17	474	1
5_MACS_peak_4704_lociStitched	chr11	64611259	64634048	5	11770	22520.0898	3673.5868	475	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	475	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	476	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	476	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	477		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	477	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	478	METTL7A	HIGD1C	METTL7A	478	1
2_MACS_peak_12804_lociStitched	chr19	16693622	16707461	2	11694	65689.5813	3145.6047	479	MED26	CHERP,SLC35E1	SLC35E1	479	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	480	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	480	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	481		FAM118B,RPUSD4	RPUSD4	481	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	482	PALM2-AKAP2		AKAP2	482	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	483	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	483	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	484			CCND2	484	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	485		IFNAR1,IFNGR2	IFNGR2	485	1
1_MACS_peak_22197_lociStitched	chr6	389199	400797	1	11599	21426.1452	2933.1342	486	IRF4		IRF4	486	1
2_MACS_peak_6448_lociStitched	chr12	80682939	80695616	2	11592	22993.5426	2209.6011	487	C12orf64		C12orf64	487	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	488			SAMSN1	488	1
2_MACS_peak_21893_lociStitched	chr5	150459280	150475625	2	11589	22229.2	2907.7755	489	TNIP1	ANXA6	TNIP1	489	1
2_MACS_peak_2350_lociStitched	chr1	207091292	207107186	2	11582	76645.6362	4380.3864	490	FAIM3,PIGR	IL24,FCAMR	FAIM3	490	1
3_MACS_peak_25709_lociStitched	chr8	29621824	29637244	3	11576	71406.936	2767.89	491		C8orf75	C8orf75	491	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	492	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	492	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	493	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	493	1
3_MACS_peak_2299_lociStitched	chr1	205280499	205295095	3	11527	26507.7956	3954.0564	494	NUAK2	KLHDC8A	NUAK2	494	1
5_MACS_peak_19265_lociStitched	chr3	194865026	194882470	5	11519	21857.332	3656.2624	495	C3orf21		C3orf21	495	1
6_MACS_peak_3826_lociStitched	chr10	105244874	105268185	6	11514	12867.672	3867.2949	496	NEURL	CALHM2,CALHM1,CALHM3	NEURL	496	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	497	DUSP6		DUSP6	497	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	498	NARS2	GAB2	GAB2	498	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	499	NR3C1		NR3C1	499	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	500	RREB1		RREB1	500	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	501		C3orf32	C3orf32	501	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	502	RHBDD1		RHBDD1	502	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	503	MAF		MAF	503	1
5_MACS_peak_5603_lociStitched	chr12	7022649	7038759	5	11401	19216.008	2787.03	504	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	504	1
2_MACS_peak_10041_lociStitched	chr16	57568856	57580422	2	11398	22844.0066	2398.7884	505	GPR114,CCDC102A	DOK4	GPR114	505	1
2_MACS_peak_24111_lociStitched	chr7	20476099	20490252	2	11398	21162.9809	2343.7368	506			ITGB8	506	1
2_MACS_peak_18598_lociStitched	chr3	130557171	130574165	2	11396	18057.8244	2946.7596	507	ATP2C1	ATP2C1	ATP2C1	507	1
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	508	TLR7	TLR8	TLR7	508	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	509			IRF2	509	1
3_MACS_peak_1322_lociStitched	chr1	115236276	115251325	3	11363	22450.0982	1357.4198	510	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	510	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	511	SOX2OT,SOX2		SOX2	511	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	512	FOXO3		NCRNA00222	512	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	513	KCNN3		KCNN3	513	1
4_MACS_peak_5027_lociStitched	chr11	82666265	82689965	4	11305	24316.2	3588.18	514			C11orf82	514	1
2_MACS_peak_21564_lociStitched	chr5	121647055	121661038	2	11283	16258.0341	2118.4245	515	SNCAIP		SNCAIP	515	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	516	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	516	1
4_MACS_peak_27685_lociStitched	chr9	134595231	134615295	4	11242	25900.6176	3587.4432	517	RAPGEF1	RAPGEF1	RAPGEF1	517	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	518	CXXC4		CXXC4	518	1
4_MACS_peak_3875_lociStitched	chr10	111966995	111986594	4	11221	20039.9775	3490.5819	519	MXI1		MXI1	519	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	520	DUSP5		DUSP5	520	1
5_MACS_peak_24624_lociStitched	chr7	76540909	76558023	5	11168	12207.4162	2365.1548	521			PMS2P11	521	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	522	ITM2C	GPR55	ITM2C	522	1
1_MACS_peak_20612_lociStitched	chr4	185200710	185211830	1	11121	108865.912	2964.592	523			ENPP6	523	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	524		CLLU1,CLLU1OS	CLLU1	524	1
5_MACS_peak_10108_lociStitched	chr16	67184005	67209158	5	11113	18754.0768	4177.9133	525	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	525	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	526	CCDC86	MS4A10,ZP1,GPR44	CCDC86	526	1
5_MACS_peak_8191_lociStitched	chr14	93225183	93246500	5	11091	17403.1988	1850.3156	527		GOLGA5,LGMN	LGMN	527	1
3_MACS_peak_15391_lociStitched	chr2	207995979	208015052	3	11089	24592.7262	3747.8445	528	KLF7	MIR2355	KLF7	528	1
4_MACS_peak_17653_lociStitched	chr3	20080124	20097885	4	11083	17503.4655	2960.7587	529	KAT2B	C3orf48	KAT2B	529	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	530		ASB9P1	ASB9P1	530	1
3_MACS_peak_27452_lociStitched	chr9	117369103	117382465	3	11071	21785.4048	2534.7714	531	C9orf91	ATP6V1G1	C9orf91	531	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	532	C7orf44		STK17A	532	1
4_MACS_peak_19250_lociStitched	chr3	193847611	193860556	4	11038	19401.966	2937.2205	533	HES1		HES1	533	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	534	C1orf201	NIPAL3	C1orf201	534	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	535			MIR1208	535	1
3_MACS_peak_21109_lociStitched	chr5	61910948	61925532	3	11010	17423.5048	1862.3768	536	IPO11	LRRC70	LRRC70	536	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	537			LOC645332	537	1
1_MACS_peak_19788_lociStitched	chr4	69433730	69444720	1	10991	66430.154	2530.997	538	UGT2B15,UGT2B17		UGT2B17	538	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	539	FAM55C	NFKBIZ	FAM55C	539	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	540		CYTIP	CYTIP	540	1
3_MACS_peak_5454_lociStitched	chr11	129233604	129249782	3	10965	24868.8216	2724.3752	541	BARX2		BARX2	541	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	542	FAM70A	ZBTB33	FAM70A	542	1
2_MACS_peak_2559_lociStitched	chr1	226034112	226045223	2	10917	19676.4699	3164.4128	543	TMEM63A	EPHX1,LEFTY1	EPHX1	543	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	544	FAM107B		FAM107B	544	1
5_MACS_peak_13699_lociStitched	chr2	27293481	27310872	5	10901	16076.2404	2859.0804	545	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	545	1
2_MACS_peak_14136_lociStitched	chr2	65609259	65623045	2	10896	17377.253	2351.8916	546	SPRED2	SPRED2	SPRED2	546	1
3_MACS_peak_22497_lociStitched	chr6	26020235	26035142	3	10886	25101.8973	2991.8349	547	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	547	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	548	GALNT2		GALNT2	548	1
3_MACS_peak_12376_lociStitched	chr19	1015251	1030038	3	10857	24448.8258	3035.7711	549	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	549	1
2_MACS_peak_27878_lociStitched	chrX	11439524	11454739	2	10825	21437.935	1602.1395	550	ARHGAP6		AMELX	550	1
4_MACS_peak_24282_lociStitched	chr7	36982430	37002214	4	10818	11369.8648	2807.3496	551	ELMO1	MIR1200	ELMO1	551	1
3_MACS_peak_3169_lociStitched	chr10	43890719	43906067	3	10817	22153.3032	2639.856	552	HNRNPF	FXYD4,ZNF487P	HNRNPF	552	1
3_MACS_peak_21050_lociStitched	chr5	55953999	55969834	3	10805	24294.057	2726.787	553			MAP3K1	553	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	554	RAB36,RTDR1	BCR	RTDR1	554	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	555	BCR	RAB36,RTDR1	BCR	555	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	556	TMEM156	KLHL5	TMEM156	556	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	557			ANO3	557	1
3_MACS_peak_23464_lociStitched	chr6	119774091	119789553	3	10780	14484.8016	2371.8708	558			MAN1A1	558	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	559	KIAA1370		KIAA1370	559	1
3_MACS_peak_13293_lociStitched	chr19	48824109	48837849	3	10770	23142.282	2734.26	560	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	560	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	561	RNF111	SLTM	RNF111	561	1
3_MACS_peak_27588_lociStitched	chr9	130531937	130549572	3	10747	24763.067	3087.8885	562	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	562	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	563			UBE2E3	563	1
4_MACS_peak_20624_lociStitched	chr4	185366575	185381383	4	10737	18992.7408	2801.6736	564	IRF2		IRF2	564	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	565	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	565	1
4_MACS_peak_860_lociStitched	chr1	59470587	59487177	4	10732	16782.444	2748.963	566			LOC729467	566	1
4_MACS_peak_12703_lociStitched	chr19	12885623	12905444	4	10730	23602.8468	2899.8123	567	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	567	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	568	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	568	1
3_MACS_peak_22094_lociStitched	chr5	173718939	173730218	3	10709	21054.5093	1988.4877	569			HMP19	569	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	570	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	570	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	571		KLF6	KLF6	571	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	572	CD48	SLAMF7	CD48	572	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	573			KIF20B	573	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	574		IL10RA	IL10RA	574	1
