#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isStretch
3_MACS_peak_15391_lociStitched	chr2	207995979	208015052	3	11089	24592.7262	3747.8445	528	1
4_MACS_peak_17653_lociStitched	chr3	20080124	20097885	4	11083	17503.4655	2960.7587	529	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	530	1
3_MACS_peak_27452_lociStitched	chr9	117369103	117382465	3	11071	21785.4048	2534.7714	531	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	532	1
4_MACS_peak_19250_lociStitched	chr3	193847611	193860556	4	11038	19401.966	2937.2205	533	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	534	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	535	1
3_MACS_peak_21109_lociStitched	chr5	61910948	61925532	3	11010	17423.5048	1862.3768	536	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	537	1
1_MACS_peak_19788_lociStitched	chr4	69433730	69444720	1	10991	66430.154	2530.997	538	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	539	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	540	1
3_MACS_peak_5454_lociStitched	chr11	129233604	129249782	3	10965	24868.8216	2724.3752	541	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	542	1
2_MACS_peak_2559_lociStitched	chr1	226034112	226045223	2	10917	19676.4699	3164.4128	543	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	544	1
5_MACS_peak_13699_lociStitched	chr2	27293481	27310872	5	10901	16076.2404	2859.0804	545	1
2_MACS_peak_14136_lociStitched	chr2	65609259	65623045	2	10896	17377.253	2351.8916	546	1
3_MACS_peak_22497_lociStitched	chr6	26020235	26035142	3	10886	25101.8973	2991.8349	547	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	548	1
3_MACS_peak_12376_lociStitched	chr19	1015251	1030038	3	10857	24448.8258	3035.7711	549	1
2_MACS_peak_27878_lociStitched	chrX	11439524	11454739	2	10825	21437.935	1602.1395	550	1
4_MACS_peak_24282_lociStitched	chr7	36982430	37002214	4	10818	11369.8648	2807.3496	551	1
3_MACS_peak_3169_lociStitched	chr10	43890719	43906067	3	10817	22153.3032	2639.856	552	1
3_MACS_peak_21050_lociStitched	chr5	55953999	55969834	3	10805	24294.057	2726.787	553	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	554	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	555	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	556	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	557	1
3_MACS_peak_23464_lociStitched	chr6	119774091	119789553	3	10780	14484.8016	2371.8708	558	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	559	1
3_MACS_peak_13293_lociStitched	chr19	48824109	48837849	3	10770	23142.282	2734.26	560	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	561	1
3_MACS_peak_27588_lociStitched	chr9	130531937	130549572	3	10747	24763.067	3087.8885	562	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	563	1
4_MACS_peak_20624_lociStitched	chr4	185366575	185381383	4	10737	18992.7408	2801.6736	564	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	565	1
4_MACS_peak_860_lociStitched	chr1	59470587	59487177	4	10732	16782.444	2748.963	566	1
4_MACS_peak_12703_lociStitched	chr19	12885623	12905444	4	10730	23602.8468	2899.8123	567	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	568	1
3_MACS_peak_22094_lociStitched	chr5	173718939	173730218	3	10709	21054.5093	1988.4877	569	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	570	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	571	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	572	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	573	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	574	1
2_MACS_peak_21926_lociStitched	chr5	153651128	153665473	2	10682	15254.473	2432.912	575	1
1_MACS_peak_27441_lociStitched	chr9	117126235	117136906	1	10672	27296.418	2167.2801	576	1
4_MACS_peak_13428_lociStitched	chr19	56145570	56167617	4	10672	25596.567	3463.5837	577	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	578	1
1_MACS_peak_21637_lociStitched	chr5	130708694	130719340	1	10647	28737.8124	2890.389	579	1
3_MACS_peak_24213_lociStitched	chr7	29706220	29726342	3	10647	16530.223	3241.6542	580	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	581	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	582	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	583	1
2_MACS_peak_7555_lociStitched	chr13	114581470	114594933	2	10622	23754.1172	1979.061	584	1
1_MACS_peak_1072_lociStitched	chr1	87792764	87803372	1	10609	24052.5792	2179.944	585	1
2_MACS_peak_5848_lociStitched	chr12	27329783	27340869	2	10608	22204.1494	2137.3808	586	1
1_MACS_peak_12258_lociStitched	chr18	60821579	60832183	1	10605	98652.1932	3217.2536	587	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	588	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	589	1
1_MACS_peak_22101_lociStitched	chr5	175076010	175086599	1	10590	26729.8127	2093.4453	590	1
2_MACS_peak_9587_lociStitched	chr16	11668580	11681970	2	10568	20249.697	2628.457	591	1
3_MACS_peak_9260_lociStitched	chr15	90574008	90591936	3	10562	21246.4728	2497.3704	592	1
3_MACS_peak_2530_lociStitched	chr1	223899455	223915840	3	10560	17671.2225	3621.085	593	1
2_MACS_peak_25689_lociStitched	chr8	29197448	29210630	2	10555	26853.0522	2425.488	594	1
3_MACS_peak_20333_lociStitched	chr4	140121211	140136728	3	10548	17911.2731	2478.0649	595	1
3_MACS_peak_24960_lociStitched	chr7	111711531	111727668	3	10532	22998.4524	4235.9625	596	1
4_MACS_peak_24290_lociStitched	chr7	37375184	37393690	4	10523	19542.336	3538.3472	597	1
5_MACS_peak_176_lociStitched	chr1	14329417	14345205	5	10509	13486.1096	2257.684	598	1
4_MACS_peak_24575_lociStitched	chr7	74057070	74076198	4	10492	22425.6672	2871.1128	599	1
4_MACS_peak_7181_lociStitched	chr13	42061531	42078405	4	10491	20326.4204	1717.7732	600	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	601	1
2_MACS_peak_18774_lociStitched	chr3	151910722	151921769	2	10468	29886.5538	2605.9873	602	1
1_MACS_peak_18124_lociStitched	chr3	61614787	61625246	1	10460	22248.3848	1979.8887	603	1
2_MACS_peak_3809_lociStitched	chr10	104531534	104543725	2	10454	18392.5617	2501.5932	604	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	605	1
3_MACS_peak_8855_lociStitched	chr15	63765528	63780034	3	10433	16423.6932	2545.803	606	1
2_MACS_peak_5335_lociStitched	chr11	119553335	119567916	2	10429	17297.4403	1840.1222	607	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	608	1
2_MACS_peak_27600_lociStitched	chr9	130730996	130744392	2	10420	25359.9676	2514.4292	609	1
2_MACS_peak_23692_lociStitched	chr6	139683283	139698171	2	10411	28470.3224	2840.6304	610	1
2_MACS_peak_282_lociStitched	chr1	23879586	23890063	2	10394	21755.4905	1955.0082	611	1
4_MACS_peak_10607_lociStitched	chr17	8088616	8104334	4	10383	13665.2292	3261.485	612	1
3_MACS_peak_1591_lociStitched	chr1	151891510	151903598	3	10364	17653.3152	2828.592	613	1
3_MACS_peak_24848_lociStitched	chr7	101922021	101935998	3	10360	18423.0837	2204.1729	614	1
5_MACS_peak_22716_lociStitched	chr6	33537723	33561539	5	10357	21774.9688	3927.2584	615	1
2_MACS_peak_20555_lociStitched	chr4	173897134	173909869	2	10352	18694.98	2436.2055	616	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	617	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	618	1
2_MACS_peak_23602_lociStitched	chr6	135190014	135204362	2	10330	64797.0028	2805.034	619	1
2_MACS_peak_10020_lociStitched	chr16	56893176	56906163	2	10329	14277.9078	1962.3357	620	1
2_MACS_peak_14563_lociStitched	chr2	109829263	109843031	2	10320	23554.2944	2884.396	621	1
3_MACS_peak_26313_lociStitched	chr8	120962112	120976609	3	10317	14381.024	2523.9277	622	1
3_MACS_peak_21004_lociStitched	chr5	54031592	54050695	3	10311	28224.6825	2959.0547	623	1
1_MACS_peak_1074_lociStitched	chr1	88051522	88061826	1	10305	20212.3264	1599.1808	624	1
1_MACS_peak_6384_lociStitched	chr12	72079022	72089290	1	10269	22160.3976	2224.0488	625	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	626	1
2_MACS_peak_5262_lociStitched	chr11	115125230	115137141	2	10262	25803.9904	1923.6265	627	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	628	1
1_MACS_peak_26151_lociStitched	chr8	95953142	95963390	1	10249	13458.6984	1171.3464	629	1
2_MACS_peak_5548_lociStitched	chr12	4250713	4264106	2	10249	19018.06	2579.4918	630	1
2_MACS_peak_19954_lociStitched	chr4	84171924	84182175	2	10239	14564.6208	1750.8708	631	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	632	1
1_MACS_peak_19015_lociStitched	chr3	176911206	176921427	1	10222	68286.501	3034.6149	633	1
2_MACS_peak_1735_lociStitched	chr1	156709412	156723012	2	10217	32316.32	3870.56	634	1
2_MACS_peak_21132_lociStitched	chr5	65108401	65123619	2	10197	25754.9432	2246.1768	635	1
3_MACS_peak_6685_lociStitched	chr12	106528850	106543982	3	10192	20844.33	3161.0748	636	1
4_MACS_peak_4159_lociStitched	chr11	3874457	3893431	4	10192	21036.4738	3371.6798	637	1
2_MACS_peak_10195_lociStitched	chr16	70460711	70474116	2	10187	25257.701	2001.3665	638	1
3_MACS_peak_6629_lociStitched	chr12	101624720	101640890	3	10186	24264.702	2420.649	639	1
1_MACS_peak_17261_lociStitched	chr22	39860738	39870904	1	10167	25543.0916	1933.5732	640	1
2_MACS_peak_15886_lociStitched	chr20	17826235	17839127	2	10157	23410.5828	2395.3336	641	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	642	1
2_MACS_peak_6558_lociStitched	chr12	94540787	94553430	2	10138	27544.0398	2189.7676	643	1
1_MACS_peak_18625_lociStitched	chr3	133159746	133169880	1	10135	32006.2122	2013.6258	644	1
4_MACS_peak_3645_lociStitched	chr10	91704931	91720322	4	10102	9708.6428	2337.8929	645	1
3_MACS_peak_1791_lociStitched	chr1	160587923	160600858	3	10074	16686.15	2813.3625	646	1
3_MACS_peak_14164_lociStitched	chr2	68637544	68656166	3	10074	14173.2042	3059.5946	647	1
2_MACS_peak_24884_lociStitched	chr7	104595133	104605395	2	10059	24317.8614	1886.1556	648	1
4_MACS_peak_17263_lociStitched	chr22	39910745	39929569	4	10053	25820.8808	3971.864	649	1
1_MACS_peak_6120_lociStitched	chr12	51712031	51722082	1	10052	24401.8178	2325.8014	650	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	651	1
2_MACS_peak_12783_lociStitched	chr19	16221414	16232511	2	10047	31170.3633	2386.9647	652	1
5_MACS_peak_26861_lociStitched	chr9	36135974	36153256	5	10044	16016.9576	2600.941	653	1
3_MACS_peak_25767_lociStitched	chr8	37748010	37763264	3	10036	18066.8376	2445.2162	654	1
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	655	1
1_MACS_peak_18981_lociStitched	chr3	174863712	174873739	1	10028	78078.2436	3128.424	656	1
6_MACS_peak_4803_lociStitched	chr11	66861881	66889281	6	10014	14617.9	3751.06	657	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	658	1
2_MACS_peak_11627_lociStitched	chr17	74777346	74789036	2	9975	18910.913	2030.553	659	1
2_MACS_peak_15823_lociStitched	chr20	9388603	9402890	2	9962	19107.4338	2324.4949	660	1
3_MACS_peak_2079_lociStitched	chr1	184711011	184725580	3	9960	19515.1755	4402.7518	661	1
2_MACS_peak_26227_lociStitched	chr8	103658658	103669919	2	9950	9506.5362	1124.9739	662	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	663	1
1_MACS_peak_8964_lociStitched	chr15	70386727	70396647	1	9921	19054.336	1834.208	664	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	665	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	666	1
3_MACS_peak_9976_lociStitched	chr16	50298904	50318058	3	9904	22841.145	2884.5924	667	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	668	1
2_MACS_peak_14200_lociStitched	chr2	70309982	70323560	2	9877	70521.4164	2987.16	669	1
3_MACS_peak_18520_lociStitched	chr3	125548769	125560606	3	9872	26919.7054	2626.6303	670	1
2_MACS_peak_6419_lociStitched	chr12	77452483	77464943	2	9846	33491.234	2463.342	671	1
2_MACS_peak_24952_lociStitched	chr7	110719458	110734384	2	9841	17587.3058	3558.3584	672	1
3_MACS_peak_24377_lociStitched	chr7	45025388	45042128	3	9839	16622.82	2827.386	673	1
3_MACS_peak_755_lociStitched	chr1	46790009	46807289	3	9832	30500.928	3158.784	674	1
2_MACS_peak_25742_lociStitched	chr8	33409916	33425350	2	9830	29270.581	3100.6906	675	1
2_MACS_peak_412_lociStitched	chr1	28352200	28364282	2	9822	27952.9152	1939.161	676	1
5_MACS_peak_17631_lociStitched	chr3	17780538	17798488	5	9803	15966.525	3074.835	677	1
2_MACS_peak_1203_lociStitched	chr1	107900251	107910259	2	9801	13786.02	925.74	678	1
4_MACS_peak_6361_lociStitched	chr12	68840589	68857501	4	9798	16712.4384	2489.4464	679	1
3_MACS_peak_17243_lociStitched	chr22	39539579	39549819	3	9795	18099.2	1847.296	680	1
3_MACS_peak_11984_lociStitched	chr18	24028134	24043534	3	9788	23780.68	2542.54	681	1
1_MACS_peak_9037_lociStitched	chr15	75315519	75325292	1	9774	18289.1922	1792.3682	682	1
4_MACS_peak_15440_lociStitched	chr2	216764875	216785106	4	9768	9658.2794	3036.6731	683	1
1_MACS_peak_2060_lociStitched	chr1	183807272	183817031	1	9760	65924.9727	3121.9041	684	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	685	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	686	1
1_MACS_peak_26196_lociStitched	chr8	101503643	101513358	1	9716	21347.741	1094.8805	687	1
3_MACS_peak_20299_lociStitched	chr4	129723850	129741485	3	9712	18797.1465	3027.9295	688	1
2_MACS_peak_19648_lociStitched	chr4	40622109	40634238	2	9709	24536.967	2445.2064	689	1
3_MACS_peak_16638_lociStitched	chr21	34696028	34713083	3	9707	28178.271	4635.549	690	1
4_MACS_peak_21227_lociStitched	chr5	75620029	75634429	4	9699	13102.56	2011.68	691	1
2_MACS_peak_8012_lociStitched	chr14	72980523	72990249	2	9691	25145.6004	1338.2976	692	1
1_MACS_peak_4449_lociStitched	chr11	35159541	35169229	1	9689	33098.0832	2551.8192	693	1
2_MACS_peak_1287_lociStitched	chr1	111756135	111766073	2	9678	20499.1126	1247.219	694	1
2_MACS_peak_12181_lociStitched	chr18	52983151	52996264	2	9673	17570.1087	2536.0542	695	1
3_MACS_peak_15252_lociStitched	chr2	197126506	197142373	3	9669	27167.4774	2844.9531	696	1
3_MACS_peak_546_lociStitched	chr1	36614131	36627592	3	9668	26838.5418	2740.6596	697	1
4_MACS_peak_372_lociStitched	chr1	27059967	27073109	4	9647	15633.7232	2558.7474	698	1
4_MACS_peak_5880_lociStitched	chr12	31238495	31254828	4	9635	21858.4539	2778.2433	699	1
4_MACS_peak_4106_lociStitched	chr11	789074	811036	4	9630	16939.2906	3054.9142	700	1
2_MACS_peak_15537_lociStitched	chr2	227655595	227666880	2	9626	18791.782	2166.72	701	1
3_MACS_peak_25152_lociStitched	chr7	130902694	130918033	3	9612	24513.2559	3382.2495	702	1
2_MACS_peak_4506_lociStitched	chr11	45837339	45848503	2	9608	24415.668	2149.07	703	1
2_MACS_peak_20613_lociStitched	chr4	185239671	185254297	2	9600	29491.8664	2395.7388	704	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	705	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	706	1
3_MACS_peak_19510_lociStitched	chr4	18204795	18218333	3	9576	24329.1398	2531.606	707	1
3_MACS_peak_18535_lociStitched	chr3	126627341	126637080	3	9575	21484.234	1786.1326	708	1
2_MACS_peak_19615_lociStitched	chr4	38664280	38673939	2	9574	20233.6732	1812.9943	709	1
2_MACS_peak_21033_lociStitched	chr5	55364251	55378118	2	9574	18773.1446	2196.5328	710	1
3_MACS_peak_329_lociStitched	chr1	25347068	25364610	3	9573	24993.8416	2410.2708	711	1
2_MACS_peak_17151_lociStitched	chr22	36772447	36785149	2	9571	24857.814	2695.3644	712	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	713	1
2_MACS_peak_2486_lociStitched	chr1	218627241	218637542	2	9562	15873.841	2839.9857	714	1
3_MACS_peak_20053_lociStitched	chr4	100765938	100783772	3	9555	16514.284	3147.701	715	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	716	1
1_MACS_peak_18634_lociStitched	chr3	133288647	133298193	1	9547	24409.122	2309.1774	717	1
2_MACS_peak_12256_lociStitched	chr18	60798225	60811471	2	9544	33691.201	2606.8128	718	1
4_MACS_peak_21358_lociStitched	chr5	90561450	90577793	4	9542	22535.3627	2686.7892	719	1
4_MACS_peak_11772_lociStitched	chr17	80451028	80466091	4	9535	14297.7996	2497.4454	720	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	721	1
2_MACS_peak_25179_lociStitched	chr7	134842706	134857759	2	9534	34772.43	3799.3772	722	1
2_MACS_peak_19901_lociStitched	chr4	78735973	78749365	2	9531	17238.1824	2856.5136	723	1
2_MACS_peak_16681_lociStitched	chr21	36597909	36608863	2	9530	14933.5882	2456.9822	724	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	725	1
3_MACS_peak_5323_lociStitched	chr11	118963982	118980124	3	9521	20577.8216	3105.7208	726	1
1_MACS_peak_11000_lociStitched	chr17	38015609	38025127	1	9519	32288.8632	2271.9466	727	1
1_MACS_peak_8802_lociStitched	chr15	58582889	58592407	1	9519	21719.1242	1903.6	728	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	729	1
2_MACS_peak_22625_lociStitched	chr6	30648928	30659502	2	9517	25084.7002	2148.6368	730	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	731	1
2_MACS_peak_21900_lociStitched	chr5	150590316	150605289	2	9505	17138.0958	2723.5887	732	1
2_MACS_peak_22968_lociStitched	chr6	52527207	52536944	2	9495	30108.7514	2620.2267	733	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	734	1
2_MACS_peak_25176_lociStitched	chr7	134670495	134682936	2	9489	32392.6317	3402.6135	735	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	736	1
1_MACS_peak_5553_lociStitched	chr12	4377503	4386982	1	9480	32101.5814	1752.6671	737	1
3_MACS_peak_7142_lociStitched	chr13	36982454	36995330	3	9475	15827.1792	1136.9508	738	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	739	1
2_MACS_peak_7084_lociStitched	chr13	30943479	30957836	2	9462	15176.7847	1491.6923	740	1
2_MACS_peak_25024_lociStitched	chr7	120627592	120639925	2	9460	13674.8304	3731.9658	741	1
4_MACS_peak_24159_lociStitched	chr7	24859695	24878103	4	9449	23904.6288	3011.5488	742	1
3_MACS_peak_1660_lociStitched	chr1	154942254	154957673	3	9433	28008.6135	4767.5548	743	1
2_MACS_peak_16630_lociStitched	chr21	34600874	34613050	2	9426	25263.9824	3563.9152	744	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	745	1
4_MACS_peak_16634_lociStitched	chr21	34665194	34683636	4	9414	13191.5626	3817.494	746	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	747	1
1_MACS_peak_22887_lociStitched	chr6	44076465	44085869	1	9405	23006.886	2050.072	748	1
3_MACS_peak_19047_lociStitched	chr3	178422419	178434347	3	9402	10681.524	2496.5304	749	1
2_MACS_peak_5999_lociStitched	chr12	46119393	46131835	2	9400	20260.5528	2602.8664	750	1
2_MACS_peak_21080_lociStitched	chr5	58885468	58896200	2	9384	17409.4504	2021.9088	751	1
2_MACS_peak_6516_lociStitched	chr12	92576978	92586571	2	9375	32314.0205	1968.4836	752	1
1_MACS_peak_20731_lociStitched	chr5	1311293	1320665	1	9373	65484.9756	2212.7292	753	1
2_MACS_peak_4049_lociStitched	chr10	130824901	130836176	2	9364	20511.48	1581.8825	754	1
5_MACS_peak_4224_lociStitched	chr11	9584300	9600060	5	9364	11886.192	2669.744	755	1
1_MACS_peak_143_lociStitched	chr1	11622813	11632174	1	9362	14780.0829	1535.204	756	1
3_MACS_peak_28106_lociStitched	chrX	42792224	42805570	3	9361	32384.069	1257.1932	757	1
2_MACS_peak_14690_lociStitched	chr2	120059764	120071808	2	9351	16691.7796	2088.4296	758	1
2_MACS_peak_15297_lociStitched	chr2	201310717	201322153	2	9345	12801.4584	1836.6216	759	1
3_MACS_peak_16004_lociStitched	chr20	31254894	31270283	3	9344	21015.2184	2556.1129	760	1
3_MACS_peak_566_lociStitched	chr1	37930698	37946297	3	9344	25697.7926	2890.4947	761	1
3_MACS_peak_15038_lociStitched	chr2	173348482	173361045	3	9339	8902.1418	1919.6264	762	1
3_MACS_peak_23854_lociStitched	chr6	160389133	160404881	3	9338	14007.846	1611.0204	763	1
3_MACS_peak_5587_lociStitched	chr12	6711678	6723909	3	9332	12660.3081	1873.7892	764	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	765	1
2_MACS_peak_21084_lociStitched	chr5	58951130	58962185	2	9296	32545.92	1841.763	766	1
3_MACS_peak_26790_lociStitched	chr9	33152463	33168544	3	9296	16597.2001	2351.0422	767	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	768	1
3_MACS_peak_5921_lociStitched	chr12	32664373	32679333	3	9277	28739.656	2595.56	769	1
1_MACS_peak_2134_lociStitched	chr1	192542093	192551366	1	9274	29362.0272	3181.5663	770	1
2_MACS_peak_18879_lociStitched	chr3	160115989	160129617	2	9274	34290.7736	3708.1788	771	1
1_MACS_peak_26753_lociStitched	chr9	22236421	22245691	1	9271	29646.387	1362.69	772	1
5_MACS_peak_21028_lociStitched	chr5	55324974	55352511	5	9271	15244.4832	3588.0711	773	1
1_MACS_peak_3704_lociStitched	chr10	97048913	97058181	1	9269	32868.962	2077.8856	774	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	775	1
2_MACS_peak_18677_lociStitched	chr3	140470857	140485446	2	9259	18869.4126	2557.4517	776	1
4_MACS_peak_28388_lociStitched	chrX	77576897	77590019	4	9258	12131.289	1503.7812	777	1
2_MACS_peak_8660_lociStitched	chr15	45015901	45029270	2	9252	17935.8504	2514.7089	778	1
3_MACS_peak_1207_lociStitched	chr1	107991865	108004306	3	9242	25976.808	1296.3522	779	1
2_MACS_peak_9360_lociStitched	chr15	101458063	101472234	2	9242	17798.776	2604.6298	780	1
1_MACS_peak_16251_lociStitched	chr20	46095080	46104319	1	9240	27137.7147	1531.8262	781	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	782	1
2_MACS_peak_15180_lociStitched	chr2	188846228	188855550	2	9239	10477.928	1380.5882	783	1
3_MACS_peak_24097_lociStitched	chr7	20229465	20241836	3	9231	10777.6152	2073.3796	784	1
2_MACS_peak_15793_lociStitched	chr20	5613533	5628634	2	9225	24362.4433	2035.6148	785	1
2_MACS_peak_19869_lociStitched	chr4	76932808	76946017	2	9218	21697.1034	2274.5898	786	1
3_MACS_peak_13749_lociStitched	chr2	31430194	31443315	3	9216	9856.4952	2090.1753	787	1
2_MACS_peak_15670_lociStitched	chr2	239167102	239176517	2	9198	9395.2285	1083.6665	788	1
2_MACS_peak_15360_lociStitched	chr2	204645472	204654785	2	9194	9437.7942	1365.2858	789	1
5_MACS_peak_3173_lociStitched	chr10	43931349	43952012	5	9186	20555.5524	2934.146	790	1
3_MACS_peak_20236_lociStitched	chr4	121683647	121696040	3	9173	23166.2349	1912.2399	791	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	792	1
2_MACS_peak_5375_lociStitched	chr11	122929919	122942159	2	9169	33729.768	2893.536	793	1
3_MACS_peak_4608_lociStitched	chr11	60672425	60684179	3	9166	20571.8508	2758.6638	794	1
3_MACS_peak_17231_lociStitched	chr22	39408929	39422665	3	9163	27500.8456	2462.8648	795	1
