REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam	44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_16363_lociStitched	chr20	52683453	52685310	1	1858	2200.7307	371.2143
1_MACS_peak_16449_lociStitched	chr20	61640330	61642187	1	1858	1205.3787	415.4109
1_MACS_peak_17880_lociStitched	chr3	46036299	46038156	1	1858	5245.0965	529.9878
1_MACS_peak_18284_lociStitched	chr3	98311442	98313299	1	1858	1444.3746	261.4656
1_MACS_peak_20327_lociStitched	chr4	139162622	139164479	1	1858	1931.8371	555.8001
1_MACS_peak_22402_lociStitched	chr6	14786064	14787921	1	1858	1162.8534	288.7635
1_MACS_peak_22678_lociStitched	chr6	32121490	32123347	1	1858	1898.0397	266.10810000000004
1_MACS_peak_22997_lociStitched	chr6	54667776	54669633	1	1858	1078.7313	398.5122
1_MACS_peak_24895_lociStitched	chr7	104992031	104993888	1	1858	1561.3656	426.7386
1_MACS_peak_25626_lociStitched	chr8	24010580	24012437	1	1858	1243.8185999999998	371.5857
1_MACS_peak_228_lociStitched	chr1	17286559	17288415	1	1857	1822.5919999999999	438.2016
1_MACS_peak_3751_lociStitched	chr10	100396099	100397955	1	1857	1108.5888	357.28000000000003
1_MACS_peak_5734_lociStitched	chr12	13348544	13350400	1	1857	1728.864	327.0272
1_MACS_peak_17488_lociStitched	chr3	4544909	4546765	1	1857	1131.4176	417.2288
1_MACS_peak_18126_lociStitched	chr3	62222979	62224835	1	1857	1769.5104000000001	496.1088
1_MACS_peak_18191_lociStitched	chr3	72125796	72127652	1	1857	948.416	331.296
1_MACS_peak_18516_lociStitched	chr3	125365638	125367494	1	1857	3103.4175999999998	458.6176
1_MACS_peak_20113_lociStitched	chr4	106156694	106158550	1	1857	1116.384	324.79999999999995
1_MACS_peak_27505_lociStitched	chr9	125674522	125676378	1	1857	3924.512	540.6528
1_MACS_peak_27969_lociStitched	chrX	20158915	20160771	1	1857	1598.7584000000002	220.6784
1_MACS_peak_2155_lociStitched	chr1	194246349	194248204	1	1856	1256.0205	393.81649999999996
1_MACS_peak_3186_lociStitched	chr10	44933366	44935221	1	1856	1868.5415000000003	322.5845
1_MACS_peak_14286_lociStitched	chr2	75873226	75875081	1	1856	4091.2024999999994	503.076
1_MACS_peak_17174_lociStitched	chr22	37414782	37416637	1	1856	2135.476	284.557
1_MACS_peak_19307_lociStitched	chr3	197082359	197084214	1	1856	2148.0899999999997	621.2394999999999
1_MACS_peak_27012_lociStitched	chr9	71416917	71418772	1	1856	1871.1384999999998	384.356
1_MACS_peak_4459_lociStitched	chr11	36398084	36399938	1	1855	1739.052	357.822
1_MACS_peak_5233_lociStitched	chr11	111749072	111750926	1	1855	4405.4748	593.28
1_MACS_peak_11092_lociStitched	chr17	40984508	40986362	1	1855	2808.6245999999996	480.74219999999997
1_MACS_peak_12306_lociStitched	chr18	69867477	69869331	1	1855	1500.9984	276.6168
1_MACS_peak_13662_lociStitched	chr2	25564311	25566165	1	1855	2035.1357999999998	190.4058
1_MACS_peak_13792_lociStitched	chr2	37383030	37384884	1	1855	3620.1204	318.3318
1_MACS_peak_15396_lociStitched	chr2	208201088	208202942	1	1855	1798.3799999999999	358.9344
1_MACS_peak_15920_lociStitched	chr20	20314323	20316177	1	1855	2040.6978	389.7108
1_MACS_peak_23113_lociStitched	chr6	80656213	80658067	1	1855	1394.208	537.4746
2_MACS_peak_18_lociStitched	chr1	1283653	1285506	2	1738	1707.5394999999999	74.8612
1_MACS_peak_761_lociStitched	chr1	47081360	47083213	1	1854	2540.6483	403.954
1_MACS_peak_945_lociStitched	chr1	68201135	68202988	1	1854	4964.187	487.89489999999995
1_MACS_peak_1309_lociStitched	chr1	114301186	114303039	1	1854	3872.0287999999996	196.2327
1_MACS_peak_2571_lociStitched	chr1	226270085	226271938	1	1854	3030.9521	734.8998
1_MACS_peak_4014_lociStitched	chr10	126124117	126125970	1	1854	1979.3746	350.7729
1_MACS_peak_4291_lociStitched	chr11	14520826	14522679	1	1854	2782.6501	552.0087
1_MACS_peak_4335_lociStitched	chr11	18547438	18549291	1	1854	4428.67	502.90419999999995
1_MACS_peak_6121_lociStitched	chr12	51762148	51764001	1	1854	2743.7371	534.5904999999999
1_MACS_peak_6497_lociStitched	chr12	90320124	90321977	1	1854	2167.0835	361.7056
1_MACS_peak_9666_lociStitched	chr16	17387470	17389323	1	1854	1704.0188	271.4645
1_MACS_peak_9836_lociStitched	chr16	29873358	29875211	1	1854	3759.9223	453.79970000000003
1_MACS_peak_13504_lociStitched	chr2	3622094	3623947	1	1854	3009.8279	443.4229
1_MACS_peak_15447_lociStitched	chr2	216945498	216947351	1	1854	2600.1296	353.3671
1_MACS_peak_15764_lociStitched	chr20	3995324	3997177	1	1854	1943.2411	304.6332
1_MACS_peak_15906_lociStitched	chr20	19638008	19639861	1	1854	2510.0738	418.778
1_MACS_peak_18178_lociStitched	chr3	71178650	71180503	1	1854	2173.569	307.04209999999995
1_MACS_peak_23051_lociStitched	chr6	70576141	70577994	1	1854	1061.5837	365.5969
1_MACS_peak_25169_lociStitched	chr7	134116545	134118398	1	1854	1979.7452	665.7829
1_MACS_peak_25375_lociStitched	chr7	154719278	154721131	1	1854	2213.7791	807.908
1_MACS_peak_26394_lociStitched	chr8	128901602	128903455	1	1854	1464.2406	410.2542
1_MACS_peak_1210_lociStitched	chr1	108041146	108042998	1	1853	2103.1312	202.4236
1_MACS_peak_1774_lociStitched	chr1	159838169	159840021	1	1853	1906.6340000000002	535.0427999999999
1_MACS_peak_2069_lociStitched	chr1	184270462	184272314	1	1853	1419.9284	448.36920000000003
1_MACS_peak_4590_lociStitched	chr11	59317120	59318972	1	1853	2552.982	570.7864
1_MACS_peak_4793_lociStitched	chr11	66444672	66446524	1	1853	2410.378	513.5595999999999
1_MACS_peak_7354_lociStitched	chr13	74289080	74290932	1	1853	1392.1484	471.5192
1_MACS_peak_11072_lociStitched	chr17	40566164	40568016	1	1853	2001.6416	221.1288
1_MACS_peak_11131_lociStitched	chr17	42784946	42786798	1	1853	1914.5976	383.9196
1_MACS_peak_13091_lociStitched	chr19	40561248	40563100	1	1853	1930.3396	638.9399999999999
1_MACS_peak_17507_lociStitched	chr3	8275645	8277497	1	1853	1168.0564000000002	175.56959999999998
1_MACS_peak_19978_lociStitched	chr4	87514686	87516538	1	1853	2177.026	558.0076
1_MACS_peak_21023_lociStitched	chr5	55007339	55009191	1	1853	1646.428	469.11160000000007
1_MACS_peak_24537_lociStitched	chr7	72435115	72436967	1	1853	2694.2896	354.658
1_MACS_peak_28766_lociStitched	chrX	153685692	153687544	1	1853	1450.116	140.5668
1_MACS_peak_2782_lociStitched	chr1	246754023	246755874	1	1852	1697.7372	685.0550999999999
1_MACS_peak_8546_lociStitched	chr15	38745829	38747680	1	1852	2834.2511999999997	457.197
1_MACS_peak_9184_lociStitched	chr15	84975446	84977297	1	1852	1442.6694	379.08480000000003
1_MACS_peak_9185_lociStitched	chr15	85042890	85044741	1	1852	2244.1524	316.3359
1_MACS_peak_11511_lociStitched	chr17	67602699	67604550	1	1852	2382.0519	343.5456
1_MACS_peak_12733_lociStitched	chr19	13927967	13929818	1	1852	2467.7532	435.5403
1_MACS_peak_17801_lociStitched	chr3	40565513	40567364	1	1852	4154.7546	348.9135
1_MACS_peak_21620_lociStitched	chr5	128461015	128462866	1	1852	2750.9562	514.3928999999999
1_MACS_peak_22200_lociStitched	chr6	692050	693901	1	1852	1830.8241	408.3306
1_MACS_peak_23374_lociStitched	chr6	110011395	110013246	1	1852	2236.008	471.63480000000004
1_MACS_peak_23954_lociStitched	chr7	5229076	5230927	1	1852	1963.9109999999998	396.2991
1_MACS_peak_26879_lociStitched	chr9	37079100	37080951	1	1852	2200.4688	416.1048
1_MACS_peak_28183_lociStitched	chrX	48594935	48596786	1	1852	2310.048	271.7268
1_MACS_peak_2286_lociStitched	chr1	204810302	204812152	1	1851	1203.61	585.525
1_MACS_peak_6459_lociStitched	chr12	82450700	82452550	1	1851	1128.13	360.38
1_MACS_peak_9491_lociStitched	chr16	3450162	3452012	1	1851	2195.9500000000003	665.0749999999999
1_MACS_peak_10365_lociStitched	chr16	88618403	88620253	1	1851	1041.7350000000001	179.265
1_MACS_peak_10990_lociStitched	chr17	37859082	37860932	1	1851	1563.99	373.145
1_MACS_peak_13273_lociStitched	chr19	47776182	47778032	1	1851	5846.74	540.1999999999999
1_MACS_peak_14424_lociStitched	chr2	96067565	96069415	1	1851	1605.43	557.405
1_MACS_peak_14841_lociStitched	chr2	147003245	147005095	1	1851	1541.79	440.67
1_MACS_peak_15286_lociStitched	chr2	200323385	200325235	1	1851	2278.645	334.47999999999996
1_MACS_peak_16065_lociStitched	chr20	33679414	33681264	1	1851	1958.225	420.505
1_MACS_peak_25301_lociStitched	chr7	148637302	148639152	1	1851	3953.45	804.565
1_MACS_peak_898_lociStitched	chr1	65292082	65293931	1	1850	1714.3928	486.6568
1_MACS_peak_1760_lociStitched	chr1	158095180	158097029	1	1850	1254.9162999999999	547.304
1_MACS_peak_5937_lociStitched	chr12	34174317	34176166	1	1850	1423.1753	490.90950000000004
1_MACS_peak_6214_lociStitched	chr12	56659921	56661770	1	1850	2362.4673000000003	497.0112
1_MACS_peak_7318_lociStitched	chr13	60327651	60329500	1	1850	1136.9501	245.1774
1_MACS_peak_20150_lociStitched	chr4	109293087	109294936	1	1850	1248.8146	358.5211
1_MACS_peak_26469_lociStitched	chr8	135697212	135699061	1	1850	2098.0603	391.6182
1_MACS_peak_1855_lociStitched	chr1	162413611	162415459	1	1849	1197.3192000000001	452.5752
1_MACS_peak_12111_lociStitched	chr18	46422529	46424377	1	1849	1195.1016000000002	256.6872
1_MACS_peak_15328_lociStitched	chr2	202506927	202508775	1	1849	2737.812	643.1039999999999
1_MACS_peak_16369_lociStitched	chr20	53013400	53015248	1	1849	1185.8616000000002	229.5216
1_MACS_peak_21383_lociStitched	chr5	94058302	94060150	1	1849	1172.0016	288.1032
1_MACS_peak_21733_lociStitched	chr5	138512714	138514562	1	1849	2397.78	441.1176
1_MACS_peak_25261_lociStitched	chr7	142408039	142409887	1	1849	975.9288	490.45920000000007
1_MACS_peak_25464_lociStitched	chr8	8923230	8925078	1	1849	1850.0328000000002	436.68240000000003
1_MACS_peak_26905_lociStitched	chr9	38392029	38393877	1	1849	1507.044	413.7672
1_MACS_peak_28400_lociStitched	chrX	78320884	78322732	1	1849	1934.3016	309.17040000000003
1_MACS_peak_3777_lociStitched	chr10	103346912	103348759	1	1848	2603.5312	421.3007
1_MACS_peak_5537_lociStitched	chr12	2999125	3000972	1	1848	1409.4457	389.9017
1_MACS_peak_5904_lociStitched	chr12	32080765	32082612	1	1848	1709.0291	163.0901
1_MACS_peak_6341_lociStitched	chr12	67877457	67879304	1	1848	938.0913	310.6654
1_MACS_peak_6611_lociStitched	chr12	98667975	98669822	1	1848	1252.4507	360.3497
1_MACS_peak_9525_lociStitched	chr16	4851495	4853342	1	1848	1461.1617	335.96930000000003
1_MACS_peak_14077_lociStitched	chr2	62732348	62734195	1	1848	2397.7754	508.6638
2_MACS_peak_16407_lociStitched	chr20	57267120	57268967	2	1814	1554.9893	230.6903
1_MACS_peak_17797_lociStitched	chr3	40350371	40352218	1	1848	2595.035	457.50190000000003
1_MACS_peak_18636_lociStitched	chr3	133379869	133381716	1	1848	3109.6092	469.50739999999996
1_MACS_peak_22556_lociStitched	chr6	27355741	27357588	1	1848	3133.8049	365.15189999999996
1_MACS_peak_24742_lociStitched	chr7	94536326	94538173	1	1848	1693.8837	177.6814
1_MACS_peak_25185_lociStitched	chr7	135242054	135243901	1	1848	5627.2549	992.2084
1_MACS_peak_27341_lociStitched	chr9	107537060	107538907	1	1848	1706.8127	418.3455
1_MACS_peak_616_lociStitched	chr1	40290415	40292261	1	1847	1656.9696	361.0776
1_MACS_peak_3110_lociStitched	chr10	31422232	31424078	1	1847	2358.2650000000003	287.053
1_MACS_peak_3373_lociStitched	chr10	70319628	70321474	1	1847	3168.1052	406.48920000000004
1_MACS_peak_4908_lociStitched	chr11	72462396	72464242	1	1847	1836.9546	372.3382
1_MACS_peak_5097_lociStitched	chr11	94205955	94207801	1	1847	1719.7336	462.7922
1_MACS_peak_5359_lociStitched	chr11	120938191	120940037	1	1847	1389.115	428.27200000000005
1_MACS_peak_11559_lociStitched	chr17	73200695	73202541	1	1847	6225.635	517.9876
1_MACS_peak_14984_lociStitched	chr2	169102662	169104508	1	1847	1127.7214	304.0362
1_MACS_peak_21575_lociStitched	chr5	123392062	123393908	1	1847	1525.5344	421.81100000000004
1_MACS_peak_23011_lociStitched	chr6	56910921	56912767	1	1847	2404.7842	637.9776
1_MACS_peak_23257_lociStitched	chr6	97332340	97334186	1	1847	2698.4827999999998	457.0696
1_MACS_peak_27909_lociStitched	chrX	14046974	14048820	1	1847	2024.3236	221.7046
1_MACS_peak_1328_lociStitched	chr1	115641355	115643200	1	1846	2252.9295	315.3105
1_MACS_peak_1861_lociStitched	chr1	162759575	162761420	1	1846	2219.5350000000003	697.5945
1_MACS_peak_2720_lociStitched	chr1	236686731	236688576	1	1846	3318.9705	590.2155
1_MACS_peak_8248_lociStitched	chr14	98663747	98665592	1	1846	1334.8575	229.149
1_MACS_peak_8382_lociStitched	chr15	23075365	23077210	1	1846	2328.021	407.007
1_MACS_peak_11920_lociStitched	chr18	13725604	13727449	1	1846	1616.22	374.7195
1_MACS_peak_12249_lociStitched	chr18	60536133	60537978	1	1846	3137.0535	417.70799999999997
1_MACS_peak_15800_lociStitched	chr20	5985893	5987738	1	1846	1902.5639999999999	307.008
1_MACS_peak_17058_lociStitched	chr22	30684903	30686748	1	1846	1233.3825	304.9785
1_MACS_peak_24383_lociStitched	chr7	45367179	45369024	1	1846	1486.1475	306.4545
1_MACS_peak_26578_lociStitched	chr8	146077562	146079407	1	1846	2419.1639999999998	346.12199999999996
1_MACS_peak_27405_lociStitched	chr9	114744953	114746798	1	1846	1826.55	430.25399999999996
1_MACS_peak_1167_lociStitched	chr1	97186674	97188518	1	1845	2091.8336	138.85320000000002
1_MACS_peak_2159_lociStitched	chr1	195163988	195165832	1	1845	2170.5724	784.0688
1_MACS_peak_4861_lociStitched	chr11	68079957	68081801	1	1845	1195.4651999999999	177.7616
1_MACS_peak_7900_lociStitched	chr14	61189300	61191144	1	1845	1544.1656	115.43440000000001
1_MACS_peak_8975_lociStitched	chr15	71054785	71056629	1	1845	1694.636	391.4812
1_MACS_peak_16224_lociStitched	chr20	44419839	44421683	1	1845	2433.3424	368.8
1_MACS_peak_22481_lociStitched	chr6	25250455	25252299	1	1845	1701.09	382.9988
1_MACS_peak_28130_lociStitched	chrX	46305751	46307595	1	1845	2314.9576	194.3576
1_MACS_peak_1088_lociStitched	chr1	89356243	89358086	1	1844	2080.0098000000003	374.8662
1_MACS_peak_8520_lociStitched	chr15	36870745	36872588	1	1844	5041.7108	484.8933
1_MACS_peak_9014_lociStitched	chr15	74725443	74727286	1	1844	1971.2728000000002	280.5046
1_MACS_peak_24359_lociStitched	chr7	44121226	44123069	1	1844	2055.1293	329.897
1_MACS_peak_26719_lociStitched	chr9	19048444	19050287	1	1844	2156.8628999999996	319.3919
1_MACS_peak_28027_lociStitched	chrX	37431119	37432962	1	1844	1540.3794	145.04410000000001
1_MACS_peak_28070_lociStitched	chrX	39795401	39797244	1	1844	2472.0159	192.77779999999998
1_MACS_peak_1893_lociStitched	chr1	167398620	167400462	1	1843	1477.4682	634.3847999999999
1_MACS_peak_2629_lociStitched	chr1	229576016	229577858	1	1843	1451.1275999999998	671.2248
1_MACS_peak_9543_lociStitched	chr16	9037681	9039523	1	1843	1328.8188	368.40000000000003
1_MACS_peak_14811_lociStitched	chr2	136632845	136634687	1	1843	2003.5433999999998	421.44960000000003
1_MACS_peak_18496_lociStitched	chr3	123678950	123680792	1	1843	2382.627	498.261
1_MACS_peak_19192_lociStitched	chr3	186544193	186546035	1	1843	2272.107	408.3714
1_MACS_peak_21122_lociStitched	chr5	64063511	64065353	1	1843	4336.2522	508.9446
1_MACS_peak_23071_lociStitched	chr6	74098237	74100079	1	1843	2207.6369999999997	364.9002
1_MACS_peak_23249_lociStitched	chr6	96603885	96605727	1	1843	1874.4192	477.81480000000005
1_MACS_peak_23794_lociStitched	chr6	155053802	155055644	1	1843	3476.775	219.93480000000002
1_MACS_peak_24187_lociStitched	chr7	26077264	26079106	1	1843	2467.9116000000004	318.1134
1_MACS_peak_24412_lociStitched	chr7	48018036	48019878	1	1843	2376.1800000000003	444.1062
1_MACS_peak_2858_lociStitched	chr10	5325463	5327304	1	1842	1446.8419000000001	413.3045
1_MACS_peak_4337_lociStitched	chr11	18655134	18656975	1	1842	2638.7053	473.87340000000006
1_MACS_peak_6099_lociStitched	chr12	50560169	50562010	1	1842	1554.3563000000001	467.61400000000003
2_MACS_peak_12350_lociStitched	chr18	77159251	77161092	2	1779	1107.5456000000001	106.778
1_MACS_peak_13018_lociStitched	chr19	36504274	36506115	1	1842	1333.2522	504.6181
1_MACS_peak_17196_lociStitched	chr22	38301479	38303320	1	1842	2224.4802999999997	168.26739999999998
1_MACS_peak_18575_lociStitched	chr3	128967513	128969354	1	1842	3661.9331	644.7182
1_MACS_peak_18740_lociStitched	chr3	148036594	148038435	1	1842	2050.6899	521.5553
1_MACS_peak_19513_lociStitched	chr4	18234979	18236820	1	1842	1126.5079	276.5182
1_MACS_peak_20457_lociStitched	chr4	154387474	154389315	1	1842	1558.7747	394.8945
1_MACS_peak_20693_lociStitched	chr4	190551732	190553573	1	1842	1274.5243	571.4464
1_MACS_peak_20904_lociStitched	chr5	36163774	36165615	1	1842	1387.0094	478.29179999999997
1_MACS_peak_21521_lociStitched	chr5	114504511	114506352	1	1842	1304.7167	384.2167
1_MACS_peak_23137_lociStitched	chr6	83902321	83904162	1	1842	1987.5435999999997	394.15810000000005
1_MACS_peak_23306_lociStitched	chr6	106720131	106721972	1	1842	1095.0268	400.60159999999996
1_MACS_peak_24585_lociStitched	chr7	74488580	74490421	1	1842	2295.5429	369.4887
1_MACS_peak_25893_lociStitched	chr8	55046984	55048825	1	1842	3328.7121	555.2456
1_MACS_peak_890_lociStitched	chr1	63832501	63834341	1	1841	2242.96	366.896
1_MACS_peak_1199_lociStitched	chr1	107598725	107600565	1	1841	2267.616	254.28799999999998
1_MACS_peak_2248_lociStitched	chr1	203006547	203008387	1	1841	1716.168	572.24
1_MACS_peak_4455_lociStitched	chr11	35742851	35744691	1	1841	1619.016	406.272
1_MACS_peak_10906_lociStitched	chr17	33913487	33915327	1	1841	2756.136	428.72
1_MACS_peak_17649_lociStitched	chr3	19547198	19549038	1	1841	1317.9920000000002	295.68800000000005
1_MACS_peak_19743_lociStitched	chr4	57950758	57952598	1	1841	1288.3680000000002	343.712
1_MACS_peak_19897_lociStitched	chr4	78264623	78266463	1	1841	1011.632	191.54399999999998
1_MACS_peak_20497_lociStitched	chr4	160724883	160726723	1	1841	2102.016	239.016
1_MACS_peak_23990_lociStitched	chr7	6628781	6630621	1	1841	2092.632	295.50399999999996
1_MACS_peak_25282_lociStitched	chr7	144779116	144780956	1	1841	1577.616	419.52000000000004
1_MACS_peak_4868_lociStitched	chr11	68670692	68672531	1	1840	1911.6405000000002	281.1831
1_MACS_peak_12988_lociStitched	chr19	35224130	35225969	1	1840	3397.7364	508.1157
1_MACS_peak_15927_lociStitched	chr20	22383534	22385373	1	1840	1892.5149	390.78749999999997
1_MACS_peak_17262_lociStitched	chr22	39897465	39899304	1	1840	2150.5266	365.4093
1_MACS_peak_18117_lociStitched	chr3	59995821	59997660	1	1840	1355.5269	389.3163
1_MACS_peak_19683_lociStitched	chr4	48129460	48131299	1	1840	1098.2508	312.9978
1_MACS_peak_385_lociStitched	chr1	27226018	27227856	1	1839	2610.3275999999996	368.519
1_MACS_peak_1415_lociStitched	chr1	144567086	144568924	1	1839	2605.365	1082.0306
1_MACS_peak_1773_lociStitched	chr1	159823691	159825529	1	1839	2988.0366	361.16700000000003
1_MACS_peak_3947_lociStitched	chr10	119805290	119807128	1	1839	3655.0468	350.139
1_MACS_peak_5530_lociStitched	chr12	2466818	2468656	1	1839	1655.119	452.14799999999997
1_MACS_peak_5942_lociStitched	chr12	38858216	38860054	1	1839	2297.6838	278.6408
1_MACS_peak_9928_lociStitched	chr16	33629026	33630864	1	1839	1075.9652	440.7524
1_MACS_peak_10015_lociStitched	chr16	56641769	56643607	1	1839	1286.0486	410.0578
1_MACS_peak_10985_lociStitched	chr17	37606722	37608560	1	1839	2322.8644	517.2131999999999
1_MACS_peak_11399_lociStitched	chr17	60247929	60249767	1	1839	2773.7258	483.94539999999995
1_MACS_peak_12717_lociStitched	chr19	13066979	13068817	1	1839	2303.933	354.3664
1_MACS_peak_13517_lociStitched	chr2	7005218	7007056	1	1839	2444.7238	401.78679999999997
1_MACS_peak_18020_lociStitched	chr3	51572071	51573909	1	1839	1669.0878	357.6748
1_MACS_peak_23966_lociStitched	chr7	5701059	5702897	1	1839	1357.7306	461.8894
1_MACS_peak_27173_lociStitched	chr9	93719935	93721773	1	1839	1599.4276	247.3948
1_MACS_peak_28021_lociStitched	chrX	32466026	32467864	1	1839	1277.9614000000001	197.0336
1_MACS_peak_291_lociStitched	chr1	24017768	24019605	1	1838	3179.6633	590.4118000000001
1_MACS_peak_3092_lociStitched	chr10	30023716	30025553	1	1838	1456.5573000000002	219.1541
1_MACS_peak_3641_lociStitched	chr10	91596370	91598207	1	1838	3224.1187	253.50600000000003
1_MACS_peak_7877_lociStitched	chr14	57856308	57858145	1	1838	1392.2623	188.1088
1_MACS_peak_9003_lociStitched	chr15	73975875	73977712	1	1838	1809.6287	254.79189999999997
1_MACS_peak_9986_lociStitched	chr16	51021891	51023728	1	1838	1126.4484	371.62510000000003
1_MACS_peak_14884_lociStitched	chr2	153467934	153469771	1	1838	2045.8668999999998	537.5062
1_MACS_peak_15044_lociStitched	chr2	173940151	173941988	1	1838	1923.5226999999998	331.57849999999996
1_MACS_peak_16226_lociStitched	chr20	44485120	44486957	1	1838	2828.2452000000003	458.1478
1_MACS_peak_23982_lociStitched	chr7	6354734	6356571	1	1838	2358.8917	393.30170000000004
1_MACS_peak_25072_lociStitched	chr7	126050753	126052590	1	1838	2107.2227	542.0987
1_MACS_peak_25838_lociStitched	chr8	47867133	47868970	1	1838	1634.5626	497.2759
1_MACS_peak_28248_lociStitched	chrX	54721406	54723243	1	1838	1156.9426	245.7906
1_MACS_peak_28804_lociStitched	chrY	1460040	1461877	1	1838	2643.0756	187.92510000000001
1_MACS_peak_162_lociStitched	chr1	12289756	12291592	1	1837	1549.7676	308.0808
1_MACS_peak_10920_lociStitched	chr17	34492889	34494725	1	1837	2586.7404	648.4752
1_MACS_peak_12116_lociStitched	chr18	46501458	46503294	1	1837	1751.7276	126.8676
1_MACS_peak_12402_lociStitched	chr19	1478217	1480053	1	1837	3417.5304	504.3492
1_MACS_peak_14821_lociStitched	chr2	137179707	137181543	1	1837	2008.9512000000002	428.706
1_MACS_peak_14933_lociStitched	chr2	161796625	161798461	1	1837	2011.8888000000002	402.8184
1_MACS_peak_21534_lociStitched	chr5	115419924	115421760	1	1837	3601.8648	345.168
1_MACS_peak_24308_lociStitched	chr7	38432662	38434498	1	1837	1664.334	439.9056
1_MACS_peak_1812_lociStitched	chr1	161029402	161031237	1	1836	1106.8719999999998	471.22799999999995
1_MACS_peak_4373_lociStitched	chr11	24803066	24804901	1	1836	1149.8110000000001	309.56449999999995
1_MACS_peak_9579_lociStitched	chr16	11390755	11392590	1	1836	1658.106	451.5935
2_MACS_peak_14757_lociStitched	chr2	131248056	131249891	2	1816	1090.7240000000002	243.50450000000004
1_MACS_peak_16586_lociStitched	chr21	30256595	30258430	1	1836	3647.0625	451.40999999999997
1_MACS_peak_20414_lociStitched	chr4	148213195	148215030	1	1836	3182.4404999999997	280.5715
1_MACS_peak_21734_lociStitched	chr5	138533062	138534897	1	1836	2335.4045	461.686
1_MACS_peak_22761_lociStitched	chr6	35578222	35580057	1	1836	1980.6989999999998	303.6925
1_MACS_peak_22871_lociStitched	chr6	43483818	43485653	1	1836	2630.4725	521.5070000000001
1_MACS_peak_26395_lociStitched	chr8	128987599	128989434	1	1836	1240.0929999999998	268.277
1_MACS_peak_4254_lociStitched	chr11	11170607	11172441	1	1835	1758.0724	249.424
1_MACS_peak_9221_lociStitched	chr15	88591953	88593787	1	1835	948.7282	491.51200000000006
1_MACS_peak_11192_lociStitched	chr17	45898312	45900146	1	1835	2013.1817999999998	590.3646
1_MACS_peak_12298_lociStitched	chr18	67955854	67957688	1	1835	1572.8384	148.00379999999998
1_MACS_peak_13618_lociStitched	chr2	20132437	20134271	1	1835	2598.5946	392.8428
1_MACS_peak_15107_lociStitched	chr2	179922380	179924214	1	1835	1180.3624	296.55780000000004
1_MACS_peak_16070_lociStitched	chr20	34041973	34043807	1	1835	5347.7606000000005	546.8988
1_MACS_peak_17700_lociStitched	chr3	27673753	27675587	1	1835	2333.3982	368.0838
1_MACS_peak_23475_lociStitched	chr6	121655065	121656899	1	1835	4079.3662	571.291
1_MACS_peak_24096_lociStitched	chr7	20185465	20187299	1	1835	1027.5902	274.183
1_MACS_peak_25669_lociStitched	chr8	28220480	28222314	1	1835	2254.9030000000002	382.5724
1_MACS_peak_25943_lociStitched	chr8	61788826	61790660	1	1835	4067.6286000000005	443.828
1_MACS_peak_25965_lociStitched	chr8	65480472	65482306	1	1835	1217.4091999999998	407.148
1_MACS_peak_428_lociStitched	chr1	28844341	28846174	1	1834	2386.5660000000003	418.8405
1_MACS_peak_1567_lociStitched	chr1	151019620	151021453	1	1834	2192.8179	489.59430000000003
1_MACS_peak_2140_lociStitched	chr1	192920230	192922063	1	1834	1532.388	518.0058
1_MACS_peak_4991_lociStitched	chr11	77705051	77706884	1	1834	1849.1303999999998	562.9143
1_MACS_peak_16683_lociStitched	chr21	36900631	36902464	1	1834	2556.4851	646.6824
1_MACS_peak_17116_lociStitched	chr22	35652856	35654689	1	1834	3105.6519	339.2883
1_MACS_peak_17470_lociStitched	chr3	2756160	2757993	1	1834	1042.2438	386.39639999999997
1_MACS_peak_18922_lociStitched	chr3	169378946	169380779	1	1834	1576.1967	476.2134
1_MACS_peak_21170_lociStitched	chr5	69005595	69007428	1	1834	2019.4161	342.22110000000004
1_MACS_peak_24872_lociStitched	chr7	102649584	102651417	1	1834	2003.2857	278.2494
1_MACS_peak_26093_lociStitched	chr8	84207819	84209652	1	1834	1342.6725000000001	208.41209999999998
2_MACS_peak_28733_lociStitched	chrX	152863807	152865640	2	1689	1240.941	190.0821
1_MACS_peak_3791_lociStitched	chr10	103928097	103929929	1	1833	1447.28	532.3792000000001
1_MACS_peak_7962_lociStitched	chr14	67707158	67708990	1	1833	1400.1976	361.0872
1_MACS_peak_10949_lociStitched	chr17	36104736	36106568	1	1833	2815.2344	412.3832
1_MACS_peak_14683_lociStitched	chr2	118942849	118944681	1	1833	4190.3336	351.0112
1_MACS_peak_15622_lociStitched	chr2	234293469	234295301	1	1833	1275.988	196.024
1_MACS_peak_22560_lociStitched	chr6	27485876	27487708	1	1833	2534.7552	402.30719999999997
1_MACS_peak_2283_lociStitched	chr1	204659927	204661758	1	1832	1729.1964	516.7082
1_MACS_peak_5191_lociStitched	chr11	108044663	108046494	1	1832	1160.4878	323.3546
1_MACS_peak_5423_lociStitched	chr11	126289611	126291442	1	1832	1016.205	381.5804
1_MACS_peak_14631_lociStitched	chr2	112704090	112705921	1	1832	1362.9964	398.79179999999997
