GENE_ID	locusLine	bin_1_EJM.jin.bam
NM_001145713	chr19(.):47629079-47718893	0.1985
NR_027280	chr19(.):47629114-47718893	0.1985
NM_001161440	chr19(.):55687614-55725874	0.0854
NM_005035	chr19(.):612222-638568	0.2116
NM_020637	chr19(.):634925-648604	0.1708
NM_214710	chr19(.):680545-700461	0.1483
NM_002579	chr19(.):703952-753330	0.0954
NM_005860	chr19(.):671388-688392	0.2085
NM_001136139	chr19(.):1604291-1655286	0.5307
NM_003200	chr19(.):1604291-1657326	0.5211
NM_006830	chr19(.):1592153-1610483	0.6772
NM_017572	chr19(.):2032469-2056243	0.7675
NM_130807	chr19(.):2066034-2101269	1.1318
NM_004152	chr19(.):2264519-2278487	1.5358
NM_018049	chr19(.):2228154-2241328	1.1377
NM_000479	chr19(.):2244112-2257072	0.7177
NM_198532	chr19(.):2269630-2287181	1.0132
NR_031596	chr19(.):2229060-2239148	1.1563
NM_007165	chr19(.):2231815-2253678	0.6903
NM_144616	chr19(.):2247249-2261422	1.614
NM_001101391	chr19(.):2284773-2313156	0.2852
NR_036207	chr19(.):2245637-2255717	0.2723
NM_012289	chr19(.):10591795-10618481	0.8362
NM_006202	chr19(.):10558632-10585307	0.138
NM_203500	chr19(.):10591795-10619054	0.8207
NM_001166215	chr19(.):10618417-10633668	0.1476
NM_030760	chr19(.):10618417-10633126	0.1494
NR_031603	chr19(.):10657797-10667880	0.2523
NM_032885	chr19(.):10649646-10669094	0.4775
NM_153464	chr19(.):10759936-10801443	0.6391
NM_031209	chr19(.):10807111-10829043	0.3652
NM_012218	chr19(.):10759936-10808095	0.5625
NR_024333	chr19(.):10757537-10769548	1.9187
NM_001080997	chr19(.):12931296-12946207	0.1233
NM_013312	chr19(.):12868816-12891434	0.884
NM_181738	chr19(.):12906426-12917694	0.5512
NM_017682	chr19(.):12858406-12874271	0.1855
NM_002229	chr19(.):12897309-12909125	3.0975
NM_031429	chr19(.):12931295-12951230	0.202
NM_006397	chr19(.):12912427-12929462	0.3464
NM_017722	chr19(.):13210713-13232463	0.9074
NM_001136035	chr19(.):13210713-13232563	0.9055
NM_005583	chr19(.):13204843-13218974	0.9525
NM_003765	chr19(.):13250223-13265987	1.7906
NM_004907	chr19(.):13256281-13270718	2.0571
NM_005370	chr19(.):16217489-16249445	0.9754
NM_001145160	chr19(.):16173316-16218813	1.0941
NR_024335	chr19(.):16139522-16157918	0.1256
NR_024336	chr19(.):16140288-16157918	0.1285
NM_003290	chr19(.):16182134-16218813	1.1508
NM_016270	chr19(.):16430650-16443339	1.9924
NM_032207	chr19(.):16602204-16637163	0.2691
NM_145046	chr19(.):16584874-16612003	0.3166
NM_024104	chr19(.):16751958-16775968	0.6065
NM_024881	chr19(.):16655647-16688193	0.2923
NM_004831	chr19(.):16680717-16744015	1.2924
NM_001145305	chr19(.):18362905-18390319	0.1727
NR_036155	chr19(.):18387886-18397971	2.1906
NM_012321	chr19(.):18412716-18439001	0.767
NM_005354	chr19(.):18385562-18397432	1.8839
NR_036575	chr19(.):18355759-18371229	0.1365
NM_016573	chr19(.):19735284-19759455	0.4233
NM_020410	chr19(.):19751009-19779503	1.2813
NM_004720	chr19(.):19729465-19744039	0.3295
NM_033204	chr19(.):19774662-19796138	0.8322
NM_025245	chr19(.):19667521-19734439	0.1098
NM_006149	chr19(.):39287310-39308740	0.0749
NM_012237	chr19(.):39364194-39395463	0.3961
NM_001005335	chr19(.):39322027-39347979	1.0659
NM_001001716	chr19(.):39385614-39404534	0.4197
NM_001533	chr19(.):39322027-39345617	1.1242
NM_001193286	chr19(.):39364194-39395502	0.3956
NR_034146	chr19(.):39364194-39389795	0.2578
NM_001195833	chr19(.):39353471-39373919	0.6833
NM_003407	chr19(.):39892486-39905045	3.7656
NM_003169	chr19(.):39931287-39972308	0.3973
NM_001130825	chr19(.):39931185-39972308	0.4003
NM_019088	chr19(.):39871269-39886679	0.7067
NM_017592	chr19(.):39876962-39896203	1.9484
NM_001020	chr19(.):39918846-39931618	1.1307
NM_022835	chr19(.):39898749-39924055	0.8881
NM_001699	chr19(.):41720107-41772671	0.3845
NM_052848	chr19(.):41811093-41835788	0.7029
NM_001098506	chr19(.):42077530-42098197	0.0655
NM_002287	chr19(.):54860234-54881721	0.7272
NM_012276	chr19(.):54839691-54855421	0.1738
NM_001005367	chr19(.):54921634-54953054	0.1138
NM_032430	chr19(.):55790533-55828903	0.4565
NM_173804	chr19(.):55733001-55745632	0.0733
NM_001130106	chr19(.):55768590-55796751	0.7191
NM_014931	chr19(.):55736146-55775038	0.6452
NM_007050	chr20(.):40696391-41823557	0.0777
NM_052865	chr20(.):17944761-17976762	0.9041
NM_032501	chr20(.):24981872-25044616	0.5389
NM_001042472	chr20(.):25275849-25376477	0.7124
NM_015600	chr20(.):25270378-25376477	0.7413
NM_001191	chr20(.):30247260-30315656	1.4888
NM_016436	chr20(.):34354922-34543288	0.2297
NM_177996	chr20(.):34695347-34825721	0.2941
NM_015568	chr20(.):37429347-37556667	0.8713
NM_002466	chr20(.):42290708-42350122	0.891
NM_000022	chr20(.):43243162-43285376	0.8614
NM_183048	chr20(.):45833380-45990474	0.4633
NM_001161841	chr20(.):46281149-46420360	0.4244
NM_018837	chr20(.):46281149-46419808	0.4257
NM_199170	chr20(.):56218451-56290625	0.9902
NM_020182	chr20(.):56218451-56290031	0.9958
NM_199171	chr20(.):56218451-56291541	0.9802
NR_003045	chr20(.):17938352-17948589	0.545
NM_152227	chr20(.):17917243-17954490	0.8469
NM_014426	chr20(.):17917243-17954154	0.8507
NM_014588	chr20(.):25051098-25067767	0.1978
NM_002862	chr20(.):25223705-25283648	1.1034
NM_012112	chr20(.):30321903-30394603	0.1962
NM_004902	chr20(.):34286530-34335193	0.6262
NM_080748	chr20(.):34282231-34293902	0.6929
NM_001198989	chr20(.):34251609-34292287	0.5077
NR_027451	chr20(.):34628539-34643882	0.7102
NM_030919	chr20(.):37549954-37586703	0.3134
NM_001008901	chr20(.):42349800-42360642	0.2446
NR_034104	chr20(.):43280091-43305380	0.3988
NR_024594	chr20(.):45942245-45954498	0.141
NM_006526	chr20(.):52178609-52204636	0.4817
NM_080615	chr20(.):55061547-55105981	0.0929
NM_001012971	chr20(.):55094784-55106208	0.1357
NM_001013646	chr20(.):55103301-55116576	0.1019
NM_001160419	chr20(.):56182946-56200632	1.4307
NM_001160418	chr20(.):56173901-56200632	0.995
NM_000874	chr21(.):34597230-34640062	1.1681
NM_207585	chr21(.):34597230-34641820	1.2506
NM_001754	chr21(.):36155097-36426595	0.1876
NM_001001890	chr21(.):36155097-36265987	0.3728
NM_000628	chr21(.):34633671-34674520	0.4972
NM_001122607	chr21(.):36188573-36265987	0.507
NM_173354	chr21(.):44829397-44852002	1.6335
NR_026960	chr21(.):44864903-44878771	0.2071
NM_002473	chr22(.):36672322-36789063	0.4723
NM_001195071	chr22(.):38610297-38673670	0.5576
NM_001195072	chr22(.):38610297-38674040	0.5572
NM_017424	chr22(.):17655193-17695779	0.1563
NM_001178126	chr22(.):23224959-23243013	0.3097
NM_152221	chr22(.):38681696-38718413	0.8292
NR_002821	chr22(.):38735669-38799931	0.9336
NM_001894	chr22(.):38681696-38719089	0.8159
NM_016657	chr22(.):38859082-38882637	0.2043
NM_004981	chr22(.):38817332-38845033	0.1038
NM_001098505	chr22(.):38874442-38889535	0.1531
NM_001098504	chr22(.):38874442-38907345	0.6779
NM_152868	chr22(.):38817332-38856203	0.1938
NM_004286	chr22(.):39096806-39134592	0.5345
NM_005740	chr22(.):39169512-39195161	0.1296
NM_014876	chr22(.):39076547-39101459	0.6461
NM_015374	chr22(.):39125734-39156947	0.7444
NM_004900	chr22(.):39373404-39393783	0.9634
NM_001193289	chr22(.):39348526-39393783	0.669
NM_152426	chr22(.):39412117-39434256	0.3596
NM_014508	chr22(.):39405264-39419825	0.6698
NM_016272	chr22(.):41824491-41848027	0.7777
NM_032758	chr22(.):41850720-41869708	0.6452
NM_001098	chr22(.):41860128-41929993	0.2967
