GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
1_MACS_peak_16319_lociStitched	chr2(.):216675633-216677468	0.2178
1_MACS_peak_16320_lociStitched	chr2(.):216704658-216707220	0.215
1_MACS_peak_16321_lociStitched	chr2(.):216744984-216746116	0.0827
4_MACS_peak_16322_lociStitched	chr2(.):216764742-216785437	0.1523
2_MACS_peak_16326_lociStitched	chr2(.):216877029-216883423	0.2149
1_MACS_peak_16328_lociStitched	chr2(.):216921495-216923837	0.3053
2_MACS_peak_16329_lociStitched	chr2(.):216945452-216956495	0.1456
2_MACS_peak_16331_lociStitched	chr2(.):216972973-216980526	0.2229
1_MACS_peak_16333_lociStitched	chr2(.):217079279-217089242	0.222
1_MACS_peak_16334_lociStitched	chr2(.):217276755-217278109	0.18
1_MACS_peak_16335_lociStitched	chr2(.):217362427-217365030	0.2352
1_MACS_peak_16336_lociStitched	chr2(.):217556747-217558326	0.1325
1_MACS_peak_16337_lociStitched	chr2(.):218458082-218459507	0.1368
1_MACS_peak_16338_lociStitched	chr2(.):218473699-218476959	0.2522
2_MACS_peak_16339_lociStitched	chr2(.):218898839-218904908	0.1185
1_MACS_peak_16341_lociStitched	chr2(.):218933032-218934684	0.2174
1_MACS_peak_16342_lociStitched	chr2(.):219080891-219085600	0.2201
1_MACS_peak_16343_lociStitched	chr2(.):219092948-219096422	0.1818
1_MACS_peak_16344_lociStitched	chr2(.):219121699-219123254	0.193
1_MACS_peak_16345_lociStitched	chr2(.):219134003-219136300	0.2397
3_MACS_peak_16346_lociStitched	chr2(.):219148256-219160856	0.1743
1_MACS_peak_16349_lociStitched	chr2(.):219231764-219233341	0.154
3_MACS_peak_16350_lociStitched	chr2(.):219259936-219272283	0.1268
1_MACS_peak_16353_lociStitched	chr2(.):219431808-219436142	0.2547
1_MACS_peak_16354_lociStitched	chr2(.):219464475-219466571	0.2357
1_MACS_peak_16355_lociStitched	chr2(.):219523082-219525391	0.1562
1_MACS_peak_16356_lociStitched	chr2(.):219535859-219537623	0.1867
2_MACS_peak_16357_lociStitched	chr2(.):219571877-219576770	0.1801
1_MACS_peak_16359_lociStitched	chr2(.):219597334-219599628	0.137
5_MACS_peak_16360_lociStitched	chr2(.):219741250-219763451	0.1665
1_MACS_peak_16365_lociStitched	chr2(.):219773170-219774855	0.2344
1_MACS_peak_16366_lociStitched	chr2(.):219857674-219858847	0.0993
1_MACS_peak_16367_lociStitched	chr2(.):220024542-220026076	0.2307
1_MACS_peak_16368_lociStitched	chr2(.):220040388-220044249	0.1712
1_MACS_peak_16369_lociStitched	chr2(.):220070343-220072334	0.1271
1_MACS_peak_16370_lociStitched	chr2(.):220081691-220084392	0.2204
1_MACS_peak_16371_lociStitched	chr2(.):220093037-220095670	0.2563
3_MACS_peak_16372_lociStitched	chr2(.):220109444-220120434	0.1756
1_MACS_peak_16375_lociStitched	chr2(.):220142111-220145147	0.1926
1_MACS_peak_16376_lociStitched	chr2(.):220158889-220160154	0.2041
1_MACS_peak_16377_lociStitched	chr2(.):220226961-220228196	0.2007
1_MACS_peak_16378_lociStitched	chr2(.):220251410-220253731	0.1584
1_MACS_peak_16379_lociStitched	chr2(.):220263116-220264402	0.1602
1_MACS_peak_16380_lociStitched	chr2(.):220362336-220364595	0.1957
1_MACS_peak_16381_lociStitched	chr2(.):220407117-220409335	0.1782
1_MACS_peak_16382_lociStitched	chr2(.):220461758-220463697	0.2109
1_MACS_peak_16383_lociStitched	chr2(.):220549222-220550749	0.1578
1_MACS_peak_16384_lociStitched	chr2(.):222067289-222068785	0.1497
2_MACS_peak_16385_lociStitched	chr2(.):223182705-223185281	0.0972
1_MACS_peak_16387_lociStitched	chr2(.):223287684-223290018	0.1274
1_MACS_peak_16388_lociStitched	chr2(.):223369218-223370362	0.1667
1_MACS_peak_16389_lociStitched	chr2(.):223436829-223438861	0.1551
1_MACS_peak_16390_lociStitched	chr2(.):223516847-223521967	0.19
1_MACS_peak_16391_lociStitched	chr2(.):223725229-223726993	0.1053
1_MACS_peak_16392_lociStitched	chr2(.):224127450-224128745	0.1517
2_MACS_peak_16393_lociStitched	chr2(.):224700437-224707344	0.132
1_MACS_peak_16395_lociStitched	chr2(.):224746096-224747550	0.1764
1_MACS_peak_16396_lociStitched	chr2(.):224760529-224762915	0.1487
3_MACS_peak_16397_lociStitched	chr2(.):224808747-224823147	0.1295
2_MACS_peak_16400_lociStitched	chr2(.):224887141-224892422	0.1796
1_MACS_peak_16402_lociStitched	chr2(.):224902275-224904797	0.1919
1_MACS_peak_16403_lociStitched	chr2(.):225384732-225387540	0.1675
3_MACS_peak_16404_lociStitched	chr2(.):225448825-225451901	0.1645
1_MACS_peak_16407_lociStitched	chr2(.):225758608-225760287	0.1578
1_MACS_peak_16408_lociStitched	chr2(.):225786235-225788527	0.1968
4_MACS_peak_16409_lociStitched	chr2(.):225802205-225823564	0.1357
1_MACS_peak_16413_lociStitched	chr2(.):225833835-225836253	0.1792
1_MACS_peak_16414_lociStitched	chr2(.):225872411-225874229	0.1568
1_MACS_peak_16415_lociStitched	chr2(.):225905063-225908154	0.1187
1_MACS_peak_16416_lociStitched	chr2(.):225917008-225918436	0.2021
3_MACS_peak_16417_lociStitched	chr2(.):225976662-225982685	0.1469
1_MACS_peak_16420_lociStitched	chr2(.):226138860-226141856	0.1204
3_MACS_peak_16421_lociStitched	chr2(.):226323090-226332342	0.1161
1_MACS_peak_16424_lociStitched	chr2(.):226895183-226896674	0.1444
1_MACS_peak_16425_lociStitched	chr2(.):227164586-227166511	0.1546
1_MACS_peak_16426_lociStitched	chr2(.):227199607-227201479	0.183
1_MACS_peak_16427_lociStitched	chr2(.):227286898-227289418	0.2089
1_MACS_peak_16428_lociStitched	chr2(.):227636437-227639196	0.2045
2_MACS_peak_16429_lociStitched	chr2(.):227655442-227666844	0.1473
1_MACS_peak_16431_lociStitched	chr2(.):227699682-227702221	0.1973
1_MACS_peak_16432_lociStitched	chr2(.):227709755-227711078	0.1293
1_MACS_peak_16433_lociStitched	chr2(.):227737306-227739357	0.1883
2_MACS_peak_16434_lociStitched	chr2(.):227769385-227782321	0.1428
1_MACS_peak_16436_lociStitched	chr2(.):227834279-227837017	0.1562
1_MACS_peak_16437_lociStitched	chr2(.):227848933-227850566	0.1715
1_MACS_peak_16438_lociStitched	chr2(.):228027682-228030500	0.2019
1_MACS_peak_16439_lociStitched	chr2(.):228172811-228174579	0.1293
1_MACS_peak_16440_lociStitched	chr2(.):228188951-228192152	0.201
3_MACS_peak_16441_lociStitched	chr2(.):228270561-228281448	0.1352
1_MACS_peak_16444_lociStitched	chr2(.):228336149-228338110	0.1046
1_MACS_peak_16445_lociStitched	chr2(.):228647205-228648729	0.1091
1_MACS_peak_16446_lociStitched	chr2(.):228669638-228671212	0.1278
1_MACS_peak_16447_lociStitched	chr2(.):228746209-228747860	0.1817
1_MACS_peak_16448_lociStitched	chr2(.):228967506-228968727	0.2183
1_MACS_peak_16449_lociStitched	chr2(.):229147664-229149332	0.1012
1_MACS_peak_16450_lociStitched	chr2(.):230419416-230420093	0.0493
1_MACS_peak_16451_lociStitched	chr2(.):230785541-230788274	0.08
1_MACS_peak_16452_lociStitched	chr2(.):230931563-230934048	0.0933
1_MACS_peak_16453_lociStitched	chr2(.):230998055-231001301	0.1387
1_MACS_peak_16454_lociStitched	chr2(.):231067359-231068804	0.0698
2_MACS_peak_16455_lociStitched	chr2(.):231084106-231091529	0.0852
1_MACS_peak_16457_lociStitched	chr2(.):231182729-231184033	0.0801
1_MACS_peak_16458_lociStitched	chr2(.):231191046-231192833	0.1067
2_MACS_peak_16459_lociStitched	chr2(.):231275593-231282055	0.0771
1_MACS_peak_16461_lociStitched	chr2(.):231311790-231314231	0.1218
1_MACS_peak_16462_lociStitched	chr2(.):231453810-231454561	0.0567
1_MACS_peak_16463_lociStitched	chr2(.):231467071-231468532	0.0897
2_MACS_peak_16464_lociStitched	chr2(.):231524630-231534807	0.0726
1_MACS_peak_16466_lociStitched	chr2(.):231576746-231579098	0.0789
2_MACS_peak_16467_lociStitched	chr2(.):231725829-231739876	0.0926
2_MACS_peak_16469_lociStitched	chr2(.):231750170-231760112	0.1058
1_MACS_peak_16471_lociStitched	chr2(.):231789901-231791741	0.0624
1_MACS_peak_16472_lociStitched	chr2(.):231821346-231823312	0.1228
1_MACS_peak_16473_lociStitched	chr2(.):231833282-231834925	0.0581
1_MACS_peak_16474_lociStitched	chr2(.):231921032-231922683	0.1246
1_MACS_peak_16475_lociStitched	chr2(.):232025243-232028524	0.1245
1_MACS_peak_16476_lociStitched	chr2(.):232062467-232063948	0.0621
1_MACS_peak_16477_lociStitched	chr2(.):232085770-232087787	0.0482
1_MACS_peak_16478_lociStitched	chr2(.):232270461-232271533	0.1059
1_MACS_peak_16479_lociStitched	chr2(.):232328120-232330540	0.0878
1_MACS_peak_16480_lociStitched	chr2(.):232347116-232349153	0.0881
1_MACS_peak_16481_lociStitched	chr2(.):232378305-232380023	0.0838
3_MACS_peak_16482_lociStitched	chr2(.):232468462-232487155	0.0538
1_MACS_peak_16485_lociStitched	chr2(.):232507435-232508386	0.0841
4_MACS_peak_16486_lociStitched	chr2(.):232526185-232540513	0.0809
1_MACS_peak_16490_lociStitched	chr2(.):232570366-232576123	0.1022
1_MACS_peak_16491_lociStitched	chr2(.):232633953-232635407	0.0963
2_MACS_peak_16492_lociStitched	chr2(.):232645260-232651884	0.0901
2_MACS_peak_16494_lociStitched	chr2(.):232687086-232714787	0.1121
1_MACS_peak_16496_lociStitched	chr2(.):232825809-232827149	0.1122
1_MACS_peak_16497_lociStitched	chr2(.):232891523-232892610	0.1
1_MACS_peak_16498_lociStitched	chr2(.):233076442-233077278	0.0949
1_MACS_peak_16499_lociStitched	chr2(.):233139350-233142275	0.1168
1_MACS_peak_16500_lociStitched	chr2(.):233179564-233180783	0.0731
1_MACS_peak_16501_lociStitched	chr2(.):233228238-233229173	0.0585
1_MACS_peak_16502_lociStitched	chr2(.):233414655-233416222	0.0913
1_MACS_peak_16503_lociStitched	chr2(.):233457268-233458036	0.0556
1_MACS_peak_16504_lociStitched	chr2(.):233561550-233563209	0.1278
1_MACS_peak_16505_lociStitched	chr2(.):233821876-233823208	0.0832
1_MACS_peak_16506_lociStitched	chr2(.):233924138-233927393	0.0895
4_MACS_peak_16507_lociStitched	chr2(.):233940106-233952464	0.0782
1_MACS_peak_16511_lociStitched	chr2(.):233964666-233965831	0.1495
1_MACS_peak_16512_lociStitched	chr2(.):234094148-234095130	0.0726
1_MACS_peak_16513_lociStitched	chr2(.):234132017-234133223	0.1014
2_MACS_peak_16514_lociStitched	chr2(.):234155586-234161106	0.0926
1_MACS_peak_16516_lociStitched	chr2(.):234176098-234177502	0.1412
1_MACS_peak_16517_lociStitched	chr2(.):234239551-234241064	0.153
2_MACS_peak_16518_lociStitched	chr2(.):234256992-234262992	0.0811
1_MACS_peak_16520_lociStitched	chr2(.):234283354-234285151	0.0997
1_MACS_peak_16521_lociStitched	chr2(.):234293526-234294672	0.0713
1_MACS_peak_16522_lociStitched	chr2(.):234326857-234329222	0.1054
2_MACS_peak_16523_lociStitched	chr2(.):234421953-234431373	0.098
1_MACS_peak_16525_lociStitched	chr2(.):234473962-234475869	0.0697
1_MACS_peak_16526_lociStitched	chr2(.):234761902-234764249	0.0722
1_MACS_peak_16527_lociStitched	chr2(.):234776508-234777399	0.051
1_MACS_peak_16528_lociStitched	chr2(.):234873437-234877994	0.1248
2_MACS_peak_16529_lociStitched	chr2(.):235197743-235202820	0.0949
1_MACS_peak_16531_lociStitched	chr2(.):235333335-235336497	0.1027
3_MACS_peak_16532_lociStitched	chr2(.):235390751-235406080	0.0812
1_MACS_peak_16535_lociStitched	chr2(.):235789625-235790870	0.0885
1_MACS_peak_16536_lociStitched	chr2(.):235860830-235861779	0.0488
1_MACS_peak_16537_lociStitched	chr2(.):235901505-235903625	0.1003
1_MACS_peak_16538_lociStitched	chr2(.):236235618-236236795	0.116
1_MACS_peak_16539_lociStitched	chr2(.):236297328-236300545	0.092
3_MACS_peak_16540_lociStitched	chr2(.):236340772-236354029	0.0651
1_MACS_peak_16543_lociStitched	chr2(.):236388577-236390212	0.0583
2_MACS_peak_16544_lociStitched	chr2(.):236403161-236412327	0.0727
1_MACS_peak_16546_lociStitched	chr2(.):236460549-236461781	0.1072
1_MACS_peak_16547_lociStitched	chr2(.):236477760-236479582	0.0938
3_MACS_peak_16548_lociStitched	chr2(.):236509475-236523577	0.0656
1_MACS_peak_16551_lociStitched	chr2(.):237273709-237275947	0.1192
1_MACS_peak_16552_lociStitched	chr2(.):237965777-237969129	0.1219
1_MACS_peak_16553_lociStitched	chr2(.):237993565-237995201	0.0975
1_MACS_peak_16554_lociStitched	chr2(.):238063335-238064953	0.0792
1_MACS_peak_16555_lociStitched	chr2(.):238336160-238338180	0.1049
1_MACS_peak_16556_lociStitched	chr2(.):238383416-238384657	0.0581
1_MACS_peak_16557_lociStitched	chr2(.):238437640-238440395	0.0995
1_MACS_peak_16558_lociStitched	chr2(.):238508274-238509770	0.0935
1_MACS_peak_16559_lociStitched	chr2(.):238525003-238526596	0.0872
1_MACS_peak_16560_lociStitched	chr2(.):238581520-238584649	0.1011
4_MACS_peak_16561_lociStitched	chr2(.):238599715-238613359	0.0952
1_MACS_peak_16565_lociStitched	chr2(.):238813129-238814679	0.0611
1_MACS_peak_16566_lociStitched	chr2(.):238831166-238832879	0.082
1_MACS_peak_16567_lociStitched	chr2(.):238968620-238970960	0.0976
1_MACS_peak_16568_lociStitched	chr2(.):239111047-239113187	0.0679
2_MACS_peak_16569_lociStitched	chr2(.):239148789-239150380	0.0522
2_MACS_peak_16571_lociStitched	chr2(.):239167312-239176739	0.0801
1_MACS_peak_16573_lociStitched	chr2(.):239196428-239198455	0.0916
1_MACS_peak_16574_lociStitched	chr2(.):239322594-239324873	0.0859
1_MACS_peak_16575_lociStitched	chr2(.):239334777-239336746	0.0864
1_MACS_peak_16576_lociStitched	chr2(.):239869238-239870593	0.0886
1_MACS_peak_16577_lociStitched	chr2(.):240122597-240123719	0.1037
1_MACS_peak_16578_lociStitched	chr2(.):240174339-240175841	0.0503
1_MACS_peak_16579_lociStitched	chr2(.):240188268-240189961	0.0786
1_MACS_peak_16580_lociStitched	chr2(.):240210363-240211925	0.0986
2_MACS_peak_16581_lociStitched	chr2(.):240240606-240250449	0.0777
1_MACS_peak_16583_lociStitched	chr2(.):240322590-240324255	0.0978
1_MACS_peak_16584_lociStitched	chr2(.):240470370-240471104	0.038
1_MACS_peak_16585_lociStitched	chr2(.):240524097-240525927	0.0456
2_MACS_peak_16586_lociStitched	chr2(.):240688246-240693528	0.0596
1_MACS_peak_16588_lociStitched	chr2(.):240964653-240965769	0.0383
1_MACS_peak_16589_lociStitched	chr2(.):241075007-241076105	0.0441
1_MACS_peak_16590_lociStitched	chr2(.):241374023-241375056	0.0496
3_MACS_peak_16591_lociStitched	chr2(.):241499279-241509293	0.0893
2_MACS_peak_16594_lociStitched	chr2(.):241518298-241527501	0.0943
1_MACS_peak_16596_lociStitched	chr2(.):241975775-241976888	0.0978
1_MACS_peak_16597_lociStitched	chr2(.):242003501-242004328	0.0206
1_MACS_peak_16598_lociStitched	chr2(.):242041047-242042635	0.1294
1_MACS_peak_16599_lociStitched	chr2(.):242087942-242090577	0.0702
1_MACS_peak_16600_lociStitched	chr2(.):242210762-242212976	0.0423
1_MACS_peak_16601_lociStitched	chr2(.):242253486-242256600	0.1727
1_MACS_peak_16602_lociStitched	chr2(.):242275800-242276688	0.0592
1_MACS_peak_16603_lociStitched	chr2(.):242295377-242296433	0.014
2_MACS_peak_16604_lociStitched	chr2(.):242447889-242455895	0.0624
1_MACS_peak_16606_lociStitched	chr2(.):242575481-242577484	0.0444
1_MACS_peak_16607_lociStitched	chr2(.):242625410-242627437	0.0854
1_MACS_peak_16608_lociStitched	chr2(.):242640269-242641663	0.0552
1_MACS_peak_16609_lociStitched	chr2(.):242673638-242675041	0.0444
1_MACS_peak_16610_lociStitched	chr2(.):242800346-242803337	0.0657
1_MACS_peak_16611_lociStitched	chr2(.):242822851-242825083	0.1103
2_MACS_peak_16612_lociStitched	chr2(.):243026567-243032116	0.142
1_MACS_peak_16614_lociStitched	chr2(.):243039963-243041292	0.1777
1_MACS_peak_16615_lociStitched	chr20(.):117896-119262	0.1968
1_MACS_peak_16616_lociStitched	chr20(.):207636-209411	0.1508
1_MACS_peak_16617_lociStitched	chr20(.):246939-248181	0.1847
2_MACS_peak_16618_lociStitched	chr20(.):270253-279764	0.1401
1_MACS_peak_16620_lociStitched	chr20(.):304547-307810	0.1641
1_MACS_peak_16621_lociStitched	chr20(.):327757-329744	0.1741
1_MACS_peak_16622_lociStitched	chr20(.):360814-362614	0.1055
1_MACS_peak_16623_lociStitched	chr20(.):387649-390145	0.1918
1_MACS_peak_16624_lociStitched	chr20(.):418344-420256	0.2043
1_MACS_peak_16625_lociStitched	chr20(.):441895-444058	0.1308
1_MACS_peak_16626_lociStitched	chr20(.):523486-525519	0.2897
1_MACS_peak_16627_lociStitched	chr20(.):632414-635126	0.1626
2_MACS_peak_16628_lociStitched	chr20(.):808987-815638	0.1453
1_MACS_peak_16630_lociStitched	chr20(.):954290-955288	0.1866
1_MACS_peak_16631_lociStitched	chr20(.):1063161-1065472	0.211
1_MACS_peak_16632_lociStitched	chr20(.):1098303-1100625	0.2503
1_MACS_peak_16633_lociStitched	chr20(.):1142818-1144901	0.1725
1_MACS_peak_16634_lociStitched	chr20(.):1206587-1207575	0.0858
1_MACS_peak_16635_lociStitched	chr20(.):1227716-1229056	0.162
1_MACS_peak_16636_lociStitched	chr20(.):1246065-1247689	0.1675
1_MACS_peak_16637_lociStitched	chr20(.):1267708-1268603	0.128
1_MACS_peak_16638_lociStitched	chr20(.):1305201-1307352	0.203
1_MACS_peak_16639_lociStitched	chr20(.):1372448-1374475	0.1669
1_MACS_peak_16640_lociStitched	chr20(.):1446512-1447997	0.2204
1_MACS_peak_16641_lociStitched	chr20(.):1479581-1482571	0.1694
1_MACS_peak_16642_lociStitched	chr20(.):1503972-1505555	0.145
1_MACS_peak_16643_lociStitched	chr20(.):1515631-1517387	0.1071
1_MACS_peak_16644_lociStitched	chr20(.):1757117-1758585	0.1817
2_MACS_peak_16645_lociStitched	chr20(.):1781623-1792585	0.142
1_MACS_peak_16647_lociStitched	chr20(.):1800455-1802361	0.1311
1_MACS_peak_16648_lociStitched	chr20(.):1824810-1826596	0.1955
2_MACS_peak_16649_lociStitched	chr20(.):1874549-1879676	0.1245
1_MACS_peak_16651_lociStitched	chr20(.):1932254-1934609	0.119
1_MACS_peak_16652_lociStitched	chr20(.):1945717-1946899	0.1381
1_MACS_peak_16653_lociStitched	chr20(.):2081533-2084852	0.2384
1_MACS_peak_16654_lociStitched	chr20(.):2187361-2190046	0.1799
1_MACS_peak_16655_lociStitched	chr20(.):2367007-2368358	0.1481
1_MACS_peak_16656_lociStitched	chr20(.):2449917-2452411	0.2236
1_MACS_peak_16657_lociStitched	chr20(.):2488610-2490597	0.2304
1_MACS_peak_16658_lociStitched	chr20(.):2504883-2506311	0.1559
1_MACS_peak_16659_lociStitched	chr20(.):2631773-2634488	0.1626
1_MACS_peak_16660_lociStitched	chr20(.):2643933-2645856	0.1695
1_MACS_peak_16661_lociStitched	chr20(.):2725427-2726797	0.1455
1_MACS_peak_16662_lociStitched	chr20(.):2820274-2822077	0.1352
1_MACS_peak_16663_lociStitched	chr20(.):2853021-2855321	0.1457
1_MACS_peak_16664_lociStitched	chr20(.):2963878-2965922	0.2178
1_MACS_peak_16665_lociStitched	chr20(.):3025461-3028127	0.1781
1_MACS_peak_16666_lociStitched	chr20(.):3081427-3083965	0.1703
1_MACS_peak_16667_lociStitched	chr20(.):3139359-3141364	0.2024
1_MACS_peak_16668_lociStitched	chr20(.):3153463-3154654	0.0967
2_MACS_peak_16669_lociStitched	chr20(.):3183444-3191315	0.1607
1_MACS_peak_16671_lociStitched	chr20(.):3218842-3220682	0.0999
1_MACS_peak_16672_lociStitched	chr20(.):3450677-3452748	0.1459
3_MACS_peak_16673_lociStitched	chr20(.):3632076-3647634	0.1294
1_MACS_peak_16676_lociStitched	chr20(.):3747659-3749937	0.2746
1_MACS_peak_16677_lociStitched	chr20(.):3775678-3780245	0.1904
1_MACS_peak_16678_lociStitched	chr20(.):3800061-3802408	0.2041
1_MACS_peak_16679_lociStitched	chr20(.):3826276-3828676	0.143
1_MACS_peak_16680_lociStitched	chr20(.):3868686-3871531	0.1891
1_MACS_peak_16681_lociStitched	chr20(.):3960509-3962169	0.1463
1_MACS_peak_16682_lociStitched	chr20(.):3969485-3970733	0.1284
1_MACS_peak_16683_lociStitched	chr20(.):3995061-3997135	0.1222
1_MACS_peak_16684_lociStitched	chr20(.):4018012-4019796	0.1988
1_MACS_peak_16685_lociStitched	chr20(.):4062371-4064638	0.1734
1_MACS_peak_16686_lociStitched	chr20(.):4092361-4094570	0.1903
1_MACS_peak_16687_lociStitched	chr20(.):4114913-4117175	0.1282
3_MACS_peak_16688_lociStitched	chr20(.):4128686-4143174	0.0895
1_MACS_peak_16691_lociStitched	chr20(.):4152143-4153723	0.1386
1_MACS_peak_16692_lociStitched	chr20(.):4230798-4232842	0.1285
1_MACS_peak_16693_lociStitched	chr20(.):4450337-4452389	0.1765
2_MACS_peak_16694_lociStitched	chr20(.):4587811-4595873	0.1623
1_MACS_peak_16696_lociStitched	chr20(.):4645423-4647779	0.1734
1_MACS_peak_16697_lociStitched	chr20(.):4666153-4668261	0.1196
1_MACS_peak_16698_lociStitched	chr20(.):4700062-4702144	0.2109
1_MACS_peak_16699_lociStitched	chr20(.):4739337-4742413	0.1787
1_MACS_peak_16700_lociStitched	chr20(.):4774478-4776736	0.1652
2_MACS_peak_16701_lociStitched	chr20(.):4794022-4804606	0.1426
2_MACS_peak_16703_lociStitched	chr20(.):4874007-4882876	0.1682
1_MACS_peak_16705_lociStitched	chr20(.):4898277-4900737	0.2033
1_MACS_peak_16706_lociStitched	chr20(.):4953285-4955124	0.1902
1_MACS_peak_16707_lociStitched	chr20(.):4980537-4981999	0.1647
1_MACS_peak_16708_lociStitched	chr20(.):5036833-5038481	0.1376
2_MACS_peak_16709_lociStitched	chr20(.):5048858-5062221	0.1767
1_MACS_peak_16711_lociStitched	chr20(.):5070278-5071672	0.1475
3_MACS_peak_16712_lociStitched	chr20(.):5092403-5109192	0.192
1_MACS_peak_16715_lociStitched	chr20(.):5127082-5129089	0.1852
1_MACS_peak_16716_lociStitched	chr20(.):5170420-5175100	0.2318
4_MACS_peak_16717_lociStitched	chr20(.):5570389-5592606	0.1775
1_MACS_peak_16721_lociStitched	chr20(.):5613926-5615431	0.1609
2_MACS_peak_16722_lociStitched	chr20(.):5622584-5628296	0.1382
1_MACS_peak_16724_lociStitched	chr20(.):5730331-5731966	0.1349
1_MACS_peak_16725_lociStitched	chr20(.):5750502-5752252	0.2037
1_MACS_peak_16726_lociStitched	chr20(.):5777983-5779228	0.0934
1_MACS_peak_16727_lociStitched	chr20(.):5899229-5901384	0.1633
1_MACS_peak_16728_lociStitched	chr20(.):5930203-5932413	0.2282
1_MACS_peak_16729_lociStitched	chr20(.):5985851-5987841	0.1328
1_MACS_peak_16730_lociStitched	chr20(.):6002414-6003775	0.0572
1_MACS_peak_16731_lociStitched	chr20(.):6082663-6084431	0.151
1_MACS_peak_16732_lociStitched	chr20(.):6102503-6105010	0.1782
1_MACS_peak_16733_lociStitched	chr20(.):6140491-6142938	0.1573
1_MACS_peak_16734_lociStitched	chr20(.):6245266-6246822	0.1945
1_MACS_peak_16735_lociStitched	chr20(.):6555846-6557735	0.1407
1_MACS_peak_16736_lociStitched	chr20(.):6748041-6749299	0.0943
1_MACS_peak_16737_lociStitched	chr20(.):6956559-6957668	0.1146
1_MACS_peak_16738_lociStitched	chr20(.):7117596-7119552	0.179
1_MACS_peak_16739_lociStitched	chr20(.):7484885-7487549	0.1394
1_MACS_peak_16740_lociStitched	chr20(.):7667666-7669576	0.1937
1_MACS_peak_16741_lociStitched	chr20(.):7745496-7746511	0.1233
1_MACS_peak_16742_lociStitched	chr20(.):7999073-8001957	0.2051
1_MACS_peak_16743_lociStitched	chr20(.):8094679-8096420	0.1503
1_MACS_peak_16744_lociStitched	chr20(.):8112839-8113710	0.0637
1_MACS_peak_16745_lociStitched	chr20(.):8136135-8138536	0.1899
1_MACS_peak_16746_lociStitched	chr20(.):8193510-8195505	0.2102
2_MACS_peak_16747_lociStitched	chr20(.):8379743-8390107	0.1413
1_MACS_peak_16749_lociStitched	chr20(.):8460491-8462153	0.1954
1_MACS_peak_16750_lociStitched	chr20(.):8504503-8505741	0.1089
1_MACS_peak_16751_lociStitched	chr20(.):8581165-8581705	0.0601
1_MACS_peak_16752_lociStitched	chr20(.):8785938-8787682	0.1917
2_MACS_peak_16753_lociStitched	chr20(.):9368098-9374503	0.1226
2_MACS_peak_16755_lociStitched	chr20(.):9391023-9402031	0.1347
2_MACS_peak_16757_lociStitched	chr20(.):9421946-9429401	0.1541
1_MACS_peak_16759_lociStitched	chr20(.):9437433-9440312	0.1907
2_MACS_peak_16760_lociStitched	chr20(.):9458753-9464433	0.1553
1_MACS_peak_16762_lociStitched	chr20(.):9479902-9481677	0.174
1_MACS_peak_16763_lociStitched	chr20(.):9489713-9498885	0.1934
1_MACS_peak_16764_lociStitched	chr20(.):9583050-9584403	0.1344
1_MACS_peak_16765_lociStitched	chr20(.):9595929-9598369	0.2644
1_MACS_peak_16766_lociStitched	chr20(.):9657333-9658827	0.1534
1_MACS_peak_16767_lociStitched	chr20(.):9685245-9687976	0.1912
1_MACS_peak_16768_lociStitched	chr20(.):9869518-9870740	0.1893
1_MACS_peak_16769_lociStitched	chr20(.):10015230-10016671	0.1755
1_MACS_peak_16770_lociStitched	chr20(.):10109635-10111025	0.1253
1_MACS_peak_16771_lociStitched	chr20(.):10152599-10153800	0.0828
1_MACS_peak_16772_lociStitched	chr20(.):10413700-10417004	0.2347
1_MACS_peak_16773_lociStitched	chr20(.):10427031-10428926	0.1731
1_MACS_peak_16774_lociStitched	chr20(.):10455900-10458020	0.1396
1_MACS_peak_16775_lociStitched	chr20(.):10491252-10493354	0.153
1_MACS_peak_16776_lociStitched	chr20(.):10650103-10656482	0.1477
1_MACS_peak_16777_lociStitched	chr20(.):11110594-11112482	0.1146
1_MACS_peak_16778_lociStitched	chr20(.):11285372-11287004	0.1574
1_MACS_peak_16779_lociStitched	chr20(.):11871322-11873497	0.1512
1_MACS_peak_16780_lociStitched	chr20(.):11897792-11900653	0.2325
4_MACS_peak_16781_lociStitched	chr20(.):11954494-11976397	0.1237
1_MACS_peak_16785_lociStitched	chr20(.):12003202-12004969	0.1688
2_MACS_peak_16786_lociStitched	chr20(.):12032491-12038296	0.1726
2_MACS_peak_16788_lociStitched	chr20(.):12090437-12095500	0.1655
2_MACS_peak_16790_lociStitched	chr20(.):12146574-12154774	0.1292
1_MACS_peak_16792_lociStitched	chr20(.):12394925-12396959	0.178
1_MACS_peak_16793_lociStitched	chr20(.):12629554-12631302	0.1611
1_MACS_peak_16794_lociStitched	chr20(.):12988901-12991594	0.2297
1_MACS_peak_16795_lociStitched	chr20(.):13119736-13120936	0.1206
1_MACS_peak_16796_lociStitched	chr20(.):13227379-13229131	0.142
2_MACS_peak_16797_lociStitched	chr20(.):13372216-13377882	0.134
1_MACS_peak_16799_lociStitched	chr20(.):13618651-13620495	0.1938
1_MACS_peak_16800_lociStitched	chr20(.):13764746-13766848	0.1728
1_MACS_peak_16801_lociStitched	chr20(.):14200321-14201336	0.1715
