REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_17465_lociStitched	chr20	29610634	29613242	1	2609	27004.536	338	1	FRG1B		FRG1B	FRG1B	1.1048	338	1
1_MACS_peak_28225_lociStitched	chr9	123662792	123669162	1	6371	26997.334	339	1	TRAF1	PHF19	TRAF1	TRAF1	1.2482	339	1
3_MACS_peak_13187_lociStitched	chr18	74772424	74781266	3	8505	26951.3002	340	1	MBP	MBP	MBP	MBP	0.6478	340	1
6_MACS_peak_6763_lociStitched	chr12	117237489	117246397	6	8349	26922.6484	341	1	RNFT2		RNFT2	RNFT2	0.5378	341	1
3_MACS_peak_8608_lociStitched	chr14	106347374	106356325	3	8748	26849.4196	342	1		KIAA0125	KIAA0125	KIAA0125	0.01	342	1
8_MACS_peak_3860_lociStitched	chr10	125821711	125835058	8	12754	26815.4577	343	1	CHST15		CHST15	CHST15	0.608	343	1
1_MACS_peak_19525_lociStitched	chr3	9437086	9440982	1	3897	26742.144	344	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.5622	344	1
3_MACS_peak_11458_lociStitched	chr17	27043656	27049939	3	6059	26741.7046	345	1	RPL23A,SNORD42B,SNORD4A,RAB34	SNORD42A,SNORD4B,NEK8,TRAF4,PROCA1,TLCD1	RPL23A	SNORD4B	4.9054	345	1
1_MACS_peak_27398_lociStitched	chr8	145732175	145735762	1	3588	26729.9653	346	1	GPT,MFSD3	KIFC2,PPP1R16A,LRRC14,CYHR1,FOXH1,RECQL4,LRRC24,MGC70857	MFSD3	RECQL4	2.7851	346	1
4_MACS_peak_2248_lociStitched	chr1	200855657	200865398	4	9466	26637.7386	347	1	C1orf106	GPR25	C1orf106	GPR25	1.1289	347	1
2_MACS_peak_23676_lociStitched	chr6	27858766	27864492	2	5713	26590.9714	348	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	HIST1H2BO	2.7485	348	1
2_MACS_peak_24131_lociStitched	chr6	44184596	44192388	2	7741	26555.136	349	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	NFKBIE	1.7338	349	1
1_MACS_peak_8845_lociStitched	chr15	40985358	40988900	1	3543	26495.5768	350	1	RAD51		RAD51	RAD51	0.6823	350	1
1_MACS_peak_20584_lociStitched	chr3	135913179	135916671	1	3493	26494.8516	351	1	MSL2		MSL2	MSL2	0.6003	351	1
2_MACS_peak_9887_lociStitched	chr16	3395446	3401101	2	5615	26475.579	352	1		ZNF75A,OR2C1,TIGD7,MTRNR2L4,ZNF434	OR2C1	TIGD7	0.4461	352	1
3_MACS_peak_14437_lociStitched	chr19	39339018	39344199	3	4929	26397.7131	353	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.2755	353	1
1_MACS_peak_4723_lociStitched	chr11	65380598	65385284	1	4687	26393.4264	354	1	PCNXL3,MAP3K11	SSSCA1,FAM89B,EHBP1L1,SIPA1,KCNK7,RELA	PCNXL3	KCNK7	3.1474	354	1
3_MACS_peak_27043_lociStitched	chr8	101504192	101508905	3	4705	26329.1745	355	1			ANKRD46	ANKRD46	NONE	355	1
1_MACS_peak_25973_lociStitched	chr7	108208319	108211504	1	3186	26326.8915	356	1	DNAJB9,THAP5	PNPLA8	THAP5	THAP5	1.6234	356	1
3_MACS_peak_14187_lociStitched	chr19	28890940	28899813	3	8578	26323.5291	357	1			LOC148145	LOC148145	NONE	357	1
3_MACS_peak_23366_lociStitched	chr6	7140670	7148910	3	7930	26248.52	358	1	RREB1		RREB1	RREB1	0.4856	358	1
2_MACS_peak_24506_lociStitched	chr6	109191740	109200685	2	8623	26207.9555	359	1	ARMC2		ARMC2	ARMC2	0.8267	359	1
1_MACS_peak_18952_lociStitched	chr22	37294879	37300201	1	5323	26112.9252	360	1		NCF4,CSF2RB	CSF2RB	NCF4	1.3165	360	1
2_MACS_peak_7842_lociStitched	chr14	50465425	50470923	2	5442	26005.54	361	1	C14orf182		C14orf182	C14orf182	0.8957	361	1
1_MACS_peak_20528_lociStitched	chr3	129293944	129298254	1	4311	25932.408	362	1	PLXND1	RHO,H1FOO	PLXND1	PLXND1	0.6674	362	1
5_MACS_peak_14644_lociStitched	chr19	45249815	45258879	5	8812	25923.04	363	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.3353	363	1
1_MACS_peak_28884_lociStitched	chrX	39963715	39969301	1	5587	25899.489	364	1	BCOR	BCOR	BCOR	BCOR	0.4015	364	1
2_MACS_peak_8716_lociStitched	chr15	31371669	31376880	2	5121	25888.7691	365	1	TRPM1	MIR211	MIR211	MIR211	0.141	365	1
3_MACS_peak_23733_lociStitched	chr6	30684015	30690644	3	6284	25885.5821	366	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.8439	366	1
1_MACS_peak_22177_lociStitched	chr5	32580897	32586659	1	5763	25848.332	367	1	SUB1		SUB1	SUB1	1.0043	367	1
