REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_17631_lociStitched	chr20	35469590	35475996	3	6211	19187.8918	405	1	C20orf117	C20orf118	C20orf117	405	1
1_MACS_peak_8318_lociStitched	chr14	91879407	91885614	1	6208	34055.3262	406	1	CCDC88C		CCDC88C	406	1
4_MACS_peak_19959_lociStitched	chr3	49376786	49383935	4	6199	21376.9398	407	1	USP4	GPX1	USP4	407	1
2_MACS_peak_12995_lociStitched	chr18	47622495	47628701	2	6185	20131.0228	408	1	MYO5B	MIR4320	MIR4320	408	1
1_MACS_peak_6321_lociStitched	chr12	68380895	68387078	1	6184	29420.5689	409	1			IFNG	409	1
4_MACS_peak_15720_lociStitched	chr2	65139975	65146662	4	6181	15494.4477	410	1	LOC400958		LOC400958	410	1
1_MACS_peak_26327_lociStitched	chr7	150062701	150068861	1	6161	35728.616	411	1	REPIN1	LRRC61,C7orf29,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	411	1
3_MACS_peak_6528_lociStitched	chr12	103661839	103668222	3	6152	13025.7881	412	1			C12orf42	412	1
6_MACS_peak_15788_lociStitched	chr2	70310314	70316951	6	6152	28198.6219	413	1	PCBP1,LOC400960	LOC100133985	LOC400960	413	1
3_MACS_peak_23555_lociStitched	chr6	26155271	26161510	3	6147	18463.6966	414	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	414	1
1_MACS_peak_5195_lociStitched	chr11	109824374	109830517	1	6144	32681.9886	415	1			ZC3H12C	415	1
2_MACS_peak_18944_lociStitched	chr22	37252538	37259136	2	6144	19433.0894	416	1	NCF4	PVALB	NCF4	416	1
3_MACS_peak_28002_lociStitched	chr9	97364926	97371250	3	6102	13422.0576	417	1	FBP1	FBP2	FBP2	417	1
3_MACS_peak_18_lociStitched	chr1	1070111	1076508	3	6096	27464.8798	418	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	418	1
6_MACS_peak_22954_lociStitched	chr5	150590214	150596712	6	6096	12248.0802	419	1	CCDC69	GM2A	CCDC69	419	1
6_MACS_peak_2569_lociStitched	chr1	226184222	226190971	6	6095	21049.4561	420	1	C1orf55		C1orf55	420	1
6_MACS_peak_1833_lociStitched	chr1	155910868	155917849	6	6095	14915.6046	421	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	421	1
3_MACS_peak_1531_lociStitched	chr1	143912391	143918958	3	6093	12093.1305	422	1	SRGAP2P2,FAM72D		SRGAP2P2	422	1
3_MACS_peak_16568_lociStitched	chr2	175457351	175463492	3	6089	19567.0683	423	1	WIPF1		WIPF1	423	1
1_MACS_peak_17439_lociStitched	chr20	24994101	25000169	1	6069	21745.8916	424	1	ACSS1	C20orf3	C20orf3	424	1
4_MACS_peak_9376_lociStitched	chr15	75742649	75748947	4	6060	34598.6928	425	1	SIN3A		SIN3A	425	1
3_MACS_peak_11458_lociStitched	chr17	27043656	27049939	3	6059	26741.7046	426	1	RPL23A,SNORD42B,SNORD4A,RAB34	SNORD42A,SNORD4B,NEK8,TRAF4,PROCA1,TLCD1	RPL23A	426	1
2_MACS_peak_16889_lociStitched	chr2	220109512	220115789	2	6055	18399.7701	427	1	STK16,GLB1L,TUBA4A	ZFAND2B,ANKZF1,TUBA4B,DNAJB2,ABCB6,ATG9A,MIR153-1	STK16	427	1
3_MACS_peak_10895_lociStitched	chr16	88618473	88624612	3	6052	14976.0905	428	1		ZC3H18	ZC3H18	428	1
1_MACS_peak_7460_lociStitched	chr13	97873717	97879762	1	6046	13777.1595	429	1	MBNL2		MBNL2	429	1
3_MACS_peak_3805_lociStitched	chr10	121064056	121070512	3	6043	15303.948	430	1	GRK5		GRK5	430	1
4_MACS_peak_3075_lociStitched	chr10	32603177	32609981	4	6037	15515.1612	431	1	EPC1		EPC1	431	1
4_MACS_peak_19887_lociStitched	chr3	46578337	46584990	4	6027	20224.4547	432	1	LRRC2	RTP3,TDGF1	LRRC2	432	1
6_MACS_peak_332_lociStitched	chr1	16173298	16179646	6	6024	23782.1472	433	1	SPEN,FLJ37453	UQCRHL	FLJ37453	433	1
2_MACS_peak_16461_lociStitched	chr2	158295425	158301457	2	6023	14371.8432	434	1	CYTIP		CYTIP	434	1
3_MACS_peak_18248_lociStitched	chr21	34606648	34613092	3	6011	18514.2564	435	1	IFNAR2	IL10RB	IFNAR2	435	1
2_MACS_peak_18443_lociStitched	chr21	45659984	45666010	2	6009	38292.217	436	1	ICOSLG	AIRE,DNMT3L	ICOSLG	436	1
3_MACS_peak_5463_lociStitched	chr11	128478611	128484786	3	5996	24057.8	437	1		ETS1	ETS1	437	1
3_MACS_peak_6452_lociStitched	chr12	94584239	94590331	3	5987	20347.28	438	1	PLXNC1		PLXNC1	438	1
2_MACS_peak_17606_lociStitched	chr20	34684515	34690637	2	5983	13966.7308	439	1		EPB41L1,LOC647979	EPB41L1	439	1
4_MACS_peak_5795_lociStitched	chr12	15110521	15116969	4	5973	14307.4672	440	1	ARHGDIB	PDE6H,ERP27	ARHGDIB	440	1
1_MACS_peak_16882_lociStitched	chr2	219756771	219762740	1	5970	17323.2318	441	1	WNT10A	WNT6	WNT10A	441	1
4_MACS_peak_28616_lociStitched	chr9	139791974	139798057	4	5962	16406.4593	442	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	442	1
2_MACS_peak_23583_lociStitched	chr6	26269169	26275604	2	5957	34919.5275	443	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H3G	443	1
4_MACS_peak_3415_lociStitched	chr10	81945899	81953073	4	5947	13276.9218	444	1	ANXA11		ANXA11	444	1
3_MACS_peak_5822_lociStitched	chr12	24687438	24693590	3	5944	10609.7392	445	1	SOX5	C12orf67	SOX5	445	1
1_MACS_peak_6635_lociStitched	chr12	109175157	109181091	1	5935	19653.408	446	1	SSH1	CORO1C,SSH1	SSH1	446	1
3_MACS_peak_24389_lociStitched	chr6	91180125	91186504	3	5933	19550.9971	447	1			MAP3K7	447	1
2_MACS_peak_1764_lociStitched	chr1	154375632	154381637	2	5930	14996.2865	448	1	IL6R		IL6R	448	1
5_MACS_peak_5264_lociStitched	chr11	115067500	115074347	5	5930	10919.5956	449	1	CADM1		CADM1	449	1
1_MACS_peak_22811_lociStitched	chr5	138723443	138729367	1	5925	17164.1976	450	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	450	1
1_MACS_peak_68_lociStitched	chr1	1708847	1714768	1	5922	29040.1366	451	1	NADK	SLC35E2,NADK	NADK	451	1
4_MACS_peak_5468_lociStitched	chr11	128491137	128497145	4	5917	21408.9072	452	1		ETS1	ETS1	452	1
2_MACS_peak_4023_lociStitched	chr10	135087012	135092955	2	5912	21353.7933	453	1	ADAM8	UTF1,VENTX,ZNF511,MIR202,TUBGCP2	ADAM8	453	1
2_MACS_peak_18266_lociStitched	chr21	34751755	34757774	2	5912	23590.2667	454	1		IFNGR2	IFNGR2	454	1
7_MACS_peak_8045_lociStitched	chr14	70076992	70083199	7	5910	11708.2641	455	1	KIAA0247	C14orf162	KIAA0247	455	1
3_MACS_peak_26156_lociStitched	chr7	133929109	133935037	3	5902	16881.1656	456	1	LRGUK		SLC35B4	456	1
2_MACS_peak_9424_lociStitched	chr15	78357339	78363428	2	5901	14606.2932	457	1	TBC1D2B	SH2D7	TBC1D2B	457	1
3_MACS_peak_15109_lociStitched	chr19	59065417	59071628	3	5899	24944.6182	458	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	458	1
3_MACS_peak_18363_lociStitched	chr21	44161010	44166986	3	5892	9170.7696	459	1	PDE9A		PDE9A	459	1
3_MACS_peak_11702_lociStitched	chr17	38018878	38024893	3	5886	16263.357	460	1	ZPBP2,IKZF3	GSDMB	IKZF3	460	1
1_MACS_peak_6585_lociStitched	chr12	105062077	105067961	1	5885	29813.0512	461	1	CHST11		MIR3922	461	1
2_MACS_peak_28495_lociStitched	chr9	134528786	134535104	2	5885	25841.2518	462	1	RAPGEF1		RAPGEF1	462	1
1_MACS_peak_17304_lociStitched	chr20	4791261	4797133	1	5873	51899.672	463	1	RASSF2		RASSF2	463	1
1_MACS_peak_23823_lociStitched	chr6	32935471	32941330	1	5860	59207.5386	464	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	464	1
5_MACS_peak_8724_lociStitched	chr15	31615727	31621815	5	5853	19403.6736	465	1	KLF13		KLF13	465	1
3_MACS_peak_3548_lociStitched	chr10	98029168	98035433	3	5835	20798.547	466	1	BLNK	DNTT	BLNK	466	1
4_MACS_peak_17532_lociStitched	chr20	32363501	32369487	4	5834	21405.936	467	1	ZNF341	CHMP4B	CHMP4B	467	1
2_MACS_peak_16756_lociStitched	chr2	202120867	202126766	2	5825	18670.9249	468	1	CASP8		CASP8	468	1
1_MACS_peak_27260_lociStitched	chr8	134579701	134585520	1	5820	43201.4198	469	1	ST3GAL1		ST3GAL1	469	1
3_MACS_peak_29336_lociStitched	chrX	118815051	118821166	3	5816	12334.5665	470	1	SEPT6	MIR766	SEPT6	470	1
1_MACS_peak_26331_lociStitched	chr7	150100482	150106294	1	5813	46972.0028	471	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	471	1
7_MACS_peak_24462_lociStitched	chr6	106548620	106555510	7	5813	10719.462	472	1	PRDM1		PRDM1	472	1
1_MACS_peak_10064_lociStitched	chr16	14722738	14728545	1	5808	36141.0259	473	1	BFAR,PARN		BFAR	473	1
2_MACS_peak_28448_lociStitched	chr9	132646072	132652030	2	5808	21790.1934	474	1	FNBP1	USP20,C9orf78	USP20	474	1
3_MACS_peak_23670_lociStitched	chr6	27801663	27807943	3	5797	36291.492	475	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	475	1
6_MACS_peak_17078_lociStitched	chr2	238599800	238606418	6	5797	10923.009	476	1	LRRFIP1		LRRFIP1	476	1
4_MACS_peak_3527_lociStitched	chr10	97049853	97056285	4	5796	13485.9744	477	1	PDLIM1		PDLIM1	477	1
3_MACS_peak_26569_lociStitched	chr8	23098902	23105201	3	5789	13089.9519	478	1	CHMP7	LOC389641,R3HCC1,TNFRSF10A	CHMP7	478	1
2_MACS_peak_5709_lociStitched	chr12	11800984	11807061	2	5782	22213.8658	479	1	ETV6		ETV6	479	1
4_MACS_peak_27710_lociStitched	chr9	38315140	38321819	4	5771	14661.7408	480	1			ALDH1B1	480	1
1_MACS_peak_22177_lociStitched	chr5	32580897	32586659	1	5763	25848.332	481	1	SUB1		SUB1	481	1
3_MACS_peak_4749_lociStitched	chr11	65768969	65775189	3	5749	14666.138	482	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	482	1
1_MACS_peak_26761_lociStitched	chr8	52809516	52815261	1	5746	30016.476	483	1	PCMTD1		PCMTD1	483	1
2_MACS_peak_23574_lociStitched	chr6	26202222	26208135	2	5746	19803.2283	484	1	HIST1H4E	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H4E	484	1
1_MACS_peak_25687_lociStitched	chr7	86845043	86850782	1	5740	38677.4166	485	1	C7orf23		C7orf23	485	1
2_MACS_peak_6464_lociStitched	chr12	95208978	95214831	2	5737	24010.7619	486	1		MIR492,KRT19P2	MIR492	486	1
3_MACS_peak_6808_lociStitched	chr12	120628107	120633894	3	5728	14670.6237	487	1	GCN1L1	RPLP0	GCN1L1	487	1
2_MACS_peak_4720_lociStitched	chr11	65353256	65359053	2	5722	47962.0592	488	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	488	1
2_MACS_peak_27446_lociStitched	chr9	940842	946739	2	5717	18556.0899	489	1	DMRT1	DMRT3	DMRT3	489	1
2_MACS_peak_23676_lociStitched	chr6	27858766	27864492	2	5713	26590.9714	490	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	490	1
3_MACS_peak_19245_lociStitched	chr22	45076305	45082495	3	5713	15257.731	491	1	PRR5	PRR5,PRR5-ARHGAP8	PRR5	491	1
1_MACS_peak_26120_lociStitched	chr7	129587905	129593615	1	5711	21292.019	492	1	UBE2H		UBE2H	492	1
2_MACS_peak_11713_lociStitched	chr17	38251351	38257195	2	5709	18153.8016	493	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	493	1
4_MACS_peak_3420_lociStitched	chr10	81959462	81966007	4	5702	11240.383	494	1	ANXA11		ANXA11	494	1
2_MACS_peak_16812_lociStitched	chr2	208366516	208372227	2	5700	16147.8525	495	1		CREB1	CREB1	495	1
1_MACS_peak_6584_lociStitched	chr12	105033182	105038879	1	5698	27006.0588	496	1	CHST11	MIR3922	MIR3922	496	1
2_MACS_peak_25382_lociStitched	chr7	45063420	45069297	2	5693	45157.1049	497	1	CCM2	MYO1G,SNORA9,C7orf40	CCM2	497	1
2_MACS_peak_11724_lociStitched	chr17	38477696	38483399	2	5682	17183.7093	498	1	RARA	CDC6,RARA,GJD3	RARA	498	1
2_MACS_peak_23553_lociStitched	chr6	26121586	26127271	2	5681	25264.14	499	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	499	1
3_MACS_peak_27795_lociStitched	chr9	69880167	69886200	3	5677	18590.0862	500	1			FOXD4L5	500	1
1_MACS_peak_25844_lociStitched	chr7	101382462	101388136	1	5675	23556.1784	501	1			CUX1	501	1
4_MACS_peak_26167_lociStitched	chr7	134676690	134682480	4	5670	12346.017	502	1	AGBL3		AGBL3	502	1
4_MACS_peak_18780_lociStitched	chr22	27064139	27070061	4	5668	20358.0594	503	1	MIAT	CRYBA4	MIAT	503	1
3_MACS_peak_23496_lociStitched	chr6	16516999	16522838	3	5667	13954.0422	504	1	ATXN1		ATXN1	504	1
4_MACS_peak_3728_lociStitched	chr10	112171377	112177420	4	5667	16778.9938	505	1			DUSP5	505	1
6_MACS_peak_23015_lociStitched	chr5	157285254	157291343	6	5666	11492.3786	506	1	CLINT1		CLINT1	506	1
1_MACS_peak_8121_lociStitched	chr14	74224798	74230462	1	5665	27981.8592	507	1	C14orf43	PNMA1	C14orf43	507	1
3_MACS_peak_11666_lociStitched	chr17	37351627	37357663	3	5663	14605.3092	508	1	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	CACNB1	508	1
4_MACS_peak_434_lociStitched	chr1	22104748	22110873	4	5660	30582.7375	509	1	USP48	LDLRAD2	USP48	509	1
1_MACS_peak_23478_lociStitched	chr6	16470918	16476571	1	5654	21159.179	510	1	ATXN1		GMPR	510	1
3_MACS_peak_16937_lociStitched	chr2	227768835	227774723	3	5651	15026.7648	511	1	RHBDD1		RHBDD1	511	1
1_MACS_peak_17442_lociStitched	chr20	25034503	25040143	1	5641	19668.372	512	1	ACSS1	VSX1	ACSS1	512	1
2_MACS_peak_10034_lociStitched	chr16	12637083	12642745	2	5635	18306.9446	513	1	SNX29		CPPED1	513	1
4_MACS_peak_20496_lociStitched	chr3	128835291	128841266	4	5624	27406.13	514	1	RAB43	ISY1	RAB43	514	1
3_MACS_peak_16986_lociStitched	chr2	232534857	232541006	3	5623	16516.8289	515	1		PTMA,MIR1244-1	PTMA	515	1
4_MACS_peak_6295_lociStitched	chr12	65059254	65065392	4	5618	12253.2894	516	1	RASSF3	MIR548C,MIR548Z	MIR548Z	516	1
2_MACS_peak_9887_lociStitched	chr16	3395446	3401101	2	5615	26475.579	517	1		ZNF75A,OR2C1,TIGD7,MTRNR2L4,ZNF434	OR2C1	517	1
1_MACS_peak_16870_lociStitched	chr2	219260186	219265799	1	5614	21523.6098	518	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	518	1
2_MACS_peak_25796_lociStitched	chr7	99814786	99820531	2	5606	32101.3365	519	1	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	519	1
1_MACS_peak_28884_lociStitched	chrX	39963715	39969301	1	5587	25899.489	520	1	BCOR	BCOR	BCOR	520	1
2_MACS_peak_18114_lociStitched	chr20	62366783	62372608	2	5577	17193.07	521	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	SLC2A4RG	521	1
4_MACS_peak_8613_lociStitched	chr14	106518539	106524947	4	5563	10447.6032	522	1			ADAM6	522	1
3_MACS_peak_4201_lociStitched	chr11	7532397	7538418	3	5562	21990.4983	523	1	OLFML1,PPFIBP2		PPFIBP2	523	1
1_MACS_peak_8477_lociStitched	chr14	102341026	102346586	1	5561	22658.112	524	1	PPP2R5C		PPP2R5C	524	1
2_MACS_peak_5152_lociStitched	chr11	102186132	102191720	2	5560	20310.1448	525	1	BIRC3	BIRC2	BIRC3	525	1
1_MACS_peak_8408_lociStitched	chr14	95981557	95987111	1	5555	17708.3736	526	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	526	1
4_MACS_peak_9617_lociStitched	chr15	91135756	91142000	4	5555	12744.6284	527	1	CRTC3		CRTC3	527	1
6_MACS_peak_5914_lociStitched	chr12	32047186	32053846	6	5555	20263.05	528	1			C12orf35	528	1
3_MACS_peak_15647_lociStitched	chr2	61064665	61070496	3	5552	15681.8914	529	1		REL,FLJ16341	FLJ16341	529	1
7_MACS_peak_2758_lociStitched	chr1	243750507	243757143	7	5536	9413.166	530	1	AKT3		AKT3	530	1
4_MACS_peak_26697_lociStitched	chr8	38811371	38817575	4	5533	19476.2172	531	1	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	531	1
3_MACS_peak_26239_lociStitched	chr7	140371629	140377210	3	5532	18249.3119	532	1	ADCK2	NDUFB2,LOC100134713	ADCK2	532	1
2_MACS_peak_27483_lociStitched	chr9	5625205	5630781	2	5528	27697.1072	533	1	KIAA1432	KIAA1432	KIAA1432	533	1
3_MACS_peak_19032_lociStitched	chr22	38709086	38714856	3	5526	15664.396	534	1	CSNK1E	TMEM184B	CSNK1E	534	1
2_MACS_peak_25362_lociStitched	chr7	44787260	44792810	2	5524	50013.27	535	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	535	1
3_MACS_peak_16389_lociStitched	chr2	136967931	136973752	3	5522	14005.326	536	1			CXCR4	536	1
6_MACS_peak_5294_lociStitched	chr11	116795072	116801570	6	5520	11288.9754	537	1	SIK3		APOA1	537	1
3_MACS_peak_22098_lociStitched	chr5	7868500	7874170	3	5508	14781.69	538	1	MTRR,FASTKD3	C5orf49	MTRR	538	1
3_MACS_peak_4046_lociStitched	chr11	266942	272586	3	5507	48988.7912	539	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	539	1
3_MACS_peak_17370_lociStitched	chr20	17804099	17809720	3	5495	18436.88	540	1			BANF2	540	1
3_MACS_peak_21069_lociStitched	chr3	197458815	197464610	3	5491	18889.9615	541	1	KIAA0226	FYTTD1	KIAA0226	541	1
3_MACS_peak_23963_lociStitched	chr6	36646498	36652488	3	5490	11392.381	542	1	CDKN1A		CDKN1A	542	1
2_MACS_peak_10153_lociStitched	chr16	23344469	23350281	2	5488	30099.1856	543	1	SCNN1B		SCNN1B	543	1
4_MACS_peak_16159_lociStitched	chr2	111875027	111880851	4	5482	20445.152	544	1	ACOXL,BCL2L11		BCL2L11	544	1
1_MACS_peak_20818_lociStitched	chr3	176912956	176918420	1	5465	22827.4992	545	1	TBL1XR1		TBL1XR1	545	1
2_MACS_peak_15947_lociStitched	chr2	86261818	86267355	2	5462	19005.7525	546	1	POLR1A	LOC90784	LOC90784	546	1
4_MACS_peak_2010_lociStitched	chr1	167175410	167181187	4	5462	16199.8634	547	1		POU2F1	POU2F1	547	1
5_MACS_peak_7257_lociStitched	chr13	41235880	41242132	5	5462	13456.1796	548	1	FOXO1		FOXO1	548	1
1_MACS_peak_23233_lociStitched	chr5	179244620	179250078	1	5459	28473.8402	549	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	549	1
2_MACS_peak_27910_lociStitched	chr9	92038462	92044270	2	5458	17013.3744	550	1	SEMA4D		SEMA4D	550	1
1_MACS_peak_25955_lociStitched	chr7	106503772	106509228	1	5457	14415.8432	551	1	PIK3CG		PIK3CG	551	1
2_MACS_peak_17382_lociStitched	chr20	17945708	17951240	2	5453	29329.0044	552	1	C20orf72,SNX5	SNORD17	SNX5	552	1
1_MACS_peak_12014_lociStitched	chr17	47463339	47468783	1	5445	40903.494	553	1		ZNF652,PHB	PHB	553	1
5_MACS_peak_18243_lociStitched	chr21	34599715	34605396	5	5445	13685.529	554	1	IFNAR2	IL10RB	IFNAR2	554	1
1_MACS_peak_19947_lociStitched	chr3	49055183	49060624	1	5442	24449.6776	555	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	555	1
2_MACS_peak_7842_lociStitched	chr14	50465425	50470923	2	5442	26005.54	556	1	C14orf182		C14orf182	556	1
4_MACS_peak_24640_lociStitched	chr6	130003602	130009440	4	5434	10788.624	557	1	ARHGAP18		ARHGAP18	557	1
2_MACS_peak_18628_lociStitched	chr22	23032136	23037663	2	5432	10166.3638	558	1		GGTLC2,POM121L1P	GGTLC2	558	1
3_MACS_peak_25453_lociStitched	chr7	55574667	55580257	3	5425	12499.799	559	1	VOPP1		VOPP1	559	1
3_MACS_peak_18332_lociStitched	chr21	43480494	43486183	3	5423	24049.1097	560	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	560	1
2_MACS_peak_19848_lociStitched	chr3	45633990	45639465	2	5415	17283.48	561	1	LIMD1		LIMD1	561	1
2_MACS_peak_12012_lociStitched	chr17	47434933	47440546	2	5415	17604.0519	562	1	ZNF652		ZNF652	562	1
3_MACS_peak_20983_lociStitched	chr3	194022532	194028217	3	5414	22305.666	563	1	LOC100131551	CPN2	LOC100131551	563	1
1_MACS_peak_24259_lociStitched	chr6	74229089	74234497	1	5409	25503.5872	564	1	EEF1A1		EEF1A1	564	1
2_MACS_peak_28357_lociStitched	chr9	130730702	130736128	2	5409	21960.1072	565	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	565	1
2_MACS_peak_14735_lociStitched	chr19	47287137	47292636	2	5405	10555.8804	566	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	566	1
3_MACS_peak_11743_lociStitched	chr17	39830651	39836189	3	5403	19684.2672	567	1		EIF1,GAST,KRT17,KRT42P	EIF1	567	1
2_MACS_peak_11805_lociStitched	chr17	40827191	40832690	2	5398	21315.2238	568	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	568	1
2_MACS_peak_17741_lociStitched	chr20	42695192	42700887	2	5392	16915.289	569	1	TOX2		JPH2	569	1
4_MACS_peak_24513_lociStitched	chr6	109214749	109220290	4	5387	11036.5638	570	1	ARMC2		ARMC2	570	1
4_MACS_peak_14792_lociStitched	chr19	48832403	48838218	4	5384	15292.8685	571	1	EMP3,TMEM143	SYNGR4,CCDC114	EMP3	571	1
2_MACS_peak_27257_lociStitched	chr8	134509127	134514652	2	5380	42165.695	572	1	ST3GAL1		ST3GAL1	572	1
3_MACS_peak_13138_lociStitched	chr18	60977172	60983066	3	5379	14792.1718	573	1	BCL2		BCL2	573	1
4_MACS_peak_13553_lociStitched	chr19	6587666	6593285	4	5378	17820.6585	574	1	CD70		CD70	574	1
1_MACS_peak_5221_lociStitched	chr11	111246798	111252167	1	5370	35693.6489	575	1	POU2AF1		POU2AF1	575	1
3_MACS_peak_15907_lociStitched	chr2	85164623	85170394	3	5369	18785.7592	576	1		TMSB10,KCMF1	KCMF1	576	1
5_MACS_peak_646_lociStitched	chr1	28570681	28576834	5	5369	11468.5767	577	1		ATPIF1,SESN2,DNAJC8	ATPIF1	577	1
1_MACS_peak_26534_lociStitched	chr8	22297041	22302408	1	5368	22916.0166	578	1	PPP3CC		PPP3CC	578	1
2_MACS_peak_3713_lociStitched	chr10	111967261	111972655	2	5365	24695.8896	579	1	MXI1	MXI1	MXI1	579	1
2_MACS_peak_4076_lociStitched	chr11	445719	451153	2	5365	17394.7774	580	1	PTDSS2	SIGIRR,ANO9	PTDSS2	580	1
3_MACS_peak_13807_lociStitched	chr19	12892239	12897719	3	5354	11540.332	581	1		ASNA1,BEST2,JUNB,RNASEH2A,C19orf43,HOOK2,PRDX2,RTBDN	JUNB	581	1
6_MACS_peak_22907_lociStitched	chr5	148210674	148216626	6	5349	9564.864	582	1		ADRB2	ADRB2	582	1
1_MACS_peak_9248_lociStitched	chr15	69109408	69114755	1	5348	25739.9233	583	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	583	1
3_MACS_peak_17491_lociStitched	chr20	31123053	31128499	3	5346	13408.5966	584	1		LOC149950	LOC149950	584	1
2_MACS_peak_14833_lociStitched	chr19	49374793	49380258	2	5346	15076.842	585	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	585	1
1_MACS_peak_443_lociStitched	chr1	22190386	22195726	1	5341	24368.022	586	1	HSPG2		LDLRAD2	586	1
1_MACS_peak_8804_lociStitched	chr15	40397030	40402357	1	5328	16921.2155	587	1	BMF		BMF	587	1
2_MACS_peak_12194_lociStitched	chr17	61774547	61779926	2	5324	20721.5217	588	1	LIMD2	STRADA	LIMD2	588	1
1_MACS_peak_18952_lociStitched	chr22	37294879	37300201	1	5323	26112.9252	589	1		NCF4,CSF2RB	CSF2RB	589	1
1_MACS_peak_11461_lociStitched	chr17	27051972	27057293	1	5322	34501.8961	590	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	590	1
2_MACS_peak_9350_lociStitched	chr15	75161056	75166577	2	5321	13168.1371	591	1	SCAMP2	CPLX3,MPI,ULK3,C15orf17	SCAMP2	591	1
2_MACS_peak_10787_lociStitched	chr16	81839908	81845233	2	5315	15380.73	592	1	PLCG2		PLCG2	592	1
5_MACS_peak_21559_lociStitched	chr4	84138014	84143995	5	5314	12232.3412	593	1			COQ2	593	1
1_MACS_peak_3419_lociStitched	chr10	81953618	81958927	1	5310	23355.8837	594	1	ANXA11		ANXA11	594	1
4_MACS_peak_3661_lociStitched	chr10	104401234	104406819	4	5308	14556.744	595	1	TRIM8		TRIM8	595	1
2_MACS_peak_13923_lociStitched	chr19	16251859	16257321	2	5303	19156.8726	596	1	HSH2D	RAB8A,FAM32A,CIB3	HSH2D	596	1
1_MACS_peak_26079_lociStitched	chr7	128144647	128149945	1	5299	25666.161	597	1		C7orf68,METTL2B	METTL2B	597	1
2_MACS_peak_9100_lociStitched	chr15	62373308	62378669	2	5297	11388.9084	598	1		C2CD4A,VPS13C	C2CD4A	598	1
